Date,SHW
2021-02-16,450.03637136712683
2021-02-17,441.6231608053346
2021-02-18,446.4907447453622
2021-02-19,445.1221841770935
2021-02-22,433.91336460271674
2021-02-23,429.69407469197455
2021-02-24,441.86504383286984
2021-02-25,439.9332280578401
2021-02-26,439.1011555598049
2021-03-01,446.9517994755793
2021-03-02,449.49187028826617
2021-03-03,457.3498455948441
2021-03-04,455.1543960122931
2021-03-05,441.9464578346655
2021-03-08,438.0361127024348
2021-03-09,420.7691341218786
2021-03-10,404.9417936082473
2021-03-11,398.27908058213654
2021-03-12,398.43480517667433
2021-03-15,395.0453487022672
2021-03-16,405.9625846934062
2021-03-17,390.5922772110985
2021-03-18,389.05678979149025
2021-03-19,381.10226142128215
2021-03-22,375.685049022675
2021-03-23,362.3101942856476
2021-03-24,359.6428034501129
2021-03-25,346.60214527902394
2021-03-26,342.6393892609097
2021-03-29,355.84663945813026
2021-03-30,368.00440200769344
2021-03-31,375.37239366573255
2021-04-01,355.55325796277253
2021-04-02,362.02641787284534
2021-04-05,366.04079573478344
2021-04-06,370.2589422787596
2021-04-07,378.4348512282564
2021-04-08,377.0027235019906
2021-04-09,357.30859943167036
2021-04-12,344.9545414137775
2021-04-13,343.1917074252274
2021-04-14,351.4072966108514
2021-04-15,347.47084607846847
2021-04-16,356.9306825130342
2021-04-19,344.7952815858024
2021-04-20,339.880829782398
2021-04-21,333.6970607340721
2021-04-22,333.5296375504665
2021-04-23,325.2069081941964
2021-04-26,313.3356129860173
2021-04-27,317.64946453145365
2021-04-28,309.91414938061405
2021-04-29,308.00054134451096
2021-04-30,305.584313797799
2021-05-03,300.6210114130817
2021-05-04,298.81138294210785
2021-05-05,309.3849041662931
2021-05-06,314.27210310786995
2021-05-07,308.14393293702886
2021-05-10,306.39543340322695
2021-05-11,313.1333844980411
2021-05-12,306.4796973744756
2021-05-13,322.89976006302044
2021-05-14,330.97256916494814
2021-05-17,335.7227966997806
2021-05-18,347.92989462005556
2021-05-19,353.2223905949083
2021-05-20,350.5542489453885
2021-05-21,348.009986374055
2021-05-24,347.80474282065853
2021-05-25,350.3195177283601
2021-05-26,351.38558049583384
2021-05-27,365.96326759849313
2021-05-28,358.88808162237683
2021-05-31,348.1225752440379
2021-06-01,333.77432268649386
2021-06-02,322.850363345486
2021-06-03,324.4195659833345
2021-06-04,324.6016932819116
2021-06-07,329.1797225250754
2021-06-08,332.3568877058786
2021-06-09,341.1108709995154
2021-06-10,350.2303124575636
2021-06-11,353.0563490230035
2021-06-14,354.8652371554234
2021-06-15,354.0747410947731
2021-06-16,348.56690593945257
2021-06-17,364.1034679087189
2021-06-18,361.2281474444632
2021-06-21,368.59485746914413
2021-06-22,357.6672050305899
2021-06-23,359.9067606810119
2021-06-24,361.02061254858864
2021-06-25,363.2234855151174
2021-06-28,368.4882571534136
2021-06-29,366.0398175615521
2021-06-30,361.2636946021686
2021-07-01,359.4597536741046
2021-07-02,349.2409983007386
2021-07-05,337.42231416549333
2021-07-06,350.4400790079475
2021-07-07,360.1909078634261
2021-07-08,360.02062805371645
2021-07-09,357.1380730544221
2021-07-12,352.74429286439806
2021-07-13,356.33101213969655
2021-07-14,345.0147981211269
2021-07-15,340.0073750823046
2021-07-16,344.311968965028
2021-07-19,335.850742201968
2021-07-20,333.20426954429576
2021-07-21,343.6704262831643
2021-07-22,351.01299101332836
2021-07-23,345.31569043406216
2021-07-26,354.2383424660593
2021-07-27,356.7554341430999
2021-07-28,360.2386951829296
2021-07-29,370.77988663566214
2021-07-30,379.3936954035109
2021-08-02,377.84821044923245
2021-08-03,372.37332631647524
2021-08-04,385.72200695078817
2021-08-05,398.447203103101
2021-08-06,399.88392980652304
2021-08-09,393.110802435593
2021-08-10,394.2550007835193
2021-08-11,401.17588077248195
2021-08-12,405.51820364934196
2021-08-13,423.4196549634703
2021-08-16,411.86899819222236
2021-08-17,407.7496181101225
2021-08-18,398.33156878759354
2021-08-19,405.2559053846116
2021-08-20,399.46977705769837
2021-08-23,380.53942407760303
2021-08-24,388.7628813040529
2021-08-25,390.23017270529294
2021-08-26,393.30464404626724
2021-08-27,396.04832476233105
2021-08-30,389.9361318033279
2021-08-31,395.1722011884153
2021-09-01,414.97783776865924
2021-09-02,409.52162865915983
2021-09-03,405.525253758078
2021-09-06,412.00362835625145
2021-09-07,399.5705401855482
2021-09-08,404.464215834525
2021-09-09,415.0627544194464
2021-09-10,426.2881891633687
2021-09-13,404.6527031065547
2021-09-14,385.0338303961758
2021-09-15,367.35887596310783
2021-09-16,366.2570122512309
2021-09-17,367.05798224257853
2021-09-20,379.39955978641683
2021-09-21,371.57698342620154
2021-09-22,391.29897228969304
2021-09-23,389.7814157594689
2021-09-24,400.16995118278544
2021-09-27,389.36355461110224
2021-09-28,387.03335505176307
2021-09-29,385.4940799142203
2021-09-30,396.667900019487
2021-10-01,393.9644303216934
2021-10-04,395.0857766627986
2021-10-05,387.8841446819739
2021-10-06,380.338115973816
2021-10-07,379.6642740270113
2021-10-08,389.2347467107984
2021-10-11,402.95641154968524
2021-10-12,409.85120150506737
2021-10-13,407.92113821739866
2021-10-14,405.122187001661
2021-10-15,395.7279589110324
2021-10-18,390.064532491689
2021-10-19,379.42448958897467
2021-10-20,379.1604127502719
2021-10-21,374.73432248751874
2021-10-22,369.35532841339784
2021-10-25,371.65224493699634
2021-10-26,368.41203159957
2021-10-27,373.3879917602762
2021-10-28,380.1357730833224
2021-10-29,382.67140704189165
2021-11-01,373.64525085921946
2021-11-02,379.24636593068766
2021-11-03,377.5836859158788
2021-11-04,369.80792107517544
2021-11-05,360.5069365884581
2021-11-08,353.9289675239167
2021-11-09,356.80621209148836
2021-11-10,363.8029797605759
2021-11-11,380.5451178712778
2021-11-12,382.4182276716579
2021-11-15,372.1023328789719
2021-11-16,369.3584971235568
2021-11-17,358.53490737256317
2021-11-18,352.84243468599846
2021-11-19,339.36302121168933
2021-11-22,340.9441154566029
2021-11-23,343.32775998919266
2021-11-24,340.55099605106795
2021-11-25,347.41485298717294
2021-11-26,351.06928953431725
2021-11-29,371.79211860272727
2021-11-30,393.0071350013441
2021-12-01,401.8858707540517
2021-12-02,392.9549145814481
2021-12-03,379.2831386272253
2021-12-06,389.0297502324569
2021-12-07,400.41309058598546
2021-12-08,405.6624418025286
2021-12-09,412.27078921618687
2021-12-10,417.25082655809405
2021-12-13,419.59327323609017
2021-12-14,414.21446353599373
2021-12-15,425.2456723133608
2021-12-16,415.72324280892633
2021-12-17,405.89072383093406
2021-12-20,406.5065871431677
2021-12-21,406.6124694823934
2021-12-22,413.0457242656879
2021-12-23,414.20500747877634
2021-12-24,411.9352991109974
2021-12-27,407.7700470746025
2021-12-28,422.1089516988782
2021-12-29,439.5012964669061
2021-12-30,438.7764513628161
2021-12-31,432.8784628922342
2022-01-03,437.03093569372044
2022-01-04,434.1673171656394
2022-01-05,443.45211097438244
2022-01-06,437.333922866468
2022-01-07,440.61122771169806
2022-01-10,441.3094365963316
2022-01-11,429.59002482002387
2022-01-12,413.1642614830104
2022-01-13,415.77181203347374
2022-01-14,423.3064961323117
2022-01-17,415.73890367698573
2022-01-18,421.10576303909687
2022-01-19,431.94939311615144
2022-01-20,444.8883208089564
2022-01-21,450.41504424850535
2022-01-24,450.5032762996156
2022-01-25,448.07054396342113
2022-01-26,436.4748496083142
2022-01-27,432.03382188059476
2022-01-28,426.8020182247671
2022-01-31,430.93193210798984
2022-02-01,426.6764410180433
2022-02-02,431.37773199929325
2022-02-03,421.129752744945
2022-02-04,416.22589362194293
2022-02-07,414.0701850737528
2022-02-08,412.8375225493263
2022-02-09,415.91247573003665
2022-02-10,415.46870544309286
2022-02-11,421.1399349523837
2022-02-14,422.8212656709763
2022-02-15,415.562926582938
2022-02-16,424.7338357393348
2022-02-17,433.112383982293
2022-02-18,432.9888912798403
2022-02-21,424.2000533443221
2022-02-22,430.25912438939883
2022-02-23,424.6476691123322
2022-02-24,423.5362539375249
2022-02-25,429.68055797204175
2022-02-28,422.3937587096432
2022-03-01,411.45780692928474
2022-03-02,404.75511659080223
2022-03-03,412.9530224719863
2022-03-04,406.8779597580623
2022-03-07,420.71176211401155
2022-03-08,405.2065650421668
2022-03-09,403.39761886064827
2022-03-10,414.45843555753873
2022-03-11,422.5927088935297
2022-03-14,415.83733251161743
2022-03-15,404.8888535000579
2022-03-16,399.360789084969
2022-03-17,397.53327155664556
2022-03-18,389.2811580450962
2022-03-21,392.4370502361834
2022-03-22,398.4807995700842
2022-03-23,389.8360551010138
2022-03-24,401.99646087523354
2022-03-25,395.7908174583912
2022-03-28,398.43258303125066
2022-03-29,409.3536131550098
2022-03-30,420.41121741473853
2022-03-31,422.5214568392847
2022-04-01,408.70323233206955
2022-04-04,406.88510200585864
2022-04-05,413.07331772159307
2022-04-06,413.7730859478813
2022-04-07,410.07372673425715
2022-04-08,410.0309114366185
2022-04-11,415.2214261663173
2022-04-12,396.4688332941011
2022-04-13,410.57931374438215
2022-04-14,413.16705379938406
2022-04-15,400.32034582549113
2022-04-18,402.77479431869176
2022-04-19,405.23779488777836
2022-04-20,414.3772992180156
2022-04-21,410.9922012163779
2022-04-22,407.5740450872689
2022-04-25,417.2403857031014
2022-04-26,436.9990515561855
2022-04-27,442.6373713104802
2022-04-28,460.3936051727654
2022-04-29,445.13645626356686
2022-05-02,450.7190221267814
2022-05-03,433.0192854207259
2022-05-04,438.6558757601189
2022-05-05,437.36623267582564
2022-05-06,439.9723154800875
2022-05-09,435.8448169984156
2022-05-10,435.73233047223783
2022-05-11,430.8785536713114
2022-05-12,414.82961330137044
2022-05-13,429.13683187077044
2022-05-16,439.88245535452614
2022-05-17,447.8391134873226
2022-05-18,455.665077834441
2022-05-19,471.98091465147405
2022-05-20,469.44559992747105
2022-05-23,486.3884419118341
2022-05-24,489.9781374699179
2022-05-25,485.2067648110217
2022-05-26,475.91373352462216
2022-05-27,474.58741766655777
2022-05-30,467.72434348397695
2022-05-31,469.4926519005735
2022-06-01,474.82407348938864
2022-06-02,487.753227534172
2022-06-03,489.512589068941
2022-06-06,479.2881221652071
2022-06-07,478.09948837265955
2022-06-08,479.106427016065
2022-06-09,477.14142850294803
2022-06-10,484.0392025191408
2022-06-13,479.5030485403946
2022-06-14,490.4221506671318
2022-06-15,490.011505454248
2022-06-16,491.25891014186084
2022-06-17,486.2685084073837
2022-06-20,501.57961180083225
2022-06-21,502.2954679340904
2022-06-22,500.0840047367277
2022-06-23,486.4738414045177
2022-06-24,482.4494610259279
2022-06-27,464.2545903754077
2022-06-28,457.9336800277481
2022-06-29,449.9956373626947
2022-06-30,448.2435905114015
2022-07-01,441.855901622092
2022-07-04,452.2648452578565
2022-07-05,439.27405848859803
2022-07-06,421.2319131493422
2022-07-07,401.73058303680614
2022-07-08,390.2244410323712
2022-07-11,392.6866756856821
2022-07-12,390.9485395952836
2022-07-13,402.7128296147871
2022-07-14,394.05091716071405
2022-07-15,396.133278327362
2022-07-18,400.73582825656047
2022-07-19,401.5746590792507
2022-07-20,404.0365099582915
2022-07-21,407.5601839191184
2022-07-22,393.28224484632653
2022-07-25,390.2548469781105
2022-07-26,395.7603354952371
2022-07-27,395.0080202339998
2022-07-28,394.32686443995743
2022-07-29,391.9499301879986
2022-08-01,390.43461281259
2022-08-02,397.35847868843
2022-08-03,396.66447224979277
2022-08-04,403.48236538997105
2022-08-05,409.80186863141284
2022-08-08,410.9717535396426
2022-08-09,427.1118928663154
2022-08-10,423.2472960804689
2022-08-11,413.81559744324824
2022-08-12,410.50093401153293
2022-08-15,402.9683765154256
2022-08-16,409.0533393170331
2022-08-17,401.92353425475585
2022-08-18,388.40082046709597
2022-08-19,371.5837631560399
2022-08-22,370.19116873362407
2022-08-23,368.2066206624326
2022-08-24,367.582202855284
2022-08-25,369.59295326422904
2022-08-26,376.2982172890049
2022-08-29,377.22588627710593
2022-08-30,377.40870860346695
2022-08-31,376.3717740406437
2022-09-01,381.9118790590889
2022-09-02,386.79493372117315
2022-09-05,380.4917190039854
2022-09-06,384.3915442031967
2022-09-07,372.49158093909614
2022-09-08,375.0687771298482
2022-09-09,373.838421008721
2022-09-12,382.2306238032322
2022-09-13,383.01840500829
2022-09-14,397.0929020780555
2022-09-15,401.78676377197144
2022-09-16,397.3843511026814
2022-09-19,389.1110267554203
2022-09-20,389.9277289763328
2022-09-21,401.2215276731055
2022-09-22,415.7952036683081
2022-09-23,423.9840155536394
2022-09-26,432.87745418623854
2022-09-27,432.89301980962136
2022-09-28,443.8408837066974
2022-09-29,438.87431446321176
2022-09-30,440.67569916405455
2022-10-03,435.55540659142906
2022-10-04,437.6527997374045
2022-10-05,436.26172118728425
2022-10-06,438.67388966505655
2022-10-07,438.582288364602
2022-10-10,418.9303119871411
2022-10-11,410.15737047819994
2022-10-12,412.64633951055526
2022-10-13,410.971124995655
2022-10-14,416.2009432958335
2022-10-17,418.9616471843124
2022-10-18,410.4771947901938
2022-10-19,416.8322842209708
2022-10-20,417.0277869705214
2022-10-21,427.46509303507656
2022-10-24,432.5617739915928
2022-10-25,428.6161685725806
2022-10-26,421.1775829545494
2022-10-27,411.7134165847594
2022-10-28,404.48652275995056
2022-10-31,405.0102909264235
2022-11-01,409.3464948880155
2022-11-02,410.8911231080377
2022-11-03,405.9446573011524
2022-11-04,404.8322882549746
2022-11-07,404.34011759158926
2022-11-08,402.41655583183365
2022-11-09,411.9295683672572
2022-11-10,409.4724837903109
2022-11-11,409.91012863211216
2022-11-14,415.82234780749
2022-11-15,427.0502623792664
2022-11-16,421.61671650173145
2022-11-17,416.4952485644547
2022-11-18,406.22030996238107
2022-11-21,396.2429280955325
2022-11-22,404.65080972749456
2022-11-23,404.703070010575
2022-11-24,403.6793987231661
2022-11-25,413.3781341745615
2022-11-28,404.17314645607337
2022-11-29,397.09989786745217
2022-11-30,404.6752717063956
2022-12-01,408.83718144084605
2022-12-02,411.23589848546203
2022-12-05,417.18947471438696
2022-12-06,423.22420048420787
2022-12-07,418.6641920870687
2022-12-08,408.1867469124495
2022-12-09,400.73364234686176
2022-12-12,393.05873227363026
2022-12-13,387.25992388864125
2022-12-14,369.22946810131606
2022-12-15,367.0020214229049
2022-12-16,377.44687624172974
2022-12-19,368.75908662034226
2022-12-20,354.0676587925386
2022-12-21,352.12225915805146
2022-12-22,346.50901596829476
2022-12-23,346.5895528423849
2022-12-26,355.286433139851
2022-12-27,351.65016586091883
2022-12-28,352.9279590502961
2022-12-29,352.2477443835462
2022-12-30,359.38185122441456
2023-01-02,352.8480166933764
2023-01-03,337.526636880517
2023-01-04,324.3543160107054
2023-01-05,334.9135917383119
2023-01-06,335.5182387517422
2023-01-09,328.759801871906
2023-01-10,316.75801295590105
2023-01-11,312.4666947786492
2023-01-12,318.54703742299006
2023-01-13,314.64755906668694
2023-01-16,328.8789968096372
2023-01-17,331.4016217063123
2023-01-18,328.2279531454482
2023-01-19,326.99834580712576
2023-01-20,328.2969488515856
2023-01-23,316.95358606398304
2023-01-24,316.956289842537
2023-01-25,320.48478422715533
2023-01-26,325.96913893045723
2023-01-27,319.8859167128582
2023-01-30,329.45806609825837
2023-01-31,328.38154504684155
2023-02-01,334.07315068183834
2023-02-02,339.84060363790053
2023-02-03,327.6931397605161
2023-02-06,336.4266070507648
2023-02-07,323.0824920365644
2023-02-08,327.2887053892458
2023-02-09,330.86751382577074
2023-02-10,339.87564232364383
2023-02-13,342.615117300843
2023-02-14,347.45492784695676
2023-02-15,347.2470233686034
2023-02-16,347.8297337283068
2023-02-17,344.0005131278591
2023-02-20,351.99270867269615
2023-02-21,345.2527953102629
2023-02-22,354.3091494919045
2023-02-23,346.68860874763703
2023-02-24,356.86537743298726
2023-02-27,356.52071118562066
2023-02-28,352.5601509694214
2023-03-01,346.0006240483983
2023-03-02,342.2253347013175
2023-03-03,341.08725746806164
2023-03-06,334.48518424975435
2023-03-07,340.0815719673415
2023-03-08,342.0911391383333
2023-03-09,369.4787282779037
2023-03-10,365.88839798890336
2023-03-13,364.18519118745655
2023-03-14,375.61039209877333
2023-03-15,374.29056413691285
2023-03-16,379.7320747018526
2023-03-17,374.171799291527
2023-03-20,377.1134926040462
2023-03-21,368.8623491053419
2023-03-22,373.17036853866716
2023-03-23,384.93773800732714
2023-03-24,384.24362806531235
2023-03-27,397.5586368870857
2023-03-28,383.16881585907703
2023-03-29,401.55865335181966
2023-03-30,401.9929057341384
2023-03-31,404.0553774263395
2023-04-03,393.87443595160823
2023-04-04,391.4426255750915
2023-04-05,374.6965011902686
2023-04-06,369.9715603943646
2023-04-07,375.97566516913366
2023-04-10,373.6160422496359
2023-04-11,370.37674541213283
2023-04-12,360.94101571394043
2023-04-13,348.78794881318845
2023-04-14,350.671322549924
2023-04-17,341.4386399184192
2023-04-18,334.6194852316407
2023-04-19,334.7684212950155
2023-04-20,324.41251474141245
2023-04-21,324.4392578629091
2023-04-24,324.3440318303494
2023-04-25,333.5535001729441
2023-04-26,333.30787591811287
2023-04-27,348.7632528157092
2023-04-28,347.08773375178936
2023-05-01,357.37896628692226
2023-05-02,345.57677290212894
2023-05-03,340.34793456497783
2023-05-04,332.261180073914
2023-05-05,338.6432019795234
2023-05-08,336.18077345129296
2023-05-09,330.96020910125594
2023-05-10,332.612948391389
2023-05-11,342.89478726059156
2023-05-12,339.6943015551304
2023-05-15,341.9097660373929
2023-05-16,342.98568414166874
2023-05-17,352.9014290738797
2023-05-18,370.94239934296644
2023-05-19,373.79372536627335
2023-05-22,370.7352792245219
2023-05-23,380.5696022451517
2023-05-24,372.20211065734566
2023-05-25,368.15771809668604
2023-05-26,364.0663817488495
2023-05-29,357.38866722286497
2023-05-30,357.802080492801
2023-05-31,358.18701799171436
2023-06-01,359.03268727416014
2023-06-02,354.31379289097055
2023-06-05,355.91337346683264
2023-06-06,350.19722217487305
2023-06-07,339.66965610273
2023-06-08,343.52503476672723
2023-06-09,348.911371663753
2023-06-12,345.6447749739968
2023-06-13,344.65439539644484
2023-06-14,357.83073305206995
2023-06-15,369.4040808593127
2023-06-16,372.3798035369187
2023-06-19,373.25541241981125
2023-06-20,376.52373569795935
2023-06-21,367.73675047900997
2023-06-22,356.1997267553926
2023-06-23,363.5149714956698
2023-06-26,362.1350022261571
2023-06-27,357.7680731119778
2023-06-28,359.50196028442053
2023-06-29,365.1981143467163
2023-06-30,371.9085856133273
2023-07-03,367.17475516098995
2023-07-04,361.8914335504043
2023-07-05,362.8949728524047
2023-07-06,355.1226756211478
2023-07-07,353.1265164530454
2023-07-10,358.4108762969777
2023-07-11,368.60637286873185
2023-07-12,372.3422860146236
2023-07-13,365.8179992006346
2023-07-14,375.59364451091886
2023-07-17,376.1627416973207
2023-07-18,375.18074369008883
2023-07-19,373.30332654755455
2023-07-20,370.1516714273032
2023-07-21,365.52410875653766
2023-07-24,357.7035459026809
2023-07-25,373.23509687117826
2023-07-26,373.1258845344977
2023-07-27,371.22870808517797
2023-07-28,374.38473689412746
2023-07-31,372.4431627673177
2023-08-01,361.4690637168232
2023-08-02,363.54454334169316
2023-08-03,377.270347154704
