Date,SHOP
2020-11-04,272.2897198201613
2020-11-05,271.9543402298142
2020-11-06,275.2700253076831
2020-11-09,273.7506017194149
2020-11-10,282.9128085940505
2020-11-11,277.85284213331624
2020-11-12,276.6885771272662
2020-11-13,272.7739110306978
2020-11-16,268.386676796615
2020-11-17,260.7282470920417
2020-11-18,251.5030484295997
2020-11-19,249.56271132250927
2020-11-20,248.9162832637504
2020-11-23,243.15927090433948
2020-11-24,247.94092831818125
2020-11-25,246.09165366858636
2020-11-26,239.358037494186
2020-11-27,236.40401532185393
2020-11-30,233.66178953726467
2020-12-01,236.47439986268236
2020-12-02,236.1026369690557
2020-12-03,234.17783766284674
2020-12-04,231.87680225711873
2020-12-07,237.0572365855358
2020-12-08,233.64094470654385
2020-12-09,227.22013560923747
2020-12-10,226.70621794280757
2020-12-11,220.38965152039944
2020-12-14,219.919746896822
2020-12-15,215.63286365811635
2020-12-16,209.90667820754453
2020-12-17,208.29705174183385
2020-12-18,209.94473031629104
2020-12-21,208.37431891205594
2020-12-22,211.11673692985607
2020-12-23,208.99721384693467
2020-12-24,215.76624984915617
2020-12-25,214.70051625490868
2020-12-28,216.04574453087702
2020-12-29,211.49057907221697
2020-12-30,205.6308858185999
2020-12-31,207.27519954888348
2021-01-01,208.40395595299765
2021-01-04,208.01650913431297
2021-01-05,205.38745412311425
2021-01-06,206.33851793247527
2021-01-07,205.03210590436933
2021-01-08,205.22831874040295
2021-01-11,207.6996009308412
2021-01-12,205.38680239470224
2021-01-13,202.1486804432019
2021-01-14,206.0233595868274
2021-01-15,202.0353181082579
2021-01-18,199.68097300994125
2021-01-19,193.5810769978635
2021-01-20,195.2595833641189
2021-01-21,187.8126733619248
2021-01-22,180.8536146499032
2021-01-25,180.49455572748323
2021-01-26,177.42227522333513
2021-01-27,178.72837942738548
2021-01-28,175.73628546899022
2021-01-29,172.22354399733456
2021-02-01,171.29891650243016
2021-02-02,170.87752563057805
2021-02-03,172.34746137651877
2021-02-04,171.85356835276858
2021-02-05,172.8491944865326
2021-02-08,176.82080999852838
2021-02-09,173.68017570734628
2021-02-10,169.41582271121658
2021-02-11,170.18113463740045
2021-02-12,166.0799632043586
2021-02-15,164.22785153954692
2021-02-16,165.42231412090598
2021-02-17,163.90152803726332
2021-02-18,167.17679778447368
2021-02-19,162.61488653935908
2021-02-22,163.16879639707759
2021-02-23,165.12929742401258
2021-02-24,170.13751756787374
2021-02-25,173.95830195955807
2021-02-26,168.31438173698314
2021-03-01,171.70999947049324
2021-03-02,172.82145639273023
2021-03-03,173.95392542497436
2021-03-04,173.71625409917837
2021-03-05,179.8555220092828
2021-03-08,180.84006669524845
2021-03-09,183.95678176879426
2021-03-10,182.14336552621234
2021-03-11,176.79725492536207
2021-03-12,178.03238734177918
2021-03-15,175.0794161318452
2021-03-16,176.8111397610123
2021-03-17,173.72192808322922
2021-03-18,171.98880049090653
2021-03-19,167.99982526255312
2021-03-22,167.402416932506
2021-03-23,166.74295168080573
2021-03-24,169.32692637316035
2021-03-25,172.53219563272137
2021-03-26,170.8349873446344
2021-03-29,168.75292337387197
2021-03-30,169.30546765250665
2021-03-31,172.43190494023142
2021-04-01,176.32636253934209
2021-04-02,181.6085699656761
2021-04-05,184.51378602292667
2021-04-06,185.65622153571263
2021-04-07,189.4118971694977
2021-04-08,188.06698521357856
2021-04-09,189.78106490317998
2021-04-12,189.57550109978348
2021-04-13,186.91663027890016
2021-04-14,189.08363568425415
2021-04-15,191.5416155350124
2021-04-16,186.8471065205857
2021-04-19,187.3232098918877
2021-04-20,191.71440842084064
2021-04-21,193.71827975586012
2021-04-22,202.75989399840356
2021-04-23,202.84369675745918
2021-04-26,199.15898510093558
2021-04-27,197.87353591602292
2021-04-28,196.0558192279562
2021-04-29,196.13497719258643
2021-04-30,200.83854592784928
2021-05-03,207.7104715598902
2021-05-04,207.9642031559418
2021-05-05,199.8512807860693
2021-05-06,190.2011120781532
2021-05-07,195.67673303193217
2021-05-10,190.34886736300402
2021-05-11,185.85515388129318
2021-05-12,185.16059286680263
2021-05-13,188.65002467407058
2021-05-14,185.225074147296
2021-05-17,187.52232895606718
2021-05-18,187.41428320535817
2021-05-19,185.7671469083101
2021-05-20,188.93863859972487
2021-05-21,184.92096984230344
2021-05-24,187.27202599123584
2021-05-25,190.5187146507696
2021-05-26,192.4990354232304
2021-05-27,190.52134626278806
2021-05-28,187.3312022424196
2021-05-31,188.53768526416445
2021-06-01,187.66412755172027
2021-06-02,187.8114480281385
2021-06-03,183.73150095940193
2021-06-04,185.5765323967221
2021-06-07,176.3860294475751
2021-06-08,174.3346213664031
2021-06-09,172.54058663813558
2021-06-10,173.9386224736798
2021-06-11,178.23485506928571
2021-06-14,184.00410322411946
2021-06-15,186.4195142008908
2021-06-16,189.18969171252564
2021-06-17,185.75752601976257
2021-06-18,185.86400194750235
2021-06-21,188.87671074042078
2021-06-22,193.48404227605297
2021-06-23,196.47150026490866
2021-06-24,196.6180880491064
2021-06-25,192.5226123067571
2021-06-28,192.04073108200978
2021-06-29,192.0529731244141
2021-06-30,191.30353903627034
2021-07-01,196.4267736656894
2021-07-02,197.39125012248988
2021-07-05,203.41471816556358
2021-07-06,205.18083434527256
2021-07-07,204.78947569021696
2021-07-08,208.43792790415657
2021-07-09,203.80605585322658
2021-07-12,202.54428487934064
2021-07-13,197.9831531226759
2021-07-14,197.14267073053736
2021-07-15,196.19284891307512
2021-07-16,192.9056599503829
2021-07-19,197.52396714162714
2021-07-20,193.42138335246423
2021-07-21,195.78900646796137
2021-07-22,197.37333826151135
2021-07-23,197.31932907678987
2021-07-26,194.11562765790435
2021-07-27,197.72428246420546
2021-07-28,201.47944390319103
2021-07-29,197.9432037884973
2021-07-30,201.72918944656948
2021-08-02,207.6294674792428
2021-08-03,210.93315583454788
2021-08-04,212.08118134002194
2021-08-05,215.15007940984583
2021-08-06,219.3397451274653
2021-08-09,227.86504061675774
2021-08-10,236.57109528639364
2021-08-11,233.61430183814701
2021-08-12,240.63311179911935
2021-08-13,232.42040976981698
2021-08-16,234.94693774993695
2021-08-17,237.94741390673596
2021-08-18,241.29607811163856
2021-08-19,242.15874565081774
2021-08-20,246.99665471625954
2021-08-23,239.3912660999151
2021-08-24,241.6318386886444
2021-08-25,242.3544168468374
2021-08-26,246.04656668688187
2021-08-27,248.01644973221158
2021-08-30,252.45020141742924
2021-08-31,257.9847095649631
2021-09-01,252.89866641421514
2021-09-02,256.02974749216867
2021-09-03,260.8505606564603
2021-09-06,259.3042242744708
2021-09-07,258.3470415280864
2021-09-08,268.40232927629296
2021-09-09,266.33665689191326
2021-09-10,264.1038703018974
2021-09-13,259.02760819471433
2021-09-14,252.4514288371668
2021-09-15,254.6146472783868
2021-09-16,253.9134663495398
2021-09-17,259.45949475849665
2021-09-20,258.058107411162
2021-09-21,254.35692975870214
2021-09-22,257.4484301998292
2021-09-23,250.91081267612049
2021-09-24,257.8680428606628
2021-09-27,252.36768371954682
2021-09-28,261.1468184366092
2021-09-29,255.393702185699
2021-09-30,252.14072887158082
2021-10-01,249.9694037115069
2021-10-04,251.0157499064745
2021-10-05,251.1859669415062
2021-10-06,241.86186063865853
2021-10-07,250.39228514634144
2021-10-08,253.50688219927113
2021-10-11,260.8430865366354
2021-10-12,257.67715064745653
2021-10-13,256.37174151137157
2021-10-14,261.49347329524255
2021-10-15,262.0910080999488
2021-10-18,256.1132397694174
2021-10-19,257.86228217977623
2021-10-20,265.59942183262325
2021-10-21,265.40551364623843
2021-10-22,258.5302762234243
2021-10-25,263.0224703829003
2021-10-26,264.7096681608588
2021-10-27,271.5546870614966
2021-10-28,262.573534546846
2021-10-29,257.410725416633
2021-11-01,257.80552062596644
2021-11-02,260.53239036029953
2021-11-03,260.27538627441766
2021-11-04,263.4407742696522
2021-11-05,266.9437491148585
2021-11-08,270.7461099686352
2021-11-09,276.89086146363366
2021-11-10,276.07670975429215
2021-11-11,277.80922165013044
2021-11-12,264.3784227241079
2021-11-15,263.01588852160546
2021-11-16,273.08187975593705
2021-11-17,275.8591676824685
2021-11-18,267.27380712588683
2021-11-19,263.5877004686804
2021-11-22,271.1440073653931
2021-11-23,254.83032482979715
2021-11-24,252.77323699548765
2021-11-25,250.76148176782587
2021-11-26,251.77642003937734
2021-11-29,256.16477558049644
2021-11-30,256.08984743251904
2021-12-01,259.60803599724346
2021-12-02,261.6195130936204
2021-12-03,261.05887328229096
2021-12-06,259.93200949532104
2021-12-07,260.6990897980264
2021-12-08,259.3422198620886
2021-12-09,258.11495772094895
2021-12-10,261.16933099576977
2021-12-13,263.359467770988
2021-12-14,258.1617300842784
2021-12-15,256.3542557794277
2021-12-16,261.01925362627406
2021-12-17,260.42240373268595
2021-12-20,256.41000058535207
2021-12-21,261.9225295869982
2021-12-22,255.97844454620838
2021-12-23,252.77989637546918
2021-12-24,261.5091977828753
2021-12-27,262.61337155643736
2021-12-28,268.377181717944
2021-12-29,271.86605040633225
2021-12-30,272.35457830055896
2021-12-31,267.1740546063938
2022-01-03,265.89228646810886
2022-01-04,263.37022888372843
2022-01-05,263.07362498116316
2022-01-06,253.9599219451836
2022-01-07,253.2703462618961
2022-01-10,258.48142563559264
2022-01-11,255.68237597565025
2022-01-12,260.29923890574946
2022-01-13,255.24707347994834
2022-01-14,248.84340487568625
2022-01-17,243.78906802297425
2022-01-18,256.5146228034526
2022-01-19,257.8564279313523
2022-01-20,252.27542672946757
2022-01-21,251.0761223934329
2022-01-24,250.44978229744382
2022-01-25,249.01355953728947
2022-01-26,244.46486644102956
2022-01-27,245.15182743731626
2022-01-28,239.94054890417567
2022-01-31,246.93692313803416
2022-02-01,240.1750039599934
2022-02-02,245.27601377549487
2022-02-03,251.31710704688882
2022-02-04,255.82228599119742
2022-02-07,256.20657012840485
2022-02-08,263.23573808626287
2022-02-09,262.06536951334516
2022-02-10,256.8027414381152
2022-02-11,262.6403601460915
2022-02-14,262.4476120934011
2022-02-15,264.3981457254232
2022-02-16,259.42453990606026
2022-02-17,268.349489650503
2022-02-18,273.8314650203647
2022-02-21,267.7873478033252
2022-02-22,270.6031178906552
2022-02-23,270.2349807341056
2022-02-24,271.113571663749
2022-02-25,275.4328596977415
2022-02-28,272.313959612989
2022-03-01,271.14952641061944
2022-03-02,274.74322370276843
2022-03-03,269.9251423646069
2022-03-04,264.7399977302868
2022-03-07,268.5700824251574
2022-03-08,282.1521004743792
2022-03-09,285.88898693932043
2022-03-10,286.89719576710763
2022-03-11,284.22550840174085
2022-03-14,282.4750506485119
2022-03-15,281.03948079900823
2022-03-16,281.9947891105338
2022-03-17,293.5713965429344
2022-03-18,293.91073841049507
2022-03-21,291.10423809117333
2022-03-22,288.36523761079184
2022-03-23,291.3853535220886
2022-03-24,283.3280606756234
2022-03-25,275.1732941578389
2022-03-28,273.1408047958537
2022-03-29,262.4117253361035
2022-03-30,259.7733220914559
2022-03-31,258.00139355885443
2022-04-01,250.6215201140265
2022-04-04,255.6451906912776
2022-04-05,242.91267395099285
2022-04-06,248.86930955231117
2022-04-07,242.86167071725666
2022-04-08,240.38494733683874
2022-04-11,235.65689008520545
2022-04-12,238.65998051369826
2022-04-13,232.6526018793222
2022-04-14,227.99293397496322
2022-04-15,222.84864712805194
2022-04-18,223.57713128192623
2022-04-19,225.54935544896006
2022-04-20,228.8644553342188
2022-04-21,222.9229010388405
2022-04-22,217.89969701836176
2022-04-25,217.64583956252383
2022-04-26,218.67080298314988
2022-04-27,227.43584945418831
2022-04-28,233.90920323445798
2022-04-29,232.8522917439637
2022-05-02,228.4887572982197
2022-05-03,218.56176972450834
2022-05-04,215.32611531732417
2022-05-05,215.19581755986704
2022-05-06,216.94807522995848
2022-05-09,212.10418539293156
2022-05-10,209.6677915631605
2022-05-11,212.76837729636216
2022-05-12,213.6545294338319
2022-05-13,211.82496672379557
2022-05-16,209.17425221006627
2022-05-17,219.3770414152657
2022-05-18,221.59620696866145
2022-05-19,215.3552392383172
2022-05-20,214.09492656750857
2022-05-23,212.04894801329178
2022-05-24,207.34748261007095
2022-05-25,214.74398636058527
2022-05-26,209.30418581760227
2022-05-27,211.0247103760978
2022-05-30,214.72851172194078
2022-05-31,215.81359189121804
2022-06-01,221.48246972985376
2022-06-02,219.12840008811625
2022-06-03,214.49797237634382
2022-06-06,215.2101766566557
2022-06-07,219.55882937149565
2022-06-08,216.3429076313278
2022-06-09,221.44916704279368
2022-06-10,219.05780737652793
2022-06-13,215.02269632975802
2022-06-14,217.09001843482716
2022-06-15,218.94203809874253
2022-06-16,216.15843563865064
2022-06-17,209.89270981241356
2022-06-20,204.7687500384179
2022-06-21,205.69707486837726
2022-06-22,206.85058206160366
2022-06-23,204.97583922290698
2022-06-24,202.08707037017263
2022-06-27,195.74114605115403
2022-06-28,193.32067936489906
2022-06-29,190.26850361580912
2022-06-30,184.82031364313667
2022-07-01,180.01473703559088
2022-07-04,178.91935086457866
2022-07-05,176.39263270603897
2022-07-06,174.6321831726021
2022-07-07,168.31702626534377
2022-07-08,175.0517441101724
2022-07-11,175.73677578000363
2022-07-12,177.34605844712684
2022-07-13,173.64363753804764
2022-07-14,172.14620262671042
2022-07-15,171.36460577736054
2022-07-18,169.70812849096623
2022-07-19,164.71820631525134
2022-07-20,165.286017002665
2022-07-21,165.35404141788945
2022-07-22,165.23005264155404
2022-07-25,164.68493922230982
2022-07-26,167.6831028754927
2022-07-27,161.34367536176245
2022-07-28,166.4182118502671
2022-07-29,163.56612009311831
2022-08-01,162.7812042037971
2022-08-02,168.7958260441005
2022-08-03,164.001485657752
2022-08-04,162.92426702600568
2022-08-05,163.26820915438176
2022-08-08,155.9429625159747
2022-08-09,156.4841006649611
2022-08-10,156.59851659038443
2022-08-11,156.17183144099505
2022-08-12,153.24695587821148
2022-08-15,157.92305362845968
2022-08-16,159.3654386860023
2022-08-17,155.08921477482184
2022-08-18,151.731518379854
2022-08-19,148.1473434453741
2022-08-22,148.0556249627254
2022-08-23,145.5532229467158
2022-08-24,147.5479332580267
2022-08-25,146.5026530092646
2022-08-26,144.4418863690997
2022-08-29,139.17048976326845
2022-08-30,138.51141135597896
2022-08-31,145.89942146877056
2022-09-01,149.31489031991364
2022-09-02,150.22989239383747
2022-09-05,150.82069424040665
2022-09-06,146.22141704961183
2022-09-07,147.50506273384357
2022-09-08,145.1044588777093
2022-09-09,149.82159038486213
2022-09-12,153.27758286527865
2022-09-13,151.21394073024385
2022-09-14,151.1224241321434
2022-09-15,147.57380843470403
2022-09-16,144.47069913191237
2022-09-19,142.50593053413706
2022-09-20,140.9282323359995
2022-09-21,137.39046485896148
2022-09-22,133.31050336021633
2022-09-23,134.34068183024897
2022-09-26,134.8776181949758
2022-09-27,131.81136022291997
2022-09-28,126.2651505321499
2022-09-29,123.82338291159473
2022-09-30,124.60140620391759
2022-10-03,124.42257382245333
2022-10-04,123.62206147929128
2022-10-05,122.11469986987878
2022-10-06,125.00793222507998
2022-10-07,125.09102968886523
2022-10-10,130.36849531847093
2022-10-11,134.14519550126442
2022-10-12,136.7135520693357
2022-10-13,139.1123642816237
2022-10-14,138.04996299676046
2022-10-17,134.86834239935274
2022-10-18,134.49614136001637
2022-10-19,130.41526865548425
2022-10-20,130.58768454863775
2022-10-21,133.29908466134987
2022-10-24,132.73203552960427
2022-10-25,135.42509198720586
2022-10-26,135.42583626863447
2022-10-27,136.28380308895683
2022-10-28,135.1498015771013
2022-10-31,136.19659547077256
2022-11-01,139.3527108717772
2022-11-02,141.550175846153
2022-11-03,142.82138117968674
2022-11-04,143.6632516298204
2022-11-07,142.57618199379255
2022-11-08,145.19626340038477
2022-11-09,142.3523790604406
2022-11-10,139.7892127624856
2022-11-11,137.9166427423568
2022-11-14,134.72403518461604
2022-11-15,137.4678414483696
2022-11-16,137.15080660178563
2022-11-17,138.25596895355866
2022-11-18,136.27602155552333
2022-11-21,139.84975254670576
2022-11-22,137.66357920590448
2022-11-23,139.64081833133343
2022-11-24,138.96685363920162
2022-11-25,143.75876810037775
2022-11-28,144.6276384248418
2022-11-29,141.47841580037937
2022-11-30,142.8507518908046
2022-12-01,140.83301431204808
2022-12-02,144.5321243715941
2022-12-05,146.25169143059725
2022-12-06,140.7450670995836
2022-12-07,141.8374172542358
2022-12-08,143.00620172601944
2022-12-09,145.59484922368696
2022-12-12,147.38714859610548
2022-12-13,147.77054679990383
2022-12-14,150.72816996432155
2022-12-15,153.00216185719358
2022-12-16,151.46887915976674
2022-12-19,149.31982702168338
2022-12-20,152.64418644747133
2022-12-21,154.39265182380154
2022-12-22,154.94644434936953
2022-12-23,157.85912760752143
2022-12-26,157.18458989062742
2022-12-27,158.2694905889797
2022-12-28,155.554243710353
2022-12-29,150.65910791473618
2022-12-30,144.96581095015932
2023-01-02,146.25297969535205
2023-01-03,140.85767287394876
2023-01-04,139.32079386644986
2023-01-05,142.57224715094716
2023-01-06,143.47802170643072
2023-01-09,141.3237111273519
2023-01-10,135.64945632592688
2023-01-11,134.2970680745896
2023-01-12,136.35476634505886
2023-01-13,138.1622253967556
2023-01-16,138.47761469889784
2023-01-17,140.07216346493985
2023-01-18,147.27279119349777
2023-01-19,149.7771549569758
2023-01-20,152.38466657425008
2023-01-23,157.0834026073103
2023-01-24,155.16968033087454
2023-01-25,152.3488546237163
2023-01-26,148.56470729610209
2023-01-27,143.35019122483425
2023-01-30,141.41599903962677
2023-01-31,145.33316503311383
2023-02-01,147.17656489246846
2023-02-02,150.6439623399642
2023-02-03,155.8215336813118
2023-02-06,153.00480793144604
2023-02-07,153.9844978645153
2023-02-08,154.61689929545935
2023-02-09,150.0620772657998
2023-02-10,151.99172448882356
2023-02-13,146.55440103428248
2023-02-14,144.49137344201108
2023-02-15,140.4435327266332
2023-02-16,140.2004231313439
2023-02-17,139.3136986584596
2023-02-20,133.21104835910893
2023-02-21,136.2291717722679
2023-02-22,135.45883476003723
2023-02-23,140.53041224786207
2023-02-24,144.25861861730613
2023-02-27,142.73839340047178
2023-02-28,143.76019029503976
2023-03-01,146.43552239826386
2023-03-02,146.89065490713242
2023-03-03,147.69316861426717
2023-03-06,146.30667602145328
2023-03-07,143.35424806174518
2023-03-08,143.59894463704677
2023-03-09,144.91106665925093
2023-03-10,141.2471517565333
2023-03-13,145.72182029588961
2023-03-14,148.76243788875257
2023-03-15,145.8503943306771
2023-03-16,141.1279330526343
2023-03-17,138.80401326273724
2023-03-20,136.91078346455984
2023-03-21,137.20952662126646
2023-03-22,137.80412729679253
2023-03-23,136.67080352432868
2023-03-24,134.8239439190948
2023-03-27,135.27068177877996
2023-03-28,130.8847152493986
2023-03-29,130.09403786640405
2023-03-30,130.6760104639443
2023-03-31,132.61834160975434
2023-04-03,137.59046583415073
2023-04-04,138.10937656219744
2023-04-05,138.59704080244524
2023-04-06,141.67976355469975
2023-04-07,141.03646139926636
2023-04-10,140.5773457508448
2023-04-11,140.73296878595403
2023-04-12,138.46987378507467
2023-04-13,136.82893735301295
2023-04-14,136.20471210108536
2023-04-17,138.75338329695163
2023-04-18,139.75400948904468
2023-04-19,137.3144780732831
2023-04-20,141.1195702202059
2023-04-21,141.89843016166773
2023-04-24,141.93252233904408
2023-04-25,141.21338004321996
2023-04-26,143.07916178113612
2023-04-27,141.63253659792016
2023-04-28,146.84212072342132
2023-05-01,146.94440359928518
2023-05-02,147.5314656525568
2023-05-03,151.28327711828473
2023-05-04,154.14039249003707
2023-05-05,158.6359479455002
2023-05-08,159.84248646285943
2023-05-09,154.92266885805185
2023-05-10,153.50515289014348
2023-05-11,156.12084554892994
2023-05-12,153.40732494224943
2023-05-15,151.13391889347724
2023-05-16,149.69997684940577
2023-05-17,151.00169004413604
2023-05-18,150.92080448207247
2023-05-19,151.5297679373102
2023-05-22,148.49581593309992
2023-05-23,143.9906887534759
2023-05-24,144.45847300911535
2023-05-25,143.62937653766392
2023-05-26,142.31673774541764
2023-05-29,139.7593518395519
2023-05-30,136.5248949450045
2023-05-31,134.00491182564855
2023-06-01,129.11638895251193
2023-06-02,127.52564192659965
2023-06-05,126.38426768379655
2023-06-06,127.47127032362722
2023-06-07,129.10049179813566
2023-06-08,131.73793384659763
2023-06-09,130.84012494474956
2023-06-12,136.35328097533716
2023-06-13,138.28607235587023
2023-06-14,136.05924273574703
2023-06-15,133.18151938136688
2023-06-16,132.7339302209856
2023-06-19,131.89251347268856
2023-06-20,134.9281541031203
2023-06-21,135.1934152795289
2023-06-22,135.53553456198802
2023-06-23,133.9445154100099
2023-06-26,134.7483266608099
2023-06-27,132.96181022881552
2023-06-28,135.9131921877444
2023-06-29,133.29459130609723
2023-06-30,134.99209437209387
2023-07-03,133.23718213025705
2023-07-04,132.00158077102154
2023-07-05,132.35979641761585
2023-07-06,131.3636160078656
2023-07-07,135.87690047430502
2023-07-10,135.15588710739829
2023-07-11,134.5803133541267
2023-07-12,136.01247573662945
2023-07-13,135.12207120912257
2023-07-14,138.06922101599514
2023-07-17,136.70281599837776
2023-07-18,138.9076731883015
2023-07-19,141.72889165581122
2023-07-20,140.71567410943007
2023-07-21,140.3365455559908
2023-07-24,139.17764050219236
2023-07-25,143.19257532055673
2023-07-26,147.13749146477164
2023-07-27,145.28855732501336
2023-07-28,148.09428086959116
2023-07-31,153.02434853101994
