Date,PH
2020-05-28,223.03234022369293
2020-05-29,218.1337571870864
2020-06-01,227.78552781701467
2020-06-02,227.37891428031455
2020-06-03,229.52196594887903
2020-06-04,235.54929795123897
2020-06-05,240.18728370266712
2020-06-08,237.41535675152744
2020-06-09,233.24350831421228
2020-06-10,230.46249775521318
2020-06-11,233.71874091463363
2020-06-12,227.5602219957292
2020-06-15,223.90600874020245
2020-06-16,228.05284592603314
2020-06-17,232.36720969190915
2020-06-18,236.1385450262919
2020-06-19,234.02141123363012
2020-06-22,233.6127180774022
2020-06-23,241.06845001505437
2020-06-24,247.66015330164706
2020-06-25,239.82039764331145
2020-06-26,239.64281077216805
2020-06-29,247.81418248500074
2020-06-30,246.0605343800767
2020-07-01,249.14684415681515
2020-07-02,244.34873337046693
2020-07-03,240.5639521120237
2020-07-06,244.83242241628002
2020-07-07,239.02928289827597
2020-07-08,236.98930592669495
2020-07-09,236.53909659744622
2020-07-10,238.53220942705286
2020-07-13,236.47926936343822
2020-07-14,234.90109455012845
2020-07-15,230.76134315743772
2020-07-16,231.4533992290868
2020-07-17,232.36230601277805
2020-07-20,233.40743540096787
2020-07-21,235.21353578903725
2020-07-22,232.38576389549777
2020-07-23,238.14147588181743
2020-07-24,244.1634691055129
2020-07-27,247.89245423878594
2020-07-28,244.39957734646646
2020-07-29,242.0948776436327
2020-07-30,243.0579857942828
2020-07-31,243.66274039274973
2020-08-03,233.03707851033266
2020-08-04,238.08457375996753
2020-08-05,241.99115035470442
2020-08-06,251.9511531823614
2020-08-07,247.2080552326941
2020-08-10,251.82166120245725
2020-08-11,248.0789911402974
2020-08-12,244.0747105327497
2020-08-13,245.65453303001053
2020-08-14,241.84816383860579
2020-08-17,242.34840837276397
2020-08-18,246.67306780545414
2020-08-19,247.48382852879396
2020-08-20,252.58775026263626
2020-08-21,248.5456545684957
2020-08-24,244.8011162571735
2020-08-25,249.77899734870024
2020-08-26,250.63582831976476
2020-08-27,244.21760735083438
2020-08-28,244.46035888056738
2020-08-31,244.36958735170163
2020-09-01,236.88213878566282
2020-09-02,233.4104098572622
2020-09-03,236.14215365685
2020-09-04,238.37920644015307
2020-09-07,233.09834618916227
2020-09-08,237.72954175122754
2020-09-09,237.59171764797875
2020-09-10,234.0237358121965
2020-09-11,231.6248591081456
2020-09-14,231.79735452708593
2020-09-15,234.66001111285397
2020-09-16,240.4887983266837
2020-09-17,236.51579609368787
2020-09-18,231.9677894950056
2020-09-21,238.69744536577454
2020-09-22,244.11283350638973
2020-09-23,248.2392142068511
2020-09-24,248.0922054241227
2020-09-25,250.4051458155796
2020-09-28,248.87653350114792
2020-09-29,255.66228261312844
2020-09-30,260.7177818448706
2020-10-01,252.3165042257942
2020-10-02,255.99089018620157
2020-10-05,252.46127052359057
2020-10-06,248.27528233654508
2020-10-07,243.0679343278241
2020-10-08,238.97120562067644
2020-10-09,244.11049703996483
2020-10-12,241.19296694798447
2020-10-13,242.95627738505732
2020-10-14,242.7578204551215
2020-10-15,238.5620763376646
2020-10-16,234.05759944394242
2020-10-19,233.23095075831867
2020-10-20,228.4928280040865
2020-10-21,229.2074390064872
2020-10-22,230.22303201665085
2020-10-23,230.39358349457004
2020-10-26,237.59575690642836
2020-10-27,240.7386865058194
2020-10-28,244.83579070080725
2020-10-29,243.03150589117638
2020-10-30,249.99897591320868
2020-11-02,251.1367587823402
2020-11-03,256.54766722509686
2020-11-04,261.08872174706283
2020-11-05,257.5942429344937
2020-11-06,248.26699258437708
2020-11-09,258.42520001911953
2020-11-10,247.71549011932163
2020-11-11,245.80934202082415
2020-11-12,244.68072922366287
2020-11-13,247.26231415148243
2020-11-16,248.88544953302844
2020-11-17,247.77054965079788
2020-11-18,248.94855769660978
2020-11-19,243.1152356870103
2020-11-20,246.92193840269456
2020-11-23,245.85651493321785
2020-11-24,242.93918004357872
2020-11-25,239.7816947647861
2020-11-26,236.97030647815333
2020-11-27,238.15185875969382
2020-11-30,242.76990639658558
2020-12-01,242.89049460861528
2020-12-02,238.0723129355765
2020-12-03,238.07749971831822
2020-12-04,234.3813325042132
2020-12-07,236.3781476553331
2020-12-08,239.04603313631637
2020-12-09,243.6327378984881
2020-12-10,246.26481941154327
2020-12-11,241.0542479246169
2020-12-14,233.21115203103702
2020-12-15,227.91963386452286
2020-12-16,233.6621739910194
2020-12-17,228.18193960249062
2020-12-18,230.58672817564442
2020-12-21,220.68929112724572
2020-12-22,220.6559346871485
2020-12-23,219.00482522095274
2020-12-24,218.0310476833826
2020-12-25,221.03498231887892
2020-12-28,220.08429664149565
2020-12-29,219.79747539337376
2020-12-30,218.54099305297407
2020-12-31,220.79602259893807
2021-01-01,214.35363314424384
2021-01-04,210.3050599855294
2021-01-05,215.83703606689448
2021-01-06,224.8504411737634
2021-01-07,221.7584458475267
2021-01-08,219.63349623213418
2021-01-11,214.98718501384036
2021-01-12,223.37183556006332
2021-01-13,226.84681841611743
2021-01-14,228.04325600887933
2021-01-15,224.3134015524906
2021-01-18,226.25558668276307
2021-01-19,233.69552908053652
2021-01-20,229.31364576506607
2021-01-21,229.44121216225528
2021-01-22,234.1447129069616
2021-01-25,241.54880956080115
2021-01-26,245.14749502781385
2021-01-27,244.33729670640474
2021-01-28,246.3999391265773
2021-01-29,251.0002700062501
2021-02-01,255.5847477039058
2021-02-02,249.38869099210663
2021-02-03,253.98210126284852
2021-02-04,256.3701180472198
2021-02-05,260.9748469848842
2021-02-08,262.8288811745907
2021-02-09,254.71309595301784
2021-02-10,247.69766634156056
2021-02-11,248.11747046784862
2021-02-12,250.41151385718058
2021-02-15,251.3914774253735
2021-02-16,250.7652167097619
2021-02-17,258.800233302904
2021-02-18,251.10853100786318
2021-02-19,251.48601385285187
2021-02-22,251.43824738885775
2021-02-23,262.02476565303675
2021-02-24,262.1477088181676
2021-02-25,269.80024265968746
2021-02-26,269.44881809154504
2021-03-01,265.20717753755724
2021-03-02,264.22203989657925
2021-03-03,267.6020106664753
2021-03-04,271.4922030087762
2021-03-05,269.8181418281991
2021-03-08,272.4390518173346
2021-03-09,273.3673887726953
2021-03-10,271.93595208583594
2021-03-11,272.72914624812427
2021-03-12,276.2347276063657
2021-03-15,280.5957243268276
2021-03-16,279.61070286890185
2021-03-17,276.2199435284335
2021-03-18,279.9047252326467
2021-03-19,282.7915481631834
2021-03-22,286.31793055604356
2021-03-23,285.4602480400278
2021-03-24,280.99020517950567
2021-03-25,282.82884086241603
2021-03-26,277.6760589879782
2021-03-29,271.3599698250667
2021-03-30,268.5271838298025
2021-03-31,265.8744393194033
2021-04-01,266.5016044858823
2021-04-02,266.51329279244976
2021-04-05,266.98956546235996
2021-04-06,273.49896983130066
2021-04-07,269.12409138483343
2021-04-08,273.3828287892433
2021-04-09,272.46075034811616
2021-04-12,268.7437332659074
2021-04-13,275.26470057496454
2021-04-14,270.40405221068
2021-04-15,267.5964720146586
2021-04-16,268.91502637184414
2021-04-19,268.3903139413059
2021-04-20,281.7994269139888
2021-04-21,284.33712290479633
2021-04-22,292.8449874314948
2021-04-23,290.58536583443856
2021-04-26,289.79087818150623
2021-04-27,281.46187277415044
2021-04-28,286.68508620880647
2021-04-29,289.54022374327144
2021-04-30,284.2854466777695
2021-05-03,286.8240841894621
2021-05-04,288.3498214377909
2021-05-05,290.71586445033813
2021-05-06,291.5252596289404
2021-05-07,285.93977304385373
2021-05-10,288.5650616594366
2021-05-11,282.3283510968748
2021-05-12,278.98870214470185
2021-05-13,268.5242248070086
2021-05-14,257.6228565210661
2021-05-17,256.0346918605161
2021-05-18,244.58623288959
2021-05-19,242.85996352536003
2021-05-20,242.61239606689944
2021-05-21,245.18478172440047
2021-05-24,242.57953389519892
2021-05-25,235.1822163521611
2021-05-26,231.74341812519344
2021-05-27,233.1112391707819
2021-05-28,234.2254073976476
2021-05-31,235.8166686709076
2021-06-01,234.435844382297
2021-06-02,238.91492530334986
2021-06-03,243.65645561579996
2021-06-04,237.78270048550036
2021-06-07,238.0856408446143
2021-06-08,239.88205226469236
2021-06-09,238.63547716861225
2021-06-10,238.98459078214034
2021-06-11,232.13280759353353
2021-06-14,235.47555770851739
2021-06-15,238.60998095317441
2021-06-16,240.99275744286524
2021-06-17,235.97953269024686
2021-06-18,237.7931139933141
2021-06-21,241.25424889581458
2021-06-22,241.77527845957053
2021-06-23,239.94590311980326
2021-06-24,237.60721234499172
2021-06-25,237.86439729368735
2021-06-28,238.27089527249754
2021-06-29,234.79677871802912
2021-06-30,232.29391225390896
2021-07-01,234.5640032798887
2021-07-02,234.29152127121623
2021-07-05,230.84658456938348
2021-07-06,234.4221282104153
2021-07-07,234.97052691392918
2021-07-08,240.69753268568675
2021-07-09,239.66347644014618
2021-07-12,236.65262407314142
2021-07-13,231.94256006511375
2021-07-14,240.456680101851
2021-07-15,240.6892752237936
2021-07-16,239.6635360516099
2021-07-19,233.43111645656808
2021-07-20,227.7167362046949
2021-07-21,228.59260902145093
2021-07-22,222.0951545987746
2021-07-23,220.28870606490395
2021-07-26,224.76125533303605
2021-07-27,232.6603282614618
2021-07-28,230.91050880209067
2021-07-29,230.69958202217947
2021-07-30,228.50642337552287
2021-08-02,229.6946990580348
2021-08-03,236.19655952381518
2021-08-04,233.46771137148352
2021-08-05,231.58042771101876
2021-08-06,232.86411015884028
2021-08-09,224.91091445265835
2021-08-10,225.17032924549179
2021-08-11,225.80202734735852
2021-08-12,233.1159004304887
2021-08-13,237.8894416607227
2021-08-16,232.1740536216541
2021-08-17,223.7368517230788
2021-08-18,226.97856604738973
2021-08-19,223.24751613413272
2021-08-20,226.72769097912467
2021-08-23,227.96726902277524
2021-08-24,228.30256773569687
2021-08-25,219.90753773555008
2021-08-26,219.55688248901598
2021-08-27,224.40271546217707
2021-08-30,225.859396941118
2021-08-31,228.27159440963834
2021-09-01,229.6224819445856
2021-09-02,226.31756468541403
2021-09-03,235.17761574779882
2021-09-06,247.13141764475495
2021-09-07,251.95803035398248
2021-09-08,258.03798016921604
2021-09-09,255.75314619210403
2021-09-10,253.59943157439145
2021-09-13,252.91686457330292
2021-09-14,258.23523842151155
2021-09-15,261.4474000100979
2021-09-16,264.68772118130283
2021-09-17,256.4112583410847
2021-09-20,258.69805240203294
2021-09-21,259.00942302217504
2021-09-22,255.50115644881242
2021-09-23,261.71906568447264
2021-09-24,257.18715933968474
2021-09-27,251.38312174321075
2021-09-28,263.259101989028
2021-09-29,265.68777257404844
2021-09-30,264.2844021750774
2021-10-01,271.072967573479
2021-10-04,269.2469238822982
2021-10-05,271.7127746137111
2021-10-06,277.4918923911085
2021-10-07,277.10275673422325
2021-10-08,267.3662657969156
2021-10-11,258.5201103156526
2021-10-12,262.7027071906938
2021-10-13,263.0780278508211
2021-10-14,271.6866331674433
2021-10-15,273.457286917949
2021-10-18,276.09898076154616
2021-10-19,269.80670356064894
2021-10-20,267.0933246491856
2021-10-21,259.8985952741318
2021-10-22,256.26224597708233
2021-10-25,252.66111172278272
2021-10-26,253.8965860245675
2021-10-27,258.3510802794373
2021-10-28,258.7243912267611
2021-10-29,259.8755787637062
2021-11-01,252.63687593417671
2021-11-02,256.1319076871773
2021-11-03,252.38043372677436
2021-11-04,257.42772334213976
2021-11-05,257.70355058899264
2021-11-08,257.92410669032114
2021-11-09,254.4697077217938
2021-11-10,251.53074611198144
2021-11-11,254.57372652725226
2021-11-12,252.93803837113967
2021-11-15,253.9979437910148
2021-11-16,250.92465315629013
2021-11-17,255.19568538045903
2021-11-18,252.7842970343366
2021-11-19,252.27665650694792
2021-11-22,255.45780673714387
2021-11-23,260.46660060073253
2021-11-24,264.15745831742987
2021-11-25,270.46702765379575
2021-11-26,268.6986935899927
2021-11-29,277.88671159179927
2021-11-30,279.218323715716
2021-12-01,286.04567936789823
2021-12-02,288.3537791654409
2021-12-03,295.59426264511103
2021-12-06,290.36563160656925
2021-12-07,289.2126838518485
2021-12-08,298.31338911812327
2021-12-09,294.02383636507017
2021-12-10,291.07230868716243
2021-12-13,289.88072437322285
2021-12-14,295.3856473294196
2021-12-15,292.19086562948434
2021-12-16,295.02077247159576
2021-12-17,294.49497934231425
2021-12-20,299.0115254670232
2021-12-21,299.35914722365686
2021-12-22,308.7873322208775
2021-12-23,311.54420379311273
2021-12-24,302.55385456436255
2021-12-27,305.4398936691886
2021-12-28,302.58384266936184
2021-12-29,310.35178630536785
2021-12-30,307.0839369785079
2021-12-31,305.8354184556275
2022-01-03,299.4550443123033
2022-01-04,312.3427489738412
2022-01-05,315.52758324290585
2022-01-06,312.35577341742135
2022-01-07,311.21741999534686
2022-01-10,308.2396491240981
2022-01-11,314.7240974853028
2022-01-12,315.90643713470956
2022-01-13,317.04413155941825
2022-01-14,310.17134021621007
2022-01-17,316.65907331905834
2022-01-18,312.27966305775726
2022-01-19,310.33359916263987
2022-01-20,307.2534258453959
2022-01-21,311.1481644298192
2022-01-24,309.77189064888483
2022-01-25,296.4087380342684
2022-01-26,287.09624345452954
2022-01-27,296.50308239867894
2022-01-28,298.99963153080176
2022-01-31,302.4936463856336
2022-02-01,308.26621241042045
2022-02-02,311.13455287026886
2022-02-03,304.0507935363747
2022-02-04,305.2520297129247
2022-02-07,305.5140582336308
2022-02-08,304.6648055702367
2022-02-09,307.4222298150039
2022-02-10,308.4974700317968
2022-02-11,311.06590587431003
2022-02-14,308.50820037058196
2022-02-15,294.46187560859477
2022-02-16,301.37914766299747
2022-02-17,297.75509604823304
2022-02-18,299.39614439874924
2022-02-21,309.86352871967443
2022-02-22,312.2808883584538
2022-02-23,312.7695616368785
2022-02-24,304.9823462053862
2022-02-25,302.2859786866508
2022-02-28,295.8839298941153
2022-03-01,294.0779881722783
2022-03-02,305.2837114912126
2022-03-03,302.97411080691813
2022-03-04,301.89735818511434
2022-03-07,294.4312310172753
2022-03-08,298.1288437235972
2022-03-09,304.5097387192599
2022-03-10,307.63756414791214
2022-03-11,306.6240061576011
2022-03-14,309.81977030495426
2022-03-15,306.5496922175723
2022-03-16,310.61978343160206
2022-03-17,313.84162717649525
2022-03-18,315.1410449937579
2022-03-21,318.70100732972116
2022-03-22,324.2827101627851
2022-03-23,323.72347961286226
2022-03-24,322.48899767093695
2022-03-25,329.97704609476585
2022-03-28,335.79415369351807
2022-03-29,343.8733530939823
2022-03-30,348.6832486809001
2022-03-31,336.38694072388904
2022-04-01,339.99886866874346
2022-04-04,352.616354186192
2022-04-05,345.33992285875604
2022-04-06,345.4626815819805
2022-04-07,349.95516807614416
2022-04-08,360.3559405779005
2022-04-11,361.88028955377973
2022-04-12,363.67893553906214
2022-04-13,362.38114454768834
2022-04-14,372.34873823640027
2022-04-15,380.70567150964575
2022-04-18,367.1148739954687
2022-04-19,360.904653027375
2022-04-20,358.19368903730594
2022-04-21,368.3836122104774
2022-04-22,359.72036629307416
2022-04-25,368.00917248843575
2022-04-26,358.8256333030629
2022-04-27,363.4988016804487
2022-04-28,360.8534523749912
2022-04-29,360.7038667009991
2022-05-02,352.78681936588805
2022-05-03,350.19464465508173
2022-05-04,360.69497440550384
2022-05-05,363.2103009611587
2022-05-06,364.5555867243483
2022-05-09,366.6458273548749
2022-05-10,378.8986526555042
2022-05-11,377.9609446055046
2022-05-12,388.48781714445244
2022-05-13,384.1608016856782
2022-05-16,386.8477905304428
2022-05-17,385.22008320084296
2022-05-18,383.5663192870462
2022-05-19,392.6677956267075
2022-05-20,394.86271931815884
2022-05-23,405.3715262692813
2022-05-24,407.43535088742544
2022-05-25,396.93711937034124
2022-05-26,389.53513629588025
2022-05-27,384.0883422436367
2022-05-30,376.8918801073099
2022-05-31,382.93129112440346
2022-06-01,374.8094762962683
2022-06-02,369.9833975074721
2022-06-03,375.84094869927804
2022-06-06,382.2124240335264
2022-06-07,376.6107880948364
2022-06-08,391.0865080035833
2022-06-09,385.32268723564425
2022-06-10,382.9184965299731
2022-06-13,380.67369148952616
2022-06-14,378.2962902452685
2022-06-15,381.7004665289219
2022-06-16,392.99083331535394
2022-06-17,388.5625173687658
2022-06-20,390.9735104967676
2022-06-21,383.1599552065247
2022-06-22,377.687902741133
2022-06-23,379.7615461840845
2022-06-24,373.8669238596406
2022-06-27,360.7820672895155
2022-06-28,339.616725387709
2022-06-29,344.90992263631097
2022-06-30,349.2759641984741
2022-07-01,344.75676763992806
2022-07-04,336.8881867548117
2022-07-05,337.24794215359776
2022-07-06,333.31373769703896
2022-07-07,330.87973560067076
2022-07-08,330.2926771641696
2022-07-11,327.9903706164855
2022-07-12,332.0233998826579
2022-07-13,334.8507221230676
2022-07-14,339.6638555911848
2022-07-15,338.48841089789937
2022-07-18,333.8631845831962
2022-07-19,341.7436229410284
2022-07-20,343.8914056348642
2022-07-21,334.65650353873264
2022-07-22,333.20254157017297
2022-07-25,328.28364522521156
2022-07-26,326.6825522304003
2022-07-27,324.95609604729214
2022-07-28,321.4958505139133
2022-07-29,330.4944141597319
2022-08-01,323.8098367272213
2022-08-02,320.17652274390275
2022-08-03,321.43303095269874
2022-08-04,318.3297267173172
2022-08-05,312.8974162882701
2022-08-08,311.14065215420277
2022-08-09,305.32107053440444
2022-08-10,294.0094332917339
2022-08-11,298.5263983044953
2022-08-12,303.82241466063584
2022-08-15,306.2184557512376
2022-08-16,311.41763092959116
2022-08-17,308.6881388546248
2022-08-18,305.73660602147214
2022-08-19,297.3266452966667
2022-08-22,300.84450054318586
2022-08-23,308.40088839244436
2022-08-24,320.54558008874113
2022-08-25,331.0340178046094
2022-08-26,324.49772174082716
2022-08-29,324.2152004710818
2022-08-30,332.60777850368964
2022-08-31,337.18520073964567
2022-09-01,339.48093225269105
2022-09-02,338.0037085295859
2022-09-05,336.2908517768207
2022-09-06,338.14135899734856
2022-09-07,346.25646044296417
2022-09-08,341.1173007999204
2022-09-09,348.5094383364985
2022-09-12,332.67481463233565
2022-09-13,336.2295165872647
2022-09-14,334.689207740073
2022-09-15,326.4573048016655
2022-09-16,331.1231899595434
2022-09-19,331.93047143846735
2022-09-20,335.62857724111075
2022-09-21,332.740957740602
2022-09-22,333.67744762491475
2022-09-23,321.14280131222074
2022-09-26,319.45589507993174
2022-09-27,321.2740414150768
2022-09-28,318.23978345319944
2022-09-29,320.6608229664798
2022-09-30,324.03284145643056
2022-10-03,321.32506142113937
2022-10-04,322.1951186762967
2022-10-05,318.0084217558212
2022-10-06,315.03575427234074
2022-10-07,318.35328799193104
2022-10-10,325.9246429409386
2022-10-11,321.0929528396863
2022-10-12,328.5731707056234
2022-10-13,332.9646834427066
2022-10-14,339.0826659038983
2022-10-17,340.1999259345964
2022-10-18,336.6504333864237
2022-10-19,353.0206346867437
2022-10-20,359.3450769062889
2022-10-21,368.849933287798
2022-10-24,377.34735014885257
2022-10-25,373.25365290027986
2022-10-26,374.4998013690263
2022-10-27,372.2048180405934
2022-10-28,369.8235121108523
2022-10-31,379.6321626365527
2022-11-01,392.761576169353
2022-11-02,382.1944269204366
2022-11-03,366.03119864643963
2022-11-04,382.5623572783608
2022-11-07,367.5921340068266
2022-11-08,371.73940592630976
2022-11-09,364.5975573444405
2022-11-10,376.0121575782045
2022-11-11,380.95394282852675
2022-11-14,374.4472316829905
2022-11-15,369.2472652069266
2022-11-16,356.3389891221911
2022-11-17,352.9646741595694
2022-11-18,362.23999253084384
2022-11-21,354.14760872902855
2022-11-22,359.47998532753087
2022-11-23,345.115577957369
2022-11-24,360.3462313603291
2022-11-25,371.6991750805772
2022-11-28,367.23521603843346
2022-11-29,363.65111945155434
2022-11-30,358.27751239811045
2022-12-01,361.59858467999334
2022-12-02,362.84984722624745
2022-12-05,358.7666352921578
2022-12-06,349.15392959025723
2022-12-07,351.6216369074507
2022-12-08,342.4154188659373
2022-12-09,343.8343373524913
2022-12-12,354.15163738088995
2022-12-13,343.2759761611989
2022-12-14,341.85602684706527
2022-12-15,337.60452358477824
2022-12-16,338.4434577357109
2022-12-19,335.05335678037807
2022-12-20,338.054013718293
2022-12-21,340.77522777957705
2022-12-22,334.905810704643
2022-12-23,336.6571303214112
2022-12-26,333.99840230845126
2022-12-27,337.8629234518978
2022-12-28,345.81068202028314
2022-12-29,359.6969352247076
2022-12-30,369.6569935113037
2023-01-02,360.20318540141204
2023-01-03,358.15528442885784
2023-01-04,359.9204531594892
2023-01-05,354.5319845753032
2023-01-06,353.3346167580807
2023-01-09,351.86324893691227
2023-01-10,357.0557542878009
2023-01-11,367.7168683537699
2023-01-12,359.8444547652094
2023-01-13,364.53102429579
2023-01-16,374.24921682995046
2023-01-17,379.0112102228422
2023-01-18,381.76713555472287
2023-01-19,376.4247145232006
2023-01-20,380.7559659354752
2023-01-23,394.9586016218807
2023-01-24,392.3595438688224
2023-01-25,387.04834121287394
2023-01-26,392.7194109752858
2023-01-27,393.41290996745903
2023-01-30,390.0923562224252
2023-01-31,384.961621733235
2023-02-01,378.102349880526
2023-02-02,380.96902156192726
2023-02-03,390.57079232438025
2023-02-06,384.21950063225086
2023-02-07,393.0936019457503
2023-02-08,408.88156435735374
2023-02-09,407.80056897863506
2023-02-10,405.07866750430367
2023-02-13,397.15286438174076
2023-02-14,394.34680945247305
2023-02-15,412.41575240532586
2023-02-16,410.95749851911626
2023-02-17,410.26317331266495
2023-02-20,411.7039915075991
2023-02-21,414.6410756245019
2023-02-22,422.4005156056033
2023-02-23,422.6236755189942
2023-02-24,424.80010731249195
2023-02-27,433.48128560876836
2023-02-28,421.02923323716317
2023-03-01,424.7082741122188
2023-03-02,415.03222587820215
2023-03-03,415.9629741951899
2023-03-06,413.91803194016643
2023-03-07,412.9364427661585
2023-03-08,433.2986871880777
2023-03-09,432.7705448333911
2023-03-10,417.88485141952543
2023-03-13,423.99604114479763
2023-03-14,422.3827829406781
2023-03-15,421.7091350862334
2023-03-16,422.73944978375835
2023-03-17,429.53586904998417
2023-03-20,428.984512255399
2023-03-21,440.1849448739385
2023-03-22,434.6284920600815
2023-03-23,426.0507004199314
2023-03-24,435.29611801626703
2023-03-27,445.00143148422404
2023-03-28,446.31447213687585
2023-03-29,460.4282730507067
2023-03-30,455.2823463683418
2023-03-31,468.0926624152378
2023-04-03,466.944737358301
2023-04-04,464.53098430412535
2023-04-05,457.9058504025314
2023-04-06,458.6153844779197
2023-04-07,462.86991137102586
2023-04-10,484.268127167134
2023-04-11,473.75836008386955
2023-04-12,481.60227711901626
2023-04-13,483.8461242658602
2023-04-14,488.81770517363617
2023-04-17,488.16198189817953
2023-04-18,482.61113550090363
2023-04-19,501.33723429154765
2023-04-20,479.3132108015238
2023-04-21,494.64107677420344
2023-04-24,503.79662957616637
2023-04-25,506.3943836221336
2023-04-26,500.551053948364
2023-04-27,494.80416110711144
2023-04-28,492.2643120783326
2023-05-01,496.4411350871723
2023-05-02,477.9539034453387
2023-05-03,478.9925077035796
2023-05-04,492.6487471758114
2023-05-05,498.4986953334044
2023-05-08,504.67835260621246
2023-05-09,505.6135836208471
2023-05-10,507.6325733757215
2023-05-11,502.43688261115256
2023-05-12,499.1441825503474
2023-05-15,499.0360483511893
2023-05-16,488.6109843746066
2023-05-17,470.8405285773211
2023-05-18,485.0704046588638
2023-05-19,477.4567593601867
2023-05-22,462.32990092419027
2023-05-23,462.58071629719586
2023-05-24,458.76939376195236
2023-05-25,452.40520987534825
2023-05-26,453.5965122725192
2023-05-29,459.87339522310475
2023-05-30,457.83517385668574
2023-05-31,463.1708991941414
2023-06-01,462.39268658198597
2023-06-02,455.6255337824863
2023-06-05,455.6394074948918
2023-06-06,436.22871438496844
2023-06-07,422.25748968109536
2023-06-08,433.3335029326268
2023-06-09,444.4327059072538
2023-06-12,435.37424993890033
2023-06-13,440.9558368368269
2023-06-14,439.9702052159097
2023-06-15,431.5071020213564
2023-06-16,437.33733782885326
2023-06-19,437.0276341610283
2023-06-20,449.4159760626791
2023-06-21,448.062849909756
2023-06-22,449.5375711812993
2023-06-23,445.0000013212893
2023-06-26,432.77587207994605
2023-06-27,437.70855536239753
2023-06-28,429.630604909513
2023-06-29,425.20075438266883
2023-06-30,429.8554247776488
2023-07-03,439.3097352877876
2023-07-04,448.18703225466294
2023-07-05,452.8687563942883
2023-07-06,470.4695492512168
2023-07-07,462.7226434758231
2023-07-10,449.92334842825505
2023-07-11,449.1611775924969
2023-07-12,444.3996563741273
2023-07-13,432.4057991901237
2023-07-14,435.3329003045405
2023-07-17,457.7518795413954
2023-07-18,456.9212953623598
2023-07-19,455.0729961351659
2023-07-20,450.5831162685088
2023-07-21,445.0804909728436
2023-07-24,440.2153075077541
2023-07-25,439.4890802201333
2023-07-26,439.201305237321
2023-07-27,432.6672763524588
2023-07-28,438.8918323421451
2023-07-31,437.6662287050017
