Date,MET
2020-08-06,671.7599289193417
2020-08-07,668.37648480733
2020-08-10,684.0516137215523
2020-08-11,684.9620370913195
2020-08-12,659.1980726453808
2020-08-13,660.7172063760613
2020-08-14,665.3320569209208
2020-08-17,662.7789329382025
2020-08-18,655.4861957996935
2020-08-19,662.569367949785
2020-08-20,654.1880745308985
2020-08-21,641.4570975997798
2020-08-24,640.6083102965279
2020-08-25,648.9836483852425
2020-08-26,667.9585755322396
2020-08-27,660.4983294238591
2020-08-28,649.5939962503023
2020-08-31,657.2348617471473
2020-09-01,664.917453863396
2020-09-02,660.772720031823
2020-09-03,666.5705252939315
2020-09-04,657.4805300107655
2020-09-07,674.6122346094123
2020-09-08,679.7296298470955
2020-09-09,680.1673562174358
2020-09-10,667.2807709368242
2020-09-11,678.2358724614386
2020-09-14,670.8607846092015
2020-09-15,662.3257633597143
2020-09-16,671.7782292092996
2020-09-17,666.7658955837447
2020-09-18,681.9650061645934
2020-09-21,693.2100643964671
2020-09-22,692.7328775779224
2020-09-23,676.2247525312685
2020-09-24,685.4425712452474
2020-09-25,680.3030920788188
2020-09-28,696.6196303818978
2020-09-29,704.5925466799744
2020-09-30,697.6617823989332
2020-10-01,695.5864233105077
2020-10-02,693.2093099787871
2020-10-05,671.5081461512552
2020-10-06,675.4854661099534
2020-10-07,669.8801915191061
2020-10-08,676.7854018310404
2020-10-09,687.8763206641494
2020-10-12,710.5414012534728
2020-10-13,718.0945277574428
2020-10-14,722.6901011935579
2020-10-15,728.871294794537
2020-10-16,744.8273429587796
2020-10-19,753.8980318329676
2020-10-20,758.3369730285244
2020-10-21,763.8937463632484
2020-10-22,742.0855818958606
2020-10-23,746.0784301381804
2020-10-26,742.117018502263
2020-10-27,763.5468783218613
2020-10-28,767.8972610186012
2020-10-29,779.9884281266643
2020-10-30,752.2393312831422
2020-11-02,754.8094549193315
2020-11-03,765.5958503194378
2020-11-04,755.0690431804203
2020-11-05,749.2881956707386
2020-11-06,748.3035879741882
2020-11-09,745.4351744659431
2020-11-10,769.6768615923437
2020-11-11,749.5161160311815
2020-11-12,744.899416995708
2020-11-13,746.4377854361688
2020-11-16,750.6031675398008
2020-11-17,748.7782016710578
2020-11-18,751.0166140303224
2020-11-19,749.4361376079734
2020-11-20,743.3319094329926
2020-11-23,761.176024120708
2020-11-24,770.1466209325382
2020-11-25,750.8378637771142
2020-11-26,758.5809610159347
2020-11-27,747.2136926335611
2020-11-30,753.9146380752785
2020-12-01,749.2164543223743
2020-12-02,750.3103346205851
2020-12-03,741.3124474443489
2020-12-04,740.9279021323613
2020-12-07,744.6528876318254
2020-12-08,748.9737051644141
2020-12-09,748.3431881337607
2020-12-10,770.5664250865811
2020-12-11,752.7286619255747
2020-12-14,732.2660704658811
2020-12-15,718.3593571645075
2020-12-16,728.8333486284164
2020-12-17,740.1834995627382
2020-12-18,731.5085149329082
2020-12-21,740.3348865392277
2020-12-22,752.3201500459604
2020-12-23,760.575504813417
2020-12-24,775.2640893416263
2020-12-25,784.1522890122294
2020-12-28,774.5887501334721
2020-12-29,760.2783770136062
2020-12-30,770.5560541984526
2020-12-31,768.9469460786191
2021-01-01,751.912854028119
2021-01-04,742.2625300117111
2021-01-05,733.1679238116204
2021-01-06,727.1632418040576
2021-01-07,709.6518122414569
2021-01-08,706.6192549664697
2021-01-11,706.878249824128
2021-01-12,698.9225068781122
2021-01-13,700.7937047415192
2021-01-14,707.9816996897981
2021-01-15,720.2617676689139
2021-01-18,697.9362801243672
2021-01-19,705.2122467978406
2021-01-20,712.808160691456
2021-01-21,719.9645543040723
2021-01-22,734.7755373115648
2021-01-25,730.6746094485337
2021-01-26,731.19362752093
2021-01-27,738.9251492598089
2021-01-28,748.2837910659396
2021-01-29,734.7939738694364
2021-02-01,751.029036940923
2021-02-02,756.3096634111901
2021-02-03,772.7356504288017
2021-02-04,807.942295690973
2021-02-05,808.2678779975954
2021-02-08,794.9784584708095
2021-02-09,792.1505367233993
2021-02-10,791.4646495670983
2021-02-11,798.1050966019918
2021-02-12,815.4388412161829
2021-02-15,821.408285555839
2021-02-16,812.4476575711676
2021-02-17,817.901620173449
2021-02-18,809.1701552503434
2021-02-19,814.0077405121502
2021-02-22,800.0609288176331
2021-02-23,815.8303871527249
2021-02-24,805.9860295089643
2021-02-25,799.8077751049302
2021-02-26,811.9785257996842
2021-03-01,831.8735671874015
2021-03-02,851.7530161454811
2021-03-03,828.0596243354219
2021-03-04,819.2882570593863
2021-03-05,818.6884011888949
2021-03-08,823.6634125048082
2021-03-09,840.9414868987762
2021-03-10,849.9917452325734
2021-03-11,842.7719941688438
2021-03-12,858.5871679164442
2021-03-15,868.7687008886131
2021-03-16,857.9383340469032
2021-03-17,871.6970013722279
2021-03-18,867.4857111657141
2021-03-19,865.5951216245393
2021-03-22,863.8436732858058
2021-03-23,884.323491054451
2021-03-24,884.3024543538974
2021-03-25,889.2423402886761
2021-03-26,896.1837543825384
2021-03-29,910.8290335238885
2021-03-30,914.1945304917376
2021-03-31,932.1208755279489
2021-04-01,950.1021472806092
2021-04-02,942.7150396255855
2021-04-05,947.9098394683286
2021-04-06,931.2274335354282
2021-04-07,937.7322419274012
2021-04-08,931.2511845513869
2021-04-09,938.270026689333
2021-04-12,922.0635654986469
2021-04-13,903.7210811365376
2021-04-14,925.0917487344302
2021-04-15,912.6088867640594
2021-04-16,926.01645432101
2021-04-19,933.3929765807956
2021-04-20,929.8192851000003
2021-04-21,921.1106946800298
2021-04-22,915.4092824776849
2021-04-23,925.6995813911091
2021-04-26,913.0465416717861
2021-04-27,925.3007035974408
2021-04-28,924.6088638531437
2021-04-29,947.539847728885
2021-04-30,933.5328036280783
2021-05-03,932.8163863041391
2021-05-04,909.5366487497798
2021-05-05,892.2814724873142
2021-05-06,916.1587446462688
2021-05-07,917.5912951475825
2021-05-10,907.1818990560098
2021-05-11,891.4903975006699
2021-05-12,890.7825762098694
2021-05-13,886.1551558735976
2021-05-14,872.0524598731325
2021-05-17,862.5370414098714
2021-05-18,851.7079032377648
2021-05-19,836.3427119394744
2021-05-20,828.3364537329066
2021-05-21,830.9541830623848
2021-05-24,826.8268789970888
2021-05-25,789.3820796990561
2021-05-26,795.716838125949
2021-05-27,798.1349569174054
2021-05-28,769.9338017480669
2021-05-31,752.7657549324998
2021-06-01,764.2177923354734
2021-06-02,760.5475460944126
2021-06-03,767.0144994231838
2021-06-04,757.8502976764493
2021-06-07,747.2887305828123
2021-06-08,741.3922760273429
2021-06-09,741.6325595632435
2021-06-10,745.7747941077286
2021-06-11,745.511444477208
2021-06-14,744.7940473583685
2021-06-15,736.787238793986
2021-06-16,751.2755114416469
2021-06-17,753.3705411030701
2021-06-18,757.2046900196282
2021-06-21,756.2784759422921
2021-06-22,764.7768844553242
2021-06-23,770.4386798471617
2021-06-24,758.7672428889131
2021-06-25,773.6838821824325
2021-06-28,770.739986013424
2021-06-29,770.0451085169129
2021-06-30,772.6138430707873
2021-07-01,779.8376002579572
2021-07-02,777.477509495689
2021-07-05,783.597627084411
2021-07-06,788.9792103843592
2021-07-07,810.8223159394969
2021-07-08,802.5858969402238
2021-07-09,825.5069726823276
2021-07-12,839.3690224299804
2021-07-13,832.2224301324097
2021-07-14,804.608572856781
2021-07-15,809.7864494554617
2021-07-16,789.1915846222024
2021-07-19,797.277018508934
2021-07-20,811.8646973930709
2021-07-21,815.0076799088024
2021-07-22,802.9408573002954
2021-07-23,788.95986283067
2021-07-26,789.4769740391308
2021-07-27,795.6873024218688
2021-07-28,795.7391914454383
2021-07-29,785.2010670982498
2021-07-30,793.6791052977311
2021-08-02,793.4468386807522
2021-08-03,802.7319374926172
2021-08-04,813.1652076144209
2021-08-05,803.8726179320704
2021-08-06,815.3396053466523
2021-08-09,823.7267354793339
2021-08-10,833.3238886315947
2021-08-11,820.8814992568604
2021-08-12,832.3306973757659
2021-08-13,838.9084416168662
2021-08-16,824.9715127309589
2021-08-17,833.9856117903144
2021-08-18,840.0557834206934
2021-08-19,860.4712519164268
2021-08-20,883.7886193542673
2021-08-23,866.5985050573894
2021-08-24,861.6024294141877
2021-08-25,868.9569881551652
2021-08-26,893.6576052876459
2021-08-27,877.2970733568634
2021-08-30,903.9656684625463
2021-08-31,934.4020965424208
2021-09-01,941.2859895885663
2021-09-02,940.170160779726
2021-09-03,934.5030312317854
2021-09-06,936.4181545929415
2021-09-07,935.3384411220524
2021-09-08,941.1780125500951
2021-09-09,958.9127073940413
2021-09-10,951.4028296346828
2021-09-13,964.1295150675018
2021-09-14,960.7067562885318
2021-09-15,958.698673023938
2021-09-16,963.6066654869842
2021-09-17,981.0895114992505
2021-09-20,995.3420558575098
2021-09-21,1001.0633124613246
2021-09-22,1006.2287420940897
2021-09-23,1011.3128998834416
2021-09-24,991.3422416222015
2021-09-27,987.2123211980323
2021-09-28,975.6471556568089
2021-09-29,978.8927208534908
2021-09-30,961.1388423384575
2021-10-01,952.4779810807108
2021-10-04,930.9248204847349
2021-10-05,931.5686138877642
2021-10-06,929.9564252829872
2021-10-07,930.9518966401225
2021-10-08,914.4341121461931
2021-10-11,910.9795688652666
2021-10-12,904.6915131785544
2021-10-13,899.9828574168399
2021-10-14,880.562969932165
2021-10-15,862.3960217478858
2021-10-18,840.2711699065795
2021-10-19,857.0384990564778
2021-10-20,859.2586150222771
2021-10-21,881.6288054841616
2021-10-22,869.66834954365
2021-10-25,858.3911685032464
2021-10-26,852.8346209255341
2021-10-27,829.1641081866862
2021-10-28,855.0737553872823
2021-10-29,842.2416798116672
2021-11-01,862.3584827370112
2021-11-02,865.2853773738943
2021-11-03,867.9753249901589
2021-11-04,869.1275660432034
2021-11-05,857.2711708358364
2021-11-08,843.1028354106551
2021-11-09,826.0794339917975
2021-11-10,810.3407906539054
2021-11-11,809.8094441381712
2021-11-12,813.073772745594
2021-11-15,816.3079835091578
2021-11-16,825.8762543061091
2021-11-17,838.9399342149138
2021-11-18,861.3339434276148
2021-11-19,849.7410134990157
2021-11-22,848.0897152883772
2021-11-23,838.749193368138
2021-11-24,830.7751930651348
2021-11-25,832.3911617541671
2021-11-26,859.0042763811521
2021-11-29,855.9051825876452
2021-11-30,863.1117336310477
2021-12-01,855.65251604391
2021-12-02,862.6467289746339
2021-12-03,848.4082693898007
2021-12-06,867.3327198017225
2021-12-07,869.6794694626128
2021-12-08,867.9527203192289
2021-12-09,872.5675872227922
2021-12-10,863.5358270404672
2021-12-13,862.7904192189004
2021-12-14,841.5637004639987
2021-12-15,823.7430141369867
2021-12-16,835.5697696771764
2021-12-17,844.1668962537858
2021-12-20,834.5820121653088
2021-12-21,831.9609556646941
2021-12-22,841.1991593032642
2021-12-23,843.0421114868374
2021-12-24,838.4496157406132
2021-12-27,845.0403519667291
2021-12-28,851.957162628672
2021-12-29,853.7908054309885
2021-12-30,874.0350875369928
2021-12-31,879.4563218427265
2022-01-03,871.0651532553934
2022-01-04,857.3583332897703
2022-01-05,849.557110584167
2022-01-06,850.0105564252103
2022-01-07,862.5432979837565
2022-01-10,858.3397921729959
2022-01-11,852.0134622802981
2022-01-12,876.7587858442278
2022-01-13,889.0082069594667
2022-01-14,880.6184635592983
2022-01-17,903.6171442301453
2022-01-18,887.7702817150025
2022-01-19,888.1249042480464
2022-01-20,888.4255336836851
2022-01-21,896.0591632823352
2022-01-24,881.3140979580347
2022-01-25,902.1170076108954
2022-01-26,885.245665132373
2022-01-27,892.0815556314419
2022-01-28,883.0096254062822
2022-01-31,886.6332215474908
2022-02-01,886.3723339632314
2022-02-02,860.0751205552461
2022-02-03,849.5794342992349
2022-02-04,835.7265371798902
2022-02-07,837.6981097705514
2022-02-08,822.6795442267022
2022-02-09,818.1909597631118
2022-02-10,822.8212411754891
2022-02-11,820.3095383400134
2022-02-14,821.4394008808916
2022-02-15,822.2672754915724
2022-02-16,799.931280725729
2022-02-17,802.2481248427716
2022-02-18,796.7294862756509
2022-02-21,783.2671272168922
2022-02-22,799.6496175018004
2022-02-23,795.5171944708433
2022-02-24,812.0861285812648
2022-02-25,795.31459113284
2022-02-28,801.6996577114363
2022-03-01,782.2429170257791
2022-03-02,764.4281339371533
2022-03-03,769.6185571139181
2022-03-04,783.570406064873
2022-03-07,762.355459391738
2022-03-08,770.601956292881
2022-03-09,765.3163266484072
2022-03-10,752.7214094023459
2022-03-11,762.3668981495165
2022-03-14,761.4341845875302
2022-03-15,763.8686345353872
2022-03-16,756.7250011572536
2022-03-17,769.1557604859285
2022-03-18,759.9276389607824
2022-03-21,745.6388705342899
2022-03-22,745.7212232113944
2022-03-23,752.270615785914
2022-03-24,739.25472170035
2022-03-25,741.9534226946912
2022-03-28,762.0002415272925
2022-03-29,776.1344570170138
2022-03-30,760.9386284962854
2022-03-31,751.2770212545578
2022-04-01,756.1052229475144
2022-04-04,752.4028404935978
2022-04-05,748.6690188776178
2022-04-06,762.0976867213737
2022-04-07,755.7093917625475
2022-04-08,761.7795414069948
2022-04-11,754.3039876031007
2022-04-12,746.0818440917044
2022-04-13,745.6477140859317
2022-04-14,765.4145472670042
2022-04-15,761.5838478173973
2022-04-18,761.7501321477657
2022-04-19,767.7736957994629
2022-04-20,749.1043504414346
2022-04-21,754.473593217186
2022-04-22,753.0252103775085
2022-04-25,723.6856391942117
2022-04-26,723.544339094812
2022-04-27,719.3696748004796
2022-04-28,716.66707847885
2022-04-29,715.1950337798942
2022-05-02,728.2511665116629
2022-05-03,721.6956328037486
2022-05-04,725.4312532587732
2022-05-05,724.1206516794592
2022-05-06,738.7827513895975
2022-05-09,725.7344276055236
2022-05-10,715.2088136880241
2022-05-11,745.9814349875886
2022-05-12,742.7901905817138
2022-05-13,739.0405073383927
2022-05-16,727.9921311685823
2022-05-17,728.257326836629
2022-05-18,722.7119990664482
2022-05-19,731.7762994947361
2022-05-20,756.0948039408621
2022-05-23,762.6665118843338
2022-05-24,756.1431960343285
2022-05-25,783.0257863516404
2022-05-26,788.5142732883545
2022-05-27,788.0450876304802
2022-05-30,790.8324675642037
2022-05-31,800.8387225495006
2022-06-01,788.7386890558641
2022-06-02,785.2818458695943
2022-06-03,775.4584502986982
2022-06-06,761.3598090452714
2022-06-07,775.7211426602366
2022-06-08,785.7859847095754
2022-06-09,785.5756835592215
2022-06-10,798.651900889368
2022-06-13,787.5932605574664
2022-06-14,797.415927817531
2022-06-15,790.1403877215466
2022-06-16,776.4639842064258
2022-06-17,774.0546391458473
2022-06-20,804.3605446077913
2022-06-21,787.3041387570049
2022-06-22,788.1872293064238
2022-06-23,790.0725357504449
2022-06-24,781.5511730701201
2022-06-27,794.5917485483328
2022-06-28,784.1503809130355
2022-06-29,790.1754547407204
2022-06-30,818.754087617566
2022-07-01,800.452604260699
2022-07-04,798.8860808757454
2022-07-05,795.2228972991707
2022-07-06,792.1890041960763
2022-07-07,776.502071947581
2022-07-08,767.7318341383657
2022-07-11,773.5868280958252
2022-07-12,767.4585839314515
2022-07-13,765.907146146948
2022-07-14,758.2100842256576
2022-07-15,764.3745353300803
2022-07-18,752.707619659399
2022-07-19,755.2370343169677
2022-07-20,756.8952545141544
2022-07-21,759.0395594435812
2022-07-22,745.842272446207
2022-07-25,743.8970739654358
2022-07-26,736.3380277366946
2022-07-27,725.1131613534081
2022-07-28,713.712558309196
2022-07-29,713.7555356541568
2022-08-01,704.9769495756964
2022-08-02,704.5059145467615
2022-08-03,699.2794469799873
2022-08-04,686.2656277036775
2022-08-05,674.1249663946897
2022-08-08,682.1149015648382
2022-08-09,689.7307328182403
2022-08-10,687.5862267568576
2022-08-11,693.7988325107713
2022-08-12,697.0433331707096
2022-08-15,694.3303341399966
2022-08-16,715.9668154090975
2022-08-17,710.5258731565639
2022-08-18,726.0678940821484
2022-08-19,718.5740368638001
2022-08-22,716.192162686443
2022-08-23,735.9442408034326
2022-08-24,735.8329413745507
2022-08-25,744.0470965512586
2022-08-26,748.6275837585997
2022-08-29,775.5089696358988
2022-08-30,786.7744517418952
2022-08-31,793.5758953352846
2022-09-01,788.5794245797667
2022-09-02,803.6062590636096
2022-09-05,824.1227340387514
2022-09-06,815.6609153545888
2022-09-07,825.5972311440156
2022-09-08,813.1059138473273
2022-09-09,815.9566367598769
2022-09-12,808.1684884975114
2022-09-13,804.8834351466987
2022-09-14,790.5027791471107
2022-09-15,794.7164523900029
2022-09-16,804.7692394571804
2022-09-19,788.6971154804239
2022-09-20,790.2993154338191
2022-09-21,810.1271886465621
2022-09-22,790.9981544661762
2022-09-23,789.2906755586948
2022-09-26,780.29235462409
2022-09-27,778.4508632439763
2022-09-28,784.9172495369245
2022-09-29,780.8114051595835
2022-09-30,776.482549727791
2022-10-03,785.0518035962583
2022-10-04,772.1917206075319
2022-10-05,776.1293744126185
2022-10-06,762.6780717991618
2022-10-07,766.9334895790556
2022-10-10,752.8948519394061
2022-10-11,756.7389267367432
2022-10-12,760.366613062868
2022-10-13,749.0765598412743
2022-10-14,746.4921106977572
2022-10-17,746.9003622551811
2022-10-18,739.0641518201036
2022-10-19,721.6605545547121
2022-10-20,722.8976714342095
2022-10-21,721.872681868641
2022-10-24,708.8968951568036
2022-10-25,710.3560304455219
2022-10-26,705.8560791125782
2022-10-27,720.3844275395381
2022-10-28,723.2313177485673
2022-10-31,738.2122582594467
2022-11-01,743.5011275743467
2022-11-02,728.0608956904242
2022-11-03,733.8346463522079
2022-11-04,714.2564704192578
2022-11-07,719.2477975427944
2022-11-08,713.3385412209262
2022-11-09,706.1519029190082
2022-11-10,690.9610043029556
2022-11-11,672.2304323176573
2022-11-14,661.3256698403766
2022-11-15,661.9339768309708
2022-11-16,659.5547905868863
2022-11-17,649.466151554784
2022-11-18,642.7575488491552
2022-11-21,651.7195776431289
2022-11-22,650.7254430918014
2022-11-23,642.981731682664
2022-11-24,633.3397949434931
2022-11-25,639.4940842066518
2022-11-28,640.0159094245365
2022-11-29,626.5239162671502
2022-11-30,648.0239313608678
2022-12-01,643.713859861997
2022-12-02,644.7528522318062
2022-12-05,656.6485117228256
2022-12-06,658.584794343219
2022-12-07,648.5981213949937
2022-12-08,643.6123347037212
2022-12-09,635.7201518555114
2022-12-12,624.2387528325523
2022-12-13,636.3418782113633
2022-12-14,649.6525288089231
2022-12-15,650.9854411326079
2022-12-16,643.6055457503097
2022-12-19,646.8011062664315
2022-12-20,647.6959343687038
2022-12-21,634.6025441313691
2022-12-22,634.3534193089334
2022-12-23,640.915908527479
2022-12-26,646.832558394825
2022-12-27,653.1033066053558
2022-12-28,663.5488682458629
2022-12-29,656.800318475743
2022-12-30,648.0506717574443
2023-01-02,646.7315250370585
2023-01-03,640.3516533163961
2023-01-04,654.4323795587385
2023-01-05,642.3017985805272
2023-01-06,635.9075496449109
2023-01-09,630.7118238229474
2023-01-10,640.7176531866132
2023-01-11,644.7003434680563
2023-01-12,652.4531451651486
2023-01-13,665.0926383220069
2023-01-16,655.7566352893416
2023-01-17,645.7857031348801
2023-01-18,643.1111851704923
2023-01-19,637.2551633193546
2023-01-20,631.4276748671282
2023-01-23,625.9859778650474
2023-01-24,624.3559064970146
2023-01-25,634.0173262110425
2023-01-26,636.3163958527472
2023-01-27,643.6443180738218
2023-01-30,640.4138926059526
2023-01-31,633.4705202747627
2023-02-01,628.6705454076352
2023-02-02,629.5880249320542
2023-02-03,629.7486384604985
2023-02-06,624.7215225437182
2023-02-07,624.4572406235387
2023-02-08,611.9522494901827
2023-02-09,629.2723779393687
2023-02-10,621.6915418263029
2023-02-13,626.7700581875911
2023-02-14,628.7933368068815
2023-02-15,622.5985786973
2023-02-16,614.626857187492
2023-02-17,634.3426921326954
2023-02-20,639.5365117601683
2023-02-21,626.7066547035994
2023-02-22,625.9981408797343
2023-02-23,631.9454380432729
2023-02-24,635.5967717925423
2023-02-27,632.0822092604514
2023-02-28,639.4910999768222
2023-03-01,647.3260424260912
2023-03-02,646.3421417745518
2023-03-03,645.7877685367656
2023-03-06,646.1406970401
2023-03-07,640.995537924553
2023-03-08,651.4194018807596
2023-03-09,650.3606287472358
2023-03-10,651.0782805978585
2023-03-13,668.4971925134073
2023-03-14,655.8464138092002
2023-03-15,663.1006783054279
2023-03-16,686.4954275268423
2023-03-17,685.1753087408933
2023-03-20,689.3484187658779
2023-03-21,678.5050836823962
2023-03-22,668.4550885025268
2023-03-23,679.2178415734202
2023-03-24,680.3617875381561
2023-03-27,698.379584092438
2023-03-28,681.1651131342904
2023-03-29,696.4132280535159
2023-03-30,689.1394430267842
2023-03-31,691.7806031525955
2023-04-03,684.744684541185
2023-04-04,689.9205744795141
2023-04-05,688.7110111885911
2023-04-06,700.846347451605
2023-04-07,712.7019401010177
2023-04-10,709.2047612178428
2023-04-11,696.2177832471108
2023-04-12,712.801125471713
2023-04-13,710.71609389716
2023-04-14,714.0501820527844
2023-04-17,736.7523878275542
2023-04-18,732.1302393386474
2023-04-19,743.9112168509121
2023-04-20,755.5337557728161
2023-04-21,735.7408298502733
2023-04-24,724.1804127298781
2023-04-25,731.8024751733789
2023-04-26,738.1601567488864
2023-04-27,743.0629296431551
2023-04-28,738.5351583072345
2023-05-01,735.9639994887921
2023-05-02,735.2612109996247
2023-05-03,723.852483510968
2023-05-04,724.8461103125034
2023-05-05,712.6436230817674
2023-05-08,719.2307262984025
2023-05-09,703.0392328792107
2023-05-10,714.6691779065234
2023-05-11,698.7401045908772
2023-05-12,689.4664779352598
2023-05-15,680.7955935984919
2023-05-16,704.052812751873
2023-05-17,714.6388814347287
2023-05-18,711.0168911522293
2023-05-19,715.602677561145
2023-05-22,707.7303106156186
2023-05-23,701.7996429952432
2023-05-24,690.5785049137803
2023-05-25,692.3839072058862
2023-05-26,686.3316713204446
2023-05-29,685.8244839539489
2023-05-30,683.8453786478656
2023-05-31,667.6576347100005
2023-06-01,681.841204423922
2023-06-02,693.3983126053175
2023-06-05,690.1309958664452
2023-06-06,685.770998387772
2023-06-07,686.2431750769742
2023-06-08,672.360426280606
2023-06-09,675.2438992210203
2023-06-12,672.1680831813579
2023-06-13,669.7302965861851
2023-06-14,654.1189225482613
2023-06-15,660.0585713250891
2023-06-16,655.9494841738391
2023-06-19,638.666601110199
2023-06-20,630.0529914528735
2023-06-21,624.0133791217341
2023-06-22,618.9529931093721
2023-06-23,615.8552124612371
2023-06-26,610.533088861143
2023-06-27,622.3010022440765
2023-06-28,619.6656790357173
2023-06-29,624.8833200994399
2023-06-30,623.8171644772693
2023-07-03,642.8663588029564
2023-07-04,655.976304018542
2023-07-05,641.3267645446286
2023-07-06,662.339864386499
2023-07-07,666.5696220905916
2023-07-10,671.2128254615134
2023-07-11,674.8024588007193
2023-07-12,668.3962792111572
2023-07-13,677.5302797679443
2023-07-14,659.9629080307312
2023-07-17,668.357484254922
2023-07-18,682.4144103728052
2023-07-19,690.5715217763073
2023-07-20,707.2619501514823
2023-07-21,696.9738083578637
2023-07-24,696.375402047316
2023-07-25,697.2721928908686
2023-07-26,709.9582810228015
2023-07-27,700.3472793523486
2023-07-28,692.5150089354191
2023-07-31,665.3612310023285
2023-08-01,665.7340822228671
2023-08-02,676.5881766736386
2023-08-03,692.943327230192
2023-08-04,678.152980157412
2023-08-07,681.5388400259002
