Date,COP
2020-12-29,241.1980729105426
2020-12-30,236.4434683079523
2020-12-31,231.36549474935418
2021-01-01,229.04408959082903
2021-01-04,232.2615401295831
2021-01-05,233.12185340497598
2021-01-06,225.50911745271853
2021-01-07,221.46882193437776
2021-01-08,229.2571097016607
2021-01-11,227.95677135084497
2021-01-12,229.84985847114592
2021-01-13,233.89303051178663
2021-01-14,227.7328731647218
2021-01-15,232.9743703241952
2021-01-18,230.14460661411988
2021-01-19,227.70129251199205
2021-01-20,225.31494422743086
2021-01-21,224.8752234483856
2021-01-22,225.35449426515365
2021-01-25,226.99900618492907
2021-01-26,227.78420052614905
2021-01-27,228.08719000993375
2021-01-28,224.70149252302156
2021-01-29,220.09627395085334
2021-02-01,214.6461757470962
2021-02-02,211.02131364271932
2021-02-03,211.74783934182923
2021-02-04,208.43937624047246
2021-02-05,212.89066057715186
2021-02-08,209.4286407946638
2021-02-09,210.00180203748116
2021-02-10,210.37739782779323
2021-02-11,214.1935460605631
2021-02-12,210.25364984773313
2021-02-15,206.21100834151417
2021-02-16,203.46161298100074
2021-02-17,203.53616165434656
2021-02-18,202.75018038458927
2021-02-19,202.19199386680822
2021-02-22,200.14693271254455
2021-02-23,200.97397568376482
2021-02-24,202.68549069203368
2021-02-25,208.26313223942918
2021-02-26,207.55049072958732
2021-03-01,210.07006310938004
2021-03-02,210.0332917316589
2021-03-03,204.95413571094736
2021-03-04,208.82764767371395
2021-03-05,212.70921173523695
2021-03-08,212.70276865533117
2021-03-09,213.94372277447823
2021-03-10,214.92262756889735
2021-03-11,218.02937760201178
2021-03-12,214.97225629377317
2021-03-15,218.92740654504766
2021-03-16,221.10284122496913
2021-03-17,220.7918700015302
2021-03-18,217.84812067442624
2021-03-19,216.6741513258803
2021-03-22,216.34769663663212
2021-03-23,212.84657699514267
2021-03-24,207.3754456824947
2021-03-25,207.96598419467688
2021-03-26,210.3524141486452
2021-03-29,201.4314121710142
2021-03-30,198.65013612492734
2021-03-31,201.78187230023815
2021-04-01,198.9694317386938
2021-04-02,196.9003987315588
2021-04-05,194.06224065628493
2021-04-06,190.25996017623095
2021-04-07,192.48012742900025
2021-04-08,190.07380394148925
2021-04-09,189.21309072304524
2021-04-12,189.6154768665175
2021-04-13,187.77634095038738
2021-04-14,184.08976164227818
2021-04-15,182.82899289900237
2021-04-16,182.46615202087884
2021-04-19,181.64339302844894
2021-04-20,179.57641805673595
2021-04-21,176.55786735511379
2021-04-22,174.45562942205646
2021-04-23,171.52125865131785
2021-04-26,170.2431665595243
2021-04-27,171.90770231076428
2021-04-28,169.78756061149164
2021-04-29,171.39033387352066
2021-04-30,176.08588051111568
2021-05-03,177.95493838416752
2021-05-04,180.222486271233
2021-05-05,180.96823503876976
2021-05-06,183.18524276065895
2021-05-07,178.94387991613175
2021-05-10,182.15390043879972
2021-05-11,188.29571863649875
2021-05-12,188.9945633085531
2021-05-13,189.65298108790006
2021-05-14,195.4023561430054
2021-05-17,192.1795915151734
2021-05-18,188.4319581163208
2021-05-19,189.57771452961669
2021-05-20,187.22497245577574
2021-05-21,189.43164278965486
2021-05-24,184.5101795125893
2021-05-25,181.54653763334304
2021-05-26,184.0680281268202
2021-05-27,180.05755752548527
2021-05-28,183.83910071730514
2021-05-31,185.1718203972237
2021-06-01,186.70525928324795
2021-06-02,187.4488307098139
2021-06-03,188.05965546943187
2021-06-04,184.36282622967258
2021-06-07,183.4907990675957
2021-06-08,185.8658448210822
2021-06-09,186.02280699264685
2021-06-10,187.14102195895217
2021-06-11,188.7276361739342
2021-06-14,191.55902018370165
2021-06-15,194.6240624249177
2021-06-16,189.50080120236538
2021-06-17,188.8141515151484
2021-06-18,191.4820430484113
2021-06-21,192.24308385235656
2021-06-22,198.56865742479417
2021-06-23,200.59330325385386
2021-06-24,200.58470762617296
2021-06-25,203.48840411833504
2021-06-28,204.24195272336118
2021-06-29,207.4163060892275
2021-06-30,203.1600097054437
2021-07-01,208.43235621584316
2021-07-02,203.32466749909955
2021-07-05,199.7926540327236
2021-07-06,195.14917176058196
2021-07-07,194.92876648958423
2021-07-08,197.32890963151365
2021-07-09,195.1550292489957
2021-07-12,191.323268722479
2021-07-13,190.858690280551
2021-07-14,190.64426848622583
2021-07-15,183.51174108828275
2021-07-16,184.81383525857726
2021-07-19,189.21701180315353
2021-07-20,192.16677754624286
2021-07-21,186.38751677389928
2021-07-22,185.48367066259317
2021-07-23,183.45123312245386
2021-07-26,192.12468565586946
2021-07-27,194.7801217572741
2021-07-28,196.81701058992869
2021-07-29,196.5152826274674
2021-07-30,195.287896620913
2021-08-02,196.87222338295328
2021-08-03,203.50179577156692
2021-08-04,204.346022425538
2021-08-05,201.64952376269585
2021-08-06,198.87296709790397
2021-08-09,200.44632643715977
2021-08-10,203.2554119861127
2021-08-11,200.1369739953245
2021-08-12,199.02901753743623
2021-08-13,196.89840202056894
2021-08-16,198.09063857228227
2021-08-17,194.14920153227973
2021-08-18,192.14282624781313
2021-08-19,190.42881430626457
2021-08-20,187.47613557231665
2021-08-23,189.6127230551338
2021-08-24,192.8029838527167
2021-08-25,196.05705153206551
2021-08-26,192.98736336660576
2021-08-27,194.49538883446687
2021-08-30,188.5801868548707
2021-08-31,187.43462214959175
2021-09-01,188.27049773656108
2021-09-02,189.37031749911264
2021-09-03,195.5353090446674
2021-09-06,191.5598030714023
2021-09-07,187.50392799120942
2021-09-08,188.62388194627812
2021-09-09,188.7548339763036
2021-09-10,188.27325571888932
2021-09-13,185.0177404975059
2021-09-14,185.8110969366351
2021-09-15,186.46706772573367
2021-09-16,187.7502135342963
2021-09-17,184.6595402570276
2021-09-20,185.7424707021489
2021-09-21,191.53744962841105
2021-09-22,191.8553207596769
2021-09-23,190.79266413354236
2021-09-24,185.65988698135254
2021-09-27,182.83607596245625
2021-09-28,186.79455526929422
2021-09-29,191.40138508585605
2021-09-30,188.79117578200095
2021-10-01,193.28655259843367
2021-10-04,190.04606056786406
2021-10-05,194.6496398478757
2021-10-06,194.1614586466819
2021-10-07,192.30630050505582
2021-10-08,199.37932609434858
2021-10-11,195.52663396804326
2021-10-12,191.71940042776387
2021-10-13,194.84867387813503
2021-10-14,192.5707584300717
2021-10-15,188.19478198733637
2021-10-18,187.97687514390788
2021-10-19,189.2459661346309
2021-10-20,190.83094669412037
2021-10-21,197.83476405844914
2021-10-22,197.07468641111112
2021-10-25,197.76688732122312
2021-10-26,198.0725080444851
2021-10-27,195.90102890807486
2021-10-28,195.03749101416682
2021-10-29,190.42808506853618
2021-11-01,190.6071913407458
2021-11-02,189.4939928178945
2021-11-03,188.45601097231574
2021-11-04,188.6104302022131
2021-11-05,190.48169951284794
2021-11-08,195.99269604560078
2021-11-09,197.07140894763427
2021-11-10,197.62531724919785
2021-11-11,194.8395794047971
2021-11-12,191.91854303077886
2021-11-15,189.31657835768485
2021-11-16,189.98683645004948
2021-11-17,196.68814901633678
2021-11-18,203.43077860739538
2021-11-19,203.53702188247004
2021-11-22,199.68323381919132
2021-11-23,203.5325498706855
2021-11-24,203.19187384148236
2021-11-25,203.01125058259413
2021-11-26,208.95858236388943
2021-11-29,210.02447587059274
2021-11-30,217.25725917048672
2021-12-01,216.1994477131406
2021-12-02,209.45884857678908
2021-12-03,206.93553624834146
2021-12-06,207.84088452984614
2021-12-07,211.93445747345444
2021-12-08,207.33904219308724
2021-12-09,209.15017785590197
2021-12-10,209.1974335413483
2021-12-13,209.4248075313213
2021-12-14,209.63140232678867
2021-12-15,204.7724377520259
2021-12-16,213.59633619770196
2021-12-17,211.90111016021373
2021-12-20,219.973349451693
2021-12-21,223.01219624113082
2021-12-22,225.93754880673686
2021-12-23,229.84228288155703
2021-12-24,226.61602712823253
2021-12-27,225.18127277278387
2021-12-28,226.57554621945383
2021-12-29,225.92328419844407
2021-12-30,222.96707960096307
2021-12-31,221.39903505613142
2022-01-03,221.92357961256573
2022-01-04,224.00519562133542
2022-01-05,221.2897464663284
2022-01-06,224.06654106666397
2022-01-07,230.63212699953363
2022-01-10,234.07442711985433
2022-01-11,238.46069176701198
2022-01-12,232.03543118189532
2022-01-13,231.3922513056902
2022-01-14,228.78695348681038
2022-01-17,230.81987281826406
2022-01-18,232.2017476113791
2022-01-19,227.4343071697944
2022-01-20,228.44469029493376
2022-01-21,231.29514712787764
2022-01-24,231.86559137421315
2022-01-25,231.450530977729
2022-01-26,235.68811142505675
2022-01-27,233.66536394085855
2022-01-28,235.44616090208757
2022-01-31,238.77857543201105
2022-02-01,238.97483359713647
2022-02-02,246.96745074716648
2022-02-03,247.90399073394929
2022-02-04,253.90074420881868
2022-02-07,260.3164561902385
2022-02-08,268.4530814055432
2022-02-09,269.0805963967173
2022-02-10,268.5331230881329
2022-02-11,273.58272080341476
2022-02-14,276.1567060671344
2022-02-15,279.44084440897035
2022-02-16,276.13181459374835
2022-02-17,284.5175742980599
2022-02-18,280.6991542671696
2022-02-21,285.66496049826617
2022-02-22,277.6632427767408
2022-02-23,279.2946458044047
2022-02-24,277.94261074396604
2022-02-25,281.1766238582558
2022-02-28,277.73459055970665
2022-03-01,281.5170102585329
2022-03-02,282.70772619087353
2022-03-03,284.40552232679073
2022-03-04,288.47811145707067
2022-03-07,277.8920234273197
2022-03-08,273.64031057609327
2022-03-09,274.1519006735996
2022-03-10,276.7829129034347
2022-03-11,283.64206621159167
2022-03-14,279.5702573357543
2022-03-15,279.50058829610225
2022-03-16,279.25553057650404
2022-03-17,280.7101360124999
2022-03-18,278.2480752154688
2022-03-21,275.6775719803228
2022-03-22,280.3361567989828
2022-03-23,274.22580553659077
2022-03-24,276.5890502147445
2022-03-25,281.0368407125682
2022-03-28,279.66450100678617
2022-03-29,279.4569539157289
2022-03-30,279.89557430486644
2022-03-31,278.35755680183
2022-04-01,267.69879371930557
2022-04-04,266.0376902827836
2022-04-05,267.2737101792322
2022-04-06,269.0836963556597
2022-04-07,269.3892070341794
2022-04-08,270.08271916342153
2022-04-11,277.7076868153121
2022-04-12,276.2946058877343
2022-04-13,283.00376328645905
2022-04-14,279.3128508658076
2022-04-15,283.0995915932027
2022-04-18,277.62096575685354
2022-04-19,272.2326571558465
2022-04-20,267.6481230212562
2022-04-21,266.23581336979066
2022-04-22,254.7982007386261
2022-04-25,255.31380653328853
2022-04-26,250.39008824513687
2022-04-27,256.3865785226326
2022-04-28,252.7650845232188
2022-04-29,251.52267712548257
2022-05-02,248.32000772960626
2022-05-03,250.2656193704742
2022-05-04,248.92305132362446
2022-05-05,246.74650916794045
2022-05-06,242.24114232652707
2022-05-09,233.33368427906512
2022-05-10,232.54825617874897
2022-05-11,233.05464670225547
2022-05-12,230.84637433002402
2022-05-13,225.1209718416457
2022-05-16,227.75353561078214
2022-05-17,222.87615949075092
2022-05-18,221.85873354174763
2022-05-19,225.65125009622182
2022-05-20,223.78426224800646
2022-05-23,220.70534136705592
2022-05-24,219.79741350926193
2022-05-25,219.13426845000413
2022-05-26,221.03060514682542
2022-05-27,225.81696353055284
2022-05-30,229.54843677090543
2022-05-31,231.6449731020974
2022-06-01,232.4542309507638
2022-06-02,232.81318304155587
2022-06-03,233.63855381156085
2022-06-06,230.20247710117908
2022-06-07,235.65831711603568
2022-06-08,246.90475976022702
2022-06-09,245.38898838808458
2022-06-10,248.6399962560699
2022-06-13,245.79665707017776
2022-06-14,248.8973370686852
2022-06-15,249.62730179824706
2022-06-16,251.88924676377937
2022-06-17,253.1062717654742
2022-06-20,255.04307210808045
2022-06-21,255.92446482617768
2022-06-22,249.99921175952576
2022-06-23,248.35739405432687
2022-06-24,244.76138102000343
2022-06-27,246.2182285683091
2022-06-28,249.82580698019828
2022-06-29,254.95035868561587
2022-06-30,255.49892856988393
2022-07-01,255.55796147455237
2022-07-04,257.05949283090837
2022-07-05,256.176109941492
2022-07-06,251.70824544944597
2022-07-07,256.3551535278573
2022-07-08,254.9769004368275
2022-07-11,248.55980958463897
2022-07-12,243.90407897146648
2022-07-13,243.34213373989473
2022-07-14,247.40034963106405
2022-07-15,248.5119733411976
2022-07-18,246.6194401379221
2022-07-19,250.91808445329994
2022-07-20,244.9439176195907
2022-07-21,249.23010395775017
2022-07-22,247.82348410642064
2022-07-25,248.7546657732875
2022-07-26,256.054905127338
2022-07-27,253.64420891357
2022-07-28,251.3901258399266
2022-07-29,251.13611825619986
2022-08-01,249.46612198212821
2022-08-02,252.6442247680527
2022-08-03,256.5525518756187
2022-08-04,257.4503230307412
2022-08-05,256.3341905953307
2022-08-08,251.7771425952697
2022-08-09,248.27123160431395
2022-08-10,239.3981727855458
2022-08-11,244.09108742669278
2022-08-12,244.08245151809263
2022-08-15,243.96667465018635
2022-08-16,241.74768860124658
2022-08-17,253.11952781264338
2022-08-18,251.79479162074793
2022-08-19,250.39442376340767
2022-08-22,248.92488690282264
2022-08-23,245.65740864925996
2022-08-24,249.15379278484633
2022-08-25,252.90910984057788
2022-08-26,257.55252705337006
2022-08-29,261.6603560399835
2022-08-30,259.9019594730065
2022-08-31,262.34065001610753
2022-09-01,269.33810513916745
2022-09-02,263.3240255227882
2022-09-05,260.9968783771439
2022-09-06,263.23687190483184
2022-09-07,266.5126154054116
2022-09-08,268.8653881873638
2022-09-09,268.8940601492596
2022-09-12,261.59755952194797
2022-09-13,260.93449697035635
2022-09-14,259.1134323003086
2022-09-15,254.47662821784854
2022-09-16,255.17224387015074
2022-09-19,259.75831088855153
2022-09-20,260.0188596947742
2022-09-21,258.7175270133124
2022-09-22,258.92620547134425
2022-09-23,256.7748152700576
2022-09-26,260.10743041765363
2022-09-27,263.2268655785811
2022-09-28,265.5236691329434
2022-09-29,268.7408211975664
2022-09-30,269.0571754358141
2022-10-03,264.50231955270976
2022-10-04,262.5973449648974
2022-10-05,266.1361212112004
2022-10-06,261.4080212120747
2022-10-07,262.89389695468674
2022-10-10,264.92604668538866
2022-10-11,266.3174281025955
2022-10-12,265.0498987294516
2022-10-13,261.2223557296894
2022-10-14,259.8701891271705
2022-10-17,268.4529745953814
2022-10-18,264.0540710591994
2022-10-19,265.5218883555412
2022-10-20,254.48476160674596
2022-10-21,252.79586236960873
2022-10-24,244.3070355656826
2022-10-25,254.77611098034913
2022-10-26,258.04365554546496
2022-10-27,254.26807439173768
2022-10-28,259.8401727818846
2022-10-31,255.2074767630194
2022-11-01,257.6090960240612
2022-11-02,261.96549718136146
2022-11-03,262.83657076083654
2022-11-04,269.50564735147793
2022-11-07,268.28434747845733
2022-11-08,273.0478783155456
2022-11-09,278.53322070540287
2022-11-10,286.04490019584244
2022-11-11,280.09027757522415
2022-11-14,274.50603592662753
2022-11-15,272.41225101205526
2022-11-16,271.9052194457667
2022-11-17,271.0569188761096
2022-11-18,274.1233022578725
2022-11-21,276.0901878052763
2022-11-22,266.80925258755605
2022-11-23,275.603852465439
2022-11-24,262.40342239594656
2022-11-25,259.61277827428336
2022-11-28,261.8769206328182
2022-11-29,260.3283445312587
2022-11-30,266.20416595997443
2022-12-01,267.66925577639773
2022-12-02,262.29066216191126
2022-12-05,267.96102907761605
2022-12-06,274.5074946428393
2022-12-07,272.9284400506917
2022-12-08,272.29100945952405
2022-12-09,275.6315187027125
2022-12-12,277.3856976794786
2022-12-13,285.87938800395625
2022-12-14,282.56986342469696
2022-12-15,285.82014435782787
2022-12-16,285.865345514113
2022-12-19,277.3755549349082
2022-12-20,274.9843954765167
2022-12-21,278.3590306247666
2022-12-22,279.19243107887223
2022-12-23,283.0834484264121
2022-12-26,281.69146647038525
2022-12-27,280.11234015819014
2022-12-28,290.04094889449266
2022-12-29,293.78703338004516
2022-12-30,292.69118761071167
2023-01-02,296.597115467874
2023-01-03,291.6639518543415
2023-01-04,297.91972470215745
2023-01-05,297.3044717892743
2023-01-06,301.3155210703647
2023-01-09,302.20607451448416
2023-01-10,302.2411285532754
2023-01-11,298.9750000867407
2023-01-12,304.7640000074397
2023-01-13,311.4999203608323
2023-01-16,315.40922157838713
2023-01-17,324.2533716794839
2023-01-18,321.54671406646304
2023-01-19,321.7529462276232
2023-01-20,316.45761252344437
2023-01-23,321.3785327844925
2023-01-24,320.448079197336
2023-01-25,330.1863727786951
2023-01-26,331.91984540836756
2023-01-27,339.89929858141244
2023-01-30,346.6369982692856
2023-01-31,353.6530174102315
2023-02-01,358.3563654706246
2023-02-02,360.414412711589
2023-02-03,356.93735915205497
2023-02-06,360.28157351112606
2023-02-07,362.2309595481506
2023-02-08,371.499741866815
2023-02-09,371.6327898133803
2023-02-10,374.8410421789122
2023-02-13,375.60935966631735
2023-02-14,376.703769589005
2023-02-15,365.5017814292547
2023-02-16,360.45707929003083
2023-02-17,355.80233049298414
2023-02-20,358.1197026193699
2023-02-21,358.05558041061204
2023-02-22,352.84683644569657
2023-02-23,349.83778726558995
2023-02-24,344.88039228835487
2023-02-27,336.06896094821377
2023-02-28,335.4248046237703
2023-03-01,342.67975341029654
2023-03-02,351.98911432242704
2023-03-03,355.43939002321093
2023-03-06,364.11533752042516
2023-03-07,362.8289521730907
2023-03-08,356.50116006745804
2023-03-09,364.9693196057388
2023-03-10,372.57271081454644
2023-03-13,366.48881993774233
2023-03-14,363.47359046579743
2023-03-15,358.38134769277946
2023-03-16,355.5559525057884
2023-03-17,357.477031905997
2023-03-20,355.69409056602143
2023-03-21,363.19985444808503
2023-03-22,359.1892248197893
2023-03-23,357.3448759720077
2023-03-24,350.56144693792174
2023-03-27,349.46258489858525
2023-03-28,342.2151649088536
2023-03-29,346.93993567861145
2023-03-30,340.4032011412729
2023-03-31,339.77126823773324
2023-04-03,340.3362504348828
2023-04-04,342.57607109447395
2023-04-05,341.56862399938035
2023-04-06,343.80366806002684
2023-04-07,345.74568069226945
2023-04-10,350.9091542494291
2023-04-11,340.0676333582253
2023-04-12,339.2958615854284
2023-04-13,344.7431908793069
2023-04-14,344.8149956867322
2023-04-17,342.99740718370447
2023-04-18,348.28662978343266
2023-04-19,351.61669347961976
2023-04-20,340.7857026910073
2023-04-21,339.50749480788244
2023-04-24,341.4113901210406
2023-04-25,342.3935059467228
2023-04-26,349.83088020657084
2023-04-27,341.6734766152996
2023-04-28,344.52855145273094
2023-05-01,342.7718828913942
2023-05-02,340.4946742365817
2023-05-03,338.112103048381
2023-05-04,340.1879939688127
2023-05-05,340.20649425330987
2023-05-08,348.06703967444736
2023-05-09,345.5063828163121
2023-05-10,352.47921623726717
2023-05-11,351.67396881568817
2023-05-12,351.21722507226207
2023-05-15,366.51156348588887
2023-05-16,367.5378220489923
2023-05-17,382.3435827500206
2023-05-18,385.7034339396803
2023-05-19,387.1649171977874
2023-05-22,393.7736690169311
2023-05-23,403.446390452995
2023-05-24,389.42346165481314
2023-05-25,389.69072939694996
2023-05-26,387.0695056682183
2023-05-29,398.53063406942044
2023-05-30,417.410705438102
2023-05-31,418.11038943506304
2023-06-01,435.3365502539109
2023-06-02,427.7424159783333
2023-06-05,423.9665199584863
2023-06-06,426.93100871821963
2023-06-07,432.74922312158463
2023-06-08,434.2162776921015
2023-06-09,441.6514452471185
2023-06-12,440.1842141482284
2023-06-13,434.16213419652166
2023-06-14,431.7981547135215
2023-06-15,432.6577122107546
2023-06-16,421.05238624636365
2023-06-19,415.03538135047467
2023-06-20,417.3661437199698
2023-06-21,429.9119342422481
2023-06-22,431.5511049903702
2023-06-23,426.6441423313653
2023-06-26,415.99407693418163
2023-06-27,424.16139272671546
2023-06-28,423.5232935008276
2023-06-29,422.1426198035866
2023-06-30,435.5938314665083
2023-07-03,433.54100716670206
2023-07-04,432.816669110183
2023-07-05,442.48936099869195
2023-07-06,448.7708284653442
2023-07-07,440.67235453591184
2023-07-10,451.5711032736985
2023-07-11,458.4598377927799
2023-07-12,455.0326247068229
2023-07-13,449.3913232337009
2023-07-14,442.29063966241046
2023-07-17,444.8524587509693
2023-07-18,449.57519090335467
2023-07-19,453.5084728607508
2023-07-20,458.59496543071185
2023-07-21,462.798630545494
2023-07-24,451.61752398057547
2023-07-25,456.6768192263786
2023-07-26,452.7823456828104
2023-07-27,432.9422509284869
2023-07-28,427.7087384683089
2023-07-31,416.71927095675045
