Date,MO
2020-09-04,103.60688361915665
2020-09-07,106.26846908182718
2020-09-08,104.9947592641371
2020-09-09,103.85130824328971
2020-09-10,102.5842305964758
2020-09-11,100.58942963874401
2020-09-14,99.27322584689642
2020-09-15,98.2203982075434
2020-09-16,97.90467932143086
2020-09-17,98.52544773055618
2020-09-18,97.83436432790371
2020-09-21,100.12853616790292
2020-09-22,99.97940918129089
2020-09-23,99.39416600132125
2020-09-24,98.55861438942962
2020-09-25,95.91786650094667
2020-09-28,94.05993293191581
2020-09-29,94.87586836059266
2020-09-30,95.27751239774959
2020-10-01,92.51445782624847
2020-10-02,89.57237382132391
2020-10-05,88.95436076141938
2020-10-06,89.74870105002358
2020-10-07,94.26240530741487
2020-10-08,94.26130620121768
2020-10-09,96.657482327815
2020-10-12,97.31660948899491
2020-10-13,99.67010900581262
2020-10-14,102.26663371298241
2020-10-15,105.04890132486804
2020-10-16,104.57514979896267
2020-10-19,105.66813037510859
2020-10-20,105.7682837899685
2020-10-21,106.86958755427702
2020-10-22,107.11365101613642
2020-10-23,105.9123914995876
2020-10-26,105.46959553438298
2020-10-27,104.85043409699543
2020-10-28,103.98744316152008
2020-10-29,103.80298140213688
2020-10-30,105.19564245347848
2020-11-02,103.62198757428408
2020-11-03,102.2925830286194
2020-11-04,101.99205194988836
2020-11-05,101.86263580074338
2020-11-06,101.20022126239228
2020-11-09,101.18140093150623
2020-11-10,101.45810231369491
2020-11-11,103.64719077932833
2020-11-12,102.98489249633651
2020-11-13,101.54922825116984
2020-11-16,102.80804238093907
2020-11-17,103.14171425757014
2020-11-18,104.4607359743189
2020-11-19,104.20038854291077
2020-11-20,103.93438552608444
2020-11-23,104.31167326009
2020-11-24,106.82824829468787
2020-11-25,108.08056519680707
2020-11-26,108.51908353860104
2020-11-27,109.87952072724467
2020-11-30,108.10823245878517
2020-12-01,111.52946602149852
2020-12-02,112.81072973256333
2020-12-03,111.44147820250411
2020-12-04,109.33908069197102
2020-12-07,109.56180665033376
2020-12-08,111.24354961523127
2020-12-09,110.2685800267285
2020-12-10,109.15703779746697
2020-12-11,109.30291449389075
2020-12-14,106.05507110453478
2020-12-15,104.22837227719816
2020-12-16,105.8231048798004
2020-12-17,105.44973855564534
2020-12-18,105.56519191493275
2020-12-21,107.38911890101542
2020-12-22,110.085481464278
2020-12-23,109.90287569171878
2020-12-24,107.56111818990252
2020-12-25,104.88459753090044
2020-12-28,103.62691103678537
2020-12-29,104.24007164135864
2020-12-30,104.27307945520072
2020-12-31,102.49930160002526
2021-01-01,102.2221619274624
2021-01-04,102.80586186727949
2021-01-05,104.6551346222629
2021-01-06,106.41020732017456
2021-01-07,104.94006654248146
2021-01-08,102.18765231063398
2021-01-11,103.73184050599328
2021-01-12,105.6187397323639
2021-01-13,105.17333951201539
2021-01-14,104.52580916910279
2021-01-15,104.70834018579815
2021-01-18,103.69625574389894
2021-01-19,103.93570898164113
2021-01-20,104.45412792451842
2021-01-21,104.777634895042
2021-01-22,102.73382260460322
2021-01-25,100.66711949606105
2021-01-26,98.59100468755855
2021-01-27,99.52273242688912
2021-01-28,99.55758140674024
2021-01-29,99.19238710387354
2021-02-01,98.78295648123034
2021-02-02,99.94465668348458
2021-02-03,98.67084293055542
2021-02-04,98.94028180627235
2021-02-05,98.05770137641237
2021-02-08,98.73256412573231
2021-02-09,97.87632093156927
2021-02-10,97.32419967581333
2021-02-11,100.29240937074862
2021-02-12,104.87058645558275
2021-02-15,104.37610739712021
2021-02-16,106.57852221347804
2021-02-17,106.48171307577931
2021-02-18,105.5841496852573
2021-02-19,108.9816342873159
2021-02-22,106.78108021302565
2021-02-23,105.00540214923294
2021-02-24,104.86982715069435
2021-02-25,102.88560437723574
2021-02-26,103.76730929132022
2021-03-01,105.58434253789146
2021-03-02,102.6143255360282
2021-03-03,100.32370346338105
2021-03-04,102.07893532994416
2021-03-05,103.28854404185924
2021-03-08,103.91841136900614
2021-03-09,101.42781741181321
2021-03-10,99.99160250151297
2021-03-11,102.18112484695708
2021-03-12,102.04127509180218
2021-03-15,100.39923715890762
2021-03-16,97.61398871049263
2021-03-17,97.59712544544837
2021-03-18,99.22826449617074
2021-03-19,98.34573183778289
2021-03-22,97.30939366998618
2021-03-23,99.06631122009813
2021-03-24,98.404515598404
2021-03-25,97.1367664058727
2021-03-26,98.02253188528361
2021-03-29,97.12351209815607
2021-03-30,101.38368612379276
2021-03-31,101.5393249139263
2021-04-01,102.24734588218327
2021-04-02,104.73080636611708
2021-04-05,103.93870145618507
2021-04-06,104.75259458381927
2021-04-07,105.5753097261627
2021-04-08,102.30669413733521
2021-04-09,100.44736454920198
2021-04-12,98.74391098501135
2021-04-13,99.5744053424512
2021-04-14,99.64372209904697
2021-04-15,100.29011414795843
2021-04-16,99.78653242156535
2021-04-19,99.31963129824399
2021-04-20,99.76829758201625
2021-04-21,101.84789881612785
2021-04-22,100.71062943180183
2021-04-23,101.92496361788069
2021-04-26,103.54384948807198
2021-04-27,103.6240543825278
2021-04-28,104.04181191643667
2021-04-29,102.6537029990371
2021-04-30,102.74718687773296
2021-05-03,102.59618950695791
2021-05-04,104.51754764327674
2021-05-05,101.1412674235933
2021-05-06,98.07180270104323
2021-05-07,97.71428746259006
2021-05-10,98.04878433006593
2021-05-11,98.3966541246004
2021-05-12,97.5265301039934
2021-05-13,98.18837186783905
2021-05-14,97.34348859699993
2021-05-17,95.82825950070306
2021-05-18,95.01164129477573
2021-05-19,96.13861954591376
2021-05-20,94.10095554023097
2021-05-21,95.4761740171725
2021-05-24,95.51670403819122
2021-05-25,92.45336624262337
2021-05-26,91.27598316802866
2021-05-27,91.50158173402447
2021-05-28,91.95792227877241
2021-05-31,92.09168731375958
2021-06-01,93.9274680087195
2021-06-02,94.42019842524806
2021-06-03,94.73740854700944
2021-06-04,96.17216600671819
2021-06-07,97.11335929508513
2021-06-08,96.6729144140061
2021-06-09,95.10560815421347
2021-06-10,96.18452852575055
2021-06-11,97.17734060804304
2021-06-14,96.24378625292371
2021-06-15,96.39141329971109
2021-06-16,98.20534985745655
2021-06-17,98.94767456566407
2021-06-18,97.24765439565145
2021-06-21,96.86189628847075
2021-06-22,97.67569406564267
2021-06-23,100.87942626034517
2021-06-24,102.5122445369773
2021-06-25,101.6204919156472
2021-06-28,101.91598825570209
2021-06-29,100.20773699958033
2021-06-30,100.88283968644969
2021-07-01,102.25104773791688
2021-07-02,104.25338651427708
2021-07-05,101.83637962186954
2021-07-06,100.23962689086069
2021-07-07,103.0675481703148
2021-07-08,104.3958763302356
2021-07-09,103.61199242723349
2021-07-12,105.25156634985005
2021-07-13,103.2869384474755
2021-07-14,106.2847247944498
2021-07-15,107.17537844246596
2021-07-16,104.19814988481274
2021-07-19,105.64124798671914
2021-07-20,106.42453493347398
2021-07-21,102.78898683543383
2021-07-22,104.70567900677965
2021-07-23,107.28454924145916
2021-07-26,105.62862464353411
2021-07-27,104.20884221617145
2021-07-28,102.97921934029137
2021-07-29,103.38701745600868
2021-07-30,104.61319719933178
2021-08-02,105.57561092089554
2021-08-03,106.40343787958653
2021-08-04,108.68462179424027
2021-08-05,108.14068826769108
2021-08-06,108.9033332254569
2021-08-09,104.72659656458937
2021-08-10,104.14119440005179
2021-08-11,101.66032679419646
2021-08-12,99.53679753593391
2021-08-13,101.93461741613476
2021-08-16,103.95776576962135
2021-08-17,103.70514361312807
2021-08-18,101.13489271694718
2021-08-19,103.66906684769641
2021-08-20,102.41922775724325
2021-08-23,103.2441603768993
2021-08-24,105.61898583114537
2021-08-25,108.30539434980626
2021-08-26,108.10252551908331
2021-08-27,108.09723611817245
2021-08-30,107.5835755103242
2021-08-31,108.2445404455123
2021-09-01,109.34306452867757
2021-09-02,106.66666646233988
2021-09-03,105.79962320991034
2021-09-06,106.44752373340502
2021-09-07,107.82031912005878
2021-09-08,109.68699397905267
2021-09-09,111.31763234622571
2021-09-10,109.33315106755646
2021-09-13,111.9988835892527
2021-09-14,111.1555704646457
2021-09-15,109.51387925119082
2021-09-16,112.32313742251314
2021-09-17,109.63655267496529
2021-09-20,108.55617173921006
2021-09-21,108.09687168722007
2021-09-22,106.73501435446474
2021-09-23,106.82931811758262
2021-09-24,105.37598452137263
2021-09-27,104.26723756314139
2021-09-28,106.74541658161671
2021-09-29,108.44998955048597
2021-09-30,110.09741889148079
2021-10-01,110.55750378000558
2021-10-04,107.97026303872558
2021-10-05,106.71458013727622
2021-10-06,107.14314721191583
2021-10-07,108.084767819345
2021-10-08,108.45948947472306
2021-10-11,108.02317869978594
2021-10-12,106.61290587668687
2021-10-13,107.35679871491287
2021-10-14,107.24863608276067
2021-10-15,106.66762063398421
2021-10-18,106.4271448163027
2021-10-19,103.74408138229883
2021-10-20,101.75933027138677
2021-10-21,101.26308692124194
2021-10-22,100.56869026817616
2021-10-25,99.56873731913248
2021-10-26,100.60529831102919
2021-10-27,103.88171489671596
2021-10-28,99.3407853691798
2021-10-29,98.09044192432162
2021-11-01,95.28571894659726
2021-11-02,95.22923478971352
2021-11-03,94.18757705138603
2021-11-04,94.45250886967716
2021-11-05,96.10714150259136
2021-11-08,94.3358620639948
2021-11-09,97.1498106876307
2021-11-10,97.46986880920984
2021-11-11,99.33737882880989
2021-11-12,97.91896665922054
2021-11-15,100.4834000865614
2021-11-16,99.21252339507917
2021-11-17,101.01735555355349
2021-11-18,101.58000073128201
2021-11-19,100.61593488096351
2021-11-22,101.70610391199249
2021-11-23,102.47671505671846
2021-11-24,102.39033139990006
2021-11-25,104.03454726582292
2021-11-26,101.66532236839215
2021-11-29,100.91172212919044
2021-11-30,99.17818519540413
2021-12-01,98.99362409986571
2021-12-02,98.21516086527615
2021-12-03,97.60861550189479
2021-12-06,98.18569199272709
2021-12-07,99.43166634950197
2021-12-08,99.39779494148958
2021-12-09,98.52389716924232
2021-12-10,96.89539688116785
2021-12-13,97.46320205959194
2021-12-14,96.92583226532254
2021-12-15,96.12523674718547
2021-12-16,97.3433777574482
2021-12-17,94.91031644323647
2021-12-20,93.67320468671704
2021-12-21,94.74475522414323
2021-12-22,95.98822746270139
2021-12-23,98.98206317820592
2021-12-24,100.01057051606601
2021-12-27,100.15547197246602
2021-12-28,103.32138732783288
2021-12-29,102.18242726157969
2021-12-30,103.06585246943484
2021-12-31,102.07572683106277
2022-01-03,101.68308101773316
2022-01-04,101.49176706372876
2022-01-05,99.74240784835989
2022-01-06,101.37817635578871
2022-01-07,102.71265880563756
2022-01-10,102.10827250727073
2022-01-11,102.41753643034045
2022-01-12,105.43099525310254
2022-01-13,102.09281809856117
2022-01-14,102.62865860344789
2022-01-17,102.15245293363925
2022-01-18,102.42972594065127
2022-01-19,101.75398114827246
2022-01-20,102.31249254744317
2022-01-21,102.92069627696269
2022-01-24,102.29868005763448
2022-01-25,101.8377725835725
2022-01-26,101.9834394519118
2022-01-27,104.0267278685775
2022-01-28,103.44319576258711
2022-01-31,105.11530094552239
2022-02-01,106.80856274856949
2022-02-02,108.66415598711649
2022-02-03,107.90852716683247
2022-02-04,108.41037799503158
2022-02-07,109.55157907380277
2022-02-08,111.05976992248229
2022-02-09,111.03009976474085
2022-02-10,110.17164522499365
2022-02-11,110.63773017325639
2022-02-14,115.06329571758359
2022-02-15,113.23018489922818
2022-02-16,112.13018056889393
2022-02-17,109.12485646166644
2022-02-18,110.62898692579695
2022-02-21,107.53028983487143
2022-02-22,107.0785871919323
2022-02-23,105.65638765870528
2022-02-24,106.6120286382973
2022-02-25,101.97026223287719
2022-02-28,102.92992476488836
2022-03-01,101.2754860887094
2022-03-02,102.54711263754176
2022-03-03,103.20253275077643
2022-03-04,102.77948943525169
2022-03-07,105.16013516600714
2022-03-08,107.00415731631264
2022-03-09,107.62275546889842
2022-03-10,106.85470352938873
2022-03-11,107.5519769597759
2022-03-14,109.67895270175909
2022-03-15,109.72101089966382
2022-03-16,108.65036407940391
2022-03-17,108.8824309187631
2022-03-18,109.21271541653307
2022-03-21,109.31253132430342
2022-03-22,108.06416874974313
2022-03-23,107.41566854889325
2022-03-24,105.9642475678387
2022-03-25,104.59224327581086
2022-03-28,103.6542152475537
2022-03-29,105.65757327119118
2022-03-30,103.10664230074983
2022-03-31,102.25795984438149
2022-04-01,104.18283085422499
2022-04-04,103.7680720051891
2022-04-05,101.26073729456013
2022-04-06,99.71914890510182
2022-04-07,103.91439584957381
2022-04-08,103.790374035782
2022-04-11,103.63931850715568
2022-04-12,103.3338707679031
2022-04-13,102.11695661066538
2022-04-14,104.02913892281317
2022-04-15,103.25847509953438
2022-04-18,104.50686867084482
2022-04-19,103.03425645212248
2022-04-20,103.69010539677878
2022-04-21,104.9039055419648
2022-04-22,108.37619862372244
2022-04-25,107.4264358484396
2022-04-26,106.59901530783128
2022-04-27,108.22041617374838
2022-04-28,107.96804460168471
2022-04-29,107.249601796588
2022-05-02,111.82048487067614
2022-05-03,115.8068663422317
2022-05-04,115.16434425169815
2022-05-05,114.59895456062833
2022-05-06,117.9930137457911
2022-05-09,117.24138191239716
2022-05-10,114.97325340730492
2022-05-11,116.85122675577412
2022-05-12,117.76384587565657
2022-05-13,117.26596719704274
2022-05-16,118.24671561406291
2022-05-17,120.4844122141975
2022-05-18,120.27474800773466
2022-05-19,120.81552142588448
2022-05-20,117.68123146325095
2022-05-23,114.36593686372392
2022-05-24,115.00162215605322
2022-05-25,117.74047405130632
2022-05-26,115.87871553198102
2022-05-27,114.70291376163665
2022-05-30,112.21958093576932
2022-05-31,110.41250551280336
2022-06-01,108.69954953290369
2022-06-02,110.06323802159153
2022-06-03,107.80900542256084
2022-06-06,107.26831067431812
2022-06-07,107.4757604421775
2022-06-08,108.50622110300714
2022-06-09,112.65104246488632
2022-06-10,112.47510361053725
2022-06-13,112.49370733300083
2022-06-14,114.0416086664014
2022-06-15,115.42602318939431
2022-06-16,113.42747768342842
2022-06-17,111.27957129975911
2022-06-20,111.62066575429044
2022-06-21,110.78078947641426
2022-06-22,111.72815422945783
2022-06-23,112.59896300041065
2022-06-24,113.36644979032002
2022-06-27,110.14156153459373
2022-06-28,110.76427836846769
2022-06-29,110.50891918099155
2022-06-30,112.66066562147876
2022-07-01,113.9750168148796
2022-07-04,114.0201776373574
2022-07-05,111.1682030490899
2022-07-06,111.47939614406792
2022-07-07,113.16800301647538
2022-07-08,113.23170830565874
2022-07-11,112.9486811095951
2022-07-12,111.59444372190866
2022-07-13,109.49919509446879
2022-07-14,110.90148188433949
2022-07-15,111.30563057695558
2022-07-18,112.75808649922179
2022-07-19,115.03172414829169
2022-07-20,113.69778037911408
2022-07-21,114.74272105808828
2022-07-22,116.86818897028446
2022-07-25,116.3600048478538
2022-07-26,113.08802010975602
2022-07-27,115.19954697324492
2022-07-28,115.02670002436642
2022-07-29,116.0073879950283
2022-08-01,115.2466285125796
2022-08-02,118.81101801114141
2022-08-03,119.53633041154933
2022-08-04,117.78725384010747
2022-08-05,120.39466231533686
2022-08-08,120.65791374461887
2022-08-09,118.41120800816522
2022-08-10,117.6608671118566
2022-08-11,121.37924660340597
2022-08-12,121.36575963981493
2022-08-15,123.15174068705055
2022-08-16,124.01088948253323
2022-08-17,126.02090788112226
2022-08-18,126.99843922853147
2022-08-19,128.38149473558133
2022-08-22,127.34408120704703
2022-08-23,130.70356870204634
2022-08-24,127.41986413242854
2022-08-25,128.5920298518977
2022-08-26,130.6765324001382
2022-08-29,126.9129251463947
2022-08-30,125.65685019771806
2022-08-31,123.47165109605132
2022-09-01,121.08103182888782
2022-09-02,121.31409197124874
2022-09-05,118.45734341187588
2022-09-06,121.00809791695556
2022-09-07,120.68875655358958
2022-09-08,117.79982825610922
2022-09-09,116.46335788759683
2022-09-12,114.86169767428308
2022-09-13,110.25747234803447
2022-09-14,110.92115932603637
2022-09-15,111.95774612446067
2022-09-16,111.29359840755974
2022-09-19,110.86926469593152
2022-09-20,110.20088342443432
2022-09-21,111.45634504975651
2022-09-22,109.29282727226781
2022-09-23,109.33354152934909
2022-09-26,110.11141443262193
2022-09-27,108.51965631151235
2022-09-28,107.25353948746044
2022-09-29,108.61238020402548
2022-09-30,109.91834945552027
2022-10-03,106.44194588675224
2022-10-04,108.10770530804926
2022-10-05,109.84900028568772
2022-10-06,113.32785847435294
2022-10-07,113.68196909611206
2022-10-10,115.79344514063658
2022-10-11,112.54123152209867
2022-10-12,112.91145280083431
2022-10-13,116.25374179646882
2022-10-14,122.15385187383505
2022-10-17,124.74840678674029
2022-10-18,124.75533482367969
2022-10-19,125.90964324113897
2022-10-20,124.84446484271298
2022-10-21,126.07279595064598
2022-10-24,126.22469820938444
2022-10-25,129.6738052167883
2022-10-26,132.40627996687135
2022-10-27,133.8100158288838
2022-10-28,133.81994222296456
2022-10-31,135.66054594790745
2022-11-01,135.01343380551518
2022-11-02,135.98466808357088
2022-11-03,135.38515219067088
2022-11-04,132.86856309556399
2022-11-07,132.4477907048218
2022-11-08,134.17315157956543
2022-11-09,132.48170780429226
2022-11-10,132.83535201673686
2022-11-11,128.00531934286616
2022-11-14,127.92965072098879
2022-11-15,124.92805370054484
2022-11-16,125.93982081301672
2022-11-17,127.36590698430588
2022-11-18,127.30840177424912
2022-11-21,126.96502214505594
2022-11-22,123.69849466687403
2022-11-23,122.49617277295572
2022-11-24,120.01437108178473
2022-11-25,117.56220248616982
2022-11-28,117.46608107375464
2022-11-29,113.97331701151957
2022-11-30,116.40819277360846
2022-12-01,116.63861244037724
2022-12-02,117.2084113878035
2022-12-05,118.98128428343284
2022-12-06,117.77343611717413
2022-12-07,118.29582898122732
2022-12-08,118.87843253907387
2022-12-09,116.15905219196966
2022-12-12,115.77359113349819
2022-12-13,115.50246489200744
2022-12-14,116.25228878036606
2022-12-15,116.86733147831633
2022-12-16,113.11164381931728
2022-12-19,111.81554249674731
2022-12-20,113.60539710246428
2022-12-21,116.82152354538263
2022-12-22,112.67344508669942
2022-12-23,112.8905688278823
2022-12-26,112.51836969952586
2022-12-27,112.17554787556408
2022-12-28,111.51874284543806
2022-12-29,113.3781938019441
2022-12-30,111.51308810367324
2023-01-02,111.96678466317586
2023-01-03,115.14897175918894
2023-01-04,116.05085671682865
2023-01-05,113.976354353866
2023-01-06,116.23635704290209
2023-01-09,116.80107006527014
2023-01-10,116.96555430001834
2023-01-11,120.38083204952409
2023-01-12,119.05440058225169
2023-01-13,119.12050315503848
2023-01-16,117.70370326555648
2023-01-17,119.71514400278288
2023-01-18,121.22819655223141
2023-01-19,123.48113421725641
2023-01-20,123.4430812108406
2023-01-23,123.84253668161003
2023-01-24,121.68366595984722
2023-01-25,121.67195953244888
2023-01-26,122.96483895182325
2023-01-27,124.78973916450279
2023-01-30,123.66096767501718
2023-01-31,121.67319109351915
2023-02-01,124.07426171010931
2023-02-02,124.03445775903836
2023-02-03,120.89408443519349
2023-02-06,123.2679518121019
2023-02-07,121.12536898065467
2023-02-08,118.94898434913898
2023-02-09,117.18450541206327
2023-02-10,118.19906457838592
2023-02-13,120.1850966267764
2023-02-14,119.55556563306976
2023-02-15,119.5362894786617
2023-02-16,121.56696566037351
2023-02-17,121.27260991006591
2023-02-20,119.1955009747749
2023-02-21,122.07822652129234
2023-02-22,121.41686579103519
2023-02-23,120.20333548537404
2023-02-24,123.03884393701617
2023-02-27,123.00285726903202
2023-02-28,126.01423030133498
2023-03-01,127.73998664149289
2023-03-02,127.51579692396515
2023-03-03,129.5432702711806
2023-03-06,124.37656926109563
2023-03-07,122.78571341685475
2023-03-08,123.57287067763383
2023-03-09,123.20156719529473
2023-03-10,123.58056437406289
2023-03-13,124.01122549699512
2023-03-14,121.38713358503007
2023-03-15,119.25434904856812
2023-03-16,118.31989639092942
2023-03-17,117.56262534854622
2023-03-20,120.47820578239913
2023-03-21,120.3413924704064
2023-03-22,121.48227250358565
2023-03-23,124.63557086580487
2023-03-24,121.7835899834322
2023-03-27,119.90554839452278
2023-03-28,120.36951247525919
2023-03-29,120.60983474328971
2023-03-30,118.14914514792176
2023-03-31,116.25320308119522
2023-04-03,114.83020995786137
2023-04-04,115.43832244242292
2023-04-05,113.59682007966121
2023-04-06,114.44622647881306
2023-04-07,112.54597565524263
2023-04-10,110.69265546511645
2023-04-11,110.64742259363547
2023-04-12,111.8106948620508
2023-04-13,113.43625794036156
2023-04-14,112.63084543317429
2023-04-17,110.01387686126941
2023-04-18,111.20518319101645
2023-04-19,111.3416975668983
2023-04-20,112.90601966388105
2023-04-21,111.10158344868921
2023-04-24,113.48407384269865
2023-04-25,114.908572958693
2023-04-26,110.92527947226331
2023-04-27,111.69434774540534
2023-04-28,110.77313850560245
2023-05-01,110.60151076517393
2023-05-02,110.18219640796936
2023-05-03,109.98976577420825
2023-05-04,110.90070934159698
2023-05-05,109.5033540894829
2023-05-08,107.80272595249458
2023-05-09,111.6471337785846
2023-05-10,113.52266332853694
2023-05-11,118.46883984476347
2023-05-12,119.30765792169558
2023-05-15,120.30663068290629
2023-05-16,119.00171389199672
2023-05-17,118.14452193730801
2023-05-18,119.72553960459855
2023-05-19,119.87467670459559
2023-05-22,117.07190834987155
2023-05-23,119.58264576857155
2023-05-24,119.59921946543848
2023-05-25,121.4142301348859
2023-05-26,120.83975650879577
2023-05-29,120.97573116870295
2023-05-30,118.59587110368605
2023-05-31,118.55537913944197
2023-06-01,120.32016356577866
2023-06-02,121.00409302497914
2023-06-05,122.49012212722108
2023-06-06,123.19093382375556
2023-06-07,122.47419544969053
2023-06-08,123.69929571047938
2023-06-09,120.61652953241918
2023-06-12,120.16964142292156
2023-06-13,121.53564415944886
2023-06-14,118.88406271702073
2023-06-15,119.89084808402879
2023-06-16,117.93510065468266
2023-06-19,118.477558330997
2023-06-20,116.0083947066343
2023-06-21,117.20033767026867
2023-06-22,118.53462108929332
2023-06-23,120.8751507458323
2023-06-26,123.8167994053481
2023-06-27,124.23127863445458
2023-06-28,123.8349593816247
2023-06-29,125.03594500055492
2023-06-30,126.2897774311335
2023-07-03,126.35656120761261
2023-07-04,126.05297324670066
2023-07-05,128.5280318867269
2023-07-06,124.69979266860463
2023-07-07,126.03463660214054
2023-07-10,125.47627944032396
2023-07-11,122.3545246072964
2023-07-12,119.6510217523641
2023-07-13,117.90402297781257
2023-07-14,121.19613607571985
2023-07-17,120.88605877463755
2023-07-18,119.93910270554271
2023-07-19,118.5199272879584
2023-07-20,121.28064836368222
2023-07-21,121.1205499152183
2023-07-24,122.06109785923329
2023-07-25,122.82693634190845
2023-07-26,127.50579585702265
2023-07-27,127.73907547972875
2023-07-28,130.18952531411216
