Date,CPB
2020-05-01,390.87832880422695
2020-05-04,387.54280491334146
2020-05-05,389.0694908499854
2020-05-06,385.8502759604077
2020-05-07,381.79982795584925
2020-05-08,369.09046092914656
2020-05-11,369.0753375490682
2020-05-12,372.53917333682637
2020-05-13,377.32628029805346
2020-05-14,376.61274912478376
2020-05-15,370.87248201232535
2020-05-18,374.69580208534774
2020-05-19,376.77341328363804
2020-05-20,379.8255974916191
2020-05-21,384.5632816762581
2020-05-22,377.2722435187693
2020-05-25,371.3419514770013
2020-05-26,365.72576285617896
2020-05-27,367.2197796712888
2020-05-28,373.2040371839057
2020-05-29,369.765337298466
2020-06-01,365.74983333675004
2020-06-02,369.0351195612972
2020-06-03,370.309149837716
2020-06-04,378.3886376898523
2020-06-05,386.28574741820853
2020-06-08,386.5877254067339
2020-06-09,386.2844766695497
2020-06-10,383.9461540629021
2020-06-11,385.45606452075
2020-06-12,391.24407287586484
2020-06-15,397.0325233374958
2020-06-16,396.42047869643267
2020-06-17,398.1722556810144
2020-06-18,392.7707835311791
2020-06-19,402.6259992421579
2020-06-22,391.84425552509555
2020-06-23,390.42096357178536
2020-06-24,388.4894379982624
2020-06-25,384.0733137717312
2020-06-26,392.6402844277549
2020-06-29,394.7993733596384
2020-06-30,390.95834636595777
2020-07-01,386.85053822832214
2020-07-02,383.1652530235725
2020-07-03,386.3396048375557
2020-07-06,385.1574381773364
2020-07-07,382.89178611855897
2020-07-08,388.2679790011399
2020-07-09,383.33810689189187
2020-07-10,390.31138431202487
2020-07-13,386.81021837462436
2020-07-14,388.7168594795503
2020-07-15,388.8055171648859
2020-07-16,376.71345532960197
2020-07-17,380.99763201943966
2020-07-20,384.3154818408633
2020-07-21,389.15740116331966
2020-07-22,387.66699339237425
2020-07-23,389.0667523220182
2020-07-24,393.19817516068724
2020-07-27,390.21787669158016
2020-07-28,395.88711441535656
2020-07-29,400.5286096949702
2020-07-30,405.65410771428105
2020-07-31,414.07021277527235
2020-08-03,420.1398981298762
2020-08-04,418.21798594548613
2020-08-05,411.11518390979194
2020-08-06,412.5421886802582
2020-08-07,408.9632320956336
2020-08-10,414.86937343218494
2020-08-11,416.99838129945925
2020-08-12,417.13348514919915
2020-08-13,413.05443895416477
2020-08-14,414.41335191256235
2020-08-17,413.6234153052765
2020-08-18,405.73060425268346
2020-08-19,405.5573383086418
2020-08-20,406.87848331627487
2020-08-21,406.3709886142024
2020-08-24,407.2963165693247
2020-08-25,397.73976301541296
2020-08-26,393.9057136542614
2020-08-27,380.2602651115704
2020-08-28,378.4342931617384
2020-08-31,382.85405902903585
2020-09-01,372.8732668569232
2020-09-02,370.713530409338
2020-09-03,368.8982084926779
2020-09-04,369.05098450919843
2020-09-07,381.2725429801399
2020-09-08,382.47855360601005
2020-09-09,383.996200209273
2020-09-10,375.0598626982613
2020-09-11,371.79035411545874
2020-09-14,372.1160182877388
2020-09-15,366.34656029348315
2020-09-16,368.26975887904035
2020-09-17,368.0743690349576
2020-09-18,355.5418873783996
2020-09-21,355.2152747381908
2020-09-22,352.54661618943464
2020-09-23,361.29100566795444
2020-09-24,363.559364109121
2020-09-25,364.58861360305065
2020-09-28,368.27961772536355
2020-09-29,368.90575284942656
2020-09-30,376.0462626727146
2020-10-01,378.5375346431274
2020-10-02,379.93576502004197
2020-10-05,386.0323167471439
2020-10-06,387.9769328572692
2020-10-07,385.52409134476636
2020-10-08,379.8838304413904
2020-10-09,371.40850558887934
2020-10-12,354.57346324730406
2020-10-13,358.30754859578184
2020-10-14,360.4863548058284
2020-10-15,364.78454395166534
2020-10-16,372.57241664170056
2020-10-19,372.33936458570406
2020-10-20,376.09132862976924
2020-10-21,365.59883444465703
2020-10-22,361.8451298285173
2020-10-23,366.69709812936134
2020-10-26,358.68137759870166
2020-10-27,366.369781653562
2020-10-28,362.44716951963824
2020-10-29,354.68534534169424
2020-10-30,370.4309461160366
2020-11-02,365.06311556131976
2020-11-03,362.9267562220711
2020-11-04,366.49582951629344
2020-11-05,373.91282864169256
2020-11-06,375.0323927669811
2020-11-09,372.50786499134836
2020-11-10,380.57542337813493
2020-11-11,382.26335600179476
2020-11-12,384.5034094039374
2020-11-13,378.1677210561288
2020-11-16,378.7444536737402
2020-11-17,383.4627019728322
2020-11-18,385.96303686556587
2020-11-19,393.4937798510999
2020-11-20,387.567547518782
2020-11-23,383.72346908040595
2020-11-24,396.8354639646163
2020-11-25,403.707412483704
2020-11-26,407.55509798324346
2020-11-27,416.00715762059906
2020-11-30,419.6272393559954
2020-12-01,420.9878769144291
2020-12-02,420.8764820182306
2020-12-03,429.26207520997457
2020-12-04,425.4785023496315
2020-12-07,413.84497301601
2020-12-08,418.1949751209344
2020-12-09,417.5259649868757
2020-12-10,412.33964541304306
2020-12-11,411.1005457979784
2020-12-14,405.5290390039337
2020-12-15,405.3055879261469
2020-12-16,407.83959057696507
2020-12-17,407.56922522106623
2020-12-18,400.8614140772205
2020-12-21,399.88382702403203
2020-12-22,404.99962456910373
2020-12-23,408.1759053163267
2020-12-24,405.84540503013244
2020-12-25,406.0737881972938
2020-12-28,406.18993509793944
2020-12-29,402.1685776379657
2020-12-30,406.1141027279754
2020-12-31,410.8455447595134
2021-01-01,417.1922192747616
2021-01-04,408.5208248211484
2021-01-05,415.2831275379204
2021-01-06,412.2631063279724
2021-01-07,413.5828009264
2021-01-08,425.1414745286481
2021-01-11,421.6764027918198
2021-01-12,421.2712145214246
2021-01-13,425.88871416049085
2021-01-14,425.6400384352449
2021-01-15,425.28812682297206
2021-01-18,424.7307102256755
2021-01-19,418.673932562723
2021-01-20,415.0453552997155
2021-01-21,414.69823862093057
2021-01-22,405.4998940493771
2021-01-25,407.81230818069315
2021-01-26,404.20377159535326
2021-01-27,404.7329843040298
2021-01-28,406.71188775583744
2021-01-29,402.64185692435586
2021-02-01,404.2114641038235
2021-02-02,388.3709947300715
2021-02-03,395.28016572126364
2021-02-04,395.43248887975193
2021-02-05,391.97879236104023
2021-02-08,404.5643578546056
2021-02-09,399.0237061279354
2021-02-10,399.19130737321007
2021-02-11,400.45863631084006
2021-02-12,398.35871910262915
2021-02-15,392.4934818801877
2021-02-16,389.59840662254976
2021-02-17,387.09992445245643
2021-02-18,394.728485323532
2021-02-19,396.19541435634983
2021-02-22,392.2557910593889
2021-02-23,400.9223578642274
2021-02-24,400.465682967426
2021-02-25,405.0781181727717
2021-02-26,399.05488824333764
2021-03-01,391.9097971341495
2021-03-02,395.1536473860903
2021-03-03,397.3058918788124
2021-03-04,400.13802432653443
2021-03-05,392.77609401505117
2021-03-08,400.18439272057293
2021-03-09,397.000662883509
2021-03-10,398.4485027686863
2021-03-11,381.61134377911145
2021-03-12,377.47684064383
2021-03-15,381.4577914943044
2021-03-16,381.00762640090875
2021-03-17,382.6207746080848
2021-03-18,384.30425551343683
2021-03-19,371.4044613956895
2021-03-22,382.68705246214375
2021-03-23,385.74504953236965
2021-03-24,391.5656218961138
2021-03-25,386.77087514257397
2021-03-26,390.9284425735627
2021-03-29,384.20077601650615
2021-03-30,388.7696368069373
2021-03-31,387.7056610627794
2021-04-01,370.342148302527
2021-04-02,367.81676874723854
2021-04-05,373.51528390231374
2021-04-06,377.3642344215149
2021-04-07,379.74265302350517
2021-04-08,388.9085237601956
2021-04-09,379.00746983852684
2021-04-12,389.36846305257615
2021-04-13,391.2987962874001
2021-04-14,387.2459108579345
2021-04-15,384.3491103960186
2021-04-16,391.49435211248965
2021-04-19,384.7380058503713
2021-04-20,380.66876730148044
2021-04-21,367.4160944712878
2021-04-22,359.06435912369193
2021-04-23,353.1027350997104
2021-04-26,362.9442355648021
2021-04-27,365.9223477535403
2021-04-28,361.193574079564
2021-04-29,373.05009369843157
2021-04-30,379.53790974426266
2021-05-03,368.62883405022694
2021-05-04,365.89501217973657
2021-05-05,367.49968986394634
2021-05-06,361.5439452667992
2021-05-07,353.11660596585585
2021-05-10,353.42128278324435
2021-05-11,349.7391507578875
2021-05-12,345.759834644626
2021-05-13,343.4826522865231
2021-05-14,350.4247968764342
2021-05-17,350.4756508060463
2021-05-18,351.51496493140854
2021-05-19,349.78562278830157
2021-05-20,349.5103176946119
2021-05-21,350.85339404734157
2021-05-24,353.6013468429539
2021-05-25,357.89658736915726
2021-05-26,359.37758937142473
2021-05-27,360.20781618261736
2021-05-28,351.6857274557223
2021-05-31,351.7702948448343
2021-06-01,353.8264426585196
2021-06-02,357.0457977126702
2021-06-03,353.851400805485
2021-06-04,363.56868579519306
2021-06-07,365.4892357645864
2021-06-08,369.00365577101303
2021-06-09,376.6139521802813
2021-06-10,380.0972155846171
2021-06-11,388.14204088237483
2021-06-14,391.10809402845
2021-06-15,386.9104300239261
2021-06-16,394.0417869528131
2021-06-17,394.0105628618875
2021-06-18,393.62815087878374
2021-06-21,390.90920812552906
2021-06-22,382.1172057211413
2021-06-23,387.9075963984419
2021-06-24,397.2586537704508
2021-06-25,389.8380845739634
2021-06-28,386.2075439984136
2021-06-29,395.85515156451373
2021-06-30,396.9078436071498
2021-07-01,385.4101304871002
2021-07-02,391.4401120992524
2021-07-05,392.6492025601284
2021-07-06,395.74457568621824
2021-07-07,403.30033594642737
2021-07-08,402.7406633957458
2021-07-09,404.71533215992065
2021-07-12,398.7516160854154
2021-07-13,401.6020322735898
2021-07-14,404.2452548448126
2021-07-15,424.3398694702518
2021-07-16,422.29474742188984
2021-07-19,417.2710371225685
2021-07-20,419.5320986932623
2021-07-21,422.7995078670282
2021-07-22,419.8452090506652
2021-07-23,418.14910098310673
2021-07-26,413.61350702052977
2021-07-27,407.0492639863622
2021-07-28,402.1256235374217
2021-07-29,388.79141067456186
2021-07-30,382.8548043576116
2021-08-02,375.39947658422113
2021-08-03,365.63666288850936
2021-08-04,360.6400435597691
2021-08-05,365.6930030209934
2021-08-06,362.8863505924606
2021-08-09,364.61516823796467
2021-08-10,362.32149245563403
2021-08-11,361.94935308257317
2021-08-12,366.5780573401545
2021-08-13,365.3082146939454
2021-08-16,355.77386659312486
2021-08-17,359.641505529467
2021-08-18,364.339055186399
2021-08-19,361.45309394549
2021-08-20,359.7836269689645
2021-08-23,353.73885597301273
2021-08-24,347.83577544210056
2021-08-25,347.73721668629275
2021-08-26,337.72880420071704
2021-08-27,333.88122676604786
2021-08-30,331.72064405858794
2021-08-31,329.86778659586173
2021-09-01,333.54677509060537
2021-09-02,331.1257033977353
2021-09-03,327.0580624732638
2021-09-06,325.0694961663376
2021-09-07,318.1300957995951
2021-09-08,318.77282546633904
2021-09-09,321.05623381034746
2021-09-10,322.7006414941657
2021-09-13,325.0296450260054
2021-09-14,315.5951933725149
2021-09-15,311.26854459634717
2021-09-16,314.4740887791619
2021-09-17,312.88174187425403
2021-09-20,314.39224031092357
2021-09-21,319.24972902334537
2021-09-22,315.66144114632334
2021-09-23,325.0817385338459
2021-09-24,330.8198493527187
2021-09-27,327.21082551802476
2021-09-28,325.1427515077393
2021-09-29,332.79722942598005
2021-09-30,333.3152181444874
2021-10-01,338.52007051460333
2021-10-04,337.09769797911474
2021-10-05,342.59738748414105
2021-10-06,336.9195272438679
2021-10-07,338.03527765145975
2021-10-08,340.3279654333219
2021-10-11,338.85615170933306
2021-10-12,342.16712329643724
2021-10-13,342.47765007530325
2021-10-14,348.5973081687635
2021-10-15,350.41437543658066
2021-10-18,355.39126784281365
2021-10-19,352.91612689088385
2021-10-20,356.0922153061098
2021-10-21,360.2479649154427
2021-10-22,356.62114584699566
2021-10-25,348.12116688521957
2021-10-26,353.1691382587992
2021-10-27,345.0161112419493
2021-10-28,345.84521731474047
2021-10-29,346.0886532970593
2021-11-01,347.99682591698013
2021-11-02,347.82636671259536
2021-11-03,351.14789606794756
2021-11-04,353.92709341396346
2021-11-05,347.0446183602664
2021-11-08,354.98429453200686
2021-11-09,367.67765699662573
2021-11-10,364.6484111494235
2021-11-11,364.5684367425605
2021-11-12,373.71835969032804
2021-11-15,368.88341650645293
2021-11-16,374.78616527566857
2021-11-17,379.21198227072125
2021-11-18,382.95066252286637
2021-11-19,391.819388285379
2021-11-22,398.139999726955
2021-11-23,402.0955777171504
2021-11-24,405.04187008080396
2021-11-25,399.9326314861092
2021-11-26,408.5673592097308
2021-11-29,415.7326427125396
2021-11-30,414.1250683835657
2021-12-01,411.9982749942892
2021-12-02,414.4328428271802
2021-12-03,408.8896664055323
2021-12-06,408.8734425943785
2021-12-07,400.4618611903224
2021-12-08,397.43398089954366
2021-12-09,399.93174876521414
2021-12-10,399.84148133005226
2021-12-13,385.35499346182996
2021-12-14,383.35737329525546
2021-12-15,390.7900328752823
2021-12-16,400.0343182243212
2021-12-17,410.8542267966033
2021-12-20,410.0111711489184
2021-12-21,396.9290485826257
2021-12-22,404.82759729815825
2021-12-23,395.6253853345574
2021-12-24,399.9952809503206
2021-12-27,395.92534545130394
2021-12-28,395.12407478177283
2021-12-29,386.1839500955866
2021-12-30,398.9153015160703
2021-12-31,392.46480602140673
2022-01-03,392.0616063941628
2022-01-04,393.71277005691604
2022-01-05,387.03393298790456
2022-01-06,379.22644703711865
2022-01-07,378.9494719665516
2022-01-10,377.57998410951143
2022-01-11,382.25917334939913
2022-01-12,384.9132493425101
2022-01-13,394.0234076528623
2022-01-14,393.0596749759782
2022-01-17,397.6102351084713
2022-01-18,395.9423147326104
2022-01-19,383.11133906905627
2022-01-20,394.1210522621051
2022-01-21,402.50545433820065
2022-01-24,393.6190431150765
2022-01-25,399.75743199562675
2022-01-26,397.3453309317657
2022-01-27,395.67550167406284
2022-01-28,389.9318113474097
2022-01-31,385.9735406092356
2022-02-01,386.89647910352386
2022-02-02,386.15977210680745
2022-02-03,380.28081088560054
2022-02-04,385.45616562852604
2022-02-07,390.72344033941295
2022-02-08,395.93729773252966
2022-02-09,392.07895776938574
2022-02-10,383.53140668889205
2022-02-11,391.45391564187514
2022-02-14,397.2951477546204
2022-02-15,388.16901459572904
2022-02-16,376.7245233068513
2022-02-17,380.00125404328105
2022-02-18,372.97300845502804
2022-02-21,368.12374274026666
2022-02-22,358.4607027364256
2022-02-23,362.839418500957
2022-02-24,359.07486235865923
2022-02-25,365.1650529893411
2022-02-28,364.2091811080856
2022-03-01,363.50711561917274
2022-03-02,354.07054126439397
2022-03-03,346.87862928321834
2022-03-04,353.03290074528763
2022-03-07,355.08110345856613
2022-03-08,354.1046384716592
2022-03-09,352.67866390390554
2022-03-10,362.4029318723879
2022-03-11,370.4673272673342
2022-03-14,368.2262099470796
2022-03-15,371.08180725518645
2022-03-16,381.97688987525953
2022-03-17,385.2153489001405
2022-03-18,397.0451466050146
2022-03-21,410.5030351170763
2022-03-22,395.67771220114207
2022-03-23,388.72183423781934
2022-03-24,388.3178517962046
2022-03-25,383.0103600618398
2022-03-28,389.5797122686448
2022-03-29,391.1058398676636
2022-03-30,394.15356179315967
2022-03-31,391.31824407744597
2022-04-01,393.8075470493717
2022-04-04,387.0455631698301
2022-04-05,379.2731595268306
2022-04-06,379.02146767087953
2022-04-07,376.85454942476287
2022-04-08,375.2899384073294
2022-04-11,372.31985536112035
2022-04-12,371.8504105110155
2022-04-13,358.92242019357747
2022-04-14,361.2872677647249
2022-04-15,363.61002655813724
2022-04-18,351.04445373834665
2022-04-19,350.00886407963344
2022-04-20,359.9036681680595
2022-04-21,356.54126714694826
2022-04-22,351.33827387843286
2022-04-25,349.800900206632
2022-04-26,352.27455332964104
2022-04-27,345.1051710098515
2022-04-28,350.89216125938475
2022-04-29,349.6169218129645
2022-05-02,353.03271705566175
2022-05-03,357.96963588257967
2022-05-04,353.53749868164084
2022-05-05,354.5673412879847
2022-05-06,352.45118223884907
2022-05-09,345.7116601596606
2022-05-10,353.736673236913
2022-05-11,344.1596864123872
2022-05-12,340.9460342585521
2022-05-13,341.67660851563056
2022-05-16,340.4845543383734
2022-05-17,335.251122893052
2022-05-18,324.8357770427919
2022-05-19,335.81914068465846
2022-05-20,331.96224331680855
2022-05-23,321.9142754776712
2022-05-24,315.0243058793713
2022-05-25,317.0174737237392
2022-05-26,319.7212201650467
2022-05-27,320.610545168337
2022-05-30,320.7543281278994
2022-05-31,323.05243263514154
2022-06-01,326.91887744987923
2022-06-02,327.4322191209549
2022-06-03,333.1384506365811
2022-06-06,334.18742126712385
2022-06-07,326.9073862307273
2022-06-08,319.99111890807745
2022-06-09,321.3304834724231
2022-06-10,326.39840467414973
2022-06-13,336.2248659655234
2022-06-14,341.8170278984184
2022-06-15,340.43116160370613
2022-06-16,341.35775503390227
2022-06-17,340.2817323176711
2022-06-20,343.7795495657793
2022-06-21,350.2343418903456
2022-06-22,356.0393463494799
2022-06-23,356.4144231632893
2022-06-24,355.89847772526355
2022-06-27,344.12272712746346
2022-06-28,345.9057205622537
2022-06-29,342.39481505876716
2022-06-30,344.29461042850596
2022-07-01,347.7690716537491
2022-07-04,348.64353357306027
2022-07-05,352.4500176372253
2022-07-06,357.4514670204139
2022-07-07,351.16510127408276
2022-07-08,347.46135055890966
2022-07-11,348.48437124823926
2022-07-12,353.9681394834178
2022-07-13,347.73540934065517
2022-07-14,355.13830112168233
2022-07-15,354.7510808769176
2022-07-18,357.7453213528313
2022-07-19,349.2489071133731
2022-07-20,353.3214388341332
2022-07-21,350.68364633433225
2022-07-22,352.861519471932
2022-07-25,346.6247772945102
2022-07-26,352.967844912854
2022-07-27,353.4872734532621
2022-07-28,350.89098048210957
2022-07-29,355.1288982546156
2022-08-01,357.51930562007556
2022-08-02,362.53192816865356
2022-08-03,361.81740148058975
2022-08-04,364.33588717091317
2022-08-05,362.04784902534516
2022-08-08,363.2692683444858
2022-08-09,371.3234674915474
2022-08-10,367.56411178785095
2022-08-11,366.1616031821383
2022-08-12,367.70595400499377
2022-08-15,380.48542002030354
2022-08-16,384.3347728232135
2022-08-17,388.517093626009
2022-08-18,387.9637584550091
2022-08-19,388.08955631241844
2022-08-22,386.57537240771376
2022-08-23,379.972319023756
2022-08-24,380.5045557864302
2022-08-25,376.46240172784417
2022-08-26,376.32281833280325
2022-08-29,382.1636021205814
2022-08-30,376.2005110907518
2022-08-31,383.32884885961147
2022-09-01,375.54431079361825
2022-09-02,370.1990953848733
2022-09-05,374.51519912474737
2022-09-06,371.91063485186726
2022-09-07,375.02270955140824
2022-09-08,375.8313781929139
2022-09-09,377.9256872485826
2022-09-12,371.34755464640506
2022-09-13,363.53977564255604
2022-09-14,362.0001734592569
2022-09-15,368.3585356855877
2022-09-16,366.35073377419303
2022-09-19,367.3152592352134
2022-09-20,367.8324533190588
2022-09-21,359.7900805255848
2022-09-22,354.94641894643996
2022-09-23,356.71516093921804
2022-09-26,373.3439863715566
2022-09-27,386.1617473485791
2022-09-28,389.9461698539735
2022-09-29,397.56679164774835
2022-09-30,403.3351963191454
2022-10-03,421.1721095623491
2022-10-04,410.8957795457932
2022-10-05,407.3272010490933
2022-10-06,410.00548568310654
2022-10-07,407.69356316392833
2022-10-10,420.1939519550304
2022-10-11,430.04195865603725
2022-10-12,424.6551339444269
2022-10-13,434.87602191381706
2022-10-14,444.2959807707417
2022-10-17,440.22045015686075
2022-10-18,440.2992991851295
2022-10-19,427.43781381656265
2022-10-20,430.5188040902281
2022-10-21,430.79477964198804
2022-10-24,429.83371174017424
2022-10-25,418.49880074572343
2022-10-26,427.63691001956767
2022-10-27,425.9713470050439
2022-10-28,425.36866784649425
2022-10-31,432.7154155175241
2022-11-01,436.50263424699835
2022-11-02,430.5755004589898
2022-11-03,423.6798884379065
2022-11-04,424.4330308622905
2022-11-07,432.5628714598819
2022-11-08,428.86538086060045
2022-11-09,427.95425517607566
2022-11-10,429.90516510380655
2022-11-11,419.55946139009546
2022-11-14,413.64213122159583
2022-11-15,436.8482040073553
2022-11-16,435.05344590778446
2022-11-17,419.7491653766956
2022-11-18,424.3238392862578
2022-11-21,434.30786010170556
2022-11-22,446.3680904834229
2022-11-23,435.15028680088915
2022-11-24,436.96342826246865
2022-11-25,433.53384434840814
2022-11-28,435.9132903586743
2022-11-29,440.4455053542586
2022-11-30,445.2716588195212
2022-12-01,443.42114407619584
2022-12-02,432.7751693855841
2022-12-05,422.9552327903622
2022-12-06,420.5719709595333
2022-12-07,422.0971159645921
2022-12-08,411.497332926412
2022-12-09,421.1690526645295
2022-12-12,414.2520552224293
2022-12-13,407.5905271598406
2022-12-14,407.83696121333924
2022-12-15,409.5927760510343
2022-12-16,397.61111720005556
2022-12-19,405.8280345301082
2022-12-20,401.25948979322146
2022-12-21,400.1111307911209
2022-12-22,400.66775818451214
2022-12-23,399.0817104992124
2022-12-26,394.62656820474604
2022-12-27,393.7307532870868
2022-12-28,399.86006172428984
2022-12-29,403.866920282268
2022-12-30,402.0017979661108
2023-01-02,392.68038546638735
2023-01-03,402.5840889040116
2023-01-04,403.15321688526643
2023-01-05,402.331830126467
2023-01-06,407.5946961261674
2023-01-09,403.06794424359094
2023-01-10,397.8585693464108
2023-01-11,392.1661714355898
2023-01-12,396.99457835897664
2023-01-13,398.10314781739896
2023-01-16,389.626010037918
2023-01-17,389.17125057841184
2023-01-18,395.263410389166
2023-01-19,392.04688891011523
2023-01-20,392.408194901412
2023-01-23,412.40767073101983
2023-01-24,410.19449051853996
2023-01-25,406.62738669911016
2023-01-26,403.94408181586647
2023-01-27,407.232571385289
2023-01-30,405.13824323465104
2023-01-31,397.10408786085486
2023-02-01,398.31991174832774
2023-02-02,419.94597657513856
2023-02-03,422.13946918651027
2023-02-06,445.5655168340294
2023-02-07,446.0844574741036
2023-02-08,448.9419592727786
2023-02-09,445.74649105658153
2023-02-10,450.17177488605637
2023-02-13,452.20305805801786
2023-02-14,461.8767364807264
2023-02-15,457.2615985882366
2023-02-16,455.6310821829242
2023-02-17,459.5213854436364
2023-02-20,453.1773218088743
2023-02-21,444.16186919452053
2023-02-22,437.1487384613489
2023-02-23,441.1716087531283
2023-02-24,442.38960376580746
2023-02-27,435.370701530162
2023-02-28,437.5958833629457
2023-03-01,441.63434728287285
2023-03-02,431.90645116709555
2023-03-03,419.8419634008038
2023-03-06,412.6258181268582
2023-03-07,404.6350413493882
2023-03-08,407.40899584139447
2023-03-09,410.7274730992102
2023-03-10,406.24342065784043
2023-03-13,407.47102220251145
2023-03-14,411.5126898768563
2023-03-15,407.5372773067313
2023-03-16,425.1634219587793
2023-03-17,427.0835593637003
2023-03-20,427.2825606671772
2023-03-21,424.21286535392966
2023-03-22,420.4133326202739
2023-03-23,410.7017360133494
2023-03-24,416.0013043744232
2023-03-27,408.941749724963
2023-03-28,403.32157931680575
2023-03-29,401.6641522859401
2023-03-30,406.149274106344
2023-03-31,404.1730168314882
2023-04-03,412.05962219471274
2023-04-04,423.55884765798436
2023-04-05,412.8097457570204
2023-04-06,414.82036576885935
2023-04-07,418.34889938906844
2023-04-10,419.4614904741746
2023-04-11,427.59933505724376
2023-04-12,428.0053783944912
2023-04-13,423.02036623398135
2023-04-14,412.48233262508734
2023-04-17,403.2707112071673
2023-04-18,397.76690928342333
2023-04-19,399.1891544766513
2023-04-20,388.5046000953063
2023-04-21,383.09471170139983
2023-04-24,386.7152754525852
2023-04-25,397.0975059817422
2023-04-26,406.34459965758657
2023-04-27,391.95750580639316
2023-04-28,401.55276615627815
2023-05-01,402.64330331313636
2023-05-02,404.3624157087037
2023-05-03,409.7224281610793
2023-05-04,414.2690590817431
2023-05-05,420.51528504640834
2023-05-08,432.6412542176142
2023-05-09,427.24224125498694
2023-05-10,419.67764140397185
2023-05-11,413.15692982198146
2023-05-12,410.1173889021831
2023-05-15,419.96314067829707
2023-05-16,423.95572594918565
2023-05-17,423.58705343993427
2023-05-18,428.70602256877
2023-05-19,428.534384924106
2023-05-22,431.584733899078
2023-05-23,424.9836597341655
2023-05-24,425.55614727613596
2023-05-25,420.4664608987847
2023-05-26,417.4655897108186
2023-05-29,415.7386920354095
2023-05-30,412.7513288001918
2023-05-31,405.93039051128096
2023-06-01,420.7716832493757
2023-06-02,420.8608198658488
2023-06-05,427.67778034650155
2023-06-06,432.16572164572614
2023-06-07,439.5953816118653
2023-06-08,435.9065162106193
2023-06-09,433.11437321010743
2023-06-12,423.2782884921867
2023-06-13,417.10617066188996
2023-06-14,415.8134442552794
2023-06-15,413.77960325747614
2023-06-16,414.8929352315853
2023-06-19,430.677310164716
2023-06-20,442.6156484681237
2023-06-21,442.6384312600082
2023-06-22,436.43224502833266
2023-06-23,423.8806201501915
2023-06-26,434.28241394346276
2023-06-27,444.33477694624133
2023-06-28,458.0495968247451
2023-06-29,468.5910770023102
2023-06-30,485.2095336599837
2023-07-03,485.2769960379316
2023-07-04,486.7078330107201
2023-07-05,480.6075908906438
2023-07-06,475.93354427306514
2023-07-07,480.54164114919473
2023-07-10,489.2379372511409
2023-07-11,486.6566657956351
2023-07-12,503.05280950029464
2023-07-13,493.50898643122935
2023-07-14,485.52124669998307
2023-07-17,475.922060104808
2023-07-18,488.23182010126357
2023-07-19,495.8123658720826
2023-07-20,485.766971020165
2023-07-21,493.66020251574173
2023-07-24,494.53076984745667
2023-07-25,502.58261107844675
2023-07-26,513.0362356063051
2023-07-27,512.7908321963273
2023-07-28,510.6954049234326
2023-07-31,513.5490657805133
2023-08-01,507.9636460622284
2023-08-02,503.950949509084
