Date,HD
2020-08-21,454.65849151371515
2020-08-24,460.6083113853956
2020-08-25,449.0626963091351
2020-08-26,441.2210189656574
2020-08-27,443.6651913788903
2020-08-28,447.68069308729275
2020-08-31,452.62171589175085
2020-09-01,452.362450340123
2020-09-02,441.71300041078206
2020-09-03,450.89138389078
2020-09-04,439.4761919220781
2020-09-07,432.4587595680117
2020-09-08,444.4243729239409
2020-09-09,443.9542204205293
2020-09-10,464.37816657178695
2020-09-11,473.03454442487475
2020-09-14,485.888930450484
2020-09-15,503.1026416694613
2020-09-16,510.7557968093447
2020-09-17,509.2842268172305
2020-09-18,522.511985773176
2020-09-21,530.8467657420633
2020-09-22,545.8021188305884
2020-09-23,532.547167722158
2020-09-24,519.351087232667
2020-09-25,509.6119809917975
2020-09-28,507.8076490418208
2020-09-29,504.5376839029451
2020-09-30,495.4660096292056
2020-10-01,488.8561043318298
2020-10-02,500.3106598312786
2020-10-05,497.31844671795034
2020-10-06,504.42540104358824
2020-10-07,512.3236240272844
2020-10-08,507.73963169106446
2020-10-09,499.0470855296514
2020-10-12,493.528389542176
2020-10-13,498.6713409010932
2020-10-14,500.0670551982393
2020-10-15,505.0395052127171
2020-10-16,519.5203405654506
2020-10-19,526.0723378071344
2020-10-20,540.8022218696831
2020-10-21,554.1679588467993
2020-10-22,555.379299459458
2020-10-23,539.5570605150172
2020-10-26,544.57066331811
2020-10-27,534.4960164016857
2020-10-28,531.4067055101883
2020-10-29,534.409732232196
2020-10-30,532.8183957077762
2020-11-02,535.3878409369481
2020-11-03,544.87605137889
2020-11-04,565.2190787449426
2020-11-05,560.4646226903332
2020-11-06,586.1858938626292
2020-11-09,585.6260878775478
2020-11-10,588.0764183795104
2020-11-11,562.0754412207654
2020-11-12,564.3076016331704
2020-11-13,581.9050250678572
2020-11-16,579.5827626848168
2020-11-17,570.0698582216298
2020-11-18,545.5578743373973
2020-11-19,551.4292103881227
2020-11-20,532.6122508254718
2020-11-23,538.456902908573
2020-11-24,555.9023809830927
2020-11-25,577.1752709457479
2020-11-26,583.8466293936884
2020-11-27,575.4332432353804
2020-11-30,569.9048421749637
2020-12-01,556.783703853295
2020-12-02,568.8060551575514
2020-12-03,573.0140835524434
2020-12-04,559.2956624222999
2020-12-07,559.3603120553252
2020-12-08,558.1271975776601
2020-12-09,553.6275845309385
2020-12-10,564.4955365311895
2020-12-11,574.2653783255752
2020-12-14,560.8446706932609
2020-12-15,560.4370936425117
2020-12-16,566.516604025115
2020-12-17,574.5337229092
2020-12-18,561.5010154899885
2020-12-21,559.4310051272745
2020-12-22,562.6434959892763
2020-12-23,573.1962049219676
2020-12-24,574.8365996961411
2020-12-25,561.6068637446509
2020-12-28,549.4982211777549
2020-12-29,541.6123016891119
2020-12-30,525.5495075181966
2020-12-31,524.0135035351963
2021-01-01,518.2937581495657
2021-01-04,508.1962225932247
2021-01-05,498.95029559103665
2021-01-06,500.11393549695623
2021-01-07,505.1734474484894
2021-01-08,503.7819981976611
2021-01-11,503.83746265871
2021-01-12,494.43000927676684
2021-01-13,505.74377693270895
2021-01-14,487.6694517197039
2021-01-15,492.782086700099
2021-01-18,495.12788346894
2021-01-19,496.4330809702309
2021-01-20,493.0502171870425
2021-01-21,491.21602112565097
2021-01-22,483.0517361397447
2021-01-25,494.7375244719243
2021-01-26,490.17368291873555
2021-01-27,490.0649858133638
2021-01-28,496.5494035936723
2021-01-29,483.4528459601262
2021-02-01,469.7810830442411
2021-02-02,465.18688435952856
2021-02-03,466.5690019110067
2021-02-04,462.5219242890611
2021-02-05,452.2973979027001
2021-02-08,446.8307958566051
2021-02-09,458.10402916724723
2021-02-10,472.134069304339
2021-02-11,467.90415655381787
2021-02-12,455.669472322652
2021-02-15,454.52769478455537
2021-02-16,462.32113236771943
2021-02-17,442.67015345484606
2021-02-18,453.537387373281
2021-02-19,449.16872155862404
2021-02-22,454.285533892237
2021-02-23,458.93835981353146
2021-02-24,465.65749360978856
2021-02-25,464.5538079079899
2021-02-26,452.73815786013205
2021-03-01,465.40135354917226
2021-03-02,459.5795402149368
2021-03-03,459.3842355635903
2021-03-04,453.04920551383117
2021-03-05,438.68766717840214
2021-03-08,454.30635924095304
2021-03-09,462.4882367121409
2021-03-10,453.7415382174485
2021-03-11,465.614997084849
2021-03-12,458.60952628262464
2021-03-15,472.37374574400894
2021-03-16,485.8330420192285
2021-03-17,490.69889149657087
2021-03-18,509.0602637737448
2021-03-19,500.940500385195
2021-03-22,500.8431240465352
2021-03-23,512.8060216288804
2021-03-24,532.4962030430598
2021-03-25,523.8324888806931
2021-03-26,533.1218859799316
2021-03-29,529.9259749708559
2021-03-30,504.06943375478374
2021-03-31,518.2932612029466
2021-04-01,515.6849121304435
2021-04-02,536.1023970733598
2021-04-05,528.5656659925113
2021-04-06,529.8777451495896
2021-04-07,530.341408235858
2021-04-08,550.7765256958951
2021-04-09,562.9800338686634
2021-04-12,560.4737474428009
2021-04-13,558.3177696545017
2021-04-14,577.5517356991866
2021-04-15,553.8024127576684
2021-04-16,551.2934896672806
2021-04-19,548.5798949091759
2021-04-20,557.8230164592898
2021-04-21,565.1217312850083
2021-04-22,563.5316045748093
2021-04-23,559.4532690571731
2021-04-26,554.5296042702197
2021-04-27,564.4235105967578
2021-04-28,558.0263118008712
2021-04-29,558.4076120638474
2021-04-30,572.7770391088204
2021-05-03,598.9264807279683
2021-05-04,601.0633459353872
2021-05-05,589.9571696319205
2021-05-06,598.1642644431234
2021-05-07,590.4358348939406
2021-05-10,590.9058287676403
2021-05-11,586.3164584720447
2021-05-12,571.0109892967686
2021-05-13,572.3727491509983
2021-05-14,579.4454563160023
2021-05-17,572.5776270057594
2021-05-18,554.078940603345
2021-05-19,553.0921648689947
2021-05-20,548.3669153963812
2021-05-21,550.4170604640559
2021-05-24,552.6060248172444
2021-05-25,556.2168330084797
2021-05-26,561.3962103390313
2021-05-27,586.7944011523119
2021-05-28,599.4155281200023
2021-05-31,591.8582150294029
2021-06-01,575.8179387570975
2021-06-02,571.7156609456175
2021-06-03,577.8715138601438
2021-06-04,557.5071050960842
2021-06-07,572.7905756755788
2021-06-08,580.219578167312
2021-06-09,578.513334952747
2021-06-10,574.3775727320627
2021-06-11,600.8085794908335
2021-06-14,594.5246418728518
2021-06-15,587.8407544367305
2021-06-16,567.1065972388704
2021-06-17,561.4865232218017
2021-06-18,553.003309531529
2021-06-21,543.2693967375715
2021-06-22,535.0981973665303
2021-06-23,537.7994118140451
2021-06-24,546.9512645764551
2021-06-25,562.4477500487577
2021-06-28,542.9163814249692
2021-06-29,543.9452911719069
2021-06-30,545.118765643678
2021-07-01,536.624129832452
2021-07-02,523.5304255931295
2021-07-05,534.6917772591529
2021-07-06,523.2399914981412
2021-07-07,516.0902671375846
2021-07-08,516.726942663826
2021-07-09,504.9548458392737
2021-07-12,525.2806016687503
2021-07-13,515.4417374270051
2021-07-14,521.096991723649
2021-07-15,511.57371792087804
2021-07-16,510.237231918261
2021-07-19,510.0633182100151
2021-07-20,518.2904405052542
2021-07-21,509.29467376205486
2021-07-22,500.86078940090357
2021-07-23,512.4808980900966
2021-07-26,526.5856273305543
2021-07-27,543.2949754107141
2021-07-28,561.3717280388134
2021-07-29,572.2045150242967
2021-07-30,561.4486612303081
2021-08-02,563.1746743906357
2021-08-03,558.1579440602632
2021-08-04,555.3923454071943
2021-08-05,570.0840404938414
2021-08-06,559.4862951920071
2021-08-09,581.4658593876972
2021-08-10,580.6645011342665
2021-08-11,594.0529470530247
2021-08-12,604.2735370490057
2021-08-13,611.3296161803684
2021-08-16,622.4514799124211
2021-08-17,612.6075839235853
2021-08-18,599.2979377175574
2021-08-19,589.3082720575526
2021-08-20,589.4644098457261
2021-08-23,578.8147017020693
2021-08-24,569.0637636817382
2021-08-25,571.8184821442148
2021-08-26,577.9978616248377
2021-08-27,565.1335313050527
2021-08-30,562.9235793273156
2021-08-31,587.5397210122717
2021-09-01,597.7636545302873
2021-09-02,599.5251171623811
2021-09-03,587.6788897993611
2021-09-06,583.9868153949287
2021-09-07,578.6200768971685
2021-09-08,573.3174777606245
2021-09-09,584.5472996412965
2021-09-10,598.3458307526136
2021-09-13,589.4291582326401
2021-09-14,585.8236010899287
2021-09-15,574.4521028387745
2021-09-16,591.8377684248186
2021-09-17,591.4432699388676
2021-09-20,617.0067681408423
2021-09-21,624.6306102673411
2021-09-22,649.3506677072647
2021-09-23,655.7685324216116
2021-09-24,657.0491728188483
2021-09-27,666.3374302025317
2021-09-28,651.825081343422
2021-09-29,631.6274105140333
2021-09-30,625.5720373004439
2021-10-01,616.1739315638016
2021-10-04,622.1538112387447
2021-10-05,609.4449794458793
2021-10-06,611.927650716868
2021-10-07,613.1539936685019
2021-10-08,597.1368069945927
2021-10-11,600.7276976028645
2021-10-12,593.1438856473995
2021-10-13,600.5493106567753
2021-10-14,621.1885789494961
2021-10-15,616.1108676612549
2021-10-18,619.6786862585928
2021-10-19,621.1661164222613
2021-10-20,627.9828796981385
2021-10-21,633.5795121752038
2021-10-22,607.317212793392
2021-10-25,600.4443695001512
2021-10-26,590.87940699065
2021-10-27,595.2425276654272
2021-10-28,619.4030387072612
2021-10-29,625.3529972051264
2021-11-01,627.6605481756411
2021-11-02,612.2857031489922
2021-11-03,604.8961549714019
2021-11-04,599.4512449429446
2021-11-05,576.5779088528496
2021-11-08,561.3454288598135
2021-11-09,565.2012848283097
2021-11-10,554.623977703957
2021-11-11,555.205914869603
2021-11-12,559.6292498869908
2021-11-15,561.4099569605836
2021-11-16,564.0370121714242
2021-11-17,561.1925247601376
2021-11-18,554.7793033693476
2021-11-19,551.1388123624254
2021-11-22,548.7184070740566
2021-11-23,547.2791645269832
2021-11-24,542.9139495659653
2021-11-25,545.3338192037753
2021-11-26,553.9693450709808
2021-11-29,566.320542809586
2021-11-30,564.1350426512769
2021-12-01,549.1973016285503
2021-12-02,529.4153506489764
2021-12-03,543.6195021824409
2021-12-06,552.5946043381163
2021-12-07,573.2413365961185
2021-12-08,572.3811716863041
2021-12-09,587.0778039112859
2021-12-10,595.8622201740517
2021-12-13,610.8738140189796
2021-12-14,611.4585196530206
2021-12-15,627.8410494363482
2021-12-16,603.3264529739762
2021-12-17,612.8451535954423
2021-12-20,606.4870103781535
2021-12-21,615.6255496688992
2021-12-22,617.3803523555388
2021-12-23,600.8082937063972
2021-12-24,612.1408070160459
2021-12-27,627.5187048005196
2021-12-28,635.7722216461522
2021-12-29,659.3615796712736
2021-12-30,674.0091904884279
2021-12-31,666.904197320955
2022-01-03,639.4969551277222
2022-01-04,642.4826998831425
2022-01-05,633.7106072577113
2022-01-06,639.8543147021428
2022-01-07,671.1103391016788
2022-01-10,682.9453506044724
2022-01-11,671.8325004747372
2022-01-12,699.9583974724299
2022-01-13,688.9999710633522
2022-01-14,697.1905309630177
2022-01-17,691.9809546980061
2022-01-18,707.7278169681304
2022-01-19,682.6266131311739
2022-01-20,678.7394659705953
2022-01-21,653.8484105262778
2022-01-24,649.5135299542295
2022-01-25,637.0765005955436
2022-01-26,630.7490560262377
2022-01-27,631.8972664450315
2022-01-28,619.4518464008428
2022-01-31,605.934433515238
2022-02-01,619.5544373677996
2022-02-02,614.4228003854329
2022-02-03,622.2837009077307
2022-02-04,622.3060105912318
2022-02-07,623.6809960653335
2022-02-08,619.3754975707418
2022-02-09,620.2794143200721
2022-02-10,612.2933995470738
2022-02-11,623.4885624652278
2022-02-14,616.0579275023006
2022-02-15,620.3153668017244
2022-02-16,614.2810766339313
2022-02-17,623.6970202722192
2022-02-18,622.2972291610628
2022-02-21,622.3845925788842
2022-02-22,648.4127607227033
2022-02-23,681.0706872537589
2022-02-24,662.6652230509825
2022-02-25,663.4055454181735
2022-02-28,652.8939890866674
2022-03-01,663.7275105708377
2022-03-02,651.1097997940716
2022-03-03,639.9836516544151
2022-03-04,614.633968658346
2022-03-07,607.3103633447763
2022-03-08,616.9465307925584
2022-03-09,629.8054926663316
2022-03-10,627.8055583998237
2022-03-11,627.6766422849641
2022-03-14,606.4105393800364
2022-03-15,609.153177901398
2022-03-16,622.9772762563358
2022-03-17,621.5204866042105
2022-03-18,638.4711344071236
2022-03-21,657.3713329554464
2022-03-22,664.0692488029316
2022-03-23,643.675459132176
2022-03-24,676.6557288661678
2022-03-25,671.6598175867767
2022-03-28,666.0222042224577
2022-03-29,669.0962525010302
2022-03-30,658.3061434514942
2022-03-31,669.5260606948406
2022-04-01,659.0097887070082
2022-04-04,665.6957216363674
2022-04-05,688.2244881578602
2022-04-06,684.4745247146931
2022-04-07,691.5928938846819
2022-04-08,691.568971392756
2022-04-11,682.0554850080912
2022-04-12,648.3334691586294
2022-04-13,664.916877361911
2022-04-14,661.0154133705952
2022-04-15,670.4524188368076
2022-04-18,647.045999617731
2022-04-19,642.7843847949598
2022-04-20,614.144458520922
2022-04-21,586.7228319811786
2022-04-22,599.8690119392396
2022-04-25,605.7624500792303
2022-04-26,604.4484681206083
2022-04-27,592.3535339933603
2022-04-28,596.1972242591598
2022-04-29,602.8020398757475
2022-05-02,616.9371812603861
2022-05-03,605.7217882284492
2022-05-04,616.1043707531036
2022-05-05,614.1581424367972
2022-05-06,613.9432817859322
2022-05-09,621.6821712311066
2022-05-10,617.2917492078752
2022-05-11,631.6579940448139
2022-05-12,614.9709365141792
2022-05-13,606.8549010183001
2022-05-16,612.0855301623335
2022-05-17,624.2153125284136
2022-05-18,659.050964961011
2022-05-19,636.672213081511
2022-05-20,613.8378311371779
2022-05-23,612.4836592672369
2022-05-24,613.000880445255
2022-05-25,612.1811413253957
2022-05-26,605.6458419396182
2022-05-27,626.1302753135835
2022-05-30,629.4194956281157
2022-05-31,629.8546796140804
2022-06-01,625.9350402694505
2022-06-02,646.6059977627534
2022-06-03,654.2621490360436
2022-06-06,661.1904822894479
2022-06-07,680.5908089513457
2022-06-08,649.7371304459618
2022-06-09,650.2649169832932
2022-06-10,639.7840027387558
2022-06-13,640.2728493438356
2022-06-14,647.6239625599635
2022-06-15,632.0453681175678
2022-06-16,615.2541092610838
2022-06-17,604.2496154763128
2022-06-20,598.5790046393225
2022-06-21,605.6571788817176
2022-06-22,596.8417818537201
2022-06-23,603.5636081581522
2022-06-24,590.9817933491776
2022-06-27,595.7470802824694
2022-06-28,582.5318667293686
2022-06-29,585.0752214855579
2022-06-30,603.6454522909855
2022-07-01,589.2774374232555
2022-07-04,585.241214026294
2022-07-05,589.6219299224517
2022-07-06,606.644751909803
2022-07-07,609.315310116635
2022-07-08,593.9004324004177
2022-07-11,611.8120002773601
2022-07-12,587.4512848480081
2022-07-13,594.9285844318592
2022-07-14,595.8013059308701
2022-07-15,603.0383668125046
2022-07-18,606.153083681977
2022-07-19,600.0320100371904
2022-07-20,591.1184537583905
2022-07-21,573.5604689759847
2022-07-22,574.8478189660657
2022-07-25,580.0664002800123
2022-07-26,565.0006313150142
2022-07-27,581.5008247471665
2022-07-28,596.7842379008391
2022-07-29,580.004609947278
2022-08-01,567.4024265957321
2022-08-02,562.5006042888714
2022-08-03,558.7296410603511
2022-08-04,536.5186981934071
2022-08-05,530.2214712851516
2022-08-08,510.07478472391574
2022-08-09,516.5927590235258
2022-08-10,517.2870284450814
2022-08-11,522.6350605799737
2022-08-12,540.5716379944583
2022-08-15,528.5872374564062
2022-08-16,497.6225327688718
2022-08-17,499.2211341467449
2022-08-18,491.4421591958821
2022-08-19,484.62687395921836
2022-08-22,502.4270095490099
2022-08-23,498.7507066939879
2022-08-24,507.7249993445907
2022-08-25,520.9482843634257
2022-08-26,522.5887916352784
2022-08-29,517.535140119375
2022-08-30,513.8082620381747
2022-08-31,508.3792455032588
2022-09-01,511.7789808138443
2022-09-02,526.1303068428118
2022-09-05,520.0210325184106
2022-09-06,517.9959767886896
2022-09-07,491.60333424144625
2022-09-08,475.83564431376715
2022-09-09,487.17118911982976
2022-09-12,488.55307813085466
2022-09-13,501.97423538522617
2022-09-14,496.69523977860956
2022-09-15,498.1071624278886
2022-09-16,515.3750103817657
2022-09-19,516.5759313564955
2022-09-20,505.36145160895876
2022-09-21,513.973669712473
2022-09-22,514.5457549821738
2022-09-23,521.1263787473841
2022-09-26,528.3675416838628
2022-09-27,529.893649380418
2022-09-28,527.1662378460433
2022-09-29,535.965450123815
2022-09-30,550.8681691406658
2022-10-03,525.7065105737232
2022-10-04,514.1449606750515
2022-10-05,507.28665420509395
2022-10-06,499.31589929817443
2022-10-07,510.9949854107944
2022-10-10,502.63045958555733
2022-10-11,506.2108990522722
2022-10-12,519.1329145466051
2022-10-13,521.2931245059997
2022-10-14,542.5961985047379
2022-10-17,541.6809938782129
2022-10-18,544.9484321334756
2022-10-19,537.4790988956711
2022-10-20,525.1191982436801
2022-10-21,546.7598144096138
2022-10-24,536.2027905405719
2022-10-25,552.453369149164
2022-10-26,552.1697646442393
2022-10-27,546.869674374405
2022-10-28,544.7835436396452
2022-10-31,536.7550589602442
2022-11-01,545.7566601043194
2022-11-02,545.8231159268279
2022-11-03,538.6894413647674
2022-11-04,567.5758237311461
2022-11-07,565.303736945778
2022-11-08,576.2330219542581
2022-11-09,563.9857082390115
2022-11-10,551.9181489144644
2022-11-11,537.0177429194171
2022-11-14,525.4426258879463
2022-11-15,518.131394147968
2022-11-16,518.814468767518
2022-11-17,516.6178880817886
2022-11-18,508.4424090967554
2022-11-21,500.4815776498556
2022-11-22,514.4794047584028
2022-11-23,528.7640131938755
2022-11-24,533.3113291333881
2022-11-25,525.7174644850353
2022-11-28,524.6998192120043
2022-11-29,515.9848069051378
2022-11-30,509.9377891800447
2022-12-01,505.50974473072665
2022-12-02,497.9397909091695
2022-12-05,505.88288442623445
2022-12-06,510.535347184801
2022-12-07,518.9767605060949
2022-12-08,513.6478142596878
2022-12-09,524.736768413397
2022-12-12,536.2102671435805
2022-12-13,549.7152219319283
2022-12-14,524.7877262165235
2022-12-15,513.1546627556144
2022-12-16,516.3878487675821
2022-12-19,524.3866335165895
2022-12-20,532.2905779697776
2022-12-21,537.0230985504179
2022-12-22,537.312120958223
2022-12-23,546.8829062491478
2022-12-26,556.7872220120757
2022-12-27,549.8497442796261
2022-12-28,552.5618030451969
2022-12-29,542.6343750352074
2022-12-30,554.4416463348919
2023-01-02,554.0608493185997
2023-01-03,555.0304068500585
2023-01-04,548.9270217446219
2023-01-05,563.150811273368
2023-01-06,568.6350615180572
2023-01-09,564.6893657448077
2023-01-10,557.5539090586017
2023-01-11,546.510583830457
2023-01-12,536.3292254538651
2023-01-13,565.1261484499299
2023-01-16,561.786367476651
2023-01-17,568.6465069531298
2023-01-18,575.044985893377
2023-01-19,563.0684865249128
2023-01-20,549.2477539147554
2023-01-23,559.2631890651829
2023-01-24,567.2618454962451
2023-01-25,570.146910988862
2023-01-26,566.3519356798342
2023-01-27,571.589837505262
2023-01-30,577.1078243362446
2023-01-31,552.2956852348034
2023-02-01,562.1418663505368
2023-02-02,553.9868259613888
2023-02-03,566.914524204287
2023-02-06,549.1940738921409
2023-02-07,529.8273985104627
2023-02-08,520.051458000235
2023-02-09,504.7686095533648
2023-02-10,501.28190559098715
2023-02-13,499.2063860659856
2023-02-14,485.648934378705
2023-02-15,487.1761481806927
2023-02-16,489.8857494757202
2023-02-17,463.2890845391167
2023-02-20,469.92102826775977
2023-02-21,465.8319569787841
2023-02-22,455.66446980665876
2023-02-23,464.5635625049253
2023-02-24,460.852175663451
2023-02-27,472.2512237249709
2023-02-28,469.6694969944242
2023-03-01,466.83306157975187
2023-03-02,468.9390012085515
2023-03-03,462.34002214263705
2023-03-06,457.41672879968155
2023-03-07,460.7169116974791
2023-03-08,448.8590579299486
2023-03-09,445.2160744661483
2023-03-10,428.438953877797
2023-03-13,421.74448083760893
2023-03-14,418.8513218523935
2023-03-15,428.63242124440256
2023-03-16,435.00092369196204
2023-03-17,445.89924252439005
2023-03-20,447.3799155617526
2023-03-21,441.1164019230587
2023-03-22,435.87968246725495
2023-03-23,425.15511274377434
2023-03-24,423.06878216030424
2023-03-27,413.89969924696504
2023-03-28,403.9732962243801
2023-03-29,402.7204982578841
2023-03-30,392.43542943890753
2023-03-31,392.53271349670933
2023-04-03,388.39618981048807
2023-04-04,395.11570922279964
2023-04-05,387.0893148725303
2023-04-06,382.9052021496881
2023-04-07,386.52480807166626
2023-04-10,376.23799729960933
2023-04-11,384.44614562848903
2023-04-12,385.40556958677763
2023-04-13,371.810573160676
2023-04-14,366.1172100985241
2023-04-17,373.6367218743181
2023-04-18,377.8461356954367
2023-04-19,390.5331820701136
2023-04-20,393.751553216152
2023-04-21,387.4336116193458
2023-04-24,395.32807829875827
2023-04-25,394.5035456152393
2023-04-26,407.6408888233435
2023-04-27,413.9647775530806
2023-04-28,415.89721557374963
2023-05-01,423.07751656463836
2023-05-02,426.4069981578444
2023-05-03,423.5629708014865
2023-05-04,420.90159002166115
2023-05-05,412.11818169138667
2023-05-08,407.9552081370089
2023-05-09,411.65041669849893
2023-05-10,420.929287491332
2023-05-11,414.6548630666947
2023-05-12,400.9870956442835
2023-05-15,396.06024901264976
2023-05-16,404.8542065554153
2023-05-17,400.7653461258936
2023-05-18,393.52457585152797
2023-05-19,392.30135920854093
2023-05-22,397.43233394408986
2023-05-23,415.28886443541336
2023-05-24,425.0861561934045
2023-05-25,431.6688361969524
2023-05-26,417.7007281439732
2023-05-29,430.7268018405589
2023-05-30,442.07671704017866
2023-05-31,446.06797217273623
2023-06-01,436.93634864321893
2023-06-02,422.6317067906947
2023-06-05,435.2783904047268
2023-06-06,433.47591721218856
2023-06-07,428.7749580911519
2023-06-08,424.85542013894616
2023-06-09,414.09755363112794
2023-06-12,420.3482434176857
2023-06-13,418.3839057028796
2023-06-14,414.3620340661303
2023-06-15,403.5375962338308
2023-06-16,399.1334775486015
2023-06-19,394.10486459909924
2023-06-20,398.88673714609956
2023-06-21,394.72578095855835
2023-06-22,377.23337674516927
2023-06-23,380.56863502784154
2023-06-26,376.4500469896415
2023-06-27,369.379247064442
2023-06-28,370.12914023548956
2023-06-29,382.68478545933556
2023-06-30,398.73802838608884
2023-07-03,397.472365362935
2023-07-04,393.70414065952826
2023-07-05,388.95185761998624
2023-07-06,392.48924808903433
2023-07-07,386.47336772436256
2023-07-10,388.96753107702875
2023-07-11,389.4756757502119
2023-07-12,392.0282529561657
2023-07-13,403.2387234587254
2023-07-14,399.927092956724
2023-07-17,393.1447955308291
2023-07-18,378.6606920534939
2023-07-19,376.29660669330946
2023-07-20,370.894756244633
2023-07-21,361.558391779798
2023-07-24,361.163874135256
2023-07-25,364.47178485229483
2023-07-26,357.81130767221885
2023-07-27,359.3103629496028
2023-07-28,369.66225700967266
2023-07-31,363.27780599566006
2023-08-01,360.3133056089666
2023-08-02,361.6786774046555
2023-08-03,358.5856215404817
2023-08-04,353.9174035270542
2023-08-07,349.939524599481
