Date,CB
2020-06-17,321.4563154906047
2020-06-18,317.13828165431335
2020-06-19,317.661304830734
2020-06-22,316.87783018054046
2020-06-23,314.4868779915986
2020-06-24,308.5836531431048
2020-06-25,307.3370879662193
2020-06-26,313.00895648367515
2020-06-29,313.0674115910189
2020-06-30,317.11778214815325
2020-07-01,312.853007145755
2020-07-02,308.5548626224273
2020-07-03,308.18769233227215
2020-07-06,304.40483382354637
2020-07-07,305.7665144339778
2020-07-08,303.37262370027895
2020-07-09,310.9863308426945
2020-07-10,306.4703423990524
2020-07-13,305.6148183788454
2020-07-14,302.1233851123223
2020-07-15,304.82528137551515
2020-07-16,312.3365275227725
2020-07-17,319.4667671534664
2020-07-20,315.88966409491667
2020-07-21,316.4352311029231
2020-07-22,321.2246436898737
2020-07-23,318.30540978342884
2020-07-24,319.6713384062362
2020-07-27,321.3650685842957
2020-07-28,321.0837621992403
2020-07-29,314.12567526096666
2020-07-30,321.3324390089452
2020-07-31,321.7764564043064
2020-08-03,318.4344866872108
2020-08-04,317.1356510290132
2020-08-05,322.1361068034596
2020-08-06,321.3440805572108
2020-08-07,329.6914237275468
2020-08-10,333.34397876866944
2020-08-11,329.94817021793654
2020-08-12,329.2733815259954
2020-08-13,331.8228060198344
2020-08-14,331.3867335568347
2020-08-17,327.3671405028433
2020-08-18,323.89343102198376
2020-08-19,327.5941828765497
2020-08-20,321.01164807350983
2020-08-21,313.8139205827527
2020-08-24,311.9039280581821
2020-08-25,314.7640544463445
2020-08-26,316.3490896345456
2020-08-27,318.57685393829684
2020-08-28,326.26091864343044
2020-08-31,328.6061977188368
2020-09-01,334.6696815031784
2020-09-02,336.93793298284464
2020-09-03,341.01735855271056
2020-09-04,337.53565857463224
2020-09-07,338.05416932258925
2020-09-08,333.43304875532317
2020-09-09,334.29534886499596
2020-09-10,331.1048473891178
2020-09-11,332.6704925255661
2020-09-14,333.4253617679166
2020-09-15,341.1924893600439
2020-09-16,345.8348281043854
2020-09-17,344.6130706902369
2020-09-18,349.9781226430746
2020-09-21,356.3714430386361
2020-09-22,350.66766649833295
2020-09-23,349.4318129446194
2020-09-24,352.95792085497277
2020-09-25,350.7870786461997
2020-09-28,349.3219433427157
2020-09-29,344.28469344244445
2020-09-30,351.9297174984662
2020-10-01,353.0934287472906
2020-10-02,352.2524111636585
2020-10-05,350.75982520471547
2020-10-06,343.99576788005777
2020-10-07,346.29784380836645
2020-10-08,351.01404096367946
2020-10-09,346.3488919868046
2020-10-12,344.3808419165537
2020-10-13,345.4793720329752
2020-10-14,344.0463830714594
2020-10-15,340.4755936778203
2020-10-16,344.4827658871958
2020-10-19,345.5612425299834
2020-10-20,343.8390886546132
2020-10-21,345.24116399489316
2020-10-22,347.6145712304994
2020-10-23,344.37561909244795
2020-10-26,345.1150621982262
2020-10-27,342.4767590773899
2020-10-28,344.9356458789725
2020-10-29,347.7809524363402
2020-10-30,344.3946268321639
2020-11-02,340.34233622955605
2020-11-03,335.98860409235823
2020-11-04,333.08231471247
2020-11-05,334.24178126515557
2020-11-06,338.4332016544654
2020-11-09,331.3080921712676
2020-11-10,329.58902443028086
2020-11-11,327.66975735334546
2020-11-12,329.1144767715957
2020-11-13,326.67784404612974
2020-11-16,326.94499812696785
2020-11-17,321.0059913246117
2020-11-18,317.62991474199237
2020-11-19,317.2967594853518
2020-11-20,322.68260332906465
2020-11-23,317.4033010784215
2020-11-24,315.40970266850906
2020-11-25,315.12305125917226
2020-11-26,316.2893078446473
2020-11-27,319.1507631366493
2020-11-30,317.34956401190584
2020-12-01,319.54618357613975
2020-12-02,323.47449249515245
2020-12-03,323.43922608191673
2020-12-04,322.95463834696614
2020-12-07,328.13214732922836
2020-12-08,320.5664823318512
2020-12-09,325.2117721529103
2020-12-10,324.5077860464743
2020-12-11,327.0230548745373
2020-12-14,333.5793402070467
2020-12-15,330.7405972065517
2020-12-16,336.55405602329716
2020-12-17,336.35800053107386
2020-12-18,337.63061375464525
2020-12-21,339.58315674515745
2020-12-22,339.6618537993463
2020-12-23,338.56245345368416
2020-12-24,337.8204135973347
2020-12-25,334.27857358082474
2020-12-28,336.31617477401636
2020-12-29,337.158080440493
2020-12-30,336.5422071873403
2020-12-31,336.11867484971395
2021-01-01,334.04618010669503
2021-01-04,328.97986878029184
2021-01-05,325.4976918483485
2021-01-06,319.955772132092
2021-01-07,322.52321150700317
2021-01-08,323.1470765324429
2021-01-11,323.073341729727
2021-01-12,328.8227341937266
2021-01-13,327.1783766364979
2021-01-14,323.01737177880125
2021-01-15,321.6682148791378
2021-01-18,316.7534034452622
2021-01-19,313.25199920286764
2021-01-20,314.2495594539115
2021-01-21,315.0438127902109
2021-01-22,313.9805102482672
2021-01-25,319.3396694273616
2021-01-26,328.5175743244023
2021-01-27,331.6915045489782
2021-01-28,332.5332689811485
2021-01-29,331.2662401256614
2021-02-01,330.90784019206046
2021-02-02,331.8359328392942
2021-02-03,338.55493197906895
2021-02-04,337.6167140585878
2021-02-05,337.09604641814343
2021-02-08,343.6391557119819
2021-02-09,338.59499726209185
2021-02-10,332.4111580796699
2021-02-11,334.4583909009059
2021-02-12,334.54648889655425
2021-02-15,339.18396200189306
2021-02-16,335.75649172758744
2021-02-17,335.50185515926745
2021-02-18,326.94305673869076
2021-02-19,327.6671707505263
2021-02-22,328.3066997475346
2021-02-23,326.19058138198176
2021-02-24,328.898448643464
2021-02-25,329.86292296114766
2021-02-26,332.8630380877932
2021-03-01,339.40267043088966
2021-03-02,343.69874893947355
2021-03-03,349.2220077384689
2021-03-04,351.4905214810435
2021-03-05,357.45072688067035
2021-03-08,355.16431156329884
2021-03-09,359.00201711555405
2021-03-10,360.58835954107747
2021-03-11,367.59214443430557
2021-03-12,374.0758821961326
2021-03-15,369.71875496855847
2021-03-16,371.0489012966651
2021-03-17,376.4388978459599
2021-03-18,381.38194372570194
2021-03-19,381.5914539461479
2021-03-22,377.32540836084974
2021-03-23,387.9017664811405
2021-03-24,392.97246879259444
2021-03-25,395.69320301177737
2021-03-26,398.83352488279627
2021-03-29,396.4317805333934
2021-03-30,403.60693644415284
2021-03-31,404.6063674258397
2021-04-01,402.103015049751
2021-04-02,401.5210388310119
2021-04-05,405.93124267446984
2021-04-06,401.2099188487972
2021-04-07,396.52041843051677
2021-04-08,396.2821366627943
2021-04-09,401.7440757419966
2021-04-12,408.97823074504595
2021-04-13,412.550286856401
2021-04-14,412.9757872486922
2021-04-15,407.34812568413275
2021-04-16,418.2089758386981
2021-04-19,417.92732541078436
2021-04-20,420.66365026950314
2021-04-21,415.8370916642337
2021-04-22,403.62522186519055
2021-04-23,407.4737897176236
2021-04-26,410.50041383469977
2021-04-27,411.3152798050267
2021-04-28,408.00970793950944
2021-04-29,409.85490170527555
2021-04-30,409.48490020548087
2021-05-03,407.3219143397986
2021-05-04,403.2882554944696
2021-05-05,403.6526595551145
2021-05-06,408.47287939166273
2021-05-07,410.1605984041966
2021-05-10,409.6197051640309
2021-05-11,408.07947471191824
2021-05-12,397.8952025291409
2021-05-13,398.3338469515153
2021-05-14,406.072713133493
2021-05-17,399.2200722809501
2021-05-18,398.01256394206285
2021-05-19,402.0942113313322
2021-05-20,398.90870857229714
2021-05-21,397.90437652126116
2021-05-24,386.19494194564544
2021-05-25,391.41582008337804
2021-05-26,400.91957397824456
2021-05-27,417.1767754544066
2021-05-28,420.38931672619725
2021-05-31,421.03599738054027
2021-06-01,419.70950720311356
2021-06-02,424.6818592184011
2021-06-03,421.1528469703483
2021-06-04,417.983240949367
2021-06-07,423.46636625415954
2021-06-08,416.2957170991312
2021-06-09,419.05432808579974
2021-06-10,416.3051323904323
2021-06-11,412.862498625224
2021-06-14,411.3112638614254
2021-06-15,413.0763131422737
2021-06-16,416.298996664164
2021-06-17,421.85664512126334
2021-06-18,421.98806091433374
2021-06-21,421.1986156749955
2021-06-22,414.0907900944807
2021-06-23,420.65157383936054
2021-06-24,415.1221569767075
2021-06-25,411.7218448236792
2021-06-28,410.47181683253154
2021-06-29,404.7051665450034
2021-06-30,400.9603669664386
2021-07-01,400.09706562881894
2021-07-02,396.02780724507187
2021-07-05,402.07268665681244
2021-07-06,405.4937051853177
2021-07-07,406.48062307209995
2021-07-08,407.1968651076146
2021-07-09,405.887823472734
2021-07-12,395.5799802295681
2021-07-13,397.9450050494013
2021-07-14,405.5080214265486
2021-07-15,410.24177354340117
2021-07-16,402.0958903509169
2021-07-19,396.4632135295811
2021-07-20,395.0875958100583
2021-07-21,402.89225070761086
2021-07-22,406.76884168272994
2021-07-23,406.7168321985702
2021-07-26,412.576505056633
2021-07-27,408.4264665031036
2021-07-28,419.0074214960863
2021-07-29,411.18001607073296
2021-07-30,412.0622747818849
2021-08-02,404.67359631871796
2021-08-03,405.9939517417417
2021-08-04,408.23651868509165
2021-08-05,401.7120898680312
2021-08-06,405.56860606061895
2021-08-09,404.2661150165662
2021-08-10,397.09221266278155
2021-08-11,393.22618420350216
2021-08-12,395.5723064304541
2021-08-13,395.86836390699835
2021-08-16,396.07344444937945
2021-08-17,392.78429863726353
2021-08-18,395.22134559521004
2021-08-19,390.9441875810301
2021-08-20,390.0258871041675
2021-08-23,391.3025335776471
2021-08-24,393.41456395788924
2021-08-25,389.8484672698563
2021-08-26,393.8152175837495
2021-08-27,387.3278370928186
2021-08-30,384.96635925223535
2021-08-31,393.68257270993786
2021-09-01,395.6151173336924
2021-09-02,399.2612376140447
2021-09-03,405.09338893561596
2021-09-06,401.7297186691625
2021-09-07,400.0148241862334
2021-09-08,403.40160489042296
2021-09-09,407.1620434757792
2021-09-10,412.71323393843034
2021-09-13,412.5974037646119
2021-09-14,414.29175193627157
2021-09-15,417.46539737032015
2021-09-16,414.38512392913873
2021-09-17,415.4052771991243
2021-09-20,411.94984694872426
2021-09-21,417.9247997244889
2021-09-22,418.15263456064844
2021-09-23,418.621066241767
2021-09-24,420.11929825490796
2021-09-27,429.6626617630623
2021-09-28,427.1637661992411
2021-09-29,428.0780990520793
2021-09-30,427.1111847354113
2021-10-01,426.73810230533934
2021-10-04,411.39452493017313
2021-10-05,408.9347698492952
2021-10-06,408.7815153152562
2021-10-07,407.15820914867095
2021-10-08,403.3421875014987
2021-10-11,406.65905294888023
2021-10-12,412.62629174997295
2021-10-13,409.6020440756971
2021-10-14,412.16532226728435
2021-10-15,414.7337853262888
2021-10-18,411.00915651872947
2021-10-19,412.6027939590246
2021-10-20,412.87865268486803
2021-10-21,415.8919380277351
2021-10-22,413.06064764350725
2021-10-25,409.2732752617603
2021-10-26,413.04469409970545
2021-10-27,408.8634458886393
2021-10-28,406.24607572123267
2021-10-29,401.04327179836747
2021-11-01,407.5364065716451
2021-11-02,404.17415097719726
2021-11-03,403.79278413751047
2021-11-04,408.57524625982995
2021-11-05,403.7412593942592
2021-11-08,405.94606073966855
2021-11-09,399.66194139907947
2021-11-10,403.8997646797482
2021-11-11,400.1717353329306
2021-11-12,393.9877514125216
2021-11-15,397.74595796558316
2021-11-16,400.5243097416292
2021-11-17,396.3415260223482
2021-11-18,398.74298784275874
2021-11-19,405.58397248145974
2021-11-22,405.60845399589084
2021-11-23,400.480067566658
2021-11-24,400.66113518595006
2021-11-25,398.4967953183041
2021-11-26,400.4500058636401
2021-11-29,404.92788159528817
2021-11-30,402.3033323145794
2021-12-01,399.7807608646463
2021-12-02,396.88428248616896
2021-12-03,394.40788576334216
2021-12-06,397.9640173563531
2021-12-07,393.3443791070819
2021-12-08,394.81298687190167
2021-12-09,390.88552669459136
2021-12-10,383.4549164601318
2021-12-13,382.74426317029827
2021-12-14,386.83623130504407
2021-12-15,385.2317822411191
2021-12-16,384.6992624271417
2021-12-17,383.75835915719847
2021-12-20,383.7342029699611
2021-12-21,382.6536379215065
2021-12-22,386.41367508660755
2021-12-23,390.45968196748385
2021-12-24,385.6316796236093
2021-12-27,383.31242603655227
2021-12-28,383.4993731512124
2021-12-29,381.9195139741673
2021-12-30,384.013091004302
2021-12-31,380.48214803958626
2022-01-03,383.1644773991929
2022-01-04,379.85430670958715
2022-01-05,380.30293000869574
2022-01-06,373.4567667678201
2022-01-07,374.56296511035544
2022-01-10,377.7938186919118
2022-01-11,379.8985911903617
2022-01-12,380.4228379098978
2022-01-13,373.79532928213047
2022-01-14,370.05703836697506
2022-01-17,368.6087345039921
2022-01-18,366.6404634101546
2022-01-19,368.41040160204045
2022-01-20,362.0231201199007
2022-01-21,361.74507080896296
2022-01-24,354.9269549535881
2022-01-25,354.8755352420986
2022-01-26,358.28776414882793
2022-01-27,351.8847982058529
2022-01-28,352.4094397881306
2022-01-31,352.16034450147595
2022-02-01,358.2106751874563
2022-02-02,360.65476577423834
2022-02-03,363.4305728106863
2022-02-04,367.0062685534914
2022-02-07,362.34406151675677
2022-02-08,363.0126890488851
2022-02-09,355.9232956253827
2022-02-10,352.42325743941745
2022-02-11,356.311541769506
2022-02-14,362.6921921467886
2022-02-15,353.2006587151203
2022-02-16,353.90038710800866
2022-02-17,350.6129292598526
2022-02-18,360.90687801570556
2022-02-21,366.6372036349022
2022-02-22,365.84703908575716
2022-02-23,371.58569105597746
2022-02-24,379.1287495499158
2022-02-25,378.28900951249324
2022-02-28,379.9568521263302
2022-03-01,377.15757635343954
2022-03-02,376.90727419755814
2022-03-03,367.83862263126065
2022-03-04,368.699013012412
2022-03-07,366.4531870917979
2022-03-08,364.24653504770714
2022-03-09,372.0137112794523
2022-03-10,374.29006660670086
2022-03-11,372.01398958981486
2022-03-14,379.54479462345347
2022-03-15,379.40110499818906
2022-03-16,382.59399945539076
2022-03-17,380.3425152506609
2022-03-18,367.89924836109327
2022-03-21,363.712939762988
2022-03-22,364.1285906145382
2022-03-23,355.77663573862435
2022-03-24,361.42626107055185
2022-03-25,367.10374651730336
2022-03-28,366.75248998616644
2022-03-29,365.38940062138903
2022-03-30,368.6397850779328
2022-03-31,369.06351321303697
2022-04-01,374.567232335345
2022-04-04,379.85411063799086
2022-04-05,380.7389921551231
2022-04-06,373.9228458074112
2022-04-07,374.59458070284063
2022-04-08,370.626736984816
2022-04-11,367.9577803051476
2022-04-12,373.88579523917974
2022-04-13,375.62637633898004
2022-04-14,376.9046271770387
2022-04-15,373.7526209512372
2022-04-18,374.8982712408625
2022-04-19,375.28538984484913
2022-04-20,380.1285920462823
2022-04-21,386.8113078668745
2022-04-22,388.3556486116539
2022-04-25,388.0088321938308
2022-04-26,390.67257721644796
2022-04-27,398.0396266450725
2022-04-28,399.60327597763506
2022-04-29,402.4439265993198
2022-05-02,404.6264039316078
2022-05-03,403.53280963384873
2022-05-04,399.6108503967007
2022-05-05,405.41338856030904
2022-05-06,410.0182880039982
2022-05-09,414.6974765438806
2022-05-10,417.3422608326355
2022-05-11,406.58151333112795
2022-05-12,408.2484841771774
2022-05-13,406.31545702727004
2022-05-16,401.0222076975175
2022-05-17,397.91146710298835
2022-05-18,396.6132330908843
2022-05-19,399.0032110887899
2022-05-20,403.16335856619435
2022-05-23,401.5979945408016
2022-05-24,394.1748938729106
2022-05-25,393.9189231149063
2022-05-26,398.2214830796334
2022-05-27,395.26916544565205
2022-05-30,394.37242801250335
2022-05-31,390.4890580436179
2022-06-01,382.11887586752187
2022-06-02,378.58668116219496
2022-06-03,380.61483919997846
2022-06-06,376.67380052856066
2022-06-07,376.28382578624314
2022-06-08,373.95291099697687
2022-06-09,368.71291152844526
2022-06-10,372.7054644774213
2022-06-13,379.98754641480315
2022-06-14,377.62603884231623
2022-06-15,377.3379324987932
2022-06-16,370.6881090208541
2022-06-17,370.9322284597053
2022-06-20,382.979410204045
2022-06-21,386.5468194399537
2022-06-22,384.4949223537125
2022-06-23,381.1954604696349
2022-06-24,377.9725686492186
2022-06-27,377.2075770418928
2022-06-28,377.19431402107057
2022-06-29,378.87659595889494
2022-06-30,382.74277002295406
2022-07-01,378.22226943517546
2022-07-04,372.35162697615124
2022-07-05,367.01894129866656
2022-07-06,372.28889309176895
2022-07-07,364.9837351087971
2022-07-08,361.8078810201631
2022-07-11,360.37284451211906
2022-07-12,368.4579317802697
2022-07-13,370.2084552667822
2022-07-14,370.23459047296467
2022-07-15,368.93115738543753
2022-07-18,368.9920727272262
2022-07-19,366.02134865164567
2022-07-20,362.79870401988165
2022-07-21,362.9936032503831
2022-07-22,351.62058242749737
2022-07-25,350.8128104724046
2022-07-26,355.9606480725245
2022-07-27,355.3403112385347
2022-07-28,360.911402053731
2022-07-29,359.6655883839485
2022-08-01,354.79546877567327
2022-08-02,359.81263207339566
2022-08-03,366.25936151026497
2022-08-04,366.8569923599637
2022-08-05,369.5215574328042
2022-08-08,371.9699631838422
2022-08-09,364.09737163971937
2022-08-10,356.98895314716646
2022-08-11,360.1646722675514
2022-08-12,356.5345485180588
2022-08-15,352.2261935191947
2022-08-16,342.83956710022295
2022-08-17,344.95082911398555
2022-08-18,346.3727783570711
2022-08-19,350.0370906757294
2022-08-22,353.0115639355685
2022-08-23,359.9021221640763
2022-08-24,361.19057450744106
2022-08-25,364.91080969720446
2022-08-26,354.2085685099663
2022-08-29,348.40738496693626
2022-08-30,351.46057159641924
2022-08-31,350.44445552723323
2022-09-01,347.4387793556458
2022-09-02,349.2198903841292
2022-09-05,346.3105686244317
2022-09-06,345.20537993522686
2022-09-07,339.5838811517757
2022-09-08,336.86190089454607
2022-09-09,330.7240537582874
2022-09-12,332.6002920011106
2022-09-13,327.5982580409388
2022-09-14,331.8721654719673
2022-09-15,327.04177636798005
2022-09-16,330.6337505362184
2022-09-19,334.68577068994205
2022-09-20,336.40530785366485
2022-09-21,333.4311066657578
2022-09-22,335.30055666847267
2022-09-23,331.31298086952773
2022-09-26,330.1944431664282
2022-09-27,327.0671944029287
2022-09-28,329.3792595741633
2022-09-29,328.16107985373964
2022-09-30,325.63571141834785
2022-10-03,323.5556635890386
2022-10-04,322.14027686222533
2022-10-05,330.2035423569452
2022-10-06,333.24194360993545
2022-10-07,329.8233458415938
2022-10-10,324.9390577920024
2022-10-11,320.40139191223835
2022-10-12,324.37951898638823
2022-10-13,323.8509668334468
2022-10-14,323.18012220620864
2022-10-17,326.7106436802999
2022-10-18,331.7518360883444
2022-10-19,326.5196603375158
2022-10-20,324.4448671172652
2022-10-21,320.2173492333817
2022-10-24,319.0386021310689
2022-10-25,318.7550695111958
2022-10-26,321.3514685209381
2022-10-27,323.90200282495664
2022-10-28,322.21719003929474
2022-10-31,322.13145071149444
2022-11-01,324.36234189335653
2022-11-02,324.30196306100214
2022-11-03,327.49082556765575
2022-11-04,323.37622274707627
2022-11-07,324.3762405212041
2022-11-08,322.5409667185003
2022-11-09,323.1440625094353
2022-11-10,325.8130186669248
2022-11-11,327.99045157871865
2022-11-14,325.34155662881426
2022-11-15,327.143819450498
2022-11-16,328.1772061501659
2022-11-17,329.5428849257038
2022-11-18,327.6225965490068
2022-11-21,326.922264977127
2022-11-22,330.58524647680025
2022-11-23,331.93042094055727
2022-11-24,328.1343287207916
2022-11-25,325.3770443077449
2022-11-28,323.8261605579961
2022-11-29,321.66441375091654
2022-11-30,323.8664789635603
2022-12-01,324.427513638325
2022-12-02,321.40628752693897
2022-12-05,324.7823219183047
2022-12-06,323.19188617653214
2022-12-07,319.9168027965754
2022-12-08,318.8712658443221
2022-12-09,318.7145676748265
2022-12-12,312.5480439611556
2022-12-13,305.7862043795944
2022-12-14,303.201222654032
2022-12-15,300.67219019868674
2022-12-16,302.0297738804345
2022-12-19,299.4995706415428
2022-12-20,298.76684159409217
2022-12-21,298.82768423107643
2022-12-22,293.5175078257267
2022-12-23,296.5984002345884
2022-12-26,292.94797774414303
2022-12-27,294.53704414362363
2022-12-28,289.33229521409976
2022-12-29,287.73022260294664
2022-12-30,291.2353193628687
2023-01-02,287.38376073632213
2023-01-03,287.1805492755778
2023-01-04,286.5868596384575
2023-01-05,284.5419561571264
2023-01-06,279.9677100977543
2023-01-09,279.6091957919347
2023-01-10,281.0129853738316
2023-01-11,281.0770419917793
2023-01-12,289.55160842288393
2023-01-13,285.767566696908
2023-01-16,287.8632415875633
2023-01-17,291.5756893484292
2023-01-18,289.90802827484265
2023-01-19,294.5975282268121
2023-01-20,293.49035929129104
2023-01-23,288.9014932186086
2023-01-24,287.20332497784113
2023-01-25,282.0879887730822
2023-01-26,282.54321615699115
2023-01-27,279.2911236337711
2023-01-30,278.36228951381736
2023-01-31,278.25145216305214
2023-02-01,277.28031609524254
2023-02-02,280.7021055817419
2023-02-03,280.0461310220269
2023-02-06,274.7698966945156
2023-02-07,274.8013196028347
2023-02-08,273.3150579867642
2023-02-09,274.7622923521327
2023-02-10,277.0266682046096
2023-02-13,273.6805271079514
2023-02-14,271.6394621296962
2023-02-15,273.46163761405415
2023-02-16,272.857181314544
2023-02-17,270.18372074211976
2023-02-20,271.6774462204028
2023-02-21,275.76508733888306
2023-02-22,278.43247645300295
2023-02-23,279.17984141285956
2023-02-24,274.41343300722565
2023-02-27,272.26509044421147
2023-02-28,277.3116586095332
2023-03-01,274.55671091368606
2023-03-02,271.3260306681638
2023-03-03,271.24897865041487
2023-03-06,270.22615184989127
2023-03-07,268.8983909880373
2023-03-08,267.804556231762
2023-03-09,263.8156861227101
2023-03-10,270.4715334426844
2023-03-13,270.94647945143805
2023-03-14,273.6636542560647
2023-03-15,273.46120965978463
2023-03-16,274.67963560752605
2023-03-17,274.0082948287735
2023-03-20,277.2939820370961
2023-03-21,278.3749710799085
2023-03-22,278.25086452382624
2023-03-23,275.053578364166
2023-03-24,274.9508009222183
2023-03-27,274.04072072900624
2023-03-28,278.05613466302265
2023-03-29,279.0292962880917
2023-03-30,278.6217702703259
2023-03-31,280.95990633491056
2023-04-03,283.7522321587682
2023-04-04,278.4559610748828
2023-04-05,270.4539571570118
2023-04-06,266.0821117370104
2023-04-07,264.1385841033538
2023-04-10,265.9744440712801
2023-04-11,266.831607384903
2023-04-12,267.26862000295415
2023-04-13,261.561236282833
2023-04-14,265.37831558580257
2023-04-17,261.9104925862555
2023-04-18,260.90381591254055
2023-04-19,260.6203998402104
2023-04-20,261.1776083166897
2023-04-21,264.58123557342606
2023-04-24,261.9601270892016
2023-04-25,257.0873959214559
2023-04-26,259.2186802834388
2023-04-27,260.87173067809874
2023-04-28,261.3991504864824
2023-05-01,260.61751392841984
2023-05-02,261.24914623568304
2023-05-03,261.3893797499113
2023-05-04,262.2418320034789
2023-05-05,263.65103228989085
2023-05-08,268.0727497497766
2023-05-09,266.453238001647
2023-05-10,266.58521145230225
2023-05-11,265.6943750230382
2023-05-12,266.67124010663184
2023-05-15,267.5418018411173
2023-05-16,264.9436246836248
2023-05-17,263.7664425263434
2023-05-18,263.17349906603846
2023-05-19,261.7751658747359
2023-05-22,260.8194192473589
2023-05-23,267.36156222273144
2023-05-24,270.76891419052987
2023-05-25,270.5808411777345
2023-05-26,262.48431921083215
2023-05-29,264.04017450206396
2023-05-30,267.42016758191465
2023-05-31,266.47549422505796
2023-06-01,266.1794298758988
2023-06-02,264.4723072909234
2023-06-05,261.5303610211133
2023-06-06,259.65368400568633
2023-06-07,253.8896320698784
2023-06-08,257.7573228400977
2023-06-09,259.00539349208
2023-06-12,264.60115777926757
2023-06-13,263.8444812268836
2023-06-14,263.23266968353533
2023-06-15,264.74519445049674
2023-06-16,271.3053697447558
2023-06-19,264.2582855369427
2023-06-20,263.6168704807545
2023-06-21,261.3570569521434
2023-06-22,262.44226751500116
2023-06-23,262.6399267724664
2023-06-26,259.3297287962672
2023-06-27,260.1781185464806
2023-06-28,262.91386949029925
2023-06-29,264.6110141141359
2023-06-30,264.19359310508764
2023-07-03,261.9848416009151
2023-07-04,260.84920701445355
2023-07-05,261.65186790867745
2023-07-06,265.80250792452495
2023-07-07,264.1868188760245
2023-07-10,263.0946406125323
2023-07-11,265.23754081669153
2023-07-12,263.6700498766494
2023-07-13,263.2785418075583
2023-07-14,259.7518546872805
2023-07-17,261.4140844841636
2023-07-18,261.69614436953316
2023-07-19,264.74401057218967
2023-07-20,262.7895122135684
2023-07-21,262.5482406915896
2023-07-24,262.45821458670116
2023-07-25,261.0678438734692
2023-07-26,260.89445229671406
2023-07-27,258.7135480181819
2023-07-28,257.23341874496424
2023-07-31,261.34414236758664
2023-08-01,259.4526550293543
