Date,CDNS
2020-07-09,486.0664842186716
2020-07-10,479.0462250725413
2020-07-13,473.1987231221988
2020-07-14,466.2783759183039
2020-07-15,475.2601423935019
2020-07-16,474.00807314908036
2020-07-17,474.3011047258953
2020-07-20,469.63070535665327
2020-07-21,459.4548437665064
2020-07-22,457.1556340573216
2020-07-23,449.41837880512196
2020-07-24,440.6868522493912
2020-07-27,432.2145047600499
2020-07-28,429.51273042598837
2020-07-29,414.366443936114
2020-07-30,408.38013584598025
2020-07-31,415.9298036950034
2020-08-03,412.16034117191595
2020-08-04,410.62486129692763
2020-08-05,408.45156632171296
2020-08-06,405.39360892951305
2020-08-07,400.15235526218424
2020-08-10,405.01176054434325
2020-08-11,399.61193336772686
2020-08-12,402.3512904213507
2020-08-13,407.8050682858029
2020-08-14,408.26510347594984
2020-08-17,411.02612615185933
2020-08-18,409.7860351687152
2020-08-19,405.29550082563713
2020-08-20,402.21784684613584
2020-08-21,409.8938865711098
2020-08-24,408.27107160897793
2020-08-25,408.02766555472056
2020-08-26,407.71536863872
2020-08-27,405.99142945675953
2020-08-28,412.4081845504695
2020-08-31,407.74506407217575
2020-09-01,414.48091708544786
2020-09-02,413.02851155023194
2020-09-03,406.156252618081
2020-09-04,410.4634677565176
2020-09-07,408.9451924218889
2020-09-08,412.877887487929
2020-09-09,417.8691255298752
2020-09-10,410.6622115187703
2020-09-11,419.32137146129935
2020-09-14,418.2035650351106
2020-09-15,417.749623527945
2020-09-16,418.7951126214324
2020-09-17,425.89898787671183
2020-09-18,424.36929422437345
2020-09-21,422.0083887031156
2020-09-22,425.8937621364606
2020-09-23,427.5138688028738
2020-09-24,431.94702106054393
2020-09-25,436.3138991626434
2020-09-28,445.2811966915765
2020-09-29,456.55213519888855
2020-09-30,456.7865030285407
2020-10-01,456.96275158012605
2020-10-02,447.57694367686463
2020-10-05,450.1845314299849
2020-10-06,456.78535888030837
2020-10-07,454.66473055699913
2020-10-08,461.9919540737265
2020-10-09,457.72249990894346
2020-10-12,464.08079525986835
2020-10-13,468.29976345710713
2020-10-14,474.6251285568725
2020-10-15,468.16050908310757
2020-10-16,464.8688749889549
2020-10-19,469.62281879201765
2020-10-20,471.50079413915176
2020-10-21,466.519149073609
2020-10-22,477.4741014636319
2020-10-23,472.092629025439
2020-10-26,474.00370400709966
2020-10-27,466.41628674376244
2020-10-28,467.3937287299512
2020-10-29,468.86519880776405
2020-10-30,469.48618357086144
2020-11-02,464.88853358552427
2020-11-03,459.8553854653524
2020-11-04,459.6229842121703
2020-11-05,458.3352903005082
2020-11-06,456.8029029852696
2020-11-09,454.42683043017973
2020-11-10,456.19435020900534
2020-11-11,462.2822376399538
2020-11-12,463.8256520013514
2020-11-13,470.560932427352
2020-11-16,466.5326702986858
2020-11-17,460.9069771406955
2020-11-18,461.5442405983918
2020-11-19,463.55453047093744
2020-11-20,455.839253214688
2020-11-23,469.4050520141601
2020-11-24,473.72051522216276
2020-11-25,474.27116257094286
2020-11-26,479.7301542621971
2020-11-27,477.04785905372864
2020-11-30,469.73085753815474
2020-12-01,475.4778911153165
2020-12-02,477.11394337452333
2020-12-03,468.691770717513
2020-12-04,473.86531743810644
2020-12-07,473.94318363001173
2020-12-08,478.05981600243456
2020-12-09,487.5271396880541
2020-12-10,477.1432089195335
2020-12-11,479.8108468554658
2020-12-14,481.27050611766987
2020-12-15,474.2308788115177
2020-12-16,469.15833488870993
2020-12-17,467.49979253842633
2020-12-18,465.75571451101825
2020-12-21,470.326344638974
2020-12-22,478.34557176611327
2020-12-23,477.09633865579366
2020-12-24,485.7736057456423
2020-12-25,494.8943826912364
2020-12-28,498.8461256257884
2020-12-29,496.2196784816657
2020-12-30,498.58487428962223
2020-12-31,502.4032807787272
2021-01-01,493.6240638170286
2021-01-04,494.6906608079768
2021-01-05,494.51637956675313
2021-01-06,495.10948555215873
2021-01-07,502.05692184348345
2021-01-08,509.3911581087735
2021-01-11,514.5868612892324
2021-01-12,519.4302299785624
2021-01-13,523.0791131977144
2021-01-14,518.4548630222221
2021-01-15,515.1745502713476
2021-01-18,515.6516141903105
2021-01-19,517.3221627929172
2021-01-20,517.4025019684476
2021-01-21,523.1981780122331
2021-01-22,517.8820789208118
2021-01-25,514.6717209376567
2021-01-26,513.2593681108752
2021-01-27,521.065474972615
2021-01-28,512.9842321026931
2021-01-29,514.9311404049271
2021-02-01,517.5329346286471
2021-02-02,511.7288043542397
2021-02-03,513.9758249192985
2021-02-04,504.8275330806499
2021-02-05,503.2326268247004
2021-02-08,506.188908675678
2021-02-09,505.477102190197
2021-02-10,506.40101265476227
2021-02-11,511.01279018476066
2021-02-12,509.91785871368467
2021-02-15,507.5067896462786
2021-02-16,513.5286488610603
2021-02-17,518.0421282038952
2021-02-18,536.3239549701709
2021-02-19,529.040061730244
2021-02-22,528.3139022074121
2021-02-23,531.4284806452353
2021-02-24,524.6033255310065
2021-02-25,529.6721192773493
2021-02-26,534.1232576934681
2021-03-01,538.2812757963108
2021-03-02,535.4243596008366
2021-03-03,526.1309422187439
2021-03-04,527.7641593077283
2021-03-05,516.635035171183
2021-03-08,518.7582600904315
2021-03-09,521.1860336688405
2021-03-10,531.6557831644498
2021-03-11,524.1346049227278
2021-03-12,524.9739038593727
2021-03-15,525.2727104884013
2021-03-16,519.3836101478022
2021-03-17,526.2958729752303
2021-03-18,520.5650264392574
2021-03-19,531.3546086140641
2021-03-22,531.2942187003268
2021-03-23,541.6586292466991
2021-03-24,540.1082610742394
2021-03-25,545.739053039805
2021-03-26,550.1450562063532
2021-03-29,549.882191349018
2021-03-30,549.6829662349202
2021-03-31,544.8947261322352
2021-04-01,550.6885820090669
2021-04-02,566.1913013388533
2021-04-05,574.0414596474118
2021-04-06,567.6394222098621
2021-04-07,573.350988333984
2021-04-08,573.0353238719223
2021-04-09,564.2563721263529
2021-04-12,562.8529139879495
2021-04-13,557.1325132537773
2021-04-14,547.6621319452839
2021-04-15,546.9052845752258
2021-04-16,560.6701154999614
2021-04-19,555.0936036549109
2021-04-20,554.789449358254
2021-04-21,552.6849315000158
2021-04-22,551.6169565256162
2021-04-23,561.9993117937199
2021-04-26,563.3964910775923
2021-04-27,554.8223173864957
2021-04-28,540.1156019465016
2021-04-29,525.8625304065881
2021-04-30,523.0372976986283
2021-05-03,520.3109250867515
2021-05-04,516.5139749385844
2021-05-05,512.8968046795503
2021-05-06,512.3166168087379
2021-05-07,502.36575519075797
2021-05-10,515.325342320767
2021-05-11,520.3508008830813
2021-05-12,512.4924963930565
2021-05-13,511.6738132201206
2021-05-14,517.3111610151549
2021-05-17,517.1894300111553
2021-05-18,508.3154587406507
2021-05-19,519.8674369367559
2021-05-20,526.7231489975009
2021-05-21,539.2063025387077
2021-05-24,546.856905258133
2021-05-25,550.3927445641764
2021-05-26,557.9611196477072
2021-05-27,566.4491539160108
2021-05-28,566.6683431212986
2021-05-31,561.729132389515
2021-06-01,564.086459413475
2021-06-02,558.8549434257866
2021-06-03,549.7104807902206
2021-06-04,544.2918836853668
2021-06-07,546.2033222787096
2021-06-08,545.9500498460247
2021-06-09,553.8536145801032
2021-06-10,544.002555778981
2021-06-11,549.9659166696919
2021-06-14,544.7673250946021
2021-06-15,544.9911952260039
2021-06-16,542.4400971074384
2021-06-17,553.4594249513659
2021-06-18,549.7934953870423
2021-06-21,554.75366126164
2021-06-22,564.7759675435663
2021-06-23,566.3134137636619
2021-06-24,570.335848331067
2021-06-25,569.6356244368857
2021-06-28,567.4271535426435
2021-06-29,562.7454075807442
2021-06-30,564.8280507718392
2021-07-01,565.499403855336
2021-07-02,574.767423798312
2021-07-05,565.0706443422288
2021-07-06,558.0185489152294
2021-07-07,555.4518102503529
2021-07-08,550.0317340449194
2021-07-09,551.5013207520119
2021-07-12,550.3891821891508
2021-07-13,555.7582324932331
2021-07-14,559.7941404149503
2021-07-15,555.2331881954102
2021-07-16,562.3013864949558
2021-07-19,565.3743317357179
2021-07-20,571.542873200432
2021-07-21,575.0588878052095
2021-07-22,582.9642612042448
2021-07-23,571.9844400622022
2021-07-26,576.1641508093062
2021-07-27,579.4542803921661
2021-07-28,581.8180431566278
2021-07-29,577.6934022305117
2021-07-30,570.1717650896451
2021-08-02,574.5499033342747
2021-08-03,576.4132474306425
2021-08-04,580.1082232759057
2021-08-05,588.7189074715055
2021-08-06,592.3616959652702
2021-08-09,586.2090780998192
2021-08-10,595.7343543565601
2021-08-11,600.6806164744838
2021-08-12,609.4987989632073
2021-08-13,616.5285765259324
2021-08-16,623.3997316134983
2021-08-17,635.6071889515414
2021-08-18,630.9198118529998
2021-08-19,616.0079537898831
2021-08-20,613.7893248694836
2021-08-23,615.9291443782347
2021-08-24,612.14759452189
2021-08-25,616.819120515385
2021-08-26,629.2042812822775
2021-08-27,638.527702152321
2021-08-30,641.4890624593114
2021-08-31,644.2256144062667
2021-09-01,649.5586981083507
2021-09-02,668.1662515349838
2021-09-03,681.8749797095652
2021-09-06,667.0649832811339
2021-09-07,673.3299983424951
2021-09-08,674.0458590254656
2021-09-09,679.7464988866558
2021-09-10,667.8006341868523
2021-09-13,662.7755284971097
2021-09-14,664.6482361725247
2021-09-15,657.0912389101479
2021-09-16,655.9407204721189
2021-09-17,655.9275686663348
2021-09-20,652.3282491622388
2021-09-21,661.3227351716364
2021-09-22,670.9885148779289
2021-09-23,659.7345876968548
2021-09-24,671.4690027750728
2021-09-27,677.2587359689805
2021-09-28,670.1794666657672
2021-09-29,681.0092725864752
2021-09-30,681.3466210211878
2021-10-01,667.2076952574769
2021-10-04,666.662374148016
2021-10-05,662.5068283876952
2021-10-06,668.0865393533005
2021-10-07,666.1057320164795
2021-10-08,670.6048876967857
2021-10-11,673.7307882185604
2021-10-12,663.3726831867644
2021-10-13,647.0217373391041
2021-10-14,651.489899467699
2021-10-15,652.3305588939911
2021-10-18,653.2934338307116
2021-10-19,653.3535557319773
2021-10-20,659.2839100058263
2021-10-21,647.6604459616256
2021-10-22,633.5480753787929
2021-10-25,643.6049154688559
2021-10-26,649.8090358609126
2021-10-27,639.6041638222575
2021-10-28,645.1495235334668
2021-10-29,639.2300959585966
2021-11-01,644.2733971408132
2021-11-02,656.4793843208673
2021-11-03,656.1388805562647
2021-11-04,660.9658524895024
2021-11-05,660.6198446939327
2021-11-08,656.7163619229843
2021-11-09,662.7199991244138
2021-11-10,666.6997547059592
2021-11-11,664.867027532657
2021-11-12,675.1834265784559
2021-11-15,669.1430727932373
2021-11-16,676.2843578375589
2021-11-17,672.7528339383845
2021-11-18,668.0553485739018
2021-11-19,674.9783099858784
2021-11-22,669.0663012258091
2021-11-23,668.180373148358
2021-11-24,653.6605462649236
2021-11-25,653.3709400988943
2021-11-26,639.4114744507386
2021-11-29,649.9092483208166
2021-11-30,651.6097324044681
2021-12-01,645.6913022762539
2021-12-02,647.8885725042693
2021-12-03,640.086714993342
2021-12-06,651.9923462635471
2021-12-07,647.7091509270073
2021-12-08,641.5207563229328
2021-12-09,636.8070918850016
2021-12-10,626.4997277182093
2021-12-13,634.559958059138
2021-12-14,617.2396053140129
2021-12-15,625.6069804559697
2021-12-16,632.3089020378115
2021-12-17,641.5550631841218
2021-12-20,642.650680192567
2021-12-21,634.5565591587095
2021-12-22,641.813938372474
2021-12-23,650.0893597785554
2021-12-24,660.365858384465
2021-12-27,674.2035902502407
2021-12-28,669.0319941349345
2021-12-29,668.1433314950731
2021-12-30,669.1707289649488
2021-12-31,649.2628383949632
2022-01-03,657.0020906402683
2022-01-04,644.7459857490402
2022-01-05,653.8835881595071
2022-01-06,636.069291653884
2022-01-07,634.8677973285228
2022-01-10,627.7434937365664
2022-01-11,611.8008779203391
2022-01-12,616.3658478171011
2022-01-13,609.6737122817331
2022-01-14,593.4708913233272
2022-01-17,593.249658171869
2022-01-18,604.1861933092359
2022-01-19,592.1052677937753
2022-01-20,599.642778999762
2022-01-21,604.0035542042276
2022-01-24,605.5555983919087
2022-01-25,588.5452399388324
2022-01-26,588.220578570601
2022-01-27,595.0148523125655
2022-01-28,598.1849931751793
2022-01-31,607.3180743966437
2022-02-01,608.9662283049934
2022-02-02,606.2890618493184
2022-02-03,592.3926359348724
2022-02-04,601.5562637452076
2022-02-07,603.6075143378969
2022-02-08,602.0547758902314
2022-02-09,602.7061430859532
2022-02-10,606.0597303634278
2022-02-11,604.4995038221143
2022-02-14,600.3051369972428
2022-02-15,600.0225552509685
2022-02-16,600.174129323799
2022-02-17,593.5089180837635
2022-02-18,587.6138305411852
2022-02-21,595.6444059763297
2022-02-22,592.6781979695251
2022-02-23,590.7157734411094
2022-02-24,590.2466038252967
2022-02-25,593.9876970812434
2022-02-28,602.0755943858438
2022-03-01,613.4736115049751
2022-03-02,615.8089375093152
2022-03-03,625.4282541888289
2022-03-04,622.7289380311074
2022-03-07,620.0636414809003
2022-03-08,620.8802481096048
2022-03-09,624.8913609073124
2022-03-10,628.0709468983333
2022-03-11,616.2024382411615
2022-03-14,626.5765598748244
2022-03-15,639.1471514186547
2022-03-16,633.3450202109245
2022-03-17,622.6733762595286
2022-03-18,618.928054757054
2022-03-21,625.4954771780856
2022-03-22,632.7922752658454
2022-03-23,635.3915131659295
2022-03-24,633.7893520483356
2022-03-25,626.7271168871722
2022-03-28,627.9019154433641
2022-03-29,639.4618523292281
2022-03-30,651.1342958987218
2022-03-31,641.0675199170164
2022-04-01,642.8047747599352
2022-04-04,644.7819056262912
2022-04-05,636.5521422331808
2022-04-06,638.7652301494596
2022-04-07,639.5612530129602
2022-04-08,634.1766247421417
2022-04-11,629.3930199643075
2022-04-12,626.5626582639778
2022-04-13,626.7096127376693
2022-04-14,639.6009878391133
2022-04-15,627.951963500733
2022-04-18,632.1871431837319
2022-04-19,636.4709258348774
2022-04-20,645.0888676582144
2022-04-21,640.6113162832711
2022-04-22,644.2716822443991
2022-04-25,636.774195399047
2022-04-26,628.2165711656904
2022-04-27,623.515723938513
2022-04-28,636.7778125916204
2022-04-29,640.0455385532318
2022-05-02,642.5282124583013
2022-05-03,650.8848397432688
2022-05-04,657.6933489092667
2022-05-05,650.7632212572661
2022-05-06,645.8348175841892
2022-05-09,651.7150613561541
2022-05-10,649.2813944753228
2022-05-11,665.1666278858407
2022-05-12,661.9751500966172
2022-05-13,675.2020637131458
2022-05-16,676.0231414478616
2022-05-17,676.4952358559957
2022-05-18,686.9161270720493
2022-05-19,671.0356088663482
2022-05-20,671.4574491899664
2022-05-23,675.6034743685375
2022-05-24,672.4338991272061
2022-05-25,672.9943762615669
2022-05-26,669.1659008022198
2022-05-27,673.796037690195
2022-05-30,680.1121723727866
2022-05-31,679.7585314728734
2022-06-01,682.1338275935107
2022-06-02,672.6372009824527
2022-06-03,667.3234865238312
2022-06-06,646.8616125097435
2022-06-07,646.5117829857237
2022-06-08,632.0490386455481
2022-06-09,624.8867914227227
2022-06-10,612.3340296565095
2022-06-13,603.2265853453137
2022-06-14,604.572909967103
2022-06-15,590.0312134304144
2022-06-16,584.9042044158917
2022-06-17,582.6176877711044
2022-06-20,580.1700735877056
2022-06-21,586.9901594634381
2022-06-22,584.5331701549636
2022-06-23,589.467607563029
2022-06-24,579.1077533967456
2022-06-27,575.7609381489818
2022-06-28,582.7934448795896
2022-06-29,584.7216597882159
2022-06-30,579.0524312232747
2022-07-01,578.6093040809432
2022-07-04,585.7859594898748
2022-07-05,588.7322415312249
2022-07-06,592.9881854842006
2022-07-07,583.329944966533
2022-07-08,574.9936191246493
2022-07-11,572.5281992126622
2022-07-12,578.9095807448514
2022-07-13,582.2755135462987
2022-07-14,581.9208639478961
2022-07-15,586.2798041095793
2022-07-18,598.6412112574739
2022-07-19,593.3833315724385
2022-07-20,589.1325202180012
2022-07-21,600.2121023863601
2022-07-22,596.9902612415934
2022-07-25,598.8900331625017
2022-07-26,600.5681464337459
2022-07-27,598.1871137552042
2022-07-28,596.4060336413871
2022-07-29,592.9256020472162
2022-08-01,586.3551448018878
2022-08-02,580.5609554233332
2022-08-03,583.5401471434951
2022-08-04,595.9085040252822
2022-08-05,600.2760952472041
2022-08-08,604.1938847915268
2022-08-09,600.4335138259487
2022-08-10,601.8506468214889
2022-08-11,598.3661071562261
2022-08-12,593.7772339768634
2022-08-15,601.918445762492
2022-08-16,602.8002151784756
2022-08-17,601.5506261592078
2022-08-18,609.3755548015346
2022-08-19,608.2140093732148
2022-08-22,615.296994913007
2022-08-23,615.7442654903521
2022-08-24,614.1375190142643
2022-08-25,606.6795379784719
2022-08-26,607.5738146800951
2022-08-29,604.4317194961353
2022-08-30,607.9336803609705
2022-08-31,616.5333009690096
2022-09-01,621.6415415515798
2022-09-02,627.770516607527
2022-09-05,618.7304817396997
2022-09-06,611.7999257726657
2022-09-07,616.8109978886405
2022-09-08,615.129468385671
2022-09-09,612.9422083317871
2022-09-12,601.6808868394135
2022-09-13,619.4539403834326
2022-09-14,628.1530760009656
2022-09-15,641.1158690173235
2022-09-16,638.84849577198
2022-09-19,639.8011050441344
2022-09-20,628.7876284371249
2022-09-21,637.3241344037441
2022-09-22,637.9575096081215
2022-09-23,636.8214433554199
2022-09-26,641.5420400134827
2022-09-27,631.1853711862071
2022-09-28,643.838736994196
2022-09-29,661.2606830302292
2022-09-30,669.302946645678
2022-10-03,678.9810638744497
2022-10-04,659.0466661540456
2022-10-05,648.4371495229327
2022-10-06,649.2324251936035
2022-10-07,646.7997963842922
2022-10-10,641.8224603015949
2022-10-11,637.973088330973
2022-10-12,637.3764769549692
2022-10-13,638.7223854430863
2022-10-14,651.1309488673044
2022-10-17,653.6812322084751
2022-10-18,657.3503167251773
2022-10-19,672.773692856363
2022-10-20,677.0796269144295
2022-10-21,677.3798316652394
2022-10-24,676.7978147300596
2022-10-25,677.4288646797697
2022-10-26,681.9941341361036
2022-10-27,679.5017828038856
2022-10-28,671.4138717941178
2022-10-31,668.5041055768892
2022-11-01,675.9836081686025
2022-11-02,673.1870118791899
2022-11-03,675.2742511814361
2022-11-04,672.2877597477842
2022-11-07,663.121290673003
2022-11-08,669.519411467422
2022-11-09,667.6345762014308
2022-11-10,671.9374127286509
2022-11-11,668.9375584417048
2022-11-14,673.6856380003036
2022-11-15,677.0748729946355
2022-11-16,671.6414301736904
2022-11-17,668.7194901494038
2022-11-18,669.42194180636
2022-11-21,675.1098573102045
2022-11-22,682.708356180476
2022-11-23,679.5889186879656
2022-11-24,671.5565915126448
2022-11-25,676.1876420350442
2022-11-28,690.4096605325808
2022-11-29,685.0202206375054
2022-11-30,683.6313921123544
2022-12-01,684.7778793417865
2022-12-02,673.2434942067396
2022-12-05,676.1485471577785
2022-12-06,691.3109572249537
2022-12-07,705.0094867594205
2022-12-08,701.6377757052455
2022-12-09,694.978595162279
2022-12-12,703.5630427956127
2022-12-13,712.5491592108181
2022-12-14,707.9616976306836
2022-12-15,692.902344233371
2022-12-16,701.8304156632655
2022-12-19,717.6241928308431
2022-12-20,734.4385555738537
2022-12-21,744.9016498452926
2022-12-22,744.0404771913542
2022-12-23,747.1644584811831
2022-12-26,752.1858027145443
2022-12-27,752.9433480157431
2022-12-28,749.7910990536643
2022-12-29,769.022994055872
2022-12-30,770.3212659042135
2023-01-02,763.7613844703446
2023-01-03,772.7756311051885
2023-01-04,781.280476408894
2023-01-05,781.1524977033906
2023-01-06,785.9941267902111
2023-01-09,784.2987511947113
2023-01-10,795.6597074320506
2023-01-11,775.5648816142975
2023-01-12,788.9123777793974
2023-01-13,797.9969876666539
2023-01-16,792.8885768039681
2023-01-17,784.8950646901134
2023-01-18,794.6860318236613
2023-01-19,791.718658434936
2023-01-20,801.5590708388364
2023-01-23,811.4297681960121
2023-01-24,813.4590663100691
2023-01-25,829.6633861780668
2023-01-26,837.30227455803
2023-01-27,837.7407975579359
2023-01-30,859.7948405476884
2023-01-31,885.2995027926836
2023-02-01,884.9750788558332
2023-02-02,894.9997828730286
2023-02-03,893.5741396728646
2023-02-06,893.0515202624752
2023-02-07,893.8372263797407
2023-02-08,887.4301047485727
2023-02-09,883.5071972528137
2023-02-10,890.9306751123266
2023-02-13,878.5893840439071
2023-02-14,876.7298519516177
2023-02-15,887.1832397290555
2023-02-16,874.7082414742287
2023-02-17,867.4376415486894
2023-02-20,860.7989724436485
2023-02-21,859.0158324842077
2023-02-22,866.5247002024486
2023-02-23,844.4925532775964
2023-02-24,856.9610884125506
2023-02-27,839.9594573718031
2023-02-28,834.7272353778228
2023-03-01,839.3192238049891
2023-03-02,830.7257512956136
2023-03-03,819.3920151578167
2023-03-06,819.4516310550024
2023-03-07,818.1356642408952
2023-03-08,812.2519644401063
2023-03-09,808.6060097016107
2023-03-10,809.511782677403
2023-03-13,813.1996168482353
2023-03-14,809.1226418105636
2023-03-15,797.3273261786716
2023-03-16,790.4376884223886
2023-03-17,797.0721392954667
2023-03-20,816.1127813543957
2023-03-21,819.5813522830973
2023-03-22,821.3111475136373
2023-03-23,825.4113808605911
2023-03-24,827.0067615667056
2023-03-27,834.1703976990601
2023-03-28,846.7519565892275
2023-03-29,852.4007433429676
2023-03-30,848.5485489633844
2023-03-31,868.9769101908636
2023-04-03,862.7695002526262
2023-04-04,874.7609827375427
2023-04-05,871.5711221254417
2023-04-06,868.1763661524379
2023-04-07,882.8788576579713
2023-04-10,882.0362419148296
2023-04-11,888.1258614062517
2023-04-12,909.9697914651681
2023-04-13,900.7993572381819
2023-04-14,891.3591091493817
2023-04-17,901.5840615796153
2023-04-18,900.7857199677762
2023-04-19,911.4546083309708
2023-04-20,913.6725382910282
2023-04-21,896.7316605877919
2023-04-24,903.9777566920125
2023-04-25,902.4406699314305
2023-04-26,902.7593748549455
2023-04-27,916.7063552787077
2023-04-28,916.5552612198794
2023-05-01,910.5649014184977
2023-05-02,910.5343757034192
2023-05-03,930.6063587344754
2023-05-04,937.0973686365644
2023-05-05,938.9169361086559
2023-05-08,947.8949226502665
2023-05-09,973.3134870110339
2023-05-10,958.0229930123985
2023-05-11,977.3046604377816
2023-05-12,957.6484552311396
2023-05-15,954.7500887248704
2023-05-16,957.7143068422383
2023-05-17,958.8204281991233
2023-05-18,968.0407848773505
2023-05-19,963.4045991137906
2023-05-22,962.2482381789354
2023-05-23,969.0390797087636
2023-05-24,969.773269748241
2023-05-25,973.6625417408691
2023-05-26,981.7094122744579
2023-05-29,985.0461075844553
2023-05-30,989.8773203230085
2023-05-31,982.8059623612037
2023-06-01,961.8311148058433
2023-06-02,947.7526330792676
2023-06-05,948.4607621257286
2023-06-06,940.3960127556703
2023-06-07,929.7553296595075
2023-06-08,930.80976342757
2023-06-09,926.2602742500948
2023-06-12,916.8042572245839
2023-06-13,925.7656982174703
2023-06-14,918.9993839195514
2023-06-15,920.2029171172715
2023-06-16,918.1153460554636
2023-06-19,922.1799649684839
2023-06-20,924.4658622966069
2023-06-21,901.2624967891368
2023-06-22,912.4016434536103
2023-06-23,914.9295442374878
2023-06-26,919.9065086775142
2023-06-27,918.165729933621
2023-06-28,922.3417857888967
2023-06-29,901.4557337619553
2023-06-30,897.2675446422655
2023-07-03,869.7598175528366
2023-07-04,881.4429894641717
2023-07-05,865.0510889914924
2023-07-06,869.6768089789483
2023-07-07,854.9669327653513
2023-07-10,872.4243829781634
2023-07-11,865.1440623728338
2023-07-12,861.5588401791923
2023-07-13,861.2916891241543
2023-07-14,849.2810433433889
2023-07-17,858.7504754229253
2023-07-18,863.7209080878142
2023-07-19,866.7208393459979
2023-07-20,872.9866430070284
2023-07-21,881.9653121784587
2023-07-24,877.027383246113
2023-07-25,884.2901421178934
2023-07-26,901.4095245216018
2023-07-27,893.863023966933
2023-07-28,893.7197376766331
2023-07-31,908.5589783403923
2023-08-01,893.40117436554
2023-08-02,881.7333542175253
2023-08-03,882.298170313349
2023-08-04,885.6306106814244
