Date,SNOW
2020-04-14,132.21232426127975
2020-04-15,128.594273362611
2020-04-16,127.24199885234418
2020-04-17,128.61251509368688
2020-04-20,125.9061734996044
2020-04-21,123.60475630117026
2020-04-22,124.13997486159724
2020-04-23,124.46493760453554
2020-04-24,121.96748828783277
2020-04-27,121.89278781620075
2020-04-28,124.44318255236396
2020-04-29,123.43027689208039
2020-04-30,123.24526548419557
2020-05-01,124.33106976723907
2020-05-04,124.84609265481097
2020-05-05,121.7809246084094
2020-05-06,118.4593965629647
2020-05-07,113.79832937920342
2020-05-08,113.25213326341421
2020-05-11,108.95640764120323
2020-05-12,106.89443903035878
2020-05-13,104.69534165586332
2020-05-14,105.55065999673498
2020-05-15,106.62943341057021
2020-05-18,104.6061423956133
2020-05-19,102.68373824286087
2020-05-20,102.07711451378272
2020-05-21,98.97066035520729
2020-05-22,101.61081182077359
2020-05-25,99.09256788107837
2020-05-26,99.80476242818322
2020-05-27,97.16817946852058
2020-05-28,97.25701507836153
2020-05-29,94.16038382324938
2020-06-01,92.2565425933256
2020-06-02,91.55315182941538
2020-06-03,89.90375949767086
2020-06-04,92.34166072470393
2020-06-05,94.16478126078427
2020-06-08,94.43311129553186
2020-06-09,95.37398131019806
2020-06-10,94.2576109591357
2020-06-11,92.74956082816398
2020-06-12,94.05123480604315
2020-06-15,97.29348184482876
2020-06-16,94.8710248612352
2020-06-17,99.06613794662039
2020-06-18,94.90568466160344
2020-06-19,95.24086028888854
2020-06-22,97.24759137334821
2020-06-23,96.2017456525949
2020-06-24,92.50087107414957
2020-06-25,95.95482462425703
2020-06-26,95.83611333088882
2020-06-29,98.3610514610489
2020-06-30,94.59364794283708
2020-07-01,94.96562280220185
2020-07-02,97.01668832033928
2020-07-03,100.59288967817679
2020-07-06,101.11307314713
2020-07-07,101.15507915456325
2020-07-08,104.34694774973782
2020-07-09,102.03515797006709
2020-07-10,100.84130786545938
2020-07-13,99.99102474622224
2020-07-14,97.02888450330273
2020-07-15,95.20900988803368
2020-07-16,92.78841750954237
2020-07-17,89.55384063017986
2020-07-20,87.94163975251216
2020-07-21,90.59387893903644
2020-07-22,91.76096452152153
2020-07-23,92.62386342747237
2020-07-24,96.25190221227088
2020-07-27,99.2435021002157
2020-07-28,98.2079238797449
2020-07-29,99.25736844508887
2020-07-30,100.40325722709167
2020-07-31,102.68727405658812
2020-08-03,104.24646065579005
2020-08-04,106.79395963367716
2020-08-05,104.97973340861422
2020-08-06,102.73251737024565
2020-08-07,103.47618852435303
2020-08-10,102.20122909018171
2020-08-11,106.05166197932488
2020-08-12,103.74017719687781
2020-08-13,104.94802874119054
2020-08-14,102.6384005995409
2020-08-17,103.50452149670134
2020-08-18,104.62434891804766
2020-08-19,101.3012173187847
2020-08-20,107.3094888551712
2020-08-21,106.9470192891544
2020-08-24,108.09726350299606
2020-08-25,107.05370103064274
2020-08-26,107.81803464788234
2020-08-27,109.64186030072217
2020-08-28,107.26423285123633
2020-08-31,107.91882521990351
2020-09-01,106.49630116949261
2020-09-02,103.98484498986973
2020-09-03,108.48030898623948
2020-09-04,109.96880148045913
2020-09-07,112.18547550322461
2020-09-08,110.322176060394
2020-09-09,106.68022480508453
2020-09-10,103.48324314042284
2020-09-11,104.04940690595363
2020-09-14,106.78165582047744
2020-09-15,103.48457309930498
2020-09-16,102.90867252331584
2020-09-17,99.30950834344404
2020-09-18,97.26410259986054
2020-09-21,95.12094821013638
2020-09-22,97.34925895485634
2020-09-23,96.16279116977226
2020-09-24,94.41320658321708
2020-09-25,93.22286671163641
2020-09-28,91.59436211767756
2020-09-29,91.73552660130751
2020-09-30,92.93040730485792
2020-10-01,96.09220690486256
2020-10-02,97.99643149705356
2020-10-05,99.60837762626207
2020-10-06,102.76735912011966
2020-10-07,100.81991920999182
2020-10-08,100.78098665558655
2020-10-09,102.94749781437868
2020-10-12,98.41518712393714
2020-10-13,98.14019797346043
2020-10-14,95.09883208875326
2020-10-15,96.94955540247732
2020-10-16,100.57549415102027
2020-10-19,103.79229427262574
2020-10-20,101.07492186560454
2020-10-21,101.1708981537478
2020-10-22,98.62462126123881
2020-10-23,98.55582885305431
2020-10-26,98.3057912253037
2020-10-27,95.07407438995322
2020-10-28,93.86320934669277
2020-10-29,95.4031126684909
2020-10-30,97.59759371706626
2020-11-02,97.4530078438201
2020-11-03,97.78988391389268
2020-11-04,99.36986630749672
2020-11-05,96.47679039029543
2020-11-06,96.11216926759823
2020-11-09,93.97410354869159
2020-11-10,96.52817851243273
2020-11-11,98.91164493774008
2020-11-12,103.55589080669856
2020-11-13,104.25875010772113
2020-11-16,105.68593389476658
2020-11-17,107.72133930187827
2020-11-18,106.63955065023136
2020-11-19,103.28048910968356
2020-11-20,100.13496596421334
2020-11-23,98.68942672496608
2020-11-24,98.8799614828021
2020-11-25,98.74503984590145
2020-11-26,99.97731224251635
2020-11-27,99.8512326297542
2020-11-30,101.67488269156524
2020-12-01,102.83030334125299
2020-12-02,103.86916870800115
2020-12-03,107.22198222092138
2020-12-04,109.27788237374271
2020-12-07,108.01343136763194
2020-12-08,110.56809044002958
2020-12-09,113.42152609836997
2020-12-10,113.49009367282977
2020-12-11,116.80948485246759
2020-12-14,116.22180108724332
2020-12-15,112.76728825304878
2020-12-16,114.05160677569647
2020-12-17,107.79728613556054
2020-12-18,105.85869838017858
2020-12-21,105.44597881055182
2020-12-22,104.51069085423717
2020-12-23,100.57591767802283
2020-12-24,101.99644158182791
2020-12-25,102.86274788218189
2020-12-28,101.14449529735398
2020-12-29,99.01331654852919
2020-12-30,99.01453714371608
2020-12-31,100.28104741776279
2021-01-01,99.69622982704567
2021-01-04,94.71518108387562
2021-01-05,91.29766682056281
2021-01-06,93.80192322700034
2021-01-07,93.88813985753058
2021-01-08,98.39419500765842
2021-01-11,95.9874976324175
2021-01-12,97.34660569064778
2021-01-13,94.58820347900345
2021-01-14,91.57492623779635
2021-01-15,90.715568057617
2021-01-18,88.59787680232851
2021-01-19,87.53553484024427
2021-01-20,85.9429509717928
2021-01-21,87.5823464017898
2021-01-22,88.06098131552993
2021-01-25,89.55363299477061
2021-01-26,90.21289936492032
2021-01-27,89.04194739297202
2021-01-28,88.61135193381173
2021-01-29,88.25530737741255
2021-02-01,84.05444919606302
2021-02-02,82.13728690593815
2021-02-03,80.05391515946417
2021-02-04,77.08725915862108
2021-02-05,75.32463338051963
2021-02-08,72.18418058991239
2021-02-09,74.34302132086232
2021-02-10,76.5059859816508
2021-02-11,76.19180772990588
2021-02-12,72.6018412821906
2021-02-15,73.34540297691326
2021-02-16,72.11926102570038
2021-02-17,73.50499344247567
2021-02-18,73.8075049083928
2021-02-19,73.5053918497705
2021-02-22,74.95803024120698
2021-02-23,77.88007002297674
2021-02-24,77.00318016262841
2021-02-25,79.19246842160778
2021-02-26,78.17695736422041
2021-03-01,77.93099727173308
2021-03-02,80.12537893842355
2021-03-03,83.39463566202896
2021-03-04,79.29523758007379
2021-03-05,78.19456852274618
2021-03-08,77.5675199907696
2021-03-09,77.93401257834672
2021-03-10,80.45444350673608
2021-03-11,79.35786640057417
2021-03-12,78.03625792056259
2021-03-15,77.06377716472757
2021-03-16,75.71755390029756
2021-03-17,76.07544626144814
2021-03-18,74.90309457346552
2021-03-19,74.80272189761615
2021-03-22,77.90335158057103
2021-03-23,76.19818749835736
2021-03-24,76.16280560586392
2021-03-25,77.28193794906271
2021-03-26,73.92328447139778
2021-03-29,71.99831151237143
2021-03-30,72.22759206001011
2021-03-31,71.94686787646332
2021-04-01,71.42619619828733
2021-04-02,70.03607196708806
2021-04-05,71.73020553092238
2021-04-06,72.93740665107045
2021-04-07,74.23277705508276
2021-04-08,71.89751387448884
2021-04-09,73.24184289374737
2021-04-12,70.8740921814205
2021-04-13,71.18884870978322
2021-04-14,71.59113986543163
2021-04-15,70.27312754866118
2021-04-16,68.59005625790921
2021-04-19,68.31751424776544
2021-04-20,71.09251338851897
2021-04-21,68.89201983397629
2021-04-22,68.32242402555573
2021-04-23,67.99901395497734
2021-04-26,64.53291226407751
2021-04-27,64.67988306916808
2021-04-28,65.62115961647403
2021-04-29,63.39868053552831
2021-04-30,61.203844481355326
2021-05-03,60.90612575277663
2021-05-04,61.25061911089632
2021-05-05,61.45124478749885
2021-05-06,60.94323395444524
2021-05-07,60.10355173002345
2021-05-10,59.53580543646231
2021-05-11,62.374566198923816
2021-05-12,63.277200705833756
2021-05-13,61.90790922222828
2021-05-14,62.78920462894417
2021-05-17,65.51797422857288
2021-05-18,64.10444550882382
2021-05-19,68.78591815106407
2021-05-20,69.72033396918569
2021-05-21,69.35516843279319
2021-05-24,69.09088931702003
2021-05-25,71.52707956665621
2021-05-26,74.86368501364824
2021-05-27,75.35016901399727
2021-05-28,73.41804397170723
2021-05-31,74.07627926842754
2021-06-01,74.36386911117076
2021-06-02,77.46296153019378
2021-06-03,75.63501713458305
2021-06-04,74.73330301085794
2021-06-07,75.96189034154406
2021-06-08,74.70516623953905
2021-06-09,75.7313699146852
2021-06-10,74.19608494300235
2021-06-11,73.46878753482812
2021-06-14,72.76539596485786
2021-06-15,72.76080823777198
2021-06-16,77.62064159146185
2021-06-17,77.86808347149785
2021-06-18,77.1557061665134
2021-06-21,76.2643123496334
2021-06-22,75.31376503280765
2021-06-23,75.35409230150665
2021-06-24,72.01887071658973
2021-06-25,69.86048007177705
2021-06-28,70.00924182418363
2021-06-29,70.80456671935715
2021-06-30,70.28878207466877
2021-07-01,68.97628213567575
2021-07-02,67.8066620045767
2021-07-05,64.93994760716448
2021-07-06,65.43547700389003
2021-07-07,67.13736937890793
2021-07-08,64.60960631007707
2021-07-09,63.761697271026506
2021-07-12,65.3404315915895
2021-07-13,65.16661796608226
2021-07-14,63.4064218270984
2021-07-15,67.74453960385014
2021-07-16,69.01755057077723
2021-07-19,65.73474274515942
2021-07-20,65.42556929122756
2021-07-21,63.84908562549282
2021-07-22,65.65224988068562
2021-07-23,64.99391221146561
2021-07-26,65.20088027519557
2021-07-27,64.07176707622487
2021-07-28,65.3510968704306
2021-07-29,64.319030840355
2021-07-30,67.55642822420208
2021-08-02,64.7559322450869
2021-08-03,64.57719020258234
2021-08-04,65.6472172544071
2021-08-05,63.203599898521546
2021-08-06,64.09737272691666
2021-08-09,63.56151904355388
2021-08-10,63.4155641144189
2021-08-11,61.10090883803786
2021-08-12,62.28463213006269
2021-08-13,61.09174671349817
2021-08-16,60.11384910900862
2021-08-17,58.302065771747955
2021-08-18,56.444523218103555
2021-08-19,56.511620384557816
2021-08-20,54.28654384136762
2021-08-23,52.843265560827405
2021-08-24,52.960610918562665
2021-08-25,53.58919266002428
2021-08-26,53.28434902019765
2021-08-27,54.11653210345364
2021-08-30,53.63709894722215
2021-08-31,54.33929774533672
2021-09-01,53.362712637266014
2021-09-02,53.49546568269811
2021-09-03,53.80711276941326
2021-09-06,51.248662949833964
2021-09-07,50.23760958909081
2021-09-08,49.09980391760513
2021-09-09,48.61637764948763
2021-09-10,48.061993308576476
2021-09-13,48.9132147262648
2021-09-14,48.88412517617384
2021-09-15,50.16602081387415
2021-09-16,48.77787184750972
2021-09-17,48.88284260213184
2021-09-20,50.06019464067028
2021-09-21,50.03217372304103
2021-09-22,48.92233032449429
2021-09-23,49.978695288557326
2021-09-24,50.675010268976656
2021-09-27,50.6315322147164
2021-09-28,53.61483628847308
2021-09-29,55.390295723252585
2021-09-30,55.69061924818306
2021-10-01,57.61419101498514
2021-10-04,57.0654048878144
2021-10-05,58.03834992576908
2021-10-06,58.08053389590339
2021-10-07,59.523980997981475
2021-10-08,61.72623383840801
2021-10-11,61.50895196811382
2021-10-12,60.62265813345032
2021-10-13,59.14236300040201
2021-10-14,60.548004057580826
2021-10-15,59.99100210401189
2021-10-18,60.09711063632361
2021-10-19,57.07590008899159
2021-10-20,57.322033704317455
2021-10-21,57.82387314800939
2021-10-22,57.56072060899971
2021-10-25,57.76074419540935
2021-10-26,58.026797685594346
2021-10-27,57.22099739302116
2021-10-28,58.477656979948016
2021-10-29,58.77036652972439
2021-11-01,58.07577040143797
2021-11-02,59.35352296943959
2021-11-03,59.67672444934453
2021-11-04,57.69114434916023
2021-11-05,58.61600356610688
2021-11-08,59.623259352449914
2021-11-09,59.4610683960075
2021-11-10,61.60557667173065
2021-11-11,61.967776734367824
2021-11-12,61.06419252688791
2021-11-15,58.41999165508777
2021-11-16,58.782058707297985
2021-11-17,60.125056393351045
2021-11-18,59.5660901127598
2021-11-19,62.04430532585023
2021-11-22,62.05761884273824
2021-11-23,62.056725089314966
2021-11-24,61.11134006675239
2021-11-25,60.16089529605443
2021-11-26,59.89605115781975
2021-11-29,59.303586283863716
2021-11-30,59.16987618712412
2021-12-01,57.732853407883844
2021-12-02,53.73944807819628
2021-12-03,52.378436145002965
2021-12-06,52.92602771083874
2021-12-07,54.71972313301735
2021-12-08,55.39570503984488
2021-12-09,55.16100524462735
2021-12-10,56.995194491721925
2021-12-13,58.23927197642266
2021-12-14,57.47426512493358
2021-12-15,57.79447184768907
2021-12-16,57.02291558702404
2021-12-17,55.87626573721646
2021-12-20,55.72652572507059
2021-12-21,53.10247371325951
2021-12-22,54.109296097484695
2021-12-23,56.81492980355054
2021-12-24,58.17926483604513
2021-12-27,58.35346306966574
2021-12-28,59.112326396319645
2021-12-29,58.3559328351
2021-12-30,61.27814110637375
2021-12-31,63.46828834054917
2022-01-03,66.49366811547173
2022-01-04,66.87242203963399
2022-01-05,65.63975500839308
2022-01-06,65.48599270522085
2022-01-07,66.78417724176863
2022-01-10,67.13253479045736
2022-01-11,64.61165937978559
2022-01-12,63.864987752181925
2022-01-13,62.43245069069206
2022-01-14,61.761590630976634
2022-01-17,62.03279903119779
2022-01-18,61.91421025042048
2022-01-19,60.992478753373824
2022-01-20,60.92225467118265
2022-01-21,59.678246841488615
2022-01-24,59.32130762157128
2022-01-25,59.52777515814579
2022-01-26,57.982036934444196
2022-01-27,58.02724652057686
2022-01-28,55.9386516539145
2022-01-31,54.152484191311494
2022-02-01,53.659938771133916
2022-02-02,53.320564538278745
2022-02-03,51.34479026747841
2022-02-04,51.33855808296138
2022-02-07,51.758099808387065
2022-02-08,51.76915064111205
2022-02-09,50.68253612484585
2022-02-10,49.35055906377091
2022-02-11,50.90856074823316
2022-02-14,49.480595753101646
2022-02-15,50.667425927324224
2022-02-16,52.034269594749674
2022-02-17,54.038508999439166
2022-02-18,54.992186200149874
2022-02-21,54.920086551752945
2022-02-22,57.00512891915243
2022-02-23,57.839264557454186
2022-02-24,58.978359284970274
2022-02-25,56.47931784362658
2022-02-28,58.06389943069771
2022-03-01,56.3242273424368
2022-03-02,54.31037496969665
2022-03-03,53.17911576599596
2022-03-04,52.44719415180609
2022-03-07,52.60034830037891
2022-03-08,52.675461019324345
2022-03-09,53.91513661211793
2022-03-10,53.25165572761633
2022-03-11,52.70293113812923
2022-03-14,54.63942378913229
2022-03-15,54.72226677518128
2022-03-16,55.04162659952306
2022-03-17,53.78934816451398
2022-03-18,55.80719045623738
2022-03-21,56.953030576572345
2022-03-22,55.392457631425835
2022-03-23,54.02971444170874
2022-03-24,54.378420216097375
2022-03-25,55.19680707014553
2022-03-28,56.14540938355384
2022-03-29,56.995250267686586
2022-03-30,53.62671923014174
2022-03-31,53.648842398899575
2022-04-01,54.2893242215174
2022-04-04,54.57863267369017
2022-04-05,53.809126458729764
2022-04-06,53.95215224967312
2022-04-07,56.01135139526926
2022-04-08,54.96343113981045
2022-04-11,52.92088429161834
2022-04-12,54.36673545210637
2022-04-13,53.70294854321357
2022-04-14,55.22431628285835
2022-04-15,53.3908644171405
2022-04-18,55.86159522381202
2022-04-19,54.41974384955539
2022-04-20,55.06591320924231
2022-04-21,55.08449914801294
2022-04-22,56.84288817977693
2022-04-25,56.823072961574574
2022-04-26,56.35734637409067
2022-04-27,57.2062663321962
2022-04-28,56.60059870610165
2022-04-29,56.73019234972456
2022-05-02,59.20549272571277
2022-05-03,59.606344803135094
2022-05-04,62.43850520393727
2022-05-05,62.41242289369607
2022-05-06,62.80352504810569
2022-05-09,62.41741840353206
2022-05-10,60.76035459181202
2022-05-11,61.09395206435566
2022-05-12,59.788464657747404
2022-05-13,61.041409533758156
2022-05-16,62.194875313432185
2022-05-17,62.97679045983827
2022-05-18,65.31983599315139
2022-05-19,65.9123679957286
2022-05-20,66.08672608013593
2022-05-23,66.22397696330943
2022-05-24,64.67357315264486
2022-05-25,65.77464840879838
2022-05-26,67.8044762845025
2022-05-27,68.92104657197446
2022-05-30,68.68004343200191
2022-05-31,66.24186129317948
2022-06-01,64.15133410531148
2022-06-02,66.75753346932501
2022-06-03,66.53259573126714
2022-06-06,66.59128451300077
2022-06-07,66.80342106120723
2022-06-08,67.07359902064832
2022-06-09,67.67008334453506
2022-06-10,66.14720165851351
2022-06-13,64.90847068770506
2022-06-14,66.15381968111966
2022-06-15,64.1780156522923
2022-06-16,62.45349035758528
2022-06-17,63.52540623473157
2022-06-20,66.26597670273846
2022-06-21,64.23073700267548
2022-06-22,66.98585854738012
2022-06-23,67.09310500758056
2022-06-24,67.20751168337692
2022-06-27,66.57101439000311
2022-06-28,67.60632699494747
2022-06-29,68.27952712370131
2022-06-30,69.28677266108811
2022-07-01,70.61454795859039
2022-07-04,69.39633562827537
2022-07-05,67.8120751116163
2022-07-06,67.73598404358108
2022-07-07,66.81498841433493
2022-07-08,68.55010887665198
2022-07-11,68.1868761812281
2022-07-12,67.19520273340248
2022-07-13,69.37656887204221
2022-07-14,69.04006908671633
2022-07-15,67.97819677639846
2022-07-18,68.34406650413075
2022-07-19,70.07486666854012
2022-07-20,72.60869919118518
2022-07-21,73.41322485576774
2022-07-22,72.9613202454344
2022-07-25,73.15600270461337
2022-07-26,74.55750101098296
2022-07-27,73.64523795461088
2022-07-28,75.31612888992261
2022-07-29,74.16372171110395
2022-08-01,76.06367026929722
2022-08-02,74.14990906281814
2022-08-03,72.84052142383295
2022-08-04,72.78908482359383
2022-08-05,71.23369759470604
2022-08-08,72.83188443385973
2022-08-09,73.62412970482805
2022-08-10,73.27017965523488
2022-08-11,74.4740037063457
2022-08-12,72.24189479554781
2022-08-15,72.87980365881155
2022-08-16,73.69746506637567
2022-08-17,72.51886879357859
2022-08-18,73.1922429929942
2022-08-19,77.38420565435023
2022-08-22,75.20677625328086
2022-08-23,76.86636728497659
2022-08-24,79.38370480599218
2022-08-25,81.51305077044202
2022-08-26,83.70750273866894
2022-08-29,86.52574866444027
2022-08-30,85.6476901371933
2022-08-31,86.70598497080049
2022-09-01,87.73399509153535
2022-09-02,86.63855526264977
2022-09-05,86.22915958964415
2022-09-06,88.30152454110085
2022-09-07,87.94100928938275
2022-09-08,90.10962024614034
2022-09-09,90.63505009517748
2022-09-12,91.48292550333781
2022-09-13,92.93254520201543
2022-09-14,91.87282091745513
2022-09-15,92.08646474173088
2022-09-16,91.73176266252202
2022-09-19,86.34253623347341
2022-09-20,91.82401714897016
2022-09-21,88.66608771307824
2022-09-22,88.54963462250956
2022-09-23,86.45588650744746
2022-09-26,91.27995376184619
2022-09-27,90.50149462027163
2022-09-28,90.67622411733313
2022-09-29,90.44781382003048
2022-09-30,90.4545208391845
2022-10-03,84.63743656600894
2022-10-04,82.60189510568331
2022-10-05,79.79751266027937
2022-10-06,80.46989992404204
2022-10-07,79.6101714334692
2022-10-10,79.78703491781405
2022-10-11,80.67869780446495
2022-10-12,83.51678316629668
2022-10-13,82.44106896457664
2022-10-14,79.27331483431811
2022-10-17,79.26685582679806
2022-10-18,77.01015856220425
2022-10-19,76.6387040519084
2022-10-20,77.88513318016113
2022-10-21,76.3739634612456
2022-10-24,78.84739276228206
2022-10-25,76.83500271986907
2022-10-26,77.60893856559169
2022-10-27,77.9045162389232
2022-10-28,76.65744201137598
2022-10-31,78.72629846325853
2022-11-01,81.49221746862332
2022-11-02,83.25476618543676
2022-11-03,84.17341720537175
2022-11-04,87.00872181928364
2022-11-07,85.26332359244256
2022-11-08,84.36686416822754
2022-11-09,83.5688028278259
2022-11-10,83.87204153328689
2022-11-11,83.3606196540409
2022-11-14,83.13369957880174
2022-11-15,80.45503137239946
2022-11-16,79.4996984729843
2022-11-17,79.22136693204374
2022-11-18,79.58787231887399
2022-11-21,79.06580781536881
2022-11-22,80.39077949650141
2022-11-23,79.54283868273825
2022-11-24,80.07759086529035
2022-11-25,80.21556736929614
2022-11-28,80.29222308260151
2022-11-29,78.75522074498875
2022-11-30,79.47840493699186
2022-12-01,77.54162184599363
2022-12-02,78.52266933442323
2022-12-05,75.28213549702009
2022-12-06,75.46749487974007
2022-12-07,75.86203320934966
2022-12-08,77.13445929673651
2022-12-09,76.70254893933664
2022-12-12,76.32505509282764
2022-12-13,78.22911774008436
2022-12-14,79.80121145180529
2022-12-15,78.6835793912151
2022-12-16,77.0472976341741
2022-12-19,79.21663262035993
2022-12-20,81.56373718833468
2022-12-21,81.34060089359406
2022-12-22,81.56984154955047
2022-12-23,79.56834022867395
2022-12-26,78.8167715706632
2022-12-27,78.85494498944628
2022-12-28,79.79023676473858
2022-12-29,80.17783879767508
2022-12-30,77.01505531405319
2023-01-02,77.866566922177
2023-01-03,78.71592489100776
2023-01-04,80.65943709228934
2023-01-05,82.36481798671572
2023-01-06,80.20085341271262
2023-01-09,81.63609814971662
2023-01-10,81.30219970821821
2023-01-11,81.58057933219526
2023-01-12,81.95101931420291
2023-01-13,80.67716355737696
2023-01-16,81.93459198051589
2023-01-17,82.25296587062188
2023-01-18,84.48371340758236
2023-01-19,87.56395766743132
2023-01-20,88.2087668340048
2023-01-23,86.01318017837521
2023-01-24,86.75708072806106
2023-01-25,84.65221949698605
2023-01-26,81.47693964659958
2023-01-27,82.47088010327468
2023-01-30,88.35233663064399
2023-01-31,89.11761021686274
2023-02-01,88.27272785148064
2023-02-02,89.5975277753095
2023-02-03,88.82726406077309
2023-02-06,88.77122114872915
2023-02-07,88.74349357823733
2023-02-08,87.76064652678146
2023-02-09,84.39747069520097
2023-02-10,82.18036305755142
2023-02-13,79.74033047710518
2023-02-14,81.48493911650854
2023-02-15,78.12391567586502
2023-02-16,76.61839414807511
2023-02-17,75.2636104911377
2023-02-20,75.04524601456505
2023-02-21,75.73831739872124
2023-02-22,75.29716900965164
2023-02-23,73.37319397907162
2023-02-24,76.74669693914277
2023-02-27,74.55846961480644
2023-02-28,69.64361659107904
2023-03-01,71.05101445702083
2023-03-02,69.68844302197807
2023-03-03,67.7421186690903
2023-03-06,67.12100320553085
2023-03-07,67.72521363796473
2023-03-08,67.91702907171424
2023-03-09,67.64607939438429
2023-03-10,69.66351471463771
2023-03-13,68.2890620892431
2023-03-14,67.99077061936279
2023-03-15,69.76459989191959
2023-03-16,69.75498505339975
2023-03-17,69.97855612281077
2023-03-20,66.99129280496219
2023-03-21,66.2108503270574
2023-03-22,65.45882249732956
2023-03-23,65.29181567097889
2023-03-24,66.22303273985281
2023-03-27,66.04606588752127
2023-03-28,68.66837222168114
2023-03-29,67.33186979159684
2023-03-30,68.7765610259698
2023-03-31,68.14085435789495
2023-04-03,68.66834082998555
2023-04-04,67.14673301768184
2023-04-05,68.31698620968507
2023-04-06,70.68812656504633
2023-04-07,69.13966649532243
2023-04-10,69.1304123371056
2023-04-11,68.49289168122155
2023-04-12,70.40089545185721
2023-04-13,70.01025110920064
2023-04-14,69.98045335806736
2023-04-17,71.66788687248213
2023-04-18,71.78364744935891
2023-04-19,72.80656344594006
2023-04-20,73.2054791927053
2023-04-21,76.96319620449498
2023-04-24,74.48023040429517
2023-04-25,75.44877810856521
2023-04-26,75.7379590124095
2023-04-27,78.46460647659481
2023-04-28,79.80922391828152
2023-05-01,78.72586941877967
2023-05-02,81.05447475798576
2023-05-03,80.41473122720387
2023-05-04,78.1649759951949
2023-05-05,78.36493735508006
2023-05-08,73.62575901494593
2023-05-09,73.43185248654095
2023-05-10,74.40216256273361
2023-05-11,74.19550015460825
2023-05-12,73.92887231354615
2023-05-15,74.67027599133237
2023-05-16,74.93923639775628
2023-05-17,76.30855874635834
2023-05-18,76.22235499521283
2023-05-19,75.21026325034099
2023-05-22,77.6063639874618
2023-05-23,78.6643562104262
2023-05-24,79.93075668593045
2023-05-25,77.43844857348577
2023-05-26,76.74249055298482
2023-05-29,80.30497977743546
2023-05-30,81.65049792717288
2023-05-31,82.90708240469938
2023-06-01,81.04120408563014
2023-06-02,79.96221814055195
2023-06-05,79.85826697868156
2023-06-06,80.13574011755694
2023-06-07,79.03268799505655
2023-06-08,80.22893494708295
2023-06-09,80.05010167162793
2023-06-12,79.76667395636854
2023-06-13,79.80032088169204
2023-06-14,80.7423282688677
2023-06-15,79.92680961383314
2023-06-16,78.69966850970275
2023-06-19,78.72110048102633
2023-06-20,78.82454281447842
2023-06-21,76.38305192395089
2023-06-22,77.01390187672592
2023-06-23,76.48081706798496
2023-06-26,79.38087032875134
2023-06-27,78.88116672989327
2023-06-28,76.82195023174596
2023-06-29,75.38524828914187
2023-06-30,74.8062571451685
2023-07-03,75.21802249180676
2023-07-04,74.48355623152467
2023-07-05,72.76551804634971
2023-07-06,73.69889221448898
2023-07-07,74.19279499707208
2023-07-10,75.31696681591325
2023-07-11,75.63898559380667
2023-07-12,77.9040672329386
2023-07-13,77.42706309904972
2023-07-14,76.90525222227937
2023-07-17,76.15450777269446
2023-07-18,74.7413615185704
2023-07-19,77.6045087988329
2023-07-20,76.55461603909343
2023-07-21,71.98395225403291
2023-07-24,72.8872862124467
2023-07-25,72.66884601795171
2023-07-26,69.50969775937185
2023-07-27,66.30309775907651
