Date,INTC
2020-11-04,375.35741523362606
2020-11-05,387.4143002636243
2020-11-06,378.6449380538663
2020-11-09,387.12790066787
2020-11-10,386.38292668987094
2020-11-11,394.8814376629317
2020-11-12,385.81002229087846
2020-11-13,388.2312363602396
2020-11-16,387.5708928141276
2020-11-17,363.2301338810558
2020-11-18,365.1263370726883
2020-11-19,359.31095945384357
2020-11-20,363.2458935191241
2020-11-23,369.7374617961894
2020-11-24,364.12306874712675
2020-11-25,354.24681904280226
2020-11-26,364.5532590666306
2020-11-27,364.7677158674529
2020-11-30,362.8625322782152
2020-12-01,350.09095185440225
2020-12-02,352.137275240361
2020-12-03,353.13474436923235
2020-12-04,345.6737561908982
2020-12-07,348.7777609599808
2020-12-08,344.3541810037581
2020-12-09,338.2315251329655
2020-12-10,332.65046589601417
2020-12-11,319.9471736786952
2020-12-14,324.53377302683094
2020-12-15,333.9045003080267
2020-12-16,327.0301591974311
2020-12-17,319.15080831042735
2020-12-18,325.88334824638093
2020-12-21,336.9228868322649
2020-12-22,327.24144584212746
2020-12-23,321.89455302847495
2020-12-24,321.75384146967974
2020-12-25,313.6383230217533
2020-12-28,312.9836565071201
2020-12-29,307.8849175256487
2020-12-30,310.3280674222148
2020-12-31,307.9285848799544
2021-01-01,300.1643581575705
2021-01-04,297.46421238772274
2021-01-05,312.16617164993727
2021-01-06,318.1405625568065
2021-01-07,313.6269311516755
2021-01-08,311.8809007294136
2021-01-11,310.1520423831081
2021-01-12,309.7238891312415
2021-01-13,298.86007802868534
2021-01-14,298.21877278323166
2021-01-15,302.8874468911058
2021-01-18,304.3472582622
2021-01-19,302.7089408551394
2021-01-20,309.7313256821377
2021-01-21,312.38813722892763
2021-01-22,313.23157193498474
2021-01-25,305.8320482755246
2021-01-26,304.1648889780958
2021-01-27,302.69853157537835
2021-01-28,295.2755542386991
2021-01-29,300.21802691635736
2021-02-01,300.79920511988854
2021-02-02,303.50105278348104
2021-02-03,305.1507109195822
2021-02-04,311.3960425584278
2021-02-05,305.24648313535545
2021-02-08,307.6383964218541
2021-02-09,313.4859837547801
2021-02-10,316.49118728958314
2021-02-11,328.205405166231
2021-02-12,327.44196198296385
2021-02-15,316.23343905105287
2021-02-16,316.1639365087915
2021-02-17,319.5856752729044
2021-02-18,315.5922954546708
2021-02-19,318.4770746656125
2021-02-22,315.1501444393383
2021-02-23,301.0820353095223
2021-02-24,305.5316787430745
2021-02-25,304.69577696363285
2021-02-26,309.0090104623853
2021-03-01,307.44660445236394
2021-03-02,320.00561903371505
2021-03-03,315.7374410666952
2021-03-04,308.07866852325293
2021-03-05,306.29179341630424
2021-03-08,296.77199623767825
2021-03-09,299.2782092748437
2021-03-10,297.42531189035793
2021-03-11,290.9661693455766
2021-03-12,285.8407585174615
2021-03-15,292.4749997616814
2021-03-16,289.1470259673137
2021-03-17,296.83369407449044
2021-03-18,303.7359854856705
2021-03-19,295.68443169083093
2021-03-22,306.9303275562693
2021-03-23,313.75142292694227
2021-03-24,303.690970645171
2021-03-25,298.2215091046992
2021-03-26,300.7117076796643
2021-03-29,302.38597891937724
2021-03-30,306.16678947770055
2021-03-31,316.708678368402
2021-04-01,311.42762657018477
2021-04-02,313.22300285243864
2021-04-05,306.82815131301726
2021-04-06,317.2529497039068
2021-04-07,316.3411625017742
2021-04-08,306.31323790519684
2021-04-09,320.5188839306779
2021-04-12,309.94509549493034
2021-04-13,320.9969210783061
2021-04-14,330.4561461983713
2021-04-15,334.2063598900015
2021-04-16,325.31235833078676
2021-04-19,340.5720790866483
2021-04-20,341.9687478157365
2021-04-21,355.60445292739047
2021-04-22,358.4577460117685
2021-04-23,356.18415533730536
2021-04-26,362.3682952345006
2021-04-27,361.03302484117603
2021-04-28,366.6871028883322
2021-04-29,364.2257722064337
2021-04-30,356.10974145314714
2021-05-03,353.8896138528816
2021-05-04,355.1611288625135
2021-05-05,360.6509810331781
2021-05-06,369.1304750074787
2021-05-07,361.92077270298483
2021-05-10,369.5803925833618
2021-05-11,368.48334874958783
2021-05-12,371.2397171075129
2021-05-13,372.6854455840974
2021-05-14,377.49867340418194
2021-05-17,387.4090701550288
2021-05-18,390.14130897513223
2021-05-19,398.6401110145756
2021-05-20,403.165739448554
2021-05-21,389.7334288529072
2021-05-24,384.91035152301936
2021-05-25,380.5195357108889
2021-05-26,376.2605372799787
2021-05-27,377.07935255704024
2021-05-28,377.5035713433156
2021-05-31,370.3511791665437
2021-06-01,368.70499305258505
2021-06-02,376.1714616926694
2021-06-03,386.19942391047937
2021-06-04,397.4836283880955
2021-06-07,406.48025134113414
2021-06-08,407.5105271728303
2021-06-09,412.8470535556523
2021-06-10,416.25076875637393
2021-06-11,402.0988493043882
2021-06-14,407.22843336272575
2021-06-15,411.14839617885764
2021-06-16,422.69376325167326
2021-06-17,420.20273062475525
2021-06-18,424.35454912127767
2021-06-21,434.2727103657755
2021-06-22,422.8321771821143
2021-06-23,421.9417286501287
2021-06-24,417.16822822873286
2021-06-25,412.58605811857035
2021-06-28,401.537367652453
2021-06-29,378.12423144475446
2021-06-30,377.4587908559144
2021-07-01,379.8642955020559
2021-07-02,375.49594063224146
2021-07-05,385.48072347214656
2021-07-06,376.47788179737836
2021-07-07,382.7983832799997
2021-07-08,383.5296288314642
2021-07-09,394.5067935995962
2021-07-12,389.1933738730401
2021-07-13,404.41218683578455
2021-07-14,412.8946309501524
2021-07-15,419.9431782556631
2021-07-16,415.8383793193933
2021-07-19,411.22492177708256
2021-07-20,415.7386361426908
2021-07-21,416.35475173406724
2021-07-22,408.5515720813373
2021-07-23,400.66535607925186
2021-07-26,406.8032912710612
2021-07-27,420.89005875431025
2021-07-28,432.1420441374063
2021-07-29,418.56765157469437
2021-07-30,416.1787315295679
2021-08-02,406.4237869034474
2021-08-03,410.0223855646374
2021-08-04,401.54933438499273
2021-08-05,415.2791169809354
2021-08-06,411.48617615950724
2021-08-09,406.82559869481946
2021-08-10,415.54511321925617
2021-08-11,413.82482591666115
2021-08-12,416.9088250235617
2021-08-13,423.376107313982
2021-08-16,421.15873417679046
2021-08-17,419.7692282922684
2021-08-18,413.6883839124006
2021-08-19,418.3690265597201
2021-08-20,418.0768504007285
2021-08-23,431.7052968192707
2021-08-24,441.63412685272687
2021-08-25,443.0125426945734
2021-08-26,446.5540690566464
2021-08-27,455.465564616168
2021-08-30,443.27445671701065
2021-08-31,445.75877497811086
2021-09-01,450.0557437398547
2021-09-02,466.3511744472794
2021-09-03,473.0877380410304
2021-09-06,468.85470806043276
2021-09-07,460.46973067824956
2021-09-08,463.7136193823451
2021-09-09,474.04633248065824
2021-09-10,465.4775699064615
2021-09-13,458.33713292178794
2021-09-14,468.9020571115004
2021-09-15,477.51422455872154
2021-09-16,485.40279734963383
2021-09-17,489.7533938569422
2021-09-20,479.36086950015755
2021-09-21,469.4321824580421
2021-09-22,476.05681185169465
2021-09-23,491.9322953170603
2021-09-24,493.2727509996044
2021-09-27,484.4276010443928
2021-09-28,484.8201711712634
2021-09-29,480.3700817364715
2021-09-30,459.0704685944215
2021-10-01,445.52892875271425
2021-10-04,431.363992868421
2021-10-05,445.36526928625017
2021-10-06,430.4536419308076
2021-10-07,443.7996238965904
2021-10-08,429.03877548592584
2021-10-11,410.1185351195996
2021-10-12,405.2723205357484
2021-10-13,423.3864305636708
2021-10-14,421.982901196534
2021-10-15,435.47491164113853
2021-10-18,422.1573084249019
2021-10-19,421.0849724358699
2021-10-20,405.3446783527457
2021-10-21,407.98984338868115
2021-10-22,401.6098882647604
2021-10-25,399.21645324277404
2021-10-26,415.54703768000616
2021-10-27,399.17076586931165
2021-10-28,399.2624056383179
2021-10-29,406.5078105895924
2021-11-01,409.6727240857824
2021-11-02,404.99414802930255
2021-11-03,415.69178450437886
2021-11-04,409.4664969173405
2021-11-05,427.64546117947566
2021-11-08,444.8552764136076
2021-11-09,444.8833451565803
2021-11-10,440.27427833616076
2021-11-11,441.1014205054043
2021-11-12,439.69919483205445
2021-11-15,448.55732866734684
2021-11-16,453.09318404219954
2021-11-17,463.3201184792834
2021-11-18,453.6154930945568
2021-11-19,452.92514637186287
2021-11-22,467.4685994603993
2021-11-23,467.4144215311048
2021-11-24,457.5364725691028
2021-11-25,476.2878350676764
2021-11-26,471.98995247416576
2021-11-29,464.59857227835414
2021-11-30,464.24946777218804
2021-12-01,456.6697055150066
2021-12-02,432.0048637354705
2021-12-03,441.2631076861275
2021-12-06,446.86801784126493
2021-12-07,451.29167411612343
2021-12-08,450.63592765060014
2021-12-09,421.88756459054144
2021-12-10,424.7497065999899
2021-12-13,414.8288460519268
2021-12-14,413.72815726310085
2021-12-15,419.1640040785126
2021-12-16,410.66149467279496
2021-12-17,402.27148275152115
2021-12-20,398.4313909932256
2021-12-21,414.0599323244685
2021-12-22,413.5020691173558
2021-12-23,419.5553035435378
2021-12-24,432.6668174104559
2021-12-27,436.6692365811408
2021-12-28,417.9305115230152
2021-12-29,421.4534438154251
2021-12-30,410.02864289185305
2021-12-31,419.6576451089794
2022-01-03,438.8748534751957
2022-01-04,451.95923562069714
2022-01-05,453.5841077045034
2022-01-06,448.37440479077736
2022-01-07,441.218503380232
2022-01-10,452.73022386619346
2022-01-11,451.5338972712511
2022-01-12,464.864954989573
2022-01-13,469.1009699721772
2022-01-14,495.104380794899
2022-01-17,486.55155276223724
2022-01-18,491.5805554548894
2022-01-19,483.2456108373746
2022-01-20,487.5710335206957
2022-01-21,475.31838513639633
2022-01-24,474.3059684278743
2022-01-25,468.80643897830726
2022-01-26,475.46143144134385
2022-01-27,493.675162151414
2022-01-28,505.8574375020798
2022-01-31,535.7053219940722
2022-02-01,524.1186516497734
2022-02-02,525.0320107911982
2022-02-03,531.5239949224326
2022-02-04,533.1920964247605
2022-02-07,523.3709592584718
2022-02-08,508.86232773417265
2022-02-09,516.778143517454
2022-02-10,505.90513615285914
2022-02-11,494.0386400256608
2022-02-14,501.99048537828486
2022-02-15,512.3906042124357
2022-02-16,499.4479015787473
2022-02-17,497.6336729854637
2022-02-18,514.1298630387063
2022-02-21,514.3851397477675
2022-02-22,526.7931893729709
2022-02-23,518.5771790111128
2022-02-24,529.1164050224693
2022-02-25,518.7135782763786
2022-02-28,508.9927553778555
2022-03-01,507.7665566464545
2022-03-02,504.5421131080362
2022-03-03,516.2044315803422
2022-03-04,508.3047972928104
2022-03-07,495.1352315708266
2022-03-08,489.4531664948354
2022-03-09,483.0871660507123
2022-03-10,483.45857941803433
2022-03-11,472.4513622112071
2022-03-14,464.18524291763885
2022-03-15,450.0384441332613
2022-03-16,446.3971909003514
2022-03-17,449.89885176577076
2022-03-18,448.9757779739993
2022-03-21,440.68712866214076
2022-03-22,435.22082203689166
2022-03-23,455.98708747469533
2022-03-24,459.9535520969956
2022-03-25,455.77810253016906
2022-03-28,459.11692870721913
2022-03-29,461.5294490362561
2022-03-30,468.32460058850586
2022-03-31,450.5274543506112
2022-04-01,460.2868358057464
2022-04-04,472.7005910436064
2022-04-05,476.9332562443723
2022-04-06,472.7609057175457
2022-04-07,468.9164859418675
2022-04-08,472.6209516896923
2022-04-11,462.7933309264667
2022-04-12,458.4441148680497
2022-04-13,452.8386570873529
2022-04-14,466.105221010121
2022-04-15,454.6269052772506
2022-04-18,458.0525431013393
2022-04-19,462.5042813820065
2022-04-20,468.73961942955236
2022-04-21,451.74705049277316
2022-04-22,457.1573787819309
2022-04-25,448.671898813724
2022-04-26,438.8733469292544
2022-04-27,440.3016794101318
2022-04-28,454.3743062972388
2022-04-29,461.15054740888894
2022-05-02,456.5197820142511
2022-05-03,441.9399187891887
2022-05-04,435.8650767044342
2022-05-05,444.7021726833734
2022-05-06,463.4150765855257
2022-05-09,459.1171661495891
2022-05-10,431.6646112508992
2022-05-11,441.75433549966726
2022-05-12,437.13792511476305
2022-05-13,435.10258590920984
2022-05-16,436.003070589703
2022-05-17,443.8680155502075
2022-05-18,439.71111552170066
2022-05-19,433.13479402638905
2022-05-20,429.19736207984147
2022-05-23,423.3107994039217
2022-05-24,417.0407597148577
2022-05-25,427.80707324370627
2022-05-26,431.6794386780973
2022-05-27,433.7141360689068
2022-05-30,425.73675178862896
2022-05-31,411.2006424950285
2022-06-01,424.3580098470763
2022-06-02,431.31145726398375
2022-06-03,432.8007146512934
2022-06-06,444.9240824533658
2022-06-07,460.65653547714714
2022-06-08,463.0517686473548
2022-06-09,466.9249840601598
2022-06-10,460.7891098707382
2022-06-13,467.2097838115824
2022-06-14,478.8435433062579
2022-06-15,481.6544626216876
2022-06-16,482.2683144119407
2022-06-17,481.7255320544073
2022-06-20,477.20354292687784
2022-06-21,478.88524988060595
2022-06-22,480.0555243615142
2022-06-23,469.7289376286682
2022-06-24,465.97734511448044
2022-06-27,458.890477437047
2022-06-28,448.11900853339597
2022-06-29,437.94377163445705
2022-06-30,428.1628531948744
2022-07-01,439.61488344804144
2022-07-04,452.82657440524315
2022-07-05,443.47472421238473
2022-07-06,458.30547735251116
2022-07-07,467.7315266190032
2022-07-08,480.47748644140745
2022-07-11,483.44356761977406
2022-07-12,469.72950754968156
2022-07-13,469.13526161166055
2022-07-14,473.23751015200077
2022-07-15,461.4497225825953
2022-07-18,463.2906649855739
2022-07-19,473.19952713915666
2022-07-20,465.6637975088898
2022-07-21,461.1922991125687
2022-07-22,470.05165300447413
2022-07-25,464.6319046997053
2022-07-26,456.7906521999099
2022-07-27,455.4291465089259
2022-07-28,457.6234822892968
2022-07-29,466.9778250961222
2022-08-01,456.5892511674319
2022-08-02,449.13264454501325
2022-08-03,443.1110504022203
2022-08-04,450.6383958374281
2022-08-05,449.34655718442195
2022-08-08,455.31471269799925
2022-08-09,464.63591407384104
2022-08-10,456.37886210118444
2022-08-11,468.54553806263397
2022-08-12,469.99713152333584
2022-08-15,461.06778727829027
2022-08-16,463.5052535171507
2022-08-17,458.6100081276143
2022-08-18,474.41163602128347
2022-08-19,462.66339593098655
2022-08-22,462.53026842442165
2022-08-23,479.72942475934406
2022-08-24,480.62761822464233
2022-08-25,462.0478170065902
2022-08-26,462.3780791367697
2022-08-29,471.64265864400505
2022-08-30,472.7170437159252
2022-08-31,477.6936111803225
2022-09-01,486.6318413703729
2022-09-02,467.5406636914571
2022-09-05,452.9559324894072
2022-09-06,455.79699849833474
2022-09-07,458.0642231180696
2022-09-08,449.5392258495197
2022-09-09,463.9874856226044
2022-09-12,456.1975131221425
2022-09-13,449.5265655951141
2022-09-14,455.03065119664615
2022-09-15,460.8379780061227
2022-09-16,462.52430925947243
2022-09-19,456.7758566771207
2022-09-20,458.8140411657082
2022-09-21,461.2690862163112
2022-09-22,467.3960687114272
2022-09-23,448.70624614024354
2022-09-26,458.0634130546976
2022-09-27,461.5026752280658
2022-09-28,459.59739149184566
2022-09-29,455.9927807694753
2022-09-30,462.15338831981825
2022-10-03,461.57049924275884
2022-10-04,486.55849519661905
2022-10-05,499.59029969162265
2022-10-06,496.20633776548897
2022-10-07,484.2236628832219
2022-10-10,489.1158781584958
2022-10-11,472.4773132966749
2022-10-12,457.3791915489619
2022-10-13,483.96212732692004
2022-10-14,486.63681106703194
2022-10-17,498.2002446345061
2022-10-18,500.24544504854373
2022-10-19,498.88023997093256
2022-10-20,505.62285907764186
2022-10-21,495.98723605446673
2022-10-24,497.9437689464345
2022-10-25,501.42168393413203
2022-10-26,507.10483150171586
2022-10-27,495.0968476200471
2022-10-28,487.52868781588757
2022-10-31,499.31168152200155
2022-11-01,490.5917840379384
2022-11-02,484.51615442463986
2022-11-03,485.7533529569103
2022-11-04,480.63843849089716
2022-11-07,475.3742364964608
2022-11-08,467.93979185499256
2022-11-09,461.7354843287128
2022-11-10,461.39377759610824
2022-11-11,456.90906275081596
2022-11-14,456.94074066319484
2022-11-15,438.87061933495846
2022-11-16,442.7304666725668
2022-11-17,419.8262463232604
2022-11-18,430.17710922247136
2022-11-21,427.1365608623453
2022-11-22,420.0247473705078
2022-11-23,428.72682107593437
2022-11-24,423.84046769477214
2022-11-25,404.63342982325
2022-11-28,389.97039037895405
2022-11-29,385.7249027754517
2022-11-30,378.43305900540724
2022-12-01,370.09247174495255
2022-12-02,371.6093467256813
2022-12-05,376.33977113977716
2022-12-06,372.22425175014297
2022-12-07,367.0225121915353
2022-12-08,372.649790662419
2022-12-09,377.4223814403973
2022-12-12,369.0728781233353
2022-12-13,375.00321725060155
2022-12-14,371.0373452291808
2022-12-15,370.2657788247896
2022-12-16,369.84791861762767
2022-12-19,368.438301464309
2022-12-20,368.0929061660257
2022-12-21,364.46133887952493
2022-12-22,359.3535515358142
2022-12-23,358.7851616840558
2022-12-26,367.2018015101188
2022-12-27,367.4286926716746
2022-12-28,369.32597183627314
2022-12-29,377.73975240925574
2022-12-30,380.1884361118088
2023-01-02,367.5190174023424
2023-01-03,376.4098308454659
2023-01-04,376.870939801319
2023-01-05,379.2090661454528
2023-01-06,379.486051132323
2023-01-09,376.2402592869183
2023-01-10,361.33327602654646
2023-01-11,355.49113075581016
2023-01-12,340.4880486898037
2023-01-13,326.9239631905982
2023-01-16,328.3183463170123
2023-01-17,344.5425947606908
2023-01-18,340.7338487496438
2023-01-19,334.85166583706314
2023-01-20,324.63194479170005
2023-01-23,331.31570414842673
2023-01-24,329.4385473735057
2023-01-25,326.21804101342104
2023-01-26,329.8007122413051
2023-01-27,351.9482415823432
2023-01-30,356.9852122796122
2023-01-31,357.4200930956483
2023-02-01,363.8425583275643
2023-02-02,369.75086123529456
2023-02-03,362.00462243807885
2023-02-06,360.341976266986
2023-02-07,360.681438463866
2023-02-08,352.20138002896573
2023-02-09,351.6147175618273
2023-02-10,353.8975242864393
2023-02-13,363.0193662549695
2023-02-14,353.7096490266744
2023-02-15,355.56731675611303
2023-02-16,360.6083663035957
2023-02-17,347.7655677788354
2023-02-20,338.5280460899185
2023-02-21,345.94163119131673
2023-02-22,358.0740123973793
2023-02-23,349.64616235749236
2023-02-24,367.0775738198573
2023-02-27,364.5101372400199
2023-02-28,351.61590144306706
2023-03-01,357.0992879348772
2023-03-02,360.58235779953736
2023-03-03,362.11639231194874
2023-03-06,362.70530783881026
2023-03-07,356.46120618054323
2023-03-08,364.7937697090092
2023-03-09,355.63930447827227
2023-03-10,349.3510195927674
2023-03-13,352.85393271629556
2023-03-14,356.5122125215076
2023-03-15,349.7522323990069
2023-03-16,348.24789967910647
2023-03-17,356.2503761966888
2023-03-20,347.4130577230285
2023-03-21,349.9037834548373
2023-03-22,370.48088907951916
2023-03-23,377.45396183075314
2023-03-24,389.511731140024
2023-03-27,397.54938128522025
2023-03-28,390.0091177508711
2023-03-29,393.53254305082623
2023-03-30,390.5340813096685
2023-03-31,389.67199646169286
2023-04-03,392.0884431602863
2023-04-04,388.06754091420186
2023-04-05,381.6426906197284
2023-04-06,383.51907811700886
2023-04-07,387.212398971774
2023-04-10,406.6007858398891
2023-04-11,402.1378201193515
2023-04-12,404.01782612211196
2023-04-13,412.8662929403939
2023-04-14,421.06826277433606
2023-04-17,426.1587142884007
2023-04-18,429.63660409346176
2023-04-19,424.4577940609944
2023-04-20,413.2817614869725
2023-04-21,410.7834805145594
2023-04-24,404.4013044293043
2023-04-25,402.00030604947335
2023-04-26,395.21349944993347
2023-04-27,400.6369478629288
2023-04-28,400.7173663580374
2023-05-01,392.77568671712385
2023-05-02,390.7658810027324
2023-05-03,395.898495074314
2023-05-04,398.4705763306689
2023-05-05,396.99066591283565
2023-05-08,393.75073146307386
2023-05-09,379.96504532327816
2023-05-10,374.42735443994115
2023-05-11,383.1879898595826
2023-05-12,373.24505150922823
2023-05-15,371.75007912280745
2023-05-16,377.90472039117566
2023-05-17,375.80201125301164
2023-05-18,377.5406024925292
2023-05-19,384.3792033731721
2023-05-22,391.6721307086462
2023-05-23,388.67089713766387
2023-05-24,393.8635874566209
2023-05-25,397.0679403242001
2023-05-26,404.40068283221444
2023-05-29,398.9007632151032
2023-05-30,402.2835796015651
2023-05-31,399.91349049816597
2023-06-01,411.70579104885917
2023-06-02,405.82302802489363
2023-06-05,395.7230526878945
2023-06-06,382.332494932336
2023-06-07,367.1276605475152
2023-06-08,364.04804743581775
2023-06-09,366.21618584005626
2023-06-12,352.9888849250154
2023-06-13,355.86700062214516
2023-06-14,365.24022697835346
2023-06-15,374.7065718980072
2023-06-16,391.27610502084116
2023-06-19,379.6685144757287
2023-06-20,384.4572278034444
2023-06-21,391.28678896486474
2023-06-22,399.9894561601826
2023-06-23,420.6611313856231
2023-06-26,425.97930457526786
2023-06-27,420.36358750057343
2023-06-28,415.101209914661
2023-06-29,414.1792116719198
2023-06-30,388.4849718331257
2023-07-03,372.29636667390986
2023-07-04,369.72502807452656
2023-07-05,370.0076209352335
2023-07-06,374.6354669858725
2023-07-07,384.61504049725835
2023-07-10,375.1672714508198
2023-07-11,381.15934682305823
2023-07-12,380.1281031455179
2023-07-13,374.6217971169993
2023-07-14,366.63312529174243
2023-07-17,373.2262679690573
2023-07-18,382.1831820950108
2023-07-19,387.40511537028357
2023-07-20,385.4752332792326
2023-07-21,384.4810770887079
2023-07-24,385.6065468771766
2023-07-25,390.8278140122073
2023-07-26,397.0279590827786
2023-07-27,394.94336882407674
2023-07-28,402.7423126767486
2023-07-31,393.7858658671085
2023-08-01,385.8285909076411
