Date,HON
2020-11-06,144.14087853428234
2020-11-09,140.33097071766926
2020-11-10,139.72354116762423
2020-11-11,136.06723185741964
2020-11-12,142.3167343507751
2020-11-13,148.90622517693822
2020-11-16,143.0089774903129
2020-11-17,138.3535000866587
2020-11-18,136.2469667435466
2020-11-19,138.653856454668
2020-11-20,143.07495231098417
2020-11-23,139.433665811272
2020-11-24,139.21510141560793
2020-11-25,144.57988908602437
2020-11-26,146.94441201057342
2020-11-27,145.4757077681758
2020-11-30,151.23497917634162
2020-12-01,150.95747315325613
2020-12-02,157.88971406646343
2020-12-03,157.12998415352132
2020-12-04,161.91326544793324
2020-12-07,160.23755410350714
2020-12-08,158.64132201329113
2020-12-09,155.89337483540993
2020-12-10,159.20100188753304
2020-12-11,157.85658790324408
2020-12-14,160.77378634040093
2020-12-15,156.38753152289033
2020-12-16,149.234874935596
2020-12-17,156.78763200028916
2020-12-18,155.58423232153126
2020-12-21,159.70267349216005
2020-12-22,155.7629622807353
2020-12-23,160.46451892571577
2020-12-24,158.22662886515752
2020-12-25,155.02632256238792
2020-12-28,154.9212701397152
2020-12-29,151.8003892710666
2020-12-30,150.67661847379838
2020-12-31,153.24829292755493
2021-01-01,153.76043183831214
2021-01-04,159.36237335497748
2021-01-05,162.75337087846137
2021-01-06,154.74802179924498
2021-01-07,155.2499991424506
2021-01-08,156.05737010315102
2021-01-11,156.257621415159
2021-01-12,155.48471150716728
2021-01-13,163.55975494915555
2021-01-14,175.85119536208444
2021-01-15,183.82226842919442
2021-01-18,194.34982692853592
2021-01-19,199.7517820430654
2021-01-20,210.6314919295153
2021-01-21,213.5153323019238
2021-01-22,216.28978724414262
2021-01-25,211.5527272494475
2021-01-26,213.61185643699534
2021-01-27,222.2205916475585
2021-01-28,222.05637921997953
2021-01-29,211.74777850019382
2021-02-01,218.6566351936938
2021-02-02,229.0179967661791
2021-02-03,227.91241935082778
2021-02-04,240.9987048302161
2021-02-05,231.5460194536137
2021-02-08,242.640622577968
2021-02-09,240.21145597983937
2021-02-10,242.88794598676867
2021-02-11,245.10345842213317
2021-02-12,248.07524145356416
2021-02-15,238.6963722280487
2021-02-16,239.99843050634357
2021-02-17,244.39608626311755
2021-02-18,238.459138126851
2021-02-19,236.1254051658484
2021-02-22,240.7942451940501
2021-02-23,249.94818273911486
2021-02-24,262.7279078571091
2021-02-25,262.78845268450476
2021-02-26,270.96436337726345
2021-03-01,270.0316401432798
2021-03-02,263.6069778510352
2021-03-03,266.646246584493
2021-03-04,263.24673111485794
2021-03-05,281.96048961905774
2021-03-08,275.0307331026008
2021-03-09,271.1517280574923
2021-03-10,268.7171284862692
2021-03-11,281.4427315325934
2021-03-12,276.768822071659
2021-03-15,281.3064240769224
2021-03-16,284.9489526415824
2021-03-17,291.6062249993309
2021-03-18,295.6540042825566
2021-03-19,294.9451157481686
2021-03-22,288.376547487416
2021-03-23,291.57841238819094
2021-03-24,288.80274236061786
2021-03-25,290.3814935210343
2021-03-26,294.0237530009212
2021-03-29,286.93794904511776
2021-03-30,281.72528777216127
2021-03-31,274.9333340965266
2021-04-01,284.257502441975
2021-04-02,283.94470537897627
2021-04-05,276.74802919733247
2021-04-06,280.4695178577518
2021-04-07,278.24987774653044
2021-04-08,272.66578990928673
2021-04-09,266.89180890038307
2021-04-12,274.4201726688767
2021-04-13,272.30652176927043
2021-04-14,278.1374989444476
2021-04-15,286.9486019535266
2021-04-16,294.80216989249925
2021-04-19,281.77024965346607
2021-04-20,267.05473364245483
2021-04-21,272.63560408563325
2021-04-22,271.8332752201449
2021-04-23,269.0374341288246
2021-04-26,263.4861819219324
2021-04-27,249.2280354587118
2021-04-28,251.16409558960478
2021-04-29,255.4637244793625
2021-04-30,241.10479702467129
2021-05-03,243.24450349115776
2021-05-04,239.78264681094015
2021-05-05,237.8487493274923
2021-05-06,240.22030468584737
2021-05-07,239.415120030051
2021-05-10,245.3662172909959
2021-05-11,238.7717233976857
2021-05-12,233.3041258097595
2021-05-13,230.0611004659652
2021-05-14,234.00933440350687
2021-05-17,241.51389362355656
2021-05-18,237.79833279864621
2021-05-19,232.09896091266123
2021-05-20,238.40026415225574
2021-05-21,251.24000987163865
2021-05-24,244.5124892030949
2021-05-25,245.99612151025096
2021-05-26,242.95019761654407
2021-05-27,241.77793086459675
2021-05-28,259.6861466147934
2021-05-31,247.70019488010684
2021-06-01,238.81712400630983
2021-06-02,238.4733752234037
2021-06-03,250.4067616679367
2021-06-04,242.99763246777104
2021-06-07,243.39952285764053
2021-06-08,249.5433162335421
2021-06-09,254.93214736884477
2021-06-10,258.3890805568367
2021-06-11,274.4448001032283
2021-06-14,278.01607110980785
2021-06-15,284.96140781625166
2021-06-16,289.85094315675667
2021-06-17,291.999924624302
2021-06-18,279.48448646520785
2021-06-21,283.799828240852
2021-06-22,289.4120369279284
2021-06-23,283.31779785156124
2021-06-24,278.46877260967494
2021-06-25,296.2669474129709
2021-06-28,297.6971420634733
2021-06-29,296.6260336989311
2021-06-30,282.68825676731564
2021-07-01,281.1893285613871
2021-07-02,271.55778989704487
2021-07-05,262.99901561516214
2021-07-06,269.0063997657671
2021-07-07,269.32827496763946
2021-07-08,278.65038662412917
2021-07-09,264.3977917110962
2021-07-12,260.11149328248763
2021-07-13,259.2430444786325
2021-07-14,259.94983456962836
2021-07-15,256.45467185077985
2021-07-16,251.32813417134096
2021-07-19,253.0074028910248
2021-07-20,259.22239158089724
2021-07-21,265.7814439205246
2021-07-22,265.62819396987277
2021-07-23,268.9088213997646
2021-07-26,282.9362036771379
2021-07-27,287.86137165512497
2021-07-28,285.01352506947495
2021-07-29,298.0790803473624
2021-07-30,304.08862597841113
2021-08-02,318.2152199850433
2021-08-03,310.9806308254567
2021-08-04,319.65070598931266
2021-08-05,317.0525109283876
2021-08-06,313.0661133897624
2021-08-09,301.6077150400841
2021-08-10,286.4309411893463
2021-08-11,275.6234954690046
2021-08-12,284.60653373182004
2021-08-13,278.81581389772333
2021-08-16,293.5561841851612
2021-08-17,274.2834664599052
2021-08-18,276.26742422977367
2021-08-19,289.7445566695972
2021-08-20,291.9641819054261
2021-08-23,284.19485537551134
2021-08-24,300.7733272780327
2021-08-25,303.4169771179684
2021-08-26,304.8551464293494
2021-08-27,304.8556271842962
2021-08-30,314.4392576497153
2021-08-31,315.64655353631287
2021-09-01,325.9022121205685
2021-09-02,315.6849641755023
2021-09-03,310.03215352654155
2021-09-06,318.5922216053448
2021-09-07,313.0062719020982
2021-09-08,321.12799843804584
2021-09-09,330.2239379966896
2021-09-10,327.34849616581636
2021-09-13,311.1223032760201
2021-09-14,327.3687938671239
2021-09-15,317.135500170904
2021-09-16,304.1326694727128
2021-09-17,296.9598112286908
2021-09-20,305.86394334862786
2021-09-21,310.6207025408669
2021-09-22,308.20282422207714
2021-09-23,314.1824268248152
2021-09-24,326.6844569481753
2021-09-27,306.84196571183685
2021-09-28,309.08263126691503
2021-09-29,302.93040861060814
2021-09-30,290.8178934537411
2021-10-01,307.25171950576413
2021-10-04,300.8591413492754
2021-10-05,299.07409163649487
2021-10-06,304.8268412606574
2021-10-07,302.3604335846516
2021-10-08,290.4963606420772
2021-10-11,291.06564224995753
2021-10-12,305.1706941992227
2021-10-13,303.6617665633506
2021-10-14,303.39382835090794
2021-10-15,309.1271315514075
2021-10-18,308.8715575144731
2021-10-19,318.33224565761026
2021-10-20,329.6576305746686
2021-10-21,317.60998400132905
2021-10-22,323.3585432210612
2021-10-25,330.6637070738482
2021-10-26,328.03522265737377
2021-10-27,312.0397838569745
2021-10-28,318.94640272828906
2021-10-29,304.67494553842164
2021-11-01,316.3518125721735
2021-11-02,319.5333159429913
2021-11-03,315.4342283690232
2021-11-04,313.95960927126674
2021-11-05,321.88603339587627
2021-11-08,341.4068018851888
2021-11-09,329.84943108071155
2021-11-10,322.42783005631236
2021-11-11,315.64708059658506
2021-11-12,316.3100312769067
2021-11-15,311.26074483696715
2021-11-16,309.73447667639266
2021-11-17,308.7752230134635
2021-11-18,292.8891442518591
2021-11-19,303.53602919649364
2021-11-22,308.70887932239134
2021-11-23,311.56309101170746
2021-11-24,309.4966541528146
2021-11-25,315.0955890393807
2021-11-26,307.80507641395224
2021-11-29,314.3906764458936
2021-11-30,312.36903592354264
2021-12-01,311.8446417490528
2021-12-02,302.9850908800147
2021-12-03,297.0641197605415
2021-12-06,313.03045297429907
2021-12-07,334.9361036124118
2021-12-08,331.8405629706672
2021-12-09,339.58966069396075
2021-12-10,336.97752967624467
2021-12-13,312.45567303835213
2021-12-14,310.95470768701887
2021-12-15,325.2325998056501
2021-12-16,323.5137217538592
2021-12-17,318.7932407550568
2021-12-20,325.98564923729776
2021-12-21,333.6447429526751
2021-12-22,337.8674352035156
2021-12-23,338.9185358955726
2021-12-24,328.1509838378946
2021-12-27,333.09918024791335
2021-12-28,324.8918403492753
2021-12-29,326.8445909946644
2021-12-30,311.1511740362172
2021-12-31,301.04926059964066
2022-01-03,316.77728133218886
2022-01-04,306.4523167712299
2022-01-05,310.83564453279155
2022-01-06,318.4974474322219
2022-01-07,324.97652666963876
2022-01-10,331.57578726952266
2022-01-11,312.72535810651794
2022-01-12,301.5871995098609
2022-01-13,304.48570847888396
2022-01-14,313.70853480804453
2022-01-17,332.3211974750226
2022-01-18,354.33526606043694
2022-01-19,353.4758134078495
2022-01-20,373.62491387964735
2022-01-21,370.9861237467346
2022-01-24,375.68287323491006
2022-01-25,380.4218933660154
2022-01-26,381.40090529846054
2022-01-27,373.34774529580557
2022-01-28,374.5172934440457
2022-01-31,386.80080068270996
2022-02-01,392.98657363586364
2022-02-02,396.7833966319145
2022-02-03,386.3023295223236
2022-02-04,376.06650615520584
2022-02-07,353.4909146955788
2022-02-08,347.49050815416143
2022-02-09,352.1345411091404
2022-02-10,371.6301253841991
2022-02-11,377.5130158434877
2022-02-14,395.6946284354762
2022-02-15,392.44777742086427
2022-02-16,411.38337651617695
2022-02-17,416.4902340774387
2022-02-18,429.97394461494633
2022-02-21,425.3992460637102
2022-02-22,422.6376816225203
2022-02-23,425.8177760700618
2022-02-24,417.1787910905769
2022-02-25,411.1003540367706
2022-02-28,429.00932297109466
2022-03-01,452.4316492115548
2022-03-02,458.6393262033331
2022-03-03,453.0578048393189
2022-03-04,443.65533268407336
2022-03-07,474.70411837737197
2022-03-08,483.56608663503
2022-03-09,504.25011538975957
2022-03-10,496.4404381034835
2022-03-11,477.43056433874756
2022-03-14,484.3797126041047
2022-03-15,481.9553298752044
2022-03-16,498.17178041332437
2022-03-17,504.36395440147635
2022-03-18,487.6884343379328
2022-03-21,488.9582972493069
2022-03-22,473.4843466388496
2022-03-23,477.67714845021817
2022-03-24,507.0692706698439
2022-03-25,511.7021510840487
2022-03-28,501.71076966812154
2022-03-29,489.9544280904698
2022-03-30,483.9649918244914
2022-03-31,489.2385243029662
2022-04-01,497.1843764326718
2022-04-04,486.598435027058
2022-04-05,488.64862899101195
2022-04-06,460.7468757644641
2022-04-07,461.75563695664346
2022-04-08,463.86413716385283
2022-04-11,457.00044134737004
2022-04-12,463.31082206172744
2022-04-13,465.8344446818034
2022-04-14,462.9751910337491
2022-04-15,481.63848737879636
2022-04-18,494.35910956850887
2022-04-19,476.7394712880516
2022-04-20,458.72738977948717
2022-04-21,474.39177209279035
2022-04-22,451.4645796562716
2022-04-25,448.13628799174285
2022-04-26,447.51177996883416
2022-04-27,432.1838887324594
2022-04-28,437.32134649333943
2022-04-29,417.2247088508425
2022-05-02,409.4567377604181
2022-05-03,383.89561545487385
2022-05-04,374.8917671522855
2022-05-05,377.34440314287946
2022-05-06,396.9214867851442
2022-05-09,410.03485118850926
2022-05-10,421.0538310306937
2022-05-11,424.13956638843206
2022-05-12,422.54145751500783
2022-05-13,436.9318939428254
2022-05-16,445.36823998406226
2022-05-17,448.74623702093453
2022-05-18,459.3461936634999
2022-05-19,423.9711590056978
2022-05-20,434.55034790521944
2022-05-23,442.07056872149025
2022-05-24,439.33256798139155
2022-05-25,467.60088400778443
2022-05-26,471.29732196358395
2022-05-27,457.71312465710406
2022-05-30,451.1192814980326
2022-05-31,423.1134319387138
2022-06-01,412.79315761608876
2022-06-02,398.6102230862617
2022-06-03,410.47422462715696
2022-06-06,409.2634618758012
2022-06-07,401.6097009361055
2022-06-08,410.5534094220747
2022-06-09,396.67615324244906
2022-06-10,391.8568798262303
2022-06-13,392.23052955376
2022-06-14,406.42647852669506
2022-06-15,413.1190236368177
2022-06-16,411.099272507718
2022-06-17,411.1806849051302
2022-06-20,428.61686931651104
2022-06-21,418.524477876687
2022-06-22,441.6352780641571
2022-06-23,459.8536250865379
2022-06-24,452.7683902785606
2022-06-27,462.2749951317789
2022-06-28,460.42604174557374
2022-06-29,441.6761115032601
2022-06-30,426.3132171900977
2022-07-01,428.582390060193
2022-07-04,430.16746975064495
2022-07-05,449.45472826728076
2022-07-06,460.8082089453484
2022-07-07,450.6305332543894
2022-07-08,460.6292433644844
2022-07-11,475.8663463343428
2022-07-12,486.5070535016702
2022-07-13,473.89209001203017
2022-07-14,464.3557448744453
2022-07-15,471.521286086438
2022-07-18,487.5097840409002
2022-07-19,518.5706061691749
2022-07-20,514.7353628874585
2022-07-21,519.6800350329312
2022-07-22,526.2096937938625
2022-07-25,523.5955319558097
2022-07-26,531.6843019650169
2022-07-27,507.4049851180418
2022-07-28,523.9106207919727
2022-07-29,509.8570772479619
2022-08-01,499.8803416337952
2022-08-02,484.449758728713
2022-08-03,477.4281369488173
2022-08-04,486.0450797086232
2022-08-05,513.1456046399627
2022-08-08,507.03927085702554
2022-08-09,523.7082171416539
2022-08-10,516.316953663655
2022-08-11,516.244686185135
2022-08-12,517.7967946964617
2022-08-15,548.8897761417746
2022-08-16,537.0347021015891
2022-08-17,528.5369473980969
2022-08-18,511.86099924818296
2022-08-19,535.2580189254434
2022-08-22,514.2059583537168
2022-08-23,480.8202904011223
2022-08-24,484.8245251827782
2022-08-25,472.32048304670707
2022-08-26,465.2378064913292
2022-08-29,465.5293645509167
2022-08-30,453.9310122930294
2022-08-31,470.290251103328
2022-09-01,475.36852565817196
2022-09-02,468.5427298952759
2022-09-05,490.1809275961078
2022-09-06,484.07514523442507
2022-09-07,483.2677979567454
2022-09-08,493.86194754420103
2022-09-09,481.9072061058092
2022-09-12,467.98179010828505
2022-09-13,500.51548528663824
2022-09-14,508.574649815865
2022-09-15,528.7048535814529
2022-09-16,541.4316381121693
2022-09-19,565.5694958143264
2022-09-20,571.6953385869402
2022-09-21,568.1823168579247
2022-09-22,578.4910744674653
2022-09-23,585.0785327240558
2022-09-26,598.7707510797793
2022-09-27,587.7284205206475
2022-09-28,554.2848541377303
2022-09-29,547.0654276923752
2022-09-30,539.1311485800892
2022-10-03,529.4137554171643
2022-10-04,531.9226640922521
2022-10-05,526.6301401037299
2022-10-06,534.6687760599509
2022-10-07,555.4184914427748
2022-10-10,554.5622679225548
2022-10-11,567.110697553426
2022-10-12,567.3298394248177
2022-10-13,556.2608460252181
2022-10-14,555.8712798954095
2022-10-17,532.5845008359901
2022-10-18,556.8330752781966
2022-10-19,582.8828675512724
2022-10-20,552.1451134687449
2022-10-21,552.1465724568808
2022-10-24,569.1673025068599
2022-10-25,565.4722345080918
2022-10-26,565.1274771600746
2022-10-27,573.3474385221277
2022-10-28,608.7190061674569
2022-10-31,615.5807425264181
2022-11-01,598.2479250506824
2022-11-02,595.494065014828
2022-11-03,606.7544753027996
2022-11-04,612.6958489160646
2022-11-07,642.3529393071796
2022-11-08,658.5147063439989
2022-11-09,632.409937234192
2022-11-10,632.4267367734824
2022-11-11,653.8989817772731
2022-11-14,674.2510495886851
2022-11-15,704.9273567864348
2022-11-16,728.6299403467088
2022-11-17,737.0898042422447
2022-11-18,724.2570497160426
2022-11-21,716.7937282534514
2022-11-22,715.5747060745953
2022-11-23,768.5638992102978
2022-11-24,775.6541095954665
2022-11-25,748.7829739094009
2022-11-28,818.3270531375928
2022-11-29,819.7226967402688
2022-11-30,775.2107138432026
2022-12-01,729.5459591328815
2022-12-02,729.5264998297132
2022-12-05,758.3685407517669
2022-12-06,750.19921280432
2022-12-07,792.4967118948717
2022-12-08,775.836827010372
2022-12-09,783.6006776029275
2022-12-12,757.2453715934938
2022-12-13,742.553506567025
2022-12-14,744.5058666622729
2022-12-15,733.3164376539108
2022-12-16,707.5732305714804
2022-12-19,718.3418468637442
2022-12-20,707.5787498590196
2022-12-21,690.498167490926
2022-12-22,714.8552464851939
2022-12-23,712.6186096679396
2022-12-26,697.9650023712481
2022-12-27,705.0643226583439
2022-12-28,699.7632139209445
2022-12-29,677.60795519706
2022-12-30,677.1288921861504
2023-01-02,687.9915936416706
2023-01-03,707.0332323
2023-01-04,710.3640533063029
2023-01-05,724.2691716638644
2023-01-06,702.7754269736929
2023-01-09,696.1663173791437
2023-01-10,695.0852751564942
2023-01-11,682.555087533414
2023-01-12,688.5065060111724
2023-01-13,697.1467816008744
2023-01-16,691.9904140880989
2023-01-17,692.3032641682979
2023-01-18,683.4344882973357
2023-01-19,682.082614068401
2023-01-20,657.61726079235
2023-01-23,654.0059177951001
2023-01-24,657.9020373732862
2023-01-25,626.4374098221274
2023-01-26,634.4443440127283
2023-01-27,595.0572632087509
2023-01-30,573.0062573744539
2023-01-31,574.95902362794
2023-02-01,555.2614479599965
2023-02-02,542.9780644547864
2023-02-03,546.2166703466982
2023-02-06,561.2375687096568
2023-02-07,565.9047875519418
2023-02-08,574.7711657728497
2023-02-09,596.0800769281909
2023-02-10,607.3933934637231
2023-02-13,627.274794387217
2023-02-14,641.3825215399618
2023-02-15,621.412322367072
2023-02-16,626.708701133345
2023-02-17,654.0732172105324
2023-02-20,663.5664308211686
2023-02-21,670.2352249384063
2023-02-22,640.5063097249786
2023-02-23,682.5537558367957
2023-02-24,693.5793153420029
2023-02-27,720.1756778199206
2023-02-28,759.6897702029306
2023-03-01,741.4379855789257
2023-03-02,787.8282624754514
2023-03-03,787.9060620937303
2023-03-06,765.6753739878671
2023-03-07,768.8119948860708
2023-03-08,742.8754523897186
2023-03-09,711.8509044926918
2023-03-10,719.8678328717455
2023-03-13,682.879326452135
2023-03-14,671.4906709149705
2023-03-15,655.557708885624
2023-03-16,640.4543441359278
2023-03-17,652.698124004608
2023-03-20,618.9110366862578
2023-03-21,632.9788399718979
2023-03-22,646.5384476437429
2023-03-23,666.9955792974309
2023-03-24,659.8110181608296
2023-03-27,682.3516984676537
2023-03-28,681.252131272517
2023-03-29,720.7485653709945
2023-03-30,702.4397592769101
2023-03-31,680.9636681095682
2023-04-03,705.4015910506985
2023-04-04,683.5546675070048
2023-04-05,706.8946002793041
2023-04-06,683.6944828697395
2023-04-07,687.2320800955114
2023-04-10,698.5958221911765
2023-04-11,713.4085222838892
2023-04-12,708.2325552649464
2023-04-13,697.2587007721892
2023-04-14,686.9692221156125
2023-04-17,722.5328344011726
2023-04-18,682.704069350527
2023-04-19,696.7599147713472
2023-04-20,706.1902866325322
2023-04-21,685.0014512350601
2023-04-24,703.4235418407336
2023-04-25,697.6662264205473
2023-04-26,698.7301648048673
2023-04-27,713.9143674712165
2023-04-28,686.6188320418971
2023-05-01,705.8815725279461
2023-05-02,699.0224112302363
2023-05-03,684.3680102646955
2023-05-04,697.9103839401415
2023-05-05,693.7062540499846
2023-05-08,677.571557621672
2023-05-09,684.7953318519097
2023-05-10,711.744478714027
2023-05-11,696.4266311852745
2023-05-12,681.1386412767107
2023-05-15,686.9302574120446
2023-05-16,705.2932014625728
2023-05-17,669.8782633580698
2023-05-18,665.8329513882309
2023-05-19,659.5455572941131
2023-05-22,647.0349198411095
2023-05-23,651.0386166129474
2023-05-24,662.8783036625586
2023-05-25,655.4916313812705
2023-05-26,654.8927116607227
2023-05-29,615.2507027243474
2023-05-30,598.8388565350671
2023-05-31,591.2467829365388
2023-06-01,553.2068110733824
2023-06-02,555.176191793279
2023-06-05,548.7341948804378
2023-06-06,554.0473074034245
2023-06-07,554.3623096938901
2023-06-08,556.9760839556973
2023-06-09,555.8377589025856
2023-06-12,546.1650918855587
2023-06-13,530.8852597921764
2023-06-14,528.0360617735212
2023-06-15,551.3538364989915
2023-06-16,555.3585930467113
2023-06-19,548.3731693855339
2023-06-20,536.688010459938
2023-06-21,531.5442237566483
2023-06-22,520.9378907294542
2023-06-23,512.2272714456686
2023-06-26,522.0205148337177
2023-06-27,562.5123152169742
2023-06-28,572.8135851510272
2023-06-29,558.8404009176039
2023-06-30,551.1161588548443
2023-07-03,593.9839731457743
2023-07-04,616.4754084013032
2023-07-05,665.652358302813
2023-07-06,683.7431492938143
2023-07-07,682.5136548749115
2023-07-10,668.4146015037976
2023-07-11,706.4235481959612
2023-07-12,685.5895712524546
2023-07-13,682.8484586582439
2023-07-14,698.7749907135219
2023-07-17,718.9042421240885
2023-07-18,757.741962309027
2023-07-19,745.3609612239809
2023-07-20,732.54970360938
2023-07-21,717.7115213845059
2023-07-24,728.2688917768832
2023-07-25,767.3820564056572
2023-07-26,797.343808198969
2023-07-27,786.3394938060986
2023-07-28,825.4855814997233
2023-07-31,880.3788668283963
2023-08-01,873.0566593416146
2023-08-02,927.4201618080741
