Date,CVX
2020-04-20,454.8536517404799
2020-04-21,455.9161087000846
2020-04-22,444.06542928533776
2020-04-23,449.6597392764294
2020-04-24,448.52760288529936
2020-04-27,452.60485859099913
2020-04-28,437.1403999802075
2020-04-29,473.6778361789131
2020-04-30,452.19504866407794
2020-05-01,451.23014343938127
2020-05-04,446.33896251985
2020-05-05,448.27640917078753
2020-05-06,443.9236553998232
2020-05-07,435.1054651726728
2020-05-08,442.3024042348459
2020-05-11,449.4513473354603
2020-05-12,449.17220565822436
2020-05-13,463.9990823242725
2020-05-14,476.45232730145113
2020-05-15,485.42860262808233
2020-05-18,480.8089705524052
2020-05-19,463.0428217103349
2020-05-20,449.08842315615993
2020-05-21,457.94658202284705
2020-05-22,464.20469494209465
2020-05-25,486.2381224600023
2020-05-26,475.5863726493722
2020-05-27,466.32007332909905
2020-05-28,476.49468494705076
2020-05-29,472.2878648401664
2020-06-01,472.9802628948601
2020-06-02,471.9485277295611
2020-06-03,481.424614216167
2020-06-04,482.0896562297835
2020-06-05,472.30603004255545
2020-06-08,456.33337767044543
2020-06-09,455.961440835324
2020-06-10,436.0931129642573
2020-06-11,425.83289917869706
2020-06-12,423.33551544691585
2020-06-15,412.41715394731466
2020-06-16,423.4520131561594
2020-06-17,429.0598621962523
2020-06-18,440.2328284271304
2020-06-19,470.06478271786506
2020-06-22,481.6197604235931
2020-06-23,494.0573893117337
2020-06-24,487.20895807700174
2020-06-25,492.20140392495716
2020-06-26,513.0965747329475
2020-06-29,525.6456861395551
2020-06-30,536.5123877660511
2020-07-01,537.2595838458144
2020-07-02,535.7005950973905
2020-07-03,562.5730445378672
2020-07-06,542.2471663682732
2020-07-07,559.9156027411778
2020-07-08,563.5804321607831
2020-07-09,554.3450314226142
2020-07-10,565.2661824551344
2020-07-13,563.5191246638191
2020-07-14,544.7408108252471
2020-07-15,545.5936642737217
2020-07-16,570.278894600355
2020-07-17,585.6252451285903
2020-07-20,568.6107604179214
2020-07-21,578.3270982579385
2020-07-22,572.1151674366602
2020-07-23,585.0300687011587
2020-07-24,594.5233436816178
2020-07-27,592.6202062369981
2020-07-28,573.3242605870565
2020-07-29,573.9251721694383
2020-07-30,571.1946817340149
2020-07-31,557.3075505744378
2020-08-03,538.0555964460727
2020-08-04,543.4212461356875
2020-08-05,557.2510684851107
2020-08-06,571.4515145460474
2020-08-07,570.3693868575203
2020-08-10,543.9899963459459
2020-08-11,550.3504720657016
2020-08-12,547.040906649422
2020-08-13,563.5845017224359
2020-08-14,574.0492852554135
2020-08-17,566.5392291477774
2020-08-18,555.9929679434296
2020-08-19,579.8930436034927
2020-08-20,578.8852656948814
2020-08-21,575.1287245777316
2020-08-24,581.3475196210264
2020-08-25,575.8614267251827
2020-08-26,585.0401969232134
2020-08-27,598.8139546784483
2020-08-28,580.5511770063237
2020-08-31,558.5530547460053
2020-09-01,573.6136189915447
2020-09-02,566.134018273212
2020-09-03,569.1685927456623
2020-09-04,567.3347290574789
2020-09-07,568.2337584878082
2020-09-08,576.2000216007792
2020-09-09,568.3214702548414
2020-09-10,550.1120570649088
2020-09-11,561.611635214556
2020-09-14,559.3859997036149
2020-09-15,568.6049484408223
2020-09-16,547.0182390536087
2020-09-17,534.548799963292
2020-09-18,527.2624427410021
2020-09-21,524.548861066788
2020-09-22,540.6522325571598
2020-09-23,530.5082786230091
2020-09-24,509.99310869612674
2020-09-25,500.7529952923593
2020-09-28,490.7128117670158
2020-09-29,499.83681211138133
2020-09-30,496.37547294188687
2020-10-01,484.07955863351214
2020-10-02,475.5962542776972
2020-10-05,479.52915507713544
2020-10-06,495.3866787240935
2020-10-07,490.4136072481033
2020-10-08,484.0811365390601
2020-10-09,477.1648013853654
2020-10-12,476.1983640834638
2020-10-13,467.62556391912216
2020-10-14,477.8917211103728
2020-10-15,472.2759618046826
2020-10-16,466.72965247485035
2020-10-19,461.0937767083824
2020-10-20,455.71656502325106
2020-10-21,428.87961396706163
2020-10-22,425.4715018656019
2020-10-23,424.8486411585036
2020-10-26,418.71828919016673
2020-10-27,423.77125298445407
2020-10-28,413.8246955531306
2020-10-29,423.8676728230964
2020-10-30,426.42257091273456
2020-11-02,398.8425949241867
2020-11-03,413.49530682769245
2020-11-04,411.94773715285925
2020-11-05,419.0747261676017
2020-11-06,415.51895381157135
2020-11-09,410.88655320684006
2020-11-10,386.56214937748206
2020-11-11,396.5386571059762
2020-11-12,387.5887511904742
2020-11-13,401.3735206288699
2020-11-16,402.99990548644985
2020-11-17,414.34017418107555
2020-11-18,415.15937072343155
2020-11-19,418.4924413670825
2020-11-20,431.5766131143658
2020-11-23,425.07747858398596
2020-11-24,426.44540280600444
2020-11-25,430.20013217928596
2020-11-26,441.0667892531666
2020-11-27,444.78937438959554
2020-11-30,446.45061683824963
2020-12-01,461.0298642786649
2020-12-02,461.7738236710044
2020-12-03,471.4617378255141
2020-12-04,474.7877903469556
2020-12-07,489.9304273859724
2020-12-08,494.9725653951068
2020-12-09,490.60759253393906
2020-12-10,470.2326396802676
2020-12-11,484.8551945544094
2020-12-14,490.84923502828485
2020-12-15,476.44097328518114
2020-12-16,462.9455192005635
2020-12-17,482.49263761946753
2020-12-18,488.89506794144467
2020-12-21,498.9784861710559
2020-12-22,492.71275451515714
2020-12-23,495.61892986459617
2020-12-24,502.4910667439211
2020-12-25,493.5424928211456
2020-12-28,478.12951261840874
2020-12-29,498.0251374574939
2020-12-30,506.73539954376173
2020-12-31,516.9781920138336
2021-01-01,523.9534483658106
2021-01-04,533.315546628979
2021-01-05,537.9384299720363
2021-01-06,552.4510391157476
2021-01-07,548.0115685439697
2021-01-08,554.1676506103181
2021-01-11,548.3561396358192
2021-01-12,541.8020711854875
2021-01-13,543.3717023746864
2021-01-14,549.4485794296339
2021-01-15,557.8305729008068
2021-01-18,573.1930543317599
2021-01-19,571.9660033027379
2021-01-20,569.9267775194064
2021-01-21,554.328882855271
2021-01-22,551.4975661111047
2021-01-25,563.1872558935618
2021-01-26,556.876247496597
2021-01-27,535.5157127466478
2021-01-28,539.9718006116473
2021-01-29,555.1100569905888
2021-02-01,569.781444250337
2021-02-02,573.4530222159281
2021-02-03,549.3184619023069
2021-02-04,583.4780384474847
2021-02-05,585.9836331539647
2021-02-08,563.2577215126117
2021-02-09,566.6803629993631
2021-02-10,578.0450972492841
2021-02-11,573.5211785332242
2021-02-12,568.0323027338255
2021-02-15,545.5229716243638
2021-02-16,538.5123236049509
2021-02-17,521.0625770303322
2021-02-18,535.803145173644
2021-02-19,510.05299061735474
2021-02-22,502.8568027659655
2021-02-23,522.6254033682995
2021-02-24,511.75246635884344
2021-02-25,518.0429689436436
2021-02-26,499.2730407790246
2021-03-01,484.15567721881945
2021-03-02,479.9324911274124
2021-03-03,463.6036444147949
2021-03-04,454.33346532215336
2021-03-05,487.8161767097259
2021-03-08,512.0534530834478
2021-03-09,509.3982998996209
2021-03-10,511.8417542587225
2021-03-11,488.61367600553984
2021-03-12,488.07269829400235
2021-03-15,491.85759737675687
2021-03-16,486.7103509782535
2021-03-17,475.68632413252243
2021-03-18,475.2890086870843
2021-03-19,461.4501281289018
2021-03-22,444.96627672941275
2021-03-23,465.7676750740086
2021-03-24,462.15655578833645
2021-03-25,473.3143178746727
2021-03-26,471.96602790191844
2021-03-29,479.69579417070196
2021-03-30,482.4134191211775
2021-03-31,472.8642509069287
2021-04-01,486.0146203092075
2021-04-02,475.2241399758139
2021-04-05,474.97923891745546
2021-04-06,472.97369058258244
2021-04-07,495.7392684607143
2021-04-08,484.3327390142028
2021-04-09,492.70348644915094
2021-04-12,504.06187870985497
2021-04-13,501.5555635413114
2021-04-14,517.4451492522842
2021-04-15,509.9774887860978
2021-04-16,507.65216009968117
2021-04-19,516.4296489551054
2021-04-20,519.4465222343294
2021-04-21,528.8869437356843
2021-04-22,538.3102859235177
2021-04-23,551.4334393109116
2021-04-26,561.1446963889651
2021-04-27,545.3523797049194
2021-04-28,548.8985532766794
2021-04-29,560.4452041621855
2021-04-30,530.3239452842341
2021-05-03,550.0772880469927
2021-05-04,548.5095005951868
2021-05-05,545.3375875363197
2021-05-06,559.8566090104692
2021-05-07,575.488034910924
2021-05-10,552.3501016899775
2021-05-11,546.7954265878087
2021-05-12,564.1715654928164
2021-05-13,576.2801267200759
2021-05-14,573.6821777597601
2021-05-17,574.0045224909031
2021-05-18,557.1357522967467
2021-05-19,534.5057649132045
2021-05-20,553.5399688230384
2021-05-21,552.6141482754906
2021-05-24,552.7854073253555
2021-05-25,561.8779657310032
2021-05-26,552.2176322408992
2021-05-27,549.4178558968606
2021-05-28,543.9885305077617
2021-05-31,551.5061344365978
2021-06-01,542.4235668239676
2021-06-02,569.1167698676594
2021-06-03,577.0645676208411
2021-06-04,598.4993758088668
2021-06-07,597.7395335431492
2021-06-08,604.231482067935
2021-06-09,606.7657747238459
2021-06-10,632.0378992193935
2021-06-11,606.3530818459841
2021-06-14,623.9973569783119
2021-06-15,613.5282700535079
2021-06-16,598.8512768340656
2021-06-17,570.1299618394113
2021-06-18,571.8415985060568
2021-06-21,572.1642319900353
2021-06-22,571.9082885935618
2021-06-23,588.0095065170206
2021-06-24,576.1399307844412
2021-06-25,601.0111974343263
2021-06-28,601.250103043336
2021-06-29,593.2886383780252
2021-06-30,579.2821100831891
2021-07-01,559.5203512803768
2021-07-02,555.8844065637367
2021-07-05,535.1744396289166
2021-07-06,529.6657656999472
2021-07-07,505.0867728515349
2021-07-08,503.17857556659317
2021-07-09,478.55873983246306
2021-07-12,466.2588194223869
2021-07-13,464.4475613568759
2021-07-14,449.4852796591817
2021-07-15,446.2500233494476
2021-07-16,435.2555210468321
2021-07-19,422.0382219597046
2021-07-20,405.1915315829943
2021-07-21,387.6329767718687
2021-07-22,394.3014450916398
2021-07-23,387.57934599108614
2021-07-26,405.0166177241185
2021-07-27,392.10173070810714
2021-07-28,382.7924295578915
2021-07-29,387.70590937538793
2021-07-30,399.4164958249562
2021-08-02,400.06958539591244
2021-08-03,397.7846011795473
2021-08-04,395.14182737304066
2021-08-05,394.2778070860693
2021-08-06,402.0266104022012
2021-08-09,377.6755418843459
2021-08-10,392.14537050420034
2021-08-11,376.7637767192239
2021-08-12,389.8349223526474
2021-08-13,406.0286523486849
2021-08-16,403.57014230004614
2021-08-17,397.4279048443676
2021-08-18,391.41360912783534
2021-08-19,403.04866438351763
2021-08-20,400.39030692002655
2021-08-23,397.3138688352906
2021-08-24,394.3711907786725
2021-08-25,406.1587017860633
2021-08-26,405.4366986330925
2021-08-27,407.08459078591653
2021-08-30,420.5654180903952
2021-08-31,429.7921044969857
2021-09-01,427.27535162100963
2021-09-02,427.5516821201193
2021-09-03,416.90846324958795
2021-09-06,420.8775198094105
2021-09-07,416.76445136885076
2021-09-08,415.6288378531473
2021-09-09,421.07460013339704
2021-09-10,434.85322706607604
2021-09-13,432.2170057579986
2021-09-14,437.62282767197894
2021-09-15,445.37767821603614
2021-09-16,448.46132834914226
2021-09-17,438.9567611930613
2021-09-20,447.4757401176362
2021-09-21,470.61813939038467
2021-09-22,475.1655725122888
2021-09-23,450.90317028305986
2021-09-24,454.19017469045883
2021-09-27,449.9963937976775
2021-09-28,446.55832747705017
2021-09-29,455.88463531522626
2021-09-30,483.43168574536236
2021-10-01,491.9951946475226
2021-10-04,487.6859880770747
2021-10-05,501.4965571128112
2021-10-06,490.6023177353958
2021-10-07,478.43467382567104
2021-10-08,440.028323162844
2021-10-11,450.03013926844915
2021-10-12,453.39168912564895
2021-10-13,452.6462935550986
2021-10-14,457.2131236182588
2021-10-15,449.85855083167826
2021-10-18,451.9689245696286
2021-10-19,485.9154706144039
2021-10-20,503.22929012349505
2021-10-21,501.57628161875226
2021-10-22,496.1005261394781
2021-10-25,486.2189628091597
2021-10-26,488.29334889344625
2021-10-27,496.80552210877534
2021-10-28,498.44161805939507
2021-10-29,501.40645581570635
2021-11-01,502.4954908134322
2021-11-02,484.9568306804727
2021-11-03,472.86261715213885
2021-11-04,469.4354783773757
2021-11-05,467.8045062667998
2021-11-08,443.55763066970883
2021-11-09,437.187091022542
2021-11-10,458.8588911114984
2021-11-11,482.8986709874738
2021-11-12,498.44141673879045
2021-11-15,500.67683103895183
2021-11-16,500.2996003180203
2021-11-17,503.4078231092869
2021-11-18,512.8303630316036
2021-11-19,531.8327682853145
2021-11-22,538.5224702718402
2021-11-23,561.0188414853583
2021-11-24,567.0739357679569
2021-11-25,556.7633550327625
2021-11-26,546.5887147656748
2021-11-29,544.8732610516656
2021-11-30,552.6279578947748
2021-12-01,516.1539675238408
2021-12-02,532.3144761898247
2021-12-03,529.8265172670764
2021-12-06,538.188560344308
2021-12-07,528.8974236334482
2021-12-08,527.4464149692291
2021-12-09,522.9537997552374
2021-12-10,509.3240988025885
2021-12-13,514.960918002965
2021-12-14,507.54597787274787
2021-12-15,530.3351746455023
2021-12-16,565.1275120923187
2021-12-17,576.124922284745
2021-12-20,540.3053398148262
2021-12-21,524.1217236574884
2021-12-22,502.7939474153119
2021-12-23,506.0905100377226
2021-12-24,520.5467699680586
2021-12-27,510.55222938549144
2021-12-28,515.6307834796424
2021-12-29,528.7368283694565
2021-12-30,548.895011162559
2021-12-31,555.5896137802325
2022-01-03,557.5028761646976
2022-01-04,560.2174083351758
2022-01-05,569.1542593635677
2022-01-06,564.6320291566981
2022-01-07,568.6334284734395
2022-01-10,544.6618172439921
2022-01-11,558.5628661639789
2022-01-12,598.1655031808249
2022-01-13,621.4392410091901
2022-01-14,611.8697062985591
2022-01-17,616.0488326262465
2022-01-18,595.8536185260097
2022-01-19,584.0145739729938
2022-01-20,592.3967079496883
2022-01-21,587.2324644116321
2022-01-24,568.6977029795793
2022-01-25,570.9139436622241
2022-01-26,554.3156450947495
2022-01-27,574.8717377176092
2022-01-28,579.2696162172238
2022-01-31,603.1002585362767
2022-02-01,582.7309128253862
2022-02-02,573.4384386657196
2022-02-03,572.8829545974039
2022-02-04,579.9882656722233
2022-02-07,577.2548161082827
2022-02-08,568.2738781825234
2022-02-09,522.3834201151827
2022-02-10,518.8155367828788
2022-02-11,514.9861833359621
2022-02-14,499.5501777770722
2022-02-15,485.59359572452666
2022-02-16,464.0166150515848
2022-02-17,459.6156891017533
2022-02-18,459.09988514989607
2022-02-21,455.97594669683843
2022-02-22,468.02587646992936
2022-02-23,457.9349442301932
2022-02-24,473.5343930849202
2022-02-25,458.44244809411884
2022-02-28,450.44713058536973
2022-03-01,447.97421212741506
2022-03-02,439.03757328834627
2022-03-03,422.78852085595287
2022-03-04,415.6487821031632
2022-03-07,431.2751059957362
2022-03-08,441.29861119965057
2022-03-09,434.06350254303624
2022-03-10,427.59076762212555
2022-03-11,435.9666609418057
2022-03-14,429.7111410254535
2022-03-15,430.60592041306813
2022-03-16,432.8359058054702
2022-03-17,428.76914477856445
2022-03-18,428.5896211930955
2022-03-21,426.6368906197665
2022-03-22,442.37397454329255
2022-03-23,455.72175315897226
2022-03-24,477.07348263370227
2022-03-25,490.8003999965641
2022-03-28,487.6186254601107
2022-03-29,477.94627660447213
2022-03-30,488.11511210961095
2022-03-31,494.45547401855373
2022-04-01,484.14989979189534
2022-04-04,462.6390628638929
2022-04-05,433.9999465963238
2022-04-06,421.71673149754315
2022-04-07,419.0919272947708
2022-04-08,416.03320742693023
2022-04-11,416.3222649541276
2022-04-12,425.09299077869156
2022-04-13,428.38673935782145
2022-04-14,418.8411147448922
2022-04-15,423.63428841449127
2022-04-18,439.3748911029021
2022-04-19,431.5384605949222
2022-04-20,427.4228745006558
2022-04-21,412.4062597731679
2022-04-22,412.8793095318376
2022-04-25,404.1920414659063
2022-04-26,401.95180485443103
2022-04-27,407.4858670824557
2022-04-28,415.3860794192355
2022-04-29,430.16735394473835
2022-05-02,409.08967803873895
2022-05-03,426.19542465454595
2022-05-04,434.9780641753076
2022-05-05,434.4638311129656
2022-05-06,424.7344656908933
2022-05-09,428.5566810609584
2022-05-10,438.4842777701634
2022-05-11,437.03164153948853
2022-05-12,434.32052191387817
2022-05-13,435.28891837899454
2022-05-16,445.81876974451876
2022-05-17,422.14348418551026
2022-05-18,415.56249093879836
2022-05-19,414.1958751011791
2022-05-20,405.5879784805632
2022-05-23,394.00651135889166
2022-05-24,400.59127349633764
2022-05-25,413.9193549426187
2022-05-26,431.22345898182317
2022-05-27,430.6221818945604
2022-05-30,428.9375478808189
2022-05-31,430.6104981752871
2022-06-01,427.8519886325637
2022-06-02,430.8451137171944
2022-06-03,424.57340609352354
2022-06-06,423.1024714793176
2022-06-07,428.0134165265188
2022-06-08,410.96304995115383
2022-06-09,409.84115872421546
2022-06-10,423.4654583186366
2022-06-13,428.8499693216756
2022-06-14,436.6551786846457
2022-06-15,440.34135736108175
2022-06-16,432.24669166508784
2022-06-17,441.2879102337664
2022-06-20,434.5305881144381
2022-06-21,430.251950136123
2022-06-22,434.48607215629914
2022-06-23,433.63749803514474
2022-06-24,453.18357524266065
2022-06-27,456.4812810082588
2022-06-28,477.0412475956993
2022-06-29,490.9458308039359
2022-06-30,492.72200747822404
2022-07-01,484.5392093145252
2022-07-04,493.1400351656956
2022-07-05,489.0612785436948
2022-07-06,487.1546017008947
2022-07-07,490.2326842834395
2022-07-08,480.91112954749013
2022-07-11,507.8099772229479
2022-07-12,518.9991327388615
2022-07-13,511.2198121491205
2022-07-14,512.7044505878735
2022-07-15,512.6266363384623
2022-07-18,500.97554051908395
2022-07-19,522.4559616567308
2022-07-20,531.1462143382155
2022-07-21,559.0327467429734
2022-07-22,566.9136467942458
2022-07-25,563.0239824794038
2022-07-26,565.9466057846212
2022-07-27,541.3011950981214
2022-07-28,535.2160854191432
2022-07-29,554.8481388639257
2022-08-01,562.3082395132542
2022-08-02,556.3543959224584
2022-08-03,566.9408822400384
2022-08-04,563.5946135665176
2022-08-05,547.926707359125
2022-08-08,547.0132274736375
2022-08-09,555.2506855706702
2022-08-10,575.4865038423959
2022-08-11,541.8744771475049
2022-08-12,524.2245569133034
2022-08-15,529.1826621662972
2022-08-16,512.9050670217823
2022-08-17,525.7447584823055
2022-08-18,516.0925348763369
2022-08-19,521.9700371943836
2022-08-22,568.5476356833036
2022-08-23,574.7387905537844
2022-08-24,578.5690496856264
2022-08-25,597.21661781473
2022-08-26,606.1813053819802
2022-08-29,608.6517665387549
2022-08-30,599.071027438725
2022-08-31,613.0661242449684
2022-09-01,608.7859356115067
2022-09-02,599.1202971312133
2022-09-05,611.1179331906455
2022-09-06,618.630829176681
2022-09-07,585.1504105772775
2022-09-08,591.3104335138992
2022-09-09,604.5342623503328
2022-09-12,630.8145753889005
2022-09-13,621.8555977022407
2022-09-14,621.0223606244316
2022-09-15,600.4662482836205
2022-09-16,596.6408834494869
2022-09-19,612.3766708241975
2022-09-20,595.5497315451521
2022-09-21,599.7985520891261
2022-09-22,598.9151048786473
2022-09-23,569.1338172995921
2022-09-26,558.4037315006378
2022-09-27,574.4051659615571
2022-09-28,571.9045943821211
2022-09-29,589.8525680311682
2022-09-30,583.6840548893153
2022-10-03,576.1683439312947
2022-10-04,594.4376510152174
2022-10-05,558.6391952113643
2022-10-06,563.173258461556
2022-10-07,553.8157047392473
2022-10-10,557.1233693406258
2022-10-11,573.3404198111427
2022-10-12,592.4574164394608
2022-10-13,604.9637089612997
2022-10-14,581.3299268430135
2022-10-17,557.2181995035731
2022-10-18,545.5251664765934
2022-10-19,537.5274605004627
2022-10-20,545.5241715615863
2022-10-21,558.8634257784126
2022-10-24,549.2862312157922
2022-10-25,558.0004312637561
2022-10-26,533.8067523250935
2022-10-27,538.6852006996901
2022-10-28,542.9038687768009
2022-10-31,568.6177945655337
2022-11-01,571.4620650046164
2022-11-02,562.8398498452033
2022-11-03,585.1467186375784
2022-11-04,569.7402509635979
2022-11-07,560.6301832578473
2022-11-08,558.0682900150132
2022-11-09,541.9824806104122
2022-11-10,544.8675139599412
2022-11-11,508.80346134456164
2022-11-14,495.0754322817485
2022-11-15,500.732060657558
2022-11-16,492.90080852106024
2022-11-17,489.2689312233416
2022-11-18,489.15485248081296
2022-11-21,473.77402647950333
2022-11-22,484.1586610164027
2022-11-23,469.2057478219766
2022-11-24,455.38380861276397
2022-11-25,445.9935112804941
2022-11-28,450.7350989088781
2022-11-29,441.93306911681697
2022-11-30,443.5182774652965
2022-12-01,433.4087592565583
2022-12-02,438.8865548209519
2022-12-05,441.82436867280137
2022-12-06,424.20097856206684
2022-12-07,426.88896425975935
2022-12-08,431.38424092060126
2022-12-09,426.60504343260885
2022-12-12,433.5249408449685
2022-12-13,435.45236703346086
2022-12-14,435.0135126719112
2022-12-15,443.47105906554776
2022-12-16,433.29103276594043
2022-12-19,418.7215143849038
2022-12-20,436.57425875351976
2022-12-21,434.3821334085686
2022-12-22,438.6713740036791
2022-12-23,433.48882664775084
2022-12-26,437.6905358438305
2022-12-27,424.49637948012264
2022-12-28,439.5961316192775
2022-12-29,450.13194245349706
2022-12-30,462.8179519406043
2023-01-02,462.9065773372739
2023-01-03,472.8034344080881
2023-01-04,461.3284924045509
2023-01-05,448.60391918002637
2023-01-06,431.8534498611557
2023-01-09,424.2047508307226
2023-01-10,406.93368321174904
2023-01-11,399.9818252212764
2023-01-12,400.2718267469215
2023-01-13,405.0796716105336
2023-01-16,387.8443894494518
2023-01-17,390.40805129014257
2023-01-18,390.059717706636
2023-01-19,393.65355990724777
2023-01-20,407.9187966117529
2023-01-23,390.88329462602786
2023-01-24,386.5234808273746
2023-01-25,373.6714247037882
2023-01-26,377.671185882718
2023-01-27,395.34158248845284
2023-01-30,394.1360486089538
2023-01-31,382.2316477251368
2023-02-01,397.8901615784628
2023-02-02,385.5111473849849
2023-02-03,391.5453381470788
2023-02-06,388.3432317747031
2023-02-07,412.64296949532087
2023-02-08,420.58837847294905
2023-02-09,429.09538546988693
2023-02-10,426.1298273104118
2023-02-13,405.85336744985005
2023-02-14,400.2722350731875
2023-02-15,398.65861901647247
2023-02-16,393.4107760917835
2023-02-17,392.14256511278865
2023-02-20,379.16056294132335
2023-02-21,382.15123269815416
2023-02-22,389.2773231949932
2023-02-23,392.2242359186789
2023-02-24,391.11023645414497
2023-02-27,404.030734011184
2023-02-28,409.02451531103543
2023-03-01,423.72732533075583
2023-03-02,428.5440859442913
2023-03-03,422.29660403017107
2023-03-06,417.91030280429084
2023-03-07,418.15998496681027
2023-03-08,421.9683151536
2023-03-09,427.9751204132358
2023-03-10,423.2039122090352
2023-03-13,435.0679658889036
2023-03-14,447.5434644481589
2023-03-15,453.8451055766325
2023-03-16,444.33196727933034
2023-03-17,445.7934260875636
2023-03-20,456.9897682590463
2023-03-21,455.2375001808553
2023-03-22,449.68834185868724
2023-03-23,475.83455367891395
2023-03-24,493.28317920329005
2023-03-27,502.47250045840997
2023-03-28,506.8963258064163
2023-03-29,510.6333379359479
2023-03-30,522.36044845736
2023-03-31,518.4581566917443
2023-04-03,520.1080513756133
2023-04-04,544.2067137524848
2023-04-05,573.9158488641935
2023-04-06,585.9870286021519
2023-04-07,581.1030330153333
2023-04-10,582.2995087594886
2023-04-11,597.9643171841172
2023-04-12,627.0645160769247
2023-04-13,630.7375890460867
2023-04-14,629.015440990687
2023-04-17,629.8866841744909
2023-04-18,622.5278654754319
2023-04-19,619.8287982108947
2023-04-20,629.5884249830989
2023-04-21,619.0539098217819
2023-04-24,605.2536923170379
2023-04-25,620.6831048704192
2023-04-26,639.8288642245035
2023-04-27,615.1250228021743
2023-04-28,622.3250317475676
2023-05-01,661.5107446912027
2023-05-02,637.4572454011909
2023-05-03,606.2998444907117
2023-05-04,601.4827703500457
2023-05-05,602.1695397244746
2023-05-08,585.511894913361
2023-05-09,602.7647935865207
2023-05-10,612.5107302169815
2023-05-11,598.4510005225598
2023-05-12,600.8929892761055
2023-05-15,613.3143082607785
2023-05-16,645.7132794844537
2023-05-17,619.9237403696377
2023-05-18,636.7531558044977
2023-05-19,635.1877091393962
2023-05-22,658.6922570072596
2023-05-23,668.4594768381712
2023-05-24,694.143776624666
2023-05-25,706.8730865981335
2023-05-26,692.0885032586718
2023-05-29,677.0634049254182
2023-05-30,693.9338771019496
2023-05-31,669.797961622063
2023-06-01,662.4463664833145
2023-06-02,665.0664597131251
2023-06-05,708.5542418866038
2023-06-06,705.2793361676011
2023-06-07,701.3368573828016
2023-06-08,701.4719345751384
2023-06-09,690.0547936701034
2023-06-12,703.8995145149254
2023-06-13,724.892713329975
2023-06-14,723.3948821779815
2023-06-15,708.59468797017
2023-06-16,723.9476751010757
2023-06-19,741.0813175711154
2023-06-20,704.9704511462954
2023-06-21,708.3947776126862
2023-06-22,695.8732196676543
2023-06-23,703.2073822284243
2023-06-26,688.273598086871
2023-06-27,687.8595056877027
2023-06-28,661.6979489261176
2023-06-29,662.1113716115648
2023-06-30,646.640073102428
2023-07-03,640.819390759901
2023-07-04,605.2900680349591
2023-07-05,616.4100957093816
2023-07-06,622.44146652131
2023-07-07,621.7903440801653
2023-07-10,613.0104540063672
2023-07-11,627.462783886943
2023-07-12,612.8468365163915
2023-07-13,614.0462970958432
2023-07-14,631.5815230595847
2023-07-17,618.0949604151991
2023-07-18,605.8780834337275
2023-07-19,625.5402401688696
2023-07-20,632.6254795730936
2023-07-21,631.2019946862022
2023-07-24,626.0526983410706
2023-07-25,634.9839242240804
2023-07-26,633.6339232934632
2023-07-27,652.5246396951278
2023-07-28,650.3188608785717
2023-07-31,635.3112821157243
2023-08-01,664.0991647220463
