Date,NVDA
2022-03-07,437.4618764350401
2022-03-08,425.1523310308717
2022-03-09,432.2149854023133
2022-03-10,427.56677192172793
2022-03-11,422.9670200349127
2022-03-14,414.6423268139038
2022-03-15,403.4224469669214
2022-03-16,402.7853938844405
2022-03-17,400.5330044202901
2022-03-18,408.71930067475853
2022-03-21,411.8132180930099
2022-03-22,414.53322123113776
2022-03-23,408.95933357439844
2022-03-24,412.42933875819887
2022-03-25,418.1272494217724
2022-03-28,408.1793559560647
2022-03-29,392.72773625677877
2022-03-30,390.41158251397803
2022-03-31,385.541225014503
2022-04-01,379.7524879347645
2022-04-04,382.0947355715354
2022-04-05,390.2188854559755
2022-04-06,393.1703023102468
2022-04-07,403.3695524717182
2022-04-08,400.6779617462688
2022-04-11,400.11973424180405
2022-04-12,410.962898415035
2022-04-13,407.22269121640005
2022-04-14,406.2169960390594
2022-04-15,406.94838195004843
2022-04-18,400.6605578962823
2022-04-19,405.24209335958756
2022-04-20,399.4225972018658
2022-04-21,397.8435566839427
2022-04-22,391.2987565612632
2022-04-25,392.41028153862936
2022-04-26,374.3971080253454
2022-04-27,385.06502970203485
2022-04-28,383.88127454972545
2022-04-29,377.07757219986615
2022-05-02,372.07895444044806
2022-05-03,369.5170893158551
2022-05-04,368.5387860214345
2022-05-05,375.9855219505294
2022-05-06,370.5476568216781
2022-05-09,367.85860543306694
2022-05-10,368.8681979578049
2022-05-11,365.5190052951093
2022-05-12,368.6522962075242
2022-05-13,361.87781760456255
2022-05-16,361.4793136866256
2022-05-17,347.5485283628067
2022-05-18,349.93793409887536
2022-05-19,350.9979334138005
2022-05-20,354.556300116491
2022-05-23,364.53403372216815
2022-05-24,367.2511967411222
2022-05-25,370.87106050682866
2022-05-26,363.2803130134037
2022-05-27,362.04160148904833
2022-05-30,354.1225386360625
2022-05-31,362.97841312436327
2022-06-01,361.57479486833614
2022-06-02,364.93820764646284
2022-06-03,372.1176971974877
2022-06-06,375.33119802796074
2022-06-07,378.722547171698
2022-06-08,372.6996271961403
2022-06-09,379.4612139007012
2022-06-10,384.0036768089667
2022-06-13,389.14505965685487
2022-06-14,381.77732196659275
2022-06-15,390.90499176926335
2022-06-16,387.501029209476
2022-06-17,393.16227598146907
2022-06-20,389.5344384041531
2022-06-21,387.4657378493108
2022-06-22,384.9743466588125
2022-06-23,390.4858918426895
2022-06-24,385.9320342288257
2022-06-27,388.9626172689317
2022-06-28,394.00950165937485
2022-06-29,398.34919277435205
2022-06-30,398.1958175561194
2022-07-01,396.91882001296676
2022-07-04,393.6312973242255
2022-07-05,382.9546514318114
2022-07-06,390.95182712818195
2022-07-07,394.27304445362387
2022-07-08,388.70366615214243
2022-07-11,388.39502856732383
2022-07-12,384.7160863642221
2022-07-13,393.1435244347119
2022-07-14,389.4243494882849
2022-07-15,381.86498693108086
2022-07-18,370.88157539621255
2022-07-19,375.15949812017345
2022-07-20,383.8336923879632
2022-07-21,383.3560802798236
2022-07-22,371.6736100713697
2022-07-25,372.68267364457364
2022-07-26,364.37428564518297
2022-07-27,375.85919117027834
2022-07-28,378.1976040622365
2022-07-29,379.80312552516364
2022-08-01,382.38118115595665
2022-08-02,372.0693461189626
2022-08-03,372.11867914416655
2022-08-04,367.90606317624145
2022-08-05,365.58792745644917
2022-08-08,363.40256787684297
2022-08-09,351.5839947849646
2022-08-10,356.79096979160784
2022-08-11,344.95270620173983
2022-08-12,354.46362453124755
2022-08-15,355.45686528397744
2022-08-16,367.50441754553157
2022-08-17,362.2904897339583
2022-08-18,364.9678409383596
2022-08-19,362.5182240768681
2022-08-22,362.38486657604903
2022-08-23,350.94361101559423
2022-08-24,343.5545545884499
2022-08-25,343.0574712297365
2022-08-26,349.3125966494741
2022-08-29,349.6273552208779
2022-08-30,353.77330870627657
2022-08-31,357.1525489195164
2022-09-01,349.2770033611102
2022-09-02,359.9348928256916
2022-09-05,368.2301236399631
2022-09-06,373.62975832359206
2022-09-07,376.93299511407696
2022-09-08,380.09332679618814
2022-09-09,369.66837052959886
2022-09-12,368.13307066957896
2022-09-13,375.8602602190832
2022-09-14,365.09376773747505
2022-09-15,373.86316108510897
2022-09-16,379.8868743218238
2022-09-19,375.85716399738874
2022-09-20,366.17861207686883
2022-09-21,368.2660978359769
2022-09-22,366.24811713366955
2022-09-23,373.23251906664564
2022-09-26,366.85979601705503
2022-09-27,373.7310472799872
2022-09-28,376.1668907541033
2022-09-29,373.002438199088
2022-09-30,381.05939799574094
2022-10-03,387.31400017187923
2022-10-04,372.8660110097958
2022-10-05,383.3901319825961
2022-10-06,387.7467654783024
2022-10-07,388.90855284632755
2022-10-10,398.2747140961046
2022-10-11,392.1338762160658
2022-10-12,402.1940583705483
2022-10-13,408.0957410416018
2022-10-14,402.6831484882147
2022-10-17,408.48498748109347
2022-10-18,406.2539224022268
2022-10-19,410.63860521376256
2022-10-20,403.4310120049204
2022-10-21,403.98186463670993
2022-10-24,404.85868297042305
2022-10-25,407.3418970581904
2022-10-26,396.83488512432143
2022-10-27,393.85316622317765
2022-10-28,393.71504907604105
2022-10-31,393.99385313839946
2022-11-01,399.0505034536556
2022-11-02,409.58487280286795
2022-11-03,411.4045287620625
2022-11-04,409.99274227515446
2022-11-07,403.49322157123385
2022-11-08,402.1508209279693
2022-11-09,405.1462122330639
2022-11-10,406.1977150188394
2022-11-11,412.72230831339033
2022-11-14,419.55365741707675
2022-11-15,402.4998375409076
2022-11-16,411.09596345088494
2022-11-17,399.1516133466597
2022-11-18,405.7955203850629
2022-11-21,412.89352341551466
2022-11-22,410.7069610493173
2022-11-23,404.3858174020884
2022-11-24,398.54958114959265
2022-11-25,407.6351785773832
2022-11-28,419.7060804462428
2022-11-29,436.3284709976804
2022-11-30,434.2687994668951
2022-12-01,435.6307037484679
2022-12-02,429.681976839954
2022-12-05,439.58484998397245
2022-12-06,447.58570787825556
2022-12-07,448.376840650894
2022-12-08,454.71570695072955
2022-12-09,457.9310012456431
2022-12-12,461.9280083070265
2022-12-13,461.04836677133477
2022-12-14,455.52147955905906
2022-12-15,445.058386282944
2022-12-16,442.6716098756331
2022-12-19,452.52242293487245
2022-12-20,453.8193246821012
2022-12-21,454.5765079144447
2022-12-22,459.2625982474889
2022-12-23,449.93791489109924
2022-12-26,445.0050120167072
2022-12-27,441.9494535957041
2022-12-28,434.2495624655542
2022-12-29,449.73022348062614
2022-12-30,443.7766241475275
2023-01-02,442.58914711803135
2023-01-03,442.177688663171
2023-01-04,440.95531213887983
2023-01-05,447.23246191932316
2023-01-06,441.79139548232104
2023-01-09,433.40296754528293
2023-01-10,449.95288513659085
2023-01-11,459.22187293002725
2023-01-12,467.34631976380695
2023-01-13,455.38939503447557
2023-01-16,454.1884013997063
2023-01-17,454.9767646082707
2023-01-18,460.69135367095737
2023-01-19,468.18356890989827
2023-01-20,477.31155749650713
2023-01-23,501.51520463770055
2023-01-24,502.7391533887058
2023-01-25,501.1496118377393
2023-01-26,508.31124779305094
2023-01-27,498.2441968056122
2023-01-30,499.2516690823251
2023-01-31,494.5271267462396
2023-02-01,484.8799935375242
2023-02-02,475.85502603431917
2023-02-03,484.1757322966269
2023-02-06,481.6555476838056
2023-02-07,481.6618092601812
2023-02-08,474.5162136308035
2023-02-09,475.08502334600496
2023-02-10,458.5999606800774
2023-02-13,449.5633155749934
2023-02-14,458.14225996773916
2023-02-15,468.81018580975035
2023-02-16,473.3718586904396
2023-02-17,475.5135338989066
2023-02-20,474.40572839356827
2023-02-21,489.44122591799663
2023-02-22,485.4138581533468
2023-02-23,496.6443210197538
2023-02-24,508.83512098406555
2023-02-27,526.9789162397525
2023-02-28,518.1053478209446
2023-03-01,515.6439187666228
2023-03-02,529.8638562314819
2023-03-03,520.7980056890565
2023-03-06,521.3465782290602
2023-03-07,533.03802601201
2023-03-08,530.9585018502812
2023-03-09,554.8625882342428
2023-03-10,554.00772618123
2023-03-13,553.1318167152443
2023-03-14,553.079214253997
2023-03-15,550.8901475905868
2023-03-16,557.3779919241264
2023-03-17,554.7974552435165
2023-03-20,559.1772017291711
2023-03-21,564.1375388580432
2023-03-22,568.950920121261
2023-03-23,571.7161298267021
2023-03-24,580.4921247025469
2023-03-27,577.0035590791573
2023-03-28,593.1580644392211
2023-03-29,606.9531636261736
2023-03-30,597.0819070652213
2023-03-31,589.9369734712966
2023-04-03,578.6707778677544
2023-04-04,577.413591254478
2023-04-05,572.687086455086
2023-04-06,576.7539841597787
2023-04-07,586.5812622539152
2023-04-10,587.4248270498381
2023-04-11,587.6187282907669
2023-04-12,592.0369317196347
2023-04-13,608.2460047000784
2023-04-14,576.3352523118181
2023-04-17,589.5938482148706
2023-04-18,593.7015047943527
2023-04-19,604.2422967493242
2023-04-20,604.804466593064
2023-04-21,588.9584887345793
2023-04-24,579.117771506703
2023-04-25,578.6136566262198
2023-04-26,589.9390481443189
2023-04-27,593.2306023928985
2023-04-28,598.5029915493482
2023-05-01,597.0225855871988
2023-05-02,595.9452017541471
2023-05-03,596.3984532166237
2023-05-04,586.8492841136423
2023-05-05,588.1484009148469
2023-05-08,599.904433844317
2023-05-09,601.606851931182
2023-05-10,610.2617625965557
2023-05-11,613.050881333015
2023-05-12,615.8321300559911
2023-05-15,600.74480144156
2023-05-16,578.9718893647397
2023-05-17,585.3956690381337
2023-05-18,561.9139019791206
2023-05-19,558.5552373908303
2023-05-22,565.6996916542763
2023-05-23,556.7965038894856
2023-05-24,558.6984170928764
2023-05-25,559.0585431482648
2023-05-26,555.9844302928544
2023-05-29,565.9690466310444
2023-05-30,579.3055647487737
2023-05-31,568.2742348155534
2023-06-01,567.8238848563951
2023-06-02,569.4835340071852
2023-06-05,566.2425790533767
2023-06-06,569.9446395775175
2023-06-07,571.8639737984793
2023-06-08,565.3816416870674
2023-06-09,581.9981180685417
2023-06-12,587.5241850828714
2023-06-13,568.3186894856098
2023-06-14,568.375235962998
2023-06-15,559.6659022240243
2023-06-16,558.3326802058358
2023-06-19,560.2014563339251
2023-06-20,555.338604500304
2023-06-21,566.8862931751588
2023-06-22,574.1283723056652
2023-06-23,572.6917006975125
2023-06-26,580.1192776033873
2023-06-27,597.4995322265962
2023-06-28,591.2200587203516
2023-06-29,589.3779372576805
2023-06-30,598.7805546679411
2023-07-03,579.8854926188501
2023-07-04,564.7481717585994
2023-07-05,568.7236713750575
2023-07-06,545.7066719080984
2023-07-07,549.1805759872625
2023-07-10,564.7051280767743
2023-07-11,576.3434470889339
2023-07-12,570.661922434675
2023-07-13,555.4502519838621
2023-07-14,566.9340750564907
2023-07-17,560.3236055635213
2023-07-18,551.0439207141908
2023-07-19,548.7638949304254
2023-07-20,560.952096279428
2023-07-21,559.7791236670396
2023-07-24,550.6704251402074
2023-07-25,542.4990517663108
2023-07-26,553.1910357656308
2023-07-27,561.2633055495421
2023-07-28,557.8199998843107
2023-07-31,545.0521012362192
2023-08-01,547.3061371040119
2023-08-02,552.1950129240312
