Date,AMAT
2021-04-09,173.80811654470494
2021-04-12,174.1354929268169
2021-04-13,172.45533594678054
2021-04-14,175.55921465570904
2021-04-15,178.62692247131002
2021-04-16,179.9555301765247
2021-04-19,166.65882233148736
2021-04-20,163.20423241171758
2021-04-21,154.66918784981786
2021-04-22,163.85868781852204
2021-04-23,168.08935854320623
2021-04-26,161.44898651377784
2021-04-27,159.34602559330264
2021-04-28,161.97152315199315
2021-04-29,160.21598949947477
2021-04-30,164.28555742583265
2021-05-03,170.7161174047877
2021-05-04,165.44411487789503
2021-05-05,172.19637210404503
2021-05-06,176.49588591714115
2021-05-07,172.83858770121344
2021-05-10,157.70552160920838
2021-05-11,155.08990949679455
2021-05-12,152.9008771466791
2021-05-13,149.53271937754005
2021-05-14,152.11021911925087
2021-05-17,157.18239211518045
2021-05-18,161.23588693366162
2021-05-19,156.4893874911695
2021-05-20,158.2702415417566
2021-05-21,160.27690082477488
2021-05-24,162.92568770691744
2021-05-25,159.4753782080759
2021-05-26,157.90530263881018
2021-05-27,160.54723700205813
2021-05-28,160.86553757395743
2021-05-31,160.9017381540604
2021-06-01,158.82726499004443
2021-06-02,154.54319596484447
2021-06-03,146.4007524887399
2021-06-04,151.8566546590723
2021-06-07,154.5998177650562
2021-06-08,154.05782873015485
2021-06-09,152.84157504078493
2021-06-10,157.31649091777953
2021-06-11,147.3515432309819
2021-06-14,151.73247795636692
2021-06-15,149.47382355646425
2021-06-16,152.2804833069184
2021-06-17,152.8789855236106
2021-06-18,146.89992482381507
2021-06-21,150.77023545757928
2021-06-22,151.2951871176283
2021-06-23,153.87786385346945
2021-06-24,146.96379573332217
2021-06-25,149.53363431690312
2021-06-28,157.77726333395265
2021-06-29,155.48208036884617
2021-06-30,159.41834421563257
2021-07-01,161.1907579227083
2021-07-02,151.93503565997963
2021-07-05,158.16815318846645
2021-07-06,153.1713885103131
2021-07-07,145.5599777772287
2021-07-08,139.5055260402343
2021-07-09,142.9815314473543
2021-07-12,141.89084739730006
2021-07-13,145.68977270303898
2021-07-14,144.7496907437254
2021-07-15,147.0493260256205
2021-07-16,154.63542271097404
2021-07-19,159.65987429803442
2021-07-20,160.68751992126954
2021-07-21,154.77795822523873
2021-07-22,153.8327793195624
2021-07-23,150.04385376149003
2021-07-26,145.20824513725466
2021-07-27,145.33876431189813
2021-07-28,148.1456391309652
2021-07-29,140.47630767236836
2021-07-30,139.06125739271369
2021-08-02,134.974272213886
2021-08-03,134.86360546867814
2021-08-04,135.1790110536759
2021-08-05,130.15362606090918
2021-08-06,131.9588654899314
2021-08-09,130.6451020824206
2021-08-10,134.92236637747695
2021-08-11,131.9992077879296
2021-08-12,138.04620703915853
2021-08-13,133.4565998294139
2021-08-16,135.37106143485164
2021-08-17,136.8658346916175
2021-08-18,138.71236015192815
2021-08-19,141.13200016030248
2021-08-20,142.08913272420745
2021-08-23,138.27325306444877
2021-08-24,134.71759899368885
2021-08-25,135.02104567668397
2021-08-26,132.1487067056004
2021-08-27,129.28060392305048
2021-08-30,133.15042307417554
2021-08-31,133.4638138970128
2021-09-01,124.17343120165556
2021-09-02,122.73700745095688
2021-09-03,125.38362580475794
2021-09-06,121.74428132898025
2021-09-07,124.50152623445052
2021-09-08,127.23458099572612
2021-09-09,125.65073690978151
2021-09-10,128.10654206581253
2021-09-13,128.37576471616947
2021-09-14,129.34545196235857
2021-09-15,129.80613287089824
2021-09-16,125.08966919381851
2021-09-17,128.23603859880882
2021-09-20,131.33091643685148
2021-09-21,131.48074731203167
2021-09-22,130.495950806403
2021-09-23,132.7133624037645
2021-09-24,131.50996687746348
2021-09-27,125.8861027330818
2021-09-28,126.41168518676557
2021-09-29,127.30337989073145
2021-09-30,127.76272931374754
2021-10-01,130.28651651614686
2021-10-04,127.92793529550988
2021-10-05,126.71908838789547
2021-10-06,126.14088846887235
2021-10-07,127.57377904250139
2021-10-08,124.62032615524609
2021-10-11,122.25163761935814
2021-10-12,119.15683132785414
2021-10-13,122.87902467276037
2021-10-14,122.91073433602921
2021-10-15,119.36788047978548
2021-10-18,119.31832731089487
2021-10-19,123.83525886456562
2021-10-20,123.62051016703518
2021-10-21,126.14150466863117
2021-10-22,124.88236781218151
2021-10-25,120.38868859674236
2021-10-26,119.43885042146646
2021-10-27,117.93613046417417
2021-10-28,110.93403525445537
2021-10-29,111.50984144528157
2021-11-01,112.99161696394445
2021-11-02,115.2174384422518
2021-11-03,116.94886478996902
2021-11-04,119.83388950411626
2021-11-05,118.41213955170176
2021-11-08,121.97369563459573
2021-11-09,124.84143045918532
2021-11-10,126.74493389726106
2021-11-11,118.97179665999273
2021-11-12,116.53172382773964
2021-11-15,119.11372996770362
2021-11-16,121.41800205789838
2021-11-17,125.2944683482482
2021-11-18,127.63368454705656
2021-11-19,126.32718569483333
2021-11-22,135.4656842579432
2021-11-23,140.45400171174433
2021-11-24,142.2372763262234
2021-11-25,143.22893347583928
2021-11-26,146.64438175934987
2021-11-29,149.88181263712022
2021-11-30,153.1986719010544
2021-12-01,153.15342762748278
2021-12-02,150.42989671025035
2021-12-03,150.10319109567308
2021-12-06,151.0598583377208
2021-12-07,155.93051881506557
2021-12-08,151.93111108449475
2021-12-09,156.12406110892837
2021-12-10,155.017607707398
2021-12-13,159.2343784032398
2021-12-14,151.71020659819743
2021-12-15,156.21820709001236
2021-12-16,157.5458745630634
2021-12-17,163.4544040667789
2021-12-20,164.87127905101906
2021-12-21,169.24152250763882
2021-12-22,167.64713638292335
2021-12-23,171.4319082777779
2021-12-24,165.27894626879444
2021-12-27,168.26166470391007
2021-12-28,169.0407177633054
2021-12-29,178.97504696513312
2021-12-30,184.51336908915727
2021-12-31,177.2103936451958
2022-01-03,177.06947424711578
2022-01-04,181.35004236367672
2022-01-05,190.3188656441771
2022-01-06,205.56672146870116
2022-01-07,211.17079439309907
2022-01-10,205.32350400728072
2022-01-11,194.13674058949726
2022-01-12,186.52288070192367
2022-01-13,173.92243239347502
2022-01-14,180.33535423754918
2022-01-17,187.86571744164598
2022-01-18,189.58340476237666
2022-01-19,200.26410247261893
2022-01-20,217.46157975536488
2022-01-21,217.3656069252382
2022-01-24,217.56231477984275
2022-01-25,218.71963738516948
2022-01-26,223.7556501974671
2022-01-27,228.61530048168058
2022-01-28,220.14141510333747
2022-01-31,216.28305829459242
2022-02-01,218.17034619132633
2022-02-02,225.1620532668213
2022-02-03,235.42717794067704
2022-02-04,239.61914441984072
2022-02-07,242.15917009782737
2022-02-08,243.90971527787207
2022-02-09,239.3519680583128
2022-02-10,248.41593152388117
2022-02-11,246.42799293602113
2022-02-14,233.42426531199655
2022-02-15,229.65322448467415
2022-02-16,225.47137619946687
2022-02-17,226.32401004846147
2022-02-18,223.5436711698731
2022-02-21,221.03186653555738
2022-02-22,222.12571582369188
2022-02-23,213.40424649324058
2022-02-24,209.99774094200586
2022-02-25,203.12558446232796
2022-02-28,187.91045476563755
2022-03-01,190.82723629027265
2022-03-02,184.10094039177073
2022-03-03,183.90224598726127
2022-03-04,185.84524823694665
2022-03-07,198.22074965023793
2022-03-08,199.22829881644617
2022-03-09,206.80750334079033
2022-03-10,210.92304964111318
2022-03-11,216.0973134364348
2022-03-14,210.9670249198691
2022-03-15,211.19096063094315
2022-03-16,201.19546185360235
2022-03-17,193.95862928151237
2022-03-18,200.5645776730362
2022-03-21,212.21617239649467
2022-03-22,216.0811047391703
2022-03-23,215.68519913723836
2022-03-24,217.70313066954856
2022-03-25,217.77654206245825
2022-03-28,215.16399916296737
2022-03-29,215.4027378293807
2022-03-30,219.28031759668167
2022-03-31,219.45011452348893
2022-04-01,222.1117215672117
2022-04-04,216.7017601879128
2022-04-05,222.22241820174466
2022-04-06,223.3377627802221
2022-04-07,227.0125176412509
2022-04-08,211.09500828735943
2022-04-11,203.089241158679
2022-04-12,199.9589496260567
2022-04-13,198.94017885406728
2022-04-14,199.89627300632839
2022-04-15,199.070303213858
2022-04-18,200.74956065586576
2022-04-19,201.32935599982122
2022-04-20,207.1162347754011
2022-04-21,204.19188263834485
2022-04-22,212.41002836254154
2022-04-25,217.07189241102952
2022-04-26,207.44770189732986
2022-04-27,202.28517048980447
2022-04-28,204.5022222661789
2022-04-29,207.76843111502296
2022-05-02,213.52899458182188
2022-05-03,214.39939734101213
2022-05-04,209.56150634033366
2022-05-05,196.97736609339978
2022-05-06,190.19858305826938
2022-05-09,180.8745473478334
2022-05-10,177.16592843155348
2022-05-11,184.11865027838348
2022-05-12,184.09622592574533
2022-05-13,177.0541482781953
2022-05-16,174.91823586803713
2022-05-17,170.43168335209432
2022-05-18,165.12886744084682
2022-05-19,163.68437352753173
2022-05-20,167.01564861095315
2022-05-23,170.9366559803824
2022-05-24,171.98581416531144
2022-05-25,180.46474382253137
2022-05-26,177.16582997280287
2022-05-27,176.87240422654557
2022-05-30,186.45560188176856
2022-05-31,192.83061882073315
2022-06-01,191.3196460936048
2022-06-02,189.87767612917966
2022-06-03,186.53725617222818
2022-06-06,190.82133420996007
2022-06-07,187.62810589529718
2022-06-08,186.22232002652237
2022-06-09,197.11988367983258
2022-06-10,185.0630222096682
2022-06-13,184.89586978894548
2022-06-14,191.79211699656688
2022-06-15,187.0802393133758
2022-06-16,178.5413360678018
2022-06-17,173.01133294314803
2022-06-20,170.67965871139089
2022-06-21,168.29979761289434
2022-06-22,167.89389828006804
2022-06-23,170.3205282334279
2022-06-24,170.4915906661441
2022-06-27,166.83289518794737
2022-06-28,169.16046734614645
2022-06-29,168.2174989639262
2022-06-30,180.82911678997726
2022-07-01,185.27653226955334
2022-07-04,186.12311800657164
2022-07-05,176.64707127153585
2022-07-06,177.77998458974085
2022-07-07,184.71053308759093
2022-07-08,179.3516555863956
2022-07-11,179.88580769242424
2022-07-12,180.6278405554293
2022-07-13,178.78654903455387
2022-07-14,177.49687423297942
2022-07-15,182.81995952098382
2022-07-18,180.16195736700027
2022-07-19,185.46034659524847
2022-07-20,183.11065476662273
2022-07-21,174.50493870133846
2022-07-22,173.53420723964643
2022-07-25,176.160727243181
2022-07-26,175.02139421177648
2022-07-27,178.9806363864368
2022-07-28,176.96468557775185
2022-07-29,181.9488825633405
2022-08-01,176.85116028211135
2022-08-02,171.19466418224124
2022-08-03,171.65519591267775
2022-08-04,176.18317377849795
2022-08-05,182.24790392918914
2022-08-08,183.97212594008653
2022-08-09,192.59663155053283
2022-08-10,187.16479568963442
2022-08-11,184.69142336487894
2022-08-12,181.45264152426037
2022-08-15,187.1984838643707
2022-08-16,188.28513805331727
2022-08-17,184.23411573085542
2022-08-18,180.33758969940757
2022-08-19,187.15885192176574
2022-08-22,181.6073332673106
2022-08-23,189.35115753308432
2022-08-24,184.97864484727677
2022-08-25,191.01897041516975
2022-08-26,190.4970161224439
2022-08-29,193.38577839981912
2022-08-30,185.00713370357354
2022-08-31,180.61937863406897
2022-09-01,188.0214019119871
2022-09-02,180.4062563855867
2022-09-05,172.82485189465433
2022-09-06,177.45834883389384
2022-09-07,180.80701885488492
2022-09-08,176.46923777670813
2022-09-09,180.04522151970676
2022-09-12,176.30739273487123
2022-09-13,186.4176978555553
2022-09-14,187.15207585834122
2022-09-15,181.86124160072404
2022-09-16,185.99399929372214
2022-09-19,185.08447577460308
2022-09-20,185.6171814680345
2022-09-21,186.87289548046505
2022-09-22,185.52119567962797
2022-09-23,179.31793899087185
2022-09-26,185.4240986008183
2022-09-27,196.22429873527048
2022-09-28,194.14644393737336
2022-09-29,195.78590397150475
2022-09-30,192.51514512696798
2022-10-03,185.29636604664714
2022-10-04,190.3039218860078
2022-10-05,198.7916818653507
2022-10-06,202.4394053632414
2022-10-07,201.83715514457202
2022-10-10,212.25944730107113
2022-10-11,218.8465717263119
2022-10-12,230.1218006175624
2022-10-13,226.56251244191873
2022-10-14,231.3068662949156
2022-10-17,240.06818620412318
2022-10-18,244.71876398129567
2022-10-19,232.71059750731874
2022-10-20,227.9384280414734
2022-10-21,233.54672199547335
2022-10-24,237.53569386043537
2022-10-25,238.84073064016226
2022-10-26,228.80058351130964
2022-10-27,244.23743302994163
2022-10-28,239.1022005855611
2022-10-31,240.30468359815887
2022-11-01,227.55578782674235
2022-11-02,230.16565651184618
2022-11-03,232.5095360714391
2022-11-04,230.33636303225066
2022-11-07,224.81373145166273
2022-11-08,219.27604637074558
2022-11-09,217.14413858752877
2022-11-10,218.72736372082701
2022-11-11,212.46459209239669
2022-11-14,218.28583525742783
2022-11-15,208.90987600068374
2022-11-16,208.9301292912599
2022-11-17,216.44092434848184
2022-11-18,215.84747740077967
2022-11-21,227.57641555889631
2022-11-22,235.61088307961123
2022-11-23,233.33535034017157
2022-11-24,233.19223325254487
2022-11-25,235.9994854514014
2022-11-28,243.77436290328455
2022-11-29,249.2604452189818
2022-11-30,257.58083949074273
2022-12-01,255.47665320792208
2022-12-02,252.61505123904172
2022-12-05,256.08563248816773
2022-12-06,243.449330415451
2022-12-07,252.85502793573585
2022-12-08,256.43869040499015
2022-12-09,249.96537072402387
2022-12-12,246.3438416110614
2022-12-13,238.720893232657
2022-12-14,244.23357879111356
2022-12-15,243.53864291713833
2022-12-16,255.70839024935228
2022-12-19,249.6916724259053
2022-12-20,255.95980541685952
2022-12-21,254.42491843163276
2022-12-22,244.79624833007426
2022-12-23,244.67034622928367
2022-12-26,242.32712238738316
2022-12-27,242.480914790918
2022-12-28,239.4136961630851
2022-12-29,239.77062409127717
2022-12-30,239.81881230719972
2023-01-02,239.99100850059807
2023-01-03,247.76930543819103
2023-01-04,253.1721703290779
2023-01-05,251.19640037239068
2023-01-06,247.88477958990637
2023-01-09,256.86657597698866
2023-01-10,257.5001029153071
2023-01-11,263.0998244993105
2023-01-12,259.40713355916375
2023-01-13,257.3157914008361
2023-01-16,257.91757899203765
2023-01-17,257.29445791935757
2023-01-18,254.36298868823613
2023-01-19,261.26467967061075
2023-01-20,254.5366218118212
2023-01-23,253.646385007957
2023-01-24,266.2380004954255
2023-01-25,255.50510933664708
2023-01-26,259.6551853439057
2023-01-27,256.7887906599873
2023-01-30,251.82333347584105
2023-01-31,244.18331007033774
2023-02-01,255.3256762394584
2023-02-02,251.88326691101295
2023-02-03,254.89493017940748
2023-02-06,266.22346892543834
2023-02-07,266.51069499632786
2023-02-08,263.7174240181193
2023-02-09,258.2074656472536
2023-02-10,257.19038047762206
2023-02-13,267.3674214122591
2023-02-14,268.46844973579715
2023-02-15,269.4485742186458
2023-02-16,262.3684669362013
2023-02-17,277.0263608503956
2023-02-20,288.1174740017842
2023-02-21,285.06001452378473
2023-02-22,276.8905399424125
2023-02-23,293.66071882049215
2023-02-24,311.5944055900519
2023-02-27,317.89158649030986
2023-02-28,323.74872605050945
2023-03-01,327.20915051415176
2023-03-02,327.3822525640072
2023-03-03,338.7134266068765
2023-03-06,343.4718727000806
2023-03-07,344.9816636745548
2023-03-08,345.5428610517385
2023-03-09,343.4339168085393
2023-03-10,347.3896202278699
2023-03-13,349.9928751662724
2023-03-14,353.11062791689915
2023-03-15,351.1620002585601
2023-03-16,370.9165798284481
2023-03-17,373.0574760054035
2023-03-20,379.0099269933078
2023-03-21,374.77823098281266
2023-03-22,370.77135224698026
2023-03-23,381.89432772751553
2023-03-24,371.51404297643364
2023-03-27,387.8826329563967
2023-03-28,381.3625209492707
2023-03-29,380.3445899373053
2023-03-30,369.1904393443609
2023-03-31,377.70446827812174
2023-04-03,377.20373240440296
2023-04-04,367.9878918651843
2023-04-05,341.9931880313638
2023-04-06,348.5797476933368
2023-04-07,352.98077523514945
2023-04-10,335.4448764952659
2023-04-11,331.1267412261186
2023-04-12,323.1777425976649
2023-04-13,309.28164432936705
2023-04-14,295.1450372341471
2023-04-17,296.2358552124012
2023-04-18,302.71640546816354
2023-04-19,304.29722666625304
2023-04-20,314.0159565494963
2023-04-21,303.97182255226494
2023-04-24,295.9902087761103
2023-04-25,295.92522774812375
2023-04-26,296.4649034297527
2023-04-27,297.6830964956427
2023-04-28,293.16021182275773
2023-05-01,286.20290622403877
2023-05-02,288.5746683504617
2023-05-03,275.219350196315
2023-05-04,277.6572989495871
2023-05-05,273.03328639962365
2023-05-08,274.03283561344637
2023-05-09,264.70128897383734
2023-05-10,265.0301194747566
2023-05-11,266.98446832851255
2023-05-12,266.9982722201319
2023-05-15,270.80039176517283
2023-05-16,268.91899042403185
2023-05-17,265.89969727515773
2023-05-18,252.57743513905612
2023-05-19,252.91518153038243
2023-05-22,254.06556967396494
2023-05-23,257.02125628885744
2023-05-24,245.7587127245855
2023-05-25,236.49916149135692
2023-05-26,261.18168034652365
2023-05-29,262.04050463788855
2023-05-30,259.8224737064827
2023-05-31,264.27797136670245
2023-06-01,262.2255482269059
2023-06-02,261.3395598805882
2023-06-05,269.14427069025135
2023-06-06,281.11370352746417
2023-06-07,285.7562005326883
2023-06-08,286.82172979134606
2023-06-09,274.3837937413545
2023-06-12,276.31796858829756
2023-06-13,278.6084936979333
2023-06-14,270.70286755302357
2023-06-15,276.5316204853416
2023-06-16,275.2655916987077
2023-06-19,271.63787075836893
2023-06-20,277.01717728247536
2023-06-21,273.99612406804783
2023-06-22,263.2716370715665
2023-06-23,262.549125590634
2023-06-26,268.8399351757777
2023-06-27,279.75257700434395
2023-06-28,290.9129508668242
2023-06-29,299.87460607203417
2023-06-30,293.46960240606444
2023-07-03,285.1809344176384
2023-07-04,280.6750602126882
2023-07-05,279.4909393471638
2023-07-06,272.475728289401
2023-07-07,264.8249012106852
2023-07-10,254.5984726511453
2023-07-11,262.13184192318465
2023-07-12,257.44756072237146
2023-07-13,249.56124660196045
2023-07-14,242.18777438586994
2023-07-17,234.52556449026002
2023-07-18,238.30462107505153
2023-07-19,240.26091016783818
2023-07-20,218.37146681249658
2023-07-21,220.98864796299068
2023-07-24,220.84520726137114
2023-07-25,229.95951271714097
2023-07-26,230.7299902954403
2023-07-27,232.13827318113368
2023-07-28,239.9616807957491
