Date,OTIS
2020-10-23,311.4207281630847
2020-10-26,309.89280337706185
2020-10-27,310.97522605185713
2020-10-28,317.3079517973621
2020-10-29,322.81130479787606
2020-10-30,320.69037076525865
2020-11-02,316.28614288985403
2020-11-03,304.84122640839075
2020-11-04,309.2617431232686
2020-11-05,310.54284085238237
2020-11-06,303.313801740997
2020-11-09,291.42527954467045
2020-11-10,287.2233888013739
2020-11-11,275.2364802792043
2020-11-12,267.9883309701644
2020-11-13,271.30973161938783
2020-11-16,272.4230671627465
2020-11-17,276.631179352737
2020-11-18,281.41581790781674
2020-11-19,278.52930088373927
2020-11-20,272.2072133361396
2020-11-23,277.0381090816018
2020-11-24,283.2765288046673
2020-11-25,285.12742159441717
2020-11-26,285.4943288142141
2020-11-27,282.48001620294514
2020-11-30,286.49129831313974
2020-12-01,298.07777910961914
2020-12-02,294.4219640994623
2020-12-03,295.609547077819
2020-12-04,303.7735824867946
2020-12-07,300.34345232347414
2020-12-08,300.49026139793455
2020-12-09,295.6873442633568
2020-12-10,296.48529451049717
2020-12-11,294.37903088154854
2020-12-14,302.4170614366819
2020-12-15,297.8668173198026
2020-12-16,293.5391193853298
2020-12-17,294.67070401966544
2020-12-18,297.76807046439365
2020-12-21,309.169277778072
2020-12-22,305.7630650046291
2020-12-23,299.44982320734584
2020-12-24,306.6091146038256
2020-12-25,310.6906439145089
2020-12-28,305.2433200051618
2020-12-29,302.5650438551648
2020-12-30,303.78226675307076
2020-12-31,309.53971636812685
2021-01-01,319.59716699818415
2021-01-04,320.6539299653381
2021-01-05,315.24031215653036
2021-01-06,319.6836836934719
2021-01-07,314.12941730936853
2021-01-08,308.5594133783073
2021-01-11,317.3071150230426
2021-01-12,326.4766526265833
2021-01-13,321.0415885243512
2021-01-14,321.9224965294281
2021-01-15,325.16044530010396
2021-01-18,335.2811728297044
2021-01-19,338.7896071592658
2021-01-20,325.1596872871811
2021-01-21,318.08017782528765
2021-01-22,316.6688730177996
2021-01-25,314.58687986859144
2021-01-26,318.40853565165713
2021-01-27,320.9521610931241
2021-01-28,307.94970898257867
2021-01-29,308.2342945311002
2021-02-01,322.28229765119767
2021-02-02,319.7362205731025
2021-02-03,313.84774594177475
2021-02-04,308.7030303990006
2021-02-05,309.6455970897862
2021-02-08,309.6735102153003
2021-02-09,308.29788209249847
2021-02-10,315.10852971592755
2021-02-11,312.0446789104119
2021-02-12,314.6506110719837
2021-02-15,311.04251852436016
2021-02-16,312.13701538804116
2021-02-17,315.32860719064064
2021-02-18,303.50633041129953
2021-02-19,306.97449673821876
2021-02-22,307.6197925927855
2021-02-23,307.5503424056173
2021-02-24,301.90886900243083
2021-02-25,286.8530115566007
2021-02-26,286.9722501779274
2021-03-01,280.2920827939678
2021-03-02,283.2959954310497
2021-03-03,283.48835622799265
2021-03-04,281.5828198929017
2021-03-05,272.7343423424814
2021-03-08,274.1974148038955
2021-03-09,271.516817451746
2021-03-10,278.1182240470073
2021-03-11,274.6099939244769
2021-03-12,281.14061740038125
2021-03-15,269.60311574913067
2021-03-16,267.39281909227986
2021-03-17,266.51020082515953
2021-03-18,259.17708963766415
2021-03-19,256.23371860995286
2021-03-22,250.8844297391282
2021-03-23,249.4173257156218
2021-03-24,251.2170246122889
2021-03-25,254.22142267006134
2021-03-26,248.21814047226255
2021-03-29,243.29500819321123
2021-03-30,239.46385524117915
2021-03-31,237.5174700724397
2021-04-01,241.512729075408
2021-04-02,238.66460709354843
2021-04-05,237.55447533923615
2021-04-06,236.0087992849536
2021-04-07,229.4909234956962
2021-04-08,229.9551930208806
2021-04-09,229.89076165273622
2021-04-12,235.5599003752003
2021-04-13,234.9279553491443
2021-04-14,236.9516796955171
2021-04-15,245.56804959501807
2021-04-16,253.72850144190693
2021-04-19,255.8823155716758
2021-04-20,252.65192826867874
2021-04-21,264.0654613745198
2021-04-22,265.2996894058758
2021-04-23,264.8356525513397
2021-04-26,263.65171003571317
2021-04-27,261.44849876981556
2021-04-28,273.3675807691876
2021-04-29,272.1152678053957
2021-04-30,278.13401850879865
2021-05-03,274.82671422131403
2021-05-04,273.1683254242686
2021-05-05,269.9958379133328
2021-05-06,279.52321777392626
2021-05-07,281.59829708991697
2021-05-10,280.9114219568126
2021-05-11,272.6699483728173
2021-05-12,268.63609939000884
2021-05-13,274.3750428012723
2021-05-14,271.71561371004964
2021-05-17,275.3866314068402
2021-05-18,277.3497435199489
2021-05-19,281.46769716940514
2021-05-20,282.3468123156192
2021-05-21,279.7027082575321
2021-05-24,280.4859397047504
2021-05-25,275.015874423679
2021-05-26,276.39596403578645
2021-05-27,271.2558407266011
2021-05-28,265.54706719673453
2021-05-31,262.0244456394067
2021-06-01,261.92392437826317
2021-06-02,249.54474153945984
2021-06-03,252.26821631298938
2021-06-04,262.2133834944856
2021-06-07,262.11779858814356
2021-06-08,262.0330571114005
2021-06-09,250.69363877998194
2021-06-10,250.68011185593997
2021-06-11,249.2582342390544
2021-06-14,256.6730158476222
2021-06-15,261.5345549673118
2021-06-16,261.4219095214144
2021-06-17,257.2555263279936
2021-06-18,254.541846372234
2021-06-21,247.99980964039875
2021-06-22,246.48883752456825
2021-06-23,242.41909290883828
2021-06-24,250.70559830560455
2021-06-25,250.20991442422752
2021-06-28,245.31460932162665
2021-06-29,255.94829323645106
2021-06-30,263.4759663596736
2021-07-01,256.1447828704341
2021-07-02,257.544014936457
2021-07-05,260.47581361866554
2021-07-06,261.516155260882
2021-07-07,271.3352129125651
2021-07-08,266.3471652576503
2021-07-09,274.80273995388
2021-07-12,272.7832349546566
2021-07-13,267.96897841364256
2021-07-14,271.0429191968471
2021-07-15,265.52086504788076
2021-07-16,265.52776184237166
2021-07-19,268.37107744442017
2021-07-20,275.1274361232164
2021-07-21,271.13420945277386
2021-07-22,270.02474286890845
2021-07-23,268.2943920202308
2021-07-26,270.28785215754976
2021-07-27,272.8283806390549
2021-07-28,269.711891378392
2021-07-29,269.18356762821617
2021-07-30,260.6642486165774
2021-08-02,270.0871611435026
2021-08-03,263.54676623853874
2021-08-04,254.94248562178785
2021-08-05,254.42890354257136
2021-08-06,257.7696403831101
2021-08-09,260.00207345230865
2021-08-10,260.184529476976
2021-08-11,261.9291498575074
2021-08-12,261.86285851125524
2021-08-13,267.1667714007612
2021-08-16,269.2263042990438
2021-08-17,268.87595460528195
2021-08-18,269.0163062024082
2021-08-19,266.4240438774319
2021-08-20,268.96710104157006
2021-08-23,269.12657597782777
2021-08-24,272.1972909762132
2021-08-25,274.2288939247763
2021-08-26,275.2282268471959
2021-08-27,277.78311693005054
2021-08-30,269.5118316726384
2021-08-31,268.7941192640732
2021-09-01,275.9908898542458
2021-09-02,278.8016464806084
2021-09-03,283.5403069556154
2021-09-06,286.1136738431714
2021-09-07,292.5361628049205
2021-09-08,290.4395128054882
2021-09-09,293.01071494287663
2021-09-10,284.25530206516913
2021-09-13,278.07642756576996
2021-09-14,265.7409927983569
2021-09-15,271.74338444074874
2021-09-16,272.7686314400418
2021-09-17,274.750113461057
2021-09-20,277.89947674502105
2021-09-21,266.66065643338885
2021-09-22,260.4032586658898
2021-09-23,268.5114369213856
2021-09-24,264.1465480487067
2021-09-27,268.5102278161429
2021-09-28,266.1193131290363
2021-09-29,257.2329638501155
2021-09-30,260.62413546155517
2021-10-01,268.23456957465334
2021-10-04,263.7431603922938
2021-10-05,258.9070820115994
2021-10-06,261.3668129344832
2021-10-07,266.0860163453789
2021-10-08,258.83169499024984
2021-10-11,247.57365468990116
2021-10-12,240.0314670353685
2021-10-13,235.64946277707946
2021-10-14,241.96178269687522
2021-10-15,241.42372832407167
2021-10-18,237.80087904218385
2021-10-19,239.08673266118453
2021-10-20,240.15082305127694
2021-10-21,233.99769512539743
2021-10-22,234.81171797378062
2021-10-25,235.40662068203213
2021-10-26,234.77747403035627
2021-10-27,246.49062122927705
2021-10-28,244.4328829552462
2021-10-29,247.36673245786827
2021-11-01,248.1288045208601
2021-11-02,249.31550091030547
2021-11-03,257.05027259452686
2021-11-04,257.4005768918923
2021-11-05,246.52794806365625
2021-11-08,246.96837898492208
2021-11-09,247.33032650250487
2021-11-10,249.09640937269813
2021-11-11,242.86235366300068
2021-11-12,251.7331325401162
2021-11-15,250.75624382322377
2021-11-16,253.42089757630714
2021-11-17,254.75773116310114
2021-11-18,249.39066948157156
2021-11-19,243.9098662838844
2021-11-22,245.4755326454661
2021-11-23,249.8687910269393
2021-11-24,253.18451044453536
2021-11-25,253.27214982206158
2021-11-26,262.8484297047625
2021-11-29,257.0009413974409
2021-11-30,268.5817016749769
2021-12-01,264.3157272632707
2021-12-02,265.9100003126838
2021-12-03,273.02191552212946
2021-12-06,276.63908488913864
2021-12-07,270.5359248373783
2021-12-08,263.2313588205287
2021-12-09,260.9045847973974
2021-12-10,253.76062044465652
2021-12-13,250.194810960552
2021-12-14,258.01842561793313
2021-12-15,260.43510721659425
2021-12-16,264.95564982922417
2021-12-17,262.3676257789899
2021-12-20,254.33058106119606
2021-12-21,245.95959217747034
2021-12-22,241.0751211378445
2021-12-23,240.0154800839429
2021-12-24,243.0108463851277
2021-12-27,241.91972572447247
2021-12-28,243.4051810418565
2021-12-29,247.3584607480925
2021-12-30,242.1104286110415
2021-12-31,239.8777181898029
2022-01-03,232.08313910541656
2022-01-04,232.53716996603617
2022-01-05,235.11905000530186
2022-01-06,224.51886041372535
2022-01-07,220.8942831765577
2022-01-10,221.48830666713232
2022-01-11,219.26618523903568
2022-01-12,221.00038940807286
2022-01-13,222.8146209624291
2022-01-14,217.45289654944276
2022-01-17,210.37939807161843
2022-01-18,209.67032613316792
2022-01-19,203.26839062516427
2022-01-20,204.88211368153063
2022-01-21,201.44444799334627
2022-01-24,205.82433939546348
2022-01-25,203.75554169395656
2022-01-26,200.75817794962975
2022-01-27,207.17220615501526
2022-01-28,205.34300288398708
2022-01-31,206.40061030986743
2022-02-01,204.9885278751489
2022-02-02,200.73150199697267
2022-02-03,199.5989224850544
2022-02-04,197.33663210973026
2022-02-07,195.22954590593758
2022-02-08,198.1446728871442
2022-02-09,194.20852866129476
2022-02-10,191.3956657442313
2022-02-11,182.4561592892065
2022-02-14,182.82761309081863
2022-02-15,187.1293398062378
2022-02-16,183.1415383806255
2022-02-17,182.32111421210075
2022-02-18,185.26318157599817
2022-02-21,187.54186492299155
2022-02-22,194.18963587304248
2022-02-23,188.963401493815
2022-02-24,194.1402492140667
2022-02-25,202.17210786752347
2022-02-28,203.72229514185977
2022-03-01,208.64335835556872
2022-03-02,198.1037025267208
2022-03-03,191.41227168229983
2022-03-04,190.31430467809778
2022-03-07,190.36501550228945
2022-03-08,189.55418691945115
2022-03-09,190.59956256149155
2022-03-10,189.11096891593985
2022-03-11,188.432076088598
2022-03-14,192.2998414109866
2022-03-15,190.17029827526446
2022-03-16,183.95194755104575
2022-03-17,181.6665950303753
2022-03-18,179.28293680948738
2022-03-21,177.27886297593983
2022-03-22,178.07565646191438
2022-03-23,184.50550101112032
2022-03-24,183.22280659398012
2022-03-25,188.5145841755984
2022-03-28,188.94409558559627
2022-03-29,187.05822718482915
2022-03-30,187.8904290028076
2022-03-31,184.88686603643453
2022-04-01,186.90217983977055
2022-04-04,190.5575153485561
2022-04-05,196.54251383627766
2022-04-06,194.52843222496773
2022-04-07,197.29956832227595
2022-04-08,198.56259387709912
2022-04-11,198.02854790537947
2022-04-12,191.17696924023966
2022-04-13,193.43176896188007
2022-04-14,187.09136144235978
2022-04-15,192.70603175320161
2022-04-18,189.84091529365338
2022-04-19,185.05513025605643
2022-04-20,185.1856498745125
2022-04-21,181.49674595531465
2022-04-22,176.41473038848636
2022-04-25,178.25337572249012
2022-04-26,174.50360144102854
2022-04-27,177.0946203746351
2022-04-28,178.1260795794481
2022-04-29,183.72974672957238
2022-05-02,183.9359695649019
2022-05-03,181.21526852551892
2022-05-04,178.20917554529356
2022-05-05,179.366404002158
2022-05-06,174.7360407064105
2022-05-09,173.26022712847538
2022-05-10,171.59262779515322
2022-05-11,167.83830523583416
2022-05-12,162.47478783064804
2022-05-13,160.79670500990227
2022-05-16,156.01494179686676
2022-05-17,158.65993376234914
2022-05-18,157.15153689258443
2022-05-19,159.6323475420779
2022-05-20,159.31330534959184
2022-05-23,160.38949889322345
2022-05-24,158.84489664690395
2022-05-25,156.3630646689854
2022-05-26,156.68419587049965
2022-05-27,157.40605141938283
2022-05-30,159.94600243608357
2022-05-31,160.04350582893892
2022-06-01,161.64321274936304
2022-06-02,157.43678576419046
2022-06-03,163.70954862835362
2022-06-06,165.01874603093097
2022-06-07,162.36339959742483
2022-06-08,162.74761548310533
2022-06-09,162.35025630282647
2022-06-10,164.38636818208943
2022-06-13,161.76999453851036
2022-06-14,163.420330818279
2022-06-15,164.2190943867336
2022-06-16,162.992765569247
2022-06-17,162.3747567157973
2022-06-20,159.72155475453226
2022-06-21,159.27819495822186
2022-06-22,161.61206534237496
2022-06-23,161.53976581139028
2022-06-24,158.6859476154147
2022-06-27,158.79182179933355
2022-06-28,159.16452688317614
2022-06-29,161.5227417165859
2022-06-30,163.91061480726145
2022-07-01,159.898006705365
2022-07-04,152.23431191624607
2022-07-05,156.94165242321756
2022-07-06,155.50679949804115
2022-07-07,148.29850397865596
2022-07-08,148.13616326190794
2022-07-11,147.82125249301063
2022-07-12,143.78748800864818
2022-07-13,143.61304240800354
2022-07-14,140.76178617067353
2022-07-15,137.83105880535703
2022-07-18,138.48441906654256
2022-07-19,136.64034553009373
2022-07-20,140.2526451461646
2022-07-21,137.89379091718303
2022-07-22,142.98342176116762
2022-07-25,142.86116086374872
2022-07-26,142.74684557780225
2022-07-27,140.98278686871174
2022-07-28,138.74326224947418
2022-07-29,133.13263837564782
2022-08-01,129.9832914711172
2022-08-02,132.04089064988798
2022-08-03,135.25239414297974
2022-08-04,137.66253828373317
2022-08-05,139.3948235114373
2022-08-08,139.55021002478676
2022-08-09,138.32464306327685
2022-08-10,141.1028383298735
2022-08-11,140.67995537280754
2022-08-12,135.8953511981454
2022-08-15,132.51340601061966
2022-08-16,132.06640157220426
2022-08-17,129.91636017335804
2022-08-18,132.95940162830982
2022-08-19,134.54527284030183
2022-08-22,133.2484620508464
2022-08-23,128.6029132467378
2022-08-24,127.78670689515599
2022-08-25,127.61978783117276
2022-08-26,129.74558214057066
2022-08-29,129.80245874046562
2022-08-30,130.59177465532161
2022-08-31,127.89404108143474
2022-09-01,129.06707584668948
2022-09-02,129.59673247376924
2022-09-05,129.6755078973449
2022-09-06,127.22578750324047
2022-09-07,127.83276469469106
2022-09-08,126.81505539190135
2022-09-09,126.73780063758858
2022-09-12,127.92310440942468
2022-09-13,125.95598551142372
2022-09-14,123.25066609070483
2022-09-15,121.6610139413906
2022-09-16,122.70725634423277
2022-09-19,127.50822767818198
2022-09-20,126.73586988130681
2022-09-21,126.2761754003973
2022-09-22,125.93164829169494
2022-09-23,122.4233456934167
2022-09-26,121.50726168551535
2022-09-27,122.39661135917473
2022-09-28,123.60734052690961
2022-09-29,129.0338721095475
2022-09-30,130.39378919781367
2022-10-03,133.96736855231066
2022-10-04,136.21479892932504
2022-10-05,138.3097084832674
2022-10-06,136.04640062091755
2022-10-07,137.02075896845753
2022-10-10,132.02984164918357
2022-10-11,128.7666735664985
2022-10-12,130.1025316087649
2022-10-13,133.72162243188401
2022-10-14,130.71591864905574
2022-10-17,131.1026627352582
2022-10-18,130.1314752273276
2022-10-19,129.93243772870636
2022-10-20,129.01952205706107
2022-10-21,127.94740396972868
2022-10-24,126.776916812293
2022-10-25,125.54200982896835
2022-10-26,124.51529156138794
2022-10-27,123.58527332213109
2022-10-28,121.92125614820571
2022-10-31,122.22216131901955
2022-11-01,122.7345256384089
2022-11-02,125.02405143748553
2022-11-03,126.75287714627319
2022-11-04,125.77943511134912
2022-11-07,129.12742734071247
2022-11-08,132.49719478454702
2022-11-09,133.3409464662338
2022-11-10,133.51473188336305
2022-11-11,128.81179722600746
2022-11-14,125.33891611555646
2022-11-15,122.90019637709686
2022-11-16,127.16745867274659
2022-11-17,126.82249700852353
2022-11-18,127.0062803494461
2022-11-21,132.8297947416365
2022-11-22,129.68993694017013
2022-11-23,127.37860079114466
2022-11-24,126.85182490691491
2022-11-25,125.22100762234064
2022-11-28,126.46946243576744
2022-11-29,127.51046221544411
2022-11-30,126.21342292163249
2022-12-01,129.40040466624126
2022-12-02,131.66204520728928
2022-12-05,129.23852242917064
2022-12-06,131.71554892310124
2022-12-07,134.7249938183243
2022-12-08,134.7706368424018
2022-12-09,133.57503482304227
2022-12-12,131.47449083556106
2022-12-13,133.0594929439518
2022-12-14,128.01846896755927
2022-12-15,128.35174623902918
2022-12-16,130.93783943148955
2022-12-19,131.46164529673297
2022-12-20,131.37485150247915
2022-12-21,136.99825311938466
2022-12-22,136.45905480409192
2022-12-23,138.3424377559562
2022-12-26,137.23596396313354
2022-12-27,140.03761533521515
2022-12-28,134.8792295912508
2022-12-29,129.66884470938504
2022-12-30,130.6856038663443
2023-01-02,129.13577176665947
2023-01-03,127.03345621315901
2023-01-04,127.8189992323876
2023-01-05,126.56875199956283
2023-01-06,129.38505569405615
2023-01-09,129.6216319146883
2023-01-10,129.87524132771966
2023-01-11,130.64167918133512
2023-01-12,129.40768356757408
2023-01-13,133.75704295211258
2023-01-16,135.09611067570552
2023-01-17,136.10428056040698
2023-01-18,131.5396307534778
2023-01-19,132.01083621517662
2023-01-20,128.27006402735026
2023-01-23,128.3817713342645
2023-01-24,130.07054067786703
2023-01-25,128.13228701394468
2023-01-26,129.72411454825243
2023-01-27,131.1322740078184
2023-01-30,134.15811161421885
2023-01-31,132.71108094154525
2023-02-01,135.0004272325999
2023-02-02,136.91450332008841
2023-02-03,143.89553479013824
2023-02-06,142.4840563937117
2023-02-07,144.0991132669492
2023-02-08,138.40391902697388
2023-02-09,132.90973952927934
2023-02-10,132.7541695716099
2023-02-13,129.83605370054815
2023-02-14,132.6900194429168
2023-02-15,132.16406656661013
2023-02-16,132.09774963059908
2023-02-17,129.9656879089018
2023-02-20,129.25695182581362
2023-02-21,129.22986263342165
2023-02-22,127.32391819099652
2023-02-23,131.22999747808825
2023-02-24,132.69429522499792
2023-02-27,132.30141905516479
2023-02-28,133.9705128729568
2023-03-01,134.15896015380272
2023-03-02,133.53232802366733
2023-03-03,135.21924962659972
2023-03-06,135.18951666209526
2023-03-07,137.42822242486247
2023-03-08,139.06195711962863
2023-03-09,138.50865284625357
2023-03-10,135.43801201224733
2023-03-13,133.99262685601522
2023-03-14,132.9719783633893
2023-03-15,133.594664060141
2023-03-16,138.67579506445875
2023-03-17,137.83063589131808
2023-03-20,134.31808471228945
2023-03-21,138.90018883881962
2023-03-22,133.74617112160797
2023-03-23,135.73406035429343
2023-03-24,136.0777397492089
2023-03-27,134.12139820690032
2023-03-28,132.72424189806532
2023-03-29,134.98029656129194
2023-03-30,137.33428518112686
2023-03-31,135.92254426216468
2023-04-03,132.45646516873626
2023-04-04,134.73585223112931
2023-04-05,138.26738895130447
2023-04-06,135.4729995117464
2023-04-07,138.60409119410102
2023-04-10,138.6022011604655
2023-04-11,137.294367783452
2023-04-12,140.80361215913118
2023-04-13,140.4205219781359
2023-04-14,142.53777443403837
2023-04-17,140.52653844684315
2023-04-18,144.01489306794087
2023-04-19,148.40977802173623
2023-04-20,152.04466839473702
2023-04-21,150.30792451905998
2023-04-24,150.5183407231739
2023-04-25,149.61173110322514
2023-04-26,151.9838442575351
2023-04-27,154.99015856123262
2023-04-28,151.51990555010826
2023-05-01,155.86261311723538
2023-05-02,155.97363473502554
2023-05-03,158.55645935847087
2023-05-04,157.0561583628887
2023-05-05,156.25430653515767
2023-05-08,152.4525995044555
2023-05-09,153.17110993262477
2023-05-10,153.62324554394357
2023-05-11,155.97726576093794
2023-05-12,155.94210036354596
2023-05-15,157.97051417331514
2023-05-16,162.16875152930024
2023-05-17,156.91651024906977
2023-05-18,156.44242654586407
2023-05-19,152.35392583079067
2023-05-22,152.86280845989748
2023-05-23,149.95034029274984
2023-05-24,145.75067467857698
2023-05-25,148.02982451773053
2023-05-26,150.53376285023162
2023-05-29,147.4832557787596
2023-05-30,148.77249158139946
2023-05-31,149.90444525094784
2023-06-01,146.27243221603607
2023-06-02,144.8494854800729
2023-06-05,146.30804699771676
2023-06-06,149.90903938057528
2023-06-07,149.78874985103823
2023-06-08,151.274592518356
2023-06-09,153.79505002726145
2023-06-12,153.31292925795614
2023-06-13,153.82971678643415
2023-06-14,154.435356937168
2023-06-15,157.23566565533315
2023-06-16,158.02465839581203
2023-06-19,161.38537170349264
2023-06-20,158.8438656347899
2023-06-21,159.6322531170776
2023-06-22,159.0666667966551
2023-06-23,160.6702434765383
2023-06-26,164.7075417296086
2023-06-27,168.47766050024367
2023-06-28,168.91011149821804
2023-06-29,173.37959669195268
2023-06-30,178.85154991847372
2023-07-03,179.7985826813337
2023-07-04,178.76668555582245
2023-07-05,173.90920249050396
2023-07-06,171.7802089191076
2023-07-07,166.09786719949227
2023-07-10,166.1202904686435
2023-07-11,164.6439110078237
2023-07-12,165.1987985044808
2023-07-13,175.8635894747191
2023-07-14,175.60668285563102
2023-07-17,171.9812942142088
2023-07-18,175.55977148610506
2023-07-19,178.06460786068033
2023-07-20,178.47578341645115
2023-07-21,184.21969393364637
2023-07-24,184.06384164939237
2023-07-25,183.92793875138895
2023-07-26,186.58218093409258
2023-07-27,178.76443308935197
2023-07-28,175.56376053366515
2023-07-31,170.64295342031696
