Date,CMI
2020-09-30,273.1201515974665
2020-10-01,262.67830064376733
2020-10-02,265.5634932664771
2020-10-05,262.34056262167434
2020-10-06,256.24255222820506
2020-10-07,246.1929559811628
2020-10-08,247.38431587872623
2020-10-09,260.81211505265907
2020-10-12,259.57452592559105
2020-10-13,253.33993263856743
2020-10-14,256.7918479412196
2020-10-15,261.8550285470858
2020-10-16,264.9192812677093
2020-10-19,263.5623941338372
2020-10-20,265.2350483388648
2020-10-21,262.76647759826386
2020-10-22,267.4448714428798
2020-10-23,272.66718248669343
2020-10-26,269.56205380795546
2020-10-27,266.4141314103642
2020-10-28,266.614544999595
2020-10-29,274.9295337333218
2020-10-30,284.8966537829172
2020-11-02,294.11133085567565
2020-11-03,285.29677857944887
2020-11-04,296.2696874742326
2020-11-05,300.4936852543225
2020-11-06,298.1083445390819
2020-11-09,291.2032632824529
2020-11-10,291.638317458545
2020-11-11,296.8212157546986
2020-11-12,296.2015880351445
2020-11-13,291.4313018771107
2020-11-16,282.5680809121814
2020-11-17,276.0912975209492
2020-11-18,275.9513793283102
2020-11-19,284.87710000603784
2020-11-20,274.1381597567506
2020-11-23,274.5894034941549
2020-11-24,275.32735502382786
2020-11-25,280.0789248902028
2020-11-26,278.2870171737632
2020-11-27,286.3454282468463
2020-11-30,286.5736104364494
2020-12-01,282.95870158985326
2020-12-02,286.864674117797
2020-12-03,286.12990083155495
2020-12-04,289.0586745703487
2020-12-07,297.9219204321445
2020-12-08,286.2661712876555
2020-12-09,286.91115992400415
2020-12-10,278.09846171736956
2020-12-11,279.6450034457798
2020-12-14,267.5827669337742
2020-12-15,275.770739940952
2020-12-16,275.72716705175077
2020-12-17,278.8482931011359
2020-12-18,275.4768051751142
2020-12-21,268.3856816288815
2020-12-22,265.4260153902277
2020-12-23,268.54546615621615
2020-12-24,270.55910791695624
2020-12-25,260.25430959786604
2020-12-28,262.7835997478137
2020-12-29,270.7800738680054
2020-12-30,283.64195195628
2020-12-31,289.820789245428
2021-01-01,286.93475605224427
2021-01-04,278.546529476898
2021-01-05,271.93862360102975
2021-01-06,276.54580300813586
2021-01-07,279.59814922876905
2021-01-08,269.73097121969556
2021-01-11,268.37214683329205
2021-01-12,269.8554575586074
2021-01-13,267.17292786857007
2021-01-14,269.0188203537762
2021-01-15,268.74033846551526
2021-01-18,262.97751357356486
2021-01-19,258.11061239516096
2021-01-20,249.6794838454694
2021-01-21,250.49520960748958
2021-01-22,244.71803806045432
2021-01-25,238.94450871683347
2021-01-26,236.70275508058978
2021-01-27,241.0219008389429
2021-01-28,247.41285365268607
2021-01-29,240.87817335841595
2021-02-01,246.40657826587497
2021-02-02,245.04867629691077
2021-02-03,240.81808615949922
2021-02-04,252.521314601818
2021-02-05,239.30454536474113
2021-02-08,237.45330847381166
2021-02-09,232.1086311647171
2021-02-10,234.82872070103448
2021-02-11,232.70322582840524
2021-02-12,230.89911467493417
2021-02-15,217.2242365946295
2021-02-16,222.7680490931396
2021-02-17,222.29530801073426
2021-02-18,224.47818803405028
2021-02-19,228.35612198770923
2021-02-22,225.5575432315163
2021-02-23,223.7253256047388
2021-02-24,224.4041550303197
2021-02-25,226.15557699453413
2021-02-26,223.81938936140804
2021-03-01,215.15052681329627
2021-03-02,218.11637484628494
2021-03-03,218.82177530170307
2021-03-04,223.85713949298454
2021-03-05,217.45786462575742
2021-03-08,212.24337158602384
2021-03-09,216.7848656264378
2021-03-10,218.3123416440027
2021-03-11,211.79503616770418
2021-03-12,213.49635948053003
2021-03-15,217.15159226613684
2021-03-16,209.893742741794
2021-03-17,208.73389481097524
2021-03-18,216.1944406254836
2021-03-19,222.89380777312192
2021-03-22,230.63505921265377
2021-03-23,241.18714169964804
2021-03-24,248.54925542765486
2021-03-25,253.75211184084517
2021-03-26,255.35614049751294
2021-03-29,264.46870546999713
2021-03-30,258.6568142250022
2021-03-31,261.8273096422469
2021-04-01,255.60446449268437
2021-04-02,269.5627854065372
2021-04-05,274.559151231142
2021-04-06,264.94712845356366
2021-04-07,258.6094762243813
2021-04-08,256.68249293182254
2021-04-09,269.2051990575018
2021-04-12,271.65478406760406
2021-04-13,270.2709138737439
2021-04-14,269.03478644846086
2021-04-15,269.7702159372397
2021-04-16,268.9227005086225
2021-04-19,267.9968860730796
2021-04-20,283.9963502517253
2021-04-21,283.1804131128028
2021-04-22,273.3191832388133
2021-04-23,278.00732539350594
2021-04-26,269.8551714318641
2021-04-27,270.6725960380623
2021-04-28,277.8188213501287
2021-04-29,278.0168481094641
2021-04-30,285.1164131621222
2021-05-03,276.13913601088836
2021-05-04,278.50670281146756
2021-05-05,283.6392852764134
2021-05-06,267.2519132216705
2021-05-07,261.1842258173137
2021-05-10,253.811115770383
2021-05-11,254.07612705361208
2021-05-12,246.53943416823233
2021-05-13,243.2832273508657
2021-05-14,241.1442715411786
2021-05-17,233.52436821163883
2021-05-18,229.3398741979381
2021-05-19,234.36774002558192
2021-05-20,230.01765738745306
2021-05-21,226.57629945145314
2021-05-24,227.10839242612704
2021-05-25,231.85756827595253
2021-05-26,235.54862980852366
2021-05-27,240.9539022085113
2021-05-28,234.81968339661609
2021-05-31,240.67320152143304
2021-06-01,239.0618307792381
2021-06-02,237.125159053239
2021-06-03,240.5856993596957
2021-06-04,240.3252132233815
2021-06-07,234.6317886745534
2021-06-08,226.09345925316526
2021-06-09,233.69111749412264
2021-06-10,233.09976859010436
2021-06-11,245.6381229705332
2021-06-14,249.68097177507633
2021-06-15,245.21102493069375
2021-06-16,254.80352912337733
2021-06-17,252.4369555247441
2021-06-18,249.5735867662044
2021-06-21,252.95992603680608
2021-06-22,253.86064387985016
2021-06-23,260.8219636984712
2021-06-24,273.25951686883934
2021-06-25,271.97571694089675
2021-06-28,269.04832126234004
2021-06-29,267.6870262438543
2021-06-30,273.9068379775805
2021-07-01,279.1409594779988
2021-07-02,276.04344303868874
2021-07-05,278.7505486244662
2021-07-06,276.83617881878814
2021-07-07,281.01533756949743
2021-07-08,288.5427261634146
2021-07-09,283.54320156818136
2021-07-12,284.19679202037867
2021-07-13,294.01845704710877
2021-07-14,290.03739479233116
2021-07-15,290.87791649200375
2021-07-16,297.7168332340211
2021-07-19,303.28566954660937
2021-07-20,301.68028392353483
2021-07-21,294.4549962315034
2021-07-22,294.26710167671905
2021-07-23,297.49389335348945
2021-07-26,292.60404128506184
2021-07-27,299.69817586319164
2021-07-28,298.70682199378126
2021-07-29,294.4707705504645
2021-07-30,312.1794864784584
2021-08-02,310.7759282271238
2021-08-03,315.3149689678837
2021-08-04,315.5697544392073
2021-08-05,318.2162425066893
2021-08-06,314.6594492096767
2021-08-09,318.81962890321336
2021-08-10,306.9929130636353
2021-08-11,301.4009409502771
2021-08-12,300.65552231351575
2021-08-13,300.6940731499639
2021-08-16,300.57569533441875
2021-08-17,307.7551089346576
2021-08-18,312.9124062962843
2021-08-19,300.4074448470998
2021-08-20,309.3098285540329
2021-08-23,310.2290292918349
2021-08-24,310.18332129793635
2021-08-25,323.3894260882671
2021-08-26,319.91581506529025
2021-08-27,317.55924830058757
2021-08-30,303.73036398217556
2021-08-31,296.1926502440039
2021-09-01,298.54987294531975
2021-09-02,284.4741614558666
2021-09-03,285.498920254207
2021-09-06,287.5576165242949
2021-09-07,295.22762981697304
2021-09-08,297.75786635167975
2021-09-09,301.03515890653773
2021-09-10,302.019188552215
2021-09-13,294.739044362237
2021-09-14,295.8273804980512
2021-09-15,294.3503253917862
2021-09-16,296.789353865281
2021-09-17,307.31108928550555
2021-09-20,309.37373242497364
2021-09-21,308.80400898641693
2021-09-22,325.2566572466743
2021-09-23,322.0456972619763
2021-09-24,320.1719883855634
2021-09-27,317.7567055888943
2021-09-28,318.7585904413636
2021-09-29,317.1483534961585
2021-09-30,325.77484991208985
2021-10-01,312.14161846386446
2021-10-04,303.06898759353476
2021-10-05,310.4345959789081
2021-10-06,301.74403203734386
2021-10-07,297.7102603522655
2021-10-08,288.7938208149189
2021-10-11,284.2269368793019
2021-10-12,281.7565502039552
2021-10-13,275.1407199152744
2021-10-14,273.15131476871477
2021-10-15,272.24035433341106
2021-10-18,262.6141692459001
2021-10-19,260.31701942760617
2021-10-20,251.30084219426192
2021-10-21,240.41498409790358
2021-10-22,246.83051082783348
2021-10-25,239.9473390998931
2021-10-26,230.74811892221098
2021-10-27,220.50050687043506
2021-10-28,226.25142610270413
2021-10-29,222.0729330166635
2021-11-01,228.97842998758594
2021-11-02,236.06826586021825
2021-11-03,232.61483828653905
2021-11-04,232.26933650554298
2021-11-05,230.6859233008968
2021-11-08,226.250155635824
2021-11-09,232.52418352456047
2021-11-10,229.43853891305653
2021-11-11,236.89613046548408
2021-11-12,238.7837518423483
2021-11-15,239.33933181365694
2021-11-16,236.38580934303963
2021-11-17,232.73678854774985
2021-11-18,234.57374303906872
2021-11-19,228.80095603717584
2021-11-22,230.0771111220165
2021-11-23,233.93248583896644
2021-11-24,233.83780973468546
2021-11-25,244.08642303718253
2021-11-26,239.13808692074244
2021-11-29,242.02770038276037
2021-11-30,230.44860094485793
2021-12-01,232.08879609376933
2021-12-02,228.23489172533206
2021-12-03,222.55299962746483
2021-12-06,225.5501490687567
2021-12-07,224.70581029199005
2021-12-08,229.52872555081365
2021-12-09,234.72748503554283
2021-12-10,239.15728103873823
2021-12-13,245.437178557077
2021-12-14,249.1941925063941
2021-12-15,252.09651432019422
2021-12-16,255.93638034020637
2021-12-17,247.6811905697957
2021-12-20,244.31492636645524
2021-12-21,250.76192501266053
2021-12-22,249.9684908447931
2021-12-23,251.74329986789243
2021-12-24,257.56096491601494
2021-12-27,262.39894674262104
2021-12-28,257.7792641276775
2021-12-29,249.71423865753314
2021-12-30,245.48332154418847
2021-12-31,256.38045071378383
2022-01-03,251.46922390942382
2022-01-04,258.54670546847603
2022-01-05,254.23800152639748
2022-01-06,261.98446740590515
2022-01-07,263.03244494646026
2022-01-10,264.9602659234867
2022-01-11,252.25902561108208
2022-01-12,246.8182010519364
2022-01-13,249.55349767567085
2022-01-14,255.06382826170656
2022-01-17,255.4538754673
2022-01-18,251.53872623651498
2022-01-19,256.4778453266622
2022-01-20,248.52400442009105
2022-01-21,251.00670987253602
2022-01-24,254.9871708334594
2022-01-25,259.2278551068394
2022-01-26,250.08355534345102
2022-01-27,237.37471806525946
2022-01-28,242.70831208940177
2022-01-31,239.60085830734585
2022-02-01,238.513771363886
2022-02-02,238.05919069285204
2022-02-03,240.40213143028538
2022-02-04,242.71910869447507
2022-02-07,247.29306502684742
2022-02-08,251.13592984970276
2022-02-09,248.45486638972523
2022-02-10,247.16212757187333
2022-02-11,253.65357444996368
2022-02-14,248.7365112257552
2022-02-15,244.437713441119
2022-02-16,249.28007093424267
2022-02-17,248.44541355790045
2022-02-18,244.87715134556547
2022-02-21,234.98170240250735
2022-02-22,223.90603324591717
2022-02-23,224.78915627792432
2022-02-24,219.64225215083368
2022-02-25,220.9805738462656
2022-02-28,215.3979768297116
2022-03-01,217.52996533113352
2022-03-02,215.1934110104964
2022-03-03,219.56259084147092
2022-03-04,224.4378568789323
2022-03-07,224.6229778064036
2022-03-08,226.46778354894812
2022-03-09,232.77742030531758
2022-03-10,228.65324143056355
2022-03-11,231.46435812150943
2022-03-14,234.8091862052085
2022-03-15,218.08849960792352
2022-03-16,218.74778022806197
2022-03-17,219.77662273743846
2022-03-18,214.8704452077867
2022-03-21,213.41700534856565
2022-03-22,214.1594815980264
2022-03-23,215.88275184560933
2022-03-24,222.9213206767045
2022-03-25,219.4392017262052
2022-03-28,213.38209787388038
2022-03-29,222.943895515105
2022-03-30,220.22944688004188
2022-03-31,227.57158371946613
2022-04-01,229.7518837168436
2022-04-04,235.81990032346351
2022-04-05,234.0434911030318
2022-04-06,237.9773373287202
2022-04-07,240.27633560161618
2022-04-08,239.60909971486393
2022-04-11,233.0272014078024
2022-04-12,236.03064320088583
2022-04-13,235.5429926445512
2022-04-14,235.66699579693756
2022-04-15,235.18421918608067
2022-04-18,235.1380414020625
2022-04-19,228.76630624823537
2022-04-20,236.5171626064553
2022-04-21,240.04657190738658
2022-04-22,244.3249211513817
2022-04-25,251.23719360326896
2022-04-26,258.42936081119495
2022-04-27,257.484044716322
2022-04-28,254.99558626519791
2022-04-29,260.1030713547962
2022-05-02,247.1630686652063
2022-05-03,247.1621554613501
2022-05-04,245.85374919042425
2022-05-05,235.28875061954324
2022-05-06,237.9808766798934
2022-05-09,235.66808433022365
2022-05-10,236.78712087605743
2022-05-11,234.81145217332428
2022-05-12,238.43433413009714
2022-05-13,242.16757986857843
2022-05-16,237.4016740050556
2022-05-17,239.59282448887876
2022-05-18,244.88229466277684
2022-05-19,244.72588950369106
2022-05-20,241.54731076170367
2022-05-23,240.0718093680827
2022-05-24,239.45087166226182
2022-05-25,254.82303812640575
2022-05-26,259.7067756178873
2022-05-27,253.627518188497
2022-05-30,256.14025231652977
2022-05-31,255.46502135724242
2022-06-01,247.62261703069092
2022-06-02,254.4133468831693
2022-06-03,267.6344005434517
2022-06-06,269.50985878966907
2022-06-07,273.54766755696687
2022-06-08,276.2553311033168
2022-06-09,270.6023207576012
2022-06-10,272.78129669905593
2022-06-13,270.83518203751896
2022-06-14,276.41468953218356
2022-06-15,265.66690184209006
2022-06-16,265.82106280115715
2022-06-17,262.8798371323563
2022-06-20,276.0239138326316
2022-06-21,275.22531186284306
2022-06-22,278.3678636212918
2022-06-23,292.23665394318044
2022-06-24,285.98499210532236
2022-06-27,292.3976385727901
2022-06-28,284.1548869034095
2022-06-29,288.252752817482
2022-06-30,297.6063297507906
2022-07-01,294.89814265242535
2022-07-04,309.50551520067927
2022-07-05,316.0412138388593
2022-07-06,310.95853306934777
2022-07-07,301.0832230308822
2022-07-08,294.6436661455849
2022-07-11,296.1079376588945
2022-07-12,289.6383938498128
2022-07-13,285.6526429368283
2022-07-14,278.4230111917242
2022-07-15,279.4184138361119
2022-07-18,280.0668773605199
2022-07-19,285.72288275156507
2022-07-20,287.3799362114098
2022-07-21,285.96748410448123
2022-07-22,290.41211312489503
2022-07-25,288.8161458472531
2022-07-26,288.6607425746446
2022-07-27,284.8827599323131
2022-07-28,292.2242134242664
2022-07-29,291.5239170944627
2022-08-01,301.0782242070901
2022-08-02,300.5378321006515
2022-08-03,292.98000789810436
2022-08-04,289.55134306203706
2022-08-05,279.9110836396677
2022-08-08,281.8805922351934
2022-08-09,282.1759443735425
2022-08-10,284.47346667446294
2022-08-11,287.6127821133813
2022-08-12,272.55505734127075
2022-08-15,273.48380768480973
2022-08-16,265.753440889546
2022-08-17,273.4711467691334
2022-08-18,271.95922033789304
2022-08-19,269.4210001772857
2022-08-22,266.67810746676633
2022-08-23,264.59491249356574
2022-08-24,264.4943804725021
2022-08-25,259.5571096884256
2022-08-26,268.67703871852433
2022-08-29,266.7500522159625
2022-08-30,266.1113951389715
2022-08-31,268.10987123191285
2022-09-01,272.9177622500956
2022-09-02,279.30824974339595
2022-09-05,289.30316797944454
2022-09-06,296.82760498566256
2022-09-07,286.89043005048535
2022-09-08,288.3326349897632
2022-09-09,289.1697645558043
2022-09-12,288.3457811685366
2022-09-13,272.0690943423463
2022-09-14,279.9344365631206
2022-09-15,275.95234380702334
2022-09-16,268.4310287323458
2022-09-19,268.3669390570012
2022-09-20,270.6527426139245
2022-09-21,263.4419783279106
2022-09-22,250.3830184607441
2022-09-23,253.86326204441858
2022-09-26,255.37700247248543
2022-09-27,259.3964813794886
2022-09-28,265.7384789755424
2022-09-29,259.1231398895258
2022-09-30,253.90947927890863
2022-10-03,251.84096822187283
2022-10-04,258.1552656517572
2022-10-05,259.94061277866314
2022-10-06,266.865607656721
2022-10-07,273.74631754704996
2022-10-10,263.13695366398616
2022-10-11,270.3277746959792
2022-10-12,273.1300655943817
2022-10-13,273.76490863136235
2022-10-14,269.77681840681345
2022-10-17,268.7900106624993
2022-10-18,269.2475592311938
2022-10-19,278.3713338255445
2022-10-20,273.36566862638097
2022-10-21,280.97748648886414
2022-10-24,273.35254852354956
2022-10-25,267.3205665614423
2022-10-26,273.42533551839705
2022-10-27,276.36243936804834
2022-10-28,273.5051301285682
2022-10-31,284.6616670712018
2022-11-01,277.7827776969632
2022-11-02,278.08911544629797
2022-11-03,275.34841647929017
2022-11-04,280.6852804322879
2022-11-07,275.1218528712563
2022-11-08,268.4831028374106
2022-11-09,258.0631698468468
2022-11-10,264.54103511714214
2022-11-11,267.0581084660593
2022-11-14,279.98845574021846
2022-11-15,268.3336795221896
2022-11-16,259.4346430348298
2022-11-17,261.9291464259181
2022-11-18,253.31935102819412
2022-11-21,252.1574361535081
2022-11-22,256.17128766841853
2022-11-23,246.99904264084424
2022-11-24,246.54396231815045
2022-11-25,248.66422800191532
2022-11-28,244.3597874469201
2022-11-29,244.95009106292545
2022-11-30,248.58971756282844
2022-12-01,242.84178621652558
2022-12-02,246.3596661849627
2022-12-05,243.4357469843563
2022-12-06,230.92657352646495
2022-12-07,237.35225849170345
2022-12-08,225.949864892406
2022-12-09,221.59292333997726
2022-12-12,218.44323085441061
2022-12-13,216.3129898050196
2022-12-14,217.4634108891148
2022-12-15,219.8643471446166
2022-12-16,223.44009482812078
2022-12-19,224.96306622346168
2022-12-20,219.96937536966033
2022-12-21,215.96022315860745
2022-12-22,220.10417918898844
2022-12-23,222.67401170773272
2022-12-26,218.94332332822114
2022-12-27,219.72355780880935
2022-12-28,226.37395189049528
2022-12-29,236.64131975521244
2022-12-30,247.7714999511017
2023-01-02,255.31204686250598
2023-01-03,262.8116492351998
2023-01-04,260.36563004213366
2023-01-05,272.27495312586075
2023-01-06,275.1761088262578
2023-01-09,274.0642506681042
2023-01-10,284.3766591260527
2023-01-11,291.8005421489374
2023-01-12,301.3037069095158
2023-01-13,304.8859615150729
2023-01-16,297.57214698236123
2023-01-17,286.18575160915805
2023-01-18,283.8312642098018
2023-01-19,280.1419306978547
2023-01-20,273.55001071242503
2023-01-23,289.41036963300667
2023-01-24,286.75794536495806
2023-01-25,293.3015253196683
2023-01-26,297.10255543940065
2023-01-27,287.6154189619566
2023-01-30,281.68904396783705
2023-01-31,284.6518938914332
2023-02-01,290.82167647671
2023-02-02,287.54079574575525
2023-02-03,296.58624947306157
2023-02-06,305.8071551480736
2023-02-07,309.0884651635296
2023-02-08,300.9698203172572
2023-02-09,308.30076924623023
2023-02-10,299.4855412048847
2023-02-13,303.2012535778273
2023-02-14,299.54016395609415
2023-02-15,304.25070582354994
2023-02-16,300.7975700218236
2023-02-17,285.78108690334034
2023-02-20,295.9732552639391
2023-02-21,293.85688543376796
2023-02-22,306.3746934136849
2023-02-23,303.7643487522772
2023-02-24,310.3497326913983
2023-02-27,318.6048666843112
2023-02-28,311.3953331340774
2023-03-01,301.33427463512146
2023-03-02,307.6867295252107
2023-03-03,310.31850314572284
2023-03-06,310.94471109804346
2023-03-07,315.5188887407887
2023-03-08,319.3630820615763
2023-03-09,330.1010406693863
2023-03-10,323.63009404495654
2023-03-13,324.89057073008934
2023-03-14,337.17088007937116
2023-03-15,331.6289583758397
2023-03-16,332.0311200028544
2023-03-17,326.80699040366125
2023-03-20,327.71850600686855
2023-03-21,319.77144419865647
2023-03-22,317.37748757604373
2023-03-23,324.67529989419364
2023-03-24,318.16087656267104
2023-03-27,311.82333077449414
2023-03-28,306.3410615726033
2023-03-29,314.2804375739623
2023-03-30,305.0810163175691
2023-03-31,315.82300648575097
2023-04-03,310.2696336720261
2023-04-04,308.15380569189256
2023-04-05,310.36732041039267
2023-04-06,316.2206701085538
2023-04-07,316.5670883241035
2023-04-10,327.5864246020049
2023-04-11,328.3679694056585
2023-04-12,329.71458511951147
2023-04-13,313.6719441605056
2023-04-14,312.2933355566101
2023-04-17,324.298831349784
2023-04-18,323.00215373394485
2023-04-19,318.12455032691264
2023-04-20,322.63995768044515
2023-04-21,308.36874730251174
2023-04-24,317.27154767862163
2023-04-25,318.114124206715
2023-04-26,321.9146973027182
2023-04-27,316.5629634895826
2023-04-28,321.2312096105209
2023-05-01,324.8744050870864
2023-05-02,335.1161152262584
2023-05-03,331.91652013144807
2023-05-04,326.1105511375998
2023-05-05,329.6722311772363
2023-05-08,335.85714263644496
2023-05-09,340.34933269175804
2023-05-10,342.0447053160071
2023-05-11,333.10094323728157
2023-05-12,335.07910265343503
2023-05-15,338.12809866325733
2023-05-16,333.2552975925969
2023-05-17,326.45988068787705
2023-05-18,327.2820790964505
2023-05-19,322.01536438637174
2023-05-22,326.4203231766665
2023-05-23,332.400760860527
2023-05-24,356.3308606816159
2023-05-25,356.1928474064208
2023-05-26,351.7667037873782
2023-05-29,345.4361917733714
2023-05-30,338.6347425561416
2023-05-31,336.4726363420749
2023-06-01,340.8857461048026
2023-06-02,328.78382836187643
2023-06-05,315.27646336277644
2023-06-06,313.0895697804454
2023-06-07,318.95905921849794
2023-06-08,325.5214003649618
2023-06-09,328.0781138154355
2023-06-12,331.45023581619853
2023-06-13,322.9178212684375
2023-06-14,337.3543002123374
2023-06-15,338.063857855875
2023-06-16,328.6789262167698
2023-06-19,325.9352616752289
2023-06-20,329.71844881453654
2023-06-21,332.745230189885
2023-06-22,331.4113383430382
2023-06-23,321.0001870705658
2023-06-26,306.9308888648
2023-06-27,304.6389205144819
2023-06-28,318.70489908720873
2023-06-29,323.93482599120637
2023-06-30,326.6441747711388
2023-07-03,332.93816967478455
2023-07-04,341.1729780409944
2023-07-05,331.4303426146662
2023-07-06,325.3463582907399
2023-07-07,319.0330598688698
2023-07-10,314.2431943844544
2023-07-11,308.51429825475003
2023-07-12,314.13397518115136
2023-07-13,319.1309840558399
2023-07-14,331.13067591702674
2023-07-17,357.5418091996553
2023-07-18,352.3485096923143
2023-07-19,355.45761169548615
2023-07-20,356.9168583394565
2023-07-21,359.19209375909634
2023-07-24,365.65039286284025
2023-07-25,351.94995758979854
2023-07-26,355.7184138032204
2023-07-27,347.0862847822199
2023-07-28,338.10051974081495
2023-07-31,343.67190347425606
2023-08-01,354.7900183743309
