Date,UNP
2020-05-01,267.9986164179891
2020-05-04,265.9048363950145
2020-05-05,265.6856411978797
2020-05-06,265.8340686107833
2020-05-07,261.6175653784567
2020-05-08,262.14400981626255
2020-05-11,264.0968287940962
2020-05-12,268.2478346674666
2020-05-13,270.084015060348
2020-05-14,271.2196715950085
2020-05-15,268.7152169118055
2020-05-18,271.56269816558233
2020-05-19,275.78204859018086
2020-05-20,268.80467046263624
2020-05-21,272.47192147172586
2020-05-22,276.503419020316
2020-05-25,275.93322027039727
2020-05-26,279.9005658116083
2020-05-27,282.96191590176386
2020-05-28,282.062610988034
2020-05-29,279.21158947662116
2020-06-01,279.2790084422653
2020-06-02,283.2017821354511
2020-06-03,279.60454058730073
2020-06-04,278.5533900503405
2020-06-05,281.7713481791128
2020-06-08,278.45574349174456
2020-06-09,282.5970729804965
2020-06-10,277.9347644722256
2020-06-11,277.896720500136
2020-06-12,273.7499878118424
2020-06-15,275.1308469081902
2020-06-16,282.1543117759952
2020-06-17,278.6990916839057
2020-06-18,281.67317927739106
2020-06-19,288.87472179695055
2020-06-22,289.2334751575845
2020-06-23,285.76631891940684
2020-06-24,287.5281604019009
2020-06-25,292.48628173347174
2020-06-26,288.27148535998924
2020-06-29,284.8359971281334
2020-06-30,286.80465345569394
2020-07-01,288.2015320647706
2020-07-02,286.35602026978114
2020-07-03,288.25806555454386
2020-07-06,283.97311498867407
2020-07-07,282.8914711135518
2020-07-08,281.0196055142046
2020-07-09,279.78613763661747
2020-07-10,284.8383051770247
2020-07-13,285.8054686773791
2020-07-14,284.18774386164284
2020-07-15,281.6067589831638
2020-07-16,283.05518417071056
2020-07-17,282.2596701780455
2020-07-20,286.28966281701804
2020-07-21,286.5413828911151
2020-07-22,286.6705825825331
2020-07-23,288.4708198977649
2020-07-24,291.36709968301886
2020-07-27,293.5049153281261
2020-07-28,291.33408140021385
2020-07-29,291.0765992336531
2020-07-30,291.97080796192495
2020-07-31,292.29378215359236
2020-08-03,284.03539485880873
2020-08-04,279.38296291385814
2020-08-05,280.12380419053744
2020-08-06,282.5931598731285
2020-08-07,290.20909904880205
2020-08-10,295.801653562479
2020-08-11,294.78894299681417
2020-08-12,294.5676280498294
2020-08-13,294.56598775586997
2020-08-14,293.9220966925909
2020-08-17,289.19582589912943
2020-08-18,290.1735000577641
2020-08-19,289.59662847600936
2020-08-20,286.23902060337895
2020-08-21,285.8053064770537
2020-08-24,289.9486200138762
2020-08-25,285.1121204563004
2020-08-26,280.71542505094374
2020-08-27,278.54360985603194
2020-08-28,279.2816328369845
2020-08-31,280.00920742667813
2020-09-01,279.4965034465581
2020-09-02,279.95060271852367
2020-09-03,272.08352859071954
2020-09-04,278.42850200623377
2020-09-07,280.77957389880993
2020-09-08,279.91048958749866
2020-09-09,281.7134249976231
2020-09-10,280.235965020456
2020-09-11,280.3084882804229
2020-09-14,282.2825547965891
2020-09-15,279.8619656359522
2020-09-16,276.486422774146
2020-09-17,273.38187362633266
2020-09-18,274.5186513619482
2020-09-21,284.86633246637524
2020-09-22,285.07135601631506
2020-09-23,285.3580413827649
2020-09-24,292.1897206567238
2020-09-25,293.4571817180223
2020-09-28,295.5611064926603
2020-09-29,290.8924910042092
2020-09-30,295.3549176942523
2020-10-01,287.3972572634884
2020-10-02,283.6495796971947
2020-10-05,288.42987635308015
2020-10-06,289.6480035999518
2020-10-07,291.2817406458209
2020-10-08,288.45773239131125
2020-10-09,288.56204908398433
2020-10-12,294.7917034032987
2020-10-13,296.7262476868249
2020-10-14,305.9561320907096
2020-10-15,303.61644319223035
2020-10-16,305.5086470670365
2020-10-19,298.8565315547654
2020-10-20,298.1522163111333
2020-10-21,294.5580114096084
2020-10-22,291.05376948194305
2020-10-23,290.3471664439419
2020-10-26,290.7756270236024
2020-10-27,289.8814472497378
2020-10-28,296.24115933811566
2020-10-29,296.3025747966929
2020-10-30,300.05952039355
2020-11-02,298.8220092654282
2020-11-03,294.8270808873587
2020-11-04,286.5630799910609
2020-11-05,287.58504650294526
2020-11-06,286.89666484800057
2020-11-09,293.3636475156349
2020-11-10,293.36660337613165
2020-11-11,296.71465642949886
2020-11-12,295.7728787954224
2020-11-13,294.856788712521
2020-11-16,289.6370806754504
2020-11-17,297.8957085943289
2020-11-18,304.2360182929218
2020-11-19,308.3131779941565
2020-11-20,306.4531300232739
2020-11-23,302.90863920007405
2020-11-24,297.58169893633396
2020-11-25,297.6654779689884
2020-11-26,299.54764052848486
2020-11-27,302.600516238411
2020-11-30,301.6139438237321
2020-12-01,306.1815941640963
2020-12-02,302.6696373614882
2020-12-03,302.5325239223779
2020-12-04,300.1218547669821
2020-12-07,296.5027528335203
2020-12-08,292.1617530429982
2020-12-09,288.8859741190134
2020-12-10,289.4303637479744
2020-12-11,288.8412289427088
2020-12-14,282.5536340652929
2020-12-15,285.47490928412185
2020-12-16,286.69808415616166
2020-12-17,285.9030139234408
2020-12-18,284.9301767950515
2020-12-21,289.9430459841478
2020-12-22,289.39977871586586
2020-12-23,288.46570106059295
2020-12-24,294.2120132682402
2020-12-25,296.6473775230628
2020-12-28,290.2672888442305
2020-12-29,289.14554556290136
2020-12-30,290.9566124100353
2020-12-31,288.3474842767514
2021-01-01,290.05729405146667
2021-01-04,288.5634203008902
2021-01-05,292.5736482964208
2021-01-06,294.4655768226028
2021-01-07,292.3955311726125
2021-01-08,296.10621980663177
2021-01-11,293.90692959213123
2021-01-12,295.09453539850864
2021-01-13,295.55994192412527
2021-01-14,288.998133995142
2021-01-15,292.0389054373568
2021-01-18,292.7140148699933
2021-01-19,290.79603305058663
2021-01-20,291.10902110805085
2021-01-21,291.18522790239865
2021-01-22,292.30030077385544
2021-01-25,292.7568428961421
2021-01-26,295.16173953572815
2021-01-27,297.3148496057302
2021-01-28,297.08621403031685
2021-01-29,302.50642701396555
2021-02-01,300.04646729726153
2021-02-02,302.824965241071
2021-02-03,301.51349508227315
2021-02-04,302.4688964260784
2021-02-05,301.247456745035
2021-02-08,293.11509642197524
2021-02-09,299.17256643432825
2021-02-10,296.2188111940305
2021-02-11,305.97091488754006
2021-02-12,306.6918307003294
2021-02-15,309.1613438741071
2021-02-16,304.028682188619
2021-02-17,301.22787146968545
2021-02-18,299.80432950282704
2021-02-19,298.74464895294494
2021-02-22,297.2072577771512
2021-02-23,296.58697612831145
2021-02-24,295.8620338439513
2021-02-25,299.6362334500039
2021-02-26,303.1039325002264
2021-03-01,300.38255591071277
2021-03-02,292.7712254453031
2021-03-03,296.32935905577364
2021-03-04,293.8366426060738
2021-03-05,292.59287862543664
2021-03-08,291.3541563489291
2021-03-09,292.9208192762152
2021-03-10,291.90292078425716
2021-03-11,299.2935502711105
2021-03-12,301.16612279958844
2021-03-15,299.8819595157038
2021-03-16,300.0007124677082
2021-03-17,303.4567550869119
2021-03-18,298.9865989865639
2021-03-19,291.5120619793586
2021-03-22,299.1823056760902
2021-03-23,295.0489176405335
2021-03-24,297.2842923734129
2021-03-25,303.08691289687806
2021-03-26,302.0483242406472
2021-03-29,306.68717657944535
2021-03-30,315.87692989902246
2021-03-31,314.52498713162777
2021-04-01,310.92627670835833
2021-04-02,313.2164786005068
2021-04-05,318.51075498124584
2021-04-06,315.78068543277726
2021-04-07,323.0478739318682
2021-04-08,319.27639543717606
2021-04-09,319.217022224057
2021-04-12,322.36356795667643
2021-04-13,323.4415940749268
2021-04-14,327.9833329310483
2021-04-15,329.6641194923791
2021-04-16,330.5625850828618
2021-04-19,323.6128356981267
2021-04-20,331.6557514576154
2021-04-21,331.5008254708304
2021-04-22,327.3225445268712
2021-04-23,330.0335378792656
2021-04-26,331.9266487543732
2021-04-27,325.8145737445675
2021-04-28,322.23180618063395
2021-04-29,326.01209020336364
2021-04-30,328.694054451682
2021-05-03,334.0150425117791
2021-05-04,324.80077879608035
2021-05-05,319.1890248855478
2021-05-06,316.5192846908007
2021-05-07,317.23502688380427
2021-05-10,315.13764535333314
2021-05-11,313.6586729889694
2021-05-12,315.7209918090093
2021-05-13,314.37175923575114
2021-05-14,323.73570882163165
2021-05-17,330.412916144107
2021-05-18,332.4387107119643
2021-05-19,329.53464891807596
2021-05-20,326.8308201383225
2021-05-21,329.893354168478
2021-05-24,332.28257163737345
2021-05-25,332.46225794052043
2021-05-26,334.69832661977273
2021-05-27,341.2697964704701
2021-05-28,342.0472175207676
2021-05-31,342.384594848653
2021-06-01,341.5756743207646
2021-06-02,336.8882482319804
2021-06-03,337.5637036681292
2021-06-04,336.95692995731036
2021-06-07,332.0580647518009
2021-06-08,335.5670114966289
2021-06-09,333.4944902505584
2021-06-10,331.9564479894411
2021-06-11,332.39006780938996
2021-06-14,330.11225774384593
2021-06-15,332.51446243790986
2021-06-16,336.0227323500434
2021-06-17,344.22841474637534
2021-06-18,349.69922945196004
2021-06-21,348.54541903971244
2021-06-22,344.34032399736924
2021-06-23,346.60974613534535
2021-06-24,351.74978318021664
2021-06-25,350.6454426914622
2021-06-28,355.7770434252491
2021-06-29,354.37141239067444
2021-06-30,355.97081848877394
2021-07-01,354.9559751501553
2021-07-02,346.8004088382862
2021-07-05,342.28566822087276
2021-07-06,340.11167052479266
2021-07-07,337.2229417348665
2021-07-08,339.1069562802658
2021-07-09,345.0148273282029
2021-07-12,346.58395013122805
2021-07-13,347.53352139516835
2021-07-14,344.4213563116474
2021-07-15,345.0967035562257
2021-07-16,346.15421565199824
2021-07-19,352.553108100022
2021-07-20,352.98381491234755
2021-07-21,359.25004826240115
2021-07-22,366.76387962120606
2021-07-23,376.79864998904884
2021-07-26,368.926175707477
2021-07-27,368.7275946304779
2021-07-28,365.707298635343
2021-07-29,370.9233143642457
2021-07-30,372.93721987631164
2021-08-02,372.6245869564427
2021-08-03,367.20057453545735
2021-08-04,357.6689182431405
2021-08-05,353.24359293201087
2021-08-06,349.0035521625148
2021-08-09,355.93604028427984
2021-08-10,355.30366364976726
2021-08-11,359.4441772459287
2021-08-12,362.26354657572483
2021-08-13,360.88048151390996
2021-08-16,363.0906785160464
2021-08-17,359.20922413532026
2021-08-18,365.9849151800762
2021-08-19,358.7128719125766
2021-08-20,357.0122942379194
2021-08-23,360.5870366168685
2021-08-24,356.31629579772925
2021-08-25,351.79262586121393
2021-08-26,355.65763952537213
2021-08-27,349.3694269243893
2021-08-30,344.62467250653395
2021-08-31,344.2719945985967
2021-09-01,346.44154681895077
2021-09-02,347.7568093706806
2021-09-03,352.5144277724326
2021-09-06,360.54492423735195
2021-09-07,364.7919838143855
2021-09-08,364.47482306989025
2021-09-09,355.0755527361095
2021-09-10,356.1852585723638
2021-09-13,358.27286445698013
2021-09-14,365.3390206312067
2021-09-15,362.84930807548665
2021-09-16,365.99851901334733
2021-09-17,356.3878282511817
2021-09-20,361.2803834605326
2021-09-21,361.4991266015072
2021-09-22,369.3152501475048
2021-09-23,369.53173316076675
2021-09-24,375.5175162155
2021-09-27,379.98183404372156
2021-09-28,381.3349718952914
2021-09-29,382.923437816113
2021-09-30,376.49604605681014
2021-10-01,377.8007113677318
2021-10-04,378.17070520135997
2021-10-05,385.23062650991346
2021-10-06,382.10179793268577
2021-10-07,386.00577797029774
2021-10-08,382.64274999334845
2021-10-11,374.42199748242507
2021-10-12,369.2190045955841
2021-10-13,372.81739480597224
2021-10-14,372.1277834163206
2021-10-15,369.80748819994267
2021-10-18,376.2438569925241
2021-10-19,370.95484243960215
2021-10-20,373.1610192557478
2021-10-21,374.4735349563385
2021-10-22,373.03398607281736
2021-10-25,369.51025189427173
2021-10-26,362.62619293029627
2021-10-27,363.7440803804568
2021-10-28,367.6476915352586
2021-10-29,360.4320573355996
2021-11-01,362.9635309225717
2021-11-02,360.7976316029274
2021-11-03,354.37590402787094
2021-11-04,355.41503620849346
2021-11-05,358.8757987781623
2021-11-08,370.1276875981447
2021-11-09,357.4225960176125
2021-11-10,353.178752900906
2021-11-11,351.4152790310425
2021-11-12,347.43178922412983
2021-11-15,357.2952779951695
2021-11-16,356.257967190644
2021-11-17,355.27650187805875
2021-11-18,351.9500130754677
2021-11-19,343.4119203525563
2021-11-22,348.40729404678984
2021-11-23,346.0495557827826
2021-11-24,343.1390267741403
2021-11-25,344.0866289004958
2021-11-26,343.42830224701083
2021-11-29,337.01973561672605
2021-11-30,345.88303086780434
2021-12-01,346.67002640227383
2021-12-02,354.2635400374183
2021-12-03,358.42165942202655
2021-12-06,356.823956793485
2021-12-07,359.981848744635
2021-12-08,362.10731050001596
2021-12-09,357.3964057251765
2021-12-10,357.8286405423217
2021-12-13,354.5232811282036
2021-12-14,358.3079468281724
2021-12-15,355.96627256083224
2021-12-16,358.68339600220844
2021-12-17,357.9329120315759
2021-12-20,366.047343853564
2021-12-21,367.861871851751
2021-12-22,369.6099695097407
2021-12-23,366.38412202162283
2021-12-24,373.87402077847406
2021-12-27,371.0444861108527
2021-12-28,371.60144399845115
2021-12-29,375.94636465116275
2021-12-30,372.75751101998395
2021-12-31,370.5361250916799
2022-01-03,370.8113250033857
2022-01-04,373.036051166531
2022-01-05,367.3792984169653
2022-01-06,362.5665695388
2022-01-07,361.7799584679015
2022-01-10,359.18669381387593
2022-01-11,350.8316613278999
2022-01-12,349.8641509300965
2022-01-13,349.22620519569796
2022-01-14,351.2652531432379
2022-01-17,348.0876682043157
2022-01-18,348.044948754523
2022-01-19,341.38328362797887
2022-01-20,342.43591403844675
2022-01-21,341.11003141552385
2022-01-24,334.9702088063604
2022-01-25,328.76735075351615
2022-01-26,326.23671881034613
2022-01-27,318.9470730747133
2022-01-28,312.42028318520886
2022-01-31,312.91542156718555
2022-02-01,308.6803230483992
2022-02-02,309.1366021179946
2022-02-03,311.9035681193007
2022-02-04,316.8420966654254
2022-02-07,303.9330095604064
2022-02-08,310.47101771978583
2022-02-09,321.2032805701706
2022-02-10,329.0933688973624
2022-02-11,323.9695084752801
2022-02-14,315.4619393902603
2022-02-15,309.3501475244971
2022-02-16,307.76500912730984
2022-02-17,299.6963158877374
2022-02-18,298.20788635155304
2022-02-21,300.54296323165903
2022-02-22,298.66306911482116
2022-02-23,300.30151017341353
2022-02-24,295.4086045462818
2022-02-25,297.5649028919779
2022-02-28,296.32835781222815
2022-03-01,296.3779904261693
2022-03-02,294.32157128869176
2022-03-03,292.96822982669727
2022-03-04,291.6430614105235
2022-03-07,289.3019954862898
2022-03-08,292.53517523667045
2022-03-09,290.56843615085546
2022-03-10,292.64414164330685
2022-03-11,288.41297129747966
2022-03-14,284.5113632928072
2022-03-15,278.0338611551869
2022-03-16,277.37232925064296
2022-03-17,277.985040112702
2022-03-18,275.51757144355275
2022-03-21,274.1203693760549
2022-03-22,275.95171617458993
2022-03-23,276.8595395551403
2022-03-24,274.2419055005688
2022-03-25,274.31094610011405
2022-03-28,277.1525712163286
2022-03-29,279.355462948683
2022-03-30,282.4782629534725
2022-03-31,277.91861719465254
2022-04-01,277.2175772526473
2022-04-04,280.1972124702484
2022-04-05,279.3100019824348
2022-04-06,285.92265859971917
2022-04-07,281.20904599130404
2022-04-08,283.49383119162445
2022-04-11,282.81477317931876
2022-04-12,278.2079381657844
2022-04-13,274.746255796891
2022-04-14,269.2687260046351
2022-04-15,270.59239377907795
2022-04-18,265.9863229023834
2022-04-19,268.2759391768773
2022-04-20,270.22841201936916
2022-04-21,274.38304389944636
2022-04-22,276.3083320700649
2022-04-25,275.24110660103236
2022-04-26,283.8457006390053
2022-04-27,289.8844965865634
2022-04-28,289.22915565196905
2022-04-29,290.4350403997327
2022-05-02,287.81412508257904
2022-05-03,284.7149550365292
2022-05-04,281.96085473052534
2022-05-05,276.9939611257152
2022-05-06,274.6089753788935
2022-05-09,274.6960828716084
2022-05-10,274.7122009630171
2022-05-11,275.5867240985128
2022-05-12,276.2110706156972
2022-05-13,276.83510721436534
2022-05-16,280.26318684056235
2022-05-17,278.7184408068926
2022-05-18,274.52159380257604
2022-05-19,272.2487549539139
2022-05-20,272.19756331209607
2022-05-23,262.85236346727714
2022-05-24,256.5449431742858
2022-05-25,251.15714475859224
2022-05-26,250.26553884580773
2022-05-27,248.03370366352394
2022-05-30,252.04230021237709
2022-05-31,250.0577854443468
2022-06-01,250.41981418186342
2022-06-02,251.3432161258709
2022-06-03,252.56611596123514
2022-06-06,255.59192277158118
2022-06-07,255.70324435421466
2022-06-08,255.22733596276765
2022-06-09,258.2511828104495
2022-06-10,253.56413543099566
2022-06-13,256.57160313392524
2022-06-14,257.72321382951435
2022-06-15,255.37362193541887
2022-06-16,254.34432870130823
2022-06-17,253.09983626433123
2022-06-20,255.20784579082314
2022-06-21,254.45739988077835
2022-06-22,254.60666419236367
2022-06-23,252.79790511454715
2022-06-24,248.51978776880688
2022-06-27,249.68990264580813
2022-06-28,248.79440106267478
2022-06-29,249.01073153869058
2022-06-30,243.44637156537192
2022-07-01,245.41611870406066
2022-07-04,250.10418655679197
2022-07-05,248.97130862351833
2022-07-06,246.8648725569916
2022-07-07,240.99468453193688
2022-07-08,242.72616800515897
2022-07-11,250.3902190753995
2022-07-12,256.91737059894274
2022-07-13,256.5801292531056
2022-07-14,259.6021618086874
2022-07-15,262.8171073608184
2022-07-18,264.0000687386982
2022-07-19,268.6131973125812
2022-07-20,271.2668128249345
2022-07-21,266.66373981651003
2022-07-22,268.56670712517695
2022-07-25,269.26173335694705
2022-07-26,272.6989411771709
2022-07-27,270.9872450543952
2022-07-28,266.4183347491413
2022-07-29,267.7919544399635
2022-08-01,262.94276761340956
2022-08-02,260.5086843974642
2022-08-03,255.21373597259208
2022-08-04,258.5541916553879
2022-08-05,259.06460203582424
2022-08-08,262.2996030146658
2022-08-09,269.2953844943547
2022-08-10,270.4166445544835
2022-08-11,270.4141732810216
2022-08-12,267.49766109035806
2022-08-15,268.00927954621534
2022-08-16,273.021702422542
2022-08-17,268.9336440319995
2022-08-18,266.53723523165263
2022-08-19,268.98365756282215
2022-08-22,271.22315828889185
2022-08-23,273.24205754549155
2022-08-24,274.5824288936123
2022-08-25,277.9642619458944
2022-08-26,273.24347188636887
2022-08-29,275.18555340281927
2022-08-30,276.14500279866047
2022-08-31,276.8461302691943
2022-09-01,272.1774556703824
2022-09-02,272.62614079943273
2022-09-05,269.8749037850376
2022-09-06,265.27408528099505
2022-09-07,265.2642474727799
2022-09-08,261.5854981495418
2022-09-09,258.1981221559059
2022-09-12,250.26028497906825
2022-09-13,254.95191901848435
2022-09-14,253.77361147093333
2022-09-15,249.8109966576799
2022-09-16,252.66825825704004
2022-09-19,256.03981337499204
2022-09-20,252.04361777798653
2022-09-21,258.06817512411635
2022-09-22,259.8141753581359
2022-09-23,264.6735094618379
2022-09-26,262.1539080956936
2022-09-27,266.5651327875458
2022-09-28,266.1431841729077
2022-09-29,268.4981855957004
2022-09-30,269.09102747392956
2022-10-03,269.52324344654573
2022-10-04,270.79935075556125
2022-10-05,267.66932524434253
2022-10-06,271.69738405655056
2022-10-07,271.45714447306375
2022-10-10,270.34683810351225
2022-10-11,271.58503601992487
2022-10-12,272.31023146697476
2022-10-13,276.41879093563887
2022-10-14,272.2583148767615
2022-10-17,272.87501961745505
2022-10-18,275.00395354881994
2022-10-19,274.9602652849717
2022-10-20,279.0277740972535
2022-10-21,282.24994746873455
2022-10-24,276.79442264714817
2022-10-25,277.66368007474154
2022-10-26,278.67267056238546
2022-10-27,276.74960344714015
2022-10-28,278.40863604231066
2022-10-31,278.10609041576913
2022-11-01,277.58478604376427
2022-11-02,274.8137460204835
2022-11-03,273.8743497317819
2022-11-04,274.33946501806724
2022-11-07,272.4888725921462
2022-11-08,274.5847229224584
2022-11-09,276.6263956576268
2022-11-10,276.65344188301486
2022-11-11,276.5254216310868
2022-11-14,273.9083137545121
2022-11-15,276.5055216478545
2022-11-16,276.8889054753855
2022-11-17,278.0811181486722
2022-11-18,277.1776841578196
2022-11-21,277.6686374236664
2022-11-22,277.5594126194342
2022-11-23,282.008917215568
2022-11-24,280.9735379544377
2022-11-25,277.34000748075647
2022-11-28,271.90715869422297
2022-11-29,269.33188355987994
2022-11-30,265.8384251982748
2022-12-01,268.48389119787146
2022-12-02,268.3168886574546
2022-12-05,268.73798228706937
2022-12-06,273.2062951210743
2022-12-07,273.34677701810654
2022-12-08,266.13663111773644
2022-12-09,264.27874792004377
2022-12-12,261.49485443522815
2022-12-13,255.41003308887795
2022-12-14,257.94373865400735
2022-12-15,255.1594857116848
2022-12-16,258.41856194253506
2022-12-19,260.10040069573455
2022-12-20,262.3598011264619
2022-12-21,259.4365880769877
2022-12-22,262.02951661459525
2022-12-23,267.8421010444311
2022-12-26,269.32421743414073
2022-12-27,268.6397351136999
2022-12-28,268.8091111175525
2022-12-29,271.4359647506892
2022-12-30,273.4595592661677
2023-01-02,269.3271809187909
2023-01-03,267.20513518667804
2023-01-04,265.5966687499267
2023-01-05,266.3641984411513
2023-01-06,269.8478628887348
2023-01-09,268.7989039908631
2023-01-10,273.9576796903345
2023-01-11,273.9236011929722
2023-01-12,282.854634192503
2023-01-13,279.91048613156994
2023-01-16,285.72765391475673
2023-01-17,286.1031102200719
2023-01-18,287.04365822838844
2023-01-19,290.6103041632652
2023-01-20,289.5802601819568
2023-01-23,290.3113554084398
2023-01-24,287.82149848270103
2023-01-25,287.0255549163918
2023-01-26,284.2238597178632
2023-01-27,283.03362999864265
2023-01-30,278.8777111523732
2023-01-31,284.8912329430986
2023-02-01,286.6625908228462
2023-02-02,282.101492232897
2023-02-03,283.53033382968124
2023-02-06,280.3088182025635
2023-02-07,278.4395984485841
2023-02-08,274.6222899427013
2023-02-09,269.8955874811901
2023-02-10,274.69166564898705
2023-02-13,267.79455061373653
2023-02-14,264.26877273560706
2023-02-15,264.14434261595994
2023-02-16,264.0933834553222
2023-02-17,260.73507997871326
2023-02-20,266.55693783663816
2023-02-21,265.47394437648586
2023-02-22,268.35412823762414
2023-02-23,275.1883858131803
2023-02-24,279.72104675455586
2023-02-27,281.26613220546807
2023-02-28,276.9235979832116
2023-03-01,286.09385754553256
2023-03-02,283.8507690591028
2023-03-03,287.5456598521498
2023-03-06,293.7910662361518
2023-03-07,297.22573042407737
2023-03-08,299.4964844223905
2023-03-09,295.3491411071945
2023-03-10,293.3029381352935
2023-03-13,298.70708642303276
2023-03-14,306.0429158237795
2023-03-15,303.81748586205845
2023-03-16,297.4801472103546
2023-03-17,299.82551878810654
2023-03-20,295.8119597257369
2023-03-21,291.9189922330796
2023-03-22,288.66582632408483
2023-03-23,290.41984880749976
2023-03-24,290.2191146899371
2023-03-27,299.160677661114
2023-03-28,298.7697384179796
2023-03-29,298.37141031671376
2023-03-30,294.2871683086569
2023-03-31,289.54177207107887
2023-04-03,286.1020307121294
2023-04-04,281.2889988698066
2023-04-05,278.1790183540348
2023-04-06,277.0118890599554
2023-04-07,275.38509769082435
2023-04-10,275.2551377229512
2023-04-11,271.8525842820351
2023-04-12,271.4435539910605
2023-04-13,273.5378212103758
2023-04-14,277.30592128584425
2023-04-17,277.5841744957807
2023-04-18,276.10665266455965
2023-04-19,281.40849680865347
2023-04-20,281.7098364201168
2023-04-21,281.47359339389845
2023-04-24,277.64870016744925
2023-04-25,281.7125856593251
2023-04-26,280.8684457805829
2023-04-27,285.641616452688
2023-04-28,286.4724394906957
2023-05-01,283.130950275795
2023-05-02,287.5148755992142
2023-05-03,284.3535422247105
2023-05-04,287.2118467558966
2023-05-05,283.19994937861674
2023-05-08,283.77175543721336
2023-05-09,282.4064423964113
2023-05-10,282.59310620783606
2023-05-11,287.3950570643071
2023-05-12,287.44145074722366
2023-05-15,288.015820674148
2023-05-16,282.1769934945023
2023-05-17,282.5581587572699
2023-05-18,287.02169280817
2023-05-19,288.2418274675079
2023-05-22,282.8410202931287
2023-05-23,288.5275728899281
2023-05-24,289.32889073912594
2023-05-25,290.8281719040894
2023-05-26,281.53895069372504
2023-05-29,280.7320084260523
2023-05-30,285.1721592869322
2023-05-31,289.2233448351801
2023-06-01,300.20352564013535
2023-06-02,298.7814964465949
2023-06-05,298.1740145543422
2023-06-06,296.225011521045
2023-06-07,297.28794177480074
2023-06-08,295.4279974142356
2023-06-09,297.4263301776556
2023-06-12,293.6980859191502
2023-06-13,300.99199953077374
2023-06-14,306.16610982161023
2023-06-15,309.1269601428234
2023-06-16,307.8101834522791
2023-06-19,302.6029697040531
2023-06-20,299.62250276391046
2023-06-21,306.7506735038895
2023-06-22,307.81582942219643
2023-06-23,309.9734161177826
2023-06-26,316.1455847391759
2023-06-27,320.11791877465106
2023-06-28,323.0832112030916
2023-06-29,326.4783192586378
2023-06-30,326.7136541671055
2023-07-03,326.02809176339537
2023-07-04,328.62154085860215
2023-07-05,336.12099198701964
2023-07-06,338.77997745441183
2023-07-07,339.4618549174551
2023-07-10,338.56948912263545
2023-07-11,341.9198626524531
2023-07-12,349.7158158492736
2023-07-13,343.28394801897076
2023-07-14,343.99530170098774
2023-07-17,341.4859860880863
2023-07-18,342.22981307761154
2023-07-19,333.2112164367341
2023-07-20,335.00108419659017
2023-07-21,340.06839020831626
2023-07-24,334.1276365368131
2023-07-25,324.78762894589937
2023-07-26,327.3033664958272
2023-07-27,325.83313049113667
2023-07-28,330.40609474667
2023-07-31,325.41673114919064
2023-08-01,331.11420770910365
