Date,WMT
2022-07-05,312.4858893825322
2022-07-06,316.25037563141615
2022-07-07,313.1879578908329
2022-07-08,325.69540240508917
2022-07-11,318.10659382631735
2022-07-12,312.40643853193774
2022-07-13,312.98840676009314
2022-07-14,313.048664855294
2022-07-15,310.2091851420798
2022-07-18,311.57303451530214
2022-07-19,310.6463944982182
2022-07-20,311.02533079666614
2022-07-21,315.22010409834286
2022-07-22,314.27330113747286
2022-07-25,314.152185998038
2022-07-26,306.2817977355173
2022-07-27,304.73531467676935
2022-07-28,303.01872431273574
2022-07-29,308.27828877988185
2022-08-01,310.59426017907913
2022-08-02,302.227901589826
2022-08-03,302.4362690852355
2022-08-04,298.7162466368545
2022-08-05,301.18771335825153
2022-08-08,304.3528528663358
2022-08-09,310.8674910363953
2022-08-10,315.8227463224318
2022-08-11,319.8834303401572
2022-08-12,317.5172820266046
2022-08-15,320.898577474062
2022-08-16,324.22568535996083
2022-08-17,317.45409100558294
2022-08-18,310.25470494586904
2022-08-19,304.1290324192078
2022-08-22,306.5909429147381
2022-08-23,310.16345568634983
2022-08-24,312.40856804186075
2022-08-25,316.55782228688713
2022-08-26,318.2570242481934
2022-08-29,311.3230755391524
2022-08-30,302.3108305783595
2022-08-31,301.95055035467703
2022-09-01,306.45605371310324
2022-09-02,311.35727244100525
2022-09-05,319.6125206299254
2022-09-06,320.34690249702
2022-09-07,318.2313006383165
2022-09-08,310.4059610229736
2022-09-09,315.7182242253404
2022-09-12,319.97232083035976
2022-09-13,322.5055084010652
2022-09-14,318.05581845935427
2022-09-15,310.78051435760665
2022-09-16,304.77482707339726
2022-09-19,303.8122221278913
2022-09-20,312.59790518116904
2022-09-21,310.5622701823337
2022-09-22,311.5071715587422
2022-09-23,308.47385495407457
2022-09-26,308.4745494603639
2022-09-27,306.4715209069072
2022-09-28,304.8696355836727
2022-09-29,303.95954716945704
2022-09-30,311.01957163006693
2022-10-03,314.9526877146264
2022-10-04,314.8781512391473
2022-10-05,307.2249363046194
2022-10-06,303.86921688411854
2022-10-07,298.76360265891464
2022-10-10,296.5911228223073
2022-10-11,299.7528725980849
2022-10-12,295.6349426350936
2022-10-13,304.9338226587627
2022-10-14,303.4976776970228
2022-10-17,303.86332563495523
2022-10-18,302.43203362212023
2022-10-19,302.6321735207361
2022-10-20,308.54717343734444
2022-10-21,314.8622139108922
2022-10-24,312.8803231509996
2022-10-25,313.7105574336425
2022-10-26,313.57564082089357
2022-10-27,312.3756595424674
2022-10-28,319.87593863268114
2022-10-31,320.3684605122407
2022-11-01,319.2105911790741
2022-11-02,316.4347529772087
2022-11-03,322.07377704671813
2022-11-04,320.0279426428378
2022-11-07,321.90530327907493
2022-11-08,326.96972523126186
2022-11-09,327.0390035774397
2022-11-10,323.091768053773
2022-11-11,326.08382512475936
2022-11-14,330.6572209100688
2022-11-15,333.3099252525388
2022-11-16,334.1025824099117
2022-11-17,329.31921714925596
2022-11-18,330.28691855255335
2022-11-21,343.2385471784962
2022-11-22,341.29254175573135
2022-11-23,343.0372937229634
2022-11-24,336.76074388550825
2022-11-25,336.55688149263324
2022-11-28,338.29915934695924
2022-11-29,337.4690363107681
2022-11-30,332.38226537650746
2022-12-01,335.2381085497302
2022-12-02,331.1740310454295
2022-12-05,336.0221270933739
2022-12-06,339.3042220611199
2022-12-07,338.6606394657679
2022-12-08,343.79997429032795
2022-12-09,345.23796354987843
2022-12-12,343.082757480386
2022-12-13,344.42673651044083
2022-12-14,347.4643666408736
2022-12-15,347.95800067523203
2022-12-16,341.24418593460047
2022-12-19,340.91008453755046
2022-12-20,339.8266530989658
2022-12-21,329.9698072576753
2022-12-22,329.94351561752626
2022-12-23,328.0967332200492
2022-12-26,328.06224385599444
2022-12-27,318.9811005911555
2022-12-28,325.16336036500667
2022-12-29,324.9552595084604
2022-12-30,316.3496156287196
2023-01-02,311.150174448244
2023-01-03,306.79940292339523
2023-01-04,302.9796039366386
2023-01-05,306.7673226079369
2023-01-06,304.7192048543622
2023-01-09,302.0720028695067
2023-01-10,301.8573219655409
2023-01-11,298.3069982312675
2023-01-12,298.4697096732006
2023-01-13,299.59199401494084
2023-01-16,294.66045852597796
2023-01-17,293.5003143493678
2023-01-18,299.0747429834134
2023-01-19,292.330814579258
2023-01-20,294.89306086223013
2023-01-23,291.0631234202905
2023-01-24,288.2667451254877
2023-01-25,283.75699457859974
2023-01-26,285.5600018263911
2023-01-27,284.7046349590128
2023-01-30,278.6762071566864
2023-01-31,280.3903671003815
2023-02-01,285.89453506680485
2023-02-02,287.85641411369977
2023-02-03,287.49958853452966
2023-02-06,284.64141748373044
2023-02-07,291.36579920859384
2023-02-08,285.35748662702395
2023-02-09,285.1791146483742
2023-02-10,287.0040617390634
2023-02-13,282.8542694135435
2023-02-14,290.6720140448485
2023-02-15,287.55697791279147
2023-02-16,286.68991114605666
2023-02-17,282.2178676741673
2023-02-20,285.39282545652986
2023-02-21,285.85895466305647
2023-02-22,290.5245842318653
2023-02-23,291.32710337701485
2023-02-24,291.81797010161443
2023-02-27,298.74454106429835
2023-02-28,308.00607032426655
2023-03-01,312.9541321561054
2023-03-02,314.1698270492559
2023-03-03,319.60187736564865
2023-03-06,323.7692908090868
2023-03-07,326.40986645974493
2023-03-08,327.478580281425
2023-03-09,330.97537916365116
2023-03-10,336.92062917936136
2023-03-13,332.30449295070053
2023-03-14,337.70431537405796
2023-03-15,344.1823300656556
2023-03-16,347.0247912366648
2023-03-17,340.77925426354926
2023-03-20,342.1587693260097
2023-03-21,342.68646819384026
2023-03-22,340.6244668988854
2023-03-23,341.1863505251561
2023-03-24,332.1541131498886
2023-03-27,328.20766702891245
2023-03-28,328.35846057624957
2023-03-29,330.17774670484295
2023-03-30,325.69622387897954
2023-03-31,323.3667360325273
2023-04-03,319.29199365897125
2023-04-04,322.1486134139674
2023-04-05,318.99109358529734
2023-04-06,323.8241392127787
2023-04-07,329.3284676299796
2023-04-10,336.9988156706207
2023-04-11,329.16689846373754
2023-04-12,325.6707693363628
2023-04-13,320.5737382826742
2023-04-14,322.1518076562834
2023-04-17,321.16687224770953
2023-04-18,325.19043351696524
2023-04-19,322.19805422212056
2023-04-20,321.74411860673956
2023-04-21,327.9414977419538
2023-04-24,333.5001442781115
2023-04-25,333.591853831586
2023-04-26,326.6974677515867
2023-04-27,323.81625281762666
2023-04-28,322.05045549664794
2023-05-01,322.48464413170956
2023-05-02,318.48191697368856
2023-05-03,322.27687843213664
2023-05-04,324.63827338844555
2023-05-05,330.81477727317423
2023-05-08,335.8928795114892
2023-05-09,333.9625640031132
2023-05-10,327.7128154837936
2023-05-11,327.1327292601278
2023-05-12,333.6335247752838
2023-05-15,332.945526674059
2023-05-16,325.51909381289556
2023-05-17,324.0274539209021
2023-05-18,332.4880577916916
2023-05-19,333.29434458640566
2023-05-22,326.3578192711805
2023-05-23,327.47791842110104
2023-05-24,327.76954382881775
2023-05-25,326.3748439769526
2023-05-26,320.55298908607756
2023-05-29,320.8695549546119
2023-05-30,326.76109114594493
2023-05-31,323.5032277514115
2023-06-01,320.71693311642525
2023-06-02,318.0911931143028
2023-06-05,312.22147333165873
2023-06-06,311.08209953098236
2023-06-07,313.3292694467503
2023-06-08,318.58082525904814
2023-06-09,316.22125629316537
2023-06-12,318.21464029388585
2023-06-13,308.13672160229953
2023-06-14,317.5477856888846
2023-06-15,324.3883544745308
2023-06-16,332.2766675495925
2023-06-19,322.98667816761827
2023-06-20,329.8686420397764
2023-06-21,334.4262921031774
2023-06-22,339.9086884065574
2023-06-23,337.4543550315974
2023-06-26,330.85938392533194
2023-06-27,327.5861055359116
2023-06-28,330.04853436328705
2023-06-29,334.7607891139698
2023-06-30,330.7452126826063
2023-07-03,328.64573943848217
2023-07-04,330.39024083231317
2023-07-05,332.425157723268
2023-07-06,332.06106879599
2023-07-07,327.3753823139326
2023-07-10,323.2631931944715
2023-07-11,325.4963797465243
2023-07-12,328.77696035334156
2023-07-13,342.6554429807162
2023-07-14,340.00945024028846
2023-07-17,340.80642131771833
2023-07-18,343.45294826959736
2023-07-19,347.23227863947017
2023-07-20,345.6673015690495
2023-07-21,349.7612042638618
2023-07-24,346.2572201817088
2023-07-25,363.4838535310716
2023-07-26,357.98917278257795
2023-07-27,352.70761190110346
2023-07-28,353.42165633444984
2023-07-31,354.97237532367336
2023-08-01,359.4253245751396
