Date,D
2020-04-16,126.35194203234785
2020-04-17,125.66704569082547
2020-04-20,126.71882281885712
2020-04-21,123.71567211545326
2020-04-22,122.39194608583985
2020-04-23,122.80282849742909
2020-04-24,122.99043019065265
2020-04-27,120.77787687903931
2020-04-28,120.89525951315392
2020-04-29,120.46893699832174
2020-04-30,118.67479577487339
2020-05-01,117.97550143263389
2020-05-04,117.70737046536615
2020-05-05,117.06128219700702
2020-05-06,117.07138138653463
2020-05-07,115.29285027575499
2020-05-08,113.60320389594682
2020-05-11,111.27245088589119
2020-05-12,111.96092426724954
2020-05-13,112.65917581926276
2020-05-14,114.6293774790828
2020-05-15,113.67282194421104
2020-05-18,114.09230324258112
2020-05-19,114.32069621416288
2020-05-20,114.53718008153409
2020-05-21,117.22919146389597
2020-05-22,118.66427148967348
2020-05-25,117.36317136953095
2020-05-26,116.24039129938832
2020-05-27,114.30440829863367
2020-05-28,113.9962821169449
2020-05-29,114.08367243658945
2020-06-01,113.52276504154128
2020-06-02,113.41221794693429
2020-06-03,112.32863270054713
2020-06-04,112.35076916940005
2020-06-05,113.67334971714972
2020-06-08,113.62550634875275
2020-06-09,113.21181136007607
2020-06-10,112.93156372653988
2020-06-11,113.91234164196986
2020-06-12,113.87543808033756
2020-06-15,112.26091154047548
2020-06-16,113.3965836951513
2020-06-17,114.88077692419779
2020-06-18,117.17573531434753
2020-06-19,116.66304755532434
2020-06-22,116.61633569981359
2020-06-23,118.4133568385093
2020-06-24,117.48693347858128
2020-06-25,117.73537988990262
2020-06-26,117.36570486602479
2020-06-29,118.27618856486194
2020-06-30,118.26800818458537
2020-07-01,119.14667071899449
2020-07-02,121.61238824510275
2020-07-03,121.78142462944498
2020-07-06,123.66784503659888
2020-07-07,125.31653779027245
2020-07-08,126.050166165685
2020-07-09,128.06193564486497
2020-07-10,125.65848197921852
2020-07-13,127.54562871797833
2020-07-14,129.40843366910102
2020-07-15,129.19515084215342
2020-07-16,129.29276642173488
2020-07-17,129.6701489672044
2020-07-20,132.2382535309798
2020-07-21,134.37389173550793
2020-07-22,134.30889978728564
2020-07-23,133.03967704521196
2020-07-24,130.6568458426818
2020-07-27,130.71587092767598
2020-07-28,131.6071241198761
2020-07-29,131.4986817658419
2020-07-30,131.23562361533604
2020-07-31,134.00816549961243
2020-08-03,134.32069467838366
2020-08-04,135.72146883346727
2020-08-05,136.48604448906227
2020-08-06,135.42540087040308
2020-08-07,134.31191246085285
2020-08-10,132.29961940915845
2020-08-11,133.29730052190266
2020-08-12,133.2334091900968
2020-08-13,131.8720609659696
2020-08-14,129.98678100455564
2020-08-17,130.25385948897969
2020-08-18,127.63032616361835
2020-08-19,127.69935866858701
2020-08-20,129.67059278323086
2020-08-21,131.71571156989367
2020-08-24,133.67876150267907
2020-08-25,133.9333498671998
2020-08-26,135.26896370702096
2020-08-27,133.44911372821286
2020-08-28,132.41425378835086
2020-08-31,132.62095539982374
2020-09-01,133.2824895586739
2020-09-02,134.00844973475188
2020-09-03,135.62172109519838
2020-09-04,133.73589408729495
2020-09-07,134.4561723006311
2020-09-08,136.95215272881072
2020-09-09,138.12507747251703
2020-09-10,139.32698970504444
2020-09-11,139.22701514766675
2020-09-14,138.92814784031594
2020-09-15,139.73134851687487
2020-09-16,138.9075983090142
2020-09-17,139.52757012366337
2020-09-18,138.24736024045762
2020-09-21,136.3557624574987
2020-09-22,137.67414278116553
2020-09-23,138.96707898472076
2020-09-24,136.83556022624634
2020-09-25,137.8217631277888
2020-09-28,138.20644484616187
2020-09-29,138.6709643148818
2020-09-30,140.2662504455006
2020-10-01,140.8128411647762
2020-10-02,143.00720567148096
2020-10-05,141.69060274268224
2020-10-06,141.4183166170777
2020-10-07,139.2937433030063
2020-10-08,142.02567210955328
2020-10-09,140.80858100966526
2020-10-12,140.42393274357065
2020-10-13,140.02310947525322
2020-10-14,138.8498607567871
2020-10-15,138.39804910073386
2020-10-16,136.2149754901427
2020-10-19,136.28713066697688
2020-10-20,133.97296440896721
2020-10-21,134.26092181751326
2020-10-22,134.2493790923519
2020-10-23,133.3673862256256
2020-10-26,133.22829325895455
2020-10-27,133.70431931481812
2020-10-28,132.43336983976138
2020-10-29,131.90972000118003
2020-10-30,129.768954025428
2020-11-02,129.25902942052994
2020-11-03,127.01418435329383
2020-11-04,130.07209586661776
2020-11-05,129.02449989329074
2020-11-06,128.68328641268
2020-11-09,125.99467859504666
2020-11-10,125.16056776674276
2020-11-11,124.35245209029424
2020-11-12,125.29105058461185
2020-11-13,123.2167917323776
2020-11-16,123.0846652015922
2020-11-17,122.82421555927881
2020-11-18,122.23526464354816
2020-11-19,121.18046709251503
2020-11-20,121.46021639139855
2020-11-23,121.9044802852845
2020-11-24,121.63726908302725
2020-11-25,122.20738704842256
2020-11-26,123.37134892288425
2020-11-27,124.72262250469862
2020-11-30,126.45725292012953
2020-12-01,127.09713969878736
2020-12-02,128.67028784617793
2020-12-03,129.5995698186479
2020-12-04,130.14645483798782
2020-12-07,131.41702134135062
2020-12-08,130.73203310590245
2020-12-09,131.1116588048644
2020-12-10,131.8078389661837
2020-12-11,133.18793902509253
2020-12-14,132.78867442141114
2020-12-15,133.5181022008253
2020-12-16,133.18033508386813
2020-12-17,133.67704588279489
2020-12-18,133.46059948204342
2020-12-21,134.45808850452553
2020-12-22,132.6469836852135
2020-12-23,131.30698460945743
2020-12-24,133.30322352883275
2020-12-25,133.19539917219834
2020-12-28,134.14426226317485
2020-12-29,134.10089632948345
2020-12-30,133.80796071948538
2020-12-31,131.75267809038502
2021-01-01,133.86514716120777
2021-01-04,133.2609151384775
2021-01-05,130.27456301646458
2021-01-06,129.98745619061552
2021-01-07,131.4591177451709
2021-01-08,130.59802384509385
2021-01-11,131.39137036110165
2021-01-12,130.88550895511125
2021-01-13,130.28506230635827
2021-01-14,131.35289055163366
2021-01-15,131.14871854483053
2021-01-18,130.76584836579855
2021-01-19,129.95683962049446
2021-01-20,130.48785477450707
2021-01-21,129.12165704906437
2021-01-22,130.05364872756263
2021-01-25,133.03833776271642
2021-01-26,133.13142859691752
2021-01-27,135.827275128924
2021-01-28,134.5485117450639
2021-01-29,133.90795424996747
2021-02-01,137.32526288029212
2021-02-02,137.7022877305354
2021-02-03,136.32125521800083
2021-02-04,134.77876974168544
2021-02-05,136.2236267366446
2021-02-08,137.5751246587336
2021-02-09,136.48206565802363
2021-02-10,136.43426447896863
2021-02-11,135.75111960345725
2021-02-12,135.45840442737165
2021-02-15,130.95461369646824
2021-02-16,129.57858210760494
2021-02-17,130.50134352195255
2021-02-18,130.32267855048107
2021-02-19,128.2762499881648
2021-02-22,129.202194330057
2021-02-23,130.5634255667824
2021-02-24,130.40777743852797
2021-02-25,130.195458414671
2021-02-26,129.21251681121743
2021-03-01,129.34550361060167
2021-03-02,128.97338951570842
2021-03-03,131.0144466408097
2021-03-04,130.08526479398986
2021-03-05,129.4612193900059
2021-03-08,129.07307153032474
2021-03-09,129.02192847230748
2021-03-10,129.35505273228532
2021-03-11,129.88910231611501
2021-03-12,132.75595687936874
2021-03-15,133.57185036818498
2021-03-16,133.18446075691946
2021-03-17,133.2029738487259
2021-03-18,132.65493252318026
2021-03-19,131.42372521718121
2021-03-22,130.1731899293636
2021-03-23,132.8630095203996
2021-03-24,132.90420299889374
2021-03-25,133.6090558062702
2021-03-26,135.65909064334804
2021-03-29,135.32124734948385
2021-03-30,135.21924318591644
2021-03-31,135.89592921826588
2021-04-01,134.0001898033633
2021-04-02,132.67349887624536
2021-04-05,133.38676645750226
2021-04-06,134.19880082649388
2021-04-07,133.45784700935286
2021-04-08,133.89867149476845
2021-04-09,136.4568271992446
2021-04-12,133.788139125039
2021-04-13,135.2907454669107
2021-04-14,133.72496157514848
2021-04-15,133.62412904551405
2021-04-16,136.44735213551667
2021-04-19,138.42410028477664
2021-04-20,138.73068805899695
2021-04-21,138.77732815513977
2021-04-22,139.80512355233301
2021-04-23,138.90145027248755
2021-04-26,139.15394220091963
2021-04-27,140.12671126559363
2021-04-28,138.13955476595441
2021-04-29,139.98726366455375
2021-04-30,140.10077255808778
2021-05-03,139.3808962434831
2021-05-04,140.55890835160793
2021-05-05,140.8190680026971
2021-05-06,141.53238093736613
2021-05-07,141.50070337311544
2021-05-10,140.45243476576078
2021-05-11,139.86304676381633
2021-05-12,139.67515502405334
2021-05-13,139.23604084608257
2021-05-14,140.1695339275432
2021-05-17,136.7611438784642
2021-05-18,134.54936234373162
2021-05-19,135.35076933365542
2021-05-20,136.54652065618734
2021-05-21,135.4241195712518
2021-05-24,136.3844168856169
2021-05-25,134.4885418799854
2021-05-26,130.73870583573878
2021-05-27,131.27255699138547
2021-05-28,129.4659892172157
2021-05-31,132.46739437192537
2021-06-01,134.225485849591
2021-06-02,135.64956789431082
2021-06-03,136.34548365339393
2021-06-04,135.17548891245937
2021-06-07,136.31703492512418
2021-06-08,136.9799160802974
2021-06-09,135.17558052801675
2021-06-10,136.7913129606899
2021-06-11,135.65647124551958
2021-06-14,135.828574335493
2021-06-15,135.2104489386146
2021-06-16,136.52207775094874
2021-06-17,134.88043532363062
2021-06-18,134.8421138693622
2021-06-21,137.2864521932252
2021-06-22,137.83486110488042
2021-06-23,138.96876482262746
2021-06-24,137.32137950003656
2021-06-25,139.1118235326017
2021-06-28,137.68926910112174
2021-06-29,136.09247082370294
2021-06-30,137.55614831757927
2021-07-01,138.61594157773393
2021-07-02,140.7269847074032
2021-07-05,139.28422870376752
2021-07-06,138.90865819693337
2021-07-07,138.85331093355333
2021-07-08,137.9983069897498
2021-07-09,135.6289658505531
2021-07-12,139.48079740348547
2021-07-13,139.9749676037312
2021-07-14,139.9202825283139
2021-07-15,138.51770647582043
2021-07-16,137.2324640984239
2021-07-19,138.82634062355703
2021-07-20,137.82194240175806
2021-07-21,136.29417861897542
2021-07-22,134.6740477461741
2021-07-23,132.71868592620072
2021-07-26,133.24474953982966
2021-07-27,132.02382620129802
2021-07-28,135.02285444410023
2021-07-29,137.1887213911971
2021-07-30,136.07195301995395
2021-08-02,135.81957578156894
2021-08-03,133.75749290521293
2021-08-04,135.01152260628234
2021-08-05,134.59185211513184
2021-08-06,134.899089383068
2021-08-09,134.79218240450825
2021-08-10,135.58144536500362
2021-08-11,136.37307981294308
2021-08-12,135.78749700690287
2021-08-13,136.15926980229074
2021-08-16,133.6564212955208
2021-08-17,132.76475964510522
2021-08-18,130.24036046849565
2021-08-19,128.39588264864872
2021-08-20,128.5832712957265
2021-08-23,127.60239363304746
2021-08-24,127.24931122645978
2021-08-25,126.21447881153995
2021-08-26,125.90338224157672
2021-08-27,125.06568739863322
2021-08-30,122.9607690084627
2021-08-31,122.86228638821372
2021-09-01,123.72585473317184
2021-09-02,121.13169355427387
2021-09-03,118.95431579435798
2021-09-06,119.89919388591335
2021-09-07,119.03647919445143
2021-09-08,118.22968549372412
2021-09-09,119.72315650933518
2021-09-10,118.62024034011579
2021-09-13,119.53625308096065
2021-09-14,119.02784564996634
2021-09-15,120.32314157376568
2021-09-16,121.56151206908457
2021-09-17,121.63790716776917
2021-09-20,122.66267367172303
2021-09-21,121.25754347664625
2021-09-22,120.80790568623262
2021-09-23,121.52445326686905
2021-09-24,122.32521538472035
2021-09-27,121.20730955090865
2021-09-28,119.12652225876616
2021-09-29,120.24795311004485
2021-09-30,119.32445130592109
2021-10-01,118.11976387060189
2021-10-04,116.8128740353145
2021-10-05,117.38796883054553
2021-10-06,119.30894689151093
2021-10-07,117.99854638083099
2021-10-08,120.47722229542825
2021-10-11,122.9115083676611
2021-10-12,123.41350543478255
2021-10-13,123.45973828900559
2021-10-14,121.337091780956
2021-10-15,120.75339407442314
2021-10-18,119.58807814029257
2021-10-19,119.01606171386769
2021-10-20,120.91691099437392
2021-10-21,119.1075033715043
2021-10-22,120.00027155498537
2021-10-25,119.18659873753538
2021-10-26,117.97567062605953
2021-10-27,119.2896577877412
2021-10-28,119.57849645015689
2021-10-29,118.89604973399072
2021-11-01,119.51956848070854
2021-11-02,119.72242399019326
2021-11-03,119.4680194921375
2021-11-04,118.65742552610175
2021-11-05,120.39730971561278
2021-11-08,120.10595722564516
2021-11-09,119.52269743443476
2021-11-10,118.34361567525464
2021-11-11,118.67025643469766
2021-11-12,118.20191919640125
2021-11-15,119.36788075120786
2021-11-16,118.77467566331738
2021-11-17,119.00726544702083
2021-11-18,119.81541321985367
2021-11-19,121.67027142723451
2021-11-22,121.33541853141625
2021-11-23,119.58550045773468
2021-11-24,118.44534789549796
2021-11-25,119.22735507176584
2021-11-26,118.57974298294447
2021-11-29,118.09694893414851
2021-11-30,118.0368967470435
2021-12-01,117.68271053337429
2021-12-02,117.58439892694304
2021-12-03,117.56533679458556
2021-12-06,117.82276618186691
2021-12-07,117.4455823015264
2021-12-08,117.08447191040649
2021-12-09,117.86302428247674
2021-12-10,116.91956737230045
2021-12-13,117.731621981337
2021-12-14,118.42373713489759
2021-12-15,118.3938531642927
2021-12-16,120.04532252073129
2021-12-17,119.64804526696234
2021-12-20,119.10655552736338
2021-12-21,117.1363568922239
2021-12-22,117.63899121374443
2021-12-23,118.7312369549215
2021-12-24,117.30419448957714
2021-12-27,116.9497082675649
2021-12-28,117.164865451316
2021-12-29,115.39461901032728
2021-12-30,116.03699282475948
2021-12-31,115.73876828659382
2022-01-03,114.81109881315466
2022-01-04,114.00390197430396
2022-01-05,113.9266992061485
2022-01-06,113.37933739667176
2022-01-07,113.70269990767268
2022-01-10,114.88011900692537
2022-01-11,114.86629793648765
2022-01-12,112.2372316935567
2022-01-13,111.1575971344252
2022-01-14,111.21407855143775
2022-01-17,109.82207099580566
2022-01-18,108.5272667800943
2022-01-19,105.54050746012908
2022-01-20,107.2833900816987
2022-01-21,107.10217701853107
2022-01-24,109.56014984809869
2022-01-25,109.92111913881828
2022-01-26,111.95557339117798
2022-01-27,111.73334546951939
2022-01-28,112.73167415036943
2022-01-31,112.27557828320276
2022-02-01,110.91122767392005
2022-02-02,110.50496184938663
2022-02-03,112.50031454027167
2022-02-04,112.28286471965998
2022-02-07,113.08164567248085
2022-02-08,114.45282226120693
2022-02-09,117.06020264158329
2022-02-10,117.71889910604848
2022-02-11,118.19170464231773
2022-02-14,117.82142924833747
2022-02-15,118.57492608115976
2022-02-16,118.30139437604323
2022-02-17,121.49501295511656
2022-02-18,121.10625153530876
2022-02-21,122.0873952561386
2022-02-22,120.87568712800127
2022-02-23,118.35103392799392
2022-02-24,118.09827138844052
2022-02-25,116.72103692224347
2022-02-28,115.97347189153801
2022-03-01,116.7314660194653
2022-03-02,114.89012749685035
2022-03-03,115.36771029833278
2022-03-04,114.35245033919051
2022-03-07,115.6398370604692
2022-03-08,115.40844113932597
2022-03-09,117.24072108654222
2022-03-10,115.63956847605141
2022-03-11,116.51239439401597
2022-03-14,119.2849384338169
2022-03-15,119.14292306555367
2022-03-16,119.02379388771273
2022-03-17,118.06895891416792
2022-03-18,117.5019804751596
2022-03-21,117.6951353082548
2022-03-22,116.9799568743298
2022-03-23,117.09380482254687
2022-03-24,115.45265410524323
2022-03-25,114.95875684435109
2022-03-28,113.26705325984469
2022-03-29,115.01805460204218
2022-03-30,114.30200969324261
2022-03-31,114.63445905373467
2022-04-01,115.67077117324905
2022-04-04,114.72265473813096
2022-04-05,113.27872300307419
2022-04-06,112.46398242935973
2022-04-07,114.1596570218044
2022-04-08,116.97575437256428
2022-04-11,117.9653492152975
2022-04-12,118.09827752063399
2022-04-13,117.80117208951569
2022-04-14,117.89137248928589
2022-04-15,120.21116735459745
2022-04-18,123.28821388166058
2022-04-19,122.98666789756555
2022-04-20,123.79928284673274
2022-04-21,120.57221132825535
2022-04-22,119.23762709001872
2022-04-25,120.20353686053696
2022-04-26,119.6751262852703
2022-04-27,117.7979998421311
2022-04-28,118.21798020033197
2022-04-29,119.64811036776017
2022-05-02,118.89666884172576
2022-05-03,118.2716796937836
2022-05-04,119.32358432306967
2022-05-05,120.84167607437793
2022-05-06,121.38884962908581
2022-05-09,120.98445970987069
2022-05-10,121.09881521766465
2022-05-11,120.39568159288433
2022-05-12,122.09371566836461
2022-05-13,120.56782552061894
2022-05-16,122.51632967815665
2022-05-17,121.94545290783584
2022-05-18,121.1221507693798
2022-05-19,120.8322879327863
2022-05-20,121.20102634117906
2022-05-23,123.0854951138439
2022-05-24,122.89793530099128
2022-05-25,122.51534621887218
2022-05-26,124.65462341161981
2022-05-27,124.06726479113559
2022-05-30,124.95472802292782
2022-05-31,126.06317943889141
2022-06-01,126.05949384561379
2022-06-02,125.70378582016923
2022-06-03,125.65813166294556
2022-06-06,126.85986419611396
2022-06-07,127.53950670535863
2022-06-08,127.31778670468636
2022-06-09,128.43504318759938
2022-06-10,129.06736981762194
2022-06-13,127.49829417586666
2022-06-14,128.73402824070092
2022-06-15,129.653461014721
2022-06-16,130.8076926571169
2022-06-17,130.65814994029952
2022-06-20,133.2721461558182
2022-06-21,132.54361682730016
2022-06-22,133.85007185204475
2022-06-23,135.502381242204
2022-06-24,137.09480567568576
2022-06-27,137.0873434955064
2022-06-28,138.0433187884615
2022-06-29,137.13155199756198
2022-06-30,136.44553362971826
2022-07-01,138.81750577097498
2022-07-04,137.3142982935887
2022-07-05,136.289815694957
2022-07-06,136.52046684595808
2022-07-07,137.52022011675714
2022-07-08,136.66763266721205
2022-07-11,135.26862773188648
2022-07-12,134.87015440299137
2022-07-13,135.84435772351688
2022-07-14,136.85988921352563
2022-07-15,136.7955979239514
2022-07-18,135.60350674334344
2022-07-19,134.4728410806788
2022-07-20,133.3557147895749
2022-07-21,135.74328135470762
2022-07-22,135.6314608033553
2022-07-25,134.43879826431956
2022-07-26,134.085634437801
2022-07-27,131.87601786570963
2022-07-28,132.50132423217292
2022-07-29,130.42905300798157
2022-08-01,126.74136184476866
2022-08-02,124.43540833572625
2022-08-03,124.30602645502427
2022-08-04,123.11141726914
2022-08-05,122.5740661348289
2022-08-08,122.68108882932229
2022-08-09,120.31409513981623
2022-08-10,119.53373216761447
2022-08-11,119.31281890013659
2022-08-12,121.0496688986513
2022-08-15,122.33212121219775
2022-08-16,121.21638528435504
2022-08-17,123.18966402240783
2022-08-18,124.51383054711461
2022-08-19,124.10434590470759
2022-08-22,124.99181516153486
2022-08-23,125.28424018281623
2022-08-24,125.62577674388453
2022-08-25,125.0265830211977
2022-08-26,125.215369234278
2022-08-29,126.54289212920742
2022-08-30,126.68201679821668
2022-08-31,127.33644197814473
2022-09-01,128.4898756839767
2022-09-02,128.58529895324384
2022-09-05,128.99363807308728
2022-09-06,127.87269759707605
2022-09-07,126.65828290057256
2022-09-08,128.62074483342474
2022-09-09,127.78103588307982
2022-09-12,130.49103250679164
2022-09-13,131.65644054676395
2022-09-14,130.6986958354589
2022-09-15,128.96460299377475
2022-09-16,128.11962675405258
2022-09-19,127.68947346625274
2022-09-20,127.46689226514924
2022-09-21,126.74510183291115
2022-09-22,127.06421793865238
2022-09-23,125.4269820894223
2022-09-26,125.42829630927892
2022-09-27,126.95920089558038
2022-09-28,126.8126720054496
2022-09-29,127.9115611820344
2022-09-30,128.12621111955218
2022-10-03,130.21115931046674
2022-10-04,133.63236649339103
2022-10-05,135.57605939577792
2022-10-06,136.96362060643088
2022-10-07,137.05603178402407
2022-10-10,138.06901860788398
2022-10-11,136.05346509961197
2022-10-12,134.19818596992377
2022-10-13,136.12619227123778
2022-10-14,133.2878296110497
2022-10-17,135.38812504916382
2022-10-18,135.33253745506622
2022-10-19,136.0033449121276
2022-10-20,135.84486444562387
2022-10-21,134.05964533741638
2022-10-24,132.65145002519384
2022-10-25,130.71106111962555
2022-10-26,131.01380407054893
2022-10-27,132.07143352017783
2022-10-28,130.54774064919812
2022-10-31,130.96116236953415
2022-11-01,134.1295767736302
2022-11-02,135.0830413812927
2022-11-03,137.1568215645012
2022-11-04,135.6287378390912
2022-11-07,135.1734828555482
2022-11-08,134.41121117062298
2022-11-09,134.2558759282051
2022-11-10,133.21992834776304
2022-11-11,135.74823841939494
2022-11-14,138.9662475863233
2022-11-15,139.5570901651378
2022-11-16,138.90814092395163
2022-11-17,140.443272667853
2022-11-18,135.89803765929636
2022-11-21,137.30392079712547
2022-11-22,140.13509649853677
2022-11-23,139.4348107328665
2022-11-24,139.17438328752718
2022-11-25,139.38176438789012
2022-11-28,141.26728331478623
2022-11-29,139.05586329981008
2022-11-30,141.22508449855906
2022-12-01,140.95139261620997
2022-12-02,140.85804420962825
2022-12-05,138.2833237562313
2022-12-06,141.15598260048682
2022-12-07,138.57782455917578
2022-12-08,138.7462700555466
2022-12-09,141.01489299023822
2022-12-12,139.9492316256157
2022-12-13,139.0879296579418
2022-12-14,136.63855957291588
2022-12-15,137.76826406251828
2022-12-16,138.07484164725759
2022-12-19,138.1865931068131
2022-12-20,136.75888895368792
2022-12-21,135.05456737390318
2022-12-22,133.93044666999214
2022-12-23,133.9918991922621
2022-12-26,131.91286542847627
2022-12-27,130.57189992752748
2022-12-28,130.6805051078557
2022-12-29,131.26252633483838
2022-12-30,129.16100511679755
2023-01-02,129.81845962759047
2023-01-03,132.38369411790492
2023-01-04,133.40421519031773
2023-01-05,131.99537493800602
2023-01-06,132.59031739508055
2023-01-09,133.82553911438865
2023-01-10,132.9816764722831
2023-01-11,131.88478691529207
2023-01-12,131.42696165266165
2023-01-13,132.51304841085084
2023-01-16,133.20818546024486
2023-01-17,131.58252801125
2023-01-18,134.34478499340568
2023-01-19,134.73807266647748
2023-01-20,135.6645471914664
2023-01-23,136.5107188539731
2023-01-24,134.76609848841017
2023-01-25,134.42413607338045
2023-01-26,132.81921397270432
2023-01-27,132.49653335122736
2023-01-30,132.5518135337011
2023-01-31,131.04161602324697
2023-02-01,131.97423642996247
2023-02-02,131.58162018270403
2023-02-03,132.52726287071638
2023-02-06,129.9675585576944
2023-02-07,126.35266015482117
2023-02-08,128.23930993119947
2023-02-09,126.11879673602708
2023-02-10,127.00984320436567
2023-02-13,127.80445017493213
2023-02-14,127.62662229700408
2023-02-15,125.48979611741355
2023-02-16,123.75687587483677
2023-02-17,123.24804653301705
2023-02-20,123.43759075266775
2023-02-21,122.46550194676213
2023-02-22,121.60707081159774
2023-02-23,122.31527242222
2023-02-24,121.72680289858077
2023-02-27,123.29621845307805
2023-02-28,124.92189254899802
2023-03-01,125.89542779207724
2023-03-02,127.13168233075916
2023-03-03,130.5476768739582
2023-03-06,130.52093842311896
2023-03-07,130.25248194454372
2023-03-08,132.31749698053625
2023-03-09,132.1162754906639
2023-03-10,134.92722905142932
2023-03-13,133.82582566553828
2023-03-14,134.75563558916184
2023-03-15,133.3618326246117
2023-03-16,135.48683882434673
2023-03-17,137.15252587658654
2023-03-20,138.17371161107155
2023-03-21,138.54630416306568
2023-03-22,137.6439687408808
2023-03-23,138.25016250025107
2023-03-24,138.61432351429642
2023-03-27,141.18940165877257
2023-03-28,140.37909277451385
2023-03-29,140.4844399355347
2023-03-30,141.5636813602128
2023-03-31,142.636598222102
2023-04-03,142.86734708850463
2023-04-04,144.3635857144699
2023-04-05,143.93970075550376
2023-04-06,143.1701313055377
2023-04-07,143.3725947474531
2023-04-10,141.5997368911473
2023-04-11,140.33203773141668
2023-04-12,140.28588103960826
2023-04-13,140.35168785784032
2023-04-14,142.8981455050259
2023-04-17,145.23511728023107
2023-04-18,144.11040356059735
2023-04-19,145.7587741256305
2023-04-20,145.29345643236192
2023-04-21,143.0572097742851
2023-04-24,144.52840184247725
2023-04-25,143.8738412971986
2023-04-26,144.3939819328124
2023-04-27,143.82891433902398
2023-04-28,144.8264842565277
2023-05-01,145.2832113489288
2023-05-02,145.2294799069462
2023-05-03,146.7583757522324
2023-05-04,146.50870852825977
2023-05-05,147.8434421939754
2023-05-08,145.5312957653134
2023-05-09,146.72967039836269
2023-05-10,143.0787515113295
2023-05-11,141.77307033654637
2023-05-12,140.22097554559195
2023-05-15,139.98197517345622
2023-05-16,140.39629019527044
2023-05-17,141.8488850301987
2023-05-18,143.72116813441477
2023-05-19,142.3077015009317
2023-05-22,141.66623953454257
2023-05-23,142.94148832956404
2023-05-24,144.31808586978607
2023-05-25,145.4995451004221
2023-05-26,149.84127756641286
2023-05-29,149.24589297975265
2023-05-30,147.20014842687218
2023-05-31,147.04349004831897
2023-06-01,148.41954082032055
2023-06-02,150.74516508098347
2023-06-05,148.26373775134138
2023-06-06,150.0351382816275
2023-06-07,147.7032165407556
2023-06-08,149.49986096107168
2023-06-09,148.40321635974033
2023-06-12,149.95011123230645
2023-06-13,148.1383339749671
2023-06-14,149.67214864074643
2023-06-15,151.4179940142904
2023-06-16,150.76267312048014
2023-06-19,149.21703816725213
2023-06-20,151.64365619096597
2023-06-21,150.22980881981525
2023-06-22,149.1469771467329
2023-06-23,150.1692238283924
2023-06-26,152.83864805999198
2023-06-27,156.56911517612747
2023-06-28,156.03654599539155
2023-06-29,154.6702286205991
2023-06-30,153.57921370136253
2023-07-03,154.71521835824277
2023-07-04,155.04090365941184
2023-07-05,153.32068077980034
2023-07-06,152.62571536584085
2023-07-07,151.48621279870792
2023-07-10,151.53636724103177
2023-07-11,149.14810452233738
2023-07-12,148.89819558685895
2023-07-13,147.78774846641366
2023-07-14,146.9821434364868
2023-07-17,147.55330607337564
2023-07-18,146.03410412701882
2023-07-19,144.43188266156847
2023-07-20,145.9733138505999
2023-07-21,143.90492776557366
2023-07-24,144.72044159076202
2023-07-25,143.46087253781064
2023-07-26,143.57922566556493
2023-07-27,145.08413144988333
2023-07-28,146.35116353788823
2023-07-31,147.08678558510454
