Date,O
2020-07-24,210.77112619059668
2020-07-27,211.48930717566773
2020-07-28,210.36336335105022
2020-07-29,206.87345982468034
2020-07-30,202.1198489789054
2020-07-31,204.08327164629063
2020-08-03,202.585265892593
2020-08-04,204.3275744657484
2020-08-05,209.86329657678942
2020-08-06,212.1733758808433
2020-08-07,215.3033092863422
2020-08-10,218.6264296036369
2020-08-11,218.2357734283086
2020-08-12,221.44431126137206
2020-08-13,216.84013833489155
2020-08-14,221.70310727495286
2020-08-17,224.4241727719908
2020-08-18,227.58896375196792
2020-08-19,224.06270886012538
2020-08-20,224.93520204411206
2020-08-21,219.65349447776302
2020-08-24,219.72801895911337
2020-08-25,215.20434347060086
2020-08-26,213.61754867966994
2020-08-27,215.4234134265038
2020-08-28,215.41333364239097
2020-08-31,218.65763276112568
2020-09-01,215.81869301568528
2020-09-02,220.50389465402895
2020-09-03,219.90301961001444
2020-09-04,222.7806810286972
2020-09-07,226.3641190961334
2020-09-08,220.92577606242082
2020-09-09,221.01448553433247
2020-09-10,215.28487931631145
2020-09-11,216.04599463220728
2020-09-14,217.91190968639475
2020-09-15,220.71220038936787
2020-09-16,218.6097789661607
2020-09-17,218.8725179081176
2020-09-18,222.93098493281346
2020-09-21,220.48991194294368
2020-09-22,221.13322860592044
2020-09-23,219.3022527101271
2020-09-24,219.51008622611585
2020-09-25,219.45864565046344
2020-09-28,216.61009178294336
2020-09-29,220.34987168076174
2020-09-30,218.65533405908172
2020-10-01,217.09070747901237
2020-10-02,224.80484166031243
2020-10-05,223.85665140676858
2020-10-06,224.77391149018564
2020-10-07,228.97983060336054
2020-10-08,226.27921865423252
2020-10-09,223.74640157783975
2020-10-12,224.048295206566
2020-10-13,223.54594473747127
2020-10-14,224.96160412881548
2020-10-15,229.51597075893935
2020-10-16,226.24914418345645
2020-10-19,228.24448961378343
2020-10-20,231.45662486447017
2020-10-21,235.29105169812723
2020-10-22,234.52319747360957
2020-10-23,240.13391411676855
2020-10-26,236.50073148588365
2020-10-27,231.13012973611504
2020-10-28,232.58566077949894
2020-10-29,227.27497002702887
2020-10-30,230.84078599010238
2020-11-02,226.14692313734727
2020-11-03,226.39047164672797
2020-11-04,227.31870896207027
2020-11-05,227.32521870088138
2020-11-06,223.48342799152627
2020-11-09,225.31764180899626
2020-11-10,219.5107298078318
2020-11-11,219.67178559531806
2020-11-12,218.15443798345018
2020-11-13,216.8408010617615
2020-11-16,215.0714179150243
2020-11-17,215.16563741674415
2020-11-18,217.57534428976095
2020-11-19,218.9888467329797
2020-11-20,219.61016551339804
2020-11-23,218.2434240009413
2020-11-24,219.01447349646284
2020-11-25,218.35554139094972
2020-11-26,221.6794541656237
2020-11-27,217.97828718130694
2020-11-30,216.2481287608177
2020-12-01,214.47306473524029
2020-12-02,215.70997337671554
2020-12-03,217.85691429507867
2020-12-04,216.8377591374903
2020-12-07,217.0533877593925
2020-12-08,222.19206887970796
2020-12-09,224.23259198133783
2020-12-10,223.59756464667126
2020-12-11,219.0523418349386
2020-12-14,221.0477800298171
2020-12-15,217.9215671890993
2020-12-16,216.0765416012348
2020-12-17,219.88334095152692
2020-12-18,223.38642141439297
2020-12-21,222.7366002670503
2020-12-22,223.4386350459214
2020-12-23,224.17871510276598
2020-12-24,220.1613874406834
2020-12-25,216.7161207221633
2020-12-28,215.9732021886833
2020-12-29,214.13253146947147
2020-12-30,218.59892542248096
2020-12-31,215.47140832794196
2021-01-01,220.67920289732913
2021-01-04,218.40286079788936
2021-01-05,218.91185819339796
2021-01-06,213.84877864628888
2021-01-07,220.36009775475435
2021-01-08,218.12713409708857
2021-01-11,217.87853002525728
2021-01-12,220.8435409603371
2021-01-13,216.87118946252372
2021-01-14,214.27863329030885
2021-01-15,214.19896004778644
2021-01-18,220.40596716285893
2021-01-19,217.99599466307504
2021-01-20,220.87701376335477
2021-01-21,215.59838485338636
2021-01-22,216.19562177143
2021-01-25,213.1259455349031
2021-01-26,211.91751170229358
2021-01-27,213.02824408162044
2021-01-28,210.34336999965205
2021-01-29,207.29326631436416
2021-02-01,210.47733576664902
2021-02-02,212.49438325609245
2021-02-03,213.50404247060823
2021-02-04,212.92358315432472
2021-02-05,213.15220048752582
2021-02-08,210.3293202515056
2021-02-09,216.0887278344819
2021-02-10,216.76038253079125
2021-02-11,215.27140508731705
2021-02-12,209.32116074339154
2021-02-15,211.22044209911184
2021-02-16,210.49897946764236
2021-02-17,205.7360057482225
2021-02-18,207.87376897298563
2021-02-19,206.63412658050854
2021-02-22,209.19072368436312
2021-02-23,213.8518984462135
2021-02-24,216.84856940076935
2021-02-25,219.39088209536217
2021-02-26,220.1090450946796
2021-03-01,219.2316258962026
2021-03-02,216.96531214150093
2021-03-03,215.66041406471786
2021-03-04,216.89731570385584
2021-03-05,218.41184207171594
2021-03-08,216.45057948966368
2021-03-09,211.59840113313987
2021-03-10,214.04953070279075
2021-03-11,213.83639174545021
2021-03-12,212.51895134588986
2021-03-15,221.11918409876372
2021-03-16,226.53726051342738
2021-03-17,225.51820797557565
2021-03-18,221.6012390016911
2021-03-19,217.65768447914454
2021-03-22,209.6430716356479
2021-03-23,205.21735185746374
2021-03-24,204.64647571724376
2021-03-25,206.71451459867896
2021-03-26,213.3957097314367
2021-03-29,214.22631378631908
2021-03-30,217.53051915646662
2021-03-31,218.66617329712795
2021-04-01,220.1177006603895
2021-04-02,220.56224320654476
2021-04-05,219.42769175579534
2021-04-06,219.8045858573896
2021-04-07,216.89622136816718
2021-04-08,217.79580108668392
2021-04-09,214.3918334292234
2021-04-12,209.38976084279034
2021-04-13,217.77627115090357
2021-04-14,219.0187292160108
2021-04-15,218.13176682910475
2021-04-16,216.9735390906205
2021-04-19,215.7672670094269
2021-04-20,218.34710072208566
2021-04-21,215.6154123962331
2021-04-22,213.49270832361776
2021-04-23,215.506403910247
2021-04-26,218.89002051907295
2021-04-27,219.9486042059029
2021-04-28,219.58155655472765
2021-04-29,221.8542777655148
2021-04-30,222.79207525236188
2021-05-03,220.06088435405158
2021-05-04,220.1943365102591
2021-05-05,216.8559983879997
2021-05-06,217.440504755884
2021-05-07,218.2738618510093
2021-05-10,217.75915082546976
2021-05-11,220.62677481434338
2021-05-12,222.11161529288088
2021-05-13,222.97149943656984
2021-05-14,223.1357818060391
2021-05-17,224.77664828749533
2021-05-18,222.3519852268618
2021-05-19,223.0843588184279
2021-05-20,221.43721263304963
2021-05-21,222.048218714512
2021-05-24,221.5868474188113
2021-05-25,217.68572354239333
2021-05-26,218.5171019540521
2021-05-27,218.01405220086107
2021-05-28,212.8827220108847
2021-05-31,214.12496042174428
2021-06-01,213.44036842185042
2021-06-02,211.60508155993057
2021-06-03,216.45365590631326
2021-06-04,217.78130784248384
2021-06-07,213.45144036496112
2021-06-08,212.1177849364221
2021-06-09,210.99734327788553
2021-06-10,214.7032315494953
2021-06-11,213.29964100105389
2021-06-14,217.47211981994062
2021-06-15,216.72165574400282
2021-06-16,217.95354422762412
2021-06-17,218.32968879966754
2021-06-18,219.56448933294573
2021-06-21,217.81922004216068
2021-06-22,215.57945559584468
2021-06-23,214.2570384178961
2021-06-24,214.38355951683576
2021-06-25,216.84821314601487
2021-06-28,219.90329349348806
2021-06-29,220.3268733006794
2021-06-30,217.2930300645364
2021-07-01,215.23829527266648
2021-07-02,214.3780180807354
2021-07-05,215.08596323855738
2021-07-06,210.6525984132239
2021-07-07,211.86379006017947
2021-07-08,216.32917016091616
2021-07-09,219.73298938742042
2021-07-12,221.8911376717349
2021-07-13,223.86110888331294
2021-07-14,225.6461780276715
2021-07-15,218.74118604851594
2021-07-16,217.14762315631032
2021-07-19,213.59271944247513
2021-07-20,210.12162637024517
2021-07-21,207.76932597187172
2021-07-22,206.23782870528922
2021-07-23,206.76475750575509
2021-07-26,202.49370866885897
2021-07-27,201.5776428120598
2021-07-28,202.29978802772655
2021-07-29,203.82400067548602
2021-07-30,206.77260509498097
2021-08-02,201.82394934218178
2021-08-03,205.48889685104695
2021-08-04,201.00712476656284
2021-08-05,198.4429054076836
2021-08-06,197.69024275580423
2021-08-09,195.8861774819566
2021-08-10,195.1673255290328
2021-08-11,192.82323432022278
2021-08-12,189.50459172802155
2021-08-13,188.96384360250477
2021-08-16,190.06727110875042
2021-08-17,188.4510337704766
2021-08-18,190.00994468331942
2021-08-19,187.44719694139576
2021-08-20,194.98171835913897
2021-08-23,191.97169791695984
2021-08-24,192.41613529858662
2021-08-25,193.8314143816601
2021-08-26,191.26671774941065
2021-08-27,190.39035528087192
2021-08-30,186.7408920154513
2021-08-31,187.4940948025918
2021-09-01,186.73250172854668
2021-09-02,187.02925631441514
2021-09-03,180.60145247818423
2021-09-06,183.11608183087867
2021-09-07,181.23289020624748
2021-09-08,182.62631052056778
2021-09-09,184.77699042389617
2021-09-10,185.36010290673556
2021-09-13,185.16425634123718
2021-09-14,180.6124805994439
2021-09-15,177.9415366233243
2021-09-16,182.28304352284218
2021-09-17,180.76266745907427
2021-09-20,176.28976018018773
2021-09-21,176.95503698665624
2021-09-22,174.48902611589122
2021-09-23,172.65606681855806
2021-09-24,170.7411122069363
2021-09-27,165.2541417840357
2021-09-28,165.82432991352002
2021-09-29,164.25651051627685
2021-09-30,162.18634511916417
2021-10-01,160.07889842990997
2021-10-04,158.31737121126426
2021-10-05,156.37257265590173
2021-10-06,156.27850602109953
2021-10-07,155.98429991379678
2021-10-08,153.66633515298776
2021-10-11,153.6992700670041
2021-10-12,151.59302412955805
2021-10-13,148.1586700662804
2021-10-14,145.86583577928207
2021-10-15,144.23028865856088
2021-10-18,142.56965514068924
2021-10-19,144.2149401859787
2021-10-20,143.69205089177945
2021-10-21,141.26865914160604
2021-10-22,140.68232058653115
2021-10-25,142.70027042867312
2021-10-26,140.37586505975088
2021-10-27,140.80664603599368
2021-10-28,139.16157175904632
2021-10-29,138.50826110325298
2021-11-01,134.02579123521937
2021-11-02,135.6029172902866
2021-11-03,137.86153851661047
2021-11-04,134.4353148865656
2021-11-05,134.26170196500863
2021-11-08,134.96747506730983
2021-11-09,132.3301604294847
2021-11-10,132.54538090158164
2021-11-11,131.52277723301015
2021-11-12,132.48867405048537
2021-11-15,134.99853128943326
2021-11-16,135.4684445275272
2021-11-17,137.99749717837196
2021-11-18,137.28188429208612
2021-11-19,137.9996383084033
2021-11-22,136.11052412536532
2021-11-23,137.64231564748633
2021-11-24,133.67558001874616
2021-11-25,132.4257571644066
2021-11-26,132.2051433132394
2021-11-29,132.20072095648106
2021-11-30,131.02937060895607
2021-12-01,131.37610830536156
2021-12-02,133.29326998542393
2021-12-03,134.68859983832743
2021-12-06,134.4718502523192
2021-12-07,135.93393068683443
2021-12-08,137.56197655117126
2021-12-09,137.9213755311885
2021-12-10,137.82605385379702
2021-12-13,140.43903892165204
2021-12-14,139.83033780819818
2021-12-15,141.43216129034008
2021-12-16,143.37392071392745
2021-12-17,140.38929583676313
2021-12-20,141.922695671784
2021-12-21,139.23922029363374
2021-12-22,139.39105215136343
2021-12-23,139.6622931971415
2021-12-24,142.02469742784555
2021-12-27,139.75781064839595
2021-12-28,137.8935130080623
2021-12-29,136.40744523833726
2021-12-30,138.33938067772414
2021-12-31,137.5843389801921
2022-01-03,136.8135848514456
2022-01-04,137.3499472911464
2022-01-05,137.66374437425446
2022-01-06,137.2288395832697
2022-01-07,136.3747947796248
2022-01-10,136.69776447316997
2022-01-11,135.73842983363977
2022-01-12,136.25969877188075
2022-01-13,132.59834121319656
2022-01-14,133.05851405256084
2022-01-17,133.5189291344579
2022-01-18,130.90641569281468
2022-01-19,130.3905554507742
2022-01-20,127.40701284211409
2022-01-21,127.01195971708324
2022-01-24,123.85538911801936
2022-01-25,125.99472196648124
2022-01-26,127.83455550848564
2022-01-27,125.835782951227
2022-01-28,127.22989203010533
2022-01-31,126.55170084672729
2022-02-01,124.85549139223585
2022-02-02,123.67169064206989
2022-02-03,124.63674583225813
2022-02-04,125.57971882505784
2022-02-07,125.06882498042694
2022-02-08,125.23917525672186
2022-02-09,128.70884821460965
2022-02-10,127.10779114418094
2022-02-11,128.49170993207377
2022-02-14,129.04056068158093
2022-02-15,128.4428795417835
2022-02-16,130.35849550476422
2022-02-17,130.93277373204404
2022-02-18,134.66172010526068
2022-02-21,134.33914195206611
2022-02-22,132.50235066966457
2022-02-23,128.87555985946443
2022-02-24,129.74298762365265
2022-02-25,129.59848980938048
2022-02-28,132.01795254482983
2022-03-01,132.4600325637125
2022-03-02,131.59053244508624
2022-03-03,130.94290310852602
2022-03-04,132.46257193980915
2022-03-07,133.75470759155195
2022-03-08,132.53536769882143
2022-03-09,133.9060866280833
2022-03-10,130.29696349451027
2022-03-11,129.53947332039098
2022-03-14,129.97062526090053
2022-03-15,131.13748348580194
2022-03-16,132.22092123119927
2022-03-17,133.80296257662093
2022-03-18,135.53051253089026
2022-03-21,136.23621119239755
2022-03-22,136.91863375290532
2022-03-23,134.1674415952593
2022-03-24,137.38222087652437
2022-03-25,136.16828576559735
2022-03-28,139.79149447881133
2022-03-29,143.95315569309915
2022-03-30,144.10336741442714
2022-03-31,144.7456335977464
2022-04-01,144.4873102162348
2022-04-04,141.92712654047418
2022-04-05,142.53603246377654
2022-04-06,142.18335577956228
2022-04-07,142.86381798288176
2022-04-08,143.05046977137445
2022-04-11,141.80889821659497
2022-04-12,143.6489472616247
2022-04-13,143.7495545048046
2022-04-14,142.13850089086606
2022-04-15,143.3516596907091
2022-04-18,140.52500605418476
2022-04-19,140.1072342979275
2022-04-20,138.40783779886252
2022-04-21,141.10640922003205
2022-04-22,142.40897651142933
2022-04-25,144.44916917743194
2022-04-26,145.64225595719546
2022-04-27,143.80649280350562
2022-04-28,142.06037516012992
2022-04-29,143.7589625466659
2022-05-02,145.6218481998578
2022-05-03,146.64034774012305
2022-05-04,145.8897101035144
2022-05-05,145.0320373107404
2022-05-06,149.93904322469984
2022-05-09,149.7600147717883
2022-05-10,148.01212853878948
2022-05-11,146.91394733098443
2022-05-12,146.62528092094797
2022-05-13,147.68980390712503
2022-05-16,147.3561465463641
2022-05-17,151.23539526359147
2022-05-18,150.16284604518123
2022-05-19,149.20013217595263
2022-05-20,154.76863140558146
2022-05-23,153.73367843482643
2022-05-24,155.7398858342843
2022-05-25,157.49162896805652
2022-05-26,155.53049724088712
2022-05-27,157.2551165618428
2022-05-30,158.76221333186794
2022-05-31,160.04294196345444
2022-06-01,162.1094724527816
2022-06-02,164.6300928685387
2022-06-03,166.1004640836305
2022-06-06,167.30592689319914
2022-06-07,161.92549463270248
2022-06-08,160.94432262650255
2022-06-09,161.9782225319747
2022-06-10,160.8789330178218
2022-06-13,162.24624198292358
2022-06-14,163.43019479404276
2022-06-15,163.05664397674005
2022-06-16,162.07220770285448
2022-06-17,165.60369027098128
2022-06-20,161.16480196654055
2022-06-21,161.75763572751555
2022-06-22,162.5863247169023
2022-06-23,161.7034315689633
2022-06-24,163.44693044289352
2022-06-27,164.0860495835828
2022-06-28,161.12515029598148
2022-06-29,161.54927921286534
2022-06-30,160.28080200448832
2022-07-01,157.8918763041085
2022-07-04,156.88259459381987
2022-07-05,158.04788363647782
2022-07-06,157.16890217296734
2022-07-07,153.49330072246048
2022-07-08,154.9996168808147
2022-07-11,151.88061864431907
2022-07-12,152.66656468348384
2022-07-13,150.18905390311033
2022-07-14,149.61540612280427
2022-07-15,149.79157071604308
2022-07-18,148.69122640032185
2022-07-19,148.0253421931926
2022-07-20,147.34210134018468
2022-07-21,152.54732800101243
2022-07-22,152.17646702601925
2022-07-25,147.9829380473112
2022-07-26,148.51880862231482
2022-07-27,147.04802138781992
2022-07-28,144.9933202803632
2022-07-29,142.5878640015903
2022-08-01,141.90286799841917
2022-08-02,142.29897661870723
2022-08-03,139.87005272452257
2022-08-04,138.42481140757423
2022-08-05,140.24051070098076
2022-08-08,137.80253436753085
2022-08-09,137.14945789490508
2022-08-10,138.5348171503378
2022-08-11,137.44849475036688
2022-08-12,139.72742324746912
2022-08-15,138.970712140093
2022-08-16,138.52528537936362
2022-08-17,139.53658563781494
2022-08-18,141.17719241108185
2022-08-19,139.47281735469943
2022-08-22,141.55064410430043
2022-08-23,141.20895911781648
2022-08-24,142.37156332879167
2022-08-25,142.92061259821753
2022-08-26,147.23636655016503
2022-08-29,149.90385888092382
2022-08-30,148.82947341089
2022-08-31,149.98759522745164
2022-09-01,152.57679594930363
2022-09-02,148.44979880285243
2022-09-05,148.4467715856692
2022-09-06,145.1342366175139
2022-09-07,145.7940075513643
2022-09-08,147.0195292754431
2022-09-09,144.63901358659385
2022-09-12,142.16725655312914
2022-09-13,142.35756588271008
2022-09-14,141.70029944223958
2022-09-15,143.89336772357788
2022-09-16,143.28345660654722
2022-09-19,143.00248617640497
2022-09-20,143.62260263339806
2022-09-21,143.45114792434893
2022-09-22,141.32819585392235
2022-09-23,138.52529508784173
2022-09-26,139.75244767118346
2022-09-27,138.50773345880995
2022-09-28,135.59533640334206
2022-09-29,132.54494537513852
2022-09-30,134.31034153188926
2022-10-03,134.49518438034895
2022-10-04,134.7012824505396
2022-10-05,136.88107526878795
2022-10-06,134.85173467945083
2022-10-07,131.58948148469972
2022-10-10,128.8834394334662
2022-10-11,128.2255895224457
2022-10-12,128.39021218043578
2022-10-13,128.17830087762138
2022-10-14,125.96680804908729
2022-10-17,130.67042552754694
2022-10-18,127.97405941147746
2022-10-19,126.58853733195666
2022-10-20,126.30562650911399
2022-10-21,128.4236616785993
2022-10-24,133.3672087885534
2022-10-25,132.01566725758587
2022-10-26,131.26224381781768
2022-10-27,130.05216569239877
2022-10-28,128.82799550377456
2022-10-31,129.26825163615436
2022-11-01,127.43369022685171
2022-11-02,130.23873394534263
2022-11-03,130.6330662590106
2022-11-04,130.6894948336018
2022-11-07,131.68281255752152
2022-11-08,134.07092300572518
2022-11-09,133.5093577209134
2022-11-10,135.0451844749949
2022-11-11,133.44848016099834
2022-11-14,133.44970373842207
2022-11-15,134.18446786183
2022-11-16,135.90015923713287
2022-11-17,135.66886046641804
2022-11-18,138.05224690165508
2022-11-21,139.42474395227862
2022-11-22,135.48380256687997
2022-11-23,133.67764618870552
2022-11-24,136.14577862865247
2022-11-25,139.67967101439868
2022-11-28,142.76878846916043
2022-11-29,142.95111772031495
2022-11-30,143.05490248005648
2022-12-01,144.89518813767674
2022-12-02,144.3747518337317
2022-12-05,144.87726348542034
2022-12-06,147.07419619998768
2022-12-07,149.00502442017896
2022-12-08,146.75698500692346
2022-12-09,144.63212945016164
2022-12-12,143.96414135360197
2022-12-13,143.33166321632368
2022-12-14,141.75237693100487
2022-12-15,142.2585430206946
2022-12-16,143.25389838075694
2022-12-19,144.39780530568532
2022-12-20,143.0973163454437
2022-12-21,143.45717366739623
2022-12-22,143.3119596595446
2022-12-23,141.48272874182746
2022-12-26,142.26319310463447
2022-12-27,142.3976621507189
2022-12-28,142.44552728521128
2022-12-29,140.3532789605724
2022-12-30,138.25598880503793
2023-01-02,137.656642882989
2023-01-03,137.4946052028364
2023-01-04,138.28666222956574
2023-01-05,137.15227015561368
2023-01-06,138.79710332007113
2023-01-09,137.95902282306827
2023-01-10,136.30154211763886
2023-01-11,135.06314200813927
2023-01-12,138.23974009003703
2023-01-13,136.54411573737136
2023-01-16,139.17739880496637
2023-01-17,139.1430227493779
2023-01-18,139.9948676855751
2023-01-19,143.5829432209826
2023-01-20,144.5317535765502
2023-01-23,145.84053792959764
2023-01-24,147.34598432265267
2023-01-25,148.6772900880974
2023-01-26,147.55101884127987
2023-01-27,141.67150976419435
2023-01-30,142.27934828607832
2023-01-31,142.41366912346825
2023-02-01,142.18652740918492
2023-02-02,144.990714169863
2023-02-03,145.85953643577218
2023-02-06,144.87299139493578
2023-02-07,145.28361136649613
2023-02-08,146.40916901545836
2023-02-09,144.0370266347815
2023-02-10,144.19678149203182
2023-02-13,141.50361080750528
2023-02-14,141.3299461121712
2023-02-15,141.37928429928638
2023-02-16,139.4453448327924
2023-02-17,139.45525927575648
2023-02-20,136.83385822572225
2023-02-21,136.69199222293247
2023-02-22,135.89877261922152
2023-02-23,138.17730586998684
2023-02-24,137.07290180099173
2023-02-27,138.27605462062877
2023-02-28,138.205559443853
2023-03-01,137.00374588329095
2023-03-02,139.0074793641942
2023-03-03,137.32336776371687
2023-03-06,139.80791592556818
2023-03-07,142.5297047690536
2023-03-08,144.07240096296883
2023-03-09,144.72485825436456
2023-03-10,145.6668383584896
2023-03-13,144.49351134773406
2023-03-14,143.59821189173007
2023-03-15,145.97224997074437
2023-03-16,142.98342169515604
2023-03-17,145.66727387579004
2023-03-20,144.38965533356458
2023-03-21,146.96445090175266
2023-03-22,147.07463363646076
2023-03-23,145.9891307506334
2023-03-24,144.89913988114964
2023-03-27,143.47464316373419
2023-03-28,144.50608339378624
2023-03-29,139.79165943095413
2023-03-30,137.2729041620208
2023-03-31,138.22207966622014
2023-04-03,137.78648752276203
2023-04-04,137.48738750167195
2023-04-05,135.10241835985684
2023-04-06,134.98401865503766
2023-04-07,137.85620116705783
2023-04-10,135.22634489116555
2023-04-11,135.43321153327182
2023-04-12,137.18585598736098
2023-04-13,137.33078107297627
2023-04-14,137.5988128018807
2023-04-17,136.834374136777
2023-04-18,137.5942896327694
2023-04-19,135.4649249207395
2023-04-20,134.60258567375982
2023-04-21,135.74407158884566
2023-04-24,137.28974095487695
2023-04-25,136.41543888051584
2023-04-26,136.74305437064191
2023-04-27,136.69039792209506
2023-04-28,137.28141701111426
2023-05-01,135.7705266579104
2023-05-02,136.59765899726128
2023-05-03,135.3699870481922
2023-05-04,135.76148292086484
2023-05-05,135.21964380629248
2023-05-08,135.28442918235456
2023-05-09,135.40994007614572
2023-05-10,136.8132001494312
2023-05-11,134.7493556171012
2023-05-12,136.0062863189851
2023-05-15,135.97000741564526
2023-05-16,135.44365032308386
2023-05-17,136.04275280602388
2023-05-18,136.84151306521025
2023-05-19,134.5206883581272
2023-05-22,133.67626029159482
2023-05-23,137.26850969425112
2023-05-24,138.47321299602325
2023-05-25,137.04826133007774
2023-05-26,138.49374559662238
2023-05-29,141.51666503268265
2023-05-30,142.49668174991578
2023-05-31,141.6864960854533
2023-06-01,140.41850500568316
2023-06-02,140.17543941891296
2023-06-05,140.9361557519372
2023-06-06,140.59355147028677
2023-06-07,141.1041393727188
2023-06-08,143.04948501334894
2023-06-09,141.02954160482665
2023-06-12,143.3091787199611
2023-06-13,140.27336254809873
2023-06-14,142.07217941439552
2023-06-15,142.56570203596968
2023-06-16,143.47965857496192
2023-06-19,140.29115024773435
2023-06-20,138.68334777128686
2023-06-21,139.04931157252884
2023-06-22,138.9913664054245
2023-06-23,140.5120828926304
2023-06-26,142.45467270563896
2023-06-27,142.5221911394392
2023-06-28,140.75512081934477
2023-06-29,143.16781208522588
2023-06-30,142.43007985824082
2023-07-03,135.4688960557754
2023-07-04,136.21398520792627
2023-07-05,133.71739091264527
2023-07-06,132.3409256901097
2023-07-07,131.3554743434737
2023-07-10,132.72296848858625
2023-07-11,131.74343139147737
2023-07-12,131.83860799342165
2023-07-13,131.4255513952901
2023-07-14,131.9616364512763
2023-07-17,130.97823036811968
2023-07-18,133.4913457044047
2023-07-19,134.0678818025119
2023-07-20,137.0985047835055
2023-07-21,138.19004113900888
2023-07-24,139.4531347283495
2023-07-25,140.54879695552552
2023-07-26,142.11719347638683
2023-07-27,145.60446307572377
2023-07-28,145.1886725310331
