Date,MDT
2020-06-08,484.08152342270694
2020-06-09,478.59855604857063
2020-06-10,472.1661973591766
2020-06-11,471.01549155261716
2020-06-12,467.79846342503095
2020-06-15,470.3666753678354
2020-06-16,471.84075938884916
2020-06-17,479.1647890848697
2020-06-18,473.88523899301293
2020-06-19,470.03987955077366
2020-06-22,461.64938912164325
2020-06-23,465.06406466464847
2020-06-24,465.72482836155353
2020-06-25,458.87295112917525
2020-06-26,452.58149700879943
2020-06-29,456.05102484716525
2020-06-30,462.7766717871439
2020-07-01,464.3524872461068
2020-07-02,459.04126847514794
2020-07-03,456.0330273407697
2020-07-06,453.0586349297921
2020-07-07,452.024050876962
2020-07-08,468.25332722951464
2020-07-09,462.4195000771353
2020-07-10,478.83054331622054
2020-07-13,465.8104451778863
2020-07-14,474.32235995147573
2020-07-15,481.7516645749352
2020-07-16,492.230721530611
2020-07-17,505.65459167976087
2020-07-20,511.28075940711824
2020-07-21,524.7586322554586
2020-07-22,539.0676644009957
2020-07-23,531.3982199017806
2020-07-24,528.1792037374723
2020-07-27,532.4052580641588
2020-07-28,544.7194546447524
2020-07-29,544.997690541603
2020-07-30,542.4188045121967
2020-07-31,541.2087833255578
2020-08-03,546.9183874223381
2020-08-04,542.8578151113802
2020-08-05,539.1467134330596
2020-08-06,537.5084908794283
2020-08-07,551.1459177000131
2020-08-10,556.4759026253024
2020-08-11,541.9504831540105
2020-08-12,546.4649263361488
2020-08-13,526.7762209877203
2020-08-14,528.743237337608
2020-08-17,518.6344203512485
2020-08-18,526.637635623536
2020-08-19,521.6093084401696
2020-08-20,534.5925764544529
2020-08-21,524.4860816242762
2020-08-24,519.1279208778662
2020-08-25,523.6870388382632
2020-08-26,526.5462248749709
2020-08-27,520.7690750776889
2020-08-28,523.3435833395162
2020-08-31,508.78481732469356
2020-09-01,503.4958667173917
2020-09-02,500.61552078832904
2020-09-03,498.63990921887256
2020-09-04,517.6268750821112
2020-09-07,530.1341838347486
2020-09-08,524.917245590752
2020-09-09,528.3837856323953
2020-09-10,533.5040735360722
2020-09-11,556.4168050668274
2020-09-14,550.9264392253572
2020-09-15,554.1030535841667
2020-09-16,546.8226090650646
2020-09-17,550.1120088145578
2020-09-18,566.1926695096136
2020-09-21,568.9226003216131
2020-09-22,582.7641431281809
2020-09-23,577.7852709480833
2020-09-24,582.9925787304917
2020-09-25,574.5338685483017
2020-09-28,572.3307089032717
2020-09-29,576.6994551348268
2020-09-30,563.1097970490882
2020-10-01,563.458615118536
2020-10-02,557.4527317644283
2020-10-05,558.1057421179559
2020-10-06,564.9656143361693
2020-10-07,562.9982482299113
2020-10-08,552.1348425503616
2020-10-09,549.9929576580273
2020-10-12,562.4230860975057
2020-10-13,574.3022435506123
2020-10-14,564.357405236424
2020-10-15,571.6542670798367
2020-10-16,572.2360062601765
2020-10-19,570.5642670813947
2020-10-20,571.9329457158747
2020-10-21,561.3257508737465
2020-10-22,560.4846195930993
2020-10-23,557.5198161425279
2020-10-26,547.6927630913377
2020-10-27,528.8239026318321
2020-10-28,535.0518418067286
2020-10-29,529.5623259973698
2020-10-30,533.8415008596859
2020-11-02,538.2944523080918
2020-11-03,537.2784483988648
2020-11-04,537.9156164808126
2020-11-05,526.8930189017378
2020-11-06,531.5944554340836
2020-11-09,517.4141589528955
2020-11-10,526.8816202154354
2020-11-11,523.8298204817801
2020-11-12,532.3881312881755
2020-11-13,542.5348290225439
2020-11-16,539.0228923492665
2020-11-17,547.8011316216458
2020-11-18,550.0479680837639
2020-11-19,528.9776388213947
2020-11-20,542.7659232036431
2020-11-23,537.540592194812
2020-11-24,548.9904424382976
2020-11-25,538.4194310783291
2020-11-26,525.2633097038096
2020-11-27,530.6885873011945
2020-11-30,524.7215692999692
2020-12-01,525.790588285357
2020-12-02,520.1976208214417
2020-12-03,515.9684274162524
2020-12-04,509.01565156871374
2020-12-07,514.3601029930345
2020-12-08,518.3529674453856
2020-12-09,503.01913817691377
2020-12-10,495.8118631911566
2020-12-11,488.4328036875856
2020-12-14,485.5819767090781
2020-12-15,478.7085347303462
2020-12-16,466.94284301807994
2020-12-17,466.3045253810075
2020-12-18,463.31039615196704
2020-12-21,465.7322714794828
2020-12-22,464.4576510299821
2020-12-23,462.96068550820905
2020-12-24,467.1407293343431
2020-12-25,455.1408213663684
2020-12-28,460.57911183432765
2020-12-29,468.2590372702957
2020-12-30,468.7014540603277
2020-12-31,464.43219233429505
2021-01-01,467.67642663753367
2021-01-04,469.29560252755044
2021-01-05,471.2374275496486
2021-01-06,453.55687674815937
2021-01-07,443.68666439077475
2021-01-08,442.44741134488675
2021-01-11,430.0937919374315
2021-01-12,429.92959852397166
2021-01-13,427.4801606799909
2021-01-14,412.9939523615997
2021-01-15,416.44855728743437
2021-01-18,401.5083014611044
2021-01-19,398.95863100855894
2021-01-20,414.81682094462343
2021-01-21,419.09048815939633
2021-01-22,429.50111504869454
2021-01-25,429.1557401414668
2021-01-26,429.2177668288548
2021-01-27,436.0030013782417
2021-01-28,442.30100158745734
2021-01-29,445.32561295243846
2021-02-01,442.657306557562
2021-02-02,446.4303403579987
2021-02-03,435.526762812246
2021-02-04,434.185042403639
2021-02-05,424.81650853351016
2021-02-08,434.34601313252404
2021-02-09,435.22872606454155
2021-02-10,428.7463646195444
2021-02-11,424.14951066078277
2021-02-12,423.0560335918582
2021-02-15,417.737330148172
2021-02-16,431.1250758155778
2021-02-17,427.329812427082
2021-02-18,425.70982850958865
2021-02-19,421.4298524115846
2021-02-22,411.57590850597836
2021-02-23,416.1836377511927
2021-02-24,412.99546098655105
2021-02-25,409.93814977199736
2021-02-26,417.70849580486816
2021-03-01,424.0148587161241
2021-03-02,428.70291823663774
2021-03-03,423.55868515765536
2021-03-04,429.36420640836445
2021-03-05,431.945980933439
2021-03-08,421.5468906878157
2021-03-09,419.52583467100584
2021-03-10,430.9981768910714
2021-03-11,430.44087432745783
2021-03-12,420.11382771068577
2021-03-15,427.3243027221406
2021-03-16,434.5062302804718
2021-03-17,433.60401838309105
2021-03-18,440.5601579190168
2021-03-19,431.62777668024773
2021-03-22,433.4965380782743
2021-03-23,434.08344060044743
2021-03-24,435.46803812643157
2021-03-25,432.9696445069877
2021-03-26,422.27418250970817
2021-03-29,416.27331006572655
2021-03-30,415.0562593344509
2021-03-31,415.11398076508607
2021-04-01,408.429427034703
2021-04-02,410.7503955732039
2021-04-05,407.6382263727809
2021-04-06,406.4585954307912
2021-04-07,407.72997651007205
2021-04-08,402.44025897598567
2021-04-09,411.04717322363916
2021-04-12,408.1793775867568
2021-04-13,414.05934681940363
2021-04-14,413.8387540261643
2021-04-15,412.14857638148584
2021-04-16,411.8746410922793
2021-04-19,417.17330972679474
2021-04-20,411.43169487946466
2021-04-21,412.958252556826
2021-04-22,423.01208087182374
2021-04-23,419.1929593954332
2021-04-26,436.24631528868883
2021-04-27,433.278484548141
2021-04-28,435.37216720465835
2021-04-29,425.15274428736717
2021-04-30,426.57303836354725
2021-05-03,433.6993096863671
2021-05-04,445.6840462455166
2021-05-05,436.50092487911655
2021-05-06,432.4326465021225
2021-05-07,429.09619215524094
2021-05-10,417.4960612230226
2021-05-11,419.7670266405415
2021-05-12,428.66519657976716
2021-05-13,423.61638313913403
2021-05-14,425.2167830048573
2021-05-17,433.86766994060594
2021-05-18,431.7371307003407
2021-05-19,429.0960171026307
2021-05-20,424.63339799374876
2021-05-21,419.5432832692645
2021-05-24,406.6109090373396
2021-05-25,413.8717234351164
2021-05-26,418.0260851733577
2021-05-27,415.4469245819745
2021-05-28,413.4784890101274
2021-05-31,411.4090105392502
2021-06-01,407.4755554630329
2021-06-02,410.1683881827977
2021-06-03,398.515141762233
2021-06-04,394.8067180158031
2021-06-07,386.93268744891225
2021-06-08,383.50551746414976
2021-06-09,387.72472584102155
2021-06-10,395.2715732492664
2021-06-11,402.51919204810076
2021-06-14,401.20820888464385
2021-06-15,387.5975387079139
2021-06-16,390.9832195081854
2021-06-17,395.3361262517634
2021-06-18,392.05664476983935
2021-06-21,397.9403381364517
2021-06-22,399.85395785024167
2021-06-23,396.70145948614595
2021-06-24,404.4167753781744
2021-06-25,408.4451455007245
2021-06-28,411.2206828751423
2021-06-29,413.63231571489393
2021-06-30,409.13694713271417
2021-07-01,406.1633680607844
2021-07-02,403.7884623557521
2021-07-05,407.62940270960496
2021-07-06,409.61186702733124
2021-07-07,406.7936736781452
2021-07-08,408.9219280297612
2021-07-09,413.3844146307494
2021-07-12,411.80811082293354
2021-07-13,401.64726326511305
2021-07-14,396.52997171541534
2021-07-15,401.4656926463656
2021-07-16,391.0008574444439
2021-07-19,382.23289844751633
2021-07-20,395.23757500059963
2021-07-21,398.50670950640966
2021-07-22,391.33972583916466
2021-07-23,400.1169704612417
2021-07-26,395.7494707995073
2021-07-27,388.8022963842446
2021-07-28,382.1237944009606
2021-07-29,387.5027372427548
2021-07-30,383.4171691142518
2021-08-02,382.87541847868306
2021-08-03,380.63952447143896
2021-08-04,379.0189850866264
2021-08-05,388.1493783799539
2021-08-06,386.50704243920035
2021-08-09,380.78323930911586
2021-08-10,375.97582710245985
2021-08-11,369.01020034149616
2021-08-12,375.4560247644449
2021-08-13,374.2171343421677
2021-08-16,375.02346117724414
2021-08-17,382.6343209002043
2021-08-18,382.17434113883706
2021-08-19,384.66940608308715
2021-08-20,384.9690080533222
2021-08-23,382.77372573863636
2021-08-24,384.2014576219303
2021-08-25,388.3812101636951
2021-08-26,398.90218822620136
2021-08-27,394.48780843910345
2021-08-30,392.5961741128203
2021-08-31,398.6717560189216
2021-09-01,392.3536070470776
2021-09-02,391.85528623561254
2021-09-03,387.18791291169975
2021-09-06,381.63145953109256
2021-09-07,385.6536845941295
2021-09-08,384.3601348813585
2021-09-09,374.8818426718584
2021-09-10,381.9334275199453
2021-09-13,391.38665877914383
2021-09-14,381.4837434315797
2021-09-15,388.8145907873062
2021-09-16,384.2050350603414
2021-09-17,385.23217744708717
2021-09-20,383.5078925023334
2021-09-21,378.7545573972827
2021-09-22,381.79447825883784
2021-09-23,375.0733097096005
2021-09-24,383.36897868420897
2021-09-27,384.07396020893526
2021-09-28,389.6870073783983
2021-09-29,402.95024044635164
2021-09-30,410.3148985073579
2021-10-01,406.126602768027
2021-10-04,409.20977130697366
2021-10-05,414.1019827466403
2021-10-06,410.82467735213766
2021-10-07,414.3623685422641
2021-10-08,408.4546937475393
2021-10-11,397.1513670159332
2021-10-12,385.9793943094222
2021-10-13,394.3391025946999
2021-10-14,393.72106745533057
2021-10-15,390.6845137095487
2021-10-18,385.33387950954943
2021-10-19,389.5118960946503
2021-10-20,387.79687315567384
2021-10-21,393.1668402423059
2021-10-22,388.70743851999777
2021-10-25,387.1188767541925
2021-10-26,384.252919253741
2021-10-27,380.7168364155378
2021-10-28,394.16424266140615
2021-10-29,390.62489034183136
2021-11-01,384.67863199643114
2021-11-02,389.9721458728454
2021-11-03,386.8515965200353
2021-11-04,393.7074773394457
2021-11-05,382.470714957247
2021-11-08,381.1268509345191
2021-11-09,374.63358237510806
2021-11-10,372.9353682194398
2021-11-11,378.3010840333839
2021-11-12,384.43714552008834
2021-11-15,396.22962246018506
2021-11-16,385.1704307014195
2021-11-17,379.8931012494953
2021-11-18,372.73965989868276
2021-11-19,373.5614281968125
2021-11-22,367.5156866796987
2021-11-23,370.3639757065781
2021-11-24,376.7640509294172
2021-11-25,383.4180561779563
2021-11-26,387.7261513161881
2021-11-29,386.45791689008377
2021-11-30,380.6990255180255
2021-12-01,381.0718682135843
2021-12-02,375.7280774131666
2021-12-03,374.29138071103915
2021-12-06,369.9997295321395
2021-12-07,371.93820628401903
2021-12-08,369.6835088337768
2021-12-09,364.5354879952308
2021-12-10,367.8494421336881
2021-12-13,363.66469810365925
2021-12-14,371.242882111971
2021-12-15,374.24999173313245
2021-12-16,373.1167410056855
2021-12-17,375.6298258429946
2021-12-20,369.7443444189429
2021-12-21,374.9918976206451
2021-12-22,377.23687181728116
2021-12-23,370.54547072638184
2021-12-24,375.2973915993518
2021-12-27,359.97183422883205
2021-12-28,355.9901147065024
2021-12-29,356.69950592057614
2021-12-30,363.9412527995293
2021-12-31,363.5539521739672
2022-01-03,361.45005446878935
2022-01-04,376.1694119552605
2022-01-05,380.3863992891319
2022-01-06,382.09561082138316
2022-01-07,384.44370980638325
2022-01-10,386.6466635672219
2022-01-11,392.5494989441049
2022-01-12,392.10136692898624
2022-01-13,396.83826201169364
2022-01-14,395.7940311615983
2022-01-17,404.1616652227199
2022-01-18,401.2767836577837
2022-01-19,405.6207109333486
2022-01-20,427.20087109804206
2022-01-21,418.20733618699717
2022-01-24,408.89862277327506
2022-01-25,412.1092170664951
2022-01-26,405.2925878280176
2022-01-27,409.7181994403596
2022-01-28,409.3413677107761
2022-01-31,413.49485404318415
2022-02-01,401.6640649710688
2022-02-02,401.6821339620705
2022-02-03,402.96862231879373
2022-02-04,413.6952784340756
2022-02-07,428.791381002694
2022-02-08,430.80277152724767
2022-02-09,423.90761171688723
2022-02-10,426.79619365422315
2022-02-11,425.16170623438006
2022-02-14,424.3131780763984
2022-02-15,417.93661106033494
2022-02-16,428.9818704365162
2022-02-17,425.7907018229106
2022-02-18,427.8710806078004
2022-02-21,427.7776338207008
2022-02-22,424.84259089575914
2022-02-23,420.0710819050175
2022-02-24,411.0215229353724
2022-02-25,409.87405626061627
2022-02-28,404.8394386402165
2022-03-01,415.7468421361348
2022-03-02,416.4695328170796
2022-03-03,423.8742085345899
2022-03-04,434.58386990950976
2022-03-07,428.9360225336373
2022-03-08,417.09013236377365
2022-03-09,420.6128455949133
2022-03-10,403.2212444648872
2022-03-11,397.93869087381535
2022-03-14,400.06185875617433
2022-03-15,400.4261379526273
2022-03-16,394.19210016393157
2022-03-17,403.9853040504419
2022-03-18,413.0863455360068
2022-03-21,412.87749814372097
2022-03-22,418.4665450269631
2022-03-23,426.5656201592619
2022-03-24,417.25861906808615
2022-03-25,425.56041586123393
2022-03-28,427.8602229952265
2022-03-29,426.53892936675965
2022-03-30,420.2361127002799
2022-03-31,414.3823558265388
2022-04-01,413.29263070089445
2022-04-04,405.11028727794553
2022-04-05,408.4805230518796
2022-04-06,405.9575535016608
2022-04-07,401.8532591689027
2022-04-08,396.89271716027315
2022-04-11,388.146805443749
2022-04-12,393.5439081553779
2022-04-13,401.1540942815224
2022-04-14,394.7280768926628
2022-04-15,395.00639523187465
2022-04-18,398.1845908008774
2022-04-19,398.0691183326406
2022-04-20,386.1005560019649
2022-04-21,391.8044565323084
2022-04-22,391.8747616338577
2022-04-25,398.52544917906636
2022-04-26,401.89326739303647
2022-04-27,407.04020683806334
2022-04-28,404.4422542679178
2022-04-29,409.5577012698607
2022-05-02,404.27285017216354
2022-05-03,392.3218386010552
2022-05-04,393.64747020965933
2022-05-05,391.83886663624753
2022-05-06,399.8668721141227
2022-05-09,408.5759693124665
2022-05-10,408.3435717840931
2022-05-11,400.014565653982
2022-05-12,394.983307371229
2022-05-13,404.3551752644969
2022-05-16,407.5378116424636
2022-05-17,413.40399833586474
2022-05-18,404.8273350177156
2022-05-19,404.89314479870825
2022-05-20,403.5787814671647
2022-05-23,396.6263718372001
2022-05-24,393.51376976235866
2022-05-25,379.45856757169895
2022-05-26,374.9761103269722
2022-05-27,372.8358398861549
2022-05-30,376.9435123760711
2022-05-31,384.1457309219436
2022-06-01,386.83450649173295
2022-06-02,379.5509099765655
2022-06-03,382.72239004594013
2022-06-06,368.60382921323617
2022-06-07,367.63319040320295
2022-06-08,361.64014086205515
2022-06-09,360.7677385264754
2022-06-10,358.67751168906904
2022-06-13,359.64065859899546
2022-06-14,354.0361002494824
2022-06-15,358.9088516380247
2022-06-16,365.07770854525234
2022-06-17,366.54386583125876
2022-06-20,359.59655635185646
2022-06-21,361.58627889484114
2022-06-22,359.8933873741463
2022-06-23,354.74406459306715
2022-06-24,357.9940489949314
2022-06-27,362.2341658550025
2022-06-28,356.0170548805239
2022-06-29,354.9033877824099
2022-06-30,353.0663121697889
2022-07-01,356.00955453575796
2022-07-04,366.0201938031617
2022-07-05,364.26083067773686
2022-07-06,361.97696547167504
2022-07-07,351.5526824573491
2022-07-08,356.62675935894015
2022-07-11,346.7359694516726
2022-07-12,341.7303921012734
2022-07-13,355.57816692863037
2022-07-14,360.89511336835386
2022-07-15,365.17538923624113
2022-07-18,364.8713967210163
2022-07-19,363.9511842315526
2022-07-20,360.46366853195
2022-07-21,358.5200883502625
2022-07-22,355.2130194372044
2022-07-25,362.39863113189443
2022-07-26,349.8940139349971
2022-07-27,349.62207681279716
2022-07-28,352.9561731486434
2022-07-29,356.1886299279715
2022-08-01,351.6652266398211
2022-08-02,351.2578536682163
2022-08-03,352.47876677807164
2022-08-04,347.9025823809756
2022-08-05,343.8766595764713
2022-08-08,339.4325697948161
2022-08-09,343.32672717562605
2022-08-10,342.13255229252195
2022-08-11,337.1420099408365
2022-08-12,336.7993250264642
2022-08-15,341.4355036950896
2022-08-16,335.1837510659356
2022-08-17,342.8867992514338
2022-08-18,343.9409192453691
2022-08-19,352.3682043441513
2022-08-22,348.7920978588132
2022-08-23,342.25209798078566
2022-08-24,340.4208636853679
2022-08-25,347.88333408279306
2022-08-26,350.1233784153489
2022-08-29,356.0477936008242
2022-08-30,349.70645207574546
2022-08-31,357.8100212017194
2022-09-01,357.50441266627377
2022-09-02,358.4317899039994
2022-09-05,357.0119207953674
2022-09-06,355.66196207580845
2022-09-07,357.1397229394051
2022-09-08,358.76344236525955
2022-09-09,355.65924867853334
2022-09-12,347.2000876012502
2022-09-13,344.8042381496891
2022-09-14,332.26412014787076
2022-09-15,335.470542656067
2022-09-16,335.33401312166774
2022-09-19,323.7295719052645
2022-09-20,316.7825023241726
2022-09-21,313.8992308612252
2022-09-22,323.09582110645425
2022-09-23,326.8460110217868
2022-09-26,326.70326613883293
2022-09-27,328.62440605680047
2022-09-28,334.12264562269826
2022-09-29,335.66668007064237
2022-09-30,335.147844114639
2022-10-03,337.03945576245326
2022-10-04,342.5578887384875
2022-10-05,349.70015365123527
2022-10-06,351.3110921270283
2022-10-07,348.16000375786473
2022-10-10,339.114731852265
2022-10-11,342.4108577017721
2022-10-12,350.43169836045774
2022-10-13,354.24179858850636
2022-10-14,352.9926017011339
2022-10-17,354.0270438647831
2022-10-18,354.0773791663713
2022-10-19,359.9509972376886
2022-10-20,355.71697382725625
2022-10-21,353.86032133657517
2022-10-24,352.5712763921348
2022-10-25,350.6921760197368
2022-10-26,353.6767781780194
2022-10-27,345.1540640970783
2022-10-28,348.6274947282913
2022-10-31,351.82208878877987
2022-11-01,353.664631675557
2022-11-02,358.5393644413983
2022-11-03,352.00344636914303
2022-11-04,347.8984966439391
2022-11-07,350.23967999766927
2022-11-08,352.1607613362987
2022-11-09,351.8432576462799
2022-11-10,356.4258402448415
2022-11-11,349.8549982034187
2022-11-14,340.8941211911897
2022-11-15,341.1379216386487
2022-11-16,342.79739629993816
2022-11-17,342.68844671960795
2022-11-18,350.8205704161564
2022-11-21,354.58449578372165
2022-11-22,353.2949409646161
2022-11-23,355.8984084807815
2022-11-24,348.87260812846415
2022-11-25,348.24149079459073
2022-11-28,346.44106275362316
2022-11-29,348.89271332918133
2022-11-30,344.2318552473397
2022-12-01,348.8601389270006
2022-12-02,337.46575169462545
2022-12-05,338.9166146678525
2022-12-06,331.048651558583
2022-12-07,327.154935793948
2022-12-08,328.4990965985718
2022-12-09,325.5775295260244
2022-12-12,324.03998845409
2022-12-13,327.2387169388099
2022-12-14,330.7937244269259
2022-12-15,331.40150362465045
2022-12-16,337.7102698126856
2022-12-19,340.03818925445785
2022-12-20,338.430478769382
2022-12-21,341.74175326569866
2022-12-22,330.50031510834395
2022-12-23,326.633101758408
2022-12-26,325.2126528023475
2022-12-27,328.9453483539112
2022-12-28,327.95884753753967
2022-12-29,324.6634183848269
2022-12-30,325.54307811460654
2023-01-02,329.2529627053172
2023-01-03,327.1281509647666
2023-01-04,324.09633134103825
2023-01-05,319.743836075286
2023-01-06,328.9846525271335
2023-01-09,336.92916185330864
2023-01-10,337.75473214182705
2023-01-11,329.1877548909107
2023-01-12,326.5819574051391
2023-01-13,330.0650071772181
2023-01-16,320.4981592997266
2023-01-17,320.58697818200847
2023-01-18,318.58907284926755
2023-01-19,314.4772863111213
2023-01-20,313.8068997344672
2023-01-23,304.3031918486488
2023-01-24,306.7769505850389
2023-01-25,307.88794181296623
2023-01-26,313.825429239109
2023-01-27,314.54234489599764
2023-01-30,316.08062051758895
2023-01-31,317.3007803088553
2023-02-01,306.310410558002
2023-02-02,304.4289708883476
2023-02-03,301.7048550337053
2023-02-06,307.27942070750515
2023-02-07,310.55050430214226
2023-02-08,305.3671532645306
2023-02-09,311.76541425009606
2023-02-10,315.15844198851295
2023-02-13,313.51695282118595
2023-02-14,313.563037899504
2023-02-15,305.44086898897393
2023-02-16,306.9584434184494
2023-02-17,313.40133181899347
2023-02-20,312.57896957225825
2023-02-21,305.6447257083263
2023-02-22,300.33183971813105
2023-02-23,296.4679375260286
2023-02-24,296.6740861766
2023-02-27,300.1726292204127
2023-02-28,299.1794949744317
2023-03-01,299.48496300948784
2023-03-02,301.8895902515338
2023-03-03,308.6865277144839
2023-03-06,308.4831985998677
2023-03-07,310.99877513298145
2023-03-08,311.15916487098974
2023-03-09,308.57783751431583
2023-03-10,307.2453377349566
2023-03-13,311.54720860844304
2023-03-14,312.7220146780387
2023-03-15,321.47882189081014
2023-03-16,321.30780204884957
2023-03-17,315.5703767286854
2023-03-20,317.3938005813759
2023-03-21,320.52454332344325
2023-03-22,311.3884453193054
2023-03-23,312.2466334623366
2023-03-24,316.64413605155795
2023-03-27,323.9687027347389
2023-03-28,317.34391804176397
2023-03-29,316.68955820084557
2023-03-30,314.2756886366168
2023-03-31,323.32259643799756
2023-04-03,327.7217964152234
2023-04-04,330.19742885387416
2023-04-05,332.0938602296723
2023-04-06,333.1399811660848
2023-04-07,333.2431736862403
2023-04-10,334.8525142449367
2023-04-11,333.16738060796365
2023-04-12,326.42502050139274
2023-04-13,328.40549861399194
2023-04-14,341.6508964277019
2023-04-17,331.4173806636328
2023-04-18,328.6366870057494
2023-04-19,325.21251955636797
2023-04-20,324.40126133146276
2023-04-21,318.6649341632179
2023-04-24,315.89481127638544
2023-04-25,312.76254985671955
2023-04-26,320.14401456694213
2023-04-27,313.7363746656347
2023-04-28,322.1806572018092
2023-05-01,331.0941964899311
2023-05-02,334.0219292615518
2023-05-03,332.84578744635854
2023-05-04,329.1251108866973
2023-05-05,327.68673387287606
2023-05-08,320.660703453268
2023-05-09,316.38694779261783
2023-05-10,318.77753897520813
2023-05-11,319.86643339759985
2023-05-12,319.31292288863466
2023-05-15,318.3456741851199
2023-05-16,320.8817950488602
2023-05-17,315.4976381018327
2023-05-18,318.04293885205993
2023-05-19,322.87889421247786
2023-05-22,332.4938215180907
2023-05-23,340.39096330049045
2023-05-24,358.8626442485997
2023-05-25,362.6721079133218
2023-05-26,367.5143138287108
2023-05-29,364.6242981588805
2023-05-30,368.4029561418268
2023-05-31,362.5248838158268
2023-06-01,371.25367323074266
2023-06-02,374.8147455982819
2023-06-05,374.63126209840766
2023-06-06,376.92239183088395
2023-06-07,378.6083611073668
2023-06-08,384.30293060934946
2023-06-09,392.00135329193375
2023-06-12,399.24149757210574
2023-06-13,385.51575649025
2023-06-14,388.06805376078063
2023-06-15,383.9276971718561
2023-06-16,375.472014580449
2023-06-19,373.70277354649807
2023-06-20,374.64506026116646
2023-06-21,380.6091392374856
2023-06-22,375.8243187643259
2023-06-23,380.9916300854351
2023-06-26,377.01875335482987
2023-06-27,396.1038577516554
2023-06-28,399.9793562027189
2023-06-29,392.01564659788323
2023-06-30,394.1195778629827
2023-07-03,394.5962305312015
2023-07-04,390.52043182018565
2023-07-05,391.93988247574987
2023-07-06,391.9758461770047
2023-07-07,383.43153272704586
2023-07-10,379.25894545700197
2023-07-11,375.38013213260825
2023-07-12,374.41644272124796
2023-07-13,380.48311682409815
2023-07-14,376.5662191387727
2023-07-17,388.0766669847242
2023-07-18,383.6637060934074
2023-07-19,382.3899986850114
2023-07-20,379.6817228810264
2023-07-21,385.99404094101624
2023-07-24,390.9652994697451
2023-07-25,389.3771008936218
2023-07-26,393.65455444838466
2023-07-27,384.1084685819869
2023-07-28,380.59987307823775
2023-07-31,380.08658282625146
2023-08-01,374.2695250436663
