Date,STT
2020-05-11,236.05310108018966
2020-05-12,235.2081558193148
2020-05-13,236.03941508838327
2020-05-14,237.27927971780886
2020-05-15,237.29253990527877
2020-05-18,249.3434278367049
2020-05-19,244.77964741764274
2020-05-20,240.10008332668875
2020-05-21,243.71240184676694
2020-05-22,235.8513974335691
2020-05-25,229.02634656129516
2020-05-26,230.0117547207675
2020-05-27,230.11863877186144
2020-05-28,232.47186723168855
2020-05-29,231.71670419013253
2020-06-01,233.47191277937426
2020-06-02,230.95722182394755
2020-06-03,227.48549959683575
2020-06-04,232.46691478675282
2020-06-05,235.2003629846568
2020-06-08,240.7621968713204
2020-06-09,242.10926506726872
2020-06-10,245.46128979694905
2020-06-11,248.39655951165696
2020-06-12,251.6247122313237
2020-06-15,254.46300349869355
2020-06-16,256.66134631381885
2020-06-17,256.5643421699732
2020-06-18,249.8070105408819
2020-06-19,242.86854679451497
2020-06-22,244.01229862446309
2020-06-23,248.38891570774834
2020-06-24,248.7086196652443
2020-06-25,252.77442580396126
2020-06-26,246.83909689342613
2020-06-29,255.93852399887345
2020-06-30,253.8172676034692
2020-07-01,251.50497292403657
2020-07-02,262.6826003267973
2020-07-03,264.90828086079733
2020-07-06,264.0764395009293
2020-07-07,274.0708863283345
2020-07-08,279.3080928093661
2020-07-09,282.7586818676167
2020-07-10,282.71820049955033
2020-07-13,280.1220761540263
2020-07-14,274.3833501157027
2020-07-15,286.54966262666056
2020-07-16,289.18518022563006
2020-07-17,286.31074186839425
2020-07-20,288.03296506194914
2020-07-21,294.7077642626568
2020-07-22,295.50581030450877
2020-07-23,296.70761299488754
2020-07-24,310.75945789038025
2020-07-27,310.3807322630851
2020-07-28,310.7632065730218
2020-07-29,299.33212169766705
2020-07-30,307.58230694104293
2020-07-31,306.6893158046268
2020-08-03,307.18927894583874
2020-08-04,302.42145221074725
2020-08-05,315.4445924326666
2020-08-06,311.45208569938734
2020-08-07,320.9046484606221
2020-08-10,326.2444417383759
2020-08-11,317.32978426341833
2020-08-12,323.34605575937763
2020-08-13,317.06206824628464
2020-08-14,309.15929757659904
2020-08-17,304.13986751255817
2020-08-18,302.547527287076
2020-08-19,315.37578632087394
2020-08-20,313.9853603703838
2020-08-21,312.46487255477825
2020-08-24,315.98106296327734
2020-08-25,307.10330035498316
2020-08-26,310.415959017325
2020-08-27,312.72334169575754
2020-08-28,320.38420569420515
2020-08-31,327.07184945789163
2020-09-01,338.82503448234326
2020-09-02,334.5951686423148
2020-09-03,335.36236113154973
2020-09-04,342.8554909471478
2020-09-07,343.2882605206787
2020-09-08,342.75666473307604
2020-09-09,334.7758987742796
2020-09-10,340.5922857520941
2020-09-11,334.4697869361665
2020-09-14,342.631250876607
2020-09-15,338.3729122210327
2020-09-16,331.71218762629644
2020-09-17,330.00506364849946
2020-09-18,328.5276501498382
2020-09-21,336.4699026224457
2020-09-22,340.060499268163
2020-09-23,350.9200417911487
2020-09-24,351.85345163142733
2020-09-25,355.63899785303744
2020-09-28,351.7231608191381
2020-09-29,352.518858140561
2020-09-30,360.08807679715466
2020-10-01,368.3354890995491
2020-10-02,361.4601649822937
2020-10-05,353.7914500162908
2020-10-06,351.536252410262
2020-10-07,366.6645539241499
2020-10-08,363.1609618495058
2020-10-09,349.87546196558975
2020-10-12,347.9250659918729
2020-10-13,363.0306785407868
2020-10-14,370.081072118301
2020-10-15,368.30651838101056
2020-10-16,368.72072003629086
2020-10-19,368.33717299150584
2020-10-20,355.2410446443736
2020-10-21,354.8542384394146
2020-10-22,350.2718053904266
2020-10-23,343.1037343855881
2020-10-26,343.50187006177106
2020-10-27,345.8705586549669
2020-10-28,349.05774476340775
2020-10-29,346.3289100062142
2020-10-30,345.1059085941756
2020-11-02,348.438257939342
2020-11-03,349.03361892783556
2020-11-04,344.9809466661315
2020-11-05,345.50961742633535
2020-11-06,342.40172680224003
2020-11-09,332.10671633991916
2020-11-10,336.39021124723337
2020-11-11,332.32695883069573
2020-11-12,325.2049558491575
2020-11-13,329.48763198238214
2020-11-16,329.37539121066027
2020-11-17,339.5896564028487
2020-11-18,329.66650326046965
2020-11-19,335.4767905916215
2020-11-20,347.2662534308966
2020-11-23,346.0131327348153
2020-11-24,342.81468077103915
2020-11-25,341.470866377049
2020-11-26,338.34095255096685
2020-11-27,342.4763915748885
2020-11-30,352.7116895502232
2020-12-01,338.1150675994581
2020-12-02,339.6366124607113
2020-12-03,330.90384585569535
2020-12-04,326.62365225549013
2020-12-07,310.7407348255925
2020-12-08,301.17926062055324
2020-12-09,298.09173379295396
2020-12-10,300.76372722399503
2020-12-11,292.9699253575147
2020-12-14,281.8209996521547
2020-12-15,277.99388878292035
2020-12-16,270.6566594522871
2020-12-17,275.44698176618925
2020-12-18,268.6361810862903
2020-12-21,272.86516912088507
2020-12-22,273.71997575174106
2020-12-23,280.00731812805725
2020-12-24,278.61513426785535
2020-12-25,279.6983067326619
2020-12-28,287.8261542939202
2020-12-29,292.42367050814084
2020-12-30,302.3880223455013
2020-12-31,299.3028678995401
2021-01-01,298.5407517941908
2021-01-04,307.95094009465043
2021-01-05,308.3289276580574
2021-01-06,313.86661573156186
2021-01-07,316.22038120401464
2021-01-08,314.02666043551636
2021-01-11,328.5534702803387
2021-01-12,334.0674869360979
2021-01-13,338.2095129712065
2021-01-14,339.9048416518153
2021-01-15,340.6500656709541
2021-01-18,350.89835384993387
2021-01-19,359.6783744882016
2021-01-20,345.3914430001688
2021-01-21,350.50802434746055
2021-01-22,349.0755142907877
2021-01-25,341.71471142147556
2021-01-26,330.1747394962984
2021-01-27,320.74881645071514
2021-01-28,319.03954791779404
2021-01-29,315.30765383821665
2021-02-01,323.2763513533571
2021-02-02,329.9095425332878
2021-02-03,334.0723599621716
2021-02-04,318.0517420974937
2021-02-05,311.36970930428896
2021-02-08,298.648021554739
2021-02-09,289.14220716441497
2021-02-10,288.3489184448131
2021-02-11,288.3827313960657
2021-02-12,295.37472214826903
2021-02-15,301.68731698180517
2021-02-16,303.2116225933258
2021-02-17,307.5105238562775
2021-02-18,306.44329296535244
2021-02-19,309.68516624545464
2021-02-22,318.19569715304
2021-02-23,320.06398403323976
2021-02-24,330.1027191387053
2021-02-25,333.0363103629709
2021-02-26,331.0947448924683
2021-03-01,341.0340345167963
2021-03-02,345.46540644136377
2021-03-03,351.14070166827065
2021-03-04,353.11446692538016
2021-03-05,339.5130119929355
2021-03-08,341.6050221490885
2021-03-09,344.56499353665305
2021-03-10,343.6317626295135
2021-03-11,338.636708839749
2021-03-12,338.4193976720863
2021-03-15,341.90702937400835
2021-03-16,338.29848031681325
2021-03-17,343.28191407438106
2021-03-18,339.59819700399856
2021-03-19,346.6495044588978
2021-03-22,347.27876648878134
2021-03-23,351.94708175262156
2021-03-24,343.68970919443547
2021-03-25,348.51310211505705
2021-03-26,350.32718872429194
2021-03-29,352.83844358764594
2021-03-30,348.38218390960617
2021-03-31,340.4518533829751
2021-04-01,351.59064724715245
2021-04-02,333.7517140831348
2021-04-05,338.2378016275474
2021-04-06,343.37384440943606
2021-04-07,327.36364904195614
2021-04-08,318.5887317061008
2021-04-09,310.62796904766907
2021-04-12,309.60697369159607
2021-04-13,307.54398270705894
2021-04-14,297.93730573037396
2021-04-15,285.9763480058276
2021-04-16,277.4873086110613
2021-04-19,283.16518914052193
2021-04-20,282.6226122383596
2021-04-21,290.6123118151374
2021-04-22,285.3678308781077
2021-04-23,283.0883393162203
2021-04-26,278.14299942515237
2021-04-27,272.8023462185421
2021-04-28,267.7678550493033
2021-04-29,270.4830902738695
2021-04-30,274.82071413421835
2021-05-03,267.29053675786946
2021-05-04,263.99858777398384
2021-05-05,264.68874092467996
2021-05-06,272.5794405586434
2021-05-07,269.2697562419086
2021-05-10,268.827582550657
2021-05-11,274.1157356768843
2021-05-12,280.2365302638501
2021-05-13,286.30413744825387
2021-05-14,280.7934542007539
2021-05-17,276.47712302457813
2021-05-18,279.8557242542297
2021-05-19,292.69980424148685
2021-05-20,292.44869760253704
2021-05-21,284.3573714679374
2021-05-24,274.51471785090376
2021-05-25,275.85138480973154
2021-05-26,267.30902911795107
2021-05-27,276.2044447848144
2021-05-28,271.5356620629535
2021-05-31,262.450324026912
2021-06-01,264.37988744639784
2021-06-02,264.4569120321534
2021-06-03,275.03253585566097
2021-06-04,276.4146532299599
2021-06-07,281.90973013549524
2021-06-08,278.4836892990527
2021-06-09,278.7270260884468
2021-06-10,270.03961725687464
2021-06-11,272.21648069996684
2021-06-14,266.4156434852869
2021-06-15,264.6182619722158
2021-06-16,271.5635931602228
2021-06-17,273.15342646150964
2021-06-18,274.92704301895014
2021-06-21,273.7342891639957
2021-06-22,281.41867167298443
2021-06-23,274.78427827957387
2021-06-24,290.2540852158929
2021-06-25,280.6724165944647
2021-06-28,283.91117430211716
2021-06-29,289.10727130172273
2021-06-30,289.16450109231374
2021-07-01,278.97533881477665
2021-07-02,282.7516399900558
2021-07-05,290.70270743904496
2021-07-06,291.7067267806417
2021-07-07,289.72168468044185
2021-07-08,289.0083164281438
2021-07-09,288.3659759146928
2021-07-12,282.3956176931249
2021-07-13,289.0257030137743
2021-07-14,288.8900069841617
2021-07-15,297.46160230890445
2021-07-16,294.4922905996378
2021-07-19,291.49182134995607
2021-07-20,299.0740165324199
2021-07-21,293.7409472138324
2021-07-22,282.1644751455114
2021-07-23,289.43438285624626
2021-07-26,297.8129324669827
2021-07-27,301.67105092381803
2021-07-28,294.6714734865811
2021-07-29,303.4334317430679
2021-07-30,313.27532354418
2021-08-02,319.83297794401034
2021-08-03,308.3492884818135
2021-08-04,309.94788191284954
2021-08-05,310.0737498602497
2021-08-06,308.9854815254904
2021-08-09,311.54255506498816
2021-08-10,317.00649401831373
2021-08-11,318.89308576192025
2021-08-12,305.159426173173
2021-08-13,305.61348014031705
2021-08-16,312.137381320238
2021-08-17,310.42622897313595
2021-08-18,303.88104500392603
2021-08-19,295.91926992729594
2021-08-20,298.8360806045561
2021-08-23,300.12150681602486
2021-08-24,301.6038268903405
2021-08-25,301.536985282717
2021-08-26,297.51462256135744
2021-08-27,305.30298487458623
2021-08-30,303.84103792656845
2021-08-31,306.2774330125844
2021-09-01,308.1672940788901
2021-09-02,301.96747277097023
2021-09-03,301.78036897629335
2021-09-06,311.38650381492243
2021-09-07,306.30270343965555
2021-09-08,304.8823065912474
2021-09-09,304.9232913439393
2021-09-10,314.6611890512292
2021-09-13,322.5870029848464
2021-09-14,328.7624060412511
2021-09-15,334.63923711399303
2021-09-16,342.27102294570136
2021-09-17,335.5083411869966
2021-09-20,327.3713915656876
2021-09-21,332.3098319948737
2021-09-22,319.72300870178753
2021-09-23,320.2846916738227
2021-09-24,320.06574960731615
2021-09-27,317.1660351441626
2021-09-28,324.3094567658374
2021-09-29,328.293982236257
2021-09-30,327.7477297005916
2021-10-01,317.21565338927155
2021-10-04,310.02090207586394
2021-10-05,310.0016819896203
2021-10-06,296.01950343426
2021-10-07,287.9318345610475
2021-10-08,286.9969263804928
2021-10-11,295.52060322828777
2021-10-12,295.6809191599776
2021-10-13,299.0215401746979
2021-10-14,300.1348442762249
2021-10-15,293.3403692559645
2021-10-18,294.8656132120614
2021-10-19,287.4945687527922
2021-10-20,295.56470074047394
2021-10-21,304.04688517195524
2021-10-22,297.4044829043863
2021-10-25,290.5008042151118
2021-10-26,299.2749285450084
2021-10-27,297.4192514483353
2021-10-28,300.24137804421554
2021-10-29,303.6611309653123
2021-11-01,302.9235623239217
2021-11-02,304.24922446477046
2021-11-03,295.7100108629065
2021-11-04,295.3079782045458
2021-11-05,290.9695170873507
2021-11-08,288.5388488053143
2021-11-09,294.77679326192543
2021-11-10,291.16054820796114
2021-11-11,288.45565982108604
2021-11-12,292.5970095898662
2021-11-15,297.3565696264014
2021-11-16,293.39830831308115
2021-11-17,290.0010380081907
2021-11-18,288.0929231640202
2021-11-19,294.77801535576685
2021-11-22,294.8109103856031
2021-11-23,298.67160330307604
2021-11-24,295.10254961436425
2021-11-25,288.6318912617555
2021-11-26,298.3048874319588
2021-11-29,287.46976815024965
2021-11-30,290.7775806692478
2021-12-01,293.76686756049315
2021-12-02,297.3447146154701
2021-12-03,287.85462653450793
2021-12-06,288.88372223244124
2021-12-07,294.72502936685436
2021-12-08,300.21982099849447
2021-12-09,307.77861009471985
2021-12-10,311.3631465240418
2021-12-13,306.95036296242597
2021-12-14,302.7214643776702
2021-12-15,299.10884748990463
2021-12-16,293.5160667722929
2021-12-17,295.5640037286749
2021-12-20,287.92266639764165
2021-12-21,291.39761047006283
2021-12-22,297.5747780291568
2021-12-23,298.30601310575145
2021-12-24,288.3055788215949
2021-12-27,289.1061807146125
2021-12-28,291.71292174860764
2021-12-29,297.27095838409394
2021-12-30,288.91783980433075
2021-12-31,286.13151044122367
2022-01-03,275.03670575319455
2022-01-04,269.22883551290585
2022-01-05,259.4603184827795
2022-01-06,265.5792901562964
2022-01-07,267.12520293212447
2022-01-10,260.33377865807023
2022-01-11,249.5661873693788
2022-01-12,244.20554667351436
2022-01-13,243.38004347365472
2022-01-14,248.60792540664488
2022-01-17,247.71681475645167
2022-01-18,240.56971677677907
2022-01-19,233.60865421972326
2022-01-20,233.64019600982795
2022-01-21,241.1622057987203
2022-01-24,242.44794699483904
2022-01-25,252.85440792499
2022-01-26,242.7239123053932
2022-01-27,236.63558992026196
2022-01-28,243.68663919001395
2022-01-31,241.498095627971
2022-02-01,240.09497911060342
2022-02-02,243.04611172554445
2022-02-03,258.8490067933588
2022-02-04,257.73874354460384
2022-02-07,263.24158323342704
2022-02-08,263.8198598082664
2022-02-09,273.6621809121832
2022-02-10,275.0257013306344
2022-02-11,273.93844428906175
2022-02-14,279.3159798010381
2022-02-15,277.34558926159343
2022-02-16,278.11780547402986
2022-02-17,280.33349870955897
2022-02-18,289.4453399686672
2022-02-21,299.2867552423479
2022-02-22,301.088461621437
2022-02-23,308.2402552010062
2022-02-24,314.33282688504164
2022-02-25,306.9782282146885
2022-02-28,297.21839473892345
2022-03-01,293.1021764771457
2022-03-02,300.21414638309426
2022-03-03,296.62976352057086
2022-03-04,297.3225259043625
2022-03-07,293.22968135696294
2022-03-08,305.1768014371066
2022-03-09,310.7310505901882
2022-03-10,309.6929583874076
2022-03-11,311.1703669667163
2022-03-14,303.60709659196937
2022-03-15,305.25922168254107
2022-03-16,299.28843038188376
2022-03-17,291.3627534003953
2022-03-18,292.2980178111088
2022-03-21,282.54075112159944
2022-03-22,287.03923323799955
2022-03-23,291.8640510737962
2022-03-24,282.63386555582144
2022-03-25,289.4125767250011
2022-03-28,280.880846000423
2022-03-29,274.41108153728226
2022-03-30,271.58805643795444
2022-03-31,258.4227539717036
2022-04-01,265.55382174339616
2022-04-04,271.4578697138744
2022-04-05,266.79051605405147
2022-04-06,257.8352096951861
2022-04-07,251.18341531303543
2022-04-08,246.98658316040525
2022-04-11,250.56781480424172
2022-04-12,259.67565779149163
2022-04-13,260.14918913011684
2022-04-14,264.45266925750377
2022-04-15,267.1437665412464
2022-04-18,260.94036962287805
2022-04-19,269.01188960808685
2022-04-20,265.6136518491308
2022-04-21,255.76031324406122
2022-04-22,261.23500104727447
2022-04-25,261.88220907177146
2022-04-26,264.15373032612825
2022-04-27,262.81176391936947
2022-04-28,262.1899525654553
2022-04-29,256.75709045326454
2022-05-02,266.84053002691587
2022-05-03,264.95846237769115
2022-05-04,267.1017542697333
2022-05-05,265.85863227772245
2022-05-06,252.20875922273146
2022-05-09,252.28506068684578
2022-05-10,259.5467175777332
2022-05-11,257.7363135656415
2022-05-12,261.0489490451614
2022-05-13,260.9323658632032
2022-05-16,259.1452285007815
2022-05-17,262.9987810917579
2022-05-18,260.6322307896736
2022-05-19,268.28300981336486
2022-05-20,273.77195803579116
2022-05-23,278.0786529478398
2022-05-24,285.12894078739635
2022-05-25,289.221924396593
2022-05-26,289.6688773143819
2022-05-27,286.37397878682356
2022-05-30,283.5537755680926
2022-05-31,289.9478907761955
2022-06-01,286.1799411818505
2022-06-02,283.42586675900645
2022-06-03,289.2103202411286
2022-06-06,288.3886350909612
2022-06-07,298.23424410286134
2022-06-08,296.1563440655159
2022-06-09,292.99666346450823
2022-06-10,290.0343129103701
2022-06-13,286.61022441156155
2022-06-14,287.49700521578586
2022-06-15,282.04195029018683
2022-06-16,278.5368554309594
2022-06-17,277.3814931043866
2022-06-20,272.64694842768137
2022-06-21,280.7019917119103
2022-06-22,276.0190012739263
2022-06-23,276.87357894797185
2022-06-24,284.04650388685087
2022-06-27,275.90733990436604
2022-06-28,284.30367505347215
2022-06-29,288.53059639690593
2022-06-30,286.9628388926059
2022-07-01,287.6276707214212
2022-07-04,299.86239303259083
2022-07-05,304.8720622787095
2022-07-06,315.0906932818579
2022-07-07,306.6684983338911
2022-07-08,306.99105992217767
2022-07-11,311.43314944555425
2022-07-12,305.18088167357257
2022-07-13,302.5975299289823
2022-07-14,307.2531038331525
2022-07-15,306.02058976518134
2022-07-18,306.99609496983544
2022-07-19,313.47307791976766
2022-07-20,315.149361307114
2022-07-21,317.0553091282095
2022-07-22,310.5898364078776
2022-07-25,307.95998988526
2022-07-26,319.37187250156757
2022-07-27,322.0810968043738
2022-07-28,328.26400394560636
2022-07-29,329.5839610245621
2022-08-01,327.3610817481109
2022-08-02,327.76179058847276
2022-08-03,321.3721590732254
2022-08-04,319.97395037248424
2022-08-05,330.8976627173684
2022-08-08,319.76344961559926
2022-08-09,319.94471246168405
2022-08-10,319.0049109477931
2022-08-11,316.02864438044
2022-08-12,310.671146758644
2022-08-15,309.30174942028896
2022-08-16,306.6572188953462
2022-08-17,307.1266608493403
2022-08-18,309.61040526379435
2022-08-19,311.57199988980256
2022-08-22,305.98003446073716
2022-08-23,302.03566855701405
2022-08-24,300.23034270866043
2022-08-25,307.7828635991421
2022-08-26,300.6384681981304
2022-08-29,292.7761053528425
2022-08-30,289.24281249715784
2022-08-31,289.42763913976023
2022-09-01,297.4163509579967
2022-09-02,311.08835040242707
2022-09-05,298.72079418111156
2022-09-06,303.98094574612156
2022-09-07,308.4749075516074
2022-09-08,302.7737052086699
2022-09-09,292.0785805685146
2022-09-12,301.0634656691518
2022-09-13,305.31573138889917
2022-09-14,307.59202413489976
2022-09-15,316.2313994944798
2022-09-16,311.51543420262766
2022-09-19,308.4562600264511
2022-09-20,305.35103623072195
2022-09-21,300.4767103120925
2022-09-22,295.46668728057233
2022-09-23,299.8331813834618
2022-09-26,308.77632577373964
2022-09-27,290.85704856997455
2022-09-28,292.70632043627467
2022-09-29,292.1907676178019
2022-09-30,304.77685692858824
2022-10-03,304.06547275084074
2022-10-04,295.4792489686946
2022-10-05,301.6179424154051
2022-10-06,301.4557290684529
2022-10-07,298.0242887536749
2022-10-10,297.704089379103
2022-10-11,305.70990772675066
2022-10-12,307.12262577028014
2022-10-13,316.6235925637006
2022-10-14,321.6338323472208
2022-10-17,325.06673251917874
2022-10-18,315.533752099379
2022-10-19,314.1766629995724
2022-10-20,315.3585216329789
2022-10-21,302.8197591123146
2022-10-24,310.7832305290653
2022-10-25,315.02371135296687
2022-10-26,312.24551430919445
2022-10-27,309.30116476275435
2022-10-28,312.8652376771357
2022-10-31,317.51101219227496
2022-11-01,315.0976313363915
2022-11-02,320.7986420702482
2022-11-03,333.3092424557774
2022-11-04,325.3953908061639
2022-11-07,321.2997102128981
2022-11-08,312.55363687942844
2022-11-09,314.71940647562917
2022-11-10,308.0812048000648
2022-11-11,309.12689542225564
2022-11-14,309.85366899064974
2022-11-15,324.2295623364244
2022-11-16,315.8035414625281
2022-11-17,309.6936371595966
2022-11-18,315.5367389165361
2022-11-21,321.55710465280134
2022-11-22,324.28622777429115
2022-11-23,333.1521250312278
2022-11-24,327.3357181926782
2022-11-25,323.848436834589
2022-11-28,325.5083838724906
2022-11-29,323.5013960883353
2022-11-30,336.72493950662664
2022-12-01,348.6219330643904
2022-12-02,343.9128931383899
2022-12-05,338.8567636402816
2022-12-06,335.6746235217586
2022-12-07,345.6753582171575
2022-12-08,346.21917205548783
2022-12-09,363.18170911044075
2022-12-12,357.72818093463763
2022-12-13,350.33527817350944
2022-12-14,340.4897832180077
2022-12-15,339.79670764405154
2022-12-16,351.24556656864695
2022-12-19,358.69000152705587
2022-12-20,364.67378213018475
2022-12-21,362.5247158513606
2022-12-22,363.2851149209902
2022-12-23,359.9816411893673
2022-12-26,356.24514560361524
2022-12-27,354.4890656392645
2022-12-28,362.9931665052937
2022-12-29,373.0864190798987
2022-12-30,371.7692913086137
2023-01-02,375.39541080842406
2023-01-03,373.36725713683575
2023-01-04,371.37187579700003
2023-01-05,359.64121843201553
2023-01-06,351.12830296295084
2023-01-09,353.6755534346984
2023-01-10,367.968263064411
2023-01-11,354.96497468833195
2023-01-12,349.59189139421
2023-01-13,361.13312583246886
2023-01-16,371.5993115548614
2023-01-17,375.1933728469994
2023-01-18,353.9391500154408
2023-01-19,351.47353137571713
2023-01-20,356.62497608264874
2023-01-23,357.9833325436354
2023-01-24,356.8225567720784
2023-01-25,342.1369417526257
2023-01-26,342.89658875366126
2023-01-27,349.95858060412166
2023-01-30,351.6490975296418
2023-01-31,341.30993142187185
2023-02-01,335.97271064893596
2023-02-02,350.84357129514444
2023-02-03,350.6402960399331
2023-02-06,358.4184689022038
2023-02-07,339.1274258322281
2023-02-08,332.0093278808747
2023-02-09,341.11628312390144
2023-02-10,334.3560476236322
2023-02-13,333.9945439995464
2023-02-14,329.19084048783174
2023-02-15,339.34336203925704
2023-02-16,332.4994658821683
2023-02-17,319.5272914117576
2023-02-20,317.0169717869837
2023-02-21,315.681482623225
2023-02-22,304.3656158798089
2023-02-23,298.8711321687336
2023-02-24,298.7011395249382
2023-02-27,291.9982307287612
2023-02-28,292.20661162137833
2023-03-01,293.8714286413516
2023-03-02,295.45575392046163
2023-03-03,299.2783666338494
2023-03-06,287.97172044485126
2023-03-07,291.74738208152564
2023-03-08,304.6165817659362
2023-03-09,293.91838070510346
2023-03-10,295.04914967474804
2023-03-13,305.7329645736264
2023-03-14,299.4858112175227
2023-03-15,293.2358783305981
2023-03-16,290.3002668094565
2023-03-17,290.15917716652615
2023-03-20,294.06640248895656
2023-03-21,292.3339696767077
2023-03-22,298.3237139810895
2023-03-23,301.1222305318702
2023-03-24,292.94671108667274
2023-03-27,294.9464566370731
2023-03-28,307.58129992145746
2023-03-29,310.1884928339936
2023-03-30,308.1300501170468
2023-03-31,311.18145144404696
2023-04-03,315.16895199747194
2023-04-04,306.1515039252099
2023-04-05,311.1673687055115
2023-04-06,306.13170284300463
2023-04-07,300.426325466491
2023-04-10,297.07480996629096
2023-04-11,301.23983196235827
2023-04-12,301.37359142413544
2023-04-13,303.1096168227975
2023-04-14,284.6841175766942
2023-04-17,280.59960946091456
2023-04-18,287.16855696172826
2023-04-19,271.8530784532148
2023-04-20,265.911431116491
2023-04-21,260.61596098882467
2023-04-24,265.03336234235536
2023-04-25,263.7074874093511
2023-04-26,260.2587076478131
2023-04-27,262.8114637948325
2023-04-28,261.48705916078546
2023-05-01,264.3410456496707
2023-05-02,269.6115470207323
2023-05-03,279.9189226351613
2023-05-04,291.2545004962552
2023-05-05,301.7329242841983
2023-05-08,291.4357394786858
2023-05-09,290.36845497341693
2023-05-10,298.7128967830918
2023-05-11,299.00886087422464
2023-05-12,291.8253425238806
2023-05-15,293.6908665442999
2023-05-16,292.3260660562089
2023-05-17,289.2514058440765
2023-05-18,295.3484749798504
2023-05-19,291.01244957455253
2023-05-22,290.16243700425844
2023-05-23,290.50607905740833
2023-05-24,289.95807490912347
2023-05-25,295.7979963014854
2023-05-26,299.344749331529
2023-05-29,299.8991063361399
2023-05-30,298.13505780149336
2023-05-31,300.8668131802811
2023-06-01,294.21897852746105
2023-06-02,297.08572638313694
2023-06-05,301.3652587159546
2023-06-06,303.86791123455436
2023-06-07,301.6448068654706
2023-06-08,310.19151851113725
2023-06-09,319.40507610123115
2023-06-12,326.35949542661245
2023-06-13,320.78633005788225
2023-06-14,312.2759727430541
2023-06-15,308.8238287246896
2023-06-16,296.35912577357294
2023-06-19,296.2041874197042
2023-06-20,296.6872426802181
2023-06-21,294.97208494292556
2023-06-22,294.18975163209853
2023-06-23,285.08648683695714
2023-06-26,287.58813179239513
2023-06-27,298.9975455774321
2023-06-28,303.1608592047116
2023-06-29,306.05152605129865
2023-06-30,310.7464839364186
2023-07-03,304.0091668619447
2023-07-04,306.17663833476564
2023-07-05,299.6523055287604
2023-07-06,298.5813544475697
2023-07-07,288.05307812752903
2023-07-10,286.45312850774746
2023-07-11,276.21131061075397
2023-07-12,277.4432441744501
2023-07-13,274.78851511875087
2023-07-14,280.6470405810344
2023-07-17,282.06108491422276
2023-07-18,280.7265972070859
2023-07-19,289.47440950300273
2023-07-20,291.7905479633316
2023-07-21,284.93794114628867
2023-07-24,293.63870629351675
2023-07-25,294.9244716478467
2023-07-26,290.3802753788557
2023-07-27,297.84038708043687
2023-07-28,297.80362267984793
2023-07-31,291.6887572823961
2023-08-01,292.4607214801334
