Date,DFS
2020-06-26,498.23287675555014
2020-06-29,497.0998769205671
2020-06-30,500.5879887111349
2020-07-01,489.6325242746729
2020-07-02,492.0007711619472
2020-07-03,491.8581963474587
2020-07-06,492.50932574096635
2020-07-07,490.88965697626355
2020-07-08,492.8891206897782
2020-07-09,496.9207744693022
2020-07-10,497.56005423628045
2020-07-13,511.9487276745297
2020-07-14,498.8278194656631
2020-07-15,507.1948896860314
2020-07-16,504.11148987783065
2020-07-17,502.03405772681674
2020-07-20,493.38269647813286
2020-07-21,496.09258419445143
2020-07-22,502.2555046112406
2020-07-23,504.9272944023955
2020-07-24,503.6167339730273
2020-07-27,507.59247351619535
2020-07-28,510.05846918254235
2020-07-29,517.1674889329856
2020-07-30,513.1408572163681
2020-07-31,512.4651342264975
2020-08-03,513.6795621940474
2020-08-04,519.5897694492354
2020-08-05,517.6794088322572
2020-08-06,537.3469639477903
2020-08-07,535.0778199429164
2020-08-10,536.4792700039055
2020-08-11,545.1752324663264
2020-08-12,558.0845751120606
2020-08-13,558.870187278302
2020-08-14,560.5148783384793
2020-08-17,561.9198228947017
2020-08-18,562.4726303446778
2020-08-19,558.1997805328801
2020-08-20,549.6274837502253
2020-08-21,548.8337898811056
2020-08-24,537.1294798126562
2020-08-25,528.1347173708482
2020-08-26,527.7828424586784
2020-08-27,522.0675831264693
2020-08-28,520.9671130258896
2020-08-31,525.3816058984744
2020-09-01,527.877026445931
2020-09-02,522.585535188289
2020-09-03,520.7394963506339
2020-09-04,524.4471899409712
2020-09-07,529.1212436284246
2020-09-08,527.2491404419926
2020-09-09,529.5746088230087
2020-09-10,526.7118869981967
2020-09-11,533.4866770627352
2020-09-14,537.8851629346896
2020-09-15,537.7536484502695
2020-09-16,532.7352551747418
2020-09-17,546.2651305272807
2020-09-18,552.5640587658917
2020-09-21,544.6315497617333
2020-09-22,544.7277201157538
2020-09-23,542.104409107202
2020-09-24,547.639021190494
2020-09-25,539.5060732685931
2020-09-28,539.280020757418
2020-09-29,547.6748757644357
2020-09-30,552.7979976851877
2020-10-01,552.0000018706128
2020-10-02,552.5273648278378
2020-10-05,546.8427297577402
2020-10-06,543.4275323405324
2020-10-07,545.8469249864796
2020-10-08,544.0343984930054
2020-10-09,546.5356440966921
2020-10-12,543.957677135706
2020-10-13,545.5978351466343
2020-10-14,546.7366314802806
2020-10-15,556.5551452418861
2020-10-16,549.7451870305692
2020-10-19,552.737941583791
2020-10-20,553.5645259530029
2020-10-21,557.3751640739366
2020-10-22,556.9367860486137
2020-10-23,560.911471876091
2020-10-26,563.3217368808267
2020-10-27,565.8849630424147
2020-10-28,553.2583358678419
2020-10-29,545.9248393904954
2020-10-30,545.5692717335918
2020-11-02,543.7994569290803
2020-11-03,546.3022254304801
2020-11-04,551.7043758177176
2020-11-05,563.3252663489417
2020-11-06,560.0618553796562
2020-11-09,540.2681895361383
2020-11-10,532.6232639670679
2020-11-11,536.7767167970701
2020-11-12,549.892752519813
2020-11-13,552.5987487863204
2020-11-16,550.196470042265
2020-11-17,553.378075096183
2020-11-18,539.2253442930813
2020-11-19,534.3110985005952
2020-11-20,537.5817593885332
2020-11-23,543.0485827876824
2020-11-24,537.112091293913
2020-11-25,543.2129738818613
2020-11-26,538.5281490076424
2020-11-27,533.2289952365941
2020-11-30,523.3628447679653
2020-12-01,521.4539102533541
2020-12-02,516.8329508475905
2020-12-03,516.9093262119527
2020-12-04,525.011668736198
2020-12-07,527.4466371797456
2020-12-08,533.8391316690488
2020-12-09,522.0581988728651
2020-12-10,521.1734671956284
2020-12-11,528.860823939324
2020-12-14,528.6745765837594
2020-12-15,530.572758303471
2020-12-16,531.4439978736447
2020-12-17,523.2641159815478
2020-12-18,519.2875557006963
2020-12-21,524.3883472100971
2020-12-22,511.872008632339
2020-12-23,510.6896304175012
2020-12-24,527.1108362026064
2020-12-25,532.9097830366
2020-12-28,523.0820469295472
2020-12-29,532.1502814837146
2020-12-30,538.6012531763021
2020-12-31,549.2694793877299
2021-01-01,545.6285734348454
2021-01-04,552.3981773283434
2021-01-05,556.2357631638115
2021-01-06,556.821251684864
2021-01-07,562.9688976113898
2021-01-08,559.2070192081261
2021-01-11,563.1708153029958
2021-01-12,572.6376515878643
2021-01-13,579.8487990397831
2021-01-14,572.6015365766474
2021-01-15,572.2492356301191
2021-01-18,567.939227772017
2021-01-19,572.2706076350203
2021-01-20,564.797602501758
2021-01-21,575.0186473182129
2021-01-22,583.8813807908756
2021-01-25,592.7426357051976
2021-01-26,580.1447078014405
2021-01-27,595.2676008345614
2021-01-28,593.1425501737489
2021-01-29,602.7887871138553
2021-02-01,608.3931535488183
2021-02-02,612.1964609475145
2021-02-03,607.3140382247394
2021-02-04,605.4340212524968
2021-02-05,604.6304696449857
2021-02-08,607.7296996267137
2021-02-09,612.2047084498719
2021-02-10,609.2128769018838
2021-02-11,598.6225385002315
2021-02-12,586.8750666630937
2021-02-15,584.8883072035799
2021-02-16,584.9643511725515
2021-02-17,601.7063854923927
2021-02-18,608.0352680861807
2021-02-19,612.5883436657606
2021-02-22,607.7109132112357
2021-02-23,608.6371541113535
2021-02-24,617.2877689839761
2021-02-25,616.6377834123284
2021-02-26,623.757878187976
2021-03-01,615.7156788202577
2021-03-02,615.4834542838018
2021-03-03,616.1015803438677
2021-03-04,618.5551530603882
2021-03-05,617.3813055416283
2021-03-08,628.5296070489942
2021-03-09,624.1113841454451
2021-03-10,628.930243082873
2021-03-11,616.9816652366472
2021-03-12,610.3570030929731
2021-03-15,611.5467379047295
2021-03-16,611.5708996755936
2021-03-17,603.2457484385112
2021-03-18,597.434674135132
2021-03-19,593.0732527425938
2021-03-22,593.5363986408871
2021-03-23,586.9338354044809
2021-03-24,593.9503558827158
2021-03-25,593.967726927162
2021-03-26,593.8407830594296
2021-03-29,609.1944822012229
2021-03-30,594.0831422472955
2021-03-31,581.3819443540933
2021-04-01,582.7321114195604
2021-04-02,574.1752679587589
2021-04-05,567.3677020627571
2021-04-06,561.5100860797138
2021-04-07,556.3167159214413
2021-04-08,558.8220238964343
2021-04-09,564.1264450909622
2021-04-12,563.1952111014002
2021-04-13,555.2231535264635
2021-04-14,554.6210064890724
2021-04-15,553.2031896762412
2021-04-16,540.6186173313938
2021-04-19,538.4135571292118
2021-04-20,549.5781387064153
2021-04-21,551.8638526889629
2021-04-22,554.4940020448589
2021-04-23,552.7777191970157
2021-04-26,549.1807712407021
2021-04-27,557.2138206558659
2021-04-28,556.5188806641552
2021-04-29,558.3869258864129
2021-04-30,562.2020634938071
2021-05-03,563.5423066926365
2021-05-04,552.3842754436122
2021-05-05,545.8596704109488
2021-05-06,545.5051571632812
2021-05-07,540.8151171939976
2021-05-10,543.9450465539514
2021-05-11,550.3279395338287
2021-05-12,548.8669539479553
2021-05-13,543.3509069647396
2021-05-14,538.0280712113766
2021-05-17,543.0872061137669
2021-05-18,554.1926442129887
2021-05-19,553.635923362269
2021-05-20,552.0914200722368
2021-05-21,560.6159695306876
2021-05-24,568.0688784839692
2021-05-25,567.2239663869814
2021-05-26,574.5447080285874
2021-05-27,579.7767063157758
2021-05-28,587.2756566940368
2021-05-31,593.8529066393994
2021-06-01,589.2749684785128
2021-06-02,578.8040561090186
2021-06-03,573.7794220804509
2021-06-04,560.855611103396
2021-06-07,562.750987704783
2021-06-08,562.2825702704662
2021-06-09,562.2281576121128
2021-06-10,561.5349638172663
2021-06-11,562.6525190524105
2021-06-14,558.7140206712318
2021-06-15,559.3337680666348
2021-06-16,569.3981290393167
2021-06-17,587.283723940723
2021-06-18,579.900665482178
2021-06-21,586.2695830820627
2021-06-22,586.2624313723289
2021-06-23,590.8180891957024
2021-06-24,591.5849085274722
2021-06-25,589.6973902003193
2021-06-28,599.7324553706098
2021-06-29,614.9503803267474
2021-06-30,614.0436722152793
2021-07-01,630.3028656519191
2021-07-02,639.6511684208109
2021-07-05,637.9090652872777
2021-07-06,634.3976059594974
2021-07-07,630.8853560487736
2021-07-08,642.8739520177688
2021-07-09,638.9318032182977
2021-07-12,620.5039870130119
2021-07-13,630.4253982623801
2021-07-14,646.1969788426642
2021-07-15,647.5808527324765
2021-07-16,646.8315715914225
2021-07-19,644.2932348096804
2021-07-20,645.5642988210359
2021-07-21,644.547807275777
2021-07-22,637.4948173937772
2021-07-23,644.5353464588279
2021-07-26,639.766559453433
2021-07-27,639.8613831776127
2021-07-28,647.538304413076
2021-07-29,654.7347829453363
2021-07-30,648.9697073370743
2021-08-02,655.4249918338302
2021-08-03,648.9013097286663
2021-08-04,657.8501240956659
2021-08-05,667.3018053495052
2021-08-06,671.0528234481773
2021-08-09,666.2521720590067
2021-08-10,654.020167605275
2021-08-11,651.4614645607022
2021-08-12,640.9817312571076
2021-08-13,643.5051987460364
2021-08-16,654.9360383281125
2021-08-17,671.3439947059908
2021-08-18,678.3023435289754
2021-08-19,659.5557414860385
2021-08-20,663.2669623407168
2021-08-23,667.2811747459766
2021-08-24,663.6382795670061
2021-08-25,660.737340676743
2021-08-26,672.7773487967635
2021-08-27,677.7291031875772
2021-08-30,680.5310946131675
2021-08-31,688.9328007859092
2021-09-01,688.8287815550641
2021-09-02,709.6514011898246
2021-09-03,707.6556113462515
2021-09-06,694.313666906393
2021-09-07,694.5931597702767
2021-09-08,692.6560198564518
2021-09-09,697.9302176512142
2021-09-10,701.1996035955253
2021-09-13,713.8953995452528
2021-09-14,713.7381875039665
2021-09-15,712.446147294235
2021-09-16,708.0885341343409
2021-09-17,701.3455116047613
2021-09-20,705.6155352290056
2021-09-21,704.0169651255375
2021-09-22,710.198991462714
2021-09-23,696.9129899591209
2021-09-24,700.1214594258839
2021-09-27,692.2059241551888
2021-09-28,696.3083785949258
2021-09-29,686.7845432071365
2021-09-30,699.7950912900272
2021-10-01,691.0219324354158
2021-10-04,696.4887154096517
2021-10-05,698.5864348350251
2021-10-06,697.2580809557846
2021-10-07,699.8277729856642
2021-10-08,705.8733559397377
2021-10-11,710.3026144474773
2021-10-12,726.2427542690758
2021-10-13,725.8182678722604
2021-10-14,727.2700875897228
2021-10-15,725.4755986993696
2021-10-18,748.763190204828
2021-10-19,732.3798718907223
2021-10-20,728.0063812600886
2021-10-21,730.8305692336692
2021-10-22,722.5404622272611
2021-10-25,704.2665559327173
2021-10-26,703.5190510208419
2021-10-27,695.4986005116335
2021-10-28,703.7585186375251
2021-10-29,702.589679652006
2021-11-01,697.6970923827399
2021-11-02,707.8288882415284
2021-11-03,709.0157239698232
2021-11-04,724.897747110578
2021-11-05,744.4648108183486
2021-11-08,742.9632308568499
2021-11-09,752.926524247189
2021-11-10,744.5330504934789
2021-11-11,745.629306875951
2021-11-12,753.4958468524027
2021-11-15,753.527968639625
2021-11-16,760.099551676055
2021-11-17,756.4007857960479
2021-11-18,755.981112383098
2021-11-19,757.72832796407
2021-11-22,753.0539217940924
2021-11-23,754.9371609214712
2021-11-24,752.2215408123434
2021-11-25,770.1620901244823
2021-11-26,775.0987210730877
2021-11-29,768.4326920507269
2021-11-30,755.2812334595816
2021-12-01,761.8789336264718
2021-12-02,766.4746750347707
2021-12-03,768.9753113651169
2021-12-06,783.1036696832914
2021-12-07,785.137702663225
2021-12-08,789.7163064014446
2021-12-09,776.8369256762844
2021-12-10,767.499550726365
2021-12-13,765.5858953229758
2021-12-14,767.2014600041995
2021-12-15,764.610846942247
2021-12-16,769.0711296845689
2021-12-17,767.9684588907829
2021-12-20,779.5166533511239
2021-12-21,784.2015404892979
2021-12-22,785.2072577377248
2021-12-23,799.5822844036734
2021-12-24,815.4995135542708
2021-12-27,814.2817665421051
2021-12-28,812.8781705232063
2021-12-29,806.4790950039848
2021-12-30,793.988333969736
2021-12-31,779.8245960055278
2022-01-03,792.9997394702731
2022-01-04,770.210743196153
2022-01-05,785.4703045474664
2022-01-06,784.1741061902671
2022-01-07,787.4348648334714
2022-01-10,779.7670242658309
2022-01-11,789.459650136485
2022-01-12,776.2087195632421
2022-01-13,774.5041068376493
2022-01-14,785.1870446681003
2022-01-17,761.9353380751653
2022-01-18,770.4898475080892
2022-01-19,761.652870787319
2022-01-20,756.298102645509
2022-01-21,760.9612971750985
2022-01-24,762.6860196403724
2022-01-25,762.9447560425447
2022-01-26,760.0838933678791
2022-01-27,759.3512379245826
2022-01-28,782.6152044725152
2022-01-31,782.1060110678833
2022-02-01,780.7518503744667
2022-02-02,794.5667245297705
2022-02-03,810.6520207628956
2022-02-04,816.19948021534
2022-02-07,824.671834146858
2022-02-08,830.4505422821136
2022-02-09,843.4705830993779
2022-02-10,819.9857317711312
2022-02-11,808.1570871480506
2022-02-14,803.6230523622565
2022-02-15,831.9608185228358
2022-02-16,829.4552396357227
2022-02-17,827.5092643527333
2022-02-18,809.7107593356917
2022-02-21,802.7804882781435
2022-02-22,802.0194328558614
2022-02-23,817.5892123990881
2022-02-24,835.814547295798
2022-02-25,844.1479406046127
2022-02-28,844.4956257845754
2022-03-01,843.6411480294094
2022-03-02,857.2531237714286
2022-03-03,867.0849370503008
2022-03-04,870.098050745489
2022-03-07,868.0919978113709
2022-03-08,878.9376799799538
2022-03-09,885.6911880040061
2022-03-10,876.7582852829124
2022-03-11,880.2489431168885
2022-03-14,873.1007157386532
2022-03-15,871.6605206427283
2022-03-16,872.7046779683858
2022-03-17,854.81768752889
2022-03-18,853.571434960347
2022-03-21,857.2080668366461
2022-03-22,864.9473859131876
2022-03-23,862.7418920188195
2022-03-24,870.3540055255555
2022-03-25,853.1297211942456
2022-03-28,884.6425703615492
2022-03-29,883.5001537066204
2022-03-30,877.1839942952968
2022-03-31,859.2707966936721
2022-04-01,868.4283481602266
2022-04-04,853.1111652973796
2022-04-05,865.0845096959508
2022-04-06,862.6078228397746
2022-04-07,861.830257556862
2022-04-08,877.2180685525399
2022-04-11,875.1167825773431
2022-04-12,888.2833613431948
2022-04-13,895.3753940150472
2022-04-14,894.0879275330543
2022-04-15,881.6736421511805
2022-04-18,876.4598613567651
2022-04-19,890.9435711407141
2022-04-20,883.820094531556
2022-04-21,911.891632195992
2022-04-22,905.868514284884
2022-04-25,890.065738268266
2022-04-26,903.4719649795837
2022-04-27,890.8942423265752
2022-04-28,879.9956342330927
2022-04-29,897.1458754497315
2022-05-02,891.6990819334512
2022-05-03,871.7713254406891
2022-05-04,855.1506099931257
2022-05-05,864.9447801599757
2022-05-06,873.5434080549601
2022-05-09,856.9014029767977
2022-05-10,856.0848648361904
2022-05-11,858.4443978159237
2022-05-12,838.5288768659317
2022-05-13,850.2789803299968
2022-05-16,848.9596582292895
2022-05-17,846.490855429083
2022-05-18,849.3689803215531
2022-05-19,830.8649263353628
2022-05-20,832.0163093349591
2022-05-23,845.5428366396039
2022-05-24,842.1040717572109
2022-05-25,837.0471117001299
2022-05-26,837.1689404829629
2022-05-27,840.4471822097297
2022-05-30,832.490469590987
2022-05-31,844.477168400694
2022-06-01,846.7860804519554
2022-06-02,853.8280619958537
2022-06-03,869.7305404146208
2022-06-06,866.1452199188951
2022-06-07,853.5873662604405
2022-06-08,871.5377981968163
2022-06-09,869.7541009611766
2022-06-10,880.8876490069918
2022-06-13,882.2243927689098
2022-06-14,870.0228678098149
2022-06-15,874.0911767686404
2022-06-16,870.1353989370764
2022-06-17,867.4395755859728
2022-06-20,866.4043825156051
2022-06-21,874.6380022423081
2022-06-22,867.0570646192873
2022-06-23,868.4878602449982
2022-06-24,847.7797170880546
2022-06-27,858.6541986555226
2022-06-28,855.4256588052058
2022-06-29,859.9372209449883
2022-06-30,856.5392123510243
2022-07-01,866.8848657360563
2022-07-04,861.8226014813143
2022-07-05,836.8420871538484
2022-07-06,844.3791614286217
2022-07-07,858.2542007695047
2022-07-08,860.077149703038
2022-07-11,877.0846847945087
2022-07-12,875.1043701705512
2022-07-13,865.2288595847964
2022-07-14,868.6318553279808
2022-07-15,858.4705437459901
2022-07-18,850.280297339754
2022-07-19,839.2212541504074
2022-07-20,848.2750562019161
2022-07-21,870.2910351476811
2022-07-22,870.5296448492645
2022-07-25,874.1614213504433
2022-07-26,871.7510914261187
2022-07-27,855.2625677529348
2022-07-28,859.2683603978834
2022-07-29,871.5797844308903
2022-08-01,861.4338408959458
2022-08-02,872.3886608959741
2022-08-03,871.4485129091081
2022-08-04,886.0697266283527
2022-08-05,886.1917252055861
2022-08-08,896.2579448267944
2022-08-09,924.33845459668
2022-08-10,932.9782649454006
2022-08-11,935.3618930950387
2022-08-12,938.8356040538995
2022-08-15,942.3060094904787
2022-08-16,923.5876761304039
2022-08-17,930.0927802018143
2022-08-18,942.4121741888936
2022-08-19,957.0554062056618
2022-08-22,933.8849061607849
2022-08-23,922.48896831292
2022-08-24,932.6873359406072
2022-08-25,932.1947530426452
2022-08-26,912.7317966237914
2022-08-29,911.3075921818789
2022-08-30,903.773731034538
2022-08-31,889.6719754737206
2022-09-01,892.781928341761
2022-09-02,895.2999462478299
2022-09-05,904.6448500801898
2022-09-06,896.8661172913904
2022-09-07,889.9435433883665
2022-09-08,879.8187602671749
2022-09-09,883.9206681980302
2022-09-12,894.2269114305964
2022-09-13,884.1192226309814
2022-09-14,875.4271018944046
2022-09-15,880.6096542310761
2022-09-16,896.131204323331
2022-09-19,898.6414690418283
2022-09-20,891.7127426304068
2022-09-21,892.9845867160645
2022-09-22,891.9994319794176
2022-09-23,877.9332962375227
2022-09-26,873.3996466523565
2022-09-27,897.8536669069633
2022-09-28,898.9895302666481
2022-09-29,909.0823399929384
2022-09-30,917.9049845735279
2022-10-03,918.0563864661929
2022-10-04,914.4430380818884
2022-10-05,923.0518698034829
2022-10-06,929.0640535793731
2022-10-07,918.6429374069328
2022-10-10,940.8280311271646
2022-10-11,947.8479479965882
2022-10-12,945.0305703333878
2022-10-13,933.3068533001916
2022-10-14,943.4375128564866
2022-10-17,942.3813741530751
2022-10-18,938.6168121820988
2022-10-19,924.2315039645248
2022-10-20,923.1694142296355
2022-10-21,914.7019137749149
2022-10-24,919.1959468277213
2022-10-25,939.5381743459754
2022-10-26,950.8186889269753
2022-10-27,951.3320178001176
2022-10-28,953.2535974632557
2022-10-31,954.4845049639529
2022-11-01,938.6147186695401
2022-11-02,949.441822791411
2022-11-03,954.7143504753147
2022-11-04,956.8003931442778
2022-11-07,940.5629051656774
2022-11-08,955.1722804802395
2022-11-09,967.694047059356
2022-11-10,972.3618369836797
2022-11-11,976.262828984299
2022-11-14,968.906867088945
2022-11-15,973.9060662983576
2022-11-16,987.0548700543494
2022-11-17,979.8801665667924
2022-11-18,984.5399471245009
2022-11-21,982.7144543181554
2022-11-22,981.7336397534215
2022-11-23,981.104358326873
2022-11-24,989.7156110139537
2022-11-25,1007.1849117650208
2022-11-28,995.6070752954813
2022-11-29,1003.2607699078355
2022-11-30,1016.7350821459302
2022-12-01,1020.9514284289014
2022-12-02,1022.6522422603605
2022-12-05,1012.9591545282224
2022-12-06,1015.810807625086
2022-12-07,1022.8624362345682
2022-12-08,1022.5148298912367
2022-12-09,1026.1227152649308
2022-12-12,1004.347082815125
2022-12-13,1011.4394081746021
2022-12-14,1016.1471518418545
2022-12-15,1020.7536804542545
2022-12-16,1015.160559430436
2022-12-19,1003.8788654494087
2022-12-20,1021.7990131221925
2022-12-21,1026.3558668579217
2022-12-22,1024.2329670358274
2022-12-23,1026.6917840628919
2022-12-26,1027.8588822067977
2022-12-27,1017.5618261311567
2022-12-28,1026.8229111108374
2022-12-29,1033.494201200971
2022-12-30,1046.257962317498
2023-01-02,1046.201057004895
2023-01-03,1055.8774868029006
2023-01-04,1060.3082047278317
2023-01-05,1070.6522950115796
2023-01-06,1064.1315149994434
2023-01-09,1085.6968745017546
2023-01-10,1080.4133358905303
2023-01-11,1069.5095212023634
2023-01-12,1078.6842413692516
2023-01-13,1085.841942548632
2023-01-16,1091.981205997789
2023-01-17,1113.720765879424
2023-01-18,1144.15416067537
2023-01-19,1126.3223567024256
2023-01-20,1126.0487956825662
2023-01-23,1125.6094383832283
2023-01-24,1119.1194399527064
2023-01-25,1132.6217711009547
2023-01-26,1149.8151275797627
2023-01-27,1154.8091861910714
2023-01-30,1148.9476622662226
2023-01-31,1145.8094143277262
2023-02-01,1148.861709137548
2023-02-02,1134.1668075795874
2023-02-03,1147.8515256162848
2023-02-06,1157.1665818123786
2023-02-07,1171.47812826967
2023-02-08,1160.6966744641409
2023-02-09,1150.6025541007218
2023-02-10,1159.2213702259255
2023-02-13,1152.6436571129834
2023-02-14,1165.1540547507007
2023-02-15,1170.4699460682948
2023-02-16,1160.363440496621
2023-02-17,1143.5968399642825
2023-02-20,1152.6909354203806
2023-02-21,1164.496722045584
2023-02-22,1163.3308907003895
2023-02-23,1179.046107516236
2023-02-24,1193.8593943092028
2023-02-27,1192.6533963249035
2023-02-28,1219.6434648596921
2023-03-01,1219.9276696698846
2023-03-02,1219.082874239082
2023-03-03,1217.2712347213362
2023-03-06,1230.407663071882
2023-03-07,1204.6269462734342
2023-03-08,1206.9347320392635
2023-03-09,1191.8076592218833
2023-03-10,1167.8573976531186
2023-03-13,1160.28294888997
2023-03-14,1163.5768320563027
2023-03-15,1165.0334789625435
2023-03-16,1176.7581441087764
2023-03-17,1175.5208473496778
2023-03-20,1187.303158775788
2023-03-21,1175.1217780735979
2023-03-22,1158.1884907578074
2023-03-23,1164.936265262382
2023-03-24,1193.5220760211112
2023-03-27,1192.2520804251633
2023-03-28,1193.7444748837834
2023-03-29,1188.7300665853238
2023-03-30,1183.7238554621913
2023-03-31,1178.0164768508168
2023-04-03,1186.2353081109786
2023-04-04,1197.4586360356213
2023-04-05,1222.8936174293926
2023-04-06,1205.7243079905074
2023-04-07,1206.506158716855
2023-04-10,1178.8067264034369
2023-04-11,1181.2778613507476
2023-04-12,1189.2760758904892
2023-04-13,1185.1422538510508
2023-04-14,1181.9494554161192
2023-04-17,1165.6123719748714
2023-04-18,1191.3398794604982
2023-04-19,1196.4766481740967
2023-04-20,1186.9155201600909
2023-04-21,1166.9867754651102
2023-04-24,1156.0734566193564
2023-04-25,1138.9974435670813
2023-04-26,1142.0033281895307
2023-04-27,1170.4109390737137
2023-04-28,1164.535354549584
2023-05-01,1186.7284817550665
2023-05-02,1174.257587253738
2023-05-03,1198.8956429117293
2023-05-04,1164.9202323961135
2023-05-05,1172.6756550985465
2023-05-08,1152.4864736130896
2023-05-09,1159.9761112623726
2023-05-10,1163.4249529599706
2023-05-11,1141.7067156218698
2023-05-12,1170.331961881477
2023-05-15,1173.999409861392
2023-05-16,1169.8927524949972
2023-05-17,1182.8741180504198
2023-05-18,1182.9232160430606
2023-05-19,1198.4098770337641
2023-05-22,1181.5904494196882
2023-05-23,1184.7273302396163
2023-05-24,1211.1818714156009
2023-05-25,1237.8031465827273
2023-05-26,1240.0503712232849
2023-05-29,1249.7161638390419
2023-05-30,1244.815638090146
2023-05-31,1255.4021331916579
2023-06-01,1266.6238688131755
2023-06-02,1267.4862797023097
2023-06-05,1256.2440507027484
2023-06-06,1256.9121197827806
2023-06-07,1262.4803179286496
2023-06-08,1280.040900008957
2023-06-09,1296.07725584713
2023-06-12,1310.5787318799983
2023-06-13,1306.7721611509048
2023-06-14,1316.9212785730117
2023-06-15,1319.097458087835
2023-06-16,1316.6895196643175
2023-06-19,1350.6483534931426
2023-06-20,1334.071094645334
2023-06-21,1348.436220071854
2023-06-22,1333.3855193276088
2023-06-23,1342.5779780265505
2023-06-26,1365.1875498845664
2023-06-27,1380.583380304357
2023-06-28,1386.8491662959746
2023-06-29,1391.7308414897493
2023-06-30,1414.3094403588782
2023-07-03,1403.7175321089635
2023-07-04,1391.7885203146218
2023-07-05,1405.6280407537085
2023-07-06,1434.2951261762294
2023-07-07,1403.5294097476105
2023-07-10,1417.0373966598852
2023-07-11,1388.1877731041009
2023-07-12,1390.7865238596148
2023-07-13,1439.7661442313004
2023-07-14,1426.2371693683879
2023-07-17,1436.9295828613751
2023-07-18,1427.8928427096619
2023-07-19,1409.0002722400377
2023-07-20,1413.24366333705
2023-07-21,1437.1567340329748
2023-07-24,1481.7113551495345
