Date,RF
2020-07-29,125.64067132980375
2020-07-30,125.86334486927228
2020-07-31,129.83799459115534
2020-08-03,125.58251980531469
2020-08-04,122.6259548542544
2020-08-05,120.95599278780877
2020-08-06,121.87326573381463
2020-08-07,120.87570277212282
2020-08-10,121.39395855562503
2020-08-11,121.13897762105911
2020-08-12,120.68204307881282
2020-08-13,118.78903978167631
2020-08-14,123.34936899491355
2020-08-17,122.163416111755
2020-08-18,121.33008029642019
2020-08-19,121.13796346063778
2020-08-20,118.88415910430605
2020-08-21,118.7713510565647
2020-08-24,118.94751866679724
2020-08-25,118.5752881446301
2020-08-26,118.80126702133703
2020-08-27,120.71572546716645
2020-08-28,120.72224053676317
2020-08-31,124.66047289401246
2020-09-01,124.75259671156363
2020-09-02,122.7943805389889
2020-09-03,120.03609386589483
2020-09-04,118.1927126977756
2020-09-07,117.98044721736606
2020-09-08,115.66077399575482
2020-09-09,114.84002672065704
2020-09-10,115.23248673764012
2020-09-11,111.50631272263226
2020-09-14,110.51885925021945
2020-09-15,111.52201484184145
2020-09-16,110.6473000055826
2020-09-17,109.17120939671358
2020-09-18,112.47143622142043
2020-09-21,109.36269573339244
2020-09-22,109.49304129908178
2020-09-23,110.55069933152274
2020-09-24,109.11925726894171
2020-09-25,110.61917578619283
2020-09-28,110.76351663949305
2020-09-29,112.14701821658441
2020-09-30,113.5182937885737
2020-10-01,110.14521193949447
2020-10-02,110.10435913483401
2020-10-05,109.92412034379146
2020-10-06,110.29085427582756
2020-10-07,113.55196645552607
2020-10-08,114.44718876004508
2020-10-09,115.5765083739673
2020-10-12,114.50806728017416
2020-10-13,114.3526810692933
2020-10-14,118.95614214576815
2020-10-15,116.55619954876806
2020-10-16,116.94039061850158
2020-10-19,118.6930140805704
2020-10-20,117.52555014643666
2020-10-21,118.13535443001669
2020-10-22,118.13782519177836
2020-10-23,118.30387714851494
2020-10-26,121.67099785945312
2020-10-27,124.15220266646048
2020-10-28,123.66422883755918
2020-10-29,121.55483407289522
2020-10-30,122.93380787459586
2020-11-02,119.59933776674644
2020-11-03,121.99041486415136
2020-11-04,122.31070723587757
2020-11-05,118.97360059747642
2020-11-06,121.78456869457803
2020-11-09,121.8614612355942
2020-11-10,123.7499164056966
2020-11-11,124.50368841485002
2020-11-12,123.6557800923289
2020-11-13,122.37671057118233
2020-11-16,122.59033120085152
2020-11-17,123.22361139238089
2020-11-18,123.38111834434987
2020-11-19,127.07083898515596
2020-11-20,127.68888201055259
2020-11-23,128.0466065023121
2020-11-24,125.95300465518521
2020-11-25,122.85162933496963
2020-11-26,123.38242120510951
2020-11-27,124.05355039881049
2020-11-30,125.80520710262309
2020-12-01,125.45424150425009
2020-12-02,125.3792854698937
2020-12-03,124.13073303435698
2020-12-04,128.37566120457987
2020-12-07,123.09427418368925
2020-12-08,125.07416145910591
2020-12-09,128.98833200441035
2020-12-10,133.38520715418093
2020-12-11,132.68022015758177
2020-12-14,136.9281644388442
2020-12-15,135.8593751906116
2020-12-16,136.90552408849905
2020-12-17,136.076189855926
2020-12-18,135.88607857924592
2020-12-21,135.04028082909014
2020-12-22,136.73302886186616
2020-12-23,135.54018568466503
2020-12-24,134.04832916501263
2020-12-25,135.72457922246477
2020-12-28,137.1642526112056
2020-12-29,137.6696823710869
2020-12-30,135.53764968125424
2020-12-31,137.2617968432286
2021-01-01,135.15033018000415
2021-01-04,130.24414330711875
2021-01-05,128.43727227847697
2021-01-06,130.2822896774977
2021-01-07,130.98703386919365
2021-01-08,131.58668244429893
2021-01-11,130.97608943053487
2021-01-12,130.27778685775434
2021-01-13,127.43101747335737
2021-01-14,121.51548880443305
2021-01-15,121.06872789500821
2021-01-18,123.21636162772798
2021-01-19,120.53735056724068
2021-01-20,119.1645055009492
2021-01-21,119.23417541007082
2021-01-22,119.2624070568621
2021-01-25,115.24513546456208
2021-01-26,115.3333949186456
2021-01-27,116.23654499739376
2021-01-28,117.3632038751875
2021-01-29,116.4102113170207
2021-02-01,117.79071458470567
2021-02-02,115.37877803545615
2021-02-03,119.01702288589576
2021-02-04,113.9251959964499
2021-02-05,113.51577246854607
2021-02-08,111.51615646169297
2021-02-09,109.81049380181763
2021-02-10,110.32073460423354
2021-02-11,109.79596350484755
2021-02-12,107.13947038789956
2021-02-15,108.01560238839413
2021-02-16,109.03651173206325
2021-02-17,107.84280878191464
2021-02-18,108.40960869800803
2021-02-19,107.80856609411697
2021-02-22,106.7915338952002
2021-02-23,106.22415832270447
2021-02-24,107.04254415164556
2021-02-25,105.2927249552308
2021-02-26,105.85048751929862
2021-03-01,100.80411312650635
2021-03-02,99.90163682791186
2021-03-03,98.87936379816925
2021-03-04,99.21800982871281
2021-03-05,97.48718208913591
2021-03-08,97.76695799054514
2021-03-09,96.29868223715667
2021-03-10,97.78265009312081
2021-03-11,95.63067560484
2021-03-12,96.27973088489439
2021-03-15,96.2197161824683
2021-03-16,95.92680910695037
2021-03-17,94.855389569708
2021-03-18,95.46118972700388
2021-03-19,95.80659606315744
2021-03-22,93.2327567145692
2021-03-23,93.88856591684481
2021-03-24,94.52887062771528
2021-03-25,93.40633737357822
2021-03-26,93.0739465514176
2021-03-29,94.707987811798
2021-03-30,91.84209977320556
2021-03-31,92.22370871825932
2021-04-01,89.23621090733253
2021-04-02,88.75812009936578
2021-04-05,89.67621255873576
2021-04-06,88.61192794560868
2021-04-07,87.00261170736346
2021-04-08,84.63948489850591
2021-04-09,82.55340096513198
2021-04-12,82.92031659960087
2021-04-13,84.62058434017005
2021-04-14,86.81985968013174
2021-04-15,88.63233816054445
2021-04-16,87.84602947416067
2021-04-19,87.20902046110744
2021-04-20,87.6390416418341
2021-04-21,89.11383947978945
2021-04-22,87.57891713423624
2021-04-23,83.56646445041265
2021-04-26,83.66224145889544
2021-04-27,79.39177710706232
2021-04-28,78.5009679957312
2021-04-29,76.2138639455434
2021-04-30,75.39381555905632
2021-05-03,74.50366104872813
2021-05-04,75.31621731356414
2021-05-05,76.25712692922836
2021-05-06,77.16131187520978
2021-05-07,77.47784934760352
2021-05-10,77.91600963457294
2021-05-11,79.01341631139566
2021-05-12,77.92692904701207
2021-05-13,76.39561559172579
2021-05-14,76.94428337697241
2021-05-17,78.420155562157
2021-05-18,79.28359769068733
2021-05-19,78.3901915346342
2021-05-20,78.41288023772087
2021-05-21,76.74098179423633
2021-05-24,77.47509719872635
2021-05-25,78.24346388395719
2021-05-26,79.17371414336468
2021-05-27,81.97088030585486
2021-05-28,82.41569549096062
2021-05-31,82.50322800669433
2021-06-01,81.16054175454956
2021-06-02,81.17794480460326
2021-06-03,80.89738071377839
2021-06-04,84.45939729589281
2021-06-07,86.16014495735807
2021-06-08,86.6344986245546
2021-06-09,89.42392483407933
2021-06-10,88.31752429162786
2021-06-11,86.17607273680711
2021-06-14,84.22143760043346
2021-06-15,85.7788861742171
2021-06-16,84.77149231760146
2021-06-17,85.74839884407028
2021-06-18,84.46202846478552
2021-06-21,83.81547110785799
2021-06-22,85.26076267597294
2021-06-23,87.15537528492311
2021-06-24,87.38832566946895
2021-06-25,86.61227056648853
2021-06-28,86.03213484836516
2021-06-29,87.17199019887606
2021-06-30,82.63081978275622
2021-07-01,81.05159042795185
2021-07-02,80.72769292896578
2021-07-05,79.02204551051129
2021-07-06,75.99817922858604
2021-07-07,76.03688071238935
2021-07-08,76.18636505794993
2021-07-09,75.13743201706274
2021-07-12,74.23742898844785
2021-07-13,74.44341470989171
2021-07-14,74.27589952348727
2021-07-15,75.79919624834532
2021-07-16,76.25120859430301
2021-07-19,76.46358965755866
2021-07-20,75.31919609226956
2021-07-21,75.88373253562672
2021-07-22,76.14812302858935
2021-07-23,74.6378448275849
2021-07-26,73.79847499404262
2021-07-27,72.77591105238535
2021-07-28,73.38267349898786
2021-07-29,74.01854038444819
2021-07-30,74.99158602066473
2021-08-02,74.50927131899321
2021-08-03,74.9738047216028
2021-08-04,76.36782718105921
2021-08-05,77.37164584740692
2021-08-06,80.3435832908353
2021-08-09,80.73602761360482
2021-08-10,79.56791552864114
2021-08-11,78.93270746651714
2021-08-12,79.84441174572893
2021-08-13,82.86064082266233
2021-08-16,79.46063392923261
2021-08-17,78.97898727581125
2021-08-18,79.60384338704851
2021-08-19,80.91150423622999
2021-08-20,80.01189820071822
2021-08-23,80.73649052830626
2021-08-24,81.78739513570217
2021-08-25,83.0138457766661
2021-08-26,82.06470177103337
2021-08-27,82.82397811192907
2021-08-30,81.71443812928807
2021-08-31,81.91640089936138
2021-09-01,82.60360949391097
2021-09-02,81.57321137301167
2021-09-03,79.88945473946826
2021-09-06,78.93263921783233
2021-09-07,78.45180095551565
2021-09-08,79.96886289107995
2021-09-09,82.57873239789882
2021-09-10,81.36892169183668
2021-09-13,82.4219897284558
2021-09-14,83.30814846047609
2021-09-15,86.23955143976987
2021-09-16,86.43261491462638
2021-09-17,86.65324999549229
2021-09-20,87.67272538556716
2021-09-21,87.65771951642714
2021-09-22,86.06812086938875
2021-09-23,86.37747092337078
2021-09-24,84.20641204859537
2021-09-27,86.16461846796123
2021-09-28,84.30635632577875
2021-09-29,84.86614085326777
2021-09-30,85.40318400945364
2021-10-01,87.99554138910372
2021-10-04,90.92028193239015
2021-10-05,91.53737012920087
2021-10-06,92.83820694285137
2021-10-07,93.7447430739527
2021-10-08,93.01630877935139
2021-10-11,92.74349708029746
2021-10-12,95.65362268890287
2021-10-13,95.7341516010511
2021-10-14,97.98799508057243
2021-10-15,97.31464557619333
2021-10-18,96.98894337156264
2021-10-19,96.29077190204278
2021-10-20,97.31412123698185
2021-10-21,96.12361268291802
2021-10-22,95.86415074879605
2021-10-25,96.70819855024278
2021-10-26,97.19007698475203
2021-10-27,97.35329452246538
2021-10-28,98.11315421825554
2021-10-29,96.66807852647521
2021-11-01,96.06532063974899
2021-11-02,94.72878814103295
2021-11-03,99.71389913883228
2021-11-04,99.65254436826825
2021-11-05,101.41615386940782
2021-11-08,101.27347182424145
2021-11-09,101.76117652605298
2021-11-10,102.14532620400166
2021-11-11,101.87432089136094
2021-11-12,100.32101865330328
2021-11-15,101.23234401512077
2021-11-16,102.84530075055433
2021-11-17,106.02660999276807
2021-11-18,104.31876178362275
2021-11-19,104.07671439465642
2021-11-22,105.18367454647128
2021-11-23,103.71131667770625
2021-11-24,104.75040263885093
2021-11-25,107.22405255796372
2021-11-26,110.35762084044718
2021-11-29,110.46477712318949
2021-11-30,108.07701154103432
2021-12-01,107.25868122882953
2021-12-02,109.70043209874893
2021-12-03,107.24770923875018
2021-12-06,105.33791512499495
2021-12-07,107.097764611909
2021-12-08,108.37878318369583
2021-12-09,106.28024853037266
2021-12-10,104.87972034346599
2021-12-13,106.64482388641635
2021-12-14,106.43751304491117
2021-12-15,107.53727761293929
2021-12-16,106.45953793442861
2021-12-17,105.36748126956029
2021-12-20,103.65883375756101
2021-12-21,102.49608267849419
2021-12-22,104.79315237276344
2021-12-23,106.71571944427785
2021-12-24,107.52030708397076
2021-12-27,109.62237348278937
2021-12-28,110.31949214094803
2021-12-29,110.45769020954893
2021-12-30,107.8447322401103
2021-12-31,109.4600482079881
2022-01-03,111.78429553115252
2022-01-04,114.35298217910072
2022-01-05,110.30959978087142
2022-01-06,114.02077199501683
2022-01-07,112.80536239846667
2022-01-10,115.73199870048903
2022-01-11,114.73655864527255
2022-01-12,117.9880466883734
2022-01-13,118.62008302919324
2022-01-14,118.29108123961132
2022-01-17,118.46011384496487
2022-01-18,114.97377395539702
2022-01-19,113.74754038141296
2022-01-20,116.76164337390055
2022-01-21,117.28536309039448
2022-01-24,119.58361444195096
2022-01-25,118.33465907899661
2022-01-26,118.64059413495143
2022-01-27,122.4250252501158
2022-01-28,121.18011208786476
2022-01-31,120.82823197667997
2022-02-01,121.62947709832672
2022-02-02,121.59913113082146
2022-02-03,121.70120871403907
2022-02-04,121.05810588957205
2022-02-07,118.95563104733472
2022-02-08,116.22793234109214
2022-02-09,112.66332554385767
2022-02-10,114.93839980383278
2022-02-11,117.42269053617959
2022-02-14,115.26248640620156
2022-02-15,115.23277051639725
2022-02-16,115.71920900480802
2022-02-17,113.34302870160656
2022-02-18,110.64405014280916
2022-02-21,115.31724427855772
2022-02-22,115.23996654103534
2022-02-23,117.35345581106145
2022-02-24,117.78241691184341
2022-02-25,115.83489478538682
2022-02-28,113.06944827328445
2022-03-01,114.03351719972754
2022-03-02,109.6056838210744
2022-03-03,109.40615905412837
2022-03-04,112.28092356911846
2022-03-07,108.54179845129832
2022-03-08,104.4346917911335
2022-03-09,101.5716346565439
2022-03-10,102.79867201015773
2022-03-11,107.95173476203539
2022-03-14,109.31011550271572
2022-03-15,112.0757933282989
2022-03-16,107.4451867384355
2022-03-17,106.92351999583667
2022-03-18,106.42972173618456
2022-03-21,104.10991640511907
2022-03-22,103.28261227687517
2022-03-23,101.14094079180693
2022-03-24,100.29398674641462
2022-03-25,101.01795430810391
2022-03-28,99.46449637476756
2022-03-29,97.58847294595155
2022-03-30,98.60405174599694
2022-03-31,99.22779163440286
2022-04-01,99.25948521415694
2022-04-04,98.22889641561153
2022-04-05,101.72478096964683
2022-04-06,101.61712386078273
2022-04-07,100.71799755396837
2022-04-08,101.55567422450925
2022-04-11,102.05170609197596
2022-04-12,101.87797406924739
2022-04-13,101.07415169292562
2022-04-14,104.36172887411426
2022-04-15,99.94311041848023
2022-04-18,102.39371478822694
2022-04-19,103.00214696057593
2022-04-20,101.2528498489511
2022-04-21,101.45362781591987
2022-04-22,101.29312062077861
2022-04-25,102.79570818240674
2022-04-26,103.35568906844031
2022-04-27,102.0169702658132
2022-04-28,102.51051735050754
2022-04-29,104.08763455010671
2022-05-02,103.47514059509827
2022-05-03,102.52237569364533
2022-05-04,102.25076972662846
2022-05-05,100.82849864733001
2022-05-06,103.5037757966679
2022-05-09,103.41391491054753
2022-05-10,100.96133482022917
2022-05-11,102.68719934200598
2022-05-12,100.44327912742285
2022-05-13,98.44864037067171
2022-05-16,96.37556193787061
2022-05-17,96.08998567839633
2022-05-18,98.49907151235857
2022-05-19,100.23961005496881
2022-05-20,100.10794931420706
2022-05-23,102.53519646294936
2022-05-24,104.8778923003169
2022-05-25,104.8647678923945
2022-05-26,104.61197198339998
2022-05-27,106.00177506130387
2022-05-30,100.6220188660081
2022-05-31,105.06972658657129
2022-06-01,108.13964367568687
2022-06-02,109.20402180157092
2022-06-03,109.44638173698044
2022-06-06,111.02168913314532
2022-06-07,109.5754337258295
2022-06-08,111.28063282201168
2022-06-09,111.2761485378245
2022-06-10,113.1669906329135
2022-06-13,115.46259254645419
2022-06-14,113.60358137020376
2022-06-15,114.35792684179646
2022-06-16,118.32359582435086
2022-06-17,120.0650737545367
2022-06-20,120.65656699416866
2022-06-21,121.14594638865701
2022-06-22,121.98905904452941
2022-06-23,122.78188306604191
2022-06-24,120.72873673870629
2022-06-27,117.73552946889842
2022-06-28,118.76656825648088
2022-06-29,119.22550488105166
2022-06-30,118.55037545341696
2022-07-01,117.34806055590818
2022-07-04,120.01611732898013
2022-07-05,123.30033700393953
2022-07-06,125.52682730380506
2022-07-07,128.30482937960974
2022-07-08,133.228020850416
2022-07-11,130.54869434206665
2022-07-12,133.32543648458756
2022-07-13,134.06122999343387
2022-07-14,136.89292543383127
2022-07-15,140.07312463880749
2022-07-18,138.37108419229867
2022-07-19,139.77318940743064
2022-07-20,135.67892027677203
2022-07-21,138.06464883041104
2022-07-22,143.1527642481211
2022-07-25,138.89535022185615
2022-07-26,137.2620546104244
2022-07-27,136.99602793951811
2022-07-28,135.1216953479038
2022-07-29,135.62493731314794
2022-08-01,133.27599710221477
2022-08-02,133.16987759689167
2022-08-03,132.9763143349785
2022-08-04,133.84143520504313
2022-08-05,135.68014884324396
2022-08-08,134.23431517523434
2022-08-09,137.27236232575257
2022-08-10,140.07817817619784
2022-08-11,139.4914977961697
2022-08-12,139.66746600760683
2022-08-15,140.23587875111386
2022-08-16,138.8138380962476
2022-08-17,141.28407534418355
2022-08-18,140.12196500176617
2022-08-19,143.18123047460287
2022-08-22,140.12052905721333
2022-08-23,137.66374930322576
2022-08-24,139.01418868264082
2022-08-25,136.48745773574302
2022-08-26,136.94074300746232
2022-08-29,136.50022439736313
2022-08-30,136.03816153074766
2022-08-31,137.12858326007122
2022-09-01,136.15435418976625
2022-09-02,137.6870117526471
2022-09-05,132.90607835516818
2022-09-06,135.0416381629858
2022-09-07,138.52755795649568
2022-09-08,137.72722172491152
2022-09-09,140.31360843534486
2022-09-12,137.80943812153416
2022-09-13,135.0948301676921
2022-09-14,136.08540754775458
2022-09-15,139.8659987740179
2022-09-16,141.26583916716194
2022-09-19,139.44690530559237
2022-09-20,140.35199027239264
2022-09-21,139.8989860324005
2022-09-22,142.3427483037356
2022-09-23,144.4717836224446
2022-09-26,145.70865373164224
2022-09-27,146.06602200582287
2022-09-28,149.2877121118584
2022-09-29,146.6718505861405
2022-09-30,148.44768377220495
2022-10-03,150.02132251984506
2022-10-04,152.69063514004407
2022-10-05,150.12503241265335
2022-10-06,154.6681885750563
2022-10-07,154.86039524177508
2022-10-10,149.79549788121156
2022-10-11,146.82188218827153
2022-10-12,145.50764986775297
2022-10-13,146.5840368748176
2022-10-14,144.70049980098085
2022-10-17,144.62485514427843
2022-10-18,142.45257030718085
2022-10-19,144.16831106122407
2022-10-20,145.14349374038477
2022-10-21,142.26688410670985
2022-10-24,142.78126707904576
2022-10-25,143.8259643516485
2022-10-26,142.93735833802452
2022-10-27,143.57635285250174
2022-10-28,144.30281201510692
2022-10-31,140.88501757848996
2022-11-01,137.63096889355683
2022-11-02,137.1379985776016
2022-11-03,137.31317213548027
2022-11-04,139.05078265684872
2022-11-07,133.0701005558445
2022-11-08,133.1412538785826
2022-11-09,129.44433553976256
2022-11-10,129.14838191860053
2022-11-11,127.84932410424113
2022-11-14,124.7169333004876
2022-11-15,123.73052684400523
2022-11-16,125.64096889328202
2022-11-17,120.4854359783813
2022-11-18,120.95271561956461
2022-11-21,118.89208493694625
2022-11-22,119.52649743933857
2022-11-23,121.38349931338763
2022-11-24,120.74222359943745
2022-11-25,122.89211058132403
2022-11-28,122.06988314936451
2022-11-29,122.2094572813988
2022-11-30,122.60264962970633
2022-12-01,121.85871826082843
2022-12-02,122.55303121862927
2022-12-05,124.95575360179829
2022-12-06,123.2288907736436
2022-12-07,121.97946807868301
2022-12-08,121.7345804445598
2022-12-09,121.92373650974568
2022-12-12,125.50142927179719
2022-12-13,126.09447907464678
2022-12-14,126.09312405038796
2022-12-15,126.7926004153047
2022-12-16,129.02976339247215
2022-12-19,134.19468219874878
2022-12-20,133.29735215650857
2022-12-21,135.77402281009006
2022-12-22,131.6583487814765
2022-12-23,132.21184129604282
2022-12-26,129.30524287906684
2022-12-27,127.30269762843703
2022-12-28,129.04721932610016
2022-12-29,129.43727766167953
2022-12-30,133.95257773363815
2023-01-02,135.10551467376794
2023-01-03,134.33140358232583
2023-01-04,131.05824698112423
2023-01-05,136.19319523161187
2023-01-06,140.47817442485513
2023-01-09,140.18660757629607
2023-01-10,141.1505248133935
2023-01-11,140.97028922583917
2023-01-12,139.45700915709642
2023-01-13,137.38114497151625
2023-01-16,137.10809603735342
2023-01-17,137.36216967100464
2023-01-18,138.80243871281468
2023-01-19,135.551320538551
2023-01-20,135.33091193335468
2023-01-23,136.88056928336238
2023-01-24,135.1800546077255
2023-01-25,138.47149196332472
2023-01-26,140.02886444272815
2023-01-27,137.45761028784992
2023-01-30,135.38938788347954
2023-01-31,134.40371109402074
2023-02-01,135.60527640773657
2023-02-02,136.7548255337062
2023-02-03,138.52103751146026
2023-02-06,143.24585547027684
2023-02-07,144.74479901369077
2023-02-08,144.4873620778288
2023-02-09,145.52439013518517
2023-02-10,146.18832962369947
2023-02-13,147.05437091352073
2023-02-14,145.29229074222815
2023-02-15,145.31815953745078
2023-02-16,142.55330824440148
2023-02-17,143.24357983595777
2023-02-20,144.59956798833355
2023-02-21,144.20210507981244
2023-02-22,146.0167181236682
2023-02-23,146.70563379891834
2023-02-24,148.16654325596363
2023-02-27,149.45089160605804
2023-02-28,149.1041684910456
2023-03-01,148.79293427451603
2023-03-02,141.41936969328233
2023-03-03,140.37120108677556
2023-03-06,139.41261531672325
2023-03-07,138.10013785695898
2023-03-08,141.35823507762666
2023-03-09,141.94186189611872
2023-03-10,146.42266334470574
2023-03-13,147.69311037968757
2023-03-14,147.93127369182778
2023-03-15,144.3970726579214
2023-03-16,144.90206862088291
2023-03-17,145.15004288217486
2023-03-20,145.96288805640236
2023-03-21,142.8682592076868
2023-03-22,141.68015987166245
2023-03-23,140.0279233873685
2023-03-24,140.13070518385237
2023-03-27,141.5687668087174
2023-03-28,145.8490754243087
2023-03-29,140.70469490266734
2023-03-30,139.61355126108455
2023-03-31,137.75620262846934
2023-04-03,138.8140816389441
2023-04-04,139.80915124989346
2023-04-05,139.37143285489972
2023-04-06,140.60719928628498
2023-04-07,140.00683050723052
2023-04-10,144.2111126478236
2023-04-11,138.31976535305137
2023-04-12,140.49647283172908
2023-04-13,136.8689484528508
2023-04-14,137.9584139668434
2023-04-17,137.67524938582073
2023-04-18,140.01516381995975
2023-04-19,142.23655327137186
2023-04-20,145.84576079792265
2023-04-21,145.75896651937003
2023-04-24,152.10622784718186
2023-04-25,152.8181204538057
2023-04-26,154.5974166310982
2023-04-27,157.9665730403199
2023-04-28,156.8344305866087
2023-05-01,160.68456616744064
2023-05-02,156.06626484998063
2023-05-03,156.07913511832768
2023-05-04,159.9150008034781
2023-05-05,161.75769324303732
2023-05-08,159.62127027641492
2023-05-09,161.2325280984555
2023-05-10,163.46874967539594
2023-05-11,165.44497545728845
2023-05-12,164.74391846692245
2023-05-15,161.08328972737914
2023-05-16,162.5455350333627
2023-05-17,159.9790760673155
2023-05-18,155.67833677501096
2023-05-19,158.01020874033262
2023-05-22,156.79834523789896
2023-05-23,156.63669431298186
2023-05-24,154.0257644709005
2023-05-25,154.9648191805135
2023-05-26,158.00716907963985
2023-05-29,158.46459539098652
2023-05-30,152.93278410900737
2023-05-31,152.6663418803586
2023-06-01,147.33178921516756
2023-06-02,146.65262574879245
2023-06-05,140.54236869687696
2023-06-06,139.29111572855427
2023-06-07,141.4440948075236
2023-06-08,141.41838871143105
2023-06-09,140.5937127100667
2023-06-12,138.99216735848964
2023-06-13,131.58954420704097
2023-06-14,130.19613964757664
2023-06-15,129.61853396548847
2023-06-16,125.18057207089963
2023-06-19,123.87741772657135
2023-06-20,123.05079516901776
2023-06-21,119.87337104774933
2023-06-22,119.39492296367433
2023-06-23,120.60578762750778
2023-06-26,119.38708843010947
2023-06-27,118.93561593236026
2023-06-28,121.15926044382003
2023-06-29,119.78839405982785
2023-06-30,120.01536411643067
2023-07-03,120.01531182898783
2023-07-04,121.07655096935292
2023-07-05,121.02608503280281
2023-07-06,118.56929802436763
2023-07-07,119.65308629324961
2023-07-10,120.33539178523594
2023-07-11,120.83695812118344
2023-07-12,117.62460576689743
2023-07-13,115.12140128319832
2023-07-14,115.05358634559973
2023-07-17,113.79949486969527
2023-07-18,113.90630738027805
2023-07-19,112.5446060540591
2023-07-20,112.11412903058178
2023-07-21,109.77596893052296
2023-07-24,109.59798844145025
2023-07-25,107.7162084630954
2023-07-26,109.21065298083892
2023-07-27,108.16286718920924
2023-07-28,106.77776179882258
