Date,BA
2020-10-06,424.4375477084379
2020-10-07,426.059863465358
2020-10-08,424.83142935127034
2020-10-09,408.19212723066227
2020-10-12,412.4062265393793
2020-10-13,414.94352430115464
2020-10-14,415.51345638974954
2020-10-15,423.33126938076464
2020-10-16,424.71739805636656
2020-10-19,412.539563226545
2020-10-20,418.6663607078748
2020-10-21,431.5247140208785
2020-10-22,422.97782472763214
2020-10-23,419.79621282484334
2020-10-26,414.88730723486174
2020-10-27,408.15564503359224
2020-10-28,398.2160949612087
2020-10-29,393.6447042488066
2020-10-30,396.56796894970074
2020-11-02,398.2435057162432
2020-11-03,410.21559793984846
2020-11-04,418.5509028828488
2020-11-05,418.0487554582129
2020-11-06,418.51456080264535
2020-11-09,413.32446031016406
2020-11-10,418.37861735098903
2020-11-11,420.93800643145994
2020-11-12,427.69918407877475
2020-11-13,430.3999991516232
2020-11-16,417.9047144427028
2020-11-17,404.637249761048
2020-11-18,411.4580784364243
2020-11-19,407.9454779775535
2020-11-20,418.7616745858109
2020-11-23,425.57500758887363
2020-11-24,419.41409644155544
2020-11-25,414.55200742094996
2020-11-26,429.25728382331476
2020-11-27,439.3945355113862
2020-11-30,441.0228983825449
2020-12-01,441.5263771387064
2020-12-02,429.75338036503655
2020-12-03,403.17430638457245
2020-12-04,403.448923928527
2020-12-07,395.69428155710085
2020-12-08,399.85937531469835
2020-12-09,387.7830061320872
2020-12-10,400.1216741079689
2020-12-11,405.8151820799786
2020-12-14,391.31297203232026
2020-12-15,390.9886229074485
2020-12-16,390.2996960556034
2020-12-17,400.06386056164416
2020-12-18,399.7038540446334
2020-12-21,391.2674482871054
2020-12-22,398.1059641479044
2020-12-23,406.25132925154566
2020-12-24,406.58911514438284
2020-12-25,418.2981957943029
2020-12-28,413.0178388761402
2020-12-29,411.7397525895474
2020-12-30,417.2573486299554
2020-12-31,406.44795208850775
2021-01-01,398.32790467165313
2021-01-04,400.5829406817352
2021-01-05,395.7299011924057
2021-01-06,392.5431341953164
2021-01-07,393.3863690194279
2021-01-08,389.04238257801296
2021-01-11,390.6636803039054
2021-01-12,383.9183369209394
2021-01-13,383.587447005206
2021-01-14,386.11758892107736
2021-01-15,378.0688633655422
2021-01-18,372.6446292371349
2021-01-19,377.3232639842618
2021-01-20,372.5644272042881
2021-01-21,376.4890704508351
2021-01-22,388.5470291048354
2021-01-25,369.086447190774
2021-01-26,379.8625020472194
2021-01-27,368.50022702676245
2021-01-28,360.1991727976594
2021-01-29,365.0519894464221
2021-02-01,370.1843251281589
2021-02-02,375.8891364818372
2021-02-03,389.760909003694
2021-02-04,377.8626875904344
2021-02-05,366.31867802615955
2021-02-08,360.9245375446697
2021-02-09,358.85990027640526
2021-02-10,352.17569067179267
2021-02-11,336.0481292635346
2021-02-12,330.6524086467988
2021-02-15,311.0741932614241
2021-02-16,305.439553293906
2021-02-17,290.34105655717144
2021-02-18,284.3321578932191
2021-02-19,292.5971408294672
2021-02-22,302.25403268937094
2021-02-23,297.73183677051605
2021-02-24,296.1796678024472
2021-02-25,311.56192565805037
2021-02-26,307.3980385850632
2021-03-01,314.00799086988303
2021-03-02,310.38882115398656
2021-03-03,321.3423109537781
2021-03-04,331.4674554416308
2021-03-05,335.8876292971166
2021-03-08,326.8873943063571
2021-03-09,334.80839354799446
2021-03-10,339.6367225423285
2021-03-11,356.58275534860275
2021-03-12,361.44033054166016
2021-03-15,346.7005929745511
2021-03-16,331.9551872455649
2021-03-17,325.57836573015743
2021-03-18,330.8470461965029
2021-03-19,333.85985261132976
2021-03-22,335.6607116749589
2021-03-23,337.6430676987847
2021-03-24,331.17800935490453
2021-03-25,335.6929392755643
2021-03-26,327.189752927977
2021-03-29,334.16153514979953
2021-03-30,335.6264889465648
2021-03-31,336.8892299724706
2021-04-01,326.9283905387048
2021-04-02,324.2647360350535
2021-04-05,321.0403688616065
2021-04-06,328.1435486302781
2021-04-07,330.842690920106
2021-04-08,316.8661734836574
2021-04-09,322.00319479852493
2021-04-12,326.4270092993935
2021-04-13,332.92927373328945
2021-04-14,340.2468884982661
2021-04-15,342.80862894454333
2021-04-16,344.8627831558171
2021-04-19,341.68510939655755
2021-04-20,369.9007454839527
2021-04-21,373.29491293541713
2021-04-22,380.91528350564346
2021-04-23,382.15747027458957
2021-04-26,392.78035250686116
2021-04-27,399.39299354854967
2021-04-28,406.05894084480576
2021-04-29,397.6141899283167
2021-04-30,402.4435903549159
2021-05-03,404.5288160105766
2021-05-04,407.27984184861987
2021-05-05,403.879751406683
2021-05-06,397.849103340549
2021-05-07,405.27155736950766
2021-05-10,405.94410828238375
2021-05-11,395.1070754970287
2021-05-12,378.2906906241747
2021-05-13,363.41575590082334
2021-05-14,374.2651226775812
2021-05-17,368.768340637381
2021-05-18,372.88967124908504
2021-05-19,365.04403833755725
2021-05-20,360.38398820691754
2021-05-21,356.15232053403275
2021-05-24,345.2846890693947
2021-05-25,345.8287996466391
2021-05-26,346.97425061839067
2021-05-27,338.23207241406334
2021-05-28,342.11257550721075
2021-05-31,346.44722836613204
2021-06-01,353.68961820730993
2021-06-02,350.6900618254773
2021-06-03,358.9993056965372
2021-06-04,353.64082826048883
2021-06-07,357.236492839629
2021-06-08,362.41526053455146
2021-06-09,359.9102182693743
2021-06-10,361.57415228591117
2021-06-11,368.5705251081209
2021-06-14,368.79597264627847
2021-06-15,363.7806834218193
2021-06-16,360.89399384852004
2021-06-17,361.89004329322904
2021-06-18,357.45806586725564
2021-06-21,359.54347161275376
2021-06-22,361.74044430153015
2021-06-23,359.9787278308093
2021-06-24,370.83640609237943
2021-06-25,367.1731736720193
2021-06-28,374.6556253086952
2021-06-29,374.93132914743035
2021-06-30,370.7236428458201
2021-07-01,374.7419294757628
2021-07-02,371.29881770154833
2021-07-05,373.510795615251
2021-07-06,373.5215448440319
2021-07-07,377.1421683066882
2021-07-08,382.95873806644374
2021-07-09,386.49662935441376
2021-07-12,381.3336297885864
2021-07-13,378.5242325193976
2021-07-14,380.1980670275236
2021-07-15,371.38257689950643
2021-07-16,370.98037921919706
2021-07-19,386.83465856311705
2021-07-20,393.56401528040993
2021-07-21,395.3932653924803
2021-07-22,402.2644721314698
2021-07-23,400.3581005583811
2021-07-26,400.135013839532
2021-07-27,400.4317818787495
2021-07-28,390.6981581192388
2021-07-29,389.9000034969946
2021-07-30,387.3738240736979
2021-08-02,392.22148777347866
2021-08-03,391.58464128808174
2021-08-04,385.0668116097147
2021-08-05,391.7135447153344
2021-08-06,382.4622464625972
2021-08-09,379.8493666759102
2021-08-10,387.13187154065986
2021-08-11,398.2433623624168
2021-08-12,403.9062639280615
2021-08-13,404.36702829733434
2021-08-16,392.69392915219606
2021-08-17,400.3449768222624
2021-08-18,394.6132292561206
2021-08-19,384.62417419829484
2021-08-20,362.8277956839864
2021-08-23,369.2972823559966
2021-08-24,364.1416317644883
2021-08-25,370.64971951134714
2021-08-26,377.0157953616074
2021-08-27,387.1246528172709
2021-08-30,388.18914963715525
2021-08-31,383.41561677824967
2021-09-01,390.7272579955192
2021-09-02,376.1666289432964
2021-09-03,397.6681375442356
2021-09-06,402.5040775430779
2021-09-07,399.44034238418305
2021-09-08,404.8838126558778
2021-09-09,408.24873822651307
2021-09-10,401.06087424788257
2021-09-13,410.11164502897196
2021-09-14,403.01376363449504
2021-09-15,400.974212293031
2021-09-16,405.45539991910283
2021-09-17,395.3340078439793
2021-09-20,413.6700960642441
2021-09-21,423.4436374853625
2021-09-22,410.57535051143435
2021-09-23,405.43624671325074
2021-09-24,410.84329679085096
2021-09-27,405.47337234773886
2021-09-28,410.8983109528632
2021-09-29,413.56926872172096
2021-09-30,414.1641829434444
2021-10-01,439.02660773904995
2021-10-04,434.3405441699848
2021-10-05,427.9612951927481
2021-10-06,434.8843217345079
2021-10-07,440.32394125843774
2021-10-08,445.530601640861
2021-10-11,438.3508829482327
2021-10-12,437.1019837050571
2021-10-13,425.98706680702924
2021-10-14,425.49733939469115
2021-10-15,415.1178440110119
2021-10-18,406.61496981610793
2021-10-19,406.6627463678411
2021-10-20,421.345294410329
2021-10-21,424.79919068685905
2021-10-22,427.55868850216405
2021-10-25,437.0699527064076
2021-10-26,453.8769620041779
2021-10-27,461.7473429693982
2021-10-28,461.0174883732616
2021-10-29,446.54153448511744
2021-11-01,443.3170665276896
2021-11-02,437.4053373550554
2021-11-03,447.22886829870976
2021-11-04,449.14914463650086
2021-11-05,446.1880640666285
2021-11-08,438.9298499358043
2021-11-09,423.9367582429684
2021-11-10,412.0029652008231
2021-11-11,400.74098624445065
2021-11-12,401.3885075324014
2021-11-15,394.06466857544854
2021-11-16,393.0629643932336
2021-11-17,387.4259465105069
2021-11-18,383.57153572167584
2021-11-19,387.2919758794739
2021-11-22,377.24624094205393
2021-11-23,381.78909939417787
2021-11-24,365.8715660433537
2021-11-25,372.0905324651343
2021-11-26,382.6354492126976
2021-11-29,390.3972381383705
2021-11-30,402.8836402155184
2021-12-01,413.89124107184955
2021-12-02,400.2426218656926
2021-12-03,425.7388094391577
2021-12-06,420.3185097084844
2021-12-07,431.45753993227345
2021-12-08,433.1112479984755
2021-12-09,407.27059423002294
2021-12-10,420.10190606419036
2021-12-13,414.40019187685726
2021-12-14,415.72600646438616
2021-12-15,423.1915713042813
2021-12-16,418.3527567668614
2021-12-17,416.5732155420305
2021-12-20,437.09480863405
2021-12-21,440.8433479794295
2021-12-22,429.7442830483226
2021-12-23,428.98618397012046
2021-12-24,437.6853155374452
2021-12-27,425.29710609957726
2021-12-28,416.02114257829356
2021-12-29,419.0709585027645
2021-12-30,428.0527462524275
2021-12-31,430.41659260206916
2022-01-03,422.3703531340433
2022-01-04,426.13574801679476
2022-01-05,417.4783515664157
2022-01-06,429.1914107677419
2022-01-07,437.18352733770627
2022-01-10,444.6734851791323
2022-01-11,445.0836089009462
2022-01-12,454.7240482686757
2022-01-13,452.203280515281
2022-01-14,449.16653445275165
2022-01-17,440.53531679980995
2022-01-18,433.0119266287328
2022-01-19,410.50465076151943
2022-01-20,401.9969024918727
2022-01-21,419.52936674823
2022-01-24,420.60086444773304
2022-01-25,430.9214548635805
2022-01-26,435.92367036387475
2022-01-27,433.83282144952756
2022-01-28,437.85951514786717
2022-01-31,440.81058670750144
2022-02-01,431.0965100810593
2022-02-02,423.716478127303
2022-02-03,434.38109356138364
2022-02-04,448.7168422811681
2022-02-07,440.21001764423164
2022-02-08,442.99632603426664
2022-02-09,444.41179470466835
2022-02-10,432.3773180779306
2022-02-11,443.2717977956349
2022-02-14,445.47216131432447
2022-02-15,433.2842004014685
2022-02-16,450.06096243041134
2022-02-17,466.47454914073353
2022-02-18,463.5521725081573
2022-02-21,462.5440155636942
2022-02-22,458.17118649962094
2022-02-23,447.62712846984607
2022-02-24,444.66434239841453
2022-02-25,428.0741996107268
2022-02-28,436.19588374242585
2022-03-01,431.65895294223594
2022-03-02,442.38501636731155
2022-03-03,448.9022428409448
2022-03-04,446.0704300206326
2022-03-07,454.9417213207477
2022-03-08,468.12208941325787
2022-03-09,467.1537445802047
2022-03-10,460.81086251889195
2022-03-11,456.79400904450733
2022-03-14,453.31909841437147
2022-03-15,441.1826891241299
2022-03-16,436.0063162892664
2022-03-17,446.04164316853365
2022-03-18,462.31596492494174
2022-03-21,472.11018252979886
2022-03-22,465.4249611122212
2022-03-23,448.8799003993518
2022-03-24,455.26930912838145
2022-03-25,454.4166086564359
2022-03-28,463.99647804136146
2022-03-29,461.5596018891671
2022-03-30,457.87873401347304
2022-03-31,467.1971306216273
2022-04-01,472.74791665313063
2022-04-04,482.99466159647926
2022-04-05,493.2155343824289
2022-04-06,475.4542228238081
2022-04-07,478.58173506636723
2022-04-08,472.4441715668545
2022-04-11,488.02281148706663
2022-04-12,500.45526949579863
2022-04-13,507.93962852160934
2022-04-14,496.772707910267
2022-04-15,511.3207805642893
2022-04-18,503.5232497428336
2022-04-19,526.2012393675476
2022-04-20,517.1052807115673
2022-04-21,502.675820286715
2022-04-22,500.4422120370262
2022-04-25,499.5964352650054
2022-04-26,513.2531567186361
2022-04-27,506.22449614412614
2022-04-28,522.7973095736598
2022-04-29,497.4892491753042
2022-05-02,488.98498751976643
2022-05-03,507.6233128132587
2022-05-04,495.78871546091193
2022-05-05,493.4669365490613
2022-05-06,502.3063328545236
2022-05-09,502.74296942607594
2022-05-10,507.962164623936
2022-05-11,504.1198196677842
2022-05-12,498.58616445761595
2022-05-13,499.0720354958826
2022-05-16,497.4571002352983
2022-05-17,500.07777889563107
2022-05-18,504.4698290687371
2022-05-19,517.0912497174387
2022-05-20,527.3700295341299
2022-05-23,539.0513857488643
2022-05-24,544.3285355189133
2022-05-25,538.5724732377984
2022-05-26,534.8790244730801
2022-05-27,530.9212757661358
2022-05-30,526.5252784252682
2022-05-31,515.8266041700726
2022-06-01,506.67829911150915
2022-06-02,487.01386771337485
2022-06-03,489.11281442927987
2022-06-06,473.79505475620056
2022-06-07,468.0249811082783
2022-06-08,478.75570619172044
2022-06-09,473.98057807183625
2022-06-10,465.1110599980396
2022-06-13,469.01296737416953
2022-06-14,463.8343187850499
2022-06-15,459.8519380891347
2022-06-16,445.63999343474177
2022-06-17,459.51477512433496
2022-06-20,458.65613836949683
2022-06-21,474.58393163515206
2022-06-22,483.3031086669673
2022-06-23,471.47989647099195
2022-06-24,480.93062994430966
2022-06-27,488.91154814962744
2022-06-28,478.9992531669963
2022-06-29,471.47264013131235
2022-06-30,489.89355516736157
2022-07-01,491.72820891162
2022-07-04,504.3630240062261
2022-07-05,496.3726393727216
2022-07-06,494.0757005407455
2022-07-07,483.5048777230426
2022-07-08,492.25605842171905
2022-07-11,479.6687784152658
2022-07-12,478.0864859082896
2022-07-13,465.5026731248675
2022-07-14,476.47195361182185
2022-07-15,484.6388787099079
2022-07-18,467.87208597576966
2022-07-19,475.7743525896286
2022-07-20,476.7760523959797
2022-07-21,469.87776830595567
2022-07-22,463.41314792983945
2022-07-25,456.5549368985584
2022-07-26,455.1985452403832
2022-07-27,469.5012010246732
2022-07-28,459.22995985297143
2022-07-29,459.0954041948842
2022-08-01,466.4822369622563
2022-08-02,459.90321612479727
2022-08-03,453.9174461714983
2022-08-04,462.1277917748621
2022-08-05,453.34062153014787
2022-08-08,438.0042306068925
2022-08-09,432.8631993512997
2022-08-10,432.1583954142797
2022-08-11,438.4890982775788
2022-08-12,440.40702317947
2022-08-15,443.60266941327103
2022-08-16,433.5113888042995
2022-08-17,427.6501623255969
2022-08-18,425.94279330061477
2022-08-19,428.5303966855788
2022-08-22,441.35255989696594
2022-08-23,443.47433357176914
2022-08-24,428.0832898541547
2022-08-25,424.5425975838678
2022-08-26,415.80871944680956
2022-08-29,419.4884566992366
2022-08-30,418.10808356610187
2022-08-31,417.548013128756
2022-09-01,403.6894183567555
2022-09-02,396.12899943358184
2022-09-05,390.17100761802965
2022-09-06,386.2767556979376
2022-09-07,376.73556972953753
2022-09-08,372.3019223647125
2022-09-09,375.4177419041219
2022-09-12,376.9444876455068
2022-09-13,376.4554218043113
2022-09-14,381.6594029924486
2022-09-15,379.0761738978909
2022-09-16,364.2082902865472
2022-09-19,357.9750470829747
2022-09-20,341.38633104155394
2022-09-21,341.0215675880584
2022-09-22,343.9822706748317
2022-09-23,339.3680787224798
2022-09-26,346.94927853702194
2022-09-27,342.2947908660373
2022-09-28,340.56852452582655
2022-09-29,351.3863449462324
2022-09-30,362.4394766909072
2022-10-03,368.0486434892175
2022-10-04,367.6076653525671
2022-10-05,364.0063181980267
2022-10-06,352.2103007272085
2022-10-07,343.5744961358816
2022-10-10,344.1295896569882
2022-10-11,330.88975759896783
2022-10-12,338.20655265050203
2022-10-13,340.6139327690986
2022-10-14,329.40421407105805
2022-10-17,330.07855775803677
2022-10-18,321.36292324120404
2022-10-19,331.39730311001654
2022-10-20,331.3856649077294
2022-10-21,330.81024813009617
2022-10-24,339.7336064838626
2022-10-25,339.9944072734956
2022-10-26,338.2854324636076
2022-10-27,334.4465702528661
2022-10-28,332.16164286979404
2022-10-31,326.7748048670788
2022-11-01,331.7267607181859
2022-11-02,335.7329987171733
2022-11-03,332.32630154083796
2022-11-04,325.3644092942314
2022-11-07,330.1848666801305
2022-11-08,340.5206409521543
2022-11-09,349.79256250461395
2022-11-10,362.8363394593103
2022-11-11,364.5070015099475
2022-11-14,370.62233715037445
2022-11-15,373.4978606151855
2022-11-16,358.5360600457509
2022-11-17,346.0973398979948
2022-11-18,342.3742499624946
2022-11-21,350.0249746375475
2022-11-22,362.28532285705677
2022-11-23,364.89328323187664
2022-11-24,353.46257692528314
2022-11-25,353.9537788383776
2022-11-28,368.9753481792696
2022-11-29,366.59974951757425
2022-11-30,381.2502810775897
2022-12-01,365.70103611109283
2022-12-02,359.6362707541758
2022-12-05,351.1593171707153
2022-12-06,348.7948363574616
2022-12-07,355.59261846508014
2022-12-08,359.23564697428895
2022-12-09,353.16458843388347
2022-12-12,348.0672180575404
2022-12-13,352.7370615731571
2022-12-14,365.4607055738411
2022-12-15,365.46321707302724
2022-12-16,374.8362050614179
2022-12-19,380.3037387619905
2022-12-20,365.8890121734887
2022-12-21,359.48559226651287
2022-12-22,362.2448498758346
2022-12-23,364.0196768947977
2022-12-26,367.6284374482507
2022-12-27,358.9461015646253
2022-12-28,352.7175744697173
2022-12-29,352.6918849669773
2022-12-30,353.0133440248585
2023-01-02,359.02896824272324
2023-01-03,376.8739594160302
2023-01-04,364.579127519156
2023-01-05,378.795622063701
2023-01-06,379.8936018476001
2023-01-09,377.1865152734768
2023-01-10,380.8749251934871
2023-01-11,395.6056689818136
2023-01-12,376.3431028373058
2023-01-13,370.94546496903087
2023-01-16,374.0004068619878
2023-01-17,376.38077797359483
2023-01-18,369.42721161061183
2023-01-19,366.074308002025
2023-01-20,373.2041792276021
2023-01-23,381.0535772069771
2023-01-24,371.76173132794656
2023-01-25,363.1704760435307
2023-01-26,375.8504162707012
2023-01-27,368.04417831326913
2023-01-30,376.49126071390833
2023-01-31,373.0234652304543
2023-02-01,373.099103207465
2023-02-02,375.51065867869397
2023-02-03,390.78393800224256
2023-02-06,375.34206991118305
2023-02-07,385.7846179849614
2023-02-08,385.21704164404383
2023-02-09,382.7106213723963
2023-02-10,388.0981919405917
2023-02-13,374.8780019046014
2023-02-14,361.88795637780976
2023-02-15,362.4460191138031
2023-02-16,369.904944434411
2023-02-17,360.20655252619105
2023-02-20,374.3277964245672
2023-02-21,365.03227779158925
2023-02-22,360.52873825645787
2023-02-23,364.186106403491
2023-02-24,364.8945663822777
2023-02-27,357.24314864213056
2023-02-28,362.1373366949486
2023-03-01,352.5163223574813
2023-03-02,332.64578873427854
2023-03-03,326.55373655324513
2023-03-06,334.10153589510475
2023-03-07,328.5629667851792
2023-03-08,325.53997556439737
2023-03-09,323.8042674474322
2023-03-10,324.56808352061785
2023-03-13,318.5325334904836
2023-03-14,311.15910630906956
2023-03-15,317.54024611108565
2023-03-16,319.21272629223625
2023-03-17,325.85799818199393
2023-03-20,326.28851515196783
2023-03-21,327.8611799959759
2023-03-22,333.60237826234425
2023-03-23,330.20577015678106
2023-03-24,328.56109530965637
2023-03-27,326.98701212728497
2023-03-28,322.90197727657693
2023-03-29,324.12103763105904
2023-03-30,321.44897613172924
2023-03-31,324.3903656427972
2023-04-03,322.48573367189493
2023-04-04,321.28080689331347
2023-04-05,313.8509482648256
2023-04-06,313.46022908246243
2023-04-07,315.14655208720006
2023-04-10,326.7080073310651
2023-04-11,316.61352653952315
2023-04-12,306.3730525335662
2023-04-13,299.3180202962062
2023-04-14,301.3489056320472
2023-04-17,311.82596263318015
2023-04-18,291.47477781215053
2023-04-19,291.75636565639877
2023-04-20,293.46742746327607
2023-04-21,293.975591391777
2023-04-24,294.1663535038176
2023-04-25,300.00914050388076
2023-04-26,302.3868497024187
2023-04-27,302.0848560026251
2023-04-28,293.5919698261504
2023-05-01,298.4484832280888
2023-05-02,299.5206276294086
2023-05-03,298.0864164435392
2023-05-04,293.23849537012046
2023-05-05,295.6833553117148
2023-05-08,297.0369716409562
2023-05-09,300.31095211278614
2023-05-10,299.822422373899
2023-05-11,293.57877118819164
2023-05-12,289.24660018072996
2023-05-15,274.91897783568004
2023-05-16,275.16054495493273
2023-05-17,262.00148213059623
2023-05-18,266.6484249689496
2023-05-19,275.448302223096
2023-05-22,266.01413364752295
2023-05-23,258.703504726348
2023-05-24,261.39104276341055
2023-05-25,269.06424046269404
2023-05-26,265.8714849040108
2023-05-29,276.02192073708056
2023-05-30,272.3145203492012
2023-05-31,269.23914600945966
2023-06-01,271.11899733837475
2023-06-02,262.4037504979073
2023-06-05,263.67158800002596
2023-06-06,267.59893785318627
2023-06-07,274.1003510207929
2023-06-08,274.7182880675851
2023-06-09,282.50297944876064
2023-06-12,279.67474257495206
2023-06-13,274.79893395918714
2023-06-14,278.4048901348827
2023-06-15,270.4478530195328
2023-06-16,272.48444015660135
2023-06-19,260.1706627081898
2023-06-20,257.5015962511995
2023-06-21,249.5138583745845
2023-06-22,253.0690962095346
2023-06-23,250.11966951112578
2023-06-26,252.9812922084378
2023-06-27,246.10045992779396
2023-06-28,249.30253104943654
2023-06-29,245.33715086890325
2023-06-30,248.2601817282704
2023-07-03,243.38179626805248
2023-07-04,242.36867700879097
2023-07-05,248.6441494543941
2023-07-06,247.00118909743125
2023-07-07,246.7245510391567
2023-07-10,245.72565088845795
2023-07-11,242.18600701198793
2023-07-12,252.77400433085174
2023-07-13,252.11010010062574
2023-07-14,257.7348192761302
2023-07-17,261.93064388663674
2023-07-18,248.8828991558158
2023-07-19,247.3793148612165
2023-07-20,240.32161634328344
2023-07-21,244.52775335765455
2023-07-24,251.1143180454126
2023-07-25,253.24896415497233
2023-07-26,244.04401106107983
2023-07-27,248.1742960193609
2023-07-28,249.1485472631321
2023-07-31,246.8676877835846
2023-08-01,245.86288955070955
