Date,CVS
2021-02-01,405.3241413337639
2021-02-02,390.8397299774912
2021-02-03,387.26012318032264
2021-02-04,384.8602030867366
2021-02-05,382.72223460899096
2021-02-08,372.9232998628924
2021-02-09,379.42044138130143
2021-02-10,390.9767563574176
2021-02-11,395.0617088701475
2021-02-12,379.21595932911
2021-02-15,384.9961395317725
2021-02-16,388.1000805124378
2021-02-17,389.68859701307457
2021-02-18,388.7788450139259
2021-02-19,395.5817089304717
2021-02-22,399.7789576943002
2021-02-23,401.2509368624976
2021-02-24,422.45826400072525
2021-02-25,441.2854768935402
2021-02-26,438.7769497002142
2021-03-01,425.95421598431216
2021-03-02,430.6156877334909
2021-03-03,427.94873796641576
2021-03-04,442.6311493493258
2021-03-05,445.3568178093101
2021-03-08,441.1261928418164
2021-03-09,437.4069800710433
2021-03-10,442.1345625058096
2021-03-11,436.5706708535757
2021-03-12,421.9845904687193
2021-03-15,431.0349357408027
2021-03-16,419.27011673161223
2021-03-17,396.5332395392789
2021-03-18,392.10857248526236
2021-03-19,371.08310285137543
2021-03-22,381.03539681598767
2021-03-23,404.7253429444764
2021-03-24,408.6557862188382
2021-03-25,414.0382332429782
2021-03-26,407.0259049419858
2021-03-29,412.99347791278154
2021-03-30,419.170781993396
2021-03-31,422.77144074409864
2021-04-01,439.1248991147313
2021-04-02,435.48266100751727
2021-04-05,436.6278065841586
2021-04-06,422.36102812604986
2021-04-07,416.847184975001
2021-04-08,416.49745460052304
2021-04-09,407.98027701402196
2021-04-12,423.5998509377557
2021-04-13,443.193485361929
2021-04-14,458.2378561691616
2021-04-15,462.9783325797339
2021-04-16,455.82671541626206
2021-04-19,466.64025622153065
2021-04-20,453.94287697016864
2021-04-21,447.1796820682671
2021-04-22,430.8889210043363
2021-04-23,428.9589719654755
2021-04-26,429.45498318750685
2021-04-27,465.60625322329685
2021-04-28,471.7219859437623
2021-04-29,468.3820430949199
2021-04-30,474.3693494920971
2021-05-03,477.46742028268534
2021-05-04,481.5282448107946
2021-05-05,467.25821673728433
2021-05-06,460.91311956374375
2021-05-07,455.3168225773746
2021-05-10,459.1161523643574
2021-05-11,454.35758063171033
2021-05-12,436.4283336734238
2021-05-13,434.01460089635276
2021-05-14,435.4094299055377
2021-05-17,441.4543621386921
2021-05-18,443.98204264537304
2021-05-19,416.50255297154655
2021-05-20,415.9564514616847
2021-05-21,404.56370853368816
2021-05-24,411.02808739357584
2021-05-25,404.3997837849515
2021-05-26,415.23562670229234
2021-05-27,395.7740679987658
2021-05-28,397.82305522852624
2021-05-31,413.22915801740294
2021-06-01,406.7241874640783
2021-06-02,418.3786598264075
2021-06-03,418.4860861389205
2021-06-04,419.3661440124702
2021-06-07,427.82224656088493
2021-06-08,431.92578102019917
2021-06-09,425.81196530105206
2021-06-10,442.31987405569635
2021-06-11,433.0486012029618
2021-06-14,436.0041977890811
2021-06-15,415.00997650858955
2021-06-16,414.73894424176393
2021-06-17,433.0627470733701
2021-06-18,455.6099552184532
2021-06-21,462.84025003289145
2021-06-22,450.4246085648044
2021-06-23,461.78872810393335
2021-06-24,454.3027812914213
2021-06-25,472.4699327209636
2021-06-28,475.43788356154664
2021-06-29,489.96623503880096
2021-06-30,497.122278780477
2021-07-01,481.0367152351096
2021-07-02,468.04949910758575
2021-07-05,463.8819311900009
2021-07-06,464.6439443700155
2021-07-07,468.8395491173173
2021-07-08,484.69122113954904
2021-07-09,475.0038168955551
2021-07-12,466.06903966808073
2021-07-13,450.67890545747906
2021-07-14,433.68796951856217
2021-07-15,422.8176988196534
2021-07-16,417.5148270932771
2021-07-19,395.8829654800114
2021-07-20,395.10602431210157
2021-07-21,413.02962915098635
2021-07-22,416.075844576832
2021-07-23,409.92207328306534
2021-07-26,400.78692688504833
2021-07-27,404.40128204284457
2021-07-28,401.9686361143126
2021-07-29,397.0772208696924
2021-07-30,406.57921468387246
2021-08-02,400.80274785391697
2021-08-03,387.5755742293741
2021-08-04,379.38593633812695
2021-08-05,369.8554448533525
2021-08-06,364.3147110666717
2021-08-09,376.9340225203988
2021-08-10,374.293571906359
2021-08-11,372.63888355340566
2021-08-12,381.1417061399684
2021-08-13,370.5881821124816
2021-08-16,367.5027936391216
2021-08-17,366.78461889338547
2021-08-18,386.82810184807124
2021-08-19,384.16865597842343
2021-08-20,396.4353523197646
2021-08-23,399.090755278468
2021-08-24,408.09247944727554
2021-08-25,418.0925863646548
2021-08-26,416.17745454985226
2021-08-27,413.22117369612
2021-08-30,416.40445453298486
2021-08-31,427.00829224299383
2021-09-01,430.3374826034054
2021-09-02,431.3318321553431
2021-09-03,428.6195930519964
2021-09-06,432.66693411043644
2021-09-07,440.31863786218435
2021-09-08,419.01481374201995
2021-09-09,428.9461784083178
2021-09-10,426.8681247484628
2021-09-13,446.8891801477744
2021-09-14,447.8046575208408
2021-09-15,447.99072309317177
2021-09-16,442.27641165567456
2021-09-17,471.1502012822307
2021-09-20,468.4429216691842
2021-09-21,459.52041568119193
2021-09-22,450.83932383023165
2021-09-23,446.2527933613789
2021-09-24,456.36580316830816
2021-09-27,460.12869937492724
2021-09-28,475.39578876421785
2021-09-29,470.72889738565317
2021-09-30,490.2032396358192
2021-10-01,491.89817400480547
2021-10-04,493.5493086961188
2021-10-05,474.6081985709603
2021-10-06,466.6566305947046
2021-10-07,458.91520193194475
2021-10-08,461.4615859414408
2021-10-11,465.44228792135226
2021-10-12,465.73791409115654
2021-10-13,471.52013068580817
2021-10-14,463.90576718126675
2021-10-15,465.99957816543906
2021-10-18,473.11445168092683
2021-10-19,491.21004040380296
2021-10-20,483.39236682884905
2021-10-21,461.03409242935675
2021-10-22,453.9624664733212
2021-10-25,450.7605013716358
2021-10-26,433.927160995836
2021-10-27,432.6413471987822
2021-10-28,418.1777104123754
2021-10-29,426.97792935591076
2021-11-01,422.56463213242836
2021-11-02,426.83897096122143
2021-11-03,441.3464047062518
2021-11-04,440.66196623672823
2021-11-05,441.12098107082585
2021-11-08,433.65155869508436
2021-11-09,422.8418846629762
2021-11-10,423.27482132897654
2021-11-11,414.94218656832953
2021-11-12,426.7422137738814
2021-11-15,422.7810918482591
2021-11-16,403.2317229898382
2021-11-17,411.3885632553468
2021-11-18,404.37233417081603
2021-11-19,403.2735678765219
2021-11-22,404.44934632697164
2021-11-23,426.68641857269796
2021-11-24,427.04313220591524
2021-11-25,429.1189266457424
2021-11-26,438.3130864565843
2021-11-29,438.0746609961895
2021-11-30,431.98314073623334
2021-12-01,420.857098195589
2021-12-02,413.8773281584996
2021-12-03,409.0036005741904
2021-12-06,389.2107487513895
2021-12-07,389.0096657374277
2021-12-08,387.6858552445426
2021-12-09,380.64344902241555
2021-12-10,374.664497312955
2021-12-13,384.37742395352257
2021-12-14,381.950509450981
2021-12-15,380.7013046777489
2021-12-16,403.28696300691274
2021-12-17,386.6051125537255
2021-12-20,380.8886494310634
2021-12-21,376.4301670606611
2021-12-22,381.1100927165951
2021-12-23,379.3472323133079
2021-12-24,387.03621327575473
2021-12-27,385.54832357684876
2021-12-28,392.3937681894574
2021-12-29,391.8541954605138
2021-12-30,391.6592955298265
2021-12-31,407.22578550618687
2022-01-03,404.9856263413993
2022-01-04,406.3406981630967
2022-01-05,416.4110596238476
2022-01-06,425.0669653601064
2022-01-07,435.7027525308889
2022-01-10,420.23676757193164
2022-01-11,408.19051557176147
2022-01-12,403.32831064155283
2022-01-13,397.5921585248531
2022-01-14,397.8400791909984
2022-01-17,397.5664508072095
2022-01-18,388.65897631097664
2022-01-19,391.8417011039032
2022-01-20,399.1373806858183
2022-01-21,406.62363289637415
2022-01-24,393.6172864907575
2022-01-25,386.77646195406624
2022-01-26,379.4316490613068
2022-01-27,382.12871186580975
2022-01-28,382.98561804249744
2022-01-31,391.95637991833803
2022-02-01,365.48243351472195
2022-02-02,366.4655357468856
2022-02-03,361.1455298212262
2022-02-04,355.7527389915962
2022-02-07,340.9836278856965
2022-02-08,341.3761354082609
2022-02-09,351.40890828923693
2022-02-10,342.93596441866
2022-02-11,341.3388825539562
2022-02-14,337.1301000838045
2022-02-15,336.60562314937994
2022-02-16,340.1038376676059
2022-02-17,349.30016730188703
2022-02-18,347.5512139504319
2022-02-21,352.01482835667264
2022-02-22,349.3589535722326
2022-02-23,332.4530138154345
2022-02-24,326.78599269278
2022-02-25,324.76136835474426
2022-02-28,336.24993796800277
2022-03-01,323.50550249477675
2022-03-02,317.45918880676425
2022-03-03,308.84213881449745
2022-03-04,302.8613831524601
2022-03-07,303.19929044778485
2022-03-08,310.0179396292732
2022-03-09,314.04593212957656
2022-03-10,300.3120971301131
2022-03-11,297.077343831142
2022-03-14,304.0735571214659
2022-03-15,297.45050340266016
2022-03-16,298.46467070101977
2022-03-17,303.3791722396956
2022-03-18,304.0429514863554
2022-03-21,294.74920187025026
2022-03-22,288.77532535542974
2022-03-23,283.241979960547
2022-03-24,292.0690454307743
2022-03-25,298.4821692582541
2022-03-28,300.02482097794365
2022-03-29,301.2587988224318
2022-03-30,311.03106509594
2022-03-31,311.26297045140166
2022-04-01,310.4965248214166
2022-04-04,299.8211324250123
2022-04-05,302.84932178925646
2022-04-06,289.8708670637815
2022-04-07,294.70266732141897
2022-04-08,302.22316635994264
2022-04-11,298.80039577929114
2022-04-12,308.0864576692051
2022-04-13,304.81374054307804
2022-04-14,286.73965861384875
2022-04-15,290.62637067951846
2022-04-18,300.9844858760394
2022-04-19,297.8136390527611
2022-04-20,285.9882154140233
2022-04-21,267.9510160179802
2022-04-22,276.6096333337352
2022-04-25,279.0533608292041
2022-04-26,282.81251709839586
2022-04-27,280.25730338693353
2022-04-28,285.22776588496424
2022-04-29,289.05342628833546
2022-05-02,290.79409116895147
2022-05-03,302.28243462342937
2022-05-04,303.29857613780723
2022-05-05,296.0836151559397
2022-05-06,317.8808844835932
2022-05-09,321.2993524424362
2022-05-10,328.5041979595997
2022-05-11,318.0065719667695
2022-05-12,313.4035124517411
2022-05-13,303.2435428981724
2022-05-16,290.78192936385796
2022-05-17,295.8705558891708
2022-05-18,296.40505900305055
2022-05-19,286.64323533593387
2022-05-20,283.4827111246055
2022-05-23,289.8658255313614
2022-05-24,297.2757925261222
2022-05-25,294.04862483501273
2022-05-26,284.9847861157126
2022-05-27,287.00137558818784
2022-05-30,280.9063968717831
2022-05-31,262.69201337395407
2022-06-01,259.3512324678066
2022-06-02,250.26822862991722
2022-06-03,249.77317665118395
2022-06-06,238.4460711821038
2022-06-07,238.28005873985398
2022-06-08,240.07382955881437
2022-06-09,238.15166712928462
2022-06-10,238.78938758143624
2022-06-13,238.0606406846277
2022-06-14,235.9479492410478
2022-06-15,237.47740625647864
2022-06-16,246.2496154849206
2022-06-17,240.55810098494234
2022-06-20,241.9287367837965
2022-06-21,239.8510571377387
2022-06-22,240.8182725481107
2022-06-23,236.69154724868173
2022-06-24,224.12947765861423
2022-06-27,226.26008721487756
2022-06-28,234.04623024447918
2022-06-29,235.06620536770168
2022-06-30,231.34933828594674
2022-07-01,235.70633249972298
2022-07-04,230.6689279455005
2022-07-05,226.0479626270434
2022-07-06,234.16299340291053
2022-07-07,233.19622590625232
2022-07-08,231.64617508279966
2022-07-11,232.31827520278378
2022-07-12,234.1219426370224
2022-07-13,226.16256260606897
2022-07-14,225.56356410951668
2022-07-15,230.87937708009468
2022-07-18,234.71118724377735
2022-07-19,244.20663659357015
2022-07-20,237.5354172795142
2022-07-21,240.88988183578257
2022-07-22,245.4988905195672
2022-07-25,248.6552994125137
2022-07-26,252.56934946779486
2022-07-27,244.32151944322067
2022-07-28,244.28817817348212
2022-07-29,238.99309955131358
2022-08-01,241.1089662048063
2022-08-02,248.01459321967081
2022-08-03,248.80341680326066
2022-08-04,239.9078812785516
2022-08-05,239.33616775218346
2022-08-08,239.28597413421943
2022-08-09,233.33518038100416
2022-08-10,234.04551167100038
2022-08-11,232.32230489564748
2022-08-12,228.84752882224674
2022-08-15,237.548337990643
2022-08-16,244.7033486026471
2022-08-17,241.03675982618213
2022-08-18,243.12265737745474
2022-08-19,248.1722825082009
2022-08-22,249.0690342407819
2022-08-23,250.56280063717787
2022-08-24,242.11919830283153
2022-08-25,245.84193047633136
2022-08-26,240.7379270369877
2022-08-29,244.40133111846902
2022-08-30,237.18885774488842
2022-08-31,238.2065216730043
2022-09-01,225.60104460369055
2022-09-02,218.1720147789405
2022-09-05,218.08582894846052
2022-09-06,205.74545384159276
2022-09-07,205.5602080692471
2022-09-08,213.38234473206933
2022-09-09,212.77754416494093
2022-09-12,211.78371102801822
2022-09-13,213.75746186346345
2022-09-14,220.3997785106227
2022-09-15,240.04375912120761
2022-09-16,244.9383063788814
2022-09-19,242.25584235100908
2022-09-20,237.81469296467327
2022-09-21,244.36771682380876
2022-09-22,245.51600922860726
2022-09-23,252.47122999477227
2022-09-26,254.69612935145233
2022-09-27,242.95505496023242
2022-09-28,248.82789359421182
2022-09-29,242.0402751729048
2022-09-30,241.8698850972557
2022-10-03,233.98945273288606
2022-10-04,230.29170081596573
2022-10-05,235.70510047661276
2022-10-06,227.59997508212746
2022-10-07,226.60028635743555
2022-10-10,232.05214191405787
2022-10-11,243.85586817207073
2022-10-12,244.18632669694074
2022-10-13,253.40324013792554
2022-10-14,258.9771605194944
2022-10-17,280.43909883175473
2022-10-18,286.797354765918
2022-10-19,303.91769432550853
2022-10-20,301.81176364254367
2022-10-21,306.16189233542406
2022-10-24,315.88789166723404
2022-10-25,322.8742769750144
2022-10-26,312.8656867983565
2022-10-27,312.5782905264371
2022-10-28,307.11330830462725
2022-10-31,316.2263792838648
2022-11-01,317.15182162254
2022-11-02,316.4407565622968
2022-11-03,308.439638295344
2022-11-04,308.4949746965707
2022-11-07,306.35948534050254
2022-11-08,330.255178570185
2022-11-09,334.5699688297527
2022-11-10,325.6885131800252
2022-11-11,340.02458427554853
2022-11-14,348.02203311203886
2022-11-15,360.8873756801931
2022-11-16,381.94537413416714
2022-11-17,368.33580621373955
2022-11-18,359.0079861132218
2022-11-21,380.8936983476397
2022-11-22,377.0718060017602
2022-11-23,372.7213931301491
2022-11-24,383.52220949739876
2022-11-25,398.23011024551516
2022-11-28,404.2727448181749
2022-11-29,410.58742671527403
2022-11-30,409.03423428104594
2022-12-01,404.2898497918491
2022-12-02,433.6159398647198
2022-12-05,431.13716721058347
2022-12-06,428.71565438071764
2022-12-07,433.70327098415225
2022-12-08,440.8957527532872
2022-12-09,445.41942821225024
2022-12-12,454.751466078508
2022-12-13,460.62803280746664
2022-12-14,461.3493864453149
2022-12-15,442.829408669219
2022-12-16,446.0073726473477
2022-12-19,443.020263555368
2022-12-20,451.68042346790753
2022-12-21,454.3334076600034
2022-12-22,463.2791404638577
2022-12-23,448.31720538848015
2022-12-26,456.391377900268
2022-12-27,469.980709100346
2022-12-28,465.45813589533543
2022-12-29,440.1935568183651
2022-12-30,438.3075973595443
2023-01-02,442.4035411999212
2023-01-03,427.9982207543675
2023-01-04,440.9187867527052
2023-01-05,441.4335897288571
2023-01-06,441.9554409253777
2023-01-09,456.2374161773674
2023-01-10,437.86859303808546
2023-01-11,429.22723166744396
2023-01-12,443.7961773965025
2023-01-13,458.8283395682269
2023-01-16,453.00068951599104
2023-01-17,456.37955107141096
2023-01-18,444.3827409287565
2023-01-19,409.7542953534666
2023-01-20,389.93595898929743
2023-01-23,398.61840408832234
2023-01-24,401.18911082000045
2023-01-25,383.89937505127165
2023-01-26,378.5099322275767
2023-01-27,381.727681435086
2023-01-30,369.8396350811792
2023-01-31,379.1778964019904
2023-02-01,374.1559077478954
2023-02-02,365.0745988758331
2023-02-03,365.27905043662423
2023-02-06,356.05707150075136
2023-02-07,351.27834368340467
2023-02-08,351.3973872819076
2023-02-09,342.97654451009413
2023-02-10,340.22428535453605
2023-02-13,337.8441958032618
2023-02-14,339.6998030842058
2023-02-15,344.89184303207657
2023-02-16,355.90898420578213
2023-02-17,355.402675625037
2023-02-20,357.5484793021891
2023-02-21,360.4028467167804
2023-02-22,366.8666253640182
2023-02-23,373.56872523477455
2023-02-24,362.6658268640346
2023-02-27,370.7974926730061
2023-02-28,378.0069226256679
2023-03-01,384.2891667155692
2023-03-02,376.92425974148034
2023-03-03,382.2081922042334
2023-03-06,386.87386726729494
2023-03-07,397.4802722117722
2023-03-08,397.30598899410097
2023-03-09,404.6431247925535
2023-03-10,414.9162053626799
2023-03-13,406.04466750900184
2023-03-14,397.9708999785126
2023-03-15,398.48940097769645
2023-03-16,388.5441036229591
2023-03-17,383.24006159227946
2023-03-20,375.14454082297505
2023-03-21,357.1843187590563
2023-03-22,348.244032750547
2023-03-23,346.2543222302246
2023-03-24,359.36132410424364
2023-03-27,366.91625897131496
2023-03-28,360.36794580138485
2023-03-29,370.6376355021245
2023-03-30,357.3624027763335
2023-03-31,368.09599067606945
2023-04-03,366.32927873856084
2023-04-04,365.6147448922033
2023-04-05,355.4358143054674
2023-04-06,348.7464888066078
2023-04-07,347.10945361965963
2023-04-10,337.80550581158604
2023-04-11,344.50532708142737
2023-04-12,337.8545211494302
2023-04-13,333.93836386822653
2023-04-14,341.51728072628276
2023-04-17,341.2350146130438
2023-04-18,325.18826589294275
2023-04-19,326.0546712249135
2023-04-20,318.2892263105696
2023-04-21,311.3459969199011
2023-04-24,304.4371081998447
2023-04-25,305.063833160581
2023-04-26,304.79419567276835
2023-04-27,304.2612373594937
2023-04-28,305.9268521277453
2023-05-01,323.0632637761418
2023-05-02,309.995863416744
2023-05-03,311.0536928193726
2023-05-04,302.7567160174599
2023-05-05,301.48256548178324
2023-05-08,306.0064626719616
2023-05-09,298.7326772254494
2023-05-10,290.726664250605
2023-05-11,297.85382158293476
2023-05-12,301.15425116630433
2023-05-15,294.1032240560092
2023-05-16,294.48923298147054
2023-05-17,299.4775851531219
2023-05-18,298.53486587181914
2023-05-19,298.7451612824466
2023-05-22,292.50105316718714
2023-05-23,291.33635718595184
2023-05-24,297.88517237927744
2023-05-25,284.9243974763342
2023-05-26,287.18155380036535
2023-05-29,285.7922873465152
2023-05-30,277.1007909707813
2023-05-31,277.3492737602947
2023-06-01,291.55885796353533
2023-06-02,295.4725640451038
2023-06-05,288.0357248903529
2023-06-06,286.02551093345625
2023-06-07,273.08620322294405
2023-06-08,273.516080894892
2023-06-09,270.50227052165286
2023-06-12,273.33890812582507
2023-06-13,280.07063862461376
2023-06-14,277.4776832275936
2023-06-15,280.32591495090037
2023-06-16,286.95897040751737
2023-06-19,278.932843480444
2023-06-20,299.00749182530484
2023-06-21,308.788054123405
2023-06-22,303.44008919279827
2023-06-23,309.4707842588061
2023-06-26,316.9792734449075
2023-06-27,309.81742710426505
2023-06-28,303.51802440265544
2023-06-29,304.81662997299105
2023-06-30,315.72754393514276
2023-07-03,318.9393259992599
2023-07-04,321.14706805039793
2023-07-05,323.85810589686156
2023-07-06,344.67178247724826
2023-07-07,337.12696780588897
2023-07-10,347.94862736131415
2023-07-11,350.32348959586403
2023-07-12,349.56439650491774
2023-07-13,343.58159678738224
2023-07-14,336.5875623623005
2023-07-17,346.76673117890545
2023-07-18,344.6944720299642
2023-07-19,357.3127266818689
2023-07-20,347.4573821220975
2023-07-21,342.00128629019383
2023-07-24,352.4797946561499
2023-07-25,355.997730623103
2023-07-26,357.181214895851
2023-07-27,369.43637857841543
2023-07-28,383.3234050158059
2023-07-31,393.7298276037141
2023-08-01,375.87147866471236
2023-08-02,369.21185002724036
