Date,ORCL
2020-10-19,393.46797622597455
2020-10-20,394.17801680365017
2020-10-21,407.2596619339858
2020-10-22,405.22506317998716
2020-10-23,416.1827608498942
2020-10-26,428.831284730906
2020-10-27,432.26711176420895
2020-10-28,428.6496122038707
2020-10-29,423.5907198043421
2020-10-30,426.59207763586073
2020-11-02,417.8627524540981
2020-11-03,403.7100719925707
2020-11-04,391.16439768058103
2020-11-05,386.941222265817
2020-11-06,389.39392660147695
2020-11-09,378.7036479796869
2020-11-10,361.75447465807247
2020-11-11,350.9406452284734
2020-11-12,368.3676117629223
2020-11-13,371.17214353702064
2020-11-16,377.67918081979536
2020-11-17,378.3711301056089
2020-11-18,383.286016760403
2020-11-19,393.0103820986363
2020-11-20,382.8652672631077
2020-11-23,390.8332164767064
2020-11-24,405.4833062408095
2020-11-25,423.4382206324542
2020-11-26,422.8595841130831
2020-11-27,426.6136091138736
2020-11-30,421.8437917934844
2020-12-01,412.40332783573535
2020-12-02,423.75805602970905
2020-12-03,419.1175061311619
2020-12-04,439.88630841149813
2020-12-07,429.5013768088904
2020-12-08,434.5385457755458
2020-12-09,429.3147714460989
2020-12-10,428.46139068029373
2020-12-11,440.16743128850135
2020-12-14,437.0066106440126
2020-12-15,417.6838169343243
2020-12-16,419.7860027111351
2020-12-17,415.93872682138954
2020-12-18,404.0040915549938
2020-12-21,415.982053449885
2020-12-22,400.9581124576281
2020-12-23,408.3827654814205
2020-12-24,398.4513684005526
2020-12-25,396.1272999650462
2020-12-28,404.30595804126386
2020-12-29,425.5423889901748
2020-12-30,432.7280992062984
2020-12-31,414.8356414593227
2021-01-01,424.0355428226106
2021-01-04,427.3363981733249
2021-01-05,426.4388171048113
2021-01-06,409.22143247061
2021-01-07,408.9694777832416
2021-01-08,411.3473278303066
2021-01-11,418.21886874353794
2021-01-12,412.1162030955648
2021-01-13,413.31905279611027
2021-01-14,407.25820945600844
2021-01-15,412.20140049632664
2021-01-18,405.5976330169095
2021-01-19,415.8386357902065
2021-01-20,414.26168911736494
2021-01-21,409.62790721707046
2021-01-22,424.54885503810925
2021-01-25,435.92317320271167
2021-01-26,437.25525913097397
2021-01-27,453.9071748673694
2021-01-28,452.30900466741707
2021-01-29,449.77938842633944
2021-02-01,451.55631081457994
2021-02-02,433.1334000929236
2021-02-03,427.1921542907476
2021-02-04,437.5617577820839
2021-02-05,442.77564933715627
2021-02-08,434.8834156970103
2021-02-09,444.76927232469086
2021-02-10,436.144174609286
2021-02-11,441.1976803574194
2021-02-12,449.96901780188864
2021-02-15,461.5718915664657
2021-02-16,467.3412785828928
2021-02-17,463.2450975129805
2021-02-18,457.9352542913499
2021-02-19,453.0322848970838
2021-02-22,457.54981855358926
2021-02-23,454.2798165279521
2021-02-24,443.4543516201828
2021-02-25,430.75961556200525
2021-02-26,413.5513934628408
2021-03-01,432.3222789474974
2021-03-02,435.3760730174415
2021-03-03,441.320801426533
2021-03-04,474.24999521903163
2021-03-05,493.84070470316215
2021-03-08,486.721853797822
2021-03-09,497.695382484144
2021-03-10,517.921580778299
2021-03-11,531.332594662578
2021-03-12,535.951391671736
2021-03-15,522.888417257183
2021-03-16,518.9262081446135
2021-03-17,516.0303196345546
2021-03-18,507.39024215679603
2021-03-19,518.6763390354262
2021-03-22,533.90983772716
2021-03-23,533.4978102716993
2021-03-24,532.1813594944034
2021-03-25,529.1693715836826
2021-03-26,521.9094785396549
2021-03-29,527.4640334355723
2021-03-30,543.6627129691861
2021-03-31,547.0718672638322
2021-04-01,553.5337948034762
2021-04-02,542.9790255671522
2021-04-05,535.3273502687936
2021-04-06,533.2343250669688
2021-04-07,547.7982505746737
2021-04-08,537.8089516264356
2021-04-09,514.3349502781836
2021-04-12,523.1248200738953
2021-04-13,534.9330749788536
2021-04-14,551.6491475644548
2021-04-15,574.4234452788836
2021-04-16,578.5180346912151
2021-04-19,595.2884224823213
2021-04-20,601.0306165087798
2021-04-21,610.0481049882733
2021-04-22,609.162983154939
2021-04-23,588.0464633095214
2021-04-26,577.3600862941004
2021-04-27,598.4022067190058
2021-04-28,561.0289037984453
2021-04-29,589.9120877655134
2021-04-30,601.4473767590905
2021-05-03,582.3798945495422
2021-05-04,613.8225773171889
2021-05-05,623.1141717190071
2021-05-06,624.2754271932347
2021-05-07,631.1385478841693
2021-05-10,638.1536680479489
2021-05-11,641.7575732664188
2021-05-12,624.0605837680487
2021-05-13,616.7365639273868
2021-05-14,618.8951424612128
2021-05-17,602.2354700849601
2021-05-18,563.934063834741
2021-05-19,580.9875550792727
2021-05-20,574.6288529344522
2021-05-21,556.4144635377033
2021-05-24,576.5092479129845
2021-05-25,553.5791151134401
2021-05-26,553.6780097014046
2021-05-27,581.0051114185395
2021-05-28,581.737613808059
2021-05-31,582.170416980888
2021-06-01,616.6668226424674
2021-06-02,614.2962622968033
2021-06-03,604.8738837685169
2021-06-04,593.9236622725115
2021-06-07,597.5402114090671
2021-06-08,590.7812544646918
2021-06-09,590.8497927366935
2021-06-10,587.3567959315342
2021-06-11,600.2169425928234
2021-06-14,598.9682762505892
2021-06-15,590.588575616571
2021-06-16,589.1918067241785
2021-06-17,589.8821962219579
2021-06-18,602.3037391427433
2021-06-21,588.4912516762325
2021-06-22,598.8711036281387
2021-06-23,623.2708450744932
2021-06-24,626.2733797551844
2021-06-25,662.6876953537878
2021-06-28,689.6240245487519
2021-06-29,680.4241890599474
2021-06-30,679.7591531037651
2021-07-01,674.1325142882218
2021-07-02,683.7064170202409
2021-07-05,673.658459765199
2021-07-06,637.5000503271632
2021-07-07,646.4279682122152
2021-07-08,673.2575200571888
2021-07-09,677.5304885646972
2021-07-12,717.8524418929944
2021-07-13,689.5432430755498
2021-07-14,689.2900656669322
2021-07-15,686.148237797303
2021-07-16,683.1633051823345
2021-07-19,682.8091409875404
2021-07-20,682.2303230837765
2021-07-21,666.9750459992645
2021-07-22,683.5280867405131
2021-07-23,711.3573840028895
2021-07-26,724.5953167338604
2021-07-27,732.071600363582
2021-07-28,727.1390313744544
2021-07-29,741.0469733485816
2021-07-30,738.7554011271933
2021-08-02,738.8046705260289
2021-08-03,735.773629949768
2021-08-04,729.2550258828335
2021-08-05,749.6187594194145
2021-08-06,759.2349750599026
2021-08-09,779.3778758840298
2021-08-10,799.4592554656314
2021-08-11,805.6040505333686
2021-08-12,828.9694522112197
2021-08-13,798.3888269080537
2021-08-16,813.2484202671775
2021-08-17,837.3029784424908
2021-08-18,819.8849237522883
2021-08-19,801.535283690343
2021-08-20,821.0315985590432
2021-08-23,830.3229611715208
2021-08-24,851.1181729835437
2021-08-25,894.2534419911419
2021-08-26,934.7799981353294
2021-08-27,951.3553016869121
2021-08-30,976.8858764842682
2021-08-31,1010.1056856574176
2021-09-01,1020.0757105435508
2021-09-02,996.0873438688631
2021-09-03,1021.6933459083191
2021-09-06,1015.0261219380372
2021-09-07,1027.9311312178215
2021-09-08,999.7814757129511
2021-09-09,1043.2209523843367
2021-09-10,1010.2618868662403
2021-09-13,980.9162665054222
2021-09-14,1002.9812660626363
2021-09-15,976.3302640423875
2021-09-16,946.2437734622388
2021-09-17,992.3920560343266
2021-09-20,972.2069662671453
2021-09-21,971.8185261754402
2021-09-22,969.593945914067
2021-09-23,1012.763328419997
2021-09-24,989.6641834507483
2021-09-27,982.9531632465538
2021-09-28,947.3636298731263
2021-09-29,908.9963535299598
2021-09-30,887.3143890305507
2021-10-01,876.8364991036328
2021-10-04,900.250784243269
2021-10-05,900.8664726303035
2021-10-06,896.9599076751412
2021-10-07,883.0806172273849
2021-10-08,870.3396568212409
2021-10-11,830.1944334819267
2021-10-12,816.7006704301486
2021-10-13,817.8251603330465
2021-10-14,823.1666129550662
2021-10-15,848.6819785811115
2021-10-18,847.8848980930645
2021-10-19,886.5063793790162
2021-10-20,881.3720100298254
2021-10-21,889.0271574177866
2021-10-22,879.8023932642739
2021-10-25,893.1437856347999
2021-10-26,863.9721971280801
2021-10-27,845.4931198288617
2021-10-28,870.339656115799
2021-10-29,872.6128933810376
2021-11-01,901.0787071303985
2021-11-02,892.4728764780381
2021-11-03,890.1729196458338
2021-11-04,857.777798470422
2021-11-05,850.140429417819
2021-11-08,862.6223042129644
2021-11-09,840.908466565504
2021-11-10,823.7607202020841
2021-11-11,814.5254587620641
2021-11-12,831.4556763026636
2021-11-15,888.9294057400601
2021-11-16,879.6717559955617
2021-11-17,930.9277569884846
2021-11-18,932.3785682705982
2021-11-19,941.9970840826956
2021-11-22,948.5529817750423
2021-11-23,945.12855487976
2021-11-24,963.5904141559541
2021-11-25,971.0648927788556
2021-11-26,975.4762957224333
2021-11-29,970.6581797900067
2021-11-30,988.1132401309309
2021-12-01,975.7548749762879
2021-12-02,968.400372459659
2021-12-03,983.5605570995551
2021-12-06,1029.9588711970623
2021-12-07,1020.9897682074337
2021-12-08,966.4451342674756
2021-12-09,992.9622279501181
2021-12-10,1024.3074452810702
2021-12-13,1012.5443737667052
2021-12-14,1022.0437707998295
2021-12-15,1020.3677261619813
2021-12-16,1037.952831185938
2021-12-17,1026.0212267232657
2021-12-20,1020.6628529719777
2021-12-21,1037.963975680816
2021-12-22,1035.7519017970455
2021-12-23,1034.9664104480776
2021-12-24,1037.813843680561
2021-12-27,1047.0192469335955
2021-12-28,1058.5071710815457
2021-12-29,1081.3489309011052
2021-12-30,1081.8319555508629
2021-12-31,1076.9876532257936
2022-01-03,1086.6206039718504
2022-01-04,1035.7308781631598
2022-01-05,998.9797274545756
2022-01-06,1031.4792071685151
2022-01-07,1014.5322724113339
2022-01-10,1006.3909694778014
2022-01-11,974.1553533459809
2022-01-12,968.5844718529067
2022-01-13,932.2046624845317
2022-01-14,916.6736737870358
2022-01-17,894.8424605341262
2022-01-18,893.096870036996
2022-01-19,881.3565132012276
2022-01-20,884.1000731752047
2022-01-21,917.7125968970431
2022-01-24,908.877864488682
2022-01-25,951.4441968217965
2022-01-26,914.7834579972249
2022-01-27,911.1988524945178
2022-01-28,898.2074386669054
2022-01-31,915.6703389346955
2022-02-01,934.9897340675133
2022-02-02,956.8414420265742
2022-02-03,935.4345102702808
2022-02-04,948.7878848328263
2022-02-07,969.2433631805076
2022-02-08,978.2621965460006
2022-02-09,955.4178730698704
2022-02-10,911.8364605689751
2022-02-11,932.9077148321007
2022-02-14,958.9298340294758
2022-02-15,1007.9224508775453
2022-02-16,1061.9907943694652
2022-02-17,1074.2747932895136
2022-02-18,1081.3733079583978
2022-02-21,1134.9672380925253
2022-02-22,1146.595693596251
2022-02-23,1155.2594020446834
2022-02-24,1162.8981152161289
2022-02-25,1176.962376716218
2022-02-28,1122.5230665720248
2022-03-01,1109.958882125347
2022-03-02,1097.652326854064
2022-03-03,1120.0084443012656
2022-03-04,1122.682924853255
2022-03-07,1186.3823923140817
2022-03-08,1165.753157847165
2022-03-09,1155.904229912344
2022-03-10,1185.2646658026422
2022-03-11,1216.103995562258
2022-03-14,1195.8595000397765
2022-03-15,1212.8273652130492
2022-03-16,1227.4130917568214
2022-03-17,1258.3055210125751
2022-03-18,1212.6533522545976
2022-03-21,1229.6782992055262
2022-03-22,1237.0795880939986
2022-03-23,1215.1264790603684
2022-03-24,1203.9391383302197
2022-03-25,1244.1844309571495
2022-03-28,1255.3602999295997
2022-03-29,1280.2005871097579
2022-03-30,1294.0730420838743
2022-03-31,1241.627456971905
2022-04-01,1256.1802628027692
2022-04-04,1244.6284818553336
2022-04-05,1227.6534086452086
2022-04-06,1253.9912885034498
2022-04-07,1271.7360624245873
2022-04-08,1288.825979366278
2022-04-11,1323.804914629042
2022-04-12,1317.5822127860392
2022-04-13,1362.6489791371318
2022-04-14,1314.5560296924946
2022-04-15,1291.4085546300282
2022-04-18,1230.1947006480286
2022-04-19,1236.09160246411
2022-04-20,1289.9675220654556
2022-04-21,1332.4835495865368
2022-04-22,1357.9367854025502
2022-04-25,1345.4171533546553
2022-04-26,1364.4580922870975
2022-04-27,1354.5072982881736
2022-04-28,1367.194444954172
2022-04-29,1366.6894284227608
2022-05-02,1353.1486503625579
2022-05-03,1335.757396366798
2022-05-04,1259.5806791530679
2022-05-05,1260.0660926992691
2022-05-06,1254.5124641038167
2022-05-09,1236.369452559853
2022-05-10,1252.8810835438535
2022-05-11,1220.2562831946318
2022-05-12,1220.85351217655
2022-05-13,1243.7846704372587
2022-05-16,1266.9601399500616
2022-05-17,1266.8844811831646
2022-05-18,1287.75341853029
2022-05-19,1280.5112265437062
2022-05-20,1208.7684962147905
2022-05-23,1189.6606108449485
2022-05-24,1160.5846015457212
2022-05-25,1169.0514640934223
2022-05-26,1134.6175700035353
2022-05-27,1166.265334506851
2022-05-30,1203.4510820443384
2022-05-31,1219.3908954643728
2022-06-01,1209.9255652436773
2022-06-02,1159.885413784458
2022-06-03,1202.7644973077424
2022-06-06,1241.5010688690043
2022-06-07,1248.443202187009
2022-06-08,1265.1723099035146
2022-06-09,1266.041606091056
2022-06-10,1291.2296454466245
2022-06-13,1298.0174295963968
2022-06-14,1306.2631087154177
2022-06-15,1368.9036062205253
2022-06-16,1316.0491803334098
2022-06-17,1357.6403254855466
2022-06-20,1342.1998677553386
2022-06-21,1342.5882913189382
2022-06-22,1376.0592563540033
2022-06-23,1408.8458498981092
2022-06-24,1408.2639700886994
2022-06-27,1355.093508782061
2022-06-28,1307.787796392512
2022-06-29,1253.696676228814
2022-06-30,1243.8967693957177
2022-07-01,1271.119817212137
2022-07-04,1274.7366554120536
2022-07-05,1271.6564369168818
2022-07-06,1273.1386967424105
2022-07-07,1254.3786464850095
2022-07-08,1261.249117928474
2022-07-11,1269.0738266274961
2022-07-12,1267.7762933019799
2022-07-13,1269.2024808910505
2022-07-14,1246.816688220172
2022-07-15,1237.4618412323252
2022-07-18,1214.685726757585
2022-07-19,1203.1479318800903
2022-07-20,1181.5940178678702
2022-07-21,1169.3073564088843
2022-07-22,1186.8590766481248
2022-07-25,1217.0939342411475
2022-07-26,1221.1624478362096
2022-07-27,1241.4437193064698
2022-07-28,1223.677945659389
2022-07-29,1214.5906490089249
2022-08-01,1220.798386783246
2022-08-02,1202.5556907330354
2022-08-03,1242.8635666476434
2022-08-04,1228.1642825536962
2022-08-05,1234.808826467555
2022-08-08,1257.7301298362365
2022-08-09,1228.63980764653
2022-08-10,1198.476295139754
2022-08-11,1241.5698611851572
2022-08-12,1246.7384245665735
2022-08-15,1230.4097064147174
2022-08-16,1200.0716599983145
2022-08-17,1149.7095302912442
2022-08-18,1182.6047724039947
2022-08-19,1212.1264608043928
2022-08-22,1177.6008593851366
2022-08-23,1145.973831606923
2022-08-24,1136.233020794941
2022-08-25,1093.2428966624943
2022-08-26,1108.3673737107956
2022-08-29,1076.2840660466875
2022-08-30,1042.3109439567202
2022-08-31,1035.8902716487678
2022-09-01,1050.4358556144487
2022-09-02,1036.2776677740967
2022-09-05,1037.7849591638712
2022-09-06,993.0946208253085
2022-09-07,973.3597819342289
2022-09-08,992.1952389781911
2022-09-09,973.8832609190263
2022-09-12,963.4065367141121
2022-09-13,983.0008018741927
2022-09-14,982.3310869125462
2022-09-15,994.015911299763
2022-09-16,1022.7551869285755
2022-09-19,1063.4448395734464
2022-09-20,1066.0034838232154
2022-09-21,1113.735060822582
2022-09-22,1130.6795737502646
2022-09-23,1118.312737050544
2022-09-26,1083.860431779979
2022-09-27,1116.24395636787
2022-09-28,1122.5086681828277
2022-09-29,1210.3065445995974
2022-09-30,1227.1497336389732
2022-10-03,1203.7902733297499
2022-10-04,1143.7834761508093
2022-10-05,1202.242204081401
2022-10-06,1150.9699751296985
2022-10-07,1174.0855087675825
2022-10-10,1150.229038117167
2022-10-11,1119.1457005948275
2022-10-12,1083.0708074302856
2022-10-13,1087.0355783478758
2022-10-14,1098.4828454740382
2022-10-17,1092.911402347888
2022-10-18,1105.0609959949381
2022-10-19,1114.4676096114624
2022-10-20,1093.012164105601
2022-10-21,1077.501314274044
2022-10-24,1113.536987866711
2022-10-25,1120.8057547633307
2022-10-26,1165.1645002450487
2022-10-27,1214.1803095296386
2022-10-28,1206.1609692297527
2022-10-31,1273.1000872058494
2022-11-01,1341.620296957799
2022-11-02,1328.5002816217632
2022-11-03,1323.3173573103554
2022-11-04,1338.8355643753303
2022-11-07,1261.3965394677527
2022-11-08,1277.34701840759
2022-11-09,1280.269567558613
2022-11-10,1300.4399245660595
2022-11-11,1318.2911425558805
2022-11-14,1381.1042210726548
2022-11-15,1390.6458475613651
2022-11-16,1362.141538396044
2022-11-17,1455.018429974738
2022-11-18,1446.6045665982545
2022-11-21,1415.005638303711
2022-11-22,1376.878679486311
2022-11-23,1343.6151514065768
2022-11-24,1337.3580414883284
2022-11-25,1317.4333566783955
2022-11-28,1319.4369253390098
2022-11-29,1273.5895867167187
2022-11-30,1285.4869958085785
2022-12-01,1283.2055032134708
2022-12-02,1238.2446906228602
2022-12-05,1218.1638711416308
2022-12-06,1237.591865445905
2022-12-07,1214.5501978471013
2022-12-08,1150.5237034738002
2022-12-09,1120.3474029006509
2022-12-12,1105.1692711465935
2022-12-13,1104.9501082137826
2022-12-14,1064.4517355856144
2022-12-15,1070.737443634709
2022-12-16,1064.0771336017476
2022-12-19,1039.9611850328533
2022-12-20,1015.9817929748884
2022-12-21,975.3043865305234
2022-12-22,989.2149678695295
2022-12-23,976.4174634577591
2022-12-26,949.6136728661426
2022-12-27,967.5724750250874
2022-12-28,965.9509954476433
2022-12-29,939.8470734567658
2022-12-30,929.1828736489285
2023-01-02,897.8351186422301
2023-01-03,905.3992236870357
2023-01-04,904.5288362646672
2023-01-05,911.2755466688535
2023-01-06,918.6589981074043
2023-01-09,931.9155279711371
2023-01-10,946.3067952197981
2023-01-11,893.1768794380673
2023-01-12,921.8666172307467
2023-01-13,906.716163889408
2023-01-16,925.3256623996093
2023-01-17,934.4034686340126
2023-01-18,952.2329720879793
2023-01-19,963.1346116424049
2023-01-20,943.4611000525324
2023-01-23,912.4072660838681
2023-01-24,917.9854509968463
2023-01-25,948.0131836252673
2023-01-26,904.647440369419
2023-01-27,888.6615474494857
2023-01-30,875.3955675625399
2023-01-31,904.246478637303
2023-02-01,880.1065953503673
2023-02-02,888.3309246833868
2023-02-03,849.6679881304811
2023-02-06,850.1378624520578
2023-02-07,858.1012846901142
2023-02-08,838.6801330286088
2023-02-09,832.966518421381
2023-02-10,816.9340394008785
2023-02-13,803.1321390991998
2023-02-14,792.796310491856
2023-02-15,750.0934754208342
2023-02-16,756.3140960052874
2023-02-17,733.905537337356
2023-02-20,751.6325631305083
2023-02-21,767.1682253859007
2023-02-22,759.0564048561746
2023-02-23,779.4194093819284
2023-02-24,783.4579729561306
2023-02-27,782.9678400092611
2023-02-28,803.2485732510236
2023-03-01,818.7231486107295
2023-03-02,788.9808571164467
2023-03-03,799.7628737475345
2023-03-06,821.4277212891874
2023-03-07,802.378578906352
2023-03-08,818.9600273751299
2023-03-09,815.1878838039157
2023-03-10,839.8233097046219
2023-03-13,833.1101184387544
2023-03-14,831.9405354721707
2023-03-15,844.2919406428698
2023-03-16,858.246172852503
2023-03-17,860.3649034741218
2023-03-20,856.8904694789945
2023-03-21,860.7491711018497
2023-03-22,889.7490351213814
2023-03-23,960.9912392267303
2023-03-24,957.4371031934814
2023-03-27,971.4331230670649
2023-03-28,991.5765739011621
2023-03-29,995.5392405235833
2023-03-30,960.7919023880555
2023-03-31,981.8233656444389
2023-04-03,984.779803619127
2023-04-04,973.8259151938967
2023-04-05,962.2349273339545
2023-04-06,977.8922304121154
2023-04-07,1012.666487177699
2023-04-10,1016.359670865941
2023-04-11,993.4244431304221
2023-04-12,988.0270833601828
2023-04-13,1002.2279127316534
2023-04-14,1009.5086960134724
2023-04-17,997.105771605872
2023-04-18,978.0982609559444
2023-04-19,988.1708569504888
2023-04-20,960.2403239095697
2023-04-21,970.9267999671893
2023-04-24,968.6349044712897
2023-04-25,968.0692357791118
2023-04-26,1003.2474909178484
2023-04-27,1004.0312406770253
2023-04-28,1011.4205292463475
2023-05-01,1006.8879150976616
2023-05-02,968.8480376709376
2023-05-03,940.1637052862919
2023-05-04,929.5653089911505
2023-05-05,911.001078617319
2023-05-08,918.4603570678803
2023-05-09,938.3819641938694
2023-05-10,951.1826588484331
2023-05-11,951.6856397031659
2023-05-12,927.0563148191344
2023-05-15,899.1032481312698
2023-05-16,907.4315583108342
2023-05-17,899.5484852750357
2023-05-18,851.9373476717882
2023-05-19,859.2925313682232
2023-05-22,850.0860601024303
2023-05-23,862.6393823816501
2023-05-24,887.4230376205599
2023-05-25,920.373147443166
2023-05-26,919.4242978939385
2023-05-29,899.7659409527798
2023-05-30,905.8169413992167
2023-05-31,918.2907201302838
2023-06-01,883.3271640082919
2023-06-02,864.7120613257216
2023-06-05,860.5079952183423
2023-06-06,831.7019507005616
2023-06-07,802.7174978636166
2023-06-08,777.2659787977001
2023-06-09,845.7967023915814
2023-06-12,825.443113615336
2023-06-13,844.7902320600467
2023-06-14,821.2031097492118
2023-06-15,817.7122056297871
2023-06-16,822.073534841219
2023-06-19,839.6984365186312
2023-06-20,830.7485483352991
2023-06-21,856.0477755459605
2023-06-22,854.4051935595342
2023-06-23,849.6743745088565
2023-06-26,843.9927854821369
2023-06-27,842.2851382301593
2023-06-28,844.2974462239172
2023-06-29,789.1577121934283
2023-06-30,801.3247940630717
2023-07-03,783.071277128322
2023-07-04,811.0850633165738
2023-07-05,798.9867982641632
2023-07-06,802.989855091581
2023-07-07,790.9240950014432
2023-07-10,769.411773704327
2023-07-11,786.0553707747843
2023-07-12,800.4467240553157
2023-07-13,788.1762423674313
2023-07-14,808.4255276940122
