Date,AIG
2020-08-28,821.4473206587822
2020-08-31,824.6601676333073
2020-09-01,831.7372847887516
2020-09-02,781.8127238358339
2020-09-03,784.0899909519294
2020-09-04,783.3520651594365
2020-09-07,788.499382010596
2020-09-08,783.288903971066
2020-09-09,796.9978161778917
2020-09-10,768.6155091772858
2020-09-11,739.9444008155143
2020-09-14,747.2693577206009
2020-09-15,734.9711163660694
2020-09-16,720.6272800082015
2020-09-17,731.2384755318501
2020-09-18,716.1129829630778
2020-09-21,714.908351985466
2020-09-22,756.8751517941356
2020-09-23,760.1916303930172
2020-09-24,788.3859505758792
2020-09-25,798.4303352460632
2020-09-28,777.4633691912416
2020-09-29,807.2061397271688
2020-09-30,760.76787760918
2020-10-01,782.2914906502235
2020-10-02,807.808465515556
2020-10-05,807.9878785356577
2020-10-06,847.0766860096178
2020-10-07,855.573282741283
2020-10-08,857.4479118240439
2020-10-09,863.5771289684131
2020-10-12,823.6315273768187
2020-10-13,798.3462892945366
2020-10-14,801.887647188416
2020-10-15,804.65739860585
2020-10-16,816.2889308430149
2020-10-19,846.7117852951939
2020-10-20,836.4126331915528
2020-10-21,805.6840089761458
2020-10-22,831.4741255531554
2020-10-23,814.718919492684
2020-10-26,847.07630331893
2020-10-27,872.1308778429889
2020-10-28,852.4062970600331
2020-10-29,879.9721033768469
2020-10-30,866.9912694925739
2020-11-02,861.9609481246988
2020-11-03,875.6917244523013
2020-11-04,853.5367418998883
2020-11-05,862.4865221301267
2020-11-06,861.4846593811487
2020-11-09,874.5473090523166
2020-11-10,880.5900416634375
2020-11-11,884.4310984034827
2020-11-12,885.7938584243194
2020-11-13,885.2627872655811
2020-11-16,930.9180377501551
2020-11-17,925.288143494923
2020-11-18,919.9869789907397
2020-11-19,902.5499697976519
2020-11-20,935.2243758135677
2020-11-23,925.0084177463834
2020-11-24,924.8084365003392
2020-11-25,927.6207014747949
2020-11-26,957.6931996309938
2020-11-27,927.8946840051992
2020-11-30,929.0620712913029
2020-12-01,925.8428168444767
2020-12-02,932.1459118744002
2020-12-03,900.8623727721567
2020-12-04,897.6509794104253
2020-12-07,913.7667418047206
2020-12-08,912.4202550730465
2020-12-09,858.437351749593
2020-12-10,849.888087559059
2020-12-11,883.1084643796751
2020-12-14,857.1518918957019
2020-12-15,858.4927424382391
2020-12-16,853.5191952055611
2020-12-17,881.9607607701292
2020-12-18,853.5903380104754
2020-12-21,840.8490199647301
2020-12-22,833.2691834304145
2020-12-23,796.2866706746408
2020-12-24,802.5725097065497
2020-12-25,812.0651742659289
2020-12-28,826.3979186677878
2020-12-29,835.1078557654182
2020-12-30,863.6531445605461
2020-12-31,849.9709666236716
2021-01-01,840.1357299692112
2021-01-04,868.1363547842714
2021-01-05,909.8639844838344
2021-01-06,888.405511660293
2021-01-07,893.9473692402817
2021-01-08,894.7284485347056
2021-01-11,923.2181327422078
2021-01-12,909.664668028684
2021-01-13,935.3902268378965
2021-01-14,922.2773580343327
2021-01-15,909.6458801997234
2021-01-18,900.6420571195913
2021-01-19,912.6691806473707
2021-01-20,904.6674827196322
2021-01-21,877.5008210172798
2021-01-22,837.9205319370409
2021-01-25,842.850290745795
2021-01-26,831.7942246098106
2021-01-27,828.6537408219856
2021-01-28,816.2232769823939
2021-01-29,803.3517993922025
2021-02-01,767.947212526557
2021-02-02,799.6694269370938
2021-02-03,811.6750545698306
2021-02-04,788.9062535597304
2021-02-05,776.9700932894144
2021-02-08,811.7945362519021
2021-02-09,787.5467323385934
2021-02-10,797.2692210611506
2021-02-11,787.3546157786574
2021-02-12,759.1309530174517
2021-02-15,764.2305168478425
2021-02-16,738.1810445321127
2021-02-17,723.0201001352901
2021-02-18,733.5343646448193
2021-02-19,748.2560586731641
2021-02-22,741.8452671835759
2021-02-23,741.9027776524018
2021-02-24,757.8713501493438
2021-02-25,721.6006785030114
2021-02-26,697.4257607061212
2021-03-01,719.7284211449437
2021-03-02,691.9357804979884
2021-03-03,667.7212102920503
2021-03-04,659.693407966736
2021-03-05,648.394391205216
2021-03-08,652.2501233846879
2021-03-09,684.1096536501354
2021-03-10,674.2671224649182
2021-03-11,672.1114356764934
2021-03-12,645.5318307046158
2021-03-15,632.1373721261826
2021-03-16,625.4398122757543
2021-03-17,627.2256432278308
2021-03-18,657.882899012472
2021-03-19,655.3517434074
2021-03-22,659.6427392022821
2021-03-23,660.8178014526675
2021-03-24,654.9824331934254
2021-03-25,667.9068990834899
2021-03-26,661.9709503308433
2021-03-29,645.8849034736972
2021-03-30,639.1465358655212
2021-03-31,637.8606908667449
2021-04-01,658.0357604989906
2021-04-02,686.6599963434317
2021-04-05,693.6161210169498
2021-04-06,673.3399553268385
2021-04-07,681.5131615125865
2021-04-08,662.0296160940501
2021-04-09,666.1573382283499
2021-04-12,671.7486849003325
2021-04-13,658.7313181469275
2021-04-14,667.5154097991971
2021-04-15,649.4089010589622
2021-04-16,644.494463085988
2021-04-19,659.3796548605404
2021-04-20,650.3925095658874
2021-04-21,657.2274033015135
2021-04-22,685.0318713092028
2021-04-23,684.8227599662528
2021-04-26,679.4680316364106
2021-04-27,671.5478522556739
2021-04-28,665.9492163579191
2021-04-29,657.5421481692011
2021-04-30,635.1144329032389
2021-05-03,614.9639941211002
2021-05-04,614.8771300632476
2021-05-05,595.4232975992037
2021-05-06,583.3850289254301
2021-05-07,572.8469288063746
2021-05-10,567.388321132076
2021-05-11,531.8251578539426
2021-05-12,539.9657569279121
2021-05-13,543.5683924229328
2021-05-14,552.35139914039
2021-05-17,527.0875686227581
2021-05-18,513.5083936083981
2021-05-19,495.62893927027005
2021-05-20,504.97708459807876
2021-05-21,511.63178233046455
2021-05-24,498.6870531419752
2021-05-25,482.80959016267724
2021-05-26,472.9025220617704
2021-05-27,484.3050729774866
2021-05-28,498.1326498567154
2021-05-31,492.9269639326411
2021-06-01,484.41522220043134
2021-06-02,501.2808792392205
2021-06-03,467.9792028606622
2021-06-04,470.9961091493776
2021-06-07,463.0636671354034
2021-06-08,454.10182994971404
2021-06-09,482.72539926326874
2021-06-10,463.6517698549689
2021-06-11,467.20923242983224
2021-06-14,483.9976848983918
2021-06-15,477.6358960145833
2021-06-16,482.9638776502624
2021-06-17,475.7290612333869
2021-06-18,492.08132029504134
2021-06-21,481.20879684737065
2021-06-22,498.29005254889626
2021-06-23,493.3840731886347
2021-06-24,491.3813420935676
2021-06-25,502.34683538181065
2021-06-28,476.5481450955401
2021-06-29,458.47682721764016
2021-06-30,453.1496850558855
2021-07-01,459.7000055873295
2021-07-02,451.5257218955087
2021-07-05,455.339999174765
2021-07-06,471.58520723559934
2021-07-07,475.4830684845382
2021-07-08,465.7424939462394
2021-07-09,472.8836480846277
2021-07-12,466.64490002937055
2021-07-13,460.25745339408905
2021-07-14,434.6141556886238
2021-07-15,447.4008408666128
2021-07-16,440.2144942808058
2021-07-19,423.3209247477793
2021-07-20,423.07372134871486
2021-07-21,424.0716950213906
2021-07-22,444.38973263189376
2021-07-23,453.45099982573606
2021-07-26,453.8039381234427
2021-07-27,468.5468820222216
2021-07-28,483.70790855687295
2021-07-29,489.1414829645571
2021-07-30,499.6669527883607
2021-08-02,507.67404516187383
2021-08-03,523.5703881361901
2021-08-04,526.6043328061653
2021-08-05,559.6945656348388
2021-08-06,536.8144407619054
2021-08-09,548.2017189536696
2021-08-10,520.8884058827101
2021-08-11,523.6696688606531
2021-08-12,513.7959695272965
2021-08-13,506.0407417524035
2021-08-16,504.7811513224547
2021-08-17,505.5755814638772
2021-08-18,496.2796635403428
2021-08-19,516.291369659314
2021-08-20,515.9946210685955
2021-08-23,526.5390667114708
2021-08-24,531.4176048839804
2021-08-25,543.2497589960898
2021-08-26,536.3290789600985
2021-08-27,520.1498215696761
2021-08-30,506.52651823549337
2021-08-31,509.241879677628
2021-09-01,521.4115842823962
2021-09-02,510.6825049483595
2021-09-03,505.5180192597474
2021-09-06,517.1130025288899
2021-09-07,513.0152647579569
2021-09-08,504.2356164983698
2021-09-09,518.5181944066671
2021-09-10,523.5360211720034
2021-09-13,525.0397616974054
2021-09-14,551.7792500105752
2021-09-15,544.9635331658541
2021-09-16,521.1069117988679
2021-09-17,512.2392286767142
2021-09-20,489.819135900909
2021-09-21,478.17268442246876
2021-09-22,479.85540383527945
2021-09-23,472.2177480676271
2021-09-24,478.5658302938432
2021-09-27,467.4105464616966
2021-09-28,479.05940988061565
2021-09-29,471.7528478953553
2021-09-30,493.2925315703899
2021-10-01,498.6185838768544
2021-10-04,490.86019613495915
2021-10-05,504.2929685119631
2021-10-06,487.01463765758484
2021-10-07,477.5235929847162
2021-10-08,489.53473329955625
2021-10-11,496.1767814170082
2021-10-12,514.926924703893
2021-10-13,526.8102596385879
2021-10-14,513.5205395577995
2021-10-15,517.399903409699
2021-10-18,520.4883726062858
2021-10-19,513.7781946033716
2021-10-20,531.5209383849592
2021-10-21,529.4544830355296
2021-10-22,514.8091645455703
2021-10-25,509.272161766124
2021-10-26,515.6660774549841
2021-10-27,514.753769813659
2021-10-28,518.9021984680202
2021-10-29,516.5510572814502
2021-11-01,499.69106649668225
2021-11-02,466.2937909166712
2021-11-03,463.25154939822335
2021-11-04,464.19528529107964
2021-11-05,461.7459835173881
2021-11-08,467.46575829491474
2021-11-09,459.89051165267034
2021-11-10,456.9260092777357
2021-11-11,442.858407422809
2021-11-12,448.0055028965187
2021-11-15,440.09032886619786
2021-11-16,439.5009682151472
2021-11-17,439.337457882885
2021-11-18,433.09069640466925
2021-11-19,433.2090735422282
2021-11-22,427.6632024083049
2021-11-23,421.2458089701643
2021-11-24,428.5272548931265
2021-11-25,432.2525319078824
2021-11-26,433.03433949483076
2021-11-29,424.41713488739845
2021-11-30,409.9996845023772
2021-12-01,416.03815612781625
2021-12-02,423.23694623109776
2021-12-03,434.90839989578126
2021-12-06,447.81423080578514
2021-12-07,451.2789695224742
2021-12-08,438.67235537326303
2021-12-09,441.1924158962856
2021-12-10,448.6949605399422
2021-12-13,445.971803168623
2021-12-14,466.39429693897796
2021-12-15,487.83629592424205
2021-12-16,493.81600471589365
2021-12-17,485.975420125024
2021-12-20,481.14248398316363
2021-12-21,474.59276853208223
2021-12-22,445.7096245820155
2021-12-23,455.11928282256895
2021-12-24,462.31803868541243
2021-12-27,460.1909332232119
2021-12-28,470.42032399632535
2021-12-29,475.1347237937861
2021-12-30,472.187982724123
2021-12-31,484.5212136503951
2022-01-03,486.3102277985752
2022-01-04,504.55261235993027
2022-01-05,493.2206034042161
2022-01-06,512.5806786736293
2022-01-07,497.001124919939
2022-01-10,489.04413719417295
2022-01-11,474.40770973964953
2022-01-12,485.4845763051826
2022-01-13,489.4704112438882
2022-01-14,496.45606749709754
2022-01-17,505.8792968593092
2022-01-18,504.72119289384506
2022-01-19,490.07387430622776
2022-01-20,490.7817485246426
2022-01-21,486.696190927941
2022-01-24,479.47661915990864
2022-01-25,472.4510981066192
2022-01-26,473.8893637543014
2022-01-27,469.9178255571338
2022-01-28,453.48639525108746
2022-01-31,470.64516114151724
2022-02-01,461.940034265798
2022-02-02,482.98451534118743
2022-02-03,482.76860020269856
2022-02-04,489.9740195300362
2022-02-07,497.39630239518715
2022-02-08,506.2498483825689
2022-02-09,514.1386547806406
2022-02-10,482.85812795100503
2022-02-11,472.740372712163
2022-02-14,483.4174893539426
2022-02-15,469.89470395117155
2022-02-16,461.96544730868374
2022-02-17,461.8640839188255
2022-02-18,455.5352979003511
2022-02-21,447.4800829736584
2022-02-22,441.9044086910573
2022-02-23,447.1506761359856
2022-02-24,450.2126986389961
2022-02-25,438.566616349163
2022-02-28,430.3351902460398
2022-03-01,451.10560416144654
2022-03-02,438.3088362318585
2022-03-03,438.53923902440204
2022-03-04,443.58973854926455
2022-03-07,470.3370105786005
2022-03-08,487.1181581705725
2022-03-09,504.91057653114564
2022-03-10,519.3808383511342
2022-03-11,521.8474238776572
2022-03-14,535.6702545204733
2022-03-15,552.2776338323523
2022-03-16,561.7489645476551
2022-03-17,539.6835221779185
2022-03-18,586.6100685376671
2022-03-21,583.9744207519367
2022-03-22,577.3183370433497
2022-03-23,577.6146126133617
2022-03-24,586.2448015998283
2022-03-25,604.6104913698756
2022-03-28,585.5644440882197
2022-03-29,608.2501086992727
2022-03-30,603.6239854050264
2022-03-31,604.4123551962833
2022-04-01,605.1654713637632
2022-04-04,603.1191879819643
2022-04-05,630.2316367509524
2022-04-06,616.6090941775308
2022-04-07,611.1239321802057
2022-04-08,608.1790207281168
2022-04-11,617.5509398104998
2022-04-12,636.3787311966074
2022-04-13,648.8108375677602
2022-04-14,608.4049106570643
2022-04-15,620.924552756384
2022-04-18,616.8231760201045
2022-04-19,627.9872610732326
2022-04-20,633.3744701447863
2022-04-21,637.6090584127244
2022-04-22,629.4698667930464
2022-04-25,608.5305763857214
2022-04-26,578.6684172370282
2022-04-27,554.8738954374153
2022-04-28,569.0469751236523
2022-04-29,553.1272836100931
2022-05-02,557.7470599201279
2022-05-03,546.2887064436603
2022-05-04,566.3206884334958
2022-05-05,538.6106526303806
2022-05-06,525.1058886935513
2022-05-09,547.8739025022779
2022-05-10,554.880992899049
2022-05-11,559.8281851940221
2022-05-12,540.0335229366226
2022-05-13,531.7608400415925
2022-05-16,534.1126404587962
2022-05-17,542.3721289096062
2022-05-18,553.0520292222216
2022-05-19,536.2266328493569
2022-05-20,547.3660132362271
2022-05-23,533.5304139865452
2022-05-24,532.2843156317829
2022-05-25,524.1295624591753
2022-05-26,529.3399426023389
2022-05-27,557.9166102316314
2022-05-30,525.0556841103207
2022-05-31,520.1658326692225
2022-06-01,541.8296019586376
2022-06-02,558.0936512870745
2022-06-03,559.4777533487419
2022-06-06,559.1740036856753
2022-06-07,573.2897859595549
2022-06-08,589.2739286146486
2022-06-09,587.2441348438633
2022-06-10,601.3410079319725
2022-06-13,581.5690251813129
2022-06-14,589.6628184750261
2022-06-15,571.6771846818418
2022-06-16,578.218708613522
2022-06-17,556.9182579260116
2022-06-20,569.1180442588836
2022-06-21,574.9333845637274
2022-06-22,550.1569886193075
2022-06-23,568.8163046462907
2022-06-24,561.3684510643258
2022-06-27,540.084647168959
2022-06-28,521.063924032359
2022-06-29,528.7699426348304
2022-06-30,538.1625996911547
2022-07-01,518.1480726827194
2022-07-04,505.0377350928261
2022-07-05,498.5122196149344
2022-07-06,483.01476564075944
2022-07-07,482.46284463714295
2022-07-08,469.19042814075016
2022-07-11,476.6791499298392
2022-07-12,466.41335244447674
2022-07-13,456.4094378137754
2022-07-14,446.1297814302817
2022-07-15,435.9286070451245
2022-07-18,457.96664925394697
2022-07-19,461.75866753311476
2022-07-20,480.5049393011604
2022-07-21,483.1172441557364
2022-07-22,496.06784042042386
2022-07-25,510.8454558334991
2022-07-26,525.6207610676532
2022-07-27,508.24678560562904
2022-07-28,521.6201505506654
2022-07-29,525.4211971059083
2022-08-01,517.5012928653551
2022-08-02,521.2170691277546
2022-08-03,516.1685552385699
2022-08-04,536.6769308729713
2022-08-05,528.8925907354887
2022-08-08,536.1747191726446
2022-08-09,529.2458272050922
2022-08-10,523.7940083656626
2022-08-11,509.2431463355189
2022-08-12,523.3837021419268
2022-08-15,524.6422543923417
2022-08-16,515.6014887435066
2022-08-17,499.69567320594535
2022-08-18,512.4531228714086
2022-08-19,519.5904050999629
2022-08-22,507.25393244088275
2022-08-23,502.4385296046205
2022-08-24,505.1995033263002
2022-08-25,513.1634856617246
2022-08-26,510.9766766885652
2022-08-29,519.5181049981021
2022-08-30,533.6392848911901
2022-08-31,540.4689649738737
2022-09-01,542.0965904836961
2022-09-02,550.6104800693792
2022-09-05,559.860598962944
2022-09-06,559.8927090497954
2022-09-07,559.5929386889763
2022-09-08,574.1972141869445
2022-09-09,582.8822470563865
2022-09-12,607.1099658540005
2022-09-13,606.7570176743127
2022-09-14,619.707735629933
2022-09-15,617.8567284267017
2022-09-16,605.3631011605074
2022-09-19,608.2945361967932
2022-09-20,618.1865400894114
2022-09-21,652.5627451140193
2022-09-22,642.4730195053721
2022-09-23,639.8192071276667
2022-09-26,647.8611447936086
2022-09-27,642.0731918613594
2022-09-28,642.5153562203758
2022-09-29,665.2559108733916
2022-09-30,694.9263766848163
2022-10-03,700.4684337846152
2022-10-04,704.8695366249204
2022-10-05,707.1411658581542
2022-10-06,688.0562579456936
2022-10-07,670.0341786872928
2022-10-10,693.2056933200602
2022-10-11,681.282893887147
2022-10-12,686.7610043084225
2022-10-13,712.2700157360226
2022-10-14,699.6999874887883
2022-10-17,707.5274365244971
2022-10-18,692.9013410713483
2022-10-19,699.5223843013351
2022-10-20,701.4167548807799
2022-10-21,734.0505780386209
2022-10-24,758.7963564261156
2022-10-25,751.9811199003349
2022-10-26,766.8489240718121
2022-10-27,779.819078858275
2022-10-28,781.3807943382101
2022-10-31,751.6753434121632
2022-11-01,738.9358841979965
2022-11-02,758.0374630395603
2022-11-03,728.8961594813593
2022-11-04,736.1054809698779
2022-11-07,735.428205372947
2022-11-08,754.9794496993828
2022-11-09,750.1048017520877
2022-11-10,762.3138884131412
2022-11-11,778.8410879702593
2022-11-14,783.0236763480684
2022-11-15,776.9575244271101
2022-11-16,781.4742434343434
2022-11-17,794.3999705966567
2022-11-18,782.9057056926647
2022-11-21,808.6281665249772
2022-11-22,803.8461374712689
2022-11-23,788.717678172383
2022-11-24,778.9437493887519
2022-11-25,775.352774376236
2022-11-28,777.194297290678
2022-11-29,803.2718748029469
2022-11-30,766.9547592753383
2022-12-01,766.6720846141083
2022-12-02,778.504735139911
2022-12-05,804.5435152492134
2022-12-06,781.9424715469082
2022-12-07,810.7161622389478
2022-12-08,806.1621687182504
2022-12-09,802.6378598708085
2022-12-12,793.7645566890657
2022-12-13,791.6371432434978
2022-12-14,818.7980726217163
2022-12-15,859.5511116523987
2022-12-16,840.0329759503179
2022-12-19,814.3959606771818
2022-12-20,801.3079315232352
2022-12-21,818.9220830991013
2022-12-22,819.0312355336614
2022-12-23,845.7180431168733
2022-12-26,824.2144059970768
2022-12-27,832.5842496766915
2022-12-28,848.1850935934294
2022-12-29,910.4216944986614
2022-12-30,909.8958138106192
2023-01-02,848.7504922280109
2023-01-03,838.0955434499707
2023-01-04,810.96133689339
2023-01-05,831.5478321974621
2023-01-06,838.7888237278522
2023-01-09,832.1013643545369
2023-01-10,835.7790016035794
2023-01-11,851.3654383698115
2023-01-12,873.1873256426784
2023-01-13,886.1067295317247
2023-01-16,876.1284358737595
2023-01-17,917.8493319346057
2023-01-18,924.9117942309307
2023-01-19,956.2777905727834
2023-01-20,965.2613785735065
2023-01-23,954.4778800490886
2023-01-24,945.239783254407
2023-01-25,954.8573867009654
2023-01-26,925.478896561873
2023-01-27,884.6243795955422
2023-01-30,919.0463053091609
2023-01-31,886.7576673369637
2023-02-01,842.8362990651647
2023-02-02,827.0881668037957
2023-02-03,818.2201459234439
2023-02-06,796.727152371294
2023-02-07,812.7788307431116
2023-02-08,832.235413682841
2023-02-09,856.9876610296852
2023-02-10,864.0454928611357
2023-02-13,909.0174349738738
2023-02-14,919.3410509255732
2023-02-15,904.0344854075452
2023-02-16,915.9494750817474
2023-02-17,908.5456530322282
2023-02-20,895.2190507094821
2023-02-21,888.219550402091
2023-02-22,922.6849019899736
2023-02-23,926.9334403549636
2023-02-24,917.0514304846481
2023-02-27,871.4092266840119
2023-02-28,878.2758853520654
2023-03-01,887.0401023284106
2023-03-02,884.5998971510688
2023-03-03,867.4501554874076
2023-03-06,880.2862750850461
2023-03-07,892.9669515518628
2023-03-08,926.8606932387896
2023-03-09,948.4649026416996
2023-03-10,996.0800813359864
2023-03-13,1005.8583188613031
2023-03-14,1040.7720389452782
2023-03-15,1060.5677484537225
2023-03-16,1092.4140648340622
2023-03-17,1090.062071973505
2023-03-20,1142.4110658117374
2023-03-21,1092.8580060773438
2023-03-22,1143.0097268931618
2023-03-23,1097.1650129155687
2023-03-24,1091.4631487523377
2023-03-27,1078.030849901411
2023-03-28,1068.783638707996
2023-03-29,1038.3136465640896
2023-03-30,1030.6830860904931
2023-03-31,1050.1548742113862
2023-04-03,998.1345559931902
2023-04-04,996.9863668512546
2023-04-05,1014.8961186018341
2023-04-06,1025.5537422382408
2023-04-07,1069.9791218616626
2023-04-10,1099.8740123537323
2023-04-11,1089.4533606965765
2023-04-12,1091.0620942863923
2023-04-13,1131.5680188219462
2023-04-14,1121.2895290779732
2023-04-17,1107.9319740399237
2023-04-18,1083.6077747261404
2023-04-19,1109.9085139290698
2023-04-20,1103.7236374775143
2023-04-21,1131.8557115562064
2023-04-24,1085.1322374692977
2023-04-25,1110.533402517319
2023-04-26,1098.4295566997193
2023-04-27,1080.2321608299806
2023-04-28,1071.273744329491
2023-05-01,1073.991687464963
2023-05-02,1049.9484781705453
2023-05-03,1075.4981653016364
2023-05-04,1085.7005710443457
2023-05-05,1080.7022984297892
2023-05-08,1038.7453756866396
2023-05-09,1039.862318895125
2023-05-10,1031.3240665675125
2023-05-11,1042.435003606491
2023-05-12,1047.3912351827169
2023-05-15,1051.4387034393626
2023-05-16,1009.649522610418
2023-05-17,993.4177239025652
2023-05-18,1013.4217426918602
2023-05-19,1043.3479669027934
2023-05-22,1056.261741664635
2023-05-23,1019.550876362949
2023-05-24,1042.1176809832766
2023-05-25,1111.5911955478257
2023-05-26,1103.2331054545457
2023-05-29,1095.6249400885827
2023-05-30,1072.501904704084
2023-05-31,1071.391809246262
2023-06-01,1132.3005651955568
2023-06-02,1093.4713321857125
2023-06-05,1124.2460020492392
2023-06-06,1063.1834418754006
2023-06-07,1074.179541759417
2023-06-08,1085.423942069693
2023-06-09,1088.8883029547612
2023-06-12,1103.036761825337
2023-06-13,1162.4903491451346
2023-06-14,1163.9943505377194
2023-06-15,1130.169637382565
2023-06-16,1125.934571095502
2023-06-19,1180.4042459902948
2023-06-20,1180.233553867043
2023-06-21,1208.9044079209389
2023-06-22,1202.9587299434652
2023-06-23,1220.5119153586832
2023-06-26,1205.0172858795643
2023-06-27,1181.4941297394928
2023-06-28,1151.5393246351975
2023-06-29,1137.568907814226
2023-06-30,1139.3919330860952
2023-07-03,1120.3247781466398
2023-07-04,1131.3747790570517
2023-07-05,1174.3486531007889
2023-07-06,1139.3934747750145
2023-07-07,1196.435015719221
2023-07-10,1165.723183962832
2023-07-11,1198.7776466462442
2023-07-12,1185.9006856472108
2023-07-13,1231.9191391781928
2023-07-14,1227.109091016426
2023-07-17,1197.7613101747916
2023-07-18,1199.3906419568887
2023-07-19,1209.1115145229799
2023-07-20,1197.326862564822
2023-07-21,1228.0654063821835
2023-07-24,1214.451734223225
2023-07-25,1192.523182147592
2023-07-26,1220.783709781027
2023-07-27,1229.9284225746057
2023-07-28,1251.721482626057
