Date,SBUX
2020-04-17,172.42518451790266
2020-04-20,167.04601102567773
2020-04-21,165.03305096666264
2020-04-22,163.8688904641222
2020-04-23,166.0386835323779
2020-04-24,161.44483243707955
2020-04-27,158.78581387936887
2020-04-28,164.31567415307237
2020-04-29,169.98921089932918
2020-04-30,166.04279869567083
2020-05-01,170.22481244645152
2020-05-04,167.9110467953316
2020-05-05,164.95735637235367
2020-05-06,162.5689806609149
2020-05-07,162.32593722594984
2020-05-08,162.40135061517367
2020-05-11,161.3887553648423
2020-05-12,165.86174632926964
2020-05-13,167.28453568923365
2020-05-14,162.02472876354813
2020-05-15,162.4812056910536
2020-05-18,159.88963044833824
2020-05-19,166.79925936430786
2020-05-20,171.8301549444672
2020-05-21,174.58362120278477
2020-05-22,165.19596860835313
2020-05-25,157.48143109264214
2020-05-26,161.46209839977703
2020-05-27,160.89086242864101
2020-05-28,159.91096588289696
2020-05-29,155.29963760993004
2020-06-01,152.25022601316905
2020-06-02,161.73297546560966
2020-06-03,162.40151825487274
2020-06-04,169.3325837075288
2020-06-05,171.9705427414008
2020-06-08,168.8354553913145
2020-06-09,162.39887344538255
2020-06-10,168.1768790106807
2020-06-11,165.71906493601233
2020-06-12,172.76024971478887
2020-06-15,171.35038931354208
2020-06-16,174.6216127594174
2020-06-17,165.47630471201632
2020-06-18,168.2402887808465
2020-06-19,167.27249924478733
2020-06-22,164.33135056171997
2020-06-23,165.07526806588814
2020-06-24,162.4888731197687
2020-06-25,163.33124841044412
2020-06-26,161.16563112488708
2020-06-29,158.4109705513875
2020-06-30,157.87949939278317
2020-07-01,164.2719936193082
2020-07-02,165.00344439765664
2020-07-03,164.8309449217159
2020-07-06,159.88955033103142
2020-07-07,154.9428864556772
2020-07-08,155.8819817622881
2020-07-09,154.93935426927348
2020-07-10,154.46532965683141
2020-07-13,162.02083567822515
2020-07-14,158.8828868255477
2020-07-15,157.3878425706559
2020-07-16,156.47031004095808
2020-07-17,156.70072280156037
2020-07-20,156.37717584318528
2020-07-21,160.33204356985405
2020-07-22,161.14220247404532
2020-07-23,162.97381306129935
2020-07-24,162.2436441519848
2020-07-27,165.42307617668658
2020-07-28,164.510662302575
2020-07-29,159.02736129080273
2020-07-30,157.5040792609229
2020-07-31,161.16733902829853
2020-08-03,161.36174087641146
2020-08-04,165.71471913838417
2020-08-05,165.3484891450266
2020-08-06,160.22148566778006
2020-08-07,161.1595228950998
2020-08-10,157.10616179881472
2020-08-11,150.99526819650814
2020-08-12,148.09635072307773
2020-08-13,141.20884256342964
2020-08-14,142.13810864485072
2020-08-17,140.94647629306874
2020-08-18,139.94028846197256
2020-08-19,139.0317580838745
2020-08-20,137.29505105669327
2020-08-21,134.6233683703262
2020-08-24,129.7856049672321
2020-08-25,132.0422823398447
2020-08-26,133.52049629885443
2020-08-27,138.28196364102635
2020-08-28,141.80346989546456
2020-08-31,146.72411096021622
2020-09-01,141.96619115416337
2020-09-02,145.38463470614536
2020-09-03,141.39891995717315
2020-09-04,143.72678245376414
2020-09-07,142.89091997348467
2020-09-08,144.41614070856588
2020-09-09,146.69856845176193
2020-09-10,148.1220227130989
2020-09-11,152.8765180918653
2020-09-14,150.17371420071166
2020-09-15,147.1971488943311
2020-09-16,146.1072049387932
2020-09-17,151.33495440376626
2020-09-18,148.4043327538974
2020-09-21,154.82175761316634
2020-09-22,152.06525003304358
2020-09-23,148.91806180347012
2020-09-24,150.59710709923803
2020-09-25,150.66689315197067
2020-09-28,150.64465948755145
2020-09-29,153.79688105376792
2020-09-30,151.01245153733885
2020-10-01,155.42836449226357
2020-10-02,157.81562507905005
2020-10-05,152.55801176966585
2020-10-06,149.6932834612305
2020-10-07,147.4921785537363
2020-10-08,147.51256454223525
2020-10-09,146.77298397614064
2020-10-12,141.7561839135127
2020-10-13,143.0709362784958
2020-10-14,144.40862873944567
2020-10-15,140.29457607450337
2020-10-16,140.2839478665906
2020-10-19,142.6285470274689
2020-10-20,144.2607493967955
2020-10-21,146.67383284542444
2020-10-22,151.61434652324147
2020-10-23,159.50123982185394
2020-10-26,158.08756433281366
2020-10-27,158.01637713713157
2020-10-28,156.11558340617228
2020-10-29,160.21915465305355
2020-10-30,159.1521011018437
2020-11-02,159.1101492216076
2020-11-03,158.72028994608098
2020-11-04,156.2223919651933
2020-11-05,158.77785397976996
2020-11-06,153.97315043607705
2020-11-09,156.18962862470585
2020-11-10,151.27444387084634
2020-11-11,156.55786355988585
2020-11-12,158.06514575418555
2020-11-13,156.344238660747
2020-11-16,153.74673682018184
2020-11-17,157.83407124635738
2020-11-18,158.3482117430741
2020-11-19,159.64275856382102
2020-11-20,148.89802723718037
2020-11-23,147.2543817065668
2020-11-24,143.22600542372024
2020-11-25,142.9034950260165
2020-11-26,143.38685890695982
2020-11-27,141.0048763809634
2020-11-30,138.70898619864863
2020-12-01,138.07128617327905
2020-12-02,139.42761912878134
2020-12-03,136.7209756837034
2020-12-04,131.01864565778672
2020-12-07,127.97191499548506
2020-12-08,127.5672279167236
2020-12-09,130.02495435694567
2020-12-10,124.69040150092864
2020-12-11,122.00047214394229
2020-12-14,117.51885996873393
2020-12-15,115.59790811408052
2020-12-16,120.5351518378893
2020-12-17,123.62996306196695
2020-12-18,119.81384247817088
2020-12-21,123.56714756994828
2020-12-22,127.13839187043781
2020-12-23,129.0561738975337
2020-12-24,129.42042994348566
2020-12-25,137.72129604558708
2020-12-28,136.11878862320253
2020-12-29,132.64291950579704
2020-12-30,134.49107074779073
2020-12-31,135.21814381920615
2021-01-01,134.64941825098003
2021-01-04,126.74564630391096
2021-01-05,130.55496284084475
2021-01-06,130.11897546339742
2021-01-07,127.55390438680861
2021-01-08,126.30245625902073
2021-01-11,125.45325498926942
2021-01-12,122.91702306383048
2021-01-13,121.06443488254297
2021-01-14,123.90042457199047
2021-01-15,121.70685456244324
2021-01-18,121.41143656853399
2021-01-19,119.79430215090784
2021-01-20,119.99483120818685
2021-01-21,123.10343431802713
2021-01-22,120.91456798096405
2021-01-25,125.19654739388028
2021-01-26,122.75006678028373
2021-01-27,126.95703985987683
2021-01-28,124.28139280279177
2021-01-29,121.86771412614216
2021-02-01,119.85764906597085
2021-02-02,117.94723227310159
2021-02-03,117.85016135348485
2021-02-04,124.58320837792066
2021-02-05,123.71087089305489
2021-02-08,124.2044485559136
2021-02-09,120.44831225580135
2021-02-10,124.27387162032667
2021-02-11,129.20905814526853
2021-02-12,130.2076181848974
2021-02-15,129.25525913424812
2021-02-16,136.73688738521582
2021-02-17,129.46389535862545
2021-02-18,129.43617911815304
2021-02-19,130.33379192437488
2021-02-22,129.7142703097527
2021-02-23,129.2203017556906
2021-02-24,127.16979165664267
2021-02-25,125.83371579254664
2021-02-26,124.0327256575005
2021-03-01,121.83574053700839
2021-03-02,127.1554478240877
2021-03-03,134.54334501442986
2021-03-04,133.3975444566821
2021-03-05,131.42109020753827
2021-03-08,135.26888856074547
2021-03-09,130.15427540519366
2021-03-10,131.30506572361088
2021-03-11,128.0749340529997
2021-03-12,131.81580460267912
2021-03-15,137.5848063816143
2021-03-16,137.47136606049466
2021-03-17,137.92084420965608
2021-03-18,136.44801631845525
2021-03-19,136.07982878828972
2021-03-22,134.04400266838087
2021-03-23,132.28160683251147
2021-03-24,129.26794727489113
2021-03-25,135.04431085678075
2021-03-26,138.38576007976263
2021-03-29,133.80291949009478
2021-03-30,134.27031370318247
2021-03-31,137.40565879782494
2021-04-01,144.52340260009996
2021-04-02,146.3873043851009
2021-04-05,139.52548956134802
2021-04-06,141.33296844494564
2021-04-07,146.92495912528898
2021-04-08,147.15878315749273
2021-04-09,146.92978692691804
2021-04-12,150.4667394336212
2021-04-13,145.24210483511087
2021-04-14,143.4527632021451
2021-04-15,142.6628802304031
2021-04-16,144.36618415107415
2021-04-19,150.43706390395414
2021-04-20,153.1466764321927
2021-04-21,153.27894626136776
2021-04-22,148.6786082248602
2021-04-23,147.29433106615403
2021-04-26,145.4443290065743
2021-04-27,140.45307747481746
2021-04-28,145.55707218994618
2021-04-29,143.94801984730566
2021-04-30,145.80819849688692
2021-05-03,144.42508995883895
2021-05-04,147.22205338388716
2021-05-05,149.38222443463948
2021-05-06,145.2665494835556
2021-05-07,151.53828740535303
2021-05-10,149.648352662398
2021-05-11,151.37509130022417
2021-05-12,151.188732715338
2021-05-13,152.78477079775178
2021-05-14,154.44686451874966
2021-05-17,151.82125525672643
2021-05-18,156.7183596698257
2021-05-19,164.1876330193629
2021-05-20,164.67728430399916
2021-05-21,167.51281229503314
2021-05-24,164.08649275016413
2021-05-25,160.8720566305279
2021-05-26,162.76917643128064
2021-05-27,172.59186090844767
2021-05-28,171.14397440331626
2021-05-31,162.15254810061475
2021-06-01,160.54511543577243
2021-06-02,162.64501782048387
2021-06-03,165.7979233679667
2021-06-04,165.76974275447162
2021-06-07,168.48683404810487
2021-06-08,173.57559876451054
2021-06-09,171.52457723420088
2021-06-10,176.50560191723963
2021-06-11,171.73115698584542
2021-06-14,165.4693204037828
2021-06-15,174.78690099773488
2021-06-16,177.38051123145684
2021-06-17,172.91535844886275
2021-06-18,172.29863346305484
2021-06-21,174.31129191032406
2021-06-22,176.34092715475933
2021-06-23,179.0613385106126
2021-06-24,179.00888396419458
2021-06-25,176.52508334515372
2021-06-28,179.45681782157357
2021-06-29,177.67509972263736
2021-06-30,178.30002188846464
2021-07-01,176.0992147696509
2021-07-02,179.62632072444035
2021-07-05,172.81084831449138
2021-07-06,171.31843198333408
2021-07-07,161.44264302053605
2021-07-08,163.9219997726262
2021-07-09,163.29942541194424
2021-07-12,163.66639812739015
2021-07-13,160.9905773157641
2021-07-14,164.6968682812132
2021-07-15,177.9621523928234
2021-07-16,181.28085811228982
2021-07-19,186.55688328920172
2021-07-20,176.94462939383868
2021-07-21,174.6465529323024
2021-07-22,175.25744636893597
2021-07-23,177.5602933058506
2021-07-26,176.37496015968193
2021-07-27,169.38032722835993
2021-07-28,171.25367333748932
2021-07-29,168.51133864400907
2021-07-30,172.19620252619498
2021-08-02,171.6964272686805
2021-08-03,173.0821335953206
2021-08-04,166.20136169040808
2021-08-05,171.85757054923118
2021-08-06,168.1168104752106
2021-08-09,169.08522856436784
2021-08-10,160.1875790200634
2021-08-11,159.20275755043565
2021-08-12,160.49627877657028
2021-08-13,159.26269783810045
2021-08-16,163.1953442705963
2021-08-17,163.4170517138725
2021-08-18,164.12449021962993
2021-08-19,167.04297078965766
2021-08-20,166.3264974265906
2021-08-23,167.8547543318836
2021-08-24,166.36389948398428
2021-08-25,165.57558060479755
2021-08-26,162.96533507947555
2021-08-27,165.16849113576666
2021-08-30,163.0441396560499
2021-08-31,160.95086599030748
2021-09-01,160.15816830983937
2021-09-02,160.93786527608168
2021-09-03,157.93988692734084
2021-09-06,157.59497593637198
2021-09-07,163.43801365093606
2021-09-08,162.29639979346925
2021-09-09,156.5616134535144
2021-09-10,159.0106373409468
2021-09-13,155.6454729289001
2021-09-14,151.78664171860183
2021-09-15,151.6266582250477
2021-09-16,148.48207924740794
2021-09-17,147.68959278868368
2021-09-20,152.57609280702744
2021-09-21,151.82987749901625
2021-09-22,151.3038668046093
2021-09-23,145.17183893647115
2021-09-24,150.95993366557994
2021-09-27,156.80846060690578
2021-09-28,155.5588118172501
2021-09-29,151.94015321616166
2021-09-30,151.39285372415637
2021-10-01,151.54187744030895
2021-10-04,153.4041336157446
2021-10-05,154.88161468674627
2021-10-06,147.94741860844263
2021-10-07,147.29325943752963
2021-10-08,145.7844714187706
2021-10-11,145.07981479903668
2021-10-12,144.13225743825032
2021-10-13,140.66383806449804
2021-10-14,135.58665623389146
2021-10-15,135.4854305468833
2021-10-18,130.27165101572442
2021-10-19,125.25610448296314
2021-10-20,130.29184723287165
2021-10-21,135.26908112814675
2021-10-22,136.03321914984673
2021-10-25,133.1963303023745
2021-10-26,132.82686974537023
2021-10-27,130.7450286324654
2021-10-28,123.60747057865132
2021-10-29,121.30165978986525
2021-11-01,119.84030865511458
2021-11-02,117.02136616426083
2021-11-03,113.8869628766223
2021-11-04,112.82553457812558
2021-11-05,108.27722444982706
2021-11-08,112.28785930731785
2021-11-09,110.21799321921898
2021-11-10,110.18921706623986
2021-11-11,107.01530131337121
2021-11-12,109.00750220852036
2021-11-15,110.78635513107659
2021-11-16,111.81341186187362
2021-11-17,113.6881116788025
2021-11-18,110.52955696407726
2021-11-19,113.85361347856225
2021-11-22,111.1911548367264
2021-11-23,106.8748796585147
2021-11-24,108.01584649259198
2021-11-25,106.30593460373332
2021-11-26,103.94761554953314
2021-11-29,102.39900038890872
2021-11-30,105.37545696502583
2021-12-01,103.04579151023921
2021-12-02,103.71753080821567
2021-12-03,101.82267317476465
2021-12-06,104.15701112918983
2021-12-07,104.47139893909484
2021-12-08,105.90020254252066
2021-12-09,106.53388866547085
2021-12-10,107.16820254022738
2021-12-13,105.61055952981593
2021-12-14,108.10301228407097
2021-12-15,109.110618355919
2021-12-16,116.10627754840239
2021-12-17,117.80338883537378
2021-12-20,118.14055660862037
2021-12-21,119.05022250416629
2021-12-22,121.97267134459803
2021-12-23,119.33376635396769
2021-12-24,117.97461272761639
2021-12-27,118.1395777803517
2021-12-28,121.05125029462296
2021-12-29,120.34377365603484
2021-12-30,126.47149883487666
2021-12-31,131.08223314599493
2022-01-03,128.0763868839342
2022-01-04,128.73784768340167
2022-01-05,123.98534752675825
2022-01-06,122.08650581184956
2022-01-07,120.27056008803721
2022-01-10,126.69899026368772
2022-01-11,132.18275924976933
2022-01-12,127.09162220775069
2022-01-13,123.45204630661004
2022-01-14,121.92705429480493
2022-01-17,125.64538759149417
2022-01-18,123.67519684925401
2022-01-19,126.04794169531777
2022-01-20,126.824475298816
2022-01-21,127.00472620775204
2022-01-24,134.81789124109892
2022-01-25,134.0109075601443
2022-01-26,130.59683802354556
2022-01-27,131.14669691812483
2022-01-28,131.2507934461591
2022-01-31,124.97091121879936
2022-02-01,121.01893337251214
2022-02-02,118.51910641563288
2022-02-03,121.4710049561858
2022-02-04,117.39425275929514
2022-02-07,117.35193539909125
2022-02-08,119.76721906567532
2022-02-09,114.61299056326233
2022-02-10,116.69671848783894
2022-02-11,116.2802362007093
2022-02-14,115.93791547434583
2022-02-15,113.31625243481572
2022-02-16,113.4148481101487
2022-02-17,116.29816492336012
2022-02-18,113.62923363913603
2022-02-21,112.76107791992763
2022-02-22,114.09317742320255
2022-02-23,111.46666474742003
2022-02-24,112.44777433881883
2022-02-25,117.43163730020265
2022-02-28,115.56830721681341
2022-03-01,115.72126824980937
2022-03-02,114.41402839260164
2022-03-03,116.97335292445652
2022-03-04,120.56039358813204
2022-03-07,116.48121278448497
2022-03-08,119.3617564169917
2022-03-09,121.07813656010235
2022-03-10,118.67493652114268
2022-03-11,120.95024552153833
2022-03-14,122.98869991153762
2022-03-15,123.85632814895075
2022-03-16,124.45160396371318
2022-03-17,122.36812417914305
2022-03-18,127.43158701825122
2022-03-21,129.4377752908489
2022-03-22,129.5031466442137
2022-03-23,129.8320267904359
2022-03-24,127.21585703683355
2022-03-25,132.3783364194806
2022-03-28,130.57549534292806
2022-03-29,136.66701109771913
2022-03-30,136.640281014323
2022-03-31,134.81088412737446
2022-04-01,139.01696401092306
2022-04-04,138.27047819846024
2022-04-05,137.26291870291323
2022-04-06,132.721357627038
2022-04-07,128.92959529820357
2022-04-08,130.1665735151118
2022-04-11,131.35503704931045
2022-04-12,135.22257696077259
2022-04-13,140.39386141638167
2022-04-14,140.0097147774961
2022-04-15,135.9813616524031
2022-04-18,140.58896383651566
2022-04-19,140.1701748297608
2022-04-20,138.9858562173645
2022-04-21,146.1539356538559
2022-04-22,141.5225355351036
2022-04-25,141.6453497394337
2022-04-26,137.76886471492438
2022-04-27,141.4865974931868
2022-04-28,145.0564842725331
2022-04-29,150.6900892034864
2022-05-02,146.0147324683446
2022-05-03,137.4959746060809
2022-05-04,133.48726340508648
2022-05-05,137.34722057878676
2022-05-06,140.43297756500618
2022-05-09,143.42875495744528
2022-05-10,139.35118487845023
2022-05-11,141.37930483787272
2022-05-12,141.9132991969874
2022-05-13,144.8986802263237
2022-05-16,148.97092244796235
2022-05-17,147.0098328159921
2022-05-18,152.1036491292318
2022-05-19,156.24173197677993
2022-05-20,155.39760543111703
2022-05-23,156.05814377929775
2022-05-24,157.1223776208009
2022-05-25,157.72959025424768
2022-05-26,150.30752223533557
2022-05-27,142.38523317951348
2022-05-30,137.00363465557882
2022-05-31,134.92870402536167
2022-06-01,135.36420219552025
2022-06-02,134.29411904349578
2022-06-03,130.24691713950517
2022-06-06,124.50999016211793
2022-06-07,126.79627420109124
2022-06-08,122.10377286946097
2022-06-09,117.9270467096407
2022-06-10,114.01388956988279
2022-06-13,114.3071931600431
2022-06-14,114.27511195305806
2022-06-15,113.68926487305175
2022-06-16,110.47097165741495
2022-06-17,104.62788982102188
2022-06-20,104.86468929755561
2022-06-21,105.95224268841068
2022-06-22,109.55694195491273
2022-06-23,101.91850231343929
2022-06-24,102.87643782913297
2022-06-27,101.47614151702973
2022-06-28,103.27065767445181
2022-06-29,103.03774738828432
2022-06-30,106.37555486933636
2022-07-01,108.71503077263431
2022-07-04,108.56850156899623
2022-07-05,104.79426032923958
2022-07-06,103.37106861259205
2022-07-07,102.60970078012961
2022-07-08,97.48122400912492
2022-07-11,96.85252152515436
2022-07-12,98.01489244877537
2022-07-13,99.22478763823266
2022-07-14,101.53456282825783
2022-07-15,99.54466238560038
2022-07-18,97.5280698595208
2022-07-19,100.05760809376228
2022-07-20,98.17627591409351
2022-07-21,94.71356930002669
2022-07-22,99.1335800919391
2022-07-25,99.66666855224494
2022-07-26,98.16195450245974
2022-07-27,99.49930279571002
2022-07-28,97.99186764527347
2022-07-29,93.02117998570421
2022-08-01,93.66232519289579
2022-08-02,96.42181054695297
2022-08-03,95.88398805915935
2022-08-04,95.86828383028144
2022-08-05,91.47789964732931
2022-08-08,94.79511736013751
2022-08-09,95.7158180059029
2022-08-10,97.27661116489546
2022-08-11,97.21704981091463
2022-08-12,98.11926582479417
2022-08-15,98.39877506328251
2022-08-16,96.36151788776795
2022-08-17,95.39817359167667
2022-08-18,96.23143971035039
2022-08-19,96.2654862761581
2022-08-22,94.94574624350153
2022-08-23,97.26552800218269
2022-08-24,96.2854539920438
2022-08-25,96.23593868989653
2022-08-26,94.87517596454644
2022-08-29,92.95808950651261
2022-08-30,92.86291230567846
2022-08-31,92.38617538160865
2022-09-01,91.62502732846427
2022-09-02,90.9917680429434
2022-09-05,90.34591650159825
2022-09-06,92.94126188207292
2022-09-07,92.60308773980861
2022-09-08,97.05643446749018
2022-09-09,96.36523819155565
2022-09-12,97.50033284458439
2022-09-13,97.04538392155473
2022-09-14,96.40094192057785
2022-09-15,95.08450718074614
2022-09-16,99.97453774242767
2022-09-19,100.74668976317857
2022-09-20,98.13478148327006
2022-09-21,99.82612647188354
2022-09-22,101.31423367964946
2022-09-23,100.34690116270197
2022-09-26,100.80848052187733
2022-09-27,96.97960562707648
2022-09-28,102.46100309643839
2022-09-29,99.69290628076493
2022-09-30,101.58960476952026
2022-10-03,104.84841623791989
2022-10-04,101.71333023516684
2022-10-05,101.63924007906371
2022-10-06,98.39098844083122
2022-10-07,93.52163417177833
2022-10-10,93.72250778310294
2022-10-11,91.34272226292386
2022-10-12,91.57957677357956
2022-10-13,91.46206888427758
2022-10-14,90.28829522878623
2022-10-17,88.67503771341644
2022-10-18,89.14907611545594
2022-10-19,88.78703522831091
2022-10-20,87.0933668048761
2022-10-21,86.91622682703755
2022-10-24,89.71074225878127
2022-10-25,91.83809568080535
2022-10-26,89.9900281198175
2022-10-27,88.96698470633845
2022-10-28,88.66351551209537
2022-10-31,83.83538123335269
2022-11-01,86.2411585395312
2022-11-02,86.36449696300446
2022-11-03,85.4892186241092
2022-11-04,85.79785096256776
2022-11-07,87.48741561226987
2022-11-08,86.62195083560384
2022-11-09,85.50215013446234
2022-11-10,85.22816068448358
2022-11-11,85.1265372204286
2022-11-14,90.81261811245913
2022-11-15,95.56668758760765
2022-11-16,96.80451625344931
2022-11-17,98.47636068040003
2022-11-18,98.33297465018879
2022-11-21,101.22644185703454
2022-11-22,104.93027416575373
2022-11-23,103.9982954385541
2022-11-24,106.11918634315232
2022-11-25,103.24325843853758
2022-11-28,102.01082224040749
2022-11-29,101.41547079473774
2022-11-30,100.54807355118167
2022-12-01,105.25878657209194
2022-12-02,109.801681999024
2022-12-05,106.59829853685865
2022-12-06,105.68203427861354
2022-12-07,110.59349215755782
2022-12-08,115.43311932745533
2022-12-09,118.58739798585248
2022-12-12,113.94980451366185
2022-12-13,115.14788922526279
2022-12-14,114.15548462757403
2022-12-15,112.94697851155946
2022-12-16,112.05105065287043
2022-12-19,111.9258695719808
2022-12-20,114.03917943968521
2022-12-21,114.70897990669988
2022-12-22,114.48174197341746
2022-12-23,114.73955205736782
2022-12-26,114.75812227149818
2022-12-27,118.43087428519601
2022-12-28,114.28634638511433
2022-12-29,115.05797544226265
2022-12-30,118.73339189520506
2023-01-02,121.07207803580927
2023-01-03,123.4575219536638
2023-01-04,123.89609686595344
2023-01-05,122.45388027597365
2023-01-06,125.67824278220928
2023-01-09,117.82835344807343
2023-01-10,116.29690117559319
2023-01-11,117.54392338829018
2023-01-12,116.54363762927518
2023-01-13,118.41090897544969
2023-01-16,120.23957960959702
2023-01-17,120.31497207493423
2023-01-18,122.36609466446173
2023-01-19,118.59250536264038
2023-01-20,118.29521564671292
2023-01-23,116.20495889068555
2023-01-24,116.67941511541115
2023-01-25,114.96161229013417
2023-01-26,115.88220388292669
2023-01-27,115.25214143028757
2023-01-30,113.58259849971239
2023-01-31,107.51296102061013
2023-02-01,103.25368514155075
2023-02-02,102.32125472579811
2023-02-03,105.82622849385828
2023-02-06,108.61541805229379
2023-02-07,102.28529158775399
2023-02-08,102.05699038281547
2023-02-09,100.66967059155387
2023-02-10,99.01451628447191
2023-02-13,101.71539270070127
2023-02-14,102.70168704622208
2023-02-15,101.21272800454426
2023-02-16,98.84673093756163
2023-02-17,100.99427032114441
2023-02-20,103.82057352750869
2023-02-21,104.09947007991325
2023-02-22,103.41263393700635
2023-02-23,104.49664690709938
2023-02-24,103.72421892089102
2023-02-27,106.64163540191579
2023-02-28,106.93210147977707
2023-03-01,107.5005724313365
2023-03-02,108.55626820357632
2023-03-03,107.36280521048486
2023-03-06,106.0611434122833
2023-03-07,109.76502997271977
2023-03-08,111.4509337313201
2023-03-09,111.51034113430251
2023-03-10,110.3173684968945
2023-03-13,110.86252329112698
2023-03-14,113.17781795463299
2023-03-15,118.03074050509466
2023-03-16,118.39016423428735
2023-03-17,121.4587776188446
2023-03-20,122.37107318942502
2023-03-21,119.93404155762232
2023-03-22,121.07029697097312
2023-03-23,122.22357117656263
2023-03-24,120.41189517080252
2023-03-27,120.22547544906774
2023-03-28,117.02884210824297
2023-03-29,116.7147137761539
2023-03-30,114.40258580916817
2023-03-31,112.75691050242801
2023-04-03,118.73010791854466
2023-04-04,120.72802401062685
2023-04-05,117.66354428221895
2023-04-06,119.80998064584317
2023-04-07,119.14683151798475
2023-04-10,118.95463733484745
2023-04-11,115.08213701381155
2023-04-12,115.40765864903193
2023-04-13,116.37877218756024
2023-04-14,118.23269890725798
2023-04-17,116.26701853958227
2023-04-18,118.89244143976327
2023-04-19,116.57207847470619
2023-04-20,119.23869286982753
2023-04-21,127.55215626199322
2023-04-24,125.14620726775172
2023-04-25,127.1397421914957
2023-04-26,126.72587426009143
2023-04-27,124.2491025571395
2023-04-28,127.99030982551577
2023-05-01,130.69066854668947
2023-05-02,130.71260237876638
2023-05-03,121.8327555733634
2023-05-04,120.3537038044735
2023-05-05,124.76473385771651
2023-05-08,121.71506777504115
2023-05-09,126.69589053751848
2023-05-10,128.5490777827764
2023-05-11,124.54516836749076
2023-05-12,123.83619919937246
2023-05-15,127.83961709950044
2023-05-16,133.78533027562068
2023-05-17,138.09669232631728
2023-05-18,138.58091711554982
2023-05-19,141.52014269982047
2023-05-22,138.63018383028768
2023-05-23,135.1355827991958
2023-05-24,135.95664499896833
2023-05-25,135.84916033540023
2023-05-26,136.68140292155215
2023-05-29,140.9700862059406
2023-05-30,140.43547619358793
2023-05-31,135.38420000138265
2023-06-01,136.0691063937809
2023-06-02,139.7259610356667
2023-06-05,140.4599742948286
2023-06-06,144.25686943444367
2023-06-07,146.0400789184534
2023-06-08,150.49879158826084
2023-06-09,151.03507007734584
2023-06-12,147.83763041649607
2023-06-13,145.9864766326991
2023-06-14,141.767416394479
2023-06-15,143.649230397897
2023-06-16,141.05170010922194
2023-06-19,141.57730772359594
2023-06-20,138.43368500463097
2023-06-21,142.56085783235852
2023-06-22,141.3793363669715
2023-06-23,140.06300049694048
2023-06-26,141.57402016008376
2023-06-27,134.95848185219285
2023-06-28,137.5262067850857
2023-06-29,140.757848227613
2023-06-30,142.92022434784113
2023-07-03,139.62943394559272
2023-07-04,146.0243275264323
2023-07-05,154.03433851022848
2023-07-06,149.3199312430649
2023-07-07,145.0045429586214
2023-07-10,153.5650374343419
2023-07-11,154.15732302257427
2023-07-12,151.58275631095563
2023-07-13,151.58528558628853
2023-07-14,155.04240253447648
2023-07-17,152.47535105890864
2023-07-18,149.49362562300757
2023-07-19,150.6361513356973
2023-07-20,144.91396819916957
2023-07-21,151.5986875365588
2023-07-24,152.71559836329575
2023-07-25,150.21340263639158
2023-07-26,149.31780287319629
2023-07-27,150.8248416489222
2023-07-28,145.71639811606232
