Date,SRE
2021-12-29,678.1769816554646
2021-12-30,686.8826431963024
2021-12-31,698.0006743303927
2022-01-03,687.2927293722173
2022-01-04,685.1009869572629
2022-01-05,660.9442136619167
2022-01-06,646.3063415159484
2022-01-07,641.648716496378
2022-01-10,653.6696956999007
2022-01-11,663.2971965992191
2022-01-12,665.2646546434252
2022-01-13,666.8070478400731
2022-01-14,661.7624229314395
2022-01-17,651.6220923018601
2022-01-18,644.5748031010013
2022-01-19,649.2801086746374
2022-01-20,651.074446935737
2022-01-21,662.3873380582052
2022-01-24,654.3058605648666
2022-01-25,644.1044539663519
2022-01-26,638.3232449188924
2022-01-27,655.1409958396104
2022-01-28,669.1867971362334
2022-01-31,673.1519679018452
2022-02-01,662.7602530635429
2022-02-02,664.8584616123118
2022-02-03,663.4278864696645
2022-02-04,662.6126704248994
2022-02-07,669.4764515407409
2022-02-08,654.3633434057842
2022-02-09,650.0063381391341
2022-02-10,642.2779978634909
2022-02-11,633.2560100307979
2022-02-14,643.2985807081951
2022-02-15,636.3029929310865
2022-02-16,635.4612638936891
2022-02-17,647.2751226833761
2022-02-18,656.583951182735
2022-02-21,660.4912984732183
2022-02-22,695.6555217965007
2022-02-23,681.486456310708
2022-02-24,659.7409549006368
2022-02-25,658.5038381436593
2022-02-28,663.963980210547
2022-03-01,658.4257479335971
2022-03-02,663.8096365165172
2022-03-03,653.8213063033701
2022-03-04,664.2513675253495
2022-03-07,645.1648272814668
2022-03-08,650.8704825666999
2022-03-09,649.1452641178174
2022-03-10,632.8434247177305
2022-03-11,637.5669392707545
2022-03-14,634.4959641318865
2022-03-15,639.5758920694541
2022-03-16,641.8380038093078
2022-03-17,644.0757430840406
2022-03-18,642.5457958050978
2022-03-21,640.2970569517616
2022-03-22,637.359931499519
2022-03-23,639.3151632206997
2022-03-24,649.4453405932735
2022-03-25,649.5487778797439
2022-03-28,635.4678406053788
2022-03-29,627.6031163717284
2022-03-30,617.7537646072186
2022-03-31,639.5349695411907
2022-04-01,643.3685238471592
2022-04-04,647.182298830787
2022-04-05,643.9954073479556
2022-04-06,644.0276859788229
2022-04-07,670.2053442341519
2022-04-08,672.7405703298767
2022-04-11,672.4020546611242
2022-04-12,671.5046368944454
2022-04-13,667.0564895437354
2022-04-14,658.734484662465
2022-04-15,644.1789675311521
2022-04-18,657.2788116366644
2022-04-19,652.8746073745008
2022-04-20,657.2559103734826
2022-04-21,660.1036013066578
2022-04-22,655.1652460769969
2022-04-25,651.6356584014133
2022-04-26,653.9722524003777
2022-04-27,643.4562129435668
2022-04-28,642.9247557923417
2022-04-29,640.8638886199283
2022-05-02,638.0431394313536
2022-05-03,632.8877584160431
2022-05-04,616.3056361126971
2022-05-05,602.9919603663733
2022-05-06,599.5090609215341
2022-05-09,593.2550586460765
2022-05-10,599.7163343474203
2022-05-11,586.5217854578428
2022-05-12,592.7613250074262
2022-05-13,602.4207159315431
2022-05-16,603.3934075225536
2022-05-17,613.4578541805014
2022-05-18,606.8275404225492
2022-05-19,603.9411643487828
2022-05-20,604.4421184278939
2022-05-23,602.001303864565
2022-05-24,591.3242172593557
2022-05-25,593.4837296466079
2022-05-26,606.9005202715708
2022-05-27,615.3409464551958
2022-05-30,615.7610611076516
2022-05-31,636.4624535761893
2022-06-01,653.3220160832308
2022-06-02,646.0387530688591
2022-06-03,647.1736993607852
2022-06-06,632.1446025324692
2022-06-07,638.8321424249589
2022-06-08,635.0821387031963
2022-06-09,628.348477444202
2022-06-10,633.9124658801032
2022-06-13,637.2542121237609
2022-06-14,624.1523232845423
2022-06-15,629.2273898779649
2022-06-16,639.3961423105749
2022-06-17,642.6843290716081
2022-06-20,656.3969344965783
2022-06-21,660.5631829434105
2022-06-22,652.5184720480186
2022-06-23,657.803874581599
2022-06-24,669.6631690408423
2022-06-27,674.5362379509055
2022-06-28,664.9462119188854
2022-06-29,648.4432614206551
2022-06-30,648.4235843333294
2022-07-01,653.0643280319848
2022-07-04,662.4642779099249
2022-07-05,661.4135513002057
2022-07-06,662.9738228238556
2022-07-07,635.862665263691
2022-07-08,648.5345816980674
2022-07-11,651.0532224455449
2022-07-12,658.7941288516301
2022-07-13,639.1884566296476
2022-07-14,630.1238901817903
2022-07-15,611.5736407812542
2022-07-18,605.8881859993425
2022-07-19,620.5314958678185
2022-07-20,623.3555756131614
2022-07-21,631.7903015093067
2022-07-22,618.9984629845792
2022-07-25,632.0404879403047
2022-07-26,636.7296956297969
2022-07-27,631.9592746793812
2022-07-28,625.8472477318803
2022-07-29,602.8451728342329
2022-08-01,580.8705235844812
2022-08-02,575.218467697265
2022-08-03,580.343333026835
2022-08-04,586.441319076776
2022-08-05,600.8672765115076
2022-08-08,587.4117327516755
2022-08-09,580.0469592695168
2022-08-10,579.7983403463069
2022-08-11,583.4879381652322
2022-08-12,589.0448160787272
2022-08-15,595.8925943778105
2022-08-16,595.9253875373554
2022-08-17,598.4776973839713
2022-08-18,625.643469684333
2022-08-19,623.415328753665
2022-08-22,625.3706838260035
2022-08-23,623.3357399549915
2022-08-24,629.3520292487377
2022-08-25,637.1329943154886
2022-08-26,625.2641320169042
2022-08-29,622.4082993575774
2022-08-30,614.9950863706473
2022-08-31,615.1739961085983
2022-09-01,613.8547704119967
2022-09-02,615.1804959239415
2022-09-05,621.1273521727335
2022-09-06,625.8371267316847
2022-09-07,623.8638958186448
2022-09-08,616.9022738400391
2022-09-09,606.1774018386004
2022-09-12,601.1295170948779
2022-09-13,602.1035186647081
2022-09-14,593.1281700019534
2022-09-15,601.8199263177427
2022-09-16,598.4151850557688
2022-09-19,605.1420236205336
2022-09-20,597.1022500886321
2022-09-21,589.7111291766557
2022-09-22,581.6453247407529
2022-09-23,581.7858385557183
2022-09-26,590.3805026715038
2022-09-27,594.5936573302407
2022-09-28,585.105159359989
2022-09-29,566.31899511527
2022-09-30,546.4590069543906
2022-10-03,536.789101033525
2022-10-04,544.6736962112766
2022-10-05,543.3075171430538
2022-10-06,555.3995612774843
2022-10-07,557.4174915878428
2022-10-10,560.5163493640512
2022-10-11,557.6008078462064
2022-10-12,570.179551853406
2022-10-13,566.8768371256783
2022-10-14,560.1948021454899
2022-10-17,549.5792531750526
2022-10-18,549.6035198215429
2022-10-19,540.1629522394496
2022-10-20,531.6505538622791
2022-10-21,538.9413420251007
2022-10-24,540.9429641473998
2022-10-25,536.9623986634258
2022-10-26,552.8317372114848
2022-10-27,553.1865334734249
2022-10-28,547.4019734941718
2022-10-31,549.7333015975263
2022-11-01,545.7235628813505
2022-11-02,546.6178232267096
2022-11-03,543.139833582166
2022-11-04,540.4047466595822
2022-11-07,548.2285908237423
2022-11-08,541.341934851101
2022-11-09,558.2345165479987
2022-11-10,578.9933194234794
2022-11-11,575.5918348017819
2022-11-14,559.8519404098178
2022-11-15,557.3917984880309
2022-11-16,558.9169582335335
2022-11-17,554.2256750974199
2022-11-18,552.7617051902347
2022-11-21,544.2489011419414
2022-11-22,553.4012505798291
2022-11-23,549.7107653977524
2022-11-24,539.2894952973396
2022-11-25,535.1360948806439
2022-11-28,552.6402229586986
2022-11-29,541.6725493191755
2022-11-30,535.4165942406258
2022-12-01,520.0770768480222
2022-12-02,514.7231357872665
2022-12-05,508.0601727198131
2022-12-06,514.0791511322201
2022-12-07,505.84603053836713
2022-12-08,502.99811951142146
2022-12-09,507.6207438092079
2022-12-12,499.36450083762014
2022-12-13,497.5210454796137
2022-12-14,506.0273813855646
2022-12-15,504.1878958365047
2022-12-16,501.36714645798776
2022-12-19,512.1287157637719
2022-12-20,507.02471374618153
2022-12-21,506.9509839349702
2022-12-22,508.29426067434
2022-12-23,493.3965769873967
2022-12-26,478.0396927568333
2022-12-27,466.3231860869016
2022-12-28,470.09272168891994
2022-12-29,478.6871252878264
2022-12-30,474.12592153138047
2023-01-02,469.36881991008954
2023-01-03,461.85760727433575
2023-01-04,466.6619543894164
2023-01-05,460.4986636256721
2023-01-06,458.89777879960303
2023-01-09,462.6308268885442
2023-01-10,467.25329434510144
2023-01-11,471.27571129216386
2023-01-12,469.520320717922
2023-01-13,464.57784131103745
2023-01-16,473.58662504336525
2023-01-17,478.42693516786176
2023-01-18,466.1200452355736
2023-01-19,474.60980160650786
2023-01-20,474.03921245959765
2023-01-23,474.01854877428786
2023-01-24,474.2638015232409
2023-01-25,475.62759686770806
2023-01-26,473.5004016303145
2023-01-27,477.2422618632857
2023-01-30,481.2143756349775
2023-01-31,477.89199791250746
2023-02-01,474.90861893445515
2023-02-02,467.0947370346258
2023-02-03,482.9334138396668
2023-02-06,476.9424966234476
2023-02-07,462.4649301753818
2023-02-08,462.29089459302145
2023-02-09,461.07051383617255
2023-02-10,449.7920794323693
2023-02-13,448.8192650280721
2023-02-14,443.79755370065453
2023-02-15,443.4795528130873
2023-02-16,453.42108944888435
2023-02-17,453.0519272334632
2023-02-20,441.61446274549047
2023-02-21,446.78255445576644
2023-02-22,448.77203817493086
2023-02-23,450.74057438899484
2023-02-24,459.61478780173326
2023-02-27,469.72686050923437
2023-02-28,469.9411985236492
2023-03-01,466.0905540867697
2023-03-02,459.8814707023161
2023-03-03,458.9281327044996
2023-03-06,451.8431885453785
2023-03-07,455.7567530102721
2023-03-08,454.06190784747076
2023-03-09,454.37731669952944
2023-03-10,457.9952386982807
2023-03-13,472.3770699630153
2023-03-14,469.9195278335575
2023-03-15,457.69380035998097
2023-03-16,457.04060297314345
2023-03-17,470.17144287561007
2023-03-20,463.9954182004848
2023-03-21,463.92631593844214
2023-03-22,458.7508800578648
2023-03-23,464.26567456421543
2023-03-24,470.6444707869055
2023-03-27,466.30811654321496
2023-03-28,475.06007692971906
2023-03-29,468.63561495758177
2023-03-30,464.8858438822636
2023-03-31,474.5867104661135
2023-04-03,478.56571264600143
2023-04-04,477.45688144486456
2023-04-05,472.8153674708158
2023-04-06,484.1180926692388
2023-04-07,498.28788578236527
2023-04-10,481.3159958215035
2023-04-11,476.24172286426466
2023-04-12,481.66471455552255
2023-04-13,478.5279073239366
2023-04-14,466.0751390970444
2023-04-17,454.2577390999491
2023-04-18,465.09473683143307
2023-04-19,476.4842488583311
2023-04-20,479.0513223579299
2023-04-21,478.0921650586766
2023-04-24,474.15271564008157
2023-04-25,475.17666062735225
2023-04-26,471.6625302708452
2023-04-27,460.62097128130927
2023-04-28,455.3586702901622
2023-05-01,459.25800551025526
2023-05-02,465.6525312708106
2023-05-03,464.0064472691748
2023-05-04,473.552612676952
2023-05-05,475.66493289483054
2023-05-08,483.00885632565297
2023-05-09,476.2379055061278
2023-05-10,474.9913824008368
2023-05-11,466.5463651562657
2023-05-12,476.3189046681953
2023-05-15,482.53532984845253
2023-05-16,498.53433388279865
2023-05-17,496.1641182770705
2023-05-18,486.63813468808894
2023-05-19,490.0303705942025
2023-05-22,504.01217843588955
2023-05-23,496.88909746500246
2023-05-24,487.7770828331788
2023-05-25,485.8814703151402
2023-05-26,485.87444022664926
2023-05-29,493.1084814175424
2023-05-30,489.50686033180034
2023-05-31,484.0959763143329
2023-06-01,479.1841169627881
2023-06-02,482.4406405118275
2023-06-05,489.479765519813
2023-06-06,487.8305625908467
2023-06-07,486.3822477447353
2023-06-08,480.7227460180282
2023-06-09,479.4613021227362
2023-06-12,478.3779542335073
2023-06-13,471.55767316135695
2023-06-14,467.7170964300757
2023-06-15,461.2136341631271
2023-06-16,459.6301018515184
2023-06-19,476.57339495347946
2023-06-20,459.1793782139318
2023-06-21,453.5073841098574
2023-06-22,450.8364588450178
2023-06-23,452.13794307512444
2023-06-26,442.21953881053867
2023-06-27,437.7851273377267
2023-06-28,427.6830157082405
2023-06-29,422.43376859623646
2023-06-30,418.3857482712197
2023-07-03,411.72604211733676
2023-07-04,406.06679184990946
2023-07-05,402.26963929113504
2023-07-06,398.77064180608227
2023-07-07,405.07987760748415
2023-07-10,407.2689807709346
2023-07-11,412.1814595300405
2023-07-12,402.65850329501086
2023-07-13,385.06044524145045
2023-07-14,372.40101666948675
2023-07-17,373.40617121504414
2023-07-18,370.97267443764724
2023-07-19,381.266027464065
2023-07-20,365.3652344929251
2023-07-21,374.3600274948678
2023-07-24,384.9712557890909
2023-07-25,376.8230964705389
2023-07-26,371.11796249853415
2023-07-27,371.2119121976786
2023-07-28,370.8193579555051
2023-07-31,368.528416715268
2023-08-01,363.5166129925471
2023-08-02,358.8174953692938
2023-08-03,348.3392102170261
