Date,INTU
2020-07-23,327.16877948958245
2020-07-24,331.4755082099167
2020-07-27,335.1691951239071
2020-07-28,340.09975439229135
2020-07-29,341.00262695230487
2020-07-30,336.78016466492386
2020-07-31,335.11320524850623
2020-08-03,337.27522027319316
2020-08-04,345.065953090091
2020-08-05,343.1559385627689
2020-08-06,340.5735820396557
2020-08-07,340.2379180781854
2020-08-10,347.9411519462788
2020-08-11,347.0637001774263
2020-08-12,348.5044142837016
2020-08-13,342.1130234617118
2020-08-14,340.9045918425253
2020-08-17,346.29139787976476
2020-08-18,353.26925133949135
2020-08-19,347.6041350225138
2020-08-20,353.93078811171824
2020-08-21,356.8633107374772
2020-08-24,356.3984675110423
2020-08-25,360.85271264084076
2020-08-26,367.1731106599209
2020-08-27,361.8651076207433
2020-08-28,363.0101685757764
2020-08-31,360.2498028459845
2020-09-01,357.91288074719125
2020-09-02,358.09488962928145
2020-09-03,353.75262167607076
2020-09-04,355.12226147909126
2020-09-07,360.074148165964
2020-09-08,360.93765638047086
2020-09-09,365.6322018679583
2020-09-10,365.8710662051214
2020-09-11,369.2983698362854
2020-09-14,365.9143410467115
2020-09-15,358.58015757510015
2020-09-16,359.0222032521468
2020-09-17,359.31034445291687
2020-09-18,362.54681798492453
2020-09-21,362.7688087412039
2020-09-22,364.6403582377581
2020-09-23,368.63260981651746
2020-09-24,370.4351611020834
2020-09-25,367.78828015061623
2020-09-28,376.91839755823736
2020-09-29,370.0820597827391
2020-09-30,368.28735706007774
2020-10-01,370.6188665219412
2020-10-02,373.4995384013497
2020-10-05,374.85726530928486
2020-10-06,372.5167217386304
2020-10-07,371.6087869416668
2020-10-08,365.2671964054513
2020-10-09,366.02644944217326
2020-10-12,354.7247766606221
2020-10-13,361.5564243828109
2020-10-14,368.1526298613775
2020-10-15,371.0012461494507
2020-10-16,376.5953813477022
2020-10-19,374.18003428993853
2020-10-20,373.0654622951416
2020-10-21,372.5012217213699
2020-10-22,379.43333696914135
2020-10-23,376.83755266281463
2020-10-26,371.8805327893384
2020-10-27,378.7116575667434
2020-10-28,378.4746591964624
2020-10-29,380.3856372977252
2020-10-30,374.09751136510886
2020-11-02,372.94864345422036
2020-11-03,377.13590639451326
2020-11-04,381.89921506418125
2020-11-05,380.17347754294855
2020-11-06,378.8565405784638
2020-11-09,378.10552955113
2020-11-10,366.5133638728689
2020-11-11,366.40978812053834
2020-11-12,370.43478210628433
2020-11-13,374.28774238813645
2020-11-16,370.55553953774483
2020-11-17,367.20946547006076
2020-11-18,356.44714905323895
2020-11-19,356.809510348877
2020-11-20,355.1206589428315
2020-11-23,352.9564214414326
2020-11-24,357.32989375891776
2020-11-25,364.6519030231382
2020-11-26,362.48917952957487
2020-11-27,357.6306610022701
2020-11-30,360.01408911110025
2020-12-01,364.90808299961947
2020-12-02,365.86657216677605
2020-12-03,359.95614770371736
2020-12-04,357.7505008420845
2020-12-07,364.6705896066021
2020-12-08,368.79771806488765
2020-12-09,371.789798509488
2020-12-10,370.45081991660254
2020-12-11,376.4009739422141
2020-12-14,369.8700838645669
2020-12-15,371.62205048698195
2020-12-16,373.56065613571474
2020-12-17,375.7330520411989
2020-12-18,379.1796348634585
2020-12-21,375.26758655961333
2020-12-22,375.97693565962203
2020-12-23,377.658291195265
2020-12-24,370.14095732972623
2020-12-25,371.9846547572586
2020-12-28,374.1917434861226
2020-12-29,375.37109542140945
2020-12-30,372.9781147662451
2020-12-31,374.2350362791733
2021-01-01,380.9193819642587
2021-01-04,380.4405356835049
2021-01-05,386.6844869895754
2021-01-06,384.95135194159894
2021-01-07,382.80252843382254
2021-01-08,380.0103885732389
2021-01-11,390.58841732218053
2021-01-12,390.39531935566845
2021-01-13,382.55198411556336
2021-01-14,382.0292380433666
2021-01-15,385.23352804316784
2021-01-18,379.461099740415
2021-01-19,373.71546272405755
2021-01-20,371.0161708421298
2021-01-21,369.8590632038379
2021-01-22,367.5474971513586
2021-01-25,368.5407165176126
2021-01-26,365.17931745055085
2021-01-27,361.41553602365593
2021-01-28,361.6373744893285
2021-01-29,359.95641595101574
2021-02-01,360.55266103704037
2021-02-02,358.42999288804236
2021-02-03,358.3499085048324
2021-02-04,364.4607516451925
2021-02-05,360.8259166828593
2021-02-08,366.3311644130617
2021-02-09,371.820082943458
2021-02-10,374.4139956154632
2021-02-11,369.63384888514105
2021-02-12,364.3108655744474
2021-02-15,368.8382063858832
2021-02-16,367.2393456141701
2021-02-17,366.0908045567813
2021-02-18,368.27018410751595
2021-02-19,379.59164304102075
2021-02-22,387.2701524649135
2021-02-23,385.31334385067044
2021-02-24,387.87392811647567
2021-02-25,380.62342821497083
2021-02-26,379.6814871052883
2021-03-01,381.24716547380393
2021-03-02,382.3894748120286
2021-03-03,392.3324999501183
2021-03-04,395.0619110678083
2021-03-05,395.2663458242986
2021-03-08,401.83081124864884
2021-03-09,401.93444742442784
2021-03-10,404.5038079177214
2021-03-11,394.9188661492574
2021-03-12,396.9723938910339
2021-03-15,400.7944447166787
2021-03-16,403.65224426970536
2021-03-17,399.8086927763306
2021-03-18,399.871277286548
2021-03-19,402.57481262552943
2021-03-22,400.42105304801606
2021-03-23,404.7292276745214
2021-03-24,396.48605769707854
2021-03-25,395.67822479011403
2021-03-26,393.3702547082347
2021-03-29,398.97278546447734
2021-03-30,397.94650549133127
2021-03-31,397.38443695645526
2021-04-01,397.0111029493655
2021-04-02,403.02888375741463
2021-04-05,397.1026007628948
2021-04-06,389.16132423300013
2021-04-07,385.1597388845122
2021-04-08,386.1367122825347
2021-04-09,389.91030604254337
2021-04-12,390.71871713720253
2021-04-13,386.6332449219693
2021-04-14,388.27008566792716
2021-04-15,393.1437989191975
2021-04-16,396.7359092829446
2021-04-19,397.75356808990534
2021-04-20,392.434950906834
2021-04-21,398.84651833185524
2021-04-22,398.468982534029
2021-04-23,400.8287805091698
2021-04-26,398.4102689714307
2021-04-27,397.940451231483
2021-04-28,393.078861856481
2021-04-29,391.9798343791231
2021-04-30,390.6394322744017
2021-05-03,389.73756337450203
2021-05-04,376.51298085245634
2021-05-05,378.5607971725851
2021-05-06,384.37695241887735
2021-05-07,387.90095168233364
2021-05-10,381.95880277824995
2021-05-11,384.42957086618037
2021-05-12,384.1854915301007
2021-05-13,388.023488967643
2021-05-14,379.2812475854357
2021-05-17,373.8293368272368
2021-05-18,373.65446795287914
2021-05-19,372.0787779310421
2021-05-20,375.2876533563294
2021-05-21,377.90119726782865
2021-05-24,382.8963503704151
2021-05-25,377.13854005047943
2021-05-26,374.87838187318096
2021-05-27,379.3074814957512
2021-05-28,372.2946282053557
2021-05-31,376.6543234543987
2021-06-01,378.12518782047994
2021-06-02,388.24192874564153
2021-06-03,394.4347941578035
2021-06-04,393.4289104629443
2021-06-07,396.89286241918813
2021-06-08,398.8470172815975
2021-06-09,397.0792476441726
2021-06-10,395.78770313545573
2021-06-11,398.9170819709389
2021-06-14,398.233758076701
2021-06-15,398.3998403407191
2021-06-16,399.16333891769756
2021-06-17,398.30566069946775
2021-06-18,409.02857399797824
2021-06-21,408.07171360397484
2021-06-22,408.18595549921724
2021-06-23,407.1009002700747
2021-06-24,413.9044482844602
2021-06-25,411.65490114936796
2021-06-28,415.04289795727186
2021-06-29,416.179945772253
2021-06-30,414.0145355157519
2021-07-01,417.56111071839825
2021-07-02,417.713401158853
2021-07-05,421.7493676091865
2021-07-06,416.4050556233648
2021-07-07,422.3760059944658
2021-07-08,422.52723269383915
2021-07-09,414.3355161163648
2021-07-12,411.3133385534198
2021-07-13,406.38134007180975
2021-07-14,412.31023799834696
2021-07-15,416.3810537852654
2021-07-16,415.7205236944779
2021-07-19,404.0338983126352
2021-07-20,406.6151187487721
2021-07-21,408.71802731170476
2021-07-22,407.49116836114166
2021-07-23,398.42862263208104
2021-07-26,388.65438179175675
2021-07-27,387.62130151367205
2021-07-28,383.3448123134085
2021-07-29,395.3646250591653
2021-07-30,387.21444865876236
2021-08-02,389.8549195500896
2021-08-03,391.35823547983375
2021-08-04,385.90460062817266
2021-08-05,383.6054855804117
2021-08-06,382.74072205387995
2021-08-09,380.8825198281459
2021-08-10,379.0160003118945
2021-08-11,374.1840237969799
2021-08-12,378.2152177874749
2021-08-13,381.4923639907203
2021-08-16,385.31301220578604
2021-08-17,380.6460346990625
2021-08-18,383.4038654055215
2021-08-19,384.9401473043442
2021-08-20,388.041087382675
2021-08-23,390.20127971284313
2021-08-24,391.1603532589437
2021-08-25,392.89246305569327
2021-08-26,389.53693378104686
2021-08-27,398.27707512222514
2021-08-30,390.0997616096191
2021-08-31,380.9545836230977
2021-09-01,386.2734579415125
2021-09-02,394.37300693229815
2021-09-03,392.6536267151753
2021-09-06,391.631693483723
2021-09-07,380.22179728188956
2021-09-08,377.08337767924957
2021-09-09,380.9853160708267
2021-09-10,380.0470748010954
2021-09-13,375.98053228628356
2021-09-14,370.0599454429693
2021-09-15,370.6687742971953
2021-09-16,368.3223731036283
2021-09-17,367.5277610870508
2021-09-20,362.4745889611715
2021-09-21,358.9780904504254
2021-09-22,356.33778338749494
2021-09-23,357.5924135247128
2021-09-24,351.09537216161567
2021-09-27,349.37704162874627
2021-09-28,347.093520502978
2021-09-29,350.85948094682567
2021-09-30,351.2371319790139
2021-10-01,351.5848166290333
2021-10-04,358.0669399350258
2021-10-05,362.1446068301976
2021-10-06,357.3899896450444
2021-10-07,351.7883882472978
2021-10-08,344.930825386752
2021-10-11,349.95348101320513
2021-10-12,358.7755095257399
2021-10-13,349.7545345688441
2021-10-14,346.03390221288095
2021-10-15,342.7521685161
2021-10-18,344.8660607498607
2021-10-19,338.1980513617445
2021-10-20,340.32983381803143
2021-10-21,341.5695363884079
2021-10-22,348.07612171673213
2021-10-25,345.21853231909273
2021-10-26,348.7259215705684
2021-10-27,347.601908336338
2021-10-28,346.64788323336074
2021-10-29,343.4520828471963
2021-11-01,347.5454592583227
2021-11-02,353.69545718149794
2021-11-03,347.0469797403929
2021-11-04,349.285833200068
2021-11-05,344.1764015534238
2021-11-08,342.76259454665023
2021-11-09,346.87407995282405
2021-11-10,350.0310367095578
2021-11-11,353.45346667842665
2021-11-12,351.54641377508636
2021-11-15,360.99507418149614
2021-11-16,368.3942435177732
2021-11-17,365.22185484585464
2021-11-18,365.9222755106128
2021-11-19,360.6461910056144
2021-11-22,354.46809094052975
2021-11-23,344.65879220520935
2021-11-24,339.5467424294562
2021-11-25,344.47551384417784
2021-11-26,345.71558843502913
2021-11-29,346.5914984777093
2021-11-30,348.1645647991093
2021-12-01,348.29449254067487
2021-12-02,344.726234593199
2021-12-03,335.93175981038775
2021-12-06,342.06517100530994
2021-12-07,342.90582592707636
2021-12-08,336.2066378763147
2021-12-09,335.97349647635247
2021-12-10,334.5014198669866
2021-12-13,327.9570475192091
2021-12-14,325.0417511207138
2021-12-15,330.77699124154725
2021-12-16,334.834272686583
2021-12-17,336.4044152998633
2021-12-20,329.1372769145611
2021-12-21,327.2795630861706
2021-12-22,324.8817998238787
2021-12-23,327.0949341611947
2021-12-24,314.76121379904
2021-12-27,312.8310705997766
2021-12-28,306.010867448491
2021-12-29,304.8172946024474
2021-12-30,302.387325838512
2021-12-31,302.81772683204946
2022-01-03,298.04519866879843
2022-01-04,293.3146163288935
2022-01-05,296.20730845696943
2022-01-06,297.5072409313878
2022-01-07,292.82827201135586
2022-01-10,298.0225480627947
2022-01-11,296.7150250286357
2022-01-12,293.3828013955128
2022-01-13,285.9066370406184
2022-01-14,283.58173456364966
2022-01-17,275.91025599248684
2022-01-18,280.0142986115771
2022-01-19,280.705475969037
2022-01-20,282.89661210093414
2022-01-21,283.9926544555882
2022-01-24,286.18175151354336
2022-01-25,287.2847578821068
2022-01-26,288.4425897382167
2022-01-27,284.10808964876674
2022-01-28,289.5422549334614
2022-01-31,290.5143910175876
2022-02-01,294.2461282598678
2022-02-02,298.1961327622207
2022-02-03,301.22180201892445
2022-02-04,308.9980077478902
2022-02-07,314.1229443106385
2022-02-08,312.8610616851935
2022-02-09,314.94555333707893
2022-02-10,322.70066901731536
2022-02-11,316.8805425812367
2022-02-14,312.24811773951257
2022-02-15,307.6842149694228
2022-02-16,300.46448283805734
2022-02-17,300.1869513459087
2022-02-18,299.7427060935724
2022-02-21,300.5565044058777
2022-02-22,300.38853050296854
2022-02-23,296.61283989889654
2022-02-24,300.32702192390417
2022-02-25,299.056735178226
2022-02-28,296.43323565698944
2022-03-01,290.0419305260863
2022-03-02,289.0975302532274
2022-03-03,297.1440188208669
2022-03-04,292.2544813343546
2022-03-07,294.3845438211553
2022-03-08,295.5721034106598
2022-03-09,296.0606211831813
2022-03-10,294.2519580338137
2022-03-11,288.6589251232159
2022-03-14,288.8845337335469
2022-03-15,291.2459572074354
2022-03-16,291.961865185586
2022-03-17,290.7030945618027
2022-03-18,290.84579232942724
2022-03-21,284.59687714626006
2022-03-22,283.3071950589611
2022-03-23,282.3090210535808
2022-03-24,280.9163832867214
2022-03-25,287.14132642843555
2022-03-28,294.78193057630034
2022-03-29,294.3394006868514
2022-03-30,294.6878778004131
2022-03-31,290.17229193725274
2022-04-01,286.41906265263594
2022-04-04,290.1227121649235
2022-04-05,296.87726350034336
2022-04-06,295.1109057379968
2022-04-07,297.2042818988775
2022-04-08,296.1170666040909
2022-04-11,298.158669185112
2022-04-12,300.7892628724535
2022-04-13,297.55680837404185
2022-04-14,295.9849617718759
2022-04-15,293.89844140328995
2022-04-18,294.0035301370508
2022-04-19,302.8910514739634
2022-04-20,304.15256173131434
2022-04-21,300.55664834713133
2022-04-22,296.8557985937393
2022-04-25,303.1701113111453
2022-04-26,302.42595108256774
2022-04-27,299.5901817223561
2022-04-28,298.9075996746499
2022-04-29,296.0589237373307
2022-05-02,291.1552528095319
2022-05-03,293.3427994999701
2022-05-04,291.88409730654104
2022-05-05,293.7649132904107
2022-05-06,291.9670237341225
2022-05-09,288.26093450851863
2022-05-10,288.9986996173993
2022-05-11,293.45139713249233
2022-05-12,296.0396022144857
2022-05-13,294.51521041980385
2022-05-16,294.05006702641424
2022-05-17,299.69968250321585
2022-05-18,296.5583498792748
2022-05-19,299.309206341554
2022-05-20,296.917126764368
2022-05-23,300.27998476802856
2022-05-24,300.87516867985886
2022-05-25,302.6343895072798
2022-05-26,300.3471087109015
2022-05-27,297.61281034313333
2022-05-30,296.45502508716595
2022-05-31,293.2993740823058
2022-06-01,293.6389392852296
2022-06-02,292.54538740270635
2022-06-03,290.7855171739153
2022-06-06,288.7634572134251
2022-06-07,292.5098653140841
2022-06-08,293.24353839293644
2022-06-09,285.9156407439247
2022-06-10,290.34253240958657
2022-06-13,293.26194708181663
2022-06-14,291.5739517058863
2022-06-15,292.6265733054252
2022-06-16,295.2936125310499
2022-06-17,298.9593703434338
2022-06-20,294.9537838700247
2022-06-21,292.8798150288391
2022-06-22,292.53093195335094
2022-06-23,292.8289751041655
2022-06-24,294.0231447612643
2022-06-27,292.5636897706696
2022-06-28,292.6844761533352
2022-06-29,285.43585281354547
2022-06-30,279.3989635593248
2022-07-01,276.649168414449
2022-07-04,278.9370788045451
2022-07-05,279.1778782520372
2022-07-06,271.06196025934173
2022-07-07,271.0932676297562
2022-07-08,269.36024554578097
2022-07-11,272.226932193653
2022-07-12,275.3823662622257
2022-07-13,279.0377617718242
2022-07-14,279.8342520432527
2022-07-15,275.88663741839923
2022-07-18,282.18825257991114
2022-07-19,282.84022321817343
2022-07-20,282.68132170759145
2022-07-21,285.50841006093503
2022-07-22,284.19843182721263
2022-07-25,284.59236699655764
2022-07-26,284.0343671556872
2022-07-27,285.61872516977996
2022-07-28,276.4649205691626
2022-07-29,283.3158126553277
2022-08-01,281.6300766552568
2022-08-02,286.1365267687686
2022-08-03,282.2828933177251
2022-08-04,276.2189389455374
2022-08-05,268.820371622571
2022-08-08,267.34229086708257
2022-08-09,269.05152751880746
2022-08-10,270.6578441622934
2022-08-11,275.4755413983593
2022-08-12,278.02461418036154
2022-08-15,282.5337499233357
2022-08-16,280.3782947289775
2022-08-17,276.89183269318846
2022-08-18,275.3407543230403
2022-08-19,275.0388976458791
2022-08-22,270.89426099830877
2022-08-23,276.4216660358389
2022-08-24,278.54451312222994
2022-08-25,278.92452689987203
2022-08-26,280.5896562356444
2022-08-29,275.86504939117077
2022-08-30,278.5281088174557
2022-08-31,279.59082045776466
2022-09-01,282.18303026383325
2022-09-02,287.789619822039
2022-09-05,280.8711764252289
2022-09-06,281.6745495236885
2022-09-07,283.18114225636646
2022-09-08,279.4496404382737
2022-09-09,280.6158039066898
2022-09-12,278.50965921883096
2022-09-13,287.1932436152376
2022-09-14,289.2713923467767
2022-09-15,286.5937159613451
2022-09-16,284.6690960104631
2022-09-19,288.42984413089994
2022-09-20,286.0287575062025
2022-09-21,286.5159517082527
2022-09-22,281.59099706074994
2022-09-23,284.7749170824427
2022-09-26,279.35224416682354
2022-09-27,280.9478733321324
2022-09-28,278.3415323239003
2022-09-29,277.62272983575235
2022-09-30,274.46123807684376
2022-10-03,274.03524908138417
2022-10-04,277.5712735332523
2022-10-05,282.3089764867495
2022-10-06,283.78204661494436
2022-10-07,288.9923275635534
2022-10-10,292.7419492621693
2022-10-11,293.3662888755587
2022-10-12,292.6011723499922
2022-10-13,293.25302852179476
2022-10-14,300.54096807885776
2022-10-17,295.730230196193
2022-10-18,297.3247480266447
2022-10-19,300.9164612280562
2022-10-20,303.06854539965116
2022-10-21,300.4572994659147
2022-10-24,298.986808018514
2022-10-25,296.48294035813853
2022-10-26,297.89471585945955
2022-10-27,298.4017532144478
2022-10-28,302.87717913450234
2022-10-31,303.62452058285186
2022-11-01,304.4989550946796
2022-11-02,306.24331233795067
2022-11-03,303.4412255477014
2022-11-04,305.0549453722969
2022-11-07,309.07711217793445
2022-11-08,306.73678322975786
2022-11-09,303.2866130311667
2022-11-10,301.77445471114544
2022-11-11,302.0066658693328
2022-11-14,303.59245179956434
2022-11-15,303.6273241450432
2022-11-16,306.41717713343985
2022-11-17,302.60948472078366
2022-11-18,295.62551692980145
2022-11-21,294.82900295354335
2022-11-22,292.28582028475046
2022-11-23,285.1797524436182
2022-11-24,284.7115923651016
2022-11-25,285.0709940946923
2022-11-28,286.90827308691166
2022-11-29,294.0643423956273
2022-11-30,296.258417201215
2022-12-01,299.10772941551386
2022-12-02,305.2172285123856
2022-12-05,313.16011453093546
2022-12-06,316.02019231971735
2022-12-07,313.7451923913893
2022-12-08,321.08332312079847
2022-12-09,321.6856661736274
2022-12-12,325.14463264476905
2022-12-13,322.5954888156626
2022-12-14,321.24653288666303
2022-12-15,328.52876007740923
2022-12-16,321.7368510841452
2022-12-19,323.36746175932376
2022-12-20,325.5186595944569
2022-12-21,323.7758391110529
2022-12-22,329.24859768725094
2022-12-23,331.9481298365131
2022-12-26,333.3325725357774
2022-12-27,330.9036040557179
2022-12-28,325.46162989947004
2022-12-29,320.7032466612857
2022-12-30,325.080392676445
2023-01-02,325.414091712795
2023-01-03,317.85227922275334
2023-01-04,322.2466776114087
2023-01-05,322.07709777197783
2023-01-06,318.39596214199184
2023-01-09,311.85387677152505
2023-01-10,308.27138691009264
2023-01-11,309.01907202593947
2023-01-12,307.72160205775083
2023-01-13,307.9439473665152
2023-01-16,310.6932960827462
2023-01-17,309.99797468830747
2023-01-18,316.9886609011324
2023-01-19,316.8236923552573
2023-01-20,314.6663435592991
2023-01-23,310.3140520599597
2023-01-24,310.3354747231326
2023-01-25,310.8408563782924
2023-01-26,308.49072803235083
2023-01-27,305.5719215699241
2023-01-30,303.9315340849265
2023-01-31,308.35061058937436
2023-02-01,306.36866364228956
2023-02-02,304.7437645580192
2023-02-03,306.91825619748835
2023-02-06,306.52178559628595
2023-02-07,304.79351974248385
2023-02-08,304.07671845215225
2023-02-09,311.1000897086516
2023-02-10,305.8096547352012
2023-02-13,300.09444514411246
2023-02-14,301.0794494444059
2023-02-15,294.66368721003124
2023-02-16,298.41947309838224
2023-02-17,294.88801577285614
2023-02-20,301.4515181405193
2023-02-21,310.6433842317786
2023-02-22,314.11844355060407
2023-02-23,314.2223115096921
2023-02-24,320.78313907295654
2023-02-27,319.3528235192102
2023-02-28,317.82012056363504
2023-03-01,316.40556905507657
2023-03-02,318.86611243556297
2023-03-03,321.26435628314357
2023-03-06,326.06983267994667
2023-03-07,330.95093052466916
2023-03-08,331.57846458719763
2023-03-09,332.9258139875009
2023-03-10,338.1814633625212
2023-03-13,341.68039482011307
2023-03-14,339.79981227846383
2023-03-15,345.01828332722243
2023-03-16,339.4850749382291
2023-03-17,345.5540118045271
2023-03-20,347.23092452137524
2023-03-21,347.97904792232197
2023-03-22,340.2024645421234
2023-03-23,331.90319012650014
2023-03-24,333.02700548771776
2023-03-27,334.3805402335681
2023-03-28,338.5984566440864
2023-03-29,330.5133401455707
2023-03-30,327.949193386437
2023-03-31,336.69247694665984
2023-04-03,338.59306784808723
2023-04-04,337.6442490983098
2023-04-05,334.237323032627
2023-04-06,324.9941054454688
2023-04-07,324.92329210427295
2023-04-10,325.1997701412217
2023-04-11,327.07976905490995
2023-04-12,331.6273069122268
2023-04-13,336.34951751128887
2023-04-14,338.07091689021274
2023-04-17,336.05594070231234
2023-04-18,335.90517830985107
2023-04-19,334.5174385739838
2023-04-20,336.9202533647657
2023-04-21,346.0820578457646
2023-04-24,346.5466921515925
2023-04-25,343.1542020029044
2023-04-26,344.8404864450784
2023-04-27,343.21289392999626
2023-04-28,345.23753035207585
2023-05-01,342.7564339319194
2023-05-02,347.78434871936906
2023-05-03,347.6151104102697
2023-05-04,354.3203387477309
2023-05-05,356.92256708680407
2023-05-08,351.989692544809
2023-05-09,354.2223136552065
2023-05-10,354.54573488758365
2023-05-11,353.005257554079
2023-05-12,356.2077715922703
2023-05-15,356.9339852516085
2023-05-16,358.16298990095237
2023-05-17,354.23946861054594
2023-05-18,356.8090924074209
2023-05-19,357.2216526912188
2023-05-22,354.9773021482361
2023-05-23,362.37534251988376
2023-05-24,366.2474173890364
2023-05-25,362.5307551279886
2023-05-26,361.3553123632036
2023-05-29,351.27851709286864
2023-05-30,349.3352939761706
2023-05-31,355.40868077395515
2023-06-01,355.77476885125185
2023-06-02,347.95222120471686
2023-06-05,351.6803207918066
2023-06-06,351.46445609018696
2023-06-07,358.2013480169713
2023-06-08,359.3710979620756
2023-06-09,355.6570314577978
2023-06-12,357.0136281898062
2023-06-13,358.2691194439638
2023-06-14,351.8611120141905
2023-06-15,348.3728576205687
2023-06-16,348.80559428958094
2023-06-19,349.11304195642805
2023-06-20,345.28987062631853
2023-06-21,341.4398588413418
2023-06-22,347.26050005522524
2023-06-23,345.7891526656036
2023-06-26,340.1227582071489
2023-06-27,338.55450287495114
2023-06-28,341.5966625157654
2023-06-29,349.13956066035325
2023-06-30,345.5316366582365
2023-07-03,342.9152107119121
2023-07-04,341.33036093052584
2023-07-05,336.3302912702222
2023-07-06,332.89809079439
2023-07-07,335.03789757462334
2023-07-10,334.00067317166963
2023-07-11,332.34840335031873
2023-07-12,333.1692865708802
2023-07-13,335.09806626364565
2023-07-14,339.72691899706615
2023-07-17,340.1439604571938
2023-07-18,341.5000789336244
2023-07-19,343.4593425106011
2023-07-20,350.46644984963046
2023-07-21,361.6725738377089
2023-07-24,361.7264212141251
2023-07-25,359.1086091475116
2023-07-26,363.4382491196732
2023-07-27,360.96915498271136
2023-07-28,359.9513075412059
2023-07-31,362.6214399118977
2023-08-01,363.44954157584385
2023-08-02,363.5058121155978
