Date,ABBV
2022-01-04,204.27160766129904
2022-01-05,205.21255416497453
2022-01-06,206.7767161182804
2022-01-07,207.92670992768277
2022-01-10,210.41290363798774
2022-01-11,204.69325628708845
2022-01-12,208.60667179901395
2022-01-13,205.242885585517
2022-01-14,203.43570073736856
2022-01-17,205.278801842091
2022-01-18,206.5778232678289
2022-01-19,206.4070216456396
2022-01-20,209.32295156355622
2022-01-21,208.17456257385282
2022-01-24,209.89789384001074
2022-01-25,212.03104207750923
2022-01-26,212.88168100491032
2022-01-27,220.4009683986889
2022-01-28,218.80963509134853
2022-01-31,220.34480356811775
2022-02-01,217.22947093354168
2022-02-02,219.83698599246912
2022-02-03,216.07093735149917
2022-02-04,218.15424324421537
2022-02-07,217.41898902196877
2022-02-08,217.369876026413
2022-02-09,211.31575125712502
2022-02-10,215.30246487663504
2022-02-11,209.8054125399626
2022-02-14,206.10158062583807
2022-02-15,200.22403587711256
2022-02-16,203.3975952531039
2022-02-17,208.78976710186598
2022-02-18,210.82562462034878
2022-02-21,213.60772910765397
2022-02-22,218.2801199829065
2022-02-23,220.42344265551782
2022-02-24,220.9713968010263
2022-02-25,222.75918858708755
2022-02-28,224.16497586419834
2022-03-01,222.1865034521309
2022-03-02,219.78948212315865
2022-03-03,224.26925957998313
2022-03-04,222.58442344101536
2022-03-07,213.6159090550312
2022-03-08,212.43395592368654
2022-03-09,208.51410487222162
2022-03-10,210.90889803238437
2022-03-11,207.80607822952834
2022-03-14,205.0834866963896
2022-03-15,205.27330694403256
2022-03-16,203.2075489343132
2022-03-17,201.23435860265164
2022-03-18,197.1985700788848
2022-03-21,194.96663161849136
2022-03-22,193.94718976197117
2022-03-23,194.68238406681456
2022-03-24,191.53032409760334
2022-03-25,192.34678535288708
2022-03-28,186.6401375661699
2022-03-29,183.4511003998826
2022-03-30,183.0366471769397
2022-03-31,184.60493265104748
2022-04-01,181.09485988886453
2022-04-04,175.94478420967255
2022-04-05,176.64158785231479
2022-04-06,177.47133041211964
2022-04-07,178.70131628735882
2022-04-08,178.19035209233454
2022-04-11,175.27380917980585
2022-04-12,176.21089192021105
2022-04-13,179.64750553740868
2022-04-14,180.4895804740838
2022-04-15,181.1378511913436
2022-04-18,177.4836620046591
2022-04-19,174.50393798353866
2022-04-20,175.3475185938648
2022-04-21,178.8722632344527
2022-04-22,176.97850240701425
2022-04-25,183.4584985018985
2022-04-26,178.07345442400108
2022-04-27,179.55904795237106
2022-04-28,183.21929789980356
2022-04-29,184.67348425219393
2022-05-02,187.47701878883805
2022-05-03,184.16740367395144
2022-05-04,192.5505329203078
2022-05-05,192.79104085323684
2022-05-06,192.99301090256836
2022-05-09,193.95758515062082
2022-05-10,188.99439553296313
2022-05-11,187.24827410174606
2022-05-12,185.45619668358393
2022-05-13,181.39230416264363
2022-05-16,178.3923299956153
2022-05-17,178.79407857780674
2022-05-18,173.67341057258776
2022-05-19,175.1150632801282
2022-05-20,175.4715947867945
2022-05-23,180.97921995023597
2022-05-24,185.50851972724888
2022-05-25,189.17859645979408
2022-05-26,190.4452243746046
2022-05-27,194.39953444787807
2022-05-30,192.23567513864154
2022-05-31,198.80533926406957
2022-06-01,201.4019721806968
2022-06-02,197.9919471561185
2022-06-03,202.34248300049882
2022-06-06,197.9443773530587
2022-06-07,198.88670540685192
2022-06-08,198.02094892770774
2022-06-09,196.90003386089325
2022-06-10,194.29218753669824
2022-06-13,195.69701282044292
2022-06-14,195.29023179442277
2022-06-15,198.22207326603922
2022-06-16,199.16503922289962
2022-06-17,202.7578349100747
2022-06-20,202.22097211513298
2022-06-21,200.277226881249
2022-06-22,198.78380504368496
2022-06-23,200.00900480802173
2022-06-24,201.6931259239731
2022-06-27,200.01105882424503
2022-06-28,198.89947055564045
2022-06-29,197.87610243174615
2022-06-30,202.1155678794306
2022-07-01,199.04449566698278
2022-07-04,196.2909296347762
2022-07-05,199.07535080281704
2022-07-06,192.7489758823616
2022-07-07,192.15346043996738
2022-07-08,194.4980304067512
2022-07-11,195.07930157449437
2022-07-12,188.92074510885917
2022-07-13,184.13499106816602
2022-07-14,182.49848427810954
2022-07-15,182.9911869215495
2022-07-18,184.47409551793982
2022-07-19,182.56968483287824
2022-07-20,187.2155291610237
2022-07-21,190.08396685188345
2022-07-22,188.17305848947942
2022-07-25,189.23639320708978
2022-07-26,186.48074587910148
2022-07-27,186.32936547751473
2022-07-28,176.3942527733049
2022-07-29,171.1329829446486
2022-08-01,169.57506817468538
2022-08-02,166.37427373316714
2022-08-03,162.6972426598731
2022-08-04,162.6331494207139
2022-08-05,165.67044747940108
2022-08-08,163.68492777245572
2022-08-09,161.6880134399482
2022-08-10,160.81592101659265
2022-08-11,159.3522218661046
2022-08-12,162.28689871238814
2022-08-15,158.31013580522253
2022-08-16,155.86349179918784
2022-08-17,158.0908664649869
2022-08-18,163.80265752892797
2022-08-19,164.0050806200607
2022-08-22,162.19963840822953
2022-08-23,159.7172187814333
2022-08-24,158.45095895326074
2022-08-25,157.62176629294066
2022-08-26,162.10347806640158
2022-08-29,165.9399375167653
2022-08-30,165.73365635232452
2022-08-31,170.29255079627913
2022-09-01,167.87852766731646
2022-09-02,165.90878299353045
2022-09-05,170.39438751862698
2022-09-06,174.30396219523544
2022-09-07,171.2568148705243
2022-09-08,169.34714545922674
2022-09-09,174.68182217114156
2022-09-12,173.02643457638496
2022-09-13,173.3192247174214
2022-09-14,176.25131790799654
2022-09-15,178.07332295452844
2022-09-16,178.25299274831937
2022-09-19,186.1942679715235
2022-09-20,188.61125945888097
2022-09-21,183.03039298113174
2022-09-22,185.2772665511631
2022-09-23,183.32287037776467
2022-09-26,183.71510482990738
2022-09-27,184.74302897311892
2022-09-28,183.4212390432982
2022-09-29,185.1904306201132
2022-09-30,188.34916415942408
2022-10-03,187.55973588464323
2022-10-04,183.38790964635308
2022-10-05,181.88002623816314
2022-10-06,181.0531235566533
2022-10-07,181.18451314821883
2022-10-10,181.57080411022324
2022-10-11,185.18535384428492
2022-10-12,183.35177609898403
2022-10-13,182.92384296418234
2022-10-14,179.23338735867034
2022-10-17,177.4668121535767
2022-10-18,176.40410312146813
2022-10-19,173.18911970535063
2022-10-20,173.39635923828178
2022-10-21,170.51768851289472
2022-10-24,170.1161757835791
2022-10-25,163.84065955031366
2022-10-26,162.13007010553298
2022-10-27,162.3242183240014
2022-10-28,157.59061368331416
2022-10-31,154.71400542271147
2022-11-01,153.122930808171
2022-11-02,156.89420306141974
2022-11-03,159.38114894203784
2022-11-04,160.85078417983334
2022-11-07,163.383450537457
2022-11-08,164.49352401185388
2022-11-09,157.38376760540487
2022-11-10,157.08092710063056
2022-11-11,153.75816748354248
2022-11-14,157.06451050912878
2022-11-15,153.2461005704313
2022-11-16,149.74899028477407
2022-11-17,151.4490685393138
2022-11-18,152.54861693428072
2022-11-21,151.79323419988026
2022-11-22,154.69085963646273
2022-11-23,153.57373859117826
2022-11-24,154.48743945792535
2022-11-25,155.2606104419792
2022-11-28,155.64740953116703
2022-11-29,151.45266301411456
2022-11-30,150.4055783414885
2022-12-01,154.98825826858157
2022-12-02,151.26154403350225
2022-12-05,146.8374363819183
2022-12-06,148.5526654954019
2022-12-07,151.0017558804685
2022-12-08,153.74336842468836
2022-12-09,159.59494630067266
2022-12-12,160.51896599945886
2022-12-13,163.76799257370092
2022-12-14,161.23987315866165
2022-12-15,164.05459282760458
2022-12-16,162.13979456951938
2022-12-19,156.83044371281076
2022-12-20,157.07888321207093
2022-12-21,154.1246703267674
2022-12-22,153.75915463062358
2022-12-23,155.82208151107466
2022-12-26,159.1334025080335
2022-12-27,157.54542073430073
2022-12-28,160.39332694283186
2022-12-29,160.58897554063017
2022-12-30,159.59887552936053
2023-01-02,157.59761273726326
2023-01-03,155.23507984553547
2023-01-04,153.2931383405933
2023-01-05,153.7050600409093
2023-01-06,151.82751826661328
2023-01-09,153.9110297901955
2023-01-10,154.88260920628315
2023-01-11,155.63009529084658
2023-01-12,156.9173807121934
2023-01-13,160.44839801592664
2023-01-16,162.94407312888066
2023-01-17,158.74747584055126
2023-01-18,160.82603261530252
2023-01-19,159.13671798610685
2023-01-20,161.54736516453286
2023-01-23,161.60561582665426
2023-01-24,158.94027699800637
2023-01-25,154.77953483023552
2023-01-26,157.32236515586487
2023-01-27,157.54599777135462
2023-01-30,156.01502349859436
2023-01-31,157.3903624945531
2023-02-01,154.82264307783294
2023-02-02,156.2137641933325
2023-02-03,156.76995560062295
2023-02-06,160.32510997446684
2023-02-07,162.34169201876335
2023-02-08,159.54741075712724
2023-02-09,160.86746080282322
2023-02-10,157.62951824778835
2023-02-13,163.48524607956043
2023-02-14,167.54263952413734
2023-02-15,167.23657412352009
2023-02-16,163.15481757847533
2023-02-17,163.42013211692634
2023-02-20,162.46789810995082
2023-02-21,161.01780816139754
2023-02-22,161.39787983055479
2023-02-23,162.00737746245235
2023-02-24,162.0667432909025
2023-02-27,158.13643752786226
2023-02-28,155.63124128285477
2023-03-01,156.1833282473438
2023-03-02,155.61111776817532
2023-03-03,153.37498969240724
2023-03-06,150.96408055666282
2023-03-07,155.27019216336026
2023-03-08,153.58443449048553
2023-03-09,154.50020013259345
2023-03-10,151.54039597367677
2023-03-13,149.62142014958755
2023-03-14,145.16404434498324
2023-03-15,145.55684110830708
2023-03-16,146.30239861599267
2023-03-17,149.33526567225462
2023-03-20,150.9226837623526
2023-03-21,148.10719151839635
2023-03-22,149.2862013605493
2023-03-23,150.95599793303984
2023-03-24,154.1360902542798
2023-03-27,151.49410878272295
2023-03-28,155.42616406019985
2023-03-29,158.56416144873924
2023-03-30,162.49544103967816
2023-03-31,155.36705533816018
2023-04-03,155.7909611557661
2023-04-04,155.38985328921433
2023-04-05,151.40431268591027
2023-04-06,150.84567899335067
2023-04-07,151.80975574930773
2023-04-10,151.56780990137736
2023-04-11,152.41559337661778
2023-04-12,155.9184759606653
2023-04-13,157.69934411704514
2023-04-14,154.28051449134895
2023-04-17,158.08999461859236
2023-04-18,159.86072670152558
2023-04-19,159.84919525786393
2023-04-20,159.59662871740602
2023-04-21,158.10185630134984
2023-04-24,157.38280835148743
2023-04-25,164.5204733580006
2023-04-26,166.65447463547764
2023-04-27,166.2024514805922
2023-04-28,163.95425289299655
2023-05-01,164.16881472529698
2023-05-02,166.3719492075605
2023-05-03,162.73003964297038
2023-05-04,165.50687329340616
2023-05-05,166.3525858910009
2023-05-08,167.7728404456053
2023-05-09,164.67619991083353
2023-05-10,165.39890229946775
2023-05-11,165.3043850637668
2023-05-12,168.33606605101502
2023-05-15,170.3071465817584
2023-05-16,168.7335964246908
2023-05-17,174.7498606548345
2023-05-18,178.16943108103635
2023-05-19,182.4684614720421
2023-05-22,183.81798117140278
2023-05-23,181.46596219015987
2023-05-24,180.15142408898652
2023-05-25,179.72989958612035
2023-05-26,182.74758984589212
2023-05-29,183.61126744147205
2023-05-30,187.6839927925227
2023-05-31,181.27918336287155
2023-06-01,181.99874265531022
2023-06-02,177.71409120129556
2023-06-05,177.62833597679148
2023-06-06,179.33921265387693
2023-06-07,175.5318374319671
2023-06-08,176.7543878341776
2023-06-09,175.64846660107165
2023-06-12,175.05808042123732
2023-06-13,171.6982783342449
2023-06-14,174.10299541008447
2023-06-15,169.3528159302162
2023-06-16,169.1903587347004
2023-06-19,172.54395337154764
2023-06-20,169.82239445119245
2023-06-21,173.50540072810895
2023-06-22,171.4306201758223
2023-06-23,171.42928069761626
2023-06-26,175.27709319825576
2023-06-27,177.03032249965858
2023-06-28,180.81176309339676
2023-06-29,180.96382403644327
2023-06-30,180.55081729945957
2023-07-03,179.4489800603802
2023-07-04,174.68548209707708
2023-07-05,174.59745666408696
2023-07-06,174.14199532019703
2023-07-07,175.18604127516332
2023-07-10,174.0525638062463
2023-07-11,174.73442196575692
2023-07-12,174.20109274336562
2023-07-13,176.78042564475223
2023-07-14,178.10424371919086
2023-07-17,182.25317544496684
2023-07-18,184.31377419481362
2023-07-19,184.5836344133858
2023-07-20,180.26857833543986
2023-07-21,176.5960852123679
2023-07-24,177.6733128518094
2023-07-25,172.94042359388405
2023-07-26,171.68468605696748
2023-07-27,169.92952859641193
2023-07-28,168.97784152496277
2023-07-31,170.51616042929214
