Date,CAT
2020-05-12,149.42510931113483
2020-05-13,149.01267075803517
2020-05-14,148.63771479011854
2020-05-15,149.71074866405382
2020-05-18,151.76965999749672
2020-05-19,150.57654921162967
2020-05-20,150.83732106156646
2020-05-21,148.5265770832972
2020-05-22,148.546459259243
2020-05-25,147.18033650705374
2020-05-26,147.36567123117462
2020-05-27,148.73958952320325
2020-05-28,150.65200996902362
2020-05-29,149.77684969949755
2020-06-01,151.1893556630377
2020-06-02,152.83049046612035
2020-06-03,153.7220099582675
2020-06-04,153.36686477630536
2020-06-05,151.3788108968858
2020-06-08,149.7850659843883
2020-06-09,148.3140192532022
2020-06-10,150.87623454410374
2020-06-11,150.34002416210726
2020-06-12,149.00845452183137
2020-06-15,151.76995664255298
2020-06-16,152.182174089729
2020-06-17,154.65528729256434
2020-06-18,153.09775644704376
2020-06-19,156.9476935137248
2020-06-22,157.2506563651276
2020-06-23,157.51001510152008
2020-06-24,158.4747803173172
2020-06-25,158.95688663237559
2020-06-26,157.81806451627259
2020-06-29,158.0571290120344
2020-06-30,157.17325219583915
2020-07-01,159.05214016702706
2020-07-02,160.12042376217485
2020-07-03,158.93514834330065
2020-07-06,158.57307063218144
2020-07-07,159.17079186852328
2020-07-08,157.778751571436
2020-07-09,156.84920812188713
2020-07-10,154.86433687768286
2020-07-13,154.16591319302918
2020-07-14,154.62232718060966
2020-07-15,154.77769161107852
2020-07-16,156.44078512250687
2020-07-17,158.6418108504243
2020-07-20,161.9869733885737
2020-07-21,160.91959777109213
2020-07-22,159.23813214259442
2020-07-23,156.39731990965348
2020-07-24,154.044163117762
2020-07-27,150.6559445161643
2020-07-28,147.49681127927585
2020-07-29,148.4225198783317
2020-07-30,146.5622380455623
2020-07-31,147.4586243135427
2020-08-03,143.5412221951608
2020-08-04,142.99334895212098
2020-08-05,141.13686933236875
2020-08-06,139.29368305154546
2020-08-07,142.10174628284088
2020-08-10,142.0745969911416
2020-08-11,143.8529402538731
2020-08-12,145.25620639696942
2020-08-13,146.76192978774824
2020-08-14,146.89780610721814
2020-08-17,147.13068614333258
2020-08-18,149.318747747362
2020-08-19,151.37762964048824
2020-08-20,152.36696962249144
2020-08-21,153.528349648788
2020-08-24,153.66358775970437
2020-08-25,150.52645801140335
2020-08-26,151.69658591920557
2020-08-27,151.83044958212997
2020-08-28,150.91257109320324
2020-08-31,150.7666810229879
2020-09-01,150.0161862107446
2020-09-02,151.66201391139094
2020-09-03,151.54849856050643
2020-09-04,151.26585926028105
2020-09-07,150.2971293433125
2020-09-08,148.46690238797734
2020-09-09,146.67441950670892
2020-09-10,145.31657685755357
2020-09-11,145.72070312395493
2020-09-14,145.5000542243875
2020-09-15,145.01675661486027
2020-09-16,147.76702890998425
2020-09-17,145.38414993229017
2020-09-18,144.96428270944335
2020-09-21,144.93619611293715
2020-09-22,142.6397155204568
2020-09-23,143.09549669723967
2020-09-24,143.70650328934812
2020-09-25,142.7733739778687
2020-09-28,144.10349895759205
2020-09-29,144.22937378982883
2020-09-30,142.69084143546274
2020-10-01,139.02592376616863
2020-10-02,139.2281823477274
2020-10-05,139.82619873518095
2020-10-06,142.09175685878486
2020-10-07,142.59750605406148
2020-10-08,144.25979607233228
2020-10-09,143.22765082251806
2020-10-12,143.87759279402448
2020-10-13,143.63039433001134
2020-10-14,146.3538142630088
2020-10-15,143.0345688145788
2020-10-16,144.87603891421202
2020-10-19,146.40361476939268
2020-10-20,141.92560871522844
2020-10-21,143.69172604131663
2020-10-22,142.8423458041852
2020-10-23,141.7269437278297
2020-10-26,141.63738312781265
2020-10-27,138.60721768946618
2020-10-28,137.82747158175147
2020-10-29,138.69774050671774
2020-10-30,139.4089040855455
2020-11-02,140.93242748333563
2020-11-03,142.40092024594207
2020-11-04,142.27073656332882
2020-11-05,142.53730765705558
2020-11-06,142.52336093310373
2020-11-09,144.11661730044534
2020-11-10,145.2940293532108
2020-11-11,143.06926611128216
2020-11-12,143.9551290574802
2020-11-13,144.1563292324038
2020-11-16,144.60015398747387
2020-11-17,148.01569520222398
2020-11-18,148.59819129608718
2020-11-19,149.26632608670715
2020-11-20,146.95550187548542
2020-11-23,147.46090223421098
2020-11-24,150.71120088268685
2020-11-25,153.808657666606
2020-11-26,152.82604672004928
2020-11-27,151.93344917592273
2020-11-30,152.83885681054943
2020-12-01,150.988155651065
2020-12-02,148.99707992665867
2020-12-03,147.84911773422226
2020-12-04,149.3864611100198
2020-12-07,145.00837753013113
2020-12-08,146.97446594496776
2020-12-09,148.98949535888394
2020-12-10,151.57317597938493
2020-12-11,150.60219117975518
2020-12-14,149.40788626194444
2020-12-15,150.43974983612082
2020-12-16,148.52886654608807
2020-12-17,146.60404443935218
2020-12-18,148.23084858650944
2020-12-21,148.24543352439184
2020-12-22,148.39663372816156
2020-12-23,148.34762757213858
2020-12-24,149.31857073034618
2020-12-25,148.43326906411698
2020-12-28,149.184102331427
2020-12-29,150.4127757046345
2020-12-30,154.49875097837014
2020-12-31,156.1580454958062
2021-01-01,153.1764840608813
2021-01-04,150.8489330262649
2021-01-05,151.1808824228204
2021-01-06,149.889294390052
2021-01-07,151.4225980601703
2021-01-08,150.90628799435703
2021-01-11,150.12592739790736
2021-01-12,153.6027564126683
2021-01-13,156.67383242852006
2021-01-14,153.1811318506809
2021-01-15,152.23134918455827
2021-01-18,155.57642517949952
2021-01-19,151.62570800307356
2021-01-20,149.8499626882267
2021-01-21,154.08980551892236
2021-01-22,150.78369917174638
2021-01-25,150.1412240941394
2021-01-26,151.45128705934812
2021-01-27,151.70384864006903
2021-01-28,154.1172441720462
2021-01-29,156.9520286796678
2021-02-01,153.29167785084977
2021-02-02,154.15836037459846
2021-02-03,157.1908927287242
2021-02-04,156.57998217035066
2021-02-05,156.09769071132848
2021-02-08,156.06852587293858
2021-02-09,159.09250292191174
2021-02-10,161.2380717182327
2021-02-11,161.51146864284183
2021-02-12,161.4808721704107
2021-02-15,159.5458022529762
2021-02-16,157.6308700040313
2021-02-17,156.84207447374385
2021-02-18,157.01405140570978
2021-02-19,156.02240391867198
2021-02-22,159.37781156076414
2021-02-23,158.02910607651924
2021-02-24,157.77365633463975
2021-02-25,157.02368065746964
2021-02-26,156.95582658425764
2021-03-01,156.66946751218305
2021-03-02,156.1903086522204
2021-03-03,155.8088402211119
2021-03-04,158.37842036770536
2021-03-05,157.45510911375328
2021-03-08,158.0479150214183
2021-03-09,156.4630410717232
2021-03-10,155.94625919551018
2021-03-11,156.16271772212187
2021-03-12,153.0557740620108
2021-03-15,155.10689099217794
2021-03-16,158.56573072136126
2021-03-17,157.78567418583177
2021-03-18,155.95990480140276
2021-03-19,154.26544208383356
2021-03-22,156.08393013472775
2021-03-23,154.8261789545637
2021-03-24,155.766322515031
2021-03-25,156.86698555377401
2021-03-26,156.92493611389742
2021-03-29,158.5818750036587
2021-03-30,160.1774724036627
2021-03-31,159.35841332325865
2021-04-01,160.52807860869677
2021-04-02,161.79135293563544
2021-04-05,167.76479025939076
2021-04-06,167.9538531786242
2021-04-07,165.33989289176412
2021-04-08,164.7901150874703
2021-04-09,165.8842561802883
2021-04-12,165.99534580104716
2021-04-13,166.33598301711226
2021-04-14,166.98829815026468
2021-04-15,168.07509928570784
2021-04-16,167.02649103543664
2021-04-19,165.8028175040548
2021-04-20,167.0866408592665
2021-04-21,168.1436694191125
2021-04-22,165.54961843919355
2021-04-23,164.54111484409316
2021-04-26,164.265395597602
2021-04-27,162.42102620437612
2021-04-28,164.07361451925775
2021-04-29,163.6707539329829
2021-04-30,161.63614563989864
2021-05-03,161.6252700509226
2021-05-04,162.0039214887118
2021-05-05,160.35800638445093
2021-05-06,159.51133377829083
2021-05-07,158.61489991529498
2021-05-10,159.0837657234096
2021-05-11,158.02779537836417
2021-05-12,160.0837090542436
2021-05-13,159.4882407489771
2021-05-14,159.57201934705026
2021-05-17,160.81544120320478
2021-05-18,158.12297965893097
2021-05-19,161.34261838031583
2021-05-20,163.46195562471902
2021-05-21,164.87718848347123
2021-05-24,161.68191240886947
2021-05-25,163.87587003422917
2021-05-26,163.14245416237065
2021-05-27,161.6419960023183
2021-05-28,161.94705817807701
2021-05-31,159.21061789520698
2021-06-01,156.36495177296155
2021-06-02,154.89067944948334
2021-06-03,152.77042758488454
2021-06-04,150.79980328636572
2021-06-07,151.375143191491
2021-06-08,153.94501105934685
2021-06-09,154.42712213214872
2021-06-10,154.0682635951273
2021-06-11,155.04112817041292
2021-06-14,155.7303296560574
2021-06-15,156.8636446720277
2021-06-16,155.32761699549363
2021-06-17,153.12488868038875
2021-06-18,151.6130476815421
2021-06-21,150.80973243169174
2021-06-22,150.4216219907626
2021-06-23,152.14768921068227
2021-06-24,153.5892741492484
2021-06-25,151.93209142808033
2021-06-28,149.98302977828422
2021-06-29,150.6384466163019
2021-06-30,150.1229843367701
2021-07-01,150.9503395934661
2021-07-02,153.1182615996381
2021-07-05,154.56978875248254
2021-07-06,153.3429436124922
2021-07-07,150.93700109636924
2021-07-08,151.11568315284907
2021-07-09,154.54813850273828
2021-07-12,155.5496923058445
2021-07-13,158.48814632008413
2021-07-14,160.87569340874828
2021-07-15,166.60088684763295
2021-07-16,166.60218688043898
2021-07-19,167.71364171254848
2021-07-20,167.77446000296732
2021-07-21,164.35797346272608
2021-07-22,160.128775776716
2021-07-23,161.28104067262652
2021-07-26,161.76223365552755
2021-07-27,161.78304343080413
2021-07-28,163.937384537914
2021-07-29,165.24291645503394
2021-07-30,165.51850705193812
2021-08-02,163.49372744042182
2021-08-03,162.98421042835128
2021-08-04,163.7216191129147
2021-08-05,161.05447157712064
2021-08-06,161.2161751157243
2021-08-09,163.16901715384464
2021-08-10,163.38633426177492
2021-08-11,161.0614733067762
2021-08-12,159.09587902233326
2021-08-13,158.24160831599974
2021-08-16,159.11067941785637
2021-08-17,161.11592473093867
2021-08-18,163.21068055624977
2021-08-19,161.6016251806957
2021-08-20,162.30778943025797
2021-08-23,161.67317342122323
2021-08-24,165.51208318054367
2021-08-25,167.36292864089074
2021-08-26,168.60857644169056
2021-08-27,168.2161947520629
2021-08-30,169.8944644258733
2021-08-31,170.60503271172027
2021-09-01,169.53517454509893
2021-09-02,166.36400033882816
2021-09-03,166.76023931099155
2021-09-06,166.8383687826239
2021-09-07,167.4413470816532
2021-09-08,164.8781801788816
2021-09-09,163.70355198760947
2021-09-10,164.27342700075482
2021-09-13,162.84961587102399
2021-09-14,160.90986095222777
2021-09-15,159.58076678633307
2021-09-16,159.66799605466676
2021-09-17,158.51887681037923
2021-09-20,158.17694727554647
2021-09-21,155.98466216253948
2021-09-22,156.12890746135943
2021-09-23,154.4666786134032
2021-09-24,158.36722929583505
2021-09-27,156.49030615961038
2021-09-28,157.1926326504269
2021-09-29,157.81134485305265
2021-09-30,160.88666307151865
2021-10-01,162.0220736075745
2021-10-04,159.20354626347208
2021-10-05,161.14006433429452
2021-10-06,160.80081139499578
2021-10-07,163.39492012288588
2021-10-08,161.99249661612518
2021-10-11,161.7019058796779
2021-10-12,161.0813055595064
2021-10-13,161.248748418864
2021-10-14,163.67948222713687
2021-10-15,164.22732372398085
2021-10-18,166.06023835966084
2021-10-19,165.82212139693218
2021-10-20,166.523627062316
2021-10-21,166.71440247182954
2021-10-22,169.16064332441857
2021-10-25,169.88717255929586
2021-10-26,169.42027186028895
2021-10-27,167.51745473612266
2021-10-28,167.09554611618248
2021-10-29,166.86631025235138
2021-11-01,168.64154692449213
2021-11-02,169.45496294843505
2021-11-03,172.4384803428328
2021-11-04,172.03441441106088
2021-11-05,174.93491693108845
2021-11-08,175.49028552846016
2021-11-09,179.42877292986114
2021-11-10,180.18834699045996
2021-11-11,182.00464551800803
2021-11-12,181.46569485661894
2021-11-15,181.34994258001214
2021-11-16,180.08393963597132
2021-11-17,180.40268486769688
2021-11-18,178.64860674824664
2021-11-19,181.07666053308984
2021-11-22,177.39234536232865
2021-11-23,178.90153989219954
2021-11-24,178.613226582753
2021-11-25,179.4424076810419
2021-11-26,178.4126016963588
2021-11-29,177.2797704636237
2021-11-30,178.11450296835753
2021-12-01,180.8495477893537
2021-12-02,181.343911767524
2021-12-03,182.15125454190436
2021-12-06,182.3767011011651
2021-12-07,183.51365128197588
2021-12-08,183.97265880318005
2021-12-09,182.12833379448506
2021-12-10,185.5127995603542
2021-12-13,184.00073770879726
2021-12-14,188.69756945615325
2021-12-15,187.55214054676293
2021-12-16,188.33486323337004
2021-12-17,187.37441092937868
2021-12-20,187.42808549178827
2021-12-21,188.52170619867778
2021-12-22,185.84238221295183
2021-12-23,188.02693466576267
2021-12-24,192.13515396787957
2021-12-27,190.58704222404037
2021-12-28,189.2216371408853
2021-12-29,186.70934392565314
2021-12-30,187.264680391048
2021-12-31,186.93589889301748
2022-01-03,187.6219245629096
2022-01-04,184.68105443128806
2022-01-05,188.07279514548847
2022-01-06,188.28350230697353
2022-01-07,188.2498298932645
2022-01-10,185.43324112326368
2022-01-11,184.56550011994588
2022-01-12,177.25209837638576
2022-01-13,179.06665575378634
2022-01-14,178.9727319163544
2022-01-17,176.99048704568554
2022-01-18,177.13428026242278
2022-01-19,174.5580697521346
2022-01-20,169.96356481193754
2022-01-21,172.2771462831258
2022-01-24,170.46692446248508
2022-01-25,172.24486523582402
2022-01-26,174.4905512561149
2022-01-27,170.38006904014765
2022-01-28,170.1536134200682
2022-01-31,168.03773751293426
2022-02-01,170.69574084239974
2022-02-02,167.74053665989572
2022-02-03,169.65925324658676
2022-02-04,170.46124522512716
2022-02-07,170.59836801701846
2022-02-08,169.9284514866473
2022-02-09,172.8430326787465
2022-02-10,170.61682965570827
2022-02-11,172.8841855419912
2022-02-14,171.37829107586847
2022-02-15,173.07735696258683
2022-02-16,172.8447048683387
2022-02-17,174.1690189997565
2022-02-18,175.34025848988367
2022-02-21,173.8484574006121
2022-02-22,174.83374872495185
2022-02-23,174.92316689507277
2022-02-24,172.43894487680737
2022-02-25,169.77273275048256
2022-02-28,168.35489740874513
2022-03-01,167.12522254324514
2022-03-02,166.43981171275658
2022-03-03,167.9568451006593
2022-03-04,167.67836218407666
2022-03-07,168.3242651461994
2022-03-08,166.58371316053245
2022-03-09,169.40110881421995
2022-03-10,170.22889294835645
2022-03-11,171.7164390005759
2022-03-14,167.57546553244157
2022-03-15,166.2287126021002
2022-03-16,165.98365987151786
2022-03-17,165.907282467844
2022-03-18,165.58149488748742
2022-03-21,161.03467327738838
2022-03-22,159.92661828406003
2022-03-23,158.40597665746395
2022-03-24,157.647741031598
2022-03-25,157.7566767602543
2022-03-28,156.21313224795824
2022-03-29,159.65982585802087
2022-03-30,161.5607673614954
2022-03-31,160.57177059303515
2022-04-01,160.01654219200452
2022-04-04,162.17609175298625
2022-04-05,163.273540500017
2022-04-06,163.23998706851867
2022-04-07,165.43997868181916
2022-04-08,165.26065194761048
2022-04-11,164.88905315379813
2022-04-12,163.9404323955782
2022-04-13,165.69553474837167
2022-04-14,167.77006256864274
2022-04-15,167.28156021665916
2022-04-18,167.56616798883095
2022-04-19,168.06283665797645
2022-04-20,168.6458318746267
2022-04-21,171.89552667164108
2022-04-22,172.94466684723278
2022-04-25,172.11123658605092
2022-04-26,173.40596229277656
2022-04-27,175.27471353343316
2022-04-28,176.32362732037515
2022-04-29,174.80856035141514
2022-05-02,175.5006303276617
2022-05-03,178.98022074933715
2022-05-04,178.9065588459085
2022-05-05,175.50392516972065
2022-05-06,174.87598342932304
2022-05-09,172.38209483602483
2022-05-10,171.1697707226055
2022-05-11,171.85209913826347
2022-05-12,169.1931054832279
2022-05-13,162.84266454099148
2022-05-16,160.9097881106678
2022-05-17,160.91367423626988
2022-05-18,165.14836910293906
2022-05-19,165.38408955234493
2022-05-20,164.5212815057925
2022-05-23,164.84147292107355
2022-05-24,162.2313994415662
2022-05-25,162.5997523296558
2022-05-26,164.23424540591893
2022-05-27,164.92458610435025
2022-05-30,163.215553087398
2022-05-31,164.81314036049307
2022-06-01,164.75945781304387
2022-06-02,165.83361808064438
2022-06-03,167.43124402830907
2022-06-06,168.04942769207167
2022-06-07,169.9944348229037
2022-06-08,169.2716345719898
2022-06-09,169.56535982123023
2022-06-10,172.08955168686254
2022-06-13,170.87789895968203
2022-06-14,174.86423775712424
2022-06-15,176.20562363626465
2022-06-16,175.46636951404278
2022-06-17,174.93167469571088
2022-06-20,178.4184471734904
2022-06-21,174.8214344585878
2022-06-22,174.3373761601071
2022-06-23,175.3673213970655
2022-06-24,173.83502896170285
2022-06-27,172.35044093785
2022-06-28,171.438114608985
2022-06-29,169.8455594574232
2022-06-30,170.9139726298139
2022-07-01,171.37459110214775
2022-07-04,172.5572910302814
2022-07-05,173.1793360027078
2022-07-06,174.81147730705365
2022-07-07,173.10039367330359
2022-07-08,174.8489494763236
2022-07-11,173.3733274259308
2022-07-12,173.61837943671495
2022-07-13,173.47830384253217
2022-07-14,169.74690120384975
2022-07-15,170.72773950943755
2022-07-18,172.45160855916927
2022-07-19,170.83265408048896
2022-07-20,165.75068664596722
2022-07-21,164.46855666700034
2022-07-22,163.5357795421804
2022-07-25,163.70222574689694
2022-07-26,162.16931294178448
2022-07-27,162.40231609236594
2022-07-28,162.57456686986575
2022-07-29,167.02710884578224
2022-08-01,169.19753464970518
2022-08-02,168.9903514866813
2022-08-03,169.33545201138068
2022-08-04,168.75589407904204
2022-08-05,167.42829431236206
2022-08-08,168.01091992748027
2022-08-09,167.33067960297493
2022-08-10,163.20212131555704
2022-08-11,160.80818383149312
2022-08-12,163.62176077247472
2022-08-15,161.6746715902706
2022-08-16,162.52762161704078
2022-08-17,159.85500433763076
2022-08-18,160.70215946599922
2022-08-19,164.38843411688768
2022-08-22,163.25764327225815
2022-08-23,165.79667171098322
2022-08-24,164.66431705419694
2022-08-25,163.74033222588432
2022-08-26,166.65660054154904
2022-08-29,168.4270828411644
2022-08-30,166.32654456882344
2022-08-31,166.4633168487596
2022-09-01,170.79366444262138
2022-09-02,169.99908670949964
2022-09-05,170.0824824718879
2022-09-06,171.71122472329705
2022-09-07,173.0286322905369
2022-09-08,173.78964690205265
2022-09-09,172.36498727296762
2022-09-12,177.26980093850813
2022-09-13,181.97462450092323
2022-09-14,182.7488947407969
2022-09-15,185.1749706998668
2022-09-16,185.76424663195894
2022-09-19,182.65682451760097
2022-09-20,182.76585639200948
2022-09-21,186.48484585936518
2022-09-22,184.59847512923577
2022-09-23,182.33771296846658
2022-09-26,181.14423225921655
2022-09-27,181.0897204910335
2022-09-28,181.06494631708716
2022-09-29,179.73214238357934
2022-09-30,175.99560202455964
2022-10-03,173.65128759047508
2022-10-04,176.98717054396926
2022-10-05,174.56953248601747
2022-10-06,172.6476414324119
2022-10-07,174.6103196592523
2022-10-10,173.39296855916265
2022-10-11,175.59118641902808
2022-10-12,177.93574474187068
2022-10-13,181.59766211227642
2022-10-14,185.15309319953033
2022-10-17,185.29509467183027
2022-10-18,186.7504396432585
2022-10-19,184.1626996711623
2022-10-20,185.5246360883151
2022-10-21,183.35130085624016
2022-10-24,183.89303951407152
2022-10-25,182.2300218859241
2022-10-26,184.9711107751817
2022-10-27,183.34489045567665
2022-10-28,186.67736226046352
2022-10-31,185.74404752201013
2022-11-01,185.73920480238579
2022-11-02,189.7378356008531
2022-11-03,188.85836357980656
2022-11-04,187.6433974429011
2022-11-07,188.09080147100536
2022-11-08,189.2779730998321
2022-11-09,187.82382765994362
2022-11-10,189.75912381814646
2022-11-11,188.48746002644316
2022-11-14,188.58151391764056
2022-11-15,189.8412636559564
2022-11-16,189.8953043927993
2022-11-17,187.8417648844755
2022-11-18,189.55362720862848
2022-11-21,190.24079156342702
2022-11-22,187.83315028866716
2022-11-23,187.88999904419543
2022-11-24,189.85205274631295
2022-11-25,183.6934429060483
2022-11-28,184.1563636360853
2022-11-29,181.67680242003908
2022-11-30,180.30270116621935
2022-12-01,179.65989365208483
2022-12-02,178.03970266768545
2022-12-05,179.31936566146138
2022-12-06,176.5803108936817
2022-12-07,180.32170463401175
2022-12-08,184.14671958528635
2022-12-09,182.90683333212235
2022-12-12,183.83318386331825
2022-12-13,184.39591736035968
2022-12-14,186.07884837023695
2022-12-15,185.89812986607322
2022-12-16,186.12280189143928
2022-12-19,189.89624904173277
2022-12-20,190.09756537346487
2022-12-21,190.04280326378955
2022-12-22,194.5805475910664
2022-12-23,194.03589672325953
2022-12-26,192.2863978285103
2022-12-27,194.41451500505832
2022-12-28,194.4854847837071
2022-12-29,187.46563471908675
2022-12-30,189.07084856128472
2023-01-02,192.10652345477013
2023-01-03,191.6528804413493
2023-01-04,192.87587882231023
2023-01-05,192.5649109422642
2023-01-06,195.53851491181146
2023-01-09,192.28004508266147
2023-01-10,189.54214913927402
2023-01-11,186.12735226687155
2023-01-12,181.129190434504
2023-01-13,181.5313351825608
2023-01-16,178.7652105185424
2023-01-17,178.65552979654905
2023-01-18,179.37814397374652
2023-01-19,178.68062248907054
2023-01-20,180.55880882293997
2023-01-23,179.52880981639012
2023-01-24,179.8801030028155
2023-01-25,181.0053811752415
2023-01-26,181.14321320776426
2023-01-27,179.17972481603158
2023-01-30,178.4632315742432
2023-01-31,182.44111583546677
2023-02-01,181.85499875219668
2023-02-02,183.04224401331206
2023-02-03,182.91995920577153
2023-02-06,184.94184626803076
2023-02-07,185.4899750488284
2023-02-08,184.27949742818552
2023-02-09,183.44190330153106
2023-02-10,184.0580441141356
2023-02-13,185.91031056930575
2023-02-14,184.05384463306382
2023-02-15,185.72100427336707
2023-02-16,184.74450214097737
2023-02-17,184.50169151739917
2023-02-20,182.16083288961812
2023-02-21,181.3113876316612
2023-02-22,183.1171735492659
2023-02-23,185.301523442612
2023-02-24,186.93311636497225
2023-02-27,185.19076902013842
2023-02-28,187.51065703908876
2023-03-01,188.11252781529157
2023-03-02,187.80466563398963
2023-03-03,188.53000814066598
2023-03-06,186.2147613888522
2023-03-07,187.01668137214952
2023-03-08,188.01578898720453
2023-03-09,188.9353951060835
2023-03-10,183.03854282659913
2023-03-13,181.169585276127
2023-03-14,181.8587376194426
2023-03-15,183.22760399624735
2023-03-16,184.20202925060715
2023-03-17,186.78972383023375
2023-03-20,183.70339188732308
2023-03-21,183.66823582066948
2023-03-22,184.41789125576688
2023-03-23,186.5073307465471
2023-03-24,188.49632185275962
2023-03-27,188.7904127276541
2023-03-28,189.6830127546935
2023-03-29,188.05555520134277
2023-03-30,186.9204846192001
2023-03-31,183.68726025761177
2023-04-03,185.2315164881922
2023-04-04,181.9694787745764
2023-04-05,184.40611488374708
2023-04-06,187.06313610974144
2023-04-07,186.2358460649409
2023-04-10,186.51347583495982
2023-04-11,187.35968469634724
2023-04-12,186.08889974927672
2023-04-13,191.2363729994942
2023-04-14,193.98221799450104
2023-04-17,196.01370937631782
2023-04-18,195.16656860384396
2023-04-19,194.2715488382313
2023-04-20,193.48101073146643
2023-04-21,196.25678206405
2023-04-24,196.81435242637758
2023-04-25,195.40208796904113
2023-04-26,197.09250222685225
2023-04-27,194.8606144365119
2023-04-28,196.1477234169021
2023-05-01,196.7225166450903
2023-05-02,198.19936436700985
2023-05-03,198.58169607037829
2023-05-04,197.41979513773725
2023-05-05,199.40028231665383
2023-05-08,203.27647801981988
2023-05-09,201.73317608765694
2023-05-10,201.22950916483822
2023-05-11,203.74485005490646
2023-05-12,200.88868111672605
2023-05-15,204.03248181663255
2023-05-16,202.94364810898125
2023-05-17,203.7939654107236
2023-05-18,202.66520051640444
2023-05-19,203.27076577700856
2023-05-22,200.00786627033284
2023-05-23,202.13573323387237
2023-05-24,202.01059776412973
2023-05-25,203.6927019770119
2023-05-26,203.7625784078037
2023-05-29,200.32968016217205
2023-05-30,198.6364668579364
2023-05-31,197.38451725011953
2023-06-01,192.85266188513165
2023-06-02,193.68157837243842
2023-06-05,191.44823694497586
2023-06-06,190.4029956940518
2023-06-07,188.2076228702502
2023-06-08,185.47372900238676
2023-06-09,188.23355106284913
2023-06-12,186.1621990881821
2023-06-13,186.3773124674176
2023-06-14,180.96270533178946
2023-06-15,180.95979023208335
2023-06-16,182.43155999520462
2023-06-19,181.90456843442905
2023-06-20,182.89275083597298
2023-06-21,184.7802994970953
2023-06-22,184.9389558482564
2023-06-23,184.88313875671668
2023-06-26,182.37868336708362
2023-06-27,184.1672490016408
2023-06-28,181.5207724226067
2023-06-29,177.34630910362307
2023-06-30,177.7674671958242
2023-07-03,179.68513097325643
2023-07-04,180.20597683695357
2023-07-05,179.47942657427657
2023-07-06,179.11430852777124
2023-07-07,179.819714667976
2023-07-10,176.179672810569
2023-07-11,177.56685426296886
2023-07-12,176.40051987614896
2023-07-13,176.60264859233058
2023-07-14,178.09347554868995
2023-07-17,176.54411986817874
2023-07-18,173.93189471220361
2023-07-19,170.69767289444206
2023-07-20,174.36624358052626
2023-07-21,173.5973427225262
2023-07-24,173.09794979140136
2023-07-25,173.66653901336
2023-07-26,176.54978300945112
2023-07-27,174.74347590542365
2023-07-28,174.78376264994102
2023-07-31,177.48375097622005
