Date,UNH
2020-11-12,529.5894780855521
2020-11-13,517.6979162293778
2020-11-16,508.06906595137656
2020-11-17,504.506889666472
2020-11-18,490.648003855844
2020-11-19,478.4950839791704
2020-11-20,479.46013724758245
2020-11-23,492.384493156687
2020-11-24,498.582649124788
2020-11-25,511.93023143467036
2020-11-26,494.4573536432683
2020-11-27,505.1413877526875
2020-11-30,505.12781821872915
2020-12-01,503.510365279815
2020-12-02,467.41378427977224
2020-12-03,453.78652442175957
2020-12-04,455.8978556152102
2020-12-07,449.03150315042063
2020-12-08,453.6614428727978
2020-12-09,448.0044845629849
2020-12-10,462.1766817805594
2020-12-11,447.7467396533432
2020-12-14,429.4509302585017
2020-12-15,406.32197342194445
2020-12-16,413.7425413284058
2020-12-17,407.7061152184309
2020-12-18,420.27410996565794
2020-12-21,435.57127690297676
2020-12-22,432.38120499642065
2020-12-23,436.3970724899076
2020-12-24,412.7606447756637
2020-12-25,420.5246119596092
2020-12-28,415.1069312498171
2020-12-29,411.2802827767522
2020-12-30,413.0809402814457
2020-12-31,426.33665644061983
2021-01-01,416.6663815545673
2021-01-04,412.91692586890167
2021-01-05,407.8157288578191
2021-01-06,396.9449036488
2021-01-07,406.3641431063068
2021-01-08,392.12414495716064
2021-01-11,387.6817266882229
2021-01-12,382.0531187688218
2021-01-13,370.1313114134958
2021-01-14,377.59789807604335
2021-01-15,370.3072712736684
2021-01-18,385.90317535137706
2021-01-19,380.06040516085244
2021-01-20,384.4802648870447
2021-01-21,370.492747541642
2021-01-22,363.24652742129416
2021-01-25,347.8795092500996
2021-01-26,346.5354974460343
2021-01-27,344.69143086505676
2021-01-28,340.85898278020335
2021-01-29,347.2408562294771
2021-02-01,353.0715737826873
2021-02-02,349.809120376795
2021-02-03,354.4131346789583
2021-02-04,351.84130975600254
2021-02-05,358.63764871080696
2021-02-08,350.2748227011096
2021-02-09,349.44771235140706
2021-02-10,354.3539102390971
2021-02-11,369.6457076636612
2021-02-12,361.4623906553662
2021-02-15,372.64045464666975
2021-02-16,366.1441760376237
2021-02-17,364.4201037368189
2021-02-18,353.5702624302301
2021-02-19,362.3287061259243
2021-02-22,368.02952078525675
2021-02-23,366.0442471076431
2021-02-24,377.48193370859366
2021-02-25,378.9040231586485
2021-02-26,372.167367421519
2021-03-01,379.88004122128615
2021-03-02,383.12046223990734
2021-03-03,378.9358761020264
2021-03-04,385.562337402272
2021-03-05,385.3830081421033
2021-03-08,385.8154269699842
2021-03-09,402.2579273891099
2021-03-10,392.8491988672259
2021-03-11,397.63114689097625
2021-03-12,388.9276777223518
2021-03-15,385.2098618401119
2021-03-16,385.4320636425813
2021-03-17,388.8841613569583
2021-03-18,394.90715000854635
2021-03-19,397.22539616866146
2021-03-22,414.6533878321304
2021-03-23,400.87208220798004
2021-03-24,409.1553501060085
2021-03-25,422.54128650930613
2021-03-26,429.2808281006248
2021-03-29,420.4485974101359
2021-03-30,413.38694460132825
2021-03-31,413.9497593320767
2021-04-01,414.4651069446982
2021-04-02,391.18037504461677
2021-04-05,400.01711519966835
2021-04-06,412.73831487082526
2021-04-07,415.9830715755273
2021-04-08,442.0800319560094
2021-04-09,442.3799179030738
2021-04-12,457.3430378581894
2021-04-13,457.7568990400941
2021-04-14,463.77574789211246
2021-04-15,474.3949163524367
2021-04-16,471.91575001838885
2021-04-19,467.01685228328085
2021-04-20,469.28403269240323
2021-04-21,466.9860325090457
2021-04-22,453.816912027199
2021-04-23,454.68536942769873
2021-04-26,446.6628672194506
2021-04-27,462.4854566082967
2021-04-28,462.16933046602804
2021-04-29,483.5136402470344
2021-04-30,469.68703606027407
2021-05-03,468.9591025073403
2021-05-04,478.3687540401319
2021-05-05,499.12272388703013
2021-05-06,499.5100201799348
2021-05-07,497.4524067505091
2021-05-10,482.60897245709646
2021-05-11,485.19806736493933
2021-05-12,483.3857781515424
2021-05-13,482.01317147187365
2021-05-14,486.36190458835404
2021-05-17,483.45992790638405
2021-05-18,474.83049883702637
2021-05-19,469.96532354628283
2021-05-20,450.4539516602885
2021-05-21,436.0558045616666
2021-05-24,430.746215477502
2021-05-25,433.48348525426206
2021-05-26,431.8592439506334
2021-05-27,440.2037312224343
2021-05-28,448.9703560748707
2021-05-31,447.91868109123084
2021-06-01,449.8987004330363
2021-06-02,445.38053730463724
2021-06-03,456.5901186211515
2021-06-04,462.3912537845117
2021-06-07,452.0120101345581
2021-06-08,445.2456369097511
2021-06-09,443.11072332500476
2021-06-10,438.16649629614574
2021-06-11,444.5256999540396
2021-06-14,444.33338074341515
2021-06-15,434.7576557019568
2021-06-16,423.3114934604964
2021-06-17,400.4946995348088
2021-06-18,391.3359998593047
2021-06-21,386.89222779918
2021-06-22,384.51687123430514
2021-06-23,388.5861121355318
2021-06-24,394.97427594466956
2021-06-25,390.34537968528673
2021-06-28,394.13264826873893
2021-06-29,392.68270009585115
2021-06-30,383.28724922633603
2021-07-01,364.9489347756897
2021-07-02,358.2298597831117
2021-07-05,358.13232399005364
2021-07-06,365.49550605729655
2021-07-07,344.8080551901183
2021-07-08,331.57150199634754
2021-07-09,334.60118449132267
2021-07-12,332.9306191836757
2021-07-13,329.59505662999993
2021-07-14,322.17470367511186
2021-07-15,334.8845580960375
2021-07-16,336.5779565255499
2021-07-19,352.0146729134483
2021-07-20,347.7229136586164
2021-07-21,352.2825780009006
2021-07-22,369.3036879902407
2021-07-23,378.8305083540429
2021-07-26,391.92536370371585
2021-07-27,389.7527333929981
2021-07-28,391.17834640711993
2021-07-29,381.95936262520314
2021-07-30,379.63898617790625
2021-08-02,385.05717344012436
2021-08-03,381.32764809948617
2021-08-04,388.2430555774483
2021-08-05,388.22034039003756
2021-08-06,387.5147782515256
2021-08-09,382.79651855727946
2021-08-10,379.91268407862856
2021-08-11,361.8673813910111
2021-08-12,355.06230318789864
2021-08-13,352.47630289289634
2021-08-16,352.5870995485104
2021-08-17,355.9121739476746
2021-08-18,370.93045009837124
2021-08-19,370.24241190273557
2021-08-20,372.48317367824444
2021-08-23,371.02584121543254
2021-08-24,368.6255938270118
2021-08-25,378.54651047235444
2021-08-26,376.0748885037647
2021-08-27,376.1301175641081
2021-08-30,383.53002679364295
2021-08-31,376.97962934041277
2021-09-01,377.4118363803087
2021-09-02,369.35111284381105
2021-09-03,372.3988499692899
2021-09-06,359.7311453720268
2021-09-07,362.04958336222455
2021-09-08,357.42232287330376
2021-09-09,349.10564222479303
2021-09-10,351.35225555479303
2021-09-13,362.09509866747453
2021-09-14,371.30811367242944
2021-09-15,371.82195459715297
2021-09-16,370.89476471124374
2021-09-17,374.00353757849126
2021-09-20,363.1225815318066
2021-09-21,368.70574846514353
2021-09-22,364.762767384407
2021-09-23,370.97481699615827
2021-09-24,364.83572796922
2021-09-27,367.6930247405449
2021-09-28,372.7546556373193
2021-09-29,378.23987113237035
2021-09-30,391.9539529003698
2021-10-01,390.76496219606366
2021-10-04,386.8705673048668
2021-10-05,377.9165920198496
2021-10-06,372.7613524159453
2021-10-07,383.77489806199617
2021-10-08,382.8373464031913
2021-10-11,370.3825009907651
2021-10-12,369.89668082590657
2021-10-13,380.06030015023924
2021-10-14,382.152818537196
2021-10-15,375.92581102990073
2021-10-18,381.28674131983587
2021-10-19,381.8134986051191
2021-10-20,379.5421062127002
2021-10-21,361.6758009065681
2021-10-22,347.75473894730766
2021-10-25,355.4969995922661
2021-10-26,350.18245810262874
2021-10-27,361.46059436777637
2021-10-28,357.7154964594292
2021-10-29,352.8670993608185
2021-11-01,344.5641814632176
2021-11-02,335.3805798582671
2021-11-03,333.47333327028514
2021-11-04,351.7619410721837
2021-11-05,354.439166248665
2021-11-08,358.54930216355126
2021-11-09,358.6955477461899
2021-11-10,349.1300049457601
2021-11-11,352.98768307274975
2021-11-12,350.87615673735513
2021-11-15,335.7494997287986
2021-11-16,344.21429722387956
2021-11-17,351.9001534763868
2021-11-18,344.05254331929615
2021-11-19,332.6545872446393
2021-11-22,330.15791055701595
2021-11-23,330.4705571761878
2021-11-24,331.95997425769093
2021-11-25,333.17506076015405
2021-11-26,341.434044153549
2021-11-29,344.12195536370035
2021-11-30,336.12765337166786
2021-12-01,340.76017544595487
2021-12-02,343.34344804455844
2021-12-03,349.32912371064066
2021-12-06,347.2305106062292
2021-12-07,357.38219080705886
2021-12-08,354.6111985492214
2021-12-09,349.29712285960943
2021-12-10,353.8690695020469
2021-12-13,356.44551009828353
2021-12-14,348.62298646812366
2021-12-15,361.09123565432736
2021-12-16,362.2613281468105
2021-12-17,363.35369442816256
2021-12-20,357.50161326460096
2021-12-21,345.97401014542675
2021-12-22,337.79385498633127
2021-12-23,332.9063998925182
2021-12-24,332.7038045931613
2021-12-27,321.51398136727283
2021-12-28,319.10689178664273
2021-12-29,317.23807113788695
2021-12-30,335.42017721602247
2021-12-31,343.91730979471646
2022-01-03,340.6640647208472
2022-01-04,349.2747076183968
2022-01-05,345.9341654644497
2022-01-06,346.05166569094837
2022-01-07,351.57157525941665
2022-01-10,353.56707964743174
2022-01-11,354.85653420209957
2022-01-12,371.89507788303433
2022-01-13,367.41726098031893
2022-01-14,381.34746589406694
2022-01-17,394.23254370349224
2022-01-18,393.9922387589726
2022-01-19,399.29543537852953
2022-01-20,396.99429265963954
2022-01-21,410.2979462739713
2022-01-24,417.5754820118184
2022-01-25,410.97702704446266
2022-01-26,426.9010591098561
2022-01-27,427.6050712398255
2022-01-28,415.8617398760585
2022-01-31,429.3179132702803
2022-02-01,428.7645952959576
2022-02-02,429.86282835330377
2022-02-03,432.08508051670833
2022-02-04,440.98750294528264
2022-02-07,430.1303695950957
2022-02-08,446.55301787123034
2022-02-09,448.42937120845386
2022-02-10,442.97550828594296
2022-02-11,438.8710126754742
2022-02-14,440.1036073340662
2022-02-15,438.25466993747307
2022-02-16,439.71661692891666
2022-02-17,430.9931718701682
2022-02-18,424.49641384360524
2022-02-21,427.52368803064974
2022-02-22,443.15811077264703
2022-02-23,445.9307573447425
2022-02-24,438.0619633716094
2022-02-25,456.30664011033696
2022-02-28,426.4804352476194
2022-03-01,426.9080339133813
2022-03-02,429.9048048638714
2022-03-03,445.34277628383705
2022-03-04,442.40068188222915
2022-03-07,452.80140521164276
2022-03-08,448.55034801479957
2022-03-09,451.40907166366986
2022-03-10,445.3840775335982
2022-03-11,440.3931046287718
2022-03-14,434.5833862872457
2022-03-15,446.0281852335785
2022-03-16,448.99908996937444
2022-03-17,446.0361035599456
2022-03-18,449.171413612402
2022-03-21,447.03779879155684
2022-03-22,423.4058613316862
2022-03-23,416.32500100677885
2022-03-24,416.5633906241009
2022-03-25,420.2362848099768
2022-03-28,434.91071621915256
2022-03-29,435.7094979090724
2022-03-30,453.3957280981158
2022-03-31,452.6435661554904
2022-04-01,441.5187330769271
2022-04-04,439.0137668116882
2022-04-05,448.88523338557695
2022-04-06,463.30300004437265
2022-04-07,453.0047815901719
2022-04-08,442.4674262315118
2022-04-11,434.2979848930924
2022-04-12,434.3502142040379
2022-04-13,444.0928977809516
2022-04-14,451.635432926643
2022-04-15,467.2232138435202
2022-04-18,459.8594477931143
2022-04-19,426.11054755962425
2022-04-20,426.4848481859401
2022-04-21,418.43164715171224
2022-04-22,412.63412960779345
2022-04-25,414.1846297005658
2022-04-26,410.31580620677346
2022-04-27,420.329639647296
2022-04-28,410.6004831638284
2022-04-29,403.40042023092917
2022-05-02,401.6316942398606
2022-05-03,404.19870489448397
2022-05-04,387.4016943240749
2022-05-05,386.6195078058254
2022-05-06,385.2915987291651
2022-05-09,383.1008264608764
2022-05-10,382.3551852612177
2022-05-11,379.98935175158056
2022-05-12,389.6375309458147
2022-05-13,399.91157089626535
2022-05-16,403.1160827615109
2022-05-17,393.06558654286135
2022-05-18,400.35038001828974
2022-05-19,409.3783593053099
2022-05-20,408.67712795269017
2022-05-23,415.11783721777584
2022-05-24,429.7686633448961
2022-05-25,433.0696514386384
2022-05-26,428.2773922291214
2022-05-27,415.1925901101967
2022-05-30,407.2147974175576
2022-05-31,408.4874594972375
2022-06-01,389.9762933170656
2022-06-02,391.7198337436634
2022-06-03,396.6707146991015
2022-06-06,408.8951154571227
2022-06-07,407.5334300958556
2022-06-08,402.6250252622941
2022-06-09,411.90504062914766
2022-06-10,410.7137642571488
2022-06-13,416.6860701018994
2022-06-14,437.74668599220183
2022-06-15,449.4877103611105
2022-06-16,457.5569226322153
2022-06-17,455.9843213419335
2022-06-20,464.8851663285709
2022-06-21,479.63376056221335
2022-06-22,496.686034340955
2022-06-23,497.0856500197398
2022-06-24,487.7866307767326
2022-06-27,489.67068315043724
2022-06-28,509.5709006756688
2022-06-29,494.47578437379644
2022-06-30,502.27510690687245
2022-07-01,518.9629873411704
2022-07-04,512.495198140493
2022-07-05,508.0933508367798
2022-07-06,505.452647025522
2022-07-07,510.90888517277085
2022-07-08,499.4540153149598
2022-07-11,495.58647027445767
2022-07-12,481.9977911163777
2022-07-13,506.66143421492495
2022-07-14,528.5097898976245
2022-07-15,527.558841639257
2022-07-18,507.5658841599561
2022-07-19,489.7857703286682
2022-07-20,478.2065782344709
2022-07-21,476.14621395476166
2022-07-22,467.74449360460466
2022-07-25,470.827327054264
2022-07-26,463.3668025351562
2022-07-27,457.1133048657174
2022-07-28,447.7780662458219
2022-07-29,444.96488793312204
2022-08-01,423.05483083256064
2022-08-02,424.4686245572538
2022-08-03,426.1128404195033
2022-08-04,416.5101557347014
2022-08-05,425.46387418624363
2022-08-08,416.21168314556377
2022-08-09,413.17319197197287
2022-08-10,412.9111060958017
2022-08-11,407.92469814370276
2022-08-12,401.64514988827625
2022-08-15,399.6499368845519
2022-08-16,411.9436251673154
2022-08-17,402.7120936494389
2022-08-18,396.0293382855197
2022-08-19,388.7741989218652
2022-08-22,388.19437076614895
2022-08-23,397.748372764933
2022-08-24,385.7000648840318
2022-08-25,381.8878712749106
2022-08-26,382.89956984472946
2022-08-29,384.3152414514368
2022-08-30,393.08640253766066
2022-08-31,379.1973062808181
2022-09-01,379.9981806211046
2022-09-02,379.04259393941044
2022-09-05,386.17850851527794
2022-09-06,389.36039247963305
2022-09-07,379.53262609571766
2022-09-08,382.9312326063978
2022-09-09,376.3287942540565
2022-09-12,372.3331030717939
2022-09-13,359.22037262821584
2022-09-14,373.5509724110422
2022-09-15,373.7269545707576
2022-09-16,373.25250823190174
2022-09-19,383.4628178865131
2022-09-20,387.837765320078
2022-09-21,398.2235957017668
2022-09-22,389.3295601315749
2022-09-23,396.24620612975303
2022-09-26,404.79199792745055
2022-09-27,410.2312322296513
2022-09-28,433.4149139723115
2022-09-29,439.5514420029653
2022-09-30,435.70635006904115
2022-10-03,426.07035891092966
2022-10-04,415.75587613060515
2022-10-05,408.0900295005224
2022-10-06,424.0212181082503
2022-10-07,421.03630037745063
2022-10-10,420.74220103439455
2022-10-11,429.5596048113923
2022-10-12,439.92722714514065
2022-10-13,461.25685169658266
2022-10-14,454.93010291231565
2022-10-17,472.8977501601607
2022-10-18,475.54672826819785
2022-10-19,471.31608534953773
2022-10-20,463.8316461272023
2022-10-21,451.4364273146503
2022-10-24,455.564237087798
2022-10-25,463.90289155183245
2022-10-26,467.3922469459819
2022-10-27,473.3354178283022
2022-10-28,485.4882341401375
2022-10-31,483.5111243605371
2022-11-01,486.68411873043544
2022-11-02,483.2664807056231
2022-11-03,471.57718773781255
2022-11-04,462.74019791959455
2022-11-07,445.45250886619965
2022-11-08,441.48397002712517
2022-11-09,425.22934516123865
2022-11-10,431.38822576993834
2022-11-11,432.7271084694599
2022-11-14,425.4532315061961
2022-11-15,420.8089791956032
2022-11-16,409.2596442839806
2022-11-17,411.19283727478006
2022-11-18,434.53243846386243
2022-11-21,440.3122837325533
2022-11-22,448.7091251869181
2022-11-23,436.28083651199404
2022-11-24,442.3716454948072
2022-11-25,428.4839557951546
2022-11-28,449.6650237946171
2022-11-29,452.49484915122497
2022-11-30,462.1033845356708
2022-12-01,461.8985696555456
2022-12-02,455.7436294324659
2022-12-05,458.21148029815265
2022-12-06,474.0215418518976
2022-12-07,460.6563023975532
2022-12-08,466.911673282487
2022-12-09,455.72569948740716
2022-12-12,447.5204111608019
2022-12-13,460.5035323863805
2022-12-14,461.5442860810004
2022-12-15,468.39552967046825
2022-12-16,455.73923398782955
2022-12-19,447.95113579516635
2022-12-20,450.00967698354617
2022-12-21,441.2905093802735
2022-12-22,445.3940541638313
2022-12-23,428.2376476999053
2022-12-26,435.88570963212237
2022-12-27,426.80741216468675
2022-12-28,425.4916891850045
2022-12-29,415.65281038704126
2022-12-30,415.5673440528383
2023-01-02,408.3149838397294
2023-01-03,396.0066095753385
2023-01-04,376.7377485555415
2023-01-05,365.056999912992
2023-01-06,358.7909327292368
2023-01-09,355.18804565464796
2023-01-10,356.36820007514814
2023-01-11,351.94573517568415
2023-01-12,358.25079702558946
2023-01-13,360.7012998617537
2023-01-16,362.22487989869444
2023-01-17,350.7479249609238
2023-01-18,356.4077856720422
2023-01-19,363.70800409777394
2023-01-20,363.83869051379736
2023-01-23,359.2152958920442
2023-01-24,358.26102522955193
2023-01-25,364.8683983408665
2023-01-26,362.0963632455738
2023-01-27,352.02977745839365
2023-01-30,351.70696890397716
2023-01-31,334.82420705151407
2023-02-01,334.2257707171338
2023-02-02,325.8669546146168
2023-02-03,334.1818371708073
2023-02-06,332.6666578343454
2023-02-07,339.0390737276161
2023-02-08,334.19401259464746
2023-02-09,330.57593076886576
2023-02-10,332.8080048342548
2023-02-13,352.6937304864335
2023-02-14,363.65881591818373
2023-02-15,353.8800806882953
2023-02-16,344.21146342089196
2023-02-17,330.37005926762185
2023-02-20,321.8512327961833
2023-02-21,331.95848483806316
2023-02-22,324.81002983418676
2023-02-23,317.7662647430701
2023-02-24,324.5629198215068
2023-02-27,321.8694817214881
2023-02-28,323.7824849277892
2023-03-01,328.53544603688437
2023-03-02,318.7948354081678
2023-03-03,310.2541933741898
2023-03-06,310.16457227087346
2023-03-07,307.4535630032035
2023-03-08,302.55016025539214
2023-03-09,311.26272384942564
2023-03-10,310.91903810893496
2023-03-13,309.0017730709856
2023-03-14,310.4062495733158
2023-03-15,306.6014900167545
2023-03-16,294.0156165758569
2023-03-17,291.3337152266685
2023-03-20,292.82165193409924
2023-03-21,295.9560250953677
2023-03-22,304.8881672642527
2023-03-23,317.27015469650297
2023-03-24,322.0173659589448
2023-03-27,323.871718009581
2023-03-28,331.258486832772
2023-03-29,328.7387678246893
2023-03-30,329.0297835888327
2023-03-31,330.0198370234547
2023-04-03,325.6916543128676
2023-04-04,329.1020404620027
2023-04-05,324.6511771486382
2023-04-06,324.6026582074804
2023-04-07,334.914170072337
2023-04-10,330.2024903872551
2023-04-11,330.6639965572736
2023-04-12,329.0075771746499
2023-04-13,323.642575184128
2023-04-14,336.84546325226205
2023-04-17,325.9584593931615
2023-04-18,322.25354713271133
2023-04-19,312.4140743070628
2023-04-20,302.70488520249864
2023-04-21,312.905702023279
2023-04-24,315.68899121391
2023-04-25,323.92011855242833
2023-04-26,329.76072400478597
2023-04-27,325.6695760512801
2023-04-28,318.0246719193311
2023-05-01,322.65192284411893
2023-05-02,312.84912954495195
2023-05-03,307.1677323279636
2023-05-04,314.4499221578456
2023-05-05,310.97723474014265
2023-05-08,305.69552937418155
2023-05-09,297.1654513809498
2023-05-10,305.5089586062347
2023-05-11,309.12910404862856
2023-05-12,316.96215282655277
2023-05-15,318.07309256034284
2023-05-16,307.2164749526475
2023-05-17,298.53549062036376
2023-05-18,309.7913436059301
2023-05-19,292.4240449844542
2023-05-22,306.9558944826926
2023-05-23,311.4790908473073
2023-05-24,326.9244591362817
2023-05-25,322.8460868364128
2023-05-26,326.45292350918675
2023-05-29,305.6529009812764
2023-05-30,308.74804155713673
2023-05-31,305.33724419064805
2023-06-01,311.0406161491897
2023-06-02,324.59264725208595
2023-06-05,317.5553265308741
2023-06-06,301.63319913900307
2023-06-07,312.1549814259476
2023-06-08,314.54075010768696
2023-06-09,334.1653034854685
2023-06-12,329.86030189033744
2023-06-13,324.8324869956976
2023-06-14,321.2174662661259
2023-06-15,330.2021186153143
2023-06-16,342.8797857357951
2023-06-19,340.69618026753403
2023-06-20,354.7908045588208
2023-06-21,347.658796576012
2023-06-22,356.46434000761997
2023-06-23,351.803918847506
2023-06-26,350.8806078555144
2023-06-27,353.9752411662322
2023-06-28,342.2404654363423
2023-06-29,357.91877192828986
2023-06-30,365.69414758965905
2023-07-03,358.4390364431412
2023-07-04,360.89505092578827
2023-07-05,362.05184277136993
2023-07-06,358.26509585159323
2023-07-07,367.9788675063631
2023-07-10,369.74459251651103
2023-07-11,372.4858308229388
2023-07-12,384.53407570850106
2023-07-13,386.26395984646706
2023-07-14,376.86069280805776
2023-07-17,383.96445170237376
2023-07-18,386.8603520885536
2023-07-19,391.66334548494837
2023-07-20,384.2019195113369
2023-07-21,381.1527988464699
2023-07-24,376.4008623879383
2023-07-25,382.6956077319082
2023-07-26,377.71219240277355
2023-07-27,377.35610777100004
2023-07-28,374.0437561048417
2023-07-31,372.76600514318505
2023-08-01,363.90417620521055
2023-08-02,369.9142101249318
