Date,CL
2020-10-30,487.19912199128237
2020-11-02,458.5830481905328
2020-11-03,476.3010568776738
2020-11-04,470.88845436483564
2020-11-05,468.75964749216865
2020-11-06,500.8947109784159
2020-11-09,497.6585840020048
2020-11-10,520.9044250760876
2020-11-11,527.1904671157927
2020-11-12,528.4150080806422
2020-11-13,522.4888535437324
2020-11-16,520.1182008864444
2020-11-17,514.3691966981195
2020-11-18,524.5791379223582
2020-11-19,543.739834724285
2020-11-20,523.4061441497787
2020-11-23,529.0271147921244
2020-11-24,533.1630213187003
2020-11-25,517.606256230916
2020-11-26,513.3997905569616
2020-11-27,500.4244641868988
2020-11-30,498.0730886435748
2020-12-01,503.53547359465256
2020-12-02,512.3352162466379
2020-12-03,503.8028520846339
2020-12-04,477.3675669933456
2020-12-07,493.1532355966875
2020-12-08,474.86317172747556
2020-12-09,472.73664021544533
2020-12-10,473.852406968329
2020-12-11,490.5163984224986
2020-12-14,507.0485666200578
2020-12-15,525.9285273756165
2020-12-16,513.1868007832827
2020-12-17,525.7070596371925
2020-12-18,536.2880598136605
2020-12-21,560.0752440785228
2020-12-22,548.5322264882439
2020-12-23,574.5714404130105
2020-12-24,571.1569731994528
2020-12-25,568.9859135169906
2020-12-28,545.1017099869741
2020-12-29,540.6922108396855
2020-12-30,518.864860125919
2020-12-31,509.9530532864227
2021-01-01,495.2939141266186
2021-01-04,489.60549381826
2021-01-05,463.35530059798646
2021-01-06,456.5180346509143
2021-01-07,455.41195719669224
2021-01-08,450.29815443957955
2021-01-11,452.4055057737925
2021-01-12,430.2186234598259
2021-01-13,427.71901863724304
2021-01-14,422.7774196846944
2021-01-15,412.10320389272596
2021-01-18,408.86095267053
2021-01-19,411.4668560878372
2021-01-20,418.14169930425993
2021-01-21,427.26498943319905
2021-01-22,410.7753570305075
2021-01-25,411.8367107402434
2021-01-26,427.0172570912827
2021-01-27,417.68908565115055
2021-01-28,415.641348638765
2021-01-29,421.5878307358096
2021-02-01,406.92329249147394
2021-02-02,427.34211629749547
2021-02-03,435.0069894721582
2021-02-04,433.39152459096505
2021-02-05,427.0577846806264
2021-02-08,424.6881373431646
2021-02-09,422.5072108480057
2021-02-10,406.11098985254125
2021-02-11,423.198312880872
2021-02-12,430.7975873932926
2021-02-15,426.6504242263495
2021-02-16,445.88929460185494
2021-02-17,454.54238041979477
2021-02-18,451.0495573438207
2021-02-19,441.6456957175584
2021-02-22,416.8151862729095
2021-02-23,421.13974004878673
2021-02-24,437.38953127032033
2021-02-25,434.3000735357873
2021-02-26,428.1363191766933
2021-03-01,424.1701564456472
2021-03-02,415.86290912118227
2021-03-03,420.31421034623395
2021-03-04,425.8592435647704
2021-03-05,414.97702344309704
2021-03-08,421.5652775141709
2021-03-09,429.97758637269095
2021-03-10,435.99392147491943
2021-03-11,427.6573567462768
2021-03-12,421.5536406570589
2021-03-15,458.800917725059
2021-03-16,443.10734310460896
2021-03-17,457.41306352667823
2021-03-18,462.2841866040015
2021-03-19,481.63600410780714
2021-03-22,474.944505506762
2021-03-23,459.05039244996567
2021-03-24,444.1889047079671
2021-03-25,445.25679831265023
2021-03-26,470.99786834535735
2021-03-29,483.65249224401
2021-03-30,455.96771326425915
2021-03-31,465.3742805707993
2021-04-01,466.76091478703177
2021-04-02,481.60427273532423
2021-04-05,472.32021074179806
2021-04-06,445.2360161931248
2021-04-07,432.9338771142158
2021-04-08,441.69297964202303
2021-04-09,423.31094612519064
2021-04-12,411.10545920380105
2021-04-13,394.5998500488284
2021-04-14,386.66417779717386
2021-04-15,385.1136385562241
2021-04-16,382.28134118445024
2021-04-19,389.2791363473497
2021-04-20,389.5167337959005
2021-04-21,382.5496933161098
2021-04-22,395.98518641688355
2021-04-23,404.17006342851573
2021-04-26,395.69441221970527
2021-04-27,385.85465639351963
2021-04-28,395.9355884318829
2021-04-29,387.70557664282467
2021-04-30,381.3931150384775
2021-05-03,375.3859305612096
2021-05-04,380.32992960363265
2021-05-05,370.4271599971724
2021-05-06,374.4499542438023
2021-05-07,384.61516559861286
2021-05-10,384.4952759536766
2021-05-11,376.3281332229794
2021-05-12,378.71180758544455
2021-05-13,402.5275895770384
2021-05-14,384.56696398052566
2021-05-17,378.36430340770875
2021-05-18,372.4100155751376
2021-05-19,378.7450564967323
2021-05-20,365.6196445423803
2021-05-21,371.38549932095447
2021-05-24,373.2759708039854
2021-05-25,376.14753870847596
2021-05-26,370.04926112414216
2021-05-27,364.99199568309
2021-05-28,361.2105015550714
2021-05-31,376.5772415150367
2021-06-01,390.32087845138454
2021-06-02,385.44706365505607
2021-06-03,378.63192044470406
2021-06-04,375.83301756615003
2021-06-07,378.78955185398485
2021-06-08,374.4739449762875
2021-06-09,385.46772908777353
2021-06-10,373.25074231400833
2021-06-11,382.2597644244339
2021-06-14,379.9967083844277
2021-06-15,368.7898384758028
2021-06-16,356.8558125948744
2021-06-17,343.9115333541708
2021-06-18,337.56964364945827
2021-06-21,334.9327688485499
2021-06-22,323.23864574769857
2021-06-23,341.8568895153659
2021-06-24,330.69637029792585
2021-06-25,332.56786395414946
2021-06-28,345.387845625147
2021-06-29,345.996829701219
2021-06-30,339.4774924616901
2021-07-01,344.2640105835364
2021-07-02,351.23053214827894
2021-07-05,353.27055155055683
2021-07-06,362.7624742579284
2021-07-07,353.29247510719495
2021-07-08,350.3838100594541
2021-07-09,365.8947899864148
2021-07-12,365.58269546974054
2021-07-13,372.8521171727517
2021-07-14,393.98309781420073
2021-07-15,393.82661300445585
2021-07-16,387.07784284512246
2021-07-19,373.86559740556294
2021-07-20,369.4206362476052
2021-07-21,375.3502885461599
2021-07-22,373.33681252520455
2021-07-23,358.93022938768195
2021-07-26,345.8008216461812
2021-07-27,340.1691219480748
2021-07-28,327.4004217723782
2021-07-29,319.2461796669589
2021-07-30,304.1803838389126
2021-08-02,305.7442980688934
2021-08-03,300.97795231453296
2021-08-04,302.916499623874
2021-08-05,302.68111060891613
2021-08-06,305.04524976025925
2021-08-09,292.5802260505676
2021-08-10,284.8430287717936
2021-08-11,285.3990059260526
2021-08-12,292.656736659869
2021-08-13,299.20312535412796
2021-08-16,303.99345894779304
2021-08-17,304.7174749813288
2021-08-18,309.66985280620486
2021-08-19,295.43082822908286
2021-08-20,287.8031570016852
2021-08-23,296.35537694779674
2021-08-24,300.02678218382306
2021-08-25,304.1836846105261
2021-08-26,304.0946269613817
2021-08-27,312.91357729448816
2021-08-30,314.79167743218136
2021-08-31,314.8575389042822
2021-09-01,319.9880384900478
2021-09-02,333.11060327961354
2021-09-03,335.55283690963563
2021-09-06,335.2524027779834
2021-09-07,328.8021277046672
2021-09-08,319.5812760262013
2021-09-09,332.44175827351063
2021-09-10,340.7017629128762
2021-09-13,350.57051273114706
2021-09-14,355.2084948745321
2021-09-15,362.2327345491437
2021-09-16,358.80178461680936
2021-09-17,345.32998952042107
2021-09-20,334.34332346671005
2021-09-21,334.3393630942108
2021-09-22,329.16668437081194
2021-09-23,328.03628167303907
2021-09-24,332.68793707704435
2021-09-27,322.4468116345221
2021-09-28,320.4230521056992
2021-09-29,329.93649709945583
2021-09-30,316.8528944840265
2021-10-01,318.1496230414953
2021-10-04,327.7216117077666
2021-10-05,344.9473359164213
2021-10-06,342.8476551586426
2021-10-07,361.31114388086905
2021-10-08,357.95847568500295
2021-10-11,358.2612471270066
2021-10-12,360.1626812311737
2021-10-13,359.2282869870093
2021-10-14,354.38362163533964
2021-10-15,357.2823038668067
2021-10-18,377.5518217460125
2021-10-19,373.7342946968845
2021-10-20,358.98405644876055
2021-10-21,347.6765587867407
2021-10-22,337.717608315539
2021-10-25,344.42473687164784
2021-10-26,335.8933224035078
2021-10-27,337.8462151630553
2021-10-28,338.6675535490639
2021-10-29,325.5262849280167
2021-11-01,317.027543305113
2021-11-02,318.5589076397528
2021-11-03,339.0757037274791
2021-11-04,335.3358475330058
2021-11-05,328.344282851527
2021-11-08,329.84924789785987
2021-11-09,322.17101266041675
2021-11-10,326.28561845146766
2021-11-11,324.2975363498296
2021-11-12,320.4066327240652
2021-11-15,324.0920258218209
2021-11-16,327.60256881969156
2021-11-17,310.6382216351683
2021-11-18,314.2510962965126
2021-11-19,295.3211375202014
2021-11-22,304.6409697089222
2021-11-23,314.4753239221677
2021-11-24,319.05447729868473
2021-11-25,315.1341520229317
2021-11-26,310.4455911553779
2021-11-29,294.8068914954267
2021-11-30,292.3786463110057
2021-12-01,286.62902079103594
2021-12-02,292.6093206989275
2021-12-03,283.8736671976287
2021-12-06,288.81259546620714
2021-12-07,287.242169630955
2021-12-08,301.68912543934215
2021-12-09,297.9271060434537
2021-12-10,303.03470670732133
2021-12-13,302.45250291126973
2021-12-14,305.79777086143247
2021-12-15,307.9686745505226
2021-12-16,307.07395795560853
2021-12-17,315.5129676373404
2021-12-20,313.20159328501614
2021-12-21,313.5146288277311
2021-12-22,319.98703207450217
2021-12-23,317.27667943464394
2021-12-24,304.0304081709823
2021-12-27,294.3985274681998
2021-12-28,296.60551546357374
2021-12-29,307.2567045012832
2021-12-30,309.2812921156549
2021-12-31,294.6460916699416
2022-01-03,280.86594603213706
2022-01-04,279.2280239587308
2022-01-05,269.81117992624087
2022-01-06,274.0505218272549
2022-01-07,269.2982611140453
2022-01-10,271.22415050875213
2022-01-11,266.19542070702755
2022-01-12,273.1059594185074
2022-01-13,277.5473943201001
2022-01-14,288.4731789498733
2022-01-17,290.27320798672525
2022-01-18,285.4277896302247
2022-01-19,281.14958633515215
2022-01-20,275.2753287892887
2022-01-21,280.0792825178923
2022-01-24,279.7526055117882
2022-01-25,286.3172470569164
2022-01-26,279.0250817857785
2022-01-27,266.22210847401124
2022-01-28,262.24561416256404
2022-01-31,269.5610581095417
2022-02-01,273.829774127746
2022-02-02,277.89253585693837
2022-02-03,272.3104052200319
2022-02-04,263.65303159738824
2022-02-07,264.3644634404664
2022-02-08,264.2629330294351
2022-02-09,268.90833931951147
2022-02-10,274.455344218859
2022-02-11,281.1043950387001
2022-02-14,290.18678963064616
2022-02-15,288.31700955436787
2022-02-16,300.4550517037534
2022-02-17,287.2090788425259
2022-02-18,289.88547292878366
2022-02-21,284.27810295584743
2022-02-22,273.7701574057265
2022-02-23,279.09480875767287
2022-02-24,284.08561753772966
2022-02-25,281.78597477754954
2022-02-28,280.8297960875535
2022-03-01,274.4978049772599
2022-03-02,285.80148859226784
2022-03-03,279.30358370853156
2022-03-04,278.9622758398499
2022-03-07,291.87109132905147
2022-03-08,281.74598331735234
2022-03-09,288.1805748926932
2022-03-10,284.56968078837565
2022-03-11,283.51563592027486
2022-03-14,296.08763342408207
2022-03-15,294.22999058127476
2022-03-16,286.0119389065466
2022-03-17,288.0594826662433
2022-03-18,296.05846879281296
2022-03-21,295.1603733119364
2022-03-22,291.8839995709093
2022-03-23,296.0305662993912
2022-03-24,287.38687049663514
2022-03-25,301.35827963725825
2022-03-28,316.1450341562954
2022-03-29,312.7268247445199
2022-03-30,304.65329101504267
2022-03-31,316.49817092058333
2022-04-01,317.44752372721376
2022-04-04,321.5825416317633
2022-04-05,320.9378261743026
2022-04-06,330.0566080366608
2022-04-07,319.40533872431655
2022-04-08,318.11151499823984
2022-04-11,310.5949642825466
2022-04-12,300.61399269639145
2022-04-13,299.79986665826596
2022-04-14,295.8881328676318
2022-04-15,296.4187093417629
2022-04-18,303.17124397241935
2022-04-19,298.9435422615538
2022-04-20,286.2588479316813
2022-04-21,291.0848120287013
2022-04-22,295.2637218788223
2022-04-25,289.0404030523599
2022-04-26,287.29579982393165
2022-04-27,288.10402151381055
2022-04-28,283.9249156233427
2022-04-29,282.73151784124013
2022-05-02,281.0504030915397
2022-05-03,295.54163130148186
2022-05-04,298.91211751507154
2022-05-05,313.82088998161913
2022-05-06,305.7113828966652
2022-05-09,305.7253254638709
2022-05-10,311.61779175388796
2022-05-11,313.3989744559867
2022-05-12,308.12207116151467
2022-05-13,306.69624189505333
2022-05-16,315.0705098878073
2022-05-17,309.10985073647544
2022-05-18,300.60492850947065
2022-05-19,309.1798023793186
2022-05-20,309.9225696819728
2022-05-23,319.62111801476954
2022-05-24,313.7196240645884
2022-05-25,326.476889473598
2022-05-26,319.6278981554239
2022-05-27,310.9343626904881
2022-05-30,319.8238066997567
2022-05-31,316.3728630205174
2022-06-01,311.7304461508253
2022-06-02,307.049274338141
2022-06-03,302.57173545122686
2022-06-06,312.2305840361586
2022-06-07,305.43650804434617
2022-06-08,309.93827611888844
2022-06-09,304.3847956816558
2022-06-10,288.89456360389556
2022-06-13,288.6540308985617
2022-06-14,284.534357818675
2022-06-15,281.2330265089339
2022-06-16,292.8971099658178
2022-06-17,279.91283432278783
2022-06-20,288.45772879211387
2022-06-21,284.0898377013286
2022-06-22,287.5070315173751
2022-06-23,292.21350129042963
2022-06-24,288.8042264374316
2022-06-27,292.00596872516314
2022-06-28,291.1463716083359
2022-06-29,291.9953026724015
2022-06-30,293.9782530696357
2022-07-01,295.22957271355705
2022-07-04,280.974489997386
2022-07-05,285.25226942783775
2022-07-06,269.57458487276847
2022-07-07,263.9757569440393
2022-07-08,256.9075524945755
2022-07-11,266.6870665199472
2022-07-12,265.8528766085234
2022-07-13,265.7675777228786
2022-07-14,266.6769268465591
2022-07-15,260.85850308088493
2022-07-18,266.6391127485943
2022-07-19,269.05212531916646
2022-07-20,273.45538390822503
2022-07-21,277.71860309680227
2022-07-22,277.19922981680713
2022-07-25,283.4383034531838
2022-07-26,284.7832410396636
2022-07-27,288.23485878218895
2022-07-28,274.95253784403906
2022-07-29,273.5268430520545
2022-08-01,275.5761482898037
2022-08-02,277.0906405784417
2022-08-03,272.3843038533197
2022-08-04,283.09557075727264
2022-08-05,279.5677844944401
2022-08-08,278.08663127425393
2022-08-09,272.19920305658144
2022-08-10,262.81037179680754
2022-08-11,269.99811334477454
2022-08-12,260.37844223447536
2022-08-15,274.93738752777165
2022-08-16,277.41181962017663
2022-08-17,271.2909088668018
2022-08-18,263.2879907680534
2022-08-19,253.38734003807002
2022-08-22,263.49276873425777
2022-08-23,275.4761526268077
2022-08-24,279.30281385712414
2022-08-25,277.00312411242805
2022-08-26,276.2368792568448
2022-08-29,281.2135816027558
2022-08-30,280.424320395766
2022-08-31,297.15971912418706
2022-09-01,303.7557771894274
2022-09-02,297.5717919443943
2022-09-05,291.72854671641807
2022-09-06,281.5276858536486
2022-09-07,290.1983165981761
2022-09-08,289.39651137814724
2022-09-09,297.7924190470041
2022-09-12,302.0706673666414
2022-09-13,307.69372951129185
2022-09-14,313.6991758158186
2022-09-15,292.0810128325569
2022-09-16,301.18106543838314
2022-09-19,290.6908606604381
2022-09-20,286.58078318553373
2022-09-21,282.7720757943968
2022-09-22,283.5870789669138
2022-09-23,282.0439130078474
2022-09-26,273.23514104450663
2022-09-27,283.65534086769
2022-09-28,284.22264943534464
2022-09-29,285.61376163988734
2022-09-30,280.4192380668634
2022-10-03,279.1315154441664
2022-10-04,272.84523599898944
2022-10-05,267.4485549978636
2022-10-06,268.02718265172376
2022-10-07,261.13244010584896
2022-10-10,248.52594624445635
2022-10-11,247.07934263534938
2022-10-12,248.26081857994816
2022-10-13,248.5653903453005
2022-10-14,252.64133027792408
2022-10-17,255.9705887606876
2022-10-18,257.1213842100474
2022-10-19,259.1892238571731
2022-10-20,259.51109776498373
2022-10-21,263.1722272196805
2022-10-24,252.29940734602687
2022-10-25,258.0015469395836
2022-10-26,252.36277395923995
2022-10-27,257.44361077227035
2022-10-28,258.53789871637997
2022-10-31,265.90030257302294
2022-11-01,270.40719362070416
2022-11-02,260.67995947031534
2022-11-03,263.9637772720416
2022-11-04,250.91084465546444
2022-11-07,250.08909151985583
2022-11-08,250.77679766316373
2022-11-09,257.3116557956334
2022-11-10,268.2699247474835
2022-11-11,269.4848200394825
2022-11-14,263.14610753689004
2022-11-15,247.92915079613556
2022-11-16,248.0251154703888
2022-11-17,256.10131277141255
2022-11-18,255.2082538485795
2022-11-21,252.2913169409464
2022-11-22,253.4790179248832
2022-11-23,260.755135756338
2022-11-24,255.55367708983124
2022-11-25,243.4329666272789
2022-11-28,247.62419283023462
2022-11-29,248.37834701042303
2022-11-30,242.8863364825249
2022-12-01,240.52131314213804
2022-12-02,229.15706013595457
2022-12-05,225.82649865737022
2022-12-06,230.40554198775598
2022-12-07,234.70457063359962
2022-12-08,238.66950821181473
2022-12-09,241.03701187869984
2022-12-12,245.60141467201706
2022-12-13,249.28065601448753
2022-12-14,249.14294976289824
2022-12-15,250.7983867543322
2022-12-16,254.2757761104283
2022-12-19,253.6125515241293
2022-12-20,253.47335795787723
2022-12-21,263.02025429618635
2022-12-22,259.47513132043
2022-12-23,259.3800323777873
2022-12-26,259.2151886397692
2022-12-27,253.91660641583007
2022-12-28,243.0072672291095
2022-12-29,238.7084295502025
2022-12-30,242.54969496134257
2023-01-02,249.77511071059362
2023-01-03,263.80045001672636
2023-01-04,257.5273809983858
2023-01-05,250.36779895068696
2023-01-06,257.13238799618597
2023-01-09,256.74177876977166
2023-01-10,251.45689655524816
2023-01-11,252.0054314773029
2023-01-12,259.2457477036996
2023-01-13,274.9391403825662
2023-01-16,285.12369848301654
2023-01-17,276.47506910923556
2023-01-18,269.0779887000561
2023-01-19,266.3424271444099
2023-01-20,277.8392084348871
2023-01-23,283.6345261372847
2023-01-24,273.16740319323617
2023-01-25,274.8780350085679
2023-01-26,275.7220081681083
2023-01-27,274.7125601099252
2023-01-30,278.1892711504343
2023-01-31,270.7191629691641
2023-02-01,274.22389769679086
2023-02-02,275.5636015955607
2023-02-03,281.8348160628737
2023-02-06,279.240415309322
2023-02-07,274.93077180293506
2023-02-08,262.9482003675395
2023-02-09,263.41941431353894
2023-02-10,258.9088899454354
2023-02-13,265.3405151769408
2023-02-14,254.4559494070686
2023-02-15,253.25119113335643
2023-02-16,246.10321627840085
2023-02-17,248.79286624096403
2023-02-20,247.63356769389756
2023-02-21,240.70353956400874
2023-02-22,247.34955655167175
2023-02-23,257.09870711948076
2023-02-24,250.32768685877335
2023-02-27,242.4230455935981
2023-02-28,249.13658132407883
2023-03-01,250.38123019304302
2023-03-02,248.62722119864517
2023-03-03,250.2138040142554
2023-03-06,246.31290724743377
2023-03-07,239.77775908990293
2023-03-08,242.4891941223144
2023-03-09,246.4370237928614
2023-03-10,240.48107517414235
2023-03-13,247.29871164383346
2023-03-14,247.08996972825065
2023-03-15,247.68747500671662
2023-03-16,247.65373662465294
2023-03-17,249.12621564429793
2023-03-20,250.19731767411147
2023-03-21,244.75204195354814
2023-03-22,248.4048138490535
2023-03-23,244.14451391997434
2023-03-24,246.25760815882762
2023-03-27,253.34653518391266
2023-03-28,247.86255332540557
2023-03-29,242.42964706789994
2023-03-30,252.3399317127674
2023-03-31,252.42869061187287
2023-04-03,250.8158878997461
2023-04-04,248.95869214378368
2023-04-05,247.06963958772863
2023-04-06,255.83716619034618
2023-04-07,252.08656733580682
2023-04-10,239.42054148525187
2023-04-11,246.1711023847168
2023-04-12,245.46350761233762
2023-04-13,244.17144068853136
2023-04-14,259.61636972913465
2023-04-17,262.2821841530684
2023-04-18,258.1249384676906
2023-04-19,254.0837334980966
2023-04-20,257.2060815144856
2023-04-21,248.05799241924595
2023-04-24,243.0904613777718
2023-04-25,240.44425946363805
2023-04-26,224.69630338776685
2023-04-27,219.55712665010742
2023-04-28,214.54440892572293
2023-05-01,218.44720355184427
2023-05-02,211.0774368222657
2023-05-03,200.19332492972723
2023-05-04,201.34889094890192
2023-05-05,201.80564411710188
2023-05-08,201.02060539284557
2023-05-09,195.05693616602971
2023-05-10,201.30462470002556
2023-05-11,205.6097728542358
2023-05-12,207.08636452961093
2023-05-15,211.4565394926773
2023-05-16,217.4539248193105
2023-05-17,218.3088574965136
2023-05-18,218.28092716198168
2023-05-19,227.33658326651658
2023-05-22,230.12247372126978
2023-05-23,232.80876826177354
2023-05-24,238.55102560188502
2023-05-25,237.12188273310176
2023-05-26,237.42475043177134
2023-05-29,241.0266000896546
2023-05-30,235.09794895897133
2023-05-31,233.26224076230739
2023-06-01,229.8696336195017
2023-06-02,231.08962547662378
2023-06-05,233.22257865955402
2023-06-06,229.16548238233628
2023-06-07,227.63418351989014
2023-06-08,228.16467851940996
2023-06-09,228.98405915657415
2023-06-12,237.63124401552756
2023-06-13,232.76216580803825
2023-06-14,234.96241081303705
2023-06-15,239.7422759318604
2023-06-16,242.04943419708968
2023-06-19,249.44434578131944
2023-06-20,234.9589514899037
2023-06-21,235.73957678238065
2023-06-22,240.86898061494765
2023-06-23,238.39475935052528
2023-06-26,238.4018201216475
2023-06-27,246.46181143348574
2023-06-28,242.1642559486668
2023-06-29,248.42355685173646
2023-06-30,243.26204112338394
2023-07-03,244.2876490024575
2023-07-04,247.84026962712085
2023-07-05,253.91040776459434
2023-07-06,254.59981732515263
2023-07-07,251.1771698044688
2023-07-10,262.30948409921984
2023-07-11,247.11219342284778
2023-07-12,255.45642473250075
2023-07-13,246.71181772295137
2023-07-14,250.69248211698533
2023-07-17,246.34364096750602
2023-07-18,254.63714706424074
2023-07-19,249.9984232619162
2023-07-20,241.07980666324198
2023-07-21,248.9762477900123
2023-07-24,243.03357440092697
2023-07-25,246.75590502479406
2023-07-26,241.7385514594073
2023-07-27,239.6745018695772
2023-07-28,245.815224493604
2023-07-31,237.81946090813815
2023-08-01,227.84209370722806
