Date,LLY
2020-05-26,380.83080645171754
2020-05-27,380.08111035706264
2020-05-28,375.82667036546496
2020-05-29,377.4531036727587
2020-06-01,380.6183916829497
2020-06-02,375.0336536966645
2020-06-03,370.1223242802217
2020-06-04,369.4918199037337
2020-06-05,383.3264256708932
2020-06-08,378.46400205620375
2020-06-09,382.6189135515223
2020-06-10,388.7291943006914
2020-06-11,387.5292857198661
2020-06-12,389.32393211987545
2020-06-15,394.11499940424426
2020-06-16,400.7528795051231
2020-06-17,393.63694886717263
2020-06-18,394.63448656046785
2020-06-19,395.9352970804051
2020-06-22,396.14326806362976
2020-06-23,403.79571083097846
2020-06-24,394.1558033343258
2020-06-25,400.7380384512294
2020-06-26,396.62871494719445
2020-06-29,399.80024778560704
2020-06-30,398.18516477908105
2020-07-01,400.41533300487146
2020-07-02,410.16459130702765
2020-07-03,414.75383126601804
2020-07-06,427.7628449974666
2020-07-07,417.51856370804745
2020-07-08,421.5268777580021
2020-07-09,422.7544623777871
2020-07-10,421.7577124101329
2020-07-13,419.6257259218461
2020-07-14,410.52105377883
2020-07-15,422.8446226362856
2020-07-16,420.7613458351682
2020-07-17,429.3107333136156
2020-07-20,422.7146933251561
2020-07-21,420.18221125521376
2020-07-22,423.5381961879439
2020-07-23,418.9414297890411
2020-07-24,411.7408041716986
2020-07-27,407.99547570852593
2020-07-28,414.4640707664706
2020-07-29,430.47982023715167
2020-07-30,427.62995736017155
2020-07-31,425.97379480089984
2020-08-03,418.05512585060114
2020-08-04,428.11624718917443
2020-08-05,428.38555571740767
2020-08-06,436.79705813200377
2020-08-07,435.63146004730464
2020-08-10,424.8793587654381
2020-08-11,429.77888108701484
2020-08-12,430.18800529119653
2020-08-13,423.7390353051864
2020-08-14,427.3039488698288
2020-08-17,435.186926539836
2020-08-18,423.57679070259616
2020-08-19,421.02898934361053
2020-08-20,419.31491848839386
2020-08-21,415.7890658429013
2020-08-24,419.9674692482728
2020-08-25,419.9022118866487
2020-08-26,423.8100958206771
2020-08-27,418.3437465787654
2020-08-28,410.3275984724593
2020-08-31,407.5243704602492
2020-09-01,413.3934385607594
2020-09-02,416.5257440515852
2020-09-03,394.55627406430034
2020-09-04,393.3170520046383
2020-09-07,401.84397979912626
2020-09-08,401.4144620533699
2020-09-09,405.6998058433431
2020-09-10,400.5640010526896
2020-09-11,389.382862031647
2020-09-14,390.90673393200603
2020-09-15,388.4893946470548
2020-09-16,385.8276273135066
2020-09-17,392.27256394608384
2020-09-18,376.8399414364684
2020-09-21,372.7717472022955
2020-09-22,369.72029365101434
2020-09-23,377.0322215439304
2020-09-24,360.0404629555497
2020-09-25,365.70664417927384
2020-09-28,358.7365692692422
2020-09-29,355.84006239262055
2020-09-30,365.045589025008
2020-10-01,381.7869177729565
2020-10-02,376.0048987531473
2020-10-05,373.3855327275735
2020-10-06,365.89811230774086
2020-10-07,363.42540538060854
2020-10-08,364.908286740641
2020-10-09,367.179327602924
2020-10-12,365.47354175653146
2020-10-13,367.4493878069827
2020-10-14,363.04394085844956
2020-10-15,360.9783747155453
2020-10-16,358.5417961119877
2020-10-19,358.33533060839403
2020-10-20,360.3933027974188
2020-10-21,362.46887935110834
2020-10-22,376.74878242441173
2020-10-23,379.9272249225014
2020-10-26,385.82856878753006
2020-10-27,387.4914676008812
2020-10-28,398.13879748628347
2020-10-29,401.0314234888671
2020-10-30,397.69678419876556
2020-11-02,387.7812561307286
2020-11-03,399.50935739297825
2020-11-04,401.23714877230674
2020-11-05,408.1353617770497
2020-11-06,406.49295461726615
2020-11-09,405.12793333866244
2020-11-10,401.23049089621935
2020-11-11,395.57535988416214
2020-11-12,385.95470595243387
2020-11-13,400.42763679932744
2020-11-16,389.7593129278143
2020-11-17,386.61817794113324
2020-11-18,378.62379178083654
2020-11-19,385.5756448938137
2020-11-20,385.27903807954254
2020-11-23,382.68114419401
2020-11-24,398.58921221286545
2020-11-25,396.10938554606105
2020-11-26,409.49007963157885
2020-11-27,408.05669613354155
2020-11-30,397.8419419218306
2020-12-01,392.3826712014967
2020-12-02,385.3133055974919
2020-12-03,381.65892816374054
2020-12-04,379.5194050510573
2020-12-07,378.51505137439705
2020-12-08,376.74204474362165
2020-12-09,366.1556331833107
2020-12-10,359.4872833378992
2020-12-11,348.56718393201083
2020-12-14,345.82939668477957
2020-12-15,343.8955313543664
2020-12-16,339.9344308482269
2020-12-17,344.3975849938353
2020-12-18,337.16246781624744
2020-12-21,335.3489798389938
2020-12-22,327.460627276355
2020-12-23,320.54664266990824
2020-12-24,308.7449537665432
2020-12-25,320.65350585769943
2020-12-28,319.48110663368533
2020-12-29,313.9095875942805
2020-12-30,313.01476009940546
2020-12-31,308.46430202122434
2021-01-01,302.9625375121196
2021-01-04,299.1481142335263
2021-01-05,301.30952080359725
2021-01-06,302.5464850214737
2021-01-07,299.4527455532492
2021-01-08,303.00092885329866
2021-01-11,310.34771890563275
2021-01-12,312.06449768404184
2021-01-13,318.1829998218886
2021-01-14,317.96121844770846
2021-01-15,321.84113089921357
2021-01-18,320.9430261984864
2021-01-19,308.35145874015467
2021-01-20,302.75062484869136
2021-01-21,301.43983168595935
2021-01-22,302.1843423473519
2021-01-25,302.38048485744764
2021-01-26,303.3713454762633
2021-01-27,300.6712189921903
2021-01-28,307.749203229818
2021-01-29,310.2553214126155
2021-02-01,311.29514891357474
2021-02-02,305.98842069170655
2021-02-03,303.9859783727042
2021-02-04,299.05736391644945
2021-02-05,302.07611759117583
2021-02-08,296.31064834804073
2021-02-09,302.6371367550817
2021-02-10,302.71628635232656
2021-02-11,301.0845145097938
2021-02-12,306.7955170621532
2021-02-15,311.1687665223776
2021-02-16,308.2454605369624
2021-02-17,308.95654508690023
2021-02-18,316.3232556187411
2021-02-19,324.4472129708006
2021-02-22,318.0084125801423
2021-02-23,324.2266103320135
2021-02-24,316.8628480752001
2021-02-25,312.7102617964153
2021-02-26,310.10174275411936
2021-03-01,314.2547898755852
2021-03-02,314.0750204679624
2021-03-03,306.3989101396793
2021-03-04,308.78806478889277
2021-03-05,307.29438851941217
2021-03-08,305.0896801531753
2021-03-09,303.99187311309754
2021-03-10,303.384307999565
2021-03-11,311.0253717694868
2021-03-12,319.02601860338433
2021-03-15,323.85265272783283
2021-03-16,322.2856231921261
2021-03-17,327.7315886198589
2021-03-18,326.60883596579214
2021-03-19,335.35632202370346
2021-03-22,334.215985303476
2021-03-23,342.9576911413757
2021-03-24,341.77433220568497
2021-03-25,342.57756578187065
2021-03-26,347.372502549756
2021-03-29,345.8028420296938
2021-03-30,345.24745193465805
2021-03-31,344.26414269983945
2021-04-01,335.0414591570033
2021-04-02,333.1821478554397
2021-04-05,328.53483968269757
2021-04-06,331.2244408883101
2021-04-07,339.52054237354776
2021-04-08,330.3922925735953
2021-04-09,329.47559785296943
2021-04-12,325.91359375263966
2021-04-13,317.39683387437947
2021-04-14,315.73209184479356
2021-04-15,316.48230992283237
2021-04-16,319.3741598736511
2021-04-19,318.0461988450538
2021-04-20,318.5357425834821
2021-04-21,324.3998968423296
2021-04-22,339.76826239448985
2021-04-23,346.9497238979504
2021-04-26,348.80203710675306
2021-04-27,357.4648614816441
2021-04-28,353.69584712002245
2021-04-29,358.2870849622095
2021-04-30,351.3425364929925
2021-05-03,342.66441085233504
2021-05-04,350.29552307432954
2021-05-05,341.5519038179543
2021-05-06,348.32863485077974
2021-05-07,348.7047752088459
2021-05-10,346.31612608605354
2021-05-11,348.11634767861534
2021-05-12,353.8450610331575
2021-05-13,351.93286840251477
2021-05-14,352.1788528510458
2021-05-17,353.2211633820919
2021-05-18,353.7433784798981
2021-05-19,357.727417689245
2021-05-20,351.80653070857477
2021-05-21,362.1366757031434
2021-05-24,356.62549427301093
2021-05-25,368.0399846759913
2021-05-26,360.90068031322744
2021-05-27,365.12421457973244
2021-05-28,353.68760985642047
2021-05-31,352.9183029707766
2021-06-01,355.36648537132504
2021-06-02,352.8787581947969
2021-06-03,359.82005583681956
2021-06-04,358.23856096791695
2021-06-07,363.5248431790061
2021-06-08,358.32621180314106
2021-06-09,359.585850794202
2021-06-10,360.28981888346067
2021-06-11,360.3810573177917
2021-06-14,364.0050814157395
2021-06-15,367.7573817911512
2021-06-16,372.6334780095268
2021-06-17,368.44961285926564
2021-06-18,376.2455737248882
2021-06-21,369.67884274669905
2021-06-22,374.99303981927096
2021-06-23,370.194606796638
2021-06-24,379.4576606157305
2021-06-25,381.2382304193669
2021-06-28,386.36080578169367
2021-06-29,398.4668550570441
2021-06-30,399.3321386708467
2021-07-01,400.543707346894
2021-07-02,406.88077106915887
2021-07-05,399.40721458438077
2021-07-06,394.08921128534723
2021-07-07,381.8779174202405
2021-07-08,393.90475466285494
2021-07-09,390.36852928710977
2021-07-12,392.0734126170472
2021-07-13,390.10230746449844
2021-07-14,394.3778327749548
2021-07-15,395.3928721930807
2021-07-16,397.90026417404135
2021-07-19,401.993523217447
2021-07-20,396.0681633595936
2021-07-21,388.7260904580184
2021-07-22,384.33953838800863
2021-07-23,371.4587511294575
2021-07-26,379.53452141721397
2021-07-27,380.0390554883845
2021-07-28,379.0722860323239
2021-07-29,378.4340780607854
2021-07-30,375.41879979744266
2021-08-02,387.1851084492581
2021-08-03,379.481711478019
2021-08-04,382.35862534207183
2021-08-05,379.65856485725374
2021-08-06,379.8464694379063
2021-08-09,369.7216619461181
2021-08-10,373.3096799345146
2021-08-11,379.52543390758444
2021-08-12,374.1974999541706
2021-08-13,379.7168938195141
2021-08-16,383.5060814647799
2021-08-17,381.81218339922395
2021-08-18,395.4432867644155
2021-08-19,390.8233432610048
2021-08-20,394.37094841892883
2021-08-23,389.3930481203796
2021-08-24,381.29935990960763
2021-08-25,382.03582955424054
2021-08-26,377.3245800561408
2021-08-27,384.6919885181526
2021-08-30,391.94853364483936
2021-08-31,393.94655791552435
2021-09-01,397.59596188481754
2021-09-02,400.94010942845983
2021-09-03,395.71447016550275
2021-09-06,381.4254455025498
2021-09-07,385.5292881085413
2021-09-08,389.9086731370751
2021-09-09,394.9436371851638
2021-09-10,388.94745007348706
2021-09-13,390.43038507242676
2021-09-14,384.2362999441784
2021-09-15,380.21064381358786
2021-09-16,377.2726457871974
2021-09-17,375.410245732416
2021-09-20,368.5045645715936
2021-09-21,370.71905692987144
2021-09-22,361.52554459685643
2021-09-23,365.42229765200346
2021-09-24,378.7998772590291
2021-09-27,386.59295475087083
2021-09-28,386.07096442809086
2021-09-29,386.60291330406073
2021-09-30,385.61844955734455
2021-10-01,382.78122125112105
2021-10-04,386.16759600129944
2021-10-05,374.7455352089061
2021-10-06,369.8323119940595
2021-10-07,374.3739941526305
2021-10-08,374.53622769699143
2021-10-11,370.0057829132126
2021-10-12,364.68478329418065
2021-10-13,374.6583193739848
2021-10-14,361.0135910473941
2021-10-15,362.7371578415409
2021-10-18,364.39694346899614
2021-10-19,356.86471127033474
2021-10-20,358.29654818134617
2021-10-21,352.0907751510457
2021-10-22,352.0019659862068
2021-10-25,357.57328176764855
2021-10-26,346.0208412168533
2021-10-27,355.9514690516636
2021-10-28,362.5249937926476
2021-10-29,359.10460939295484
2021-11-01,357.49394104787774
2021-11-02,361.11308666069704
2021-11-03,356.1492660674305
2021-11-04,369.0041617971716
2021-11-05,351.52513211243286
2021-11-08,344.8318433895304
2021-11-09,352.6574512271035
2021-11-10,349.9405477722138
2021-11-11,356.11405403794714
2021-11-12,347.6251668956412
2021-11-15,347.7009735443357
2021-11-16,343.5822938667008
2021-11-17,343.5096775314687
2021-11-18,342.2086444670787
2021-11-19,347.7476275438927
2021-11-22,353.81202000483387
2021-11-23,349.83603885435474
2021-11-24,349.47461447939236
2021-11-25,341.16627871615094
2021-11-26,340.1483114025967
2021-11-29,341.6395797232505
2021-11-30,347.6936416086203
2021-12-01,354.61562396820494
2021-12-02,351.40454470838637
2021-12-03,351.7999602202884
2021-12-06,352.7256288815604
2021-12-07,346.77744336666484
2021-12-08,353.2964825116567
2021-12-09,366.00803935332084
2021-12-10,362.177604793311
2021-12-13,356.77083412377
2021-12-14,357.29830547644036
2021-12-15,349.218613871321
2021-12-16,350.0819273934434
2021-12-17,358.1949204922748
2021-12-20,350.7569552757219
2021-12-21,351.9864919187759
2021-12-22,342.337036863311
2021-12-23,347.8274405381531
2021-12-24,342.19626842332366
2021-12-27,343.1780815996015
2021-12-28,350.64206353141236
2021-12-29,343.1981095823584
2021-12-30,339.23585418597554
2021-12-31,335.41882772830064
2022-01-03,344.14270102206086
2022-01-04,350.45569375195356
2022-01-05,344.98024543480545
2022-01-06,340.77533298093647
2022-01-07,338.4946930349904
2022-01-10,329.8530301194576
2022-01-11,326.1418004158709
2022-01-12,323.62718651051097
2022-01-13,315.59213333521956
2022-01-14,317.3691054425274
2022-01-17,311.7085068361664
2022-01-18,308.94671734093157
2022-01-19,303.8582905443604
2022-01-20,304.86449373780795
2022-01-21,307.1728155403006
2022-01-24,307.52929815899256
2022-01-25,301.318968257523
2022-01-26,309.76414744859477
2022-01-27,308.94420808012023
2022-01-28,309.9404813870006
2022-01-31,298.1082532998298
2022-02-01,300.93773901918456
2022-02-02,302.88288660892016
2022-02-03,302.6683769161342
2022-02-04,304.8647842293309
2022-02-07,302.27705647096184
2022-02-08,299.83550982520893
2022-02-09,289.9885831701782
2022-02-10,285.0236682630185
2022-02-11,285.16679284269526
2022-02-14,282.32615700650194
2022-02-15,280.36576921721837
2022-02-16,288.6206093872517
2022-02-17,295.8430765965902
2022-02-18,297.84799856073425
2022-02-21,299.7029416364988
2022-02-22,303.2407089689268
2022-02-23,306.7512239123991
2022-02-24,313.0407661634242
2022-02-25,314.8691927639805
2022-02-28,317.78167282878843
2022-03-01,315.99243285739095
2022-03-02,314.3227600334758
2022-03-03,320.3440308298112
2022-03-04,319.90810675521413
2022-03-07,318.94502427174285
2022-03-08,310.1504791678468
2022-03-09,314.34477218252727
2022-03-10,310.50912655948184
2022-03-11,309.33455006065196
2022-03-14,312.81144028356994
2022-03-15,318.08035008725756
2022-03-16,309.91245285056357
2022-03-17,309.0353617162794
2022-03-18,310.95259396134406
2022-03-21,318.20359276906555
2022-03-22,313.8764494997701
2022-03-23,312.4393757628541
2022-03-24,317.5478314065696
2022-03-25,323.0728747745146
2022-03-28,309.76775046047214
2022-03-29,310.3448700498072
2022-03-30,316.0092399592284
2022-03-31,319.63727196142315
2022-04-01,322.17618017723964
2022-04-04,334.4776145167459
2022-04-05,339.8517011872063
2022-04-06,338.97813916794445
2022-04-07,347.3809640403017
2022-04-08,338.19063646223975
2022-04-11,340.9632153622773
2022-04-12,332.6175928611511
2022-04-13,333.07477144462024
2022-04-14,337.50104939848313
2022-04-15,334.3184971346791
2022-04-18,329.0336731181311
2022-04-19,325.2733916558724
2022-04-20,321.7199049095182
2022-04-21,329.5698343404017
2022-04-22,333.5813390531206
2022-04-25,335.548947960767
2022-04-26,330.13040500682365
2022-04-27,335.3486857347929
2022-04-28,330.9093473948154
2022-04-29,331.53944421836536
2022-05-02,326.38249169486136
2022-05-03,327.8184069263268
2022-05-04,333.5751441373282
2022-05-05,337.694467150746
2022-05-06,336.2648154045647
2022-05-09,340.2892450252867
2022-05-10,347.31787885648725
2022-05-11,347.29387043565487
2022-05-12,342.56208945205145
2022-05-13,347.62270489127263
2022-05-16,346.59443351428547
2022-05-17,355.48608465660107
2022-05-18,360.55147769849776
2022-05-19,358.14354364351306
2022-05-20,355.14658168677227
2022-05-23,360.03728659834826
2022-05-24,361.5845548299887
2022-05-25,373.15020442535604
2022-05-26,366.29546238103114
2022-05-27,370.44621036511484
2022-05-30,377.1439843801619
2022-05-31,394.026456740912
2022-06-01,390.21658674974765
2022-06-02,373.8508615336242
2022-06-03,378.48514644191573
2022-06-06,365.9172019002388
2022-06-07,369.51776160482143
2022-06-08,363.9494740634361
2022-06-09,370.01666778763627
2022-06-10,363.3634450578113
2022-06-13,350.60493255528326
2022-06-14,358.2147007108314
2022-06-15,364.41810687153003
2022-06-16,352.6458016458022
2022-06-17,358.86024141305614
2022-06-20,349.2248099721119
2022-06-21,353.920037617088
2022-06-22,360.0578794359846
2022-06-23,360.4799988010713
2022-06-24,362.539469803755
2022-06-27,358.34512698934265
2022-06-28,350.09636814572775
2022-06-29,344.5782000048124
2022-06-30,353.6846011498608
2022-07-01,344.30014971472957
2022-07-04,346.9618819243981
2022-07-05,337.95671399761363
2022-07-06,331.9406528092232
2022-07-07,336.8307627695719
2022-07-08,328.6970783696933
2022-07-11,322.09999534904716
2022-07-12,325.578050157031
2022-07-13,323.2904990522643
2022-07-14,327.5621221979776
2022-07-15,331.14873976748504
2022-07-18,335.8433090126136
2022-07-19,332.8675604447894
2022-07-20,346.63966529864587
2022-07-21,357.8595456495586
2022-07-22,360.34997484399383
2022-07-25,374.017079155076
2022-07-26,395.5996832261987
2022-07-27,404.51353527176354
2022-07-28,398.6112907142937
2022-07-29,397.5403171947737
2022-08-01,400.70653712575375
2022-08-02,397.66966824939317
2022-08-03,398.0796548511541
2022-08-04,400.8747650963807
2022-08-05,397.81171347734977
2022-08-08,396.4464477499142
2022-08-09,404.38240694315124
2022-08-10,410.23670527110147
2022-08-11,428.48689824850317
2022-08-12,428.3537430649623
2022-08-15,438.2390229485183
2022-08-16,440.2916496005744
2022-08-17,428.53010873181574
2022-08-18,421.79514079870876
2022-08-19,418.1274598531714
2022-08-22,431.065025361233
2022-08-23,430.43481223701076
2022-08-24,434.0248871582545
2022-08-25,421.99802414091295
2022-08-26,404.56805956672474
2022-08-29,402.2201937064218
2022-08-30,407.1987713320555
2022-08-31,404.3338039596939
2022-09-01,399.771774362204
2022-09-02,405.55583302966636
2022-09-05,400.4035106164404
2022-09-06,394.82679281131146
2022-09-07,397.95317796889105
2022-09-08,402.6579557817947
2022-09-09,398.78423791367123
2022-09-12,394.83839528728487
2022-09-13,382.4269485355013
2022-09-14,381.53464457872855
2022-09-15,389.3045008303219
2022-09-16,391.67480709514774
2022-09-19,389.90571930958714
2022-09-20,393.80667794929474
2022-09-21,378.44736579379685
2022-09-22,376.2905060567907
2022-09-23,366.4732006187022
2022-09-26,367.21878689844476
2022-09-27,363.6132779964497
2022-09-28,362.29450678904374
2022-09-29,371.3750360572965
2022-09-30,383.2260070653389
2022-10-03,385.98163228889416
2022-10-04,386.7010569245111
2022-10-05,381.1974353536603
2022-10-06,369.18534081024035
2022-10-07,366.27454767208707
2022-10-10,366.2775069132586
2022-10-11,360.62103265839346
2022-10-12,363.6781969240344
2022-10-13,367.02732497001165
2022-10-14,372.38334162292773
2022-10-17,372.02790080723764
2022-10-18,378.76287541495793
2022-10-19,382.2424197724619
2022-10-20,384.7140228800731
2022-10-21,379.77315857285197
2022-10-24,377.82799749968444
2022-10-25,391.5541197566172
2022-10-26,404.517294219035
2022-10-27,415.68551129954903
2022-10-28,422.1591949146667
2022-10-31,414.3944095504804
2022-11-01,415.9227614521742
2022-11-02,416.4367668068926
2022-11-03,421.780214852949
2022-11-04,402.14688565178517
2022-11-07,396.82362568078247
2022-11-08,404.7201267331653
2022-11-09,405.12903796872536
2022-11-10,404.55991556291093
2022-11-11,400.5600492770056
2022-11-14,409.5013011915077
2022-11-15,404.16307470214656
2022-11-16,398.3368975518723
2022-11-17,403.22602413071473
2022-11-18,399.95249373744565
2022-11-21,407.08928134549313
2022-11-22,421.4345076902355
2022-11-23,420.12523077364955
2022-11-24,411.2517062157247
2022-11-25,405.8569321719972
2022-11-28,405.7480501999946
2022-11-29,405.26516177389533
2022-11-30,409.1056126119146
2022-12-01,409.721452876287
2022-12-02,412.1739865631207
2022-12-05,415.8900134745848
2022-12-06,413.69106859559406
2022-12-07,414.603684048427
2022-12-08,407.76540160725716
2022-12-09,408.90380316403156
2022-12-12,413.44384199494795
2022-12-13,412.0258309407111
2022-12-14,414.8804596226199
2022-12-15,411.3431772503194
2022-12-16,396.4467054063331
2022-12-19,395.5765636520288
2022-12-20,402.77418802959255
2022-12-21,395.543059680735
2022-12-22,396.638473992093
2022-12-23,387.98421914609315
2022-12-26,391.2996160128933
2022-12-27,380.67862811115066
2022-12-28,391.10545983141554
2022-12-29,391.99030029813827
2022-12-30,391.1157827517087
2023-01-02,388.011824504066
2023-01-03,393.90065866837125
2023-01-04,394.517521013488
2023-01-05,385.4379460885944
2023-01-06,383.62306968423695
2023-01-09,392.9583716697949
2023-01-10,390.3881817683313
2023-01-11,394.9502738058322
2023-01-12,396.4658746037829
2023-01-13,394.42961693808564
2023-01-16,392.4598855091675
2023-01-17,388.73367029074575
2023-01-18,398.0163710551273
2023-01-19,411.894616865299
2023-01-20,396.6059900296073
2023-01-23,388.8270076002495
2023-01-24,386.3784810110267
2023-01-25,394.6901747385613
2023-01-26,393.88935673241923
2023-01-27,390.3582338330408
2023-01-30,393.8891869407423
2023-01-31,387.18529804073495
2023-02-01,382.56539826154057
2023-02-02,385.8017883478468
2023-02-03,382.57547124537604
2023-02-06,379.06156670288715
2023-02-07,375.2134361447709
2023-02-08,378.5950182386731
2023-02-09,376.84226709361445
2023-02-10,371.7303072330636
2023-02-13,370.8369220536723
2023-02-14,373.748868542639
2023-02-15,367.1498056930733
2023-02-16,353.20677170976296
2023-02-17,352.75406760163025
2023-02-20,350.12442658588697
2023-02-21,345.28305578441604
2023-02-22,346.3740422625721
2023-02-23,343.42274046664227
2023-02-24,355.230277163783
2023-02-27,352.21657640053394
2023-02-28,355.32593907065575
2023-03-01,361.3955356450291
2023-03-02,374.51585291827826
2023-03-03,372.8584344350367
2023-03-06,387.9899434086232
2023-03-07,374.6544770571918
2023-03-08,384.8496912361093
2023-03-09,387.4997855186674
2023-03-10,378.84060536550055
2023-03-13,368.2341481956033
2023-03-14,368.73251984585175
2023-03-15,371.93456981346753
2023-03-16,379.311954043909
2023-03-17,380.31592172222673
2023-03-20,371.46121032999207
2023-03-21,369.71395687351617
2023-03-22,358.8069321226844
2023-03-23,358.18064531848864
2023-03-24,369.3226090355621
2023-03-27,378.0669086789468
2023-03-28,373.5506512207217
2023-03-29,384.7899024169026
2023-03-30,381.1151127716874
2023-03-31,389.45166412639253
2023-04-03,383.6932866372078
2023-04-04,373.60043949363217
2023-04-05,365.8815775659057
2023-04-06,370.0181417790373
2023-04-07,363.12139360558604
2023-04-10,367.9200699272446
2023-04-11,370.1722284538175
2023-04-12,375.26284234537644
2023-04-13,375.93090354307134
2023-04-14,368.04225454676407
2023-04-17,358.905759370981
2023-04-18,365.3821148786786
2023-04-19,375.18075839666795
2023-04-20,380.5422376014021
2023-04-21,373.96629501419886
2023-04-24,360.67622233764297
2023-04-25,358.6389309931661
2023-04-26,367.79010217544055
2023-04-27,357.12754358174266
2023-04-28,347.50785194500565
2023-05-01,349.32951750836145
2023-05-02,354.01670224465806
2023-05-03,352.99439045382974
2023-05-04,350.9808896315073
2023-05-05,346.71496042212294
2023-05-08,360.41576667727617
2023-05-09,365.3518827482476
2023-05-10,377.87756651642917
2023-05-11,372.1419992573589
2023-05-12,369.32215565152626
2023-05-15,365.1684839547718
2023-05-16,365.2213460885343
2023-05-17,354.6943679360533
2023-05-18,346.60691127317426
2023-05-19,347.686627028786
2023-05-22,353.6028568380969
2023-05-23,361.50808453577434
2023-05-24,358.8369238471096
2023-05-25,354.8408092498428
2023-05-26,353.0105351218537
2023-05-29,342.7364563172087
2023-05-30,343.00971801791263
2023-05-31,347.5561774422575
2023-06-01,347.67200575480973
2023-06-02,354.8461725398385
2023-06-05,362.42271298353603
2023-06-06,354.98522760526765
2023-06-07,354.65899571666216
2023-06-08,350.2217907574459
2023-06-09,340.8763691300907
2023-06-12,339.1120691876293
2023-06-13,340.0087053089391
2023-06-14,328.80834608865075
2023-06-15,328.2393397921302
2023-06-16,322.38724107801943
2023-06-19,325.17068375115304
2023-06-20,326.80841526404555
2023-06-21,325.52038172512323
2023-06-22,324.35643445282096
2023-06-23,333.3057372505087
2023-06-26,333.84206146663826
2023-06-27,331.3996105372023
2023-06-28,328.5441167159811
2023-06-29,320.9807809456556
2023-06-30,319.76590032578576
2023-07-03,314.9178068886509
2023-07-04,313.46644218945835
2023-07-05,326.36139444102656
2023-07-06,333.1327673891145
2023-07-07,323.50185266946255
2023-07-10,321.1303234047477
2023-07-11,306.7752429853525
2023-07-12,301.6400357382863
2023-07-13,301.8448416161268
2023-07-14,311.2992979231364
2023-07-17,309.64500759010394
2023-07-18,312.7021689401253
2023-07-19,306.8082326868163
2023-07-20,299.6753953975396
2023-07-21,296.14020819534085
2023-07-24,296.60705210523565
2023-07-25,291.16212514775935
2023-07-26,296.9096584867916
2023-07-27,293.90223021345247
2023-07-28,293.93454346617426
2023-07-31,299.96589094616075
2023-08-01,304.13761516038227
