Date,DD
2023-03-07,193.86177628126973
2023-03-08,194.2890395936608
2023-03-09,200.99689035003627
2023-03-10,197.5872907912279
2023-03-13,203.19681448586434
2023-03-14,200.4629963509212
2023-03-15,198.0461307390199
2023-03-16,196.39248293949763
2023-03-17,196.78299750015347
2023-03-20,194.6328590738492
2023-03-21,194.43879532353475
2023-03-22,199.35814013661664
2023-03-23,203.5857692812188
2023-03-24,202.9323720776204
2023-03-27,200.13341655913484
2023-03-28,195.63880144297633
2023-03-29,195.37294210421467
2023-03-30,195.61691950449034
2023-03-31,194.683950952325
2023-04-03,189.90015472713475
2023-04-04,191.07029813661921
2023-04-05,189.37455134869123
2023-04-06,184.48192254975874
2023-04-07,182.64496154853052
2023-04-10,180.99754564864253
2023-04-11,178.4856683222733
2023-04-12,178.04087901042072
2023-04-13,179.5347230098612
2023-04-14,178.68198623560681
2023-04-17,182.23349248491772
2023-04-18,188.20288473819437
2023-04-19,189.21016285439907
2023-04-20,190.35813892933967
2023-04-21,192.45788187573115
2023-04-24,191.93200469046937
2023-04-25,186.28060028471825
2023-04-26,187.9007551527696
2023-04-27,191.67383972354847
2023-04-28,186.39732809220067
2023-05-01,190.2055098499121
2023-05-02,184.78828002045182
2023-05-03,190.32057737465118
2023-05-04,189.4783173654393
2023-05-05,191.64515001781893
2023-05-08,190.53644573095696
2023-05-09,187.7035715878334
2023-05-10,190.97555405251904
2023-05-11,191.36542416475388
2023-05-12,194.6668970358591
2023-05-15,198.8657261411173
2023-05-16,198.1026648776068
2023-05-17,202.09583221739155
2023-05-18,197.13777063474595
2023-05-19,200.6443810810143
2023-05-22,198.4507693325948
2023-05-23,196.6578121880413
2023-05-24,203.33230447415121
2023-05-25,197.18842880117222
2023-05-26,194.93367130910272
2023-05-29,192.44345623121745
2023-05-30,191.70928361374783
2023-05-31,193.86471889274605
2023-06-01,195.41798791366907
2023-06-02,196.06228565659865
2023-06-05,193.47015232407398
2023-06-06,195.7002103872388
2023-06-07,191.3059847665322
2023-06-08,188.20166088411872
2023-06-09,188.75219817222592
2023-06-12,197.22123983009672
2023-06-13,197.88750256284038
2023-06-14,199.35412455358713
2023-06-15,206.59497384107095
2023-06-16,211.38010426243363
2023-06-19,206.097196553874
2023-06-20,208.85049053337937
2023-06-21,214.1388244729952
2023-06-22,217.03612199082497
2023-06-23,221.3086053863297
2023-06-26,229.69407107295245
2023-06-27,232.07742252745103
2023-06-28,228.41302528866763
2023-06-29,227.05548490131676
2023-06-30,224.47960235989632
2023-07-03,214.36593707853314
2023-07-04,220.51346556994145
2023-07-05,222.42764327445224
2023-07-06,224.87797479706722
2023-07-07,226.2781693730231
2023-07-10,226.34662757425278
2023-07-11,223.0219754462594
2023-07-12,227.32356052238802
2023-07-13,226.33616274933755
2023-07-14,223.51618710767804
2023-07-17,219.10523201677307
2023-07-18,219.7623226783778
2023-07-19,221.6881505292883
2023-07-20,223.4233586871565
2023-07-21,226.57818494341458
2023-07-24,225.1597617449197
2023-07-25,226.23807901344705
2023-07-26,221.30999841615406
2023-07-27,214.66135160605822
2023-07-28,220.06565208259113
2023-07-31,221.0689373037986
2023-08-01,220.41923524391893
