Date,HUM
2022-04-18,73.11677379251265
2022-04-19,74.32681001817954
2022-04-20,73.54763468952812
2022-04-21,73.25149994293317
2022-04-22,72.18224584965414
2022-04-25,72.59754173549176
2022-04-26,71.98581162489866
2022-04-27,71.00011075239813
2022-04-28,70.1244401285089
2022-04-29,70.02021864548132
2022-05-02,67.69871930298535
2022-05-03,67.61131812420356
2022-05-04,67.55078693462323
2022-05-05,65.95147102626413
2022-05-06,64.1363419447095
2022-05-09,61.89318725731483
2022-05-10,61.89684879658843
2022-05-11,61.66067900418744
2022-05-12,62.779001382302056
2022-05-13,61.585877853225824
2022-05-16,60.77073965851753
2022-05-17,60.515753822011206
2022-05-18,59.13670901613928
2022-05-19,58.41229154136801
2022-05-20,57.494711285034825
2022-05-23,57.842691032028476
2022-05-24,57.56271145888944
2022-05-25,58.994093889945084
2022-05-26,60.06403705559367
2022-05-27,59.753082243578525
2022-05-30,61.82552927186596
2022-05-31,62.30576335871936
2022-06-01,62.88295241820011
2022-06-02,64.32404734035623
2022-06-03,65.31896375846252
2022-06-06,66.9274922875206
2022-06-07,68.87606326118389
2022-06-08,68.52233410359287
2022-06-09,67.28688434823584
2022-06-10,67.08086915407002
2022-06-13,66.27195598192822
2022-06-14,66.68039779349846
2022-06-15,68.07355883483493
2022-06-16,69.50159630470775
2022-06-17,71.2389248323961
2022-06-20,69.29276416654858
2022-06-21,71.59471172567422
2022-06-22,73.1377878073417
2022-06-23,72.92931025263002
2022-06-24,72.28954738190993
2022-06-27,71.94254407706497
2022-06-28,74.24768840686586
2022-06-29,73.9267244999461
2022-06-30,73.85744462829027
2022-07-01,73.83638093996332
2022-07-04,72.83147038574769
2022-07-05,73.69711204487608
2022-07-06,72.76630285336729
2022-07-07,72.7176982801681
2022-07-08,72.23661887954289
2022-07-11,72.81341001312477
2022-07-12,74.5554751758144
2022-07-13,74.82047884980898
2022-07-14,75.72197184304775
2022-07-15,78.67734056267847
2022-07-18,80.12676276611339
2022-07-19,79.75316984629507
2022-07-20,80.23829398881162
2022-07-21,79.77352793936238
2022-07-22,80.30274501867012
2022-07-25,80.61701112222434
2022-07-26,83.09967059223769
2022-07-27,82.16901491806563
2022-07-28,82.57435318710444
2022-07-29,80.8382915984454
2022-08-01,81.15548593833302
2022-08-02,79.59701100823611
2022-08-03,82.08802980051276
2022-08-04,83.216090012921
2022-08-05,80.60115318014998
2022-08-08,80.31202519796358
2022-08-09,79.87962629161635
2022-08-10,80.20485128840544
2022-08-11,79.54667713182087
2022-08-12,79.65593005741052
2022-08-15,79.55294647813594
2022-08-16,79.24592051710987
2022-08-17,80.90046294613391
2022-08-18,79.75393243501725
2022-08-19,79.3628468587552
2022-08-22,80.35803998931621
2022-08-23,80.63076308106895
2022-08-24,78.71527875570241
2022-08-25,77.99746027095438
2022-08-26,77.01454011955943
2022-08-29,77.64389350579447
2022-08-30,77.247733940705
2022-08-31,76.74814491416399
2022-09-01,78.00992221562264
2022-09-02,76.59624922870181
2022-09-05,75.7367165992502
2022-09-06,74.77683468129868
2022-09-07,75.84729803861937
2022-09-08,77.10334392797121
2022-09-09,78.96098202102037
2022-09-12,77.67254391173007
2022-09-13,77.89190236906873
2022-09-14,77.6924653336667
2022-09-15,76.25802023048068
2022-09-16,76.6276793650467
2022-09-19,73.72531301276703
2022-09-20,71.93735590074846
2022-09-21,71.33216176886633
2022-09-22,70.34665165978508
2022-09-23,71.03068415553835
2022-09-26,69.64463377744673
2022-09-27,70.83885536710359
2022-09-28,73.21299712687937
2022-09-29,72.08589692961807
2022-09-30,69.51458093292509
2022-10-03,68.52658090423678
2022-10-04,69.8258815685777
2022-10-05,69.91210558474612
2022-10-06,70.21835319481784
2022-10-07,69.71972238662582
2022-10-10,69.21789830005828
2022-10-11,69.9795733268272
2022-10-12,69.40919624873248
2022-10-13,68.94818615166935
2022-10-14,68.47561374712645
2022-10-17,69.92311672916685
2022-10-18,68.01628550267328
2022-10-19,70.48255824541465
2022-10-20,70.45193009847048
2022-10-21,70.89037854392406
2022-10-24,72.69553472631468
2022-10-25,73.16646706793095
2022-10-26,74.09308017594715
2022-10-27,74.18450338945595
2022-10-28,75.0750725823839
2022-10-31,75.3921035656105
2022-11-01,75.88510931701157
2022-11-02,74.88140262089466
2022-11-03,74.35412565572098
2022-11-04,73.9913034105725
2022-11-07,75.22681558131855
2022-11-08,76.07196578408194
2022-11-09,77.077927875539
2022-11-10,76.9226664332324
2022-11-11,78.89046655110081
2022-11-14,78.77030146786872
2022-11-15,77.27154384875794
2022-11-16,75.065225462096
2022-11-17,76.67575249304713
2022-11-18,76.1577484788784
2022-11-21,74.070603869771
2022-11-22,75.78025278834994
2022-11-23,73.35993863725962
2022-11-24,71.82643687322373
2022-11-25,69.23244665241408
2022-11-28,67.98394900814588
2022-11-29,67.55415328136726
2022-11-30,68.964773090603
2022-12-01,68.46629986773993
2022-12-02,69.7437250075869
2022-12-05,69.49280076542401
2022-12-06,69.48267330258088
2022-12-07,71.6996023586027
2022-12-08,70.19087799550974
2022-12-09,72.58545738811132
2022-12-12,72.63640441153863
2022-12-13,72.31942736953958
2022-12-14,72.0182408745361
2022-12-15,74.10084799784339
2022-12-16,74.31917644090842
2022-12-19,75.70435497458477
2022-12-20,76.37883289961762
2022-12-21,75.56768055947225
2022-12-22,77.03629420133225
2022-12-23,78.7976351751307
2022-12-26,78.9137591984285
2022-12-27,77.92796174865173
2022-12-28,78.97324880787986
2022-12-29,79.02461365156134
2022-12-30,78.98254656495403
2023-01-02,79.8228292282253
2023-01-03,80.75444996758557
2023-01-04,79.45097531823916
2023-01-05,78.33164609382523
2023-01-06,76.18223443795027
2023-01-09,76.91331189395018
2023-01-10,79.61316801290816
2023-01-11,78.99180451011155
2023-01-12,78.38765928499929
2023-01-13,79.38680011054744
2023-01-16,79.24729423414243
2023-01-17,79.97655457023676
2023-01-18,79.64631589626602
2023-01-19,79.56240374349956
2023-01-20,79.53875184873
2023-01-23,79.06032303340963
2023-01-24,78.65444892045448
2023-01-25,78.2109758844841
2023-01-26,77.78492468971046
2023-01-27,79.2903429092146
2023-01-30,79.45024500577149
2023-01-31,79.1384168445197
2023-02-01,78.28500143593266
2023-02-02,77.60093341091641
2023-02-03,77.62303936755383
2023-02-06,77.38544136935317
2023-02-07,78.6784169134521
2023-02-08,78.69455209477921
2023-02-09,77.24449469792572
2023-02-10,77.92950058024549
2023-02-13,78.47857775331693
2023-02-14,80.74495383447247
2023-02-15,83.53052245620525
2023-02-16,83.15682627403147
2023-02-17,81.38017995893303
2023-02-20,82.94600580996674
2023-02-21,82.4674275040912
2023-02-22,83.09229518212963
2023-02-23,81.70783108039907
2023-02-24,83.2136518085052
2023-02-27,86.47140739605753
2023-02-28,86.1591565188927
2023-03-01,83.37961035524795
2023-03-02,83.39442015583475
2023-03-03,82.08661060653397
2023-03-06,80.92282775863433
2023-03-07,80.89351561156866
2023-03-08,81.27827194001311
2023-03-09,80.50083403361728
2023-03-10,83.95877794776891
2023-03-13,85.16571094146336
2023-03-14,83.37870979199423
2023-03-15,82.33671128282081
2023-03-16,80.97995103855116
2023-03-17,82.1382140594579
2023-03-20,81.3045243736151
2023-03-21,80.1969827865099
2023-03-22,77.93196163098592
2023-03-23,78.49672261155838
2023-03-24,78.46796419567366
2023-03-27,79.20888723384664
2023-03-28,80.07286140935194
2023-03-29,78.77143140212463
2023-03-30,79.2802034495662
2023-03-31,80.22017234381943
2023-04-03,79.01683896872203
2023-04-04,79.19997628455843
2023-04-05,82.06746668421371
2023-04-06,81.99939456997528
2023-04-07,81.19506436116488
2023-04-10,82.22832059354157
2023-04-11,81.89803172013852
2023-04-12,81.51033902674348
2023-04-13,82.7382438752005
2023-04-14,81.923619162031
2023-04-17,81.99957353641189
2023-04-18,79.25477164741613
2023-04-19,78.01938900167474
2023-04-20,76.80591323362538
2023-04-21,78.17469984483814
2023-04-24,77.06408177373432
2023-04-25,76.81062124404447
2023-04-26,76.44688201467878
2023-04-27,76.60106317577188
2023-04-28,76.61495450066803
2023-05-01,76.40508409921702
2023-05-02,75.49019759638225
2023-05-03,75.40579342017978
2023-05-04,75.56129764232533
2023-05-05,75.66068415825096
2023-05-08,74.68334197618417
2023-05-09,75.33139594050603
2023-05-10,78.23484768913794
2023-05-11,76.69691779231032
2023-05-12,76.2975164974683
2023-05-15,76.43840382961828
2023-05-16,74.55509992455114
2023-05-17,73.97774355679626
2023-05-18,74.49008995603982
2023-05-19,74.56744030036522
2023-05-22,74.30094497121654
2023-05-23,74.20727770661976
2023-05-24,74.01888506809168
2023-05-25,74.04725242757078
2023-05-26,73.96586984491371
2023-05-29,73.80770125727729
2023-05-30,73.50749783379905
2023-05-31,72.26810204681428
2023-06-01,70.7507486667307
2023-06-02,70.58810374767862
2023-06-05,72.54470861129857
2023-06-06,74.0727161593629
2023-06-07,72.77299314241776
2023-06-08,73.5752214134085
2023-06-09,72.71301906120077
2023-06-12,71.40061835974083
2023-06-13,71.28407578133499
2023-06-14,71.030457545831
2023-06-15,71.14102048013417
2023-06-16,72.46041716601489
2023-06-19,73.08193939814791
2023-06-20,73.46731736569318
2023-06-21,74.79337444151456
2023-06-22,76.3219852775535
2023-06-23,76.0996907917071
2023-06-26,75.38836762320541
2023-06-27,75.62911318007869
2023-06-28,76.50576394495917
2023-06-29,76.30379064024083
2023-06-30,77.27570659502847
2023-07-03,73.20854615714916
2023-07-04,73.77124835392168
2023-07-05,71.97233292102989
2023-07-06,70.94276599160379
2023-07-07,69.81896294872591
2023-07-10,68.11315468585164
2023-07-11,67.18449828848557
2023-07-12,65.86526740693039
2023-07-13,66.63142337721226
2023-07-14,66.45369811832713
2023-07-17,66.61144074273346
2023-07-18,66.78056014730738
2023-07-19,66.50523175837407
2023-07-20,66.48101179830341
2023-07-21,65.82811966567088
2023-07-24,63.779818100517495
2023-07-25,62.448708697178446
2023-07-26,62.99000314128022
2023-07-27,64.84106546380856
2023-07-28,65.82704219521895
