Date,EXC
2020-09-23,109.82243759110244
2020-09-24,110.22804667527186
2020-09-25,108.95679589724762
2020-09-28,107.86397012042798
2020-09-29,107.76501554014916
2020-09-30,107.65065601777222
2020-10-01,106.51672311809747
2020-10-02,105.91560419956058
2020-10-05,105.99393931375833
2020-10-06,104.5365239933878
2020-10-07,103.84695469268397
2020-10-08,102.42538861535739
2020-10-09,100.8282256313636
2020-10-12,101.14316166964838
2020-10-13,100.93409452361152
2020-10-14,102.87550360360112
2020-10-15,100.94294002266953
2020-10-16,100.28971953104937
2020-10-19,101.3778364808286
2020-10-20,101.39663895963223
2020-10-21,100.81194551829813
2020-10-22,101.62634631262429
2020-10-23,100.77893783209515
2020-10-26,99.6595356996045
2020-10-27,98.73311729643986
2020-10-28,98.49633499634128
2020-10-29,96.2013337267446
2020-10-30,95.44841523329119
2020-11-02,96.25794573532362
2020-11-03,96.55757106377393
2020-11-04,94.70130240376236
2020-11-05,94.39704816387102
2020-11-06,94.91589380498836
2020-11-09,93.91803678070204
2020-11-10,92.7715733480985
2020-11-11,94.47565874237735
2020-11-12,93.59837154237249
2020-11-13,93.72114603459268
2020-11-16,95.08066207375565
2020-11-17,96.35387249220965
2020-11-18,95.37135074711954
2020-11-19,96.61981825415002
2020-11-20,96.06125304593166
2020-11-23,94.37158811271378
2020-11-24,96.72963624935443
2020-11-25,95.73166637447935
2020-11-26,95.13702642653415
2020-11-27,95.6368483194813
2020-11-30,97.17361975325998
2020-12-01,97.99162280725938
2020-12-02,98.39605653815852
2020-12-03,97.46870858005289
2020-12-04,95.91779469786404
2020-12-07,93.33572686840567
2020-12-08,93.85825835530703
2020-12-09,91.83095796468308
2020-12-10,90.35226995003221
2020-12-11,90.72822257507528
2020-12-14,91.53332466287634
2020-12-15,91.06707307555615
2020-12-16,91.45299468646564
2020-12-17,91.3809643216429
2020-12-18,90.35357146162913
2020-12-21,90.25202021976988
2020-12-22,89.92367939091211
2020-12-23,89.97100592063538
2020-12-24,90.11466874863204
2020-12-25,90.1560328181364
2020-12-28,89.37026218190023
2020-12-29,89.31763753511592
2020-12-30,88.737076122699
2020-12-31,88.90648756398122
2021-01-01,89.43677177177109
2021-01-04,90.92136421376311
2021-01-05,90.40081375882248
2021-01-06,90.58394712035442
2021-01-07,91.30739946224746
2021-01-08,90.0123723214177
2021-01-11,89.84565537946487
2021-01-12,88.93495870152556
2021-01-13,90.00532378633537
2021-01-14,92.01225635137645
2021-01-15,93.23561834063584
2021-01-18,93.40980758891104
2021-01-19,92.87042491812882
2021-01-20,91.4936255438079
2021-01-21,93.72631528412182
2021-01-22,95.04982779943818
2021-01-25,94.04706196525161
2021-01-26,92.15065275355633
2021-01-27,91.7694560599392
2021-01-28,94.70377180681356
2021-01-29,94.72500393843606
2021-02-01,92.6740227022029
2021-02-02,92.77190862324451
2021-02-03,92.586434850433
2021-02-04,92.36014757429552
2021-02-05,91.9978562695886
2021-02-08,94.46721057697971
2021-02-09,92.17333197200622
2021-02-10,92.78780693219757
2021-02-11,94.39624949761743
2021-02-12,97.39162925853843
2021-02-15,96.75868619407734
2021-02-16,99.27196796150764
2021-02-17,98.84584365422218
2021-02-18,99.131094656295
2021-02-19,99.41994352043181
2021-02-22,99.80799238842357
2021-02-23,98.95443829755632
2021-02-24,99.00100640213842
2021-02-25,98.78091923129276
2021-02-26,95.98649817488759
2021-03-01,97.24921531607627
2021-03-02,96.48547299465385
2021-03-03,96.40157911737292
2021-03-04,96.54342765554463
2021-03-05,96.1894683543003
2021-03-08,97.65111739831076
2021-03-09,97.95615823299985
2021-03-10,96.98506073674936
2021-03-11,95.79467829624723
2021-03-12,96.21618391175662
2021-03-15,96.69608761161084
2021-03-16,97.71229004288416
2021-03-17,97.37532525797027
2021-03-18,95.94826074189407
2021-03-19,95.14514092944987
2021-03-22,93.1068939526666
2021-03-23,93.51342082616881
2021-03-24,93.07927007491067
2021-03-25,91.47287481062158
2021-03-26,93.39570475861163
2021-03-29,94.41362145342147
2021-03-30,94.09136036442774
2021-03-31,94.0407628072121
2021-04-01,92.69501874240773
2021-04-02,93.78036693968548
2021-04-05,91.38828412275224
2021-04-06,89.9816998163964
2021-04-07,89.63561402285048
2021-04-08,89.14397066527532
2021-04-09,88.5412102586787
2021-04-12,87.00680240383332
2021-04-13,87.69141035034731
2021-04-14,88.69246936053352
2021-04-15,88.46855725144069
2021-04-16,89.343695935212
2021-04-19,88.6264600028155
2021-04-20,87.61297232071826
2021-04-21,88.28520584560991
2021-04-22,88.76297799726677
2021-04-23,90.76846861861483
2021-04-26,90.99014489179226
2021-04-27,91.80574135355184
2021-04-28,92.85354644412371
2021-04-29,93.04707785647022
2021-04-30,92.44587081982165
2021-05-03,94.817603365544
2021-05-04,93.72165890071551
2021-05-05,93.74629401945671
2021-05-06,95.0597208283944
2021-05-07,94.05262893134689
2021-05-10,94.29609788939173
2021-05-11,95.03962449049877
2021-05-12,93.24848961002604
2021-05-13,93.10146521525702
2021-05-14,92.87363140660167
2021-05-17,94.46515214722264
2021-05-18,92.9195455620912
2021-05-19,91.70684580166568
2021-05-20,91.00378492313202
2021-05-21,90.601689223352
2021-05-24,90.89797570425918
2021-05-25,92.52990456525264
2021-05-26,91.46476837356248
2021-05-27,90.3034703701984
2021-05-28,87.76134972843063
2021-05-31,87.1231872945338
2021-06-01,87.93514713413367
2021-06-02,86.06205204115822
2021-06-03,84.66566805567592
2021-06-04,84.45508972469159
2021-06-07,86.07943346341487
2021-06-08,86.55637259877224
2021-06-09,87.09461003911494
2021-06-10,88.66363639140371
2021-06-11,86.57925209403375
2021-06-14,88.021001825843
2021-06-15,87.64946373752645
2021-06-16,84.62506667707123
2021-06-17,82.62582300722633
2021-06-18,83.81397011960111
2021-06-21,84.58350297880705
2021-06-22,84.01552182037561
2021-06-23,82.76611683251835
2021-06-24,81.64468648015561
2021-06-25,80.40964149481607
2021-06-28,80.5839992033518
2021-06-29,80.31781708813963
2021-06-30,78.7819656009736
2021-07-01,78.59972904326565
2021-07-02,79.84261549314358
2021-07-05,79.53943068675221
2021-07-06,77.51021763344521
2021-07-07,79.42079343215302
2021-07-08,80.49601580708145
2021-07-09,79.43936691548897
2021-07-12,80.23122076208358
2021-07-13,77.69338079897695
2021-07-14,76.8150720928511
2021-07-15,75.9281473017163
2021-07-16,76.30074774509583
2021-07-19,76.39821713310081
2021-07-20,76.79384894247983
2021-07-21,76.91130115810323
2021-07-22,77.92863957224843
2021-07-23,78.21410703592468
2021-07-26,76.6439962341919
2021-07-27,75.5659626938465
2021-07-28,73.89891134434272
2021-07-29,74.77929640680928
2021-07-30,74.79118646552391
2021-08-02,76.12903158446461
2021-08-03,76.22501305784225
2021-08-04,75.19485356415741
2021-08-05,73.53044969595156
2021-08-06,73.56610161320529
2021-08-09,74.83131652680797
2021-08-10,75.37979904207329
2021-08-11,74.45935107904779
2021-08-12,73.11882816986764
2021-08-13,73.38513895993812
2021-08-16,73.5716556453534
2021-08-17,73.41057657901159
2021-08-18,75.04894997849533
2021-08-19,75.46501228060603
2021-08-20,74.85485891718584
2021-08-23,74.91244568323519
2021-08-24,75.69500055911021
2021-08-25,75.1763770625627
2021-08-26,72.72787375464614
2021-08-27,73.09914411411451
2021-08-30,73.75575799497807
2021-08-31,75.35941575236288
2021-09-01,75.63612674546107
2021-09-02,74.63306903436799
2021-09-03,75.36747940722145
2021-09-06,75.61144503637374
2021-09-07,76.67973431718245
2021-09-08,78.13889199584483
2021-09-09,77.7434193150928
2021-09-10,78.83707264201415
2021-09-13,80.0574222572142
2021-09-14,79.88257200104727
2021-09-15,81.99896886803624
2021-09-16,82.08777867638271
2021-09-17,82.04898694110466
2021-09-20,83.17683238619016
2021-09-21,82.48574977401934
2021-09-22,83.79288544997976
2021-09-23,83.43544081088265
2021-09-24,81.41737752728042
2021-09-27,80.523165468013
2021-09-28,81.40595844695092
2021-09-29,81.29712805072721
2021-09-30,80.96682794666405
2021-10-01,81.5253613529374
2021-10-04,80.34562873523227
2021-10-05,81.62373795726698
2021-10-06,81.54829570324077
2021-10-07,80.2796442960672
2021-10-08,80.62736918723913
2021-10-11,80.91412678003455
2021-10-12,81.15520118269623
2021-10-13,80.1596720308099
2021-10-14,80.14426503224337
2021-10-15,78.53129131784182
2021-10-18,77.95149567923022
2021-10-19,77.73146984690135
2021-10-20,78.08754310275611
2021-10-21,78.78245889035293
2021-10-22,79.49621856692833
2021-10-25,81.44046797530027
2021-10-26,82.67450226957239
2021-10-27,82.1959302257751
2021-10-28,83.15812203960421
2021-10-29,81.7960084810313
2021-11-01,81.96035981873509
2021-11-02,82.96044196913326
2021-11-03,82.19945295919666
2021-11-04,81.72189431532674
2021-11-05,82.1823983831687
2021-11-08,83.40076788835071
2021-11-09,83.13212874484354
2021-11-10,82.65133411970044
2021-11-11,83.3344773713944
2021-11-12,80.78576930418535
2021-11-15,80.52055593111236
2021-11-16,79.86187732614823
2021-11-17,80.15058942021584
2021-11-18,80.05153669653096
2021-11-19,79.78490280484742
2021-11-22,81.5193069050081
2021-11-23,81.31659353610782
2021-11-24,82.54212310785698
2021-11-25,84.23219955450278
2021-11-26,82.82873005051106
2021-11-29,82.67469100671084
2021-11-30,80.64093342074523
2021-12-01,81.71913380512947
2021-12-02,82.13522066526947
2021-12-03,82.4802399012072
2021-12-06,82.60851477704536
2021-12-07,83.18975638392672
2021-12-08,83.7122318789447
2021-12-09,83.2116969265781
2021-12-10,84.45415792300192
2021-12-13,85.09834172657885
2021-12-14,86.05707771305646
2021-12-15,87.64295002596451
2021-12-16,86.46303468663822
2021-12-17,87.08687390498378
2021-12-20,87.7905635454987
2021-12-21,88.40660990562299
2021-12-22,86.98400641186188
2021-12-23,88.96621751657332
2021-12-24,91.15225259483573
2021-12-27,89.95359239639674
2021-12-28,89.38609590746454
2021-12-29,87.91649745716884
2021-12-30,87.10170913414095
2021-12-31,85.45489296631798
2022-01-03,88.16949477369833
2022-01-04,90.52760902905908
2022-01-05,91.97149819907222
2022-01-06,91.33755051844494
2022-01-07,91.99272776510844
2022-01-10,90.12997048173405
2022-01-11,89.29835398913593
2022-01-12,88.64514233654275
2022-01-13,86.66095668451526
2022-01-14,87.8925108878433
2022-01-17,86.58223462952648
2022-01-18,87.6283930657249
2022-01-19,86.87426756504799
2022-01-20,86.11607935063013
2022-01-21,84.32541826285714
2022-01-24,83.23382960039322
2022-01-25,84.53619251019248
2022-01-26,84.41048597116946
2022-01-27,83.223956859348
2022-01-28,83.89220348647638
2022-01-31,82.98291514514753
2022-02-01,83.99250644299154
2022-02-02,81.26822061613223
2022-02-03,81.1732806805624
2022-02-04,81.8805490618873
2022-02-07,81.16603041960063
2022-02-08,79.43982627243687
2022-02-09,79.44928971830728
2022-02-10,77.71517732158851
2022-02-11,77.53438427440109
2022-02-14,77.45281496394817
2022-02-15,76.7535589998755
2022-02-16,76.54321995915357
2022-02-17,75.3277261343882
2022-02-18,75.56144109993589
2022-02-21,77.15891232558191
2022-02-22,77.38090140044145
2022-02-23,78.83943925221071
2022-02-24,80.02413915716679
2022-02-25,79.2189469329492
2022-02-28,79.75771284090536
2022-03-01,79.60924954046895
2022-03-02,78.7991083909382
2022-03-03,79.6100934125771
2022-03-04,80.56107145144195
2022-03-07,79.58972541784317
2022-03-08,78.26569682981719
2022-03-09,78.65248884301374
2022-03-10,79.5771882319173
2022-03-11,78.94993292062887
2022-03-14,80.11655959382699
2022-03-15,79.86925157845012
2022-03-16,78.89257769410327
2022-03-17,78.21589998397967
2022-03-18,76.95704599237628
2022-03-21,77.31988412841997
2022-03-22,77.43911049493603
2022-03-23,78.14217467316975
2022-03-24,78.90218679060511
2022-03-25,77.6004669405003
2022-03-28,78.20019147865763
2022-03-29,77.11760740918466
2022-03-30,78.25738730322894
2022-03-31,77.72470978847024
2022-04-01,76.16323617794482
2022-04-04,75.4001439415926
2022-04-05,75.89399917214354
2022-04-06,75.38952191068734
2022-04-07,76.27555362233495
2022-04-08,75.31028698746744
2022-04-11,75.62277967092982
2022-04-12,76.56056773533389
2022-04-13,78.47463931438764
2022-04-14,78.09837164410689
2022-04-15,78.0733026505984
2022-04-18,76.06610323847326
2022-04-19,75.40055264076804
2022-04-20,75.45771093139616
2022-04-21,75.75566979701526
2022-04-22,76.39930783636086
2022-04-25,76.41384423578646
2022-04-26,75.28232135619614
2022-04-27,74.27298317016148
2022-04-28,74.61513768336869
2022-04-29,74.96410090009348
2022-05-02,74.20180093650204
2022-05-03,75.20568485685888
2022-05-04,74.6301915528233
2022-05-05,75.84154588577306
2022-05-06,76.53964608406415
2022-05-09,75.81271283785549
2022-05-10,76.56304097752596
2022-05-11,75.44734687391019
2022-05-12,75.23263043937781
2022-05-13,74.4841417991452
2022-05-16,73.7137203924845
2022-05-17,74.03702284590292
2022-05-18,73.67141645383147
2022-05-19,74.00342347585561
2022-05-20,74.9577138694269
2022-05-23,75.3349459159612
2022-05-24,74.79601664050675
2022-05-25,73.53836531328672
2022-05-26,75.38710569678051
2022-05-27,76.73602405501606
2022-05-30,75.16740115802601
2022-05-31,73.99160887733862
2022-06-01,74.07428130770185
2022-06-02,72.71982029791558
2022-06-03,71.2765198524233
2022-06-06,70.4526034418915
2022-06-07,69.66920513908994
2022-06-08,68.85122592954403
2022-06-09,68.46165380523993
2022-06-10,69.50135053792212
2022-06-13,69.26458625272764
2022-06-14,68.65011905023836
2022-06-15,69.53235464543715
2022-06-16,70.4868369231711
2022-06-17,69.62768110541236
2022-06-20,70.0436482503931
2022-06-21,70.0575671139909
2022-06-22,68.83460204797653
2022-06-23,68.23246958808708
2022-06-24,68.02972484698368
2022-06-27,67.37643759263345
2022-06-28,66.97535314514559
2022-06-29,67.17739351091654
2022-06-30,66.14456652522217
2022-07-01,65.1977505425077
2022-07-04,66.40816628149699
2022-07-05,67.07096592362679
2022-07-06,68.2693059117449
2022-07-07,67.92447142982347
2022-07-08,67.98701830292907
2022-07-11,67.28891477234347
2022-07-12,67.33094358971634
2022-07-13,65.79440210398
2022-07-14,65.47719460271331
2022-07-15,65.65728463744932
2022-07-18,65.18701688604182
2022-07-19,64.34719871839648
2022-07-20,65.77049945719436
2022-07-21,65.75371285860743
2022-07-22,65.64943406625348
2022-07-25,66.36279417807745
2022-07-26,65.84704711861815
2022-07-27,65.52704337197798
2022-07-28,65.82806770892053
2022-07-29,65.5196495073838
2022-08-01,66.02856595680878
2022-08-02,66.40004510947949
2022-08-03,66.9852481654769
2022-08-04,67.18184155248429
2022-08-05,67.83672587371494
2022-08-08,68.40872324376856
2022-08-09,69.69095470950974
2022-08-10,68.91947145190417
2022-08-11,69.12600362912382
2022-08-12,68.16683903791906
2022-08-15,68.02721100078492
2022-08-16,67.48037138225759
2022-08-17,68.56621445888976
2022-08-18,69.37333654437022
2022-08-19,69.33270059250435
2022-08-22,68.94611057604753
2022-08-23,68.79034766326976
2022-08-24,67.68182317502958
2022-08-25,67.08057766430223
2022-08-26,67.614585662021
2022-08-29,68.44220888171685
2022-08-30,68.85834725854944
2022-08-31,68.00086734783847
2022-09-01,66.98203709369432
2022-09-02,66.64371573648432
2022-09-05,67.34121392614266
2022-09-06,67.76127557312638
2022-09-07,67.25735359295193
2022-09-08,69.02370058801192
2022-09-09,69.06827404449669
2022-09-12,70.05332893808561
2022-09-13,71.12137312627594
2022-09-14,70.224280209255
2022-09-15,69.77396974604356
2022-09-16,69.05818295308804
2022-09-19,70.7681109606715
2022-09-20,70.7681548361133
2022-09-21,70.95055186912221
2022-09-22,70.78915045760645
2022-09-23,69.85826947201302
2022-09-26,70.73984172616512
2022-09-27,71.61221089442405
2022-09-28,72.41086520864718
2022-09-29,72.78272906441984
2022-09-30,73.00305627530834
2022-10-03,71.88612979893777
2022-10-04,71.72251213550891
2022-10-05,72.16805443155562
2022-10-06,73.26207841651325
2022-10-07,73.40738184471428
2022-10-10,73.1439703944349
2022-10-11,73.16366107469294
2022-10-12,73.63388240323552
2022-10-13,72.43900450284916
2022-10-14,71.65620395919208
2022-10-17,72.69504957228723
2022-10-18,72.2489320790317
2022-10-19,71.89320225130658
2022-10-20,72.09499678073675
2022-10-21,72.33089044328312
2022-10-24,72.71319632655468
2022-10-25,72.37066893521066
2022-10-26,72.02590887459654
2022-10-27,72.394008795438
2022-10-28,72.99384692191244
2022-10-31,73.81625985465737
2022-11-01,75.0145959705482
2022-11-02,73.87870497733309
2022-11-03,72.65234496820938
2022-11-04,73.71405646975401
2022-11-07,72.70818153745684
2022-11-08,73.27311546851861
2022-11-09,72.74776539617152
2022-11-10,73.57069904912645
2022-11-11,74.1657297038266
2022-11-14,72.78096529339074
2022-11-15,74.38050531079273
2022-11-16,75.64470431707677
2022-11-17,76.94720549670805
2022-11-18,77.62386502562484
2022-11-21,76.80689526322618
2022-11-22,76.70830663019913
2022-11-23,76.98019622983631
2022-11-24,76.75019684342375
2022-11-25,77.47168080612266
2022-11-28,77.41569490261786
2022-11-29,78.57234215020907
2022-11-30,80.25064057568305
2022-12-01,79.7857734445547
2022-12-02,80.10869083934563
2022-12-05,78.99193848100965
2022-12-06,79.04619526114489
2022-12-07,77.48680209321988
2022-12-08,77.09818587697673
2022-12-09,77.61045327616753
2022-12-12,78.45947489192983
2022-12-13,79.69253083565633
2022-12-14,79.28675158740114
2022-12-15,80.433162592176
2022-12-16,80.3955213384657
2022-12-19,80.95421434580133
2022-12-20,82.15424623124225
2022-12-21,82.90351811755009
2022-12-22,83.5248345436109
2022-12-23,82.97529904913694
2022-12-26,83.31297606687716
2022-12-27,84.07579503225968
2022-12-28,84.78872996250888
2022-12-29,87.70642330669169
2022-12-30,85.59629302618823
2023-01-02,85.17350984508802
2023-01-03,84.50171138582715
2023-01-04,85.27616622949239
2023-01-05,86.93159970612273
2023-01-06,88.81710625745801
2023-01-09,89.5844435908456
2023-01-10,89.53078424291598
2023-01-11,88.94709370015813
2023-01-12,89.7105565545175
2023-01-13,89.28873522119264
2023-01-16,89.53312937098737
2023-01-17,90.76329067110969
2023-01-18,91.42355140694971
2023-01-19,92.23554224616677
2023-01-20,92.30813434203289
2023-01-23,93.29925506565063
2023-01-24,95.32116655963543
2023-01-25,93.73480349194699
2023-01-26,94.17355269192657
2023-01-27,94.47679571885192
2023-01-30,94.62012639712566
2023-01-31,94.96275253589826
2023-02-01,95.48800140650678
2023-02-02,94.41108887522763
2023-02-03,94.08427031559413
2023-02-06,92.4433610877078
2023-02-07,94.32181983506774
2023-02-08,95.57822268814155
2023-02-09,96.44548789106517
2023-02-10,96.84669662817507
2023-02-13,97.44597325425553
2023-02-14,97.03443712935211
2023-02-15,96.15377263657828
2023-02-16,96.05223173118064
2023-02-17,98.1979741760924
2023-02-20,98.25974501014515
2023-02-21,97.19176378787982
2023-02-22,96.21135517124834
2023-02-23,96.4851406471918
2023-02-24,96.72995330955492
2023-02-27,96.94347310254399
2023-02-28,96.95452028320436
2023-03-01,98.18979601453312
2023-03-02,99.28908811341077
2023-03-03,98.68126432822817
2023-03-06,97.58122322059242
2023-03-07,97.4337905202982
2023-03-08,95.4947950269679
2023-03-09,95.82568575294378
2023-03-10,94.63990815971063
2023-03-13,94.4107155958407
2023-03-14,94.58498969884488
2023-03-15,95.01906058189172
2023-03-16,95.65108364204171
2023-03-17,95.20557687083111
2023-03-20,96.74232153215233
2023-03-21,97.77241547667674
2023-03-22,95.25145596101653
2023-03-23,94.71322144516787
2023-03-24,96.66399332238863
2023-03-27,98.05550901478057
2023-03-28,98.3991527095345
2023-03-29,99.66517453182756
2023-03-30,98.76922368774045
2023-03-31,99.17701132008976
2023-04-03,99.67451284280149
2023-04-04,98.18658957186904
2023-04-05,99.07999490033883
2023-04-06,97.9277099811819
2023-04-07,98.10493708204577
2023-04-10,100.39945747605184
2023-04-11,101.15590082050433
2023-04-12,102.48090556595936
2023-04-13,103.04934457443542
2023-04-14,100.79098209481484
2023-04-17,100.82882050878149
2023-04-18,100.84962474078733
2023-04-19,98.89784168375078
2023-04-20,98.51405360841143
2023-04-21,97.83162112653933
2023-04-24,98.05151824298223
2023-04-25,99.54297136840191
2023-04-26,98.53455709401226
2023-04-27,98.73022805160315
2023-04-28,98.63221033582181
2023-05-01,98.0382471862442
2023-05-02,98.86383797544272
2023-05-03,98.6065559489699
2023-05-04,98.7486264980991
2023-05-05,98.05837890907533
2023-05-08,97.71193872215214
2023-05-09,99.30569827868356
2023-05-10,101.82815309255494
2023-05-11,102.65248724695373
2023-05-12,99.91444002473702
2023-05-15,101.43053184346766
2023-05-16,102.3689903566924
2023-05-17,102.49403774523903
2023-05-18,102.21017353062832
2023-05-19,101.97964088691492
2023-05-22,101.70118280912838
2023-05-23,101.94732430765501
2023-05-24,100.2734149743145
2023-05-25,101.56278830772663
2023-05-26,102.21430795484036
2023-05-29,106.03789923169566
2023-05-30,105.4688042904119
2023-05-31,107.88639516720859
2023-06-01,108.45375422243411
2023-06-02,107.09810132958027
2023-06-05,107.71165546846447
2023-06-06,108.69774256886599
2023-06-07,107.34744192583332
2023-06-08,105.78631771359306
2023-06-09,104.7040119014622
2023-06-12,105.03711142751682
2023-06-13,104.2589736609645
2023-06-14,105.43322332088842
2023-06-15,103.99461942958618
2023-06-16,103.78324974570874
2023-06-19,103.33965385264476
2023-06-20,103.82483428117877
2023-06-21,103.31360874551947
2023-06-22,104.84438952737975
2023-06-23,103.63266708754247
2023-06-26,105.0815989504695
2023-06-27,105.3957183249359
2023-06-28,106.62114203383544
2023-06-29,106.92123761795789
2023-06-30,105.44713231295283
2023-07-03,103.25597131480455
2023-07-04,102.57474657136528
2023-07-05,102.22014471783964
2023-07-06,100.56476666845437
2023-07-07,97.56153516692
2023-07-10,97.3092128609057
2023-07-11,96.57145440049338
2023-07-12,97.14850475556668
2023-07-13,98.71021901797009
2023-07-14,98.59454090855863
2023-07-17,100.68985273523856
2023-07-18,101.89143574374076
2023-07-19,101.70726765922078
2023-07-20,101.31565947755945
2023-07-21,99.3295403192574
2023-07-24,100.17790481223717
2023-07-25,99.46647850801246
2023-07-26,100.36769917650037
2023-07-27,98.56385542112005
2023-07-28,98.2458642134536
