Date,PSA
2020-05-19,89.44803586173408
2020-05-20,90.84656043682027
2020-05-21,88.0080854924325
2020-05-22,89.68844944238012
2020-05-25,90.65194098087187
2020-05-26,92.46779038872022
2020-05-27,92.38223452529616
2020-05-28,96.6642298674959
2020-05-29,94.6662235140953
2020-06-01,93.20269299739107
2020-06-02,90.26517236775328
2020-06-03,84.91588296457181
2020-06-04,83.00933355930123
2020-06-05,85.68827123655498
2020-06-08,86.20418038352521
2020-06-09,81.90740454345122
2020-06-10,81.12616212665415
2020-06-11,82.15198541076771
2020-06-12,85.17123458782133
2020-06-15,81.81435158579254
2020-06-16,79.3171642780775
2020-06-17,83.7544002032292
2020-06-18,83.32511199898721
2020-06-19,80.85216947871744
2020-06-22,81.33897971111503
2020-06-23,79.65543751536858
2020-06-24,80.31382731637284
2020-06-25,80.03489363713553
2020-06-26,83.95168117440073
2020-06-29,84.65111337362865
2020-06-30,86.7913051685455
2020-07-01,87.352304901117
2020-07-02,88.62264489231762
2020-07-03,91.11613170541408
2020-07-06,93.13438483133442
2020-07-07,94.06348185559449
2020-07-08,93.39951427518788
2020-07-09,91.92738932456159
2020-07-10,88.61899892775062
2020-07-13,86.2026650111848
2020-07-14,83.9027284516596
2020-07-15,86.76135324911117
2020-07-16,86.62013843375915
2020-07-17,89.54544853922252
2020-07-20,90.08411383997993
2020-07-21,89.87499378521812
2020-07-22,92.82988259910985
2020-07-23,93.59608489310746
2020-07-24,96.56750839976789
2020-07-27,92.0009528357094
2020-07-28,94.93879023379795
2020-07-29,95.56367762391187
2020-07-30,93.36271447783267
2020-07-31,90.98749587830436
2020-08-03,94.28877420020171
2020-08-04,91.02060803050205
2020-08-05,89.56419103202865
2020-08-06,87.66556387328319
2020-08-07,86.62185108037691
2020-08-10,89.27824739010234
2020-08-11,95.23498151120867
2020-08-12,97.03406657934282
2020-08-13,94.45938546745845
2020-08-14,94.49059523448669
2020-08-17,96.50857452605582
2020-08-18,100.66624379846286
2020-08-19,100.79361216933171
2020-08-20,103.48618712581118
2020-08-21,103.74928583903457
2020-08-24,99.93189707515575
2020-08-25,96.86648648502806
2020-08-26,100.8912648509607
2020-08-27,101.13977328757406
2020-08-28,98.55535431266762
2020-08-31,93.99792015501393
2020-09-01,89.89637356786456
2020-09-02,87.7785871177246
2020-09-03,87.57427571277334
2020-09-04,93.87021313676904
2020-09-07,93.31360821337607
2020-09-08,95.89370222609524
2020-09-09,97.16317226877297
2020-09-10,101.01028795410734
2020-09-11,98.70260729060291
2020-09-14,96.57571710760392
2020-09-15,101.40257225120533
2020-09-16,104.80664049345803
2020-09-17,103.26338638989796
2020-09-18,102.46700816589032
2020-09-21,103.18218808831793
2020-09-22,102.33538376256253
2020-09-23,104.70724597516393
2020-09-24,101.81507425194197
2020-09-25,105.13882595295344
2020-09-28,106.84439790483502
2020-09-29,106.89075465685184
2020-09-30,107.64901433526127
2020-10-01,109.29423236251117
2020-10-02,107.48693117470432
2020-10-05,109.39507914918904
2020-10-06,112.6681911270959
2020-10-07,112.9119047049856
2020-10-08,106.30506508025624
2020-10-09,100.28131942836187
2020-10-12,102.12888881794491
2020-10-13,97.66260847334192
2020-10-14,94.09863828911888
2020-10-15,92.827552911145
2020-10-16,92.44684096945377
2020-10-19,89.53300642812579
2020-10-20,86.6450973845652
2020-10-21,80.90742768965866
2020-10-22,80.7156881447736
2020-10-23,80.27368979593052
2020-10-26,82.42434018711735
2020-10-27,82.62233424970177
2020-10-28,86.01043993797032
2020-10-29,84.85922891357659
2020-10-30,83.36346426097212
2020-11-02,81.5496718826587
2020-11-03,82.92847527887223
2020-11-04,82.11442317445103
2020-11-05,82.66536567446872
2020-11-06,83.70694261082666
2020-11-09,81.08754028294148
2020-11-10,77.256839359057
2020-11-11,78.5961610735701
2020-11-12,79.13679554211217
2020-11-13,78.43863059772265
2020-11-16,76.01962636234559
2020-11-17,81.30025929236376
2020-11-18,81.21463974788674
2020-11-19,79.91082386979387
2020-11-20,84.72060680664543
2020-11-23,85.18152455041621
2020-11-24,89.04792605839774
2020-11-25,90.29016781380854
2020-11-26,90.29229818237475
2020-11-27,93.83696818664193
2020-11-30,94.24139249106203
2020-12-01,95.95651121569865
2020-12-02,98.0167108953768
2020-12-03,98.02560354362596
2020-12-04,95.02928561441695
2020-12-07,94.18201129934292
2020-12-08,94.44395779571147
2020-12-09,96.7827012757065
2020-12-10,97.55585294327862
2020-12-11,102.19352431551769
2020-12-14,99.2167199770659
2020-12-15,100.74400215334374
2020-12-16,97.4126929952059
2020-12-17,100.37299040448232
2020-12-18,103.00664497627426
2020-12-21,107.88062492883478
2020-12-22,101.16480910615503
2020-12-23,98.76486188845388
2020-12-24,97.32757878098079
2020-12-25,95.23715674425003
2020-12-28,94.53505123616294
2020-12-29,98.37719118132368
2020-12-30,97.71465532408956
2020-12-31,98.05614413120398
2021-01-01,98.2620407939327
2021-01-04,92.79707303815665
2021-01-05,90.87109940051498
2021-01-06,88.05003451641383
2021-01-07,92.93126936170167
2021-01-08,94.44151467252388
2021-01-11,94.00515819661611
2021-01-12,96.76907134702435
2021-01-13,93.27194173388833
2021-01-14,93.52462441138225
2021-01-15,96.23036022259646
2021-01-18,95.89631186719042
2021-01-19,96.60928358620593
2021-01-20,96.70037081424357
2021-01-21,96.16772042119146
2021-01-22,94.686138920914
2021-01-25,96.0498639107919
2021-01-26,97.17206077252773
2021-01-27,96.85918194917163
2021-01-28,94.4571426457304
2021-01-29,96.80518712808166
2021-02-01,94.1678537427138
2021-02-02,91.76489511858297
2021-02-03,91.4125370752062
2021-02-04,90.99081904137937
2021-02-05,91.37329750996892
2021-02-08,88.69515045421745
2021-02-09,86.63942567118025
2021-02-10,88.89216792193061
2021-02-11,84.04463111638266
2021-02-12,82.346785300739
2021-02-15,82.28060687270842
2021-02-16,85.74649464959825
2021-02-17,86.73679869003006
2021-02-18,86.58567459255065
2021-02-19,89.35580291615199
2021-02-22,85.4611782203107
2021-02-23,86.3600917451061
2021-02-24,85.96326797915968
2021-02-25,81.06288247965244
2021-02-26,87.51209254268242
2021-03-01,88.4405773314892
2021-03-02,83.23167306511621
2021-03-03,81.9450228118195
2021-03-04,81.51513566710172
2021-03-05,77.43388887110581
2021-03-08,79.2495819395233
2021-03-09,78.31605418265096
2021-03-10,79.61573452225682
2021-03-11,79.38791266881951
2021-03-12,77.91584324693217
2021-03-15,78.1600739723961
2021-03-16,74.02075978249583
2021-03-17,73.07825789557283
2021-03-18,76.27368423200645
2021-03-19,80.03981036564593
2021-03-22,82.363560864343
2021-03-23,81.36733860818642
2021-03-24,83.52018350245551
2021-03-25,81.68825973594852
2021-03-26,84.4287673093443
2021-03-29,87.75861991420501
2021-03-30,91.23794797284704
2021-03-31,89.28508364230626
2021-04-01,89.80415868329412
2021-04-02,90.94983298022845
2021-04-05,87.58853215447651
2021-04-06,83.08901453520589
2021-04-07,81.9869708714877
2021-04-08,80.41947220175923
2021-04-09,79.24511566759642
2021-04-12,77.22839596620327
2021-04-13,77.40892867297319
2021-04-14,75.20632138278424
2021-04-15,74.04353881148526
2021-04-16,73.57265228249686
2021-04-19,74.58193092144835
2021-04-20,77.21842055744975
2021-04-21,74.30747945688184
2021-04-22,70.56562377845677
2021-04-23,68.99832200933724
2021-04-26,69.47029581079532
2021-04-27,68.6108218009017
2021-04-28,66.94211930727107
2021-04-29,64.29788907442416
2021-04-30,64.9436755405209
2021-05-03,62.08440882222146
2021-05-04,63.391911265213274
2021-05-05,67.44425379894011
2021-05-06,66.05578520453813
2021-05-07,64.52498328958252
2021-05-10,63.31315206410286
2021-05-11,59.06425377493797
2021-05-12,58.46869835941914
2021-05-13,61.46142769474165
2021-05-14,64.2105145633761
2021-05-17,65.3104765684624
2021-05-18,64.26602347617751
2021-05-19,64.85682773787157
2021-05-20,65.93636932774696
2021-05-21,67.79591174799482
2021-05-24,66.94263767659909
2021-05-25,68.92087762493617
2021-05-26,66.68577568550141
2021-05-27,68.00853931337781
2021-05-28,66.46220292754504
2021-05-31,64.63664056343201
2021-06-01,61.37376782838943
2021-06-02,60.0517040993748
2021-06-03,57.170371791546465
2021-06-04,58.711639446889535
2021-06-07,62.13786975371234
2021-06-08,63.29796380181418
2021-06-09,61.120924359393776
2021-06-10,59.96023780806863
2021-06-11,61.92075314407363
2021-06-14,60.22298389155653
2021-06-15,62.39220309487397
2021-06-16,61.50172975979597
2021-06-17,63.21935237613885
2021-06-18,64.13430520090223
2021-06-21,66.95453408934412
2021-06-22,70.89669225294455
2021-06-23,71.53341663162387
2021-06-24,70.53385834697028
2021-06-25,72.66602679223897
2021-06-28,79.16089927558973
2021-06-29,80.65580656289627
2021-06-30,79.01331926265547
2021-07-01,75.18998426806256
2021-07-02,75.70194854960111
2021-07-05,73.96247005261185
2021-07-06,70.35818901893418
2021-07-07,69.50412524940698
2021-07-08,71.61883179589061
2021-07-09,72.47434448247955
2021-07-12,73.39773342960737
2021-07-13,73.70319816644636
2021-07-14,71.84458368089938
2021-07-15,69.80857198495768
2021-07-16,69.08547635355093
2021-07-19,67.49113188198326
2021-07-20,66.1669193861078
2021-07-21,65.90382422827854
2021-07-22,66.44232633597052
2021-07-23,67.34616301731708
2021-07-26,67.97942436321
2021-07-27,70.67452544577266
2021-07-28,72.11787142760046
2021-07-29,71.4471536995288
2021-07-30,72.86464352319828
2021-08-02,75.34379185006397
2021-08-03,76.48005974816623
2021-08-04,78.28481976174113
2021-08-05,75.25114641246158
2021-08-06,72.74745514563486
2021-08-09,68.33768482483421
2021-08-10,64.12112955268051
2021-08-11,64.67737874939014
2021-08-12,67.92191210868694
2021-08-13,70.51845206288316
2021-08-16,70.99448562395305
2021-08-17,71.63110079631704
2021-08-18,76.94416248170138
2021-08-19,80.09368057646535
2021-08-20,78.4425948219887
2021-08-23,80.13990824158968
2021-08-24,79.19166741957996
2021-08-25,77.93706323306762
2021-08-26,78.89290324794338
2021-08-27,80.49373554392031
2021-08-30,79.8668091580067
2021-08-31,76.50373125046565
2021-09-01,76.21842913581185
2021-09-02,75.86326174552494
2021-09-03,76.53768128638187
2021-09-06,79.43866745416703
2021-09-07,76.66276174802644
2021-09-08,74.82226352506343
2021-09-09,76.67441473937781
2021-09-10,76.08825800684721
2021-09-13,73.28210063762467
2021-09-14,76.09443970860576
2021-09-15,75.06936075562648
2021-09-16,74.70010341857017
2021-09-17,76.81803978171095
2021-09-20,76.13172224894085
2021-09-21,78.56889778893665
2021-09-22,79.00957801117174
2021-09-23,83.26153499866776
2021-09-24,88.33347238372353
2021-09-27,87.09340619602906
2021-09-28,86.8316970851793
2021-09-29,84.2353003433713
2021-09-30,84.90115518185173
2021-10-01,86.28336537275874
2021-10-04,92.32185559558214
2021-10-05,92.9493546191056
2021-10-06,89.78808065688946
2021-10-07,89.55149303740887
2021-10-08,94.20450598321162
2021-10-11,87.4237683123547
2021-10-12,88.59376919754989
2021-10-13,90.14757222185253
2021-10-14,84.07630746172501
2021-10-15,82.6839582739485
2021-10-18,77.76955502046476
2021-10-19,78.2561085100982
2021-10-20,77.32131000582564
2021-10-21,78.18988491409569
2021-10-22,76.65886801030368
2021-10-25,75.71347256100121
2021-10-26,74.30070731800016
2021-10-27,76.9913069243576
2021-10-28,77.6189222325148
2021-10-29,77.78739517078002
2021-11-01,77.44558180525867
2021-11-02,78.2831943271668
2021-11-03,75.52081196801807
2021-11-04,73.53392763402177
2021-11-05,72.53162571034918
2021-11-08,70.07439984600842
2021-11-09,68.3324810578797
2021-11-10,73.35944351232098
2021-11-11,72.23091693215498
2021-11-12,73.40313834297534
2021-11-15,76.09624918487725
2021-11-16,76.28147374836651
2021-11-17,79.13925620020882
2021-11-18,78.57846284477641
2021-11-19,77.74601985538388
2021-11-22,78.13957080965565
2021-11-23,80.15794417428778
2021-11-24,86.7935700217347
2021-11-25,85.24884613391173
2021-11-26,84.19378829476136
2021-11-29,82.02994306237619
2021-11-30,78.50483266911448
2021-12-01,79.40046807558012
2021-12-02,76.50043629772777
2021-12-03,75.8869232959503
2021-12-06,77.38504990137027
2021-12-07,77.36979553765543
2021-12-08,79.01373267905046
2021-12-09,80.37737663210429
2021-12-10,79.26248677637108
2021-12-13,75.9189630080112
2021-12-14,74.03520835846932
2021-12-15,75.76868530714687
2021-12-16,73.3712666526782
2021-12-17,73.04307361875085
2021-12-20,76.21020948902589
2021-12-21,72.86101710389045
2021-12-22,70.88296693558847
2021-12-23,72.81581818028178
2021-12-24,73.65011862535466
2021-12-27,77.17541508776733
2021-12-28,77.76914855597211
2021-12-29,78.03486950156557
2021-12-30,77.03645839952962
2021-12-31,76.23865296554614
2022-01-03,79.76209534117763
2022-01-04,77.36333738722278
2022-01-05,79.35552109596668
2022-01-06,77.92270763086418
2022-01-07,78.83663995298612
2022-01-10,79.89144438856673
2022-01-11,81.72200370805932
2022-01-12,79.60649279678985
2022-01-13,78.00321315638828
2022-01-14,72.80271425933769
2022-01-17,70.82761651723042
2022-01-18,73.7433776589894
2022-01-19,71.29831507087306
2022-01-20,75.47291322445754
2022-01-21,78.69023522967001
2022-01-24,78.40770147669936
2022-01-25,76.67728067815437
2022-01-26,73.45205789191697
2022-01-27,71.58181534818773
2022-01-28,68.2767195816904
2022-01-31,67.92010816784948
2022-02-01,68.42076400663241
2022-02-02,69.54434865148124
2022-02-03,67.41880801410582
2022-02-04,70.14535906805138
2022-02-07,70.80675148992803
2022-02-08,71.72385116633457
2022-02-09,70.30508667922972
2022-02-10,70.29778630376246
2022-02-11,74.52877663812721
2022-02-14,72.48572912050332
2022-02-15,75.44201817227508
2022-02-16,79.53316256382075
2022-02-17,80.92376925357392
2022-02-18,76.17518588737762
2022-02-21,75.51823871110275
2022-02-22,78.19703014579554
2022-02-23,76.97116354830415
2022-02-24,78.32114514202641
2022-02-25,81.56460630301981
2022-02-28,78.12734152112628
2022-03-01,82.5422074666066
2022-03-02,81.68287128044689
2022-03-03,78.82939797255165
2022-03-04,79.77758798309978
2022-03-07,85.9055826256109
2022-03-08,85.29657632392326
2022-03-09,84.19582489483398
2022-03-10,84.294275684297
2022-03-11,81.69028642095564
2022-03-14,84.95340280818529
2022-03-15,83.27219555681259
2022-03-16,79.77502728462946
2022-03-17,78.22171023649804
2022-03-18,78.25084598741694
2022-03-21,74.11353654985373
2022-03-22,72.74525130222816
2022-03-23,72.4118115439275
2022-03-24,70.61172796650897
2022-03-25,68.88866196532864
2022-03-28,68.60144990769368
2022-03-29,67.69066064821753
2022-03-30,69.0110064562214
2022-03-31,68.0339658664451
2022-04-01,67.7605477730703
2022-04-04,68.2023634462182
2022-04-05,68.95683943915063
2022-04-06,71.20972370864251
2022-04-07,66.95470693741602
2022-04-08,63.46661533224245
2022-04-11,64.42004045313067
2022-04-12,65.60640707565365
2022-04-13,64.56267279649413
2022-04-14,64.18453943690032
2022-04-15,65.86204359838182
2022-04-18,66.65093700754143
2022-04-19,68.84330644822418
2022-04-20,66.35665987180725
2022-04-21,68.36637130521268
2022-04-22,70.77094808616982
2022-04-25,69.7541864271163
2022-04-26,67.68250440748902
2022-04-27,68.33327328966256
2022-04-28,67.21324850040055
2022-04-29,69.42653702144494
2022-05-02,69.76241798623352
2022-05-03,67.70019042166233
2022-05-04,67.76862555214908
2022-05-05,64.16395994917188
2022-05-06,62.915938477470796
2022-05-09,58.616471968341685
2022-05-10,60.54947851912481
2022-05-11,60.75722726463737
2022-05-12,62.2609409937209
2022-05-13,60.16910561464747
2022-05-16,62.04981169349459
2022-05-17,62.413702237561395
2022-05-18,60.85998615584445
2022-05-19,62.7296754119557
2022-05-20,64.48910228339986
2022-05-23,66.49244568332774
2022-05-24,65.63807177615394
2022-05-25,63.85042013065708
2022-05-26,66.12431972244049
2022-05-27,64.4957404268425
2022-05-30,65.21176356679617
2022-05-31,66.93527306480179
2022-06-01,70.542159550227
2022-06-02,68.88296328299332
2022-06-03,70.05337021798196
2022-06-06,70.12698706958929
2022-06-07,69.63094592237412
2022-06-08,67.83688047323315
2022-06-09,66.07509716031494
2022-06-10,67.73346253776306
2022-06-13,67.14642832595018
2022-06-14,68.20278594275145
2022-06-15,72.61714444041772
2022-06-16,73.12568523354672
2022-06-17,74.81316918824695
2022-06-20,74.39876224474571
2022-06-21,75.7789562175046
2022-06-22,78.59814259690755
2022-06-23,79.26015027148878
2022-06-24,78.20286464064345
2022-06-27,76.41913935245825
2022-06-28,80.3003714090873
2022-06-29,80.52574861944917
2022-06-30,80.36350666090536
2022-07-01,82.04826802964617
2022-07-04,85.55459946681654
2022-07-05,84.22026682355175
2022-07-06,86.4067573322543
2022-07-07,89.28389590961754
2022-07-08,89.73224028806142
2022-07-11,88.16950665011602
2022-07-12,85.40545507060096
2022-07-13,89.68345032283327
2022-07-14,93.55388186861927
2022-07-15,93.58086015768077
2022-07-18,93.14440407691393
2022-07-19,96.07185953404274
2022-07-20,94.87540695933693
2022-07-21,94.40386602810074
2022-07-22,92.93736666708524
2022-07-25,91.75464086750245
2022-07-26,86.05644161133355
2022-07-27,84.63521075047946
2022-07-28,86.89441475526912
2022-07-29,82.32404449270177
2022-08-01,87.1266459764882
2022-08-02,88.60742636739717
2022-08-03,89.88754266136338
2022-08-04,91.95513582387468
2022-08-05,84.81734721484267
2022-08-08,85.67572683898034
2022-08-09,85.68496573530693
2022-08-10,88.2181125415464
2022-08-11,88.82149814719439
2022-08-12,85.88972910229724
2022-08-15,87.59372999706709
2022-08-16,81.79625257584803
2022-08-17,84.85398335219236
2022-08-18,88.66248092873177
2022-08-19,86.7501469443749
2022-08-22,84.79894164106453
2022-08-23,85.19506338603495
2022-08-24,83.69289013026855
2022-08-25,83.7347240399645
2022-08-26,84.30347393634305
2022-08-29,88.2117198076995
2022-08-30,89.83584145326354
2022-08-31,91.39599491021539
2022-09-01,92.30409193293428
2022-09-02,94.39218467269853
2022-09-05,98.6145666938227
2022-09-06,97.96855599095102
2022-09-07,97.16186170564782
2022-09-08,93.29406458403908
2022-09-09,93.16253212740799
2022-09-12,91.79952065121361
2022-09-13,90.30237493435561
2022-09-14,87.67827552966214
2022-09-15,86.08736919437821
2022-09-16,82.99886279625106
2022-09-19,83.85810519484932
2022-09-20,82.00646045085104
2022-09-21,81.30815513276924
2022-09-22,77.5418552113163
2022-09-23,78.0061805395717
2022-09-26,75.28611877714498
2022-09-27,73.67708164686096
2022-09-28,71.65723217576581
2022-09-29,66.63927536351478
2022-09-30,67.52786723136737
2022-10-03,67.86822392897601
2022-10-04,67.38377954276207
2022-10-05,69.11583913747353
2022-10-06,66.79987399519527
2022-10-07,66.35257833791795
2022-10-10,65.21827555318168
2022-10-11,63.47024429249787
2022-10-12,62.305182540265804
2022-10-13,61.893575468117575
2022-10-14,60.35134325395704
2022-10-17,61.51269277871739
2022-10-18,64.19797487073423
2022-10-19,61.27749752101096
2022-10-20,61.986343366812974
2022-10-21,60.26367587937402
2022-10-24,60.642477109332305
2022-10-25,63.12215875743431
2022-10-26,62.946964534333794
2022-10-27,64.26960356519353
2022-10-28,65.8192565573903
2022-10-31,68.80706881783813
2022-11-01,70.56147745853775
2022-11-02,70.13801180273029
2022-11-03,69.44560698892501
2022-11-04,68.04545224660816
2022-11-07,69.72796571269414
2022-11-08,67.36772843954667
2022-11-09,69.07443283122086
2022-11-10,67.33296816603976
2022-11-11,68.4108401282357
2022-11-14,70.04301045149549
2022-11-15,72.82800361155323
2022-11-16,75.29059081380028
2022-11-17,73.23947343744096
2022-11-18,77.10367346839308
2022-11-21,77.96475134041246
2022-11-22,80.41563193270214
2022-11-23,77.41328233510195
2022-11-24,75.09262554231398
2022-11-25,75.51820630630212
2022-11-28,74.0159088222775
2022-11-29,74.42234413504507
2022-11-30,73.5844712851329
2022-12-01,71.3788506979576
2022-12-02,70.99471127162114
2022-12-05,70.98938963627866
2022-12-06,69.24290670427479
2022-12-07,69.49084468140913
2022-12-08,66.1267977033857
2022-12-09,65.53531671192054
2022-12-12,60.13052877742518
2022-12-13,61.07560181898812
2022-12-14,62.957051132950006
2022-12-15,60.34329463812774
2022-12-16,61.14834467062194
2022-12-19,60.54394089694099
2022-12-20,57.14760471730535
2022-12-21,56.469587864425066
2022-12-22,55.580295737676174
2022-12-23,57.115498118714974
2022-12-26,55.304678602643165
2022-12-27,54.97790279866538
2022-12-28,57.69396922366629
2022-12-29,61.04856468716526
2022-12-30,59.99390225593779
2023-01-02,56.71732144935548
2023-01-03,56.98776024247933
2023-01-04,57.877367920052144
2023-01-05,56.67107897742945
2023-01-06,57.56501538179994
2023-01-09,58.35496141917424
2023-01-10,58.685987669579625
2023-01-11,59.28044569808632
2023-01-12,59.25714604717084
2023-01-13,57.28325028221148
2023-01-16,56.40328648357938
2023-01-17,55.78051648306772
2023-01-18,53.68332395125939
2023-01-19,52.88788595752384
2023-01-20,51.4543518303618
2023-01-23,52.701709918106715
2023-01-24,52.99476854435015
2023-01-25,53.24570860417575
2023-01-26,55.67788319257602
2023-01-27,55.20120339256338
2023-01-30,51.50252488286612
2023-01-31,51.225528721427004
2023-02-01,55.16575013503726
2023-02-02,54.32076001304107
2023-02-03,55.3260103699867
2023-02-06,57.63055505999592
2023-02-07,59.56452867145267
2023-02-08,60.6322555599434
2023-02-09,58.5983005648041
2023-02-10,62.65493437846997
2023-02-13,64.55063085598839
2023-02-14,62.62785487512792
2023-02-15,64.02953603291441
2023-02-16,61.931355237492106
2023-02-17,59.6956378455389
2023-02-20,59.17154874517055
2023-02-21,57.48762845581603
2023-02-22,57.35525241063384
2023-02-23,59.85760151429227
2023-02-24,60.9936154422034
2023-02-27,63.33934593754142
2023-02-28,67.37291534234195
2023-03-01,68.58005038169928
2023-03-02,64.50272173746616
2023-03-03,64.81668444400901
2023-03-06,66.39346693351418
2023-03-07,66.64009039207846
2023-03-08,68.74511137221413
2023-03-09,71.00963638453516
2023-03-10,73.51853501037266
2023-03-13,74.00678148564923
2023-03-14,72.82903517090234
2023-03-15,73.65330997348273
2023-03-16,73.87265187729797
2023-03-17,70.44596469850934
2023-03-20,70.57825450245856
2023-03-21,69.04829633534884
2023-03-22,72.11705328076137
2023-03-23,70.41995274123677
2023-03-24,68.36248821281916
2023-03-27,70.25788037322496
2023-03-28,70.88132213869328
2023-03-29,66.87011121396172
2023-03-30,65.39090884465482
2023-03-31,66.01166086791045
2023-04-03,63.24916005048518
2023-04-04,63.348818891949385
2023-04-05,64.49569849563765
2023-04-06,68.98984812240825
2023-04-07,72.2025505717099
2023-04-10,73.9859109429634
2023-04-11,74.75890955873867
2023-04-12,75.62899158260062
2023-04-13,76.30297184699594
2023-04-14,76.30832682182447
2023-04-17,71.10844227944783
2023-04-18,73.92001506470406
2023-04-19,71.99038263502113
2023-04-20,72.07978459588288
2023-04-21,70.31843176316679
2023-04-24,72.58675727179983
2023-04-25,72.72038428088463
2023-04-26,75.27025527921022
2023-04-27,72.12779303072989
2023-04-28,73.01369261065575
2023-05-01,69.63141814824728
2023-05-02,68.14737680319539
2023-05-03,65.47606018281516
2023-05-04,66.21202947277335
2023-05-05,64.96846734683618
2023-05-08,61.05754332372931
2023-05-09,59.491820118150244
2023-05-10,59.591145204099526
2023-05-11,59.18044903253898
2023-05-12,61.084909888486216
2023-05-15,61.58374327055187
2023-05-16,64.79988948903703
2023-05-17,61.437208147118156
2023-05-18,63.41973754752451
2023-05-19,62.233058905361695
2023-05-22,59.6993846110408
2023-05-23,62.916975736204364
2023-05-24,64.95981875470241
2023-05-25,63.023197598904105
2023-05-26,63.32531381781114
2023-05-29,63.21555123984392
2023-05-30,64.28045198686377
2023-05-31,65.59993910104318
2023-06-01,66.08497822312361
2023-06-02,66.19912976049903
2023-06-05,62.85865604880345
2023-06-06,61.49014360153233
2023-06-07,58.596491953794654
2023-06-08,62.14370374327216
2023-06-09,63.19801605642996
2023-06-12,61.91543222854079
2023-06-13,63.503315329794845
2023-06-14,61.0142072872738
2023-06-15,62.521035720415334
2023-06-16,59.3120605250255
2023-06-19,59.17529909677725
2023-06-20,59.110888413371185
2023-06-21,55.491829416276964
2023-06-22,55.353021076081426
2023-06-23,54.76339675839236
2023-06-26,55.2356402045515
2023-06-27,57.675032326791005
2023-06-28,56.17144422262701
2023-06-29,56.36144674095714
2023-06-30,55.02742485956225
2023-07-03,54.852114654835226
2023-07-04,52.28803643970339
2023-07-05,52.59211365922323
2023-07-06,52.095681257443985
2023-07-07,52.835157958353484
2023-07-10,56.640566398248204
2023-07-11,56.20416835116421
2023-07-12,56.091373335963624
2023-07-13,57.06961379034983
2023-07-14,54.73684964290855
2023-07-17,56.31057506187644
2023-07-18,56.843444549004964
2023-07-19,58.6349610422494
2023-07-20,57.91151017521328
2023-07-21,56.094110452964046
2023-07-24,53.99798314552605
2023-07-25,54.20390155429628
2023-07-26,57.237641950225445
2023-07-27,57.138981336222
2023-07-28,57.094772690620545
