Date,MMM
2020-09-29,384.61156389144486
2020-09-30,396.43075629495996
2020-10-01,400.23218253905884
2020-10-02,416.14230799136857
2020-10-05,427.1001042858401
2020-10-06,441.87614706122747
2020-10-07,440.9447757853608
2020-10-08,430.4261524147678
2020-10-09,428.4149038397628
2020-10-12,435.6153473275732
2020-10-13,438.91425226146976
2020-10-14,430.45037120684066
2020-10-15,430.20935798903315
2020-10-16,424.0914028264671
2020-10-19,416.9957711198049
2020-10-20,426.95875003363733
2020-10-21,426.31946037974103
2020-10-22,430.09370443916424
2020-10-23,436.4193992120117
2020-10-26,431.34026568418807
2020-10-27,435.4745654410688
2020-10-28,431.7488365197668
2020-10-29,432.3330479138069
2020-10-30,423.5220652834626
2020-11-02,423.74351264531396
2020-11-03,420.3641765892431
2020-11-04,426.90425194644854
2020-11-05,419.809035033335
2020-11-06,419.4501523461088
2020-11-09,416.6781347845471
2020-11-10,414.0188824409577
2020-11-11,413.2716071163849
2020-11-12,408.0197610149618
2020-11-13,418.3950023875442
2020-11-16,411.2377164263118
2020-11-17,412.222712046301
2020-11-18,415.3282513712945
2020-11-19,418.05940298241586
2020-11-20,412.65075157033414
2020-11-23,425.43875763631036
2020-11-24,427.63790042277657
2020-11-25,430.067837856318
2020-11-26,442.3932866146724
2020-11-27,434.7396818893243
2020-11-30,428.8674976648131
2020-12-01,427.43363438916
2020-12-02,440.64289753411316
2020-12-03,444.4857289564239
2020-12-04,430.041584851672
2020-12-07,443.49405128864953
2020-12-08,441.45872672198533
2020-12-09,449.87601439587104
2020-12-10,457.9157262814396
2020-12-11,467.58978077186595
2020-12-14,471.9696520908943
2020-12-15,476.52268396053677
2020-12-16,479.5708958447907
2020-12-17,492.5374699164811
2020-12-18,494.1872150830798
2020-12-21,497.2728506713272
2020-12-22,497.3236742066293
2020-12-23,496.0168209260826
2020-12-24,477.6078770579561
2020-12-25,471.04507059035035
2020-12-28,475.61578791374563
2020-12-29,470.8890104816932
2020-12-30,486.6496946133679
2020-12-31,479.81793230488506
2021-01-01,463.13025702583656
2021-01-04,454.00385769250937
2021-01-05,455.59656985954445
2021-01-06,457.3801383811894
2021-01-07,446.355977760142
2021-01-08,443.23238655583594
2021-01-11,450.72597929577705
2021-01-12,442.47629236396386
2021-01-13,458.2646156936693
2021-01-14,458.6364365890224
2021-01-15,457.7160644778058
2021-01-18,469.7071813566822
2021-01-19,476.1447941303736
2021-01-20,480.04794596966843
2021-01-21,481.7476919474225
2021-01-22,487.2493158340645
2021-01-25,471.52144617321744
2021-01-26,475.1793222032542
2021-01-27,457.909536451725
2021-01-28,458.1284852043953
2021-01-29,454.7336022442653
2021-02-01,470.7251176254794
2021-02-02,461.0317752387455
2021-02-03,455.554502326258
2021-02-04,457.80795797317313
2021-02-05,452.56414815701646
2021-02-08,448.0370139912093
2021-02-09,444.06754998356297
2021-02-10,435.47593103152815
2021-02-11,424.04920705476945
2021-02-12,406.7244608672884
2021-02-15,395.91017472705823
2021-02-16,388.9969313077139
2021-02-17,390.62232921615924
2021-02-18,389.80278457538213
2021-02-19,390.69830625750427
2021-02-22,397.28545240660804
2021-02-23,393.14370019180353
2021-02-24,394.92651397034376
2021-02-25,402.1305583602086
2021-02-26,414.0618854389223
2021-03-01,409.78474766573447
2021-03-02,416.9451418731118
2021-03-03,423.15656848343934
2021-03-04,430.91242840953964
2021-03-05,429.5924920274917
2021-03-08,423.5047550595928
2021-03-09,418.5104236765761
2021-03-10,421.5040121744723
2021-03-11,414.63011930853844
2021-03-12,414.15870607530314
2021-03-15,416.2993418126076
2021-03-16,419.8274584152811
2021-03-17,417.40018661331277
2021-03-18,415.03017492631193
2021-03-19,421.4683890509904
2021-03-22,425.2236710975571
2021-03-23,431.34334968754376
2021-03-24,427.98708122909284
2021-03-25,439.6778778035686
2021-03-26,437.19735375766584
2021-03-29,432.97638363090783
2021-03-30,435.4229183729552
2021-03-31,440.4934110971572
2021-04-01,437.7117830083968
2021-04-02,437.2253330320704
2021-04-05,430.989464492338
2021-04-06,443.0925191110932
2021-04-07,431.1353704766617
2021-04-08,423.50507502784643
2021-04-09,420.2083094444633
2021-04-12,422.2468301668503
2021-04-13,414.5361941975151
2021-04-14,399.76564807231017
2021-04-15,404.2101548404838
2021-04-16,405.3765170622921
2021-04-19,426.77181061485425
2021-04-20,429.84362538913905
2021-04-21,435.5061525858975
2021-04-22,435.15961743540555
2021-04-23,451.57690450899037
2021-04-26,444.2099079264183
2021-04-27,458.29957526024776
2021-04-28,464.26637701685877
2021-04-29,470.4783599517533
2021-04-30,466.34116760828755
2021-05-03,473.2082142392295
2021-05-04,474.2270282369463
2021-05-05,471.71723159105875
2021-05-06,470.8395970296339
2021-05-07,474.05673206210633
2021-05-10,468.9438765991213
2021-05-11,458.90819926704773
2021-05-12,446.68529827466483
2021-05-13,455.5138541889819
2021-05-14,457.5248879820514
2021-05-17,456.5180569679659
2021-05-18,462.58059572646266
2021-05-19,460.7136377032326
2021-05-20,461.5281758006672
2021-05-21,454.3405482926496
2021-05-24,452.32242090085526
2021-05-25,455.29524198900936
2021-05-26,455.50560479249964
2021-05-27,457.07549522868067
2021-05-28,451.0059812293681
2021-05-31,449.1310737383312
2021-06-01,456.06250249913495
2021-06-02,460.5926654305809
2021-06-03,449.673228307102
2021-06-04,452.84144515168623
2021-06-07,465.2099862816995
2021-06-08,450.2041777406694
2021-06-09,452.2861014870572
2021-06-10,453.7707253842818
2021-06-11,436.0629966965223
2021-06-14,438.7282449982168
2021-06-15,439.97860434499904
2021-06-16,425.71548942034434
2021-06-17,415.1511196896683
2021-06-18,409.23383144488054
2021-06-21,425.13514694036985
2021-06-22,421.12445616904574
2021-06-23,415.6106969366193
2021-06-24,414.443062580612
2021-06-25,421.7528094101627
2021-06-28,425.81629781104857
2021-06-29,425.5879669972899
2021-06-30,426.5942397019194
2021-07-01,425.5602536795968
2021-07-02,412.76409683009365
2021-07-05,419.1412527936964
2021-07-06,410.0335981834963
2021-07-07,407.2739886540055
2021-07-08,399.91248751010374
2021-07-09,402.4910771045121
2021-07-12,402.6248260045852
2021-07-13,407.0948832809576
2021-07-14,408.04530792076974
2021-07-15,410.1002291733403
2021-07-16,411.26043125411553
2021-07-19,410.195918937263
2021-07-20,399.0148080700832
2021-07-21,400.22009039308233
2021-07-22,392.44740179749573
2021-07-23,395.710610131645
2021-07-26,396.74405055545213
2021-07-27,399.3974280619035
2021-07-28,407.4925821403961
2021-07-29,410.3134602287862
2021-07-30,414.65618273894387
2021-08-02,419.554260714608
2021-08-03,414.6479804951492
2021-08-04,405.2589692825774
2021-08-05,409.40220431025034
2021-08-06,411.3131365714727
2021-08-09,412.3284104230836
2021-08-10,415.84960941363244
2021-08-11,426.25243521799865
2021-08-12,425.32136351880297
2021-08-13,424.1211988254499
2021-08-16,442.44986238157
2021-08-17,448.4520813096061
2021-08-18,444.78257097413876
2021-08-19,441.79609638860546
2021-08-20,450.0965995435402
2021-08-23,450.73610735386444
2021-08-24,449.34063670605536
2021-08-25,462.2923280504276
2021-08-26,453.30555036573145
2021-08-27,461.66751667265197
2021-08-30,454.51575009599117
2021-08-31,467.0310335010281
2021-09-01,455.7090892236123
2021-09-02,466.613089587722
2021-09-03,467.4994973067637
2021-09-06,459.57195936570355
2021-09-07,450.08894417653926
2021-09-08,455.7898269423239
2021-09-09,445.82710552407735
2021-09-10,441.7939366455063
2021-09-13,447.08069331211397
2021-09-14,430.22900344930184
2021-09-15,418.1410251160378
2021-09-16,423.4198527834869
2021-09-17,428.4641045341314
2021-09-20,421.8011055038642
2021-09-21,430.66704360389804
2021-09-22,409.0519261312382
2021-09-23,405.73687346104634
2021-09-24,411.3078587565671
2021-09-27,407.8965294752348
2021-09-28,402.2877013352477
2021-09-29,401.9440871257223
2021-09-30,397.74446023699204
2021-10-01,389.1151987738809
2021-10-04,391.11678795416594
2021-10-05,398.2275336651744
2021-10-06,388.41044684499826
2021-10-07,400.2227017943737
2021-10-08,406.2402200169577
2021-10-11,396.80841559404286
2021-10-12,389.77832328919413
2021-10-13,387.5113894096742
2021-10-14,389.1086272877949
2021-10-15,385.95374318443766
2021-10-18,384.115709433538
2021-10-19,376.49750050211384
2021-10-20,373.43917594042125
2021-10-21,378.57131880602964
2021-10-22,379.5255622386715
2021-10-25,383.6560130165489
2021-10-26,376.3872564641604
2021-10-27,376.15523449844756
2021-10-28,372.76106717576374
2021-10-29,374.1251787348013
2021-11-01,371.2899341679432
2021-11-02,362.21094956843245
2021-11-03,356.77231087135635
2021-11-04,350.80040511057945
2021-11-05,347.67253495367027
2021-11-08,351.2336364695238
2021-11-09,349.1140986376281
2021-11-10,351.28644719580075
2021-11-11,357.2512160782692
2021-11-12,355.2702413741129
2021-11-15,358.02564141584685
2021-11-16,355.6661549601122
2021-11-17,362.88867677922616
2021-11-18,363.44359855320045
2021-11-19,371.5494021782595
2021-11-22,378.09246420862246
2021-11-23,389.49659933902143
2021-11-24,383.3870876307394
2021-11-25,382.2353220369704
2021-11-26,372.87466264013585
2021-11-29,363.58083039631674
2021-11-30,359.3580117918422
2021-12-01,357.1798284483308
2021-12-02,345.5815544621224
2021-12-03,348.7070962385599
2021-12-06,352.3992756844775
2021-12-07,350.47805596993794
2021-12-08,354.2096298868466
2021-12-09,363.19629256497393
2021-12-10,381.3934092763092
2021-12-13,371.1284281528238
2021-12-14,363.1513487708942
2021-12-15,366.4173062613477
2021-12-16,363.54311675299994
2021-12-17,350.36830578954243
2021-12-20,362.9884567195176
2021-12-21,366.100885566115
2021-12-22,368.0086965962218
2021-12-23,375.20470704875333
2021-12-24,383.59561713552193
2021-12-27,377.8592033412807
2021-12-28,387.8066190209621
2021-12-29,394.9265473810406
2021-12-30,401.64875350775117
2021-12-31,410.6667266065053
2022-01-03,409.29337660585986
2022-01-04,398.9940364221764
2022-01-05,391.14672078661664
2022-01-06,384.5678716099585
2022-01-07,391.15064179117576
2022-01-10,386.4444300597707
2022-01-11,382.77235201022313
2022-01-12,386.7473512618394
2022-01-13,390.221603733395
2022-01-14,390.5918252260113
2022-01-17,388.9309061148733
2022-01-18,391.634474586941
2022-01-19,374.498687463956
2022-01-20,385.54240256268486
2022-01-21,378.6964575071729
2022-01-24,392.65229639667814
2022-01-25,399.09493247458556
2022-01-26,391.1878891252715
2022-01-27,387.17630114459234
2022-01-28,393.3968531937716
2022-01-31,388.4311455393125
2022-02-01,396.2403038455315
2022-02-02,406.1993919758419
2022-02-03,397.9931098045114
2022-02-04,393.2918790572603
2022-02-07,393.5141732120547
2022-02-08,402.3094356870133
2022-02-09,397.4646900415057
2022-02-10,395.1478343346559
2022-02-11,388.5356144732839
2022-02-14,385.2510406056783
2022-02-15,376.6399471487945
2022-02-16,374.83827225943804
2022-02-17,365.81572731674004
2022-02-18,366.0703512877052
2022-02-21,366.5756881613509
2022-02-22,359.6512568409738
2022-02-23,361.80235805011284
2022-02-24,361.8069315251125
2022-02-25,365.51468356846954
2022-02-28,369.5233404008266
2022-03-01,361.94794278881085
2022-03-02,362.2247304455931
2022-03-03,360.1978182799575
2022-03-04,365.05952125589033
2022-03-07,359.5394229615096
2022-03-08,357.84247905698453
2022-03-09,353.4007525615189
2022-03-10,354.0927838251787
2022-03-11,355.68508389048355
2022-03-14,354.898106089548
2022-03-15,346.62319777781823
2022-03-16,342.9193963643282
2022-03-17,346.8886309371845
2022-03-18,344.0681583754616
2022-03-21,345.22563354411193
2022-03-22,355.9097742670678
2022-03-23,364.2679263605646
2022-03-24,359.51365076200767
2022-03-25,357.3132560593449
2022-03-28,350.8551625733673
2022-03-29,359.24317823288294
2022-03-30,363.347674181962
2022-03-31,367.65451358837197
2022-04-01,363.9033937098335
2022-04-04,362.20047551902195
2022-04-05,354.50630470427114
2022-04-06,357.911597393794
2022-04-07,358.34389968870005
2022-04-08,358.83557599470777
2022-04-11,356.8287448093947
2022-04-12,348.5722761308634
2022-04-13,346.36263014173323
2022-04-14,349.64311024265686
2022-04-15,340.01605612023525
2022-04-18,339.035167914017
2022-04-19,340.5416027191321
2022-04-20,340.1489676734877
2022-04-21,346.08331405454794
2022-04-22,340.7648839275841
2022-04-25,336.405602038498
2022-04-26,341.1563956246863
2022-04-27,353.4599141992662
2022-04-28,361.6345386371869
2022-04-29,355.791361897068
2022-05-02,359.10500799418764
2022-05-03,362.2554670473124
2022-05-04,363.6690843051477
2022-05-05,362.9487136192039
2022-05-06,361.99948673899195
2022-05-09,354.6586298670383
2022-05-10,347.03015605416573
2022-05-11,346.7894988194705
2022-05-12,344.29521561260924
2022-05-13,347.98711713236753
2022-05-16,350.4803187775657
2022-05-17,353.6936953799313
2022-05-18,360.43669855546824
2022-05-19,360.4132996216766
2022-05-20,370.157501193621
2022-05-23,365.8890856878531
2022-05-24,371.87551240903207
2022-05-25,369.3319277406134
2022-05-26,369.21433867652604
2022-05-27,375.5827375352837
2022-05-30,385.3410167490657
2022-05-31,372.01569966489075
2022-06-01,376.0433290074518
2022-06-02,368.10155695771596
2022-06-03,365.7081032475872
2022-06-06,365.7801132764704
2022-06-07,359.6110511443826
2022-06-08,369.9360614465557
2022-06-09,370.06533289866155
2022-06-10,359.27436097620824
2022-06-13,362.16234228938526
2022-06-14,359.730543641663
2022-06-15,354.8729878715897
2022-06-16,354.57598038939767
2022-06-17,350.3085224927314
2022-06-20,351.3893792112263
2022-06-21,340.26329588642807
2022-06-22,335.51465970288734
2022-06-23,333.4914628906912
2022-06-24,332.6447820614169
2022-06-27,332.85608968338374
2022-06-28,336.57600148118814
2022-06-29,332.68400112401173
2022-06-30,332.7939706229547
2022-07-01,328.6527038581156
2022-07-04,324.8304318229433
2022-07-05,323.3729956360693
2022-07-06,322.56217589289975
2022-07-07,328.3205436893728
2022-07-08,326.9736063987131
2022-07-11,331.3439058984201
2022-07-12,325.19043714024957
2022-07-13,324.01228364784686
2022-07-14,315.0303317399265
2022-07-15,317.15272994328757
2022-07-18,318.8358314602926
2022-07-19,308.0541167780702
2022-07-20,318.43065751321114
2022-07-21,317.80898812225473
2022-07-22,311.86873738161535
2022-07-25,312.46761425274065
2022-07-26,318.5623651636526
2022-07-27,310.2503943456142
2022-07-28,316.2128176949729
2022-07-29,312.4071775787884
2022-08-01,313.230589364171
2022-08-02,306.65820510936726
2022-08-03,302.3508730384717
2022-08-04,294.38066939258664
2022-08-05,290.9542130339995
2022-08-08,296.8803643875514
2022-08-09,299.72371116666943
2022-08-10,297.48706584216
2022-08-11,295.4177505824387
2022-08-12,298.37507899447826
2022-08-15,293.64791896829007
2022-08-16,294.89468586449516
2022-08-17,294.59440332309714
2022-08-18,295.1203845687942
2022-08-19,294.2933634901728
2022-08-22,302.2332470479593
2022-08-23,298.23197738481235
2022-08-24,299.3207066051116
2022-08-25,295.29477610014663
2022-08-26,299.56183888799706
2022-08-29,295.6224658350497
2022-08-30,298.1702620013432
2022-08-31,294.7582662923971
2022-09-01,295.78382715253565
2022-09-02,289.95678577036415
2022-09-05,290.36547337093083
2022-09-06,293.4143885060416
2022-09-07,293.48190729404985
2022-09-08,296.89434523283984
2022-09-09,295.34356315476157
2022-09-12,296.83539863218135
2022-09-13,297.7193170842349
2022-09-14,303.9032936415258
2022-09-15,309.348221561746
2022-09-16,309.85782227118585
2022-09-19,314.0192479257054
2022-09-20,315.52580049442014
2022-09-21,307.4264467044774
2022-09-22,310.59609599773984
2022-09-23,307.0440906110455
2022-09-26,315.91448862506854
2022-09-27,315.93541276760857
2022-09-28,320.8862393944734
2022-09-29,329.540663219589
2022-09-30,319.99054738368994
2022-10-03,326.6227298196535
2022-10-04,325.4566143533882
2022-10-05,334.62445808840323
2022-10-06,337.32814638319337
2022-10-07,332.54805372555506
2022-10-10,338.0159644426104
2022-10-11,343.9171134065387
2022-10-12,340.29219130526775
2022-10-13,340.3930236015958
2022-10-14,344.89251814878367
2022-10-17,341.3569181360283
2022-10-18,347.2376677303646
2022-10-19,344.5459580548856
2022-10-20,346.3346705275884
2022-10-21,333.48501023816624
2022-10-24,335.58382628545417
2022-10-25,343.2053028171034
2022-10-26,338.6244475246215
2022-10-27,337.1458026341965
2022-10-28,334.8099918872158
2022-10-31,337.2569750634957
2022-11-01,338.4941255591493
2022-11-02,333.1615284668281
2022-11-03,331.3212498291216
2022-11-04,341.4353385806877
2022-11-07,340.2988785321947
2022-11-08,342.3556356095799
2022-11-09,336.3983882938353
2022-11-10,329.377534283459
2022-11-11,332.634211040834
2022-11-14,322.4771242982839
2022-11-15,319.57934814188246
2022-11-16,311.80449051092546
2022-11-17,317.4413910475527
2022-11-18,325.59886701191294
2022-11-21,329.1040160766042
2022-11-22,336.31310380562223
2022-11-23,332.48140377848017
2022-11-24,331.521879192874
2022-11-25,330.3754003739933
2022-11-28,324.1709020773234
2022-11-29,326.5001771880004
2022-11-30,314.43852534314766
2022-12-01,308.75824420642664
2022-12-02,309.374878619433
2022-12-05,312.6720697803486
2022-12-06,314.71327273677457
2022-12-07,311.1824488732219
2022-12-08,310.3209177224977
2022-12-09,309.82364512298875
2022-12-12,307.74458986505516
2022-12-13,310.6474547633957
2022-12-14,301.67897701761166
2022-12-15,307.7877836216032
2022-12-16,303.6480560106891
2022-12-19,293.5163065538711
2022-12-20,296.4806483450338
2022-12-21,303.30252761075576
2022-12-22,293.7194104932844
2022-12-23,296.854039066036
2022-12-26,295.536003705029
2022-12-27,294.89996388066385
2022-12-28,296.5969150985125
2022-12-29,295.8024311906302
2022-12-30,297.4129821754001
2023-01-02,307.9453309386426
2023-01-03,300.6503376066457
2023-01-04,316.33881293905586
2023-01-05,318.5702585338708
2023-01-06,322.4676407801887
2023-01-09,318.89202177146126
2023-01-10,312.502013969348
2023-01-11,312.4101340999618
2023-01-12,307.18287005542294
2023-01-13,303.7345399269752
2023-01-16,301.14637369264545
2023-01-17,307.00808983616184
2023-01-18,304.59431492994923
2023-01-19,315.57870767382605
2023-01-20,318.7371900801394
2023-01-23,308.9927684310939
2023-01-24,313.8842695063196
2023-01-25,319.55550892459974
2023-01-26,319.7301450252328
2023-01-27,323.99969991340873
2023-01-30,326.6862632623099
2023-01-31,320.4163517158236
2023-02-01,316.97222960628255
2023-02-02,311.7774802941161
2023-02-03,318.57066632357385
2023-02-06,326.45555374943814
2023-02-07,334.39732382064534
2023-02-08,330.44489739247996
2023-02-09,328.27684639789584
2023-02-10,320.6166287713314
2023-02-13,316.80042238334266
2023-02-14,315.5265646998015
2023-02-15,313.3824739086417
2023-02-16,315.18749610355417
2023-02-17,321.65474381386343
2023-02-20,319.2268081185495
2023-02-21,315.42806775478
2023-02-22,319.29659964136346
2023-02-23,318.0522458810755
2023-02-24,315.1033639319053
2023-02-27,309.9584944832185
2023-02-28,303.51588756041144
2023-03-01,303.05065894378293
2023-03-02,296.28580876018276
2023-03-03,302.5630835107614
2023-03-06,306.14240631583573
2023-03-07,298.5207039101646
2023-03-08,296.8384803316001
2023-03-09,288.89754789540575
2023-03-10,287.50390906351146
2023-03-13,285.51197089381697
2023-03-14,290.0030490619788
2023-03-15,286.21114814588526
2023-03-16,278.78062040820447
2023-03-17,276.67021597222663
2023-03-20,275.6724787869844
2023-03-21,274.2866508707592
2023-03-22,281.1870200528143
2023-03-23,284.50314109120814
2023-03-24,275.22084091365866
2023-03-27,269.3654938912643
2023-03-28,269.6063061808284
2023-03-29,264.099723939955
2023-03-30,259.61357993252545
2023-03-31,255.5219868297849
2023-04-03,254.33398413364304
2023-04-04,258.9094632838709
2023-04-05,258.6609354188764
2023-04-06,263.5640631048164
2023-04-07,266.04647690628735
2023-04-10,261.8377177672595
2023-04-11,259.54815543290607
2023-04-12,258.0260514848899
2023-04-13,263.54351219844204
2023-04-14,270.15236582989496
2023-04-17,267.05593289862276
2023-04-18,264.04562141886305
2023-04-19,266.97918221989005
2023-04-20,263.36796408283675
2023-04-21,254.80090566183353
2023-04-24,257.60333526854413
2023-04-25,265.604979169375
2023-04-26,272.3832287062469
2023-04-27,264.44105460309186
2023-04-28,271.14584533516097
2023-05-01,271.8107525319461
2023-05-02,276.29157410542336
2023-05-03,278.5246143379946
2023-05-04,269.0089699804752
2023-05-05,268.54042012853085
2023-05-08,270.9000094829575
2023-05-09,266.5926720030711
2023-05-10,270.18688505680564
2023-05-11,280.9922507993375
2023-05-12,274.034541493191
2023-05-15,274.7219886359626
2023-05-16,277.8523859765017
2023-05-17,272.86572219641255
2023-05-18,283.2075792302447
2023-05-19,282.40837822141
2023-05-22,282.8467383297713
2023-05-23,281.2689685352677
2023-05-24,280.4677511535537
2023-05-25,292.54833795547364
2023-05-26,290.20074378732215
2023-05-29,293.74762837694186
2023-05-30,288.4767978208212
2023-05-31,286.6918301739225
2023-06-01,288.14036475747565
2023-06-02,279.24555840133684
2023-06-05,279.2729539772256
2023-06-06,277.07128172529247
2023-06-07,277.67513571142
2023-06-08,273.19506639649904
2023-06-09,269.1136445228914
2023-06-12,272.98287116260434
2023-06-13,270.5158637903341
2023-06-14,276.1414908919284
2023-06-15,280.4634042669084
2023-06-16,283.6724505880316
2023-06-19,276.8688400008132
2023-06-20,272.39729836507314
2023-06-21,270.72343945703585
2023-06-22,272.66314456679413
2023-06-23,275.47775882149256
2023-06-26,273.4886588607745
2023-06-27,274.2556616452262
2023-06-28,278.16271877548576
2023-06-29,272.3758313029288
2023-06-30,271.9135965745645
2023-07-03,269.3059371854346
2023-07-04,262.8806562609189
2023-07-05,266.13639045806684
2023-07-06,267.7787686424332
2023-07-07,268.62327400362915
2023-07-10,265.32224990917564
2023-07-11,270.12384294526214
2023-07-12,271.3097478463344
2023-07-13,279.64730186500043
2023-07-14,280.42809970677155
2023-07-17,284.9405064882621
2023-07-18,281.8640210248606
2023-07-19,285.5139674874625
2023-07-20,292.3576188443425
2023-07-21,291.6676283555138
2023-07-24,288.29536195731504
2023-07-25,287.92499945158454
2023-07-26,291.20403183255115
2023-07-27,287.8865380388159
2023-07-28,280.1433777174453
2023-07-31,276.0682651757879
2023-08-01,278.1298627577329
2023-08-02,273.8261029062527
