Date,EL
2020-11-09,365.7582888023828
2020-11-10,357.25801931105644
2020-11-11,354.17789517338065
2020-11-12,356.94125619481883
2020-11-13,356.23768378803163
2020-11-16,348.2733426765029
2020-11-17,346.2388307520078
2020-11-18,344.18679228812033
2020-11-19,334.3761325753299
2020-11-20,331.64243070421014
2020-11-23,328.937480851997
2020-11-24,330.94610724212095
2020-11-25,323.4489370005852
2020-11-26,331.68086801165305
2020-11-27,335.49314881523696
2020-11-30,326.32464459658615
2020-12-01,330.3627154674846
2020-12-02,331.51933342815727
2020-12-03,325.69455018460775
2020-12-04,332.51588465258374
2020-12-07,330.54303278260886
2020-12-08,323.8974673333001
2020-12-09,313.5055163706546
2020-12-10,311.8637978998815
2020-12-11,309.557773969207
2020-12-14,309.78728212546736
2020-12-15,312.98916416767526
2020-12-16,327.39327783073094
2020-12-17,322.99606669894064
2020-12-18,320.6998090391852
2020-12-21,321.6747229325471
2020-12-22,323.9216416749887
2020-12-23,317.38769156392107
2020-12-24,319.4441995458228
2020-12-25,326.4533686403477
2020-12-28,331.70921097320144
2020-12-29,330.9627672470976
2020-12-30,331.09054793987207
2020-12-31,332.8115800337744
2021-01-01,330.4822382911694
2021-01-04,332.1622481685452
2021-01-05,329.55476148197704
2021-01-06,330.4581008964501
2021-01-07,331.80122775180956
2021-01-08,332.48861358673935
2021-01-11,331.0730668801478
2021-01-12,323.43647296642877
2021-01-13,319.76563987638076
2021-01-14,316.0066711410764
2021-01-15,327.2173638712426
2021-01-18,324.06495906072183
2021-01-19,320.5000723047783
2021-01-20,322.43651673623543
2021-01-21,319.67761775131885
2021-01-22,321.1072526369954
2021-01-25,327.3231234211295
2021-01-26,333.61132308970934
2021-01-27,335.41781172285096
2021-01-28,331.6964625434358
2021-01-29,339.2707782082945
2021-02-01,344.4291297440613
2021-02-02,342.65600189212716
2021-02-03,345.026275265713
2021-02-04,348.58177560614484
2021-02-05,358.1383082389544
2021-02-08,355.0675230899667
2021-02-09,358.14564114946194
2021-02-10,352.8907622925149
2021-02-11,354.9900528706699
2021-02-12,358.19233194280355
2021-02-15,348.9146759831749
2021-02-16,347.15744887385637
2021-02-17,341.85532406811166
2021-02-18,335.3087870288204
2021-02-19,334.4384754616144
2021-02-22,336.2466973515488
2021-02-23,333.19779159005486
2021-02-24,326.20580675219696
2021-02-25,322.21576261701364
2021-02-26,320.1106696864671
2021-03-01,317.966014141401
2021-03-02,314.7365163995295
2021-03-03,320.1941533412013
2021-03-04,319.5103202265312
2021-03-05,326.99585145852285
2021-03-08,328.79821536537014
2021-03-09,333.3644120852072
2021-03-10,332.66622551821564
2021-03-11,336.9814859776651
2021-03-12,342.64183262265806
2021-03-15,338.8143810660477
2021-03-16,342.24630965462944
2021-03-17,344.44302578980523
2021-03-18,334.54087945842065
2021-03-19,335.2592825249813
2021-03-22,336.1778243483878
2021-03-23,338.5180510332319
2021-03-24,336.30989800511753
2021-03-25,337.1082861451235
2021-03-26,337.14887920064695
2021-03-29,337.77545726708837
2021-03-30,339.3372393173775
2021-03-31,332.36124610994665
2021-04-01,335.30401874503553
2021-04-02,335.6183992357867
2021-04-05,335.02686091286125
2021-04-06,344.60238393875835
2021-04-07,353.655555973507
2021-04-08,347.1656564197952
2021-04-09,344.92276409635747
2021-04-12,347.4813068717446
2021-04-13,350.21799408815946
2021-04-14,350.98727915815033
2021-04-15,344.4737282520167
2021-04-16,345.4440353495366
2021-04-19,350.9747430299518
2021-04-20,349.90901889447247
2021-04-21,350.35192665347626
2021-04-22,343.8012451167278
2021-04-23,349.39395240367224
2021-04-26,349.3444554713827
2021-04-27,358.46500171780514
2021-04-28,344.87020818816416
2021-04-29,348.70032525650726
2021-04-30,347.2392976915593
2021-05-03,353.67924710485505
2021-05-04,341.3414633065865
2021-05-05,338.172156400557
2021-05-06,341.0713668559524
2021-05-07,335.99634693526326
2021-05-10,342.50134589159404
2021-05-11,339.8665832531461
2021-05-12,339.8306587388166
2021-05-13,339.5305851745913
2021-05-14,333.7072713491205
2021-05-17,340.26100553470565
2021-05-18,333.8869438018584
2021-05-19,331.8938595641347
2021-05-20,324.52784115567835
2021-05-21,321.79847314008794
2021-05-24,313.80243820114566
2021-05-25,320.77060019240076
2021-05-26,315.6769605236352
2021-05-27,309.381592393676
2021-05-28,306.36521995797693
2021-05-31,300.4479323243244
2021-06-01,298.29007309777023
2021-06-02,294.024272132884
2021-06-03,299.31424692565304
2021-06-04,290.4481854266942
2021-06-07,282.5694758300631
2021-06-08,267.5427125974485
2021-06-09,262.1387048355862
2021-06-10,260.71571753328436
2021-06-11,267.1407248837805
2021-06-14,267.6211727468744
2021-06-15,264.31618312170554
2021-06-16,267.14288185429695
2021-06-17,263.89907296508693
2021-06-18,265.141831276715
2021-06-21,264.1286196541976
2021-06-22,261.61018888580304
2021-06-23,266.26181254046463
2021-06-24,263.58513315473505
2021-06-25,259.13180292416854
2021-06-28,250.04758414112254
2021-06-29,251.04958694947968
2021-06-30,255.81615036479988
2021-07-01,251.7878560041973
2021-07-02,255.54936671290042
2021-07-05,251.1536137063067
2021-07-06,253.35328127370124
2021-07-07,244.11682610255792
2021-07-08,246.6052645866698
2021-07-09,245.8733963434279
2021-07-12,245.746293135225
2021-07-13,244.18886737969382
2021-07-14,240.74025137801783
2021-07-15,242.10421714829903
2021-07-16,242.27034485552613
2021-07-19,238.1203171342373
2021-07-20,240.28280400201936
2021-07-21,239.8260552211614
2021-07-22,239.437206515129
2021-07-23,234.4013906762539
2021-07-26,233.31960757898085
2021-07-27,235.91496994605131
2021-07-28,231.2065370407542
2021-07-29,237.66811573207102
2021-07-30,231.98763766636168
2021-08-02,226.80608064907568
2021-08-03,230.98834113281978
2021-08-04,228.17976908886195
2021-08-05,231.0878780227631
2021-08-06,236.40291512942557
2021-08-09,234.04216866172004
2021-08-10,232.7075538424873
2021-08-11,229.9614253572639
2021-08-12,229.96935866791665
2021-08-13,237.458297144131
2021-08-16,236.73661409311597
2021-08-17,234.91810145900052
2021-08-18,234.15219554852425
2021-08-19,228.45200617560167
2021-08-20,232.48906353196904
2021-08-23,230.3773103875255
2021-08-24,231.83379175822662
2021-08-25,237.21154804831414
2021-08-26,242.07026325123144
2021-08-27,242.2946970160098
2021-08-30,239.80882697781578
2021-08-31,241.8677423050149
2021-09-01,244.27708938118977
2021-09-02,247.8104643235258
2021-09-03,244.4674282184722
2021-09-06,248.10227610066318
2021-09-07,246.156427726568
2021-09-08,244.78890995057856
2021-09-09,240.47528165261767
2021-09-10,244.39155556378057
2021-09-13,245.60797299984705
2021-09-14,243.49921282838045
2021-09-15,239.69013212716456
2021-09-16,229.72136246605905
2021-09-17,234.54066612611518
2021-09-20,227.60404134955886
2021-09-21,226.6401294707907
2021-09-22,223.0450681205652
2021-09-23,228.8850223006204
2021-09-24,227.40736752254944
2021-09-27,227.80528750330168
2021-09-28,229.51951186095624
2021-09-29,230.00133756485863
2021-09-30,231.90388084559436
2021-10-01,243.4503599115742
2021-10-04,243.66699533720947
2021-10-05,244.66306216249347
2021-10-06,232.40523233208273
2021-10-07,227.21716270558926
2021-10-08,225.48852835891273
2021-10-11,224.52184559696957
2021-10-12,218.88079454414415
2021-10-13,224.46896423626114
2021-10-14,222.1374691963982
2021-10-15,219.54823800822138
2021-10-18,215.93710405646019
2021-10-19,217.2752637928241
2021-10-20,220.97825795703395
2021-10-21,219.5926944449281
2021-10-22,225.25296455158443
2021-10-25,222.98143957756898
2021-10-26,222.29616514156427
2021-10-27,220.29277138295387
2021-10-28,222.26326219210927
2021-10-29,224.71345560063827
2021-11-01,220.52610198002301
2021-11-02,224.25499500562884
2021-11-03,217.09839292138497
2021-11-04,217.31022942862646
2021-11-05,212.3351637357252
2021-11-08,218.6408254650943
2021-11-09,214.34112588096943
2021-11-10,212.54224268711982
2021-11-11,213.76778447019817
2021-11-12,211.90137489736804
2021-11-15,211.4204064233161
2021-11-16,211.27006664499044
2021-11-17,208.83254071189072
2021-11-18,207.45297743135364
2021-11-19,207.09302284588514
2021-11-22,210.3056499677691
2021-11-23,211.62731353406028
2021-11-24,211.00799455563887
2021-11-25,214.32980410879586
2021-11-26,215.89149522679722
2021-11-29,210.33664587621064
2021-11-30,215.15901685069196
2021-12-01,215.7310477165851
2021-12-02,210.14372858663822
2021-12-03,213.8302866841727
2021-12-06,215.75270127010984
2021-12-07,213.73926163775604
2021-12-08,212.54343550683183
2021-12-09,214.8868046699591
2021-12-10,214.21671694576227
2021-12-13,213.75782583934605
2021-12-14,212.77671996842747
2021-12-15,212.7939041472534
2021-12-16,209.2680664687757
2021-12-17,213.39540706702496
2021-12-20,209.06878940026772
2021-12-21,211.4449376043625
2021-12-22,216.4126840208585
2021-12-23,218.9133685206976
2021-12-24,218.0124618353977
2021-12-27,222.84102956345882
2021-12-28,230.9675777010533
2021-12-29,232.6632252429539
2021-12-30,229.54830458129246
2021-12-31,232.90512381555936
2022-01-03,229.5628164200248
2022-01-04,234.67316890322508
2022-01-05,239.1020814924591
2022-01-06,238.4088460353362
2022-01-07,238.54733077701118
2022-01-10,238.98598506149085
2022-01-11,237.8847246988586
2022-01-12,236.76218930032138
2022-01-13,232.17579075479782
2022-01-14,231.02934316812568
2022-01-17,233.9952784170925
2022-01-18,234.73387611611943
2022-01-19,235.16146035073922
2022-01-20,242.9597405940764
2022-01-21,244.34833300748116
2022-01-24,235.68991419286797
2022-01-25,233.35521934042208
2022-01-26,230.96962824951245
2022-01-27,228.27893265008925
2022-01-28,227.85218531228227
2022-01-31,227.46048831204223
2022-02-01,227.90407681890582
2022-02-02,226.49420033078562
2022-02-03,221.06559084571816
2022-02-04,226.08111294290595
2022-02-07,225.97084556286313
2022-02-08,224.74645776516778
2022-02-09,224.8448701828879
2022-02-10,223.0225497879844
2022-02-11,222.7888461099191
2022-02-14,221.76089669019314
2022-02-15,225.20796439076219
2022-02-16,220.11256715415786
2022-02-17,220.4429031690392
2022-02-18,223.48553262749581
2022-02-21,219.3050447486878
2022-02-22,213.28432520217285
2022-02-23,213.4742832216986
2022-02-24,209.55846654248944
2022-02-25,216.54889390440098
2022-02-28,214.0484907043711
2022-03-01,219.12955860872287
2022-03-02,217.20048206053337
2022-03-03,216.74671681905232
2022-03-04,220.76649717900315
2022-03-07,214.87006410133057
2022-03-08,222.02776950073684
2022-03-09,219.75534690015033
2022-03-10,230.7965216187894
2022-03-11,225.46356953616626
2022-03-14,228.23220237397675
2022-03-15,228.81387015385013
2022-03-16,226.9573198968032
2022-03-17,231.5098176584181
2022-03-18,226.89124351212226
2022-03-21,229.04026093201102
2022-03-22,230.4543058789206
2022-03-23,229.09390347156616
2022-03-24,227.58871318359166
2022-03-25,228.69668765134463
2022-03-28,224.41819755986327
2022-03-29,221.4393318694907
2022-03-30,220.5749208464346
2022-03-31,221.29199245938625
2022-04-01,216.82191478027343
2022-04-04,218.6126079377273
2022-04-05,221.77657698273407
2022-04-06,227.73776242220643
2022-04-07,229.24374145363555
2022-04-08,227.34838766775343
2022-04-11,228.5492227488945
2022-04-12,229.93162470970734
2022-04-13,233.12485573680576
2022-04-14,229.93090578235893
2022-04-15,228.9710674929076
2022-04-18,229.04282007839174
2022-04-19,229.68235814719785
2022-04-20,232.7931625890379
2022-04-21,232.13730705429774
2022-04-22,232.3312434344663
2022-04-25,238.08406260634882
2022-04-26,239.5798399775109
2022-04-27,238.9376560478108
2022-04-28,240.5505065336673
2022-04-29,237.07828793351612
2022-05-02,239.31807987383343
2022-05-03,236.18233819471524
2022-05-04,234.90656682909736
2022-05-05,242.8213549597491
2022-05-06,234.91193762398015
2022-05-09,245.40950060351548
2022-05-10,244.53586886164985
2022-05-11,244.72166225194698
2022-05-12,246.29489269018194
2022-05-13,248.6187036772446
2022-05-16,252.40224396198914
2022-05-17,249.5054688252989
2022-05-18,245.64749117469825
2022-05-19,246.07587741539828
2022-05-20,241.81870990588783
2022-05-23,244.07452675660736
2022-05-24,241.86704509695846
2022-05-25,238.91527163620998
2022-05-26,241.72446407527943
2022-05-27,241.1032465768548
2022-05-30,240.1437311927987
2022-05-31,237.24243331684744
2022-06-01,238.26901927166062
2022-06-02,240.53263537576746
2022-06-03,237.61920623411018
2022-06-06,236.83989099008676
2022-06-07,231.5396205099439
2022-06-08,225.92750968494173
2022-06-09,222.8933794987562
2022-06-10,222.5363553569925
2022-06-13,219.60247972003341
2022-06-14,215.66327969777075
2022-06-15,224.23623842802417
2022-06-16,229.8856596405309
2022-06-17,231.7546545549067
2022-06-20,232.07700288801456
2022-06-21,232.5237669676561
2022-06-22,235.42784857014504
2022-06-23,239.94705627856013
2022-06-24,244.0206435130554
2022-06-27,251.78803085273566
2022-06-28,253.189059590501
2022-06-29,254.56769114369595
2022-06-30,250.44612784159716
2022-07-01,250.70897439241313
2022-07-04,246.7604681728782
2022-07-05,242.20106050311546
2022-07-06,244.77896726161694
2022-07-07,248.01771854120892
2022-07-08,255.56826563433648
2022-07-11,257.3643630641128
2022-07-12,255.2113525552317
2022-07-13,259.9221271297653
2022-07-14,261.801392894826
2022-07-15,260.4428488911539
2022-07-18,264.8905028947963
2022-07-19,267.3102411704338
2022-07-20,269.4237072001679
2022-07-21,265.7339123938535
2022-07-22,261.866427816759
2022-07-25,256.26281471750593
2022-07-26,261.9625405513179
2022-07-27,261.4050602518082
2022-07-28,268.3035515421995
2022-07-29,261.3574556268865
2022-08-01,266.7268569866004
2022-08-02,271.212661576095
2022-08-03,271.93728540528286
2022-08-04,276.80395345635577
2022-08-05,281.93504479182434
2022-08-08,276.4518402217182
2022-08-09,271.7255944777489
2022-08-10,283.13952356798217
2022-08-11,287.28844573066937
2022-08-12,281.4362741032573
2022-08-15,274.34295156613075
2022-08-16,273.47235566931596
2022-08-17,274.2375007968515
2022-08-18,272.95663984292025
2022-08-19,277.5704537670063
2022-08-22,278.1127009357425
2022-08-23,277.3673673639558
2022-08-24,275.5201482998494
2022-08-25,273.78102152128645
2022-08-26,280.424389753642
2022-08-29,277.81155199851025
2022-08-30,284.5266093287442
2022-08-31,281.10538067660246
2022-09-01,276.6130332331816
2022-09-02,279.9605108424949
2022-09-05,277.1445652345582
2022-09-06,266.95379018852907
2022-09-07,267.97122992287103
2022-09-08,268.2525993409642
2022-09-09,270.39614047529824
2022-09-12,273.46525105238425
2022-09-13,272.00740522998035
2022-09-14,273.08674997776376
2022-09-15,266.3025413528618
2022-09-16,262.4715601890654
2022-09-19,267.2863150689756
2022-09-20,261.1947927304668
2022-09-21,260.92441916106867
2022-09-22,255.16570106577166
2022-09-23,257.2835572206417
2022-09-26,258.87793464710523
2022-09-27,255.47020568304922
2022-09-28,255.4524470500287
2022-09-29,258.69771201085126
2022-09-30,258.75393386789307
2022-10-03,253.837180149865
2022-10-04,250.84145627209918
2022-10-05,248.40560919865456
2022-10-06,250.80140735939656
2022-10-07,247.3533960625793
2022-10-10,249.96060490748715
2022-10-11,244.57299470022087
2022-10-12,242.0345495068288
2022-10-13,241.36107716204995
2022-10-14,247.21414808862633
2022-10-17,243.5761174993826
2022-10-18,242.8800343896479
2022-10-19,241.53563085400202
2022-10-20,241.78440271038235
2022-10-21,237.28343101943864
2022-10-24,242.53002697445893
2022-10-25,241.49985828193618
2022-10-26,242.31473670173636
2022-10-27,235.9726682701155
2022-10-28,235.25899913266434
2022-10-31,233.1098080022146
2022-11-01,232.75139756097343
2022-11-02,226.72295219790084
2022-11-03,232.25213562261138
2022-11-04,232.37873210791085
2022-11-07,238.08110514924834
2022-11-08,232.76765010190883
2022-11-09,231.32822282890834
2022-11-10,231.24313848031838
2022-11-11,227.68154223072028
2022-11-14,223.53134420409523
2022-11-15,219.0240059006593
2022-11-16,215.5746657358475
2022-11-17,220.47814124792478
2022-11-18,220.90292815217651
2022-11-21,221.89087931947878
2022-11-22,225.1587731857167
2022-11-23,226.25087938310241
2022-11-24,222.72353615670912
2022-11-25,225.7821221925261
2022-11-28,226.874827691736
2022-11-29,227.81679802784032
2022-11-30,228.52740318868183
2022-12-01,231.7382594842013
2022-12-02,235.759223985835
2022-12-05,234.82026881403578
2022-12-06,228.1263408336533
2022-12-07,225.80044020768997
2022-12-08,224.83135099386664
2022-12-09,220.78079763956586
2022-12-12,219.4422819284184
2022-12-13,221.58220561336847
2022-12-14,220.6045611774537
2022-12-15,221.95958411606597
2022-12-16,222.25240483608442
2022-12-19,218.15662801599885
2022-12-20,221.4078522627127
2022-12-21,224.79953861077382
2022-12-22,225.87124716849098
2022-12-23,230.4895394670588
2022-12-26,236.81709549882459
2022-12-27,237.9934522503505
2022-12-28,242.06870198622983
2022-12-29,244.29400131078384
2022-12-30,240.28614294083934
2023-01-02,238.84563443548458
2023-01-03,234.5682513748648
2023-01-04,235.35726934745188
2023-01-05,234.10726296908283
2023-01-06,237.99349709995803
2023-01-09,234.32412463997514
2023-01-10,239.38506899656414
2023-01-11,240.4498527208275
2023-01-12,247.4625650329874
2023-01-13,250.75017987270118
2023-01-16,244.39373553987355
2023-01-17,244.7664653319838
2023-01-18,242.58794522615125
2023-01-19,235.21522856011163
2023-01-20,231.64727034201192
2023-01-23,229.5309410302097
2023-01-24,230.39182265424537
2023-01-25,229.80987840971744
2023-01-26,224.74203674222804
2023-01-27,229.32605141961807
2023-01-30,227.7007892364356
2023-01-31,230.87244015733583
2023-02-01,230.49339466036395
2023-02-02,229.74665036617088
2023-02-03,226.6519559366343
2023-02-06,225.73065312208067
2023-02-07,224.53185168801664
2023-02-08,224.91617145288996
2023-02-09,224.29476033617632
2023-02-10,225.3463780730671
2023-02-13,225.3267177871347
2023-02-14,225.85330320287258
2023-02-15,224.04424656730149
2023-02-16,224.75474271573466
2023-02-17,234.0324110617896
2023-02-20,230.75408809390083
2023-02-21,228.72539699295828
2023-02-22,227.68190379435785
2023-02-23,231.19465122897643
2023-02-24,231.1280285274124
2023-02-27,231.82590004379824
2023-02-28,233.14288780127828
2023-03-01,228.8190229806134
2023-03-02,234.57637998181724
2023-03-03,224.08120123959006
2023-03-06,224.57528555156432
2023-03-07,221.89163535878453
2023-03-08,223.18300743728383
2023-03-09,226.08489731668362
2023-03-10,224.86766959038178
2023-03-13,228.53214396858382
2023-03-14,224.87484397041973
2023-03-15,225.1995382969709
2023-03-16,219.76472440435344
2023-03-17,220.98374347391697
2023-03-20,215.3529520456772
2023-03-21,214.170133235875
2023-03-22,213.66144143151726
2023-03-23,215.27588499270715
2023-03-24,214.65407549098057
2023-03-27,218.94148260845938
2023-03-28,221.3105035561286
2023-03-29,221.7040195815471
2023-03-30,220.16570893935278
2023-03-31,216.87213997993223
2023-04-03,220.42937891366802
2023-04-04,215.20709244399933
2023-04-05,216.00251250649615
2023-04-06,213.21506499603314
2023-04-07,218.2945928166557
2023-04-10,221.56663938162745
2023-04-11,226.786361205776
2023-04-12,228.07189661227267
2023-04-13,226.63306868834925
2023-04-14,223.31853630088386
2023-04-17,224.4751718736778
2023-04-18,227.51025056108918
2023-04-19,220.2990143654758
2023-04-20,217.27758969287552
2023-04-21,218.42334041936576
2023-04-24,216.12487926817352
2023-04-25,217.88361104880155
2023-04-26,216.0530385531664
2023-04-27,218.65750255376824
2023-04-28,218.21081478933732
2023-05-01,214.34642630418145
2023-05-02,215.13137668311637
2023-05-03,215.93236471562673
2023-05-04,216.42650102212278
2023-05-05,219.67497812930273
2023-05-08,215.99310269600244
2023-05-09,215.1564804384956
2023-05-10,217.12858733584534
2023-05-11,214.84887536879944
2023-05-12,211.06811093737042
2023-05-15,212.09559814162648
2023-05-16,213.94476714839394
2023-05-17,213.08006130201966
2023-05-18,215.4246369714135
2023-05-19,209.74561445501556
2023-05-22,212.86733800476762
2023-05-23,213.02776797913603
2023-05-24,214.30381727029803
2023-05-25,216.6699224796498
2023-05-26,214.1083246246545
2023-05-29,215.04735353950173
2023-05-30,216.97561961730324
2023-05-31,214.85160596490937
2023-06-01,213.03115686939756
2023-06-02,205.91474888659076
2023-06-05,204.64656607604738
2023-06-06,205.643055953502
2023-06-07,198.3129489493927
2023-06-08,201.41679018488713
2023-06-09,201.00279335660824
2023-06-12,203.67591655772898
2023-06-13,202.91571684299046
2023-06-14,205.65228223182203
2023-06-15,206.36428592781724
2023-06-16,206.25795343281249
2023-06-19,202.9783336374765
2023-06-20,204.24010722316206
2023-06-21,206.98888937667684
2023-06-22,206.86651359291685
2023-06-23,207.06875753214746
2023-06-26,209.97911260025802
2023-06-27,209.34180554469614
2023-06-28,205.34474144197935
2023-06-29,203.46249251158187
2023-06-30,206.70662987562432
2023-07-03,207.15573420881208
2023-07-04,207.54835369683366
2023-07-05,209.1410520490155
2023-07-06,211.20086750530555
2023-07-07,208.3424661962151
2023-07-10,217.37663567215282
2023-07-11,211.1992431000297
2023-07-12,204.07660722215513
2023-07-13,210.00788150158186
2023-07-14,211.01623982942505
2023-07-17,215.42722297543557
2023-07-18,214.8806749948906
2023-07-19,215.82525445313743
2023-07-20,218.47878287990312
2023-07-21,224.19277649265902
2023-07-24,224.58512847162126
2023-07-25,227.36830873625016
2023-07-26,227.70585625598335
2023-07-27,230.73013359468752
2023-07-28,228.86359356408158
2023-07-31,226.05967874193843
