Date,UPS
2020-04-24,293.5860622821111
2020-04-27,303.247392744059
2020-04-28,315.39621332579594
2020-04-29,316.26356414641845
2020-04-30,315.99127057228475
2020-05-01,322.7687725552569
2020-05-04,319.4277901384792
2020-05-05,320.63117597035097
2020-05-06,323.33447721972664
2020-05-07,319.6260481368347
2020-05-08,320.19739176075217
2020-05-11,306.9202911910478
2020-05-12,299.8820230801923
2020-05-13,298.82637150387467
2020-05-14,286.0558632341697
2020-05-15,272.86115853494056
2020-05-18,271.90707366538504
2020-05-19,284.13899447100135
2020-05-20,278.69620864783286
2020-05-21,283.01399157256196
2020-05-22,279.527105958414
2020-05-25,290.39912549530504
2020-05-26,283.30393983026966
2020-05-27,277.4799911596935
2020-05-28,278.5409077127558
2020-05-29,276.2829751014202
2020-06-01,274.9451233583763
2020-06-02,285.7772108218392
2020-06-03,286.6386657553698
2020-06-04,289.14820551070346
2020-06-05,286.45598172562086
2020-06-08,285.89051984471877
2020-06-09,275.4471286570498
2020-06-10,278.2570765922854
2020-06-11,277.7804852054078
2020-06-12,277.4331336572167
2020-06-15,278.47591372710673
2020-06-16,284.0131108496122
2020-06-17,292.11633201803386
2020-06-18,292.6624317586239
2020-06-19,294.5570679139241
2020-06-22,298.25331949796606
2020-06-23,293.6507234804918
2020-06-24,313.37564281058116
2020-06-25,295.96293671289675
2020-06-26,286.0558612103761
2020-06-29,288.0193888655574
2020-06-30,272.1525195285712
2020-07-01,274.10418117925116
2020-07-02,276.3700736528578
2020-07-03,275.4752777269808
2020-07-06,272.2742006836523
2020-07-07,269.074378150951
2020-07-08,266.5575523939716
2020-07-09,270.9735889385294
2020-07-10,276.70929509066156
2020-07-13,263.41152274425525
2020-07-14,278.0105723755848
2020-07-15,280.792852418269
2020-07-16,285.91826020528185
2020-07-17,286.10553245536266
2020-07-20,273.8127434809307
2020-07-21,281.29512230515604
2020-07-22,284.6082358078821
2020-07-23,276.78731484872924
2020-07-24,279.80760377840954
2020-07-27,283.74610190935226
2020-07-28,287.20029067527685
2020-07-29,294.3090211153697
2020-07-30,298.93322239543744
2020-07-31,292.11210134754305
2020-08-03,284.9232692529421
2020-08-04,287.97790246052506
2020-08-05,288.78448413795275
2020-08-06,295.1579853609311
2020-08-07,289.0445349924278
2020-08-10,289.81430825005333
2020-08-11,287.43278272040413
2020-08-12,285.5847236133778
2020-08-13,279.6406284233841
2020-08-14,288.53097069299827
2020-08-17,292.28462940234766
2020-08-18,293.4210353180006
2020-08-19,302.52178802666583
2020-08-20,298.8221852113383
2020-08-21,299.49410135780755
2020-08-24,304.7525157499942
2020-08-25,293.07924139774065
2020-08-26,300.8182791387996
2020-08-27,301.43262231044315
2020-08-28,297.91177364566846
2020-08-31,289.86001122068916
2020-09-01,292.46352807823683
2020-09-02,287.3135770392668
2020-09-03,282.0257644397596
2020-09-04,272.38495617872286
2020-09-07,269.50586308374085
2020-09-08,271.834245536786
2020-09-09,265.1130451115785
2020-09-10,261.20951572467663
2020-09-11,262.4287690420482
2020-09-14,266.92295076217886
2020-09-15,273.6365751460398
2020-09-16,259.51625585260723
2020-09-17,260.7921892817751
2020-09-18,256.71196686585563
2020-09-21,259.7918542210346
2020-09-22,253.6124421291667
2020-09-23,247.51188365702706
2020-09-24,243.58336876355838
2020-09-25,245.97686861992926
2020-09-28,245.33395137846802
2020-09-29,244.03405151437386
2020-09-30,242.23210250684622
2020-10-01,232.29220929242462
2020-10-02,231.7574732993241
2020-10-05,243.2004148344076
2020-10-06,241.02647885944907
2020-10-07,253.1622732272754
2020-10-08,268.0430312746984
2020-10-09,277.3457961057306
2020-10-12,281.8237105953069
2020-10-13,285.3926688692611
2020-10-14,279.5300422156631
2020-10-15,274.3149446181519
2020-10-16,272.88685014532
2020-10-19,276.70923597789107
2020-10-20,283.38384577510163
2020-10-21,281.8673016756746
2020-10-22,272.80529193716217
2020-10-23,256.2827049461804
2020-10-26,242.7588294275108
2020-10-27,244.38019716701177
2020-10-28,245.8646923284564
2020-10-29,249.56333037012473
2020-10-30,248.5258657350481
2020-11-02,244.76481598899176
2020-11-03,241.0321927814559
2020-11-04,252.48973076398306
2020-11-05,248.04355565523025
2020-11-06,245.75838422162192
2020-11-09,244.3304244685271
2020-11-10,251.64653317039358
2020-11-11,247.25704380611705
2020-11-12,241.52333531886129
2020-11-13,230.92696470797722
2020-11-16,230.64246879818685
2020-11-17,242.7039709646623
2020-11-18,245.38466821161393
2020-11-19,238.13493964255633
2020-11-20,240.93766089058303
2020-11-23,239.74599288654662
2020-11-24,232.0198831884658
2020-11-25,233.74920380610587
2020-11-26,239.41740465975747
2020-11-27,241.7499017641997
2020-11-30,243.63651287828682
2020-12-01,241.4237582570815
2020-12-02,239.2357739877611
2020-12-03,241.7880850868977
2020-12-04,230.03417521270956
2020-12-07,228.29695457825002
2020-12-08,235.78063217025766
2020-12-09,241.28998264703523
2020-12-10,247.27048425357245
2020-12-11,248.21148953910844
2020-12-14,244.7702476824771
2020-12-15,238.75549016790703
2020-12-16,228.15206704288244
2020-12-17,216.82489651779977
2020-12-18,207.5043198892852
2020-12-21,208.8870749588878
2020-12-22,198.28164402058505
2020-12-23,190.95958824823134
2020-12-24,181.5794468636203
2020-12-25,182.81531275503488
2020-12-28,183.3383839798651
2020-12-29,182.006835050518
2020-12-30,184.90192350633185
2020-12-31,185.46194629569518
2021-01-01,177.4999100293539
2021-01-04,173.72433741453028
2021-01-05,172.70320847308432
2021-01-06,174.9213117847018
2021-01-07,178.46136596297453
2021-01-08,170.85988406449115
2021-01-11,179.4125104000882
2021-01-12,182.3763002111974
2021-01-13,183.29535749228475
2021-01-14,178.98012616932073
2021-01-15,181.01193067785758
2021-01-18,178.66198066414358
2021-01-19,177.76899905879708
2021-01-20,181.6190415070106
2021-01-21,182.07460997575785
2021-01-22,182.11204228350923
2021-01-25,184.03775778313172
2021-01-26,177.7252485446447
2021-01-27,183.49571783196185
2021-01-28,185.22450993143548
2021-01-29,185.0449697546864
2021-02-01,188.53048110234084
2021-02-02,186.17859969642552
2021-02-03,190.09311469989268
2021-02-04,186.61051171211793
2021-02-05,191.3260889968254
2021-02-08,193.87205348813205
2021-02-09,192.6941086982247
2021-02-10,180.57145243484118
2021-02-11,183.41017162554314
2021-02-12,182.08628483166336
2021-02-15,178.9454649424649
2021-02-16,180.75371827514385
2021-02-17,178.64956253624888
2021-02-18,182.93314963673396
2021-02-19,186.10044177535198
2021-02-22,189.5838176333116
2021-02-23,181.6799894266977
2021-02-24,178.55897825212378
2021-02-25,183.45192444949205
2021-02-26,189.71153986466362
2021-03-01,199.53672949587428
2021-03-02,192.23110218209203
2021-03-03,193.9636063966483
2021-03-04,185.00918023488626
2021-03-05,191.7013893463796
2021-03-08,185.11486582456
2021-03-09,183.86050806640816
2021-03-10,184.04217503654868
2021-03-11,176.188616446392
2021-03-12,176.30472526396042
2021-03-15,185.88955984444414
2021-03-16,183.43696940223364
2021-03-17,192.2091416411576
2021-03-18,183.63167312866523
2021-03-19,178.58001859265724
2021-03-22,181.2146107618941
2021-03-23,181.41123763537436
2021-03-24,181.93112549829746
2021-03-25,183.21922832077857
2021-03-26,180.94929456791883
2021-03-29,182.13555846890327
2021-03-30,187.6311226239924
2021-03-31,184.4898250559018
2021-04-01,180.55786511469398
2021-04-02,173.36648575176977
2021-04-05,172.14279404509176
2021-04-06,166.6640084355577
2021-04-07,167.23241100856188
2021-04-08,168.81883946097125
2021-04-09,171.87332778644023
2021-04-12,168.2711695982992
2021-04-13,162.17206609168545
2021-04-14,161.72463636249958
2021-04-15,162.06930165671864
2021-04-16,166.26260743044332
2021-04-19,161.17549808840937
2021-04-20,163.20089988605997
2021-04-21,167.32631959661776
2021-04-22,165.60411802262956
2021-04-23,172.77545651852813
2021-04-26,175.24419045783236
2021-04-27,179.6310016904325
2021-04-28,181.6958732696705
2021-04-29,178.13222760595454
2021-04-30,185.58291759893035
2021-05-03,184.24192082572296
2021-05-04,182.62841567993365
2021-05-05,191.92938195349822
2021-05-06,193.0191945018653
2021-05-07,195.50599396576038
2021-05-10,202.03026724264404
2021-05-11,200.62593084270372
2021-05-12,205.02957379731785
2021-05-13,205.83840740496916
2021-05-14,206.78978307789424
2021-05-17,203.24218282486058
2021-05-18,208.85312389152693
2021-05-19,211.57101358347742
2021-05-20,218.1325000942348
2021-05-21,217.85550824711657
2021-05-24,214.33742856866556
2021-05-25,220.7415469974841
2021-05-26,214.43825992155107
2021-05-27,212.95380366978415
2021-05-28,226.16992848629533
2021-05-31,234.02481441684725
2021-06-01,241.27686647100668
2021-06-02,235.51238650040193
2021-06-03,220.14977355769312
2021-06-04,221.41521208625574
2021-06-07,220.43798292934804
2021-06-08,212.71904097391706
2021-06-09,210.21856831843942
2021-06-10,200.32068470248618
2021-06-11,199.6425206748498
2021-06-14,199.93399655423036
2021-06-15,206.50891032841847
2021-06-16,209.67694270596147
2021-06-17,205.0759044499794
2021-06-18,200.64046693581435
2021-06-21,204.28711577572295
2021-06-22,205.7367417983337
2021-06-23,202.0388926232836
2021-06-24,201.22729923492076
2021-06-25,208.53939073362076
2021-06-28,215.2190862282106
2021-06-29,218.95782646826004
2021-06-30,219.41705275286662
2021-07-01,216.82691318666315
2021-07-02,223.15322168590188
2021-07-05,222.1247991205114
2021-07-06,216.38394693494234
2021-07-07,213.0149656396198
2021-07-08,217.43742190706953
2021-07-09,210.87466665881976
2021-07-12,210.76841763581655
2021-07-13,212.10293717889311
2021-07-14,214.0317858234472
2021-07-15,214.43432463482296
2021-07-16,203.00852464314826
2021-07-19,203.38081335652635
2021-07-20,203.59593983482182
2021-07-21,197.74977762176908
2021-07-22,195.51439840278505
2021-07-23,198.59597185937307
2021-07-26,197.02348467335256
2021-07-27,202.18173947822274
2021-07-28,205.87214474014877
2021-07-29,215.46708154170994
2021-07-30,213.36733769879822
2021-08-02,206.59110826190044
2021-08-03,205.2101724270925
2021-08-04,207.0698227420185
2021-08-05,203.62889026846312
2021-08-06,212.935008379031
2021-08-09,211.12689553539388
2021-08-10,213.8047466388471
2021-08-11,207.61419881312432
2021-08-12,212.9957769825305
2021-08-13,223.40467626743003
2021-08-16,228.17371878167026
2021-08-17,227.60298612082664
2021-08-18,231.0507044331578
2021-08-19,238.35469937635906
2021-08-20,235.58695594204036
2021-08-23,238.5009477776924
2021-08-24,239.4035341355978
2021-08-25,232.81129627245684
2021-08-26,237.16588629137883
2021-08-27,233.11636806792166
2021-08-30,237.42279951644593
2021-08-31,232.54513735034658
2021-09-01,226.58248915157813
2021-09-02,235.86321962101135
2021-09-03,235.67839548833095
2021-09-06,232.47704097568618
2021-09-07,229.18319899358525
2021-09-08,228.35840650897302
2021-09-09,229.81084566406273
2021-09-10,225.86799407815738
2021-09-13,225.830199732073
2021-09-14,224.24664924521085
2021-09-15,223.57691314121465
2021-09-16,236.6294040231043
2021-09-17,229.77003515629178
2021-09-20,219.7760756771074
2021-09-21,213.40638599976418
2021-09-22,215.71178781708704
2021-09-23,218.0663518342329
2021-09-24,213.58893155955639
2021-09-27,213.3681490215911
2021-09-28,207.84196557268584
2021-09-29,209.59676731904864
2021-09-30,216.37137896141022
2021-10-01,215.36468690710205
2021-10-04,219.33544372699478
2021-10-05,226.4509518453641
2021-10-06,231.3171816148616
2021-10-07,231.4576908339993
2021-10-08,223.85664781652787
2021-10-11,219.28725871162584
2021-10-12,223.43812851726602
2021-10-13,219.9133341041814
2021-10-14,230.09137464819568
2021-10-15,234.9571281915959
2021-10-18,232.79113112377897
2021-10-19,234.41831553322677
2021-10-20,227.71844504939338
2021-10-21,234.71702407344603
2021-10-22,233.38514380544171
2021-10-25,227.85491328093144
2021-10-26,220.9008702221426
2021-10-27,223.18419008696293
2021-10-28,221.61354832914097
2021-10-29,222.51860920111915
2021-11-01,219.7348014133231
2021-11-02,229.39078694233257
2021-11-03,227.00552037567732
2021-11-04,227.85334268710074
2021-11-05,224.74959469504378
2021-11-08,231.05111765753801
2021-11-09,236.71422654579663
2021-11-10,237.2821040803721
2021-11-11,246.66149420550096
2021-11-12,242.3267084669166
2021-11-15,243.83320683440013
2021-11-16,251.20712138541023
2021-11-17,235.53641426748797
2021-11-18,234.27036621421766
2021-11-19,242.9584504312303
2021-11-22,235.97602499049773
2021-11-23,237.65273632309973
2021-11-24,237.55459135377558
2021-11-25,238.88016429642622
2021-11-26,235.52278741900957
2021-11-29,232.19581828025946
2021-11-30,231.68645422540962
2021-12-01,225.37452918611714
2021-12-02,230.60837870955595
2021-12-03,230.4625558391209
2021-12-06,224.823308871235
2021-12-07,224.20123388799803
2021-12-08,232.19244539629702
2021-12-09,215.25131267928535
2021-12-10,218.1390334821184
2021-12-13,214.15891273002376
2021-12-14,204.3635885522081
2021-12-15,205.0327615547784
2021-12-16,200.11067784112
2021-12-17,202.2783070174489
2021-12-20,189.9459860152774
2021-12-21,199.6833464091064
2021-12-22,208.31675012834148
2021-12-23,208.88804412223521
2021-12-24,206.00620626215348
2021-12-27,206.83130677342214
2021-12-28,213.69946488002762
2021-12-29,214.79541244400477
2021-12-30,213.86340793289463
2021-12-31,207.88491505722277
2022-01-03,200.37073206828964
2022-01-04,201.81447172887593
2022-01-05,203.28958180055574
2022-01-06,207.96470212099518
2022-01-07,209.59740413491696
2022-01-10,211.06137572039
2022-01-11,210.88567047150806
2022-01-12,209.39611015219452
2022-01-13,206.78510456316604
2022-01-14,206.98470031157677
2022-01-17,207.6183105719897
2022-01-18,203.05791571786378
2022-01-19,201.6596278227762
2022-01-20,202.16483839597257
2022-01-21,198.79439559739012
2022-01-24,195.34847231397728
2022-01-25,185.42225293758287
2022-01-26,182.95797446967242
2022-01-27,182.6013148774661
2022-01-28,182.35657600828046
2022-01-31,179.01384311042295
2022-02-01,179.15960832407214
2022-02-02,178.40746351180076
2022-02-03,175.33404970789954
2022-02-04,172.73059801322043
2022-02-07,168.1881472001188
2022-02-08,168.74062607882158
2022-02-09,164.81716176100903
2022-02-10,155.61545663900253
2022-02-11,152.81511647885682
2022-02-14,149.1046464941859
2022-02-15,148.17862270005378
2022-02-16,141.78560609866267
2022-02-17,142.11180317513345
2022-02-18,140.86303352862646
2022-02-21,139.69529426732703
2022-02-22,135.94722085096467
2022-02-23,136.75380941273025
2022-02-24,129.27941746559378
2022-02-25,130.38646605233066
2022-02-28,130.93676867768775
2022-03-01,133.8607491456753
2022-03-02,137.80770330418702
2022-03-03,139.566938768981
2022-03-04,141.06385185585086
2022-03-07,136.49149325724116
2022-03-08,135.83682336696606
2022-03-09,132.05785618657586
2022-03-10,134.37236883877586
2022-03-11,129.35371432666113
2022-03-14,124.8958943688903
2022-03-15,127.61509956471724
2022-03-16,127.25746428941325
2022-03-17,127.15159605681137
2022-03-18,128.70807151434025
2022-03-21,126.47862883105581
2022-03-22,128.64252924951901
2022-03-23,122.25618905126693
2022-03-24,127.9422843956944
2022-03-25,128.5533484769933
2022-03-28,136.23873801490896
2022-03-29,134.1924772555236
2022-03-30,134.6115790821809
2022-03-31,132.59983432732332
2022-04-01,137.58033789170693
2022-04-04,132.41152334823457
2022-04-05,131.0914433646521
2022-04-06,133.984758721507
2022-04-07,134.43153647666216
2022-04-08,136.43702656155583
2022-04-11,139.18938559423322
2022-04-12,140.92684008212765
2022-04-13,142.63835142511974
2022-04-14,143.17964054660897
2022-04-15,137.86688987544912
2022-04-18,139.76486917883975
2022-04-19,139.20868498562675
2022-04-20,134.97243793069475
2022-04-21,142.61145383717218
2022-04-22,141.722644986132
2022-04-25,139.62761637142987
2022-04-26,140.11739927969987
2022-04-27,138.59031341426325
2022-04-28,138.0919780498275
2022-04-29,138.41264001221717
2022-05-02,136.368967520581
2022-05-03,138.58513010270764
2022-05-04,142.05192255934773
2022-05-05,137.0788566649706
2022-05-06,139.3784188387256
2022-05-09,140.63596822593001
2022-05-10,139.66893772692126
2022-05-11,138.4572808870972
2022-05-12,137.74608227948636
2022-05-13,135.2770886948922
2022-05-16,129.86775564574086
2022-05-17,127.42208923356425
2022-05-18,122.12347199736718
2022-05-19,124.67849922906933
2022-05-20,118.46397193527946
2022-05-23,122.19202923082265
2022-05-24,124.68739369604755
2022-05-25,127.23332930595694
2022-05-26,128.13409184632084
2022-05-27,128.1955425088808
2022-05-30,131.5409135867246
2022-05-31,127.2725095888559
2022-06-01,129.585105760701
2022-06-02,130.39381445277093
2022-06-03,130.28901918556605
2022-06-06,132.14121463070057
2022-06-07,137.0811233524078
2022-06-08,138.5920752904751
2022-06-09,137.70039669358204
2022-06-10,137.82998753026058
2022-06-13,135.4312059698704
2022-06-14,134.56873186398576
2022-06-15,129.06112309431205
2022-06-16,126.52547720983078
2022-06-17,127.10597946745092
2022-06-20,128.59328306144673
2022-06-21,131.65634384403145
2022-06-22,132.60419011923338
2022-06-23,133.01859624352372
2022-06-24,132.25854203108253
2022-06-27,127.91851365763434
2022-06-28,136.96329435216884
2022-06-29,134.18439422181376
2022-06-30,137.92250104627323
2022-07-01,138.3836596938741
2022-07-04,130.06104212029146
2022-07-05,131.97725834844766
2022-07-06,126.37749841715959
2022-07-07,128.4105021560368
2022-07-08,129.5548231499259
2022-07-11,128.06766109493665
2022-07-12,127.80960205806839
2022-07-13,122.68579128086267
2022-07-14,126.61856091829111
2022-07-15,124.61569267574947
2022-07-18,127.33572402233828
2022-07-19,128.37037096901966
2022-07-20,127.02851263084305
2022-07-21,123.04767426469752
2022-07-22,123.9335479096995
2022-07-25,121.89719894067989
2022-07-26,119.70510853222356
2022-07-27,115.00855389046836
2022-07-28,108.29579515738806
2022-07-29,107.63836613227976
2022-08-01,108.04613340686252
2022-08-02,104.82696750352821
2022-08-03,106.12597728620273
2022-08-04,104.9535733033264
2022-08-05,99.9567491425959
2022-08-08,101.95446663283484
2022-08-09,107.33405282263313
2022-08-10,112.68357994639861
2022-08-11,109.7441461089379
2022-08-12,112.35859789245286
2022-08-15,112.85668164270018
2022-08-16,112.89423481180083
2022-08-17,109.9600521213035
2022-08-18,109.00044902118769
2022-08-19,112.30444276001536
2022-08-22,111.8535071233686
2022-08-23,107.54142579836966
2022-08-24,106.24881163463512
2022-08-25,107.04389681671125
2022-08-26,109.03575654298997
2022-08-29,105.94251152908024
2022-08-30,106.1089461448616
2022-08-31,101.8149331945449
2022-09-01,103.31252923610468
2022-09-02,104.6211102598512
2022-09-05,105.066924708171
2022-09-06,103.28844590885335
2022-09-07,98.27442129965534
2022-09-08,97.12014418307814
2022-09-09,102.61464978923989
2022-09-12,103.48208842466059
2022-09-13,102.7875860701875
2022-09-14,102.99622718576224
2022-09-15,102.80048684915859
2022-09-16,96.86646846384802
2022-09-19,93.85176551260354
2022-09-20,90.82744289368395
2022-09-21,90.70847869317436
2022-09-22,95.54245584979729
2022-09-23,98.8112740157339
2022-09-26,97.49187442942046
2022-09-27,101.13616248801475
2022-09-28,98.81168079352356
2022-09-29,98.33062761653001
2022-09-30,100.26416945443822
2022-10-03,100.70829343146511
2022-10-04,98.45350988982894
2022-10-05,93.04818347365516
2022-10-06,91.70056992891567
2022-10-07,92.20323991320087
2022-10-10,93.41163171323194
2022-10-11,96.09361565005506
2022-10-12,97.4959400854783
2022-10-13,99.09927928343416
2022-10-14,99.60364523499804
2022-10-17,100.14987722047
2022-10-18,99.28084829625263
2022-10-19,101.7475155768536
2022-10-20,102.86200886945306
2022-10-21,100.86554210907114
2022-10-24,101.9024429368428
2022-10-25,104.16416110754488
2022-10-26,102.67634048672987
2022-10-27,103.13584773764121
2022-10-28,107.38239079735605
2022-10-31,107.15403463950962
2022-11-01,112.71794226310914
2022-11-02,112.53698274428741
2022-11-03,113.73112438065766
2022-11-04,112.83022593916778
2022-11-07,117.76721707120832
2022-11-08,121.13704042529193
2022-11-09,125.17931228229455
2022-11-10,130.66427064633788
2022-11-11,128.26287691299956
2022-11-14,131.43120286126114
2022-11-15,124.18471336532774
2022-11-16,123.2806062283853
2022-11-17,124.47443891656211
2022-11-18,124.34314763446523
2022-11-21,124.0510637148603
2022-11-22,123.96813475126926
2022-11-23,125.0218296291549
2022-11-24,122.7968413711532
2022-11-25,123.2835241782266
2022-11-28,126.17060312836523
2022-11-29,123.49506215162106
2022-11-30,122.43183763990729
2022-12-01,121.08103508434687
2022-12-02,120.16832559175684
2022-12-05,125.37437693360548
2022-12-06,121.78545767727346
2022-12-07,121.50858141962533
2022-12-08,122.43787544368507
2022-12-09,117.61397414537876
2022-12-12,119.27208466420693
2022-12-13,118.82085572123196
2022-12-14,116.18974721352527
2022-12-15,115.37482441212099
2022-12-16,116.72591800117641
2022-12-19,117.65283145863319
2022-12-20,121.0600226377551
2022-12-21,127.74674935339337
2022-12-22,126.74105894533402
2022-12-23,131.81624537397556
2022-12-26,128.6464425127242
2022-12-27,128.3530003218057
2022-12-28,123.99361651660635
2022-12-29,118.6160509987732
2022-12-30,122.11856601536657
2023-01-02,121.17427894257158
2023-01-03,124.58737239269634
2023-01-04,123.71159810611402
2023-01-05,126.00403796548557
2023-01-06,117.53053676256684
2023-01-09,115.00958361739708
2023-01-10,113.33736780506928
2023-01-11,113.86820632663294
2023-01-12,116.62743106536435
2023-01-13,111.45126017182528
2023-01-16,111.93291279178494
2023-01-17,115.12752946158943
2023-01-18,117.20470730709962
2023-01-19,115.88466601771368
2023-01-20,116.05214672963227
2023-01-23,115.5014646495322
2023-01-24,115.0770362714072
2023-01-25,110.75499304429458
2023-01-26,106.50225487443603
2023-01-27,109.5678078458057
2023-01-30,105.38062096418395
2023-01-31,109.02292065170552
2023-02-01,105.5149967827692
2023-02-02,102.40106214689992
2023-02-03,104.12133041392583
2023-02-06,106.30451316912902
2023-02-07,105.77504521693092
2023-02-08,103.1024661949291
2023-02-09,106.63840110847897
2023-02-10,104.20428946230689
2023-02-13,104.68716312457173
2023-02-14,101.20751292580901
2023-02-15,103.84036248694527
2023-02-16,100.4602053830758
2023-02-17,102.9963479045537
2023-02-20,106.61394179648015
2023-02-21,104.01881668366298
2023-02-22,100.18394048362946
2023-02-23,99.85471500761552
2023-02-24,99.71346845969835
2023-02-27,102.46379844633678
2023-02-28,104.06458118601704
2023-03-01,97.9700509619551
2023-03-02,96.10413025005847
2023-03-03,93.65031131658091
2023-03-06,94.16477759999773
2023-03-07,94.23421260552603
2023-03-08,91.81189863585135
2023-03-09,88.6007913905558
2023-03-10,89.02720581869457
2023-03-13,87.6618968747018
2023-03-14,88.97614303643617
2023-03-15,89.7980571783834
2023-03-16,89.730025429151
2023-03-17,91.34828396388602
2023-03-20,90.73492657227092
2023-03-21,90.0647965802644
2023-03-22,92.32224020332356
2023-03-23,92.19400905449672
2023-03-24,92.82023692602115
2023-03-27,93.7352641493766
2023-03-28,98.85297089110963
2023-03-29,101.08290975867662
2023-03-30,105.39738457193907
2023-03-31,105.78327506816674
2023-04-03,104.35062298113976
2023-04-04,103.42805121944086
2023-04-05,107.94729464512709
2023-04-06,110.09829324751126
2023-04-07,110.81685994960375
2023-04-10,108.72586793162168
2023-04-11,110.8207863014014
2023-04-12,112.89817806491205
2023-04-13,114.64550490403003
2023-04-14,120.5518909507318
2023-04-17,123.19378447063482
2023-04-18,127.70453182263549
2023-04-19,125.18176453458328
2023-04-20,124.14536643755329
2023-04-21,123.2113563612839
2023-04-24,124.3105975370561
2023-04-25,130.11064662621857
2023-04-26,132.59578457072269
2023-04-27,137.6136173422036
2023-04-28,137.04365721879
2023-05-01,140.43455664312734
2023-05-02,144.17450292086667
2023-05-03,152.69539345891206
2023-05-04,146.80311425947102
2023-05-05,146.9051791357891
2023-05-08,144.47045284457047
2023-05-09,141.79178508654525
2023-05-10,139.8572482266259
2023-05-11,137.59609509360175
2023-05-12,138.36847408798684
2023-05-15,140.14902506425972
2023-05-16,139.8385070740981
2023-05-17,140.01064556333262
2023-05-18,137.9634366065542
2023-05-19,136.00807333247806
2023-05-22,135.80474778230143
2023-05-23,132.72302456022385
2023-05-24,134.56097466840853
2023-05-25,126.49611640369832
2023-05-26,126.63545941645432
2023-05-29,126.57964166459172
2023-05-30,127.95654434007497
2023-05-31,123.75045523261196
2023-06-01,127.6936704835701
2023-06-02,129.13897858850393
2023-06-05,129.82809191231945
2023-06-06,129.82762743771508
2023-06-07,134.16119099746396
2023-06-08,139.31639182448717
2023-06-09,142.06252661992363
2023-06-12,138.62098942069701
2023-06-13,138.14860059009777
2023-06-14,134.3944405787002
2023-06-15,137.00713132303642
2023-06-16,139.53160043217775
2023-06-19,137.1086247682073
2023-06-20,133.97569276975736
2023-06-21,130.013936027261
2023-06-22,141.67985991969383
2023-06-23,143.14149422404154
2023-06-26,143.68059535388502
2023-06-27,142.2566937962824
2023-06-28,135.52706638769334
2023-06-29,138.40444969357853
2023-06-30,141.43888744442808
2023-07-03,143.01166663806282
2023-07-04,143.57263562373276
2023-07-05,138.9875440991436
2023-07-06,139.02821721697666
2023-07-07,141.22370829301747
2023-07-10,145.0241347852682
2023-07-11,147.4885164434073
2023-07-12,152.48642373104647
2023-07-13,157.46152947905824
2023-07-14,155.42746569640977
2023-07-17,147.73859489321939
2023-07-18,147.70975044656126
2023-07-19,142.379545259704
2023-07-20,139.64271859804902
2023-07-21,147.61214153641222
2023-07-24,141.5140816385628
2023-07-25,143.19762275916756
2023-07-26,137.8341930139324
2023-07-27,137.56280204442834
2023-07-28,136.22186740207124
2023-07-31,134.02412450215334
