Date,ADBE
2020-10-05,517.5221585600835
2020-10-06,520.6837066479377
2020-10-07,531.0529054352346
2020-10-08,526.7584690442308
2020-10-09,527.1209221519439
2020-10-12,535.7080835289568
2020-10-13,534.2081584343988
2020-10-14,537.3437994932159
2020-10-15,536.239056682565
2020-10-16,563.5327756214286
2020-10-19,572.8123253162819
2020-10-20,566.7509761952352
2020-10-21,573.4267476909191
2020-10-22,576.3554159753896
2020-10-23,583.6931213631423
2020-10-26,605.8686337220516
2020-10-27,593.272614319403
2020-10-28,578.4832665499184
2020-10-29,580.9958403768907
2020-10-30,577.6398663609589
2020-11-02,586.1835207681004
2020-11-03,562.5604594476968
2020-11-04,568.2671726993827
2020-11-05,536.9331460454353
2020-11-06,522.2715377998078
2020-11-09,520.7154026032208
2020-11-10,545.5906118877602
2020-11-11,539.6547543777292
2020-11-12,542.5564501178222
2020-11-13,555.5505330008747
2020-11-16,561.864792633996
2020-11-17,574.8078580525797
2020-11-18,579.3174039845647
2020-11-19,572.9913253942441
2020-11-20,572.3220020564794
2020-11-23,566.2071790448779
2020-11-24,563.622747451895
2020-11-25,555.1396557189058
2020-11-26,556.6357662383986
2020-11-27,560.7043455487177
2020-11-30,568.9438072994956
2020-12-01,579.401789471771
2020-12-02,582.084153435594
2020-12-03,591.0555367079144
2020-12-04,584.7818953162362
2020-12-07,566.6774206736945
2020-12-08,576.623178015313
2020-12-09,572.8720863039534
2020-12-10,566.87814355378
2020-12-11,588.26360597634
2020-12-14,606.9440962844759
2020-12-15,607.2969418848426
2020-12-16,618.3156438429219
2020-12-17,612.4838487667735
2020-12-18,629.701998854279
2020-12-21,642.2150387091966
2020-12-22,661.4556816316098
2020-12-23,651.9108883702999
2020-12-24,634.5862887059552
2020-12-25,618.2810271812644
2020-12-28,637.9118786698305
2020-12-29,638.6803199724562
2020-12-30,653.5832812977852
2020-12-31,655.1211320069458
2021-01-01,679.5326070147039
2021-01-04,693.6902194774743
2021-01-05,719.2085235443592
2021-01-06,717.2469255168409
2021-01-07,705.2175409431335
2021-01-08,753.6900718805681
2021-01-11,769.5102724272515
2021-01-12,788.3990162742523
2021-01-13,796.2325251052229
2021-01-14,796.0343141456503
2021-01-15,797.4778896894994
2021-01-18,781.7138734188063
2021-01-19,762.7540969692476
2021-01-20,756.8947426377555
2021-01-21,748.5800982124833
2021-01-22,748.6648521233168
2021-01-25,762.6850853193571
2021-01-26,754.7347279474227
2021-01-27,729.2416063469379
2021-01-28,731.3521871521453
2021-01-29,720.9272591553802
2021-02-01,721.4640630521499
2021-02-02,710.8559246344059
2021-02-03,705.608397154172
2021-02-04,709.7586102711832
2021-02-05,688.4858554243945
2021-02-08,688.0599417296938
2021-02-09,699.2394777388674
2021-02-10,702.7285514051382
2021-02-11,718.6948519929708
2021-02-12,703.2466661394192
2021-02-15,701.0187488080479
2021-02-16,696.0485898306331
2021-02-17,708.3791514415641
2021-02-18,722.8729042237729
2021-02-19,699.0050237396581
2021-02-22,707.9124837948849
2021-02-23,690.8852933315626
2021-02-24,675.4805319779219
2021-02-25,654.8848041419352
2021-02-26,671.0406139087057
2021-03-01,657.8748233233798
2021-03-02,667.393483385884
2021-03-03,666.2126460519543
2021-03-04,665.0317491272563
2021-03-05,669.5114975201019
2021-03-08,662.1373040568863
2021-03-09,649.6905384875876
2021-03-10,663.6422437421368
2021-03-11,660.2757206539178
2021-03-12,642.8086987887872
2021-03-15,635.3769133795056
2021-03-16,655.195323055427
2021-03-17,670.0584479681135
2021-03-18,663.9594550995747
2021-03-19,658.9213144294771
2021-03-22,668.9763062445076
2021-03-23,648.544248397386
2021-03-24,651.8211672292023
2021-03-25,648.9003509710642
2021-03-26,637.6745662754466
2021-03-29,623.4831701905944
2021-03-30,639.1807809827459
2021-03-31,628.3585091609907
2021-04-01,629.2690833914979
2021-04-02,608.2660903198495
2021-04-05,624.7206791882925
2021-04-06,634.1750404459914
2021-04-07,632.1281235701969
2021-04-08,637.564268394175
2021-04-09,638.766951610497
2021-04-12,621.6613173281548
2021-04-13,616.049595522526
2021-04-14,622.0407044594899
2021-04-15,626.6922254128684
2021-04-16,632.9782315598293
2021-04-19,654.2991627978192
2021-04-20,637.7659743675255
2021-04-21,649.0596104847115
2021-04-22,654.4920535608308
2021-04-23,642.65911363441
2021-04-26,638.7194442334862
2021-04-27,648.4646528575691
2021-04-28,670.8775963291928
2021-04-29,676.0426625572474
2021-04-30,683.6063053343574
2021-05-03,706.4555958682297
2021-05-04,712.6011161341614
2021-05-05,710.7476336230271
2021-05-06,712.7605088212997
2021-05-07,714.0256771494046
2021-05-10,730.818189011766
2021-05-11,745.937764087031
2021-05-12,711.8738852351214
2021-05-13,699.8361228488787
2021-05-14,698.9970772869535
2021-05-17,683.507508652795
2021-05-18,671.1974813499916
2021-05-19,666.467812683228
2021-05-20,661.8308978890951
2021-05-21,675.5520224959489
2021-05-24,675.275466846137
2021-05-25,664.4651994540137
2021-05-26,670.0593222214878
2021-05-27,682.8028064859329
2021-05-28,721.2488848403243
2021-05-31,746.2162145884968
2021-06-01,724.5014143903788
2021-06-02,714.6459488671154
2021-06-03,704.869936693993
2021-06-04,727.7226157190383
2021-06-07,735.0331435613627
2021-06-08,702.894309610269
2021-06-09,705.613104873427
2021-06-10,745.6598272618895
2021-06-11,751.0003054799915
2021-06-14,765.3595840020881
2021-06-15,781.0582439770947
2021-06-16,806.0779239252116
2021-06-17,800.7684182739231
2021-06-18,818.2761949363934
2021-06-21,845.657018909553
2021-06-22,829.1507685325423
2021-06-23,841.635667703189
2021-06-24,874.1084066319386
2021-06-25,884.8122125724375
2021-06-28,830.1504628604225
2021-06-29,801.3173670212124
2021-06-30,766.4806713883526
2021-07-01,787.6424674305977
2021-07-02,819.5881579113931
2021-07-05,817.492609262583
2021-07-06,830.6272474160454
2021-07-07,847.8810103477596
2021-07-08,818.4372199373661
2021-07-09,836.0088854372951
2021-07-12,846.3827805587546
2021-07-13,860.5922966157182
2021-07-14,828.4131994229349
2021-07-15,813.3491596970981
2021-07-16,825.9082479691613
2021-07-19,828.5759075849037
2021-07-20,789.1413172100738
2021-07-21,782.2065250192435
2021-07-22,783.791104172899
2021-07-23,782.7074602491887
2021-07-26,767.545637073428
2021-07-27,778.2250542859672
2021-07-28,786.2877967721355
2021-07-29,795.7559396352957
2021-07-30,767.106259600718
2021-08-02,786.874905158225
2021-08-03,761.9207697691664
2021-08-04,744.3748506907717
2021-08-05,751.5468536815519
2021-08-06,754.7724494455639
2021-08-09,742.4744334875361
2021-08-10,729.6887177330678
2021-08-11,729.2575035124947
2021-08-12,734.035275026773
2021-08-13,714.5566098155659
2021-08-16,709.0123513013906
2021-08-17,711.588005771487
2021-08-18,709.9916253864214
2021-08-19,684.709574900327
2021-08-20,681.5900218981376
2021-08-23,682.0741801285949
2021-08-24,693.2763660613928
2021-08-25,677.4602992795692
2021-08-26,686.5611413932562
2021-08-27,695.737019425007
2021-08-30,706.7428623986095
2021-08-31,702.623013828375
2021-09-01,707.6200980942282
2021-09-02,719.724991551095
2021-09-03,708.94203226813
2021-09-06,739.5728165349395
2021-09-07,766.9767441271048
2021-09-08,758.8828547656917
2021-09-09,779.2802891876261
2021-09-10,798.2242593562097
2021-09-13,811.9906691891224
2021-09-14,799.7581241481691
2021-09-15,824.3720917505469
2021-09-16,839.189667623529
2021-09-17,858.1471076222016
2021-09-20,863.234237717732
2021-09-21,861.6846384965668
2021-09-22,831.0785646396581
2021-09-23,833.3661980537993
2021-09-24,826.5354259898065
2021-09-27,808.164547422985
2021-09-28,815.8735903666515
2021-09-29,810.7835450824327
2021-09-30,833.3506894672191
2021-10-01,844.9371949368086
2021-10-04,828.7997830706645
2021-10-05,853.9605556599473
2021-10-06,851.1865158489735
2021-10-07,856.4597827137976
2021-10-08,885.0676933510116
2021-10-11,871.5550553646422
2021-10-12,877.7909464467707
2021-10-13,882.8359574017057
2021-10-14,845.0953937634723
2021-10-15,880.6171475346249
2021-10-18,895.6074559581941
2021-10-19,879.3199529506826
2021-10-20,865.2916489285909
2021-10-21,859.471111110863
2021-10-22,859.4404697634682
2021-10-25,851.8039715993286
2021-10-26,861.1452683085929
2021-10-27,858.4215270664583
2021-10-28,867.9219646644648
2021-10-29,870.851394311555
2021-11-01,869.5901866768421
2021-11-02,884.1094580856023
2021-11-03,887.2605236521623
2021-11-04,869.5249252985201
2021-11-05,864.8601412305819
2021-11-08,853.9657681688922
2021-11-09,862.9631065201113
2021-11-10,845.4175463044104
2021-11-11,828.6785945210127
2021-11-12,818.1495408713747
2021-11-15,820.9651587370272
2021-11-16,799.2325337665011
2021-11-17,777.4801716234546
2021-11-18,755.6905734425479
2021-11-19,736.8157256829487
2021-11-22,750.530566631178
2021-11-23,759.057197663305
2021-11-24,759.6873538816792
2021-11-25,748.4249472491757
2021-11-26,769.4471673980916
2021-11-29,764.9972264462407
2021-11-30,766.8521065553725
2021-12-01,794.5140551371326
2021-12-02,776.0379151630525
2021-12-03,758.3570242639563
2021-12-06,764.551627474012
2021-12-07,756.2932643286163
2021-12-08,742.3013098543371
2021-12-09,749.1757897530438
2021-12-10,768.7200248520932
2021-12-13,753.4489873394019
2021-12-14,752.8330784002608
2021-12-15,769.0274227669019
2021-12-16,786.1066030493268
2021-12-17,773.0767791301836
2021-12-20,766.446974869849
2021-12-21,753.2910016020403
2021-12-22,771.568344310407
2021-12-23,751.8825869216203
2021-12-24,746.4002620296325
2021-12-27,750.669790701597
2021-12-28,750.0294200823143
2021-12-29,731.7741961142716
2021-12-30,759.4059974735112
2021-12-31,777.2779182237497
2022-01-03,804.036886520476
2022-01-04,793.0384367404258
2022-01-05,831.4914208560386
2022-01-06,806.4117696550178
2022-01-07,780.6766717737252
2022-01-10,786.1425219442665
2022-01-11,793.917085211543
2022-01-12,825.4024081657279
2022-01-13,836.3853935012273
2022-01-14,839.38991201458
2022-01-17,855.5568915167186
2022-01-18,860.6857538801326
2022-01-19,890.4309889523288
2022-01-20,923.5388239000423
2022-01-21,933.9743397074823
2022-01-24,924.092104508224
2022-01-25,885.0597330446429
2022-01-26,849.3875417500068
2022-01-27,877.6050919203882
2022-01-28,851.0115530050434
2022-01-31,852.0753712541198
2022-02-01,866.343964993674
2022-02-02,890.7052451297117
2022-02-03,899.2526363508532
2022-02-04,891.720785308889
2022-02-07,893.9834799176235
2022-02-08,903.2833899410587
2022-02-09,893.4535372991835
2022-02-10,876.0486591225043
2022-02-11,890.1280126494682
2022-02-14,871.5814878076338
2022-02-15,839.1776614033381
2022-02-16,846.3933421875905
2022-02-17,872.3404386130954
2022-02-18,865.3568713320169
2022-02-21,837.9872336815425
2022-02-22,853.6866535218211
2022-02-23,847.666319928477
2022-02-24,849.807150907356
2022-02-25,855.6055017416137
2022-02-28,854.4956651923004
2022-03-01,858.7402835169901
2022-03-02,854.7880223107667
2022-03-03,854.4484341165413
2022-03-04,850.1122135932399
2022-03-07,886.7140820967654
2022-03-08,921.901278384125
2022-03-09,920.9805072957179
2022-03-10,904.8920097823756
2022-03-11,927.0324476985895
2022-03-14,891.0128960170537
2022-03-15,891.3515089153325
2022-03-16,926.2159519207755
2022-03-17,905.7691400241066
2022-03-18,929.6334020714074
2022-03-21,930.4491644782807
2022-03-22,936.6419870024397
2022-03-23,917.4338011057002
2022-03-24,921.3689464456787
2022-03-25,902.3996846050343
2022-03-28,871.8308653036631
2022-03-29,903.0737425271118
2022-03-30,903.9168549468992
2022-03-31,901.589714715015
2022-04-01,917.6183890693443
2022-04-04,919.8064118708031
2022-04-05,895.1559180054147
2022-04-06,907.3558026055607
2022-04-07,917.0564418456051
2022-04-08,905.1945139453157
2022-04-11,919.6706324771005
2022-04-12,943.636199082562
2022-04-13,924.7130676339259
2022-04-14,911.9922316875545
2022-04-15,897.9723396063002
2022-04-18,908.2267649247133
2022-04-19,903.4604423521206
2022-04-20,907.3813540000361
2022-04-21,890.6903302051812
2022-04-22,901.8277873475712
2022-04-25,909.2551521587269
2022-04-26,931.7961231497836
2022-04-27,937.0455382120282
2022-04-28,973.7472044490048
2022-04-29,972.234170885497
2022-05-02,960.8746564939994
2022-05-03,944.8003774845257
2022-05-04,931.9517208509445
2022-05-05,938.0082779491295
2022-05-06,966.3050657570586
2022-05-09,976.4721957342525
2022-05-10,1012.4801544064599
2022-05-11,960.0660670626003
2022-05-12,993.9432718164687
2022-05-13,997.9059509172974
2022-05-16,1002.9203566162822
2022-05-17,1009.4148320297601
2022-05-18,964.5258777934405
2022-05-19,953.071340769086
2022-05-20,943.1541224611474
2022-05-23,971.7685495623397
2022-05-24,960.8509777837215
2022-05-25,934.3173160030766
2022-05-26,921.2777632962743
2022-05-27,899.264648224951
2022-05-30,873.6619811693779
2022-05-31,902.1498872102768
2022-06-01,906.0878010615644
2022-06-02,904.0308266090168
2022-06-03,915.914285368675
2022-06-06,918.316156239321
2022-06-07,911.5639855199372
2022-06-08,908.2736521621091
2022-06-09,916.2285624653229
2022-06-10,911.1815800793165
2022-06-13,894.6065380877643
2022-06-14,911.7545821441174
2022-06-15,925.4348827364786
2022-06-16,953.5808351587169
2022-06-17,952.4660336863045
2022-06-20,963.3780709810493
2022-06-21,974.2373256519064
2022-06-22,950.8830456870454
2022-06-23,930.3306477104278
2022-06-24,945.5713231264816
2022-06-27,945.8686755731751
2022-06-28,956.1630639726967
2022-06-29,964.2359178566608
2022-06-30,952.0200665742128
2022-07-01,953.9115607206353
2022-07-04,935.8802939626302
2022-07-05,930.0571335052964
2022-07-06,976.3256819355552
2022-07-07,1002.9413075909006
2022-07-08,1065.6871782280539
2022-07-11,1119.9182208136504
2022-07-12,1107.0339940831423
2022-07-13,1080.1491486417447
2022-07-14,1109.622022462841
2022-07-15,1087.0179779526313
2022-07-18,1062.1867005990928
2022-07-19,1048.7908764003926
2022-07-20,1083.6087493289313
2022-07-21,1120.938674799862
2022-07-22,1134.8494979291313
2022-07-25,1172.15923368234
2022-07-26,1183.6924271586358
2022-07-27,1142.6177994879636
2022-07-28,1165.1874015318135
2022-07-29,1155.190633638788
2022-08-01,1160.3891046403573
2022-08-02,1142.1194792253684
2022-08-03,1141.861375044804
2022-08-04,1117.0514795425966
2022-08-05,1112.4531040889017
2022-08-08,1085.5231249283186
2022-08-09,1063.3500001194814
2022-08-10,1087.9910878248122
2022-08-11,1058.1462063824322
2022-08-12,1081.423195110448
2022-08-15,1091.852769797764
2022-08-16,1078.977579865606
2022-08-17,1044.7885788770707
2022-08-18,1031.1907701035086
2022-08-19,1018.7753419599541
2022-08-22,1015.8251788902754
2022-08-23,1022.3101705010613
2022-08-24,1024.2432681540436
2022-08-25,1070.2653676905736
2022-08-26,1112.0316651513472
2022-08-29,1148.4108968899586
2022-08-30,1140.4821125394176
2022-08-31,1170.7254932725498
2022-09-01,1151.8737341541705
2022-09-02,1093.370154516593
2022-09-05,1112.3720671594333
2022-09-06,1100.8869012929038
2022-09-07,1140.5299867416607
2022-09-08,1109.2449657243346
2022-09-09,1075.763231238708
2022-09-12,1087.229178174979
2022-09-13,1119.6289043524762
2022-09-14,1111.1056991546168
2022-09-15,1114.77297233807
2022-09-16,1150.3374756495195
2022-09-19,1135.4325398415663
2022-09-20,1162.1362711419683
2022-09-21,1179.7795848208398
2022-09-22,1167.6336789371705
2022-09-23,1180.3325637278967
2022-09-26,1185.4728869266414
2022-09-27,1150.8865247158672
2022-09-28,1167.267230505353
2022-09-29,1194.277839972411
2022-09-30,1146.4713226697356
2022-10-03,1140.3384509498355
2022-10-04,1144.26797578929
2022-10-05,1155.7094671665454
2022-10-06,1156.7275739449335
2022-10-07,1195.8645635152047
2022-10-10,1222.3149788925207
2022-10-11,1224.717523061512
2022-10-12,1231.5506736513398
2022-10-13,1233.2030160540394
2022-10-14,1170.6780038166255
2022-10-17,1235.4674117861146
2022-10-18,1248.7956718751238
2022-10-19,1261.3965470686232
2022-10-20,1261.0165260341207
2022-10-21,1250.572459971544
2022-10-24,1237.236909963555
2022-10-25,1191.0117486084293
2022-10-26,1163.582177779541
2022-10-27,1224.2555355957315
2022-10-28,1274.276052415956
2022-10-31,1192.5782947549765
2022-11-01,1152.1444531699037
2022-11-02,1128.0939795973272
2022-11-03,1125.9233274088012
2022-11-04,1154.663965526896
2022-11-07,1207.668797017036
2022-11-08,1182.1578826518328
2022-11-09,1148.3954799665541
2022-11-10,1185.8126481753818
2022-11-11,1196.4283081285987
2022-11-14,1198.5353229500956
2022-11-15,1172.171279291796
2022-11-16,1175.4718252912985
2022-11-17,1147.7074106502967
2022-11-18,1124.2984060295878
2022-11-21,1133.2420105017272
2022-11-22,1099.6009229772433
2022-11-23,1127.086941567607
2022-11-24,1128.685024746997
2022-11-25,1158.965629404692
2022-11-28,1177.3521068212808
2022-11-29,1132.1024007963365
2022-11-30,1160.8934185993066
2022-12-01,1141.6410089884098
2022-12-02,1132.3233631492367
2022-12-05,1107.7186336210216
2022-12-06,1113.2180604774046
2022-12-07,1109.017147282105
2022-12-08,1107.3170606478352
2022-12-09,1062.8390224396458
2022-12-12,1086.7498264325154
2022-12-13,1083.183156639305
2022-12-14,1099.357013989496
2022-12-15,1131.652800181842
2022-12-16,1134.2616461073715
2022-12-19,1111.9571613712735
2022-12-20,1094.9769141377121
2022-12-21,1080.6834473520942
2022-12-22,1042.5557782931642
2022-12-23,1043.2398380364455
2022-12-26,1029.8338262302973
2022-12-27,1013.4992743784359
2022-12-28,1022.875483626754
2022-12-29,1043.5953607767199
2022-12-30,1035.8428851056633
2023-01-02,1029.6764180058963
2023-01-03,1011.8326370013061
2023-01-04,1007.1843969126836
2023-01-05,995.6238848812426
2023-01-06,964.2965204467807
2023-01-09,962.0933966041807
2023-01-10,967.2833363591624
2023-01-11,954.04524012483
2023-01-12,923.2787545633222
2023-01-13,917.7352012484482
2023-01-16,926.0256246901884
2023-01-17,903.0202149065778
2023-01-18,870.4973967640699
2023-01-19,875.6124576160663
2023-01-20,853.6148646629456
2023-01-23,796.1119076819845
2023-01-24,779.9219746478678
2023-01-25,794.7541290125473
2023-01-26,786.530955029661
2023-01-27,787.8170769036634
2023-01-30,786.8536678971204
2023-01-31,765.5686250453347
2023-02-01,751.0568113491178
2023-02-02,750.7740120992509
2023-02-03,758.0457160470221
2023-02-06,773.5290902600943
2023-02-07,806.1063989599344
2023-02-08,813.239826219934
2023-02-09,830.8546799245706
2023-02-10,828.0648223554143
2023-02-13,839.6327264778962
2023-02-14,836.0037233698334
2023-02-15,838.0197040017903
2023-02-16,863.0129090291474
2023-02-17,865.9451501951431
2023-02-20,893.5641082522861
2023-02-21,897.6612463306286
2023-02-22,902.1552178808276
2023-02-23,909.3233762032602
2023-02-24,905.50068205489
2023-02-27,911.8391682543988
2023-02-28,908.7055924826519
2023-03-01,909.0121457847173
2023-03-02,928.4063608236037
2023-03-03,911.4256470899473
2023-03-06,943.509926461029
2023-03-07,959.3155929360229
2023-03-08,929.5675957309629
2023-03-09,941.3279473331522
2023-03-10,955.1042509931856
2023-03-13,925.293120411092
2023-03-14,908.1170013396916
2023-03-15,933.6051024421735
2023-03-16,931.9744051580747
2023-03-17,923.2734032536326
2023-03-20,944.7810018250851
2023-03-21,963.9450798771869
2023-03-22,963.383248492576
2023-03-23,968.2652423601222
2023-03-24,931.9390095850845
2023-03-27,935.4080020564134
2023-03-28,973.2490111493601
2023-03-29,992.0016053641389
2023-03-30,1001.9203936841049
2023-03-31,1032.120088784776
2023-04-03,1068.34262483379
2023-04-04,1098.882244295322
2023-04-05,1099.3814113806116
2023-04-06,1082.866069289985
2023-04-07,1072.8427640485345
2023-04-10,1098.951586460279
2023-04-11,1088.413159005929
2023-04-12,1067.8532565962043
2023-04-13,1088.1810763113044
2023-04-14,1075.271745958156
2023-04-17,1062.933855859624
2023-04-18,1085.8876857936095
2023-04-19,1093.0730529760472
2023-04-20,1134.577000071461
2023-04-21,1144.1174407509993
2023-04-24,1150.8454578384928
2023-04-25,1164.0014842640796
2023-04-26,1192.0955428883844
2023-04-27,1148.9740900699876
2023-04-28,1161.1165478654175
2023-05-01,1190.8414654072678
2023-05-02,1171.4304581468687
2023-05-03,1152.8084081013628
2023-05-04,1142.9933018585043
2023-05-05,1174.5178184829224
2023-05-08,1200.5853476443103
2023-05-09,1205.7250570580234
2023-05-10,1203.8293590408737
2023-05-11,1229.135592639593
2023-05-12,1241.3539810608568
2023-05-15,1172.0305294489083
2023-05-16,1159.1321212082491
2023-05-17,1135.8385972834774
2023-05-18,1066.5950335715922
2023-05-19,1091.4595316632578
2023-05-22,1067.013248413647
2023-05-23,1040.2357186284528
2023-05-24,1062.558885708944
2023-05-25,1077.4030809306491
2023-05-26,1082.411007914841
2023-05-29,1073.99389549342
2023-05-30,1058.8232713387724
2023-05-31,1067.5086120943604
2023-06-01,1063.4354367727758
2023-06-02,1054.1405528684588
2023-06-05,1039.127203460872
2023-06-06,1049.89109891491
2023-06-07,1054.4101017780183
2023-06-08,1079.297904182635
2023-06-09,1077.603527940408
2023-06-12,1091.705600184669
2023-06-13,1076.0801946321928
2023-06-14,1097.4911996622996
2023-06-15,1076.685389140298
2023-06-16,1029.1722519079765
2023-06-19,1030.5602877551394
2023-06-20,1043.881764371742
2023-06-21,1053.1799161588876
2023-06-22,1040.0582149281918
2023-06-23,999.7197218980709
2023-06-26,1014.9152602880303
2023-06-27,1016.0517537310476
2023-06-28,1006.7455278129373
2023-06-29,1047.3906122226379
2023-06-30,1100.1822601676156
2023-07-03,1114.5150039737453
2023-07-04,1145.1082293702739
2023-07-05,1158.1293606290187
2023-07-06,1156.6386680924718
2023-07-07,1180.1218758211553
2023-07-10,1147.1818295321073
2023-07-11,1154.1543814665959
2023-07-12,1121.0592282000212
2023-07-13,1164.6624377502183
2023-07-14,1136.9518578521077
2023-07-17,1147.6577001513958
2023-07-18,1157.3407289081433
2023-07-19,1169.285946803942
2023-07-20,1205.3296134812472
