Date,CCL
2020-09-28,153.90281242585817
2020-09-29,150.30813143216287
2020-09-30,150.1307072776945
2020-10-01,146.49185651391932
2020-10-02,147.9173580152549
2020-10-05,142.6646877341602
2020-10-06,141.74056869719234
2020-10-07,140.91719571262126
2020-10-08,137.21999622782704
2020-10-09,136.9430266238093
2020-10-12,136.13204278488996
2020-10-13,134.40525429665723
2020-10-14,133.62322581757607
2020-10-15,133.21579390758896
2020-10-16,136.14807483418087
2020-10-19,140.52893994169636
2020-10-20,137.81687804034476
2020-10-21,137.52227793841215
2020-10-22,130.73545013921728
2020-10-23,128.9536286013573
2020-10-26,130.26665075164885
2020-10-27,130.8136536241669
2020-10-28,127.61281055890527
2020-10-29,130.2397816219381
2020-10-30,130.46329346490666
2020-11-02,132.47756865760667
2020-11-03,132.63580943889988
2020-11-04,135.77944541870718
2020-11-05,130.91493926074438
2020-11-06,129.7303014925451
2020-11-09,125.53301364612754
2020-11-10,127.24755692472952
2020-11-11,128.4133213910919
2020-11-12,124.0919616523079
2020-11-13,121.35997810765987
2020-11-16,121.08256493193626
2020-11-17,119.42796956164055
2020-11-18,115.85546746613372
2020-11-19,115.34342303452897
2020-11-20,119.8077057534206
2020-11-23,122.67627644697286
2020-11-24,127.30073249419972
2020-11-25,127.84982559270756
2020-11-26,127.38693205513984
2020-11-27,124.78200516341732
2020-11-30,124.10139707876309
2020-12-01,126.11819210522577
2020-12-02,121.70930334244858
2020-12-03,128.98212891550753
2020-12-04,128.0600208792939
2020-12-07,123.43428910570769
2020-12-08,117.49047919486613
2020-12-09,118.99684443171589
2020-12-10,120.53470152439428
2020-12-11,121.18156662267401
2020-12-14,121.71111390325514
2020-12-15,121.51905054476636
2020-12-16,125.99492359566986
2020-12-17,123.4247714820055
2020-12-18,122.63310390993882
2020-12-21,119.2807629809384
2020-12-22,121.74718491675817
2020-12-23,118.68626098486874
2020-12-24,117.64740665157116
2020-12-25,119.02864445796897
2020-12-28,116.19682116389254
2020-12-29,112.59059643957234
2020-12-30,112.8514432299739
2020-12-31,115.3875407484691
2021-01-01,113.37418792713704
2021-01-04,112.27294620647416
2021-01-05,116.5148771887747
2021-01-06,112.32589043212242
2021-01-07,109.7291246345823
2021-01-08,107.57309398380798
2021-01-11,108.28796486826239
2021-01-12,106.97548410317712
2021-01-13,109.83780055743742
2021-01-14,111.90096576898198
2021-01-15,110.81798346541557
2021-01-18,111.37256980819721
2021-01-19,112.32454207914489
2021-01-20,115.29571713255366
2021-01-21,115.47007966990456
2021-01-22,114.57368712725165
2021-01-25,115.69549238455251
2021-01-26,115.80584044801081
2021-01-27,115.67128828112104
2021-01-28,113.0308656638121
2021-01-29,108.26192248990776
2021-02-01,108.12126651435334
2021-02-02,111.38995130402603
2021-02-03,113.97195590383808
2021-02-04,108.15644838712592
2021-02-05,104.3385713864582
2021-02-08,105.66937186612101
2021-02-09,103.17775755550682
2021-02-10,103.5345323731638
2021-02-11,104.45759381409077
2021-02-12,102.0068494189075
2021-02-15,101.86466168882018
2021-02-16,103.20026515374417
2021-02-17,103.20423380424306
2021-02-18,96.93400350328206
2021-02-19,97.2851443135812
2021-02-22,96.37556106561108
2021-02-23,94.9349604265977
2021-02-24,96.68082565867522
2021-02-25,96.55516729230311
2021-02-26,97.6311420654275
2021-03-01,95.74218605032887
2021-03-02,94.66801707839818
2021-03-03,98.45687781006734
2021-03-04,100.57319415991427
2021-03-05,96.75015200144128
2021-03-08,96.18164385867686
2021-03-09,98.06984200866195
2021-03-10,100.09004348180763
2021-03-11,100.6206370954208
2021-03-12,97.85000952568178
2021-03-15,97.49580429385374
2021-03-16,97.73128590680702
2021-03-17,96.66160166567927
2021-03-18,96.3661740263046
2021-03-19,96.43283459599513
2021-03-22,95.36924957469314
2021-03-23,93.76279000416777
2021-03-24,94.4230969493519
2021-03-25,96.92976850131203
2021-03-26,101.42903335100463
2021-03-29,103.6868308014572
2021-03-30,106.85332871737756
2021-03-31,110.07177574954025
2021-04-01,110.26165301380088
2021-04-02,112.12065975927784
2021-04-05,109.87121267428643
2021-04-06,109.02332945695791
2021-04-07,110.52199854792765
2021-04-08,105.47322518174087
2021-04-09,104.9895854370402
2021-04-12,107.5523070428418
2021-04-13,108.21000674953922
2021-04-14,106.79075797789393
2021-04-15,109.0095895196693
2021-04-16,110.207487215032
2021-04-19,111.82905709745816
2021-04-20,111.00829652715386
2021-04-21,110.34128556059567
2021-04-22,110.68542236660136
2021-04-23,110.47088983480643
2021-04-26,110.11437257075647
2021-04-27,108.70963615910416
2021-04-28,107.92737368765158
2021-04-29,107.08170803282097
2021-04-30,105.02303270689625
2021-05-03,102.84288812748598
2021-05-04,99.81617172039049
2021-05-05,100.92974900508298
2021-05-06,100.36086551973791
2021-05-07,102.7659504564814
2021-05-10,103.95384900123666
2021-05-11,105.9027268956099
2021-05-12,107.45835903403855
2021-05-13,111.97249604216307
2021-05-14,111.97287445982647
2021-05-17,113.51288094811049
2021-05-18,113.32022252600758
2021-05-19,116.1671337486225
2021-05-20,114.22642774628608
2021-05-21,112.37029932132502
2021-05-24,110.55651261603165
2021-05-25,107.86981691646048
2021-05-26,108.13442800620184
2021-05-27,108.51045483007461
2021-05-28,106.77509912231875
2021-05-31,109.27663036298092
2021-06-01,107.94924760004656
2021-06-02,109.17048025268457
2021-06-03,105.63633805972007
2021-06-04,102.66160073660673
2021-06-07,101.6937844419766
2021-06-08,101.401223783151
2021-06-09,102.10463854262404
2021-06-10,101.65627208621224
2021-06-11,99.66160303958054
2021-06-14,99.82473377212922
2021-06-15,99.51701080791084
2021-06-16,98.1588506614843
2021-06-17,95.81387726177614
2021-06-18,93.78223311726634
2021-06-21,91.18878993179793
2021-06-22,95.29219923239246
2021-06-23,95.80601513039143
2021-06-24,96.98904172300006
2021-06-25,95.57571990557686
2021-06-28,98.162165396641
2021-06-29,94.89714216931407
2021-06-30,94.5652428377411
2021-07-01,94.79118071867555
2021-07-02,96.77845117706488
2021-07-05,96.5417212376893
2021-07-06,95.29084193489075
2021-07-07,97.84190257040073
2021-07-08,99.14898125930554
2021-07-09,100.99956545045599
2021-07-12,99.70650723430252
2021-07-13,97.90550726568875
2021-07-14,98.80779144299814
2021-07-15,102.16676405916951
2021-07-16,107.19484512642536
2021-07-19,105.67994216040385
2021-07-20,104.54357069188156
2021-07-21,106.60718031245624
2021-07-22,106.46143622185984
2021-07-23,109.72136251206862
2021-07-26,108.46227340163568
2021-07-27,107.47375033512385
2021-07-28,106.06854030959796
2021-07-29,105.7212702525873
2021-07-30,104.84346283187892
2021-08-02,105.48811469414107
2021-08-03,104.82355765977778
2021-08-04,102.63462034615486
2021-08-05,103.4493043020792
2021-08-06,100.67493545941373
2021-08-09,94.07234508156488
2021-08-10,91.35673488621093
2021-08-11,87.6834053232317
2021-08-12,87.82282103633369
2021-08-13,89.76561621119869
2021-08-16,86.92920520119668
2021-08-17,87.73098008155208
2021-08-18,89.12618381528155
2021-08-19,90.81012269365404
2021-08-20,91.88343752877458
2021-08-23,90.39313792522051
2021-08-24,93.68535712366072
2021-08-25,89.76343335077273
2021-08-26,86.87539626536662
2021-08-27,84.22396597601394
2021-08-30,83.53530727913227
2021-08-31,83.08981659635451
2021-09-01,85.95204502406189
2021-09-02,87.45892483361943
2021-09-03,89.97054631000766
2021-09-06,89.44668406267529
2021-09-07,91.68509358416011
2021-09-08,93.09860630506374
2021-09-09,94.58004748400994
2021-09-10,93.09268121015283
2021-09-13,89.8308022764504
2021-09-14,91.77213056408425
2021-09-15,93.9044114948952
2021-09-16,92.07986693792446
2021-09-17,94.47047190490287
2021-09-20,92.57822442336548
2021-09-21,90.50222741115353
2021-09-22,91.05566187193072
2021-09-23,90.70869444922934
2021-09-24,87.5663047161914
2021-09-27,90.48650068518228
2021-09-28,89.5821431336067
2021-09-29,89.39802057894548
2021-09-30,93.0919938340608
2021-10-01,91.36185995152682
2021-10-04,94.40833879617173
2021-10-05,95.6684035082601
2021-10-06,95.16676363085584
2021-10-07,97.38417431280786
2021-10-08,98.91238302436442
2021-10-11,99.9577333375902
2021-10-12,101.64302879775133
2021-10-13,102.38013191264562
2021-10-14,105.49076577968707
2021-10-15,105.33165560378355
2021-10-18,105.16331097103507
2021-10-19,105.12436730898504
2021-10-20,108.33525168078094
2021-10-21,111.69048380044737
2021-10-22,111.57810267765187
2021-10-25,112.37455021063366
2021-10-26,118.15247060401587
2021-10-27,120.62240891658789
2021-10-28,121.13189778111322
2021-10-29,121.45505483195254
2021-11-01,122.94530720433035
2021-11-02,126.96519714456645
2021-11-03,129.3576469740221
2021-11-04,128.01932068318064
2021-11-05,126.61551394310919
2021-11-08,125.0339426164725
2021-11-09,124.11552481911414
2021-11-10,125.11368921613622
2021-11-11,126.01428157464203
2021-11-12,126.85483811110424
2021-11-15,127.08139695098701
2021-11-16,127.4255672059088
2021-11-17,126.1664086459968
2021-11-18,126.65517316340191
2021-11-19,128.8045876395962
2021-11-22,131.1637169383589
2021-11-23,128.34356423496317
2021-11-24,124.85158081855363
2021-11-25,126.41527001422985
2021-11-26,125.21552439597123
2021-11-29,123.08027647359488
2021-11-30,124.54618872755238
2021-12-01,126.8109463445081
2021-12-02,124.85451844394059
2021-12-03,123.3839310654912
2021-12-06,124.76870326112707
2021-12-07,124.08716337945734
2021-12-08,122.36541845540464
2021-12-09,126.01864905897469
2021-12-10,123.73341258226537
2021-12-13,119.79542905364482
2021-12-14,117.6262995118428
2021-12-15,122.51356521348603
2021-12-16,121.50135462237057
2021-12-17,117.59312896688644
2021-12-20,117.58629851231554
2021-12-21,119.27269318395497
2021-12-22,120.43986951824873
2021-12-23,125.47174091540293
2021-12-24,126.45006979769217
2021-12-27,130.26221718338994
2021-12-28,130.20535138975865
2021-12-29,132.13932528438082
2021-12-30,128.484062618252
2021-12-31,126.31949007234671
2022-01-03,124.44631421433786
2022-01-04,126.20001479588204
2022-01-05,125.56478419746061
2022-01-06,126.14963947465563
2022-01-07,128.92907718010852
2022-01-10,128.07566910623981
2022-01-11,130.99309085419432
2022-01-12,132.22455408103926
2022-01-13,134.13647668650273
2022-01-14,131.30921967600653
2022-01-17,130.6544632510078
2022-01-18,125.36967478790196
2022-01-19,125.93288423586537
2022-01-20,126.4993740750215
2022-01-21,130.1833507156151
2022-01-24,129.4039055559653
2022-01-25,125.74342966762171
2022-01-26,130.38190813120303
2022-01-27,131.42762548601445
2022-01-28,131.57266431064323
2022-01-31,129.3784694143214
2022-02-01,125.63717019810137
2022-02-02,131.5314974674831
2022-02-03,133.20975281974484
2022-02-04,135.5926400978014
2022-02-07,140.38092169453873
2022-02-08,143.19728112610977
2022-02-09,144.1213033885049
2022-02-10,142.8232696935045
2022-02-11,144.2662173511995
2022-02-14,144.3513271724561
2022-02-15,147.6935150790776
2022-02-16,148.7223321275208
2022-02-17,145.81735265725104
2022-02-18,139.6705458824612
2022-02-21,143.4665815035845
2022-02-22,140.24233576730535
2022-02-23,143.00830966599906
2022-02-24,142.1366860645519
2022-02-25,143.03618094277584
2022-02-28,143.4509064968514
2022-03-01,140.2297194408682
2022-03-02,140.94770660281068
2022-03-03,145.59775480675634
2022-03-04,146.4029397069237
2022-03-07,148.7639798837077
2022-03-08,149.17107245282614
2022-03-09,152.65586402445618
2022-03-10,152.51932465682754
2022-03-11,154.80005078941957
2022-03-14,156.77665616481312
2022-03-15,158.58737092004657
2022-03-16,156.4673860363848
2022-03-17,149.3753190003621
2022-03-18,152.2067478636378
2022-03-21,152.54763902902482
2022-03-22,153.24381092738224
2022-03-23,148.43592882069854
2022-03-24,151.90306686671033
2022-03-25,152.55812583304385
2022-03-28,149.71605187526293
2022-03-29,151.00343767979544
2022-03-30,149.9747055146565
2022-03-31,151.3461084210561
2022-04-01,148.87277509865473
2022-04-04,143.35893748996705
2022-04-05,137.1914869904097
2022-04-06,137.58578527235042
2022-04-07,140.5127967377117
2022-04-08,137.06055421402343
2022-04-11,134.88515445042222
2022-04-12,132.86898574136325
2022-04-13,134.3912098962224
2022-04-14,136.53984612685514
2022-04-15,136.25963550258143
2022-04-18,135.21901729317017
2022-04-19,135.7879334054035
2022-04-20,140.58511372528002
2022-04-21,135.9650900868216
2022-04-22,136.29315765489977
2022-04-25,131.69328341625436
2022-04-26,129.8625576973498
2022-04-27,130.7798982369791
2022-04-28,127.20427409929066
2022-04-29,128.32076050438988
2022-05-02,123.88870732644781
2022-05-03,121.8817577879718
2022-05-04,119.06849494987401
2022-05-05,117.28912524572665
2022-05-06,118.10993679033312
2022-05-09,121.21434188894729
2022-05-10,116.91232006261333
2022-05-11,117.2360379876274
2022-05-12,118.03588927360326
2022-05-13,118.59856172987328
2022-05-16,119.04480459893236
2022-05-17,119.65044694119997
2022-05-18,121.67790216137504
2022-05-19,119.99700570632278
2022-05-20,122.70078977400452
2022-05-23,122.22489179882709
2022-05-24,119.20018966015746
2022-05-25,116.67112880704003
2022-05-26,119.53120271563223
2022-05-27,117.02230473730488
2022-05-30,114.7386922212528
2022-05-31,112.7772390992748
2022-06-01,111.74031724413376
2022-06-02,109.58591374166147
2022-06-03,106.235731151965
2022-06-06,105.35191819882145
2022-06-07,105.49588939706547
2022-06-08,102.17581471666898
2022-06-09,104.30211845437039
2022-06-10,104.53003880567232
2022-06-13,105.93419767710704
2022-06-14,107.70143397965874
2022-06-15,106.6522253855183
2022-06-16,109.92936666317388
2022-06-17,115.02421833203536
2022-06-20,116.19065361011083
2022-06-21,116.10577568882506
2022-06-22,116.81811004924259
2022-06-23,118.77389229439612
2022-06-24,117.70595181443461
2022-06-27,119.09830124243383
2022-06-28,117.66863091938134
2022-06-29,117.0284498290931
2022-06-30,118.44684825899658
2022-07-01,123.4289063352757
2022-07-04,114.08646191833535
2022-07-05,111.03528894686755
2022-07-06,110.166620045858
2022-07-07,108.20609310208069
2022-07-08,107.43078507406531
2022-07-11,112.99675342025515
2022-07-12,115.0937866223789
2022-07-13,117.6153058205877
2022-07-14,119.1348344172022
2022-07-15,122.8965244778366
2022-07-18,126.0850907336701
2022-07-19,123.99504707635053
2022-07-20,127.04588034982898
2022-07-21,127.46158215985572
2022-07-22,128.17255382227873
2022-07-25,128.74756680719076
2022-07-26,128.08293499697922
2022-07-27,124.60778244602668
2022-07-28,125.14246893326683
2022-07-29,128.32751813613095
2022-08-01,130.19143482933984
2022-08-02,132.68534646645554
2022-08-03,129.2280318396939
2022-08-04,132.1502307056498
2022-08-05,134.23636989944416
2022-08-08,133.74927757909248
2022-08-09,130.71771787094082
2022-08-10,133.00474843804065
2022-08-11,131.8165977662738
2022-08-12,133.32157428095582
2022-08-15,134.77809771774554
2022-08-16,134.84825580644863
2022-08-17,136.60089109125678
2022-08-18,135.90572065570205
2022-08-19,138.43334544697953
2022-08-22,138.7984063440946
2022-08-23,134.6136665691782
2022-08-24,132.59590820304197
2022-08-25,135.52675500332774
2022-08-26,132.09188428210913
2022-08-29,133.05947358031
2022-08-30,127.61937841498755
2022-08-31,132.7030959638468
2022-09-01,131.98268142401457
2022-09-02,128.67503592960637
2022-09-05,132.51277247289275
2022-09-06,139.57464447925827
2022-09-07,139.8887081586149
2022-09-08,134.75718122850026
2022-09-09,135.40120256907895
2022-09-12,138.79640199388746
2022-09-13,136.1188079656492
2022-09-14,133.00622919018133
2022-09-15,131.43161174606547
2022-09-16,132.11933002995147
2022-09-19,130.43279710750465
2022-09-20,131.28403970042032
2022-09-21,127.69997338803664
2022-09-22,129.65686221347053
2022-09-23,130.05894454350104
2022-09-26,130.9157550040712
2022-09-27,123.43180908690564
2022-09-28,124.10113110872513
2022-09-29,126.03001108739518
2022-09-30,122.08653572314819
2022-10-03,122.07929705582384
2022-10-04,121.56389779503564
2022-10-05,121.38535124311638
2022-10-06,120.25472449417103
2022-10-07,124.57430897970697
2022-10-10,123.47010488211279
2022-10-11,119.42987712131747
2022-10-12,119.19703992993426
2022-10-13,115.95083109528171
2022-10-14,117.2008643112008
2022-10-17,114.50399503390888
2022-10-18,116.37663011079991
2022-10-19,112.36793296971193
2022-10-20,110.14119846847309
2022-10-21,109.25978146140598
2022-10-24,106.20865200750016
2022-10-25,111.13406651879482
2022-10-26,112.93693306713438
2022-10-27,113.53734304067555
2022-10-28,112.13875447925832
2022-10-31,110.06012863632571
2022-11-01,109.80728482790357
2022-11-02,112.63091796849311
2022-11-03,113.15230705907662
2022-11-04,109.80872076000274
2022-11-07,110.15787249842677
2022-11-08,111.8334379258169
2022-11-09,111.18605634497413
2022-11-10,107.62093495733072
2022-11-11,104.76828344676602
2022-11-14,103.81555617586167
2022-11-15,100.11874901832293
2022-11-16,99.81185541794017
2022-11-17,104.77586072416375
2022-11-18,105.17809140968758
2022-11-21,107.36289483422553
2022-11-22,107.29987360107594
2022-11-23,105.20362686411785
2022-11-24,104.70975670030815
2022-11-25,106.52376950537183
2022-11-28,103.09416381540593
2022-11-29,104.11573630336066
2022-11-30,102.74145875213993
2022-12-01,100.30087598342817
2022-12-02,101.16567237363108
2022-12-05,102.8603037079947
2022-12-06,104.54010596886394
2022-12-07,101.75636692160009
2022-12-08,102.39755713128523
2022-12-09,103.5448533946799
2022-12-12,103.65403873537706
2022-12-13,103.35338180168861
2022-12-14,105.38018444870727
2022-12-15,108.6738707386332
2022-12-16,108.58487495535046
2022-12-19,106.4341205452265
2022-12-20,106.6120817989072
2022-12-21,105.63889870569204
2022-12-22,105.44291769417146
2022-12-23,105.56180379738595
2022-12-26,101.09350168406155
2022-12-27,103.54054820291908
2022-12-28,106.26449545366407
2022-12-29,106.1281438001161
2022-12-30,107.96433911937643
2023-01-02,107.4346799726971
2023-01-03,106.4976675490699
2023-01-04,106.98930572070866
2023-01-05,108.22987436642627
2023-01-06,106.41949877777002
2023-01-09,105.37371608707628
2023-01-10,105.28529625041065
2023-01-11,106.58114243272585
2023-01-12,107.41706980306732
2023-01-13,107.55820189465169
2023-01-16,108.07401466314516
2023-01-17,109.70811874042344
2023-01-18,105.57678611467627
2023-01-19,107.54402859312653
2023-01-20,105.29116337980942
2023-01-23,107.73214935149771
2023-01-24,110.70582749449184
2023-01-25,109.68828949987072
2023-01-26,110.35741923296435
2023-01-27,110.74160302561785
2023-01-30,110.17694920228777
2023-01-31,113.4064291417209
2023-02-01,117.09866839883482
2023-02-02,116.03306068567458
2023-02-03,115.25451441512354
2023-02-06,115.39815058543496
2023-02-07,117.0295007282663
2023-02-08,116.74675902128371
2023-02-09,113.77967881080033
2023-02-10,113.92500614207188
2023-02-13,116.08629380270453
2023-02-14,116.54587980109031
2023-02-15,117.33811714191964
2023-02-16,116.9042510642413
2023-02-17,119.76909548512089
2023-02-20,115.04063108365482
2023-02-21,116.32585365148621
2023-02-22,116.82887234901027
2023-02-23,117.29296648598263
2023-02-24,116.5240760641463
2023-02-27,112.9187164630578
2023-02-28,114.12123876734901
2023-03-01,114.73169036169519
2023-03-02,115.29167943685141
2023-03-03,114.48757816619207
2023-03-06,112.517383476716
2023-03-07,113.91105358949925
2023-03-08,113.32755629326567
2023-03-09,115.50344525419011
2023-03-10,112.29399277615794
2023-03-13,116.67901065911792
2023-03-14,116.65390140359818
2023-03-15,113.16528386784579
2023-03-16,110.30116162582465
2023-03-17,108.39425616369806
2023-03-20,107.09957456926445
2023-03-21,109.75268053040097
2023-03-22,114.66840316082478
2023-03-23,113.93998616345888
2023-03-24,114.64372882082156
2023-03-27,114.98062357609625
2023-03-28,112.0611286643449
2023-03-29,115.94581138812431
2023-03-30,118.7543836344182
2023-03-31,117.28064765072337
2023-04-03,116.83791383178244
2023-04-04,116.2772476777447
2023-04-05,116.27327180691444
2023-04-06,115.89992968107778
2023-04-07,114.11009168057134
2023-04-10,111.25087365508007
2023-04-11,113.17624387940006
2023-04-12,113.2729086887595
2023-04-13,112.20591163174689
2023-04-14,112.61130965308494
2023-04-17,110.76468114443838
2023-04-18,111.3360991356569
2023-04-19,113.18960680468867
2023-04-20,115.76592363212008
2023-04-21,114.85904749736532
2023-04-24,119.46781569258492
2023-04-25,118.50326388873096
2023-04-26,118.3183434309388
2023-04-27,117.65588373195642
2023-04-28,117.43340898505686
2023-05-01,117.96338397723109
2023-05-02,117.99578058719311
2023-05-03,122.13251855717938
2023-05-04,120.45407231885002
2023-05-05,114.35127393996771
2023-05-08,114.45567733128479
2023-05-09,112.96638001455277
2023-05-10,112.83269826706062
2023-05-11,110.82362821400889
2023-05-12,107.24021561373598
2023-05-15,110.53434156848164
2023-05-16,109.69996676937379
2023-05-17,107.26208157499448
2023-05-18,106.43540047976062
2023-05-19,109.0816658145767
2023-05-22,105.44970005154849
2023-05-23,107.86476205102804
2023-05-24,108.54437116666651
2023-05-25,109.7983304207779
2023-05-26,107.43798850758773
2023-05-29,105.97271353978603
2023-05-30,109.68282938586853
2023-05-31,115.40631038566299
2023-06-01,112.49123013520953
2023-06-02,116.82670022146772
2023-06-05,114.05374903950931
2023-06-06,115.09178569664883
2023-06-07,109.48249896789432
2023-06-08,108.52948914585653
2023-06-09,106.802677531201
2023-06-12,110.81310212554635
2023-06-13,110.610816291794
2023-06-14,110.00514419247713
2023-06-15,107.31691119236694
2023-06-16,109.49814252132524
2023-06-19,110.55410768376233
2023-06-20,108.15330530895592
2023-06-21,105.38601664723802
2023-06-22,106.16060739251455
2023-06-23,106.13021507020123
2023-06-26,104.75144221287877
2023-06-27,105.14912654539049
2023-06-28,106.78618951238913
2023-06-29,110.59474681936898
2023-06-30,109.75906353556259
2023-07-03,111.77228988765194
2023-07-04,113.59600816717374
2023-07-05,108.91278072767673
2023-07-06,107.9665434913905
2023-07-07,105.28031856329213
2023-07-10,106.59568878802665
2023-07-11,104.98920552651718
2023-07-12,101.12819198111056
2023-07-13,106.1110943568636
2023-07-14,103.01241013989898
2023-07-17,100.84750919522966
2023-07-18,102.50787865187039
2023-07-19,102.18659062707833
2023-07-20,101.07982289200375
2023-07-21,100.51588630900105
2023-07-24,102.3268036783951
2023-07-25,106.07900056967527
2023-07-26,108.29977040699052
2023-07-27,105.78894706873649
2023-07-28,104.60087550159018
