Date,ASML
2021-06-30,139.7211927200543
2021-07-01,135.24037842906955
2021-07-02,139.9581179140908
2021-07-05,136.1274268551627
2021-07-06,135.93604925519435
2021-07-07,135.33456513172084
2021-07-08,138.2527372778026
2021-07-09,142.191529318975
2021-07-12,146.34490726699957
2021-07-13,148.84151881880558
2021-07-14,148.5377499005791
2021-07-15,153.06129330265966
2021-07-16,148.42620276973867
2021-07-19,147.8398217235804
2021-07-20,140.54980161285306
2021-07-21,144.25106123429023
2021-07-22,144.18793691459695
2021-07-23,143.61595359172688
2021-07-26,142.45079425098575
2021-07-27,142.52689149419896
2021-07-28,143.97715963457046
2021-07-29,146.89979057171317
2021-07-30,147.95664917419384
2021-08-02,147.71087805729755
2021-08-03,144.96728068361037
2021-08-04,148.12478746392395
2021-08-05,142.15534887573324
2021-08-06,143.14942128879383
2021-08-09,150.84233520177398
2021-08-10,157.45739890422368
2021-08-11,155.1808526296801
2021-08-12,154.90167567865592
2021-08-13,161.06079206596021
2021-08-16,153.69431746350324
2021-08-17,152.74111776631733
2021-08-18,155.5613796958446
2021-08-19,155.34597179544357
2021-08-20,154.66039033430198
2021-08-23,157.99018581173502
2021-08-24,160.77508225631996
2021-08-25,155.5258815608282
2021-08-26,161.45655305864375
2021-08-27,162.23875560364507
2021-08-30,158.66360875560332
2021-08-31,164.29068023766428
2021-09-01,156.104482149482
2021-09-02,161.02154424281943
2021-09-03,161.39178466179055
2021-09-06,163.84816530569955
2021-09-07,155.2628139241635
2021-09-08,152.62995295508063
2021-09-09,147.7465293105951
2021-09-10,153.73510530476847
2021-09-13,156.24495052134188
2021-09-14,156.54638454168983
2021-09-15,157.7820948661841
2021-09-16,158.17379856138683
2021-09-17,161.04530784388925
2021-09-20,165.55550295466233
2021-09-21,166.00315419374468
2021-09-22,170.77137088490124
2021-09-23,174.89819348049772
2021-09-24,173.01465413349914
2021-09-27,173.97979125507143
2021-09-28,182.74017291663677
2021-09-29,184.68262658646807
2021-09-30,176.18073003077637
2021-10-01,170.02830773924757
2021-10-04,166.4768284111302
2021-10-05,168.3442045084816
2021-10-06,174.61279618717063
2021-10-07,179.50586427569638
2021-10-08,175.35226053663567
2021-10-11,182.6694075145792
2021-10-12,186.4001727181113
2021-10-13,183.45926244673979
2021-10-14,183.2270757512688
2021-10-15,179.31682523966717
2021-10-18,178.70464536377725
2021-10-19,179.0202276330327
2021-10-20,178.80162759595265
2021-10-21,182.41757480749826
2021-10-22,182.34869632660224
2021-10-25,187.8871519182681
2021-10-26,189.09106384295416
2021-10-27,187.2329016715167
2021-10-28,182.27122579083792
2021-10-29,173.85754343060972
2021-11-01,168.84355810541035
2021-11-02,166.77840633296512
2021-11-03,174.62713058923217
2021-11-04,178.93752862494725
2021-11-05,181.1257133490916
2021-11-08,184.64593307668113
2021-11-09,179.56724697890766
2021-11-10,177.20691122532995
2021-11-11,178.39195293152963
2021-11-12,176.14831204537649
2021-11-15,174.11366988390384
2021-11-16,177.7630742595171
2021-11-17,175.26287212948708
2021-11-18,185.05106450288224
2021-11-19,183.16649061645688
2021-11-22,176.59476771255888
2021-11-23,186.46643055124562
2021-11-24,190.2249863134563
2021-11-25,191.8985748937492
2021-11-26,194.42965300694823
2021-11-29,190.09143184779762
2021-11-30,185.2514404474095
2021-12-01,179.71141590150498
2021-12-02,184.22310187535277
2021-12-03,188.44652301480653
2021-12-06,187.125853649233
2021-12-07,187.30293941324535
2021-12-08,182.6084217121136
2021-12-09,181.94397177382675
2021-12-10,181.5457193185167
2021-12-13,178.8416424231707
2021-12-14,172.50549378833355
2021-12-15,177.6547071310574
2021-12-16,183.65994424695862
2021-12-17,184.28162070860023
2021-12-20,186.73261424694073
2021-12-21,185.2525711948635
2021-12-22,193.60204254231556
2021-12-23,201.46570371266412
2021-12-24,201.62627607217772
2021-12-27,202.5381638504713
2021-12-28,203.5276966709842
2021-12-29,206.63931219151317
2021-12-30,211.28420171365536
2021-12-31,213.3525250545436
2022-01-03,227.05874056438333
2022-01-04,240.1887179323491
2022-01-05,229.41094874224294
2022-01-06,225.96649867914311
2022-01-07,221.33120067116027
2022-01-10,212.06912953767565
2022-01-11,206.58936624623337
2022-01-12,206.96454750601396
2022-01-13,202.43660087550992
2022-01-14,201.6204900450141
2022-01-17,195.7158015133661
2022-01-18,197.09706357039596
2022-01-19,201.96587158727783
2022-01-20,199.34925101692508
2022-01-21,196.03562484874843
2022-01-24,192.68021991248256
2022-01-25,194.18482297564785
2022-01-26,195.8537010547735
2022-01-27,199.58635565651954
2022-01-28,208.2005873091956
2022-01-31,210.16381238493284
2022-02-01,205.84963601327917
2022-02-02,200.37573379657564
2022-02-03,197.0721740376034
2022-02-04,193.455475968034
2022-02-07,192.60906348793654
2022-02-08,195.66205649754676
2022-02-09,196.32302270741937
2022-02-10,197.81422291360158
2022-02-11,206.0646351668787
2022-02-14,204.17483698593082
2022-02-15,199.30278164497904
2022-02-16,198.51969643418101
2022-02-17,196.23531678505768
2022-02-18,194.69128972235023
2022-02-21,192.03239379192772
2022-02-22,186.52176473701783
2022-02-23,187.28379720017318
2022-02-24,187.65816665126434
2022-02-25,183.41784548908043
2022-02-28,184.23543403869053
2022-03-01,184.89260497915234
2022-03-02,196.36239287830318
2022-03-03,198.1993458994867
2022-03-04,193.2491852243205
2022-03-07,194.7128956788143
2022-03-08,198.6975114645
2022-03-09,198.39222052949614
2022-03-10,202.06409821775424
2022-03-11,200.0573621789909
2022-03-14,201.23073377177104
2022-03-15,201.86786970502473
2022-03-16,210.46396609520974
2022-03-17,195.82169818712535
2022-03-18,191.00256171985714
2022-03-21,188.78275538873876
2022-03-22,189.19427188481671
2022-03-23,188.60245297829974
2022-03-24,188.63036655156995
2022-03-25,192.1663678242682
2022-03-28,192.03171349815867
2022-03-29,186.40446116375372
2022-03-30,195.00635466044756
2022-03-31,197.39508101825558
2022-04-01,207.96857642084015
2022-04-04,218.24693667233404
2022-04-05,218.31050312312425
2022-04-06,213.34754443477115
2022-04-07,221.14351384843997
2022-04-08,224.30155940303226
2022-04-11,221.80248266676367
2022-04-12,209.66632416783617
2022-04-13,203.88750010030788
2022-04-14,198.1162323264896
2022-04-15,208.5518400037417
2022-04-18,215.7097741543591
2022-04-19,211.66992972530466
2022-04-20,208.9831586682526
2022-04-21,216.23530214034022
2022-04-22,217.54661738713898
2022-04-25,226.85231948947234
2022-04-26,218.8027238123182
2022-04-27,221.25054178956574
2022-04-28,230.56732280922344
2022-04-29,235.9080692038377
2022-05-02,234.75445811830738
2022-05-03,232.99211852956014
2022-05-04,239.88350009109053
2022-05-05,249.3271769921253
2022-05-06,248.52351912810792
2022-05-09,243.5507899848305
2022-05-10,240.7077596827061
2022-05-11,222.80492509827133
2022-05-12,246.65344440315232
2022-05-13,243.981725516461
2022-05-16,235.42386310083427
2022-05-17,252.67860102263649
2022-05-18,252.1171697331167
2022-05-19,257.68603518708454
2022-05-20,246.77249566187936
2022-05-23,253.60532986483543
2022-05-24,269.98592386829233
2022-05-25,268.9221865259576
2022-05-26,265.3103374700344
2022-05-27,265.70713765262803
2022-05-30,263.1948862538589
2022-05-31,261.88826837064073
2022-06-01,255.74301108883404
2022-06-02,251.211071434362
2022-06-03,240.89714849826598
2022-06-06,243.84489143170856
2022-06-07,253.99884158829326
2022-06-08,248.55112135255828
2022-06-09,249.30975405140052
2022-06-10,251.72747118192197
2022-06-13,245.55894609314726
2022-06-14,254.03205730373074
2022-06-15,249.68712501762437
2022-06-16,250.1692873258305
2022-06-17,249.7341033814792
2022-06-20,248.67103964961822
2022-06-21,236.90986130616932
2022-06-22,233.49003776137005
2022-06-23,231.76579947959198
2022-06-24,239.72323345491404
2022-06-27,242.35580483181752
2022-06-28,251.58825352302267
2022-06-29,248.36432530010745
2022-06-30,252.93498518323517
2022-07-01,251.65016531918988
2022-07-04,250.51290369007825
2022-07-05,249.78284111955088
2022-07-06,247.5395504878396
2022-07-07,249.44127135606522
2022-07-08,254.56171163085193
2022-07-11,248.69851490702666
2022-07-12,238.49155223660054
2022-07-13,236.4885051124225
2022-07-14,234.5098422817998
2022-07-15,241.8659473909716
2022-07-18,251.69828778465714
2022-07-19,260.25844325086894
2022-07-20,263.4669386547643
2022-07-21,263.3302011729349
2022-07-22,264.25210547707997
2022-07-25,270.6115818861491
2022-07-26,272.8311585445008
2022-07-27,262.2697857683725
2022-07-28,263.20159697348043
2022-07-29,266.68890748119503
2022-08-01,275.77351469154866
2022-08-02,284.2797736621702
2022-08-03,287.377394802111
2022-08-04,276.96328353976696
2022-08-05,284.58606280358975
2022-08-08,294.4033420486049
2022-08-09,293.13043173141466
2022-08-10,311.47178521962553
2022-08-11,301.80955853763686
2022-08-12,296.9159093525008
2022-08-15,288.97727919840327
2022-08-16,302.3385448227687
2022-08-17,305.2430803523516
2022-08-18,310.8979434829295
2022-08-19,304.3892839919397
2022-08-22,305.43550234356087
2022-08-23,302.73939971225843
2022-08-24,313.6977408574516
2022-08-25,305.8656424104742
2022-08-26,312.0619008055602
2022-08-29,311.8175768792615
2022-08-30,302.8957929865214
2022-08-31,296.5218395227935
2022-09-01,307.98667477413693
2022-09-02,309.4181735132708
2022-09-05,309.78557136124806
2022-09-06,313.1078186978039
2022-09-07,302.5885765999585
2022-09-08,317.3384189482793
2022-09-09,312.6852147008097
2022-09-12,310.6299654206677
2022-09-13,304.9261636704514
2022-09-14,304.4480451059296
2022-09-15,309.28809666629115
2022-09-16,294.2686285609653
2022-09-19,294.0993677334472
2022-09-20,294.1032144273951
2022-09-21,306.00943246518426
2022-09-22,315.1340081293893
2022-09-23,313.94442342381876
2022-09-26,318.4984555559647
2022-09-27,328.9484031450634
2022-09-28,322.79868968952434
2022-09-29,326.89779288270074
2022-09-30,332.38203053489684
2022-10-03,345.27953737068805
2022-10-04,336.024781059381
2022-10-05,323.5510677816169
2022-10-06,332.9951949235511
2022-10-07,330.0023464073752
2022-10-10,342.0367382503814
2022-10-11,344.5090023255906
2022-10-12,347.4813904070597
2022-10-13,346.3230143927259
2022-10-14,327.82740549603466
2022-10-17,326.5651392373238
2022-10-18,326.62799078374564
2022-10-19,331.88884488683544
2022-10-20,328.9635013528051
2022-10-21,346.87274601583914
2022-10-24,331.8328148349567
2022-10-25,342.5903060194045
2022-10-26,348.3492146597462
2022-10-27,352.48053051775435
2022-10-28,350.15350829644774
2022-10-31,341.33359677908396
2022-11-01,360.75089566170135
2022-11-02,363.41359790417
2022-11-03,354.99625819804083
2022-11-04,342.53317503723724
2022-11-07,327.9484734893852
2022-11-08,331.87831578902507
2022-11-09,321.23519483010074
2022-11-10,305.8257478353888
2022-11-11,297.62797322102654
2022-11-14,304.26949287975486
2022-11-15,306.5502400633641
2022-11-16,302.3086134697139
2022-11-17,299.9406182806523
2022-11-18,304.362052498267
2022-11-21,295.05309631505037
2022-11-22,301.52090278368456
2022-11-23,313.1871636686049
2022-11-24,313.39736829595313
2022-11-25,304.9877316571167
2022-11-28,312.81337661833254
2022-11-29,306.6201706040756
2022-11-30,304.0523583853673
2022-12-01,297.2699936512306
2022-12-02,306.50794042715927
2022-12-05,299.621858426395
2022-12-06,305.5217978334555
2022-12-07,299.0702730514701
2022-12-08,298.72378854242703
2022-12-09,298.02645886133
2022-12-12,292.34952680661206
2022-12-13,280.69451470918557
2022-12-14,278.2821325856285
2022-12-15,283.5635828739658
2022-12-16,288.8578688774999
2022-12-19,290.29106956970014
2022-12-20,293.1935359237199
2022-12-21,289.6968032732627
2022-12-22,273.55470740735774
2022-12-23,279.8609917216571
2022-12-26,276.7112848010423
2022-12-27,286.20894479406684
2022-12-28,285.02852681255706
2022-12-29,277.492724508957
2022-12-30,275.65069255921475
2023-01-02,270.702349603269
2023-01-03,271.1319804266037
2023-01-04,269.882383943067
2023-01-05,276.39076049891577
2023-01-06,270.86024995891654
2023-01-09,258.98589104232946
2023-01-10,263.00120269165933
2023-01-11,255.76054866853445
2023-01-12,254.50758879359526
2023-01-13,255.35599541695905
2023-01-16,260.0586719448656
2023-01-17,258.89597310282244
2023-01-18,262.6717257747101
2023-01-19,252.5985065029211
2023-01-20,257.9832206827119
2023-01-23,268.54307104179804
2023-01-24,253.76911875844542
2023-01-25,263.9101454921481
2023-01-26,262.8356010098108
2023-01-27,263.45028805596655
2023-01-30,263.4490202182808
2023-01-31,262.3031430417859
2023-02-01,262.06265407757945
2023-02-02,262.01688245301756
2023-02-03,260.6186947407741
2023-02-06,265.07010571756535
2023-02-07,268.3954284849157
2023-02-08,257.75121917460643
2023-02-09,252.60266346723918
2023-02-10,248.10112154262762
2023-02-13,256.8325255604477
2023-02-14,264.2476661366974
2023-02-15,258.02114150052455
2023-02-16,266.7967808991839
2023-02-17,247.71397432766176
2023-02-20,247.49803409345725
2023-02-21,251.57596690570475
2023-02-22,245.78013903670399
2023-02-23,250.23647518166845
2023-02-24,253.82564345618528
2023-02-27,249.92469302045546
2023-02-28,261.7826178282328
2023-03-01,260.80658958562594
2023-03-02,253.24974514928124
2023-03-03,254.12319679395105
2023-03-06,251.0552191144927
2023-03-07,258.69410673025624
2023-03-08,261.6268984826976
2023-03-09,262.4265478006627
2023-03-10,262.4927139121867
2023-03-13,257.1806232703071
2023-03-14,252.84748505256687
2023-03-15,261.61349915585276
2023-03-16,259.6866658009816
2023-03-17,265.82416450700885
2023-03-20,270.9550747273511
2023-03-21,263.03879000838907
2023-03-22,244.90033201698785
2023-03-23,246.7059081052667
2023-03-24,245.47038954548475
2023-03-27,231.95503504258193
2023-03-28,227.02996902159018
2023-03-29,232.1157175371523
2023-03-30,244.6433544092324
2023-03-31,237.63023668570276
2023-04-03,232.87181693799934
2023-04-04,228.33250995079135
2023-04-05,233.94295510065697
2023-04-06,236.08057623791896
2023-04-07,242.20859498520812
2023-04-10,234.42566872822331
2023-04-11,233.22158972696164
2023-04-12,231.579413684158
2023-04-13,229.124584010235
2023-04-14,233.776965347024
2023-04-17,233.070641435899
2023-04-18,245.57821635844064
2023-04-19,243.43193900365628
2023-04-20,245.79803785353977
2023-04-21,247.02042191866946
2023-04-24,241.42526986502895
2023-04-25,238.98095373857834
2023-04-26,238.04388614066258
2023-04-27,231.98322542016277
2023-04-28,232.3541440661027
2023-05-01,226.35893674484643
2023-05-02,234.94631569776402
2023-05-03,233.21549621686646
2023-05-04,242.88640760002878
2023-05-05,239.26827095722666
2023-05-08,237.15934274109833
2023-05-09,241.50000532814042
2023-05-10,235.9270750798349
2023-05-11,223.84253734817725
2023-05-12,225.47285307805444
2023-05-15,225.31622013735245
2023-05-16,231.2704608633217
2023-05-17,221.4122994540702
2023-05-18,213.2476624169501
2023-05-19,215.8923280893209
2023-05-22,214.5094370882874
2023-05-23,210.51319030253282
2023-05-24,209.52019185879317
2023-05-25,211.36357237820317
2023-05-26,203.79743875956132
2023-05-29,209.23711704936557
2023-05-30,202.77702230456688
2023-05-31,192.40881293364953
2023-06-01,189.3949334745241
2023-06-02,188.16861963609153
2023-06-05,178.71787971070205
2023-06-06,182.12019759080553
2023-06-07,181.30813291042128
2023-06-08,180.6297717109089
2023-06-09,178.36729969996554
2023-06-12,175.25725844016804
2023-06-13,171.43326737289453
2023-06-14,169.85506827554462
2023-06-15,172.01764693455706
2023-06-16,169.6415015346402
2023-06-19,165.4279306755501
2023-06-20,170.58727090829694
2023-06-21,177.67200410441498
2023-06-22,180.47036847633072
2023-06-23,180.61975427418562
2023-06-26,179.3618838356823
2023-06-27,181.27967927767304
2023-06-28,175.3966822347614
2023-06-29,171.17915866453566
2023-06-30,171.04706580175858
2023-07-03,174.07545989034088
2023-07-04,165.43738642634008
2023-07-05,165.71498650858706
2023-07-06,164.53838295460793
2023-07-07,167.88463784190373
2023-07-10,171.77275221654455
2023-07-11,171.18644099244028
2023-07-12,179.90104908890774
2023-07-13,192.17885542696163
2023-07-14,192.25315237703703
2023-07-17,194.70546338359588
2023-07-18,199.64466319119006
2023-07-19,197.66092471402422
2023-07-20,197.99567649140837
2023-07-21,198.83065186784532
2023-07-24,198.61978253457784
2023-07-25,203.69577834768856
2023-07-26,212.34400095760475
2023-07-27,212.71678872963827
2023-07-28,210.54308281823472
2023-07-31,202.9958888441897
