Date,AEP
2020-05-27,270.45953143478744
2020-05-28,280.2731016987334
2020-05-29,275.69185319323367
2020-06-01,282.22965336893503
2020-06-02,279.45351029485414
2020-06-03,275.94868697094427
2020-06-04,265.0538659044849
2020-06-05,273.0288448777364
2020-06-08,271.1467717150602
2020-06-09,268.50496486634
2020-06-10,274.8986630962555
2020-06-11,275.121661713294
2020-06-12,272.6378001840862
2020-06-15,271.3370160141308
2020-06-16,257.8645639813605
2020-06-17,265.4956405247653
2020-06-18,258.562556225388
2020-06-19,246.00748640965426
2020-06-22,242.01324593390163
2020-06-23,242.78828610516513
2020-06-24,242.3249214488313
2020-06-25,238.02668312250282
2020-06-26,246.14589986571005
2020-06-29,241.58126239909424
2020-06-30,234.13473883912513
2020-07-01,234.99104419626627
2020-07-02,229.75512646308522
2020-07-03,231.7682816251745
2020-07-06,240.46516256795027
2020-07-07,238.74234445820366
2020-07-08,237.09829543779696
2020-07-09,232.64720756757552
2020-07-10,230.3204588394718
2020-07-13,228.9000953730901
2020-07-14,223.0536693499117
2020-07-15,218.3131728936483
2020-07-16,223.79687916510733
2020-07-17,216.63793906830324
2020-07-20,221.60728650937924
2020-07-21,219.91328128217518
2020-07-22,219.38227760917533
2020-07-23,219.71229144618752
2020-07-24,219.70095148841492
2020-07-27,216.56161721919605
2020-07-28,219.41894176137902
2020-07-29,215.26480351856813
2020-07-30,214.61818808441328
2020-07-31,218.7353911647875
2020-08-03,218.09290509942156
2020-08-04,214.25213167085988
2020-08-05,216.61292622172067
2020-08-06,209.18793914326685
2020-08-07,209.28873394738466
2020-08-10,203.16229240010946
2020-08-11,199.35065980655907
2020-08-12,196.74190370801563
2020-08-13,194.50707653932986
2020-08-14,190.24141220669077
2020-08-17,195.91471126414365
2020-08-18,194.67131689876666
2020-08-19,192.66635579812976
2020-08-20,192.1112282511742
2020-08-21,187.77890586063074
2020-08-24,194.05260493334595
2020-08-25,194.30972760913397
2020-08-26,194.13192916285473
2020-08-27,189.4087446075098
2020-08-28,186.6963511344282
2020-08-31,186.42731135740897
2020-09-01,181.22994294301736
2020-09-02,177.2779434720327
2020-09-03,180.54404408295733
2020-09-04,173.88516081658477
2020-09-07,168.50869190391887
2020-09-08,166.49804504434687
2020-09-09,169.50146345486593
2020-09-10,177.89813677861983
2020-09-11,175.79850440056185
2020-09-14,174.52553326284598
2020-09-15,179.62557076438537
2020-09-16,182.55486744362042
2020-09-17,175.01263985674484
2020-09-18,176.25732535905448
2020-09-21,177.64924219831042
2020-09-22,172.01600473584534
2020-09-23,172.9060259932842
2020-09-24,173.30256242411832
2020-09-25,172.77088638398416
2020-09-28,174.8391479916875
2020-09-29,169.11698424302335
2020-09-30,166.5406848836666
2020-10-01,169.8739042724496
2020-10-02,167.89386596527277
2020-10-05,167.41930419366867
2020-10-06,167.37234124771766
2020-10-07,168.099527820193
2020-10-08,174.55022778659313
2020-10-09,171.6332056434462
2020-10-12,177.42552607896357
2020-10-13,178.91973963493658
2020-10-14,182.0100325828973
2020-10-15,180.9228668341284
2020-10-16,177.43253669940972
2020-10-19,180.40765679056017
2020-10-20,183.16105176008236
2020-10-21,186.40973656950675
2020-10-22,188.741066809835
2020-10-23,184.4969697340063
2020-10-26,179.54777390271119
2020-10-27,178.96598346589806
2020-10-28,171.66663134493444
2020-10-29,171.5848782350726
2020-10-30,172.20149455707323
2020-11-02,173.13218772749977
2020-11-03,175.67381878493384
2020-11-04,179.15437068207385
2020-11-05,179.28989265738383
2020-11-06,186.05820410679797
2020-11-09,180.52005209434938
2020-11-10,180.55137790085027
2020-11-11,178.62950400580706
2020-11-12,178.52996296209932
2020-11-13,182.61806598739383
2020-11-16,179.86879988757929
2020-11-17,182.60926368510226
2020-11-18,189.3675670607335
2020-11-19,194.32408295309537
2020-11-20,191.57005192947994
2020-11-23,195.53961761535834
2020-11-24,197.71746114433563
2020-11-25,193.01174104273315
2020-11-26,190.39895240404658
2020-11-27,193.53613660824882
2020-11-30,190.6279925198075
2020-12-01,188.46473089222766
2020-12-02,186.0494304012792
2020-12-03,184.14967238827327
2020-12-04,188.22779216189107
2020-12-07,188.5775704489919
2020-12-08,190.7051096044422
2020-12-09,192.92763689063668
2020-12-10,188.51791522376493
2020-12-11,195.53288556084271
2020-12-14,190.79930754222414
2020-12-15,191.2849552333767
2020-12-16,193.67466360088318
2020-12-17,199.60284339606721
2020-12-18,201.61886044751753
2020-12-21,196.04180813956597
2020-12-22,196.27368670191527
2020-12-23,193.65325910420242
2020-12-24,195.17603577130805
2020-12-25,197.4601668021706
2020-12-28,196.9252835194642
2020-12-29,195.17074672529267
2020-12-30,194.27838251207703
2020-12-31,192.91510011482092
2021-01-01,195.19910950128218
2021-01-04,187.2801955244686
2021-01-05,187.18663935638918
2021-01-06,183.10555140290577
2021-01-07,171.39784048320524
2021-01-08,170.39782830238403
2021-01-11,174.8634983788682
2021-01-12,176.390622275274
2021-01-13,177.2132411912967
2021-01-14,179.3401195397364
2021-01-15,174.2824635035482
2021-01-18,175.2008482408264
2021-01-19,173.5967359114206
2021-01-20,180.50975329281218
2021-01-21,176.9238649915983
2021-01-22,181.45263786613515
2021-01-25,181.05333588954514
2021-01-26,176.3749910992442
2021-01-27,179.660696472295
2021-01-28,178.24180921235666
2021-01-29,175.86640120683262
2021-02-01,176.28062993680211
2021-02-02,169.9291734226313
2021-02-03,173.5106519943878
2021-02-04,180.3686319882234
2021-02-05,178.59973264545278
2021-02-08,179.03701829438518
2021-02-09,185.6337449408002
2021-02-10,183.62343132571968
2021-02-11,185.01836190559828
2021-02-12,187.60671549209852
2021-02-15,192.98565071209495
2021-02-16,188.159142480551
2021-02-17,186.08449870045357
2021-02-18,182.21523463985577
2021-02-19,176.20729725851422
2021-02-22,172.02769263948147
2021-02-23,175.93119522774566
2021-02-24,170.3643047953768
2021-02-25,169.4917778373304
2021-02-26,170.63498986267533
2021-03-01,170.98529103751892
2021-03-02,164.44089832186359
2021-03-03,167.72922954714556
2021-03-04,162.0806574866295
2021-03-05,163.7872859603205
2021-03-08,168.85601926565678
2021-03-09,161.3463487348506
2021-03-10,160.7406353136785
2021-03-11,164.42816452468884
2021-03-12,163.54452922319382
2021-03-15,166.33959957184072
2021-03-16,167.8523580075427
2021-03-17,174.97444868072256
2021-03-18,176.28365047863295
2021-03-19,175.18818820997092
2021-03-22,172.07575027029606
2021-03-23,167.67928371228692
2021-03-24,172.62306608837483
2021-03-25,174.97204152415497
2021-03-26,176.48229669840848
2021-03-29,178.9517660095472
2021-03-30,177.56335098334685
2021-03-31,179.85750657388505
2021-04-01,181.8462046036377
2021-04-02,180.54432088238397
2021-04-05,182.70748875702378
2021-04-06,185.12404845970366
2021-04-07,186.94589514549185
2021-04-08,183.12174658869526
2021-04-09,185.96527872318956
2021-04-12,182.68182418564342
2021-04-13,185.74831825852155
2021-04-14,186.2711626469322
2021-04-15,187.1341168741634
2021-04-16,189.1314934271487
2021-04-19,188.6867812286125
2021-04-20,186.19660531506034
2021-04-21,187.38129834189115
2021-04-22,190.19814106784003
2021-04-23,193.38793208653217
2021-04-26,201.0696073352086
2021-04-27,201.83699515052038
2021-04-28,205.2845973911267
2021-04-29,199.8131826745554
2021-04-30,203.64944474177796
2021-05-03,203.33698087937987
2021-05-04,203.6310955092579
2021-05-05,206.9093361522956
2021-05-06,203.88450941129366
2021-05-07,200.5407386828656
2021-05-10,202.81345608768675
2021-05-11,202.64351415658518
2021-05-12,204.27006915043938
2021-05-13,210.44376779955357
2021-05-14,210.30903099812096
2021-05-17,219.62066565798145
2021-05-18,217.20194988078043
2021-05-19,221.8245353341763
2021-05-20,224.00195085906623
2021-05-21,223.55665222233293
2021-05-24,235.98042475178903
2021-05-25,237.4128210930602
2021-05-26,241.52521238919377
2021-05-27,237.61526668974835
2021-05-28,232.76809515044306
2021-05-31,233.84392199929843
2021-06-01,235.09296884455426
2021-06-02,240.4021531148511
2021-06-03,238.32247274268624
2021-06-04,235.31001171405563
2021-06-07,247.23721636939976
2021-06-08,242.62340394600625
2021-06-09,237.75948388330497
2021-06-10,230.27518618345013
2021-06-11,244.22571875723463
2021-06-14,237.13829768894243
2021-06-15,232.33573962734079
2021-06-16,232.63800050890902
2021-06-17,232.31746606223138
2021-06-18,231.04276214885311
2021-06-21,231.49614840625975
2021-06-22,231.81232400289983
2021-06-23,233.54575330941353
2021-06-24,227.30690066299053
2021-06-25,233.8934781608312
2021-06-28,223.27448117433005
2021-06-29,225.97400360793188
2021-06-30,224.0981937020123
2021-07-01,224.79902897492013
2021-07-02,235.42591948118047
2021-07-05,234.88805301591256
2021-07-06,239.87814124191058
2021-07-07,238.2393150574772
2021-07-08,235.13698531166588
2021-07-09,235.66164553552736
2021-07-12,240.38464547257985
2021-07-13,246.49422649681964
2021-07-14,251.2430730887713
2021-07-15,249.30103379859625
2021-07-16,239.08741681506942
2021-07-19,232.56945662618358
2021-07-20,236.51843311013374
2021-07-21,239.9480913930448
2021-07-22,238.2560440177925
2021-07-23,239.76195100433128
2021-07-26,241.42866035576026
2021-07-27,246.236368462629
2021-07-28,250.72188219634452
2021-07-29,252.84561699258683
2021-07-30,245.92177822166065
2021-08-02,249.39747619124887
2021-08-03,246.94522688275148
2021-08-04,246.2393671375394
2021-08-05,243.34073955028572
2021-08-06,235.6251476887717
2021-08-09,227.61139355147898
2021-08-10,229.1707149356931
2021-08-11,226.4502651164073
2021-08-12,226.94092665328913
2021-08-13,226.66869205176752
2021-08-16,227.27018574330629
2021-08-17,223.24508501595705
2021-08-18,229.35704488702513
2021-08-19,227.96719047717008
2021-08-20,233.38210459218152
2021-08-23,237.1621145676981
2021-08-24,237.72019748416372
2021-08-25,239.84219863473677
2021-08-26,242.02230121611112
2021-08-27,234.68731669179988
2021-08-30,235.04921833791974
2021-08-31,231.9726718320408
2021-09-01,234.49039467622399
2021-09-02,237.79112372890938
2021-09-03,236.1760596576319
2021-09-06,239.44366174254893
2021-09-07,244.91846626801293
2021-09-08,241.467180624922
2021-09-09,235.9193901863438
2021-09-10,242.38724494322162
2021-09-13,244.41756709293978
2021-09-14,242.18440915308312
2021-09-15,233.58696972281382
2021-09-16,238.14047168366739
2021-09-17,239.3769618164158
2021-09-20,248.55104251420502
2021-09-21,250.1078598920359
2021-09-22,248.72825128914397
2021-09-23,245.60600950050247
2021-09-24,249.38810997877576
2021-09-27,247.40877934436855
2021-09-28,251.35727117985215
2021-09-29,252.13797673737713
2021-09-30,243.55890517707616
2021-10-01,248.01947936156714
2021-10-04,249.19787842643706
2021-10-05,249.41559071571513
2021-10-06,250.14391524655215
2021-10-07,255.37886711777227
2021-10-08,254.99912142477714
2021-10-11,254.0520861791719
2021-10-12,248.38474915095998
2021-10-13,249.35147111772886
2021-10-14,245.29156925571624
2021-10-15,248.34012699061145
2021-10-18,248.70548590883203
2021-10-19,240.43942004459956
2021-10-20,239.65250037146475
2021-10-21,244.8149865734925
2021-10-22,242.98866896278207
2021-10-25,250.71132582608152
2021-10-26,253.20550648673233
2021-10-27,256.3948657726092
2021-10-28,268.5322565270767
2021-10-29,267.45767694845483
2021-11-01,269.1188312280278
2021-11-02,266.02785744339377
2021-11-03,276.6121168840109
2021-11-04,276.8408747429556
2021-11-05,286.94960655369215
2021-11-08,283.06830344766087
2021-11-09,274.9892807040375
2021-11-10,277.47335606487997
2021-11-11,270.1797596427497
2021-11-12,267.64464203441884
2021-11-15,267.1055004655949
2021-11-16,263.39885701043823
2021-11-17,264.14702301529553
2021-11-18,254.44406546206255
2021-11-19,251.5335204524341
2021-11-22,254.18423837113411
2021-11-23,258.80430563215276
2021-11-24,260.1093627639784
2021-11-25,266.87787210156023
2021-11-26,265.236386636443
2021-11-29,262.4744785786567
2021-11-30,267.48680995674493
2021-12-01,268.59782375835147
2021-12-02,276.0194099120364
2021-12-03,271.376253911546
2021-12-06,266.848961168585
2021-12-07,263.4809840493441
2021-12-08,257.6102165001013
2021-12-09,262.0382607017637
2021-12-10,261.86493199846956
2021-12-13,257.03666771937077
2021-12-14,261.298425029439
2021-12-15,270.98903005257273
2021-12-16,268.98922654996244
2021-12-17,261.06207156874166
2021-12-20,255.1287850348006
2021-12-21,256.6210217837838
2021-12-22,259.3064540182296
2021-12-23,254.22786914864105
2021-12-24,254.0015836939486
2021-12-27,245.50263048152368
2021-12-28,250.906203711697
2021-12-29,259.36020205913195
2021-12-30,256.566375616942
2021-12-31,256.656474949409
2022-01-03,256.0513482542609
2022-01-04,250.75472502598697
2022-01-05,243.46714966716192
2022-01-06,238.85319316347687
2022-01-07,239.27342706868146
2022-01-10,246.79060331180645
2022-01-11,249.49636938092826
2022-01-12,253.62686087840038
2022-01-13,254.3017717472945
2022-01-14,246.79601434537076
2022-01-17,249.02025800145609
2022-01-18,246.47950236886987
2022-01-19,241.30934962785145
2022-01-20,240.67261753400265
2022-01-21,240.39217556109617
2022-01-24,244.1690100482689
2022-01-25,234.1377387815129
2022-01-26,231.67350298973562
2022-01-27,235.47998287753904
2022-01-28,247.1724804102228
2022-01-31,242.12391894341624
2022-02-01,240.5365866483945
2022-02-02,241.96597920537891
2022-02-03,237.9327905434163
2022-02-04,242.64911648879493
2022-02-07,250.084962837617
2022-02-08,249.17297972093593
2022-02-09,254.68252251142002
2022-02-10,252.45127038703615
2022-02-11,254.01127452766806
2022-02-14,254.30723358025728
2022-02-15,252.33253524345412
2022-02-16,260.69544257260134
2022-02-17,259.82587861475565
2022-02-18,267.0010843018073
2022-02-21,267.8162839867037
2022-02-22,264.2977893107811
2022-02-23,261.0827897287774
2022-02-24,255.75959412472866
2022-02-25,254.79569055538224
2022-02-28,256.2683952651611
2022-03-01,259.77157303688887
2022-03-02,254.74353142934837
2022-03-03,252.2623491946951
2022-03-04,249.44886305653284
2022-03-07,252.88909180897272
2022-03-08,247.8613584632368
2022-03-09,248.70455047942903
2022-03-10,250.81206030346416
2022-03-11,251.0690519673392
2022-03-14,245.26079582952977
2022-03-15,240.88129238626433
2022-03-16,231.5444255909378
2022-03-17,233.32236830351434
2022-03-18,241.39185039919244
2022-03-21,246.891933191321
2022-03-22,242.2432238218237
2022-03-23,240.15189075634706
2022-03-24,241.6153292416935
2022-03-25,230.74548229751935
2022-03-28,230.8510712919508
2022-03-29,224.81939332281965
2022-03-30,229.95258867671487
2022-03-31,220.32935415684125
2022-04-01,211.008069359287
2022-04-04,209.09086247081686
2022-04-05,206.10999740261883
2022-04-06,212.3245396438495
2022-04-07,210.07487540773326
2022-04-08,220.55587003719782
2022-04-11,223.11823918597497
2022-04-12,222.00072041458017
2022-04-13,218.94181544719285
2022-04-14,216.63524131412495
2022-04-15,211.25494625609318
2022-04-18,213.64367732484024
2022-04-19,208.99547610447647
2022-04-20,208.92629793023463
2022-04-21,207.94217013237582
2022-04-22,207.81033988269974
2022-04-25,216.42079710648076
2022-04-26,217.41903844260625
2022-04-27,213.682769687865
2022-04-28,213.2733500848824
2022-04-29,215.92521733763144
2022-05-02,217.59035059927314
2022-05-03,210.45826028489293
2022-05-04,205.2466909297849
2022-05-05,209.57062713688202
2022-05-06,214.28479006595472
2022-05-09,211.71741951094026
2022-05-10,216.58590554783137
2022-05-11,218.28085564502334
2022-05-12,221.50102337879758
2022-05-13,215.73324443906773
2022-05-16,221.57539251280076
2022-05-17,223.90984509367942
2022-05-18,233.94125647814886
2022-05-19,231.155559336589
2022-05-20,227.029878565378
2022-05-23,222.66938409238122
2022-05-24,225.59105108072902
2022-05-25,215.31714733034624
2022-05-26,212.59242888846651
2022-05-27,207.83137965152085
2022-05-30,210.3783686130008
2022-05-31,215.5022361599914
2022-06-01,215.11387238615131
2022-06-02,216.26697454030585
2022-06-03,211.19264193637133
2022-06-06,219.25136642309405
2022-06-07,230.1963292239435
2022-06-08,229.2004515954984
2022-06-09,229.61101581517087
2022-06-10,239.3376782370706
2022-06-13,231.6911206169075
2022-06-14,233.27937348456166
2022-06-15,227.4101634247784
2022-06-16,225.44967874238634
2022-06-17,220.1760017360001
2022-06-20,228.9839478478404
2022-06-21,227.27526240499077
2022-06-22,231.94234323435168
2022-06-23,229.47077763786965
2022-06-24,238.6410681239719
2022-06-27,238.783530851382
2022-06-28,238.66998901348916
2022-06-29,232.50007955818396
2022-06-30,236.38638777107397
2022-07-01,226.53093393770212
2022-07-04,227.65066715817517
2022-07-05,224.53983976050185
2022-07-06,226.12855542544028
2022-07-07,225.65969024006233
2022-07-08,227.70171568760543
2022-07-11,222.0343783274825
2022-07-12,225.6094186963139
2022-07-13,234.59302050439993
2022-07-14,231.25729107594336
2022-07-15,229.8258743065317
2022-07-18,232.08562465350414
2022-07-19,235.4034227573353
2022-07-20,241.0265172117892
2022-07-21,242.66098671796738
2022-07-22,239.26219903985972
2022-07-25,248.95628940426005
2022-07-26,253.27311921549116
2022-07-27,252.11551720565186
2022-07-28,246.47498143259725
2022-07-29,243.0231020250877
2022-08-01,231.52517735015599
2022-08-02,237.13784629678926
2022-08-03,244.09315919988495
2022-08-04,242.589097720449
2022-08-05,235.68337082180224
2022-08-08,240.10581675386032
2022-08-09,241.62261928551877
2022-08-10,247.3442021229567
2022-08-11,244.28464267426122
2022-08-12,235.1315161534005
2022-08-15,238.34620571955884
2022-08-16,235.7373492995136
2022-08-17,244.8463333254776
2022-08-18,242.1398632669042
2022-08-19,239.6226540223501
2022-08-22,238.6086717909154
2022-08-23,241.20609823667235
2022-08-24,239.0379528799922
2022-08-25,242.03929383330563
2022-08-26,244.51302797451513
2022-08-29,251.7940540381227
2022-08-30,242.33436949211526
2022-08-31,247.00483594954932
2022-09-01,252.6345027563589
2022-09-02,259.6297220903063
2022-09-05,258.72168888231306
2022-09-06,269.7043694889344
2022-09-07,270.9825262205413
2022-09-08,266.69722260005625
2022-09-09,258.89899683539477
2022-09-12,259.06524867809134
2022-09-13,251.45199755206485
2022-09-14,242.47540589728948
2022-09-15,242.3797787737197
2022-09-16,245.119167985915
2022-09-19,248.01823801103163
2022-09-20,249.98873942442634
2022-09-21,245.8426716154549
2022-09-22,251.01435046051057
2022-09-23,256.86543240129816
2022-09-26,251.3245944936627
2022-09-27,260.7290146995132
2022-09-28,260.05989865089765
2022-09-29,265.5756117291352
2022-09-30,259.4313046080043
2022-10-03,253.15645537926682
2022-10-04,256.91740033517675
2022-10-05,263.3089191761649
2022-10-06,256.5791276579909
2022-10-07,263.18387577418446
2022-10-10,269.9168751739019
2022-10-11,278.3789186842898
2022-10-12,280.4619556908844
2022-10-13,277.4166586174373
2022-10-14,266.08755943110623
2022-10-17,277.330195190116
2022-10-18,274.909527166985
2022-10-19,274.04334146446934
2022-10-20,265.3387458827733
2022-10-21,261.6147325585279
2022-10-24,258.0510256532631
2022-10-25,247.9346249639217
2022-10-26,244.058016892188
2022-10-27,246.22389050608672
2022-10-28,250.03210939284224
2022-10-31,261.57156785486785
2022-11-01,268.80815078428475
2022-11-02,264.51521199277676
2022-11-03,263.1569161536577
2022-11-04,266.2884965697396
2022-11-07,266.2383481404896
2022-11-08,264.97050988462775
2022-11-09,269.1163358199903
2022-11-10,280.1629990211539
2022-11-11,277.92445771239477
2022-11-14,283.76806793941967
2022-11-15,282.4052135036689
2022-11-16,282.81064980412566
2022-11-17,283.70412979297674
2022-11-18,283.0511396124834
2022-11-21,287.329593488699
2022-11-22,287.75297330040644
2022-11-23,294.9256633219255
2022-11-24,291.130101374532
2022-11-25,289.9949001591044
2022-11-28,296.3061434564683
2022-11-29,288.8800154264394
2022-11-30,277.6132530682532
2022-12-01,270.5059158093088
2022-12-02,277.794866635586
2022-12-05,273.90670164419106
2022-12-06,268.4730201949884
2022-12-07,272.02191060970836
2022-12-08,265.50797776166456
2022-12-09,262.09647982785606
2022-12-12,258.64545412184543
2022-12-13,267.6475325798199
2022-12-14,265.6403335149426
2022-12-15,261.6525202613985
2022-12-16,257.57572796630046
2022-12-19,243.1349056006746
2022-12-20,242.48007101806124
2022-12-21,245.26001160036242
2022-12-22,244.26657120205127
2022-12-23,241.73515062975707
2022-12-26,242.23035021744766
2022-12-27,242.7407512666142
2022-12-28,247.29933803924246
2022-12-29,249.80859241909192
2022-12-30,245.07263176841704
2023-01-02,251.11666026783135
2023-01-03,261.89254807228946
2023-01-04,252.0221545080531
2023-01-05,249.59709835160893
2023-01-06,257.1519284478936
2023-01-09,251.43633331317605
2023-01-10,259.73100132592725
2023-01-11,255.14386566091355
2023-01-12,256.90658285269086
2023-01-13,252.10931588424998
2023-01-16,260.1538428666423
2023-01-17,267.67688651600673
2023-01-18,274.51716776872377
2023-01-19,271.453271190786
2023-01-20,263.9270546027166
2023-01-23,265.9638124723069
2023-01-24,267.30362699243926
2023-01-25,257.8747517709735
2023-01-26,261.4760737565301
2023-01-27,252.70744689949706
2023-01-30,255.31030110829272
2023-01-31,260.95741603650816
2023-02-01,253.6943263181171
2023-02-02,246.48939993512943
2023-02-03,248.53414107663178
2023-02-06,251.8393515262758
2023-02-07,254.73309796688775
2023-02-08,250.62902037623658
2023-02-09,245.11543282670993
2023-02-10,244.86787227950737
2023-02-13,248.85865046695335
2023-02-14,245.677841161179
2023-02-15,247.23780950566348
2023-02-16,251.86102411362765
2023-02-17,254.8633223764612
2023-02-20,264.62544329654924
2023-02-21,261.18468480186436
2023-02-22,267.32324219468177
2023-02-23,266.20775567680806
2023-02-24,271.67281487868826
2023-02-27,271.77297229652385
2023-02-28,284.587779748789
2023-03-01,279.63545467076324
2023-03-02,277.9771600712302
2023-03-03,279.0459346655307
2023-03-06,283.4590091668734
2023-03-07,281.06206882722165
2023-03-08,278.0332008631987
2023-03-09,281.52797268152557
2023-03-10,275.4582851017798
2023-03-13,282.99532821295014
2023-03-14,285.16000008274716
2023-03-15,288.9364940851504
2023-03-16,289.9525237670903
2023-03-17,287.8880589769798
2023-03-20,294.0543923823755
2023-03-21,299.1126314365583
2023-03-22,293.95583614454205
2023-03-23,291.208890952933
2023-03-24,296.3733843744893
2023-03-27,296.98551607200585
2023-03-28,289.6569099691806
2023-03-29,283.49816897491957
2023-03-30,284.51269362446874
2023-03-31,279.96778830271074
2023-04-03,276.80389079058335
2023-04-04,265.2429766455128
2023-04-05,263.49058765612693
2023-04-06,262.6472706217328
2023-04-07,266.0496667472084
2023-04-10,259.88231693247377
2023-04-11,258.71564741856764
2023-04-12,257.8313778095456
2023-04-13,261.53120110546854
2023-04-14,263.2704986937872
2023-04-17,270.57636328930903
2023-04-18,267.5500066581083
2023-04-19,264.8849295467485
2023-04-20,258.0122991932705
2023-04-21,255.31982081107844
2023-04-24,257.4702466840722
2023-04-25,259.6187337328812
2023-04-26,257.5691226790842
2023-04-27,252.0834296992132
2023-04-28,253.3321282917143
2023-05-01,262.3302347494143
2023-05-02,262.2921196648636
2023-05-03,266.6961116492768
2023-05-04,257.46516144448265
2023-05-05,254.12579185456423
2023-05-08,252.60251268029492
2023-05-09,248.24552816310373
2023-05-10,245.80499984381805
2023-05-11,237.11536230266228
2023-05-12,235.70017295500458
2023-05-15,235.21164714225847
2023-05-16,238.5930420631643
2023-05-17,242.77036168218154
2023-05-18,238.62695393920438
2023-05-19,239.22259408206176
2023-05-22,234.64612048439213
2023-05-23,231.93763316656387
2023-05-24,226.75418831901104
2023-05-25,232.42916697325012
2023-05-26,221.2539236306024
2023-05-29,219.4997968505668
2023-05-30,214.99145360129188
2023-05-31,218.30553392873256
2023-06-01,215.62920223005898
2023-06-02,212.18519994211474
2023-06-05,212.65734048243667
2023-06-06,213.52766820518093
2023-06-07,216.85355780732812
2023-06-08,211.17878593807382
2023-06-09,207.78309124605204
2023-06-12,204.68017208065172
2023-06-13,199.0914529818471
2023-06-14,197.9893934324595
2023-06-15,199.1508391254142
2023-06-16,195.60407471306732
2023-06-19,198.17573224962499
2023-06-20,201.3585975636633
2023-06-21,208.7081888844063
2023-06-22,212.62890959215915
2023-06-23,213.63219253059526
2023-06-26,209.70575526823598
2023-06-27,207.51302555171864
2023-06-28,215.7943370585347
2023-06-29,217.5565481651973
2023-06-30,216.93492828896007
2023-07-03,213.02325268014638
2023-07-04,215.36397070435183
2023-07-05,211.96120589817778
2023-07-06,205.20587158936
2023-07-07,208.42173516111814
2023-07-10,210.60568980414985
2023-07-11,217.59474527011673
2023-07-12,220.60253436853458
2023-07-13,223.4021322645857
2023-07-14,218.83364608731054
2023-07-17,222.61143142566297
2023-07-18,223.06096617588557
2023-07-19,221.3048538023292
2023-07-20,223.97030922752555
2023-07-21,217.46937945190717
2023-07-24,210.33850882122337
2023-07-25,214.43274138399195
2023-07-26,210.92755151016337
2023-07-27,210.63451257300414
2023-07-28,204.89120825202556
2023-07-31,215.31806701633994
2023-08-01,216.8158841453604
