Date,AZO
2020-10-22,185.537498898616
2020-10-23,188.4392956332539
2020-10-26,187.32900761045755
2020-10-27,182.18737961231503
2020-10-28,183.3259429376769
2020-10-29,181.29865573189218
2020-10-30,180.9619133438719
2020-11-02,184.4797055627973
2020-11-03,184.68482695014924
2020-11-04,182.66520824282588
2020-11-05,185.74700407278073
2020-11-06,189.41191027597822
2020-11-09,188.71046330810248
2020-11-10,189.39450776413048
2020-11-11,188.05455935254327
2020-11-12,197.27331125304346
2020-11-13,189.87732436533224
2020-11-16,186.85893142995985
2020-11-17,186.8203828403018
2020-11-18,187.22195767603634
2020-11-19,197.20186101235285
2020-11-20,196.10599423590318
2020-11-23,194.1136205590145
2020-11-24,199.96534607021172
2020-11-25,200.13189824470086
2020-11-26,199.0437626679081
2020-11-27,203.17074384467492
2020-11-30,201.755178130669
2020-12-01,205.00327969848223
2020-12-02,202.96058111576997
2020-12-03,205.12754920990307
2020-12-04,212.37094249756524
2020-12-07,219.91093981440812
2020-12-08,223.52424474902335
2020-12-09,215.35271044402148
2020-12-10,225.4671807247198
2020-12-11,230.03225580830642
2020-12-14,238.81928564387493
2020-12-15,236.8597808617603
2020-12-16,229.68507911994533
2020-12-17,231.77741873987623
2020-12-18,236.4881040118958
2020-12-21,240.97091906638886
2020-12-22,243.53873591652382
2020-12-23,239.9372428106633
2020-12-24,235.6146920417489
2020-12-25,242.42982225688894
2020-12-28,244.73341397080267
2020-12-29,247.52188263377434
2020-12-30,244.1839314068344
2020-12-31,251.23677727718845
2021-01-01,246.14526217771774
2021-01-04,245.65359862496777
2021-01-05,243.01259289205152
2021-01-06,242.32239406003384
2021-01-07,241.21549342483817
2021-01-08,238.99936342302175
2021-01-11,235.93191829624425
2021-01-12,240.3256512859465
2021-01-13,237.8191792714061
2021-01-14,230.64116389129626
2021-01-15,228.4081506322203
2021-01-18,235.01398797250027
2021-01-19,234.72363307131468
2021-01-20,231.89941822937993
2021-01-21,232.3818469424296
2021-01-22,226.38427591306126
2021-01-25,223.38326708930904
2021-01-26,226.18414686274426
2021-01-27,222.7451384900087
2021-01-28,228.04405266177375
2021-01-29,222.07863975127736
2021-02-01,225.62027354664036
2021-02-02,225.8790123070485
2021-02-03,222.96493048814784
2021-02-04,218.93062241289454
2021-02-05,227.40322274817626
2021-02-08,233.4626685080884
2021-02-09,230.81632493534312
2021-02-10,226.34344698602135
2021-02-11,229.03913501826057
2021-02-12,226.7629804093154
2021-02-15,229.2296396535089
2021-02-16,227.53719484926077
2021-02-17,230.80755873554378
2021-02-18,227.42725485199992
2021-02-19,216.0816974951878
2021-02-22,211.71648059320424
2021-02-23,209.90089779832104
2021-02-24,211.51491872996806
2021-02-25,205.70119126680015
2021-02-26,202.35486082648146
2021-03-01,200.9051252033398
2021-03-02,202.4243601833993
2021-03-03,203.9733114715575
2021-03-04,207.38025714882613
2021-03-05,208.55319403416163
2021-03-08,202.76418798306688
2021-03-09,204.38865485812073
2021-03-10,206.69246683311033
2021-03-11,204.07890767814072
2021-03-12,203.5966787381571
2021-03-15,202.51897406019972
2021-03-16,202.7969702440167
2021-03-17,198.0419810359581
2021-03-18,200.69276983339097
2021-03-19,201.72925964609888
2021-03-22,210.3920605274303
2021-03-23,205.73041663280193
2021-03-24,205.19912019790763
2021-03-25,202.21001749840687
2021-03-26,206.72122913610812
2021-03-29,204.79948712460234
2021-03-30,205.98659693658908
2021-03-31,208.04232991478025
2021-04-01,211.51099908684932
2021-04-02,212.49987580767896
2021-04-05,207.69258749926712
2021-04-06,217.94508886614898
2021-04-07,208.33574404053434
2021-04-08,203.37310904182183
2021-04-09,204.58817837940535
2021-04-12,206.85639306641275
2021-04-13,204.76527816585073
2021-04-14,196.22268241857492
2021-04-15,200.8728167457201
2021-04-16,200.1347616790087
2021-04-19,196.96265998106506
2021-04-20,199.07620377960515
2021-04-21,198.79998045301838
2021-04-22,203.3900154826028
2021-04-23,207.14061847669234
2021-04-26,203.0082253442169
2021-04-27,204.64514154060683
2021-04-28,206.5493876072972
2021-04-29,201.86202141621416
2021-04-30,201.90415742603258
2021-05-03,195.28940962356913
2021-05-04,187.26478247960972
2021-05-05,184.22429034158463
2021-05-06,183.8522536109213
2021-05-07,184.62641956258182
2021-05-10,190.75136085753982
2021-05-11,192.2707873341207
2021-05-12,185.5966580359395
2021-05-13,186.37746216588434
2021-05-14,191.7624303301757
2021-05-17,186.5225105891508
2021-05-18,190.71371079462347
2021-05-19,194.91389969637342
2021-05-20,196.53239680773092
2021-05-21,195.97679176113184
2021-05-24,197.0164049944117
2021-05-25,200.43397839280954
2021-05-26,195.57646184300708
2021-05-27,194.32451612274878
2021-05-28,196.34608270314138
2021-05-31,187.17948538329637
2021-06-01,186.30022440481073
2021-06-02,182.84075408833073
2021-06-03,182.74197252515154
2021-06-04,176.77412820765886
2021-06-07,171.86208292315652
2021-06-08,168.4084304268364
2021-06-09,166.7317168225444
2021-06-10,173.67507782044382
2021-06-11,171.51245116671546
2021-06-14,166.8818388700713
2021-06-15,164.53153367696436
2021-06-16,172.35177901047257
2021-06-17,171.09863520010433
2021-06-18,167.27816020192
2021-06-21,169.30486964854518
2021-06-22,168.80813585093696
2021-06-23,165.78213290770756
2021-06-24,169.91954268105505
2021-06-25,172.57784881952426
2021-06-28,180.3950026693701
2021-06-29,174.57210258056747
2021-06-30,168.96730788717997
2021-07-01,165.9401403592129
2021-07-02,166.71086157739396
2021-07-05,164.98015861005754
2021-07-06,162.50659364057248
2021-07-07,162.3633696819426
2021-07-08,158.34351959138743
2021-07-09,156.6844154604319
2021-07-12,156.28556236911808
2021-07-13,156.37801640545194
2021-07-14,153.8306337518252
2021-07-15,156.03674572951888
2021-07-16,156.6826174153754
2021-07-19,150.97304661126188
2021-07-20,147.86165963771813
2021-07-21,148.67319365200052
2021-07-22,152.04340082944515
2021-07-23,156.33255900491773
2021-07-26,160.8789796916905
2021-07-27,164.35755210460337
2021-07-28,167.24293111838634
2021-07-29,168.80939673262503
2021-07-30,167.8779233669893
2021-08-02,165.87471721556264
2021-08-03,163.21537346121633
2021-08-04,168.53565687293627
2021-08-05,175.74961730945674
2021-08-06,178.22257699714382
2021-08-09,183.51408693260942
2021-08-10,178.43381764177667
2021-08-11,180.84989529090325
2021-08-12,177.95881879108387
2021-08-13,173.4155401448808
2021-08-16,171.37243657186687
2021-08-17,171.33836319280036
2021-08-18,168.23543423110436
2021-08-19,164.498053557464
2021-08-20,160.06522783468557
2021-08-23,158.242780861327
2021-08-24,162.03748903013258
2021-08-25,164.08570835483022
2021-08-26,162.28013444364376
2021-08-27,160.01750139790275
2021-08-30,159.5801197797646
2021-08-31,160.87488097551574
2021-09-01,167.30115112213204
2021-09-02,168.71478698000885
2021-09-03,169.44390053342337
2021-09-06,169.86381163541165
2021-09-07,167.44123961767696
2021-09-08,167.46620764070326
2021-09-09,166.6042017662385
2021-09-10,163.9631403161771
2021-09-13,163.7444294109232
2021-09-14,159.2925251216387
2021-09-15,164.02239008669875
2021-09-16,161.54794088770166
2021-09-17,164.3014571782815
2021-09-20,161.6026833746867
2021-09-21,155.09026288332603
2021-09-22,148.2957975024716
2021-09-23,147.77936938640923
2021-09-24,151.50844901815208
2021-09-27,151.87194243091588
2021-09-28,149.213945475234
2021-09-29,150.04872233571803
2021-09-30,145.22757811918854
2021-10-01,143.95998940534102
2021-10-04,151.17417855681583
2021-10-05,149.37234872895303
2021-10-06,152.36505677936228
2021-10-07,154.52344904028197
2021-10-08,157.51251604810173
2021-10-11,157.03990311894898
2021-10-12,154.76063396866977
2021-10-13,152.6064712580598
2021-10-14,156.35895337240277
2021-10-15,157.81224348739653
2021-10-18,158.03631564362178
2021-10-19,161.37213887667124
2021-10-20,167.16130742043575
2021-10-21,168.5342444335341
2021-10-22,162.38069561955183
2021-10-25,158.44827647317626
2021-10-26,162.32538428068096
2021-10-27,158.43048444143216
2021-10-28,156.9893114118916
2021-10-29,158.9987061971514
2021-11-01,161.5523514739178
2021-11-02,166.1736372391804
2021-11-03,164.15972423037456
2021-11-04,160.4867814302061
2021-11-05,154.74098562638218
2021-11-08,151.9467811406619
2021-11-09,149.0585851812971
2021-11-10,154.33451076619465
2021-11-11,155.09674814182446
2021-11-12,156.99026835128066
2021-11-15,161.16317351910988
2021-11-16,163.4860548490941
2021-11-17,168.40995978201147
2021-11-18,168.15546117739672
2021-11-19,171.6869384557302
2021-11-22,164.9460682575101
2021-11-23,162.01107442562687
2021-11-24,160.6788207239805
2021-11-25,160.70099740138753
2021-11-26,159.16438561528057
2021-11-29,164.52186508366088
2021-11-30,161.40999885479303
2021-12-01,163.20882543142665
2021-12-02,167.9736293825926
2021-12-03,164.03355759762098
2021-12-06,169.56223847412485
2021-12-07,165.58552100895972
2021-12-08,164.63661609629503
2021-12-09,166.5049338957299
2021-12-10,160.14822954525343
2021-12-13,155.82083930610844
2021-12-14,159.45119724799832
2021-12-15,158.7960739483339
2021-12-16,155.97225628796818
2021-12-17,157.61213977366072
2021-12-20,156.54928787462396
2021-12-21,157.05398261392534
2021-12-22,160.47281274614025
2021-12-23,163.33876372552564
2021-12-24,161.52595904212356
2021-12-27,160.20211742509377
2021-12-28,161.32044620846523
2021-12-29,160.98247939565917
2021-12-30,169.17552863133096
2021-12-31,171.84393116296408
2022-01-03,168.87508611246537
2022-01-04,161.62921384157062
2022-01-05,161.27160145336958
2022-01-06,157.05619883623203
2022-01-07,150.7369127808664
2022-01-10,150.64482075654945
2022-01-11,149.08915115597037
2022-01-12,154.03333909935964
2022-01-13,152.81953868865725
2022-01-14,152.92199365125998
2022-01-17,156.7507006349644
2022-01-18,156.60290139269512
2022-01-19,160.92638097755668
2022-01-20,160.05667358489973
2022-01-21,160.58706099226998
2022-01-24,163.54259285669337
2022-01-25,161.5631043895022
2022-01-26,161.57487638986473
2022-01-27,164.0642219483757
2022-01-28,167.89218139083883
2022-01-31,167.63135236072148
2022-02-01,164.2038189847034
2022-02-02,160.43165135512265
2022-02-03,159.84944976986506
2022-02-04,153.97070876061778
2022-02-07,156.01744735504107
2022-02-08,157.7462620444593
2022-02-09,156.4338183221104
2022-02-10,156.01384289567434
2022-02-11,159.21292343042174
2022-02-14,164.10452408731666
2022-02-15,164.20224848755313
2022-02-16,165.3657599127928
2022-02-17,170.5504606885909
2022-02-18,166.20444451511358
2022-02-21,166.01700459526103
2022-02-22,171.0001833508423
2022-02-23,166.56269331899762
2022-02-24,166.7874022815614
2022-02-25,166.9792908156743
2022-02-28,164.367103084065
2022-03-01,165.5908713352155
2022-03-02,158.88266911086615
2022-03-03,157.07376063163636
2022-03-04,155.7443084270129
2022-03-07,157.487926596839
2022-03-08,158.01061561034004
2022-03-09,156.55372899823118
2022-03-10,150.78825469120892
2022-03-11,151.20233017184987
2022-03-14,150.13632542673432
2022-03-15,154.23722182001805
2022-03-16,152.0227182900387
2022-03-17,150.05705865301942
2022-03-18,146.61885997309372
2022-03-21,144.32633825510118
2022-03-22,143.1711543525116
2022-03-23,143.77173718990863
2022-03-24,142.53688011846577
2022-03-25,141.48471131491337
2022-03-28,142.40589458705125
2022-03-29,136.1864126756329
2022-03-30,134.85879944862808
2022-03-31,133.82255754677087
2022-04-01,133.258656966826
2022-04-04,135.41031757146462
2022-04-05,141.25740425228616
2022-04-06,145.24440731891391
2022-04-07,144.0402874017534
2022-04-08,144.0403212172439
2022-04-11,143.90697675799206
2022-04-12,147.41996021303095
2022-04-13,148.50384484431098
2022-04-14,150.61830973757682
2022-04-15,143.0760502607708
2022-04-18,144.29607074560343
2022-04-19,141.55446449729075
2022-04-20,147.42487646548108
2022-04-21,146.5342103462265
2022-04-22,152.46346470211594
2022-04-25,153.10781976740614
2022-04-26,150.6022874163974
2022-04-27,150.0654856923014
2022-04-28,154.16905034743223
2022-04-29,158.71481374700323
2022-05-02,162.75517532659802
2022-05-03,164.08613295882495
2022-05-04,165.89833009258328
2022-05-05,164.60078488262133
2022-05-06,168.3906485748587
2022-05-09,169.5900187288539
2022-05-10,169.29324034135664
2022-05-11,169.30095703396876
2022-05-12,171.98449592683335
2022-05-13,170.22514271086845
2022-05-16,172.37231585270573
2022-05-17,170.4844236736099
2022-05-18,172.8110741650421
2022-05-19,174.49736020995533
2022-05-20,167.96276442728131
2022-05-23,177.49909151803334
2022-05-24,177.79193520719394
2022-05-25,176.15456429905893
2022-05-26,172.50156158490785
2022-05-27,180.87668911881903
2022-05-30,176.9376223747715
2022-05-31,178.43381083258697
2022-06-01,179.95457736554394
2022-06-02,185.43389703640722
2022-06-03,188.0712445929637
2022-06-06,187.2363473519047
2022-06-07,185.95013897238783
2022-06-08,186.67166815952092
2022-06-09,182.30712684791706
2022-06-10,182.6994880237866
2022-06-13,189.2998612787366
2022-06-14,196.49217508113853
2022-06-15,201.8776953873643
2022-06-16,198.69881942775376
2022-06-17,201.0598739996551
2022-06-20,199.2577306675149
2022-06-21,207.68265972909984
2022-06-22,213.13887684633755
2022-06-23,209.6679809281802
2022-06-24,211.5953303104923
2022-06-27,212.2575089509966
2022-06-28,218.3593231234763
2022-06-29,221.8664794556931
2022-06-30,224.33515266929146
2022-07-01,221.65166285419735
2022-07-04,213.81297824827038
2022-07-05,214.07435342111134
2022-07-06,211.96580561613885
2022-07-07,214.8161878689354
2022-07-08,214.21952111936417
2022-07-11,216.34117616607622
2022-07-12,215.55804223694804
2022-07-13,214.98521526848583
2022-07-14,211.7376478583951
2022-07-15,213.32603298429584
2022-07-18,213.88436271705584
2022-07-19,220.92089921215626
2022-07-20,224.37291796807796
2022-07-21,224.81218575351937
2022-07-22,225.95844106954195
2022-07-25,229.07496799815775
2022-07-26,225.76264333341163
2022-07-27,233.73559072011247
2022-07-28,232.51778385551717
2022-07-29,228.73299614369762
2022-08-01,224.61374542025848
2022-08-02,216.25948934154653
2022-08-03,208.48838104142504
2022-08-04,201.32545674384215
2022-08-05,201.57974606553947
2022-08-08,198.92358353764988
2022-08-09,196.67651423868887
2022-08-10,195.44755941990158
2022-08-11,190.480693508428
2022-08-12,193.9976093406674
2022-08-15,196.9514458326804
2022-08-16,197.12350710267143
2022-08-17,194.574770961223
2022-08-18,192.98101634522317
2022-08-19,186.15209995803136
2022-08-22,183.18012660250284
2022-08-23,182.32459457847764
2022-08-24,184.84793326232835
2022-08-25,178.78012984402034
2022-08-26,174.90551232979243
2022-08-29,171.02163706439407
2022-08-30,169.0578714420117
2022-08-31,175.31205317355654
2022-09-01,181.1358720416244
2022-09-02,177.16142735021515
2022-09-05,180.79311095791587
2022-09-06,175.6398559806019
2022-09-07,173.88076578054998
2022-09-08,169.56715380088477
2022-09-09,174.40302381307734
2022-09-12,177.27545676875857
2022-09-13,172.38481908523016
2022-09-14,172.46627959439894
2022-09-15,173.18426232394637
2022-09-16,174.86981586135897
2022-09-19,178.05635339835078
2022-09-20,180.71922631170358
2022-09-21,181.87995815170333
2022-09-22,179.20457689517977
2022-09-23,180.86873187770107
2022-09-26,181.43894774039595
2022-09-27,182.87835170514728
2022-09-28,178.21924044501512
2022-09-29,179.41082406002295
2022-09-30,179.7539758987544
2022-10-03,180.43697026421543
2022-10-04,178.34516046458734
2022-10-05,184.01769076815975
2022-10-06,191.75567644891404
2022-10-07,191.7321867883949
2022-10-10,190.85752990213936
2022-10-11,195.46331170761806
2022-10-12,191.03949326810022
2022-10-13,194.04889461967926
2022-10-14,195.87197810545715
2022-10-17,194.08727078129013
2022-10-18,201.03732752708888
2022-10-19,195.93347926495875
2022-10-20,192.8825900467622
2022-10-21,188.626127494228
2022-10-24,189.6661171482991
2022-10-25,191.53552930470843
2022-10-26,193.84116560830427
2022-10-27,195.83939692632083
2022-10-28,190.3553768327332
2022-10-31,190.9583905110481
2022-11-01,186.5178375809247
2022-11-02,183.03169989958323
2022-11-03,185.0292686166918
2022-11-04,190.22436228806762
2022-11-07,188.5499773547098
2022-11-08,187.1659169957897
2022-11-09,187.61935378188153
2022-11-10,184.57890346078867
2022-11-11,184.4212918081923
2022-11-14,191.09668877287442
2022-11-15,194.03782560880506
2022-11-16,193.89823622938985
2022-11-17,194.4870083433108
2022-11-18,194.81357056706506
2022-11-21,193.58528240672305
2022-11-22,189.47611667060562
2022-11-23,183.5401353936176
2022-11-24,180.52533169021046
2022-11-25,184.09411469116048
2022-11-28,182.13049457387692
2022-11-29,191.0144482508205
2022-11-30,181.70975623594828
2022-12-01,183.02046018288678
2022-12-02,185.1583787963359
2022-12-05,188.9002933200203
2022-12-06,188.92217962775362
2022-12-07,191.30644708890898
2022-12-08,189.8629181186453
2022-12-09,190.44467281999127
2022-12-12,185.34799182092505
2022-12-13,184.0553994030047
2022-12-14,186.08046723479075
2022-12-15,189.90772998014012
2022-12-16,195.67781556202758
2022-12-19,196.69807853653376
2022-12-20,197.4877297638434
2022-12-21,202.34611052101152
2022-12-22,193.39591370899547
2022-12-23,188.60589490186914
2022-12-26,185.44244547575474
2022-12-27,182.1464608297005
2022-12-28,183.44575914470357
2022-12-29,180.93967297742793
2022-12-30,176.87487008113928
2023-01-02,181.37035337801257
2023-01-03,185.31688683579557
2023-01-04,186.11020415279404
2023-01-05,188.30917176441127
2023-01-06,191.1332069250181
2023-01-09,189.84940280181328
2023-01-10,189.62891503453153
2023-01-11,189.36186211889733
2023-01-12,188.82443393500688
2023-01-13,188.38766687751271
2023-01-16,194.98092909241038
2023-01-17,196.48465267232
2023-01-18,197.62433677994255
2023-01-19,202.113840193539
2023-01-20,206.29483592373265
2023-01-23,202.84717322116083
2023-01-24,192.00979315455052
2023-01-25,195.55426722121825
2023-01-26,193.7478713857315
2023-01-27,189.04108156781766
2023-01-30,190.2698580377878
2023-01-31,194.48341446680172
2023-02-01,200.29935953955206
2023-02-02,197.42865016148286
2023-02-03,206.19996295172803
2023-02-06,204.84778007365003
2023-02-07,202.99768123716967
2023-02-08,199.44952858184374
2023-02-09,198.37312415682277
2023-02-10,205.19051677534455
2023-02-13,211.3744116503331
2023-02-14,209.0413233246924
2023-02-15,207.0426424324827
2023-02-16,211.47328226906424
2023-02-17,207.06928163127435
2023-02-20,203.56940897397766
2023-02-21,199.3082038824606
2023-02-22,199.29498037288735
2023-02-23,196.37207463651384
2023-02-24,201.2932462327474
2023-02-27,196.64456437212795
2023-02-28,197.53478549859895
2023-03-01,202.6847638268808
2023-03-02,202.5274594156258
2023-03-03,206.18213837586302
2023-03-06,204.56676910165478
2023-03-07,203.531201304597
2023-03-08,208.01165324488264
2023-03-09,202.62587712282556
2023-03-10,200.70870687877064
2023-03-13,198.5723297643132
2023-03-14,202.52394424841825
2023-03-15,207.60994495465536
2023-03-16,218.13104751941037
2023-03-17,221.12887669571154
2023-03-20,225.03906803148575
2023-03-21,226.49000002088633
2023-03-22,226.03285511022258
2023-03-23,223.1597994851745
2023-03-24,232.30801181654175
2023-03-27,236.52358169006826
2023-03-28,240.59293250384925
2023-03-29,245.93129857274042
2023-03-30,253.20953426960196
2023-03-31,260.6705849614074
2023-04-03,255.42086874762694
2023-04-04,257.39586374045524
2023-04-05,270.1911382892739
2023-04-06,275.0997572820505
2023-04-07,262.9884865467429
2023-04-10,271.3081188885142
2023-04-11,253.94244544850804
2023-04-12,251.66350643944276
2023-04-13,249.9718653504794
2023-04-14,251.22697144497027
2023-04-17,255.5989252591865
2023-04-18,261.5123923323233
2023-04-19,251.48726955941527
2023-04-20,254.60379516699174
2023-04-21,256.3638349882649
2023-04-24,262.658001332205
2023-04-25,273.45752727750414
2023-04-26,270.39928197348416
2023-04-27,269.65539413897653
2023-04-28,273.0683208971645
2023-05-01,276.8077463269059
2023-05-02,279.3130048965424
2023-05-03,276.80111258591023
2023-05-04,276.1688746691923
2023-05-05,282.82623352951697
2023-05-08,285.2576854034731
2023-05-09,285.7315058834182
2023-05-10,283.4458494461102
2023-05-11,294.9279658279355
2023-05-12,295.90457641686373
2023-05-15,287.8062017144076
2023-05-16,275.6194997585246
2023-05-17,279.5989296287323
2023-05-18,276.5330316120347
2023-05-19,262.93588975858745
2023-05-22,259.65243564513304
2023-05-23,260.7613743189908
2023-05-24,252.87185344524184
2023-05-25,252.70703139922418
2023-05-26,257.1489988579711
2023-05-29,258.90977947809296
2023-05-30,272.4676672253884
2023-05-31,270.8280417156601
2023-06-01,263.3590700648809
2023-06-02,270.3318999043347
2023-06-05,270.60384565777866
2023-06-06,272.4758973269427
2023-06-07,272.2166331821327
2023-06-08,269.8309076929092
2023-06-09,268.78579734477165
2023-06-12,268.38560053010633
2023-06-13,267.5796304872102
2023-06-14,261.1633208242839
2023-06-15,253.9995152007614
2023-06-16,262.30481325710224
2023-06-19,269.4323603372152
2023-06-20,277.91262825768564
2023-06-21,271.8817308785603
2023-06-22,281.1497354889638
2023-06-23,277.30188354079957
2023-06-26,274.4936023596397
2023-06-27,265.10279682614475
2023-06-28,275.58783411567
2023-06-29,282.0332287385426
2023-06-30,284.4674233159819
2023-07-03,283.7432706338421
2023-07-04,274.0116052458219
2023-07-05,277.0401476488029
2023-07-06,275.40757477581565
2023-07-07,276.1941160545068
2023-07-10,271.6088955557227
2023-07-11,274.64205123624333
2023-07-12,274.54786785497623
2023-07-13,266.61536301241273
2023-07-14,254.56243692038962
2023-07-17,255.95337714485981
2023-07-18,248.95952968652335
2023-07-19,259.73214176654506
2023-07-20,262.83021651667536
2023-07-21,260.16211541424025
2023-07-24,270.6651238663614
2023-07-25,266.83007170026553
2023-07-26,269.28706766986795
2023-07-27,269.70151903548094
2023-07-28,276.5397483111765
2023-07-31,272.431868019715
