Date,SYY
2020-06-01,436.6982457312916
2020-06-02,439.5053734416029
2020-06-03,433.5942022975013
2020-06-04,432.41969547986264
2020-06-05,440.73360414126523
2020-06-08,434.24081120466684
2020-06-09,428.030007116989
2020-06-10,425.1689254463649
2020-06-11,429.01090514940006
2020-06-12,441.39535866088033
2020-06-15,437.8573478198356
2020-06-16,432.64387727408206
2020-06-17,441.2779859198781
2020-06-18,444.2753229625988
2020-06-19,450.3907588543062
2020-06-22,454.34557104605
2020-06-23,455.8452620683135
2020-06-24,461.5647648911171
2020-06-25,462.45810939795155
2020-06-26,470.89587557090914
2020-06-29,467.3705767522087
2020-06-30,470.66428879947347
2020-07-01,459.89340200685666
2020-07-02,468.51265896923417
2020-07-03,469.48121766454756
2020-07-06,470.40059448409414
2020-07-07,472.65760792013344
2020-07-08,475.42284286139295
2020-07-09,469.8662112662073
2020-07-10,462.429807037518
2020-07-13,458.3909559821575
2020-07-14,461.68351013617917
2020-07-15,467.4566517389006
2020-07-16,467.56893618100213
2020-07-17,456.4375107961383
2020-07-20,450.1332307849861
2020-07-21,449.75036505212483
2020-07-22,449.15359884256475
2020-07-23,445.53562521673695
2020-07-24,450.055830666373
2020-07-27,443.5938675273042
2020-07-28,442.2941695363758
2020-07-29,449.6937273349561
2020-07-30,452.73782291553067
2020-07-31,445.57383222075833
2020-08-03,442.03065916885436
2020-08-04,427.2757656969331
2020-08-05,429.8962230909765
2020-08-06,434.5637042537594
2020-08-07,439.0453236149027
2020-08-10,433.09911247308133
2020-08-11,427.242948094794
2020-08-12,418.52619964291614
2020-08-13,427.06068658855344
2020-08-14,429.6255362232499
2020-08-17,427.5453844569913
2020-08-18,433.96303344499796
2020-08-19,433.0971155353568
2020-08-20,442.77430237822324
2020-08-21,440.62875763920005
2020-08-24,434.2244322875225
2020-08-25,441.6646566654917
2020-08-26,439.36303938125195
2020-08-27,438.57948085607984
2020-08-28,432.28669557190835
2020-08-31,445.90031691634107
2020-09-01,451.4526005292813
2020-09-02,453.01087087480636
2020-09-03,457.3085955870633
2020-09-04,477.35449118117634
2020-09-07,482.15564231392926
2020-09-08,482.3314914296042
2020-09-09,478.25725184482434
2020-09-10,472.2547751556557
2020-09-11,467.726787859608
2020-09-14,465.45061135275523
2020-09-15,460.99963555862627
2020-09-16,459.88164654197186
2020-09-17,463.79652447097084
2020-09-18,466.6339401784974
2020-09-21,474.858941833528
2020-09-22,463.89205027830985
2020-09-23,469.71053722065164
2020-09-24,476.5279396775394
2020-09-25,467.84140805742237
2020-09-28,471.67357428746925
2020-09-29,467.5706619533537
2020-09-30,466.82153595183377
2020-10-01,462.89164191021416
2020-10-02,464.9204343888042
2020-10-05,460.79409540072766
2020-10-06,460.5697476359318
2020-10-07,461.89638606682007
2020-10-08,454.55911387858424
2020-10-09,430.8274638142738
2020-10-12,441.6460611875917
2020-10-13,438.457154236386
2020-10-14,431.7704948900529
2020-10-15,444.7153574581003
2020-10-16,438.52567770361946
2020-10-19,448.86793782234184
2020-10-20,456.73803569559817
2020-10-21,466.506469574541
2020-10-22,458.6114649792035
2020-10-23,456.7845548251183
2020-10-26,462.909938477378
2020-10-27,471.72537114739305
2020-10-28,477.38966480705176
2020-10-29,483.9509616640917
2020-10-30,495.0985782438931
2020-11-02,495.797210205671
2020-11-03,492.89610810845323
2020-11-04,490.7634743510212
2020-11-05,493.048031829655
2020-11-06,495.84413899832197
2020-11-09,491.4903545983055
2020-11-10,499.3032135046817
2020-11-11,495.1271412361151
2020-11-12,500.15654040918946
2020-11-13,503.40304033842153
2020-11-16,496.0586239320457
2020-11-17,479.8423928062739
2020-11-18,476.3303269586335
2020-11-19,479.75153550473055
2020-11-20,477.5961436176505
2020-11-23,468.6128773870831
2020-11-24,466.8512460246153
2020-11-25,476.59180433179387
2020-11-26,487.58803036678484
2020-11-27,486.55294788155084
2020-11-30,475.42638301707865
2020-12-01,476.7105137194286
2020-12-02,476.3982487634038
2020-12-03,476.5830043784944
2020-12-04,480.84517181372996
2020-12-07,475.9482406450404
2020-12-08,472.6434097052133
2020-12-09,465.27736570073944
2020-12-10,468.81215225947835
2020-12-11,474.03412189156876
2020-12-14,473.2572051496062
2020-12-15,481.0801107438749
2020-12-16,475.4731510636131
2020-12-17,489.4371318108427
2020-12-18,490.828775318665
2020-12-21,490.7413895800608
2020-12-22,478.54337436485184
2020-12-23,482.0590706806348
2020-12-24,462.6101572791089
2020-12-25,463.33982809616526
2020-12-28,471.8260993534881
2020-12-29,466.31807408502624
2020-12-30,465.18853946819064
2020-12-31,459.2964252448522
2021-01-01,455.6756731892922
2021-01-04,455.1459591580837
2021-01-05,469.05784032718554
2021-01-06,461.06162224411804
2021-01-07,458.5390237236599
2021-01-08,462.7008046272124
2021-01-11,459.16262911379846
2021-01-12,466.6529507174071
2021-01-13,458.6206882460166
2021-01-14,459.8792907539289
2021-01-15,458.13542718407456
2021-01-18,469.0425061374351
2021-01-19,471.6271665375809
2021-01-20,466.9396346966069
2021-01-21,468.3893153195991
2021-01-22,461.3600638134762
2021-01-25,459.40442818747766
2021-01-26,452.7680555305456
2021-01-27,457.9886076153238
2021-01-28,456.36071629924135
2021-01-29,448.0536534166325
2021-02-01,442.3322432240679
2021-02-02,444.21790054922457
2021-02-03,443.94193209297197
2021-02-04,438.44192889039135
2021-02-05,431.33365575664044
2021-02-08,423.6400275396325
2021-02-09,428.54327242731426
2021-02-10,427.35593564325325
2021-02-11,421.61450094083744
2021-02-12,426.5454618366432
2021-02-15,433.77259408686353
2021-02-16,437.567606974585
2021-02-17,421.83317766393884
2021-02-18,416.6518612853463
2021-02-19,425.7525836152147
2021-02-22,425.91319502773564
2021-02-23,411.38788836290803
2021-02-24,411.03648473623906
2021-02-25,417.5086031438913
2021-02-26,420.9684886844943
2021-03-01,415.6309326923689
2021-03-02,423.77870601340845
2021-03-03,420.1736358261139
2021-03-04,419.7601255116383
2021-03-05,419.4165350277825
2021-03-08,416.62201076693424
2021-03-09,433.781763387898
2021-03-10,444.2815781326428
2021-03-11,457.8124105661637
2021-03-12,464.6914113027614
2021-03-15,460.12208582202925
2021-03-16,462.56774039824546
2021-03-17,480.19545342121063
2021-03-18,486.3251986676795
2021-03-19,480.12752851249746
2021-03-22,480.6529828872659
2021-03-23,478.2736269396791
2021-03-24,474.0557713313334
2021-03-25,467.24549759885787
2021-03-26,461.0706476396437
2021-03-29,452.8355489693421
2021-03-30,453.77311417007604
2021-03-31,445.67714514659787
2021-04-01,447.80319270394295
2021-04-02,456.36822257724134
2021-04-05,454.4369752991125
2021-04-06,446.6508784205663
2021-04-07,445.48508674493854
2021-04-08,454.4181275002629
2021-04-09,463.0070694988178
2021-04-12,469.4389411593722
2021-04-13,466.1442785291103
2021-04-14,474.86057226920946
2021-04-15,468.2117705686391
2021-04-16,473.49136273342685
2021-04-19,472.6912167994941
2021-04-20,471.1462213019055
2021-04-21,467.8601056253341
2021-04-22,467.9179581078783
2021-04-23,473.98267239853993
2021-04-26,477.38240936098646
2021-04-27,472.3477827603894
2021-04-28,488.62319932212586
2021-04-29,481.52932261061045
2021-04-30,483.8315583733828
2021-05-03,477.49353107960314
2021-05-04,480.59585206835914
2021-05-05,486.2923076320852
2021-05-06,480.77943970472666
2021-05-07,465.3265258668797
2021-05-10,470.43785351418603
2021-05-11,474.2278515713308
2021-05-12,477.628953011957
2021-05-13,482.51156912099844
2021-05-14,463.49973989351804
2021-05-17,458.6060645912546
2021-05-18,456.22568737080104
2021-05-19,442.5249818726907
2021-05-20,444.5002208624084
2021-05-21,438.27918785777035
2021-05-24,434.1214461815904
2021-05-25,441.8010320073745
2021-05-26,448.3847484616051
2021-05-27,460.3430987812307
2021-05-28,461.10669589197386
2021-05-31,451.24275423208053
2021-06-01,443.05871487820593
2021-06-02,446.8512094076058
2021-06-03,445.8651388854722
2021-06-04,456.8951038257987
2021-06-07,462.50383340870565
2021-06-08,467.76771277919715
2021-06-09,458.80475796629435
2021-06-10,452.6804048066299
2021-06-11,451.97249274007
2021-06-14,451.10642641357043
2021-06-15,437.5047952257295
2021-06-16,434.1421400960379
2021-06-17,425.81171710629354
2021-06-18,429.2115720464336
2021-06-21,425.3791501183283
2021-06-22,426.8652688585107
2021-06-23,418.7682502039099
2021-06-24,418.3839548633925
2021-06-25,419.16734190789396
2021-06-28,410.6944584507605
2021-06-29,406.5373598518108
2021-06-30,409.0926531647605
2021-07-01,403.4528433685437
2021-07-02,396.77539794067246
2021-07-05,395.3816072706409
2021-07-06,390.21581227036955
2021-07-07,387.9735766462532
2021-07-08,407.0286213599658
2021-07-09,404.9202585079522
2021-07-12,415.4610515198783
2021-07-13,414.61826863064755
2021-07-14,409.9513451115838
2021-07-15,406.5243997709891
2021-07-16,405.4492725013648
2021-07-19,410.38895310209864
2021-07-20,405.60444174181066
2021-07-21,412.94124727254194
2021-07-22,415.4120192632832
2021-07-23,419.5980145898873
2021-07-26,404.30913414243383
2021-07-27,401.63958019547096
2021-07-28,400.2384812233596
2021-07-29,402.74566268315203
2021-07-30,403.5688469243646
2021-08-02,386.3379469903426
2021-08-03,386.91321578952335
2021-08-04,384.4086543596061
2021-08-05,379.95717573273964
2021-08-06,385.1386630615756
2021-08-09,380.610465800815
2021-08-10,390.6514524502999
2021-08-11,390.7135446496606
2021-08-12,396.8587235270126
2021-08-13,392.2396975747512
2021-08-16,398.1624231431473
2021-08-17,399.5621325689535
2021-08-18,393.3105293669504
2021-08-19,394.64101077367286
2021-08-20,387.19966329707626
2021-08-23,384.8543677194114
2021-08-24,387.8779348943037
2021-08-25,389.9371279696378
2021-08-26,399.66432688525737
2021-08-27,402.4135438989389
2021-08-30,400.96609349642034
2021-08-31,387.9060857205479
2021-09-01,383.91073551697446
2021-09-02,378.73022142390454
2021-09-03,371.75190403400165
2021-09-06,378.5711146237948
2021-09-07,370.91206857039367
2021-09-08,369.74479321556834
2021-09-09,363.0941374921397
2021-09-10,366.7741035952754
2021-09-13,372.17826175943986
2021-09-14,361.07667159654835
2021-09-15,359.9505934731218
2021-09-16,364.49553140181325
2021-09-17,373.03451446841865
2021-09-20,381.5043140114245
2021-09-21,378.75376922163696
2021-09-22,375.113688997234
2021-09-23,371.51117896494407
2021-09-24,370.44999425349494
2021-09-27,375.99884640113845
2021-09-28,372.8774848907371
2021-09-29,368.38393268905156
2021-09-30,366.22589297559017
2021-10-01,358.6146262546207
2021-10-04,366.7277267561612
2021-10-05,366.47080965847056
2021-10-06,365.4513865311615
2021-10-07,359.80986396096336
2021-10-08,359.29780693856065
2021-10-11,360.2697144168336
2021-10-12,359.96055807145484
2021-10-13,365.19542338114684
2021-10-14,360.8795137509229
2021-10-15,367.86608573081395
2021-10-18,363.5391663148773
2021-10-19,369.850350254505
2021-10-20,378.9201428814025
2021-10-21,381.073815273422
2021-10-22,388.67199337689493
2021-10-25,393.3866375596444
2021-10-26,396.63062278650324
2021-10-27,397.0852324330121
2021-10-28,401.25859205204114
2021-10-29,403.1860810373853
2021-11-01,405.1293631358188
2021-11-02,399.975696554044
2021-11-03,401.9408928859353
2021-11-04,401.59415358265414
2021-11-05,408.745964644846
2021-11-08,408.1289429106836
2021-11-09,394.9984554341202
2021-11-10,394.48173387889193
2021-11-11,399.9068662149015
2021-11-12,409.2613420826346
2021-11-15,410.1636689213679
2021-11-16,419.15142940445884
2021-11-17,422.1753573565681
2021-11-18,422.84526331284934
2021-11-19,420.20493139682986
2021-11-22,429.08802423370054
2021-11-23,440.4086409309495
2021-11-24,450.87427295809664
2021-11-25,440.20600877462795
2021-11-26,438.4147398006795
2021-11-29,429.84838865973575
2021-11-30,423.3736160521103
2021-12-01,418.28923199026804
2021-12-02,434.74517359755276
2021-12-03,433.9666514643318
2021-12-06,438.7862595968481
2021-12-07,441.24162588660806
2021-12-08,428.8077013055501
2021-12-09,440.14777547551046
2021-12-10,448.03521763421463
2021-12-13,444.1836598622427
2021-12-14,439.679055677399
2021-12-15,434.1723049324427
2021-12-16,433.32941682983494
2021-12-17,427.47586669201195
2021-12-20,428.8062299735752
2021-12-21,439.59024312487736
2021-12-22,445.59168841367693
2021-12-23,438.8728671365802
2021-12-24,444.4119522497189
2021-12-27,441.9406351653151
2021-12-28,437.39298119060595
2021-12-29,439.45876006320316
2021-12-30,452.03503090986294
2021-12-31,445.12077006829725
2022-01-03,438.8977416331022
2022-01-04,434.86093541694976
2022-01-05,445.8486519538808
2022-01-06,440.4980285411436
2022-01-07,435.18625181555285
2022-01-10,444.3618331051054
2022-01-11,438.0561494516402
2022-01-12,439.28652832181416
2022-01-13,433.9056347977752
2022-01-14,434.5375124049874
2022-01-17,450.0552247080895
2022-01-18,446.146361127988
2022-01-19,441.054154817733
2022-01-20,436.95937337667056
2022-01-21,429.2312874106757
2022-01-24,433.9258293439182
2022-01-25,436.2988566879467
2022-01-26,435.1340239281322
2022-01-27,431.4714748816297
2022-01-28,430.78906090443826
2022-01-31,429.76423913640457
2022-02-01,422.8728632557387
2022-02-02,431.38853352620583
2022-02-03,430.3209263344102
2022-02-04,425.22411445204614
2022-02-07,428.8838081570791
2022-02-08,433.00816717281805
2022-02-09,428.14781110955795
2022-02-10,429.92640319963596
2022-02-11,416.6425782643386
2022-02-14,423.04765239397045
2022-02-15,429.66044791310867
2022-02-16,424.89248348982886
2022-02-17,423.9367934348452
2022-02-18,425.47951935259164
2022-02-21,443.2883750235153
2022-02-22,453.4126639087232
2022-02-23,449.90771990002565
2022-02-24,439.99529149168086
2022-02-25,434.2754499762898
2022-02-28,443.54895281689465
2022-03-01,443.6201909501956
2022-03-02,443.57835557280174
2022-03-03,453.95449143784793
2022-03-04,445.2693350058065
2022-03-07,441.73564790838134
2022-03-08,454.0443852360858
2022-03-09,449.7136250353874
2022-03-10,444.9830518480819
2022-03-11,455.2773757831848
2022-03-14,463.18902199718514
2022-03-15,459.35108837894694
2022-03-16,454.489378160018
2022-03-17,445.04872969992306
2022-03-18,441.94539897787405
2022-03-21,429.4941526104732
2022-03-22,427.564414951113
2022-03-23,425.4204541321933
2022-03-24,408.65493715792286
2022-03-25,403.2986352982684
2022-03-28,410.46230348452576
2022-03-29,410.72777205882034
2022-03-30,413.01900610738693
2022-03-31,412.3330700358601
2022-04-01,404.0146610538297
2022-04-04,397.1431164653915
2022-04-05,396.3838379932971
2022-04-06,390.52082200753546
2022-04-07,391.11680865562937
2022-04-08,389.11020359622563
2022-04-11,382.3900831469964
2022-04-12,385.542368057296
2022-04-13,383.57518532998307
2022-04-14,377.99830031804873
2022-04-15,379.6437909996126
2022-04-18,372.21169219445096
2022-04-19,368.72161244247627
2022-04-20,364.923299297452
2022-04-21,368.78888723120434
2022-04-22,363.27596422788946
2022-04-25,367.43756960641764
2022-04-26,357.0850270382947
2022-04-27,362.9600510262306
2022-04-28,355.14189845250604
2022-04-29,355.65967337547215
2022-05-02,355.4193371417828
2022-05-03,359.0863546617313
2022-05-04,370.7188716097414
2022-05-05,370.0086446668158
2022-05-06,366.35590128693815
2022-05-09,373.54184647617626
2022-05-10,373.8693769895032
2022-05-11,379.0507070481999
2022-05-12,374.19563186181057
2022-05-13,373.35106353784977
2022-05-16,369.9789694182295
2022-05-17,372.99353783591795
2022-05-18,385.6434793562279
2022-05-19,389.06425246017784
2022-05-20,398.7886346473977
2022-05-23,403.9258774720552
2022-05-24,409.919111601401
2022-05-25,390.02142867816576
2022-05-26,380.62323101466706
2022-05-27,378.42752738531357
2022-05-30,377.8436940932114
2022-05-31,378.68160933825425
2022-06-01,368.15506288953304
2022-06-02,375.57371640060495
2022-06-03,384.0904363152288
2022-06-06,388.2542118160885
2022-06-07,389.2954804627992
2022-06-08,393.7235634170944
2022-06-09,381.2879684541656
2022-06-10,378.4365278359903
2022-06-13,381.21675348555937
2022-06-14,384.2264535515657
2022-06-15,390.3066398509534
2022-06-16,396.6914993673403
2022-06-17,386.73206067384046
2022-06-20,383.41658572474273
2022-06-21,385.1366836453999
2022-06-22,382.10110449966305
2022-06-23,383.3191519285053
2022-06-24,380.9587613793686
2022-06-27,383.7111982540432
2022-06-28,378.1265378645515
2022-06-29,369.75958287636865
2022-06-30,378.5794743203832
2022-07-01,372.54052410028135
2022-07-04,372.21794536679096
2022-07-05,365.1250259767223
2022-07-06,367.71190349716505
2022-07-07,371.27199931754416
2022-07-08,370.54394763750963
2022-07-11,373.6466046918669
2022-07-12,378.4660836865672
2022-07-13,372.7314224508974
2022-07-14,381.9390112600643
2022-07-15,377.7008160963641
2022-07-18,369.63372733529565
2022-07-19,378.046993884411
2022-07-20,383.01285868276153
2022-07-21,379.41428049528406
2022-07-22,380.7085654168653
2022-07-25,392.7388457615718
2022-07-26,400.98385191587045
2022-07-27,398.1394901999824
2022-07-28,402.2296139499754
2022-07-29,394.2048482379897
2022-08-01,388.4536084204075
2022-08-02,388.5624543408176
2022-08-03,389.268631726528
2022-08-04,388.42959398926826
2022-08-05,390.9989097158713
2022-08-08,400.6412504927503
2022-08-09,406.1279906425749
2022-08-10,393.72111514474545
2022-08-11,399.9331351450559
2022-08-12,401.0252927806497
2022-08-15,402.5984589094106
2022-08-16,395.7620637599271
2022-08-17,390.1471765121007
2022-08-18,398.87000821297164
2022-08-19,396.6762194874772
2022-08-22,406.0610867243776
2022-08-23,406.55658808541034
2022-08-24,404.4660328668533
2022-08-25,395.9503487809079
2022-08-26,383.7427734245197
2022-08-29,390.40565711137003
2022-08-30,381.95583073201396
2022-08-31,383.9124237648347
2022-09-01,385.0500939186467
2022-09-02,387.6161088739492
2022-09-05,381.9191176974436
2022-09-06,374.42329942562475
2022-09-07,382.6277598327426
2022-09-08,376.93887668666196
2022-09-09,371.8934140634625
2022-09-12,368.7292163557364
2022-09-13,365.49918536905784
2022-09-14,362.0110509436037
2022-09-15,370.45389215552166
2022-09-16,364.85483394548726
2022-09-19,358.94657983883
2022-09-20,349.2140541340941
2022-09-21,342.09554453234864
2022-09-22,335.4438352612008
2022-09-23,341.3217510263261
2022-09-26,343.9064693426557
2022-09-27,346.6363105531168
2022-09-28,346.9621619366646
2022-09-29,344.05353139768187
2022-09-30,346.4371627179947
2022-10-03,340.36246707243816
2022-10-04,338.8215657456276
2022-10-05,343.8775220447717
2022-10-06,345.47635031775167
2022-10-07,348.3085075306373
2022-10-10,351.1045489526298
2022-10-11,341.45616920992296
2022-10-12,342.9307827647307
2022-10-13,344.143978506351
2022-10-14,341.4036039098346
2022-10-17,345.0311061859427
2022-10-18,356.07394007797336
2022-10-19,357.5113146479703
2022-10-20,362.24328944910417
2022-10-21,366.473074229263
2022-10-24,357.81166459353466
2022-10-25,354.36323479846214
2022-10-26,353.9856890574916
2022-10-27,350.47086861489055
2022-10-28,356.05569204291885
2022-10-31,359.23878790800796
2022-11-01,350.4275399118009
2022-11-02,357.060662540655
2022-11-03,354.90102785380265
2022-11-04,352.59940194803056
2022-11-07,350.618479009683
2022-11-08,347.5639403654636
2022-11-09,351.8553720737296
2022-11-10,348.4239890239213
2022-11-11,336.8542076975741
2022-11-14,340.2443232456031
2022-11-15,336.5694108568791
2022-11-16,340.2776153246039
2022-11-17,342.3092665622745
2022-11-18,341.6657496185122
2022-11-21,342.2718639960974
2022-11-22,350.37328540343094
2022-11-23,348.83691740238334
2022-11-24,355.07914529374307
2022-11-25,355.72128331555507
2022-11-28,347.5616524979276
2022-11-29,350.94880287812884
2022-11-30,351.2818183704726
2022-12-01,352.0880666280267
2022-12-02,356.0243084812739
2022-12-05,353.6345775594558
2022-12-06,354.79753302252584
2022-12-07,358.1844725815614
2022-12-08,362.0642239338561
2022-12-09,369.5982646137147
2022-12-12,363.6071548240629
2022-12-13,366.7186623696915
2022-12-14,358.24176517335053
2022-12-15,366.085438603417
2022-12-16,368.9250725475364
2022-12-19,367.9223029868743
2022-12-20,376.8383065595032
2022-12-21,375.20812779573555
2022-12-22,369.24596179260914
2022-12-23,363.42603054007293
2022-12-26,362.86163316279135
2022-12-27,356.08878815916006
2022-12-28,354.7478247510377
2022-12-29,349.2675910584234
2022-12-30,356.5402544606427
2023-01-02,350.5413457676051
2023-01-03,357.192249445429
2023-01-04,362.0528900597424
2023-01-05,353.5778412388049
2023-01-06,345.6423126043763
2023-01-09,340.28664271226654
2023-01-10,331.40990478867803
2023-01-11,340.7932120033069
2023-01-12,331.82202846247446
2023-01-13,328.1067962884874
2023-01-16,338.8787959515395
2023-01-17,333.8489574802106
2023-01-18,338.91608229960514
2023-01-19,341.7663862220189
2023-01-20,346.02850480138426
2023-01-23,346.44147160388536
2023-01-24,339.0358245535052
2023-01-25,338.18390967287644
2023-01-26,330.7737119022429
2023-01-27,334.04309624356813
2023-01-30,337.29357951619653
2023-01-31,336.03322739173774
2023-02-01,336.2159817075825
2023-02-02,332.8743431246931
2023-02-03,330.26009319824385
2023-02-06,322.9891411078596
2023-02-07,324.08888897416847
2023-02-08,328.65422775970166
2023-02-09,336.02095348778346
2023-02-10,336.1708250576249
2023-02-13,336.37853633388397
2023-02-14,340.34188500636265
2023-02-15,342.7130607500633
2023-02-16,354.8298081424437
2023-02-17,359.5072127588394
2023-02-20,358.50262297857955
2023-02-21,358.4047293965164
2023-02-22,361.2139127285142
2023-02-23,353.6664101316943
2023-02-24,359.55297174625537
2023-02-27,362.0881689668401
2023-02-28,366.42324194576247
2023-03-01,367.8762127766689
2023-03-02,375.87255008143865
2023-03-03,388.25786431984073
2023-03-06,392.07176115306396
2023-03-07,396.29658676672824
2023-03-08,385.3923427088881
2023-03-09,387.88812656069103
2023-03-10,387.4255223243469
2023-03-13,376.45932217080906
2023-03-14,387.1147277312819
2023-03-15,390.1379569298016
2023-03-16,392.8858636892441
2023-03-17,391.97256044239685
2023-03-20,393.5949997062464
2023-03-21,392.99882008600144
2023-03-22,382.2233139645127
2023-03-23,380.7460068057227
2023-03-24,377.5467636859244
2023-03-27,381.2064346089681
2023-03-28,376.413100331837
2023-03-29,368.50842062017705
2023-03-30,357.757840216724
2023-03-31,358.97711805836934
2023-04-03,346.87911771164795
2023-04-04,353.90695068010996
2023-04-05,353.85426922939075
2023-04-06,355.42332746013153
2023-04-07,367.50576928363944
2023-04-10,375.47979045356277
2023-04-11,372.99369966023073
2023-04-12,373.1897128641268
2023-04-13,377.4273552048556
2023-04-14,370.0312755791908
2023-04-17,367.80777556209307
2023-04-18,370.11477073159773
2023-04-19,364.8190744711495
2023-04-20,370.8960774588178
2023-04-21,369.49413982180374
2023-04-24,367.44368998805595
2023-04-25,362.56008029823766
2023-04-26,372.63558968797923
2023-04-27,362.0283782746947
2023-04-28,358.10267006803593
2023-05-01,357.3364370122715
2023-05-02,361.2815178217826
2023-05-03,365.8391341829749
2023-05-04,364.20627092274293
2023-05-05,366.9867721517461
2023-05-08,371.5924720288345
2023-05-09,366.1140520964847
2023-05-10,360.3346769944086
2023-05-11,360.0952217672701
2023-05-12,366.2530770692265
2023-05-15,360.79290234839226
2023-05-16,357.2670752867424
2023-05-17,359.85639207554283
2023-05-18,357.93207029834883
2023-05-19,363.1412025326359
2023-05-22,365.60923837999223
2023-05-23,368.2328058599135
2023-05-24,380.479498714279
2023-05-25,382.2793770990353
2023-05-26,382.62047440819924
2023-05-29,377.4543451956554
2023-05-30,376.9037366592395
2023-05-31,387.57390242889176
2023-06-01,386.73510288714766
2023-06-02,395.7476529851965
2023-06-05,403.8553219909614
2023-06-06,414.8781674362297
2023-06-07,406.99642983227164
2023-06-08,417.02247344552404
2023-06-09,415.1208957305655
2023-06-12,419.92278808385515
2023-06-13,420.45540548966915
2023-06-14,424.770254858147
2023-06-15,434.1559752356378
2023-06-16,433.884181627591
2023-06-19,434.00863359402143
2023-06-20,425.25690483078375
2023-06-21,428.0471902559535
2023-06-22,425.11037937728975
2023-06-23,417.5040829277752
2023-06-26,430.254700746649
2023-06-27,432.6903632467446
2023-06-28,430.73628254423284
2023-06-29,418.50440783768744
2023-06-30,413.5944973582524
2023-07-03,402.3538453242665
2023-07-04,400.1992661751977
2023-07-05,415.0842029054057
2023-07-06,411.14824705688073
2023-07-07,413.6850899061146
2023-07-10,413.09432339632474
2023-07-11,410.354796173559
2023-07-12,405.87853883426857
2023-07-13,413.4765842224348
2023-07-14,408.69832528666757
2023-07-17,419.1402639278355
2023-07-18,430.2762278713444
2023-07-19,424.743533742826
2023-07-20,428.7339208656008
2023-07-21,428.0618953019142
2023-07-24,432.12965384006736
2023-07-25,434.1987872334864
2023-07-26,420.8392863881521
2023-07-27,423.98387620982004
2023-07-28,425.8017484082595
2023-07-31,410.5018809541018
2023-08-01,409.34597704797415
2023-08-02,407.59913768278614
