Date,KMB
2021-05-12,229.6419796806288
2021-05-13,230.44085991721056
2021-05-14,225.56087726348912
2021-05-17,221.7441234746366
2021-05-18,223.31185827787817
2021-05-19,222.90156563630208
2021-05-20,217.5267645723011
2021-05-21,216.60778827273455
2021-05-24,215.38002641415795
2021-05-25,215.04738795519845
2021-05-26,216.74755318185802
2021-05-27,214.83258089184116
2021-05-28,208.9366986986899
2021-05-31,212.7615930823983
2021-06-01,218.51228869655247
2021-06-02,212.06378730090876
2021-06-03,205.21450415072374
2021-06-04,204.2714507698743
2021-06-07,204.5999210973779
2021-06-08,201.07902495910986
2021-06-09,208.76784755578882
2021-06-10,202.36152224559183
2021-06-11,209.21620767343114
2021-06-14,212.42585746661572
2021-06-15,211.97226862520975
2021-06-16,206.93766602221956
2021-06-17,212.35387991810285
2021-06-18,211.04101869824012
2021-06-21,214.96855692467744
2021-06-22,213.1633198678821
2021-06-23,209.92026731523765
2021-06-24,210.19106808363776
2021-06-25,207.32425251250305
2021-06-28,212.14288674114624
2021-06-29,204.44429869512226
2021-06-30,200.29642991406243
2021-07-01,201.9077411173074
2021-07-02,202.2280049994857
2021-07-05,200.26445549224775
2021-07-06,198.51860136384116
2021-07-07,196.169903625784
2021-07-08,188.70840336804818
2021-07-09,188.5873557894955
2021-07-12,192.34663356393733
2021-07-13,197.64847791137294
2021-07-14,193.78340068552887
2021-07-15,196.84144846157048
2021-07-16,193.37406334963165
2021-07-19,194.41445589437913
2021-07-20,196.74315576342502
2021-07-21,197.63627732530037
2021-07-22,200.57948767774724
2021-07-23,203.59480812271295
2021-07-26,199.66658948428133
2021-07-27,203.29521795412265
2021-07-28,206.46699298007272
2021-07-29,207.267140144784
2021-07-30,207.4382299870726
2021-08-02,212.82272482853273
2021-08-03,211.50279635874696
2021-08-04,204.40284296980872
2021-08-05,208.866153476318
2021-08-06,203.46325717835887
2021-08-09,195.4782632193447
2021-08-10,188.88892384538252
2021-08-11,191.54079908148822
2021-08-12,190.35408099821964
2021-08-13,185.75172275372557
2021-08-16,183.53375167663262
2021-08-17,186.39288343870047
2021-08-18,183.70785457444754
2021-08-19,184.06633476209626
2021-08-20,184.71514433807354
2021-08-23,183.3730309019107
2021-08-24,184.9645921741898
2021-08-25,183.18249627981967
2021-08-26,181.29116881288238
2021-08-27,184.19552948052453
2021-08-30,190.89874588176883
2021-08-31,188.13764193240866
2021-09-01,183.73591700248517
2021-09-02,183.58246884051687
2021-09-03,183.13622519951775
2021-09-06,186.01715506532852
2021-09-07,188.78899977660996
2021-09-08,188.17203613626384
2021-09-09,186.70223539176231
2021-09-10,185.474012243271
2021-09-13,188.47220945731002
2021-09-14,195.06652216735532
2021-09-15,197.1145840307726
2021-09-16,196.5063504817068
2021-09-17,197.84240107583983
2021-09-20,199.99861224033486
2021-09-21,204.48119575015997
2021-09-22,201.88296901864845
2021-09-23,201.41652511478725
2021-09-24,205.98620605002512
2021-09-27,213.71147195553618
2021-09-28,210.32511961133295
2021-09-29,212.68414274548564
2021-09-30,213.15459065555441
2021-10-01,212.74300768880119
2021-10-04,205.333695613265
2021-10-05,213.1926219133837
2021-10-06,215.22032479809107
2021-10-07,212.0431899792144
2021-10-08,209.497315253379
2021-10-11,207.74145038405436
2021-10-12,209.53424037668984
2021-10-13,214.7287690520767
2021-10-14,211.29683767746198
2021-10-15,207.39241965545096
2021-10-18,203.13485973051704
2021-10-19,203.099282275136
2021-10-20,201.4235522108482
2021-10-21,202.97170774550446
2021-10-22,197.6733393497371
2021-10-25,193.78224386744444
2021-10-26,192.01297225552264
2021-10-27,197.57094702883396
2021-10-28,197.33728237458956
2021-10-29,196.65553431207215
2021-11-01,195.8758148914375
2021-11-02,193.47530754271122
2021-11-03,193.20072306869818
2021-11-04,188.81275317209997
2021-11-05,184.88638394699828
2021-11-08,180.90619884222443
2021-11-09,181.38882568908602
2021-11-10,183.24766339994224
2021-11-11,180.99325553115906
2021-11-12,176.03299715342095
2021-11-15,182.90912409906417
2021-11-16,177.52064823302373
2021-11-17,180.65224545871698
2021-11-18,179.29977415903423
2021-11-19,177.6572380658808
2021-11-22,170.83908347365616
2021-11-23,169.62439334798532
2021-11-24,167.67892036676508
2021-11-25,166.18851672605163
2021-11-26,162.39516361160815
2021-11-29,161.63219062726546
2021-11-30,168.6131456434125
2021-12-01,173.21330807250104
2021-12-02,171.70527628099123
2021-12-03,168.5236593730165
2021-12-06,172.56356568066633
2021-12-07,169.2718821063261
2021-12-08,172.5140725293462
2021-12-09,176.26146407227105
2021-12-10,181.6168293010937
2021-12-13,183.33682038580466
2021-12-14,185.45639608508742
2021-12-15,185.24520211051038
2021-12-16,182.58921702351884
2021-12-17,181.03527874543323
2021-12-20,180.59917760459695
2021-12-21,171.89014922783704
2021-12-22,169.19134807273576
2021-12-23,166.7817177294896
2021-12-24,165.95069246403418
2021-12-27,164.36979682518816
2021-12-28,166.1088749353938
2021-12-29,170.0430619849828
2021-12-30,172.77276069732702
2021-12-31,180.65552427222786
2022-01-03,175.14853971738106
2022-01-04,181.7887152588922
2022-01-05,178.23984778241967
2022-01-06,179.83448111318205
2022-01-07,180.34678071889422
2022-01-10,175.40318155069926
2022-01-11,179.34729520904074
2022-01-12,172.8416196229464
2022-01-13,170.98826648447104
2022-01-14,166.67426190322482
2022-01-17,166.3346898311701
2022-01-18,163.10360476207788
2022-01-19,165.80744609166078
2022-01-20,163.59655058125622
2022-01-21,169.06680742836954
2022-01-24,164.35946618732766
2022-01-25,158.68032704506263
2022-01-26,156.53827846685405
2022-01-27,154.28488172266776
2022-01-28,157.80014756191258
2022-01-31,161.5405230144319
2022-02-01,167.14387254075154
2022-02-02,173.50851871005202
2022-02-03,177.66542451215756
2022-02-04,177.4526285922053
2022-02-07,177.32060222597732
2022-02-08,170.32786342363994
2022-02-09,167.28015331823568
2022-02-10,164.90545100419803
2022-02-11,161.28063856519088
2022-02-14,161.6832367808696
2022-02-15,162.0348696822558
2022-02-16,166.20521699403454
2022-02-17,167.84497750877327
2022-02-18,172.0578750405461
2022-02-21,169.75426235413565
2022-02-22,171.34608858378584
2022-02-23,169.1463328791445
2022-02-24,167.89379470442478
2022-02-25,164.773681700224
2022-02-28,166.14312550739965
2022-03-01,163.78037779803023
2022-03-02,158.714116963162
2022-03-03,160.1436769717789
2022-03-04,159.23582674137816
2022-03-07,160.01762128176992
2022-03-08,158.93071183838825
2022-03-09,167.15310395805665
2022-03-10,172.14069700956352
2022-03-11,169.71086330904467
2022-03-14,164.0163483774157
2022-03-15,161.78966435970534
2022-03-16,165.04096209485405
2022-03-17,167.50111917505254
2022-03-18,172.24957094748478
2022-03-21,176.25658050363447
2022-03-22,178.54912478904436
2022-03-23,177.4620599510668
2022-03-24,178.1195585222481
2022-03-25,174.6729374203231
2022-03-28,171.87304432491894
2022-03-29,171.6501710348814
2022-03-30,171.03754775118
2022-03-31,168.6113674104389
2022-04-01,171.3833796393223
2022-04-04,171.99149856299692
2022-04-05,176.69463302759735
2022-04-06,172.99140506141674
2022-04-07,170.5054834064866
2022-04-08,166.46968061930622
2022-04-11,158.99308281682747
2022-04-12,160.46508294757098
2022-04-13,152.841849014172
2022-04-14,153.92211980231528
2022-04-15,150.65721644128487
2022-04-18,151.64688691683725
2022-04-19,154.0113999425991
2022-04-20,151.17206938974593
2022-04-21,151.2933160661293
2022-04-22,150.750674595747
2022-04-25,152.52987420323473
2022-04-26,155.57199911848795
2022-04-27,160.453178565166
2022-04-28,160.02997693593232
2022-04-29,155.6783567974586
2022-05-02,159.7941106341825
2022-05-03,156.24840451089548
2022-05-04,151.9885668695605
2022-05-05,151.390874283289
2022-05-06,148.31994791217517
2022-05-09,148.94594534680357
2022-05-10,151.65745300225566
2022-05-11,148.96639517570992
2022-05-12,156.96194040762344
2022-05-13,160.3811677499726
2022-05-16,158.05786329852933
2022-05-17,162.31017250057778
2022-05-18,159.64312993980377
2022-05-19,160.3238335852321
2022-05-20,157.5818643540183
2022-05-23,164.37057404650957
2022-05-24,163.4666552084207
2022-05-25,162.158902197735
2022-05-26,157.80856525766953
2022-05-27,159.4614469284144
2022-05-30,161.2645537878087
2022-05-31,157.26699331812472
2022-06-01,150.70334482378757
2022-06-02,150.71410624690316
2022-06-03,148.82358854710577
2022-06-06,150.80183602673733
2022-06-07,147.69660301111998
2022-06-08,151.80223677515954
2022-06-09,150.237898968989
2022-06-10,151.91872465133534
2022-06-13,150.142528485246
2022-06-14,150.70636815966702
2022-06-15,152.17311347067496
2022-06-16,150.20671905947668
2022-06-17,150.0063331803781
2022-06-20,149.4672155517058
2022-06-21,145.82154580242565
2022-06-22,145.5526311608876
2022-06-23,144.74251595664825
2022-06-24,144.56541584523072
2022-06-27,146.83689711086006
2022-06-28,141.72264931745434
2022-06-29,142.13108809318695
2022-06-30,134.42049231356418
2022-07-01,128.36853143073375
2022-07-04,127.51439371006077
2022-07-05,124.4314586618247
2022-07-06,124.7983876536547
2022-07-07,128.43851656355145
2022-07-08,130.7309008655735
2022-07-11,127.56418619472811
2022-07-12,128.63912059955882
2022-07-13,128.5361905373579
2022-07-14,128.9513074127415
2022-07-15,131.86008821346508
2022-07-18,133.0050301105731
2022-07-19,134.61369249588088
2022-07-20,132.99326344526906
2022-07-21,128.05507910974504
2022-07-22,129.38469675825243
2022-07-25,129.12824502297872
2022-07-26,132.067878710675
2022-07-27,132.34167991583294
2022-07-28,129.63521222338528
2022-07-29,131.15075291660798
2022-08-01,129.9817872337291
2022-08-02,127.92264141082454
2022-08-03,123.78793998613013
2022-08-04,123.38887074676278
2022-08-05,120.4687706361215
2022-08-08,118.76879322774228
2022-08-09,115.71140891180184
2022-08-10,118.64725836650463
2022-08-11,115.76575465125086
2022-08-12,118.89383637904254
2022-08-15,120.29932670644112
2022-08-16,122.3711253969725
2022-08-17,121.1465078667374
2022-08-18,121.17511616929961
2022-08-19,120.73301240542644
2022-08-22,120.95560255854299
2022-08-23,123.31276795574682
2022-08-24,122.54074836685376
2022-08-25,123.19602727207214
2022-08-26,124.5067365474683
2022-08-29,124.84582036811733
2022-08-30,123.24632662317632
2022-08-31,126.57160024752574
2022-09-01,128.2909281790203
2022-09-02,133.6842018245941
2022-09-05,135.8366724809685
2022-09-06,134.05398858194903
2022-09-07,135.88691918636204
2022-09-08,136.6064687917614
2022-09-09,134.93505591932706
2022-09-12,136.8985799695832
2022-09-13,134.16337977225177
2022-09-14,133.6562656004864
2022-09-15,132.37022970940512
2022-09-16,131.72808144044123
2022-09-19,132.52493586096932
2022-09-20,127.93513386094203
2022-09-21,126.99598765364522
2022-09-22,126.29969002425067
2022-09-23,128.27979139536484
2022-09-26,124.74034050266803
2022-09-27,124.97583300845685
2022-09-28,126.14827127968815
2022-09-29,127.4002705260526
2022-09-30,127.96731124899136
2022-10-03,130.31968518276676
2022-10-04,132.9346972342821
2022-10-05,134.02162338508657
2022-10-06,134.55663808542997
2022-10-07,137.8738903278825
2022-10-10,132.98219162227628
2022-10-11,133.80818986675774
2022-10-12,134.8755749677917
2022-10-13,130.96543925492543
2022-10-14,125.52095561436946
2022-10-17,120.0105297685276
2022-10-18,115.76486903883519
2022-10-19,115.51998746779269
2022-10-20,116.8687469872691
2022-10-21,114.47659267911749
2022-10-24,116.25108614367664
2022-10-25,114.32616627760572
2022-10-26,120.99273315242208
2022-10-27,120.09236326661667
2022-10-28,121.51771615718812
2022-10-31,122.57542503522701
2022-11-01,123.63554357103773
2022-11-02,124.9332433556453
2022-11-03,125.79344967155325
2022-11-04,125.5380921571869
2022-11-07,122.28627208869771
2022-11-08,119.30520323922887
2022-11-09,121.4576044425244
2022-11-10,120.34883418457856
2022-11-11,118.11655277017466
2022-11-14,117.50715302010092
2022-11-15,118.56776327584652
2022-11-16,119.63814682259957
2022-11-17,119.577267411304
2022-11-18,118.75321148286925
2022-11-21,119.05873776467469
2022-11-22,118.35077411271025
2022-11-23,120.0136029723796
2022-11-24,119.65578316920214
2022-11-25,114.86384287255684
2022-11-28,117.26967286701901
2022-11-29,115.94289202342478
2022-11-30,112.55782560140993
2022-12-01,111.06055231531816
2022-12-02,110.01589038722956
2022-12-05,110.28465577713033
2022-12-06,111.66863188800878
2022-12-07,110.49368628305217
2022-12-08,111.09993062828356
2022-12-09,114.21810407069951
2022-12-12,113.47146228039396
2022-12-13,113.39054263731468
2022-12-14,112.8322037163893
2022-12-15,112.61894318818487
2022-12-16,114.39930008469719
2022-12-19,112.06814414145148
2022-12-20,114.73446717600885
2022-12-21,110.55500019354919
2022-12-22,111.07000039336694
2022-12-23,115.83283864916174
2022-12-26,113.21740682500364
2022-12-27,115.76240419539246
2022-12-28,113.37717344279794
2022-12-29,111.37178141902746
2022-12-30,111.92887126562766
2023-01-02,114.63534405409052
2023-01-03,116.00190199297734
2023-01-04,115.64272187103587
2023-01-05,116.93515771213737
2023-01-06,118.89946452707063
2023-01-09,118.34925934754176
2023-01-10,122.2353574507515
2023-01-11,122.5681464648923
2023-01-12,125.05499121431765
2023-01-13,123.40812339713885
2023-01-16,125.06337329054486
2023-01-17,128.8976903681496
2023-01-18,131.06493985042445
2023-01-19,130.66059649689407
2023-01-20,133.44777855267017
2023-01-23,132.03206757767506
2023-01-24,129.90284631625886
2023-01-25,134.38319178957445
2023-01-26,134.23271537948094
2023-01-27,130.64780554942752
2023-01-30,133.70339965229786
2023-01-31,135.63282617060585
2023-02-01,135.84118599112503
2023-02-02,141.25013358900262
2023-02-03,138.87644728129865
2023-02-06,140.49936536438588
2023-02-07,140.20240992020328
2023-02-08,141.03255742344922
2023-02-09,143.87766752134308
2023-02-10,145.11035827675593
2023-02-13,143.1214288927033
2023-02-14,141.38499147956642
2023-02-15,140.16245682045033
2023-02-16,143.9066377652346
2023-02-17,147.91854485219972
2023-02-20,142.6714797353039
2023-02-21,142.21485040692366
2023-02-22,148.39053389049735
2023-02-23,152.85608952073656
2023-02-24,152.63355501516384
2023-02-27,151.73951218862823
2023-02-28,147.70082865187166
2023-03-01,145.03588634005018
2023-03-02,141.93449850721822
2023-03-03,142.56581414538647
2023-03-06,146.40435127593918
2023-03-07,142.6209101686157
2023-03-08,146.52052679505067
2023-03-09,144.84647149274892
2023-03-10,142.3945922887049
2023-03-13,144.2086899471273
2023-03-14,145.78145324862712
2023-03-15,148.74007996622578
2023-03-16,147.7534527429466
2023-03-17,148.68393422755193
2023-03-20,147.66695704009032
2023-03-21,149.5110126122066
2023-03-22,152.25792004373054
2023-03-23,156.7290103394862
2023-03-24,162.9355349880111
2023-03-27,162.29387363479984
2023-03-28,164.95880317691788
2023-03-29,169.5252787795705
2023-03-30,164.99371270603731
2023-03-31,161.8163189863399
2023-04-03,168.13437387478956
2023-04-04,172.62337521235582
2023-04-05,168.34134309777596
2023-04-06,172.09042184043926
2023-04-07,171.23364005823174
2023-04-10,170.45796798735086
2023-04-11,175.86318310106432
2023-04-12,177.96780779236963
2023-04-13,175.5738427467826
2023-04-14,175.44747520121854
2023-04-17,174.8926462351135
2023-04-18,174.7419180112488
2023-04-19,169.09634333609674
2023-04-20,171.47144339377965
2023-04-21,175.74871530276613
2023-04-24,175.10990425194026
2023-04-25,174.4289685189621
2023-04-26,173.1503394767313
2023-04-27,172.95615172710376
2023-04-28,173.53145151920327
2023-05-01,170.25431756722597
2023-05-02,163.2810809961668
2023-05-03,161.84234693964424
2023-05-04,164.41945182504057
2023-05-05,163.794239063263
2023-05-08,165.7081803407783
2023-05-09,167.74080427134106
2023-05-10,165.91928603896508
2023-05-11,160.9985998458818
2023-05-12,163.36204779923145
2023-05-15,157.4968897772014
2023-05-16,161.78544178094285
2023-05-17,161.90578298999947
2023-05-18,164.62070788781125
2023-05-19,165.27903888590714
2023-05-22,164.28484569196198
2023-05-23,165.73395024532456
2023-05-24,157.97981706293214
2023-05-25,158.1029005271039
2023-05-26,154.83372679361173
2023-05-29,153.29490215597212
2023-05-30,154.58814027058173
2023-05-31,154.79240900364212
2023-06-01,154.97255493163183
2023-06-02,158.20012304321938
2023-06-05,157.71322774867215
2023-06-06,154.60332225611106
2023-06-07,151.39972996371705
2023-06-08,152.69273668009518
2023-06-09,147.0279830521541
2023-06-12,147.81672162815775
2023-06-13,151.7016410799711
2023-06-14,147.0225686062141
2023-06-15,141.4613040748817
2023-06-16,140.7731245065258
2023-06-19,141.98599365386227
2023-06-20,147.33218402843437
2023-06-21,149.8155955510803
2023-06-22,146.71226669183207
2023-06-23,143.9677084907153
2023-06-26,149.93284692902316
2023-06-27,154.36164309759795
2023-06-28,159.49143787830718
2023-06-29,161.94028112620893
2023-06-30,161.4431053848655
2023-07-03,159.74681428020887
2023-07-04,167.56345491352235
2023-07-05,170.15479202973873
2023-07-06,170.1873553885866
2023-07-07,168.52423986759217
2023-07-10,163.20691516955563
2023-07-11,160.242115595312
2023-07-12,155.434152969906
2023-07-13,147.30532101366504
2023-07-14,146.44572187031147
2023-07-17,149.97447007764382
2023-07-18,148.1022827439955
2023-07-19,146.0182748289466
2023-07-20,146.2887792559844
2023-07-21,151.59486643046287
2023-07-24,153.51304885555177
2023-07-25,155.7672367337493
2023-07-26,154.4209381433851
2023-07-27,162.6453964007504
2023-07-28,164.19237376711047
2023-07-31,165.44893477422542
2023-08-01,170.3527612844537
