Date,MU
2020-07-23,105.39739244068595
2020-07-24,104.20910746551219
2020-07-27,106.18572760683229
2020-07-28,106.21086055092412
2020-07-29,107.35910612943353
2020-07-30,106.36641396158254
2020-07-31,106.91347191801103
2020-08-03,107.04792304852371
2020-08-04,104.1717639983843
2020-08-05,103.69004258350178
2020-08-06,105.01447095265867
2020-08-07,104.66909299248235
2020-08-10,104.51262752886316
2020-08-11,106.72659972507908
2020-08-12,105.83683987195414
2020-08-13,103.91337065765109
2020-08-14,102.2895148164871
2020-08-17,101.44329291814296
2020-08-18,101.59253941677451
2020-08-19,102.39537862659493
2020-08-20,100.29540656331037
2020-08-21,100.13866708605231
2020-08-24,99.56081565802717
2020-08-25,102.36716031635949
2020-08-26,101.71963476715142
2020-08-27,101.60622561437532
2020-08-28,99.9736583780364
2020-08-31,96.20987834293436
2020-09-01,97.46953906262887
2020-09-02,97.83387931092437
2020-09-03,99.37881214016272
2020-09-04,102.64276667622254
2020-09-07,102.16180370512852
2020-09-08,103.52082161650767
2020-09-09,106.04680712298128
2020-09-10,105.81732299498624
2020-09-11,107.68178553092045
2020-09-14,105.38452783317655
2020-09-15,103.86045711093058
2020-09-16,104.90143446113669
2020-09-17,105.06616509756023
2020-09-18,105.45700618493919
2020-09-21,104.28861986675146
2020-09-22,104.81934178069393
2020-09-23,105.61185732858519
2020-09-24,108.6215553675271
2020-09-25,106.63902246306942
2020-09-28,106.10917132533247
2020-09-29,106.0721931697829
2020-09-30,105.11006216040607
2020-10-01,106.4935566562105
2020-10-02,103.8392287321202
2020-10-05,105.9348313898314
2020-10-06,109.01106388835345
2020-10-07,107.79551898073916
2020-10-08,110.72978863299276
2020-10-09,109.91935002089895
2020-10-12,110.05291451439788
2020-10-13,109.87840846170332
2020-10-14,110.11684035867789
2020-10-15,108.43617981381217
2020-10-16,110.3876139058403
2020-10-19,108.15847706684153
2020-10-20,109.51487264412735
2020-10-21,110.55532948781918
2020-10-22,110.92103057837751
2020-10-23,108.58989950952545
2020-10-26,107.27318659681305
2020-10-27,105.5401986071642
2020-10-28,107.35798910459214
2020-10-29,106.20115424177042
2020-10-30,106.09723699875596
2020-11-02,101.5586957239099
2020-11-03,100.60487255576346
2020-11-04,99.41187548288077
2020-11-05,101.52023674314937
2020-11-06,99.15337547389444
2020-11-09,97.39247376374779
2020-11-10,96.11984688271392
2020-11-11,96.03673487991108
2020-11-12,96.82496454378827
2020-11-13,96.86121396218228
2020-11-16,97.15719010543786
2020-11-17,97.49210000471075
2020-11-18,95.81094045472652
2020-11-19,96.81426198525443
2020-11-20,98.47432618078624
2020-11-23,98.78665682062709
2020-11-24,100.9139103748312
2020-11-25,101.03204380854416
2020-11-26,101.97378512972523
2020-11-27,101.74799395000404
2020-11-30,100.82183200476493
2020-12-01,97.3024111534416
2020-12-02,97.77390450423057
2020-12-03,97.70631907314429
2020-12-04,95.20845087469023
2020-12-07,95.85453805118489
2020-12-08,93.8617196570813
2020-12-09,95.93111780672287
2020-12-10,92.87415101121636
2020-12-11,94.14352300821146
2020-12-14,93.44237933712868
2020-12-15,92.78078241638083
2020-12-16,89.1614044948537
2020-12-17,91.71835935145573
2020-12-18,93.16369765724654
2020-12-21,93.32872923195373
2020-12-22,95.19981262929866
2020-12-23,96.94825183548289
2020-12-24,97.4912157146916
2020-12-25,95.51285249134646
2020-12-28,98.282743155365
2020-12-29,98.78317954591786
2020-12-30,98.56794332349581
2020-12-31,95.47280931435287
2021-01-01,94.8594646093445
2021-01-04,94.80422203361897
2021-01-05,96.43384819005587
2021-01-06,97.98506634481336
2021-01-07,95.18152927917959
2021-01-08,95.33222872032616
2021-01-11,93.79501584887483
2021-01-12,93.39977219397741
2021-01-13,93.72165850459486
2021-01-14,94.29389657115453
2021-01-15,94.89507363033367
2021-01-18,96.80088570462792
2021-01-19,95.49609822177695
2021-01-20,93.6741509144361
2021-01-21,94.57997511820034
2021-01-22,95.71270092277969
2021-01-25,95.34835543784638
2021-01-26,98.58150624836993
2021-01-27,98.06294460413558
2021-01-28,97.95067775235262
2021-01-29,98.80172260863715
2021-02-01,96.37776063289085
2021-02-02,94.32763036375923
2021-02-03,92.9264707381195
2021-02-04,93.3113413835293
2021-02-05,93.26500610737169
2021-02-08,91.99037343798234
2021-02-09,92.12697155977017
2021-02-10,95.71973527144701
2021-02-11,94.15547463962288
2021-02-12,92.54607980630175
2021-02-15,91.86455436709404
2021-02-16,90.31805127079116
2021-02-17,89.4696104541651
2021-02-18,86.44829453534946
2021-02-19,84.93160668072808
2021-02-22,83.25026627201383
2021-02-23,82.46637504091508
2021-02-24,83.99251212043437
2021-02-25,83.92066732999831
2021-02-26,84.14466165048907
2021-03-01,85.69054196303377
2021-03-02,84.01268426648325
2021-03-03,86.90822929878681
2021-03-04,86.97878345988624
2021-03-05,87.82932670723252
2021-03-08,86.46270785692647
2021-03-09,87.16434707906339
2021-03-10,86.64166451833023
2021-03-11,84.73894465952404
2021-03-12,83.78946745547722
2021-03-15,83.29967258567306
2021-03-16,86.20453312290834
2021-03-17,85.51459847502477
2021-03-18,84.91955491495514
2021-03-19,84.05063686243562
2021-03-22,85.10085327695055
2021-03-23,84.0420929442669
2021-03-24,83.90984320340718
2021-03-25,81.47040901574968
2021-03-26,82.02364766799927
2021-03-29,81.83892262001059
2021-03-30,82.83808006821744
2021-03-31,84.60797607362062
2021-04-01,83.21691943355174
2021-04-02,84.17656130376147
2021-04-05,86.12332849119717
2021-04-06,85.38703218187278
2021-04-07,84.54581937014014
2021-04-08,83.38621450466471
2021-04-09,81.8917549121314
2021-04-12,81.42772777264773
2021-04-13,80.55620531542242
2021-04-14,80.54682641346923
2021-04-15,81.56048818080514
2021-04-16,82.16533455125783
2021-04-19,80.64602885482377
2021-04-20,78.91473291413988
2021-04-21,80.55970129547653
2021-04-22,81.98470364882087
2021-04-23,83.91720540998577
2021-04-26,85.48032519979083
2021-04-27,82.44321948379194
2021-04-28,82.27424255955246
2021-04-29,81.50743956773934
2021-04-30,81.5504193288606
2021-05-03,80.3913661643321
2021-05-04,81.09086412986366
2021-05-05,81.73036539447443
2021-05-06,82.15695806823237
2021-05-07,82.42881989925004
2021-05-10,80.93051267399653
2021-05-11,83.33118437279204
2021-05-12,85.88459495860691
2021-05-13,85.87018342509522
2021-05-14,88.15582804682246
2021-05-17,86.34638853010082
2021-05-18,86.89952984522016
2021-05-19,85.98868660215592
2021-05-20,85.79563067414148
2021-05-21,86.67936683648016
2021-05-24,86.54927465828143
2021-05-25,85.72363500596396
2021-05-26,86.2800385351876
2021-05-27,84.35216622067513
2021-05-28,82.97840302544942
2021-05-31,82.56567529547564
2021-06-01,80.24063510523665
2021-06-02,78.19910555757775
2021-06-03,77.58557817991766
2021-06-04,78.86011172581914
2021-06-07,77.99138820685361
2021-06-08,75.93048555538473
2021-06-09,75.36052154365734
2021-06-10,75.77474081402414
2021-06-11,73.62863601412035
2021-06-14,74.37967574334638
2021-06-15,72.9925344267833
2021-06-16,73.99791850035399
2021-06-17,73.54687457310696
2021-06-18,70.95169729781615
2021-06-21,71.77863111040071
2021-06-22,71.75039732996267
2021-06-23,70.80005675315094
2021-06-24,70.27907579660051
2021-06-25,69.94756997719497
2021-06-28,69.80702900371087
2021-06-29,71.15559611470542
2021-06-30,73.32054884136403
2021-07-01,72.70519058022388
2021-07-02,72.9236692519742
2021-07-05,73.11730197512325
2021-07-06,71.66086297210092
2021-07-07,70.90958578389626
2021-07-08,72.15728288712565
2021-07-09,72.21073533439522
2021-07-12,71.46047538859622
2021-07-13,71.0189885872772
2021-07-14,70.10482573538559
2021-07-15,69.9738718766056
2021-07-16,70.18536537809845
2021-07-19,69.21212486898304
2021-07-20,69.24395816722885
2021-07-21,69.14748459916758
2021-07-22,69.68192375244571
2021-07-23,69.89876297044117
2021-07-26,69.97439324044326
2021-07-27,70.28723082442642
2021-07-28,70.96025626439405
2021-07-29,70.92493581900483
2021-07-30,71.86070295143054
2021-08-02,71.69271929793354
2021-08-03,73.15645095664574
2021-08-04,73.00348768537162
2021-08-05,73.72854134564638
2021-08-06,73.62202582684024
2021-08-09,73.14666242925557
2021-08-10,73.22315506474197
2021-08-11,73.36569996526649
2021-08-12,74.16246906198982
2021-08-13,71.80766724312298
2021-08-16,73.431024381812
2021-08-17,73.85924835516774
2021-08-18,74.05291640882112
2021-08-19,72.55630299739263
2021-08-20,70.7123769070092
2021-08-23,71.0944340789184
2021-08-24,71.00611405399346
2021-08-25,71.00297264870362
2021-08-26,73.14793258451455
2021-08-27,73.989632794426
2021-08-30,73.1227540271062
2021-08-31,73.27641941300551
2021-09-01,73.89213488182658
2021-09-02,73.70316162461883
2021-09-03,72.84150120662937
2021-09-06,74.50571073706607
2021-09-07,76.00258174843756
2021-09-08,75.24165323611194
2021-09-09,74.86622935725057
2021-09-10,73.7381227112728
2021-09-13,73.04041130457429
2021-09-14,73.99227572655829
2021-09-15,73.55606087458948
2021-09-16,73.89348528103567
2021-09-17,74.25235076193613
2021-09-20,72.57946127236379
2021-09-21,70.96335526975028
2021-09-22,74.56320925510754
2021-09-23,74.98926806645733
2021-09-24,74.22067743777973
2021-09-27,73.5179325304476
2021-09-28,75.09548766860154
2021-09-29,74.81554609241891
2021-09-30,74.4811710533164
2021-10-01,73.67820066241468
2021-10-04,72.19998270113231
2021-10-05,71.14197404000663
2021-10-06,70.70751629958973
2021-10-07,70.4332489360208
2021-10-08,69.12194160763403
2021-10-11,67.6650213946041
2021-10-12,67.17293531051023
2021-10-13,66.18451616135766
2021-10-14,67.83812875108677
2021-10-15,67.46501480336403
2021-10-18,68.2257548498283
2021-10-19,66.66044919475243
2021-10-20,66.852487226706
2021-10-21,66.91717954084118
2021-10-22,68.01844648317505
2021-10-25,68.0894498130696
2021-10-26,68.8980598638474
2021-10-27,70.16474254502019
2021-10-28,69.89915372797107
2021-10-29,70.96907896492723
2021-11-01,70.36277128563424
2021-11-02,70.83373810261917
2021-11-03,71.2309643893653
2021-11-04,71.07582348997582
2021-11-05,71.02364819594378
2021-11-08,69.86613303259732
2021-11-09,68.84793577906134
2021-11-10,68.14634642880385
2021-11-11,70.22766188756133
2021-11-12,70.9230684906584
2021-11-15,72.05633784905804
2021-11-16,72.07880909927195
2021-11-17,70.75533084652668
2021-11-18,68.683028647091
2021-11-19,67.37791394580327
2021-11-22,67.91943483115895
2021-11-23,68.09893319883228
2021-11-24,67.07145822128074
2021-11-25,68.25150841700004
2021-11-26,68.79274134132797
2021-11-29,68.89589468656088
2021-11-30,70.41678607934804
2021-12-01,70.80819120513931
2021-12-02,71.74166893030842
2021-12-03,72.84874941722273
2021-12-06,74.31308141342662
2021-12-07,74.64475143611314
2021-12-08,75.79190599659142
2021-12-09,74.58371218866994
2021-12-10,75.4341661469415
2021-12-13,75.14706235273404
2021-12-14,73.31934946533482
2021-12-15,73.70730771826153
2021-12-16,73.92361777314267
2021-12-17,74.79329062137343
2021-12-20,76.25066857582188
2021-12-21,78.2758072582429
2021-12-22,78.76979809984383
2021-12-23,79.80832556942987
2021-12-24,81.42928770613689
2021-12-27,80.77185345834003
2021-12-28,81.13349957327519
2021-12-29,79.93379677532079
2021-12-30,80.19996293726777
2021-12-31,79.04629173312402
2022-01-03,76.86575528132258
2022-01-04,76.8322990606258
2022-01-05,75.09462311255467
2022-01-06,74.19950311836254
2022-01-07,73.3003183153157
2022-01-10,73.8193390593324
2022-01-11,71.2786627392109
2022-01-12,71.48496528565995
2022-01-13,72.30071097462991
2022-01-14,72.17817576746332
2022-01-17,74.1255537284318
2022-01-18,73.42690095160772
2022-01-19,73.64423813953466
2022-01-20,75.59404969117902
2022-01-21,74.39727598020527
2022-01-24,73.91860403185929
2022-01-25,75.09681373640768
2022-01-26,74.69056480224549
2022-01-27,75.75415063411818
2022-01-28,74.76630353478294
2022-01-31,75.25175791563625
2022-02-01,75.31386245933012
2022-02-02,74.72595328239497
2022-02-03,74.32379985316346
2022-02-04,75.93991748803477
2022-02-07,76.81177655608003
2022-02-08,77.2796562470439
2022-02-09,75.93571770189943
2022-02-10,76.03672003819761
2022-02-11,78.0690631965335
2022-02-14,76.4310785065752
2022-02-15,74.5374558628112
2022-02-16,74.97022824277337
2022-02-17,73.28739214560305
2022-02-18,70.88112845393641
2022-02-21,69.98540584240193
2022-02-22,68.60036917821793
2022-02-23,69.05744953503415
2022-02-24,68.32425213848965
2022-02-25,67.99539361717923
2022-02-28,68.78237073635854
2022-03-01,68.5190280187383
2022-03-02,68.11688904329715
2022-03-03,66.67447656268602
2022-03-04,66.0225913273949
2022-03-07,65.1259939219876
2022-03-08,65.21441406797885
2022-03-09,65.82069871114176
2022-03-10,65.41484838087861
2022-03-11,66.40563964983757
2022-03-14,67.01920420920739
2022-03-15,66.39898380092203
2022-03-16,66.67397382565643
2022-03-17,64.56370755980272
2022-03-18,64.3312020389022
2022-03-21,62.5278932093567
2022-03-22,65.02828918739836
2022-03-23,65.65330104220423
2022-03-24,66.21934643619731
2022-03-25,68.25482837748444
2022-03-28,69.6372719871271
2022-03-29,70.53033332594876
2022-03-30,70.56618715457226
2022-03-31,70.58247080701207
2022-04-01,72.24641908888971
2022-04-04,70.81869108698653
2022-04-05,68.88295783618831
2022-04-06,69.92369019319396
2022-04-07,71.92546399984457
2022-04-08,71.46506917119343
2022-04-11,70.41774132203638
2022-04-12,68.63037864098622
2022-04-13,68.06795377016839
2022-04-14,68.23629510988113
2022-04-15,67.81004571192445
2022-04-18,67.47105360493522
2022-04-19,68.23320517727684
2022-04-20,68.3009480352471
2022-04-21,68.74397702525049
2022-04-22,69.35008800344256
2022-04-25,68.64804179550039
2022-04-26,65.99370813368256
2022-04-27,67.504846739895
2022-04-28,68.14452121758119
2022-04-29,67.59964752248628
2022-05-02,67.37558834879496
2022-05-03,67.58997154551842
2022-05-04,66.44468238012554
2022-05-05,67.7124214025216
2022-05-06,68.92579201839878
2022-05-09,69.9257913208013
2022-05-10,70.13539163074823
2022-05-11,67.92407491299845
2022-05-12,66.97016428687333
2022-05-13,66.47895978397271
2022-05-16,66.74715149781731
2022-05-17,66.63368897972765
2022-05-18,64.9362846106567
2022-05-19,65.28728366442577
2022-05-20,66.19322813609827
2022-05-23,66.04374933471661
2022-05-24,65.74416495284969
2022-05-25,66.09190289233685
2022-05-26,65.19812799144783
2022-05-27,64.7924173205049
2022-05-30,65.34470385328206
2022-05-31,64.34870430108181
2022-06-01,64.47756354527463
2022-06-02,63.62116062280793
2022-06-03,63.50181853972174
2022-06-06,64.29981302697274
2022-06-07,65.5495868412293
2022-06-08,63.74540646922775
2022-06-09,64.33909195020779
2022-06-10,64.10796069452643
2022-06-13,64.63896428516215
2022-06-14,63.67516748448817
2022-06-15,63.35705926782604
2022-06-16,63.63762785771644
2022-06-17,62.26119426808661
2022-06-20,61.42425419246559
2022-06-21,62.7976419208576
2022-06-22,60.78299310878149
2022-06-23,60.14570409813819
2022-06-24,60.20332308993131
2022-06-27,60.2342391201568
2022-06-28,60.18563617258531
2022-06-29,60.19477512268853
2022-06-30,61.48095149616168
2022-07-01,61.85428721773695
2022-07-04,61.83075663506857
2022-07-05,61.375839525557936
2022-07-06,62.03768525903223
2022-07-07,62.338855083716446
2022-07-08,62.53390766031442
2022-07-11,62.66219808112661
2022-07-12,61.964040591347946
2022-07-13,62.38706078055693
2022-07-14,64.83549216853372
2022-07-15,65.35218279582764
2022-07-18,68.30073396179031
2022-07-19,68.56716333182705
2022-07-20,67.7065881122761
2022-07-21,69.22379642741942
2022-07-22,67.4815734092361
2022-07-25,69.17876730914931
2022-07-26,70.04455488212166
2022-07-27,68.96883189275472
2022-07-28,69.66696046203745
2022-07-29,70.76613605535282
2022-08-01,68.97851509514162
2022-08-02,67.6271387839127
2022-08-03,67.72992961218324
2022-08-04,69.02604741348635
2022-08-05,68.58919693049768
2022-08-08,68.50811693805134
2022-08-09,65.42623243322831
2022-08-10,65.22708386786728
2022-08-11,64.41207278070807
2022-08-12,64.66411427287056
2022-08-15,64.02124536536068
2022-08-16,63.56069601915929
2022-08-17,65.1131096612288
2022-08-18,65.05712502698921
2022-08-19,65.02377999677816
2022-08-22,65.1004258465768
2022-08-23,64.76285397285741
2022-08-24,65.13648161941713
2022-08-25,65.25395608871443
2022-08-26,64.92632610504094
2022-08-29,65.17547051944707
2022-08-30,65.26576203796786
2022-08-31,64.75478968385094
2022-09-01,64.52876000621815
2022-09-02,66.99174310489244
2022-09-05,67.79842870256688
2022-09-06,68.35685651604578
2022-09-07,68.80671014320534
2022-09-08,67.33593860871231
2022-09-09,67.46787155852901
2022-09-12,67.50214744335437
2022-09-13,67.2750469235096
2022-09-14,68.77080071972019
2022-09-15,68.28850389504379
2022-09-16,69.03204133228571
2022-09-19,69.33718670710208
2022-09-20,69.71511244281369
2022-09-21,68.348412593227
2022-09-22,65.97995194153106
2022-09-23,68.47563254289491
2022-09-26,68.00746990464829
2022-09-27,66.66472374606624
2022-09-28,67.12391352268519
2022-09-29,65.07575805658948
2022-09-30,64.61830868231063
2022-10-03,62.372308247482614
2022-10-04,62.37917983374071
2022-10-05,61.724168061266916
2022-10-06,63.603223050985584
2022-10-07,64.24141847350359
2022-10-10,64.16591122996796
2022-10-11,63.97571402728075
2022-10-12,62.48350671686761
2022-10-13,62.99530719466651
2022-10-14,64.84271435430604
2022-10-17,63.91931992476436
2022-10-18,64.01998534435481
2022-10-19,65.06616662664925
2022-10-20,65.61944741038329
2022-10-21,65.88696192064036
2022-10-24,64.67462437200382
2022-10-25,64.18334948503869
2022-10-26,64.00593993411307
2022-10-27,63.606731336288426
2022-10-28,63.50618463340228
2022-10-31,65.61703596633957
2022-11-01,65.62717242434512
2022-11-02,65.96505812578982
2022-11-03,66.30994673784565
2022-11-04,66.65069158961573
2022-11-07,65.88181715129855
2022-11-08,65.9929899948342
2022-11-09,66.87680284632353
2022-11-10,65.33834094543536
2022-11-11,66.10101616373335
2022-11-14,66.01427343034591
2022-11-15,64.46605149716837
2022-11-16,66.04601586134207
2022-11-17,66.64885255114758
2022-11-18,68.4627625818119
2022-11-21,69.50283426551572
2022-11-22,68.53084954734567
2022-11-23,68.80104213032716
2022-11-24,68.71438140866847
2022-11-25,68.05155469290096
2022-11-28,68.25714216525544
2022-11-29,66.89517354777684
2022-11-30,65.77841260193013
2022-12-01,64.92201919930889
2022-12-02,63.727100928632524
2022-12-05,65.07067592114763
2022-12-06,65.56325764446058
2022-12-07,66.17247485537318
2022-12-08,67.22102490503141
2022-12-09,66.89118877296222
2022-12-12,67.01681660307524
2022-12-13,67.6999010232194
2022-12-14,66.810491012698
2022-12-15,66.98420997517064
2022-12-16,67.0318182986513
2022-12-19,65.31324565832601
2022-12-20,65.71230561838492
2022-12-21,67.15678043393547
2022-12-22,66.285823975321
2022-12-23,65.90803652466505
2022-12-26,64.13119575068477
2022-12-27,63.88160584951252
2022-12-28,62.03943071474142
2022-12-29,63.15747554826571
2022-12-30,62.26410721843184
2023-01-02,61.760902172622465
2023-01-03,63.07257830887301
2023-01-04,63.6179005452966
2023-01-05,63.03426366797204
2023-01-06,62.353765265465405
2023-01-09,64.09333163078867
2023-01-10,64.71268763168506
2023-01-11,66.04484641179428
2023-01-12,65.31960338553368
2023-01-13,63.15790672750511
2023-01-16,64.05581247818104
2023-01-17,65.75772388079359
2023-01-18,64.1218271708957
2023-01-19,62.096540347689675
2023-01-20,61.658518641276295
2023-01-23,62.314064062848175
2023-01-24,62.0753075628095
2023-01-25,60.81706161049151
2023-01-26,60.658836996933886
2023-01-27,62.57329601208051
2023-01-30,61.91712111561803
2023-01-31,61.950648732968226
2023-02-01,61.41860392781802
2023-02-02,61.988997733402556
2023-02-03,61.956917652422625
2023-02-06,61.75940091073689
2023-02-07,60.97541848874609
2023-02-08,59.94271991403306
2023-02-09,59.64001611374205
2023-02-10,61.622538912140996
2023-02-13,62.68869872795758
2023-02-14,60.105534297324105
2023-02-15,60.9655367475837
2023-02-16,62.71606385337349
2023-02-17,62.56387012159233
2023-02-20,63.72284724947861
2023-02-21,62.790829149372264
2023-02-22,62.64227102548291
2023-02-23,63.18860039156162
2023-02-24,62.25227168208532
2023-02-27,60.7523422005807
2023-02-28,61.90515370262172
2023-03-01,62.22107377461403
2023-03-02,62.693297211301015
2023-03-03,60.88287637156684
2023-03-06,59.629781142716745
2023-03-07,59.593044632286976
2023-03-08,59.45532208842518
2023-03-09,59.41167310913043
2023-03-10,59.65844917069357
2023-03-13,61.14694012692036
2023-03-14,60.96291857474735
2023-03-15,61.50212187026101
2023-03-16,62.91992054297583
2023-03-17,63.672259710297
2023-03-20,65.47305482505404
2023-03-21,64.72891225159007
2023-03-22,67.31958849850265
2023-03-23,68.22850741744261
2023-03-24,68.518982940163
2023-03-27,68.47616784431264
2023-03-28,69.65037437542055
2023-03-29,68.48885461015698
2023-03-30,69.52069741209229
2023-03-31,70.15363872869611
2023-04-03,71.72806664934116
2023-04-04,71.04756320037582
2023-04-05,68.53623460226726
2023-04-06,68.49865333045138
2023-04-07,69.24486791673235
2023-04-10,68.22308459843549
2023-04-11,67.84042658975403
2023-04-12,69.16539133117283
2023-04-13,68.53715137887532
2023-04-14,69.33668279752709
2023-04-17,68.49357495852034
2023-04-18,68.57387682054375
2023-04-19,65.62703616076408
2023-04-20,65.72899524518621
2023-04-21,66.57388804206026
2023-04-24,67.52710588887685
2023-04-25,66.70644881816212
2023-04-26,65.28915557837966
2023-04-27,64.9180949544646
2023-04-28,64.95626573292438
2023-05-01,64.74305202704353
2023-05-02,64.7884526898992
2023-05-03,65.01659310637206
2023-05-04,66.5719395557911
2023-05-05,65.35871283075127
2023-05-08,65.23423731645616
2023-05-09,63.67566906815335
2023-05-10,64.58170007200815
2023-05-11,64.45693032880412
2023-05-12,65.13813171914376
2023-05-15,66.3942277354365
2023-05-16,65.99768025324369
2023-05-17,65.26323902471069
2023-05-18,64.60195073481334
2023-05-19,63.453860377708445
2023-05-22,63.61829693702844
2023-05-23,62.33582030591878
2023-05-24,62.2320453819794
2023-05-25,62.06278021422277
2023-05-26,63.498632393124886
2023-05-29,61.348922644769104
2023-05-30,61.96631924531888
2023-05-31,61.1138534781897
2023-06-01,59.908192074684855
2023-06-02,60.261580244276836
2023-06-05,61.695081214109514
2023-06-06,61.36551560173192
2023-06-07,61.87149339519621
2023-06-08,61.5766391822423
2023-06-09,61.165115268129824
2023-06-12,60.82087740409654
2023-06-13,60.51213026296101
2023-06-14,61.80176351243405
2023-06-15,61.569978171143305
2023-06-16,62.86866940532655
2023-06-19,62.74035792258054
2023-06-20,61.75952048353695
2023-06-21,61.26726523046679
2023-06-22,61.63233782946196
2023-06-23,61.172670807677235
2023-06-26,61.49757160596814
2023-06-27,62.97208369814538
2023-06-28,63.363987456527184
2023-06-29,64.53991581508812
2023-06-30,63.8305340761224
2023-07-03,64.60890551218662
2023-07-04,65.8253422614307
2023-07-05,67.66369189121131
2023-07-06,69.66616819178687
2023-07-07,69.10318269719843
2023-07-10,66.68219808663629
2023-07-11,66.86864296770126
2023-07-12,68.76719470599471
2023-07-13,67.51932991165599
2023-07-14,68.4781551898026
2023-07-17,69.2844582218912
2023-07-18,67.84295234073927
2023-07-19,67.24840150172767
2023-07-20,67.98220982612052
2023-07-21,68.80751617948198
2023-07-24,66.50266405155197
2023-07-25,67.20424559620274
2023-07-26,66.85281962823326
2023-07-27,66.70787374127116
2023-07-28,66.65277907665461
