Date,QCOM
2020-05-13,326.16486432124435
2020-05-14,322.0850666634647
2020-05-15,319.18427561039044
2020-05-18,320.77433821526836
2020-05-19,327.56288986849825
2020-05-20,326.28602249618575
2020-05-21,333.5493059079878
2020-05-22,331.66010662262784
2020-05-25,338.4856800199219
2020-05-26,325.9326688815884
2020-05-27,325.3729134071026
2020-05-28,339.2634359584667
2020-05-29,336.6338627502535
2020-06-01,335.75839378508005
2020-06-02,314.022794607083
2020-06-03,314.16049055783935
2020-06-04,322.7009007071499
2020-06-05,318.98912834358
2020-06-08,302.77462472663336
2020-06-09,305.43436065278615
2020-06-10,300.5368697316057
2020-06-11,285.6152211002078
2020-06-12,275.74716834186563
2020-06-15,261.8403835772248
2020-06-16,260.6317963385796
2020-06-17,264.66276988990853
2020-06-18,270.0458796919508
2020-06-19,281.1270123903371
2020-06-22,281.6029216079182
2020-06-23,277.9524292101691
2020-06-24,278.30188642989646
2020-06-25,282.7516869607683
2020-06-26,289.78844566284005
2020-06-29,283.1813865128251
2020-06-30,280.2446772354119
2020-07-01,280.2309799720399
2020-07-02,301.41503785210807
2020-07-03,307.7903890561378
2020-07-06,313.4588760271912
2020-07-07,325.62124574156644
2020-07-08,353.63801915636765
2020-07-09,349.03977045603284
2020-07-10,349.93964848610705
2020-07-13,379.80875451582006
2020-07-14,392.25152896667106
2020-07-15,377.53596480812394
2020-07-16,375.7226416304832
2020-07-17,362.27127179182713
2020-07-20,363.2766454682801
2020-07-21,351.037408168022
2020-07-22,356.1375800735995
2020-07-23,365.3158476347908
2020-07-24,387.47041349394215
2020-07-27,388.5301672919926
2020-07-28,392.5476332381946
2020-07-29,384.8816207735224
2020-07-30,393.86155963279964
2020-07-31,408.0013017602364
2020-08-03,438.3918754699753
2020-08-04,445.7642723342312
2020-08-05,443.73585260557485
2020-08-06,439.5403005188515
2020-08-07,429.0883128621061
2020-08-10,428.56160305907144
2020-08-11,414.8451496652481
2020-08-12,421.6260827118663
2020-08-13,420.2682382578801
2020-08-14,402.68528632115846
2020-08-17,416.58519764154033
2020-08-18,405.83232941950223
2020-08-19,405.4796249174901
2020-08-20,387.99271408578915
2020-08-21,383.8589557637125
2020-08-24,382.56998067162937
2020-08-25,383.8271116779375
2020-08-26,371.9307919243077
2020-08-27,366.5482373894278
2020-08-28,362.2906752398156
2020-08-31,364.427246627909
2020-09-01,385.58278200917385
2020-09-02,380.973151010926
2020-09-03,361.74956175527376
2020-09-04,366.7015064166187
2020-09-07,414.8114383129082
2020-09-08,394.60654000355964
2020-09-09,377.2779478963052
2020-09-10,356.42377625328
2020-09-11,347.4105008815292
2020-09-14,339.9532263443276
2020-09-15,339.1104789072618
2020-09-16,333.977829259915
2020-09-17,337.6909141035728
2020-09-18,335.02736871109033
2020-09-21,332.5356881674552
2020-09-22,332.9558484278133
2020-09-23,344.7676257319511
2020-09-24,351.9114773618555
2020-09-25,361.571655974899
2020-09-28,344.86435549770044
2020-09-29,341.10871282119183
2020-09-30,341.7542395894577
2020-10-01,332.1322198459331
2020-10-02,346.4630052808742
2020-10-05,360.673842151732
2020-10-06,365.3063861630336
2020-10-07,356.90737475322413
2020-10-08,378.32796777947055
2020-10-09,383.6162065650042
2020-10-12,381.5418797378926
2020-10-13,379.07223181311633
2020-10-14,388.04402953167477
2020-10-15,391.0777253264318
2020-10-16,391.6009745300616
2020-10-19,394.92637141281597
2020-10-20,398.7202338608124
2020-10-21,407.3065656086401
2020-10-22,397.00392968103375
2020-10-23,379.93479089352047
2020-10-26,399.18858455523707
2020-10-27,387.3561010912932
2020-10-28,380.00684688913964
2020-10-29,394.9017119322586
2020-10-30,398.9037922279521
2020-11-02,380.7307399184453
2020-11-03,380.4500480291796
2020-11-04,378.01465635400626
2020-11-05,364.98597359264227
2020-11-06,347.6372675163599
2020-11-09,359.3913069186957
2020-11-10,373.83191953264463
2020-11-11,380.8862668405729
2020-11-12,362.31590091317736
2020-11-13,371.3194801510118
2020-11-16,374.4411495834012
2020-11-17,367.20714062024916
2020-11-18,376.8446712569003
2020-11-19,376.82816621538257
2020-11-20,382.1601431553281
2020-11-23,374.2449873299487
2020-11-24,387.0793054069919
2020-11-25,382.9662992204364
2020-11-26,364.4614511620355
2020-11-27,374.02600811053236
2020-11-30,354.5432157418806
2020-12-01,352.1516653296048
2020-12-02,338.95239874893343
2020-12-03,321.14984389225503
2020-12-04,316.2492743772079
2020-12-07,324.71297537368673
2020-12-08,319.935329084863
2020-12-09,326.68369434360847
2020-12-10,320.6009253150995
2020-12-11,319.7315047591813
2020-12-14,339.3614147731558
2020-12-15,345.6226139771056
2020-12-16,352.2440576750559
2020-12-17,339.9237036910107
2020-12-18,349.9152775772354
2020-12-21,355.7548886404951
2020-12-22,356.7116641082054
2020-12-23,376.359728336207
2020-12-24,362.7525846875456
2020-12-25,362.45881619349933
2020-12-28,353.3427177218673
2020-12-29,363.41036866897895
2020-12-30,362.6319271927718
2020-12-31,364.150089516119
2021-01-01,374.87142981691983
2021-01-04,378.37502915091216
2021-01-05,376.5880727308337
2021-01-06,390.9425617331704
2021-01-07,404.404600111406
2021-01-08,409.1609656115934
2021-01-11,397.1534115326006
2021-01-12,388.90733940896837
2021-01-13,385.4597295341061
2021-01-14,378.381373211906
2021-01-15,392.4818045392367
2021-01-18,393.12933865639945
2021-01-19,385.05094840807783
2021-01-20,363.9674996829841
2021-01-21,372.8295514307607
2021-01-22,378.5030004603597
2021-01-25,374.6348761878653
2021-01-26,373.8204171268633
2021-01-27,372.5406545447016
2021-01-28,358.90698084358627
2021-01-29,347.61643225997676
2021-02-01,346.03087996456645
2021-02-02,363.78016553979273
2021-02-03,349.9553816020047
2021-02-04,346.942881165487
2021-02-05,335.4487424721486
2021-02-08,342.3729663244527
2021-02-09,349.8353262019877
2021-02-10,365.4440411220368
2021-02-11,372.3004776914476
2021-02-12,373.2002755952164
2021-02-15,368.36477846102014
2021-02-16,371.71528455332094
2021-02-17,383.22637145338615
2021-02-18,410.72528130022954
2021-02-19,426.83959854675356
2021-02-22,418.17420110662096
2021-02-23,415.63696977423854
2021-02-24,420.6058613833117
2021-02-25,415.6390427784926
2021-02-26,419.98511849133774
2021-03-01,411.27192734474403
2021-03-02,426.6532896153409
2021-03-03,426.2821881672134
2021-03-04,442.8789550482829
2021-03-05,431.7210526583742
2021-03-08,420.19840975156734
2021-03-09,393.25179983758034
2021-03-10,400.24030534656424
2021-03-11,398.7417238184873
2021-03-12,387.6156524712667
2021-03-15,403.46827133951444
2021-03-16,406.8808650611549
2021-03-17,416.27353293505
2021-03-18,421.28992358793425
2021-03-19,422.76596804783213
2021-03-22,429.0671373914667
2021-03-23,420.4431063120632
2021-03-24,438.6282828914445
2021-03-25,453.7957686960239
2021-03-26,435.46208768953784
2021-03-29,437.6808422374038
2021-03-30,444.65734745723245
2021-03-31,434.8125434746725
2021-04-01,429.8555480376852
2021-04-02,412.347660381873
2021-04-05,419.668156767069
2021-04-06,420.86897657186336
2021-04-07,410.1465752951596
2021-04-08,429.6803149151475
2021-04-09,423.1828356246389
2021-04-12,415.71502779972786
2021-04-13,410.88825191867363
2021-04-14,424.5363816970669
2021-04-15,416.2216959921231
2021-04-16,407.03539462731436
2021-04-19,398.7010241793951
2021-04-20,388.6420352030459
2021-04-21,386.32083772348557
2021-04-22,383.99844200520903
2021-04-23,389.2159339595667
2021-04-26,400.8201220827327
2021-04-27,401.07696751426425
2021-04-28,386.10625691681844
2021-04-29,386.29795764479235
2021-04-30,372.6254478112121
2021-05-03,361.6101440927908
2021-05-04,352.96726051557766
2021-05-05,327.8364688071494
2021-05-06,326.8302404125531
2021-05-07,309.85050284448744
2021-05-10,301.21953711247664
2021-05-11,286.3834607353818
2021-05-12,284.23394935895175
2021-05-13,287.2870952140414
2021-05-14,296.7816786660135
2021-05-17,293.66751845823734
2021-05-18,285.94961070776685
2021-05-19,283.3106571672781
2021-05-20,276.69800280845027
2021-05-21,284.72581982517283
2021-05-24,278.36012832285627
2021-05-25,285.0089875251602
2021-05-26,300.0503100163726
2021-05-27,297.0046288955357
2021-05-28,291.1144645265777
2021-05-31,300.70667487930916
2021-06-01,311.668375799263
2021-06-02,298.5634909428605
2021-06-03,288.7415083333255
2021-06-04,276.473472550258
2021-06-07,276.2925124407327
2021-06-08,270.6931831054355
2021-06-09,271.00804624339816
2021-06-10,270.47263347596254
2021-06-11,274.37469699673187
2021-06-14,282.48621918692226
2021-06-15,299.21485990214575
2021-06-16,301.71589237812464
2021-06-17,310.33052802087457
2021-06-18,303.9245447208771
2021-06-21,302.12162014308615
2021-06-22,296.24152635574563
2021-06-23,303.6320907686334
2021-06-24,312.3187611987065
2021-06-25,327.76518538405134
2021-06-28,321.2954856677624
2021-06-29,315.11513217850677
2021-06-30,300.9006142442574
2021-07-01,315.3749093929226
2021-07-02,304.3265111200406
2021-07-05,315.83932718190493
2021-07-06,321.27920393663675
2021-07-07,316.17156189752734
2021-07-08,335.7391581316741
2021-07-09,336.133359119429
2021-07-12,319.0701522438815
2021-07-13,330.72106517926926
2021-07-14,333.0203897026005
2021-07-15,318.92240845927284
2021-07-16,320.3967149079987
2021-07-19,312.1421039272517
2021-07-20,316.2430182558877
2021-07-21,310.71360639228715
2021-07-22,320.7489831246658
2021-07-23,323.16861970706503
2021-07-26,325.2712864826678
2021-07-27,323.1984486003111
2021-07-28,319.3723971539509
2021-07-29,332.52877443478434
2021-07-30,353.71011680555773
2021-08-02,368.900899470848
2021-08-03,367.25694085216406
2021-08-04,393.204787797145
2021-08-05,410.40154408130763
2021-08-06,386.89647041219735
2021-08-09,393.1034532445103
2021-08-10,394.11535990462926
2021-08-11,389.39118518379775
2021-08-12,386.214205863675
2021-08-13,400.4821797732653
2021-08-16,392.8243040474508
2021-08-17,378.1456619376459
2021-08-18,385.9178156028284
2021-08-19,374.78220509331
2021-08-20,360.7200578985203
2021-08-23,354.42931945620177
2021-08-24,340.7350170763497
2021-08-25,322.0514294619908
2021-08-26,334.45513320357946
2021-08-27,324.1683556133519
2021-08-30,305.9001665801917
2021-08-31,302.3582208358022
2021-09-01,300.04424590722306
2021-09-02,289.2012345575625
2021-09-03,288.26053457153677
2021-09-06,268.230426887131
2021-09-07,264.77888143874463
2021-09-08,279.49125737670977
2021-09-09,266.9528944080467
2021-09-10,264.0397381423631
2021-09-13,263.6049426413745
2021-09-14,255.2113013947075
2021-09-15,268.1282369356961
2021-09-16,268.53863741702287
2021-09-17,264.3919345916841
2021-09-20,252.54568669236997
2021-09-21,250.60212986028984
2021-09-22,248.31099173342196
2021-09-23,247.37867175044357
2021-09-24,249.5201956564326
2021-09-27,242.87924252013048
2021-09-28,239.63825943507902
2021-09-29,251.39418348915947
2021-09-30,250.67037512447232
2021-10-01,251.1883256063918
2021-10-04,241.77240512096546
2021-10-05,249.41216235431733
2021-10-06,236.78696146336432
2021-10-07,236.4095512353207
2021-10-08,242.22012101415768
2021-10-11,243.51917521512337
2021-10-12,242.62345454526428
2021-10-13,248.79665532439725
2021-10-14,245.5479857523909
2021-10-15,247.6169223438773
2021-10-18,256.84289007168593
2021-10-19,243.07766379035908
2021-10-20,234.52881549775978
2021-10-21,247.5127700460521
2021-10-22,257.1733450034093
2021-10-25,256.04950835893794
2021-10-26,253.8447384457404
2021-10-27,249.3467012094712
2021-10-28,253.90708838386212
2021-10-29,260.2097418724522
2021-11-01,265.9195653082621
2021-11-02,278.2090626500106
2021-11-03,279.0051115066049
2021-11-04,288.38250969341067
2021-11-05,282.19134546332197
2021-11-08,281.2953867462583
2021-11-09,290.1279787571035
2021-11-10,296.18140292569626
2021-11-11,292.177480790097
2021-11-12,298.7568767896149
2021-11-15,286.8526637015284
2021-11-16,280.0248780844347
2021-11-17,274.8456167013977
2021-11-18,273.05465983336956
2021-11-19,289.3790938145721
2021-11-22,291.0648967113456
2021-11-23,281.8340565821075
2021-11-24,267.2456386690459
2021-11-25,262.761480699804
2021-11-26,268.2737406138907
2021-11-29,276.038520032062
2021-11-30,279.38414460103
2021-12-01,272.4791210776635
2021-12-02,279.11894202055464
2021-12-03,277.74739415419975
2021-12-06,280.4379015150591
2021-12-07,276.8191021658291
2021-12-08,279.05581287079445
2021-12-09,279.7028698101733
2021-12-10,276.9848954393186
2021-12-13,281.84434176356393
2021-12-14,271.3431027044257
2021-12-15,267.7877279037434
2021-12-16,277.3607416251788
2021-12-17,283.2173053741497
2021-12-20,283.9235373849236
2021-12-21,273.81183605004634
2021-12-22,267.616776422839
2021-12-23,277.50367417621607
2021-12-24,277.23353284579474
2021-12-27,278.7242089568684
2021-12-28,282.4692605328094
2021-12-29,283.91465765615857
2021-12-30,259.48381999882264
2021-12-31,261.1588005601922
2022-01-03,248.31814169928253
2022-01-04,239.54933464077465
2022-01-05,237.1702123063207
2022-01-06,229.10023787353006
2022-01-07,232.38868015624834
2022-01-10,233.93926238055172
2022-01-11,229.18699292269295
2022-01-12,236.5857444024133
2022-01-13,246.5611212932382
2022-01-14,244.73358015123742
2022-01-17,259.70124015164134
2022-01-18,261.7780020727752
2022-01-19,250.53726268071327
2022-01-20,246.57852653385817
2022-01-21,239.6925176988687
2022-01-24,243.66861202115174
2022-01-25,257.6774391810273
2022-01-26,262.1023077130137
2022-01-27,261.4569559085795
2022-01-28,255.22878056615053
2022-01-31,242.9719061528817
2022-02-01,237.87423037221123
2022-02-02,242.09926436071478
2022-02-03,252.0112008959279
2022-02-04,247.97491717598075
2022-02-07,246.9765719564413
2022-02-08,245.5385629716131
2022-02-09,250.9183539414739
2022-02-10,257.9152968877476
2022-02-11,260.009578650985
2022-02-14,262.67463554070775
2022-02-15,259.4694883904826
2022-02-16,277.7261532973291
2022-02-17,279.816502639626
2022-02-18,271.1886705027428
2022-02-21,267.5166648054263
2022-02-22,267.943173085933
2022-02-23,266.2177486643993
2022-02-24,252.04478047949777
2022-02-25,254.51128176238262
2022-02-28,251.08321615942458
2022-03-01,258.33828015711305
2022-03-02,260.84710747795305
2022-03-03,260.6074140262077
2022-03-04,260.89371262405285
2022-03-07,253.83908938884312
2022-03-08,257.4263558284284
2022-03-09,267.2412252247624
2022-03-10,260.7804408624959
2022-03-11,259.4013929933786
2022-03-14,238.37175926434603
2022-03-15,253.9541793966354
2022-03-16,261.14115239247093
2022-03-17,267.604248982326
2022-03-18,258.3924234119401
2022-03-21,251.11682310657392
2022-03-22,252.92268350700434
2022-03-23,268.018910165643
2022-03-24,272.0644215929082
2022-03-25,281.4311399845208
2022-03-28,291.4084419487689
2022-03-29,285.18846218708256
2022-03-30,297.95163250746486
2022-03-31,312.3609024984448
2022-04-01,318.32213598216146
2022-04-04,305.7899346089707
2022-04-05,295.43523065664715
2022-04-06,304.5079523423264
2022-04-07,298.7124606004113
2022-04-08,287.799500015846
2022-04-11,269.8811789921975
2022-04-12,270.5399722987652
2022-04-13,276.3790341132475
2022-04-14,283.3134038411093
2022-04-15,287.6358174571533
2022-04-18,283.4830060557399
2022-04-19,294.50633823940746
2022-04-20,288.02344066891703
2022-04-21,283.53446299989906
2022-04-22,283.8541580412222
2022-04-25,298.1721535958105
2022-04-26,293.9873253637346
2022-04-27,282.4048333966922
2022-04-28,287.4321699084808
2022-04-29,295.2163923196775
2022-05-02,289.8723163481672
2022-05-03,283.2457381371452
2022-05-04,267.98930229811776
2022-05-05,270.6302576883415
2022-05-06,271.11283114802364
2022-05-09,275.06511496060153
2022-05-10,282.03232676275036
2022-05-11,287.05645741990423
2022-05-12,287.81662553065155
2022-05-13,265.5789005024472
2022-05-16,257.4734093515067
2022-05-17,241.75630906193226
2022-05-18,243.42722783529706
2022-05-19,251.51692620643882
2022-05-20,252.63442853755032
2022-05-23,250.6806922084652
2022-05-24,249.36798866627183
2022-05-25,244.91324869594504
2022-05-26,245.15825424438648
2022-05-27,231.36924109611712
2022-05-30,227.71869381493312
2022-05-31,241.4651439554938
2022-06-01,237.6448383419523
2022-06-02,238.31690882424152
2022-06-03,244.86334054364968
2022-06-06,237.8760470824531
2022-06-07,252.70895571704116
2022-06-08,254.56707455222258
2022-06-09,259.81726509249023
2022-06-10,254.59909813428524
2022-06-13,261.4050297224397
2022-06-14,272.8332085269216
2022-06-15,284.5360284052165
2022-06-16,286.3212212578749
2022-06-17,292.69601510167297
2022-06-20,295.76496341913014
2022-06-21,291.23510694628266
2022-06-22,282.2352809465608
2022-06-23,285.8290539827994
2022-06-24,284.9355027719233
2022-06-27,287.7162005839687
2022-06-28,275.0414436372502
2022-06-29,285.217388874895
2022-06-30,289.22008511183003
2022-07-01,277.7943112792714
2022-07-04,276.87845516055705
2022-07-05,277.75003900590707
2022-07-06,268.49876944426876
2022-07-07,247.96988689681103
2022-07-08,259.0893213014222
2022-07-11,255.46328584622552
2022-07-12,250.9506573026437
2022-07-13,239.085950353944
2022-07-14,237.59107189196257
2022-07-15,232.60919339425368
2022-07-18,232.49711612519107
2022-07-19,226.24995270904031
2022-07-20,228.53354938155152
2022-07-21,228.73718218239284
2022-07-22,227.7901151241757
2022-07-25,234.16901172365564
2022-07-26,238.79554208130673
2022-07-27,244.57988376241562
2022-07-28,258.4775053729676
2022-07-29,256.4440572161028
2022-08-01,260.51906014740354
2022-08-02,260.3238009231653
2022-08-03,260.39631459688644
2022-08-04,258.95173218746703
2022-08-05,258.27988752985254
2022-08-08,255.62461577040582
2022-08-09,253.1050476330509
2022-08-10,249.6437518142025
2022-08-11,252.8858163074031
2022-08-12,243.1581273499843
2022-08-15,251.25251556957832
2022-08-16,243.77830604649958
2022-08-17,243.82639770460815
2022-08-18,254.91531162876825
2022-08-19,259.94982170149314
2022-08-22,262.05410433247954
2022-08-23,266.541366331003
2022-08-24,275.67912745727807
2022-08-25,260.62989686668675
2022-08-26,257.41573530186946
2022-08-29,256.46286002722854
2022-08-30,251.71612107551854
2022-08-31,253.90892475459907
2022-09-01,262.8339690071408
2022-09-02,258.3039693590116
2022-09-05,261.48430043457404
2022-09-06,263.7222691101529
2022-09-07,240.99318048732215
2022-09-08,244.078471585015
2022-09-09,240.55476394765552
2022-09-12,244.4067006691994
2022-09-13,252.15016054626133
2022-09-14,241.80162439936547
2022-09-15,240.40307426514084
2022-09-16,245.65903185264588
2022-09-19,250.2134608027425
2022-09-20,233.9033735797128
2022-09-21,225.73488056840722
2022-09-22,216.15811084794402
2022-09-23,214.14223826543756
2022-09-26,212.15235240473842
2022-09-27,204.22179314812192
2022-09-28,190.8664205995167
2022-09-29,191.34977897971396
2022-09-30,187.37813041835645
2022-10-03,190.7420488007447
2022-10-04,188.8255354952101
2022-10-05,183.27228646745812
2022-10-06,183.1436977175324
2022-10-07,180.88798983497264
2022-10-10,174.0742249954619
2022-10-11,174.01749089551305
2022-10-12,178.5329499048079
2022-10-13,177.66871685130076
2022-10-14,177.16505630628723
2022-10-17,166.8867273733176
2022-10-18,167.14242395697423
2022-10-19,171.77915898395622
2022-10-20,171.54744439364785
2022-10-21,170.06444151496848
2022-10-24,170.2482479666923
2022-10-25,168.36166814752133
2022-10-26,170.19346576033269
2022-10-27,171.36866791780267
2022-10-28,167.51180538392916
2022-10-31,156.86397293440066
2022-11-01,155.2202614077886
2022-11-02,152.78150394060356
2022-11-03,146.32895452011815
2022-11-04,147.3233815603304
2022-11-07,152.03375677212577
2022-11-08,143.46102447419577
2022-11-09,144.24786039784362
2022-11-10,131.677716308874
2022-11-11,133.77511210722582
2022-11-14,131.74805499077232
2022-11-15,128.72881775407714
2022-11-16,132.1836711915824
2022-11-17,133.48988884698144
2022-11-18,128.0080654330363
2022-11-21,128.5464516149516
2022-11-22,124.92992622487425
2022-11-23,130.04941431415094
2022-11-24,123.43895683210147
2022-11-25,117.27325076524299
2022-11-28,116.07292140737543
2022-11-29,119.76430479560858
2022-11-30,120.80039676850713
2022-12-01,116.97297826770135
2022-12-02,112.37003809417
2022-12-05,111.93962816556878
2022-12-06,111.43668184828937
2022-12-07,106.58197076589637
2022-12-08,107.9468477189715
2022-12-09,107.35393153883547
2022-12-12,110.6964081207247
2022-12-13,109.25106776657289
2022-12-14,111.64416302195927
2022-12-15,115.65742729699241
2022-12-16,117.91840338908057
2022-12-19,118.64286412092768
2022-12-20,121.25575334340046
2022-12-21,120.2716707265084
2022-12-22,118.51644482220425
2022-12-23,118.61552296489253
2022-12-26,116.61972557467037
2022-12-27,128.12575463080688
2022-12-28,125.90749724848405
2022-12-29,128.3187643611676
2022-12-30,124.66272601298077
2023-01-02,120.91957525404352
2023-01-03,122.48371972185342
2023-01-04,122.00635294473688
2023-01-05,121.14442775974256
2023-01-06,119.30127905298639
2023-01-09,120.01949367607902
2023-01-10,118.11152036098647
2023-01-11,125.48829000409408
2023-01-12,122.75731952803808
2023-01-13,122.73078915135173
2023-01-16,123.1915306336326
2023-01-17,126.30868933965279
2023-01-18,116.51873795168655
2023-01-19,119.83485057324211
2023-01-20,122.3083918001034
2023-01-23,121.81882868339346
2023-01-24,114.11067301489803
2023-01-25,109.6128784626672
2023-01-26,107.53234074348384
2023-01-27,104.3778434848668
2023-01-30,102.54802375652638
2023-01-31,99.83064024556278
2023-02-01,100.26817860043134
2023-02-02,104.52136182942652
2023-02-03,103.95977591982064
2023-02-06,105.74216663214465
2023-02-07,105.56431383938751
2023-02-08,107.7598142480962
2023-02-09,106.55566766044006
2023-02-10,114.81584693751958
2023-02-13,117.07404127251834
2023-02-14,119.81565995353839
2023-02-15,127.3634381928668
2023-02-16,126.38075437621131
2023-02-17,120.6072233133911
2023-02-20,122.70015752666038
2023-02-21,129.21808603370357
2023-02-22,124.5193791526898
2023-02-23,127.81921673261712
2023-02-24,131.46190506114618
2023-02-27,126.35972993847727
2023-02-28,130.8971759091369
2023-03-01,127.4052799491786
2023-03-02,129.46819639336934
2023-03-03,130.308850916153
2023-03-06,133.38934176550453
2023-03-07,145.29000534434542
2023-03-08,145.59633265528694
2023-03-09,150.5992771162928
2023-03-10,150.83832081099277
2023-03-13,143.7520317518121
2023-03-14,138.87355664449595
2023-03-15,136.26964873863267
2023-03-16,134.99609505689176
2023-03-17,134.94612198421285
2023-03-20,136.73921343912093
2023-03-21,136.5191700666468
2023-03-22,141.9061816338524
2023-03-23,137.80720275625436
2023-03-24,137.75310329802662
2023-03-27,142.21109931412377
2023-03-28,145.15320973697612
2023-03-29,148.59919555984106
2023-03-30,146.98848185983667
2023-03-31,145.56433802528218
2023-04-03,150.31382518090294
2023-04-04,146.66528290595306
2023-04-05,140.02109112788625
2023-04-06,143.118958153883
2023-04-07,147.6484103145329
2023-04-10,152.77787377364035
2023-04-11,160.31362420079853
2023-04-12,162.89867942490426
2023-04-13,164.35070752393236
2023-04-14,166.06938118461704
2023-04-17,174.06713033648353
2023-04-18,179.20935971283998
2023-04-19,183.87228957934957
2023-04-20,182.0563766400501
2023-04-21,182.9606763750815
2023-04-24,184.07572068424324
2023-04-25,189.6770789220847
2023-04-26,186.1434465245263
2023-04-27,188.07440606814276
2023-04-28,184.8942001428825
2023-05-01,183.7089360580949
2023-05-02,181.88496444029892
2023-05-03,176.15042314939197
2023-05-04,183.52555911295653
2023-05-05,187.73837231988767
2023-05-08,187.59895980855023
2023-05-09,186.6317980579283
2023-05-10,188.65898199770567
2023-05-11,189.97643395841027
2023-05-12,187.6534360109293
2023-05-15,181.91901276482835
2023-05-16,181.54235973269505
2023-05-17,171.8057805390999
2023-05-18,173.98447431165314
2023-05-19,169.8330617640565
2023-05-22,174.83789607872276
2023-05-23,176.63344771710703
2023-05-24,179.59346261472348
2023-05-25,175.29580263739794
2023-05-26,175.73958302246876
2023-05-29,183.87943475647177
2023-05-30,184.89830544150266
2023-05-31,174.06691140560585
2023-06-01,176.35991331491965
2023-06-02,167.17022957048016
2023-06-05,171.34058997646872
2023-06-06,169.48252776210435
2023-06-07,167.46143754625285
2023-06-08,165.6181158855386
2023-06-09,160.69366511346087
2023-06-12,158.55005835797533
2023-06-13,165.58084728553257
2023-06-14,163.6109984621944
2023-06-15,166.68369287987375
2023-06-16,169.67483710627255
2023-06-19,168.6626314223724
2023-06-20,173.8732532854916
2023-06-21,173.27607640775625
2023-06-22,178.52958920138224
2023-06-23,184.12044434326666
2023-06-26,184.94567840013076
2023-06-27,190.77274502716259
2023-06-28,189.12788849825833
2023-06-29,191.94100716727755
2023-06-30,204.76288471677466
2023-07-03,203.30772770903005
2023-07-04,208.08733868132157
2023-07-05,215.86758780352466
2023-07-06,225.4202043376371
2023-07-07,224.5143567231874
2023-07-10,228.34975100648003
2023-07-11,223.33720906402456
2023-07-12,226.36563970794685
2023-07-13,224.4472052648875
2023-07-14,226.99353720159968
2023-07-17,235.7413167785308
2023-07-18,227.72926847676163
2023-07-19,233.7168208686085
2023-07-20,237.84140588595508
2023-07-21,230.57672562316196
2023-07-24,229.265193095676
2023-07-25,231.07030350689976
2023-07-26,218.0851569131305
2023-07-27,220.36250015206923
2023-07-28,227.92363182050082
2023-07-31,223.17192761190364
2023-08-01,225.12404565212304
