Date,AXP
2020-08-31,455.1463773974906
2020-09-01,450.46543622312964
2020-09-02,436.7015510639911
2020-09-03,438.3070580830554
2020-09-04,433.1572746064623
2020-09-07,431.6227338769701
2020-09-08,429.94511694180835
2020-09-09,429.93929944267046
2020-09-10,431.23565515334906
2020-09-11,443.32230826919573
2020-09-14,445.5948123116519
2020-09-15,458.80133019875404
2020-09-16,461.276341355412
2020-09-17,465.79275220347586
2020-09-18,456.2848902423984
2020-09-21,464.9646009616216
2020-09-22,457.3649596035569
2020-09-23,469.15030837183815
2020-09-24,485.41213761639966
2020-09-25,477.18450397452364
2020-09-28,478.5011031102873
2020-09-29,505.9994202048346
2020-09-30,517.1630078397757
2020-10-01,518.3169027030884
2020-10-02,499.059961286956
2020-10-05,511.65914091828967
2020-10-06,520.5161158401609
2020-10-07,531.0500764715022
2020-10-08,516.9954110203058
2020-10-09,519.190317655962
2020-10-12,514.042614380452
2020-10-13,515.7552072887752
2020-10-14,517.285374939229
2020-10-15,511.35293865977343
2020-10-16,514.6336380031798
2020-10-19,520.5722988012291
2020-10-20,528.8727879776823
2020-10-21,518.9605714117166
2020-10-22,531.0176054280278
2020-10-23,526.0600692117692
2020-10-26,523.9731859611052
2020-10-27,523.2251312601768
2020-10-28,509.2034649896159
2020-10-29,520.8527397807754
2020-10-30,503.6064913293507
2020-11-02,504.81699655960557
2020-11-03,522.6441878644586
2020-11-04,525.253071215627
2020-11-05,517.1068654996034
2020-11-06,523.7313602643843
2020-11-09,522.1709061568671
2020-11-10,511.4518964340444
2020-11-11,496.6855335470063
2020-11-12,499.69621182912175
2020-11-13,516.5353231503052
2020-11-16,523.1996841142964
2020-11-17,534.8743071615975
2020-11-18,549.9909321159745
2020-11-19,553.0513705523285
2020-11-20,558.9390184464424
2020-11-23,565.8223982621815
2020-11-24,565.4030196424659
2020-11-25,568.5686320329546
2020-11-26,567.8985072973818
2020-11-27,574.5830502231703
2020-11-30,575.5633396808607
2020-12-01,571.0964637966194
2020-12-02,558.7538250015446
2020-12-03,575.465573611414
2020-12-04,577.6748657244607
2020-12-07,589.6822058792446
2020-12-08,584.0482132147648
2020-12-09,603.7573446804922
2020-12-10,610.458864493049
2020-12-11,596.9484835549248
2020-12-14,595.1812980389702
2020-12-15,589.693778142021
2020-12-16,601.1255645054812
2020-12-17,594.5933449112251
2020-12-18,613.583459174644
2020-12-21,585.3814888559882
2020-12-22,574.9040875792285
2020-12-23,555.7150791614222
2020-12-24,567.5351562533812
2020-12-25,538.0361512634906
2020-12-28,537.102964843975
2020-12-29,519.3050183720992
2020-12-30,518.2084160991196
2020-12-31,525.6468979480607
2021-01-01,540.3750443240536
2021-01-04,527.5640839773914
2021-01-05,521.2618516979438
2021-01-06,533.6983304882757
2021-01-07,551.9918819482631
2021-01-08,553.1919362793773
2021-01-11,535.5053539383241
2021-01-12,535.145812186802
2021-01-13,544.0264404931535
2021-01-14,546.0129117118311
2021-01-15,552.2873835194152
2021-01-18,533.5949845300015
2021-01-19,526.1882213187085
2021-01-20,528.0950180613975
2021-01-21,537.5432665978561
2021-01-22,544.900625614866
2021-01-25,528.3619971663186
2021-01-26,517.5389995725026
2021-01-27,526.1630755689342
2021-01-28,533.4406942365689
2021-01-29,520.624405760839
2021-02-01,534.8368700787153
2021-02-02,546.9444338639634
2021-02-03,555.1458626824166
2021-02-04,557.7681504769857
2021-02-05,559.6001417541734
2021-02-08,554.9926637231348
2021-02-09,561.3651924619618
2021-02-10,557.0531703284914
2021-02-11,552.7368733419216
2021-02-12,545.553914528014
2021-02-15,533.4649388616004
2021-02-16,514.2378712953846
2021-02-17,519.8004097694086
2021-02-18,530.9770159055099
2021-02-19,530.1428051596534
2021-02-22,507.2101406523138
2021-02-23,492.7046514036727
2021-02-24,477.540455448224
2021-02-25,449.37097507885557
2021-02-26,443.3832725714377
2021-03-01,444.15334828761246
2021-03-02,444.30754023685625
2021-03-03,428.8460808463172
2021-03-04,412.9644173932579
2021-03-05,412.67358845338583
2021-03-08,420.2917293020986
2021-03-09,422.09101346527734
2021-03-10,422.6869621400595
2021-03-11,422.08627332653043
2021-03-12,420.5938147829461
2021-03-15,422.65607364320687
2021-03-16,436.6985595519635
2021-03-17,430.76218713606
2021-03-18,431.3904145771716
2021-03-19,421.7628280439943
2021-03-22,412.2892104587982
2021-03-23,422.0783521211522
2021-03-24,422.4741212566966
2021-03-25,414.71244159811727
2021-03-26,418.62044415887704
2021-03-29,416.966075896661
2021-03-30,430.92027998129066
2021-03-31,425.6728903155094
2021-04-01,426.81148224140344
2021-04-02,427.56965541027853
2021-04-05,425.6367381047549
2021-04-06,431.1683985119609
2021-04-07,420.9179913278022
2021-04-08,412.61147725757246
2021-04-09,410.88934812643646
2021-04-12,399.6525106561948
2021-04-13,409.13774814810785
2021-04-14,396.5031451234891
2021-04-15,404.993115586391
2021-04-16,409.0758907142836
2021-04-19,393.53435753099706
2021-04-20,385.6069830227646
2021-04-21,402.3290253587221
2021-04-22,410.0340956570767
2021-04-23,424.0208330089738
2021-04-26,430.0040705276916
2021-04-27,429.8197163333182
2021-04-28,435.4922406182474
2021-04-29,439.1223202411424
2021-04-30,434.52635462380346
2021-05-03,440.4707881156692
2021-05-04,426.58040370878183
2021-05-05,433.9535216903336
2021-05-06,439.11384187153857
2021-05-07,435.2522959370224
2021-05-10,447.65058440228495
2021-05-11,446.1130834931321
2021-05-12,439.8319829082614
2021-05-13,441.45714857944483
2021-05-14,426.1634443882141
2021-05-17,429.4801513550395
2021-05-18,436.97944299314514
2021-05-19,445.202292432801
2021-05-20,446.40069772611463
2021-05-21,443.7069863499397
2021-05-24,444.7120418308478
2021-05-25,450.5117194016605
2021-05-26,456.24390069141543
2021-05-27,449.72195280350047
2021-05-28,451.36912171018
2021-05-31,444.0366008990639
2021-06-01,433.7028225303361
2021-06-02,436.19865634190035
2021-06-03,432.88863462120275
2021-06-04,437.4853365665062
2021-06-07,449.3869753321408
2021-06-08,449.1868596834384
2021-06-09,450.5964399045017
2021-06-10,462.41405707921444
2021-06-11,465.03721630487473
2021-06-14,455.71653116207415
2021-06-15,453.3523066288621
2021-06-16,460.6472085171543
2021-06-17,453.47723862918576
2021-06-18,428.83423285993666
2021-06-21,432.9729685638077
2021-06-22,433.8611990021325
2021-06-23,437.4488754365249
2021-06-24,437.22084373560904
2021-06-25,433.5044374908623
2021-06-28,436.7889912545859
2021-06-29,436.875935808801
2021-06-30,442.18025871244004
2021-07-01,424.1108264376378
2021-07-02,433.5243952033652
2021-07-05,452.28739357578075
2021-07-06,451.5205094611754
2021-07-07,463.0228133448396
2021-07-08,459.7675242950023
2021-07-09,455.0235696206779
2021-07-12,466.3497493866307
2021-07-13,468.4628721137463
2021-07-14,472.94496491709157
2021-07-15,471.05221607742095
2021-07-16,467.76818877427456
2021-07-19,483.7086651946731
2021-07-20,496.7355687255375
2021-07-21,495.497126394606
2021-07-22,498.7938271190673
2021-07-23,488.46657414134864
2021-07-26,483.8426622143548
2021-07-27,485.05972600463053
2021-07-28,477.32255957302755
2021-07-29,472.0007794194375
2021-07-30,475.9100149526775
2021-08-02,474.83771783272147
2021-08-03,480.449026212493
2021-08-04,483.7206185319075
2021-08-05,479.07042131765576
2021-08-06,480.9815587270535
2021-08-09,455.4074046123849
2021-08-10,465.2280892209714
2021-08-11,465.1792065202371
2021-08-12,471.6408905352313
2021-08-13,467.38250687952456
2021-08-16,486.56658291989646
2021-08-17,471.35569024351304
2021-08-18,477.31616756200236
2021-08-19,473.4563505401476
2021-08-20,479.43995774591
2021-08-23,493.56111825552097
2021-08-24,486.8589350466152
2021-08-25,487.2871524433384
2021-08-26,479.9722013067571
2021-08-27,483.4489462810084
2021-08-30,486.9648222950431
2021-08-31,494.74004137153474
2021-09-01,492.72235212493314
2021-09-02,484.78309173519136
2021-09-03,493.7337803685625
2021-09-06,484.5885417638601
2021-09-07,478.09875846522175
2021-09-08,479.5023952364557
2021-09-09,474.9409069950111
2021-09-10,464.38500664888494
2021-09-13,445.6580051581281
2021-09-14,435.0929068101959
2021-09-15,435.6707850521591
2021-09-16,439.98982620861085
2021-09-17,442.14954129535676
2021-09-20,430.6594807268062
2021-09-21,432.4850384491465
2021-09-22,423.0140367086923
2021-09-23,422.0071050771022
2021-09-24,424.23907704058615
2021-09-27,414.0860968113029
2021-09-28,415.6573587285052
2021-09-29,406.2905408180112
2021-09-30,402.27810571558797
2021-10-01,405.84921616176587
2021-10-04,391.7531354687576
2021-10-05,400.7656709838783
2021-10-06,406.6032530615105
2021-10-07,408.702700476066
2021-10-08,406.6784265308139
2021-10-11,421.50428936005756
2021-10-12,420.4273673803095
2021-10-13,421.01873997456136
2021-10-14,417.43766616668273
2021-10-15,427.0582413509047
2021-10-18,429.77255971751697
2021-10-19,436.7667712425403
2021-10-20,436.9975440493724
2021-10-21,439.4095314207924
2021-10-22,448.3815602780449
2021-10-25,442.4024996607713
2021-10-26,435.39009550905223
2021-10-27,433.7664297034151
2021-10-28,421.66281596241356
2021-10-29,422.37555793192206
2021-11-01,414.8562613432923
2021-11-02,408.3985132479726
2021-11-03,410.76314509645044
2021-11-04,413.841511613665
2021-11-05,412.9617187113705
2021-11-08,408.58128250844067
2021-11-09,421.1851147900398
2021-11-10,430.70108513186693
2021-11-11,434.36606395665336
2021-11-12,441.10951119570655
2021-11-15,440.0828068088237
2021-11-16,432.4594962026131
2021-11-17,435.93732067459126
2021-11-18,445.9649428947451
2021-11-19,440.2761763283363
2021-11-22,438.75947150083294
2021-11-23,436.6192481579512
2021-11-24,435.0303448736811
2021-11-25,430.38830130192935
2021-11-26,439.1197720989743
2021-11-29,456.36138754600887
2021-11-30,444.0892000631039
2021-12-01,437.65195199038527
2021-12-02,443.08934065770205
2021-12-03,447.0123938827752
2021-12-06,470.1709698825453
2021-12-07,479.76863477058595
2021-12-08,485.0587940576243
2021-12-09,504.20326595807734
2021-12-10,523.9005245041234
2021-12-13,500.8390586649795
2021-12-14,484.4811585357521
2021-12-15,473.2738467189712
2021-12-16,474.17744604996165
2021-12-17,490.2542927486702
2021-12-20,482.7556419602328
2021-12-21,496.60225243801113
2021-12-22,500.61038499709764
2021-12-23,511.31731061866856
2021-12-24,524.5327210083545
2021-12-27,537.0313877496255
2021-12-28,540.4094674710759
2021-12-29,535.2395514511597
2021-12-30,541.5878886935645
2021-12-31,534.6021404137216
2022-01-03,537.8331719188866
2022-01-04,543.6328719055807
2022-01-05,540.761135175675
2022-01-06,546.39711755149
2022-01-07,553.5970455616771
2022-01-10,548.1016932390028
2022-01-11,550.91537265967
2022-01-12,552.0700268127799
2022-01-13,570.9295147193807
2022-01-14,561.6126613108963
2022-01-17,571.3771897680351
2022-01-18,580.3542976319294
2022-01-19,597.4812811264144
2022-01-20,585.9508251294516
2022-01-21,585.1260466129405
2022-01-24,593.0370081640672
2022-01-25,594.9203513278596
2022-01-26,590.654510407791
2022-01-27,559.7462163301213
2022-01-28,547.2397326877173
2022-01-31,540.2436392712292
2022-02-01,544.4411618495855
2022-02-02,543.6427449785906
2022-02-03,548.0063287977196
2022-02-04,561.9200966395445
2022-02-07,548.0799046791143
2022-02-08,549.792788452371
2022-02-09,543.8298722061058
2022-02-10,550.5642132767538
2022-02-11,546.6846537646556
2022-02-14,528.9578938971817
2022-02-15,529.787044228837
2022-02-16,535.8053942436542
2022-02-17,535.5044020164701
2022-02-18,527.3316624816116
2022-02-21,540.8030516902718
2022-02-22,527.7016086818554
2022-02-23,539.3395793531498
2022-02-24,541.01665645764
2022-02-25,545.436074623034
2022-02-28,580.1041740017573
2022-03-01,584.0533132473847
2022-03-02,582.1919478862229
2022-03-03,584.4303640601879
2022-03-04,596.3619604326382
2022-03-07,611.5300727755806
2022-03-08,609.640161494488
2022-03-09,625.0814031604624
2022-03-10,636.8008446942218
2022-03-11,646.2579722641032
2022-03-14,635.6836549734061
2022-03-15,629.0570456994321
2022-03-16,639.2517346684373
2022-03-17,633.2449762222832
2022-03-18,638.3841449780683
2022-03-21,632.4770221189837
2022-03-22,618.0574047377443
2022-03-23,608.2196406422077
2022-03-24,610.6628641539237
2022-03-25,595.0603965636157
2022-03-28,586.8837854192309
2022-03-29,590.9822035770853
2022-03-30,616.5935664795384
2022-03-31,601.0409452003945
2022-04-01,602.1809940112161
2022-04-04,593.6922363927928
2022-04-05,590.9497586662187
2022-04-06,582.8610567198309
2022-04-07,581.1431819804935
2022-04-08,580.1591907182401
2022-04-11,572.8280678879032
2022-04-12,572.9953225871383
2022-04-13,575.1726117960061
2022-04-14,560.8802163795887
2022-04-15,531.8140609423573
2022-04-18,525.5902373473401
2022-04-19,511.09457800905125
2022-04-20,512.666053899117
2022-04-21,503.1903347381758
2022-04-22,514.7464544139713
2022-04-25,516.4929516725279
2022-04-26,528.9034297281161
2022-04-27,549.8727591586303
2022-04-28,541.5050659377338
2022-04-29,543.4940354203834
2022-05-02,570.9865972669679
2022-05-03,574.2894944561402
2022-05-04,578.8106918020361
2022-05-05,573.1887941583171
2022-05-06,568.9865588391863
2022-05-09,585.7448353017772
2022-05-10,578.4509300450653
2022-05-11,580.9585994402058
2022-05-12,583.9854681972205
2022-05-13,587.105592745174
2022-05-16,609.0052115321854
2022-05-17,644.1174477983594
2022-05-18,622.1031266387122
2022-05-19,608.3391275244682
2022-05-20,598.5175917099375
2022-05-23,596.2743449402207
2022-05-24,591.5105433953732
2022-05-25,578.8990226323841
2022-05-26,589.5074396529322
2022-05-27,582.269788111168
2022-05-30,593.6648629492298
2022-05-31,598.9261382259282
2022-06-01,596.5839311325509
2022-06-02,592.7034763590591
2022-06-03,579.4594470672745
2022-06-06,578.0989992506832
2022-06-07,585.8373293624843
2022-06-08,601.1977491331545
2022-06-09,628.0443599111484
2022-06-10,669.3618781449889
2022-06-13,665.6121340736094
2022-06-14,671.517492444602
2022-06-15,669.1523274256588
2022-06-16,686.5449904955212
2022-06-17,679.7309350860788
2022-06-20,701.8939575210264
2022-06-21,684.3647472563272
2022-06-22,676.7586525272383
2022-06-23,696.5232291777115
2022-06-24,694.5853221933799
2022-06-27,693.2764192089509
2022-06-28,682.2714559345075
2022-06-29,692.2563515703093
2022-06-30,671.3934442850381
2022-07-01,635.9645207328433
2022-07-04,625.6330070066963
2022-07-05,650.3140549634209
2022-07-06,676.9109989828092
2022-07-07,657.3066805599246
2022-07-08,660.2290102806219
2022-07-11,680.0557413359701
2022-07-12,660.623762632558
2022-07-13,654.2956352174981
2022-07-14,692.8827479473246
2022-07-15,698.2803604588194
2022-07-18,704.190463401883
2022-07-19,734.5516053639238
2022-07-20,728.4334679178822
2022-07-21,721.3789065377548
2022-07-22,737.9690982335758
2022-07-25,724.5427074511574
2022-07-26,732.3744290052631
2022-07-27,751.516845401849
2022-07-28,745.2637076485346
2022-07-29,726.8858589190851
2022-08-01,722.399788823858
2022-08-02,735.0366275487388
2022-08-03,758.0935654957098
2022-08-04,730.5989964937337
2022-08-05,709.8193778984296
2022-08-08,706.8223881611406
2022-08-09,696.9091165547823
2022-08-10,685.0652278727334
2022-08-11,704.4562587311121
2022-08-12,698.5188914523856
2022-08-15,707.8401268256094
2022-08-16,699.9659172407588
2022-08-17,716.1249481694733
2022-08-18,690.3902961875189
2022-08-19,702.367689026582
2022-08-22,696.4580920429277
2022-08-23,700.83131734184
2022-08-24,694.1426651088228
2022-08-25,698.3037238770266
2022-08-26,711.1264960747958
2022-08-29,713.9180322625518
2022-08-30,689.6468538039379
2022-08-31,703.2573461370472
2022-09-01,742.2348691931903
2022-09-02,742.5048078156294
2022-09-05,735.4764008002043
2022-09-06,762.1133927720199
2022-09-07,760.8516791614569
2022-09-08,750.426437485769
2022-09-09,744.5609930040638
2022-09-12,740.174074103294
2022-09-13,762.303904439836
2022-09-14,777.6298181931147
2022-09-15,771.6840945212703
2022-09-16,751.0627933615983
2022-09-19,743.0352791151199
2022-09-20,748.2819107880706
2022-09-21,746.3730014030718
2022-09-22,749.1726040268213
2022-09-23,753.8622201547093
2022-09-26,776.4417425393061
2022-09-27,790.5186799387621
2022-09-28,778.3704889642132
2022-09-29,788.6513699052211
2022-09-30,770.8326153251265
2022-10-03,778.2607511356875
2022-10-04,768.5839677815333
2022-10-05,743.9344983572286
2022-10-06,718.7825362558495
2022-10-07,723.9447710909161
2022-10-10,716.3734476178095
2022-10-11,719.0851879836335
2022-10-12,728.3094288978464
2022-10-13,743.9747923020057
2022-10-14,754.5311919031192
2022-10-17,733.5339259707391
2022-10-18,741.8978507049715
2022-10-19,744.5554574106538
2022-10-20,739.3742004918247
2022-10-21,715.3357663739135
2022-10-24,710.0782057797143
2022-10-25,705.0908513311015
2022-10-26,689.1736795527216
2022-10-27,707.2223600596647
2022-10-28,667.9605316454769
2022-10-31,675.287655659907
2022-11-01,681.7401985904384
2022-11-02,664.8358325334954
2022-11-03,679.813751197393
2022-11-04,676.1717647581971
2022-11-07,668.3229952589147
2022-11-08,659.473030372169
2022-11-09,652.1033700570766
2022-11-10,635.9567549347378
2022-11-11,613.9214718624895
2022-11-14,596.912185643775
2022-11-15,600.367899610763
2022-11-16,603.7748308630689
2022-11-17,591.9765170723905
2022-11-18,607.1211733581182
2022-11-21,608.9460153192258
2022-11-22,601.0086592668264
2022-11-23,598.3370993249189
2022-11-24,598.2198485872728
2022-11-25,600.1595575005023
2022-11-28,595.1262127592146
2022-11-29,576.2174504069801
2022-11-30,563.9661620338884
2022-12-01,548.3008600556858
2022-12-02,573.077138790116
2022-12-05,569.4410721976095
2022-12-06,561.9391825318664
2022-12-07,562.4806731015842
2022-12-08,558.6371651474188
2022-12-09,568.1740485455123
2022-12-12,568.6783952632001
2022-12-13,576.0559426856855
2022-12-14,567.3895799963192
2022-12-15,552.934554713591
2022-12-16,543.0492904305141
2022-12-19,537.0872964791106
2022-12-20,552.9200452110057
2022-12-21,553.1817322860921
2022-12-22,555.3773615008633
2022-12-23,558.4081873403072
2022-12-26,554.8334747130277
2022-12-27,565.5176382100612
2022-12-28,568.7585214157039
2022-12-29,551.2449131657015
2022-12-30,567.3226068217133
2023-01-02,575.7536114716589
2023-01-03,570.855228886985
2023-01-04,567.9315064301644
2023-01-05,547.8081447774194
2023-01-06,538.704501552452
2023-01-09,521.6545470290239
2023-01-10,532.0042561926874
2023-01-11,532.0771879089633
2023-01-12,545.3905686109422
2023-01-13,531.0519629710074
2023-01-16,509.9279550256554
2023-01-17,491.3310789560726
2023-01-18,503.2662900113298
2023-01-19,507.8165814070475
2023-01-20,513.6624840662031
2023-01-23,503.40060558490865
2023-01-24,502.09798090674235
2023-01-25,500.67760609824523
2023-01-26,486.1773022148843
2023-01-27,469.5693943461347
2023-01-30,462.9540424832141
2023-01-31,445.7358563489234
2023-02-01,452.6401196554463
2023-02-02,476.0623605529294
2023-02-03,487.42539746518054
2023-02-06,492.5320076697488
2023-02-07,484.28899753239835
2023-02-08,461.3240522764196
2023-02-09,470.29029938870144
2023-02-10,456.74024409120307
2023-02-13,479.63088560559817
2023-02-14,478.58760104185234
2023-02-15,480.0095220291919
2023-02-16,487.0816720125973
2023-02-17,485.5163496382451
2023-02-20,485.1973058884813
2023-02-21,498.1403918321226
2023-02-22,524.7825253913593
2023-02-23,541.4359636297546
2023-02-24,534.1877109728225
2023-02-27,526.7720455271881
2023-02-28,534.5066448143914
2023-03-01,549.1236284114075
2023-03-02,547.1817934599146
2023-03-03,547.3494348239849
2023-03-06,586.6453004150338
2023-03-07,601.1317182359935
2023-03-08,594.7518854882433
2023-03-09,606.2821542821331
2023-03-10,574.6200085021952
2023-03-13,567.7148075148065
2023-03-14,565.190034227959
2023-03-15,569.0383741408518
2023-03-16,580.5857719642538
2023-03-17,589.8105302780255
2023-03-20,568.0738985665203
2023-03-21,573.999909343422
2023-03-22,555.136716316711
2023-03-23,560.5528019706611
2023-03-24,545.9117677765975
2023-03-27,533.4962495025792
2023-03-28,521.6432732146807
2023-03-29,508.189608211009
2023-03-30,502.64425671323266
2023-03-31,508.9167913875046
2023-04-03,506.801585332235
2023-04-04,489.3400321285454
2023-04-05,497.3568015111495
2023-04-06,501.8244134293749
2023-04-07,511.39350619930246
2023-04-10,515.5612523292791
2023-04-11,506.86447464641975
2023-04-12,526.4016452020466
2023-04-13,528.0392366098805
2023-04-14,532.109494679886
2023-04-17,529.2589596878095
2023-04-18,513.7092307458414
2023-04-19,506.8717460296068
2023-04-20,508.8470325719354
2023-04-21,508.84328042468906
2023-04-24,505.3550413937144
2023-04-25,495.51836642418607
2023-04-26,506.0229607724183
2023-04-27,503.0565000074445
2023-04-28,516.0970800993757
2023-05-01,522.2106673388084
2023-05-02,525.4678387622095
2023-05-03,535.571838796067
2023-05-04,530.4018788107876
2023-05-05,539.7723320858715
2023-05-08,531.3965392924893
2023-05-09,532.1677422277093
2023-05-10,554.9433280201536
2023-05-11,559.8218141720696
2023-05-12,582.2120119065273
2023-05-15,601.6592538956891
2023-05-16,592.1784532509131
2023-05-17,580.8276200329299
2023-05-18,552.812971009163
2023-05-19,570.9645749906674
2023-05-22,571.5576022199548
2023-05-23,574.6471173531972
2023-05-24,584.5031619238347
2023-05-25,599.9696901156477
2023-05-26,602.3030571120197
2023-05-29,597.9117928652564
2023-05-30,598.640943378612
2023-05-31,605.1834314436097
2023-06-01,614.5254166173678
2023-06-02,633.1788028915962
2023-06-05,613.4575403790955
2023-06-06,607.0615860565251
2023-06-07,611.2230864731463
2023-06-08,619.1891876180621
2023-06-09,628.1249912758962
2023-06-12,627.7225396697772
2023-06-13,647.693898094585
2023-06-14,647.7988616936017
2023-06-15,659.4192270729671
2023-06-16,655.2542512916924
2023-06-19,654.3018480364105
2023-06-20,649.6986797392439
2023-06-21,657.3132330904969
2023-06-22,657.441915077581
2023-06-23,655.7525104936689
2023-06-26,641.3222840636698
2023-06-27,630.0488665958778
2023-06-28,618.3527790368557
2023-06-29,612.2311177954672
2023-06-30,588.5353771377003
2023-07-03,582.2195128239471
2023-07-04,595.6326904640523
2023-07-05,589.2131698358029
2023-07-06,601.3622425821881
2023-07-07,610.9533040740853
2023-07-10,590.5848078666709
2023-07-11,601.3371109526134
2023-07-12,574.5527233896962
2023-07-13,594.1337209651103
2023-07-14,611.0395570010343
2023-07-17,611.3707229140809
2023-07-18,633.2685688708985
2023-07-19,633.5536243437625
2023-07-20,636.1862799385117
2023-07-21,616.6464576321798
2023-07-24,617.1826277336979
2023-07-25,613.5151303628448
2023-07-26,621.1988089322031
2023-07-27,631.6144878216976
2023-07-28,638.6353606294698
2023-07-31,631.0074040586172
2023-08-01,620.9189464850708
2023-08-02,620.651520395543
2023-08-03,621.5783971662705
