Date,MPC
2020-05-26,69.49691558794574
2020-05-27,68.40951614967777
2020-05-28,68.24712662080321
2020-05-29,70.08694244383906
2020-06-01,73.35884335939322
2020-06-02,73.50283476224016
2020-06-03,73.03597022323264
2020-06-04,71.18701829969503
2020-06-05,71.16218339207687
2020-06-08,70.01020590861226
2020-06-09,69.56149084238697
2020-06-10,69.78498494805822
2020-06-11,68.73744899582908
2020-06-12,71.38022856121466
2020-06-15,71.19124799644521
2020-06-16,68.87176814479182
2020-06-17,69.07491398782541
2020-06-18,69.07399145834229
2020-06-19,65.61738987936063
2020-06-22,63.230968741778305
2020-06-23,61.120745610049774
2020-06-24,60.48460303836838
2020-06-25,63.2019670807702
2020-06-26,63.00738990078856
2020-06-29,61.05947598271985
2020-06-30,62.87082697146118
2020-07-01,61.22991859115813
2020-07-02,61.59188583952222
2020-07-03,65.30213889008687
2020-07-06,64.8687371859575
2020-07-07,65.18675822685626
2020-07-08,64.39474003922126
2020-07-09,64.88581274566151
2020-07-10,64.76489778439154
2020-07-13,65.05637775890224
2020-07-14,63.92791819403659
2020-07-15,66.11101275666427
2020-07-16,67.8142871832898
2020-07-17,67.44189745064017
2020-07-20,67.25639788122726
2020-07-21,67.15757055787154
2020-07-22,68.82842774306165
2020-07-23,68.38315019362005
2020-07-24,70.57291798107447
2020-07-27,68.36667223124107
2020-07-28,65.54771263502387
2020-07-29,65.86630083498703
2020-07-30,68.59006576128853
2020-07-31,65.61753828954076
2020-08-03,65.64586659970387
2020-08-04,68.08482151364136
2020-08-05,66.91891217664478
2020-08-06,67.97361164068859
2020-08-07,69.46929118486995
2020-08-10,69.93733792516751
2020-08-11,69.42463743122354
2020-08-12,70.21106725203391
2020-08-13,70.21522902424434
2020-08-14,71.46388457038476
2020-08-17,69.98150235960695
2020-08-18,72.79864357839128
2020-08-19,76.4300604411369
2020-08-20,76.1495173240358
2020-08-21,75.89805255634927
2020-08-24,75.63056399201236
2020-08-25,75.71960628526664
2020-08-26,75.57129309032845
2020-08-27,76.01565323619717
2020-08-28,76.48240122320169
2020-08-31,79.42869565639934
2020-09-01,76.13513843978772
2020-09-02,74.26690960515408
2020-09-03,75.42535858338142
2020-09-04,73.75015729462558
2020-09-07,73.71587041092593
2020-09-08,70.09163249236497
2020-09-09,67.61113580538598
2020-09-10,69.86624444703295
2020-09-11,68.75325824195242
2020-09-14,67.39463918140848
2020-09-15,68.52944102871511
2020-09-16,73.70319606466063
2020-09-17,74.05100043382512
2020-09-18,74.88061359345457
2020-09-21,80.37782081199816
2020-09-22,81.82324985552381
2020-09-23,80.44378016999018
2020-09-24,77.93715459537825
2020-09-25,75.43769167068692
2020-09-28,74.6127780850762
2020-09-29,75.9278703911556
2020-09-30,77.22468116971454
2020-10-01,77.73536777497222
2020-10-02,77.73187490697224
2020-10-05,73.93104722668899
2020-10-06,72.37681900171292
2020-10-07,71.29272322856916
2020-10-08,71.31189699269838
2020-10-09,74.1027951743733
2020-10-12,73.78129606131486
2020-10-13,73.88565045326771
2020-10-14,73.83298444580592
2020-10-15,73.49872110675899
2020-10-16,71.73437606971461
2020-10-19,69.74747210898266
2020-10-20,68.09486122614105
2020-10-21,70.3297548155592
2020-10-22,68.98087871393095
2020-10-23,67.44570137875125
2020-10-26,67.91426570557464
2020-10-27,66.4697486075644
2020-10-28,65.34497929169191
2020-10-29,66.99961461106946
2020-10-30,68.28845642253823
2020-11-02,70.87419626966259
2020-11-03,69.07095473585414
2020-11-04,69.69666327763426
2020-11-05,68.27680460287858
2020-11-06,68.56214484917153
2020-11-09,68.52007494744586
2020-11-10,70.1088891224205
2020-11-11,72.17091882259236
2020-11-12,75.50239123096449
2020-11-13,75.64482927066643
2020-11-16,73.77706010728323
2020-11-17,77.31574216892466
2020-11-18,74.9929541028602
2020-11-19,75.01966365804948
2020-11-20,74.0968303260567
2020-11-23,75.99360337386288
2020-11-24,77.2606881453935
2020-11-25,81.16701990909465
2020-11-26,79.00461841342376
2020-11-27,80.46607816731027
2020-11-30,82.50213223958389
2020-12-01,84.73593549381154
2020-12-02,85.65687362270168
2020-12-03,85.61011080526092
2020-12-04,85.47397897197037
2020-12-07,81.58805418280755
2020-12-08,78.57315209579473
2020-12-09,80.97999351721234
2020-12-10,80.98468310862077
2020-12-11,78.98500303153426
2020-12-14,80.16614487183317
2020-12-15,81.85103996623683
2020-12-16,79.31952177874912
2020-12-17,80.27229650670739
2020-12-18,81.04543637884306
2020-12-21,79.91808130137647
2020-12-22,82.18761070912231
2020-12-23,79.29058809654921
2020-12-24,80.07395475276581
2020-12-25,79.43454607061601
2020-12-28,78.92763414707004
2020-12-29,80.38107071824133
2020-12-30,80.5093559512351
2020-12-31,78.96521220444093
2021-01-01,77.78886814635952
2021-01-04,78.43293607959691
2021-01-05,79.12678886693739
2021-01-06,77.07048795103051
2021-01-07,80.52481906200968
2021-01-08,79.91779925138397
2021-01-11,81.31078045870346
2021-01-12,82.73607251652489
2021-01-13,83.25937646403963
2021-01-14,79.58397874760745
2021-01-15,78.63511845898842
2021-01-18,79.61067703018843
2021-01-19,81.76886579976019
2021-01-20,81.22918099229943
2021-01-21,81.08402247312237
2021-01-22,81.52774801129779
2021-01-25,79.76510279292518
2021-01-26,80.0468447046317
2021-01-27,79.69156295265641
2021-01-28,79.0578494017376
2021-01-29,78.49769414941449
2021-02-01,75.50930118110153
2021-02-02,76.3194491068418
2021-02-03,75.7126659257879
2021-02-04,75.5617432794291
2021-02-05,74.10815496322337
2021-02-08,71.86014435884552
2021-02-09,74.98683870264485
2021-02-10,72.81982137732011
2021-02-11,71.2218156650469
2021-02-12,73.49853112883339
2021-02-15,70.66164820770378
2021-02-16,67.48768523493767
2021-02-17,64.64294753324499
2021-02-18,64.2099486072691
2021-02-19,63.22676972937375
2021-02-22,60.55618426115936
2021-02-23,63.35044474344648
2021-02-24,63.07779523664054
2021-02-25,63.157681854823174
2021-02-26,65.98524956743636
2021-03-01,62.59892971630199
2021-03-02,61.16356438923933
2021-03-03,60.72003269872496
2021-03-04,60.755046893055415
2021-03-05,59.72257929635732
2021-03-08,58.82033448599063
2021-03-09,60.05579875354673
2021-03-10,62.210740691896376
2021-03-11,64.32319317698786
2021-03-12,63.16509514517649
2021-03-15,61.95188549296767
2021-03-16,61.790883811955894
2021-03-17,61.03325340414895
2021-03-18,59.39280870338274
2021-03-19,58.08664755531339
2021-03-22,58.19000149107849
2021-03-23,59.37569038596509
2021-03-24,58.866405308725014
2021-03-25,58.637041942896076
2021-03-26,59.67412661884409
2021-03-29,60.815992702081786
2021-03-30,61.43911741289113
2021-03-31,62.07297368672924
2021-04-01,61.97227593574914
2021-04-02,61.80328152317717
2021-04-05,65.75262314038822
2021-04-06,66.88865708277233
2021-04-07,63.47804275983966
2021-04-08,63.31106495094723
2021-04-09,63.06972130697619
2021-04-12,59.2246202757059
2021-04-13,59.31718629042842
2021-04-14,57.11855519886079
2021-04-15,56.92141626618369
2021-04-16,54.2258422243478
2021-04-19,55.54932335052876
2021-04-20,54.828993693451864
2021-04-21,53.097624769544794
2021-04-22,52.331873810943065
2021-04-23,51.34683020866666
2021-04-26,51.60536495869168
2021-04-27,50.639082975194825
2021-04-28,52.45960304881077
2021-04-29,51.255765665092625
2021-04-30,49.35973349318038
2021-05-03,48.10609161678177
2021-05-04,48.30885743207826
2021-05-05,48.45872263840391
2021-05-06,49.5878288689134
2021-05-07,47.779319616024246
2021-05-10,48.302149390153396
2021-05-11,49.758973365439694
2021-05-12,52.56002393140697
2021-05-13,49.88345337006456
2021-05-14,48.41064588336222
2021-05-17,47.82088682040833
2021-05-18,46.503270477730645
2021-05-19,47.1689186521077
2021-05-20,46.38517129768428
2021-05-21,46.28786351063651
2021-05-24,46.940585564276276
2021-05-25,46.33831836328626
2021-05-26,48.165125783266575
2021-05-27,47.65675126846278
2021-05-28,48.9342177028016
2021-05-31,48.75816926822048
2021-06-01,48.123843501826684
2021-06-02,46.756745033019534
2021-06-03,44.632043995023835
2021-06-04,47.32500365490973
2021-06-07,47.870315178600755
2021-06-08,49.91485055526384
2021-06-09,49.463859227181516
2021-06-10,48.34400006451472
2021-06-11,48.742198949631494
2021-06-14,48.94771205308478
2021-06-15,47.39280340209322
2021-06-16,47.785164859363434
2021-06-17,46.67693430380437
2021-06-18,44.55087508408165
2021-06-21,43.54014343544942
2021-06-22,42.424195160680846
2021-06-23,43.248582144319556
2021-06-24,42.764720674436006
2021-06-25,41.99473644757642
2021-06-28,43.879449242484505
2021-06-29,45.88914268666748
2021-06-30,44.367952112850354
2021-07-01,43.30437331666589
2021-07-02,41.41725277488449
2021-07-05,41.910859496191705
2021-07-06,40.80839533111903
2021-07-07,40.458613418894096
2021-07-08,41.029205280450554
2021-07-09,43.20749731000569
2021-07-12,43.834969283666645
2021-07-13,43.380282872827586
2021-07-14,42.99073697085976
2021-07-15,44.094630715521795
2021-07-16,45.07389819369164
2021-07-19,43.86395379284558
2021-07-20,42.79500000746313
2021-07-21,42.213095261201985
2021-07-22,43.339709947065934
2021-07-23,45.52809498310814
2021-07-26,43.80515492290419
2021-07-27,44.635103781304444
2021-07-28,44.46795418075332
2021-07-29,42.78377638849505
2021-07-30,42.26478659408588
2021-08-02,42.54378782499819
2021-08-03,41.9517943913668
2021-08-04,42.11628303103212
2021-08-05,41.52447698954713
2021-08-06,42.3380754484183
2021-08-09,43.572631025406075
2021-08-10,45.8060661177624
2021-08-11,45.785449924920194
2021-08-12,45.98255782420334
2021-08-13,46.80143836058545
2021-08-16,44.7541313143611
2021-08-17,42.63418749577838
2021-08-18,42.272803366563984
2021-08-19,40.4296899475389
2021-08-20,40.119370728846135
2021-08-23,40.832243537203844
2021-08-24,41.13141935255405
2021-08-25,40.50863619242613
2021-08-26,40.87363835289905
2021-08-27,43.018116875487365
2021-08-30,44.846397692189846
2021-08-31,45.91969040577186
2021-09-01,45.63256951675603
2021-09-02,47.16185677044107
2021-09-03,50.049093258475985
2021-09-06,48.75566721057217
2021-09-07,48.6731780918042
2021-09-08,48.38675551717157
2021-09-09,49.0594876239878
2021-09-10,49.87944390068101
2021-09-13,49.52572032789806
2021-09-14,51.3509834817401
2021-09-15,50.69629806252327
2021-09-16,50.503066554795495
2021-09-17,49.34643311361546
2021-09-20,49.35748531628852
2021-09-21,49.27142498289966
2021-09-22,51.19632782277217
2021-09-23,52.89599524392709
2021-09-24,51.63156049003295
2021-09-27,54.0904527552368
2021-09-28,53.65040518130692
2021-09-29,55.32095121809194
2021-09-30,55.92714586419151
2021-10-01,55.36364208348078
2021-10-04,56.75764201181727
2021-10-05,54.928437882449074
2021-10-06,56.17900687096633
2021-10-07,55.74535407312452
2021-10-08,57.208746243786585
2021-10-11,58.254282755309475
2021-10-12,57.73734484272117
2021-10-13,56.87031607689761
2021-10-14,57.54096833906367
2021-10-15,57.44038677204625
2021-10-18,61.08852812466565
2021-10-19,61.59065458486186
2021-10-20,61.95271585250148
2021-10-21,61.7664710579495
2021-10-22,64.65234149891305
2021-10-25,64.91557682086446
2021-10-26,63.163848346039174
2021-10-27,63.900118412532294
2021-10-28,64.36388600537569
2021-10-29,62.640298119422944
2021-11-01,61.787228321438235
2021-11-02,63.52786174261697
2021-11-03,64.63481359538751
2021-11-04,61.92700497099752
2021-11-05,60.10582572276491
2021-11-08,59.9777797267151
2021-11-09,60.759848799321425
2021-11-10,58.97855690976905
2021-11-11,58.709987078363966
2021-11-12,59.151129812895206
2021-11-15,57.41916556288839
2021-11-16,56.01976157754809
2021-11-17,54.44308999191735
2021-11-18,57.07721014578985
2021-11-19,57.755861160193625
2021-11-22,56.03378795321208
2021-11-23,57.740887584796106
2021-11-24,58.70065503576653
2021-11-25,59.41510862799138
2021-11-26,61.7947084173805
2021-11-29,61.04227585729024
2021-11-30,62.52913912269555
2021-12-01,64.2900071403772
2021-12-02,64.6824088926432
2021-12-03,63.966964140679686
2021-12-06,63.69406558819868
2021-12-07,63.27089000468286
2021-12-08,62.88429353932447
2021-12-09,62.643770183102895
2021-12-10,63.307328948086166
2021-12-13,64.13475146251946
2021-12-14,64.58293975556852
2021-12-15,65.06658027800151
2021-12-16,66.04439506419735
2021-12-17,64.80935591907947
2021-12-20,67.53953810242021
2021-12-21,63.75292649819125
2021-12-22,64.44350326094555
2021-12-23,65.03915176625141
2021-12-24,65.14868211679097
2021-12-27,66.12845342855428
2021-12-28,65.1924099055939
2021-12-29,65.0945463773079
2021-12-30,63.2274923090256
2021-12-31,62.757030515865075
2022-01-03,60.747563796789436
2022-01-04,62.71517006841047
2022-01-05,60.29105895748437
2022-01-06,62.018364248835645
2022-01-07,62.468609030640344
2022-01-10,61.14713318444917
2022-01-11,57.95071293957772
2022-01-12,61.87527283087213
2022-01-13,62.570128796975055
2022-01-14,61.88004547612761
2022-01-17,62.72784140831132
2022-01-18,61.45437503228443
2022-01-19,58.68395682846534
2022-01-20,55.9513757775326
2022-01-21,56.833012886331964
2022-01-24,56.236948631221004
2022-01-25,55.710751449368416
2022-01-26,54.87787190535888
2022-01-27,55.309248247681474
2022-01-28,54.344399973456504
2022-01-31,53.16928538976785
2022-02-01,51.31488608568885
2022-02-02,51.88659121681947
2022-02-03,50.92211125244622
2022-02-04,49.11557153344605
2022-02-07,48.16252074148902
2022-02-08,47.069828232661635
2022-02-09,46.28148410531895
2022-02-10,47.74417551742891
2022-02-11,45.548598600532934
2022-02-14,44.93121351111417
2022-02-15,46.25309776430936
2022-02-16,45.35884506127865
2022-02-17,44.99319263393871
2022-02-18,44.6036917292181
2022-02-21,42.89674944661723
2022-02-22,42.3425220376706
2022-02-23,42.99025100184987
2022-02-24,41.193221167656624
2022-02-25,39.25180266269242
2022-02-28,40.39028359616565
2022-03-01,40.61889209665599
2022-03-02,41.16578246260074
2022-03-03,44.05973967119928
2022-03-04,45.03571452382758
2022-03-07,45.755257260927316
2022-03-08,47.3825756931598
2022-03-09,46.24819544571354
2022-03-10,48.184048030184655
2022-03-11,48.712342144016134
2022-03-14,47.831213618435974
2022-03-15,46.95311093374471
2022-03-16,45.869480982761814
2022-03-17,45.23072837991563
2022-03-18,45.63657992854801
2022-03-21,45.831063049400136
2022-03-22,48.407916575217236
2022-03-23,48.18365631669572
2022-03-24,47.936686599156374
2022-03-25,49.30831347858339
2022-03-28,49.67229138488746
2022-03-29,49.468378825855964
2022-03-30,48.97374607756126
2022-03-31,47.63320681469449
2022-04-01,46.55277446721827
2022-04-04,47.71975954436127
2022-04-05,48.134759780766856
2022-04-06,49.99537500201334
2022-04-07,51.96588095957049
2022-04-08,52.055321077011875
2022-04-11,52.94747934159261
2022-04-12,51.326231531773836
2022-04-13,49.50541143225653
2022-04-14,49.103347318579424
2022-04-15,48.08949401173516
2022-04-18,47.748270811716445
2022-04-19,47.15639770583563
2022-04-20,49.193359654697076
2022-04-21,50.12305047272115
2022-04-22,50.08870607915413
2022-04-25,49.13289804004981
2022-04-26,49.24768520067002
2022-04-27,49.01511307838485
2022-04-28,48.578814029713236
2022-04-29,49.95189922604731
2022-05-02,51.666894287788764
2022-05-03,50.95566304546292
2022-05-04,51.575536899330984
2022-05-05,51.15941717826361
2022-05-06,52.571148324977216
2022-05-09,55.68985040185765
2022-05-10,52.30975381431303
2022-05-11,52.30639251279942
2022-05-12,51.662683856394274
2022-05-13,52.42127536920664
2022-05-16,53.9367906456189
2022-05-17,53.81767449233682
2022-05-18,54.228205093948844
2022-05-19,54.14715808556942
2022-05-20,51.64239696581111
2022-05-23,52.45145436455374
2022-05-24,52.22971273241271
2022-05-25,51.08370354679572
2022-05-26,51.895305388679965
2022-05-27,52.26400721686658
2022-05-30,51.28210870085306
2022-05-31,51.85178775211596
2022-06-01,50.34935797224654
2022-06-02,48.40068903860255
2022-06-03,49.835489787955176
2022-06-06,50.71527225807764
2022-06-07,50.85791702487734
2022-06-08,52.642427428859506
2022-06-09,51.53705641476186
2022-06-10,54.28226632156438
2022-06-13,54.6660611736875
2022-06-14,54.44790127850896
2022-06-15,54.77153112263266
2022-06-16,54.969862019581754
2022-06-17,57.993302986661256
2022-06-20,58.379184401130765
2022-06-21,58.8540751086918
2022-06-22,60.368147213319475
2022-06-23,60.69862531028553
2022-06-24,59.65282058253227
2022-06-27,62.40527861181903
2022-06-28,64.72465704513654
2022-06-29,65.84112608242154
2022-06-30,66.89327974506186
2022-07-01,65.84893207769333
2022-07-04,63.82668939196589
2022-07-05,65.58877584099699
2022-07-06,65.70083022013551
2022-07-07,65.4305804994161
2022-07-08,63.24486954970551
2022-07-11,64.6908779554819
2022-07-12,65.86674258591961
2022-07-13,66.39412076246255
2022-07-14,71.84790387882673
2022-07-15,72.57042723670511
2022-07-18,71.66146461038547
2022-07-19,75.32083787235757
2022-07-20,71.93996610936233
2022-07-21,73.64329924334142
2022-07-22,72.68762675832892
2022-07-25,76.39551383950726
2022-07-26,74.95585543250222
2022-07-27,76.12292663542759
2022-07-28,76.64636138264908
2022-07-29,77.4702398703195
2022-08-01,74.71692067331408
2022-08-02,73.4939172043884
2022-08-03,71.70083211060314
2022-08-04,75.66742934586925
2022-08-05,73.11533118433368
2022-08-08,74.79848200961871
2022-08-09,75.32068198330249
2022-08-10,75.26695650509666
2022-08-11,76.68773833129255
2022-08-12,71.92247269252516
2022-08-15,72.81446664334689
2022-08-16,73.50803256249011
2022-08-17,73.6367601207597
2022-08-18,73.70916634325593
2022-08-19,71.95071944222461
2022-08-22,73.25568633278431
2022-08-23,74.49090743744254
2022-08-24,72.9319140088297
2022-08-25,69.91940885376324
2022-08-26,72.43663224159148
2022-08-29,73.39460427541198
2022-08-30,71.92480478303054
2022-08-31,68.02828244662254
2022-09-01,68.22121164605261
2022-09-02,70.21858062821747
2022-09-05,69.495171472756
2022-09-06,70.64848579615163
2022-09-07,73.42323891574588
2022-09-08,74.2556349443399
2022-09-09,75.65943280131302
2022-09-12,74.45444985538
2022-09-13,75.34053870936107
2022-09-14,75.83938455034176
2022-09-15,70.80436838841881
2022-09-16,69.71642770133009
2022-09-19,67.45270762334366
2022-09-20,65.34297532050067
2022-09-21,66.54874715411792
2022-09-22,68.20933952422612
2022-09-23,69.19009578398915
2022-09-26,70.2281866053151
2022-09-27,67.72770750653503
2022-09-28,68.22282029432134
2022-09-29,68.17940709206268
2022-09-30,67.7526806744413
2022-10-03,69.9612231594319
2022-10-04,72.85082771472116
2022-10-05,74.36888935575318
2022-10-06,75.96848686815898
2022-10-07,76.38932585228548
2022-10-10,74.96527399795978
2022-10-11,74.87126216385376
2022-10-12,74.20165443772166
2022-10-13,76.47887386105724
2022-10-14,77.48483059965884
2022-10-17,78.86977051393217
2022-10-18,79.71501447993028
2022-10-19,81.8096816564196
2022-10-20,83.49881529889142
2022-10-21,79.97384690784425
2022-10-24,78.7810109968773
2022-10-25,79.06071996943356
2022-10-26,76.19619004371144
2022-10-27,78.82949381075233
2022-10-28,77.19382150827865
2022-10-31,78.8752463228445
2022-11-01,79.0294556223342
2022-11-02,82.5537183697407
2022-11-03,84.66558816539491
2022-11-04,86.31485146720553
2022-11-07,86.57560218359794
2022-11-08,88.62873669033033
2022-11-09,89.59911519116656
2022-11-10,87.31414586406184
2022-11-11,84.71484367487514
2022-11-14,80.21873167743063
2022-11-15,77.5730988443598
2022-11-16,79.06229969383524
2022-11-17,80.98957813628915
2022-11-18,82.28532419160716
2022-11-21,77.08665200834812
2022-11-22,76.778342842277
2022-11-23,78.39252854891258
2022-11-24,75.32683048278562
2022-11-25,74.85583222104397
2022-11-28,73.46688251624741
2022-11-29,76.29890333876949
2022-11-30,79.88426329090927
2022-12-01,83.09439036989068
2022-12-02,82.06267974278657
2022-12-05,79.74670195482757
2022-12-06,78.67449162969433
2022-12-07,77.91795362866655
2022-12-08,77.34584973048797
2022-12-09,79.11555003733297
2022-12-12,79.1165203677354
2022-12-13,77.97750245309099
2022-12-14,79.53891392183485
2022-12-15,79.41806423878106
2022-12-16,79.29531548521598
2022-12-19,78.9225861901721
2022-12-20,76.9889535469637
2022-12-21,76.63652117884298
2022-12-22,76.42698668877782
2022-12-23,73.98706241713494
2022-12-26,75.70256265834536
2022-12-27,77.64206927028228
2022-12-28,74.65538290238723
2022-12-29,67.71568046161933
2022-12-30,68.12223794166741
2023-01-02,68.89832081362519
2023-01-03,71.4234190240202
2023-01-04,72.1362044033888
2023-01-05,73.91058401975424
2023-01-06,72.9310124119694
2023-01-09,71.85444185825575
2023-01-10,71.86639392514502
2023-01-11,70.66605563016194
2023-01-12,67.14767159914733
2023-01-13,66.5863348115918
2023-01-16,68.89270336788987
2023-01-17,70.8913711097071
2023-01-18,69.2306568673578
2023-01-19,64.34843754062345
2023-01-20,64.81665659629061
2023-01-23,63.19342346427958
2023-01-24,65.81003089069742
2023-01-25,63.71365123136618
2023-01-26,62.502768481462724
2023-01-27,66.95483231991214
2023-01-30,65.15301851481391
2023-01-31,61.061132315232264
2023-02-01,61.06646629215933
2023-02-02,61.04981491045291
2023-02-03,61.53712298686795
2023-02-06,63.32026060320484
2023-02-07,65.97661632428941
2023-02-08,67.82853549290658
2023-02-09,66.51477240863161
2023-02-10,64.4103639847253
2023-02-13,64.81848104363338
2023-02-14,65.54881088325676
2023-02-15,66.52894931678514
2023-02-16,64.89167643599993
2023-02-17,66.5279925300024
2023-02-20,67.22895757567076
2023-02-21,69.56456665644177
2023-02-22,66.2467128689299
2023-02-23,64.96403309609761
2023-02-24,64.26264984274
2023-02-27,66.05512158131036
2023-02-28,68.60898919601458
2023-03-01,69.22212179604864
2023-03-02,67.00124773907821
2023-03-03,67.48251451402021
2023-03-06,67.37115081494218
2023-03-07,70.92392271490294
2023-03-08,74.36648262149296
2023-03-09,74.62435975117512
2023-03-10,70.85154818473721
2023-03-13,67.97337997710822
2023-03-14,68.9711676288443
2023-03-15,65.50970790327831
2023-03-16,65.50239740459853
2023-03-17,68.23167538319981
2023-03-20,69.26809706540874
2023-03-21,68.32676068201374
2023-03-22,67.37692606162528
2023-03-23,64.30706785438018
2023-03-24,63.60883245503246
2023-03-27,61.75417471092146
2023-03-28,61.86214910246204
2023-03-29,62.06937840151973
2023-03-30,64.32486526261819
2023-03-31,64.36095352979157
2023-04-03,64.3460320286322
2023-04-04,61.12548417746255
2023-04-05,61.021315117151296
2023-04-06,59.91966006991496
2023-04-07,62.07511972597533
2023-04-10,64.42150523110894
2023-04-11,65.22147390265346
2023-04-12,65.33861419881302
2023-04-13,67.76013818350899
2023-04-14,66.72807577202296
2023-04-17,64.06287000829695
2023-04-18,62.98497529238878
2023-04-19,64.41200910877654
2023-04-20,65.24428324961114
2023-04-21,64.00750491386738
2023-04-24,65.57159004362003
2023-04-25,66.72986350569903
2023-04-26,65.85773815482793
2023-04-27,66.23097835741326
2023-04-28,65.60443524471346
2023-05-01,65.84658638164049
2023-05-02,67.14695416713653
2023-05-03,65.4221799747426
2023-05-04,62.88491913492492
2023-05-05,60.87365927605293
2023-05-08,59.31214602915003
2023-05-09,60.77281791510236
2023-05-10,59.452900477923144
2023-05-11,61.267541162877464
2023-05-12,61.47171057728567
2023-05-15,59.977783681101435
2023-05-16,59.84150375610337
2023-05-17,59.081129212728584
2023-05-18,63.43637503518393
2023-05-19,63.42615412966048
2023-05-22,64.72087993759277
2023-05-23,66.32265288446595
2023-05-24,65.77645500889334
2023-05-25,67.5259061727799
2023-05-26,69.26372697482738
2023-05-29,73.01260900383392
2023-05-30,73.09250826600264
2023-05-31,76.06190250501783
2023-06-01,73.11913340265647
2023-06-02,75.23254903203609
2023-06-05,75.22127105579176
2023-06-06,77.80315024101192
2023-06-07,77.38584654956045
2023-06-08,79.24635214290457
2023-06-09,73.07526922370964
2023-06-12,73.65182474555387
2023-06-13,72.2158006365786
2023-06-14,73.43876121342774
2023-06-15,71.47227618309817
2023-06-16,72.70245572247502
2023-06-19,73.15950750538953
2023-06-20,75.37135306698711
2023-06-21,77.20110336388936
2023-06-22,74.65127852742256
2023-06-23,74.370227358448
2023-06-26,73.68668354890917
2023-06-27,71.88391032078928
2023-06-28,69.06213042850447
2023-06-29,69.8991397336697
2023-06-30,70.48438902189166
2023-07-03,67.6350865960577
2023-07-04,67.86713723378699
2023-07-05,68.57572674329354
2023-07-06,67.01651474358685
2023-07-07,69.15295670616061
2023-07-10,67.91079872713743
2023-07-11,65.12673426327366
2023-07-12,65.21088922616492
2023-07-13,66.08105946350967
2023-07-14,66.03230292550408
2023-07-17,67.13416747792718
2023-07-18,73.47307917279825
2023-07-19,75.64491707165777
2023-07-20,74.92291604783672
2023-07-21,73.69525010757246
2023-07-24,71.3818953663985
2023-07-25,71.98919532077983
2023-07-26,71.65706764375058
2023-07-27,68.58072508347102
