Date,F
2021-07-19,283.8144126392959
2021-07-20,289.190540259814
2021-07-21,285.4935507213838
2021-07-22,277.92680444527355
2021-07-23,277.49741318367126
2021-07-26,275.5373638479821
2021-07-27,280.14698892570243
2021-07-28,281.89877869955325
2021-07-29,284.24702401255024
2021-07-30,278.22910610286976
2021-08-02,284.2550535192333
2021-08-03,278.5622654050051
2021-08-04,280.2313506528505
2021-08-05,280.47812865884794
2021-08-06,283.6915801057143
2021-08-09,279.0210799637057
2021-08-10,275.8294745187801
2021-08-11,272.7042777706159
2021-08-12,267.50198699965324
2021-08-13,265.2752752204187
2021-08-16,267.7577060839541
2021-08-17,267.0646491182676
2021-08-18,275.34617630943643
2021-08-19,281.93244408649934
2021-08-20,283.19304508579285
2021-08-23,282.59128189660333
2021-08-24,272.4166887643531
2021-08-25,278.9577886609771
2021-08-26,276.46724967785656
2021-08-27,277.1008397288586
2021-08-30,274.02747689036147
2021-08-31,268.54638701252696
2021-09-01,265.01799860287497
2021-09-02,266.65873284851324
2021-09-03,267.01094410793166
2021-09-06,258.25774093101273
2021-09-07,265.5701811280634
2021-09-08,266.021929820969
2021-09-09,262.26177213991497
2021-09-10,260.5038460024482
2021-09-13,265.97092648555616
2021-09-14,269.4849013634689
2021-09-15,265.51764146769943
2021-09-16,270.9465475623023
2021-09-17,268.2308824062848
2021-09-20,267.5388282313314
2021-09-21,273.22505997951896
2021-09-22,276.92830711840134
2021-09-23,273.1474371518924
2021-09-24,268.05455864573196
2021-09-27,266.7446187859929
2021-09-28,267.3005443460991
2021-09-29,261.4591614428814
2021-09-30,268.5646653128841
2021-10-01,264.93796601493204
2021-10-04,266.29613430171685
2021-10-05,261.79744774120826
2021-10-06,264.1780034404051
2021-10-07,268.6097435575214
2021-10-08,268.5780951889645
2021-10-11,272.18390460631133
2021-10-12,271.43394243215977
2021-10-13,272.2656162657501
2021-10-14,275.93511387886497
2021-10-15,274.5900105580353
2021-10-18,276.2425426914662
2021-10-19,284.54067335266825
2021-10-20,284.9608449369055
2021-10-21,278.6244723604014
2021-10-22,277.447175291576
2021-10-25,277.8826195016879
2021-10-26,267.78612297377583
2021-10-27,267.83625214678466
2021-10-28,271.0376374991853
2021-10-29,274.310409155936
2021-11-01,265.47397025988244
2021-11-02,269.6935803094472
2021-11-03,270.35699171670734
2021-11-04,268.2673786604786
2021-11-05,264.133089756922
2021-11-08,261.794159628574
2021-11-09,256.03827373257957
2021-11-10,266.29866549591793
2021-11-11,261.42013196844675
2021-11-12,252.6684517419199
2021-11-15,248.43839499553678
2021-11-16,243.70952334948055
2021-11-17,242.28896475069618
2021-11-18,241.23714034981367
2021-11-19,238.15066132915456
2021-11-22,232.97104477534987
2021-11-23,233.19642689046373
2021-11-24,239.03248334548636
2021-11-25,243.43429430662
2021-11-26,253.83435071582235
2021-11-29,255.8013932361845
2021-11-30,251.38618131736476
2021-12-01,256.19454823747463
2021-12-02,262.1478841434127
2021-12-03,268.26753130806395
2021-12-06,265.98272531263314
2021-12-07,270.78676272388003
2021-12-08,274.2203321257532
2021-12-09,275.65581698667427
2021-12-10,271.73482401400304
2021-12-13,270.6991383637346
2021-12-14,268.6609864575467
2021-12-15,269.189070591265
2021-12-16,269.48617245229343
2021-12-17,274.84275225347324
2021-12-20,282.9429610833361
2021-12-21,284.26230210521277
2021-12-22,286.136546509512
2021-12-23,295.1076992305915
2021-12-24,303.5003153510631
2021-12-27,315.90730627887854
2021-12-28,318.13471890155887
2021-12-29,315.58878140139836
2021-12-30,307.2553472852475
2021-12-31,310.54550440318997
2022-01-03,306.4466336902185
2022-01-04,311.37439003586474
2022-01-05,312.3846343973337
2022-01-06,309.43405207100534
2022-01-07,311.74297798436993
2022-01-10,311.9035761898216
2022-01-11,304.24588752864156
2022-01-12,304.60060734381113
2022-01-13,297.4034363294823
2022-01-14,294.01110545797775
2022-01-17,294.30470834922045
2022-01-18,299.3268627620631
2022-01-19,305.9328781242895
2022-01-20,310.84877436189475
2022-01-21,324.45057240490144
2022-01-24,320.56511439582516
2022-01-25,313.9996660054711
2022-01-26,316.7931839666378
2022-01-27,315.6353180552928
2022-01-28,320.376823879703
2022-01-31,310.9795125980121
2022-02-01,305.65710946566986
2022-02-02,299.27718550971116
2022-02-03,307.3953483448553
2022-02-04,297.46940538098863
2022-02-07,297.2775489558136
2022-02-08,292.91568321310837
2022-02-09,294.43070868509164
2022-02-10,282.9511729091797
2022-02-11,284.73148563899736
2022-02-14,283.7421253400036
2022-02-15,282.73684456986393
2022-02-16,282.94817145075274
2022-02-17,286.1744338291078
2022-02-18,287.20675083830486
2022-02-21,282.94575666721335
2022-02-22,277.14391485949767
2022-02-23,284.992183019127
2022-02-24,282.17268686518844
2022-02-25,287.46912015100855
2022-02-28,281.8247321001196
2022-03-01,277.7875569923189
2022-03-02,280.58011875041484
2022-03-03,284.31932893500783
2022-03-04,284.5023120618819
2022-03-07,283.4913402068505
2022-03-08,292.91609177929524
2022-03-09,295.5688632333677
2022-03-10,284.80040111727016
2022-03-11,287.3443438893173
2022-03-14,296.2076454745269
2022-03-15,288.23517938590123
2022-03-16,292.33352840902813
2022-03-17,286.4582574564327
2022-03-18,290.6752556298178
2022-03-21,293.4699312628547
2022-03-22,296.6564090870999
2022-03-23,293.2768537175142
2022-03-24,291.5826565007081
2022-03-25,289.87224974987686
2022-03-28,287.11375399656805
2022-03-29,284.8370221776644
2022-03-30,283.1736633228084
2022-03-31,283.16951981094303
2022-04-01,279.87176250596957
2022-04-04,279.1479305058912
2022-04-05,277.168344167725
2022-04-06,277.9540588205734
2022-04-07,283.29085511232154
2022-04-08,285.9877317924429
2022-04-11,289.5539063588096
2022-04-12,289.71188741827086
2022-04-13,293.15782373849567
2022-04-14,300.7457145047281
2022-04-15,299.57723483182144
2022-04-18,299.9074559646062
2022-04-19,303.4588419768645
2022-04-20,307.65825584841616
2022-04-21,301.54064036506463
2022-04-22,296.54164290482385
2022-04-25,290.64968647448086
2022-04-26,289.3468342314595
2022-04-27,288.5310626841624
2022-04-28,290.80394329074
2022-04-29,293.3684749188812
2022-05-02,296.63170760344696
2022-05-03,296.21854694393556
2022-05-04,296.08438848712245
2022-05-05,286.2627138292629
2022-05-06,286.27176569043354
2022-05-09,288.79733871699636
2022-05-10,291.02164936340057
2022-05-11,298.19257019787796
2022-05-12,297.55776754605597
2022-05-13,290.43035277217894
2022-05-16,290.4146621112202
2022-05-17,295.3795647584447
2022-05-18,298.56356053540674
2022-05-19,298.25204608559386
2022-05-20,296.2537392583749
2022-05-23,287.41838742361074
2022-05-24,281.8769377367573
2022-05-25,275.2843511321497
2022-05-26,270.36533798797547
2022-05-27,267.20942714276146
2022-05-30,265.5761314239915
2022-05-31,267.18733050875375
2022-06-01,264.2468304713991
2022-06-02,257.8512547460438
2022-06-03,257.7735790183322
2022-06-06,250.98897701360022
2022-06-07,244.40970662786103
2022-06-08,243.3223370736178
2022-06-09,238.6675564712304
2022-06-10,237.44452958052852
2022-06-13,241.48612482736436
2022-06-14,233.89544381241058
2022-06-15,245.07528176120843
2022-06-16,251.43567868883937
2022-06-17,247.82847453024863
2022-06-20,252.3703017229812
2022-06-21,254.5946663993335
2022-06-22,261.071536205932
2022-06-23,261.4638734426796
2022-06-24,261.69774992193715
2022-06-27,252.3639109916844
2022-06-28,248.8492082433451
2022-06-29,245.5063568719666
2022-06-30,257.3208411671371
2022-07-01,250.9497052983715
2022-07-04,254.78440997005436
2022-07-05,253.62145462871717
2022-07-06,252.52403739126476
2022-07-07,251.68386682647838
2022-07-08,253.7872010861975
2022-07-11,254.20760735214043
2022-07-12,255.9946506046147
2022-07-13,248.70480948604464
2022-07-14,244.76969481502132
2022-07-15,243.98354369321538
2022-07-18,241.43176061379322
2022-07-19,243.00465828305306
2022-07-20,241.47778579131204
2022-07-21,241.03806762721518
2022-07-22,240.9783266354145
2022-07-25,236.00239158043135
2022-07-26,236.96340606767367
2022-07-27,230.82928698964236
2022-07-28,231.21865498520125
2022-07-29,224.98286201938907
2022-08-01,225.96787391104192
2022-08-02,225.9501610610009
2022-08-03,228.94516284655165
2022-08-04,220.2765926412582
2022-08-05,217.6316608534595
2022-08-08,219.83372215671622
2022-08-09,220.97255984869392
2022-08-10,221.37378793027818
2022-08-11,223.76168414780125
2022-08-12,223.20853328923576
2022-08-15,227.25254149914883
2022-08-16,229.8648013118425
2022-08-17,234.743374361487
2022-08-18,234.49864511382532
2022-08-19,239.41507154616986
2022-08-22,233.89599129060917
2022-08-23,229.53655069657793
2022-08-24,224.02439686543752
2022-08-25,220.36514471963233
2022-08-26,216.5704038352111
2022-08-29,220.4033334599014
2022-08-30,218.1321195258372
2022-08-31,222.56792523957793
2022-09-01,222.26506048700634
2022-09-02,224.05788411276606
2022-09-05,225.05920456114666
2022-09-06,229.88408572173083
2022-09-07,236.2747235589327
2022-09-08,234.75482598138194
2022-09-09,239.1327653778295
2022-09-12,241.03180352802653
2022-09-13,237.50353372330864
2022-09-14,239.6661006529202
2022-09-15,235.744215733893
2022-09-16,239.32014107203648
2022-09-19,234.3860409669405
2022-09-20,235.62193157910997
2022-09-21,231.27553015422512
2022-09-22,233.7199333590398
2022-09-23,231.44778656132155
2022-09-26,237.86463647452177
2022-09-27,235.60351202828542
2022-09-28,231.09059762904462
2022-09-29,234.2332183629582
2022-09-30,232.08433798293294
2022-10-03,234.4044688187104
2022-10-04,232.42470889177383
2022-10-05,235.10584672236234
2022-10-06,233.57486205819674
2022-10-07,231.78928808304158
2022-10-10,237.8162886606608
2022-10-11,230.78921699981424
2022-10-12,231.37723554850143
2022-10-13,233.49570828692293
2022-10-14,231.2369501679991
2022-10-17,225.92587331440342
2022-10-18,223.5175662380676
2022-10-19,222.78292043524726
2022-10-20,220.30052296646156
2022-10-21,223.0560135907968
2022-10-24,226.32682499071822
2022-10-25,233.3007410556773
2022-10-26,236.68791860364473
2022-10-27,238.96601143640385
2022-10-28,242.55582829954227
2022-10-31,245.567891265713
2022-11-01,239.5698237804662
2022-11-02,238.51769998592172
2022-11-03,240.65920294886772
2022-11-04,244.6241791048637
2022-11-07,249.29896524126482
2022-11-08,242.85821559324074
2022-11-09,247.85749285908577
2022-11-10,246.06842368683246
2022-11-11,247.50611970477084
2022-11-14,241.32320553765103
2022-11-15,238.71533589551163
2022-11-16,246.25120385635276
2022-11-17,245.32707650476365
2022-11-18,245.24201777318262
2022-11-21,252.77119872341368
2022-11-22,253.78127523323573
2022-11-23,246.95239262340084
2022-11-24,243.4836198142389
2022-11-25,241.90688794799712
2022-11-28,242.4661325817054
2022-11-29,241.20243980861284
2022-11-30,233.98287153072386
2022-12-01,237.91108326769563
2022-12-02,239.82590717540322
2022-12-05,235.94945266295284
2022-12-06,237.16154063818516
2022-12-07,234.07070989787576
2022-12-08,233.83147052149948
2022-12-09,239.341158507338
2022-12-12,239.1097171442406
2022-12-13,243.31346871764342
2022-12-14,243.367246588136
2022-12-15,240.98573516186408
2022-12-16,243.94569692455036
2022-12-19,245.45864566941603
2022-12-20,248.38836266297974
2022-12-21,252.68006699976686
2022-12-22,250.86943969067252
2022-12-23,249.87535820120797
2022-12-26,247.8348847790454
2022-12-27,243.04687435060973
2022-12-28,246.6516146537636
2022-12-29,246.3557174307528
2022-12-30,241.36255717608879
2023-01-02,244.0014404847017
2023-01-03,244.94872344441427
2023-01-04,250.7202274137589
2023-01-05,248.32627094917544
2023-01-06,246.09217061082123
2023-01-09,250.3039758357913
2023-01-10,246.27731592589754
2023-01-11,252.65644331252255
2023-01-12,259.0422028223354
2023-01-13,258.7107818634555
2023-01-16,264.3953658905106
2023-01-17,262.6648616704237
2023-01-18,262.8266697415442
2023-01-19,261.522646096483
2023-01-20,254.74301799696966
2023-01-23,250.11151092349402
2023-01-24,248.04739493028598
2023-01-25,245.01435793673258
2023-01-26,245.81890040713745
2023-01-27,244.12964998596442
2023-01-30,239.30598453315102
2023-01-31,244.78595760937392
2023-02-01,248.49604125266194
2023-02-02,248.50083305806385
2023-02-03,243.77832282892558
2023-02-06,238.21862690071117
2023-02-07,238.40252012041975
2023-02-08,239.3048419837555
2023-02-09,248.6473313223538
2023-02-10,254.78419302538668
2023-02-13,254.9085895332926
2023-02-14,262.8786016554421
2023-02-15,263.31300354308763
2023-02-16,265.30228923159063
2023-02-17,265.09309779060885
2023-02-20,269.61471699404774
2023-02-21,272.4590663342497
2023-02-22,271.7201637513753
2023-02-23,272.96654826588514
2023-02-24,275.5951232240562
2023-02-27,281.4428603015545
2023-02-28,284.7892580258372
2023-03-01,288.8768158740651
2023-03-02,295.73429047060415
2023-03-03,295.6228362667302
2023-03-06,303.3339647931435
2023-03-07,303.884408828718
2023-03-08,307.2860082137623
2023-03-09,306.57050258990614
2023-03-10,302.26052041212705
2023-03-13,303.9186779337185
2023-03-14,306.65686694903246
2023-03-15,307.6190395832955
2023-03-16,301.99185701714543
2023-03-17,305.61960005378813
2023-03-20,309.7815554772903
2023-03-21,303.6994924400132
2023-03-22,307.33282616180406
2023-03-23,309.64361161762577
2023-03-24,310.43082794606215
2023-03-27,318.57671096622033
2023-03-28,329.1001295704296
2023-03-29,326.48741871015034
2023-03-30,326.94722709654474
2023-03-31,326.43980165975137
2023-04-03,328.62788578152356
2023-04-04,329.2719301537932
2023-04-05,328.0374383419033
2023-04-06,325.730505770113
2023-04-07,327.69391771110605
2023-04-10,324.34875490853835
2023-04-11,331.8966884495191
2023-04-12,326.6922787351132
2023-04-13,330.01972181884116
2023-04-14,336.64662410571896
2023-04-17,330.5762370138799
2023-04-18,335.82462094303
2023-04-19,347.33153633888514
2023-04-20,352.7639132037018
2023-04-21,352.24997695681293
2023-04-24,347.9153738953237
2023-04-25,348.1270603968297
2023-04-26,345.1231697333757
2023-04-27,358.9551483635024
2023-04-28,349.79392724317705
2023-05-01,343.21201075874717
2023-05-02,344.6188516300455
2023-05-03,343.7884151057962
2023-05-04,344.1639070806129
2023-05-05,346.9239578133619
2023-05-08,350.1051703643476
2023-05-09,354.6276721454304
2023-05-10,359.5910377155561
2023-05-11,357.44592667603615
2023-05-12,361.25542206447113
2023-05-15,355.38791358082796
2023-05-16,359.1146281585841
2023-05-17,356.67622158169144
2023-05-18,362.22587947225685
2023-05-19,360.7671591557732
2023-05-22,365.5599494143442
2023-05-23,367.6432061881768
2023-05-24,372.9629291437874
2023-05-25,379.4926999205957
2023-05-26,389.1281461637864
2023-05-29,391.14666258828134
2023-05-30,388.5265735805143
2023-05-31,380.221116030813
2023-06-01,369.93458789052454
2023-06-02,356.7915190240443
2023-06-05,360.1121959850827
2023-06-06,362.1683101620781
2023-06-07,349.5043304962486
2023-06-08,351.0519722156611
2023-06-09,348.46114317903283
2023-06-12,348.30548402201055
2023-06-13,345.5579062542213
2023-06-14,343.9034116556762
2023-06-15,336.2511687467081
2023-06-16,342.2668679990215
2023-06-19,343.9417816325082
2023-06-20,350.91798369445627
2023-06-21,356.259891941687
2023-06-22,358.8977226988428
2023-06-23,365.3130762087
2023-06-26,367.883943900597
2023-06-27,365.35165486698014
2023-06-28,376.91587389022516
2023-06-29,371.23342187517136
2023-06-30,365.2491401243564
2023-07-03,367.5716230788004
2023-07-04,367.0548804162509
2023-07-05,359.7070338742759
2023-07-06,349.70252951261045
2023-07-07,352.4030132501758
2023-07-10,349.3206225559477
2023-07-11,348.51323491865946
2023-07-12,344.7148045743248
2023-07-13,343.9684525905719
2023-07-14,345.6855243811454
2023-07-17,344.18478558485884
2023-07-18,349.00622604555014
2023-07-19,348.1664111880033
2023-07-20,342.2829464497077
2023-07-21,337.4753592641075
2023-07-24,336.53422503144304
2023-07-25,340.4745433594401
2023-07-26,339.5576887911688
2023-07-27,339.8536529613175
2023-07-28,342.2362886668259
2023-07-31,343.4695045059593
2023-08-01,338.3371247174932
2023-08-02,337.9499580171197
