Date,TXN
2020-04-06,420.93467737027544
2020-04-07,421.8375946704656
2020-04-08,435.1658081685135
2020-04-09,430.2976416217843
2020-04-10,422.67709543756627
2020-04-13,425.5992698393628
2020-04-14,406.316368733977
2020-04-15,407.27776345651597
2020-04-16,399.60240912796263
2020-04-17,410.00492217384453
2020-04-20,406.7663433799233
2020-04-21,413.47670489730933
2020-04-22,418.4030039074764
2020-04-23,409.69651129916696
2020-04-24,413.722184931748
2020-04-27,416.1093666721444
2020-04-28,404.52878297031424
2020-04-29,399.21489045538306
2020-04-30,382.0448201983393
2020-05-01,390.38894672248693
2020-05-04,404.95175040180686
2020-05-05,419.16965897024596
2020-05-06,440.01053701477196
2020-05-07,436.0135920041505
2020-05-08,435.75508990892246
2020-05-11,444.7956156132578
2020-05-12,436.5507276634157
2020-05-13,436.01496781862784
2020-05-14,440.78429563912255
2020-05-15,434.73021523440707
2020-05-18,437.21572698752107
2020-05-19,441.2384135374806
2020-05-20,438.6423532282687
2020-05-21,462.39196994461554
2020-05-22,449.67448662065425
2020-05-25,456.643105208486
2020-05-26,460.88011114398284
2020-05-27,471.28534177091404
2020-05-28,457.08939880654316
2020-05-29,461.20351335726474
2020-06-01,452.1645013881838
2020-06-02,463.0462756076538
2020-06-03,467.20991324041853
2020-06-04,483.0911954684775
2020-06-05,512.3284094926853
2020-06-08,501.54221568254405
2020-06-09,510.36312619303544
2020-06-10,529.2360697954168
2020-06-11,513.6094108008422
2020-06-12,501.57514351255037
2020-06-15,495.3288605963881
2020-06-16,482.42313157579923
2020-06-17,458.7541842536082
2020-06-18,439.95367310552876
2020-06-19,431.9092761562063
2020-06-22,447.2983972499212
2020-06-23,430.30732493155625
2020-06-24,435.43450639760266
2020-06-25,437.70471228780195
2020-06-26,433.95729484928273
2020-06-29,457.8569091638319
2020-06-30,454.33593402470547
2020-07-01,434.2921163800827
2020-07-02,425.424801478396
2020-07-03,411.6051937708849
2020-07-06,403.0455259020787
2020-07-07,413.02302706184634
2020-07-08,401.47009015928745
2020-07-09,390.9893495076391
2020-07-10,398.9321987741541
2020-07-13,389.16990581818663
2020-07-14,391.75720974750146
2020-07-15,392.391117542267
2020-07-16,392.26982392607226
2020-07-17,397.2526228737494
2020-07-20,392.387145333802
2020-07-21,392.58940020065864
2020-07-22,396.09965593295686
2020-07-23,392.87992537376226
2020-07-24,368.16298865136315
2020-07-27,358.0485124084877
2020-07-28,372.52611125564437
2020-07-29,374.8885589232132
2020-07-30,386.70535041612715
2020-07-31,393.5181128147619
2020-08-03,409.92101852028145
2020-08-04,434.02812612850727
2020-08-05,425.24388026642356
2020-08-06,421.2418250132538
2020-08-07,418.7240070598121
2020-08-10,425.67136025299635
2020-08-11,423.0108185189425
2020-08-12,428.6332794289376
2020-08-13,452.4940437474476
2020-08-14,443.36248473462757
2020-08-17,438.3969495156897
2020-08-18,437.8106615157279
2020-08-19,409.91241848622093
2020-08-20,414.7884464894367
2020-08-21,424.7794091891255
2020-08-24,432.68658133828603
2020-08-25,415.66650011498325
2020-08-26,431.0881356613299
2020-08-27,420.19455910041705
2020-08-28,420.40491306416953
2020-08-31,437.3316942885681
2020-09-01,455.28019308544134
2020-09-02,451.6137864221305
2020-09-03,467.6184498690025
2020-09-04,479.73847966366026
2020-09-07,457.24155637846803
2020-09-08,454.11767351607267
2020-09-09,462.60625921735823
2020-09-10,471.6377945660562
2020-09-11,460.1401634994714
2020-09-14,435.45801734557404
2020-09-15,461.6655807848773
2020-09-16,443.09841273506436
2020-09-17,451.39157852294704
2020-09-18,454.97451375844344
2020-09-21,473.87003563831064
2020-09-22,487.55770724426867
2020-09-23,459.3504882402368
2020-09-24,455.67616113076923
2020-09-25,473.7056914451484
2020-09-28,455.46078400451137
2020-09-29,446.28432244339893
2020-09-30,431.9276428641281
2020-10-01,442.81511303052343
2020-10-02,444.6218623481428
2020-10-05,441.26496155712795
2020-10-06,426.76379485305137
2020-10-07,426.0247834264997
2020-10-08,439.2306750152669
2020-10-09,427.9378463978386
2020-10-12,401.3345692696155
2020-10-13,402.4376700644932
2020-10-14,394.0143617331678
2020-10-15,404.3417092685828
2020-10-16,394.6112941132714
2020-10-19,393.33808041822385
2020-10-20,391.8953955955078
2020-10-21,392.77153513580004
2020-10-22,408.31163838554676
2020-10-23,421.3641940318866
2020-10-26,420.0166987202628
2020-10-27,424.6903181429506
2020-10-28,419.52952657480114
2020-10-29,416.8336763797742
2020-10-30,421.575216227352
2020-11-02,407.241669110575
2020-11-03,411.5913417390166
2020-11-04,400.9836039913613
2020-11-05,405.7174248637348
2020-11-06,418.2909360807088
2020-11-09,417.82569464451893
2020-11-10,397.747060578776
2020-11-11,391.592001340237
2020-11-12,383.82840175223043
2020-11-13,375.6608161176385
2020-11-16,418.0823991390147
2020-11-17,420.9342525196713
2020-11-18,424.57507773999083
2020-11-19,409.5021028470433
2020-11-20,418.51036463621443
2020-11-23,415.5519275925587
2020-11-24,434.03788393893547
2020-11-25,437.6067055432279
2020-11-26,418.82819681408955
2020-11-27,426.96108923265535
2020-11-30,416.87568709498635
2020-12-01,428.2523973750362
2020-12-02,443.88117003871736
2020-12-03,457.9734308786927
2020-12-04,477.0619631045091
2020-12-07,490.5529584295135
2020-12-08,518.2949392910667
2020-12-09,503.749697679241
2020-12-10,489.48081627667494
2020-12-11,472.12799396766655
2020-12-14,473.2783157790772
2020-12-15,479.7320361084729
2020-12-16,487.8124091745456
2020-12-17,498.22573997542537
2020-12-18,494.4987885361287
2020-12-21,485.4566988572763
2020-12-22,481.79105172936937
2020-12-23,486.7385718622593
2020-12-24,484.7628336714367
2020-12-25,502.745854847946
2020-12-28,519.2561848941726
2020-12-29,505.9785289687338
2020-12-30,480.57129758696124
2020-12-31,494.0704251595061
2021-01-01,493.24317882598194
2021-01-04,465.6084603365469
2021-01-05,471.8653238718753
2021-01-06,478.27984085981797
2021-01-07,465.3810098629551
2021-01-08,460.31883023193143
2021-01-11,469.87620268130127
2021-01-12,464.1500012956604
2021-01-13,473.74459080991824
2021-01-14,450.98701486446214
2021-01-15,449.11109041151377
2021-01-18,439.684485016472
2021-01-19,432.0871889631924
2021-01-20,447.67706309093734
2021-01-21,438.9480690973726
2021-01-22,430.8859223701068
2021-01-25,428.34607308264003
2021-01-26,436.7951463076723
2021-01-27,444.9380133745335
2021-01-28,490.12794953023683
2021-01-29,495.9929051948738
2021-02-01,488.710197722582
2021-02-02,495.34709387339717
2021-02-03,504.3880204979977
2021-02-04,504.9903163463468
2021-02-05,498.12950647482603
2021-02-08,501.3146240454514
2021-02-09,516.7570816966468
2021-02-10,531.4680207805749
2021-02-11,519.3876897277206
2021-02-12,532.721683318884
2021-02-15,533.7010923185562
2021-02-16,520.1650023973566
2021-02-17,526.9987956965377
2021-02-18,545.9612133199147
2021-02-19,517.8092401732039
2021-02-22,508.63385318539025
2021-02-23,515.0880920172929
2021-02-24,508.0894092376162
2021-02-25,503.8278099826711
2021-02-26,507.3047514593073
2021-03-01,524.1213434147123
2021-03-02,530.8370575558123
2021-03-03,536.9034390816695
2021-03-04,531.4013420932785
2021-03-05,507.23455830840135
2021-03-08,492.7388981495917
2021-03-09,519.0118386565427
2021-03-10,501.8368070177075
2021-03-11,497.73156301673055
2021-03-12,485.95725542584523
2021-03-15,476.39982867426994
2021-03-16,471.6880285928843
2021-03-17,453.9396440198815
2021-03-18,439.423309190945
2021-03-19,422.32856168602206
2021-03-22,428.6757424717887
2021-03-23,429.85971570468934
2021-03-24,427.0416066450527
2021-03-25,432.4529755513211
2021-03-26,460.65619265870737
2021-03-29,459.81637435517257
2021-03-30,446.1188657833851
2021-03-31,457.7864681283583
2021-04-01,446.3181611225625
2021-04-02,439.22541024648524
2021-04-05,431.4888838665058
2021-04-06,445.943744085832
2021-04-07,453.6820019533234
2021-04-08,472.0840204003838
2021-04-09,480.4904914868112
2021-04-12,477.7379374988059
2021-04-13,483.5161003792463
2021-04-14,491.9133629229105
2021-04-15,505.29359627423463
2021-04-16,530.2323612001788
2021-04-19,548.0818757992445
2021-04-20,556.6837656086941
2021-04-21,549.453911683663
2021-04-22,567.1643348518489
2021-04-23,597.6147636725304
2021-04-26,591.2881583254747
2021-04-27,583.0809909660337
2021-04-28,579.3427968026581
2021-04-29,566.112558961994
2021-04-30,576.9467524999656
2021-05-03,604.4350589130719
2021-05-04,596.3086655263243
2021-05-05,576.4188239742213
2021-05-06,578.2937948776912
2021-05-07,577.7751468989753
2021-05-10,597.9285476075269
2021-05-11,580.9540549260018
2021-05-12,606.5896611977502
2021-05-13,604.9775431025495
2021-05-14,612.9805244419476
2021-05-17,632.0314106259522
2021-05-18,640.7617519563053
2021-05-19,612.9931064640706
2021-05-20,601.056615385158
2021-05-21,587.9300717795779
2021-05-24,586.0144258608449
2021-05-25,628.6462004892735
2021-05-26,644.4031430531512
2021-05-27,644.8379287768327
2021-05-28,638.7778741596344
2021-05-31,637.3447910816301
2021-06-01,638.7611300405321
2021-06-02,645.5696938374664
2021-06-03,681.6243348563986
2021-06-04,679.3239073496887
2021-06-07,680.8685815590611
2021-06-08,704.6864190050151
2021-06-09,683.2515753684582
2021-06-10,694.9817760910403
2021-06-11,736.8984953436855
2021-06-14,711.4994211510447
2021-06-15,696.9693193261696
2021-06-16,703.5571642341781
2021-06-17,688.3905243499812
2021-06-18,709.969407250596
2021-06-21,660.9344057309194
2021-06-22,672.2546565927354
2021-06-23,681.0106726457229
2021-06-24,676.1830595708457
2021-06-25,677.4086760320779
2021-06-28,680.8797534664045
2021-06-29,698.0554150411456
2021-06-30,670.799399150466
2021-07-01,674.9223146982472
2021-07-02,655.4233977568547
2021-07-05,669.3092595209139
2021-07-06,713.6281511787003
2021-07-07,716.452351091515
2021-07-08,746.1335324731215
2021-07-09,781.5608976201052
2021-07-12,767.0040427755843
2021-07-13,748.8069148630118
2021-07-14,785.5029080473536
2021-07-15,821.1900133063207
2021-07-16,826.4867220074394
2021-07-19,897.9092588974914
2021-07-20,912.2809590535826
2021-07-21,923.7635521884315
2021-07-22,949.5434876567842
2021-07-23,1019.753126664618
2021-07-26,996.5621555707176
2021-07-27,1029.1966437887745
2021-07-28,1049.6753684220755
2021-07-29,1068.2792484752042
2021-07-30,1058.8352863131431
2021-08-02,1056.3699905673195
2021-08-03,1012.6798007347921
2021-08-04,1017.7009693899123
2021-08-05,970.681012596414
2021-08-06,998.1122649764095
2021-08-09,963.1676934078284
2021-08-10,979.2621671555505
2021-08-11,977.0229010674066
2021-08-12,1010.4400245771508
2021-08-13,985.6872730426569
2021-08-16,1023.1027836146944
2021-08-17,1000.4799362749894
2021-08-18,1022.1614836361954
2021-08-19,984.5057552533
2021-08-20,938.3209797621356
2021-08-23,921.087317167205
2021-08-24,929.9733090054577
2021-08-25,905.8602484175495
2021-08-26,896.6080807904858
2021-08-27,943.5940913510744
2021-08-30,904.9979450715116
2021-08-31,901.9265984607317
2021-09-01,923.9474413128106
2021-09-02,908.9667028514278
2021-09-03,907.3548369565032
2021-09-06,884.6185814521269
2021-09-07,876.4825542179365
2021-09-08,803.9735546164853
2021-09-09,806.8596303495785
2021-09-10,785.8694996482816
2021-09-13,753.092517207313
2021-09-14,782.3792048506157
2021-09-15,778.6735265819868
2021-09-16,760.8968911413505
2021-09-17,762.3384601917468
2021-09-20,750.5676317786161
2021-09-21,765.9515916925903
2021-09-22,764.586927237675
2021-09-23,733.2028913919096
2021-09-24,744.0447179912977
2021-09-27,744.637038401042
2021-09-28,734.7430705869294
2021-09-29,722.5753961316221
2021-09-30,739.2396347068873
2021-10-01,745.9128415659803
2021-10-04,748.3596695509372
2021-10-05,747.5194132897797
2021-10-06,735.3250711962655
2021-10-07,769.6856363681788
2021-10-08,734.0646176559922
2021-10-11,742.129587549548
2021-10-12,763.5958916370809
2021-10-13,734.3139916538103
2021-10-14,753.4355340616268
2021-10-15,741.7157939170926
2021-10-18,737.8265147983884
2021-10-19,757.2390577464761
2021-10-20,718.5330734213086
2021-10-21,689.0950031357721
2021-10-22,704.3875550639664
2021-10-25,679.703335745301
2021-10-26,720.0516001110893
2021-10-27,713.2771717524846
2021-10-28,701.8252090906634
2021-10-29,717.1209345040801
2021-11-01,707.2733295068554
2021-11-02,695.5874638169666
2021-11-03,736.2498648370314
2021-11-04,695.075951513586
2021-11-05,672.8448760087273
2021-11-08,688.5174481412714
2021-11-09,677.5570507135117
2021-11-10,714.2154670739069
2021-11-11,730.8580308977387
2021-11-12,738.7040169952055
2021-11-15,727.8136373452619
2021-11-16,712.5253215938865
2021-11-17,703.2641586097094
2021-11-18,713.7288460059958
2021-11-19,691.9452339534815
2021-11-22,739.0899369972516
2021-11-23,723.7244980424093
2021-11-24,730.1088782839115
2021-11-25,727.4431785562382
2021-11-26,734.9740953863663
2021-11-29,706.3401848716446
2021-11-30,679.9670209092344
2021-12-01,665.1357728516571
2021-12-02,709.5858927444875
2021-12-03,660.4234636743836
2021-12-06,645.9250334478319
2021-12-07,600.8439018082456
2021-12-08,578.9159228326249
2021-12-09,562.7328963488972
2021-12-10,547.4412596108242
2021-12-13,540.0476428447919
2021-12-14,534.7564348291218
2021-12-15,535.2378452757337
2021-12-16,520.1733547572167
2021-12-17,514.4389668518872
2021-12-20,541.5882230799256
2021-12-21,548.0280396735033
2021-12-22,544.2728904812517
2021-12-23,519.46915104003
2021-12-24,515.8179409229426
2021-12-27,512.1358782300587
2021-12-28,484.2817812403136
2021-12-29,495.04439750786787
2021-12-30,496.60219996639387
2021-12-31,483.7560433247204
2022-01-03,497.6837473926595
2022-01-04,504.8611698838721
2022-01-05,514.2792569563815
2022-01-06,489.91570598668363
2022-01-07,494.9437092860125
2022-01-10,477.07815546044674
2022-01-11,455.05184955933004
2022-01-12,466.66158015365426
2022-01-13,482.02618523779995
2022-01-14,467.02982863598095
2022-01-17,478.7193279373273
2022-01-18,472.8974071009198
2022-01-19,484.21671940081984
2022-01-20,504.90857978290217
2022-01-21,491.67792534569446
2022-01-24,492.1094773173732
2022-01-25,513.4674368631273
2022-01-26,529.3294877498586
2022-01-27,503.86498294382164
2022-01-28,513.7743450045681
2022-01-31,516.3372716843554
2022-02-01,520.7787856303709
2022-02-02,534.8390110773754
2022-02-03,521.0498969943908
2022-02-04,510.8456894876744
2022-02-07,512.755168576694
2022-02-08,540.4288367051408
2022-02-09,512.5855868673905
2022-02-10,529.31048139163
2022-02-11,513.7796582065612
2022-02-14,518.1558200303994
2022-02-15,513.771028413578
2022-02-16,522.0707338456584
2022-02-17,518.0402718929666
2022-02-18,529.6201949083033
2022-02-21,544.1962802926638
2022-02-22,572.8176756576622
2022-02-23,587.6395215001755
2022-02-24,570.4389912839215
2022-02-25,563.2352053586233
2022-02-28,573.8837350496572
2022-03-01,602.514741297361
2022-03-02,611.5606588469061
2022-03-03,593.0598182757584
2022-03-04,591.6294354347484
2022-03-07,608.7781102505433
2022-03-08,605.0935891966872
2022-03-09,586.8301751348249
2022-03-10,585.8336686544917
2022-03-11,598.4272553347892
2022-03-14,617.521523160344
2022-03-15,614.9276159365048
2022-03-16,622.3710195761532
2022-03-17,618.6126021599287
2022-03-18,607.1589854782031
2022-03-21,581.4497219318127
2022-03-22,579.2843683799391
2022-03-23,561.3663313011635
2022-03-24,573.6800120136421
2022-03-25,551.0747405239584
2022-03-28,562.2688144719779
2022-03-29,571.7109207418432
2022-03-30,530.5800699439263
2022-03-31,544.5365696980058
2022-04-01,530.4437329946298
2022-04-04,531.9330180094094
2022-04-05,543.872187192754
2022-04-06,529.5440866518111
2022-04-07,505.34145626581454
2022-04-08,476.24686027450485
2022-04-11,474.22964841132926
2022-04-12,473.9797453921376
2022-04-13,499.367077152753
2022-04-14,494.7003694376182
2022-04-15,480.4081680638074
2022-04-18,491.817263233208
2022-04-19,476.4577110867388
2022-04-20,483.7589801606405
2022-04-21,508.63872089501086
2022-04-22,504.6556370555296
2022-04-25,500.39409068033945
2022-04-26,490.9882679434956
2022-04-27,517.108811070514
2022-04-28,518.2402985671332
2022-04-29,528.3122038911978
2022-05-02,518.1934847605801
2022-05-03,516.217211894144
2022-05-04,502.66972598734236
2022-05-05,525.3733066879489
2022-05-06,551.4615501595226
2022-05-09,573.7587979710636
2022-05-10,582.7194147218604
2022-05-11,568.8994755188241
2022-05-12,580.2680663358601
2022-05-13,583.7239029217852
2022-05-16,555.140428644685
2022-05-17,552.2798186715368
2022-05-18,555.9534020313635
2022-05-19,552.7164739406384
2022-05-20,533.7220378339637
2022-05-23,524.8728862340984
2022-05-24,500.24601627270084
2022-05-25,475.9086547065486
2022-05-26,465.3560208849575
2022-05-27,476.4677704820009
2022-05-30,483.2507575453481
2022-05-31,478.4879901803091
2022-06-01,489.6311326330884
2022-06-02,502.7873724873638
2022-06-03,520.5460757162432
2022-06-06,510.70179593313577
2022-06-07,489.58103872428813
2022-06-08,517.1953916566778
2022-06-09,507.6569281026353
2022-06-10,485.488193261499
2022-06-13,469.87534623187514
2022-06-14,474.2153884846166
2022-06-15,465.45576025564657
2022-06-16,479.97203982944427
2022-06-17,467.18711484132876
2022-06-20,474.27594951437595
2022-06-21,475.58352532849926
2022-06-22,490.43719502430463
2022-06-23,485.2785642384729
2022-06-24,459.6694987384074
2022-06-27,489.60334956138865
2022-06-28,484.1405151928719
2022-06-29,482.7176447474257
2022-06-30,477.235265565731
2022-07-01,479.69318585486013
2022-07-04,469.5068471813433
2022-07-05,448.3575985566275
2022-07-06,425.6638345580068
2022-07-07,418.87230401860097
2022-07-08,426.42155205138545
2022-07-11,421.8543005950234
2022-07-12,405.1366041375676
2022-07-13,400.7681026426279
2022-07-14,393.4610788077096
2022-07-15,382.3426953513323
2022-07-18,380.2284607101756
2022-07-19,377.52268139912906
2022-07-20,391.16823426113217
2022-07-21,382.84772768472743
2022-07-22,383.6709847115926
2022-07-25,375.28812122869033
2022-07-26,378.36490581495616
2022-07-27,379.9918877936922
2022-07-28,383.0675749448229
2022-07-29,369.6919807569456
2022-08-01,372.48174521856026
2022-08-02,385.7399384140322
2022-08-03,398.1320126791951
2022-08-04,395.0639603434123
2022-08-05,386.35676189719595
2022-08-08,388.48505097569245
2022-08-09,391.6562546837208
2022-08-10,403.33656736408136
2022-08-11,399.09590445521786
2022-08-12,387.84695643778025
2022-08-15,397.79237768738176
2022-08-16,395.22250677234194
2022-08-17,385.22077298508634
2022-08-18,404.9859394233985
2022-08-19,409.2508712786227
2022-08-22,406.13927480676574
2022-08-23,405.2796592999254
2022-08-24,394.40941166055075
2022-08-25,414.83818416643743
2022-08-26,415.4965880220374
2022-08-29,414.53549597522994
2022-08-30,410.4930183552637
2022-08-31,439.9057234471376
2022-09-01,443.491848382979
2022-09-02,433.71748918654094
2022-09-05,432.7608678924465
2022-09-06,435.8224591835111
2022-09-07,449.14874620273946
2022-09-08,451.22363783617675
2022-09-09,468.94662864097774
2022-09-12,480.9260106967137
2022-09-13,483.7783631784401
2022-09-14,502.01036959885795
2022-09-15,528.1891805933186
2022-09-16,534.7604902819946
2022-09-19,534.5943884542049
2022-09-20,549.7048011107846
2022-09-21,582.5555461834956
2022-09-22,575.1033845115319
2022-09-23,550.5762400890628
2022-09-26,549.5979664247883
2022-09-27,547.0199228948286
2022-09-28,566.5570918713696
2022-09-29,569.1974945938794
2022-09-30,580.6362263045739
2022-10-03,560.7959906873253
2022-10-04,552.7220968681406
2022-10-05,556.7799039230083
2022-10-06,577.7263733064046
2022-10-07,573.2533089270586
2022-10-10,589.8485630962239
2022-10-11,587.1561351966016
2022-10-12,562.215275621675
2022-10-13,572.1885646925922
2022-10-14,570.7762108362857
2022-10-17,599.2127859622931
2022-10-18,589.0934961873156
2022-10-19,610.6172523072977
2022-10-20,619.8617486538972
2022-10-21,632.8022960025108
2022-10-24,680.034519617406
2022-10-25,670.7477895130096
2022-10-26,692.5799875965436
2022-10-27,704.8676157994688
2022-10-28,726.1996758337245
2022-10-31,740.3446015119864
2022-11-01,734.5665635470714
2022-11-02,708.023419047698
2022-11-03,693.7513291419625
2022-11-04,675.0123337012154
2022-11-07,670.2367726386634
2022-11-08,669.9522808007697
2022-11-09,678.1290893662756
2022-11-10,708.574370485354
2022-11-11,731.4004686017595
2022-11-14,733.7481803067863
2022-11-15,727.5559770240392
2022-11-16,738.4490697118903
2022-11-17,772.1839982465106
2022-11-18,762.4980947298151
2022-11-21,742.7529084965973
2022-11-22,715.4297480828336
2022-11-23,715.2800153766137
2022-11-24,695.108852444337
2022-11-25,650.606412016435
2022-11-28,673.4002251873237
2022-11-29,672.9571735271953
2022-11-30,654.1747241676993
2022-12-01,686.7938710278545
2022-12-02,688.06801259319
2022-12-05,691.7986838374926
2022-12-06,661.1856889747619
2022-12-07,628.9826275823417
2022-12-08,609.8691615360501
2022-12-09,637.9243838965656
2022-12-12,613.8281311431123
2022-12-13,603.7939391973324
2022-12-14,598.9880090900041
2022-12-15,587.8334684295437
2022-12-16,598.7873163986214
2022-12-19,595.610274053754
2022-12-20,561.2350565138759
2022-12-21,562.9355027489032
2022-12-22,561.330117842468
2022-12-23,555.4952122598618
2022-12-26,553.7382929896307
2022-12-27,579.1249126484339
2022-12-28,584.9922041404938
2022-12-29,611.9312738292249
2022-12-30,615.5793426747147
2023-01-02,596.0799793348751
2023-01-03,588.4838563100351
2023-01-04,601.7142437912049
2023-01-05,603.9461522951162
2023-01-06,606.7896761976313
2023-01-09,621.0501450011699
2023-01-10,609.9834437888808
2023-01-11,574.6703841451218
2023-01-12,549.6789546975922
2023-01-13,531.8558710806706
2023-01-16,552.5401158705232
2023-01-17,544.3915165777909
2023-01-18,531.93599933305
2023-01-19,532.2029014971448
2023-01-20,559.1218002600035
2023-01-23,568.6409236550752
2023-01-24,581.8714943417771
2023-01-25,567.8276383024793
2023-01-26,559.9988133560744
2023-01-27,581.5726858845419
2023-01-30,590.6818878402427
2023-01-31,600.5379175638902
2023-02-01,585.1930497764162
2023-02-02,602.8482627753986
2023-02-03,595.9148647319678
2023-02-06,614.1313022306757
2023-02-07,620.542996674911
2023-02-08,612.596116044726
2023-02-09,615.4268756021013
2023-02-10,636.7603036631423
2023-02-13,627.5294098491926
2023-02-14,644.7270233047087
2023-02-15,646.1849296110692
2023-02-16,620.310714159072
2023-02-17,592.8569474447879
2023-02-20,585.1909753022941
2023-02-21,614.7769647213939
2023-02-22,623.4164874911708
2023-02-23,656.354352836233
2023-02-24,693.5593424960227
2023-02-27,684.5028052931474
2023-02-28,700.0146412094878
2023-03-01,685.7378001821028
2023-03-02,681.944496235337
2023-03-03,702.6178865742495
2023-03-06,686.8873534243565
2023-03-07,691.978842838365
2023-03-08,690.9097690657509
2023-03-09,716.3076990952297
2023-03-10,724.2243323522556
2023-03-13,704.3098000797524
2023-03-14,692.0935893956519
2023-03-15,680.8847014216917
2023-03-16,662.6799470123669
2023-03-17,685.60638558094
2023-03-20,676.2786068034558
2023-03-21,647.6122981585204
2023-03-22,625.2844735674269
2023-03-23,643.525177024415
2023-03-24,653.9061505939148
2023-03-27,676.1437583176375
2023-03-28,695.5490797567056
2023-03-29,675.8733351049061
2023-03-30,698.8849252705745
2023-03-31,683.6913726279795
2023-04-03,686.6822726101165
2023-04-04,663.4104548393248
2023-04-05,666.7593603943081
2023-04-06,678.5896680282169
2023-04-07,665.7072720156322
2023-04-10,662.8906320664897
2023-04-11,662.6413850575053
2023-04-12,633.0401443235191
2023-04-13,626.5869539843643
2023-04-14,598.2923281719967
2023-04-17,589.7365772822194
2023-04-18,579.9364378202142
2023-04-19,576.4912297699142
2023-04-20,563.2619972226469
2023-04-21,564.633767151422
2023-04-24,569.5989345167
2023-04-25,571.8802514295635
2023-04-26,559.5654471226001
2023-04-27,537.8433474880579
2023-04-28,553.6201943426212
2023-05-01,559.5171759042162
2023-05-02,560.1142684875639
2023-05-03,561.3059538956419
2023-05-04,559.1259588433988
2023-05-05,547.7090583268952
2023-05-08,526.9443887967643
2023-05-09,522.1531654499169
2023-05-10,515.7388114747632
2023-05-11,513.3299285754599
2023-05-12,522.9649566057634
2023-05-15,523.5858631350295
2023-05-16,530.1714259827629
2023-05-17,532.1334789864566
2023-05-18,554.2200768877178
2023-05-19,584.175434926059
2023-05-22,580.0147882261663
2023-05-23,573.5150302806748
2023-05-24,593.4897089109788
2023-05-25,596.2789638609512
2023-05-26,609.1157683769816
2023-05-29,624.9939789723693
2023-05-30,637.2810540873846
2023-05-31,639.7555889260007
2023-06-01,623.995554936394
2023-06-02,610.9147270734342
2023-06-05,618.8448014053698
2023-06-06,607.1604859608912
2023-06-07,587.3981523974323
2023-06-08,613.4967325356766
2023-06-09,622.5302200896796
2023-06-12,620.4914412121482
2023-06-13,590.1042319251658
2023-06-14,595.1840763954999
2023-06-15,579.3394692492981
2023-06-16,565.356326485968
2023-06-19,548.0621333967473
2023-06-20,503.72174281318433
2023-06-21,517.4434171271012
2023-06-22,520.0818775949817
2023-06-23,527.3028132152787
2023-06-26,527.3852898285403
2023-06-27,503.9328178751842
2023-06-28,529.2543557262622
2023-06-29,526.8249911920774
2023-06-30,533.487546306719
2023-07-03,514.9834266502193
2023-07-04,518.468967746428
2023-07-05,516.6824561023097
2023-07-06,510.2344886215972
2023-07-07,530.5113722813406
2023-07-10,533.571986365382
2023-07-11,537.327719464347
2023-07-12,539.9548385366177
2023-07-13,562.7247271772607
2023-07-14,547.0215441232192
2023-07-17,526.5703289855223
2023-07-18,529.2004670044014
2023-07-19,516.6624881402115
2023-07-20,529.4878508874993
2023-07-21,534.8869951657763
2023-07-24,533.0564226114482
2023-07-25,530.0077062002238
2023-07-26,549.4678679803052
2023-07-27,508.2089547167553
2023-07-28,502.24681382253027
2023-07-31,493.24645476218336
2023-08-01,484.3302568724531
2023-08-02,477.32200183208647
