Date,CRWD
2020-04-06,430.72895115034817
2020-04-07,438.7384037509871
2020-04-08,441.2389980746561
2020-04-09,442.661915035103
2020-04-10,432.4501920932268
2020-04-13,441.0876260282548
2020-04-14,453.4780871624194
2020-04-15,454.358307439605
2020-04-16,462.4658557201562
2020-04-17,450.5850849385507
2020-04-20,446.27180837799375
2020-04-21,439.30029074780384
2020-04-22,436.035383104255
2020-04-23,449.42725868055226
2020-04-24,440.9020855897482
2020-04-27,448.308853754179
2020-04-28,454.8473305216185
2020-04-29,455.30501158593046
2020-04-30,464.80350901208976
2020-05-01,457.96090574813616
2020-05-04,460.4433101309369
2020-05-05,461.17823777174743
2020-05-06,460.0933328542834
2020-05-07,462.01459664103675
2020-05-08,463.4294889341369
2020-05-11,483.57366876353706
2020-05-12,494.327236660089
2020-05-13,501.6768935430199
2020-05-14,509.19873048243585
2020-05-15,514.481420278386
2020-05-18,513.5314316915347
2020-05-19,520.8184863157256
2020-05-20,506.7214614506664
2020-05-21,509.9623196075947
2020-05-22,515.2458943496614
2020-05-25,515.2587209159364
2020-05-26,503.16873330256107
2020-05-27,506.66734117444463
2020-05-28,509.54488005170174
2020-05-29,497.1857737163359
2020-06-01,495.1816068097956
2020-06-02,507.1030249152951
2020-06-03,521.8300814849536
2020-06-04,522.6304022333779
2020-06-05,521.283293603443
2020-06-08,537.3576298421331
2020-06-09,530.6571768055896
2020-06-10,533.2602262947395
2020-06-11,539.1448781513344
2020-06-12,559.7740870600632
2020-06-15,557.7647641946403
2020-06-16,549.9130768869757
2020-06-17,554.8080409508333
2020-06-18,558.2655176108314
2020-06-19,568.3382323646554
2020-06-22,568.796358515042
2020-06-23,575.3373786439943
2020-06-24,560.5370812829935
2020-06-25,551.3340810195654
2020-06-26,555.7143938587058
2020-06-29,548.090859331688
2020-06-30,558.2379447345292
2020-07-01,572.2806226562575
2020-07-02,561.6987670132954
2020-07-03,564.7607594661412
2020-07-06,550.6806431797077
2020-07-07,550.0328329482556
2020-07-08,552.9343270818862
2020-07-09,550.8781505112735
2020-07-10,544.629761928254
2020-07-13,539.2884415187045
2020-07-14,543.9885493960327
2020-07-15,539.5963125924673
2020-07-16,543.6435194149756
2020-07-17,549.2616431535256
2020-07-20,560.3781155732693
2020-07-21,568.4800740920853
2020-07-22,569.7136790566625
2020-07-23,558.0919849141334
2020-07-24,553.3789515415281
2020-07-27,545.5290087794998
2020-07-28,542.1225943253047
2020-07-29,545.0162898121406
2020-07-30,548.8863431428033
2020-07-31,548.6868448898231
2020-08-03,550.5033600219236
2020-08-04,533.2060543241072
2020-08-05,546.5450798692384
2020-08-06,545.3028040972575
2020-08-07,542.5896915048395
2020-08-10,535.7661206339327
2020-08-11,533.1455343919067
2020-08-12,523.6446179011714
2020-08-13,510.4119848401953
2020-08-14,498.8045229940413
2020-08-17,506.26150312524965
2020-08-18,494.1765309839315
2020-08-19,483.85410840727974
2020-08-20,476.43219645022856
2020-08-21,482.1620701852063
2020-08-24,477.0527643066973
2020-08-25,485.5782461101689
2020-08-26,494.2766974215627
2020-08-27,492.1498275933325
2020-08-28,495.62458101176685
2020-08-31,493.0960727682264
2020-09-01,490.7244741464615
2020-09-02,478.583425147613
2020-09-03,477.00127091971444
2020-09-04,482.2278527882935
2020-09-07,485.682800805622
2020-09-08,485.3218242526784
2020-09-09,489.2045076409523
2020-09-10,490.9844299808622
2020-09-11,476.17288934310585
2020-09-14,478.3930658354646
2020-09-15,482.6080215017089
2020-09-16,483.50484427595205
2020-09-17,479.4286806686307
2020-09-18,486.01473066882437
2020-09-21,483.6499811578604
2020-09-22,491.09470043473067
2020-09-23,498.49273409607093
2020-09-24,496.6428994555771
2020-09-25,494.48011625214866
2020-09-28,489.3278172689992
2020-09-29,495.0010027894562
2020-09-30,501.14638953015753
2020-10-01,504.5454647342702
2020-10-02,513.1090039583187
2020-10-05,512.8751033013667
2020-10-06,518.0398255824651
2020-10-07,508.71464939947697
2020-10-08,506.08781073601307
2020-10-09,497.9199385176943
2020-10-12,499.51157756838876
2020-10-13,495.8594110557748
2020-10-14,503.6430826018226
2020-10-15,490.9152249967494
2020-10-16,491.94939918285485
2020-10-19,474.8464417103886
2020-10-20,481.75761214714413
2020-10-21,478.9415716223606
2020-10-22,476.9075066701778
2020-10-23,485.8292360025942
2020-10-26,494.8869996578584
2020-10-27,490.336236197457
2020-10-28,489.20207605961826
2020-10-29,488.92057849190127
2020-10-30,501.10844225233024
2020-11-02,501.44233268391207
2020-11-03,493.66214797455314
2020-11-04,497.3681785015474
2020-11-05,495.4327278892433
2020-11-06,491.6772639211173
2020-11-09,474.48746583397485
2020-11-10,477.4913345264089
2020-11-11,473.42891856424797
2020-11-12,468.8409805376095
2020-11-13,474.322849214333
2020-11-16,469.7252984364681
2020-11-17,482.4875207137942
2020-11-18,473.30982913245754
2020-11-19,462.17612534910097
2020-11-20,462.9529367333129
2020-11-23,478.43708326171065
2020-11-24,484.84323746133845
2020-11-25,488.82473173169683
2020-11-26,471.90743010508044
2020-11-27,488.0670448884754
2020-11-30,490.6108057462553
2020-12-01,476.6451457644507
2020-12-02,484.26596976376845
2020-12-03,500.67801827210513
2020-12-04,488.82892021758187
2020-12-07,501.6028540070153
2020-12-08,497.4082253388738
2020-12-09,503.93003295057235
2020-12-10,510.64418222898416
2020-12-11,512.0115396615294
2020-12-14,519.269606606919
2020-12-15,518.285867966015
2020-12-16,496.16855103273224
2020-12-17,484.65653123268186
2020-12-18,471.54280537562954
2020-12-21,487.6989044261282
2020-12-22,485.69693367644123
2020-12-23,467.77067118868604
2020-12-24,464.05995014737175
2020-12-25,470.16735228485
2020-12-28,458.4197710957134
2020-12-29,460.7228266160947
2020-12-30,459.60627088812436
2020-12-31,460.01130250635987
2021-01-01,453.0947546996061
2021-01-04,452.6581167985805
2021-01-05,462.84971786648066
2021-01-06,473.9778623769129
2021-01-07,464.5234744175702
2021-01-08,450.21501016457506
2021-01-11,444.22311088807623
2021-01-12,445.3361016798876
2021-01-13,446.8255384125258
2021-01-14,462.1242154714061
2021-01-15,462.3182826614986
2021-01-18,471.87416988925406
2021-01-19,477.8149980878886
2021-01-20,472.8726515751893
2021-01-21,484.2315091620505
2021-01-22,481.35154456859823
2021-01-25,486.19349734096346
2021-01-26,505.49096749393135
2021-01-27,506.0025863640288
2021-01-28,499.2668892660546
2021-01-29,528.3542845541614
2021-02-01,526.662451710429
2021-02-02,525.0986240384705
2021-02-03,543.2984940543166
2021-02-04,547.0151146402148
2021-02-05,542.0248651013453
2021-02-08,549.4208185728229
2021-02-09,530.1784930175601
2021-02-10,506.76123575260704
2021-02-11,504.37909780460143
2021-02-12,502.57373457290043
2021-02-15,499.3478053900455
2021-02-16,495.3878915526516
2021-02-17,485.3278889386675
2021-02-18,502.5345290337197
2021-02-19,498.6711145412021
2021-02-22,489.9665984747164
2021-02-23,494.1282603219201
2021-02-24,505.5183728148263
2021-02-25,507.98860532914796
2021-02-26,499.0099374304305
2021-03-01,499.81135144425434
2021-03-02,497.53281079902496
2021-03-03,508.9037451231543
2021-03-04,514.8352665008251
2021-03-05,511.50870115210853
2021-03-08,496.73593545388076
2021-03-09,503.5896860500764
2021-03-10,508.9114556160383
2021-03-11,509.48568215027166
2021-03-12,524.0376143502116
2021-03-15,512.9272111144548
2021-03-16,509.07173878113747
2021-03-17,500.8606439741335
2021-03-18,511.14773706464285
2021-03-19,508.041891255967
2021-03-22,509.38076068302155
2021-03-23,494.9794127346139
2021-03-24,476.3442566721135
2021-03-25,490.6506934889647
2021-03-26,475.97224678529017
2021-03-29,471.1284249137846
2021-03-30,457.6436383932886
2021-03-31,463.0575669977816
2021-04-01,466.030134609563
2021-04-02,460.8311892718123
2021-04-05,467.2169491153245
2021-04-06,450.76720805458933
2021-04-07,453.57251011255113
2021-04-08,461.1686408973625
2021-04-09,454.0930450070098
2021-04-12,447.82996030405667
2021-04-13,448.9037027789804
2021-04-14,462.2147413915674
2021-04-15,467.1233451118405
2021-04-16,471.87550571963806
2021-04-19,479.7679626753525
2021-04-20,480.305582181149
2021-04-21,475.7406203470557
2021-04-22,469.1800370626164
2021-04-23,476.3765430502464
2021-04-26,475.90969603760664
2021-04-27,488.2694577816379
2021-04-28,493.68908035703936
2021-04-29,495.4851136563027
2021-04-30,494.38423542618983
2021-05-03,501.5950227918958
2021-05-04,496.6885638518182
2021-05-05,502.2154669158033
2021-05-06,481.05157804422566
2021-05-07,482.6454540427737
2021-05-10,494.69091649038995
2021-05-11,493.8960592433805
2021-05-12,480.43870353813674
2021-05-13,481.20289213862264
2021-05-14,469.42142001405676
2021-05-17,473.3656323822319
2021-05-18,456.56828327611083
2021-05-19,436.1865185565703
2021-05-20,419.9296951185221
2021-05-21,409.60146412757183
2021-05-24,400.8022994129765
2021-05-25,408.33469980831745
2021-05-26,400.6190071335067
2021-05-27,414.1100752553744
2021-05-28,408.0566786931264
2021-05-31,404.72384596601563
2021-06-01,399.95772797261503
2021-06-02,401.62453303393295
2021-06-03,404.14316212972864
2021-06-04,407.74507752399865
2021-06-07,407.91724295088
2021-06-08,405.8595113448461
2021-06-09,425.0783212070742
2021-06-10,435.8491271019532
2021-06-11,434.7659645266302
2021-06-14,427.58336648028734
2021-06-15,425.4426378381812
2021-06-16,437.0881303353062
2021-06-17,438.8266638040478
2021-06-18,445.45486044627256
2021-06-21,444.3978987475424
2021-06-22,435.42835578678597
2021-06-23,437.95284454796723
2021-06-24,438.76082600396177
2021-06-25,441.82316383184053
2021-06-28,449.828257901784
2021-06-29,454.05809134414216
2021-06-30,464.1758953967297
2021-07-01,456.63962824209847
2021-07-02,467.78125110229547
2021-07-05,473.90986646379673
2021-07-06,479.83226773454874
2021-07-07,477.2708275994116
2021-07-08,476.6102557250713
2021-07-09,481.13571238966824
2021-07-12,477.5234272608787
2021-07-13,478.6063158319639
2021-07-14,480.3303121010068
2021-07-15,472.97721259949816
2021-07-16,488.0331202737373
2021-07-19,476.59428593810946
2021-07-20,475.2411639427496
2021-07-21,480.9347244752349
2021-07-22,480.16455875370156
2021-07-23,490.46336004105297
2021-07-26,513.0929008958649
2021-07-27,514.3053299232172
2021-07-28,519.819193668333
2021-07-29,518.058187934428
2021-07-30,504.16941504878093
2021-08-02,498.7685593286329
2021-08-03,509.95259760695063
2021-08-04,514.5108116747405
2021-08-05,517.573761525838
2021-08-06,510.6345892026453
2021-08-09,507.6535221797741
2021-08-10,495.5138409179739
2021-08-11,498.21262401015446
2021-08-12,500.58462626353645
2021-08-13,499.3505224025473
2021-08-16,516.797896540214
2021-08-17,521.129152656703
2021-08-18,516.3288708297006
2021-08-19,532.8891725069199
2021-08-20,528.1614422204223
2021-08-23,541.6277679781128
2021-08-24,534.6829925883169
2021-08-25,542.3804633845808
2021-08-26,553.470048377884
2021-08-27,540.3762797696955
2021-08-30,546.2315299154079
2021-08-31,555.0890931961349
2021-09-01,564.1104708649164
2021-09-02,542.1529849226898
2021-09-03,531.7562399223135
2021-09-06,546.7569266561082
2021-09-07,543.2407441532891
2021-09-08,516.7380618075947
2021-09-09,507.4887574787493
2021-09-10,514.9057177736278
2021-09-13,510.9173640907121
2021-09-14,496.6153085668672
2021-09-15,500.62487075988753
2021-09-16,513.2319356852879
2021-09-17,494.97429607101145
2021-09-20,494.51430326635676
2021-09-21,489.03257374604857
2021-09-22,492.56941955427584
2021-09-23,496.6183292119385
2021-09-24,498.8899094977469
2021-09-27,492.6839953882615
2021-09-28,485.9279495270017
2021-09-29,492.4863610847356
2021-09-30,494.5586685292072
2021-10-01,508.739089241229
2021-10-04,538.1245034969827
2021-10-05,540.3114532824187
2021-10-06,543.6462341347391
2021-10-07,516.4264824474209
2021-10-08,511.2755722722625
2021-10-11,515.4100176516343
2021-10-12,514.5239597231676
2021-10-13,503.47411152733747
2021-10-14,503.033711457037
2021-10-15,504.1120070287694
2021-10-18,483.14473068053456
2021-10-19,476.8332586241622
2021-10-20,474.25156494414784
2021-10-21,479.475884109928
2021-10-22,475.1143880107594
2021-10-25,465.96889393789826
2021-10-26,473.68879439156996
2021-10-27,475.84509953777774
2021-10-28,466.7052453609044
2021-10-29,464.06825006544875
2021-11-01,459.58085035130966
2021-11-02,442.5276538821575
2021-11-03,446.1642761933039
2021-11-04,450.4348159204378
2021-11-05,457.8509743235609
2021-11-08,465.09794002823133
2021-11-09,457.92323020246215
2021-11-10,466.78070967734385
2021-11-11,471.18412053757936
2021-11-12,481.8910246100526
2021-11-15,480.5633706570392
2021-11-16,481.76483329276726
2021-11-17,480.5326909090905
2021-11-18,487.38256376309533
2021-11-19,474.92166359510486
2021-11-22,477.68238486353573
2021-11-23,468.4024824538087
2021-11-24,462.52909169991386
2021-11-25,450.7087055978168
2021-11-26,460.79551951335435
2021-11-29,451.5799385729244
2021-11-30,439.49126882292114
2021-12-01,449.6521340658211
2021-12-02,455.60946816827317
2021-12-03,446.9797001305535
2021-12-06,453.825233410057
2021-12-07,445.9930195954393
2021-12-08,448.652129475943
2021-12-09,458.09384015903464
2021-12-10,474.8142036544371
2021-12-13,487.82989992926196
2021-12-14,500.37252199694666
2021-12-15,501.2501788713744
2021-12-16,506.7442202103878
2021-12-17,510.56049564735287
2021-12-20,494.02019955316706
2021-12-21,508.341681182087
2021-12-22,497.63010659839375
2021-12-23,483.7597091162091
2021-12-24,484.1207649361577
2021-12-27,482.4378646961022
2021-12-28,492.5637826029243
2021-12-29,506.32677425531006
2021-12-30,522.9254878712542
2021-12-31,523.358808708038
2022-01-03,529.3960196049356
2022-01-04,533.3438667303137
2022-01-05,537.032325840019
2022-01-06,542.0471041720632
2022-01-07,526.4689572734248
2022-01-10,526.7441577200188
2022-01-11,522.808996184863
2022-01-12,526.5538715676427
2022-01-13,536.0510195975389
2022-01-14,536.2523525733342
2022-01-17,544.0056397617604
2022-01-18,542.6251685398558
2022-01-19,551.1334603969093
2022-01-20,545.6087937006421
2022-01-21,544.1720021142112
2022-01-24,550.3057820036092
2022-01-25,554.5868800709422
2022-01-26,541.9701256055505
2022-01-27,552.3527846969613
2022-01-28,578.9577989064725
2022-01-31,585.1677571972132
2022-02-01,590.9502930682581
2022-02-02,594.4077539508352
2022-02-03,588.1566835988158
2022-02-04,583.6152104415028
2022-02-07,598.195797483677
2022-02-08,609.0214964900309
2022-02-09,590.5544670635096
2022-02-10,608.7493066358221
2022-02-11,592.8860685049268
2022-02-14,591.3919246099575
2022-02-15,610.0732158146999
2022-02-16,604.1740922645492
2022-02-17,615.29269237406
2022-02-18,616.5518386560734
2022-02-21,598.0131004804633
2022-02-22,578.2658539445856
2022-02-23,565.3049430932048
2022-02-24,558.1922105426265
2022-02-25,556.8221643381393
2022-02-28,572.322100821165
2022-03-01,559.7444739892258
2022-03-02,564.0509538631234
2022-03-03,566.6945774383962
2022-03-04,570.9865288327884
2022-03-07,582.2126462474475
2022-03-08,575.0404345141335
2022-03-09,565.599573868503
2022-03-10,574.0713140741634
2022-03-11,571.682658833953
2022-03-14,574.4250648229095
2022-03-15,568.0608849721111
2022-03-16,557.097598575797
2022-03-17,563.16073917071
2022-03-18,576.4477139088285
2022-03-21,562.9422727369483
2022-03-22,563.5562407091154
2022-03-23,569.5250187633245
2022-03-24,551.8160328028503
2022-03-25,555.9796163159881
2022-03-28,572.0855931255848
2022-03-29,575.4627667904114
2022-03-30,586.2605230020042
2022-03-31,592.4184400674886
2022-04-01,593.8720907628656
2022-04-04,590.428078522936
2022-04-05,592.8034087553015
2022-04-06,597.7402980995082
2022-04-07,591.0635761190283
2022-04-08,597.9730329575385
2022-04-11,614.7198012006938
2022-04-12,610.280206152793
2022-04-13,585.161033716056
2022-04-14,580.5527124100873
2022-04-15,589.386460130279
2022-04-18,594.001342014846
2022-04-19,596.5126141894394
2022-04-20,588.993490264132
2022-04-21,598.7399596587893
2022-04-22,591.9112104515735
2022-04-25,589.8879552876891
2022-04-26,596.335976032847
2022-04-27,609.554946877543
2022-04-28,613.8367304658746
2022-04-29,617.5850487599083
2022-05-02,621.541778524638
2022-05-03,610.9883935063012
2022-05-04,609.747415177166
2022-05-05,620.0178266134748
2022-05-06,629.2815211952249
2022-05-09,617.701331241755
2022-05-10,618.708475325392
2022-05-11,628.563413408246
2022-05-12,620.4319701526161
2022-05-13,616.8205479524366
2022-05-16,615.5535477126442
2022-05-17,622.9652288291936
2022-05-18,620.7947441975875
2022-05-19,615.9078802217009
2022-05-20,627.724258161285
2022-05-23,626.6335242714107
2022-05-24,618.5534597710706
2022-05-25,619.7769194972183
2022-05-26,610.2240957221088
2022-05-27,621.3148837065731
2022-05-30,623.4291716999654
2022-05-31,627.9866019243226
2022-06-01,631.0022986336068
2022-06-02,648.4492547759843
2022-06-03,658.4984231832946
2022-06-06,674.7999047866927
2022-06-07,659.8964019978788
2022-06-08,650.1510081935013
2022-06-09,658.083824694427
2022-06-10,647.7514254956967
2022-06-13,645.7841653529634
2022-06-14,621.2625404126032
2022-06-15,618.0012297831422
2022-06-16,613.0612507034015
2022-06-17,616.3481581897855
2022-06-20,627.91110130542
2022-06-21,625.0894959554987
2022-06-22,623.920849583357
2022-06-23,620.2056100674189
2022-06-24,616.1846303474457
2022-06-27,619.5915961629829
2022-06-28,622.1803022321371
2022-06-29,624.24561853867
2022-06-30,634.6249179142043
2022-07-01,626.5297695137112
2022-07-04,631.5981099012236
2022-07-05,623.9605226256979
2022-07-06,627.4552376332946
2022-07-07,639.1879896478968
2022-07-08,646.70720052873
2022-07-11,642.0433390601879
2022-07-12,657.0451888516311
2022-07-13,639.1094914129397
2022-07-14,632.3051972408828
2022-07-15,631.4519683282341
2022-07-18,630.746288806402
2022-07-19,630.6589835244912
2022-07-20,612.1406588073534
2022-07-21,626.5033587884518
2022-07-22,629.4343766817412
2022-07-25,647.4619804444852
2022-07-26,664.7539335943171
2022-07-27,644.5729897645869
2022-07-28,634.0866508463253
2022-07-29,635.9938294107059
2022-08-01,628.7140887273512
2022-08-02,625.6303145377364
2022-08-03,648.7229626836264
2022-08-04,635.75275409114
2022-08-05,629.3092322484849
2022-08-08,631.878150893753
2022-08-09,630.4748191597743
2022-08-10,618.0684232191338
2022-08-11,620.5524241307048
2022-08-12,598.7731578189938
2022-08-15,589.7830176157992
2022-08-16,596.281594424404
2022-08-17,598.0563934838307
2022-08-18,581.3682412147438
2022-08-19,571.0598178196012
2022-08-22,567.0925584747977
2022-08-23,562.5346295491977
2022-08-24,572.8080742213712
2022-08-25,584.0689117229446
2022-08-26,595.1212415046505
2022-08-29,606.8160941078876
2022-08-30,615.5335015298639
2022-08-31,609.4559629912881
2022-09-01,609.0804067952479
2022-09-02,602.3686695102148
2022-09-05,593.5765683728827
2022-09-06,578.6793334053568
2022-09-07,549.8459501402896
2022-09-08,559.3553008575728
2022-09-09,559.044094919326
2022-09-12,551.714890070513
2022-09-13,542.325346736226
2022-09-14,524.8226235207196
2022-09-15,527.5495120809809
2022-09-16,514.3583062546064
2022-09-19,507.5857014708983
2022-09-20,509.08928341461933
2022-09-21,518.8352893667568
2022-09-22,502.5132423548824
2022-09-23,496.5939420144539
2022-09-26,512.2550669401822
2022-09-27,508.19311906666576
2022-09-28,514.9283107033993
2022-09-29,520.680822686624
2022-09-30,514.4773699364338
2022-10-03,509.663142878708
2022-10-04,497.3461927810823
2022-10-05,487.2300334935424
2022-10-06,474.45759260611925
2022-10-07,466.57963262687895
2022-10-10,476.1633578583168
2022-10-11,480.1205013742706
2022-10-12,471.95071511228105
2022-10-13,477.0173871217073
2022-10-14,481.8886286590938
2022-10-17,484.23798092141817
2022-10-18,491.6691111762053
2022-10-19,480.387826914435
2022-10-20,488.1168028887879
2022-10-21,490.80902986628524
2022-10-24,496.26153491367705
2022-10-25,488.6115319366383
2022-10-26,492.23750643699196
2022-10-27,510.3715510354735
2022-10-28,492.0482794525684
2022-10-31,487.1410708225642
2022-11-01,505.01488006880203
2022-11-02,518.1298704142812
2022-11-03,520.9605499347684
2022-11-04,519.1789073422152
2022-11-07,510.40695581105973
2022-11-08,514.1284977709241
2022-11-09,528.2592811194769
2022-11-10,533.2342451173618
2022-11-11,542.1945242317029
2022-11-14,536.5642763379067
2022-11-15,534.3260144059791
2022-11-16,543.1407298559544
2022-11-17,552.0180254508431
2022-11-18,565.0719208070172
2022-11-21,561.0239330845602
2022-11-22,573.7148389208566
2022-11-23,573.9209937786791
2022-11-24,583.2514365395915
2022-11-25,578.4412040543209
2022-11-28,563.8985260403439
2022-11-29,549.5181668331176
2022-11-30,529.4405359445706
2022-12-01,545.2858517061849
2022-12-02,545.8852730274147
2022-12-05,568.1585946696944
2022-12-06,586.4333692407323
2022-12-07,585.960317890602
2022-12-08,586.0831864359326
2022-12-09,601.9386146063243
2022-12-12,600.2237757460236
2022-12-13,596.5846340511691
2022-12-14,589.2738677188378
2022-12-15,579.6286113048868
2022-12-16,584.1142630619368
2022-12-19,581.4861708320285
2022-12-20,590.889804052649
2022-12-21,587.9704356064881
2022-12-22,584.1923163942658
2022-12-23,583.2407233308413
2022-12-26,582.9912890588236
2022-12-27,588.1765865340359
2022-12-28,581.5735947307393
2022-12-29,592.7307488724837
2022-12-30,578.3266311883825
2023-01-02,578.1983096121446
2023-01-03,572.0316987274695
2023-01-04,580.66598290388
2023-01-05,581.9300946142356
2023-01-06,572.6894295412337
2023-01-09,555.980273604647
2023-01-10,574.2080001100693
2023-01-11,587.3965248347318
2023-01-12,577.4421701837313
2023-01-13,571.0943260431344
2023-01-16,566.884720253867
2023-01-17,567.115342929917
2023-01-18,567.2608467516666
2023-01-19,580.732896665861
2023-01-20,604.6156562304624
2023-01-23,604.4329875753965
2023-01-24,593.7818955836323
2023-01-25,592.0362166650915
2023-01-26,586.6891585354153
2023-01-27,604.1519138894799
2023-01-30,617.2076894636932
2023-01-31,626.0229314342882
2023-02-01,626.5224157244917
2023-02-02,631.3807427164267
2023-02-03,632.6324771581145
2023-02-06,633.9316078483179
2023-02-07,650.9401667064367
2023-02-08,668.9609166631323
2023-02-09,656.341055228278
2023-02-10,650.3683316212062
2023-02-13,673.0708943406039
2023-02-14,683.3098428932993
2023-02-15,680.4482937747669
2023-02-16,683.2428156183528
2023-02-17,672.3073141065793
2023-02-20,675.9377241048418
2023-02-21,681.0863886808306
2023-02-22,685.0696659883347
2023-02-23,682.3469265875501
2023-02-24,688.1255354516825
2023-02-27,678.9147102343331
2023-02-28,693.2074688431384
2023-03-01,699.7647483035586
2023-03-02,696.9901494250948
2023-03-03,686.847243667667
2023-03-06,682.0880078652785
2023-03-07,682.6469387716996
2023-03-08,688.3921398472496
2023-03-09,692.1866194895262
2023-03-10,692.4626988186236
2023-03-13,673.0730888457782
2023-03-14,689.9043093136077
2023-03-15,674.3933519172768
2023-03-16,687.4371033222338
2023-03-17,676.9934356822441
2023-03-20,641.6591711959929
2023-03-21,638.665873438758
2023-03-22,634.4233388993966
2023-03-23,617.3046751503368
2023-03-24,629.3087347899775
2023-03-27,634.3417261923629
2023-03-28,644.045705429048
2023-03-29,663.8864875876535
2023-03-30,703.908869967608
2023-03-31,715.5318825785158
2023-04-03,710.4176179669181
2023-04-04,712.4811769709305
2023-04-05,714.4663034408666
2023-04-06,711.215873300202
2023-04-07,738.693326087632
2023-04-10,749.5956938762164
2023-04-11,747.2744665070729
2023-04-12,745.8238413966443
2023-04-13,729.8310602899339
2023-04-14,730.3315974669824
2023-04-17,760.1538818139726
2023-04-18,741.278507972476
2023-04-19,764.1827780966456
2023-04-20,762.2164297710716
2023-04-21,762.0666995819516
2023-04-24,764.4133415879417
2023-04-25,767.1776820556368
2023-04-26,765.6228288177881
2023-04-27,781.471046830822
2023-04-28,782.0449385727005
2023-05-01,786.4356810708136
2023-05-02,806.3284008248226
2023-05-03,786.9822386885365
2023-05-04,803.0766892962604
2023-05-05,799.3767647104329
2023-05-08,823.1967942006943
2023-05-09,841.631789206155
2023-05-10,833.8082824040291
2023-05-11,816.8169351369975
2023-05-12,808.3117733547977
2023-05-15,842.0998165169732
2023-05-16,852.7080702410024
2023-05-17,844.0152525832559
2023-05-18,821.9020677938717
2023-05-19,842.2659255533559
2023-05-22,830.6322068575197
2023-05-23,826.2101860082288
2023-05-24,827.1767117980983
2023-05-25,804.3615544901317
2023-05-26,792.4859381778689
2023-05-29,821.1169296338658
2023-05-30,834.3981623620839
2023-05-31,830.1546543674358
2023-06-01,819.6574226055124
2023-06-02,837.5132740552473
2023-06-05,843.2550160827765
2023-06-06,805.8864500888155
2023-06-07,809.323265956499
2023-06-08,807.5896040879736
2023-06-09,822.1313842615459
2023-06-12,829.8141509250512
2023-06-13,819.4523124771606
2023-06-14,830.7801601070422
2023-06-15,831.5805105200039
2023-06-16,830.3406174401372
2023-06-19,828.225392348817
2023-06-20,813.88739681462
2023-06-21,793.0470237787586
2023-06-22,773.8954118285008
2023-06-23,766.649073658819
2023-06-26,768.5161013766786
2023-06-27,752.0270306739642
2023-06-28,736.6093755404299
2023-06-29,722.2951923096665
2023-06-30,740.0562502921605
2023-07-03,728.0836944045052
2023-07-04,733.9300868594217
2023-07-05,726.8520874989296
2023-07-06,717.7530247509761
2023-07-07,701.6088654631517
2023-07-10,721.1309370073226
2023-07-11,721.9208723150911
2023-07-12,740.3780350238777
2023-07-13,741.4989740316164
2023-07-14,713.7829881230306
2023-07-17,722.5985763762434
2023-07-18,716.5517801577668
2023-07-19,716.9001685671715
2023-07-20,706.6967800121733
2023-07-21,724.1812959781562
2023-07-24,750.110269857129
2023-07-25,757.024370723429
2023-07-26,760.1122925778667
2023-07-27,767.7880124680362
2023-07-28,762.0707584449922
2023-07-31,766.7826366992853
2023-08-01,766.2057002451654
2023-08-02,767.8929530366211
2023-08-03,768.0991644743524
2023-08-04,764.5578367762325
2023-08-07,765.3206381292072
