Date,BK
2020-08-14,418.9262364262699
2020-08-17,419.42794258662906
2020-08-18,426.4335304595745
2020-08-19,429.02431878910363
2020-08-20,434.7498378373284
2020-08-21,444.26381035704435
2020-08-24,445.8672608173903
2020-08-25,453.4196722708772
2020-08-26,478.1521907725419
2020-08-27,479.04691257003236
2020-08-28,475.81324996090626
2020-08-31,480.5663615136698
2020-09-01,463.96521217147165
2020-09-02,474.26155485739076
2020-09-03,484.1003515205888
2020-09-04,498.09765604707496
2020-09-07,497.5290648479332
2020-09-08,506.38989171242184
2020-09-09,479.62733168034396
2020-09-10,499.790623065397
2020-09-11,495.4203684623593
2020-09-14,474.2262319578381
2020-09-15,468.50944394206715
2020-09-16,483.9294540132855
2020-09-17,479.66887788359674
2020-09-18,487.7874807985621
2020-09-21,484.19562205666
2020-09-22,472.68499833322824
2020-09-23,472.38368039807676
2020-09-24,487.72683627056523
2020-09-25,460.99293674868323
2020-09-28,478.4571533030404
2020-09-29,482.4057945552824
2020-09-30,488.9904687245619
2020-10-01,468.2241274276516
2020-10-02,459.6498545817194
2020-10-05,475.94686102686427
2020-10-06,473.4267778252315
2020-10-07,490.9273721961903
2020-10-08,464.06695309490914
2020-10-09,471.6865671972688
2020-10-12,461.7593345263359
2020-10-13,456.70427928234034
2020-10-14,470.0665997307154
2020-10-15,467.3853433537098
2020-10-16,462.0029481011932
2020-10-19,463.2118103690461
2020-10-20,457.8359118150268
2020-10-21,463.0134502218278
2020-10-22,457.5013779388804
2020-10-23,454.1871994980041
2020-10-26,446.10384399794196
2020-10-27,466.71283671220897
2020-10-28,460.3786525138287
2020-10-29,450.71034151846976
2020-10-30,461.185279913882
2020-11-02,462.6853476589915
2020-11-03,475.9613534143065
2020-11-04,465.3597085888437
2020-11-05,442.14404421206035
2020-11-06,441.322569796386
2020-11-09,455.72717346894694
2020-11-10,456.01334072316985
2020-11-11,469.00614309531596
2020-11-12,463.50957156645705
2020-11-13,469.6498295720486
2020-11-16,474.5234363825249
2020-11-17,478.9431184260246
2020-11-18,460.9030224249149
2020-11-19,459.13236901756164
2020-11-20,449.8262085776584
2020-11-23,431.70372181459913
2020-11-24,421.0598314457137
2020-11-25,435.6604083222139
2020-11-26,436.59608082081746
2020-11-27,427.1294893871957
2020-11-30,439.5443832287392
2020-12-01,447.2835851137864
2020-12-02,452.2161911432358
2020-12-03,446.3999626747342
2020-12-04,446.46545056057647
2020-12-07,442.6308651680165
2020-12-08,437.98027580615326
2020-12-09,441.81914091828634
2020-12-10,437.9932060993514
2020-12-11,423.6168213453521
2020-12-14,407.23909569529695
2020-12-15,419.6009085748421
2020-12-16,408.3241505159678
2020-12-17,408.7880012258124
2020-12-18,414.10944807270863
2020-12-21,423.4307865782693
2020-12-22,439.1768049743941
2020-12-23,446.0531449118624
2020-12-24,455.73733975340923
2020-12-25,448.82557971251146
2020-12-28,463.32548877819306
2020-12-29,456.6413980922061
2020-12-30,447.30552143657377
2020-12-31,434.79861939316197
2021-01-01,441.09648346639204
2021-01-04,437.2927262928582
2021-01-05,424.7721182283027
2021-01-06,415.1406138211382
2021-01-07,419.86891109719176
2021-01-08,408.3228161725105
2021-01-11,425.2399725345559
2021-01-12,419.90293596858277
2021-01-13,411.8600763574672
2021-01-14,418.99334838747444
2021-01-15,425.84337299201167
2021-01-18,428.6572829397136
2021-01-19,430.00778035774806
2021-01-20,443.23894478294113
2021-01-21,419.35886434889574
2021-01-22,424.2888452968805
2021-01-25,423.41590532144056
2021-01-26,417.0649162355826
2021-01-27,427.01386294792877
2021-01-28,423.45107032487056
2021-01-29,426.72355551429655
2021-02-01,419.78205374215537
2021-02-02,430.64433515090224
2021-02-03,445.07884707304595
2021-02-04,432.14964722488514
2021-02-05,423.9683515217693
2021-02-08,416.8479426737143
2021-02-09,417.7293073807171
2021-02-10,437.1676330073173
2021-02-11,424.4428985014937
2021-02-12,418.07483980052933
2021-02-15,412.0806325386641
2021-02-16,395.7138459055338
2021-02-17,395.6199734066232
2021-02-18,372.6685343253112
2021-02-19,370.14046238764445
2021-02-22,366.69012397048635
2021-02-23,368.3041353295285
2021-02-24,375.4148553477315
2021-02-25,369.508215450905
2021-02-26,365.9986640828088
2021-03-01,370.6243923515829
2021-03-02,359.6610789916557
2021-03-03,354.89934358740766
2021-03-04,356.68578532625077
2021-03-05,350.270364057679
2021-03-08,356.1878145411798
2021-03-09,352.8209201442158
2021-03-10,348.6172619519053
2021-03-11,349.7056247472052
2021-03-12,342.8395286480053
2021-03-15,350.7010490556212
2021-03-16,355.50143625759387
2021-03-17,358.0558894932439
2021-03-18,363.5702563856301
2021-03-19,365.10497653890076
2021-03-22,380.62266612782025
2021-03-23,377.4973099406207
2021-03-24,362.4445475707766
2021-03-25,360.65018027704303
2021-03-26,351.6423778971766
2021-03-29,340.8136214815442
2021-03-30,341.9461630086818
2021-03-31,351.2181381711122
2021-04-01,351.659708628105
2021-04-02,348.5757825573455
2021-04-05,359.9107601675794
2021-04-06,360.41100863295355
2021-04-07,358.19808331190075
2021-04-08,360.0222340851631
2021-04-09,374.33182920481363
2021-04-12,360.301033833259
2021-04-13,361.8351997272892
2021-04-14,369.6931143009454
2021-04-15,386.4961636753956
2021-04-16,410.54964068793424
2021-04-19,395.90354173919786
2021-04-20,402.2234435010396
2021-04-21,397.1482612465504
2021-04-22,400.58265493463085
2021-04-23,393.62469474632235
2021-04-26,392.3434500507701
2021-04-27,402.40852522446204
2021-04-28,414.97212085092985
2021-04-29,419.6096121497817
2021-04-30,408.34696954407957
2021-05-03,410.764666584829
2021-05-04,421.47455627905686
2021-05-05,440.30974986417397
2021-05-06,439.5107400370784
2021-05-07,448.20222968703604
2021-05-10,455.91447192304526
2021-05-11,447.4912532590427
2021-05-12,433.1194164568168
2021-05-13,420.3797529868097
2021-05-14,424.2444400326526
2021-05-17,427.0625097097511
2021-05-18,444.0452756013759
2021-05-19,450.113062114061
2021-05-20,448.3869849553233
2021-05-21,436.03468030553086
2021-05-24,423.4536709003664
2021-05-25,416.7046413179806
2021-05-26,399.767537088168
2021-05-27,407.85199806941375
2021-05-28,403.27626010238606
2021-05-31,396.8150418854913
2021-06-01,407.6639178664
2021-06-02,415.7765288334955
2021-06-03,427.2877136571046
2021-06-04,415.9086788171321
2021-06-07,427.25400495425947
2021-06-08,416.1616833200849
2021-06-09,425.0083198772645
2021-06-10,426.90220917840185
2021-06-11,455.25898393565853
2021-06-14,435.38964233250124
2021-06-15,440.245179216642
2021-06-16,434.6976508272092
2021-06-17,447.6077946936055
2021-06-18,436.3812337071833
2021-06-21,442.36561812996234
2021-06-22,446.53743462928463
2021-06-23,443.2128058959601
2021-06-24,435.8443899510373
2021-06-25,453.70446333211214
2021-06-28,473.9243463300775
2021-06-29,465.95661277964376
2021-06-30,457.8820961044717
2021-07-01,442.4467821162972
2021-07-02,474.9638470398347
2021-07-05,479.9929513348948
2021-07-06,478.82214369186613
2021-07-07,488.55159381657575
2021-07-08,482.7055544437187
2021-07-09,491.4703090844866
2021-07-12,478.2329814018041
2021-07-13,480.7069270429439
2021-07-14,477.58813488324876
2021-07-15,450.2225651211728
2021-07-16,434.89818391341356
2021-07-19,455.0190283871458
2021-07-20,442.8811710702332
2021-07-21,440.16118048426216
2021-07-22,448.12807088445334
2021-07-23,429.35511515201284
2021-07-26,429.9684528986158
2021-07-27,426.7728486211805
2021-07-28,421.100942144806
2021-07-29,430.47087937107864
2021-07-30,419.22743279818087
2021-08-02,410.00240234839805
2021-08-03,405.51448232393835
2021-08-04,416.8148328560543
2021-08-05,418.61895577063444
2021-08-06,437.6286757930206
2021-08-09,426.68827568673464
2021-08-10,451.646812966774
2021-08-11,457.7409217027279
2021-08-12,457.7927017599622
2021-08-13,459.3553379458514
2021-08-16,447.4655909614151
2021-08-17,418.37512914010233
2021-08-18,429.6658098116394
2021-08-19,433.9090329550059
2021-08-20,456.7263232761002
2021-08-23,463.4973265397171
2021-08-24,453.9830685929881
2021-08-25,453.44907216137733
2021-08-26,433.86354030838606
2021-08-27,422.5260911231803
2021-08-30,435.00287348596186
2021-08-31,450.31289917279565
2021-09-01,455.8117466659378
2021-09-02,466.119065929852
2021-09-03,482.9853804754312
2021-09-06,481.55951543297425
2021-09-07,461.6465548236024
2021-09-08,448.54877497422507
2021-09-09,434.18209470787247
2021-09-10,438.4891990465257
2021-09-13,436.8943691060652
2021-09-14,443.76129042026054
2021-09-15,436.625953530881
2021-09-16,426.5163594377546
2021-09-17,423.24743099371335
2021-09-20,420.9592518457917
2021-09-21,413.931385699547
2021-09-22,391.99182229733293
2021-09-23,385.09708949402926
2021-09-24,379.9638585270367
2021-09-27,383.3844571571825
2021-09-28,387.13464708834204
2021-09-29,391.7623248813297
2021-09-30,392.3380292966794
2021-10-01,399.58987230880706
2021-10-04,396.3710771001983
2021-10-05,389.1646484806621
2021-10-06,398.8225097159956
2021-10-07,392.3130937004266
2021-10-08,394.33580289867746
2021-10-11,378.5335665482545
2021-10-12,389.0572226419705
2021-10-13,377.01025240507346
2021-10-14,376.35133795659664
2021-10-15,371.4338691297721
2021-10-18,364.7938035718606
2021-10-19,372.7607218508976
2021-10-20,366.8592183882266
2021-10-21,364.07523615670306
2021-10-22,365.1498564246237
2021-10-25,371.7159971180585
2021-10-26,372.0897947154445
2021-10-27,360.2087955818481
2021-10-28,374.35044163154106
2021-10-29,379.52281538070207
2021-11-01,377.9228735413291
2021-11-02,385.6079734691145
2021-11-03,386.74095521314877
2021-11-04,371.33684601919265
2021-11-05,387.07208902928664
2021-11-08,384.0130897602872
2021-11-09,392.5130437376878
2021-11-10,392.1973453550291
2021-11-11,418.9318041313924
2021-11-12,419.7593360262642
2021-11-15,418.8340240296889
2021-11-16,429.2543892386187
2021-11-17,415.82753194431615
2021-11-18,404.68049935649856
2021-11-19,413.4272000074748
2021-11-22,400.1307905370978
2021-11-23,401.23022556009226
2021-11-24,416.4647063853609
2021-11-25,418.23966858634157
2021-11-26,423.406851434454
2021-11-29,388.0013915994221
2021-11-30,389.0669687021218
2021-12-01,390.51329362975775
2021-12-02,401.5228109425124
2021-12-03,409.6169048561911
2021-12-06,395.0289269955677
2021-12-07,385.97636466873047
2021-12-08,386.2478948701553
2021-12-09,370.75484629364524
2021-12-10,372.7653832677672
2021-12-13,377.82913497619785
2021-12-14,366.0375187366205
2021-12-15,351.3216527501278
2021-12-16,336.79424787774406
2021-12-17,328.9854064703062
2021-12-20,335.2763340086576
2021-12-21,331.5443783824833
2021-12-22,332.5746157159905
2021-12-23,349.96554938713683
2021-12-24,343.40702946832124
2021-12-27,333.98127062662917
2021-12-28,329.4604697368409
2021-12-29,329.07256001038905
2021-12-30,326.2560741211243
2021-12-31,326.28934949144775
2022-01-03,333.87608231560637
2022-01-04,329.48157728576143
2022-01-05,342.30017652465006
2022-01-06,344.8033914564504
2022-01-07,357.41193668192045
2022-01-10,351.09623995626964
2022-01-11,361.17867263729437
2022-01-12,359.6516649303642
2022-01-13,363.07879329230514
2022-01-14,359.013942661713
2022-01-17,378.3352661265244
2022-01-18,380.3399201897976
2022-01-19,394.0897998476739
2022-01-20,401.9333945866674
2022-01-21,400.99833879591716
2022-01-24,392.57187117316244
2022-01-25,405.16708984668213
2022-01-26,392.3955685324807
2022-01-27,394.63829909822346
2022-01-28,409.49060374146023
2022-01-31,398.52817312015065
2022-02-01,388.97606985414876
2022-02-02,370.36271281005304
2022-02-03,387.4203785960568
2022-02-04,387.2093811043579
2022-02-07,388.6155276869769
2022-02-08,387.2385689814762
2022-02-09,376.80552595321615
2022-02-10,397.1423543226543
2022-02-11,403.57520300058866
2022-02-14,398.3218389691493
2022-02-15,399.05860950248564
2022-02-16,414.0736918972256
2022-02-17,415.8625748807372
2022-02-18,418.5200608263168
2022-02-21,435.69598685564756
2022-02-22,428.39615292217445
2022-02-23,422.84166035451983
2022-02-24,407.2601984879095
2022-02-25,414.8557769201228
2022-02-28,425.75359323216327
2022-03-01,409.89972665004916
2022-03-02,393.6989371303013
2022-03-03,409.01434414575476
2022-03-04,402.89864319044915
2022-03-07,386.97969485375927
2022-03-08,385.0102934911848
2022-03-09,392.0793337860343
2022-03-10,384.48460932181314
2022-03-11,371.0496040417803
2022-03-14,356.47101124622236
2022-03-15,357.25325618905686
2022-03-16,347.5454020689587
2022-03-17,351.27247151152653
2022-03-18,350.50707960282733
2022-03-21,366.92719604578866
2022-03-22,360.3419751090102
2022-03-23,358.22326573952046
2022-03-24,369.5344584692581
2022-03-25,359.0965470461854
2022-03-28,369.235522390341
2022-03-29,367.25001115284005
2022-03-30,364.861053912982
2022-03-31,361.14532837671544
2022-04-01,356.52357521475886
2022-04-04,342.79455859519277
2022-04-05,341.20260996860327
2022-04-06,344.44930139309173
2022-04-07,337.8707204463915
2022-04-08,330.9984125615818
2022-04-11,329.756165998962
2022-04-12,346.23599794975155
2022-04-13,364.5290744943259
2022-04-14,371.39137466655916
2022-04-15,367.2199250030104
2022-04-18,361.5658945483238
2022-04-19,358.7155107496816
2022-04-20,345.0635661561064
2022-04-21,336.6980337167699
2022-04-22,331.47987836151094
2022-04-25,333.12530493432627
2022-04-26,340.177479691222
2022-04-27,359.3487973270149
2022-04-28,364.6343011585317
2022-04-29,348.33010086261453
2022-05-02,345.82789299635243
2022-05-03,348.63362524862845
2022-05-04,339.43074713336154
2022-05-05,339.4539401874671
2022-05-06,335.8039342270482
2022-05-09,340.30107340327186
2022-05-10,339.48977361089516
2022-05-11,349.5922757272568
2022-05-12,355.10003057321376
2022-05-13,349.5775966768287
2022-05-16,359.51093178334304
2022-05-17,369.44538654777693
2022-05-18,374.48439631674137
2022-05-19,380.4616647812727
2022-05-20,378.59551367665944
2022-05-23,365.899550352684
2022-05-24,367.56674718046906
2022-05-25,374.94153448602657
2022-05-26,381.48704432341475
2022-05-27,378.729954159179
2022-05-30,370.75745354269753
2022-05-31,367.3280300395017
2022-06-01,354.47647480827595
2022-06-02,356.8330351533083
2022-06-03,351.703643574822
2022-06-06,340.5509320006918
2022-06-07,341.1138859387278
2022-06-08,334.3282706558214
2022-06-09,343.586027335768
2022-06-10,350.4357768240411
2022-06-13,339.15661470585536
2022-06-14,328.4270420194167
2022-06-15,337.5140297992749
2022-06-16,333.4570145509194
2022-06-17,335.02022633103144
2022-06-20,341.9878356297326
2022-06-21,358.4305270487199
2022-06-22,352.9355081538051
2022-06-23,344.7025376840532
2022-06-24,343.0429554898597
2022-06-27,338.89232065485794
2022-06-28,339.60358503082364
2022-06-29,341.8974282937406
2022-06-30,333.3608490246586
2022-07-01,346.6043428850384
2022-07-04,339.8742979699541
2022-07-05,323.233920892888
2022-07-06,315.33587102526116
2022-07-07,305.6624010081672
2022-07-08,311.08221499940566
2022-07-11,318.853021536052
2022-07-12,306.55839308291246
2022-07-13,306.82549493432737
2022-07-14,310.41057752341936
2022-07-15,306.27085985747436
2022-07-18,305.10999393306804
2022-07-19,317.90892625776917
2022-07-20,332.4175043632382
2022-07-21,328.474262860953
2022-07-22,336.5886218254056
2022-07-25,341.53168976189016
2022-07-26,339.5360552353986
2022-07-27,345.9773534728599
2022-07-28,341.69003865364635
2022-07-29,361.59267311568533
2022-08-01,363.77527891426223
2022-08-02,361.1380707264954
2022-08-03,368.48976937706203
2022-08-04,358.0102140740037
2022-08-05,375.2892670643884
2022-08-08,377.3675578227479
2022-08-09,362.7232360393501
2022-08-10,367.68767186767747
2022-08-11,378.84717444029394
2022-08-12,382.7636179315356
2022-08-15,393.44859489913165
2022-08-16,400.62316527842734
2022-08-17,400.8292206564539
2022-08-18,409.6896375682338
2022-08-19,401.56832402841957
2022-08-22,404.6174258335306
2022-08-23,400.1092235076596
2022-08-24,393.96060617697515
2022-08-25,398.42504374983804
2022-08-26,420.01686576613616
2022-08-29,409.6722827158411
2022-08-30,430.4966159209256
2022-08-31,413.0105127384678
2022-09-01,406.6234681623307
2022-09-02,408.48462963965903
2022-09-05,416.8044740371277
2022-09-06,402.2482904695158
2022-09-07,410.5328998438796
2022-09-08,431.80171367558694
2022-09-09,443.7027522213881
2022-09-12,441.24172540483187
2022-09-13,441.8170948911125
2022-09-14,434.6235975096403
2022-09-15,437.3717709220966
2022-09-16,434.7285035845873
2022-09-19,421.35270671359063
2022-09-20,409.61751455054633
2022-09-21,426.38985409984423
2022-09-22,422.25315464791663
2022-09-23,427.60128340389787
2022-09-26,432.02392739599054
2022-09-27,439.90715037088813
2022-09-28,426.8931824167917
2022-09-29,414.8719679500245
2022-09-30,401.5679822104003
2022-10-03,397.214520875251
2022-10-04,398.32872978424507
2022-10-05,411.0820265827188
2022-10-06,407.2829849112074
2022-10-07,421.2461004755895
2022-10-10,412.97642782358093
2022-10-11,424.0740286113495
2022-10-12,425.6303110954113
2022-10-13,430.7950070996485
2022-10-14,458.46372641618416
2022-10-17,476.1516950862522
2022-10-18,486.1666186700165
2022-10-19,499.7692198804402
2022-10-20,495.6171580446963
2022-10-21,498.9916595627313
2022-10-24,524.186424551771
2022-10-25,522.4191419639673
2022-10-26,521.6249560766756
2022-10-27,521.3176838399133
2022-10-28,534.742391383044
2022-10-31,534.3984251259594
2022-11-01,505.18239759677897
2022-11-02,481.53864124808734
2022-11-03,480.5047841180536
2022-11-04,502.6117094031666
2022-11-07,514.6632404432347
2022-11-08,508.7754568794049
2022-11-09,513.220918340938
2022-11-10,514.7794449660933
2022-11-11,528.9673289931097
2022-11-14,536.342369342707
2022-11-15,545.2336762980676
2022-11-16,562.0966125116508
2022-11-17,576.4756900710787
2022-11-18,559.4141382278177
2022-11-21,563.2923429555095
2022-11-22,569.4264599559341
2022-11-23,603.6728322266041
2022-11-24,607.2098554245597
2022-11-25,595.2778965842089
2022-11-28,569.9372919475926
2022-11-29,566.4021521987692
2022-11-30,567.4239909977492
2022-12-01,577.0543593162641
2022-12-02,562.9041626037717
2022-12-05,556.4185018957085
2022-12-06,556.994282195855
2022-12-07,557.6897231518928
2022-12-08,565.3155315605757
2022-12-09,557.9324915983739
2022-12-12,554.6563353800374
2022-12-13,540.800624911503
2022-12-14,553.5302175171273
2022-12-15,546.9885276249909
2022-12-16,537.1668833531086
2022-12-19,526.7956090152381
2022-12-20,534.1189256009486
2022-12-21,525.3975533207832
2022-12-22,538.9052458019341
2022-12-23,523.8111991135643
2022-12-26,505.2778164453577
2022-12-27,505.88635818046134
2022-12-28,495.74140761777215
2022-12-29,502.2482464078177
2022-12-30,523.5127927660988
2023-01-02,509.17602875397824
2023-01-03,495.0277504153829
2023-01-04,483.8676902805672
2023-01-05,471.9057827457638
2023-01-06,466.6171890903177
2023-01-09,455.45921199846777
2023-01-10,435.03968104075557
2023-01-11,442.8534014779375
2023-01-12,424.07994715114893
2023-01-13,436.3696015014149
2023-01-16,440.2798503993973
2023-01-17,421.23251803787196
2023-01-18,422.9791560916041
2023-01-19,434.85846143403853
2023-01-20,429.11416602521354
2023-01-23,443.4415572350587
2023-01-24,446.4604633855698
2023-01-25,441.67571712946756
2023-01-26,453.1285411573144
2023-01-27,458.4141284314721
2023-01-30,445.96737241775065
2023-01-31,427.76125480111824
2023-02-01,425.1432684163245
2023-02-02,445.2921540013988
2023-02-03,452.23830074171053
2023-02-06,458.1163429372204
2023-02-07,454.5954899724031
2023-02-08,471.2708413071583
2023-02-09,469.0931827223498
2023-02-10,468.78078335585076
2023-02-13,471.3756752841605
2023-02-14,478.7504426254096
2023-02-15,494.3952617485938
2023-02-16,514.2496773656427
2023-02-17,502.7167204132404
2023-02-20,493.5257806388408
2023-02-21,479.09849961478733
2023-02-22,472.25213297159075
2023-02-23,470.3742287715085
2023-02-24,484.0601571159381
2023-02-27,482.8597639070021
2023-02-28,488.78352955245174
2023-03-01,505.3726793600149
2023-03-02,503.5642103963973
2023-03-03,485.6853468871217
2023-03-06,472.5596790465317
2023-03-07,461.2136128561151
2023-03-08,456.7386231882052
2023-03-09,446.8939310284518
2023-03-10,468.625708024577
2023-03-13,480.5880784251481
2023-03-14,472.5304345786748
2023-03-15,489.31626700917343
2023-03-16,484.35497564324163
2023-03-17,496.80328533473863
2023-03-20,511.02037698990887
2023-03-21,503.4537880490166
2023-03-22,495.71844998797604
2023-03-23,497.85858311279367
2023-03-24,497.11250406435045
2023-03-27,496.1695863360467
2023-03-28,491.2565945425842
2023-03-29,493.229230129229
2023-03-30,482.9499206651547
2023-03-31,485.4720207377591
2023-04-03,484.7161616237298
2023-04-04,480.215464667376
2023-04-05,489.21081715297015
2023-04-06,498.88852450926487
2023-04-07,482.289346716968
2023-04-10,493.07023657756343
2023-04-11,512.2510691922982
2023-04-12,509.31064402168056
2023-04-13,511.51947005249593
2023-04-14,514.1019072367008
2023-04-17,492.29767471730406
2023-04-18,497.3620999547203
2023-04-19,502.9448454964966
2023-04-20,488.74331460769923
2023-04-21,487.56925869332946
2023-04-24,472.99939318928637
2023-04-25,457.0617743956445
2023-04-26,453.9858992209569
2023-04-27,442.33309880203683
2023-04-28,454.6091364489791
2023-05-01,450.92797402768736
2023-05-02,457.730408365332
2023-05-03,462.5618172744558
2023-05-04,478.0723597785678
2023-05-05,468.0617117060468
2023-05-08,474.46118159732805
2023-05-09,476.55974496368634
2023-05-10,468.74537474612293
2023-05-11,445.3588537698371
2023-05-12,458.45442736851464
2023-05-15,445.92299216279423
2023-05-16,425.2267787606033
2023-05-17,425.94498523106984
2023-05-18,413.95699631755986
2023-05-19,417.58046791753617
2023-05-22,422.1667912894074
2023-05-23,413.3450866320732
2023-05-24,423.59023355500346
2023-05-25,421.17634610536305
2023-05-26,433.4043057723354
2023-05-29,446.42782522041574
2023-05-30,444.421171166836
2023-05-31,450.0884430226779
2023-06-01,465.1765906926884
2023-06-02,438.11448014039945
2023-06-05,438.83004432993266
2023-06-06,456.9475968436577
2023-06-07,469.18873799457003
2023-06-08,450.9512509691805
2023-06-09,457.06621347623945
2023-06-12,460.24299742029524
2023-06-13,477.65342572096466
2023-06-14,470.2823431999764
2023-06-15,458.9691321219109
2023-06-16,440.0633424560683
2023-06-19,428.314535374651
2023-06-20,409.7199066947181
2023-06-21,404.6615967481951
2023-06-22,407.0557924678145
2023-06-23,410.18343142178486
2023-06-26,400.15431977485105
2023-06-27,410.8009526619536
2023-06-28,420.5934609761549
2023-06-29,435.7014433667946
2023-06-30,426.2237945448091
2023-07-03,434.01151725850553
2023-07-04,412.8983951374123
2023-07-05,406.44833420207806
2023-07-06,394.02045284338396
2023-07-07,396.73229917048144
2023-07-10,393.81186617040635
2023-07-11,391.97538258931365
2023-07-12,383.1729932242517
2023-07-13,380.31833911447524
2023-07-14,382.8352628879471
2023-07-17,390.5972676012507
2023-07-18,385.1187356364466
2023-07-19,382.1034229571356
2023-07-20,390.01697532074957
2023-07-21,392.22003702342255
2023-07-24,398.56610244797713
2023-07-25,389.0931986770311
2023-07-26,402.32604322871725
2023-07-27,408.4955811479559
2023-07-28,429.6513545169753
2023-07-31,446.87198958014966
2023-08-01,434.2152485006564
2023-08-02,413.037993646099
