Date,KO
2020-09-25,380.3660732641298
2020-09-28,383.49211408532966
2020-09-29,366.01400116966107
2020-09-30,365.0836896051201
2020-10-01,377.09133610037554
2020-10-02,393.3458150831135
2020-10-05,394.07860008234155
2020-10-06,390.01037681461037
2020-10-07,399.41440328021224
2020-10-08,413.0526005206564
2020-10-09,424.91402648406194
2020-10-12,434.2568495241424
2020-10-13,441.26765247376085
2020-10-14,444.04056465679423
2020-10-15,443.8775004889539
2020-10-16,426.6612635107472
2020-10-19,427.7754494211328
2020-10-20,439.65521042565126
2020-10-21,425.6098072040556
2020-10-22,424.1798425711732
2020-10-23,426.1074173516026
2020-10-26,438.07566652699876
2020-10-27,429.31839018002825
2020-10-28,441.34141186201134
2020-10-29,445.73558985800673
2020-10-30,451.91934727955885
2020-11-02,450.9653861748758
2020-11-03,462.2685717206806
2020-11-04,452.47712881491077
2020-11-05,454.0855280383181
2020-11-06,457.11504886992174
2020-11-09,462.66193618978144
2020-11-10,464.0328540181183
2020-11-11,455.8492488746652
2020-11-12,464.3874082670769
2020-11-13,462.2279868203145
2020-11-16,463.95607052446667
2020-11-17,466.5951126143348
2020-11-18,440.8855549788413
2020-11-19,438.2407732786899
2020-11-20,422.2694671138449
2020-11-23,426.656866289375
2020-11-24,427.42601001157266
2020-11-25,437.9115093791987
2020-11-26,430.83264499109595
2020-11-27,447.86120337597373
2020-11-30,451.6039074051716
2020-12-01,451.43322612384014
2020-12-02,448.4088671018002
2020-12-03,435.0141566094038
2020-12-04,433.1218522773684
2020-12-07,428.14803948819946
2020-12-08,423.71066662466257
2020-12-09,430.4806277072013
2020-12-10,433.71725494166833
2020-12-11,430.5313621258858
2020-12-14,438.70861901255296
2020-12-15,425.3453608205673
2020-12-16,423.4337072753458
2020-12-17,425.22872239169357
2020-12-18,415.97720378655566
2020-12-21,405.33921644509854
2020-12-22,413.7452350521093
2020-12-23,422.70334847712905
2020-12-24,421.8625442989823
2020-12-25,421.7019101294503
2020-12-28,416.61477363288384
2020-12-29,411.8928829985685
2020-12-30,435.15810790609817
2020-12-31,440.4116374006776
2021-01-01,431.3364567278465
2021-01-04,421.5243418894545
2021-01-05,424.90131117714935
2021-01-06,422.8060831468788
2021-01-07,431.8515923917349
2021-01-08,432.4006299712196
2021-01-11,438.4318811402669
2021-01-12,441.6233486239997
2021-01-13,456.61145102269467
2021-01-14,450.44033168777116
2021-01-15,451.3604253824822
2021-01-18,436.01157553610966
2021-01-19,427.79195872862874
2021-01-20,426.1747554640228
2021-01-21,436.83819876798924
2021-01-22,436.7363038910992
2021-01-25,434.5310735632426
2021-01-26,438.9994019165905
2021-01-27,438.5186860264327
2021-01-28,423.35534204193965
2021-01-29,409.8114137974392
2021-02-01,410.06969783992355
2021-02-02,414.99293592071433
2021-02-03,409.8061783461823
2021-02-04,382.45008897294304
2021-02-05,368.0227511291405
2021-02-08,372.17818210726057
2021-02-09,379.47200614241876
2021-02-10,380.6184932679753
2021-02-11,392.6673658984416
2021-02-12,389.7924854501793
2021-02-15,388.42972042468347
2021-02-16,391.46839726987986
2021-02-17,398.6729214643005
2021-02-18,398.2637103352397
2021-02-19,396.22976131628843
2021-02-22,411.3352264942679
2021-02-23,413.9575605601691
2021-02-24,418.15710177106655
2021-02-25,427.245642569188
2021-02-26,429.57891480785275
2021-03-01,422.27041055521045
2021-03-02,434.8465765280727
2021-03-03,426.86818524044025
2021-03-04,439.29462368994933
2021-03-05,431.45690524399396
2021-03-08,415.71033305960316
2021-03-09,419.4921263503106
2021-03-10,417.7379196936552
2021-03-11,418.15188003284686
2021-03-12,410.710957984713
2021-03-15,408.11871522046016
2021-03-16,416.08828183099786
2021-03-17,423.8992820095647
2021-03-18,427.54978820195686
2021-03-19,421.06509043142677
2021-03-22,425.12672249751876
2021-03-23,424.9626986478764
2021-03-24,416.9218670483184
2021-03-25,430.4717293502134
2021-03-26,431.47885136625996
2021-03-29,424.6004652587875
2021-03-30,419.8773342199062
2021-03-31,430.0889600239012
2021-04-01,428.1176448559462
2021-04-02,425.8112329971651
2021-04-05,425.8049638418684
2021-04-06,438.19351091355304
2021-04-07,434.26269857847024
2021-04-08,435.586722156603
2021-04-09,443.30404285350227
2021-04-12,432.24414222825885
2021-04-13,428.3229395082585
2021-04-14,416.88459257491127
2021-04-15,414.36481926224155
2021-04-16,400.21052194975294
2021-04-19,403.68741996595713
2021-04-20,405.3327546671253
2021-04-21,401.1592729595919
2021-04-22,393.8407526887379
2021-04-23,403.54115313616506
2021-04-26,388.59215868086494
2021-04-27,396.9185437611783
2021-04-28,383.5736898505571
2021-04-29,394.17082106459475
2021-04-30,393.44556563426136
2021-05-03,397.68506963206954
2021-05-04,399.956837675308
2021-05-05,399.18975493436363
2021-05-06,397.321920541879
2021-05-07,410.3054227167433
2021-05-10,399.61460424538404
2021-05-11,405.93843059435125
2021-05-12,407.5317145492854
2021-05-13,405.142433018305
2021-05-14,397.896521761961
2021-05-17,408.3068101653944
2021-05-18,415.3041376537019
2021-05-19,404.3950586881896
2021-05-20,391.3892795426873
2021-05-21,392.22607617349104
2021-05-24,378.49007763850994
2021-05-25,385.7308120451894
2021-05-26,380.9508792821886
2021-05-27,380.34748847064895
2021-05-28,384.9485900830465
2021-05-31,386.3255445274487
2021-06-01,390.9105329506418
2021-06-02,384.0914368972764
2021-06-03,398.6066032574992
2021-06-04,414.5686849236909
2021-06-07,424.2830867981592
2021-06-08,422.73983191922827
2021-06-09,425.5073496176487
2021-06-10,434.907329640054
2021-06-11,438.1407200353829
2021-06-14,436.71219773321104
2021-06-15,426.0891118565152
2021-06-16,418.73149765480633
2021-06-17,419.13858396868216
2021-06-18,430.20444467397755
2021-06-21,437.2558726763199
2021-06-22,424.50702950220847
2021-06-23,440.80722528986826
2021-06-24,441.14722896812526
2021-06-25,440.82934966539267
2021-06-28,443.2072236159394
2021-06-29,457.4459629899296
2021-06-30,461.37281890245555
2021-07-01,456.8303055259025
2021-07-02,447.3770244812484
2021-07-05,429.0587916257718
2021-07-06,432.66822847191617
2021-07-07,432.2462053278401
2021-07-08,443.7263592911506
2021-07-09,432.2794909212403
2021-07-12,456.54999596451995
2021-07-13,445.00426611610357
2021-07-14,461.5282137784493
2021-07-15,458.4249283388213
2021-07-16,452.87708705386063
2021-07-19,473.39954427679424
2021-07-20,485.2018496254117
2021-07-21,491.34505398863837
2021-07-22,510.57802743714063
2021-07-23,513.5147197136491
2021-07-26,506.7706823308948
2021-07-27,509.00040896726017
2021-07-28,510.89889558822847
2021-07-29,529.1870180881149
2021-07-30,532.3755179680984
2021-08-02,531.2477320428096
2021-08-03,525.027645844068
2021-08-04,535.5413780340482
2021-08-05,549.5405698463043
2021-08-06,570.6063060706243
2021-08-09,576.7541148266483
2021-08-10,575.1278663416484
2021-08-11,558.8898523817513
2021-08-12,584.7921244507829
2021-08-13,549.8992220515314
2021-08-16,539.7736358761455
2021-08-17,533.3874660389067
2021-08-18,531.4597013786009
2021-08-19,538.7246023940797
2021-08-20,546.9104016732257
2021-08-23,537.9698334862926
2021-08-24,553.4127395663307
2021-08-25,540.7756621042874
2021-08-26,537.0459172711984
2021-08-27,537.3978552235634
2021-08-30,529.2015202938982
2021-08-31,522.200852200942
2021-09-01,528.4548039878903
2021-09-02,549.9227041451779
2021-09-03,535.4637257386344
2021-09-06,533.9647351925696
2021-09-07,511.6538028672614
2021-09-08,492.22332990012154
2021-09-09,487.6751052982557
2021-09-10,479.30175318283875
2021-09-13,467.40083923757345
2021-09-14,462.5615232353665
2021-09-15,464.0912153067243
2021-09-16,463.16724407844595
2021-09-17,492.3245330474413
2021-09-20,487.31694533486234
2021-09-21,494.4097699347559
2021-09-22,488.59306443352204
2021-09-23,480.3681863182876
2021-09-24,471.37567345648927
2021-09-27,467.05084230673526
2021-09-28,492.9938177213468
2021-09-29,491.7671108175266
2021-09-30,496.0291170831916
2021-10-01,483.01966859723416
2021-10-04,493.05273358530803
2021-10-05,490.4707220840385
2021-10-06,473.0436570243029
2021-10-07,485.5187655585198
2021-10-08,460.92083086757094
2021-10-11,455.2766233203146
2021-10-12,466.65821377144243
2021-10-13,483.0588397102983
2021-10-14,467.0448106265857
2021-10-15,473.8361563125238
2021-10-18,477.588788528179
2021-10-19,480.73434678182736
2021-10-20,466.80660649806737
2021-10-21,476.70031133796573
2021-10-22,475.46184782109935
2021-10-25,469.59166312624654
2021-10-26,483.8847453424232
2021-10-27,482.15842497368106
2021-10-28,489.11826791870595
2021-10-29,494.9322666104195
2021-11-01,480.69900657836854
2021-11-02,473.5718712344476
2021-11-03,483.70531792523616
2021-11-04,477.56113870485996
2021-11-05,476.6033549894972
2021-11-08,471.15776077108154
2021-11-09,466.49809819794416
2021-11-10,487.7161663343563
2021-11-11,500.33430727133083
2021-11-12,506.7558820126133
2021-11-15,495.12946284238524
2021-11-16,487.5208741376561
2021-11-17,493.86675578789504
2021-11-18,493.1850495243481
2021-11-19,495.4232108623427
2021-11-22,485.2694539160463
2021-11-23,496.88142189844433
2021-11-24,499.0304122497756
2021-11-25,500.28664158978654
2021-11-26,498.01903237725685
2021-11-29,496.3572271496926
2021-11-30,511.5977435768592
2021-12-01,500.1888783409432
2021-12-02,495.1477083456466
2021-12-03,504.83308906401425
2021-12-06,494.6148540987244
2021-12-07,506.38900403864005
2021-12-08,506.5139003395281
2021-12-09,510.9881965357924
2021-12-10,505.3291939203174
2021-12-13,498.1309724754729
2021-12-14,487.0822129283448
2021-12-15,503.8673135608571
2021-12-16,498.36014497822214
2021-12-17,488.59203948430377
2021-12-20,485.9496055773778
2021-12-21,481.67710253924685
2021-12-22,477.7099145860383
2021-12-23,467.2178644165752
2021-12-24,475.92209034053536
2021-12-27,489.95068352114396
2021-12-28,494.87363406577697
2021-12-29,493.5859368975811
2021-12-30,484.79253815152106
2021-12-31,483.97989394634993
2022-01-03,481.13968020983543
2022-01-04,476.4824439923914
2022-01-05,467.6069053540452
2022-01-06,463.71613677043797
2022-01-07,461.57822484610904
2022-01-10,460.43990509171647
2022-01-11,452.48792887036217
2022-01-12,446.163523045118
2022-01-13,459.2194586043747
2022-01-14,453.86991678249734
2022-01-17,446.20332756806874
2022-01-18,446.8253441895099
2022-01-19,433.7385759003704
2022-01-20,436.10787998194206
2022-01-21,440.5657219926299
2022-01-24,445.7761760940618
2022-01-25,444.76852974360287
2022-01-26,451.87747490077453
2022-01-27,452.7924935798494
2022-01-28,456.0706555938716
2022-01-31,460.9503808511924
2022-02-01,452.03291873340675
2022-02-02,454.3115361193232
2022-02-03,451.1704071905237
2022-02-04,442.65495228346606
2022-02-07,439.58418301998734
2022-02-08,438.889696794711
2022-02-09,431.06457585540153
2022-02-10,440.6590464822068
2022-02-11,456.2883488760614
2022-02-14,451.7044057486423
2022-02-15,442.41333975082216
2022-02-16,430.0998659138189
2022-02-17,439.74816314667913
2022-02-18,435.3715041654937
2022-02-21,418.7962169494942
2022-02-22,422.5756935985841
2022-02-23,424.05378717682254
2022-02-24,420.865086169188
2022-02-25,420.47186964750745
2022-02-28,431.9759722501596
2022-03-01,427.2922614512234
2022-03-02,412.4515334776925
2022-03-03,416.57310976929983
2022-03-04,417.6135124107641
2022-03-07,404.9113317554321
2022-03-08,405.7579989903911
2022-03-09,407.6790282291803
2022-03-10,399.9999800923773
2022-03-11,400.64159990325646
2022-03-14,399.56343540731916
2022-03-15,395.96523585480605
2022-03-16,397.23825673880503
2022-03-17,394.68527967756995
2022-03-18,406.84818116629253
2022-03-21,405.33202692511776
2022-03-22,402.7088075187377
2022-03-23,400.77591019899666
2022-03-24,424.0921403033132
2022-03-25,425.6151110768951
2022-03-28,432.6551171385776
2022-03-29,432.5612125866185
2022-03-30,426.9394992797038
2022-03-31,411.29206563369104
2022-04-01,418.9610023566079
2022-04-04,427.34466670969556
2022-04-05,444.566704821782
2022-04-06,450.7081896938589
2022-04-07,452.4955834191137
2022-04-08,434.7872306487764
2022-04-11,433.972815758602
2022-04-12,435.397202317692
2022-04-13,444.78948495279775
2022-04-14,452.1043889527046
2022-04-15,459.59417058384213
2022-04-18,462.4800617121178
2022-04-19,476.17666072038156
2022-04-20,471.0882212157888
2022-04-21,475.2272526758126
2022-04-22,474.7429435271531
2022-04-25,473.8159083353054
2022-04-26,475.58507325306635
2022-04-27,470.2949231076036
2022-04-28,470.2316008565035
2022-04-29,482.9323374830601
2022-05-02,484.7049773231851
2022-05-03,490.04862409873954
2022-05-04,489.0641147176118
2022-05-05,468.3125139043482
2022-05-06,479.4399138842678
2022-05-09,475.126123015745
2022-05-10,481.2620746467872
2022-05-11,497.43864222117503
2022-05-12,502.3443810772942
2022-05-13,510.06444789863366
2022-05-16,502.24533160414376
2022-05-17,483.7886217878821
2022-05-18,468.11162284203647
2022-05-19,465.2231405171671
2022-05-20,461.261203427487
2022-05-23,456.6609960585001
2022-05-24,462.52879493750623
2022-05-25,463.8221008638775
2022-05-26,452.2001454975356
2022-05-27,441.52705147961876
2022-05-30,422.1008024765546
2022-05-31,411.1076317796617
2022-06-01,410.6585747640006
2022-06-02,414.68906462230535
2022-06-03,411.5860635346839
2022-06-06,414.88610058810934
2022-06-07,399.6406737876235
2022-06-08,402.61023286215567
2022-06-09,400.09517419589594
2022-06-10,409.97458696785554
2022-06-13,403.24070623518026
2022-06-14,404.43030545757716
2022-06-15,408.1647806936607
2022-06-16,406.0551712212963
2022-06-17,403.4664513720948
2022-06-20,404.1136974240696
2022-06-21,397.18053318044565
2022-06-22,394.91039137084937
2022-06-23,383.53838564361746
2022-06-24,385.72324919788866
2022-06-27,404.1878686680839
2022-06-28,398.0395675009999
2022-06-29,399.197312088898
2022-06-30,391.3977062044466
2022-07-01,387.55689762460264
2022-07-04,371.69030243733727
2022-07-05,392.7134514376269
2022-07-06,384.5562236713399
2022-07-07,392.53438771953654
2022-07-08,381.3329947303248
2022-07-11,388.9190259044131
2022-07-12,395.1865622521727
2022-07-13,390.31548418048004
2022-07-14,396.5198893172166
2022-07-15,403.9109839688234
2022-07-18,393.1022977757934
2022-07-19,386.74909630772237
2022-07-20,387.4098109608482
2022-07-21,387.151713987237
2022-07-22,368.93558501214505
2022-07-25,373.22409340398366
2022-07-26,380.29723933158203
2022-07-27,388.56244205004737
2022-07-28,378.1817774625759
2022-07-29,368.913388124391
2022-08-01,382.08905532098447
2022-08-02,381.6383989740173
2022-08-03,383.2292594981551
2022-08-04,379.26488599445054
2022-08-05,382.1993884239919
2022-08-08,372.5180442587464
2022-08-09,363.43841517089186
2022-08-10,363.24651398293724
2022-08-11,351.25556427082273
2022-08-12,338.2225081426677
2022-08-15,337.1695857503564
2022-08-16,340.4473628893689
2022-08-17,361.74749985495083
2022-08-18,357.9515445929841
2022-08-19,366.42412780416987
2022-08-22,372.7949345602166
2022-08-23,363.055932870628
2022-08-24,369.61971715882
2022-08-25,367.6883390207755
2022-08-26,348.4592496979715
2022-08-29,351.49778483932374
2022-08-30,357.63526826090686
2022-08-31,350.40742892669664
2022-09-01,346.8819627777712
2022-09-02,356.52519491122973
2022-09-05,352.0619985885495
2022-09-06,350.6909925707598
2022-09-07,348.39392507852693
2022-09-08,356.0881386518256
2022-09-09,356.9272253891423
2022-09-12,357.32520882096134
2022-09-13,354.6400859559457
2022-09-14,361.5955182615775
2022-09-15,370.98166356080026
2022-09-16,366.58693452946443
2022-09-19,366.9238337093928
2022-09-20,365.9431732563753
2022-09-21,369.8369600614425
2022-09-22,375.4285880658513
2022-09-23,392.6101311892833
2022-09-26,383.7567919991895
2022-09-27,393.9624269375327
2022-09-28,389.97337961033537
2022-09-29,396.45731745365686
2022-09-30,398.07002067059034
2022-10-03,409.87553346400495
2022-10-04,400.12145083377237
2022-10-05,393.4712139267549
2022-10-06,404.59441614375123
2022-10-07,400.6289060772699
2022-10-10,395.3579644199217
2022-10-11,378.5207770065129
2022-10-12,390.0240088029144
2022-10-13,392.6923215879523
2022-10-14,388.01243725675016
2022-10-17,369.80860375093
2022-10-18,379.15075460773966
2022-10-19,377.15804753780975
2022-10-20,384.9347385819238
2022-10-21,383.87115318285146
2022-10-24,374.5883605443285
2022-10-25,382.4118265527736
2022-10-26,377.14874326513234
2022-10-27,376.895131047211
2022-10-28,389.12970839914414
2022-10-31,394.79968149256433
2022-11-01,398.80978400541005
2022-11-02,394.7999158895887
2022-11-03,396.21624072389255
2022-11-04,391.1060481974285
2022-11-07,396.1575633605337
2022-11-08,395.69086397104155
2022-11-09,388.49925405112776
2022-11-10,372.1311665897474
2022-11-11,366.7134574923419
2022-11-14,372.6068434820497
2022-11-15,365.6665675798536
2022-11-16,358.3531780994767
2022-11-17,356.6361744945917
2022-11-18,357.66554826022275
2022-11-21,357.54756271030135
2022-11-22,353.7357278009435
2022-11-23,354.02180090641104
2022-11-24,357.1520143345339
2022-11-25,350.67638356288006
2022-11-28,346.3111677015105
2022-11-29,331.67140166253233
2022-11-30,329.2234689142348
2022-12-01,327.0914120073365
2022-12-02,321.96408732680214
2022-12-05,320.76025769811025
2022-12-06,327.2298137026794
2022-12-07,320.28124506096435
2022-12-08,330.2672522088153
2022-12-09,341.01834439482155
2022-12-12,338.6867417907599
2022-12-13,341.8942129336944
2022-12-14,343.9618904888573
2022-12-15,358.9838626938324
2022-12-16,352.12897606328573
2022-12-19,352.9564105919048
2022-12-20,351.10493850240863
2022-12-21,348.2488262063004
2022-12-22,361.4400942044027
2022-12-23,358.47949943385015
2022-12-26,344.73852992309264
2022-12-27,338.21487924010734
2022-12-28,350.04804361459514
2022-12-29,355.2472711940511
2022-12-30,347.7816898703791
2023-01-02,344.5682416560947
2023-01-03,341.79490341628167
2023-01-04,332.0771051908268
2023-01-05,334.2580262257649
2023-01-06,341.98804787208655
2023-01-09,349.34768401972167
2023-01-10,345.0000708789046
2023-01-11,348.1282979357373
2023-01-12,345.0475533262593
2023-01-13,342.56601911323594
2023-01-16,357.32154522144367
2023-01-17,368.2168446569426
2023-01-18,366.94477814465773
2023-01-19,374.35727865961724
2023-01-20,371.9401015002432
2023-01-23,381.36658892355996
2023-01-24,374.4339870364678
2023-01-25,369.10797796176405
2023-01-26,358.844035137919
2023-01-27,362.4565216376511
2023-01-30,361.3682141714229
2023-01-31,351.88907172848195
2023-02-01,338.31263369419435
2023-02-02,343.9260200560381
2023-02-03,340.30018829366014
2023-02-06,343.79105180062163
2023-02-07,348.7907352456888
2023-02-08,345.42473762413323
2023-02-09,355.4747831152328
2023-02-10,355.35520459036735
2023-02-13,350.1534000171471
2023-02-14,349.2045608248146
2023-02-15,351.38683882218646
2023-02-16,340.3726014642883
2023-02-17,330.61631168179593
2023-02-20,331.30751528507767
2023-02-21,334.2960813326607
2023-02-22,329.38964374775173
2023-02-23,327.2920016955495
2023-02-24,329.16621836564826
2023-02-27,323.4626525921735
2023-02-28,334.4402901706493
2023-03-01,337.65568720683086
2023-03-02,335.016595306997
2023-03-03,329.74900828711293
2023-03-06,326.2937646660132
2023-03-07,325.5652340658163
2023-03-08,337.4068916905436
2023-03-09,337.96539642333363
2023-03-10,335.06447335305756
2023-03-13,333.21844205934326
2023-03-14,332.171744645012
2023-03-15,340.57853125944723
2023-03-16,345.24944979773113
2023-03-17,336.717354881864
2023-03-20,337.54939142237725
2023-03-21,327.58964067768903
2023-03-22,326.96047906347644
2023-03-23,323.49083608836025
2023-03-24,319.614353836185
2023-03-27,320.421618198095
2023-03-28,314.0693397404904
2023-03-29,324.8489255973352
2023-03-30,326.2636894721004
2023-03-31,321.83851270494523
2023-04-03,319.75144178956157
2023-04-04,315.3305684750941
2023-04-05,303.36493077136527
2023-04-06,294.98373521152945
2023-04-07,291.92216564947694
2023-04-10,286.4667622465618
2023-04-11,278.5742357519145
2023-04-12,275.84822658256576
2023-04-13,293.9294347670793
2023-04-14,296.2194821077658
2023-04-17,302.97192267080896
2023-04-18,289.6932410010809
2023-04-19,299.3113664670188
2023-04-20,295.99987201162816
2023-04-21,304.7127806063362
2023-04-24,304.5966435399712
2023-04-25,314.0509023823633
2023-04-26,299.5706104014451
2023-04-27,286.46354787861185
2023-04-28,289.19853441938534
2023-05-01,290.48279384814504
2023-05-02,293.227352402596
2023-05-03,296.45090188898615
2023-05-04,287.6939326561866
2023-05-05,285.44218331272486
2023-05-08,278.3295344917146
2023-05-09,269.676527632277
2023-05-10,261.65267396055907
2023-05-11,264.3766432687192
2023-05-12,264.9656832664503
2023-05-15,263.8484391894017
2023-05-16,263.471369386668
2023-05-17,274.6655550691506
2023-05-18,271.5243943575556
2023-05-19,282.16582003745486
2023-05-22,283.5282799327079
2023-05-23,281.75631502400796
2023-05-24,285.26540918294825
2023-05-25,280.15148346526803
2023-05-26,267.1900848968701
2023-05-29,275.4608088749746
2023-05-30,267.19001482532343
2023-05-31,271.8975901100684
2023-06-01,270.9742723840729
2023-06-02,282.0711805003092
2023-06-05,287.7686144180823
2023-06-06,291.2630873652108
2023-06-07,304.19621267308503
2023-06-08,302.5722933300751
2023-06-09,298.02351209675516
2023-06-12,296.73720599713363
2023-06-13,298.86553280531865
2023-06-14,309.462238833142
2023-06-15,307.8576800192145
2023-06-16,299.37989402842766
2023-06-19,301.927491491544
2023-06-20,307.84599598767795
2023-06-21,312.71316024360175
2023-06-22,317.93316737224507
2023-06-23,314.06317632649973
2023-06-26,325.40839531695445
2023-06-27,333.379465607671
2023-06-28,343.52570434263714
2023-06-29,335.99023611526303
2023-06-30,342.8878912216751
2023-07-03,336.6199782949001
2023-07-04,325.1260069674631
2023-07-05,326.3627454538708
2023-07-06,332.1351918835398
2023-07-07,327.9645331658915
2023-07-10,341.8274984921004
2023-07-11,344.13817682488076
2023-07-12,335.73184887655367
2023-07-13,346.132412517225
2023-07-14,337.81521222355985
2023-07-17,341.18814087555546
2023-07-18,343.29005181034915
2023-07-19,345.8229115626595
2023-07-20,341.6699932964803
2023-07-21,339.79418439728045
2023-07-24,338.5647343441353
2023-07-25,343.59778751433925
2023-07-26,341.6538448766583
2023-07-27,343.8313449738506
2023-07-28,347.5093664872282
2023-07-31,359.6200262274948
2023-08-01,365.13977431219826
