Date,TMUS
2020-05-04,266.7640209290057
2020-05-05,263.79200665691536
2020-05-06,255.8136783242881
2020-05-07,263.7055544580996
2020-05-08,268.15933654476714
2020-05-11,266.65115733399426
2020-05-12,268.02939464939493
2020-05-13,263.0939418603583
2020-05-14,259.6738713418567
2020-05-15,259.5009801451731
2020-05-18,264.10268848063663
2020-05-19,269.87662101945205
2020-05-20,278.4348826558045
2020-05-21,286.1866555823581
2020-05-22,278.00500445896716
2020-05-25,264.8891001361831
2020-05-26,268.7935625643262
2020-05-27,268.8745234579152
2020-05-28,273.71878826558316
2020-05-29,269.7435129671058
2020-06-01,267.57106825470385
2020-06-02,273.2364583002512
2020-06-03,273.5999166896252
2020-06-04,279.05568603668826
2020-06-05,283.5477417069951
2020-06-08,285.1471898941696
2020-06-09,286.9506736368882
2020-06-10,285.289120765306
2020-06-11,289.571569794378
2020-06-12,289.6570540184293
2020-06-15,277.16958510695093
2020-06-16,276.84255134268125
2020-06-17,271.94419352111225
2020-06-18,278.18891139460686
2020-06-19,288.81039927811764
2020-06-22,282.88987362418135
2020-06-23,282.78668751233624
2020-06-24,285.07242992142244
2020-06-25,277.8091916594772
2020-06-26,270.1946154198332
2020-06-29,267.3257110661693
2020-06-30,273.9121781148163
2020-07-01,283.6799486719699
2020-07-02,282.61040952133874
2020-07-03,288.87646750905276
2020-07-06,283.98878155065717
2020-07-07,278.8561058379852
2020-07-08,276.82625862388056
2020-07-09,274.9101933759944
2020-07-10,281.50184427101163
2020-07-13,282.0086873755245
2020-07-14,280.45995032011956
2020-07-15,279.1600228343711
2020-07-16,283.6308066534114
2020-07-17,285.2619125133294
2020-07-20,290.4313558705911
2020-07-21,287.4442487470299
2020-07-22,294.6863922475076
2020-07-23,290.34267603271564
2020-07-24,287.44051634937875
2020-07-27,290.6595660980735
2020-07-28,287.21741234018293
2020-07-29,290.0122965985767
2020-07-30,289.5516332252045
2020-07-31,285.88133076254405
2020-08-03,293.11570821920833
2020-08-04,290.14047798253176
2020-08-05,295.79967927621163
2020-08-06,287.5909688597066
2020-08-07,288.6814010085627
2020-08-10,292.82749636256784
2020-08-11,296.5987037795616
2020-08-12,297.8585966450364
2020-08-13,287.73652658213507
2020-08-14,303.25118272591476
2020-08-17,303.5399721178603
2020-08-18,316.7700786562013
2020-08-19,314.3201001960467
2020-08-20,310.0143856564989
2020-08-21,308.1707234405145
2020-08-24,305.199817772853
2020-08-25,304.25003132415804
2020-08-26,308.0938792504996
2020-08-27,304.793280052671
2020-08-28,315.4425778667475
2020-08-31,331.2349498386324
2020-09-01,322.5255706083687
2020-09-02,332.76058839375986
2020-09-03,331.1768673303748
2020-09-04,326.2957734442738
2020-09-07,343.5654387071741
2020-09-08,344.50840533276994
2020-09-09,348.60727905832937
2020-09-10,342.61943537036416
2020-09-11,339.6823797915818
2020-09-14,342.0829394889229
2020-09-15,329.5698304614773
2020-09-16,336.83008509749374
2020-09-17,337.21030295305206
2020-09-18,324.19526928273416
2020-09-21,330.98672810505053
2020-09-22,318.33529225852436
2020-09-23,311.0345998365719
2020-09-24,313.7943790785648
2020-09-25,313.06963518253
2020-09-28,310.9523497080775
2020-09-29,299.6104356875957
2020-09-30,292.0427615234688
2020-10-01,295.2663437323447
2020-10-02,304.3411755777428
2020-10-05,305.49208620993545
2020-10-06,307.6830188222694
2020-10-07,307.36000149328225
2020-10-08,300.45750943572375
2020-10-09,309.1093504568285
2020-10-12,319.06285564872604
2020-10-13,321.4363918952432
2020-10-14,334.4559700117822
2020-10-15,333.4125874784522
2020-10-16,339.2258839234569
2020-10-19,341.09626852194094
2020-10-20,348.6292697703413
2020-10-21,347.5002938494087
2020-10-22,342.7271878050274
2020-10-23,351.8999748794503
2020-10-26,343.0717016765302
2020-10-27,339.78356490606035
2020-10-28,344.40749786417126
2020-10-29,341.1969192987572
2020-10-30,338.904430751763
2020-11-02,328.5242051703476
2020-11-03,329.22763802190985
2020-11-04,333.20192489418736
2020-11-05,333.15533137997437
2020-11-06,329.3654049570901
2020-11-09,333.80423598257164
2020-11-10,327.1498747876885
2020-11-11,335.9235690253386
2020-11-12,337.1419934151407
2020-11-13,330.9149593111749
2020-11-16,333.1648075596197
2020-11-17,327.452474891368
2020-11-18,319.07030491071924
2020-11-19,327.04617190988
2020-11-20,332.80571919344123
2020-11-23,331.1124812890111
2020-11-24,331.8914188713245
2020-11-25,333.61515874712876
2020-11-26,341.0087983050502
2020-11-27,334.4792932703476
2020-11-30,329.1013180307301
2020-12-01,335.37116685095174
2020-12-02,333.0477920016115
2020-12-03,340.57936452446984
2020-12-04,338.04335850950696
2020-12-07,334.8932811526323
2020-12-08,343.40795335840403
2020-12-09,341.9449721686476
2020-12-10,335.3524683173674
2020-12-11,352.5656497936023
2020-12-14,350.99173147774434
2020-12-15,351.109041275372
2020-12-16,345.3299745594876
2020-12-17,355.4261407766808
2020-12-18,359.61055932780005
2020-12-21,352.2613775197893
2020-12-22,355.3122564571027
2020-12-23,362.0486591312683
2020-12-24,361.5610360029369
2020-12-25,369.8802409338906
2020-12-28,379.8754748193881
2020-12-29,390.3238984916435
2020-12-30,379.84397663691254
2020-12-31,381.939885791885
2021-01-01,366.63648792771653
2021-01-04,365.7157384489943
2021-01-05,367.8095645306994
2021-01-06,358.4465506215265
2021-01-07,350.98659018368687
2021-01-08,342.6953848328619
2021-01-11,338.5375828122892
2021-01-12,336.31849224144
2021-01-13,345.49518345378465
2021-01-14,342.48442660051217
2021-01-15,343.3616818058658
2021-01-18,340.70202009295605
2021-01-19,332.6411086257117
2021-01-20,330.6795658256852
2021-01-21,339.1853842480276
2021-01-22,346.59243258349215
2021-01-25,338.6950970112949
2021-01-26,342.6252159419322
2021-01-27,348.92687177126544
2021-01-28,350.23639495937135
2021-01-29,358.2886319798167
2021-02-01,368.61900952931563
2021-02-02,378.3038505083782
2021-02-03,368.72899463115607
2021-02-04,364.7363663984433
2021-02-05,371.8666094756188
2021-02-08,369.3071765765053
2021-02-09,365.6820979245504
2021-02-10,361.95373805087235
2021-02-11,358.61867598871964
2021-02-12,352.8918590381062
2021-02-15,353.36988999509
2021-02-16,353.18735163766706
2021-02-17,357.58640437410725
2021-02-18,344.4283878111905
2021-02-19,347.5735423666615
2021-02-22,340.63840912694735
2021-02-23,331.19144176304525
2021-02-24,324.8056626191695
2021-02-25,333.48943049099114
2021-02-26,323.6269159785153
2021-03-01,317.8937805501597
2021-03-02,308.17955258030844
2021-03-03,307.71454817578945
2021-03-04,317.8890795905384
2021-03-05,334.7368030384718
2021-03-08,333.2920210488234
2021-03-09,344.98195580778713
2021-03-10,346.87955427378733
2021-03-11,345.45720132706714
2021-03-12,335.2836497749322
2021-03-15,340.65012010635706
2021-03-16,352.94652410048786
2021-03-17,353.1145687458403
2021-03-18,356.3170564626568
2021-03-19,359.0832319270496
2021-03-22,346.29124417354814
2021-03-23,350.7165452570334
2021-03-24,334.92895762859666
2021-03-25,334.1901759663249
2021-03-26,326.16048051983915
2021-03-29,318.43451346530594
2021-03-30,319.79056374875967
2021-03-31,319.7889243270675
2021-04-01,326.3713117798612
2021-04-02,326.96431497271533
2021-04-05,311.90435362782733
2021-04-06,296.92863912184015
2021-04-07,295.49591297692865
2021-04-08,299.1388524981431
2021-04-09,301.07890844858053
2021-04-12,298.16309432226495
2021-04-13,292.37382350586205
2021-04-14,287.7178281554784
2021-04-15,288.6775117984107
2021-04-16,280.98507111925613
2021-04-19,292.4267642111464
2021-04-20,288.64269342400905
2021-04-21,281.8088749075152
2021-04-22,282.07321136808594
2021-04-23,280.97198571986036
2021-04-26,292.2870311141189
2021-04-27,296.0134500828341
2021-04-28,292.2835986015382
2021-04-29,290.65903184371365
2021-04-30,292.56861487080045
2021-05-03,295.22318288551816
2021-05-04,294.1470906585431
2021-05-05,296.0539065243598
2021-05-06,296.8190546799548
2021-05-07,291.68935055792457
2021-05-10,305.9880555886232
2021-05-11,320.2354513171922
2021-05-12,325.1221927199354
2021-05-13,329.3107067434696
2021-05-14,328.5154151825372
2021-05-17,319.8419312622941
2021-05-18,325.53492079830164
2021-05-19,333.4862911140297
2021-05-20,340.6521340204671
2021-05-21,348.89399078562207
2021-05-24,351.63709650797506
2021-05-25,351.448871077485
2021-05-26,350.446339014885
2021-05-27,357.03678684569434
2021-05-28,359.68213351086683
2021-05-31,360.21326075764824
2021-06-01,359.36959287124813
2021-06-02,373.8726198508671
2021-06-03,379.19296778344454
2021-06-04,368.2939607739438
2021-06-07,362.19918570925927
2021-06-08,364.1873611657793
2021-06-09,374.04800768294837
2021-06-10,373.6785042618475
2021-06-11,372.12297484915575
2021-06-14,382.38456946823
2021-06-15,382.2256210467868
2021-06-16,373.1589754164857
2021-06-17,368.7148132715753
2021-06-18,377.5285076964275
2021-06-21,389.0228640790758
2021-06-22,378.4027546059415
2021-06-23,380.64637097381564
2021-06-24,386.4404098442006
2021-06-25,393.7796790322241
2021-06-28,388.3014130672476
2021-06-29,393.675359743814
2021-06-30,376.7966936614166
2021-07-01,382.29206466375837
2021-07-02,379.5071128638
2021-07-05,373.73378741704454
2021-07-06,373.8898761899764
2021-07-07,363.23436765465357
2021-07-08,360.46503187893546
2021-07-09,363.23353773325005
2021-07-12,358.29657785420517
2021-07-13,354.4334344498271
2021-07-14,350.66904786049184
2021-07-15,359.14237387285897
2021-07-16,367.2678487157166
2021-07-19,356.8590531275026
2021-07-20,371.1824572489376
2021-07-21,368.29867506019997
2021-07-22,367.53467259238033
2021-07-23,363.80699687270726
2021-07-26,373.1398823478949
2021-07-27,360.93861279318736
2021-07-28,374.92687091028387
2021-07-29,376.35240518464065
2021-07-30,381.4731589984295
2021-08-02,376.1606406764998
2021-08-03,364.0045723616379
2021-08-04,371.12746419177716
2021-08-05,363.92539255497314
2021-08-06,358.4811826470333
2021-08-09,344.6690082278662
2021-08-10,341.1923795497605
2021-08-11,342.6409566991462
2021-08-12,353.19339317694977
2021-08-13,349.95733587248696
2021-08-16,349.9472676222742
2021-08-17,346.4390988500262
2021-08-18,344.0275729848904
2021-08-19,352.6165277700021
2021-08-20,344.51485236245605
2021-08-23,346.4840632449467
2021-08-24,352.4255841312888
2021-08-25,341.16369612864526
2021-08-26,328.32628922973606
2021-08-27,327.67322712700974
2021-08-30,319.90291595340096
2021-08-31,317.97289330766233
2021-09-01,314.60293508803016
2021-09-02,312.5085224750219
2021-09-03,316.13620276077654
2021-09-06,313.6532345246894
2021-09-07,303.5560289270211
2021-09-08,303.49524424886584
2021-09-09,310.49682260378455
2021-09-10,309.3781766205312
2021-09-13,305.31433528057113
2021-09-14,295.3710860985614
2021-09-15,294.41777697123865
2021-09-16,295.2781967753517
2021-09-17,302.3173651658537
2021-09-20,311.96917094590896
2021-09-21,311.07313856811226
2021-09-22,315.91163045059193
2021-09-23,319.7461025967975
2021-09-24,316.8455812215253
2021-09-27,318.8301777828458
2021-09-28,322.15553275758646
2021-09-29,318.55689590223506
2021-09-30,315.28442892971253
2021-10-01,323.7904199345224
2021-10-04,307.3408514160235
2021-10-05,290.17328267647906
2021-10-06,299.6112344803615
2021-10-07,302.61298957697556
2021-10-08,295.2514030549859
2021-10-11,293.8161420062974
2021-10-12,287.7725825493969
2021-10-13,290.9844843944406
2021-10-14,297.7643610561385
2021-10-15,295.57611139448045
2021-10-18,300.3181698304013
2021-10-19,304.13177110802656
2021-10-20,299.3873099555505
2021-10-21,295.62938476423426
2021-10-22,290.8869184726829
2021-10-25,289.98242858290695
2021-10-26,295.89919553309096
2021-10-27,297.7613173306197
2021-10-28,295.2679932354647
2021-10-29,304.3856990981349
2021-11-01,295.2816144156064
2021-11-02,299.3015334679179
2021-11-03,299.5009270350879
2021-11-04,299.67077799189076
2021-11-05,292.45138335228864
2021-11-08,289.7282561042109
2021-11-09,281.49927454823256
2021-11-10,276.4815615355093
2021-11-11,269.46390864258
2021-11-12,262.6013645019809
2021-11-15,271.2359299790982
2021-11-16,269.754615427594
2021-11-17,268.95445229013393
2021-11-18,264.75021237698286
2021-11-19,262.5632896516897
2021-11-22,269.35827539411684
2021-11-23,274.8947984269621
2021-11-24,278.8847082353741
2021-11-25,278.02813183716626
2021-11-26,273.6204761546715
2021-11-29,279.97892039276576
2021-11-30,286.21746843236264
2021-12-01,281.9972524344582
2021-12-02,272.1612890781792
2021-12-03,283.0107635658648
2021-12-06,287.8993564738444
2021-12-07,289.82845850075057
2021-12-08,282.1914159857957
2021-12-09,274.93141251946923
2021-12-10,274.87495944230966
2021-12-13,272.520938097236
2021-12-14,258.89657920440374
2021-12-15,258.44434500264816
2021-12-16,251.35203375021072
2021-12-17,257.29424423499336
2021-12-20,256.19705009816016
2021-12-21,261.18147859788564
2021-12-22,257.77910593785293
2021-12-23,257.19261622867265
2021-12-24,258.9626198718334
2021-12-27,261.53213858168647
2021-12-28,255.52814364652878
2021-12-29,248.6284721586223
2021-12-30,248.43191350958716
2021-12-31,252.2390994561679
2022-01-03,245.1436950711726
2022-01-04,242.74185163879696
2022-01-05,244.62225173349395
2022-01-06,249.6475878538054
2022-01-07,248.6563510899402
2022-01-10,257.2001445100522
2022-01-11,250.2702041216178
2022-01-12,256.0132321312701
2022-01-13,259.105519700535
2022-01-14,250.52891123043844
2022-01-17,253.35922618775098
2022-01-18,246.61823217439067
2022-01-19,245.41069339432673
2022-01-20,244.62529461005073
2022-01-21,240.32925500976947
2022-01-24,240.84457289873222
2022-01-25,240.4300954050619
2022-01-26,243.2926613950275
2022-01-27,240.07812287736195
2022-01-28,241.9807286438452
2022-01-31,240.49408644036427
2022-02-01,245.2886274091801
2022-02-02,241.44721766236614
2022-02-03,247.07678413198343
2022-02-04,252.05935795661748
2022-02-07,256.3003549748844
2022-02-08,252.70785088730196
2022-02-09,249.0896350559399
2022-02-10,250.43638119056695
2022-02-11,256.6207118261208
2022-02-14,263.42952834283255
2022-02-15,260.36756321217354
2022-02-16,261.8817815313224
2022-02-17,260.1175885433711
2022-02-18,250.42046323041492
2022-02-21,249.1648996298628
2022-02-22,242.52251094821358
2022-02-23,248.04217800501777
2022-02-24,248.9605046842965
2022-02-25,250.34461777991996
2022-02-28,251.8558616454286
2022-03-01,247.55798681552167
2022-03-02,246.59076489780503
2022-03-03,244.20462523755512
2022-03-04,252.10527713228848
2022-03-07,261.03939794309974
2022-03-08,258.69001075008305
2022-03-09,259.8404600500003
2022-03-10,255.6542627477711
2022-03-11,248.13767095712225
2022-03-14,248.32940366942142
2022-03-15,255.0122625211336
2022-03-16,252.24486445638647
2022-03-17,245.62440195921474
2022-03-18,246.89546427659582
2022-03-21,244.7735972817344
2022-03-22,255.35765605410288
2022-03-23,249.7315411205572
2022-03-24,255.08101696638192
2022-03-25,259.2992829265418
2022-03-28,258.76587545136357
2022-03-29,261.90316843812514
2022-03-30,254.27579802658013
2022-03-31,259.3202652128443
2022-04-01,257.80460301563426
2022-04-04,262.56618635883785
2022-04-05,264.1316157303356
2022-04-06,262.47088618055744
2022-04-07,263.1151037894391
2022-04-08,261.99115924027194
2022-04-11,274.0869398418072
2022-04-12,272.77931866522715
2022-04-13,269.80177401845765
2022-04-14,267.77938514413336
2022-04-15,273.38607360856287
2022-04-18,283.79141565049156
2022-04-19,280.22457488613435
2022-04-20,274.54279923836896
2022-04-21,283.53521662885936
2022-04-22,283.0454320086555
2022-04-25,292.113582421484
2022-04-26,294.62440761759456
2022-04-27,302.1456885149154
2022-04-28,305.0033122701456
2022-04-29,306.57850378555247
2022-05-02,311.3871638777017
2022-05-03,301.2423815046505
2022-05-04,285.94912728542164
2022-05-05,281.2527578484629
2022-05-06,274.0143110126134
2022-05-09,277.05705329259007
2022-05-10,275.97187696864614
2022-05-11,273.94429933904433
2022-05-12,282.17018917940766
2022-05-13,276.5272504954478
2022-05-16,276.82773292922997
2022-05-17,271.77846747918784
2022-05-18,272.9944003994574
2022-05-19,269.68734107595174
2022-05-20,270.0083758592179
2022-05-23,279.9220191702236
2022-05-24,284.5008628069573
2022-05-25,292.7068995084549
2022-05-26,294.4343040659535
2022-05-27,292.497126289058
2022-05-30,305.7805831464101
2022-05-31,312.6189396153555
2022-06-01,313.5926443584807
2022-06-02,312.69991216474136
2022-06-03,312.3156823895177
2022-06-06,310.75588157935925
2022-06-07,313.0558227902317
2022-06-08,315.17170211491896
2022-06-09,307.13153099080574
2022-06-10,305.44461575280593
2022-06-13,306.2587918215719
2022-06-14,311.2312812005788
2022-06-15,306.69418541130403
2022-06-16,309.43347657501715
2022-06-17,312.7137691434308
2022-06-20,301.5574109314823
2022-06-21,293.3150789813759
2022-06-22,300.74151649744823
2022-06-23,307.37222306636437
2022-06-24,313.4199361780832
2022-06-27,324.172494492887
2022-06-28,330.75292141231995
2022-06-29,330.22706458234876
2022-06-30,319.0522369338863
2022-07-01,323.05154134071535
2022-07-04,325.960751768554
2022-07-05,317.7930482661779
2022-07-06,313.9557861557381
2022-07-07,313.1140926867962
2022-07-08,302.60301096860763
2022-07-11,300.8441801908906
2022-07-12,295.83546329718
2022-07-13,304.14421350857486
2022-07-14,297.1878159780921
2022-07-15,299.8005215292664
2022-07-18,297.28550336139017
2022-07-19,302.61251329610604
2022-07-20,302.47548826694253
2022-07-21,302.5415737712477
2022-07-22,306.2544299215181
2022-07-25,289.3208418915399
2022-07-26,283.8272871078327
2022-07-27,277.8878879027039
2022-07-28,284.92533097780597
2022-07-29,287.0899266432743
2022-08-01,292.67845762246077
2022-08-02,292.48286938021135
2022-08-03,286.5755677509491
2022-08-04,290.3934447362525
2022-08-05,286.61876040986033
2022-08-08,282.8378542686029
2022-08-09,282.9392776598938
2022-08-10,291.5128038894053
2022-08-11,296.76709109100256
2022-08-12,298.08667585304084
2022-08-15,294.2258961440176
2022-08-16,300.71214132374655
2022-08-17,299.86902849207337
2022-08-18,298.2256989316764
2022-08-19,297.85206688593024
2022-08-22,286.40165438233873
2022-08-23,286.44062809572176
2022-08-24,294.9842147539044
2022-08-25,303.13569473876805
2022-08-26,296.4486554954521
2022-08-29,292.5872370052724
2022-08-30,300.7257716047479
2022-08-31,286.70055369521026
2022-09-01,285.5353100797233
2022-09-02,288.49811308739584
2022-09-05,293.7868335054492
2022-09-06,297.59976225556454
2022-09-07,294.80958126928243
2022-09-08,299.01671664451993
2022-09-09,294.72262070384824
2022-09-12,293.2529689276233
2022-09-13,290.96878068041
2022-09-14,285.6150244160269
2022-09-15,280.8706324479724
2022-09-16,282.65434938407486
2022-09-19,293.43010025716154
2022-09-20,293.6152868399982
2022-09-21,294.57028961693436
2022-09-22,284.7644266816393
2022-09-23,277.2348026386774
2022-09-26,275.3317119146925
2022-09-27,274.4783484843194
2022-09-28,273.5988214517706
2022-09-29,273.992275887721
2022-09-30,271.6343769472966
2022-10-03,272.4979270378926
2022-10-04,274.1262356010838
2022-10-05,275.35440330439985
2022-10-06,266.7203453402266
2022-10-07,271.6329420304282
2022-10-10,277.9854996023371
2022-10-11,272.9218598827769
2022-10-12,272.8835463912139
2022-10-13,279.8630226347412
2022-10-14,284.9733231332283
2022-10-17,279.9072534499846
2022-10-18,280.20311313703866
2022-10-19,278.95874754659553
2022-10-20,281.63627798530456
2022-10-21,285.31329387108974
2022-10-24,294.25554324906494
2022-10-25,297.6360314404158
2022-10-26,303.07706912792776
2022-10-27,294.8412785124114
2022-10-28,304.2966636422788
2022-10-31,307.32343950957835
2022-11-01,299.995473275174
2022-11-02,301.1463019640916
2022-11-03,296.0266725086546
2022-11-04,282.4326968219028
2022-11-07,279.43566702019814
2022-11-08,290.9743370357979
2022-11-09,285.5518081985421
2022-11-10,287.8560851725914
2022-11-11,275.785364572368
2022-11-14,283.10440943531336
2022-11-15,285.4877642438794
2022-11-16,277.5906615644572
2022-11-17,271.1010872260795
2022-11-18,266.4874083940001
2022-11-21,272.5470991207607
2022-11-22,269.82167123439234
2022-11-23,271.031612691446
2022-11-24,270.58459452514376
2022-11-25,270.34615977915786
2022-11-28,277.937230009319
2022-11-29,288.7059968686964
2022-11-30,283.5780312990095
2022-12-01,283.14565625629734
2022-12-02,283.38011459446517
2022-12-05,284.9730517285618
2022-12-06,280.14305602931466
2022-12-07,270.7317337981898
2022-12-08,269.6648226884677
2022-12-09,273.46961098354757
2022-12-12,274.6438515342597
2022-12-13,277.2012613097375
2022-12-14,287.2348464656685
2022-12-15,272.280823827988
2022-12-16,272.91979165885414
2022-12-19,270.06042311594234
2022-12-20,267.5494927277132
2022-12-21,278.7770775219285
2022-12-22,276.03407046948536
2022-12-23,270.2772900798293
2022-12-26,270.65289074093573
2022-12-27,271.4425206145996
2022-12-28,267.47235299992445
2022-12-29,265.0247492182692
2022-12-30,269.0013625166756
2023-01-02,275.7940824349737
2023-01-03,267.56546191347206
2023-01-04,276.47467998332854
2023-01-05,283.53235316517595
2023-01-06,281.4265361478324
2023-01-09,269.57493627675785
2023-01-10,271.13922929152034
2023-01-11,272.35797181623536
2023-01-12,282.5579459112986
2023-01-13,283.144278515758
2023-01-16,283.64389764479324
2023-01-17,287.54879977023404
2023-01-18,284.81538822867304
2023-01-19,284.817490184096
2023-01-20,289.0446063215316
2023-01-23,292.28613104113845
2023-01-24,286.59446474672205
2023-01-25,280.02526792219066
2023-01-26,292.0781857643288
2023-01-27,295.95709122755716
2023-01-30,305.1657859129007
2023-01-31,319.5490132850762
2023-02-01,308.6067397970929
2023-02-02,310.3343149745038
2023-02-03,323.7710322720016
2023-02-06,338.2121709207189
2023-02-07,345.58053390227235
2023-02-08,329.00911492307455
2023-02-09,325.9312983276286
2023-02-10,321.1997627659688
2023-02-13,312.0220885793215
2023-02-14,314.94535220726
2023-02-15,310.38333360138756
2023-02-16,314.8607142348673
2023-02-17,315.13115084901557
2023-02-20,312.66507856795204
2023-02-21,307.40252331083246
2023-02-22,306.60510094524284
2023-02-23,311.3332946474248
2023-02-24,305.87807958969705
2023-02-27,306.8401863006006
2023-02-28,307.620223847147
2023-03-01,319.90781643972565
2023-03-02,315.85908324722453
2023-03-03,309.738764686588
2023-03-06,302.84473510666135
2023-03-07,302.8791201696881
2023-03-08,313.43620712717836
2023-03-09,305.5497922956711
2023-03-10,317.403914370789
2023-03-13,317.71683808101744
2023-03-14,317.29946435865054
2023-03-15,315.8526026209309
2023-03-16,322.44701926171666
2023-03-17,330.68436412838497
2023-03-20,330.4632209763075
2023-03-21,329.8829438830442
2023-03-22,325.9849698269812
2023-03-23,330.4070763492607
2023-03-24,327.36038509224335
2023-03-27,324.28385895929637
2023-03-28,325.3703137536624
2023-03-29,324.91497476651364
2023-03-30,334.5746268359736
2023-03-31,334.3191165459274
2023-04-03,346.04528197388515
2023-04-04,343.79801969710246
2023-04-05,348.6897298518177
2023-04-06,359.9975409193834
2023-04-07,352.00006637849526
2023-04-10,349.4916786028959
2023-04-11,359.5091432028096
2023-04-12,367.97894703346054
2023-04-13,355.4059928118543
2023-04-14,357.9108521924801
2023-04-17,361.0633219209749
2023-04-18,373.830527247356
2023-04-19,388.1338674879563
2023-04-20,387.59593744590927
2023-04-21,395.64931808377594
2023-04-24,397.9442096117393
2023-04-25,400.61272716896366
2023-04-26,392.8602131137766
2023-04-27,371.6364459601936
2023-04-28,361.4416156228937
2023-05-01,357.35555995525795
2023-05-02,349.9332566801434
2023-05-03,348.09133100809623
2023-05-04,349.895642169749
2023-05-05,342.30748539085954
2023-05-08,342.5079973689664
2023-05-09,335.25068507671466
2023-05-10,350.9822361146823
2023-05-11,342.91992853857585
2023-05-12,346.1555244507658
2023-05-15,350.0320727606645
2023-05-16,351.2920743934668
2023-05-17,343.63076308604064
2023-05-18,342.559564326326
2023-05-19,342.67305818166807
2023-05-22,355.53870648286534
2023-05-23,345.2822434245672
2023-05-24,345.4522840777977
2023-05-25,355.6741244663078
2023-05-26,357.53325982192746
2023-05-29,351.47902949689086
2023-05-30,355.79475077310474
2023-05-31,356.3875243410202
2023-06-01,356.1876209102671
2023-06-02,350.23171479337134
2023-06-05,362.47222017994875
2023-06-06,363.1682943482207
2023-06-07,358.15457308449015
2023-06-08,355.77375133243567
2023-06-09,359.77440949293197
2023-06-12,362.3071256495051
2023-06-13,370.6940608063262
2023-06-14,378.1695276974752
2023-06-15,374.7405000837136
2023-06-16,358.8885048506932
2023-06-19,360.1884296120822
2023-06-20,367.06129177694953
2023-06-21,369.2070626829034
2023-06-22,364.02068534384154
2023-06-23,359.35433515404094
2023-06-26,363.9867218842143
2023-06-27,371.2514917485143
2023-06-28,367.3846789442234
2023-06-29,361.26365536642504
2023-06-30,354.73748489859696
2023-07-03,348.9806363669866
2023-07-04,339.6350713772565
2023-07-05,353.37431911227486
2023-07-06,358.2090341275961
2023-07-07,363.57436157106565
2023-07-10,352.3495501081493
2023-07-11,347.53037448672274
2023-07-12,355.7397676577548
2023-07-13,364.2134650936284
2023-07-14,364.54932637555584
2023-07-17,357.11198367028106
2023-07-18,355.176301412025
2023-07-19,355.5863396258077
2023-07-20,355.6566147398782
2023-07-21,360.6718675665907
2023-07-24,355.6793164838797
2023-07-25,351.7004074520745
2023-07-26,345.7486532173973
2023-07-27,355.75563832505065
2023-07-28,363.5460833355537
2023-07-31,379.8901243109414
2023-08-01,377.64751581776994
