Date,VZ
2020-05-13,331.8920870208463
2020-05-14,338.3843161733433
2020-05-15,335.46331297340714
2020-05-18,334.78197190952295
2020-05-19,337.16043326038596
2020-05-20,338.0694807566008
2020-05-21,341.03413313388523
2020-05-22,339.9329695304413
2020-05-25,341.2799043468027
2020-05-26,337.1861559746942
2020-05-27,333.83455141233316
2020-05-28,339.02359133273836
2020-05-29,340.7834690247567
2020-06-01,349.0074594488356
2020-06-02,345.3394222284603
2020-06-03,347.524356091162
2020-06-04,357.67817962777303
2020-06-05,360.6320007168621
2020-06-08,355.4874707796183
2020-06-09,353.8452026892848
2020-06-10,359.2399162437958
2020-06-11,353.6986515512417
2020-06-12,350.81585083644364
2020-06-15,343.5701890972284
2020-06-16,348.9227178883236
2020-06-17,358.2245848980563
2020-06-18,368.22348587640755
2020-06-19,368.35655017210786
2020-06-22,362.1645477401627
2020-06-23,356.75101733316745
2020-06-24,355.2297784202662
2020-06-25,350.09342818868583
2020-06-26,344.19120063330746
2020-06-29,348.9822163151176
2020-06-30,349.13771263195275
2020-07-01,352.2920591592257
2020-07-02,350.2772512603024
2020-07-03,356.8609371127479
2020-07-06,352.9791469684684
2020-07-07,356.6983284179294
2020-07-08,357.09195620107164
2020-07-09,359.73594291106883
2020-07-10,361.0949881294015
2020-07-13,362.9134724534364
2020-07-14,364.37342084761
2020-07-15,362.75703084312767
2020-07-16,364.4523298387374
2020-07-17,354.5125764917342
2020-07-20,373.94844944069723
2020-07-21,381.8805292371198
2020-07-22,387.7130298039747
2020-07-23,389.12776011474944
2020-07-24,386.1031293433156
2020-07-27,372.5713458794838
2020-07-28,358.84836005078796
2020-07-29,354.409628932591
2020-07-30,358.2007064221844
2020-07-31,354.6577461429915
2020-08-03,358.8025585764439
2020-08-04,364.51855358461717
2020-08-05,367.1749560870439
2020-08-06,365.97798582341863
2020-08-07,366.9084198870212
2020-08-10,368.5558021259033
2020-08-11,370.14718715350784
2020-08-12,365.00386043481427
2020-08-13,367.6738099471018
2020-08-14,360.91289191716004
2020-08-17,354.5651839587123
2020-08-18,352.6295827242557
2020-08-19,352.2717129742916
2020-08-20,354.5521665638539
2020-08-21,347.52181987204426
2020-08-24,347.9911986678149
2020-08-25,344.3462284426815
2020-08-26,341.8844891804454
2020-08-27,342.8000952930015
2020-08-28,338.501806410072
2020-08-31,330.6523689708172
2020-09-01,319.92366655840294
2020-09-02,323.65727089944136
2020-09-03,323.0456381555355
2020-09-04,330.6384005256356
2020-09-07,330.68668346132233
2020-09-08,338.9502131215861
2020-09-09,347.4925601925016
2020-09-10,351.73688170885504
2020-09-11,349.62944199333214
2020-09-14,364.1072689697791
2020-09-15,361.8105151222094
2020-09-16,352.93731868350693
2020-09-17,359.13393970783346
2020-09-18,352.3305797393477
2020-09-21,350.25665714895337
2020-09-22,345.5349386231387
2020-09-23,347.70123704839557
2020-09-24,340.3552149788308
2020-09-25,329.65364572269317
2020-09-28,331.71688013105853
2020-09-29,328.4295060773515
2020-09-30,328.06430202771884
2020-10-01,335.51440259712604
2020-10-02,336.9123154487881
2020-10-05,336.26983791851455
2020-10-06,331.87697154077057
2020-10-07,329.095122098599
2020-10-08,327.8656771196964
2020-10-09,329.0929686330394
2020-10-12,337.26284381920465
2020-10-13,336.3290284147158
2020-10-14,334.92811077425415
2020-10-15,336.13544619207335
2020-10-16,337.3017614761953
2020-10-19,333.13612566401724
2020-10-20,329.6997327292911
2020-10-21,323.08089932891045
2020-10-22,317.333603080447
2020-10-23,319.56515458913077
2020-10-26,314.71617321962873
2020-10-27,308.4154035164383
2020-10-28,312.07341468153095
2020-10-29,323.6056415582279
2020-10-30,310.23238186200155
2020-11-02,313.7982034660332
2020-11-03,308.2554911555854
2020-11-04,305.75360077011544
2020-11-05,300.53746060871197
2020-11-06,297.11017168669997
2020-11-09,299.248079298187
2020-11-10,301.34735537316726
2020-11-11,303.26221878796247
2020-11-12,300.0522992062414
2020-11-13,311.33732191318234
2020-11-16,318.4231316633832
2020-11-17,317.95653369070266
2020-11-18,331.694055678346
2020-11-19,326.3880992486095
2020-11-20,326.09845596874754
2020-11-23,328.681271799972
2020-11-24,323.7400463258867
2020-11-25,332.7752377722456
2020-11-26,335.7405037786579
2020-11-27,331.2001317935127
2020-11-30,326.9493570170384
2020-12-01,325.83650424015036
2020-12-02,317.39083085973
2020-12-03,319.8654546465868
2020-12-04,334.58355739270706
2020-12-07,337.75568023014114
2020-12-08,336.83823241013386
2020-12-09,330.65631673218803
2020-12-10,334.223303449429
2020-12-11,336.84322988868956
2020-12-14,339.40071641492796
2020-12-15,340.3756085320235
2020-12-16,347.7782226090118
2020-12-17,349.4315581448865
2020-12-18,344.3629024519406
2020-12-21,352.9476928979565
2020-12-22,350.9531994650976
2020-12-23,361.11394863921316
2020-12-24,360.9352776854828
2020-12-25,372.9299786156277
2020-12-28,364.6720740230287
2020-12-29,369.80716565692654
2020-12-30,370.2785641005386
2020-12-31,367.35626399902674
2021-01-01,369.50171674459546
2021-01-04,368.2428316429446
2021-01-05,370.4002757537444
2021-01-06,373.0997329651955
2021-01-07,377.13167340420705
2021-01-08,380.64769547857867
2021-01-11,383.97860828913076
2021-01-12,383.37581584243435
2021-01-13,393.40920044039564
2021-01-14,401.2893691726296
2021-01-15,404.8775613274108
2021-01-18,407.4020307645421
2021-01-19,398.07617276367347
2021-01-20,405.99079344257495
2021-01-21,405.09185676758983
2021-01-22,422.74411255894756
2021-01-25,413.41282381797237
2021-01-26,410.1676836661304
2021-01-27,407.6039403026553
2021-01-28,415.4864617096594
2021-01-29,406.68609760949374
2021-02-01,397.9661869025122
2021-02-02,404.21324913660413
2021-02-03,408.2653955457279
2021-02-04,401.97129877654436
2021-02-05,396.2369955620887
2021-02-08,384.12318721083517
2021-02-09,381.70416456071547
2021-02-10,374.719151400944
2021-02-11,374.2576321886128
2021-02-12,375.3049536172069
2021-02-15,381.9690814329741
2021-02-16,386.1474000453136
2021-02-17,383.1909326839624
2021-02-18,389.0281706525051
2021-02-19,390.553671167457
2021-02-22,379.66001931486875
2021-02-23,359.1301584896051
2021-02-24,363.7728214615249
2021-02-25,356.20146961270626
2021-02-26,349.53579160321004
2021-03-01,342.72920801812563
2021-03-02,348.76312961350044
2021-03-03,345.9743114300961
2021-03-04,351.41097204237377
2021-03-05,343.4810380583308
2021-03-08,346.49961367871657
2021-03-09,347.06480999973866
2021-03-10,351.8870804563285
2021-03-11,352.56086775457345
2021-03-12,349.5313484830949
2021-03-15,354.87928505703974
2021-03-16,353.785090368827
2021-03-17,344.04226502608805
2021-03-18,340.22890398873886
2021-03-19,338.86209750284684
2021-03-22,340.8168176141918
2021-03-23,337.0292796873527
2021-03-24,333.15969934926187
2021-03-25,328.5379838734532
2021-03-26,324.17682905892485
2021-03-29,325.6718857334794
2021-03-30,321.0465870328084
2021-03-31,327.93122009899145
2021-04-01,340.6237867292801
2021-04-02,347.59533615730226
2021-04-05,351.1475461132561
2021-04-06,350.4201676816987
2021-04-07,356.33063965675507
2021-04-08,364.4167808644385
2021-04-09,366.6773346401468
2021-04-12,355.9204022646466
2021-04-13,350.24926465603806
2021-04-14,354.3531735865655
2021-04-15,359.8773261141394
2021-04-16,354.87102555940766
2021-04-19,353.58145755132296
2021-04-20,354.46344491617873
2021-04-21,355.8868724530625
2021-04-22,366.7055301584078
2021-04-23,371.7373059410357
2021-04-26,371.65795190259735
2021-04-27,370.903331726654
2021-04-28,365.79813787862093
2021-04-29,373.4986399249253
2021-04-30,357.31961252635904
2021-05-03,371.129605598939
2021-05-04,366.41137820368107
2021-05-05,375.10236637614355
2021-05-06,370.12426483879415
2021-05-07,367.61688504166096
2021-05-10,366.8624904575962
2021-05-11,359.2732024840283
2021-05-12,349.47072702866507
2021-05-13,348.81058707761355
2021-05-14,342.78390982242354
2021-05-17,348.0545087750979
2021-05-18,350.8351337437987
2021-05-19,344.1752228603168
2021-05-20,332.90294285238645
2021-05-21,337.37672366368486
2021-05-24,337.8029767231595
2021-05-25,340.7590859572746
2021-05-26,343.0834167323733
2021-05-27,341.32867008191926
2021-05-28,342.79294316609537
2021-05-31,339.58236857102384
2021-06-01,339.26103166747936
2021-06-02,336.8515632362066
2021-06-03,335.6408605714212
2021-06-04,336.6416610255273
2021-06-07,334.01155535641846
2021-06-08,327.2616802967037
2021-06-09,324.91890682953147
2021-06-10,328.2227065771757
2021-06-11,320.17724283363845
2021-06-14,328.76040241985504
2021-06-15,329.0961624572567
2021-06-16,330.29307694542825
2021-06-17,332.58236503914526
2021-06-18,336.8604480636296
2021-06-21,328.46684829131937
2021-06-22,330.2362495454855
2021-06-23,331.37838353187055
2021-06-24,328.2900677449737
2021-06-25,335.409744822884
2021-06-28,332.0001967337286
2021-06-29,336.37264129929093
2021-06-30,342.2321915381526
2021-07-01,338.0159796954441
2021-07-02,333.80462212404166
2021-07-05,335.3238557690788
2021-07-06,348.83891721164474
2021-07-07,360.93080750385997
2021-07-08,362.90565149663024
2021-07-09,369.6393011627876
2021-07-12,373.6330509683226
2021-07-13,369.0303609920137
2021-07-14,374.8650334600507
2021-07-15,373.6367055609421
2021-07-16,373.82953339673963
2021-07-19,374.36362199329733
2021-07-20,378.0575208239479
2021-07-21,378.9875967125978
2021-07-22,365.4383893187216
2021-07-23,371.3675329618102
2021-07-26,377.1964639754178
2021-07-27,370.4500419550781
2021-07-28,369.84904235416434
2021-07-29,365.9175406531389
2021-07-30,376.6219350725245
2021-08-02,374.5362068598882
2021-08-03,367.4514642462786
2021-08-04,364.8162814808363
2021-08-05,369.0578752561947
2021-08-06,372.9737388177274
2021-08-09,376.74745961095476
2021-08-10,378.7192380877424
2021-08-11,384.58568549389923
2021-08-12,384.4215254722924
2021-08-13,394.9967538052983
2021-08-16,400.87735314922554
2021-08-17,395.53956060288766
2021-08-18,388.3419524570354
2021-08-19,397.61340196464977
2021-08-20,397.56427367240144
2021-08-23,402.4325394841056
2021-08-24,398.70880219866876
2021-08-25,409.97151240367094
2021-08-26,412.29780500142937
2021-08-27,407.21085009215705
2021-08-30,405.702941513456
2021-08-31,406.5435531146815
2021-09-01,415.34657708863955
2021-09-02,411.2092485875651
2021-09-03,409.81895592044503
2021-09-06,407.98800196355955
2021-09-07,422.608584706784
2021-09-08,420.8684965939313
2021-09-09,419.84066545454635
2021-09-10,428.3949088261142
2021-09-13,415.9705099564058
2021-09-14,422.3796353438179
2021-09-15,409.30382335196316
2021-09-16,403.2690942754306
2021-09-17,403.92154035586685
2021-09-20,406.46697451872177
2021-09-21,407.7813440984022
2021-09-22,399.1626484500073
2021-09-23,399.7266846987536
2021-09-24,397.1497683686463
2021-09-27,396.5860599409666
2021-09-28,388.3132296377088
2021-09-29,385.0589233203709
2021-09-30,389.44777748223294
2021-10-01,388.25675880981123
2021-10-04,386.6016390099691
2021-10-05,387.1852081355719
2021-10-06,376.7991984055314
2021-10-07,375.0710829278819
2021-10-08,368.4238439199272
2021-10-11,363.9793226906185
2021-10-12,361.34859226728724
2021-10-13,365.66986871932556
2021-10-14,366.14300015483104
2021-10-15,365.16447106258767
2021-10-18,362.8861108045649
2021-10-19,369.3651858568453
2021-10-20,365.71901588112513
2021-10-21,356.5623544158112
2021-10-22,360.1324468417743
2021-10-25,363.8839106514486
2021-10-26,362.24841536276483
2021-10-27,368.98266616676284
2021-10-28,363.81474705986267
2021-10-29,352.0065669223127
2021-11-01,350.196044127828
2021-11-02,354.147173183789
2021-11-03,357.72410966105986
2021-11-04,357.57834700220184
2021-11-05,360.3645942979901
2021-11-08,350.6337320533659
2021-11-09,349.86571391849805
2021-11-10,354.97489670948886
2021-11-11,354.91365554715406
2021-11-12,352.3175846348731
2021-11-15,363.41788453974397
2021-11-16,375.8079925214829
2021-11-17,372.5438674482157
2021-11-18,370.2396725895812
2021-11-19,359.9189395383046
2021-11-22,358.1398721466786
2021-11-23,365.51178925445697
2021-11-24,380.62364600616814
2021-11-25,375.1408924243661
2021-11-26,371.339014985667
2021-11-29,368.0803895117546
2021-11-30,370.328985796814
2021-12-01,367.6073083108942
2021-12-02,364.31036689395756
2021-12-03,362.95790689841436
2021-12-06,369.55330977514376
2021-12-07,362.38671910789105
2021-12-08,364.4318596405143
2021-12-09,374.4905505231897
2021-12-10,379.9931553587563
2021-12-13,378.5531163993569
2021-12-14,373.84956029805784
2021-12-15,383.2756877407936
2021-12-16,394.248812684302
2021-12-17,388.4990801737911
2021-12-20,395.91460814169886
2021-12-21,394.54931500697234
2021-12-22,384.30023859348125
2021-12-23,371.2612449906145
2021-12-24,372.64747831411034
2021-12-27,374.19594796241535
2021-12-28,380.50307912314514
2021-12-29,382.77789503863585
2021-12-30,378.3829492515275
2021-12-31,377.1102912582988
2022-01-03,374.376931337176
2022-01-04,370.5039089387796
2022-01-05,373.9823668893102
2022-01-06,372.57088854392475
2022-01-07,367.08828659874115
2022-01-10,365.59689473374095
2022-01-11,359.11387016971656
2022-01-12,354.2376602920406
2022-01-13,348.6862454882596
2022-01-14,351.7482175812046
2022-01-17,347.1474350168015
2022-01-18,344.5812936346339
2022-01-19,346.86040246404207
2022-01-20,349.3367851419361
2022-01-21,347.9697953157466
2022-01-24,354.09567186301496
2022-01-25,342.15277680173995
2022-01-26,344.75107033665194
2022-01-27,343.73335840053016
2022-01-28,348.9367347385826
2022-01-31,357.69680769017026
2022-02-01,366.82875880855164
2022-02-02,354.9533197976794
2022-02-03,357.85138003301785
2022-02-04,355.4478227291126
2022-02-07,348.9400188867188
2022-02-08,338.0924630115836
2022-02-09,339.49110724744673
2022-02-10,339.3710344062753
2022-02-11,327.43501848100306
2022-02-14,325.73042546092023
2022-02-15,327.8958446073509
2022-02-16,320.12589440034947
2022-02-17,324.35595828706676
2022-02-18,326.0101362960017
2022-02-21,318.70177586051625
2022-02-22,312.27844979935475
2022-02-23,318.7303959226394
2022-02-24,316.2520551870529
2022-02-25,321.775268669106
2022-02-28,330.5673955377155
2022-03-01,321.3296410473653
2022-03-02,323.33715862938584
2022-03-03,320.3056986399635
2022-03-04,309.0885611321285
2022-03-07,307.47594719864185
2022-03-08,310.8508299414327
2022-03-09,315.5820835458818
2022-03-10,312.9209608275054
2022-03-11,320.03510387153
2022-03-14,321.24664453454227
2022-03-15,318.64170999613486
2022-03-16,314.81444908459014
2022-03-17,312.8159054591879
2022-03-18,310.36507324023034
2022-03-21,312.1449274551087
2022-03-22,303.47142311322915
2022-03-23,304.5075518554639
2022-03-24,303.4555273596217
2022-03-25,303.3939018005702
2022-03-28,301.5041901024516
2022-03-29,306.88387282333207
2022-03-30,305.67396421422194
2022-03-31,307.9142802457536
2022-04-01,307.1313105851773
2022-04-04,317.13729479303316
2022-04-05,317.16836978139474
2022-04-06,323.7210165205195
2022-04-07,334.4216554630117
2022-04-08,336.19120085379046
2022-04-11,337.82104021943877
2022-04-12,348.02745723987675
2022-04-13,349.3872406792182
2022-04-14,346.25311674646997
2022-04-15,337.15437625254856
2022-04-18,338.3818986578995
2022-04-19,325.96334462271165
2022-04-20,334.9882411126192
2022-04-21,328.99573520571437
2022-04-22,320.37403280335457
2022-04-25,319.96661444431294
2022-04-26,314.1555397364962
2022-04-27,312.4405703969735
2022-04-28,315.1191103826336
2022-04-29,318.2064096994156
2022-05-02,321.42281460903024
2022-05-03,318.8444367380893
2022-05-04,314.63636388177815
2022-05-05,313.7890322475612
2022-05-06,308.95734745204146
2022-05-09,309.6967006255057
2022-05-10,304.55725864387097
2022-05-11,306.4097274610044
2022-05-12,308.8236342346081
2022-05-13,311.59845501149346
2022-05-16,316.49283288332504
2022-05-17,311.0667240394087
2022-05-18,298.1522912698422
2022-05-19,294.71394689305373
2022-05-20,295.17336520144886
2022-05-23,290.5240771283435
2022-05-24,287.7144866010509
2022-05-25,290.4477095207871
2022-05-26,294.09967321941264
2022-05-27,300.60893129238974
2022-05-30,295.3312012202183
2022-05-31,287.16026546570885
2022-06-01,286.3477264607935
2022-06-02,289.8553522663144
2022-06-03,291.8298950744454
2022-06-06,296.70260044903773
2022-06-07,300.1727683402192
2022-06-08,312.0485596142329
2022-06-09,304.1605261667673
2022-06-10,302.17568343858494
2022-06-13,298.3753388038172
2022-06-14,298.34058857126354
2022-06-15,304.0178194143853
2022-06-16,295.6058786407531
2022-06-17,297.0269930784473
2022-06-20,288.2188006933422
2022-06-21,287.4580528405703
2022-06-22,281.938643191527
2022-06-23,284.2735215434355
2022-06-24,281.98129459894335
2022-06-27,284.5912325360898
2022-06-28,285.3771894393757
2022-06-29,289.6409484262591
2022-06-30,292.6613361882183
2022-07-01,292.59847152150263
2022-07-04,286.99240913336644
2022-07-05,280.4590561132361
2022-07-06,274.3281520022995
2022-07-07,267.59098945839554
2022-07-08,266.4410755586871
2022-07-11,265.2173619468868
2022-07-12,268.05330267429196
2022-07-13,261.05054166262124
2022-07-14,264.3189350079663
2022-07-15,267.88822921611614
2022-07-18,265.951470972183
2022-07-19,268.3369761189555
2022-07-20,273.816543008907
2022-07-21,275.1433907090401
2022-07-22,277.6726779529135
2022-07-25,275.8935866879309
2022-07-26,277.5076546438198
2022-07-27,288.241504982453
2022-07-28,288.4230002289318
2022-07-29,291.76667659519694
2022-08-01,286.4066768702523
2022-08-02,290.8678382045365
2022-08-03,287.80838539180746
2022-08-04,287.60451317393506
2022-08-05,288.18498109805466
2022-08-08,284.2989533881046
2022-08-09,283.4725528780104
2022-08-10,284.17272201084927
2022-08-11,281.40378357548684
2022-08-12,280.0989132992316
2022-08-15,275.31667999379863
2022-08-16,273.11263641755045
2022-08-17,281.4260715363045
2022-08-18,288.5695837643977
2022-08-19,282.4515679900752
2022-08-22,285.3478744639356
2022-08-23,281.7910913621728
2022-08-24,286.57962143124564
2022-08-25,292.11191510818674
2022-08-26,295.5405840571075
2022-08-29,292.38972964868196
2022-08-30,292.2167588303684
2022-08-31,293.77782999201304
2022-09-01,288.871970405951
2022-09-02,285.85592081971186
2022-09-05,288.24310100081874
2022-09-06,291.43204779257087
2022-09-07,297.08170727552596
2022-09-08,294.8370063116624
2022-09-09,289.4384670197642
2022-09-12,282.7226346672411
2022-09-13,276.11678634022576
2022-09-14,285.17920728897315
2022-09-15,285.0302031047021
2022-09-16,282.9203279308595
2022-09-19,284.09607331448876
2022-09-20,275.47442691347834
2022-09-21,276.6210624453811
2022-09-22,283.6201259559872
2022-09-23,292.99378288584194
2022-09-26,294.9208500339871
2022-09-27,292.0107290490158
2022-09-28,291.98237828909123
2022-09-29,293.615204475864
2022-09-30,290.2132299481449
2022-10-03,292.4644883319402
2022-10-04,282.1367052563859
2022-10-05,278.4329586362252
2022-10-06,279.7455749610263
2022-10-07,286.01296372061404
2022-10-10,293.4914238683798
2022-10-11,290.2214446916183
2022-10-12,287.7405972954323
2022-10-13,285.79651287429294
2022-10-14,283.27998530948184
2022-10-17,274.302325602854
2022-10-18,274.3071107059037
2022-10-19,267.56185981335835
2022-10-20,256.67213422285585
2022-10-21,246.9178056616287
2022-10-24,243.81330023126415
2022-10-25,241.3271625077407
2022-10-26,241.8668555859574
2022-10-27,245.22733581825076
2022-10-28,245.29968054972844
2022-10-31,245.8700092415804
2022-11-01,243.8239169713138
2022-11-02,246.953342297304
2022-11-03,249.00670344764504
2022-11-04,254.08320685115098
2022-11-07,256.6819264336755
2022-11-08,258.44657779922727
2022-11-09,253.2359004256568
2022-11-10,255.06160327982323
2022-11-11,263.01920054426347
2022-11-14,264.945578474229
2022-11-15,266.22688969008624
2022-11-16,264.6897695520074
2022-11-17,273.1555281851024
2022-11-18,278.26635737204924
2022-11-21,279.3395331634768
2022-11-22,277.25097893206845
2022-11-23,271.34900755822116
2022-11-24,272.745461502038
2022-11-25,274.76191053598234
2022-11-28,278.3409872189485
2022-11-29,272.9917816141204
2022-11-30,269.3084472062627
2022-12-01,263.70987400191314
2022-12-02,265.7323683719009
2022-12-05,271.26582580360684
2022-12-06,272.2395123409927
2022-12-07,271.82177518281094
2022-12-08,270.97416955492486
2022-12-09,275.56779839747117
2022-12-12,278.51325545489095
2022-12-13,281.3451014012689
2022-12-14,284.2254453368625
2022-12-15,292.795039460402
2022-12-16,284.60096625865054
2022-12-19,284.72864746103136
2022-12-20,289.8442673205043
2022-12-21,289.786656490812
2022-12-22,293.4465330887294
2022-12-23,295.0129287026665
2022-12-26,298.8599991240406
2022-12-27,297.0963469181073
2022-12-28,293.5690962595752
2022-12-29,295.89090336918036
2022-12-30,299.2565209318459
2023-01-02,302.4278108044342
2023-01-03,295.22007201196925
2023-01-04,299.312822957181
2023-01-05,299.1325545977232
2023-01-06,292.08335315518343
2023-01-09,291.73486534882966
2023-01-10,281.87318961357505
2023-01-11,281.74817310271794
2023-01-12,278.3133989726221
2023-01-13,275.8755488708162
2023-01-16,282.72726413663787
2023-01-17,285.50400586406636
2023-01-18,282.46799205367614
2023-01-19,287.16186465809477
2023-01-20,282.88785277549346
2023-01-23,285.2521877460232
2023-01-24,277.2436922536843
2023-01-25,274.59935115025644
2023-01-26,272.3077591730077
2023-01-27,276.1518459581192
2023-01-30,278.44309199313403
2023-01-31,280.6768432228954
2023-02-01,280.30031262734906
2023-02-02,276.19642827480766
2023-02-03,283.1223188628505
2023-02-06,293.81514373631336
2023-02-07,287.0305215223404
2023-02-08,286.941492147536
2023-02-09,289.6041676478455
2023-02-10,289.75163287366166
2023-02-13,281.72723764859506
2023-02-14,289.63616326695194
2023-02-15,282.6523127335422
2023-02-16,287.8089357431804
2023-02-17,283.5715327666128
2023-02-20,276.896369102773
2023-02-21,272.0436420063858
2023-02-22,264.8841399134056
2023-02-23,269.11450533888996
2023-02-24,265.2442739767124
2023-02-27,260.27589520172234
2023-02-28,259.69672590354617
2023-03-01,256.41301959090134
2023-03-02,259.60565187722005
2023-03-03,256.48654920985956
2023-03-06,253.69583538073488
2023-03-07,260.9023246348177
2023-03-08,257.8139447283225
2023-03-09,250.90416167051237
2023-03-10,249.60111856642493
2023-03-13,247.3655049620854
2023-03-14,235.51348851302166
2023-03-15,239.96598638647714
2023-03-16,237.58743885268004
2023-03-17,225.79362895541078
2023-03-20,231.393678521667
2023-03-21,226.79718214882
2023-03-22,229.90872130946133
2023-03-23,224.3913663546623
2023-03-24,222.45868329672447
2023-03-27,231.6866622532767
2023-03-28,228.09808822485886
2023-03-29,227.98711260613334
2023-03-30,223.1382538727685
2023-03-31,216.65415786740706
2023-04-03,227.29573642488322
2023-04-04,224.55973323960268
2023-04-05,223.7159045706398
2023-04-06,224.75828338513384
2023-04-07,224.94399869153997
2023-04-10,224.7169827983773
2023-04-11,222.16086284400262
2023-04-12,221.78824432188722
2023-04-13,223.29159341225724
2023-04-14,227.2604790647444
2023-04-17,230.3231169527953
2023-04-18,236.01107615357006
2023-04-19,233.05366239491315
2023-04-20,237.08887745476497
2023-04-21,234.13407053029218
2023-04-24,240.95968057069345
2023-04-25,243.1647108692381
2023-04-26,236.52639474710975
2023-04-27,240.0050850886292
2023-04-28,241.5733211941799
2023-05-01,238.2433897284672
2023-05-02,238.07963181036027
2023-05-03,245.0464261952981
2023-05-04,249.94576322548414
2023-05-05,249.89859093592062
2023-05-08,248.32751442396903
2023-05-09,248.38895557099912
2023-05-10,250.39376111770935
2023-05-11,248.9682707575873
2023-05-12,247.29387353077436
2023-05-15,246.12871635388518
2023-05-16,247.2698782083416
2023-05-17,250.7876843621706
2023-05-18,253.8999601029356
2023-05-19,252.68878160226734
2023-05-22,257.4568354180699
2023-05-23,250.9376038542226
2023-05-24,251.18537738659785
2023-05-25,255.30681433570484
2023-05-26,255.32508131266565
2023-05-29,261.1932837969148
2023-05-30,262.4570714321857
2023-05-31,266.1654722360282
2023-06-01,267.9852721484893
2023-06-02,268.6381023470119
2023-06-05,273.314797873084
2023-06-06,265.05345757038174
2023-06-07,269.37984750715844
2023-06-08,268.36774642287594
2023-06-09,257.6818005944806
2023-06-12,260.0674686375474
2023-06-13,269.4687935812063
2023-06-14,276.3834647668546
2023-06-15,277.36790288137576
2023-06-16,281.5897966690145
2023-06-19,283.5352069628337
2023-06-20,281.49470150144504
2023-06-21,273.98783048387327
2023-06-22,273.7067482744738
2023-06-23,275.2104752963861
2023-06-26,269.9808371440191
2023-06-27,275.60881439248436
2023-06-28,268.7437226384082
2023-06-29,271.6067779490697
2023-06-30,275.4974459424131
2023-07-03,276.08964432358727
2023-07-04,282.24380456671287
2023-07-05,285.37474783381464
2023-07-06,282.9387859111517
2023-07-07,281.36245519337655
2023-07-10,279.5306577555136
2023-07-11,285.3290777824836
2023-07-12,291.26421390634596
2023-07-13,288.4133203480179
2023-07-14,298.80768709403844
2023-07-17,299.38859830361923
2023-07-18,297.7838109292982
2023-07-19,296.56201657652605
2023-07-20,298.2279644722278
2023-07-21,294.011591038826
2023-07-24,289.83982136470445
2023-07-25,291.33166894321056
2023-07-26,291.9267608979681
2023-07-27,281.30111176583677
2023-07-28,287.1573957348498
2023-07-31,286.0591591551464
2023-08-01,289.3719154972862
2023-08-02,282.21321100810906
