Date,GOOGL
2020-04-28,448.23910967103836
2020-04-29,449.84904567222935
2020-04-30,449.0164498628441
2020-05-01,453.7954150479106
2020-05-04,460.2669577189797
2020-05-05,463.184316709188
2020-05-06,460.68227207088216
2020-05-07,464.1039594386495
2020-05-08,466.595490138503
2020-05-11,472.47836563345396
2020-05-12,478.01872526260314
2020-05-13,482.60147133905195
2020-05-14,478.5218752274891
2020-05-15,477.0448389752597
2020-05-18,482.8410013264435
2020-05-19,472.83340602310335
2020-05-20,469.5305628707381
2020-05-21,466.97573994033604
2020-05-22,478.1651260586445
2020-05-25,476.5438535060043
2020-05-26,474.0225677622961
2020-05-27,489.28409466222064
2020-05-28,493.4099153972475
2020-05-29,493.65449924312037
2020-06-01,496.57378254721726
2020-06-02,500.62539780140537
2020-06-03,500.96665503347907
2020-06-04,499.73445125870404
2020-06-05,499.8441945271495
2020-06-08,485.7353611631289
2020-06-09,485.3746428561881
2020-06-10,485.6376862659221
2020-06-11,496.48787043416
2020-06-12,495.7413224833405
2020-06-15,490.49239597285157
2020-06-16,486.7498937724428
2020-06-17,484.6383588352614
2020-06-18,480.1466588059746
2020-06-19,478.1155134521298
2020-06-22,473.262650030585
2020-06-23,475.6042996477733
2020-06-24,477.9351448121135
2020-06-25,481.305602576493
2020-06-26,485.239361640479
2020-06-29,490.11230994793846
2020-06-30,484.73632966406
2020-07-01,484.92025499603045
2020-07-02,487.67775752268415
2020-07-03,484.9120330746498
2020-07-06,487.1103005826958
2020-07-07,486.0868233829145
2020-07-08,483.5121943255606
2020-07-09,489.30687040962886
2020-07-10,484.32061538410625
2020-07-13,481.9044607692923
2020-07-14,484.5667478021628
2020-07-15,485.86317164551207
2020-07-16,476.5744581382167
2020-07-17,465.97868044832495
2020-07-20,462.5578622920705
2020-07-21,460.7019657436372
2020-07-22,459.94708547124696
2020-07-23,453.03759707295404
2020-07-24,448.99411207490203
2020-07-27,454.47228830151215
2020-07-28,457.39163997164525
2020-07-29,470.3334819444583
2020-07-30,477.3736031047774
2020-07-31,471.23608529462456
2020-08-03,481.5550747920911
2020-08-04,479.4291054847836
2020-08-05,475.8002387628779
2020-08-06,486.9037063867556
2020-08-07,481.5495782550582
2020-08-10,479.25044017164544
2020-08-11,471.1091207290529
2020-08-12,477.90901895741
2020-08-13,471.0777813740061
2020-08-14,480.475660442087
2020-08-17,472.4302349104471
2020-08-18,466.02819553491844
2020-08-19,474.18278675926103
2020-08-20,478.76527848726283
2020-08-21,477.52925274498546
2020-08-24,487.6419385079572
2020-08-25,490.1063843181017
2020-08-26,496.3610822114178
2020-08-27,499.8919006172884
2020-08-28,501.1397919121378
2020-08-31,495.0770420100579
2020-09-01,494.73968642150163
2020-09-02,494.4289957494096
2020-09-03,501.1116764717217
2020-09-04,502.01236782228744
2020-09-07,499.41603446423943
2020-09-08,493.35054991301104
2020-09-09,509.05336154405484
2020-09-10,505.06307759750155
2020-09-11,499.9246898891912
2020-09-14,491.0654231865183
2020-09-15,484.3108846062643
2020-09-16,486.0870972883293
2020-09-17,487.86094615208907
2020-09-18,484.9681240734076
2020-09-21,487.2788154104993
2020-09-22,490.24731831482967
2020-09-23,485.62908001607036
2020-09-24,486.75947998026766
2020-09-25,499.8351882082311
2020-09-28,508.1431289973893
2020-09-29,514.7400426987023
2020-09-30,516.1010274763668
2020-10-01,511.49379278093113
2020-10-02,506.5451515770728
2020-10-05,513.2309377475182
2020-10-06,524.4867220288194
2020-10-07,522.1577981836438
2020-10-08,526.794187254999
2020-10-09,521.3940152002771
2020-10-12,528.9561411660949
2020-10-13,542.2600197359116
2020-10-14,537.5346990344188
2020-10-15,532.9169781400359
2020-10-16,530.8266867489365
2020-10-19,515.6182514073026
2020-10-20,511.8275433854159
2020-10-21,514.094025630363
2020-10-22,514.7158005786031
2020-10-23,514.3166052877959
2020-10-26,511.7942393763106
2020-10-27,510.0351328105466
2020-10-28,502.3325548131544
2020-10-29,505.4939703375431
2020-10-30,511.5553458823268
2020-11-02,518.9597270158937
2020-11-03,521.7867368418882
2020-11-04,518.2864513201802
2020-11-05,519.8932506445346
2020-11-06,526.9052440712849
2020-11-09,519.9439834553147
2020-11-10,513.5885225782026
2020-11-11,512.8605423894902
2020-11-12,517.5407344113524
2020-11-13,516.1360608553122
2020-11-16,516.2815848023051
2020-11-17,520.8537412312513
2020-11-18,520.0480472485
2020-11-19,520.1806931801211
2020-11-20,520.6206937213988
2020-11-23,522.5710448576937
2020-11-24,525.543085307493
2020-11-25,516.4211329011823
2020-11-26,519.5048190529706
2020-11-27,524.331116232887
2020-11-30,532.545485196987
2020-12-01,531.451497800432
2020-12-02,527.8549973213924
2020-12-03,525.4471220322492
2020-12-04,537.9259822164636
2020-12-07,550.9023667095823
2020-12-08,557.3243055381256
2020-12-09,563.2715791925875
2020-12-10,550.6299446196812
2020-12-11,549.106320230906
2020-12-14,533.1415010020759
2020-12-15,534.051572756586
2020-12-16,527.9743592647059
2020-12-17,518.4631683037711
2020-12-18,524.572814737692
2020-12-21,528.002439575303
2020-12-22,532.6404497621512
2020-12-23,524.4379363720843
2020-12-24,538.4487120122711
2020-12-25,539.0674120364771
2020-12-28,542.0607077637369
2020-12-29,542.8860424677379
2020-12-30,545.1104043759162
2020-12-31,549.4500849509735
2021-01-01,545.3924502381561
2021-01-04,533.8834556587715
2021-01-05,539.4728864598225
2021-01-06,536.9667226665862
2021-01-07,538.0389222001902
2021-01-08,541.3248841252084
2021-01-11,541.0088373911633
2021-01-12,545.8006162937685
2021-01-13,537.6455985025395
2021-01-14,546.7740476640531
2021-01-15,555.0792416610822
2021-01-18,555.4217576449704
2021-01-19,558.454152361647
2021-01-20,561.0899496323783
2021-01-21,568.3963163021723
2021-01-22,570.2500444002549
2021-01-25,576.5273510320574
2021-01-26,580.7810762603932
2021-01-27,574.2714722513201
2021-01-28,573.1792681366611
2021-01-29,569.0222216677362
2021-02-01,568.1448393196883
2021-02-02,568.5605196577458
2021-02-03,564.8932063008571
2021-02-04,556.7339948667894
2021-02-05,542.8460499618435
2021-02-08,536.3770712359748
2021-02-09,533.5979631788393
2021-02-10,529.6721985372493
2021-02-11,538.5844376219871
2021-02-12,541.6284248812728
2021-02-15,530.143241282233
2021-02-16,524.5839109754387
2021-02-17,518.2167097204461
2021-02-18,512.6839503258218
2021-02-19,527.2267415355424
2021-02-22,528.6929870816698
2021-02-23,524.2754887232171
2021-02-24,527.5050032554615
2021-02-25,517.7473502334866
2021-02-26,516.1671411529885
2021-03-01,523.0631559727361
2021-03-02,516.1721399370173
2021-03-03,511.4207958789908
2021-03-04,505.1392508791329
2021-03-05,502.26852006414975
2021-03-08,510.3756531308603
2021-03-09,517.4507719724597
2021-03-10,526.6843812419099
2021-03-11,531.7064965662479
2021-03-12,530.3471535284242
2021-03-15,529.1713147167562
2021-03-16,534.1373216220658
2021-03-17,527.9556466734974
2021-03-18,521.538722746886
2021-03-19,515.1876991911802
2021-03-22,519.0199500047815
2021-03-23,523.4058256621196
2021-03-24,513.2749910386574
2021-03-25,508.0403893851285
2021-03-26,507.6588550782619
2021-03-29,513.3164451049056
2021-03-30,513.138368153826
2021-03-31,521.7427896514383
2021-04-01,525.654976031352
2021-04-02,522.278974639528
2021-04-05,528.7578940562121
2021-04-06,534.1285246914534
2021-04-07,542.3992113321807
2021-04-08,544.1159401332316
2021-04-09,541.8314365014251
2021-04-12,543.0297532908812
2021-04-13,548.6870349397904
2021-04-14,555.1864137458041
2021-04-15,563.9413076369799
2021-04-16,561.4588580323687
2021-04-19,569.8050841440781
2021-04-20,562.2777172255917
2021-04-21,551.2057708009487
2021-04-22,542.5316396693032
2021-04-23,548.8305652129004
2021-04-26,558.2360417144705
2021-04-27,558.7415901075292
2021-04-28,563.7797989421598
2021-04-29,576.5555655374565
2021-04-30,580.8110712307622
2021-05-03,573.8446556834905
2021-05-04,585.9647223556486
2021-05-05,576.2666651877605
2021-05-06,579.0161196983313
2021-05-07,590.3645294549505
2021-05-10,595.5193687195055
2021-05-11,587.4004133546646
2021-05-12,588.8440332069978
2021-05-13,588.3791124014867
2021-05-14,591.3766149176047
2021-05-17,594.09939502803
2021-05-18,602.7222609796537
2021-05-19,602.7177340568697
2021-05-20,616.9400994320526
2021-05-21,622.7327075860185
2021-05-24,626.7785347779356
2021-05-25,627.5940015416766
2021-05-26,631.8044988965107
2021-05-27,623.7334490705146
2021-05-28,612.1318048945167
2021-05-31,625.6503675857168
2021-06-01,628.5725990833465
2021-06-02,624.3415873269244
2021-06-03,630.4519090990303
2021-06-04,616.7441762903588
2021-06-07,605.584680172181
2021-06-08,611.8215425439842
2021-06-09,607.5836141742144
2021-06-10,612.6212871732821
2021-06-11,624.2888441150031
2021-06-14,608.8992712593516
2021-06-15,611.3790858270327
2021-06-16,612.7839951354512
2021-06-17,615.6717434287148
2021-06-18,616.2450551405161
2021-06-21,605.7912799009055
2021-06-22,615.1447750246734
2021-06-23,618.1530268220756
2021-06-24,612.5082511459932
2021-06-25,625.5125230420515
2021-06-28,615.6911592389291
2021-06-29,618.0828999863911
2021-06-30,610.9641001377635
2021-07-01,613.383287984829
2021-07-02,622.1875356534723
2021-07-05,616.8709188673739
2021-07-06,617.8702252347414
2021-07-07,621.9731864751549
2021-07-08,618.5933027718172
2021-07-09,621.7579783295109
2021-07-12,629.7552277914942
2021-07-13,621.7764646760806
2021-07-14,607.2670342275235
2021-07-15,602.2986508601922
2021-07-16,598.0528559376924
2021-07-19,597.0728832864021
2021-07-20,598.3323115676933
2021-07-21,596.8391197197841
2021-07-22,589.9759323208611
2021-07-23,594.3380105596287
2021-07-26,592.8546562368979
2021-07-27,590.8909964850367
2021-07-28,595.8592232537012
2021-07-29,587.4895624843733
2021-07-30,589.61408846191
2021-08-02,584.1997116126854
2021-08-03,594.3014237227877
2021-08-04,599.4726934008338
2021-08-05,593.3408747727302
2021-08-06,603.6292842482511
2021-08-09,604.4221582314581
2021-08-10,599.8964916913586
2021-08-11,605.6698596086038
2021-08-12,610.0574512269405
2021-08-13,615.9918353307456
2021-08-16,613.0412418694324
2021-08-17,609.5844222963372
2021-08-18,605.3822776710014
2021-08-19,611.0551142029003
2021-08-20,607.1066528661206
2021-08-23,592.7863083234504
2021-08-24,592.6063219642655
2021-08-25,598.4130247454576
2021-08-26,611.4611428187995
2021-08-27,626.1080414382092
2021-08-30,634.6199266055017
2021-08-31,641.1429267548843
2021-09-01,645.4622532943255
2021-09-02,632.023499717118
2021-09-03,621.83078487534
2021-09-06,617.0737431202969
2021-09-07,628.1996387682519
2021-09-08,626.3490064875738
2021-09-09,629.5897112194467
2021-09-10,629.6508814937422
2021-09-13,629.2539818449162
2021-09-14,614.7756240863957
2021-09-15,618.961228839867
2021-09-16,618.7517341571241
2021-09-17,616.4863911586605
2021-09-20,616.0352464413855
2021-09-21,614.3091849512764
2021-09-22,621.9105010945497
2021-09-23,622.9147601779861
2021-09-24,622.1430835692523
2021-09-27,626.100989165514
2021-09-28,625.9858098814453
2021-09-29,632.02133108861
2021-09-30,628.8640937430126
2021-10-01,641.5157742148222
2021-10-04,642.363164055452
2021-10-05,650.7496493173135
2021-10-06,641.7454537883796
2021-10-07,636.7240287123959
2021-10-08,631.9475381882605
2021-10-11,635.8314186765742
2021-10-12,644.1115047085736
2021-10-13,639.0508329933708
2021-10-14,644.0087603846524
2021-10-15,651.5852912054467
2021-10-18,646.9027396041737
2021-10-19,643.4080875290407
2021-10-20,645.4159415025603
2021-10-21,635.728434981527
2021-10-22,641.0625049301697
2021-10-25,637.6748695873958
2021-10-26,641.1964242427443
2021-10-27,633.8590318561579
2021-10-28,632.0686246031506
2021-10-29,633.3424746293874
2021-11-01,631.778317746057
2021-11-02,646.4075061396298
2021-11-03,633.9705010550291
2021-11-04,633.1187807101227
2021-11-05,633.9518503024572
2021-11-08,635.4915360289174
2021-11-09,638.9204192638922
2021-11-10,631.9848236673345
2021-11-11,628.4016915091539
2021-11-12,622.3834460276216
2021-11-15,614.0737189382593
2021-11-16,621.6689117943134
2021-11-17,607.1432075638604
2021-11-18,613.084184922989
2021-11-19,616.9885204644513
2021-11-22,604.0159453650919
2021-11-23,607.9771639853938
2021-11-24,602.3570544545641
2021-11-25,601.7158622389455
2021-11-26,604.1882707251324
2021-11-29,609.387937870772
2021-11-30,604.7332940526561
2021-12-01,605.477190095156
2021-12-02,610.579281154316
2021-12-03,624.1971745881924
2021-12-06,627.5921660921439
2021-12-07,600.5964078298882
2021-12-08,601.8173995817438
2021-12-09,599.4935018696132
2021-12-10,585.8380650541061
2021-12-13,583.2622843678944
2021-12-14,575.441068881337
2021-12-15,571.5860846719538
2021-12-16,566.1638197566451
2021-12-17,560.5770095996253
2021-12-20,559.5719667537535
2021-12-21,544.9912071329583
2021-12-22,546.4168996864439
2021-12-23,552.302516218678
2021-12-24,541.6903507481494
2021-12-27,547.2361162555843
2021-12-28,560.6352707455173
2021-12-29,557.8014565349756
2021-12-30,561.2049579951508
2021-12-31,554.6177765501627
2022-01-03,562.6044274490562
2022-01-04,558.144450424938
2022-01-05,551.6551989737243
2022-01-06,552.9745395182218
2022-01-07,556.2134666986267
2022-01-10,562.7785110622316
2022-01-11,574.4249615887854
2022-01-12,575.2230038676639
2022-01-13,579.6010876525663
2022-01-14,582.9363620523849
2022-01-17,575.4530433851053
2022-01-18,570.3995427697583
2022-01-19,576.978015454166
2022-01-20,581.4437064258141
2022-01-21,578.3347877120887
2022-01-24,581.1153707523458
2022-01-25,585.613225095348
2022-01-26,582.9018218008647
2022-01-27,588.2844511135327
2022-01-28,586.4663815585528
2022-01-31,579.688232357557
2022-02-01,582.5809343766127
2022-02-02,579.8782225497577
2022-02-03,580.263295446305
2022-02-04,565.2903753044169
2022-02-07,564.4585220962922
2022-02-08,575.5717513656718
2022-02-09,568.1839106653844
2022-02-10,567.9768815000008
2022-02-11,557.8242567206797
2022-02-14,561.513154487033
2022-02-15,560.3811055250735
2022-02-16,562.1974859709079
2022-02-17,564.993177276718
2022-02-18,575.5779744845736
2022-02-21,564.9993406026814
2022-02-22,557.6947061040112
2022-02-23,556.1866204137187
2022-02-24,570.3022038019511
2022-02-25,568.1726213530281
2022-02-28,566.1380580251765
2022-03-01,567.6962104120643
2022-03-02,566.1610824097497
2022-03-03,564.1624231922826
2022-03-04,557.8607540663331
2022-03-07,547.1330671829952
2022-03-08,550.4312682442702
2022-03-09,546.5537920737939
2022-03-10,546.3641803915333
2022-03-11,539.1541940251526
2022-03-14,551.7864977604411
2022-03-15,535.8847790888113
2022-03-16,529.5968147449162
2022-03-17,525.7084644829729
2022-03-18,517.6584989992265
2022-03-21,523.7055484065709
2022-03-22,525.8921265297398
2022-03-23,541.488652066946
2022-03-24,543.1681273273621
2022-03-25,550.5529934214287
2022-03-28,548.6737255872898
2022-03-29,547.1473920203925
2022-03-30,552.2425728539691
2022-03-31,562.2808722160603
2022-04-01,552.4482364396575
2022-04-04,561.0136010801045
2022-04-05,559.9344410180619
2022-04-06,574.5301461893706
2022-04-07,582.4941963851337
2022-04-08,584.6317544421139
2022-04-11,600.2681207247275
2022-04-12,605.2282180277238
2022-04-13,616.6602133876976
2022-04-14,616.4089068615259
2022-04-15,611.7722966099449
2022-04-18,615.5646100409945
2022-04-19,610.6238875028522
2022-04-20,605.3806094025996
2022-04-21,604.1559002089292
2022-04-22,614.5247308133254
2022-04-25,606.4846979560996
2022-04-26,613.3416732476879
2022-04-27,605.5738610175256
2022-04-28,605.9667123752207
2022-04-29,608.2511819234708
2022-05-02,613.1989132925992
2022-05-03,611.525035527955
2022-05-04,609.1341190547835
2022-05-05,611.7585531671924
2022-05-06,621.9169312184185
2022-05-09,626.774085608249
2022-05-10,629.5477674137408
2022-05-11,631.9699878989287
2022-05-12,621.3294074869702
2022-05-13,626.6082953580614
2022-05-16,609.2041695022084
2022-05-17,606.7344396200854
2022-05-18,620.0457441846445
2022-05-19,627.5759135985918
2022-05-20,618.6806241774237
2022-05-23,619.0662585959112
2022-05-24,617.1670228297336
2022-05-25,614.4700010776429
2022-05-26,619.4730756811077
2022-05-27,623.3659547219983
2022-05-30,623.5310689879772
2022-05-31,614.4292187725601
2022-06-01,605.6181584352553
2022-06-02,611.9086291029415
2022-06-03,609.5818676792026
2022-06-06,615.7446309875586
2022-06-07,611.8809974404769
2022-06-08,608.9914218960595
2022-06-09,600.9341752566163
2022-06-10,601.8549492371362
2022-06-13,601.7372771524482
2022-06-14,604.1173194111761
2022-06-15,605.6720195272924
2022-06-16,593.8482708304819
2022-06-17,584.7938165796195
2022-06-20,587.4963822496117
2022-06-21,586.9057858714424
2022-06-22,591.5318602123638
2022-06-23,585.2279319022945
2022-06-24,586.4305580704806
2022-06-27,595.5363384641628
2022-06-28,590.4006454078676
2022-06-29,579.6682687292556
2022-06-30,584.3272370138918
2022-07-01,579.5350271258886
2022-07-04,585.9810305860854
2022-07-05,584.3234140714817
2022-07-06,586.5827138122063
2022-07-07,595.1540825062472
2022-07-08,596.2533441331362
2022-07-11,597.477111739955
2022-07-12,592.6794093463841
2022-07-13,576.1151486586521
2022-07-14,596.2575449289307
2022-07-15,610.2245460128875
2022-07-18,625.5253599214176
2022-07-19,631.5291564393685
2022-07-20,628.5893373603762
2022-07-21,634.5363705073105
2022-07-22,639.7105593767029
2022-07-25,646.7490854628525
2022-07-26,629.3826857579008
2022-07-27,640.0457533846918
2022-07-28,635.2605676114956
2022-07-29,633.5177742904386
2022-08-01,641.8932381029932
2022-08-02,642.3090428294588
2022-08-03,644.9274027712695
2022-08-04,636.374517174417
2022-08-05,641.7511291430918
2022-08-08,647.0835589335628
2022-08-09,640.402826945874
2022-08-10,635.1130517488702
2022-08-11,638.8097487641598
2022-08-12,643.2744031144737
2022-08-15,649.0394551425068
2022-08-16,651.1790740375257
2022-08-17,648.6327175327536
2022-08-18,654.6197146531281
2022-08-19,654.8577496553002
2022-08-22,648.8347475692161
2022-08-23,636.7059025211631
2022-08-24,624.0726289842274
2022-08-25,624.0080065809476
2022-08-26,638.240572620407
2022-08-29,644.6981362636852
2022-08-30,641.1599145919662
2022-08-31,632.5399970319314
2022-09-01,624.2725890790406
2022-09-02,628.5844026452197
2022-09-05,627.246594977531
2022-09-06,619.2327298884807
2022-09-07,608.2288859430272
2022-09-08,609.9473803153206
2022-09-09,607.4314664072002
2022-09-12,607.493382496619
2022-09-13,623.588166233444
2022-09-14,615.6003880043048
2022-09-15,621.0380395197716
2022-09-16,623.6036387131268
2022-09-19,616.382463667872
2022-09-20,614.9086773714369
2022-09-21,606.9243588726857
2022-09-22,598.8902086351696
2022-09-23,600.0947197402837
2022-09-26,602.7249417024875
2022-09-27,606.8690704107022
2022-09-28,603.0484679425861
2022-09-29,606.9216913621439
2022-09-30,613.3596960901954
2022-10-03,610.5820332582141
2022-10-04,606.9454491430298
2022-10-05,605.061133971117
2022-10-06,590.4275973271631
2022-10-07,571.7118257222611
2022-10-10,566.7124144563691
2022-10-11,566.1124961687417
2022-10-12,575.2498044328954
2022-10-13,562.8192491139683
2022-10-14,568.962108780124
2022-10-17,577.6720473336942
2022-10-18,575.3418320964174
2022-10-19,583.2756521739657
2022-10-20,587.5561459004196
2022-10-21,592.4251902772791
2022-10-24,584.8146882225226
2022-10-25,585.7773907518074
2022-10-26,580.4470305938028
2022-10-27,576.6652536705643
2022-10-28,574.6532142694291
2022-10-31,578.4674334023738
2022-11-01,587.6161978243675
2022-11-02,584.6279265403123
2022-11-03,584.4833520616254
2022-11-04,583.3748666038074
2022-11-07,597.8057878269607
2022-11-08,593.1488783381106
2022-11-09,603.203869861975
2022-11-10,609.3154681040305
2022-11-11,597.6994632388419
2022-11-14,599.7609446895095
2022-11-15,600.6248532144999
2022-11-16,598.1765543775134
2022-11-17,586.4582984855152
2022-11-18,591.7126259420526
2022-11-21,587.3842834861664
2022-11-22,582.8437811507731
2022-11-23,581.9766189411171
2022-11-24,579.8212022593683
2022-11-25,577.7515592375499
2022-11-28,573.5062662052939
2022-11-29,568.3105728155919
2022-11-30,570.8463742021896
2022-12-01,568.8433346513586
2022-12-02,560.1904519670175
2022-12-05,546.7959092827858
2022-12-06,541.704232481848
2022-12-07,538.0683505327275
2022-12-08,535.7210679281785
2022-12-09,534.5780159124881
2022-12-12,525.1971319797375
2022-12-13,527.9025518313207
2022-12-14,531.64488948792
2022-12-15,531.0738536581512
2022-12-16,529.7495974742618
2022-12-19,530.9926946749003
2022-12-20,526.0778871922477
2022-12-21,525.0381591706063
2022-12-22,520.5326580374001
2022-12-23,540.3286870380088
2022-12-26,550.4645520522491
2022-12-27,544.4720562045813
2022-12-28,534.1494113567286
2022-12-29,538.1317082114539
2022-12-30,531.8903830691946
2023-01-02,525.362513358496
2023-01-03,527.4584172348711
2023-01-04,520.2755870040448
2023-01-05,516.076450502307
2023-01-06,524.7769894981992
2023-01-09,524.2035219489321
2023-01-10,530.5210334998861
2023-01-11,522.3012602019135
2023-01-12,527.964550838595
2023-01-13,534.2125177078917
2023-01-16,531.4390112494682
2023-01-17,536.3427317702628
2023-01-18,537.812131528026
2023-01-19,541.4760220543938
2023-01-20,527.783837385802
2023-01-23,521.558211761517
2023-01-24,534.8780922544266
2023-01-25,535.1293299810969
2023-01-26,542.1990041309009
2023-01-27,540.944111783327
2023-01-30,539.2190430009183
2023-01-31,534.9037304130397
2023-02-01,542.8112111720106
2023-02-02,551.4013670630949
2023-02-03,549.4706069870934
2023-02-06,552.0083842663666
2023-02-07,556.105286264277
2023-02-08,544.5864744139676
2023-02-09,547.2899960233123
2023-02-10,536.9710814847384
2023-02-13,542.1527115280387
2023-02-14,558.8942036486861
2023-02-15,554.9972741837952
2023-02-16,552.8499826882424
2023-02-17,539.695839888767
2023-02-20,548.895078481968
2023-02-21,540.8681097599293
2023-02-22,544.7275965532262
2023-02-23,551.1616583604141
2023-02-24,550.4572157306246
2023-02-27,547.5364880164802
2023-02-28,549.9511580313061
2023-03-01,543.7741063790595
2023-03-02,548.1202773277384
2023-03-03,544.326178457791
2023-03-06,535.2301517147073
2023-03-07,535.4636193447777
2023-03-08,536.3146389892322
2023-03-09,544.6340678518021
2023-03-10,545.1098564850215
2023-03-13,545.5557706512283
2023-03-14,553.8881779467521
2023-03-15,544.7665046066786
2023-03-16,549.5747220559734
2023-03-17,558.6654121851805
2023-03-20,558.9953781966954
2023-03-21,575.2462843107002
2023-03-22,573.0542582322555
2023-03-23,575.8072734189245
2023-03-24,576.4749164953992
2023-03-27,573.6469126171876
2023-03-28,566.6673596385272
2023-03-29,577.9125537413357
2023-03-30,571.6622028530403
2023-03-31,568.7914484074626
2023-04-03,559.8681020142121
2023-04-04,562.0425212169716
2023-04-05,566.2591990162747
2023-04-06,571.010884601544
2023-04-07,566.1787249757747
2023-04-10,562.759387688758
2023-04-11,561.1961118572511
2023-04-12,562.9924293972015
2023-04-13,562.1814077208255
2023-04-14,556.2532810991909
2023-04-17,565.4428298867107
2023-04-18,571.9400058660354
2023-04-19,571.8712776101395
2023-04-20,570.0778512824218
2023-04-21,564.8108015684026
2023-04-24,555.4693193775985
2023-04-25,556.7047335452688
2023-04-26,553.7795014785106
2023-04-27,554.7671644786619
2023-04-28,553.0062481434169
2023-05-01,559.0412194113436
2023-05-02,552.9621559381678
2023-05-03,551.260035308798
2023-05-04,545.9225111065995
2023-05-05,541.0257237111499
2023-05-08,540.6630812970432
2023-05-09,543.7106251522829
2023-05-10,533.0056831261535
2023-05-11,548.684075332109
2023-05-12,555.8852947684579
2023-05-15,556.9653327355832
2023-05-16,566.3184500603636
2023-05-17,569.0587606308296
2023-05-18,567.2143191312413
2023-05-19,560.8048815751877
2023-05-22,562.2967847966197
2023-05-23,570.5340399772715
2023-05-24,562.5696059185574
2023-05-25,556.7804101281777
2023-05-26,559.9515809698801
2023-05-29,562.5614096963474
2023-05-30,550.8934055701368
2023-05-31,548.9145581629178
2023-06-01,541.0875646060803
2023-06-02,540.3443958792775
2023-06-05,545.9136318264262
2023-06-06,549.3108342912333
2023-06-07,542.9544797314097
2023-06-08,540.900127092515
2023-06-09,541.2190216796987
2023-06-12,534.4070113886863
2023-06-13,542.880869995107
2023-06-14,550.5823397931624
2023-06-15,554.6381798989686
2023-06-16,559.5708952017733
2023-06-19,559.0907876368955
2023-06-20,546.9326832939227
2023-06-21,553.217243022667
2023-06-22,554.9185650184055
2023-06-23,558.0914424722804
2023-06-26,542.2339777593942
2023-06-27,546.7430207155069
2023-06-28,536.0549901507334
2023-06-29,540.1101921032421
2023-06-30,542.1963848456555
2023-07-03,542.7963450813293
2023-07-04,535.8203658021832
2023-07-05,540.6302749198245
2023-07-06,539.0347915326304
2023-07-07,534.424706761264
2023-07-10,542.0380761271736
2023-07-11,545.4762294891947
2023-07-12,541.3097528374668
2023-07-13,547.3178736886921
2023-07-14,554.7975614805734
2023-07-17,561.3649498691873
2023-07-18,558.3624515254281
2023-07-19,559.646347153008
2023-07-20,551.7727277857072
2023-07-21,548.4807402000501
2023-07-24,544.1748635984857
2023-07-25,532.1432877881205
2023-07-26,538.2792447053032
2023-07-27,529.4963056083012
2023-07-28,534.8510772884547
2023-07-31,533.1595315874474
2023-08-01,526.758090762993
2023-08-02,532.9384868776324
2023-08-03,535.3946355317645
2023-08-04,541.5263014488298
